Orthogroup	DBUS.longest_only	DANA.longest_only
OG0001287	LOC108604119|XP_017848894.1|DBUS	LOC6494675|XP_001965955.1|DANA
OG0001288	LOC108594254|XP_033149443.1|DBUS	LOC6497690|XP_001961565.1|DANA
OG0001289	LOC108608164|XP_017854908.2|DBUS, LOC108602456|XP_017846071.2|DBUS	LOC6502767|XP_001965256.2|DANA
OG0001290	LOC108596112|XP_033149204.1|DBUS	LOC6497204|XP_032307733.1|DANA
OG0001291	LOC108595003|XP_017835627.1|DBUS	LOC6494912|XP_014763071.2|DANA
OG0001292	LOC108596770|XP_017838355.1|DBUS	LOC6496297|XP_001960635.2|DANA
OG0001293	LOC108606164|XP_017851505.1|DBUS, LOC108607182|XP_017853328.1|DBUS	LOC6504155|XP_001964289.1|DANA
OG0001294	LOC108603876|XP_017848536.1|DBUS, LOC108605674|XP_033150258.1|DBUS	LOC6499327|XP_001954859.1|DANA
OG0001295	LOC108605580|XP_017850839.1|DBUS	LOC6502235|XP_001966036.1|DANA
OG0001295	LOC108595376|XP_033150953.1|DBUS	LOC6496457|XP_001960949.1|DANA
OG0001296	LOC108598546|XP_017840719.1|DBUS	LOC6493893|XP_032311522.1|DANA
OG0001297	LOC108601954|XP_033149942.1|DBUS	LOC6499040|XP_001955448.1|DANA
OG0001298	LOC108601613|XP_033149866.1|DBUS	LOC6500044|XP_032312361.1|DANA
OG0001299	LOC108600786|XP_017844047.1|DBUS	LOC6507340|XP_032309757.1|DANA
OG0001300	LOC108602803|XP_017846514.1|DBUS	LOC6499532|XP_001954428.1|DANA
OG0001301	LOC108601913|XP_017845383.1|DBUS	LOC6498237|XP_001962364.1|DANA
OG0001302	LOC108596526|XP_017837902.1|DBUS	LOC6494604|XP_032306614.1|DANA
OG0001303	LOC108603668|XP_017848153.1|DBUS	LOC6500698|XP_001953750.1|DANA
OG0001304	LOC108597256|XP_017839200.1|DBUS	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA
OG0001305	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS	LOC6503390|XP_001967520.2|DANA
OG0001306	LOC108602831|XP_017846561.1|DBUS	LOC6500706|XP_001953762.1|DANA
OG0001307	LOC108599599|XP_017842040.1|DBUS	LOC6493303|XP_001957486.1|DANA
OG0001308	LOC108605431|XP_017850596.1|DBUS	LOC6504634|XP_032309303.1|DANA
OG0001309	LOC108603532|XP_017847918.1|DBUS	LOC6501270|XP_001954892.1|DANA
OG0001310	LOC108607187|XP_017853333.1|DBUS	LOC6502947|XP_001963541.2|DANA
OG0001311	LOC108606279|XP_017851749.1|DBUS	LOC6505194|XP_001965524.2|DANA
OG0001312	LOC108597919|XP_017840025.2|DBUS	LOC6493418|XP_001957711.1|DANA
OG0001313	LOC108596779|XP_017838367.1|DBUS	LOC6494637|XP_001959971.3|DANA
OG0001314	LOC108608411|XP_017855259.1|DBUS	LOC6502469|XP_001962779.1|DANA
OG0001315	LOC108605012|XP_017850068.1|DBUS, LOC108606132|XP_017851474.1|DBUS	LOC6504655|XP_001966464.1|DANA
OG0001316	LOC108595061|XP_017835695.1|DBUS	LOC6494999|XP_001959245.1|DANA
OG0001317	LOC108596866|XP_033149230.1|DBUS	LOC6497355|XP_001962258.2|DANA
OG0001319	LOC108598462|XP_017840599.1|DBUS	LOC6498408|XP_001962738.1|DANA
OG0001320	LOC108595218|XP_017835895.1|DBUS	LOC6494931|XP_001959378.2|DANA
OG0001322	LOC108602442|XP_017846053.1|DBUS	LOC6502624|XP_001954660.2|DANA, LOC6500034|XP_001953350.1|DANA
OG0001323	LOC108596010|XP_017836848.1|DBUS	LOC26515059|XP_014760667.1|DANA
OG0001324	LOC108608551|XP_017855459.1|DBUS	LOC6497923|XP_001961718.1|DANA
OG0001325	LOC108602303|XP_017845874.1|DBUS	LOC6500030|XP_001953358.1|DANA
OG0001326	LOC108602768|XP_017846430.1|DBUS	LOC6501601|XP_001955566.1|DANA
OG0001328	LOC108605706|XP_017850987.1|DBUS	LOC26515035|XP_032311989.1|DANA
OG0001329	LOC108598123|XP_017840229.1|DBUS, LOC108606875|XP_017852887.1|DBUS	LOC6505307|XP_001965728.2|DANA
OG0001330	LOC108606755|XP_017852647.2|DBUS	LOC6505211|XP_032307795.1|DANA
OG0001331	LOC108606035|XP_017851351.1|DBUS	LOC6502047|XP_032311934.1|DANA
OG0001332	LOC108606355|XP_017851893.1|DBUS	LOC6504416|XP_032308163.1|DANA
OG0001333	LOC108605555|XP_017850804.1|DBUS	LOC6505113|XP_001964793.2|DANA
OG0001334	LOC108604723|XP_017849790.1|DBUS	LOC6505553|XP_001964713.1|DANA
OG0001335	LOC108603850|XP_017848492.1|DBUS	LOC6500011|XP_001953409.1|DANA
OG0001337	LOC108606596|XP_017852332.1|DBUS	LOC6504487|XP_032308308.1|DANA
OG0001338	LOC108595193|XP_017835866.1|DBUS	LOC6496265|XP_014763712.1|DANA
OG0001339	LOC108596553|XP_017837939.1|DBUS	LOC6495364|XP_001958670.1|DANA
OG0001340	LOC108598625|XP_017840813.1|DBUS	LOC6503257|XP_032309758.1|DANA
OG0001341	LOC108601888|XP_017845352.1|DBUS	LOC6500539|XP_032310342.1|DANA
OG0001342	LOC108603694|XP_017848208.1|DBUS	LOC6499005|XP_032311648.1|DANA
OG0001343	LOC108601461|XP_017844848.1|DBUS	LOC6499178|XP_001955160.2|DANA
OG0001344	LOC108604331|XP_017849246.1|DBUS	LOC6505942|XP_032305468.1|DANA
OG0001345	LOC108604561|XP_017849579.1|DBUS	LOC6499926|XP_001953617.1|DANA
OG0001346	LOC108603922|XP_017848603.1|DBUS	LOC6499381|XP_001954747.1|DANA
OG0001347	LOC108605756|XP_017851047.1|DBUS	LOC6503956|XP_001963915.1|DANA
OG0001348	LOC108606593|XP_017852328.1|DBUS	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA
OG0001349	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS	LOC6507029|XP_014765038.1|DANA
OG0001350	LOC108598568|XP_017840741.1|DBUS	LOC6507885|XP_001956525.3|DANA
OG0001351	LOC108596489|XP_017837765.1|DBUS	LOC6494868|XP_001959521.1|DANA
OG0001352	LOC108596956|XP_017838686.1|DBUS	LOC6493905|XP_032311477.1|DANA
OG0001353	LOC108598863|XP_017841109.1|DBUS	LOC6506341|XP_001958072.1|DANA
OG0001354	LOC108597548|XP_017839645.1|DBUS	LOC6495912|XP_014763532.1|DANA
OG0001355	LOC108608201|XP_017854964.1|DBUS	LOC6495849|XP_001959707.1|DANA
OG0001356	LOC108603481|XP_017847818.1|DBUS	LOC6498969|XP_032312081.1|DANA
OG0001357	LOC108599937|XP_017842647.1|DBUS	LOC6493524|XP_001957929.1|DANA
OG0001358	LOC108601013|XP_033149737.1|DBUS	LOC6493887|XP_001961393.1|DANA, LOC6493673|XP_001958205.1|DANA
OG0001359	LOC108607831|XP_017854379.1|DBUS	LOC6497282|XP_001962395.1|DANA
OG0001360	LOC108597645|XP_017839783.1|DBUS	LOC6496405|XP_001960845.1|DANA
OG0001361	LOC108598068|XP_017840171.2|DBUS	LOC6507777|XP_001956328.2|DANA
OG0001362	LOC108598904|XP_017841156.1|DBUS	LOC6507781|XP_001956333.1|DANA
OG0001363	LOC108603230|XP_017847334.1|DBUS	LOC6500148|XP_001953128.1|DANA
OG0001364	LOC108594659|XP_033150978.1|DBUS	LOC6495293|XP_032307170.1|DANA
OG0001365	LOC108598726|XP_017840944.1|DBUS	LOC6506203|XP_001958350.1|DANA
OG0001366	LOC108598007|XP_017840111.1|DBUS	LOC6493350|XP_014764343.1|DANA
OG0001367	LOC108597360|XP_017839366.1|DBUS	LOC6494766|XP_032306575.1|DANA
OG0001368	LOC108596324|XP_017837435.1|DBUS	LOC6494818|XP_001959603.1|DANA
OG0001369	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS	LOC6505035|XP_001965594.1|DANA
OG0001370	LOC108597523|XP_033149017.1|DBUS	LOC6494714|XP_001959806.1|DANA
OG0001371	LOC108607473|XP_017853801.2|DBUS	LOC26515113|XP_032311474.1|DANA
OG0001372	LOC117134648|XP_033150995.1|DBUS, LOC108596137|XP_033150994.1|DBUS	LOC6495881|XP_032306846.1|DANA
OG0001373	LOC108594271|XP_017834892.1|DBUS	LOC6497138|XP_001962680.1|DANA
OG0001374	LOC108597148|XP_017839031.1|DBUS	LOC6494222|XP_001960712.1|DANA
OG0001375	LOC108603073|XP_017847040.1|DBUS	LOC6498889|XP_014765800.1|DANA
OG0001376	LOC108595300|XP_017836003.1|DBUS	LOC6495404|XP_001958769.1|DANA
OG0001377	LOC108608145|XP_033149788.1|DBUS	LOC6505475|XP_001964934.2|DANA
OG0001378	LOC108594229|XP_017834829.1|DBUS	LOC6498231|XP_032307509.1|DANA
OG0001379	LOC108598264|XP_017840372.1|DBUS	LOC6498057|XP_014761951.1|DANA
OG0001380	LOC108595043|XP_017835672.1|DBUS	LOC6496671|XP_001961371.2|DANA
OG0001381	LOC108595321|XP_017836030.1|DBUS	LOC6496421|XP_032307210.1|DANA
OG0001382	LOC108607844|XP_017854400.1|DBUS	LOC6503284|XP_014759110.1|DANA
OG0001383	LOC108595829|XP_017836609.1|DBUS	LOC6495075|XP_001959121.1|DANA
OG0001384	LOC108598577|XP_017840755.1|DBUS	LOC6497523|XP_014761719.1|DANA
OG0001385	LOC108608450|XP_017855317.1|DBUS	LOC6504562|XP_001964906.2|DANA
OG0001387	LOC108598246|XP_017840353.1|DBUS	LOC6496853|XP_001963272.1|DANA
OG0001389	LOC108604784|XP_017849871.1|DBUS	LOC6499044|XP_032311132.1|DANA
OG0001391	LOC108598536|XP_017840708.1|DBUS	LOC6498019|XP_001961904.1|DANA
OG0001392	LOC108605779|XP_017851071.1|DBUS	LOC6505294|XP_001965704.2|DANA
OG0001393	LOC108605858|XP_017851158.1|DBUS	LOC6505212|XP_001965556.1|DANA
OG0001394	LOC108607399|XP_017853663.1|DBUS	LOC6496933|XP_014761435.1|DANA
OG0001395	LOC108604118|XP_017848892.1|DBUS	LOC6494219|XP_001965954.1|DANA
OG0001396	LOC108606696|XP_017852554.1|DBUS	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC108604774|XP_017849860.1|DBUS	LOC6499434|XP_032312182.1|DANA
OG0001398	LOC108607125|XP_017853250.1|DBUS	LOC6504119|XP_001964223.1|DANA
OG0001399	LOC108596987|XP_017838741.1|DBUS	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC108601668|XP_017845058.1|DBUS	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC108598163|XP_017840269.2|DBUS	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC108599508|XP_017841864.2|DBUS	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC108598770|XP_017841000.1|DBUS	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC108596388|XP_017837551.1|DBUS	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC108595288|XP_017836318.1|DBUS	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC108605766|XP_017851058.1|DBUS	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC108599593|XP_017842028.1|DBUS	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC108594829|XP_017835456.1|DBUS	LOC6496177|XP_001960379.1|DANA
OG0001411	LOC108602089|XP_017845602.1|DBUS	LOC6498961|XP_001955602.1|DANA
OG0001412	LOC108608298|XP_017855113.1|DBUS	LOC6496832|XP_001963314.1|DANA
OG0001413	LOC108594880|XP_033150919.1|DBUS	LOC6496054|XP_001960122.1|DANA
OG0001414	LOC117134724|XP_033149227.1|DBUS	LOC6495628|XP_014763384.1|DANA
OG0001415	LOC108594961|XP_017835584.1|DBUS	LOC6495166|XP_001958926.1|DANA, LOC6495167|XP_001958925.1|DANA
OG0001416	LOC108608066|XP_017854745.2|DBUS	LOC6498250|XP_032307467.1|DANA
OG0001416	LOC108598574|XP_017840750.1|DBUS	LOC6507072|XP_001956714.1|DANA
OG0001418	LOC108598592|XP_017840774.2|DBUS	LOC6493020|XP_001956872.2|DANA, LOC6502832|XP_001956870.2|DANA
OG0001419	LOC108605387|XP_017850549.1|DBUS	LOC6497501|XP_001961951.1|DANA
OG0001420	LOC108605789|XP_017851081.2|DBUS, LOC108599333|XP_017841626.1|DBUS	LOC6498941|XP_001955634.1|DANA
OG0001421	LOC108600667|XP_017843855.2|DBUS	LOC6505818|XP_001964429.1|DANA, LOC6497325|XP_014761646.1|DANA
OG0001422	LOC108600965|XP_017844309.1|DBUS	LOC6507076|XP_001956708.1|DANA
OG0001423	LOC108595872|XP_017836653.1|DBUS, LOC108602144|XP_017845666.1|DBUS	LOC6499286|XP_001954950.2|DANA
OG0001426	LOC108608426|XP_017855283.1|DBUS	LOC6498119|XP_001962115.2|DANA
OG0001426	LOC108606009|XP_017851322.1|DBUS	LOC26514665|XP_032308784.1|DANA
OG0001427	LOC108596209|XP_017837222.1|DBUS	LOC6497709|XP_001961513.1|DANA
OG0001429	LOC108604066|XP_017848819.1|DBUS	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC108603079|XP_017847056.1|DBUS	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC108606357|XP_017851894.1|DBUS	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC108607127|XP_017853254.1|DBUS	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC108602309|XP_017845881.1|DBUS	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC108605749|XP_017851037.1|DBUS	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC108597036|XP_017838818.1|DBUS	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC108605711|XP_017850992.1|DBUS	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC108607997|XP_017854647.1|DBUS	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC108601828|XP_017845258.1|DBUS	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC108602275|XP_017845821.1|DBUS	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC108606032|XP_017851349.1|DBUS	LOC6498756|XP_001967266.1|DANA
OG0001442	LOC108602126|XP_017845645.1|DBUS	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC108603880|XP_017848541.1|DBUS	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC108604586|XP_017849606.1|DBUS	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC108604055|XP_017848806.1|DBUS	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC108602389|XP_017845990.1|DBUS	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC108603658|XP_017848124.1|DBUS	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC108602767|XP_017846428.1|DBUS	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC108595985|XP_017836762.1|DBUS	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC108603908|XP_017848581.1|DBUS	LOC6501216|XP_014766947.2|DANA
OG0001450	LOC108608538|XP_033150726.1|DBUS	LOC6507945|XP_001962710.1|DANA
OG0001451	LOC108597063|XP_017838876.1|DBUS	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC108595903|XP_033149142.1|DBUS	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC108600341|XP_017843353.2|DBUS	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC108604341|XP_017849257.1|DBUS	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC108596118|XP_017837051.2|DBUS	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC108596084|XP_017836991.1|DBUS	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC108595459|XP_017836189.1|DBUS	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC108598886|XP_017841136.1|DBUS	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC108596263|XP_017837308.1|DBUS	LOC6496028|XP_014763603.1|DANA
OG0001462	LOC108599471|XP_017841799.2|DBUS	LOC6502831|XP_032310793.1|DANA
OG0001463	LOC108602703|XP_017846344.1|DBUS	LOC6500482|XP_032310615.1|DANA
OG0001464	LOC108599562|XP_017841947.1|DBUS	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC108597304|XP_017839272.1|DBUS	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC108608363|XP_017855201.2|DBUS	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC108608001|XP_017854655.1|DBUS	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC108598570|XP_017840744.2|DBUS	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC108596337|XP_017837480.1|DBUS	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC108598839|XP_017841082.2|DBUS	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC108598023|XP_033149452.1|DBUS	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC108598977|XP_017841240.1|DBUS	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC108602693|XP_017846321.1|DBUS	LOC6500976|XP_001954286.2|DANA
OG0001474	LOC108604911|XP_017849970.1|DBUS	LOC6503094|XP_001963412.1|DANA
OG0001474	LOC108595261|XP_017835961.1|DBUS	LOC26515239|XP_014764107.1|DANA
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	LOC6495758|XP_001959513.1|DANA
OG0001476	LOC117135033|XP_033150751.1|DBUS	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC108604328|XP_017849243.1|DBUS	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC108607716|XP_017854207.1|DBUS	LOC6507403|XP_001965367.1|DANA
OG0001479	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS	LOC6504730|XP_001966317.1|DANA
OG0001480	LOC108594429|XP_017835092.1|DBUS	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC108607492|XP_017853828.1|DBUS	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC108594933|XP_017835556.1|DBUS	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC108608142|XP_017854873.1|DBUS	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC108598984|XP_033149607.1|DBUS	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC108598086|XP_017840188.1|DBUS	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC108594491|XP_017835173.1|DBUS	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC108603795|XP_017848385.2|DBUS	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC108595450|XP_017836179.1|DBUS	LOC6494058|XP_001961068.1|DANA
OG0001489	LOC108595698|XP_017836473.1|DBUS	LOC6497260|XP_032307420.1|DANA
OG0001490	LOC108602378|XP_017845976.1|DBUS	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	LOC6498093|XP_001962067.1|DANA
OG0001492	LOC108606108|XP_017851448.1|DBUS	LOC116655209|XP_032308648.1|DANA, LOC6503469|XP_001965310.2|DANA
OG0001493	LOC108605234|XP_017850336.1|DBUS	LOC6502988|XP_001963461.1|DANA
OG0001494	LOC108606052|XP_017851389.1|DBUS	LOC6503829|XP_001963680.1|DANA
OG0001495	LOC108597506|XP_017839583.1|DBUS	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC108605591|XP_017850853.1|DBUS	LOC6503782|XP_001963755.1|DANA
OG0001497	LOC108596990|XP_017838748.1|DBUS	LOC6494676|XP_001959883.2|DANA
OG0001498	LOC108604026|XP_033149874.1|DBUS	LOC6500094|XP_032312281.1|DANA
OG0001500	LOC108595141|XP_017835795.1|DBUS	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC108598980|XP_017841244.2|DBUS	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC108597221|XP_017839153.1|DBUS	LOC6495479|XP_001958937.1|DANA
OG0001503	LOC108594685|XP_017835315.1|DBUS	LOC6495087|XP_032306663.1|DANA
OG0001504	LOC108606484|XP_017852112.1|DBUS	LOC6503555|XP_032308777.1|DANA
OG0001505	LOC108596015|XP_033149200.1|DBUS	LOC6494313|XP_032306316.1|DANA
OG0001506	LOC108597639|XP_017839775.1|DBUS	LOC6496242|XP_014763708.1|DANA
OG0001507	LOC108595005|XP_017835629.1|DBUS	LOC6496117|XP_014763634.1|DANA
OG0001508	LOC108595466|XP_017836200.1|DBUS	LOC6495999|XP_001960011.1|DANA
OG0001509	LOC108594921|XP_017835545.1|DBUS	LOC6496102|XP_032307197.1|DANA
OG0001510	LOC108608138|XP_017854864.1|DBUS	LOC6498402|XP_001962723.1|DANA
OG0001511	LOC108597145|XP_017839028.1|DBUS	LOC6494368|XP_001960447.1|DANA
OG0001512	LOC108600835|XP_017844119.1|DBUS	LOC6493515|XP_001957902.1|DANA
OG0001515	LOC108606768|XP_017852669.1|DBUS	LOC6504782|XP_001966335.1|DANA
OG0001517	LOC108601751|XP_017845164.1|DBUS	LOC6499094|XP_001955314.2|DANA
OG0001518	LOC108605740|XP_017851027.1|DBUS	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA
OG0001520	LOC108602350|XP_017845939.1|DBUS	LOC6499159|XP_001955196.1|DANA, LOC26514285|XP_014767261.1|DANA, LOC6499162|XP_001955193.1|DANA
OG0001521	LOC108607650|XP_033150801.1|DBUS	LOC6497077|XP_001962800.1|DANA
OG0001522	LOC108608415|XP_017855263.2|DBUS	LOC6498201|XP_001962284.1|DANA
OG0001524	LOC108594661|XP_017835292.1|DBUS	LOC26514939|XP_014764063.1|DANA, LOC6496249|XP_032306920.1|DANA
OG0001525	LOC108603586|XP_017848016.1|DBUS	LOC6504753|XP_001966292.1|DANA
OG0001526	LOC108606055|XP_017851390.1|DBUS	LOC6504252|XP_001967373.1|DANA, LOC6504251|XP_001967374.1|DANA
OG0001527	LOC108607266|XP_033150240.1|DBUS	LOC6501929|XP_001966708.1|DANA, LOC116655116|XP_032308204.1|DANA
OG0001528	LOC108604346|XP_017849263.1|DBUS	LOC6500250|XP_001952941.2|DANA
OG0001529	LOC108605745|XP_017851031.1|DBUS	LOC6503481|XP_001964301.1|DANA
OG0001530	LOC108604692|XP_017849742.1|DBUS	LOC6504718|XP_001964860.1|DANA
OG0001531	LOC108595523|XP_017836267.1|DBUS	LOC6493996|XP_001961172.2|DANA
OG0001534	LOC108605294|XP_017850433.1|DBUS	LOC6504927|XP_032309274.1|DANA
OG0001535	LOC108606925|XP_017852961.1|DBUS	LOC6504528|XP_001967078.1|DANA
OG0001536	LOC108605736|XP_017851020.1|DBUS	LOC6502128|XP_001966156.1|DANA
OG0001537	LOC108600395|XP_017843437.1|DBUS	LOC6507360|XP_001965359.1|DANA
OG0001538	LOC108606341|XP_017851874.1|DBUS	LOC6502165|XP_032309366.1|DANA
OG0001539	LOC108597052|XP_017838860.1|DBUS	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA
OG0001540	LOC108594259|XP_017834873.1|DBUS	LOC6506052|XP_014760535.1|DANA
OG0001541	LOC108599413|XP_017841713.1|DBUS	LOC6493853|XP_032310728.1|DANA
OG0001542	LOC108604323|XP_017849237.1|DBUS	LOC6500687|XP_032309612.1|DANA
OG0001543	LOC108605541|XP_017850782.1|DBUS	LOC6504506|XP_032308299.1|DANA
OG0001544	LOC108604973|XP_017850032.2|DBUS	LOC6503465|XP_032308789.1|DANA
OG0001545	LOC108605664|XP_017850940.1|DBUS	LOC6503624|XP_001964042.2|DANA
OG0001546	LOC108607110|XP_017853228.1|DBUS	LOC6504030|XP_032308437.1|DANA
OG0001548	LOC108607175|XP_017853318.1|DBUS	LOC6503489|XP_014760952.1|DANA
OG0001549	LOC108606567|XP_017852509.1|DBUS	LOC6498172|XP_014761998.1|DANA
OG0001550	LOC108601741|XP_017845150.1|DBUS	LOC6500242|XP_001952956.1|DANA
OG0001551	LOC108603464|XP_017847791.1|DBUS	LOC6501054|XP_001954468.1|DANA
OG0001552	LOC108603924|XP_017848607.1|DBUS	LOC6499383|XP_001954743.1|DANA
OG0001552	LOC108594732|XP_017835358.1|DBUS	LOC6498869|XP_014765798.1|DANA
OG0001553	LOC108605093|XP_033150208.1|DBUS	LOC6505298|XP_001965712.1|DANA
OG0001554	LOC108603527|XP_017847910.1|DBUS, LOC108601588|XP_017844977.1|DBUS	LOC6500255|XP_014766456.1|DANA
OG0001556	LOC108595646|XP_017836410.1|DBUS	LOC6495001|XP_001959242.1|DANA
OG0001557	LOC108605208|XP_017850300.1|DBUS	LOC6504120|XP_032308761.1|DANA
OG0001558	LOC108606946|XP_017852991.1|DBUS	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA
OG0001559	LOC108601659|XP_017845048.1|DBUS	LOC6498919|XP_001955677.1|DANA
OG0001560	LOC108603381|XP_017847641.1|DBUS	LOC6499358|XP_032305635.1|DANA
OG0001561	LOC108601657|XP_017845045.1|DBUS	LOC6499677|XP_001954169.1|DANA
OG0001562	LOC108607833|XP_017854382.1|DBUS	LOC6497280|XP_001962397.1|DANA
OG0001563	LOC108603397|XP_017847669.1|DBUS	LOC6503273|XP_001965858.1|DANA
OG0001564	LOC108603070|XP_017847022.1|DBUS	LOC6499757|XP_032305569.1|DANA
OG0001565	LOC108601975|XP_017845457.1|DBUS	LOC6498967|XP_001955593.3|DANA
OG0001566	LOC108603322|XP_017847527.1|DBUS	LOC6505667|XP_001964497.1|DANA
OG0001567	LOC108597624|XP_017839756.1|DBUS	LOC6495251|XP_001958756.1|DANA
OG0001568	LOC108603213|XP_017847294.1|DBUS	LOC6500267|XP_032305661.1|DANA
OG0001569	LOC108604661|XP_017849702.1|DBUS	LOC6499670|XP_001954182.1|DANA, LOC6499669|XP_001954183.1|DANA
OG0001570	LOC108603209|XP_017847285.1|DBUS	LOC6500380|XP_001953090.1|DANA
OG0001571	LOC117134991|XP_033150591.1|DBUS	LOC6498580|XP_032310916.1|DANA
OG0001572	LOC108605519|XP_017850757.1|DBUS	LOC6501846|XP_001967168.2|DANA
OG0001573	LOC108600374|XP_017843401.1|DBUS	LOC6507717|XP_014765424.1|DANA
OG0001574	LOC108606973|XP_017853030.1|DBUS	LOC6503509|XP_001964237.1|DANA
OG0001575	LOC108601867|XP_017845314.1|DBUS	LOC6498912|XP_032312167.1|DANA
OG0001576	LOC108604658|XP_017849697.1|DBUS	LOC6501032|XP_001954423.2|DANA
OG0001577	LOC108602988|XP_017846867.1|DBUS	LOC6499118|XP_014765909.1|DANA
OG0001578	LOC108597751|XP_017839948.1|DBUS	LOC6494826|XP_001959590.1|DANA
OG0001579	LOC108606802|XP_017852760.1|DBUS	LOC6503171|XP_032311862.1|DANA
OG0001580	LOC108597463|XP_017839524.1|DBUS	LOC6493954|XP_001961256.1|DANA
