Orthogroup	DBUS.longest_only	BTRY.longest_only
OG0000845	LOC108606705|XP_017852569.1|DBUS	LOC120774535|XP_039960190.1|BTRY, LOC120774534|XP_039960189.1|BTRY, LOC120775645|XP_039961835.1|BTRY, LOC120775849|XP_039962153.1|BTRY
OG0000846	LOC108602823|XP_017846546.1|DBUS	LOC120773907|XP_039959060.1|BTRY, LOC120774489|XP_039960093.1|BTRY, LOC120766186|XP_039947480.1|BTRY, LOC120774490|XP_039960094.1|BTRY, LOC120782809|XP_039971222.1|BTRY, LOC120782732|XP_039971098.1|BTRY, LOC120774488|XP_039960092.1|BTRY, LOC120766169|XP_039947456.1|BTRY, LOC120766846|XP_039948496.1|BTRY, LOC120777346|XP_039964533.1|BTRY
OG0000847	LOC108594647|XP_033149228.1|DBUS, LOC108595338|XP_017836048.1|DBUS	LOC120772970|XP_039957811.1|BTRY
OG0000848	LOC108606251|XP_017851691.1|DBUS	LOC120769395|XP_039952300.1|BTRY
OG0000849	LOC108594539|XP_017835231.1|DBUS, LOC108594537|XP_017835229.1|DBUS	LOC120767744|XP_039949889.1|BTRY, LOC120769234|XP_039952068.1|BTRY
OG0000850	LOC108596126|XP_017837078.1|DBUS, LOC108596125|XP_017837075.1|DBUS	LOC120771754|XP_039955869.1|BTRY
OG0000854	LOC108606336|XP_017851852.1|DBUS	LOC120775175|XP_039961162.1|BTRY
OG0000855	LOC108606294|XP_017851769.1|DBUS	LOC120773441|XP_039958257.1|BTRY
OG0000856	LOC108600324|XP_033149274.1|DBUS	LOC120777247|XP_039964372.1|BTRY
OG0000857	LOC108606923|XP_017852960.1|DBUS	LOC120775727|XP_039961977.1|BTRY, LOC120775728|XP_039961978.1|BTRY, LOC120775725|XP_039961975.1|BTRY
OG0000858	LOC108601846|XP_017845282.1|DBUS	LOC120766865|XP_039948533.1|BTRY, LOC120766875|XP_039948543.1|BTRY
OG0000860	LOC108599908|XP_033149708.1|DBUS	LOC120776818|XP_039963769.1|BTRY
OG0000861	LOC108595858|XP_017836636.2|DBUS, LOC108594822|XP_017835448.1|DBUS	LOC120770507|XP_039953969.1|BTRY
OG0000862	LOC108596345|XP_017837489.1|DBUS	LOC120770600|XP_039954136.1|BTRY
OG0000863	LOC108601752|XP_017845165.1|DBUS, LOC108595245|XP_017835933.1|DBUS	LOC120777304|XP_039964456.1|BTRY
OG0000864	LOC108603759|XP_017848330.2|DBUS, LOC108607203|XP_017853356.1|DBUS	LOC120774119|XP_039959414.1|BTRY
OG0000865	LOC108604735|XP_017849806.1|DBUS	LOC120766549|XP_039948069.1|BTRY
OG0000866	LOC108608539|XP_017855444.1|DBUS	LOC120767427|XP_039949404.1|BTRY
OG0000867	LOC108599879|XP_017842546.1|DBUS	LOC120769201|XP_039952030.1|BTRY
OG0000868	LOC108605479|XP_017850660.1|DBUS	LOC120775630|XP_039961818.1|BTRY
OG0000869	LOC108604549|XP_017849565.1|DBUS, LOC108602059|XP_017845562.1|DBUS, LOC108604547|XP_017849560.1|DBUS	LOC120782245|XP_039970346.1|BTRY
OG0000870	LOC108594947|XP_017835570.1|DBUS	LOC120770900|XP_039954505.1|BTRY
OG0000871	LOC108597673|XP_017839835.1|DBUS	LOC120770580|XP_039954094.1|BTRY
OG0000872	LOC117135020|XP_033150710.1|DBUS	LOC120772394|XP_039956919.1|BTRY
OG0000873	LOC108600372|XP_017843398.2|DBUS	LOC120776591|XP_039963293.1|BTRY
OG0000874	LOC108605790|XP_017851082.1|DBUS, LOC108597521|XP_017839603.1|DBUS	LOC120770902|XP_039954507.1|BTRY
OG0000875	LOC108601430|XP_017844817.1|DBUS, LOC108605091|XP_033150417.1|DBUS, LOC108605090|XP_017850145.1|DBUS	LOC120770563|XP_039954079.1|BTRY
OG0000875	LOC108599113|XP_017841362.1|DBUS	LOC120778610|XP_039966422.1|BTRY
OG0000877	LOC108601144|XP_017844561.1|DBUS, LOC108605956|XP_017851265.1|DBUS	LOC120775435|XP_039961555.1|BTRY
OG0000878	LOC108597569|XP_017839669.1|DBUS	LOC120771758|XP_039955874.1|BTRY, LOC120770725|XP_039954238.1|BTRY, LOC120771640|XP_039955674.1|BTRY
OG0000879	LOC108595727|XP_017836498.1|DBUS	LOC120771783|XP_039955910.1|BTRY
OG0000880	LOC108605972|XP_017851283.1|DBUS, LOC108601299|XP_017844688.1|DBUS	LOC120774827|XP_039960571.1|BTRY
OG0000882	LOC108606798|XP_017852748.1|DBUS	LOC120774291|XP_039959730.1|BTRY
OG0000883	LOC108605814|XP_017851109.1|DBUS	LOC120776018|XP_039962396.1|BTRY
OG0000884	LOC108605122|XP_017850173.1|DBUS	LOC120775340|XP_039961418.1|BTRY
OG0000885	LOC108601771|XP_017845185.1|DBUS	LOC120774517|XP_039960149.1|BTRY
OG0000886	LOC108603290|XP_017847448.1|DBUS, LOC108603288|XP_017847447.1|DBUS	LOC120766965|XP_039948689.1|BTRY
OG0000887	LOC108605045|XP_033150279.1|DBUS	LOC120773605|XP_039958539.1|BTRY
OG0000888	LOC108600263|XP_017843198.1|DBUS	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY
OG0000889	LOC108600744|XP_017843978.2|DBUS	LOC120778820|XP_039966759.1|BTRY
OG0000890	LOC108596525|XP_017837901.1|DBUS	LOC120772751|XP_039957448.1|BTRY
OG0000891	LOC108600338|XP_017843349.1|DBUS, LOC108594287|XP_017834917.1|DBUS	LOC120769734|XP_039952818.1|BTRY
OG0000892	LOC108600066|XP_017842906.1|DBUS	LOC120779101|XP_039967201.1|BTRY
OG0000893	LOC108601243|XP_033150118.1|DBUS	LOC120766495|XP_039947980.1|BTRY
OG0000894	LOC108602541|XP_017846163.1|DBUS, LOC108601666|XP_017845056.1|DBUS	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC108597263|XP_017839209.1|DBUS, LOC108597264|XP_017839211.1|DBUS	LOC120772037|XP_039956342.1|BTRY
OG0000896	LOC108605176|XP_017850253.1|DBUS	LOC120775239|XP_039961253.1|BTRY
OG0000897	LOC108602657|XP_017846292.1|DBUS	LOC120782199|XP_039970279.1|BTRY
OG0000897	LOC108602734|XP_017846375.1|DBUS	LOC120782447|XP_039970667.1|BTRY
OG0000898	LOC108595909|XP_017836688.1|DBUS, LOC108595506|XP_017836248.1|DBUS	LOC120766530|XP_039948034.1|BTRY
OG0000899	LOC108601967|XP_017845444.2|DBUS, LOC108604489|XP_033149809.1|DBUS	LOC120766384|XP_039947752.1|BTRY
OG0000900	LOC108596129|XP_017837081.1|DBUS, LOC108594898|XP_017835524.2|DBUS, LOC108595959|XP_017836735.2|DBUS	LOC120770022|XP_039953053.1|BTRY
OG0000901	LOC108594722|XP_017835349.2|DBUS	LOC120770743|XP_039954265.1|BTRY, LOC120770660|XP_039954185.1|BTRY
OG0000902	LOC108605377|XP_033150267.1|DBUS	LOC120773593|XP_039958521.1|BTRY, LOC120777059|XP_039964106.1|BTRY, LOC120776197|XP_039962757.1|BTRY
OG0000903	LOC108599805|XP_017842368.1|DBUS	LOC120778309|XP_039966035.1|BTRY, LOC120778307|XP_039966033.1|BTRY
OG0000903	LOC108599564|XP_017841949.1|DBUS	LOC120778310|XP_039966036.1|BTRY, LOC120777996|XP_039965585.1|BTRY
OG0000904	LOC108597927|XP_017840032.1|DBUS, LOC108599478|XP_017841807.1|DBUS	LOC120778323|XP_039966053.1|BTRY, LOC120777903|XP_039965418.1|BTRY
OG0000907	LOC108596757|XP_017838327.1|DBUS	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC108603143|XP_017847169.1|DBUS	LOC120766740|XP_039948340.1|BTRY
OG0000911	LOC108594798|XP_017835425.1|DBUS	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC108598654|XP_017840854.1|DBUS	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC108600466|XP_017843549.2|DBUS	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC108595832|XP_017836612.1|DBUS	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC108595762|XP_017836540.1|DBUS	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC108607968|XP_017854586.1|DBUS	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC108607696|XP_033150850.1|DBUS	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC108604377|XP_017849324.1|DBUS, LOC108600439|XP_017843512.1|DBUS	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC108606697|XP_017852555.1|DBUS	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC108605313|XP_017850471.1|DBUS	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC108598404|XP_017840515.1|DBUS, LOC108598387|XP_017840494.1|DBUS	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC108604421|XP_017849376.1|DBUS	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC108605305|XP_017850460.2|DBUS	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC108601980|XP_017845464.1|DBUS, LOC108601979|XP_017845462.1|DBUS	LOC120781343|XP_039969481.1|BTRY
OG0000926	LOC108601544|XP_017844932.1|DBUS, LOC108602539|XP_017846161.1|DBUS	LOC120767371|XP_039949286.1|BTRY
OG0000927	LOC108601373|XP_017844757.1|DBUS, LOC108602654|XP_017846289.2|DBUS	LOC120780354|XP_039968583.1|BTRY
OG0000928	LOC108602903|XP_017846704.1|DBUS	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY
OG0000929	LOC108600200|XP_017843106.2|DBUS, LOC108599286|XP_017841576.2|DBUS	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY
OG0000930	LOC108600508|XP_017843632.1|DBUS, LOC108600507|XP_017843631.1|DBUS, LOC108600506|XP_017843630.1|DBUS	LOC120778002|XP_039965599.1|BTRY
OG0000931	LOC108595511|XP_017836252.1|DBUS, LOC108602246|XP_017848722.1|DBUS	LOC120777343|XP_039964529.1|BTRY
OG0000932	LOC108601963|XP_017845443.1|DBUS	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY
OG0000936	LOC117134673|XP_033149000.1|DBUS, LOC108606026|XP_017851341.1|DBUS	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC108604711|XP_017849770.1|DBUS	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC108605942|XP_017851251.1|DBUS	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC108607450|XP_017853776.2|DBUS, LOC108606105|XP_017851439.1|DBUS	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC108598523|XP_017840693.2|DBUS	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC108606949|XP_017852995.1|DBUS	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC108596911|XP_017838605.1|DBUS	LOC120772195|XP_039956594.1|BTRY
OG0000944	LOC108605870|XP_017851172.1|DBUS	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC108599847|XP_017842464.1|DBUS	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC108608430|XP_017855289.1|DBUS	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC108596081|XP_017836987.1|DBUS	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC108597933|XP_017840038.1|DBUS	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC108606546|XP_017852234.1|DBUS	LOC120775099|XP_039961043.1|BTRY
OG0000949	LOC108606548|XP_017852236.1|DBUS	LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC108606209|XP_017851573.1|DBUS, LOC108602274|XP_017845820.1|DBUS	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC108600517|XP_017843691.1|DBUS	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC108608531|XP_017855435.1|DBUS	LOC120767446|XP_039949443.1|BTRY
OG0000954	LOC108594951|XP_017835574.1|DBUS, LOC108594954|XP_017835576.1|DBUS, LOC108594952|XP_017835575.1|DBUS, LOC108594950|XP_017835573.1|DBUS	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY
OG0000955	LOC108602187|XP_017845721.2|DBUS	LOC120782758|XP_039971146.1|BTRY
OG0000956	LOC108603228|XP_017847332.1|DBUS, LOC108602214|XP_017845750.1|DBUS	LOC120766814|XP_039948458.1|BTRY
OG0000957	LOC108594881|XP_017835508.1|DBUS	LOC120782518|XP_039970761.1|BTRY
OG0000958	LOC108595750|XP_017836528.1|DBUS	LOC120766545|XP_039948059.1|BTRY
OG0000959	LOC108600238|XP_017843155.2|DBUS	LOC120771314|XP_039955187.1|BTRY
OG0000960	LOC108605781|XP_017851072.1|DBUS, LOC108607435|XP_017853755.1|DBUS, LOC108594451|XP_017835115.2|DBUS	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY
OG0000961	LOC108599511|XP_017841868.1|DBUS, LOC108599509|XP_017841865.2|DBUS	LOC120777076|XP_039964138.1|BTRY
OG0000963	LOC108606582|XP_017852297.1|DBUS	LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC108594887|XP_017835513.1|DBUS	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC108607151|XP_017853285.1|DBUS	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC108595733|XP_017836505.1|DBUS	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC108599815|XP_017842404.1|DBUS	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC108597295|XP_017839263.1|DBUS	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC108604074|XP_017848832.1|DBUS	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC108607728|XP_017854241.2|DBUS	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC108600254|XP_017843181.2|DBUS	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC108598367|XP_017840477.1|DBUS	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC108602406|XP_017846007.1|DBUS, LOC108602407|XP_017846009.1|DBUS	LOC120766642|XP_039948196.1|BTRY
OG0000975	LOC108604090|XP_017848860.1|DBUS	LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC117134631|XP_017847712.1|DBUS	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC108604845|XP_017849954.2|DBUS	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC108603456|XP_017847776.1|DBUS	LOC120782225|XP_039970327.1|BTRY
OG0000979	LOC108595039|XP_017835667.1|DBUS	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY
OG0000980	LOC108601286|XP_017844675.1|DBUS, LOC108602367|XP_017845959.1|DBUS	LOC120775229|XP_039961240.1|BTRY
OG0000982	LOC108604436|XP_017849400.1|DBUS	LOC120782846|XP_039971307.1|BTRY
OG0000983	LOC117134807|XP_033149706.1|DBUS	LOC120782103|XP_039970182.1|BTRY, LOC120768716|XP_039951421.1|BTRY
OG0000984	LOC108601176|XP_033149573.1|DBUS, LOC108602408|XP_033150722.1|DBUS	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY
OG0000985	LOC108597491|XP_017839560.1|DBUS	LOC120775965|XP_039962311.1|BTRY
OG0000986	LOC108607488|XP_017853821.1|DBUS	LOC120775342|XP_039961421.1|BTRY
OG0000988	LOC108598092|XP_017840195.1|DBUS, LOC108603653|XP_017848161.2|DBUS	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC108607168|XP_017853310.1|DBUS	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC108606644|XP_017852432.1|DBUS	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC108602198|XP_017845736.1|DBUS	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC108604790|XP_017849878.1|DBUS	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC108605561|XP_017850815.1|DBUS	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC108605916|XP_017851221.1|DBUS	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC108606580|XP_017852295.1|DBUS, LOC108595540|XP_017836284.1|DBUS	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC108595325|XP_033149153.1|DBUS, LOC108594679|XP_017835309.2|DBUS	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC108600670|XP_017843856.1|DBUS	LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC108606776|XP_017852685.1|DBUS	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC117135038|XP_033150756.1|DBUS	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC108597086|XP_017838928.1|DBUS	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC108598644|XP_017840845.1|DBUS, LOC108596304|XP_017837392.1|DBUS	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC108603826|XP_033150461.1|DBUS, LOC108603978|XP_017848693.1|DBUS	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC108602791|XP_017846491.1|DBUS	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC108605425|XP_017850589.1|DBUS	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC108598703|XP_017840917.1|DBUS	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC108607353|XP_017853535.1|DBUS, LOC108599792|XP_017842340.1|DBUS	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC108605191|XP_017850272.1|DBUS	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC108602090|XP_017845603.1|DBUS	LOC120769372|XP_039952270.1|BTRY
OG0001010	LOC108594697|XP_017835330.1|DBUS, LOC108606202|XP_017851555.1|DBUS	LOC120775679|XP_039961905.1|BTRY
OG0001011	LOC108606303|XP_017851782.2|DBUS, LOC108604533|XP_017849541.1|DBUS	LOC120773435|XP_039958250.1|BTRY
OG0001012	LOC108605837|XP_017851133.2|DBUS	LOC120774884|XP_039960674.1|BTRY
OG0001013	LOC108599055|XP_017841324.2|DBUS	LOC120778431|XP_039966146.1|BTRY
OG0001019	LOC108602930|XP_017846762.1|DBUS	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC108605796|XP_017851088.1|DBUS	LOC120774455|XP_039960038.1|BTRY
OG0001021	LOC108607999|XP_017854649.1|DBUS	LOC120769340|XP_039952231.1|BTRY
OG0001022	LOC117134924|XP_033150319.1|DBUS	LOC120773537|XP_039958428.1|BTRY
OG0001024	LOC108604103|XP_017848872.1|DBUS	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC108598015|XP_017840119.1|DBUS, LOC108598017|XP_017840120.1|DBUS, LOC108598018|XP_033149507.1|DBUS, LOC108598656|XP_017840856.1|DBUS	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC108600168|XP_017843062.1|DBUS, LOC108594903|XP_017835530.1|DBUS	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC108600201|XP_017843104.1|DBUS	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC108604114|XP_017848890.1|DBUS	LOC120768384|XP_039950984.1|BTRY
OG0001031	LOC108607683|XP_017854129.1|DBUS	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC108608220|XP_017854987.2|DBUS	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC108594834|XP_017835460.1|DBUS	LOC120776198|XP_039962758.1|BTRY
OG0001034	LOC108598184|XP_017840288.2|DBUS	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC108601652|XP_017845041.1|DBUS	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC108605170|XP_017850244.1|DBUS	LOC120773939|XP_039959085.1|BTRY
OG0001043	LOC108608542|XP_017855451.2|DBUS	LOC120774272|XP_039959694.1|BTRY
OG0001044	LOC108594671|XP_017835301.1|DBUS	LOC120772078|XP_039956406.1|BTRY
OG0001045	LOC108597686|XP_017839850.1|DBUS	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC108595821|XP_017836601.1|DBUS	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC108596391|XP_017837558.1|DBUS	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC108595004|XP_017835628.1|DBUS	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC108600752|XP_017843995.1|DBUS	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC108606837|XP_017852819.1|DBUS, LOC108600638|XP_017843819.1|DBUS	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC108607720|XP_017854225.2|DBUS	LOC120768315|XP_039950889.1|BTRY
OG0001052	LOC108607995|XP_017854645.2|DBUS	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC108607181|XP_017853326.1|DBUS, LOC108600249|XP_017843906.2|DBUS	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC108604574|XP_017849594.1|DBUS	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC108605667|XP_017850947.1|DBUS	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC108600031|XP_017842841.1|DBUS, LOC108600029|XP_017842839.1|DBUS	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC108606604|XP_017852353.1|DBUS	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC108599123|XP_017841400.2|DBUS	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC108601684|XP_017845082.1|DBUS	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC108602610|XP_017846236.1|DBUS	LOC120770218|XP_039953435.1|BTRY
OG0001062	LOC108602231|XP_017845768.1|DBUS, LOC108604577|XP_017849597.1|DBUS	LOC120782771|XP_039971176.1|BTRY
OG0001063	LOC108604992|XP_017850048.1|DBUS	LOC120772484|XP_039957065.1|BTRY
OG0001064	LOC108605092|XP_017850146.2|DBUS	LOC120773583|XP_039958504.1|BTRY
OG0001065	LOC108595179|XP_033149244.1|DBUS, LOC108595470|XP_017836203.1|DBUS	LOC120778421|XP_039966137.1|BTRY
OG0001072	LOC108599242|XP_017841528.2|DBUS	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC108604201|XP_033149922.1|DBUS	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC108595378|XP_017836094.1|DBUS	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC108601025|XP_017844390.1|DBUS	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC108601650|XP_017845039.1|DBUS	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC108605494|XP_033150288.1|DBUS	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC108600250|XP_017843175.1|DBUS	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC108600145|XP_017843028.1|DBUS	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC108595457|XP_017836187.1|DBUS, LOC108595079|XP_017835719.1|DBUS	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC108597660|XP_017839808.1|DBUS	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC108599964|XP_017842706.1|DBUS	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC108597324|XP_017839304.1|DBUS	LOC120770056|XP_039953109.1|BTRY
OG0001085	LOC108595556|XP_033148997.1|DBUS, LOC108594946|XP_033149252.1|DBUS	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC108597096|XP_017838950.1|DBUS	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC108597920|XP_017840026.2|DBUS	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC108598487|XP_033149373.1|DBUS	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC108599013|XP_017841280.1|DBUS	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC108600566|XP_017843720.2|DBUS	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC108600319|XP_017843314.1|DBUS	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC108599730|XP_017842224.1|DBUS	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC108601054|XP_033150057.1|DBUS	LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC108598464|XP_017840597.1|DBUS	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC108607817|XP_017854353.1|DBUS	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC108596759|XP_017838333.1|DBUS	LOC120780020|XP_039968237.1|BTRY
OG0001099	LOC108598330|XP_017840435.2|DBUS, LOC108600151|XP_017843035.1|DBUS	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC108601762|XP_017845175.1|DBUS	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC108596769|XP_017838350.1|DBUS	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC117134979|XP_033150552.1|DBUS, LOC108598214|XP_033149403.1|DBUS	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC108602193|XP_017845730.1|DBUS	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC108605239|XP_017850341.1|DBUS	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC108607389|XP_017853631.1|DBUS	LOC120779428|XP_039967578.1|BTRY
OG0001108	LOC108601517|XP_017844906.1|DBUS	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC108595418|XP_017836133.1|DBUS	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC108595780|XP_017836561.1|DBUS	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC108606121|XP_017851463.1|DBUS	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC117134713|XP_033149138.1|DBUS	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC108602369|XP_017845960.1|DBUS	LOC120775222|XP_039961227.1|BTRY
OG0001121	LOC108596153|XP_017837137.1|DBUS	LOC120772138|XP_039956490.1|BTRY
OG0001122	LOC108598440|XP_017840562.2|DBUS	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC108603667|XP_017848151.1|DBUS	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC108601789|XP_017845212.1|DBUS	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC117134760|XP_033149278.1|DBUS	LOC120777456|XP_039964712.1|BTRY
OG0001126	LOC108599515|XP_033149288.1|DBUS	LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC108598165|XP_017840271.2|DBUS	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC108597779|XP_017839983.1|DBUS	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC108608259|XP_033150727.1|DBUS	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC108602684|XP_017846354.2|DBUS	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC108607382|XP_033150543.1|DBUS	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
