Orthogroup	DSUZ.longest_only	DSAN.longest_only
OG0001296	LOC108018805|XP_036678012.1|DSUZ	LOC120457893|XP_039501343.1|DSAN
OG0001297	LOC108017308|XP_016939820.2|DSUZ	LOC120454402|XP_039495597.1|DSAN
OG0001298	LOC108013852|XP_016935329.2|DSUZ	LOC120453180|XP_039493678.1|DSAN
OG0001299	LOC108014457|XP_036671181.1|DSUZ	LOC120448416|XP_039486349.1|DSAN
OG0001300	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ	LOC120452982|XP_039493413.1|DSAN
OG0001301	LOC108008444|XP_016927786.1|DSUZ	LOC120458540|XP_039502154.1|DSAN
OG0001302	LOC108018783|XP_016941857.1|DSUZ	LOC120445846|XP_039482413.1|DSAN
OG0001303	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ	LOC120451340|XP_039490853.1|DSAN
OG0001304	LOC108018096|XP_016940991.1|DSUZ	LOC120444345|XP_039479852.1|DSAN
OG0001305	LOC108016271|XP_036675020.1|DSUZ	LOC120453298|XP_039493862.1|DSAN
OG0001306	LOC108015679|XP_036673820.1|DSUZ	LOC120451203|XP_039490589.1|DSAN
OG0001307	LOC108011445|XP_016932070.1|DSUZ	LOC120447650|XP_039485094.1|DSAN
OG0001308	LOC108016952|XP_016939376.1|DSUZ	LOC120454986|XP_039496712.1|DSAN
OG0001309	LOC108004954|XP_036673733.1|DSUZ	LOC120453811|XP_039494623.1|DSAN
OG0001310	LOC108005481|XP_036675707.1|DSUZ	LOC120455422|XP_039497506.1|DSAN
OG0001311	LOC108010419|XP_036676021.1|DSUZ	LOC120457266|XP_039500618.1|DSAN
OG0001312	LOC108014597|XP_036670433.1|DSUZ	LOC120447848|XP_039485389.1|DSAN
OG0001313	LOC108010192|XP_016930523.1|DSUZ	LOC120445864|XP_039482440.1|DSAN
OG0001314	LOC108021557|XP_016945815.1|DSUZ	LOC120458038|XP_039501481.1|DSAN
OG0001315	LOC108016646|XP_016938842.1|DSUZ	LOC120455400|XP_039497474.1|DSAN
OG0001316	LOC108017821|XP_016940460.1|DSUZ	LOC120447002|XP_039484241.1|DSAN
OG0001316	LOC108008246|XP_016927526.1|DSUZ	LOC120445225|XP_039481415.1|DSAN
OG0001317	LOC108021232|XP_016945327.1|DSUZ	LOC120452349|XP_039492459.1|DSAN
OG0001318	LOC108017658|XP_016940262.1|DSUZ	LOC120458021|XP_039501458.1|DSAN
OG0001319	LOC108021543|XP_016945798.1|DSUZ	LOC120455043|XP_039496829.1|DSAN
OG0001319	LOC108021544|XP_016945800.1|DSUZ	LOC120455039|XP_039496818.1|DSAN
OG0001320	LOC108008494|XP_016927844.1|DSUZ	LOC120444363|XP_039479884.1|DSAN
OG0001321	LOC108017828|XP_016940469.1|DSUZ	LOC120445907|XP_039482497.1|DSAN
OG0001322	LOC108011673|XP_036674460.1|DSUZ	LOC120454470|XP_039495735.1|DSAN
OG0001322	LOC108016250|XP_016938363.2|DSUZ	LOC120453861|XP_039494700.1|DSAN
OG0001323	LOC108012991|XP_016934055.1|DSUZ	LOC120443846|XP_039479140.1|DSAN
OG0001323	LOC108011088|XP_016931646.1|DSUZ	LOC120443844|XP_039479138.1|DSAN
OG0001324	LOC108010453|XP_016930812.1|DSUZ	LOC120446818|XP_039483930.1|DSAN
OG0001325	LOC108006483|XP_016925494.2|DSUZ, LOC108007057|XP_036672977.1|DSUZ	LOC120452122|XP_039492138.1|DSAN
OG0001325	LOC108006489|XP_016925502.2|DSUZ, LOC108007056|XP_036672976.1|DSUZ	LOC120452119|XP_039492131.1|DSAN
OG0001326	LOC108006514|XP_036675352.1|DSUZ	LOC120451385|XP_039490979.1|DSAN
OG0001328	LOC108018918|XP_016941999.1|DSUZ	LOC120456604|XP_039499448.1|DSAN
OG0001329	LOC108005460|XP_016924245.1|DSUZ	LOC120456419|XP_039499185.1|DSAN
OG0001330	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ	LOC120455102|XP_039496912.1|DSAN
OG0001331	LOC108016587|XP_016938761.1|DSUZ	LOC120457350|XP_039500799.1|DSAN
OG0001332	LOC108005396|XP_016924148.1|DSUZ	LOC120455478|XP_039497647.1|DSAN
OG0001333	LOC108006557|XP_016925580.1|DSUZ	LOC120458249|XP_039501772.1|DSAN
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC120452874|XP_039493255.1|DSAN
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC120452572|XP_039492788.1|DSAN
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC120456473|XP_039499265.1|DSAN
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC120446915|XP_039484087.1|DSAN
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC120444579|XP_039480273.1|DSAN
OG0001340	LOC108007415|XP_036677442.1|DSUZ	LOC120457591|XP_039501035.1|DSAN
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC120453145|XP_039493635.1|DSAN
OG0001342	LOC118878124|XP_036675492.1|DSUZ	LOC120454410|XP_039495612.1|DSAN
OG0001343	LOC118877991|XP_036674824.1|DSUZ	LOC120452835|XP_039493196.1|DSAN
OG0001343	LOC108016037|XP_016938120.2|DSUZ	LOC120452834|XP_039493194.1|DSAN
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC120452771|XP_039493094.1|DSAN
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC120454454|XP_039495699.1|DSAN
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC120453109|XP_039493578.1|DSAN
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC120457279|XP_039500650.1|DSAN
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC120455063|XP_039496848.1|DSAN
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC120449527|XP_039487974.1|DSAN
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC120449870|XP_039488463.1|DSAN
OG0001351	LOC108008529|XP_016927889.1|DSUZ	LOC120458654|XP_039502319.1|DSAN
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC120458600|XP_039502234.1|DSAN
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC120448202|XP_039486002.1|DSAN
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC120445093|XP_039481156.1|DSAN
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC120444536|XP_039480217.1|DSAN
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC120451676|XP_039491491.1|DSAN
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC120448070|XP_039485775.1|DSAN
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC120447496|XP_039484827.1|DSAN
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC120444189|XP_039479694.1|DSAN
OG0001360	LOC108009514|XP_016929422.2|DSUZ	LOC120458467|XP_039502054.1|DSAN
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC120447505|XP_039484849.1|DSAN
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC120448870|XP_039487016.1|DSAN
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC120451521|XP_039491223.1|DSAN
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC120445909|XP_039482499.1|DSAN
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC120447935|XP_039485533.1|DSAN
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC120448364|XP_039486265.1|DSAN
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC120445401|XP_039481745.1|DSAN
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC120447089|XP_039484430.1|DSAN
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC120456639|XP_039499495.1|DSAN
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC120446731|XP_039483782.1|DSAN
OG0001371	LOC118878801|XP_036677711.1|DSUZ, LOC108018763|XP_016941831.1|DSUZ	LOC120457838|XP_039501285.1|DSAN
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC120445921|XP_039482513.1|DSAN
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC120449057|XP_039487326.1|DSAN
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC120446722|XP_039483768.1|DSAN
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC120451518|XP_039491213.1|DSAN
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC120446545|XP_039483495.1|DSAN
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC120449372|XP_039487741.1|DSAN, LOC120443995|XP_039479407.1|DSAN
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC120458422|XP_039501994.1|DSAN
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC120458073|XP_039501519.1|DSAN
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC120444314|XP_039479791.1|DSAN
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC120458792|XP_039502510.1|DSAN
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC120443692|XP_039478869.1|DSAN
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC120446517|XP_039483462.1|DSAN
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC120457912|XP_039501384.1|DSAN
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC120458289|XP_039501821.1|DSAN
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC120458876|XP_039502647.1|DSAN
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC120453709|XP_039494465.1|DSAN
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC120458781|XP_039502495.1|DSAN
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC120444300|XP_039479755.1|DSAN
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC120455323|XP_039497334.1|DSAN
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC120444386|XP_039479928.1|DSAN
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC120444588|XP_039480295.1|DSAN
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC120454417|XP_039495622.1|DSAN
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC120455605|XP_039497919.1|DSAN
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC120453375|XP_039493983.1|DSAN
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC120457276|XP_039500639.1|DSAN
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC120455879|XP_039498300.1|DSAN
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC120450810|XP_039489919.1|DSAN
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC120448535|XP_039486513.1|DSAN
OG0001402	LOC108013768|XP_016935217.1|DSUZ	LOC120449566|XP_039488052.1|DSAN
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC120449650|XP_039488176.1|DSAN
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC120444774|XP_039480641.1|DSAN
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC120444292|XP_039479747.1|DSAN
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC120455196|XP_039497073.1|DSAN
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC120450258|XP_039489082.1|DSAN
OG0001408	LOC108017841|XP_016940485.1|DSUZ	LOC120446677|XP_039483685.1|DSAN
OG0001411	LOC108007268|XP_016926395.2|DSUZ	LOC120451540|XP_039491254.1|DSAN
OG0001412	LOC108020134|XP_036668758.1|DSUZ	LOC120447069|XP_039484392.1|DSAN
OG0001412	LOC108014299|XP_016935855.1|DSUZ	LOC120451727|XP_039491610.1|DSAN
OG0001413	LOC108008227|XP_016927507.2|DSUZ	LOC120446678|XP_039483686.1|DSAN
OG0001413	LOC108008828|XP_016928225.1|DSUZ	LOC120446522|XP_039483468.1|DSAN
OG0001414	LOC108008191|XP_036668946.1|DSUZ	LOC120453798|XP_039495002.1|DSAN
OG0001415	LOC108009398|XP_016929207.1|DSUZ	LOC120444584|XP_039480279.1|DSAN
OG0001416	LOC108020957|XP_016944889.1|DSUZ	LOC120451814|XP_039491715.1|DSAN
OG0001417	LOC108018856|XP_016941934.2|DSUZ	LOC120456209|XP_039498823.1|DSAN
OG0001418	LOC108012711|XP_016933629.1|DSUZ	LOC120450310|XP_039489198.1|DSAN
OG0001418	LOC108012563|XP_016933467.2|DSUZ	LOC120449756|XP_039488325.1|DSAN
OG0001419	LOC108011231|XP_016931827.1|DSUZ	LOC120458756|XP_039502462.1|DSAN
OG0001420	LOC108012195|XP_036673170.1|DSUZ	LOC120451597|XP_039491351.1|DSAN
OG0001421	LOC108016510|XP_016938673.2|DSUZ	LOC120450878|XP_039490038.1|DSAN
OG0001421	LOC108016905|XP_016939692.1|DSUZ, LOC108021141|XP_016945193.1|DSUZ	LOC120448173|XP_039485950.1|DSAN
OG0001422	LOC108012658|XP_016933574.1|DSUZ	LOC120449098|XP_039487340.1|DSAN
OG0001422	LOC108013620|XP_016935053.1|DSUZ	LOC120449096|XP_039487338.1|DSAN
OG0001423	LOC108007000|XP_036673417.1|DSUZ	LOC120453706|XP_039494463.1|DSAN
OG0001425	LOC108017833|XP_016940475.1|DSUZ, LOC108018242|XP_016941257.1|DSUZ	LOC120444404|XP_039479961.1|DSAN
OG0001426	LOC108020917|XP_016944826.1|DSUZ	LOC120458503|XP_039502104.1|DSAN
OG0001426	LOC108018851|XP_016941929.1|DSUZ	LOC120456243|XP_039498894.1|DSAN
OG0001427	LOC108019770|XP_016943224.2|DSUZ	LOC120443978|XP_039479384.1|DSAN
OG0001427	LOC108009304|XP_016929047.1|DSUZ	LOC120458840|XP_039502599.1|DSAN
OG0001428	LOC108012751|XP_016933673.2|DSUZ	LOC120450640|XP_039489725.1|DSAN
OG0001428	LOC108009412|XP_016929221.1|DSUZ	LOC120446049|XP_039482759.1|DSAN
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC120452313|XP_039492397.1|DSAN
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC120454598|XP_039495984.1|DSAN
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC120455556|XP_039497837.1|DSAN
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC120455952|XP_039498429.1|DSAN
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC120452876|XP_039493260.1|DSAN
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC120455292|XP_039497266.1|DSAN
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC120443913|XP_039479288.1|DSAN
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC120451187|XP_039490570.1|DSAN
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC120446405|XP_039483283.1|DSAN
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC120451039|XP_039490301.1|DSAN
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC120452182|XP_039492226.1|DSAN
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC120454970|XP_039496685.1|DSAN
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC120456741|XP_039499664.1|DSAN
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC120458487|XP_039502086.1|DSAN
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC120452157|XP_039492187.1|DSAN
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC120453851|XP_039494689.1|DSAN
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC120450916|XP_039490107.1|DSAN
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC120451008|XP_039490258.1|DSAN
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC120451549|XP_039491270.1|DSAN
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC120451383|XP_039490975.1|DSAN
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC120447249|XP_039484709.1|DSAN
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC120449578|XP_039488069.1|DSAN
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC120456009|XP_039498504.1|DSAN
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC120444979|XP_039480938.1|DSAN
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC120448892|XP_039487043.1|DSAN
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC120451241|XP_039490687.1|DSAN
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC120449688|XP_039488238.1|DSAN
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC120446604|XP_039483779.1|DSAN
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC120446991|XP_039484226.1|DSAN
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC120446034|XP_039482731.1|DSAN
OG0001459	LOC108012504|XP_036671988.1|DSUZ	LOC120449961|XP_039488597.1|DSAN
OG0001460	LOC108017918|XP_016940577.1|DSUZ	LOC120450648|XP_039489743.1|DSAN
OG0001461	LOC108015345|XP_016937242.1|DSUZ	LOC120455077|XP_039496869.1|DSAN
OG0001462	LOC108007143|XP_016926235.1|DSUZ	LOC120447806|XP_039485316.1|DSAN
OG0001463	LOC108012130|XP_036674286.1|DSUZ	LOC120452566|XP_039492779.1|DSAN
OG0001464	LOC108016783|XP_016939040.2|DSUZ	LOC120455978|XP_039498465.1|DSAN
OG0001465	LOC108008445|XP_016927785.1|DSUZ	LOC120446228|XP_039483029.1|DSAN
OG0001466	LOC108014293|XP_016935848.1|DSUZ	LOC120444021|XP_039479459.1|DSAN
OG0001467	LOC108013349|XP_016934654.1|DSUZ	LOC120455306|XP_039497292.1|DSAN
OG0001468	LOC108012424|XP_016933275.1|DSUZ	LOC120449890|XP_039488503.1|DSAN
OG0001469	LOC108009341|XP_016929116.1|DSUZ	LOC120447043|XP_039484339.1|DSAN, LOC120452099|XP_039492109.1|DSAN
OG0001470	LOC108018336|XP_036671749.1|DSUZ	LOC120450602|XP_039489659.1|DSAN
OG0001471	LOC108012893|XP_036670305.1|DSUZ	LOC120450536|XP_039489561.1|DSAN
OG0001472	LOC108005629|XP_016924428.1|DSUZ	LOC120449869|XP_039488462.1|DSAN
OG0001473	LOC108011617|XP_036673670.1|DSUZ	LOC120452745|XP_039493054.1|DSAN
OG0001474	LOC108004756|XP_016923282.1|DSUZ	LOC120455541|XP_039497813.1|DSAN
OG0001475	LOC108009554|XP_016929500.1|DSUZ	LOC120443989|XP_039479397.1|DSAN
OG0001476	LOC108010464|XP_016930822.1|DSUZ	LOC120457175|XP_039500402.1|DSAN
OG0001477	LOC118878112|XP_036675425.1|DSUZ	LOC120451227|XP_039490647.1|DSAN
OG0001478	LOC108020920|XP_016944834.1|DSUZ	LOC120454132|XP_039495113.1|DSAN
OG0001479	LOC108016619|XP_016938802.1|DSUZ	LOC120456251|XP_039498905.1|DSAN
OG0001480	LOC108020889|XP_016944790.1|DSUZ	LOC120449709|XP_039488263.1|DSAN
OG0001481	LOC118879765|XP_036678618.1|DSUZ	LOC120446505|XP_039483446.1|DSAN
OG0001482	LOC108008991|XP_016928423.1|DSUZ	LOC120446188|XP_039482969.1|DSAN
OG0001483	LOC108010874|XP_016931345.1|DSUZ	LOC120457496|XP_039500983.1|DSAN
OG0001484	LOC108009156|XP_016928755.1|DSUZ	LOC120449856|XP_039488453.1|DSAN
OG0001485	LOC108020703|XP_016944560.2|DSUZ	LOC120449474|XP_039487883.1|DSAN
OG0001486	LOC108019208|XP_016942491.1|DSUZ	LOC120458211|XP_039501722.1|DSAN
OG0001487	LOC108013786|XP_036677298.1|DSUZ	LOC120447056|XP_039484383.1|DSAN
OG0001488	LOC108019645|XP_016943018.1|DSUZ	LOC120446626|XP_039483620.1|DSAN
OG0001489	LOC108016094|XP_016938184.1|DSUZ	LOC120446591|XP_039483546.1|DSAN
OG0001490	LOC108008423|XP_016927763.1|DSUZ	LOC120449264|XP_039487584.1|DSAN
OG0001491	LOC108015141|XP_016936904.1|DSUZ	LOC120450194|XP_039488997.1|DSAN
OG0001492	LOC108012831|XP_016933784.1|DSUZ	LOC120451995|XP_039491960.1|DSAN
OG0001493	LOC108015149|XP_016936911.1|DSUZ	LOC120455096|XP_039496907.1|DSAN
OG0001494	LOC108004627|XP_016923055.1|DSUZ	LOC120455795|XP_039498186.1|DSAN
OG0001495	LOC108019715|XP_016943103.1|DSUZ	LOC120443949|XP_039479335.1|DSAN
OG0001496	LOC108004706|XP_016923208.1|DSUZ	LOC120456222|XP_039498839.1|DSAN
OG0001497	LOC108008322|XP_016927630.1|DSUZ	LOC120457997|XP_039501423.1|DSAN
OG0001498	LOC108017094|XP_036675083.1|DSUZ	LOC120451922|XP_039491869.1|DSAN
OG0001500	LOC108018223|XP_016941231.1|DSUZ	LOC120444633|XP_039480373.1|DSAN
OG0001501	LOC108007333|XP_016926471.2|DSUZ	LOC120453236|XP_039493771.1|DSAN
OG0001502	LOC108009719|XP_016929771.1|DSUZ	LOC120444919|XP_039480847.1|DSAN
OG0001503	LOC108018189|XP_016941186.1|DSUZ	LOC120450059|XP_039488754.1|DSAN
OG0001504	LOC108016545|XP_036676686.1|DSUZ	LOC120457172|XP_039500400.1|DSAN
OG0001505	LOC108009037|XP_016928500.2|DSUZ	LOC120446114|XP_039482843.1|DSAN
OG0001506	LOC108019888|XP_016943455.1|DSUZ	LOC120446631|XP_039483627.1|DSAN
OG0001507	LOC108009587|XP_016929546.1|DSUZ	LOC120445640|XP_039482115.1|DSAN
OG0001508	LOC108018167|XP_016941148.1|DSUZ	LOC120445648|XP_039482124.1|DSAN
OG0001509	LOC108010331|XP_036669432.1|DSUZ	LOC120446804|XP_039483898.1|DSAN
OG0001510	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ	LOC120443771|XP_039478999.1|DSAN
OG0001511	LOC108010164|XP_016930494.1|DSUZ	LOC120445892|XP_039482478.1|DSAN
OG0001512	LOC108005763|XP_016924580.2|DSUZ	LOC120448529|XP_039486503.1|DSAN
OG0001513	LOC118879038|XP_036677926.1|DSUZ, LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ	LOC120447830|XP_039485351.1|DSAN
OG0001515	LOC108015028|XP_016936747.1|DSUZ	LOC120454968|XP_039496683.1|DSAN
OG0001516	LOC108017233|XP_016939718.2|DSUZ	LOC120452903|XP_039493295.1|DSAN
OG0001516	LOC108017258|XP_016939756.2|DSUZ	LOC120452904|XP_039493298.1|DSAN
OG0001517	LOC108017101|XP_016939549.1|DSUZ	LOC120453454|XP_039494103.1|DSAN
OG0001517	LOC108013871|XP_016935366.2|DSUZ	LOC120452855|XP_039493230.1|DSAN
OG0001518	LOC108015402|XP_016937311.1|DSUZ	LOC120456500|XP_039499301.1|DSAN
OG0001519	LOC108007941|XP_036674904.1|DSUZ	LOC120452172|XP_039492213.1|DSAN
OG0001520	LOC108014368|XP_016935948.1|DSUZ	LOC120451670|XP_039491481.1|DSAN
OG0001520	LOC108014350|XP_016935923.2|DSUZ	LOC120451671|XP_039491482.1|DSAN
OG0001521	LOC108020376|XP_036668628.1|DSUZ	LOC120444637|XP_039480379.1|DSAN
OG0001522	LOC108010425|XP_016930773.1|DSUZ	LOC120443733|XP_039478922.1|DSAN
OG0001523	LOC108008797|XP_016928183.2|DSUZ	LOC120445722|XP_039482225.1|DSAN
OG0001523	LOC108008469|XP_016927813.1|DSUZ	LOC120445721|XP_039482224.1|DSAN
OG0001524	LOC108008978|XP_016928410.1|DSUZ	LOC120446019|XP_039482708.1|DSAN
OG0001525	LOC108011107|XP_016931668.1|DSUZ	LOC120456081|XP_039498606.1|DSAN, LOC120455692|XP_039498034.1|DSAN
OG0001526	LOC108006296|XP_016925245.1|DSUZ	LOC120455215|XP_039497114.1|DSAN
OG0001526	LOC108006292|XP_016925241.1|DSUZ	LOC120455216|XP_039497115.1|DSAN
OG0001527	LOC108015082|XP_016936811.1|DSUZ	LOC120455960|XP_039498438.1|DSAN
OG0001528	LOC108020570|XP_016944422.2|DSUZ	LOC120452449|XP_039492613.1|DSAN
OG0001529	LOC108016719|XP_016938935.1|DSUZ	LOC120455902|XP_039498338.1|DSAN
OG0001530	LOC108012692|XP_016933612.1|DSUZ	LOC120458094|XP_039501556.1|DSAN
OG0001531	LOC108017858|XP_016940501.1|DSUZ	LOC120446667|XP_039483672.1|DSAN
OG0001534	LOC108014978|XP_036676878.1|DSUZ	LOC120457401|XP_039500914.1|DSAN
OG0001535	LOC108015333|XP_016937224.2|DSUZ	LOC120456328|XP_039499030.1|DSAN
OG0001536	LOC108016802|XP_016939067.1|DSUZ	LOC120456719|XP_039499634.1|DSAN
OG0001537	LOC108005851|XP_016924712.1|DSUZ	LOC120458334|XP_039501885.1|DSAN
OG0001538	LOC108005350|XP_016924078.1|DSUZ	LOC120455797|XP_039498189.1|DSAN
OG0001539	LOC108009678|XP_016929703.1|DSUZ	LOC120444548|XP_039480232.1|DSAN
OG0001540	LOC108021496|XP_016945728.1|DSUZ	LOC120443850|XP_039479145.1|DSAN
OG0001541	LOC108007684|XP_016926896.1|DSUZ	LOC120448849|XP_039486989.1|DSAN
OG0001542	LOC108018279|XP_036674293.1|DSUZ	LOC120452407|XP_039492559.1|DSAN
OG0001543	LOC108005238|XP_016923920.2|DSUZ	LOC120455706|XP_039498048.1|DSAN
OG0001544	LOC108019196|XP_016942465.1|DSUZ	LOC120456712|XP_039499628.1|DSAN
OG0001545	LOC108011212|XP_016931794.2|DSUZ	LOC120456805|XP_039499776.1|DSAN
OG0001546	LOC108011227|XP_016931815.1|DSUZ	LOC120455592|XP_039497898.1|DSAN
OG0001547	LOC108018889|XP_036675711.1|DSUZ	LOC120456109|XP_039498656.1|DSAN
OG0001548	LOC108011159|XP_016931735.1|DSUZ	LOC120457264|XP_039500612.1|DSAN
OG0001549	LOC108014236|XP_036668807.1|DSUZ	LOC120445172|XP_039481306.1|DSAN
OG0001550	LOC108006796|XP_016925833.1|DSUZ, LOC108012054|XP_016932823.1|DSUZ	LOC120452823|XP_039493162.1|DSAN
OG0001551	LOC108005602|XP_036673034.1|DSUZ	LOC120452630|XP_039492873.1|DSAN
OG0001552	LOC108006964|XP_036672958.1|DSUZ	LOC120451418|XP_039491022.1|DSAN
OG0001553	LOC108018988|XP_016942083.1|DSUZ	LOC120456822|XP_039499805.1|DSAN
OG0001554	LOC108018744|XP_036674381.1|DSUZ	LOC120450988|XP_039490225.1|DSAN
OG0001555	LOC108005161|XP_016923827.1|DSUZ	LOC120446419|XP_039483312.1|DSAN
OG0001556	LOC108018220|XP_016941228.1|DSUZ	LOC120445918|XP_039482509.1|DSAN
OG0001557	LOC108005434|XP_016924207.1|DSUZ	LOC120455073|XP_039496858.1|DSAN
OG0001558	LOC108019154|XP_016942392.1|DSUZ	LOC120455877|XP_039498290.1|DSAN
OG0001559	LOC108020667|XP_036673347.1|DSUZ	LOC120453340|XP_039493939.1|DSAN
OG0001560	LOC118876773|XP_036675224.1|DSUZ	LOC120453140|XP_039493624.1|DSAN
OG0001561	LOC108020826|XP_016944698.1|DSUZ	LOC120452758|XP_039493074.1|DSAN
