Orthogroup	DSUZ.longest_only	DBUS.longest_only
OG0000458	LOC108014288|XP_016935825.1|DSUZ	LOC108607022|XP_033149992.1|DBUS
OG0000460	LOC108007890|XP_016927151.1|DSUZ	LOC108608333|XP_017855163.1|DBUS
OG0000462	LOC108010752|XP_016931167.2|DSUZ	LOC108603008|XP_017846892.1|DBUS
OG0000462	LOC108017565|XP_016940140.2|DSUZ	LOC108603007|XP_017846890.1|DBUS
OG0000463	LOC108007797|XP_016927042.2|DSUZ	LOC108601515|XP_017844903.1|DBUS
OG0000463	LOC108011215|XP_016931797.1|DSUZ, LOC108007796|XP_016927041.2|DSUZ	LOC108601481|XP_033150130.1|DBUS, LOC108595813|XP_017836596.2|DBUS
OG0000464	LOC108014289|XP_016935840.1|DSUZ	LOC108607081|XP_017853194.2|DBUS
OG0000464	LOC108014300|XP_016935856.1|DSUZ	LOC108607097|XP_033150843.1|DBUS
OG0000465	LOC108011527|XP_036673957.1|DSUZ	LOC108605063|XP_017850119.1|DBUS
OG0000465	LOC108011523|XP_036673955.1|DSUZ	LOC108602829|XP_017846552.1|DBUS
OG0000466	LOC108016918|XP_016939330.1|DSUZ	LOC108606045|XP_017851382.1|DBUS
OG0000466	LOC108013661|XP_016935075.1|DSUZ	LOC108594401|XP_017835057.1|DBUS
OG0000467	LOC108018020|XP_036670100.1|DSUZ	LOC117134632|XP_017837083.1|DBUS
OG0000467	LOC108017712|XP_036669874.1|DSUZ	LOC108594730|XP_033148919.1|DBUS
OG0000468	LOC108010784|XP_016931201.1|DSUZ	LOC108603095|XP_017847080.1|DBUS
OG0000468	LOC108009113|XP_016928673.1|DSUZ	LOC108596066|XP_017836950.1|DBUS
OG0000469	LOC108014119|XP_036668774.1|DSUZ	LOC108608447|XP_033150823.1|DBUS
OG0000469	LOC108014052|XP_016935562.1|DSUZ	LOC108607865|XP_033150865.1|DBUS
OG0000470	LOC108017617|XP_036672103.1|DSUZ, LOC108020082|XP_036677850.1|DSUZ	LOC108599162|XP_017841438.1|DBUS
OG0000470	LOC108013619|XP_036671664.1|DSUZ	LOC108600871|XP_017844171.1|DBUS
OG0000471	LOC108012591|XP_016933499.1|DSUZ	LOC108599012|XP_017841278.1|DBUS
OG0000471	LOC108009126|XP_016928709.1|DSUZ	LOC108597544|XP_017839642.2|DBUS
OG0000473	LOC108014968|XP_016936678.2|DSUZ	LOC108606785|XP_017852707.1|DBUS
OG0000473	LOC108016544|XP_036676746.1|DSUZ	LOC108606568|XP_017852275.1|DBUS
OG0000474	LOC108005377|XP_016924125.1|DSUZ	LOC108606889|XP_017852903.1|DBUS
OG0000474	LOC108015900|XP_036671476.1|DSUZ	LOC108599045|XP_017841314.1|DBUS
OG0000475	LOC108020525|XP_036672950.1|DSUZ	LOC108603139|XP_017847164.1|DBUS
OG0000475	LOC118877864|XP_036674078.1|DSUZ, LOC118877773|XP_036673696.1|DSUZ, LOC108020495|XP_016944315.2|DSUZ	LOC108596826|XP_017838432.1|DBUS, LOC108603138|XP_033149782.1|DBUS
OG0000476	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ	LOC108601874|XP_017845333.1|DBUS
OG0000476	LOC108016111|XP_016938201.1|DSUZ	LOC108601876|XP_017845334.1|DBUS
OG0000477	LOC108014382|XP_016935973.2|DSUZ	LOC108603330|XP_017847543.1|DBUS
OG0000477	LOC108006246|XP_036673189.1|DSUZ	LOC108603329|XP_017847541.1|DBUS
OG0000478	LOC108004597|XP_016923025.2|DSUZ, LOC108014075|XP_016935585.1|DSUZ	LOC108604187|XP_017849026.1|DBUS
OG0000479	LOC108006976|XP_016926072.2|DSUZ, LOC118877645|XP_036673110.1|DSUZ	LOC108602210|XP_017845746.1|DBUS
OG0000480	LOC108016562|XP_016938727.1|DSUZ	LOC108608176|XP_017854923.1|DBUS
OG0000480	LOC108016583|XP_016938760.1|DSUZ	LOC108608263|XP_017855045.2|DBUS
OG0000482	LOC108017408|XP_016939923.2|DSUZ	LOC108602417|XP_017846021.1|DBUS
OG0000482	LOC108015957|XP_016938028.2|DSUZ	LOC108602929|XP_017846761.1|DBUS
OG0000483	LOC108005709|XP_016924526.2|DSUZ	LOC108601521|XP_017844910.1|DBUS
OG0000483	LOC108005710|XP_016924527.2|DSUZ	LOC108601522|XP_017844911.1|DBUS
OG0000484	LOC108017569|XP_016940145.2|DSUZ	LOC108601234|XP_017844622.1|DBUS
OG0000484	LOC108017567|XP_016940142.1|DSUZ	LOC108603005|XP_017846888.1|DBUS
OG0000485	LOC118877427|XP_036672099.1|DSUZ	LOC108598797|XP_017841030.2|DBUS
OG0000485	LOC108012216|XP_036672092.1|DSUZ	LOC108598796|XP_017841029.1|DBUS
OG0000486	LOC108009654|XP_016929661.1|DSUZ	LOC108596151|XP_017837135.1|DBUS, LOC108596152|XP_017837136.1|DBUS
OG0000486	LOC108009652|XP_016929658.1|DSUZ	LOC108596150|XP_017837133.1|DBUS
OG0000487	LOC108008683|XP_016928066.1|DSUZ	LOC108596686|XP_017838191.1|DBUS
OG0000487	LOC108010089|XP_016930397.1|DSUZ	LOC108596684|XP_017838190.1|DBUS
OG0000488	LOC108020884|XP_016944776.1|DSUZ, LOC108020896|XP_016944803.2|DSUZ	LOC108607531|XP_017853901.1|DBUS, LOC108607530|XP_017853900.1|DBUS, LOC108597677|XP_017839842.1|DBUS
OG0000488	LOC108009623|XP_016929603.1|DSUZ	LOC108608285|XP_017855094.2|DBUS
OG0000489	LOC108010818|XP_016931254.2|DSUZ	LOC108601233|XP_017844621.1|DBUS
OG0000489	LOC108021797|XP_016946089.1|DSUZ	LOC108605120|XP_017850171.1|DBUS
OG0000490	LOC108018890|XP_036675837.1|DSUZ	LOC108604935|XP_017849993.2|DBUS
OG0000490	LOC108011228|XP_016931816.1|DSUZ	LOC108605671|XP_033150192.1|DBUS
OG0000491	LOC108009360|XP_016929150.1|DSUZ, LOC108009361|XP_016929151.1|DSUZ, LOC108009359|XP_016929149.1|DSUZ	LOC108596506|XP_017837835.1|DBUS
OG0000492	LOC108010329|XP_016930746.1|DSUZ	LOC108595995|XP_017836771.1|DBUS
OG0000493	LOC108014841|XP_016936538.2|DSUZ, LOC108014842|XP_036673575.1|DSUZ	LOC108594289|XP_017834920.1|DBUS
OG0000494	LOC108017664|XP_016940261.2|DSUZ	LOC108601934|XP_017845401.1|DBUS
OG0000494	LOC108018440|XP_016941491.1|DSUZ	LOC108607321|XP_017853484.2|DBUS
OG0000495	LOC108016998|XP_016939433.1|DSUZ	LOC108607252|XP_017853424.1|DBUS
OG0000495	LOC108017823|XP_016940462.1|DSUZ	LOC108595134|XP_033148928.1|DBUS
OG0000496	LOC108021138|XP_016945185.1|DSUZ	LOC108607804|XP_017854336.2|DBUS
OG0000496	LOC108011947|XP_016932688.1|DSUZ	LOC108606710|XP_033150553.1|DBUS
OG0000497	LOC108007523|XP_016926701.1|DSUZ	LOC108608244|XP_017855020.1|DBUS
OG0000497	LOC108021185|XP_016945258.1|DSUZ	LOC108608243|XP_017855019.1|DBUS
OG0000498	LOC108005704|XP_036673202.1|DSUZ	LOC108601527|XP_017844916.1|DBUS
OG0000498	LOC108020620|XP_036673411.1|DSUZ	LOC108601529|XP_017844918.1|DBUS
OG0000499	LOC108017809|XP_016940446.1|DSUZ	LOC108595373|XP_017836089.1|DBUS
OG0000499	LOC108016836|XP_016939147.1|DSUZ	LOC108605782|XP_017851073.1|DBUS
OG0000500	LOC108007747|XP_036672076.1|DSUZ	LOC108598631|XP_017840820.1|DBUS
OG0000500	LOC108007757|XP_016927000.2|DSUZ	LOC108598855|XP_033149397.1|DBUS
OG0000501	LOC108019588|XP_016942918.1|DSUZ, LOC108019591|XP_016942919.1|DSUZ, LOC108005397|XP_016924152.1|DSUZ	LOC108596166|XP_017837162.1|DBUS, LOC108596167|XP_017837163.1|DBUS
OG0000502	LOC108009465|XP_016929333.1|DSUZ	LOC108595426|XP_017836143.1|DBUS
OG0000504	LOC108006687|XP_016925714.2|DSUZ	LOC108596168|XP_017837167.1|DBUS, LOC108601108|XP_033149346.1|DBUS
OG0000505	LOC108018884|XP_036675752.1|DSUZ	LOC108606873|XP_017852885.1|DBUS
OG0000505	LOC108019217|XP_016942501.1|DSUZ	LOC108605502|XP_017850739.1|DBUS
OG0000506	LOC108005036|XP_036673419.1|DSUZ	LOC108602955|XP_017846796.1|DBUS
OG0000506	LOC108005035|XP_016923661.2|DSUZ	LOC108602956|XP_017846797.1|DBUS
OG0000507	LOC108004663|XP_016923128.1|DSUZ	LOC108606223|XP_017851609.1|DBUS
OG0000507	LOC108004664|XP_016923129.1|DSUZ	LOC117134647|XP_017851605.1|DBUS
OG0000508	LOC108012744|XP_016933667.2|DSUZ	LOC108599042|XP_017841310.1|DBUS
OG0000508	LOC108013204|XP_016934403.1|DSUZ	LOC108598122|XP_017840227.1|DBUS
OG0000509	LOC108009916|XP_016930130.1|DSUZ	LOC108596839|XP_017838456.1|DBUS
OG0000509	LOC108009621|XP_016929598.1|DSUZ	LOC108596688|XP_017838193.1|DBUS
OG0000510	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ	LOC108596336|XP_017837479.1|DBUS
OG0000511	LOC108004657|XP_016923106.1|DSUZ	LOC108594496|XP_017835181.1|DBUS
OG0000511	LOC108021478|XP_016945709.1|DSUZ	LOC108598453|XP_017840588.2|DBUS
OG0000512	LOC108010686|XP_016931084.2|DSUZ	LOC108594653|XP_017835287.1|DBUS
OG0000513	LOC108018186|XP_016941179.1|DSUZ	LOC108597032|XP_017838814.1|DBUS
OG0000513	LOC108021195|XP_016945274.1|DSUZ	LOC108597626|XP_017839762.2|DBUS
OG0000514	LOC108014280|XP_016935813.1|DSUZ	LOC108599549|XP_017841933.2|DBUS
OG0000514	LOC108014302|XP_016935858.1|DSUZ	LOC108608448|XP_017855316.1|DBUS
OG0000515	LOC108020422|XP_016944219.1|DSUZ	LOC108607415|XP_017853695.1|DBUS
OG0000515	LOC108014633|XP_036672114.1|DSUZ	LOC108600368|XP_017843395.1|DBUS
OG0000516	LOC108005280|XP_016923959.1|DSUZ	LOC108605975|XP_033150222.1|DBUS
OG0000516	LOC108005288|XP_016923973.1|DSUZ	LOC108605334|XP_033150223.1|DBUS
OG0000517	LOC118877282|XP_036671111.1|DSUZ	LOC108599512|XP_017841869.2|DBUS
OG0000518	LOC108006833|XP_016925870.2|DSUZ	LOC108600991|XP_017844343.2|DBUS
OG0000518	LOC108013198|XP_016934396.1|DSUZ, LOC108012585|XP_016933491.2|DSUZ, LOC108006881|XP_036672002.1|DSUZ	LOC117134651|XP_033149545.1|DBUS, LOC108598001|XP_033149576.1|DBUS
OG0000519	LOC118876811|XP_036668656.1|DSUZ, LOC108006355|XP_016925365.1|DSUZ	LOC108604951|XP_033150406.1|DBUS
OG0000521	LOC108004832|XP_016923397.2|DSUZ	LOC108605597|XP_017850861.1|DBUS
OG0000521	LOC108004831|XP_036676028.1|DSUZ	LOC108607174|XP_033150359.1|DBUS
OG0000522	LOC108011282|XP_016931877.2|DSUZ	LOC108601241|XP_017844629.1|DBUS
OG0000522	LOC108006311|XP_036676167.1|DSUZ	LOC108605160|XP_017850231.1|DBUS
OG0000523	LOC108005046|XP_016923673.2|DSUZ	LOC108604389|XP_017849335.1|DBUS
OG0000523	LOC108015167|XP_016936933.1|DSUZ	LOC108606259|XP_017851704.1|DBUS
OG0000524	LOC108005987|XP_016924916.2|DSUZ, LOC118877643|XP_036673089.1|DSUZ, LOC108020562|XP_036673033.1|DSUZ	LOC108603982|XP_017848697.1|DBUS
OG0000525	LOC108009363|XP_016929153.1|DSUZ, LOC108009362|XP_016929152.1|DSUZ	LOC108597586|XP_017839695.1|DBUS
OG0000526	LOC108009284|XP_016929006.1|DSUZ	LOC108603066|XP_017847004.2|DBUS
OG0000526	LOC108018138|XP_016941084.1|DSUZ	LOC108596578|XP_017837991.1|DBUS
OG0000527	LOC108021217|XP_036668816.1|DSUZ	LOC108607852|XP_017854421.2|DBUS
OG0000527	LOC108021083|XP_016945090.1|DSUZ	LOC108595917|XP_033149916.1|DBUS
OG0000528	LOC108019656|XP_016943037.1|DSUZ	LOC108607615|XP_017854017.1|DBUS
OG0000529	LOC108009810|XP_016929980.1|DSUZ	LOC108598475|XP_017840655.1|DBUS
OG0000529	LOC108014970|XP_016936683.1|DSUZ	LOC108606451|XP_017852056.1|DBUS, LOC108606430|XP_017852034.1|DBUS, LOC108606441|XP_017852045.1|DBUS
OG0000530	LOC108018736|XP_016941799.2|DSUZ	LOC108598640|XP_017840834.2|DBUS
OG0000530	LOC108012589|XP_016933496.1|DSUZ	LOC108599143|XP_033149536.1|DBUS
OG0000531	LOC108019142|XP_016942383.1|DSUZ	LOC108607925|XP_017854528.2|DBUS
OG0000532	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ	LOC108602981|XP_017846856.1|DBUS, LOC108602982|XP_017846857.2|DBUS
OG0000532	LOC108018295|XP_016941310.2|DSUZ	LOC108602983|XP_017846858.1|DBUS
OG0000533	LOC108015350|XP_016937250.1|DSUZ	LOC108606118|XP_017851461.1|DBUS
OG0000533	LOC108007957|XP_016927216.1|DSUZ	LOC108604646|XP_017849685.1|DBUS
OG0000534	LOC108005347|XP_016924075.1|DSUZ	LOC108606757|XP_017852651.1|DBUS
OG0000534	LOC108020770|XP_016944641.1|DSUZ	LOC108601002|XP_033149627.1|DBUS
OG0000535	LOC108009646|XP_016929639.1|DSUZ	LOC108595799|XP_017836579.1|DBUS
OG0000535	LOC108019892|XP_016943460.1|DSUZ	LOC108595694|XP_017836465.1|DBUS
OG0000536	LOC108013610|XP_036671670.1|DSUZ	LOC108600702|XP_017843912.1|DBUS
OG0000537	LOC108017788|XP_016940419.1|DSUZ	LOC108595146|XP_017835801.1|DBUS
OG0000538	LOC108009193|XP_016928834.1|DSUZ	LOC108597300|XP_017839267.1|DBUS
OG0000538	LOC108018106|XP_016941009.1|DSUZ	LOC108595482|XP_017836221.1|DBUS
OG0000539	LOC108016309|XP_016938432.1|DSUZ	LOC108602420|XP_017846023.1|DBUS
OG0000539	LOC108014057|XP_016935564.1|DSUZ	LOC108602112|XP_017845626.1|DBUS
OG0000540	LOC108008299|XP_016927605.1|DSUZ	LOC108602949|XP_017846792.1|DBUS
OG0000541	LOC108018163|XP_016941143.1|DSUZ, LOC108017718|XP_016940317.1|DSUZ, LOC108018164|XP_016941144.2|DSUZ	LOC108597229|XP_017839161.1|DBUS
OG0000542	LOC108015729|XP_036674607.1|DSUZ	LOC108602847|XP_017846605.1|DBUS
OG0000542	LOC108020426|XP_016944227.1|DSUZ	LOC108607338|XP_017853510.1|DBUS
OG0000543	LOC108007777|XP_016927022.2|DSUZ	LOC108602308|XP_017845880.1|DBUS
OG0000543	LOC108019564|XP_016942891.1|DSUZ	LOC108597250|XP_017839191.1|DBUS
OG0000544	LOC108013470|XP_016934841.1|DSUZ	LOC108598572|XP_017840747.1|DBUS
OG0000544	LOC108011785|XP_016932511.1|DSUZ	LOC108601988|XP_017845471.1|DBUS
OG0000545	LOC108020783|XP_016944650.2|DSUZ	LOC108604827|XP_017849929.1|DBUS
OG0000545	LOC108020785|XP_036674579.1|DSUZ	LOC108601838|XP_017845270.1|DBUS
OG0000546	LOC108007653|XP_016926865.2|DSUZ	LOC108601923|XP_017845389.1|DBUS
OG0000546	LOC108006568|XP_016925592.1|DSUZ	LOC108606610|XP_017852368.1|DBUS
OG0000547	LOC108019357|XP_016942667.1|DSUZ	LOC117134917|XP_033150290.1|DBUS
OG0000548	LOC108013099|XP_016934234.1|DSUZ	LOC108599999|XP_017842768.1|DBUS
OG0000548	LOC108013301|XP_016934581.1|DSUZ	LOC108598747|XP_017840972.1|DBUS
OG0000549	LOC108010152|XP_016930476.1|DSUZ	LOC108597358|XP_017839362.1|DBUS
OG0000550	LOC108013050|XP_016934149.1|DSUZ	LOC108600246|XP_017843171.1|DBUS
OG0000550	LOC108012932|XP_016933956.1|DSUZ	LOC108599789|XP_017842337.1|DBUS
OG0000551	LOC108017782|XP_036669873.1|DSUZ	LOC117134707|XP_033149110.1|DBUS
OG0000552	LOC108016487|XP_016938643.2|DSUZ	LOC108604775|XP_017849861.1|DBUS
OG0000552	LOC108016486|XP_036675629.1|DSUZ	LOC108604553|XP_017849570.1|DBUS
OG0000553	LOC108021070|XP_016945071.1|DSUZ	LOC108607710|XP_017854200.1|DBUS
OG0000554	LOC118877964|XP_036674650.1|DSUZ	LOC108603333|XP_017847547.1|DBUS
OG0000554	LOC108007839|XP_036674679.1|DSUZ	LOC108603906|XP_017848577.1|DBUS
OG0000555	LOC108012627|XP_016933538.1|DSUZ	LOC108598841|XP_017841083.1|DBUS
OG0000555	LOC108007179|XP_016926300.1|DSUZ	LOC108600745|XP_017843982.2|DBUS
OG0000556	LOC108005241|XP_016923923.1|DSUZ	LOC108606358|XP_017851895.1|DBUS
OG0000556	LOC108014553|XP_016936186.1|DSUZ	LOC108601830|XP_017845260.1|DBUS
OG0000557	LOC108019244|XP_016942529.2|DSUZ	LOC108602380|XP_017845981.1|DBUS
OG0000557	LOC108019281|XP_016942584.2|DSUZ	LOC108601916|XP_017845382.1|DBUS
OG0000558	LOC108014558|XP_016936194.1|DSUZ	LOC108603053|XP_017846977.1|DBUS
OG0000558	LOC108004619|XP_016923048.1|DSUZ	LOC108606036|XP_017851352.1|DBUS
OG0000559	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ	LOC108601255|XP_033149943.1|DBUS
OG0000559	LOC108008001|XP_016927270.2|DSUZ	LOC108598234|XP_017840339.2|DBUS
OG0000560	LOC108018218|XP_016941226.1|DSUZ	LOC108596462|XP_017837702.1|DBUS
OG0000560	LOC108018217|XP_016941225.1|DSUZ	LOC108596461|XP_017837700.1|DBUS
OG0000561	LOC108013627|XP_016935060.1|DSUZ	LOC108598408|XP_017840520.2|DBUS
OG0000561	LOC108012283|XP_036671710.1|DSUZ	LOC108599822|XP_017842414.2|DBUS
OG0000562	LOC108017382|XP_036670681.1|DSUZ	LOC108600189|XP_017843087.1|DBUS
OG0000562	LOC108015911|XP_016937972.1|DSUZ	LOC108600901|XP_017844217.1|DBUS
OG0000563	LOC108006384|XP_016925394.2|DSUZ	LOC108598153|XP_017840259.1|DBUS
OG0000564	LOC108012742|XP_016933665.1|DSUZ	LOC108599307|XP_017841598.1|DBUS
OG0000564	LOC108012709|XP_016933627.1|DSUZ	LOC108599368|XP_017841662.1|DBUS
OG0000566	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ	LOC108603666|XP_017848148.1|DBUS
OG0000566	LOC108013263|XP_016934511.1|DSUZ	LOC108601114|XP_017844522.1|DBUS
OG0000567	LOC108011118|XP_016931679.1|DSUZ	LOC108605691|XP_017850972.1|DBUS
OG0000567	LOC108011116|XP_016931676.1|DSUZ	LOC108605747|XP_017851035.1|DBUS
OG0000568	LOC108019001|XP_016942104.1|DSUZ	LOC108607079|XP_033150286.1|DBUS
OG0000568	LOC108011600|XP_016932258.2|DSUZ	LOC108604579|XP_017849599.1|DBUS
OG0000569	LOC118877958|XP_036674628.1|DSUZ	LOC108603949|XP_017848630.1|DBUS
OG0000569	LOC108017047|XP_016939493.2|DSUZ	LOC117134664|XP_033148957.1|DBUS
OG0000570	LOC108020633|XP_016944474.1|DSUZ	LOC108601811|XP_017845236.1|DBUS
OG0000570	LOC108020629|XP_016944470.2|DSUZ	LOC108601699|XP_017845101.1|DBUS
OG0000571	LOC108014798|XP_036673543.1|DSUZ	LOC108603985|XP_017848703.2|DBUS
OG0000571	LOC108014799|XP_036673519.1|DSUZ, LOC118878705|XP_036677613.1|DSUZ	LOC108604085|XP_017848851.1|DBUS
OG0000572	LOC108005692|XP_036673926.1|DSUZ	LOC108602301|XP_033149931.1|DBUS
OG0000572	LOC108005702|XP_016924518.1|DSUZ	LOC108602272|XP_017845817.1|DBUS
OG0000573	LOC108013380|XP_016934693.1|DSUZ	LOC108600971|XP_017844317.1|DBUS
OG0000573	LOC108009661|XP_016929672.1|DSUZ	LOC108596604|XP_017838025.1|DBUS
OG0000574	LOC108006668|XP_036671918.1|DSUZ	LOC108599664|XP_017842135.1|DBUS
OG0000574	LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ	LOC108603891|XP_017848554.1|DBUS
OG0000575	LOC108007272|XP_036671843.1|DSUZ	LOC108600792|XP_017844056.1|DBUS
OG0000575	LOC108007279|XP_036671959.1|DSUZ	LOC108598396|XP_017840505.2|DBUS
OG0000576	LOC108017112|XP_016939561.2|DSUZ, LOC108017098|XP_036675117.1|DSUZ	LOC108602041|XP_017845537.1|DBUS
OG0000577	LOC108016329|XP_016938458.1|DSUZ	LOC108594299|XP_017835027.2|DBUS
OG0000577	LOC108016302|XP_016938428.1|DSUZ	LOC108608040|XP_017854710.2|DBUS
OG0000578	LOC108020947|XP_016944875.1|DSUZ	LOC108594415|XP_017835074.2|DBUS
OG0000578	LOC108008448|XP_016927789.1|DSUZ	LOC108596764|XP_017838345.1|DBUS
OG0000579	LOC108017214|XP_016938011.2|DSUZ	LOC108602480|XP_017846092.1|DBUS
OG0000579	LOC108006714|XP_016925745.1|DSUZ	LOC108600915|XP_017844237.2|DBUS
OG0000580	LOC108012120|XP_036674774.1|DSUZ	LOC108601859|XP_017845304.1|DBUS
OG0000580	LOC108012121|XP_016932896.2|DSUZ	LOC108602009|XP_017845502.1|DBUS
OG0000581	LOC108018390|XP_036672534.1|DSUZ	LOC108602855|XP_017846620.1|DBUS
OG0000581	LOC108006332|XP_016925323.1|DSUZ	LOC108606591|XP_017852323.2|DBUS
OG0000582	LOC108014224|XP_016935746.2|DSUZ	LOC108598531|XP_017840702.2|DBUS
OG0000582	LOC108009763|XP_016929875.1|DSUZ	LOC108597207|XP_017839135.1|DBUS
OG0000583	LOC108008792|XP_016928178.1|DSUZ	LOC108595124|XP_017835774.1|DBUS
OG0000583	LOC108009036|XP_016928499.1|DSUZ	LOC108596976|XP_017838717.1|DBUS
OG0000584	LOC108011976|XP_016932730.1|DSUZ	LOC108603596|XP_017848031.1|DBUS
OG0000584	LOC108011270|XP_016931870.1|DSUZ	LOC108605753|XP_017851046.1|DBUS
OG0000585	LOC108018323|XP_016941352.1|DSUZ	LOC108599352|XP_017841645.2|DBUS, LOC108599402|XP_017841701.2|DBUS
OG0000586	LOC108017815|XP_016940453.1|DSUZ, LOC108019921|XP_016943516.1|DSUZ	LOC108597480|XP_017839544.2|DBUS
OG0000589	LOC108016912|XP_016939319.1|DSUZ	LOC108606426|XP_017852018.1|DBUS
OG0000590	LOC108011016|XP_036673990.1|DSUZ	LOC108602365|XP_017845957.1|DBUS
OG0000590	LOC108018907|XP_016941988.2|DSUZ, LOC108007736|XP_016926980.2|DSUZ	LOC108605500|XP_017850737.1|DBUS
OG0000592	LOC108009687|XP_016929723.1|DSUZ	LOC108595030|XP_017835658.1|DBUS
OG0000592	LOC108008840|XP_016928234.1|DSUZ	LOC108595670|XP_017836438.1|DBUS
OG0000593	LOC108010733|XP_036674522.1|DSUZ	LOC108601217|XP_017844609.1|DBUS
OG0000593	LOC108019192|XP_016942454.1|DSUZ	LOC108597144|XP_017839027.1|DBUS
OG0000594	LOC108014784|XP_016936466.1|DSUZ	LOC108603904|XP_017848574.1|DBUS
OG0000594	LOC108017407|XP_016939922.2|DSUZ	LOC108602022|XP_017845514.1|DBUS
OG0000595	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ	LOC108603987|XP_017849475.1|DBUS
OG0000595	LOC108014764|XP_016936445.2|DSUZ	LOC108602346|XP_017845930.1|DBUS
OG0000596	LOC108015398|XP_016937307.1|DSUZ	LOC108606622|XP_017852397.1|DBUS
OG0000596	LOC108010921|XP_016931410.2|DSUZ	LOC108602102|XP_017845615.1|DBUS
OG0000597	LOC118878093|XP_036675289.1|DSUZ	LOC108601607|XP_033149792.1|DBUS
OG0000598	LOC108014127|XP_036673912.1|DSUZ	LOC108601674|XP_017845068.1|DBUS
OG0000599	LOC108011847|XP_016932575.2|DSUZ	LOC108598020|XP_033149613.1|DBUS
OG0000599	LOC108012776|XP_016933699.1|DSUZ	LOC108598021|XP_017840125.2|DBUS
OG0000600	LOC108017829|XP_016940470.2|DSUZ	LOC108595133|XP_017835783.1|DBUS
OG0000600	LOC108018240|XP_016941255.1|DSUZ	LOC108597445|XP_017839497.1|DBUS
OG0000601	LOC108008307|XP_016927616.1|DSUZ	LOC108607665|XP_017854114.2|DBUS
OG0000601	LOC108021515|XP_016945761.1|DSUZ	LOC108607664|XP_017854100.1|DBUS
OG0000602	LOC108006804|XP_016925845.1|DSUZ	LOC108600870|XP_017844175.1|DBUS
OG0000602	LOC108006573|XP_016925595.1|DSUZ	LOC108602317|XP_017845894.1|DBUS
OG0000603	LOC108020794|XP_036674619.1|DSUZ, LOC108009044|XP_016928539.2|DSUZ, LOC108009649|XP_016929655.1|DSUZ, LOC108017952|XP_016940696.1|DSUZ	LOC108607538|XP_017853908.1|DBUS
OG0000604	LOC108021516|XP_016945762.1|DSUZ	LOC108606212|XP_017851590.1|DBUS
OG0000604	LOC108005530|XP_016924316.1|DSUZ	LOC108600146|XP_033150916.1|DBUS
OG0000605	LOC108008119|XP_016927401.1|DSUZ	LOC108600259|XP_017843707.2|DBUS
OG0000607	LOC118877894|XP_036674225.1|DSUZ	LOC108603848|XP_017848490.1|DBUS
OG0000607	LOC108018412|XP_016941457.2|DSUZ	LOC108604803|XP_017849894.1|DBUS
OG0000608	LOC108018420|XP_016941466.2|DSUZ	LOC108601745|XP_017845154.1|DBUS
OG0000608	LOC108014070|XP_036675298.1|DSUZ	LOC108604230|XP_033149870.1|DBUS
OG0000609	LOC108016951|XP_016939373.1|DSUZ	LOC108596154|XP_017837144.1|DBUS
OG0000610	LOC108020719|XP_016944577.2|DSUZ	LOC108598921|XP_017841174.1|DBUS
OG0000610	LOC108008858|XP_016928251.1|DSUZ	LOC108595804|XP_017836583.1|DBUS
OG0000611	LOC108009242|XP_016928900.1|DSUZ	LOC108596906|XP_017838590.1|DBUS
OG0000611	LOC108010310|XP_016930690.1|DSUZ	LOC108597476|XP_017839540.1|DBUS
OG0000612	LOC108015797|XP_016937845.2|DSUZ, LOC108007759|XP_016927002.2|DSUZ, LOC108007758|XP_016927001.2|DSUZ	LOC108598220|XP_033149401.1|DBUS
OG0000615	LOC108010436|XP_016930785.1|DSUZ	LOC108605812|XP_017851107.1|DBUS
OG0000615	LOC108010584|XP_016930957.1|DSUZ	LOC108602040|XP_017845536.1|DBUS
OG0000616	LOC108010470|XP_016930831.1|DSUZ, LOC108010426|XP_016930774.1|DSUZ	LOC108606577|XP_017852289.1|DBUS
OG0000617	LOC108019530|XP_016942858.2|DSUZ	LOC108603116|XP_017847115.1|DBUS
OG0000617	LOC108018672|XP_016941731.1|DSUZ	LOC108602630|XP_017846261.1|DBUS
OG0000618	LOC108011352|XP_016931951.2|DSUZ	LOC108604446|XP_017849415.1|DBUS
OG0000618	LOC108017633|XP_016940226.2|DSUZ	LOC108598280|XP_017840385.2|DBUS
OG0000619	LOC108018027|XP_016940881.1|DSUZ	LOC108595862|XP_017836642.1|DBUS
OG0000620	LOC108013064|XP_016934172.1|DSUZ	LOC108600112|XP_017842971.2|DBUS
OG0000621	LOC118877887|XP_036674180.1|DSUZ, LOC108018515|XP_036673475.1|DSUZ	LOC108603301|XP_017847467.1|DBUS
OG0000621	LOC108016629|XP_016938814.1|DSUZ	LOC108606999|XP_017853064.1|DBUS
