Orthogroup	DSUZ.longest_only	DVIR.longest_only
OG0000521	LOC108004831|XP_036676028.1|DSUZ	LOC6631324|XP_032295977.1|DVIR
OG0000522	LOC108006311|XP_036676167.1|DSUZ	LOC6636666|XP_002060144.1|DVIR
OG0000523	LOC108005046|XP_016923673.2|DSUZ	LOC6629702|XP_002052960.1|DVIR
OG0000523	LOC108015167|XP_016936933.1|DSUZ	LOC6631562|XP_002055439.1|DVIR
OG0000524	LOC108005987|XP_016924916.2|DSUZ, LOC118877643|XP_036673089.1|DSUZ, LOC108020562|XP_036673033.1|DSUZ	LOC6629407|XP_002053064.1|DVIR
OG0000525	LOC108009363|XP_016929153.1|DSUZ, LOC108009362|XP_016929152.1|DSUZ	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR
OG0000526	LOC108009284|XP_016929006.1|DSUZ	LOC6628331|XP_002051203.2|DVIR
OG0000526	LOC108018138|XP_016941084.1|DSUZ	LOC6625070|XP_032293348.1|DVIR
OG0000527	LOC108021217|XP_036668816.1|DSUZ	LOC6629171|XP_032294634.1|DVIR
OG0000527	LOC108021083|XP_016945090.1|DSUZ	LOC6627405|XP_032294080.1|DVIR
OG0000528	LOC108019656|XP_016943037.1|DSUZ	LOC6628001|XP_002051790.2|DVIR
OG0000529	LOC108009810|XP_016929980.1|DSUZ	LOC6627522|XP_002051969.1|DVIR
OG0000529	LOC108014970|XP_016936683.1|DSUZ	LOC6627962|XP_002051615.2|DVIR, LOC6628865|XP_002052084.1|DVIR
OG0000530	LOC108018736|XP_016941799.2|DSUZ	LOC26531513|XP_015031752.2|DVIR
OG0000530	LOC108012589|XP_016933496.1|DSUZ	LOC6624333|XP_002047446.1|DVIR
OG0000531	LOC108019142|XP_016942383.1|DSUZ	LOC6627505|XP_002052788.1|DVIR
OG0000532	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ	LOC6631259|XP_002053247.1|DVIR
OG0000532	LOC108018295|XP_016941310.2|DSUZ	LOC6631258|XP_002053246.2|DVIR
OG0000533	LOC108015350|XP_016937250.1|DSUZ	LOC6631740|XP_032295653.1|DVIR
OG0000533	LOC108007957|XP_016927216.1|DSUZ	LOC6633158|XP_002056607.1|DVIR
OG0000534	LOC108005347|XP_016924075.1|DSUZ	LOC6633330|XP_032296545.1|DVIR
OG0000534	LOC108020770|XP_016944641.1|DSUZ	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR
OG0000535	LOC108009646|XP_016929639.1|DSUZ	LOC6625541|XP_002050543.2|DVIR
OG0000535	LOC108019892|XP_016943460.1|DSUZ	LOC6627010|XP_015029414.1|DVIR
OG0000536	LOC108013610|XP_036671670.1|DSUZ	LOC6623961|XP_032290753.1|DVIR
OG0000537	LOC108017788|XP_016940419.1|DSUZ	LOC6624865|XP_002048884.1|DVIR
OG0000538	LOC108009193|XP_016928834.1|DSUZ	LOC6627243|XP_032293171.1|DVIR
OG0000538	LOC108018106|XP_016941009.1|DSUZ	LOC6626442|XP_002048910.1|DVIR
OG0000539	LOC108016309|XP_016938432.1|DSUZ	LOC6630431|XP_002053472.1|DVIR
OG0000539	LOC108014057|XP_016935564.1|DSUZ	LOC6630432|XP_002053473.1|DVIR
OG0000540	LOC108008299|XP_016927605.1|DSUZ	LOC6628813|XP_002052063.2|DVIR
OG0000541	LOC108018163|XP_016941143.1|DSUZ, LOC108017718|XP_016940317.1|DSUZ, LOC108018164|XP_016941144.2|DSUZ	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR
OG0000542	LOC108015729|XP_036674607.1|DSUZ	LOC6629822|XP_002053190.2|DVIR
OG0000542	LOC108020426|XP_016944227.1|DSUZ	LOC6636224|XP_002059704.1|DVIR
OG0000543	LOC108007777|XP_016927022.2|DSUZ	LOC116650893|XP_032291762.1|DVIR
OG0000543	LOC108019564|XP_016942891.1|DSUZ	LOC6625811|XP_032292234.1|DVIR
OG0000544	LOC108013470|XP_016934841.1|DSUZ	LOC6623918|XP_002046849.1|DVIR
OG0000544	LOC108011785|XP_016932511.1|DSUZ	LOC6629813|XP_015027787.2|DVIR
OG0000545	LOC108020783|XP_016944650.2|DSUZ	LOC6630498|XP_002054392.2|DVIR
OG0000545	LOC108020785|XP_036674579.1|DSUZ	LOC6630500|XP_032295041.1|DVIR
OG0000546	LOC108007653|XP_016926865.2|DSUZ	LOC6630668|XP_002054626.1|DVIR
OG0000546	LOC108006568|XP_016925592.1|DSUZ	LOC6631674|XP_002055000.2|DVIR
OG0000547	LOC108019357|XP_016942667.1|DSUZ	LOC6632744|XP_002056459.1|DVIR
OG0000548	LOC108013099|XP_016934234.1|DSUZ	LOC6623890|XP_002048282.1|DVIR
OG0000548	LOC108013301|XP_016934581.1|DSUZ	LOC6623834|XP_002048281.1|DVIR
OG0000549	LOC108010152|XP_016930476.1|DSUZ	LOC6625577|XP_032292703.1|DVIR
OG0000550	LOC108013050|XP_016934149.1|DSUZ	LOC6628699|XP_002052564.2|DVIR
OG0000550	LOC108012932|XP_016933956.1|DSUZ	LOC6627337|XP_015028733.1|DVIR
OG0000551	LOC108017782|XP_036669873.1|DSUZ	LOC6626650|XP_032292310.1|DVIR
OG0000552	LOC108016487|XP_016938643.2|DSUZ	LOC26530496|XP_015026246.1|DVIR, LOC6633175|XP_002056157.2|DVIR
OG0000552	LOC108016486|XP_036675629.1|DSUZ	LOC6633174|XP_002056156.3|DVIR
OG0000553	LOC108021070|XP_016945071.1|DSUZ	LOC6628600|XP_002051215.1|DVIR, LOC6628598|XP_002051213.1|DVIR
OG0000554	LOC118877964|XP_036674650.1|DSUZ	LOC6630179|XP_002053848.1|DVIR
OG0000554	LOC108007839|XP_036674679.1|DSUZ	LOC6635181|XP_015024948.1|DVIR
OG0000555	LOC108012627|XP_016933538.1|DSUZ	LOC6622820|XP_002046479.1|DVIR
OG0000555	LOC108007179|XP_016926300.1|DSUZ	LOC6636572|XP_002060075.1|DVIR
OG0000556	LOC108005241|XP_016923923.1|DSUZ	LOC6632107|XP_002055630.1|DVIR
OG0000556	LOC108014553|XP_016936186.1|DSUZ	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR
OG0000557	LOC108019244|XP_016942529.2|DSUZ	LOC6632354|XP_002056716.1|DVIR
OG0000557	LOC108019281|XP_016942584.2|DSUZ	LOC6632351|XP_002056713.1|DVIR
OG0000558	LOC108014558|XP_016936194.1|DSUZ	LOC6630981|XP_032293824.1|DVIR
OG0000558	LOC108004619|XP_016923048.1|DSUZ	LOC6634655|XP_002058108.1|DVIR
OG0000559	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ	LOC6629320|XP_015027363.2|DVIR
OG0000559	LOC108008001|XP_016927270.2|DSUZ	LOC6623453|XP_002048228.1|DVIR
OG0000560	LOC108018218|XP_016941226.1|DSUZ	LOC6626207|XP_002049793.1|DVIR
OG0000560	LOC108018217|XP_016941225.1|DSUZ	LOC6626206|XP_002049792.2|DVIR
OG0000561	LOC108013627|XP_016935060.1|DSUZ	LOC6624584|XP_032290574.1|DVIR
OG0000561	LOC108012283|XP_036671710.1|DSUZ	LOC6624695|XP_002047138.1|DVIR
OG0000562	LOC108017382|XP_036670681.1|DSUZ	LOC6623156|XP_002048554.2|DVIR
OG0000562	LOC108015911|XP_016937972.1|DSUZ	LOC6623351|XP_032289947.1|DVIR
OG0000563	LOC108014519|XP_016936146.1|DSUZ	LOC26530531|XP_015031607.1|DVIR
OG0000563	LOC108006384|XP_016925394.2|DSUZ	LOC6622670|XP_002048450.3|DVIR
OG0000564	LOC108012742|XP_016933665.1|DSUZ	LOC6624240|XP_002047163.1|DVIR
OG0000564	LOC108012709|XP_016933627.1|DSUZ	LOC6624554|XP_002047164.1|DVIR
OG0000566	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ	LOC6632256|XP_032288773.1|DVIR
OG0000566	LOC108013263|XP_016934511.1|DSUZ	LOC6623669|XP_002047352.1|DVIR
OG0000567	LOC108011118|XP_016931679.1|DSUZ	LOC6636176|XP_002059562.1|DVIR
OG0000567	LOC108011116|XP_016931676.1|DSUZ	LOC6636174|XP_002059560.1|DVIR
OG0000568	LOC108019001|XP_016942104.1|DSUZ	LOC6631928|XP_002055476.1|DVIR
OG0000568	LOC108011600|XP_016932258.2|DSUZ	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR
OG0000569	LOC118877958|XP_036674628.1|DSUZ	LOC6630046|XP_002054565.1|DVIR
OG0000569	LOC108017047|XP_016939493.2|DSUZ	LOC6635240|XP_002058768.2|DVIR
OG0000570	LOC108020633|XP_016944474.1|DSUZ	LOC6630032|XP_002054023.1|DVIR
OG0000570	LOC108020629|XP_016944470.2|DSUZ	LOC6630033|XP_002054024.1|DVIR
OG0000571	LOC108014798|XP_036673543.1|DSUZ	LOC6631151|XP_032294888.1|DVIR
OG0000571	LOC108014799|XP_036673519.1|DSUZ, LOC118878705|XP_036677613.1|DSUZ	LOC6631153|XP_032294980.1|DVIR
OG0000572	LOC108005692|XP_036673926.1|DSUZ	LOC6632601|XP_002056213.1|DVIR
OG0000572	LOC108005702|XP_016924518.1|DSUZ	LOC6632603|XP_015026062.1|DVIR
OG0000573	LOC108013380|XP_016934693.1|DSUZ	LOC6636818|XP_032291501.1|DVIR
OG0000573	LOC108009661|XP_016929672.1|DSUZ	LOC6635992|XP_002059310.1|DVIR
OG0000574	LOC108006668|XP_036671918.1|DSUZ	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR
OG0000574	LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR
OG0000575	LOC108007272|XP_036671843.1|DSUZ	LOC6622916|XP_002048160.1|DVIR
OG0000575	LOC108007279|XP_036671959.1|DSUZ	LOC6622282|XP_032290785.1|DVIR
OG0000576	LOC108017112|XP_016939561.2|DSUZ, LOC108017098|XP_036675117.1|DSUZ	LOC6632334|XP_002056402.1|DVIR
OG0000577	LOC108016329|XP_016938458.1|DSUZ	LOC6628776|XP_002052767.1|DVIR
OG0000577	LOC108016302|XP_016938428.1|DSUZ	LOC6635695|XP_002059268.1|DVIR
OG0000578	LOC108020947|XP_016944875.1|DSUZ	LOC6628435|XP_002052043.2|DVIR
OG0000578	LOC108008448|XP_016927789.1|DSUZ	LOC6627138|XP_015029764.1|DVIR
OG0000579	LOC108017214|XP_016938011.2|DSUZ	LOC6629669|XP_002054763.1|DVIR
OG0000579	LOC108006714|XP_016925745.1|DSUZ	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR
OG0000580	LOC108012120|XP_036674774.1|DSUZ	LOC6630134|XP_032292974.1|DVIR
OG0000580	LOC108012121|XP_016932896.2|DSUZ	LOC6630133|XP_002053685.1|DVIR
OG0000581	LOC108018390|XP_036672534.1|DSUZ	LOC6632870|XP_015026169.1|DVIR
OG0000581	LOC108006332|XP_016925323.1|DSUZ	LOC6631413|XP_002055422.1|DVIR
OG0000582	LOC108014224|XP_016935746.2|DSUZ	LOC6624467|XP_002047912.1|DVIR
OG0000582	LOC108009763|XP_016929875.1|DSUZ	LOC6625273|XP_015029744.1|DVIR
OG0000583	LOC108008792|XP_016928178.1|DSUZ	LOC6625576|XP_002048837.2|DVIR
OG0000583	LOC108009036|XP_016928499.1|DSUZ	LOC6626034|XP_002050801.1|DVIR
OG0000584	LOC108011976|XP_016932730.1|DSUZ	LOC6627628|XP_002051094.1|DVIR
OG0000584	LOC108011270|XP_016931870.1|DSUZ	LOC6627627|XP_002051093.1|DVIR
OG0000585	LOC108018323|XP_016941352.1|DSUZ	LOC116650607|XP_032290606.1|DVIR, LOC116650610|XP_032290624.1|DVIR
OG0000586	LOC108010239|XP_016930581.1|DSUZ	LOC26530667|XP_015030233.1|DVIR
OG0000586	LOC108017815|XP_016940453.1|DSUZ, LOC108019921|XP_016943516.1|DSUZ	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR
OG0000589	LOC108016912|XP_016939319.1|DSUZ	LOC6631894|XP_002055034.2|DVIR
OG0000590	LOC108011016|XP_036673990.1|DSUZ	LOC6630308|XP_002053725.1|DVIR
OG0000590	LOC108018907|XP_016941988.2|DSUZ, LOC108007736|XP_016926980.2|DSUZ	LOC6634718|XP_002058317.1|DVIR
OG0000592	LOC108009687|XP_016929723.1|DSUZ	LOC6626982|XP_002048799.1|DVIR
OG0000592	LOC108008840|XP_016928234.1|DSUZ	LOC6624800|XP_002050194.1|DVIR
OG0000593	LOC108010733|XP_036674522.1|DSUZ	LOC6628963|XP_002051568.1|DVIR
OG0000593	LOC108019192|XP_016942454.1|DSUZ	LOC6624835|XP_002049543.1|DVIR
OG0000594	LOC108014784|XP_016936466.1|DSUZ	LOC6634953|XP_002058587.1|DVIR
OG0000594	LOC108017407|XP_016939922.2|DSUZ	LOC6632355|XP_002056717.1|DVIR
OG0000595	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ	LOC6630586|XP_032289864.1|DVIR
OG0000595	LOC108014764|XP_016936445.2|DSUZ	LOC6630296|XP_015026982.1|DVIR
OG0000596	LOC108015398|XP_016937307.1|DSUZ	LOC6635560|XP_002059034.1|DVIR
OG0000596	LOC108010921|XP_016931410.2|DSUZ	LOC6629732|XP_002053608.1|DVIR
OG0000597	LOC118878093|XP_036675289.1|DSUZ	LOC6630718|XP_002054211.2|DVIR
OG0000598	LOC108014127|XP_036673912.1|DSUZ	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR
OG0000599	LOC108011847|XP_016932575.2|DSUZ	LOC6623393|XP_032290822.1|DVIR
OG0000599	LOC108012776|XP_016933699.1|DSUZ	LOC6623420|XP_032290825.1|DVIR
OG0000600	LOC108017829|XP_016940470.2|DSUZ	LOC6626195|XP_015029588.1|DVIR
OG0000600	LOC108018240|XP_016941255.1|DSUZ	LOC6626193|XP_032292616.1|DVIR
OG0000601	LOC108008307|XP_016927616.1|DSUZ	LOC6627739|XP_032293387.1|DVIR
OG0000601	LOC108021515|XP_016945761.1|DSUZ	LOC6629244|XP_002051268.1|DVIR
OG0000602	LOC108006804|XP_016925845.1|DSUZ	LOC6634357|XP_002057698.1|DVIR
OG0000602	LOC108006573|XP_016925595.1|DSUZ	LOC6634356|XP_002057697.1|DVIR
OG0000603	LOC108020794|XP_036674619.1|DSUZ, LOC108009044|XP_016928539.2|DSUZ, LOC108009649|XP_016929655.1|DSUZ, LOC108017952|XP_016940696.1|DSUZ	LOC6627674|XP_015028287.1|DVIR
OG0000604	LOC108021516|XP_016945762.1|DSUZ	LOC6635771|XP_002059167.1|DVIR
OG0000604	LOC108005530|XP_016924316.1|DSUZ	LOC6628990|XP_002052121.1|DVIR
OG0000605	LOC108008119|XP_016927401.1|DSUZ	LOC6628405|XP_002052048.1|DVIR
OG0000606	LOC108005609|XP_016924408.2|DSUZ	LOC6635162|XP_002058364.2|DVIR
OG0000607	LOC118877894|XP_036674225.1|DSUZ	LOC6630520|XP_002054019.1|DVIR
OG0000607	LOC108018412|XP_016941457.2|DSUZ	LOC6631064|XP_002054908.1|DVIR
OG0000608	LOC108018420|XP_016941466.2|DSUZ	LOC6630256|XP_002053415.1|DVIR
OG0000608	LOC108014070|XP_036675298.1|DSUZ	LOC6630016|XP_032289990.1|DVIR
OG0000609	LOC108016951|XP_016939373.1|DSUZ	LOC6627620|XP_032294277.1|DVIR
OG0000610	LOC108020719|XP_016944577.2|DSUZ	LOC6622538|XP_002047597.2|DVIR
OG0000610	LOC108008858|XP_016928251.1|DSUZ	LOC6626883|XP_002049720.1|DVIR
OG0000611	LOC108009242|XP_016928900.1|DSUZ	LOC6626382|XP_002050056.2|DVIR
OG0000611	LOC108010310|XP_016930690.1|DSUZ	LOC6626840|XP_002050842.1|DVIR
OG0000612	LOC108015797|XP_016937845.2|DSUZ, LOC108007759|XP_016927002.2|DSUZ, LOC108007758|XP_016927001.2|DSUZ	LOC6622223|XP_032290290.1|DVIR
OG0000615	LOC108010436|XP_016930785.1|DSUZ	LOC6635437|XP_002059073.1|DVIR
OG0000615	LOC108010584|XP_016930957.1|DSUZ	LOC6630045|XP_002054564.1|DVIR
OG0000616	LOC108010470|XP_016930831.1|DSUZ, LOC108010426|XP_016930774.1|DSUZ	LOC6635429|XP_032295867.1|DVIR
OG0000617	LOC108019530|XP_016942858.2|DSUZ	LOC6632303|XP_002055992.2|DVIR
OG0000617	LOC108018672|XP_016941731.1|DSUZ	LOC6630252|XP_002053766.1|DVIR
OG0000618	LOC108011352|XP_016931951.2|DSUZ	LOC6630412|XP_032295330.1|DVIR
OG0000618	LOC108017633|XP_016940226.2|DSUZ	LOC6624340|XP_002047461.1|DVIR
OG0000619	LOC108018027|XP_016940881.1|DSUZ	LOC6626912|XP_002050287.1|DVIR
OG0000620	LOC108005232|XP_016923912.1|DSUZ	LOC6631382|XP_002055654.1|DVIR
OG0000620	LOC108013064|XP_016934172.1|DSUZ	LOC6623141|XP_032290550.1|DVIR
OG0000621	LOC118877887|XP_036674180.1|DSUZ, LOC108018515|XP_036673475.1|DSUZ	LOC6630395|XP_002054003.1|DVIR
OG0000621	LOC108016629|XP_016938814.1|DSUZ	LOC6634637|XP_002058036.1|DVIR
OG0000622	LOC108013538|XP_016934924.1|DSUZ	LOC6623617|XP_002047341.2|DVIR
OG0000622	LOC108013611|XP_036671923.1|DSUZ	LOC6623494|XP_002046161.3|DVIR
OG0000623	LOC108012374|XP_016933218.1|DSUZ	LOC6622165|XP_002047042.1|DVIR
OG0000623	LOC108005837|XP_016924668.1|DSUZ	LOC6622534|XP_002046659.1|DVIR
OG0000624	LOC108018171|XP_016941157.1|DSUZ	LOC6625310|XP_002048753.1|DVIR
OG0000625	LOC108011446|XP_016932071.2|DSUZ	LOC6624701|XP_032291163.1|DVIR
OG0000625	LOC108011419|XP_036672324.1|DSUZ	LOC6624688|XP_002047191.1|DVIR
OG0000626	LOC108008778|XP_016928164.1|DSUZ	LOC6625417|XP_002049293.1|DVIR
OG0000626	LOC108010159|XP_016930485.1|DSUZ	LOC6636359|XP_032292058.1|DVIR
OG0000627	LOC108004795|XP_016923336.2|DSUZ	LOC6623882|XP_032290691.1|DVIR
OG0000627	LOC108016639|XP_016938825.1|DSUZ	LOC6633255|XP_002056879.1|DVIR
OG0000628	LOC108010589|XP_016930967.1|DSUZ	LOC6628589|XP_002051482.1|DVIR
OG0000628	LOC108006874|XP_016925942.1|DSUZ	LOC6636641|XP_032289186.1|DVIR
OG0000629	LOC108006031|XP_036674700.1|DSUZ	LOC6630322|XP_002053432.1|DVIR
OG0000629	LOC108017106|XP_016939557.1|DSUZ	LOC6627470|XP_002052901.1|DVIR
OG0000630	LOC108006259|XP_016925199.1|DSUZ	LOC6633920|XP_002057654.2|DVIR
OG0000630	LOC108021631|XP_016945927.1|DSUZ	LOC6633915|XP_002057649.3|DVIR
OG0000631	LOC108021107|XP_016945127.1|DSUZ	LOC26531502|XP_015028941.1|DVIR
OG0000631	LOC108021705|XP_016946025.1|DSUZ	LOC6628492|XP_002051487.1|DVIR
OG0000632	LOC108021698|XP_036677498.1|DSUZ	LOC6627477|XP_002052127.1|DVIR
OG0000632	LOC108017219|XP_016939708.1|DSUZ	LOC6628210|XP_032294373.1|DVIR
OG0000633	LOC108014672|XP_016936327.1|DSUZ	LOC6623694|XP_002048327.2|DVIR
OG0000635	LOC108018071|XP_016940959.1|DSUZ	LOC6625322|XP_002049088.1|DVIR
OG0000635	LOC108019225|XP_016942510.1|DSUZ	LOC6634716|XP_002058273.1|DVIR
OG0000636	LOC108010283|XP_016930645.1|DSUZ	LOC6633917|XP_002057651.1|DVIR
OG0000636	LOC108010486|XP_016930850.1|DSUZ	LOC6633918|XP_002057652.1|DVIR
OG0000637	LOC108015363|XP_016937267.1|DSUZ	LOC6633434|XP_032296646.1|DVIR
OG0000637	LOC108014925|XP_036676091.1|DSUZ	LOC6633438|XP_032296647.1|DVIR
OG0000638	LOC108011119|XP_016931680.2|DSUZ	LOC6634774|XP_002058200.1|DVIR
OG0000639	LOC108006251|XP_036671034.1|DSUZ	LOC6623349|XP_015030605.1|DVIR
OG0000641	LOC108016051|XP_016938169.1|DSUZ, LOC108011271|XP_016931867.2|DSUZ	LOC6623752|XP_032290450.1|DVIR
OG0000642	LOC108009826|XP_036669234.1|DSUZ	LOC6634282|XP_002057749.1|DVIR
OG0000643	LOC108019510|XP_036673370.1|DSUZ, LOC108019512|XP_036673229.1|DSUZ, LOC108019509|XP_016942827.1|DSUZ	LOC6629665|XP_002054759.1|DVIR
OG0000644	LOC108016381|XP_036670629.1|DSUZ, LOC108014490|XP_036672140.1|DSUZ, LOC108016389|XP_016938525.2|DSUZ	LOC6623455|XP_002048587.1|DVIR
OG0000645	LOC108009553|XP_016929540.1|DSUZ, LOC108018145|XP_016941098.1|DSUZ	LOC6629017|XP_002052759.2|DVIR
OG0000646	LOC108020590|XP_016944428.2|DSUZ	LOC6635146|XP_002058630.1|DVIR
OG0000646	LOC108007294|XP_036673490.1|DSUZ	LOC6629691|XP_002053972.2|DVIR
OG0000647	LOC108016491|XP_036675160.1|DSUZ	LOC6635117|XP_032294996.1|DVIR
OG0000647	LOC108018942|XP_016942029.1|DSUZ	LOC6631833|XP_002055475.3|DVIR
OG0000648	LOC108014983|XP_036676593.1|DSUZ	LOC6631502|XP_032295964.1|DVIR
OG0000648	LOC108016692|XP_036676648.1|DSUZ	LOC6631521|XP_002055318.2|DVIR
OG0000649	LOC108010461|XP_016930818.1|DSUZ	LOC6631836|XP_032295918.1|DVIR
OG0000650	LOC108015762|XP_016937790.1|DSUZ	LOC6634857|XP_002058647.1|DVIR
OG0000650	LOC108020423|XP_016944220.1|DSUZ	LOC6636238|XP_002059752.1|DVIR
OG0000651	LOC108006875|XP_016925939.1|DSUZ	LOC6622724|XP_002047243.1|DVIR
OG0000651	LOC108011829|XP_016932554.2|DSUZ	LOC6623116|XP_002047761.1|DVIR
OG0000652	LOC108009069|XP_016928569.1|DSUZ	LOC6627088|XP_002048792.2|DVIR
OG0000652	LOC108004555|XP_016922978.1|DSUZ	LOC6636055|XP_002059519.1|DVIR
OG0000653	LOC108018701|XP_036672588.1|DSUZ, LOC108006936|XP_036674914.1|DSUZ	LOC6629841|XP_002054462.1|DVIR
OG0000654	LOC108012820|XP_016933752.1|DSUZ	LOC6624668|XP_002046639.1|DVIR
OG0000654	LOC108006828|XP_036671981.1|DSUZ	LOC6622753|XP_032290463.1|DVIR
OG0000655	LOC108019820|XP_016943325.1|DSUZ	LOC6635982|XP_002059300.1|DVIR
OG0000655	LOC108015340|XP_016937238.1|DSUZ	LOC6635685|XP_002059280.2|DVIR
OG0000656	LOC108007371|XP_036673750.1|DSUZ	LOC6630900|XP_015027250.1|DVIR
OG0000656	LOC108007370|XP_016926514.1|DSUZ	LOC6630899|XP_032289368.1|DVIR
OG0000657	LOC108012723|XP_016933644.1|DSUZ	LOC6622084|XP_002046450.1|DVIR
OG0000657	LOC108021618|XP_016945908.1|DSUZ	LOC6628261|XP_002052541.1|DVIR
OG0000658	LOC108005493|XP_016924286.1|DSUZ	LOC6632073|XP_002055634.1|DVIR
OG0000658	LOC108007656|XP_016926868.1|DSUZ	LOC6629810|XP_002054884.1|DVIR
OG0000659	LOC108017674|XP_016940273.1|DSUZ	LOC6634105|XP_015025190.1|DVIR
OG0000659	LOC108008281|XP_016927562.1|DSUZ	LOC6633913|XP_002057647.1|DVIR
OG0000660	LOC108021472|XP_016945700.1|DSUZ	LOC6627856|XP_032294028.1|DVIR
OG0000661	LOC108005872|XP_016924738.1|DSUZ	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR
OG0000661	LOC108021452|XP_016945672.1|DSUZ	LOC6635679|XP_032294652.1|DVIR
OG0000662	LOC108011831|XP_016932556.1|DSUZ	LOC6624548|XP_002046562.1|DVIR
OG0000662	LOC108013759|XP_016935206.1|DSUZ	LOC6635590|XP_002059015.1|DVIR
OG0000663	LOC108008972|XP_016928404.1|DSUZ	LOC6635856|XP_032291956.1|DVIR
OG0000664	LOC118878021|XP_036675033.1|DSUZ, LOC118877586|XP_036672753.1|DSUZ, LOC108016064|XP_036675004.1|DSUZ, LOC118878023|XP_036675034.1|DSUZ, LOC108013844|XP_036675005.1|DSUZ	LOC6629188|XP_032293524.1|DVIR
OG0000664	LOC108016920|XP_016939335.1|DSUZ	LOC6633562|XP_002057367.3|DVIR
OG0000665	LOC108007907|XP_016927165.2|DSUZ	LOC6629678|XP_002053661.1|DVIR, LOC6629679|XP_032291365.1|DVIR
OG0000665	LOC108007898|XP_016927156.1|DSUZ	LOC6629680|XP_002053663.1|DVIR
OG0000666	LOC108018206|XP_016941212.1|DSUZ	LOC6626484|XP_002049078.1|DVIR
OG0000666	LOC108004735|XP_016923249.1|DSUZ	LOC26531342|XP_015026801.1|DVIR
OG0000667	LOC108019398|XP_036677781.1|DSUZ, LOC108015138|XP_016936894.2|DSUZ	LOC6631496|XP_002055130.1|DVIR
OG0000667	LOC108012085|XP_016932851.1|DSUZ	LOC6630131|XP_002053683.3|DVIR
OG0000668	LOC108017048|XP_016939494.1|DSUZ	LOC6635250|XP_002058758.1|DVIR
OG0000668	LOC108010986|XP_016931496.1|DSUZ, LOC118877972|XP_036674763.1|DSUZ	LOC6634841|XP_002058521.2|DVIR
OG0000669	LOC108005278|XP_016923957.1|DSUZ	LOC6633764|XP_002056950.3|DVIR
OG0000669	LOC108005281|XP_016923960.1|DSUZ	LOC6633763|XP_002056949.1|DVIR
OG0000670	LOC108016547|XP_036676078.1|DSUZ	LOC6634401|XP_002058154.1|DVIR
OG0000670	LOC108016631|XP_016938816.1|DSUZ	LOC6633297|XP_002057396.1|DVIR
OG0000671	LOC108017369|XP_016939879.2|DSUZ	LOC6630872|XP_032295008.1|DVIR
OG0000671	LOC108014835|XP_036673541.1|DSUZ	LOC6630906|XP_002054500.1|DVIR
OG0000672	LOC108006285|XP_016925232.1|DSUZ	LOC6631428|XP_002055536.1|DVIR
OG0000672	LOC108015146|XP_016936907.2|DSUZ	LOC6634580|XP_002058081.3|DVIR
OG0000673	LOC108005172|XP_016923835.1|DSUZ	LOC6634553|XP_002057970.1|DVIR
OG0000673	LOC108014256|XP_016935783.1|DSUZ	LOC6622139|XP_002047503.1|DVIR
OG0000674	LOC108005495|XP_016924289.2|DSUZ, LOC118879424|XP_036678187.1|DSUZ, LOC108007218|XP_016926345.1|DSUZ	LOC6623312|XP_015031550.1|DVIR
OG0000675	LOC108021019|XP_016944988.1|DSUZ, LOC108021018|XP_016944987.1|DSUZ	LOC6634477|XP_002058248.1|DVIR
OG0000677	LOC108014658|XP_016936309.2|DSUZ	LOC6624369|XP_002047903.1|DVIR
OG0000677	LOC108004752|XP_016923277.1|DSUZ	LOC6631871|XP_002055732.2|DVIR
OG0000678	LOC108020230|XP_036673758.1|DSUZ, LOC108020215|XP_036677513.1|DSUZ	LOC6632487|XP_002055816.1|DVIR
OG0000678	LOC108021349|XP_016945521.1|DSUZ	LOC6628366|XP_002052866.1|DVIR
OG0000679	LOC108006281|XP_016925227.1|DSUZ	LOC6636723|XP_015023790.1|DVIR
