Orthogroup	DSUZ.longest_only	DSER.longest_only
OG0000394	LOC108004724|XP_016923235.1|DSUZ	LOC110181592|XP_020805044.1|DSER
OG0000394	LOC108004723|XP_016923233.1|DSUZ	LOC110181549|XP_020804991.1|DSER
OG0000395	LOC108014670|XP_016936325.2|DSUZ	LOC110179001|XP_020801993.1|DSER
OG0000395	LOC108014648|XP_016936299.2|DSUZ	LOC110178884|XP_020801817.1|DSER
OG0000395	LOC108014673|XP_016936328.1|DSUZ	LOC110179003|XP_020801996.1|DSER
OG0000396	LOC108009024|XP_016928488.1|DSUZ, LOC108008654|XP_016928033.1|DSUZ, LOC108020462|XP_016944278.1|DSUZ, LOC108010579|XP_036675856.1|DSUZ, LOC108007590|XP_016926777.1|DSUZ, LOC108005430|XP_016924204.1|DSUZ	LOC110177020|XP_020799192.1|DSER
OG0000397	LOC108008102|XP_016927381.2|DSUZ	LOC110177064|XP_020799241.1|DSER, LOC110177063|XP_020799240.1|DSER
OG0000398	LOC108009424|XP_016929242.1|DSUZ	LOC110184168|XP_020808279.1|DSER
OG0000399	LOC108016136|XP_016938232.2|DSUZ	LOC110190647|XP_020816909.1|DSER
OG0000399	LOC108008568|XP_016927927.1|DSUZ	LOC110182956|XP_020806809.1|DSER
OG0000400	LOC108013681|XP_016935089.1|DSUZ	LOC110175976|XP_020797830.1|DSER
OG0000400	LOC108014268|XP_016935800.2|DSUZ	LOC110176062|XP_020797940.1|DSER
OG0000400	LOC108013687|XP_016935094.1|DSUZ	LOC110176063|XP_020797941.1|DSER
OG0000401	LOC108007285|XP_036672335.1|DSUZ	LOC110182871|XP_020806676.1|DSER
OG0000401	LOC108015293|XP_016937157.2|DSUZ	LOC110181833|XP_020805395.1|DSER, LOC110181838|XP_020805402.1|DSER
OG0000402	LOC108010454|XP_016930809.2|DSUZ	LOC110182009|XP_020805599.1|DSER
OG0000403	LOC108015517|XP_016937469.1|DSUZ	LOC110176449|XP_020798459.1|DSER
OG0000403	LOC108009792|XP_016929941.1|DSUZ	LOC110181126|XP_020804457.1|DSER
OG0000404	LOC108016451|XP_036675438.1|DSUZ, LOC108018436|XP_036675625.1|DSUZ, LOC108016466|XP_036677671.1|DSUZ	LOC110186276|XP_020811049.1|DSER
OG0000405	LOC108019207|XP_016942489.1|DSUZ	LOC110183048|XP_020806891.1|DSER
OG0000405	LOC108016216|XP_016938335.2|DSUZ	LOC110188480|XP_020813869.1|DSER
OG0000406	LOC108012463|XP_016933342.1|DSUZ	LOC110189994|XP_020815951.1|DSER
OG0000406	LOC108008615|XP_016927985.1|DSUZ	LOC110179321|XP_020802472.1|DSER
OG0000407	LOC108013044|XP_016934143.1|DSUZ	LOC110190439|XP_020816584.1|DSER
OG0000407	LOC108013043|XP_016934141.1|DSUZ	LOC110190437|XP_020816579.1|DSER
OG0000408	LOC108018482|XP_016941528.1|DSUZ	LOC110185489|XP_020810028.1|DSER
OG0000408	LOC108021715|XP_016946040.1|DSUZ	LOC110182730|XP_020806490.1|DSER
OG0000409	LOC108008656|XP_016928030.1|DSUZ	LOC110178483|XP_020801284.1|DSER
OG0000409	LOC108010150|XP_016930474.1|DSUZ	LOC110188995|XP_020814606.1|DSER
OG0000410	LOC108021733|XP_016946060.1|DSUZ	LOC110187213|XP_020812271.1|DSER
OG0000411	LOC108007976|XP_016927240.1|DSUZ	LOC110188761|XP_020814261.1|DSER
OG0000411	LOC108021717|XP_016946043.1|DSUZ	LOC110183779|XP_020807795.1|DSER, LOC110179290|XP_020802434.1|DSER
OG0000412	LOC108012058|XP_016932826.1|DSUZ	LOC110182869|XP_020806671.1|DSER
OG0000412	LOC108012372|XP_016933216.1|DSUZ	LOC110182789|XP_020806573.1|DSER
OG0000413	LOC108007054|XP_016926149.2|DSUZ	LOC110188011|XP_020813194.1|DSER
OG0000413	LOC108016241|XP_036674981.1|DSUZ	LOC110177256|XP_020799566.1|DSER
OG0000414	LOC118876758|XP_036669984.1|DSUZ, LOC108010718|XP_016931127.2|DSUZ	LOC110189433|XP_020815163.1|DSER
OG0000415	LOC108009799|XP_016929952.1|DSUZ	LOC110177780|XP_020800307.1|DSER
OG0000415	LOC108010054|XP_016930355.1|DSUZ	LOC110177775|XP_020800300.1|DSER
OG0000416	LOC108016931|XP_016939348.1|DSUZ	LOC110182834|XP_020806626.1|DSER
OG0000416	LOC108016946|XP_016939368.2|DSUZ	LOC110183220|XP_020807093.1|DSER
OG0000417	LOC108017293|XP_036673996.1|DSUZ	LOC110187777|XP_020812900.1|DSER
OG0000417	LOC108017246|XP_016939737.2|DSUZ	LOC110186618|XP_020811512.1|DSER
OG0000418	LOC108016681|XP_036676753.1|DSUZ	LOC110180440|XP_020803769.1|DSER
OG0000418	LOC108010424|XP_016930772.1|DSUZ	LOC110182635|XP_020806361.1|DSER
OG0000419	LOC108017993|XP_016940829.1|DSUZ	LOC110177822|XP_020800371.1|DSER
OG0000419	LOC108018970|XP_016942062.1|DSUZ	LOC110187079|XP_020812137.1|DSER
OG0000421	LOC108020167|XP_016943760.1|DSUZ	LOC110185660|XP_020810278.1|DSER
OG0000421	LOC108014991|XP_016936706.1|DSUZ	LOC110182698|XP_020806452.1|DSER
OG0000422	LOC108019545|XP_016942872.2|DSUZ	LOC110180482|XP_020803826.1|DSER
OG0000423	LOC108018126|XP_016941056.1|DSUZ	LOC110189417|XP_020815135.1|DSER
OG0000423	LOC108018203|XP_016941208.1|DSUZ	LOC110189506|XP_020815273.1|DSER
OG0000424	LOC108018062|XP_016940947.1|DSUZ, LOC108010867|XP_016931335.2|DSUZ	LOC110188596|XP_020814021.1|DSER
OG0000424	LOC108018232|XP_016941243.1|DSUZ	LOC110184074|XP_020808117.1|DSER
OG0000425	LOC108008739|XP_016928125.1|DSUZ	LOC110178776|XP_020801682.1|DSER
OG0000425	LOC108008648|XP_016928023.1|DSUZ	LOC110182873|XP_020806674.1|DSER
OG0000426	LOC108009868|XP_016930059.1|DSUZ, LOC108008524|XP_016927883.1|DSUZ, LOC108009867|XP_016930058.1|DSUZ	LOC110191606|XP_020818152.1|DSER, LOC110191605|XP_020818151.1|DSER
OG0000428	LOC108013628|XP_016935061.1|DSUZ	LOC110189967|XP_020815915.1|DSER
OG0000428	LOC108013563|XP_036671745.1|DSUZ	LOC110190310|XP_020816358.1|DSER
OG0000428	LOC108013561|XP_016934966.1|DSUZ	LOC110190300|XP_020816344.1|DSER
OG0000429	LOC108010272|XP_016930622.2|DSUZ	LOC110179323|XP_020802474.1|DSER
OG0000430	LOC108008042|XP_016927314.1|DSUZ, LOC108008043|XP_016927315.1|DSUZ	LOC110186765|XP_020811686.1|DSER
OG0000430	LOC108018589|XP_016941637.2|DSUZ	LOC110189780|XP_020815669.1|DSER, LOC110177259|XP_020799569.1|DSER
OG0000431	LOC118876829|XP_036668788.1|DSUZ, LOC108016189|XP_016938306.1|DSUZ, LOC108012377|XP_016933224.1|DSUZ, LOC108011755|XP_016932477.1|DSUZ	LOC110188866|XP_020814438.1|DSER, LOC110187997|XP_020813179.1|DSER, LOC110187999|XP_020813181.1|DSER, LOC110187985|XP_020813165.1|DSER, LOC110188858|XP_020814423.1|DSER, LOC110188441|XP_020813826.1|DSER, LOC110188877|XP_020814450.1|DSER
OG0000433	LOC108016799|XP_016939062.1|DSUZ	LOC110184324|XP_020808476.1|DSER
OG0000433	LOC108011433|XP_036672323.1|DSUZ	LOC110190627|XP_020816880.1|DSER
OG0000434	LOC108019832|XP_016943340.1|DSUZ	LOC110189545|XP_020815336.1|DSER
OG0000435	LOC108015101|XP_016936834.1|DSUZ	LOC110179047|XP_020802062.1|DSER
OG0000437	LOC108005108|XP_016923774.1|DSUZ	LOC110183318|XP_020807223.1|DSER
OG0000437	LOC108005847|XP_016924699.1|DSUZ	LOC110183414|XP_020807350.1|DSER
OG0000438	LOC108019453|XP_036675388.1|DSUZ	LOC110186178|XP_020810895.1|DSER
OG0000439	LOC108018966|XP_036678170.1|DSUZ	LOC110183899|XP_020807900.1|DSER
OG0000439	LOC108013344|XP_016934639.1|DSUZ	LOC110190278|XP_020816311.1|DSER
OG0000440	LOC108008672|XP_016928055.1|DSUZ	LOC110176942|XP_020799106.1|DSER
OG0000440	LOC108019879|XP_016943439.1|DSUZ	LOC110179341|XP_020802503.1|DSER
OG0000441	LOC108008822|XP_016928217.1|DSUZ	LOC110189671|XP_020815486.1|DSER
OG0000441	LOC108008775|XP_016928162.1|DSUZ	LOC110189653|XP_020815458.1|DSER
OG0000442	LOC108006803|XP_016925841.2|DSUZ	LOC110185170|XP_020809540.1|DSER
OG0000443	LOC108013304|XP_016934583.1|DSUZ	LOC110183676|XP_020807673.1|DSER
OG0000443	LOC108012529|XP_016933432.1|DSUZ	LOC110183646|XP_020807627.1|DSER
OG0000444	LOC108007875|XP_016927132.1|DSUZ	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER
OG0000444	LOC108007868|XP_016927122.1|DSUZ	LOC110183893|XP_020807897.1|DSER
OG0000446	LOC108004749|XP_036677041.1|DSUZ	LOC110184182|XP_020808251.1|DSER
OG0000446	LOC108009402|XP_016929210.1|DSUZ	LOC110185138|XP_020809498.1|DSER, LOC110185139|XP_020809499.1|DSER
OG0000447	LOC108013084|XP_016934197.1|DSUZ	LOC110177628|XP_020800101.1|DSER
OG0000448	LOC108017085|XP_016939533.2|DSUZ	LOC110186701|XP_020811633.1|DSER
OG0000448	LOC108014083|XP_016935592.2|DSUZ	LOC110186601|XP_020811491.1|DSER
OG0000449	LOC108020868|XP_036671767.1|DSUZ	LOC110185203|XP_020809588.1|DSER
OG0000449	LOC108021257|XP_016945368.1|DSUZ	LOC110185970|XP_020810648.1|DSER
OG0000450	LOC108019075|XP_016942217.1|DSUZ	LOC110180292|XP_020803608.1|DSER
OG0000450	LOC108016894|XP_036676322.1|DSUZ	LOC110175936|XP_020797776.1|DSER
OG0000451	LOC108016591|XP_016938766.1|DSUZ	LOC110182461|XP_020806156.1|DSER
OG0000451	LOC108016592|XP_036676188.1|DSUZ	LOC110182460|XP_020806155.1|DSER
OG0000453	LOC118877963|XP_036674647.1|DSUZ, LOC108020853|XP_036672809.1|DSUZ	LOC110186460|XP_020811307.1|DSER
OG0000454	LOC108015818|XP_016937871.2|DSUZ	LOC110190971|XP_020817321.1|DSER
OG0000454	LOC108013082|XP_016934196.1|DSUZ	LOC110177627|XP_020800100.1|DSER
OG0000456	LOC108020414|XP_016944206.1|DSUZ	LOC110185447|XP_020809934.1|DSER
OG0000456	LOC108020927|XP_036671536.1|DSUZ	LOC110185733|XP_020810377.1|DSER
OG0000457	LOC108005323|XP_016924031.1|DSUZ	LOC110181409|XP_020804804.1|DSER
OG0000457	LOC108019578|XP_016942904.2|DSUZ	LOC110185761|XP_020810422.1|DSER
OG0000458	LOC108014288|XP_016935825.1|DSUZ	LOC110183917|XP_020807935.1|DSER
OG0000460	LOC108007890|XP_016927151.1|DSUZ	LOC110183094|XP_020806946.1|DSER
OG0000462	LOC108010752|XP_016931167.2|DSUZ	LOC110188619|XP_020814045.1|DSER
OG0000462	LOC108017564|XP_016940139.1|DSUZ	LOC110188618|XP_020814044.1|DSER
OG0000462	LOC108017565|XP_016940140.2|DSUZ	LOC110188620|XP_020814046.1|DSER
OG0000463	LOC108007797|XP_016927042.2|DSUZ	LOC110185880|XP_020810554.1|DSER, LOC110185891|XP_020810565.1|DSER
OG0000463	LOC108011215|XP_016931797.1|DSUZ	LOC110182079|XP_020805720.1|DSER
OG0000463	LOC108007796|XP_016927041.2|DSUZ	LOC110185000|XP_020809317.1|DSER
OG0000464	LOC108014289|XP_016935840.1|DSUZ	LOC110183922|XP_020807942.1|DSER, LOC110183919|XP_020807939.1|DSER
OG0000464	LOC108014300|XP_016935856.1|DSUZ	LOC110183929|XP_020807952.1|DSER
OG0000465	LOC108011527|XP_036673957.1|DSUZ	LOC110190848|XP_020817156.1|DSER
OG0000465	LOC108011523|XP_036673955.1|DSUZ	LOC110190999|XP_020817371.1|DSER
OG0000466	LOC108016918|XP_016939330.1|DSUZ	LOC110176019|XP_020797889.1|DSER
OG0000466	LOC108013661|XP_016935075.1|DSUZ	LOC110177034|XP_020799210.1|DSER
OG0000467	LOC108018020|XP_036670100.1|DSUZ	LOC110189658|XP_020815461.1|DSER
OG0000467	LOC108017712|XP_036669874.1|DSUZ	LOC110189600|XP_020815393.1|DSER
OG0000468	LOC108010784|XP_016931201.1|DSUZ	LOC110186259|XP_020811025.1|DSER
OG0000468	LOC108009113|XP_016928673.1|DSUZ	LOC110178299|XP_020801046.1|DSER
OG0000469	LOC108014119|XP_036668774.1|DSUZ	LOC110184005|XP_020808021.1|DSER
OG0000469	LOC108014052|XP_016935562.1|DSUZ	LOC110183003|XP_020806852.1|DSER
OG0000470	LOC108017617|XP_036672103.1|DSUZ, LOC108020082|XP_036677850.1|DSUZ	LOC110177527|XP_020799945.1|DSER
OG0000470	LOC108013619|XP_036671664.1|DSUZ	LOC110179694|XP_020802963.1|DSER
OG0000471	LOC108012591|XP_016933499.1|DSUZ	LOC110177592|XP_020800035.1|DSER
OG0000471	LOC108009126|XP_016928709.1|DSUZ	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	LOC108014968|XP_016936678.2|DSUZ	LOC110184193|XP_020808283.1|DSER
OG0000473	LOC108016544|XP_036676746.1|DSUZ	LOC110180139|XP_020803444.1|DSER, LOC110180138|XP_020803443.1|DSER
OG0000474	LOC108005377|XP_016924125.1|DSUZ	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER
OG0000474	LOC108015900|XP_036671476.1|DSUZ	LOC110181260|XP_020804626.1|DSER
OG0000475	LOC108020525|XP_036672950.1|DSUZ	LOC110187715|XP_020812811.1|DSER
OG0000475	LOC118877864|XP_036674078.1|DSUZ, LOC118877773|XP_036673696.1|DSUZ, LOC108020495|XP_016944315.2|DSUZ	LOC110188027|XP_020813224.1|DSER
OG0000476	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER
OG0000476	LOC108016111|XP_016938201.1|DSUZ	LOC110190847|XP_020817154.1|DSER
OG0000477	LOC108014382|XP_016935973.2|DSUZ	LOC110184237|XP_020808356.1|DSER
OG0000477	LOC108006246|XP_036673189.1|DSUZ	LOC110184661|XP_020808928.1|DSER
OG0000478	LOC108004597|XP_016923025.2|DSUZ	LOC110184166|XP_020808236.1|DSER
OG0000478	LOC108014075|XP_016935585.1|DSUZ	LOC110186160|XP_020810870.1|DSER
OG0000479	LOC118877645|XP_036673110.1|DSUZ	LOC110191372|XP_020817883.1|DSER
OG0000480	LOC108016562|XP_016938727.1|DSUZ	LOC110182342|XP_020806042.1|DSER
OG0000480	LOC108016583|XP_016938760.1|DSUZ	LOC110182344|XP_020806043.1|DSER
OG0000482	LOC108017408|XP_016939923.2|DSUZ	LOC110176614|XP_020798699.1|DSER
OG0000482	LOC108015957|XP_016938028.2|DSUZ	LOC110188404|XP_020813788.1|DSER
OG0000483	LOC108005709|XP_016924526.2|DSUZ	LOC110186151|XP_020810861.1|DSER
OG0000483	LOC108005710|XP_016924527.2|DSUZ	LOC110186225|XP_020810947.1|DSER
OG0000484	LOC108017569|XP_016940145.2|DSUZ	LOC110188615|XP_020814041.1|DSER
OG0000484	LOC108017567|XP_016940142.1|DSUZ	LOC110188616|XP_020814042.1|DSER
OG0000485	LOC118877427|XP_036672099.1|DSUZ	LOC110178952|XP_020801912.1|DSER
OG0000485	LOC108012216|XP_036672092.1|DSUZ	LOC110178935|XP_020801891.1|DSER
OG0000486	LOC108009654|XP_016929661.1|DSUZ	LOC110181098|XP_020804426.1|DSER
OG0000486	LOC108009652|XP_016929658.1|DSUZ	LOC110181097|XP_020804425.1|DSER
OG0000487	LOC108008683|XP_016928066.1|DSUZ	LOC110189204|XP_020814834.1|DSER
OG0000487	LOC108010089|XP_016930397.1|DSUZ	LOC110189197|XP_020814827.1|DSER
OG0000488	LOC108020896|XP_016944803.2|DSUZ	LOC110187594|XP_020812646.1|DSER
OG0000488	LOC108009623|XP_016929603.1|DSUZ	LOC110181376|XP_020804764.1|DSER
OG0000489	LOC108010818|XP_016931254.2|DSUZ	LOC110176502|XP_020798535.1|DSER
OG0000489	LOC108021797|XP_016946089.1|DSUZ	LOC110176097|XP_020797995.1|DSER
OG0000490	LOC108018890|XP_036675837.1|DSUZ	LOC110176103|XP_020798001.1|DSER
OG0000490	LOC108011228|XP_016931816.1|DSUZ	LOC110181845|XP_020805411.1|DSER
OG0000491	LOC108009359|XP_016929149.1|DSUZ	LOC110178525|XP_020801340.1|DSER
OG0000492	LOC108010329|XP_016930746.1|DSUZ	LOC110177090|XP_020799277.1|DSER
OG0000492	LOC108011906|XP_016932648.1|DSUZ	LOC110186030|XP_020810725.1|DSER
OG0000493	LOC108014842|XP_036673575.1|DSUZ	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER
OG0000494	LOC108017664|XP_016940261.2|DSUZ	LOC110190506|XP_020816690.1|DSER
OG0000494	LOC108018440|XP_016941491.1|DSUZ	LOC110186083|XP_020810779.1|DSER
OG0000495	LOC108016998|XP_016939433.1|DSUZ	LOC110182569|XP_020806277.1|DSER
OG0000495	LOC108017823|XP_016940462.1|DSUZ	LOC110178319|XP_020801088.1|DSER
OG0000496	LOC108021138|XP_016945185.1|DSUZ	LOC110183129|XP_020806976.1|DSER
OG0000496	LOC108011947|XP_016932688.1|DSUZ	LOC110183927|XP_020807949.1|DSER
OG0000497	LOC108007523|XP_016926701.1|DSUZ	LOC110181200|XP_020804540.1|DSER
OG0000497	LOC108021185|XP_016945258.1|DSUZ	LOC110182683|XP_020806434.1|DSER
OG0000498	LOC108020620|XP_036673411.1|DSUZ	LOC110186146|XP_020810856.1|DSER
OG0000499	LOC108017809|XP_016940446.1|DSUZ	LOC110182915|XP_020806776.1|DSER
OG0000499	LOC108016836|XP_016939147.1|DSUZ	LOC110179499|XP_020802733.1|DSER
OG0000500	LOC108007747|XP_036672076.1|DSUZ	LOC110190890|XP_020817207.1|DSER
OG0000500	LOC108007757|XP_016927000.2|DSUZ	LOC110178950|XP_020801910.1|DSER
OG0000501	LOC108019588|XP_016942918.1|DSUZ	LOC110176180|XP_020798090.1|DSER
OG0000501	LOC108019591|XP_016942919.1|DSUZ	LOC110176189|XP_020798102.1|DSER
OG0000501	LOC108005397|XP_016924152.1|DSUZ	LOC110177879|XP_020800503.1|DSER
OG0000502	LOC108009465|XP_016929333.1|DSUZ	LOC110179199|XP_020802275.1|DSER
OG0000503	LOC108008258|XP_016927536.1|DSUZ	LOC110185501|XP_020810054.1|DSER
OG0000503	LOC108008257|XP_016927535.2|DSUZ	LOC110185503|XP_020810057.1|DSER
OG0000504	LOC108006687|XP_016925714.2|DSUZ	LOC110183558|XP_020807518.1|DSER
OG0000505	LOC108018884|XP_036675752.1|DSUZ	LOC110179747|XP_020803021.1|DSER
OG0000505	LOC108019217|XP_016942501.1|DSUZ	LOC110179751|XP_020803026.1|DSER
OG0000506	LOC108005036|XP_036673419.1|DSUZ	LOC110189034|XP_020814662.1|DSER
OG0000506	LOC108005035|XP_016923661.2|DSUZ	LOC110189038|XP_020814666.1|DSER
OG0000507	LOC108004663|XP_016923128.1|DSUZ	LOC110182054|XP_020805669.1|DSER
OG0000507	LOC108004664|XP_016923129.1|DSUZ	LOC110182092|XP_020805732.1|DSER
OG0000508	LOC108012744|XP_016933667.2|DSUZ	LOC110178795|XP_020801706.1|DSER
OG0000508	LOC108013204|XP_016934403.1|DSUZ	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	LOC108009916|XP_016930130.1|DSUZ	LOC110177555|XP_020799989.1|DSER
OG0000509	LOC108009621|XP_016929598.1|DSUZ	LOC110181469|XP_020804882.1|DSER
OG0000510	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ	LOC110179275|XP_020802421.1|DSER
OG0000510	LOC108010011|XP_016930292.1|DSUZ	LOC110179276|XP_020802422.1|DSER
OG0000511	LOC108004657|XP_016923106.1|DSUZ	LOC110184918|XP_020809222.1|DSER
OG0000511	LOC108021478|XP_016945709.1|DSUZ	LOC110184891|XP_020809196.1|DSER
OG0000512	LOC108016168|XP_016938282.1|DSUZ	LOC110183165|XP_020807016.1|DSER
OG0000512	LOC108010686|XP_016931084.2|DSUZ	LOC110178868|XP_020801801.1|DSER
OG0000513	LOC108018186|XP_016941179.1|DSUZ	LOC110189268|XP_020814942.1|DSER
OG0000513	LOC108021195|XP_016945274.1|DSUZ	LOC110183775|XP_020807791.1|DSER
OG0000514	LOC108014280|XP_016935813.1|DSUZ	LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	LOC108014302|XP_016935858.1|DSUZ	LOC110183911|XP_020807915.1|DSER
OG0000515	LOC108014633|XP_036672114.1|DSUZ	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000516	LOC108005280|XP_016923959.1|DSUZ	LOC110187129|XP_020812199.1|DSER
OG0000516	LOC108005288|XP_016923973.1|DSUZ	LOC110187149|XP_020812221.1|DSER
OG0000517	LOC118877282|XP_036671111.1|DSUZ	LOC110189862|XP_020815740.1|DSER
OG0000517	LOC108013769|XP_036671112.1|DSUZ	LOC110189860|XP_020815738.1|DSER
OG0000518	LOC108006833|XP_016925870.2|DSUZ	LOC110176722|XP_020798822.1|DSER
OG0000518	LOC108013198|XP_016934396.1|DSUZ	LOC110191302|XP_020817772.1|DSER
OG0000518	LOC108012585|XP_016933491.2|DSUZ, LOC108006881|XP_036672002.1|DSUZ	LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER
OG0000519	LOC118876811|XP_036668656.1|DSUZ, LOC108006355|XP_016925365.1|DSUZ	LOC110187523|XP_020812578.1|DSER
OG0000520	LOC108011002|XP_016931517.2|DSUZ, LOC118879425|XP_036678188.1|DSUZ, LOC118879577|XP_036678372.1|DSUZ	LOC110178958|XP_020801920.1|DSER
OG0000521	LOC108004832|XP_016923397.2|DSUZ	LOC110182031|XP_020805620.1|DSER
OG0000521	LOC108004831|XP_036676028.1|DSUZ	LOC110182032|XP_020805621.1|DSER
OG0000522	LOC108011282|XP_016931877.2|DSUZ	LOC110188505|XP_020813898.1|DSER
OG0000522	LOC108006311|XP_036676167.1|DSUZ	LOC110184251|XP_020808371.1|DSER
OG0000523	LOC108005046|XP_016923673.2|DSUZ	LOC110191312|XP_020817790.1|DSER
OG0000523	LOC108015167|XP_016936933.1|DSUZ	LOC110176082|XP_020797983.1|DSER
OG0000524	LOC108005987|XP_016924916.2|DSUZ	LOC110177426|XP_020799807.1|DSER
OG0000524	LOC118877643|XP_036673089.1|DSUZ	LOC110191360|XP_020817867.1|DSER
OG0000524	LOC108020562|XP_036673033.1|DSUZ	LOC110189030|XP_020814659.1|DSER
OG0000525	LOC108009363|XP_016929153.1|DSUZ	LOC110188987|XP_020814595.1|DSER
OG0000525	LOC108009362|XP_016929152.1|DSUZ	LOC110188986|XP_020814594.1|DSER
OG0000526	LOC108009284|XP_016929006.1|DSUZ	LOC110177188|XP_020799442.1|DSER
OG0000526	LOC108018138|XP_016941084.1|DSUZ	LOC110177140|XP_020799377.1|DSER
OG0000527	LOC108021217|XP_036668816.1|DSUZ	LOC110187498|XP_020812550.1|DSER
OG0000527	LOC108021083|XP_016945090.1|DSUZ	LOC110187536|XP_020812589.1|DSER
OG0000528	LOC108019656|XP_016943037.1|DSUZ	LOC110183785|XP_020807801.1|DSER
OG0000529	LOC108009810|XP_016929980.1|DSUZ	LOC110184964|XP_020809271.1|DSER
OG0000529	LOC108014970|XP_016936683.1|DSUZ	LOC110187374|XP_020812423.1|DSER
OG0000530	LOC108018736|XP_016941799.2|DSUZ	LOC110178608|XP_020801452.1|DSER
OG0000530	LOC108012589|XP_016933496.1|DSUZ	LOC110188887|XP_020814463.1|DSER
OG0000531	LOC108019142|XP_016942383.1|DSUZ	LOC110178108|XP_020800782.1|DSER
OG0000532	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ	LOC110188006|XP_020813188.1|DSER
OG0000532	LOC108018295|XP_016941310.2|DSUZ	LOC110188005|XP_020813186.1|DSER
OG0000533	LOC108015350|XP_016937250.1|DSUZ	LOC110176029|XP_020797898.1|DSER
OG0000533	LOC108007957|XP_016927216.1|DSUZ	LOC110187943|XP_020813116.1|DSER
OG0000534	LOC108005347|XP_016924075.1|DSUZ	LOC110180325|XP_020803641.1|DSER
OG0000534	LOC108020770|XP_016944641.1|DSUZ	LOC110185545|XP_020810118.1|DSER
OG0000535	LOC108009646|XP_016929639.1|DSUZ	LOC110180040|XP_020803311.1|DSER
OG0000535	LOC108019892|XP_016943460.1|DSUZ	LOC110176886|XP_020799029.1|DSER
OG0000536	LOC108013610|XP_036671670.1|DSUZ	LOC110176177|XP_020798079.1|DSER
OG0000537	LOC108017788|XP_016940419.1|DSUZ	LOC110189300|XP_020814989.1|DSER
OG0000538	LOC108009193|XP_016928834.1|DSUZ	LOC110191630|XP_020818182.1|DSER
OG0000538	LOC108018106|XP_016941009.1|DSUZ	LOC110178407|XP_020801207.1|DSER
OG0000539	LOC108016309|XP_016938432.1|DSUZ	LOC110186215|XP_020810937.1|DSER
OG0000539	LOC108014057|XP_016935564.1|DSUZ	LOC110186190|XP_020810907.1|DSER
OG0000540	LOC108008299|XP_016927605.1|DSUZ	LOC110187269|XP_020812315.1|DSER
OG0000542	LOC108015729|XP_036674607.1|DSUZ	LOC110186788|XP_020811725.1|DSER
OG0000542	LOC108020426|XP_016944227.1|DSUZ	LOC110185410|XP_020809876.1|DSER
OG0000543	LOC108007777|XP_016927022.2|DSUZ	LOC110184670|XP_020808940.1|DSER
OG0000543	LOC108019564|XP_016942891.1|DSUZ	LOC110182885|XP_020806688.1|DSER
OG0000544	LOC108013470|XP_016934841.1|DSUZ	LOC110178724|XP_020801589.1|DSER
OG0000544	LOC108011785|XP_016932511.1|DSUZ	LOC110184507|XP_020808731.1|DSER
OG0000545	LOC108020783|XP_016944650.2|DSUZ	LOC110187823|XP_020812958.1|DSER
OG0000545	LOC108020785|XP_036674579.1|DSUZ	LOC110187739|XP_020812855.1|DSER
OG0000546	LOC108007653|XP_016926865.2|DSUZ	LOC110188731|XP_020814204.1|DSER
OG0000546	LOC108006568|XP_016925592.1|DSUZ	LOC110179470|XP_020802700.1|DSER
OG0000547	LOC108019357|XP_016942667.1|DSUZ, LOC108010540|XP_016930908.2|DSUZ	LOC110187897|XP_020813051.1|DSER
OG0000548	LOC108013099|XP_016934234.1|DSUZ	LOC110190295|XP_020816338.1|DSER
OG0000548	LOC108013301|XP_016934581.1|DSUZ	LOC110190296|XP_020816339.1|DSER
OG0000549	LOC108010152|XP_016930476.1|DSUZ	LOC110177056|XP_020799233.1|DSER
OG0000550	LOC108013050|XP_016934149.1|DSUZ	LOC110178745|XP_020801635.1|DSER
OG0000550	LOC108012932|XP_016933956.1|DSUZ	LOC110178791|XP_020801703.1|DSER
OG0000551	LOC108017782|XP_036669873.1|DSUZ	LOC110178527|XP_020801342.1|DSER
OG0000552	LOC108016487|XP_016938643.2|DSUZ	LOC110186838|XP_020811787.1|DSER
OG0000552	LOC108016486|XP_036675629.1|DSUZ	LOC110186668|XP_020811592.1|DSER
OG0000553	LOC108021070|XP_016945071.1|DSUZ	LOC110177872|XP_020800488.1|DSER
OG0000554	LOC118877964|XP_036674650.1|DSUZ	LOC110185315|XP_020809743.1|DSER
