Orthogroup	DSUZ.longest_only	DYAK.longest_only
OG0001143	LOC108015552|XP_016937524.1|DSUZ	LOC6538495|XP_002099017.1|DYAK, LOC6528253|XP_002089306.1|DYAK
OG0001144	LOC108016420|XP_036672719.1|DSUZ, LOC108014872|XP_036675052.1|DSUZ	LOC6535959|XP_002096575.1|DYAK
OG0001144	LOC108008767|XP_016928153.1|DSUZ	LOC6531374|XP_002092177.2|DYAK
OG0001145	LOC108009150|XP_016928744.1|DSUZ	LOC6528789|XP_002089823.1|DYAK
OG0001145	LOC108008435|XP_016927773.1|DSUZ	LOC6528790|XP_002089824.1|DYAK
OG0001146	LOC108007900|XP_016927161.1|DSUZ	LOC6527506|XP_002088596.1|DYAK
OG0001146	LOC108018992|XP_016942090.1|DSUZ	LOC6525361|XP_002101197.1|DYAK
OG0001147	LOC108010483|XP_016930843.2|DSUZ	LOC26535564|XP_039230200.1|DYAK, LOC6540388|XP_039230201.1|DYAK, LOC6534270|XP_039230202.1|DYAK, LOC120320446|XP_039230205.1|DYAK, LOC26534890|XP_015050538.2|DYAK
OG0001148	LOC108020966|XP_016944901.1|DSUZ, LOC108020968|XP_016944902.1|DSUZ, LOC108020965|XP_016944900.1|DSUZ	LOC6526754|XP_002087857.1|DYAK
OG0001149	LOC108012306|XP_016933096.2|DSUZ	LOC6534711|XP_002095386.2|DYAK
OG0001149	LOC108005765|XP_036671682.1|DSUZ	LOC6533333|XP_002094059.1|DYAK
OG0001150	LOC108006652|XP_016925679.1|DSUZ, LOC118878922|XP_036677801.1|DSUZ, LOC108008389|XP_016927723.1|DSUZ	LOC6531310|XP_002092114.1|DYAK
OG0001151	LOC118876769|XP_016935723.2|DSUZ, LOC108014197|XP_016935722.2|DSUZ	LOC6535702|XP_002096329.1|DYAK
OG0001151	LOC108014199|XP_016935725.1|DSUZ	LOC6535703|XP_002096330.1|DYAK
OG0001152	LOC108017874|XP_016940524.1|DSUZ	LOC6530850|XP_002091731.1|DYAK
OG0001152	LOC108016022|XP_016938106.2|DSUZ	LOC6527954|XP_002089021.1|DYAK
OG0001153	LOC108009886|XP_016930084.2|DSUZ	LOC6531909|XP_039228908.1|DYAK
OG0001154	LOC108021387|XP_016945573.1|DSUZ	LOC6527948|XP_015053846.1|DYAK
OG0001155	LOC108015303|XP_016937169.1|DSUZ	LOC6524044|XP_002099913.1|DYAK
OG0001157	LOC108018765|XP_036673707.1|DSUZ, LOC118878582|XP_036677503.1|DSUZ	LOC6536927|XP_002097496.1|DYAK
OG0001158	LOC108015462|XP_016937386.1|DSUZ	LOC6528149|XP_002089215.2|DYAK
OG0001159	LOC108010724|XP_036674711.1|DSUZ	LOC6538058|XP_015048628.1|DYAK
OG0001160	LOC108016365|XP_036675243.1|DSUZ, LOC118877558|XP_036672624.1|DSUZ	LOC6535979|XP_002096594.1|DYAK
OG0001161	LOC108020846|XP_036674569.1|DSUZ, LOC118877613|XP_036672859.1|DSUZ	LOC6537370|XP_015048299.1|DYAK
OG0001162	LOC108017505|XP_016940055.2|DSUZ	LOC6536373|XP_002096955.1|DYAK
OG0001163	LOC108017550|XP_036674354.1|DSUZ, LOC108010982|XP_036672666.1|DSUZ	LOC6536985|XP_015048040.1|DYAK
OG0001164	LOC108006448|XP_016925462.1|DSUZ	LOC6537694|XP_002098239.1|DYAK
OG0001165	LOC118876982|XP_036669623.1|DSUZ, LOC108009034|XP_016928497.1|DSUZ, LOC118876981|XP_036669622.1|DSUZ, LOC108009033|XP_016928495.1|DSUZ	LOC6531817|XP_002092604.1|DYAK
OG0001166	LOC108012451|XP_036670780.1|DSUZ	LOC6533506|XP_039230329.1|DYAK
OG0001167	LOC108008642|XP_016928013.1|DSUZ	LOC6528889|XP_039226306.1|DYAK
OG0001168	LOC108018149|XP_016941102.1|DSUZ	LOC6531129|XP_002091963.1|DYAK
OG0001169	LOC108004759|XP_016923285.1|DSUZ	LOC6525649|XP_002101471.1|DYAK
OG0001170	LOC108014863|XP_016936568.1|DSUZ	LOC6537869|XP_002098410.1|DYAK
OG0001171	LOC108013052|XP_016934151.1|DSUZ	LOC6532659|XP_015049514.1|DYAK
OG0001172	LOC108008295|XP_016927596.1|DSUZ	LOC6530596|XP_002091509.1|DYAK
OG0001173	LOC108010830|XP_016931285.2|DSUZ	LOC6539030|XP_002099532.3|DYAK
OG0001174	LOC108013624|XP_016935056.1|DSUZ	LOC6533186|XP_002093912.1|DYAK
OG0001174	LOC108013237|XP_016934459.1|DSUZ	LOC6533185|XP_002093911.1|DYAK
OG0001175	LOC108008454|XP_016927796.1|DSUZ	LOC6531236|XP_002092048.1|DYAK
OG0001176	LOC108009125|XP_016928704.1|DSUZ	LOC6530366|XP_015051953.1|DYAK
OG0001177	LOC108020895|XP_016944798.1|DSUZ	LOC6529464|XP_015052361.1|DYAK
OG0001178	LOC108008908|XP_016928303.2|DSUZ	LOC6530735|XP_002091625.2|DYAK
OG0001179	LOC108009497|XP_016929380.1|DSUZ	LOC6530272|XP_002091204.1|DYAK
OG0001180	LOC108020343|XP_016943987.1|DSUZ	LOC6523707|XP_015046755.1|DYAK
OG0001181	LOC108014260|XP_016935788.2|DSUZ	LOC6534458|XP_015050644.1|DYAK
OG0001182	LOC108011101|XP_036674385.1|DSUZ	LOC6537892|XP_015048562.1|DYAK
OG0001183	LOC108011688|XP_036674260.1|DSUZ	LOC6537426|XP_039231088.1|DYAK
OG0001184	LOC108018587|XP_036673510.1|DSUZ	LOC6535503|XP_039231401.1|DYAK
OG0001185	LOC108011512|XP_036673974.1|DSUZ	LOC26536335|XP_039232426.1|DYAK
OG0001186	LOC108011786|XP_016932514.1|DSUZ	LOC6535995|XP_039231605.1|DYAK
OG0001187	LOC108009527|XP_016929450.1|DSUZ	LOC6530434|XP_015051946.1|DYAK
OG0001188	LOC108019924|XP_016943522.1|DSUZ	LOC6530070|XP_002091016.1|DYAK
OG0001189	LOC108010203|XP_016930535.2|DSUZ	LOC6531752|XP_002092542.1|DYAK
OG0001190	LOC108005659|XP_036675904.1|DSUZ	LOC6539107|XP_002086009.1|DYAK
OG0001191	LOC108007108|XP_016926202.1|DSUZ	LOC6527838|XP_002088910.2|DYAK
OG0001192	LOC108007151|XP_016926273.1|DSUZ	LOC6527027|XP_002088122.2|DYAK
OG0001193	LOC108010567|XP_016930936.1|DSUZ, LOC108019433|XP_016942745.1|DSUZ	LOC6535849|XP_002096470.1|DYAK
OG0001194	LOC108016910|XP_016939316.1|DSUZ	LOC6523802|XP_002099677.2|DYAK
OG0001195	LOC108019652|XP_016943026.1|DSUZ	LOC6528566|XP_002089610.2|DYAK
OG0001196	LOC108008052|XP_016927323.2|DSUZ, LOC108019150|XP_016942388.1|DSUZ	LOC6524369|XP_002100227.1|DYAK, LOC6527035|XP_002088129.3|DYAK
OG0001197	LOC108015815|XP_036673431.1|DSUZ	LOC6538266|XP_002098793.1|DYAK
OG0001197	LOC118877649|XP_036673131.1|DSUZ	LOC6537795|XP_002098336.1|DYAK
OG0001198	LOC108016172|XP_036673116.1|DSUZ	LOC6537672|XP_039231705.1|DYAK
OG0001198	LOC108016183|XP_016938296.2|DSUZ	LOC6537673|XP_002098218.1|DYAK
OG0001200	LOC108013547|XP_016934947.1|DSUZ	LOC6529489|XP_002090491.1|DYAK
OG0001201	LOC108012105|XP_016932872.2|DSUZ	LOC6538520|XP_002099042.1|DYAK
OG0001202	LOC108020469|XP_016944283.2|DSUZ	LOC6526238|XP_002102047.1|DYAK
OG0001203	LOC108020394|XP_016944154.1|DSUZ	LOC6523755|XP_002099630.1|DYAK
OG0001204	LOC108021556|XP_016945814.1|DSUZ	LOC6527557|XP_002088647.2|DYAK
OG0001205	LOC108016276|XP_016938392.2|DSUZ	LOC6537471|XP_002098027.1|DYAK
OG0001206	LOC108007806|XP_016927051.1|DSUZ	LOC6535802|XP_039230984.1|DYAK
OG0001207	LOC108005299|XP_016923999.1|DSUZ	LOC6525314|XP_039231389.1|DYAK
OG0001208	LOC108015177|XP_036676793.1|DSUZ	LOC6525971|XP_039233402.1|DYAK
OG0001209	LOC118879033|XP_036677920.1|DSUZ	LOC6536873|XP_039231530.1|DYAK
OG0001210	LOC108006349|XP_016925354.1|DSUZ	LOC6524736|XP_002100580.1|DYAK
OG0001211	LOC108013862|XP_016935352.1|DSUZ	LOC26536246|XP_039231020.1|DYAK
OG0001212	LOC108013741|XP_016935182.1|DSUZ	LOC6524658|XP_002100515.1|DYAK
OG0001213	LOC108012053|XP_036675497.1|DSUZ	LOC6535475|XP_002096106.2|DYAK
OG0001214	LOC118877638|XP_036673043.1|DSUZ	LOC6537788|XP_002098329.1|DYAK
OG0001215	LOC108014380|XP_016935970.1|DSUZ	LOC6537544|XP_002098090.1|DYAK
OG0001216	LOC108014617|XP_036674168.1|DSUZ, LOC108006766|XP_036675344.1|DSUZ	LOC6537279|XP_039232743.1|DYAK
OG0001217	LOC108013785|XP_016935242.2|DSUZ	LOC120321048|XP_039228254.1|DYAK
OG0001217	LOC108005942|XP_036678353.1|DSUZ	LOC6529165|XP_039228253.1|DYAK
OG0001218	LOC108014860|XP_036674271.1|DSUZ	LOC6537870|XP_002098411.1|DYAK
OG0001220	LOC108017825|XP_016940466.1|DSUZ	LOC6528400|XP_002089447.1|DYAK
OG0001221	LOC108010001|XP_016930277.1|DSUZ	LOC6530763|XP_002091651.1|DYAK
OG0001222	LOC108018345|XP_036673502.1|DSUZ	LOC6538116|XP_002098651.1|DYAK
OG0001223	LOC118878516|XP_036677413.1|DSUZ, LOC108011692|XP_016932390.2|DSUZ	LOC6539164|XP_002086065.2|DYAK
OG0001224	LOC108008495|XP_016927849.1|DSUZ	LOC6531361|XP_002092164.1|DYAK
OG0001225	LOC108018129|XP_016941059.1|DSUZ	LOC6528428|XP_015054367.1|DYAK
OG0001226	LOC108010116|XP_016930429.1|DSUZ	LOC6529284|XP_002090289.1|DYAK
OG0001227	LOC108011348|XP_016931950.1|DSUZ	LOC6526941|XP_015053536.1|DYAK
OG0001228	LOC108019148|XP_016942386.1|DSUZ	LOC6524878|XP_002100718.1|DYAK
OG0001229	LOC108011044|XP_036677820.1|DSUZ	LOC26535340|XP_039227449.1|DYAK
OG0001229	LOC118879635|XP_036678423.1|DSUZ	LOC120322142|XP_039232928.1|DYAK
OG0001230	LOC108009710|XP_016929755.1|DSUZ	LOC6531423|XP_002092226.1|DYAK
OG0001231	LOC108014038|XP_016935544.1|DSUZ, LOC118878191|XP_036675910.1|DSUZ	LOC6532176|XP_002090163.1|DYAK
OG0001232	LOC108018947|XP_016942038.2|DSUZ	LOC6527635|XP_002088723.1|DYAK, LOC6527636|XP_002088724.2|DYAK
OG0001233	LOC108008536|XP_016927899.1|DSUZ	LOC6526912|XP_002088011.1|DYAK
OG0001234	LOC108009206|XP_016928856.1|DSUZ	LOC6531492|XP_002092291.1|DYAK
OG0001235	LOC108021510|XP_016945753.1|DSUZ	LOC6526318|XP_002087440.1|DYAK
OG0001236	LOC108005889|XP_016924768.2|DSUZ	LOC6534816|XP_002095488.3|DYAK
OG0001237	LOC108015585|XP_036672609.1|DSUZ	LOC6535741|XP_015047326.1|DYAK
OG0001238	LOC108015824|XP_036675315.1|DSUZ	LOC6538423|XP_039231226.1|DYAK
OG0001240	LOC108014060|XP_016935567.2|DSUZ	LOC6538410|XP_002098934.1|DYAK
OG0001241	LOC108008890|XP_016928283.1|DSUZ	LOC6530124|XP_002091070.2|DYAK
OG0001242	LOC108019116|XP_016942330.1|DSUZ	LOC6526087|XP_002101904.1|DYAK
OG0001243	LOC108010680|XP_036672277.1|DSUZ	LOC6534920|XP_015050928.1|DYAK
OG0001244	LOC108006763|XP_036675474.1|DSUZ, LOC108006790|XP_036674313.1|DSUZ	LOC6537286|XP_002097844.1|DYAK
OG0001245	LOC108018287|XP_036674689.1|DSUZ	LOC26535590|XP_039231611.1|DYAK
OG0001246	LOC108008562|XP_016927922.1|DSUZ	LOC6531940|XP_002092726.1|DYAK
OG0001247	LOC108019362|XP_036677485.1|DSUZ	LOC26535936|XP_015045284.1|DYAK
OG0001248	LOC108012868|XP_016933840.1|DSUZ	LOC6532641|XP_002093385.1|DYAK
OG0001249	LOC108011163|XP_016931740.1|DSUZ	LOC6525485|XP_002101320.1|DYAK
OG0001251	LOC108013946|XP_036675221.1|DSUZ	LOC6536031|XP_002096646.3|DYAK
OG0001251	LOC108013953|XP_016935451.2|DSUZ	LOC26536333|XP_039230975.1|DYAK
OG0001253	LOC108008664|XP_016928044.1|DSUZ	LOC6530141|XP_002091086.1|DYAK
OG0001254	LOC108009002|XP_016928436.1|DSUZ	LOC6530753|XP_002091643.1|DYAK
OG0001255	LOC108017818|XP_016940457.1|DSUZ	LOC6528423|XP_002089469.1|DYAK
OG0001256	LOC108007136|XP_016926230.1|DSUZ	LOC6532779|XP_002093521.1|DYAK
OG0001256	LOC108009030|XP_016928491.1|DSUZ	LOC6532128|XP_002092904.1|DYAK
OG0001257	LOC108020331|XP_036670564.1|DSUZ	LOC6523749|XP_039232984.1|DYAK
OG0001258	LOC108006092|XP_036673073.1|DSUZ	LOC6536202|XP_002096793.1|DYAK
OG0001259	LOC108016966|XP_016939393.1|DSUZ	LOC6524391|XP_002100249.1|DYAK
OG0001260	LOC108013945|XP_016935445.2|DSUZ	LOC6536482|XP_002097060.1|DYAK
OG0001261	LOC108014604|XP_036677637.1|DSUZ	LOC6526132|XP_002101949.2|DYAK
OG0001262	LOC108013929|XP_016935427.2|DSUZ	LOC6533670|XP_002094376.3|DYAK
OG0001263	LOC108017321|XP_016939838.2|DSUZ	LOC6538640|XP_002099160.1|DYAK
OG0001264	LOC108021722|XP_016946047.1|DSUZ	LOC6526769|XP_002087872.2|DYAK
OG0001265	LOC108016967|XP_016939395.1|DSUZ	LOC6523955|XP_015045396.1|DYAK
OG0001266	LOC108010210|XP_016930543.1|DSUZ	LOC6531625|XP_002092422.2|DYAK
OG0001267	LOC108015694|XP_036673041.1|DSUZ	LOC6537708|XP_002098253.1|DYAK
OG0001268	LOC108020277|XP_016943893.2|DSUZ	LOC6539926|XP_039231886.1|DYAK
OG0001269	LOC108009224|XP_016928875.1|DSUZ	LOC6530246|XP_002091183.1|DYAK
OG0001270	LOC108016270|XP_016938384.1|DSUZ	LOC6537478|XP_002098034.1|DYAK
OG0001271	LOC108009966|XP_016930215.1|DSUZ	LOC6528862|XP_002089894.1|DYAK
OG0001272	LOC108013281|XP_016934543.1|DSUZ	LOC6532477|XP_015049379.2|DYAK
OG0001273	LOC118877927|XP_036674397.1|DSUZ	LOC6535425|XP_002096074.1|DYAK
OG0001274	LOC108005858|XP_016924723.1|DSUZ	LOC6539710|XP_002086595.1|DYAK
OG0001275	LOC108006565|XP_016925586.1|DSUZ	LOC6524734|XP_015045857.1|DYAK
OG0001276	LOC108011820|XP_036671385.1|DSUZ	LOC6532883|XP_002093619.1|DYAK
OG0001277	LOC108012661|XP_016933576.2|DSUZ	LOC6533455|XP_039230310.1|DYAK
OG0001278	LOC108013093|XP_036672042.1|DSUZ	LOC6532519|XP_002093265.1|DYAK
OG0001279	LOC108012982|XP_016934037.1|DSUZ	LOC6532567|XP_039230770.1|DYAK
OG0001280	LOC108012931|XP_016933954.1|DSUZ	LOC6532195|XP_002092969.1|DYAK
OG0001281	LOC108013564|XP_016934971.1|DSUZ	LOC6532457|XP_002093204.2|DYAK
OG0001282	LOC108017683|XP_016940284.1|DSUZ	LOC6526651|XP_002087759.1|DYAK
OG0001283	LOC108009597|XP_016929559.1|DSUZ	LOC6531482|XP_002092281.1|DYAK
OG0001284	LOC108018771|XP_036677495.1|DSUZ	LOC6539076|XP_002085981.1|DYAK
OG0001285	LOC108013416|XP_016934763.1|DSUZ	LOC6532252|XP_002093024.1|DYAK
OG0001286	LOC108006453|XP_016925469.1|DSUZ	LOC6529276|XP_002090281.1|DYAK
OG0001287	LOC118877849|XP_036674010.1|DSUZ	LOC6537227|XP_002097785.1|DYAK
OG0001288	LOC108021348|XP_016945519.1|DSUZ	LOC6526345|XP_002087467.1|DYAK
OG0001289	LOC108021342|XP_016945509.1|DSUZ	LOC6529258|XP_039228228.1|DYAK
OG0001290	LOC108021033|XP_016945105.1|DSUZ	LOC6527578|XP_039226703.1|DYAK
OG0001291	LOC108017941|XP_016940659.1|DSUZ	LOC6531926|XP_002092712.1|DYAK
OG0001292	LOC108009386|XP_036668914.1|DSUZ	LOC6531371|XP_002092174.2|DYAK
OG0001293	LOC108017004|XP_016939445.1|DSUZ	LOC6524248|XP_002100111.1|DYAK
OG0001294	LOC108017475|XP_016940008.1|DSUZ	LOC6536386|XP_002096968.1|DYAK
OG0001295	LOC108018906|XP_016941987.1|DSUZ	LOC6524872|XP_002100712.1|DYAK
OG0001296	LOC108018805|XP_036678012.1|DSUZ	LOC6539122|XP_002086023.1|DYAK
OG0001297	LOC108017308|XP_016939820.2|DSUZ	LOC6538656|XP_002099176.1|DYAK
OG0001298	LOC108013852|XP_016935329.2|DSUZ	LOC26536068|XP_039231495.1|DYAK
OG0001299	LOC108014457|XP_036671181.1|DSUZ	LOC6533024|XP_002093759.1|DYAK
OG0001300	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ	LOC6536601|XP_002097177.1|DYAK
OG0001301	LOC108008444|XP_016927786.1|DSUZ	LOC6527026|XP_002088121.1|DYAK
OG0001302	LOC108018783|XP_016941857.1|DSUZ	LOC6530853|XP_002091732.1|DYAK
OG0001303	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ	LOC6536681|XP_002097254.1|DYAK, LOC6536680|XP_002097253.1|DYAK
OG0001304	LOC108018096|XP_016940991.1|DSUZ	LOC6529879|XP_039228059.1|DYAK
OG0001305	LOC108016271|XP_036675020.1|DSUZ	LOC6537477|XP_002098033.2|DYAK
OG0001306	LOC108015679|XP_036673820.1|DSUZ	LOC6536699|XP_002097271.2|DYAK
OG0001307	LOC108011445|XP_016932070.1|DSUZ	LOC6533132|XP_002093858.1|DYAK
OG0001308	LOC108016952|XP_016939376.1|DSUZ	LOC6524417|XP_002100275.1|DYAK
OG0001309	LOC108004954|XP_036673733.1|DSUZ	LOC6537037|XP_002097604.1|DYAK
OG0001310	LOC108005481|XP_036675707.1|DSUZ	LOC6525108|XP_039226331.1|DYAK
OG0001311	LOC108010419|XP_036676021.1|DSUZ	LOC6525810|XP_039233240.1|DYAK
OG0001312	LOC108014597|XP_036670433.1|DSUZ	LOC6533662|XP_002094368.1|DYAK
OG0001313	LOC108010192|XP_016930523.1|DSUZ	LOC6530449|XP_002091365.1|DYAK
OG0001314	LOC108021557|XP_016945815.1|DSUZ	LOC6527558|XP_002088648.1|DYAK
OG0001315	LOC108016646|XP_016938842.1|DSUZ	LOC6524468|XP_002100325.1|DYAK
OG0001316	LOC108017821|XP_016940460.1|DSUZ	LOC6531130|XP_002091964.1|DYAK
OG0001316	LOC108008246|XP_016927526.1|DSUZ	LOC6531373|XP_002092176.1|DYAK
OG0001317	LOC108021232|XP_016945327.1|DSUZ	LOC6529021|XP_015054150.1|DYAK
OG0001318	LOC108017658|XP_016940262.1|DSUZ	LOC6526650|XP_002087758.1|DYAK
OG0001319	LOC108021543|XP_016945798.1|DSUZ	LOC6528210|XP_002089272.3|DYAK
OG0001319	LOC108021544|XP_016945800.1|DSUZ	LOC6528209|XP_002089271.1|DYAK
OG0001320	LOC108008494|XP_016927844.1|DSUZ	LOC6530152|XP_002091094.1|DYAK
OG0001321	LOC108017828|XP_016940469.1|DSUZ	LOC6531018|XP_002091855.1|DYAK
OG0001322	LOC108011673|XP_036674460.1|DSUZ	LOC6537422|XP_015048342.1|DYAK
OG0001322	LOC108016250|XP_016938363.2|DSUZ	LOC6535396|XP_002096046.2|DYAK
OG0001323	LOC108012991|XP_016934055.1|DSUZ	LOC6526790|XP_015053459.1|DYAK
OG0001323	LOC108011088|XP_016931646.1|DSUZ	LOC26534817|XP_015054554.1|DYAK
OG0001324	LOC108010453|XP_016930812.1|DSUZ	LOC6529475|XP_002090477.1|DYAK
OG0001325	LOC108006483|XP_016925494.2|DSUZ, LOC108007057|XP_036672977.1|DSUZ	LOC6536223|XP_002096814.1|DYAK
OG0001325	LOC108006489|XP_016925502.2|DSUZ, LOC108007056|XP_036672976.1|DSUZ	LOC6536224|XP_002096815.1|DYAK
OG0001326	LOC108006514|XP_036675352.1|DSUZ	LOC6538878|XP_039231311.1|DYAK
OG0001328	LOC108018918|XP_016941999.1|DSUZ	LOC6524906|XP_002100746.1|DYAK
OG0001329	LOC108005460|XP_016924245.1|DSUZ	LOC6524997|XP_002100837.1|DYAK
OG0001330	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ	LOC6524713|XP_039226121.1|DYAK
OG0001331	LOC108016587|XP_016938761.1|DSUZ	LOC6523925|XP_002099798.1|DYAK
OG0001332	LOC108005396|XP_016924148.1|DSUZ	LOC6525620|XP_002101455.1|DYAK
OG0001333	LOC108006557|XP_016925580.1|DSUZ	LOC6526697|XP_002087800.1|DYAK
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC6538890|XP_002099394.1|DYAK
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC6536745|XP_002097317.1|DYAK
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC6525610|XP_039233642.1|DYAK
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC6531688|XP_002092479.1|DYAK
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC6530100|XP_002091046.1|DYAK
OG0001340	LOC108007415|XP_036677442.1|DSUZ	LOC6539975|XP_039233305.1|DYAK
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC6538675|XP_002099194.1|DYAK
OG0001342	LOC118878124|XP_036675492.1|DSUZ	LOC6538819|XP_002099332.2|DYAK
OG0001343	LOC118877991|XP_036674824.1|DSUZ	LOC120321938|XP_039232173.1|DYAK
OG0001343	LOC108016037|XP_016938120.2|DSUZ	LOC6537581|XP_002098127.3|DYAK
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC6538955|XP_002099458.1|DYAK
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC6536466|XP_002097047.1|DYAK
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC6536328|XP_002096912.2|DYAK
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC6526213|XP_002102022.1|DYAK
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC6525591|XP_002101426.1|DYAK
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC6532722|XP_015049571.1|DYAK
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC6533702|XP_002094407.1|DYAK
OG0001351	LOC108008529|XP_016927889.1|DSUZ	LOC6528850|XP_002089882.1|DYAK
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC6529088|XP_039227734.1|DYAK
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC6534478|XP_002095155.2|DYAK
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC6531866|XP_015051586.1|DYAK
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC6531296|XP_002092100.1|DYAK
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC6536573|XP_015047840.1|DYAK
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC6533356|XP_002094081.1|DYAK
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC6534185|XP_039230298.1|DYAK
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC6527053|XP_002088146.2|DYAK
OG0001360	LOC108009514|XP_016929422.2|DSUZ	LOC6528841|XP_002089873.1|DYAK
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC6532524|XP_002093270.2|DYAK
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC6532518|XP_002093264.1|DYAK
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC6535708|XP_002096335.1|DYAK
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC6529336|XP_039229217.1|DYAK
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC6532738|XP_002093480.1|DYAK
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC6533407|XP_039230181.1|DYAK
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC6531291|XP_039228984.1|DYAK
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC6528714|XP_015054042.1|DYAK
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC6524632|XP_002100489.1|DYAK
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC6531823|XP_002092610.1|DYAK
OG0001371	LOC108018763|XP_016941831.1|DSUZ	LOC120320432|XP_039227206.1|DYAK
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC6531571|XP_039228892.1|DYAK
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC6528127|XP_039226472.1|DYAK
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC6530363|XP_002091289.1|DYAK
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC6535322|XP_002095978.2|DYAK
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC6530278|XP_002091210.3|DYAK
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC6526886|XP_002087986.2|DYAK
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC6527041|XP_002088134.2|DYAK
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC6526744|XP_015053452.1|DYAK
OG0001380	LOC108007067|XP_016926160.1|DSUZ	LOC120320727|XP_039227140.1|DYAK, LOC120320548|XP_039226384.1|DYAK
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC6531441|XP_002092244.3|DYAK
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC6526677|XP_002087783.3|DYAK
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC6528673|XP_002089715.1|DYAK
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC6529673|XP_002090666.1|DYAK
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC6527884|XP_002088956.2|DYAK
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC6526945|XP_002088043.1|DYAK
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC6527987|XP_002089054.1|DYAK
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC6537900|XP_002098441.2|DYAK
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC6526830|XP_002087931.2|DYAK
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC6529679|XP_002090672.1|DYAK
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC6524312|XP_002100171.1|DYAK
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC6529649|XP_002090643.2|DYAK
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC6528030|XP_002089097.1|DYAK
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC6537226|XP_002097784.1|DYAK
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC6525311|XP_002101147.1|DYAK
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC6536649|XP_002097221.1|DYAK
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC6526038|XP_002101855.1|DYAK
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC6539180|XP_039226995.1|DYAK
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC6536909|XP_002097478.1|DYAK
