Orthogroup	DSUZ.longest_only	DHYD.longest_only
OG0000985	LOC108009495|XP_016929377.1|DSUZ, LOC108009505|XP_016929395.1|DSUZ	LOC111597571|XP_030081811.1|DHYD
OG0000986	LOC108008839|XP_016928237.1|DSUZ	LOC111603921|XP_023177518.2|DHYD
OG0000988	LOC108021368|XP_016945548.1|DSUZ	LOC111603766|XP_023177268.2|DHYD
OG0000990	LOC118877672|XP_036673199.1|DSUZ, LOC108014935|XP_036676765.1|DSUZ	LOC111591970|XP_023159685.1|DHYD
OG0000991	LOC108004688|XP_016923181.1|DSUZ	LOC111597532|XP_023168084.2|DHYD
OG0000992	LOC108009869|XP_016930060.1|DSUZ, LOC108014864|XP_016936569.2|DSUZ	LOC111596603|XP_023166653.1|DHYD
OG0000993	LOC108019302|XP_016942611.2|DSUZ, LOC118878107|XP_036675389.1|DSUZ	LOC111594464|XP_023163532.2|DHYD
OG0000994	LOC108004569|XP_016922995.1|DSUZ	LOC111596479|XP_023166504.1|DHYD
OG0000995	LOC108018994|XP_016942092.1|DSUZ, LOC108011944|XP_016932687.1|DSUZ	LOC111601960|XP_023174602.2|DHYD
OG0000996	LOC108010038|XP_016930333.1|DSUZ	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD
OG0000997	LOC108010246|XP_016930589.1|DSUZ	LOC115483382|XP_030080965.1|DHYD
OG0000998	LOC108013291|XP_016934553.1|DSUZ	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD
OG0000999	LOC108016554|XP_036676171.1|DSUZ	LOC111604040|XP_023177663.1|DHYD
OG0001000	LOC108007407|XP_036678333.1|DSUZ	LOC111599998|XP_023171666.2|DHYD
OG0001001	LOC108018098|XP_016940998.1|DSUZ	LOC111600889|XP_023172994.2|DHYD
OG0001002	LOC108004904|XP_016923481.1|DSUZ	LOC111595595|XP_023165176.2|DHYD
OG0001003	LOC108017659|XP_016940254.1|DSUZ, LOC108019802|XP_016943295.1|DSUZ	LOC111598583|XP_023169657.1|DHYD
OG0001004	LOC108017195|XP_016939679.1|DSUZ	LOC111593325|XP_023161802.1|DHYD
OG0001005	LOC108013806|XP_016935309.1|DSUZ, LOC108016750|XP_036676489.1|DSUZ	LOC111596807|XP_023166936.1|DHYD
OG0001006	LOC108014161|XP_016935684.1|DSUZ, LOC108018650|XP_016941711.1|DSUZ	LOC111605737|XP_023180206.1|DHYD
OG0001007	LOC108012898|XP_016933893.1|DSUZ	LOC111597641|XP_023168217.1|DHYD, LOC111601124|XP_023173346.1|DHYD
OG0001008	LOC108014821|XP_036673576.1|DSUZ, LOC108006278|XP_016925223.1|DSUZ	LOC111598835|XP_023170040.1|DHYD
OG0001009	LOC108015851|XP_016937908.1|DSUZ, LOC108014059|XP_016935566.2|DSUZ	LOC111595166|XP_023164514.1|DHYD
OG0001010	LOC108013685|XP_016935096.1|DSUZ	LOC111596003|XP_023165776.2|DHYD
OG0001011	LOC108013736|XP_016935174.1|DSUZ	LOC111593004|XP_023161300.2|DHYD
OG0001011	LOC108012574|XP_016933481.1|DSUZ	LOC111594212|XP_023163178.1|DHYD
OG0001012	LOC108019028|XP_016942131.1|DSUZ, LOC108019035|XP_016942138.2|DSUZ	LOC115482746|XP_030079685.1|DHYD, LOC111604690|XP_023178629.2|DHYD
OG0001013	LOC108014641|XP_036671166.1|DSUZ	LOC111599789|XP_023171332.2|DHYD
OG0001013	LOC108006210|XP_016925136.1|DSUZ	LOC111600953|XP_023173098.2|DHYD
OG0001014	LOC108005859|XP_016924724.1|DSUZ	LOC111604441|XP_023178279.2|DHYD
OG0001014	LOC108012577|XP_016933480.1|DSUZ	LOC111604456|XP_023178302.1|DHYD
OG0001015	LOC108015422|XP_016937340.1|DSUZ	LOC111603364|XP_023176681.2|DHYD
OG0001015	LOC108015012|XP_016936730.1|DSUZ	LOC111603365|XP_023176682.2|DHYD
OG0001016	LOC108012078|XP_036674337.1|DSUZ, LOC108012135|XP_016932915.2|DSUZ, LOC108004629|XP_016923059.1|DSUZ	LOC111598998|XP_023170276.2|DHYD, LOC111603195|XP_023176451.2|DHYD
OG0001018	LOC108011894|XP_016932630.2|DSUZ	LOC111598071|XP_023168873.2|DHYD
OG0001019	LOC108016124|XP_036675607.1|DSUZ	LOC111603273|XP_023176554.2|DHYD
OG0001020	LOC108015220|XP_016937050.1|DSUZ	LOC111593037|XP_023161372.1|DHYD
OG0001021	LOC108021378|XP_036675876.1|DSUZ	LOC111602188|XP_023174916.1|DHYD
OG0001022	LOC108013920|XP_016935414.1|DSUZ, LOC108019202|XP_016942483.1|DSUZ	LOC111595966|XP_023165710.1|DHYD
OG0001024	LOC108016112|XP_036675595.1|DSUZ	LOC111597763|XP_023168386.2|DHYD
OG0001025	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ	LOC111605185|XP_023179350.2|DHYD
OG0001026	LOC108019784|XP_016943265.1|DSUZ	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD
OG0001027	LOC108015810|XP_016937862.1|DSUZ	LOC111592330|XP_023160224.2|DHYD
OG0001028	LOC108009872|XP_016930067.1|DSUZ	LOC111601190|XP_023173437.1|DHYD
OG0001031	LOC108014264|XP_036677680.1|DSUZ	LOC111592072|XP_023159847.2|DHYD
OG0001032	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ	LOC111600874|XP_030079107.1|DHYD
OG0001033	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ	LOC111592151|XP_023159966.2|DHYD
OG0001034	LOC108013129|XP_036670527.1|DSUZ	LOC111595151|XP_030081314.1|DHYD
OG0001035	LOC108020480|XP_016944299.1|DSUZ	LOC111598445|XP_023169455.1|DHYD
OG0001035	LOC108020479|XP_016944298.1|DSUZ	LOC111598450|XP_023169475.2|DHYD
OG0001036	LOC108009490|XP_016929374.1|DSUZ	LOC111596586|XP_023166632.2|DHYD
OG0001036	LOC108018607|XP_016941657.2|DSUZ	LOC111601315|XP_023173608.2|DHYD
OG0001037	LOC108018742|XP_016941806.2|DSUZ, LOC108018738|XP_016941802.2|DSUZ, LOC108011689|XP_036671492.1|DSUZ	LOC111597512|XP_023168049.2|DHYD
OG0001038	LOC118877597|XP_036672795.1|DSUZ, LOC118877674|XP_036673250.1|DSUZ	LOC111602073|XP_023174765.1|DHYD
OG0001042	LOC108012166|XP_016932948.2|DSUZ	LOC111601970|XP_023174611.1|DHYD
OG0001043	LOC108005436|XP_016924211.1|DSUZ	LOC111601914|XP_023174529.2|DHYD
OG0001044	LOC108008431|XP_016927770.1|DSUZ	LOC111604089|XP_023177752.2|DHYD
OG0001045	LOC108008324|XP_016927632.1|DSUZ	LOC111602559|XP_023175483.1|DHYD
OG0001046	LOC108008518|XP_016927877.1|DSUZ, LOC108008517|XP_016927875.1|DSUZ	LOC111597088|XP_023167391.1|DHYD
OG0001047	LOC108019847|XP_016943372.1|DSUZ	LOC111594070|XP_023162977.1|DHYD
OG0001048	LOC108009650|XP_016929653.2|DSUZ	LOC111601279|XP_023173565.2|DHYD
OG0001049	LOC108005897|XP_036671321.1|DSUZ	LOC111599655|XP_030079633.1|DHYD
OG0001050	LOC108005619|XP_036672051.1|DSUZ	LOC111592440|XP_023160392.2|DHYD
OG0001051	LOC108013411|XP_016934761.1|DSUZ	LOC111594721|XP_023163919.2|DHYD
OG0001052	LOC108005803|XP_016924625.1|DSUZ	LOC111598952|XP_023170204.1|DHYD
OG0001053	LOC108017002|XP_016939443.1|DSUZ	LOC111591852|XP_023163555.2|DHYD
OG0001054	LOC108005966|XP_016924888.2|DSUZ	LOC111599985|XP_023171651.2|DHYD
OG0001055	LOC108014726|XP_036675265.1|DSUZ	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD
OG0001056	LOC108009782|XP_016929913.1|DSUZ, LOC108019191|XP_016942453.1|DSUZ	LOC111596896|XP_023167150.1|DHYD
OG0001057	LOC108019318|XP_016942631.1|DSUZ	LOC111600362|XP_023172205.1|DHYD
OG0001058	LOC108005502|XP_016924297.2|DSUZ	LOC111605028|XP_030079427.1|DHYD
OG0001059	LOC108005787|XP_036670882.1|DSUZ	LOC111604425|XP_023178251.2|DHYD
OG0001060	LOC108015677|XP_016937679.2|DSUZ	LOC111600260|XP_023172076.1|DHYD
OG0001061	LOC118877874|XP_036674107.1|DSUZ, LOC108006662|XP_036674102.1|DSUZ	LOC111594432|XP_023163488.1|DHYD
OG0001062	LOC108013802|XP_036675039.1|DSUZ	LOC111595680|XP_023165286.2|DHYD
OG0001063	LOC108005237|XP_016923918.1|DSUZ	LOC111593389|XP_030079437.1|DHYD
OG0001064	LOC108005146|XP_016923809.1|DSUZ	LOC111598849|XP_030079334.1|DHYD
OG0001064	LOC108004648|XP_016923088.1|DSUZ	LOC111594001|XP_023162864.2|DHYD
OG0001065	LOC108006000|XP_036674334.1|DSUZ	LOC111605410|XP_023179680.2|DHYD
OG0001066	LOC108017736|XP_016940333.2|DSUZ, LOC118877050|XP_036669766.1|DSUZ, LOC118877251|XP_036670804.1|DSUZ, LOC108015143|XP_016936902.2|DSUZ	LOC111593450|XP_023161974.2|DHYD
OG0001067	LOC108021238|XP_016945336.1|DSUZ	LOC111593661|XP_023162318.1|DHYD
OG0001068	LOC108012233|XP_016933019.1|DSUZ	LOC111593101|XP_023161469.2|DHYD
OG0001068	LOC108014647|XP_036670404.1|DSUZ	LOC111599264|XP_023170630.2|DHYD
OG0001069	LOC108008729|XP_016928118.1|DSUZ	LOC111595482|XP_023165020.2|DHYD, LOC111593821|XP_023162625.2|DHYD
OG0001071	LOC108012512|XP_016933413.1|DSUZ, LOC108011845|XP_016932573.2|DSUZ	LOC111601858|XP_023174467.2|DHYD
OG0001072	LOC108007490|XP_036671994.1|DSUZ	LOC111599818|XP_023171374.2|DHYD
OG0001073	LOC108018759|XP_036675481.1|DSUZ	LOC111600626|XP_030080589.1|DHYD
OG0001074	LOC108019628|XP_016942999.1|DSUZ	LOC111593856|XP_023162671.1|DHYD
OG0001075	LOC108012964|XP_016934007.1|DSUZ	LOC111601572|XP_023173990.1|DHYD
OG0001077	LOC108007329|XP_016926468.1|DSUZ	LOC111598600|XP_023169684.1|DHYD
OG0001078	LOC108004830|XP_016923395.2|DSUZ	LOC111596168|XP_030080028.1|DHYD
OG0001079	LOC108020070|XP_036670532.1|DSUZ	LOC111597427|XP_023167893.1|DHYD
OG0001080	LOC108013271|XP_016934527.1|DSUZ	LOC111598791|XP_030081448.1|DHYD
OG0001081	LOC108015956|XP_016937579.2|DSUZ	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD
OG0001082	LOC108009852|XP_016930038.1|DSUZ	LOC111602104|XP_023174810.1|DHYD
OG0001083	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ	LOC111601576|XP_023173995.2|DHYD
OG0001084	LOC108017996|XP_016940833.1|DSUZ	LOC111597682|XP_023168280.2|DHYD
OG0001086	LOC118877872|XP_036674093.1|DSUZ, LOC108008586|XP_016927953.1|DSUZ	LOC111596988|XP_023167247.1|DHYD
OG0001087	LOC108021162|XP_016945230.1|DSUZ, LOC108019019|XP_036669631.1|DSUZ	LOC111592652|XP_023160768.2|DHYD
OG0001088	LOC108012600|XP_016933508.1|DSUZ	LOC111592741|XP_023160907.2|DHYD
OG0001089	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ	LOC111595304|XP_030079466.1|DHYD
OG0001090	LOC108011840|XP_036672006.1|DSUZ	LOC111601573|XP_023173993.1|DHYD
OG0001092	LOC108005781|XP_016924603.1|DSUZ	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD
OG0001093	LOC108007974|XP_016927239.1|DSUZ	LOC111600392|XP_030080539.1|DHYD
OG0001094	LOC108011254|XP_036674113.1|DSUZ	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD
OG0001095	LOC108009866|XP_016930057.1|DSUZ	LOC111592309|XP_023160184.2|DHYD
OG0001096	LOC108005228|XP_036677097.1|DSUZ, LOC108021505|XP_016945747.1|DSUZ	LOC111599308|XP_030079192.1|DHYD
OG0001097	LOC108011919|XP_036678282.1|DSUZ, LOC108018437|XP_016941485.1|DSUZ	LOC111594654|XP_023163822.1|DHYD
OG0001098	LOC108010709|XP_016931112.2|DSUZ	LOC111592787|XP_023160959.2|DHYD
OG0001099	LOC108012413|XP_016933263.1|DSUZ	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD
OG0001100	LOC108013974|XP_016935477.2|DSUZ	LOC111598705|XP_023169861.1|DHYD
OG0001101	LOC108009337|XP_016929104.1|DSUZ	LOC111600149|XP_023171899.2|DHYD
OG0001102	LOC108013488|XP_016934859.1|DSUZ	LOC111603338|XP_023176643.1|DHYD
OG0001103	LOC108004957|XP_016923550.2|DSUZ	LOC111598807|XP_023170001.2|DHYD
OG0001104	LOC108008464|XP_016927806.1|DSUZ	LOC111593688|XP_023162355.1|DHYD, LOC111593069|XP_023161418.1|DHYD
OG0001105	LOC108008764|XP_016928151.1|DSUZ	LOC111598167|XP_023169023.1|DHYD
OG0001108	LOC108005705|XP_016924521.2|DSUZ, LOC108020642|XP_036673321.1|DSUZ	LOC111593385|XP_023161871.1|DHYD
OG0001109	LOC108008602|XP_016927970.1|DSUZ	LOC111600773|XP_023172821.2|DHYD
OG0001110	LOC108007434|XP_016926580.1|DSUZ, LOC118878967|XP_036677829.1|DSUZ	LOC111600977|XP_023173128.1|DHYD
OG0001111	LOC108008123|XP_016927402.1|DSUZ, LOC108008122|XP_016927400.1|DSUZ	LOC111604047|XP_030080920.1|DHYD
OG0001112	LOC108008667|XP_016928048.1|DSUZ	LOC111593739|XP_023162503.1|DHYD
OG0001113	LOC108021239|XP_016945338.1|DSUZ	LOC111593662|XP_023162319.1|DHYD
OG0001114	LOC108011155|XP_016931732.1|DSUZ, LOC108010740|XP_016931159.1|DSUZ	LOC111601583|XP_023174009.2|DHYD, LOC111600880|XP_023172985.1|DHYD
OG0001115	LOC108013959|XP_016935464.1|DSUZ, LOC108013940|XP_016935442.1|DSUZ, LOC108013950|XP_016935452.1|DSUZ	LOC111594238|XP_023163214.2|DHYD
OG0001116	LOC108009214|XP_016928863.1|DSUZ	LOC111592426|XP_023160377.1|DHYD
OG0001116	LOC108008097|XP_016927375.2|DSUZ	LOC111592400|XP_023160347.2|DHYD
OG0001117	LOC108018643|XP_016941703.2|DSUZ, LOC108010511|XP_016930877.2|DSUZ	LOC111602196|XP_023174927.1|DHYD, LOC111602195|XP_023174925.2|DHYD, LOC111602376|XP_023175160.1|DHYD
OG0001118	LOC108019074|XP_016942216.1|DSUZ	LOC111598674|XP_023169800.1|DHYD
OG0001119	LOC108011176|XP_036677448.1|DSUZ	LOC111600815|XP_023172882.2|DHYD
OG0001120	LOC108011039|XP_016931580.2|DSUZ	LOC111603481|XP_023176840.1|DHYD
OG0001122	LOC108012389|XP_016933234.1|DSUZ	LOC111600480|XP_023172360.1|DHYD
OG0001124	LOC108020255|XP_036677515.1|DSUZ, LOC118877800|XP_036673818.1|DSUZ	LOC111602574|XP_023175501.2|DHYD
OG0001125	LOC108007802|XP_036674594.1|DSUZ, LOC118877710|XP_036673478.1|DSUZ	LOC111595023|XP_023164303.1|DHYD
OG0001126	LOC108011409|XP_036671040.1|DSUZ	LOC111597752|XP_030081822.1|DHYD
OG0001128	LOC108010262|XP_016930607.1|DSUZ	LOC111600760|XP_030080931.1|DHYD
OG0001129	LOC108017525|XP_016940083.2|DSUZ	LOC111602234|XP_023174984.2|DHYD
OG0001130	LOC108006633|XP_016925660.1|DSUZ	LOC111599968|XP_030080421.1|DHYD
OG0001131	LOC108020377|XP_016944114.1|DSUZ	LOC111597653|XP_023168245.1|DHYD
OG0001133	LOC108019161|XP_016942424.1|DSUZ	LOC111601132|XP_023173360.2|DHYD
OG0001134	LOC108009884|XP_016930081.1|DSUZ	LOC111592837|XP_023161033.2|DHYD
OG0001135	LOC108006235|XP_036674573.1|DSUZ, LOC108020859|XP_036672718.1|DSUZ	LOC111600096|XP_023171827.1|DHYD
OG0001136	LOC108006962|XP_036673066.1|DSUZ	LOC115482750|XP_030078626.1|DHYD
OG0001137	LOC108006075|XP_016925010.1|DSUZ	LOC111597404|XP_023167851.2|DHYD
OG0001138	LOC108013272|XP_016934528.1|DSUZ	LOC111598792|XP_023169976.2|DHYD
OG0001139	LOC108006692|XP_036672005.1|DSUZ	LOC111597241|XP_023167604.2|DHYD
OG0001141	LOC118877859|XP_036674055.1|DSUZ, LOC108018498|XP_016941545.2|DSUZ, LOC108019434|XP_016942746.2|DSUZ, LOC108018502|XP_016941548.2|DSUZ	LOC111600757|XP_030080687.1|DHYD, LOC111600756|XP_023172803.2|DHYD
OG0001142	LOC108011995|XP_036674676.1|DSUZ	LOC111600755|XP_023172802.1|DHYD
OG0001142	LOC108017078|XP_036674674.1|DSUZ	LOC111600618|XP_023172588.1|DHYD
OG0001143	LOC108015552|XP_016937524.1|DSUZ	LOC111603879|XP_023177460.1|DHYD, LOC115482934|XP_030079133.1|DHYD, LOC115482919|XP_030079076.1|DHYD
OG0001144	LOC108016420|XP_036672719.1|DSUZ, LOC108014872|XP_036675052.1|DSUZ, LOC108008767|XP_016928153.1|DSUZ	LOC111593776|XP_023162566.1|DHYD
OG0001145	LOC108009150|XP_016928744.1|DSUZ, LOC108008435|XP_016927773.1|DSUZ	LOC111592121|XP_023159922.1|DHYD
OG0001146	LOC108007900|XP_016927161.1|DSUZ, LOC108018992|XP_016942090.1|DSUZ	LOC111591971|XP_023159686.1|DHYD
OG0001147	LOC108010505|XP_016930869.2|DSUZ, LOC108010483|XP_016930843.2|DSUZ	LOC111593877|XP_023162710.2|DHYD
OG0001148	LOC108020966|XP_016944901.1|DSUZ, LOC108020968|XP_016944902.1|DSUZ, LOC108020965|XP_016944900.1|DSUZ	LOC111601643|XP_023174094.1|DHYD, LOC111601986|XP_023174642.2|DHYD
OG0001149	LOC108012306|XP_016933096.2|DSUZ, LOC108005765|XP_036671682.1|DSUZ	LOC115483420|XP_030081183.1|DHYD, LOC111593206|XP_023161618.2|DHYD, LOC115482954|XP_030079286.1|DHYD
OG0001150	LOC108006652|XP_016925679.1|DSUZ, LOC118878922|XP_036677801.1|DSUZ, LOC108008389|XP_016927723.1|DSUZ, LOC108008391|XP_016927725.1|DSUZ, LOC108008117|XP_036669487.1|DSUZ, LOC108008984|XP_016928415.1|DSUZ, LOC108008390|XP_016927724.2|DSUZ	LOC111600745|XP_023172792.1|DHYD
OG0001151	LOC118876769|XP_016935723.2|DSUZ, LOC108014197|XP_016935722.2|DSUZ, LOC108014199|XP_016935725.1|DSUZ	LOC111604225|XP_023177964.2|DHYD
OG0001152	LOC118878064|XP_036675147.1|DSUZ, LOC108017874|XP_016940524.1|DSUZ, LOC108016022|XP_016938106.2|DSUZ	LOC111594527|XP_023163628.2|DHYD
OG0001153	LOC108009886|XP_016930084.2|DSUZ	LOC111600009|XP_030081198.1|DHYD
OG0001154	LOC108021387|XP_016945573.1|DSUZ	LOC111603962|XP_030079111.1|DHYD
OG0001155	LOC108015303|XP_016937169.1|DSUZ	LOC111596463|XP_023166482.2|DHYD
OG0001157	LOC108018765|XP_036673707.1|DSUZ, LOC118878582|XP_036677503.1|DSUZ	LOC111594548|XP_023163669.1|DHYD
OG0001158	LOC108015462|XP_016937386.1|DSUZ	LOC111599206|XP_023170570.1|DHYD
OG0001159	LOC108010724|XP_036674711.1|DSUZ	LOC111592693|XP_030080752.1|DHYD
OG0001160	LOC108016365|XP_036675243.1|DSUZ, LOC118877558|XP_036672624.1|DSUZ	LOC111594614|XP_023163768.2|DHYD
OG0001161	LOC108020846|XP_036674569.1|DSUZ, LOC118877613|XP_036672859.1|DSUZ	LOC111600083|XP_023171794.2|DHYD
OG0001162	LOC108017505|XP_016940055.2|DSUZ	LOC111593339|XP_023161817.2|DHYD
OG0001163	LOC108017550|XP_036674354.1|DSUZ, LOC108010982|XP_036672666.1|DSUZ	LOC111605573|XP_023179925.1|DHYD
OG0001164	LOC108006448|XP_016925462.1|DSUZ	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD
OG0001165	LOC118876982|XP_036669623.1|DSUZ, LOC108009034|XP_016928497.1|DSUZ, LOC118876981|XP_036669622.1|DSUZ, LOC108009033|XP_016928495.1|DSUZ	LOC111603804|XP_030081287.1|DHYD
OG0001166	LOC108012451|XP_036670780.1|DSUZ	LOC111597740|XP_030081127.1|DHYD
OG0001167	LOC108008642|XP_016928013.1|DSUZ	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD
OG0001168	LOC108018149|XP_016941102.1|DSUZ	LOC111593970|XP_023162829.2|DHYD
OG0001169	LOC108004759|XP_016923285.1|DSUZ	LOC111603108|XP_023176342.2|DHYD
OG0001170	LOC108014863|XP_016936568.1|DSUZ	LOC111596600|XP_023166649.1|DHYD
OG0001171	LOC108013052|XP_016934151.1|DSUZ	LOC111592753|XP_023160917.2|DHYD
OG0001172	LOC108008295|XP_016927596.1|DSUZ	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD
OG0001173	LOC108010830|XP_016931285.2|DSUZ	LOC111594539|XP_023163648.1|DHYD
OG0001174	LOC108013624|XP_016935056.1|DSUZ, LOC108013237|XP_016934459.1|DSUZ	LOC111595663|XP_030081816.1|DHYD
OG0001175	LOC108008454|XP_016927796.1|DSUZ	LOC111597118|XP_023167446.1|DHYD
OG0001176	LOC108009125|XP_016928704.1|DSUZ	LOC111593754|XP_023162524.2|DHYD
OG0001177	LOC108020895|XP_016944798.1|DSUZ	LOC111595205|XP_023164572.2|DHYD
OG0001178	LOC108008908|XP_016928303.2|DSUZ	LOC111602086|XP_030079710.1|DHYD
OG0001179	LOC108009497|XP_016929380.1|DSUZ	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD
OG0001180	LOC108020343|XP_016943987.1|DSUZ	LOC111598393|XP_023169381.1|DHYD
OG0001181	LOC108014260|XP_016935788.2|DSUZ	LOC111595062|XP_023164384.2|DHYD
OG0001182	LOC108011101|XP_036674385.1|DSUZ	LOC111605533|XP_023179860.2|DHYD
OG0001183	LOC108011688|XP_036674260.1|DSUZ	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD
OG0001184	LOC108018587|XP_036673510.1|DSUZ	LOC111601341|XP_023173638.2|DHYD
OG0001186	LOC108011786|XP_016932514.1|DSUZ	LOC111600673|XP_023172691.2|DHYD
OG0001187	LOC108009527|XP_016929450.1|DSUZ	LOC111601199|XP_023173455.2|DHYD
OG0001188	LOC108019924|XP_016943522.1|DSUZ	LOC111593081|XP_023161440.2|DHYD
OG0001189	LOC108010203|XP_016930535.2|DSUZ	LOC111599728|XP_023171241.1|DHYD
OG0001190	LOC108005659|XP_036675904.1|DSUZ	LOC111593646|XP_023162294.1|DHYD
OG0001191	LOC108007108|XP_016926202.1|DSUZ	LOC111593152|XP_023161523.2|DHYD
OG0001192	LOC108007170|XP_016926286.1|DSUZ	LOC111599528|XP_023170950.2|DHYD
OG0001192	LOC108007151|XP_016926273.1|DSUZ	LOC111599526|XP_023170948.1|DHYD
OG0001193	LOC108010567|XP_016930936.1|DSUZ, LOC108019433|XP_016942745.1|DSUZ	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD
OG0001195	LOC108019652|XP_016943026.1|DSUZ	LOC111594151|XP_023163097.2|DHYD
OG0001196	LOC108008052|XP_016927323.2|DSUZ, LOC108019150|XP_016942388.1|DSUZ	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD
OG0001197	LOC108015815|XP_036673431.1|DSUZ, LOC118877649|XP_036673131.1|DSUZ	LOC111596448|XP_023166442.2|DHYD
OG0001198	LOC108016172|XP_036673116.1|DSUZ, LOC108016183|XP_016938296.2|DSUZ	LOC111594809|XP_023164039.2|DHYD
OG0001200	LOC108013547|XP_016934947.1|DSUZ	LOC111604434|XP_023178267.2|DHYD
OG0001201	LOC108012105|XP_016932872.2|DSUZ	LOC111604872|XP_023178875.1|DHYD
OG0001202	LOC108020469|XP_016944283.2|DSUZ	LOC111598412|XP_023169418.2|DHYD
OG0001203	LOC108020394|XP_016944154.1|DSUZ	LOC111597683|XP_023168285.1|DHYD
OG0001204	LOC108021556|XP_016945814.1|DSUZ	LOC111600370|XP_023172215.2|DHYD
OG0001205	LOC108016276|XP_016938392.2|DSUZ	LOC111603587|XP_023177011.2|DHYD
OG0001206	LOC108007806|XP_016927051.1|DSUZ	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD
OG0001207	LOC108005299|XP_016923999.1|DSUZ	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD
OG0001208	LOC108015177|XP_036676793.1|DSUZ	LOC111603380|XP_023176699.2|DHYD
OG0001209	LOC108005690|XP_036673901.1|DSUZ, LOC118879033|XP_036677920.1|DSUZ	LOC111596661|XP_023166738.1|DHYD
OG0001210	LOC108006349|XP_016925354.1|DSUZ	LOC111600204|XP_030079386.1|DHYD
OG0001211	LOC108013862|XP_016935352.1|DSUZ	LOC111602610|XP_023175537.1|DHYD
OG0001212	LOC108013741|XP_016935182.1|DSUZ	LOC111603094|XP_023176322.2|DHYD
OG0001213	LOC108012053|XP_036675497.1|DSUZ	LOC111598501|XP_023169535.2|DHYD
OG0001214	LOC118877638|XP_036673043.1|DSUZ	LOC111603474|XP_023176831.2|DHYD
OG0001215	LOC108014380|XP_016935970.1|DSUZ	LOC115483345|XP_030080707.1|DHYD
OG0001216	LOC108014617|XP_036674168.1|DSUZ, LOC108006766|XP_036675344.1|DSUZ	LOC111595681|XP_023165287.2|DHYD
OG0001217	LOC108013785|XP_016935242.2|DSUZ, LOC108005942|XP_036678353.1|DSUZ	LOC111592086|XP_023159877.2|DHYD
OG0001218	LOC108014860|XP_036674271.1|DSUZ	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD
OG0001220	LOC108017825|XP_016940466.1|DSUZ	LOC111593870|XP_023162699.2|DHYD
OG0001221	LOC108010001|XP_016930277.1|DSUZ	LOC111602120|XP_023174837.1|DHYD
OG0001222	LOC108018345|XP_036673502.1|DSUZ	LOC111602731|XP_023175749.2|DHYD
OG0001223	LOC118878516|XP_036677413.1|DSUZ, LOC108011692|XP_016932390.2|DSUZ	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD
OG0001224	LOC108008495|XP_016927849.1|DSUZ	LOC111592548|XP_023160608.1|DHYD
