Orthogroup	DSUZ.longest_only	DFIC.longest_only
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC108097449|XP_017055210.1|DFIC
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC108088688|XP_017042117.1|DFIC
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC108088206|XP_017041396.1|DFIC
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC108099432|XP_017058455.1|DFIC
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC108099544|XP_017058608.1|DFIC
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC108098565|XP_017057068.1|DFIC
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC108091654|XP_017046451.1|DFIC
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC108102063|XP_017062182.1|DFIC
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC108099487|XP_017058536.1|DFIC
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC108093746|XP_017049501.1|DFIC
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC108088131|XP_017041280.1|DFIC
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC108094230|XP_017050178.1|DFIC
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC108096751|XP_017054095.1|DFIC
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC108093211|XP_017048662.1|DFIC
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC108097537|XP_017055376.1|DFIC
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC108100431|XP_017059830.1|DFIC
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC108096608|XP_017053804.1|DFIC
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC108096621|XP_017053855.1|DFIC
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC108101451|XP_017061278.1|DFIC
OG0001459	LOC108012504|XP_036671988.1|DSUZ	LOC108093207|XP_017048659.1|DFIC
OG0001460	LOC108017918|XP_016940577.1|DSUZ	LOC108093762|XP_017049520.1|DFIC
OG0001461	LOC108015345|XP_016937242.1|DSUZ	LOC108097656|XP_017055578.1|DFIC
OG0001462	LOC108007143|XP_016926235.1|DSUZ	LOC108099150|XP_017057984.1|DFIC
OG0001463	LOC108012130|XP_036674286.1|DSUZ	LOC108095855|XP_017052642.1|DFIC
OG0001464	LOC108016783|XP_016939040.2|DSUZ	LOC108097130|XP_017054715.1|DFIC
OG0001465	LOC108008445|XP_016927785.1|DSUZ	LOC108096952|XP_017054408.1|DFIC
OG0001466	LOC108014293|XP_016935848.1|DSUZ	LOC108092271|XP_017047294.1|DFIC
OG0001467	LOC108013349|XP_016934654.1|DSUZ	LOC108095266|XP_017051783.1|DFIC, LOC108098705|XP_017057307.1|DFIC
OG0001468	LOC108012424|XP_016933275.1|DSUZ	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC
OG0001469	LOC108009341|XP_016929116.1|DSUZ	LOC108093801|XP_017049594.1|DFIC
OG0001470	LOC108018336|XP_036671749.1|DSUZ	LOC108100705|XP_017060222.1|DFIC
OG0001471	LOC108012893|XP_036670305.1|DSUZ	LOC108100386|XP_017059730.1|DFIC
OG0001472	LOC108005629|XP_016924428.1|DSUZ	LOC108089389|XP_017043061.1|DFIC
OG0001473	LOC108011617|XP_036673670.1|DSUZ	LOC108098497|XP_017056905.1|DFIC
OG0001474	LOC108004756|XP_016923282.1|DSUZ	LOC108097274|XP_017054961.1|DFIC
OG0001475	LOC108009554|XP_016929500.1|DSUZ	LOC108093895|XP_017049740.1|DFIC
OG0001476	LOC108010464|XP_016930822.1|DSUZ	LOC108088662|XP_017042079.1|DFIC
OG0001477	LOC118878112|XP_036675425.1|DSUZ	LOC108088515|XP_017041842.1|DFIC
OG0001478	LOC108020920|XP_016944834.1|DSUZ	LOC108091462|XP_017046163.1|DFIC
OG0001479	LOC108016619|XP_016938802.1|DSUZ	LOC108092952|XP_017048311.1|DFIC
OG0001480	LOC108020889|XP_016944790.1|DSUZ	LOC108091525|XP_017046276.1|DFIC
OG0001481	LOC118879765|XP_036678618.1|DSUZ	LOC108091264|XP_017045865.1|DFIC
OG0001482	LOC108008991|XP_016928423.1|DSUZ	LOC108090307|XP_017044406.1|DFIC
OG0001483	LOC108010874|XP_016931345.1|DSUZ	LOC108101605|XP_017061511.1|DFIC
OG0001484	LOC108009156|XP_016928755.1|DSUZ	LOC108092335|XP_017047360.1|DFIC
OG0001485	LOC108020703|XP_016944560.2|DSUZ	LOC108088306|XP_017041525.1|DFIC
OG0001486	LOC108019208|XP_016942491.1|DSUZ	LOC108100897|XP_017060495.1|DFIC
OG0001487	LOC108013786|XP_036677298.1|DSUZ	LOC108100495|XP_017059933.1|DFIC
OG0001488	LOC108019645|XP_016943018.1|DSUZ	LOC108087873|XP_017040947.1|DFIC
OG0001489	LOC108016094|XP_016938184.1|DSUZ	LOC108098314|XP_017056616.1|DFIC
OG0001490	LOC108008423|XP_016927763.1|DSUZ	LOC108092376|XP_017047406.1|DFIC
OG0001491	LOC108015141|XP_016936904.1|DSUZ	LOC108092513|XP_017047621.1|DFIC
OG0001492	LOC108012831|XP_016933784.1|DSUZ	LOC108100022|XP_017059218.1|DFIC
OG0001493	LOC108015149|XP_016936911.1|DSUZ	LOC108097791|XP_017055811.1|DFIC
OG0001495	LOC108019715|XP_016943103.1|DSUZ	LOC108101494|XP_017061341.1|DFIC
OG0001496	LOC108004706|XP_016923208.1|DSUZ	LOC108095329|XP_017051899.1|DFIC
OG0001497	LOC108008322|XP_016927630.1|DSUZ	LOC108090541|XP_017044764.1|DFIC
OG0001498	LOC108017094|XP_036675083.1|DSUZ	LOC108093546|XP_017049131.1|DFIC
OG0001500	LOC108018223|XP_016941231.1|DSUZ	LOC108095183|XP_017051658.1|DFIC
OG0001501	LOC108007333|XP_016926471.2|DSUZ	LOC108087898|XP_017040965.1|DFIC
OG0001502	LOC108009719|XP_016929771.1|DSUZ	LOC108093941|XP_017049815.1|DFIC
OG0001503	LOC108018189|XP_016941186.1|DSUZ	LOC108093979|XP_017049876.1|DFIC
OG0001504	LOC108016545|XP_036676686.1|DSUZ	LOC108092905|XP_017048249.1|DFIC
OG0001505	LOC108009037|XP_016928500.2|DSUZ	LOC108093614|XP_017049230.1|DFIC
OG0001506	LOC108019888|XP_016943455.1|DSUZ	LOC108096786|XP_017054150.1|DFIC
OG0001507	LOC108009587|XP_016929546.1|DSUZ	LOC108090790|XP_017045126.1|DFIC
OG0001508	LOC108018167|XP_016941148.1|DSUZ	LOC108094920|XP_017051259.1|DFIC
OG0001509	LOC108010331|XP_036669432.1|DSUZ	LOC108096586|XP_017053774.1|DFIC
OG0001510	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ	LOC108088122|XP_017041265.1|DFIC
OG0001511	LOC108010164|XP_016930494.1|DSUZ	LOC108095203|XP_017051700.1|DFIC
OG0001512	LOC108005763|XP_016924580.2|DSUZ	LOC108086963|XP_017039565.1|DFIC
OG0001513	LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ	LOC108101636|XP_017061538.1|DFIC
OG0001515	LOC108021154|XP_016945217.1|DSUZ	LOC108090041|XP_017044031.1|DFIC
OG0001515	LOC108015028|XP_016936747.1|DSUZ	LOC108097377|XP_017055114.1|DFIC
OG0001516	LOC108017233|XP_016939718.2|DSUZ, LOC108017260|XP_016939758.2|DSUZ, LOC108017258|XP_016939756.2|DSUZ	LOC108099420|XP_017058438.1|DFIC, LOC108099229|XP_017058090.1|DFIC, LOC108099422|XP_017058441.1|DFIC
OG0001517	LOC108013871|XP_016935366.2|DSUZ	LOC108095886|XP_017052686.1|DFIC
OG0001518	LOC108015402|XP_016937311.1|DSUZ	LOC108089601|XP_017043447.1|DFIC, LOC108094255|XP_017050209.1|DFIC
OG0001519	LOC108007940|XP_036674906.1|DSUZ, LOC108007941|XP_036674904.1|DSUZ	LOC108098467|XP_017056864.1|DFIC
OG0001520	LOC108014368|XP_016935948.1|DSUZ	LOC108091743|XP_017046576.1|DFIC
OG0001520	LOC108014350|XP_016935923.2|DSUZ	LOC108091786|XP_017046633.1|DFIC
OG0001521	LOC108020376|XP_036668628.1|DSUZ	LOC108094432|XP_017050492.1|DFIC, LOC108094421|XP_017050482.1|DFIC, LOC108100424|XP_017059819.1|DFIC
OG0001522	LOC108010425|XP_016930773.1|DSUZ	LOC108092998|XP_017048383.1|DFIC
OG0001523	LOC108008797|XP_016928183.2|DSUZ	LOC108096974|XP_017054441.1|DFIC, LOC108096973|XP_017054440.1|DFIC
OG0001523	LOC108008469|XP_016927813.1|DSUZ	LOC108096957|XP_017054414.1|DFIC
OG0001524	LOC108008978|XP_016928410.1|DSUZ	LOC108093602|XP_017049217.1|DFIC
OG0001525	LOC108011107|XP_016931668.1|DSUZ	LOC108101651|XP_017061555.1|DFIC
OG0001526	LOC108006296|XP_016925245.1|DSUZ	LOC108097532|XP_017055367.1|DFIC
OG0001526	LOC108006292|XP_016925241.1|DSUZ	LOC108097533|XP_017055368.1|DFIC
OG0001527	LOC108015082|XP_016936811.1|DSUZ	LOC108097769|XP_017055784.1|DFIC
OG0001528	LOC108020570|XP_016944422.2|DSUZ	LOC108087070|XP_017039734.1|DFIC
OG0001529	LOC108016719|XP_016938935.1|DSUZ	LOC108091291|XP_017045903.1|DFIC
OG0001530	LOC108012692|XP_016933612.1|DSUZ	LOC108086359|XP_017038749.1|DFIC, LOC108091272|XP_017045876.1|DFIC, LOC108100226|XP_017059529.1|DFIC
OG0001531	LOC108017858|XP_016940501.1|DSUZ	LOC108095251|XP_017051768.1|DFIC
OG0001533	LOC108011581|XP_016932242.1|DSUZ	LOC108090597|XP_017044838.1|DFIC
OG0001534	LOC108014978|XP_036676878.1|DSUZ	LOC108097114|XP_017054687.1|DFIC
OG0001535	LOC108015333|XP_016937224.2|DSUZ	LOC108098118|XP_017056327.1|DFIC
OG0001536	LOC108016802|XP_016939067.1|DSUZ	LOC108091098|XP_017045605.1|DFIC
OG0001537	LOC108005851|XP_016924712.1|DSUZ	LOC108091566|XP_017046328.1|DFIC
OG0001538	LOC108005350|XP_016924078.1|DSUZ	LOC108095547|XP_017052164.1|DFIC
OG0001539	LOC108009678|XP_016929703.1|DSUZ	LOC108101408|XP_017061223.1|DFIC
OG0001540	LOC108021496|XP_016945728.1|DSUZ	LOC108092442|XP_017047512.1|DFIC
OG0001541	LOC108007684|XP_016926896.1|DSUZ	LOC108088762|XP_017042200.1|DFIC
OG0001542	LOC108018279|XP_036674293.1|DSUZ	LOC108097431|XP_017055193.1|DFIC
OG0001543	LOC108005238|XP_016923920.2|DSUZ	LOC108097923|XP_017055960.1|DFIC
OG0001544	LOC108019196|XP_016942465.1|DSUZ	LOC108091346|XP_017045983.1|DFIC
OG0001545	LOC108011212|XP_016931794.2|DSUZ	LOC108092806|XP_017048067.1|DFIC
OG0001546	LOC108011227|XP_016931815.1|DSUZ	LOC108092797|XP_017048057.1|DFIC
OG0001548	LOC108011159|XP_016931735.1|DSUZ	LOC108098087|XP_017056280.1|DFIC
OG0001549	LOC108014236|XP_036668807.1|DSUZ	LOC108098208|XP_017056455.1|DFIC
OG0001550	LOC108006796|XP_016925833.1|DSUZ, LOC108012054|XP_016932823.1|DSUZ	LOC108087264|XP_017040060.1|DFIC
OG0001551	LOC108005602|XP_036673034.1|DSUZ	LOC108091704|XP_017046531.1|DFIC
OG0001552	LOC108006964|XP_036672958.1|DSUZ	LOC108099521|XP_017058576.1|DFIC
OG0001553	LOC108018988|XP_016942083.1|DSUZ	LOC108097370|XP_017055104.1|DFIC
OG0001554	LOC108018744|XP_036674381.1|DSUZ	LOC108098933|XP_017057627.1|DFIC
OG0001555	LOC108005161|XP_016923827.1|DSUZ	LOC108101250|XP_017060995.1|DFIC
OG0001556	LOC108018220|XP_016941228.1|DSUZ	LOC108090539|XP_017044762.1|DFIC
OG0001557	LOC108005434|XP_016924207.1|DSUZ	LOC108101685|XP_017061603.1|DFIC
OG0001558	LOC108019154|XP_016942392.1|DSUZ	LOC108094680|XP_017050889.1|DFIC
OG0001559	LOC108020667|XP_036673347.1|DSUZ	LOC108092159|XP_017047168.1|DFIC
OG0001560	LOC118876773|XP_036675224.1|DSUZ	LOC108098562|XP_017057058.1|DFIC
OG0001561	LOC108020826|XP_016944698.1|DSUZ	LOC108092071|XP_017047028.1|DFIC
OG0001562	LOC108009762|XP_016929879.1|DSUZ	LOC108088160|XP_017041313.1|DFIC
OG0001563	LOC118879349|XP_036678094.1|DSUZ	LOC108101135|XP_017060846.1|DFIC
OG0001563	LOC108004836|XP_036678024.1|DSUZ	LOC108101990|XP_017062074.1|DFIC
OG0001564	LOC108016188|XP_036673148.1|DSUZ	LOC108099403|XP_017058398.1|DFIC
OG0001565	LOC108018471|XP_036673194.1|DSUZ	LOC108099453|XP_017058483.1|DFIC
OG0001566	LOC108020101|XP_016943690.2|DSUZ	LOC108092044|XP_017046975.1|DFIC
OG0001567	LOC118876905|XP_036668954.1|DSUZ, LOC108008177|XP_016927457.2|DSUZ, LOC118876896|XP_036668889.1|DSUZ	LOC108086421|XP_017038812.1|DFIC
OG0001568	LOC108010878|XP_036675480.1|DSUZ, LOC108017459|XP_036674133.1|DSUZ	LOC108091947|XP_017046825.1|DFIC
OG0001569	LOC118877608|XP_036672835.1|DSUZ, LOC108015631|XP_036674698.1|DSUZ	LOC108091915|XP_017046789.1|DFIC
OG0001570	LOC108018306|XP_016941333.2|DSUZ, LOC108018309|XP_016941336.2|DSUZ	LOC108087082|XP_017039751.1|DFIC
OG0001571	LOC108021264|XP_016945378.1|DSUZ	LOC108089273|XP_017042935.1|DFIC
OG0001572	LOC108006270|XP_016925208.1|DSUZ	LOC108102177|XP_017062370.1|DFIC
OG0001573	LOC108010949|XP_036671242.1|DSUZ	LOC108096253|XP_017053197.1|DFIC
OG0001574	LOC108016986|XP_016939422.1|DSUZ	LOC108092974|XP_017048352.1|DFIC
OG0001575	LOC108004858|XP_036673398.1|DSUZ	LOC108092004|XP_017046922.1|DFIC
OG0001576	LOC108006041|XP_016924974.2|DSUZ	LOC108087384|XP_017040216.1|DFIC
OG0001577	LOC108015502|XP_016937447.2|DSUZ	LOC108088491|XP_017041799.1|DFIC
OG0001578	LOC108018246|XP_016941262.1|DSUZ	LOC108096910|XP_017054349.1|DFIC
OG0001579	LOC108013717|XP_036676727.1|DSUZ	LOC108097541|XP_017055380.1|DFIC
OG0001580	LOC108009676|XP_016929700.1|DSUZ	LOC108096842|XP_017054242.1|DFIC
OG0001581	LOC108015286|XP_016937148.1|DSUZ	LOC108097567|XP_017055443.1|DFIC
OG0001581	LOC118876782|XP_036678628.1|DSUZ	LOC108086322|XP_017038715.1|DFIC
OG0001582	LOC108008358|XP_016927680.1|DSUZ	LOC108086764|XP_017039291.1|DFIC
OG0001583	LOC108009929|XP_016930159.1|DSUZ	LOC108101529|XP_017061390.1|DFIC
OG0001584	LOC108012532|XP_016933434.1|DSUZ	LOC108100156|XP_017059402.1|DFIC
OG0001585	LOC108005321|XP_016924024.1|DSUZ	LOC108101692|XP_017061612.1|DFIC, LOC108095584|XP_017052229.1|DFIC
OG0001586	LOC108005756|XP_036672068.1|DSUZ	LOC108088249|XP_017041455.1|DFIC
OG0001587	LOC108005663|XP_016924473.1|DSUZ	LOC108102088|XP_017062230.1|DFIC
OG0001588	LOC108018211|XP_016941218.1|DSUZ	LOC108101547|XP_017061428.1|DFIC
OG0001589	LOC108017186|XP_016939668.2|DSUZ	LOC108100411|XP_017059791.1|DFIC
OG0001590	LOC108009301|XP_016929037.1|DSUZ	LOC108094746|XP_017050988.1|DFIC
OG0001591	LOC108007242|XP_016926368.1|DSUZ	LOC108086584|XP_017039031.1|DFIC
OG0001592	LOC108014269|XP_016935802.2|DSUZ	LOC108094493|XP_017050570.1|DFIC
OG0001593	LOC108014304|XP_016935862.1|DSUZ	LOC108094515|XP_017050605.1|DFIC
OG0001594	LOC108004729|XP_016923416.2|DSUZ	LOC108101266|XP_017061010.1|DFIC
OG0001595	LOC108010101|XP_016930412.1|DSUZ	LOC108086463|XP_017038877.1|DFIC
OG0001596	LOC108021128|XP_016945174.1|DSUZ	LOC108094433|XP_017050493.1|DFIC
OG0001597	LOC108020597|XP_036677861.1|DSUZ, LOC108020596|XP_036677870.1|DSUZ	LOC108093208|XP_017048663.1|DFIC
OG0001598	LOC108021153|XP_016945214.1|DSUZ	LOC108090040|XP_017044027.1|DFIC
OG0001599	LOC108020696|XP_016944556.1|DSUZ	LOC108088174|XP_017041341.1|DFIC
OG0001600	LOC108020781|XP_016944652.1|DSUZ	LOC108100907|XP_017060511.1|DFIC
OG0001601	LOC118878449|XP_036677333.1|DSUZ, LOC118878442|XP_036677322.1|DSUZ, LOC108011905|XP_016932645.1|DSUZ, LOC118878455|XP_036677341.1|DSUZ, LOC118878458|XP_036677347.1|DSUZ, LOC118878453|XP_036677336.1|DSUZ, LOC108015711|XP_036677344.1|DSUZ, LOC118878450|XP_036677334.1|DSUZ	LOC108093431|XP_017048980.1|DFIC
OG0001602	LOC108006411|XP_016925425.1|DSUZ	LOC108097859|XP_017055885.1|DFIC, LOC108097799|XP_017055850.1|DFIC
OG0001603	LOC108007834|XP_016927090.1|DSUZ	LOC108097825|XP_017055835.1|DFIC
OG0001604	LOC108015153|XP_036676507.1|DSUZ	LOC108097167|XP_017054790.1|DFIC
OG0001605	LOC108019616|XP_016942985.1|DSUZ	LOC108090542|XP_017044765.1|DFIC
OG0001606	LOC108011185|XP_016931764.1|DSUZ	LOC108102214|XP_017062425.1|DFIC
OG0001607	LOC108014699|XP_016936363.1|DSUZ	LOC108098199|XP_017056426.1|DFIC
OG0001608	LOC108021228|XP_016945318.1|DSUZ	LOC108095808|XP_017052571.1|DFIC
OG0001609	LOC108017686|XP_036670118.1|DSUZ	LOC108101946|XP_017062021.1|DFIC
OG0001610	LOC108021336|XP_016945503.1|DSUZ	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC
OG0001611	LOC108021298|XP_016945437.1|DSUZ	LOC108089940|XP_017043918.1|DFIC
OG0001612	LOC108009894|XP_016930106.1|DSUZ	LOC108092762|XP_017047986.1|DFIC
OG0001613	LOC108021832|XP_016946129.1|DSUZ	LOC108089192|XP_017042819.1|DFIC
OG0001614	LOC108010281|XP_016930640.1|DSUZ	LOC108090535|XP_017044752.1|DFIC
OG0001615	LOC108015917|XP_016937978.1|DSUZ	LOC108086333|XP_017038722.1|DFIC
OG0001616	LOC108021246|XP_016945348.1|DSUZ	LOC108093499|XP_017049078.1|DFIC
OG0001617	LOC108019495|XP_016942821.1|DSUZ	LOC108098328|XP_017056641.1|DFIC
OG0001618	LOC108009790|XP_016929942.1|DSUZ	LOC108089126|XP_017042731.1|DFIC
OG0001619	LOC108021157|XP_016945224.1|DSUZ	LOC108102157|XP_017062342.1|DFIC
OG0001620	LOC108008313|XP_016927620.1|DSUZ	LOC108090953|XP_017045386.1|DFIC
OG0001621	LOC108008774|XP_016928161.1|DSUZ	LOC108093674|XP_017049342.1|DFIC
OG0001622	LOC108016877|XP_016939253.1|DSUZ	LOC108088603|XP_017041970.1|DFIC
OG0001623	LOC108020749|XP_016944618.1|DSUZ	LOC108091520|XP_017046269.1|DFIC
OG0001624	LOC108019112|XP_016942328.1|DSUZ	LOC108094371|XP_017050404.1|DFIC
OG0001625	LOC108015497|XP_016937444.1|DSUZ	LOC108094381|XP_017050432.1|DFIC
OG0001626	LOC108011934|XP_016932671.1|DSUZ	LOC108100849|XP_017060418.1|DFIC
OG0001627	LOC108011517|XP_036674032.1|DSUZ	LOC108097524|XP_017055350.1|DFIC
OG0001628	LOC108018416|XP_036675507.1|DSUZ	LOC108095651|XP_017052305.1|DFIC
OG0001629	LOC108015627|XP_036678512.1|DSUZ	LOC108101968|XP_017062039.1|DFIC
OG0001630	LOC108004859|XP_036673351.1|DSUZ	LOC108092203|XP_017047218.1|DFIC
OG0001631	LOC108020130|XP_036673691.1|DSUZ, LOC118878012|XP_036674952.1|DSUZ, LOC118878561|XP_036677475.1|DSUZ, LOC118878616|XP_036677555.1|DSUZ, LOC118877738|XP_036673633.1|DSUZ, LOC108007595|XP_036674919.1|DSUZ, LOC108020131|XP_036674841.1|DSUZ	LOC108091388|XP_017046058.1|DFIC
OG0001632	LOC108021355|XP_016945532.1|DSUZ	LOC108101232|XP_017060971.1|DFIC
OG0001633	LOC108010633|XP_016931015.1|DSUZ	LOC108102055|XP_017062171.1|DFIC
OG0001634	LOC108015673|XP_016937673.2|DSUZ	LOC108093265|XP_017048736.1|DFIC
OG0001635	LOC108016307|XP_016938430.1|DSUZ	LOC108096022|XP_017052860.1|DFIC
OG0001636	LOC108017109|XP_036674967.1|DSUZ	LOC108098595|XP_017057146.1|DFIC
OG0001637	LOC108006982|XP_036672928.1|DSUZ	LOC108099346|XP_017058314.1|DFIC
OG0001638	LOC108016601|XP_016938779.1|DSUZ	LOC108091342|XP_017045979.1|DFIC
OG0001639	LOC108010974|XP_036669920.1|DSUZ, LOC118878895|XP_036677793.1|DSUZ	LOC108091137|XP_017045661.1|DFIC
OG0001640	LOC108013744|XP_016935186.1|DSUZ, LOC118878001|XP_036674899.1|DSUZ	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC
OG0001641	LOC108019500|XP_016942818.1|DSUZ	LOC108102003|XP_017062090.1|DFIC
OG0001642	LOC108018931|XP_016942013.1|DSUZ	LOC108097996|XP_017056122.1|DFIC
OG0001643	LOC108018937|XP_036678572.1|DSUZ	LOC108100894|XP_017060492.1|DFIC
OG0001644	LOC108005538|XP_016924322.2|DSUZ	LOC108095467|XP_017052071.1|DFIC
OG0001645	LOC108008747|XP_016928132.1|DSUZ	LOC108090879|XP_017045267.1|DFIC
OG0001646	LOC108008276|XP_036669239.1|DSUZ	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC
OG0001647	LOC108017950|XP_036670145.1|DSUZ	LOC108094287|XP_017050269.1|DFIC
OG0001648	LOC108013137|XP_016934306.1|DSUZ	LOC108086897|XP_017039447.1|DFIC
OG0001649	LOC108009419|XP_016929235.1|DSUZ	LOC108101527|XP_017061388.1|DFIC
OG0001650	LOC108009817|XP_016929988.1|DSUZ	LOC108095208|XP_017051705.1|DFIC
OG0001651	LOC108009814|XP_016929984.1|DSUZ	LOC108096832|XP_017054226.1|DFIC
OG0001652	LOC108010517|XP_016930881.2|DSUZ	LOC108099905|XP_017059054.1|DFIC
OG0001653	LOC108017622|XP_016940209.2|DSUZ	LOC108088878|XP_017042362.1|DFIC
OG0001654	LOC108009639|XP_016929625.1|DSUZ	LOC108093946|XP_017049831.1|DFIC
OG0001655	LOC108009144|XP_016928737.1|DSUZ	LOC108090755|XP_017045076.1|DFIC
OG0001656	LOC108010135|XP_016930457.1|DSUZ	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC
OG0001657	LOC108019354|XP_036671739.1|DSUZ	LOC108096327|XP_017053349.1|DFIC
OG0001658	LOC108007485|XP_036671379.1|DSUZ, LOC108019540|XP_016942867.2|DSUZ, LOC118879108|XP_036677982.1|DSUZ	LOC108100165|XP_017059417.1|DFIC
OG0001659	LOC108013260|XP_016934501.1|DSUZ	LOC108095456|XP_017052059.1|DFIC
OG0001660	LOC108012940|XP_016933966.1|DSUZ	LOC108100264|XP_017059536.1|DFIC
OG0001661	LOC108018317|XP_016941347.1|DSUZ	LOC108096826|XP_017054221.1|DFIC
OG0001662	LOC108013186|XP_016934376.1|DSUZ	LOC108089016|XP_017042585.1|DFIC
OG0001663	LOC108018479|XP_016941523.2|DSUZ	LOC108087126|XP_017039810.1|DFIC
OG0001664	LOC108008791|XP_016928177.1|DSUZ	LOC108094761|XP_017051006.1|DFIC
OG0001666	LOC108019648|XP_016943024.1|DSUZ	LOC108092500|XP_017047602.1|DFIC
OG0001667	LOC108009170|XP_016928788.1|DSUZ	LOC108094003|XP_017049917.1|DFIC
OG0001668	LOC108013314|XP_036670610.1|DSUZ	LOC108093232|XP_017048692.1|DFIC
OG0001669	LOC108017375|XP_036671176.1|DSUZ	LOC108100248|XP_017059515.1|DFIC
OG0001669	LOC118877285|XP_036671170.1|DSUZ	LOC108100653|XP_017060152.1|DFIC
OG0001670	LOC108019016|XP_016942119.1|DSUZ	LOC108091149|XP_017045673.1|DFIC
OG0001670	LOC108019791|XP_016943276.1|DSUZ	LOC108089655|XP_017043516.1|DFIC
OG0001671	LOC118878607|XP_036677548.1|DSUZ, LOC108008023|XP_016927295.2|DSUZ, LOC118878270|XP_036676051.1|DSUZ, LOC118878269|XP_036676050.1|DSUZ, LOC118878268|XP_036676049.1|DSUZ, LOC118878267|XP_036676048.1|DSUZ, LOC118878612|XP_036677552.1|DSUZ, LOC118878610|XP_036677551.1|DSUZ, LOC118878207|XP_036675929.1|DSUZ, LOC108017029|XP_016939473.2|DSUZ, LOC118878206|XP_036675928.1|DSUZ, LOC118878204|XP_036675926.1|DSUZ, LOC118878205|XP_036675927.1|DSUZ	LOC108100914|XP_017060517.1|DFIC, LOC108093371|XP_017048882.1|DFIC
OG0001672	LOC108018236|XP_016941252.1|DSUZ	LOC108090573|XP_017044806.1|DFIC, LOC108090574|XP_017044807.1|DFIC
OG0001673	LOC108008593|XP_016927961.1|DSUZ	LOC108096926|XP_017054367.1|DFIC
OG0001674	LOC118877797|XP_036673807.1|DSUZ, LOC108017413|XP_016939928.2|DSUZ	LOC108087978|XP_017041069.1|DFIC
OG0001674	LOC108006955|XP_016926049.1|DSUZ	LOC108090181|XP_017044255.1|DFIC
OG0001675	LOC108007565|XP_016926747.1|DSUZ	LOC108096008|XP_017052847.1|DFIC
OG0001675	LOC108007572|XP_016926753.1|DSUZ	LOC108096007|XP_017052846.1|DFIC
OG0001676	LOC108008182|XP_036668952.1|DSUZ	LOC108095104|XP_017051530.1|DFIC
OG0001676	LOC108008183|XP_016927464.1|DSUZ	LOC108095105|XP_017051531.1|DFIC
OG0001677	LOC108009099|XP_016928656.1|DSUZ	LOC108092399|XP_017047451.1|DFIC
OG0001677	LOC108013056|XP_016934165.1|DSUZ	LOC108092401|XP_017047453.1|DFIC, LOC108095738|XP_017052409.1|DFIC
OG0001678	LOC108016849|XP_036676087.1|DSUZ	LOC108097967|XP_017056072.1|DFIC
OG0001679	LOC108011169|XP_016931747.1|DSUZ	LOC108101644|XP_017061549.1|DFIC
OG0001680	LOC108004711|XP_016923215.1|DSUZ	LOC108095338|XP_017051909.1|DFIC
OG0001681	LOC108015035|XP_016936755.1|DSUZ	LOC108097759|XP_017055760.1|DFIC
OG0001682	LOC108016800|XP_016939065.1|DSUZ	LOC108091120|XP_017045637.1|DFIC
OG0001683	LOC108021427|XP_016945629.1|DSUZ	LOC108087131|XP_017040226.1|DFIC, LOC108100988|XP_017060639.1|DFIC
OG0001684	LOC108020401|XP_016944176.1|DSUZ	LOC108095031|XP_017051392.1|DFIC
OG0001685	LOC108004918|XP_016923502.1|DSUZ	LOC108098278|XP_017056569.1|DFIC
OG0001686	LOC108004848|XP_016923419.1|DSUZ	LOC108088685|XP_017042115.1|DFIC
OG0001687	LOC108016723|XP_016938941.1|DSUZ	LOC108092828|XP_017048121.1|DFIC
OG0001688	LOC108011115|XP_016931675.1|DSUZ	LOC108092901|XP_017048238.1|DFIC
OG0001689	LOC108005419|XP_016924186.1|DSUZ	LOC108101699|XP_017061625.1|DFIC
