Orthogroup	DSUZ.longest_only	DSUB.longest_only
OG0000759	LOC108013607|XP_016935036.1|DSUZ	LOC117894169|XP_034656962.1|DSUB
OG0000759	LOC108012426|XP_036671839.1|DSUZ	LOC117894168|XP_034656960.1|DSUB
OG0000760	LOC108010299|XP_016930663.1|DSUZ	LOC117890672|XP_034651539.1|DSUB
OG0000761	LOC108021545|XP_036676751.1|DSUZ	LOC117900793|XP_034667164.1|DSUB
OG0000761	LOC108005031|XP_016923659.1|DSUZ	LOC117900794|XP_034667167.1|DSUB
OG0000762	LOC108005456|XP_016924241.1|DSUZ	LOC117901372|XP_034667973.1|DSUB
OG0000762	LOC108010606|XP_016930991.1|DSUZ	LOC117901251|XP_034667822.1|DSUB
OG0000763	LOC108021341|XP_016945507.1|DSUZ	LOC117900081|XP_034666176.1|DSUB
OG0000763	LOC108021343|XP_016945511.1|DSUZ	LOC117900083|XP_034666179.1|DSUB
OG0000764	LOC108006447|XP_036672945.1|DSUZ	LOC117897366|XP_034662045.1|DSUB
OG0000764	LOC108006339|XP_016925338.1|DSUZ	LOC117903883|XP_034672273.1|DSUB
OG0000765	LOC108012671|XP_016933586.1|DSUZ	LOC117895701|XP_034659440.1|DSUB
OG0000765	LOC108015300|XP_016937166.1|DSUZ	LOC117902928|XP_034670412.1|DSUB
OG0000766	LOC108010875|XP_016931352.1|DSUZ	LOC117900646|XP_034666969.1|DSUB
OG0000766	LOC108020178|XP_016943771.1|DSUZ	LOC117903369|XP_034671231.1|DSUB
OG0000767	LOC108016254|XP_016938366.2|DSUZ, LOC108010681|XP_036672278.1|DSUZ	LOC117893833|XP_034656487.1|DSUB
OG0000768	LOC108005850|XP_036671900.1|DSUZ	LOC117894686|XP_034657756.1|DSUB
OG0000769	LOC108012134|XP_016932914.2|DSUZ	LOC117896770|XP_034661138.1|DSUB
OG0000769	LOC108015385|XP_016937292.1|DSUZ	LOC117897878|XP_034662848.1|DSUB
OG0000770	LOC108009556|XP_016929506.1|DSUZ	LOC117891196|XP_034652422.1|DSUB
OG0000771	LOC108011804|XP_016932531.2|DSUZ	LOC117894925|XP_034658120.1|DSUB
OG0000771	LOC108011837|XP_016932564.2|DSUZ	LOC117894924|XP_034658119.1|DSUB
OG0000772	LOC108008397|XP_016927731.1|DSUZ	LOC117891643|XP_034653081.1|DSUB
OG0000772	LOC108018091|XP_016940984.2|DSUZ	LOC117891889|XP_034653580.1|DSUB
OG0000773	LOC108019654|XP_016943028.1|DSUZ	LOC117892610|XP_034654852.1|DSUB
OG0000773	LOC108017113|XP_016939562.2|DSUZ	LOC117897009|XP_034661466.1|DSUB
OG0000774	LOC108009937|XP_016930169.1|DSUZ, LOC108009938|XP_016930170.1|DSUZ, LOC108009936|XP_016930166.1|DSUZ	LOC117891366|XP_034652693.1|DSUB
OG0000775	LOC108019850|XP_016943377.1|DSUZ	LOC117891004|XP_034652052.1|DSUB
OG0000775	LOC108009958|XP_016930203.1|DSUZ	LOC117890594|XP_034651423.1|DSUB, LOC117892354|XP_034654450.1|DSUB
OG0000776	LOC108017586|XP_016940164.2|DSUZ, LOC108005559|XP_036670505.1|DSUZ, LOC118877219|XP_036670517.1|DSUZ	LOC117897017|XP_034661479.1|DSUB
OG0000777	LOC118877968|XP_036674697.1|DSUZ, LOC108020829|XP_016944702.2|DSUZ, LOC108020835|XP_016944707.1|DSUZ, LOC118877904|XP_036674324.1|DSUZ	LOC117899391|XP_034665266.1|DSUB
OG0000778	LOC108011444|XP_016932069.1|DSUZ	LOC117893388|XP_034655874.1|DSUB
OG0000778	LOC108014401|XP_036672050.1|DSUZ	LOC117897412|XP_034662130.1|DSUB
OG0000779	LOC108004707|XP_016923210.1|DSUZ	LOC117903358|XP_034671204.1|DSUB
OG0000780	LOC108009945|XP_016930178.1|DSUZ	LOC117892441|XP_034654573.1|DSUB, LOC117892535|XP_034654732.1|DSUB
OG0000781	LOC108019124|XP_016942345.1|DSUZ	LOC117891052|XP_034652119.1|DSUB
OG0000781	LOC108007436|XP_016926584.2|DSUZ	LOC117894867|XP_034658018.1|DSUB
OG0000782	LOC108014639|XP_036671167.1|DSUZ	LOC117893422|XP_034655930.1|DSUB
OG0000782	LOC108005169|XP_016923833.1|DSUZ	LOC117903737|XP_034671988.1|DSUB
OG0000783	LOC108014686|XP_016936349.1|DSUZ	LOC117894610|XP_034657651.1|DSUB
OG0000783	LOC108015375|XP_016937282.1|DSUZ	LOC117903125|XP_034670845.1|DSUB
OG0000784	LOC108012735|XP_016933657.1|DSUZ	LOC117893755|XP_034656381.1|DSUB
OG0000784	LOC108016874|XP_016939247.1|DSUZ	LOC117901396|XP_034668024.1|DSUB
OG0000785	LOC108020160|XP_016943751.2|DSUZ	LOC117897562|XP_034662394.1|DSUB
OG0000786	LOC108020430|XP_016944238.1|DSUZ	LOC117893800|XP_034656439.1|DSUB
OG0000786	LOC108018387|XP_036672790.1|DSUZ	LOC117898451|XP_034663748.1|DSUB
OG0000787	LOC108013088|XP_036670990.1|DSUZ	LOC117895215|XP_034658597.1|DSUB
OG0000787	LOC108005233|XP_016923914.1|DSUZ	LOC117890371|XP_034651062.1|DSUB
OG0000788	LOC108005882|XP_016924752.1|DSUZ	LOC117895046|XP_034658315.1|DSUB
OG0000789	LOC108007756|XP_016927003.2|DSUZ	LOC117901093|XP_034667611.1|DSUB
OG0000789	LOC108013325|XP_016934615.1|DSUZ	LOC117901504|XP_034668165.1|DSUB
OG0000790	LOC108013645|XP_016935072.1|DSUZ	LOC117901664|XP_034668395.1|DSUB
OG0000790	LOC108013632|XP_016935070.1|DSUZ	LOC117901663|XP_034668393.1|DSUB
OG0000791	LOC108017536|XP_036675275.1|DSUZ	LOC117900331|XP_034666560.1|DSUB
OG0000791	LOC108019460|XP_036674189.1|DSUZ	LOC117896441|XP_034660660.1|DSUB
OG0000792	LOC108009951|XP_016930193.1|DSUZ, LOC108008463|XP_016927809.1|DSUZ	LOC117901144|XP_034667678.1|DSUB
OG0000793	LOC108015971|XP_016938043.2|DSUZ, LOC108015360|XP_016937264.1|DSUZ	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB
OG0000794	LOC108020875|XP_016944763.1|DSUZ, LOC108015046|XP_016936774.1|DSUZ	LOC117902452|XP_034669742.1|DSUB
OG0000795	LOC108004757|XP_016923283.1|DSUZ	LOC117898177|XP_034663280.1|DSUB
OG0000795	LOC108012042|XP_016932811.1|DSUZ	LOC117896595|XP_034660912.1|DSUB
OG0000796	LOC108010558|XP_036674438.1|DSUZ	LOC117898171|XP_034663271.1|DSUB
OG0000796	LOC108004727|XP_016923238.1|DSUZ	LOC117898487|XP_034663818.1|DSUB
OG0000797	LOC108017482|XP_016940016.2|DSUZ	LOC117899245|XP_034665016.1|DSUB
OG0000797	LOC108017480|XP_036674283.1|DSUZ	LOC117899246|XP_034665017.1|DSUB
OG0000798	LOC108019781|XP_016943258.1|DSUZ	LOC117892671|XP_034654955.1|DSUB
OG0000798	LOC108019780|XP_016943252.1|DSUZ	LOC117892670|XP_034654950.1|DSUB
OG0000799	LOC108019251|XP_036673861.1|DSUZ	LOC117898088|XP_034663159.1|DSUB
OG0000799	LOC108015152|XP_016936917.1|DSUZ	LOC117903858|XP_034672232.1|DSUB
OG0000800	LOC108012423|XP_016933273.1|DSUZ	LOC117895643|XP_034659317.1|DSUB, LOC117895645|XP_034659320.1|DSUB, LOC117893939|XP_034656618.1|DSUB
OG0000801	LOC108008353|XP_016927671.1|DSUZ	LOC117892090|XP_034653973.1|DSUB
OG0000802	LOC108004581|XP_016923009.1|DSUZ, LOC108004576|XP_016923005.1|DSUZ	LOC117902832|XP_034670342.1|DSUB
OG0000803	LOC108021119|XP_016945157.1|DSUZ	LOC117900221|XP_034666396.1|DSUB
OG0000803	LOC108011871|XP_036670751.1|DSUZ	LOC117892989|XP_034655232.1|DSUB
OG0000804	LOC108008724|XP_016928111.1|DSUZ	LOC117890279|XP_034650931.1|DSUB
OG0000804	LOC108016053|XP_036674900.1|DSUZ	LOC117896970|XP_034661410.1|DSUB
OG0000805	LOC108019642|XP_016943015.1|DSUZ	LOC117889713|XP_034650025.1|DSUB
OG0000806	LOC108009507|XP_016929411.1|DSUZ	LOC117900639|XP_034666960.1|DSUB
OG0000807	LOC108012630|XP_016933540.1|DSUZ, LOC108021637|XP_016945933.1|DSUZ	LOC117900178|XP_034666314.1|DSUB
OG0000808	LOC108013819|XP_036675465.1|DSUZ	LOC117899399|XP_034665275.1|DSUB, LOC117897668|XP_034662556.1|DSUB
OG0000810	LOC108017741|XP_036669879.1|DSUZ	LOC117892745|XP_034655060.1|DSUB, LOC117892746|XP_034655061.1|DSUB, LOC117892744|XP_034655059.1|DSUB
OG0000811	LOC108006656|XP_016925681.1|DSUZ	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB
OG0000811	LOC108009093|XP_016928642.1|DSUZ	LOC117892243|XP_034654245.1|DSUB
OG0000812	LOC108018925|XP_016942005.1|DSUZ	LOC117889570|XP_034649859.1|DSUB
OG0000812	LOC108011756|XP_016932474.2|DSUZ	LOC117895042|XP_034658310.1|DSUB
OG0000813	LOC108019788|XP_016943273.1|DSUZ	LOC117890860|XP_034651838.1|DSUB
OG0000814	LOC108008525|XP_016927888.1|DSUZ	LOC117901909|XP_034668766.1|DSUB
OG0000815	LOC108021696|XP_016946016.1|DSUZ	LOC117902250|XP_034669396.1|DSUB
OG0000816	LOC108004669|XP_016923136.1|DSUZ	LOC117898505|XP_034663852.1|DSUB
OG0000816	LOC108013963|XP_016935467.1|DSUZ	LOC117896154|XP_034660123.1|DSUB
OG0000817	LOC118876775|XP_036675533.1|DSUZ	LOC117898094|XP_034663164.1|DSUB
OG0000817	LOC108018419|XP_016941465.2|DSUZ, LOC108018418|XP_036675534.1|DSUZ	LOC117898092|XP_034663163.1|DSUB
OG0000818	LOC108016618|XP_016938801.1|DSUZ	LOC117895632|XP_034659282.1|DSUB
OG0000819	LOC108016527|XP_016938689.1|DSUZ	LOC117903635|XP_034671800.1|DSUB
OG0000819	LOC108016526|XP_036676591.1|DSUZ	LOC117903632|XP_034671795.1|DSUB
OG0000820	LOC108008430|XP_016927769.1|DSUZ	LOC117890362|XP_034651046.1|DSUB
OG0000821	LOC108008253|XP_036669414.1|DSUZ	LOC117890092|XP_034650643.1|DSUB
OG0000822	LOC108012267|XP_016933057.1|DSUZ	LOC117893590|XP_034656155.1|DSUB
OG0000822	LOC108021667|XP_016945971.1|DSUZ	LOC117902294|XP_034669466.1|DSUB
OG0000824	LOC108007551|XP_016926735.1|DSUZ	LOC117900900|XP_034667342.1|DSUB, LOC117894697|XP_034657773.1|DSUB, LOC117895890|XP_034659787.1|DSUB, LOC117903049|XP_034670679.1|DSUB, LOC117894919|XP_034658113.1|DSUB
OG0000825	LOC108012268|XP_016933058.1|DSUZ	LOC117893869|XP_034656533.1|DSUB
OG0000825	LOC108012861|XP_016933828.1|DSUZ	LOC117901288|XP_034667873.1|DSUB
OG0000826	LOC108009258|XP_016928929.1|DSUZ	LOC117890755|XP_034651706.1|DSUB
OG0000828	LOC108020830|XP_016944703.2|DSUZ, LOC108020831|XP_016944704.2|DSUZ	LOC117899394|XP_034665270.1|DSUB, LOC117899395|XP_034665271.1|DSUB
OG0000830	LOC108019199|XP_016942475.1|DSUZ	LOC117903200|XP_034670976.1|DSUB
OG0000831	LOC108013415|XP_016934762.1|DSUZ	LOC117891696|XP_034653178.1|DSUB
OG0000832	LOC108009205|XP_016928855.1|DSUZ	LOC117891712|XP_034653197.1|DSUB
OG0000832	LOC108012190|XP_016932979.1|DSUZ	LOC117901016|XP_034667505.1|DSUB
OG0000833	LOC108020735|XP_016944599.2|DSUZ, LOC118877524|XP_036672469.1|DSUZ	LOC117894049|XP_034656793.1|DSUB
OG0000834	LOC108015478|XP_016937398.2|DSUZ	LOC117896675|XP_034661012.1|DSUB
OG0000835	LOC108005846|XP_036670813.1|DSUZ	LOC117893175|XP_034655542.1|DSUB
OG0000836	LOC108008108|XP_016927390.1|DSUZ	LOC117901851|XP_034668692.1|DSUB
OG0000836	LOC108020943|XP_016944870.1|DSUZ	LOC117902392|XP_034669607.1|DSUB
OG0000837	LOC108010062|XP_016930364.1|DSUZ	LOC117890852|XP_034651830.1|DSUB
OG0000837	LOC108016597|XP_016938774.1|DSUZ	LOC117896533|XP_034660808.1|DSUB
OG0000838	LOC108007335|XP_016926476.1|DSUZ	LOC117902262|XP_034669412.1|DSUB
OG0000838	LOC108009399|XP_016929211.1|DSUZ	LOC117902263|XP_034669413.1|DSUB
OG0000839	LOC108016228|XP_036675015.1|DSUZ	LOC117899626|XP_034665672.1|DSUB
OG0000840	LOC108019838|XP_016943359.1|DSUZ, LOC108004760|XP_016923287.1|DSUZ	LOC117903610|XP_034671758.1|DSUB
OG0000841	LOC108005068|XP_036677731.1|DSUZ, LOC118878993|XP_036677843.1|DSUZ, LOC118878994|XP_036677844.1|DSUZ, LOC118876774|XP_036677730.1|DSUZ	LOC117897796|XP_034662736.1|DSUB
OG0000842	LOC108019658|XP_016943034.1|DSUZ	LOC117891489|XP_034652861.1|DSUB
OG0000842	LOC118877942|XP_036674525.1|DSUZ	LOC117897294|XP_034661929.1|DSUB
OG0000843	LOC108010211|XP_016930544.1|DSUZ	LOC117891024|XP_034652077.1|DSUB
OG0000844	LOC108010265|XP_036669703.1|DSUZ	LOC117892164|XP_034654122.1|DSUB
OG0000844	LOC108005002|XP_016923625.1|DSUZ	LOC117897396|XP_034662105.1|DSUB
OG0000845	LOC108016630|XP_016938815.1|DSUZ	LOC117903574|XP_034671681.1|DSUB
OG0000845	LOC108016958|XP_016939383.1|DSUZ	LOC117894055|XP_034656802.1|DSUB
OG0000846	LOC108007583|XP_016926764.1|DSUZ	LOC117897014|XP_034661477.1|DSUB
OG0000847	LOC108019631|XP_016943003.1|DSUZ	LOC117891357|XP_034652683.1|DSUB
OG0000847	LOC108009264|XP_016928956.1|DSUZ	LOC117892047|XP_034653863.1|DSUB
OG0000848	LOC108006141|XP_016925108.1|DSUZ, LOC108008012|XP_016927287.1|DSUZ	LOC117901672|XP_034668403.1|DSUB
OG0000848	LOC108014818|XP_016936546.2|DSUZ	LOC117902338|XP_034669528.1|DSUB
OG0000849	LOC108008344|XP_016927664.2|DSUZ	LOC117901435|XP_034668069.1|DSUB
OG0000849	LOC108008483|XP_016927834.1|DSUZ	LOC117902749|XP_034670227.1|DSUB
OG0000850	LOC108010233|XP_016930572.1|DSUZ	LOC117889898|XP_034650300.1|DSUB
OG0000850	LOC108010231|XP_016930565.1|DSUZ	LOC117889897|XP_034650299.1|DSUB
OG0000851	LOC108008545|XP_016927905.1|DSUZ	LOC117890794|XP_034651761.1|DSUB
OG0000851	LOC108008544|XP_016927904.1|DSUZ	LOC117890796|XP_034651763.1|DSUB, LOC117890788|XP_034651754.1|DSUB
OG0000852	LOC108019562|XP_016942888.1|DSUZ	LOC117892578|XP_034654801.1|DSUB
OG0000854	LOC108011146|XP_016931719.1|DSUZ	LOC117903676|XP_034671903.1|DSUB
OG0000855	LOC108016930|XP_016939347.1|DSUZ	LOC117894451|XP_034657443.1|DSUB
OG0000855	LOC108006077|XP_016925012.2|DSUZ	LOC117896315|XP_034660435.1|DSUB
OG0000856	LOC108006918|XP_016926007.2|DSUZ	LOC117894785|XP_034657905.1|DSUB
OG0000857	LOC108015334|XP_016937225.1|DSUZ	LOC117903487|XP_034671445.1|DSUB
OG0000858	LOC108011587|XP_036673909.1|DSUZ, LOC108011586|XP_016932244.2|DSUZ	LOC117896061|XP_034659967.1|DSUB
OG0000860	LOC108013147|XP_016934323.1|DSUZ	LOC117895209|XP_034658590.1|DSUB
OG0000860	LOC108007155|XP_036670936.1|DSUZ	LOC117894883|XP_034658050.1|DSUB
OG0000861	LOC108008751|XP_016928138.1|DSUZ, LOC108010154|XP_036669370.1|DSUZ	LOC117891215|XP_034652448.1|DSUB
OG0000862	LOC108009771|XP_016929889.1|DSUZ	LOC117890900|XP_034651886.1|DSUB
OG0000862	LOC108021139|XP_016945188.1|DSUZ	LOC117902151|XP_034669181.1|DSUB
OG0000863	LOC108020482|XP_036673118.1|DSUZ	LOC117898692|XP_034664197.1|DSUB
OG0000864	LOC108011791|XP_016932522.1|DSUZ	LOC117901424|XP_034668052.1|DSUB
OG0000864	LOC108005178|XP_016923845.1|DSUZ	LOC117903591|XP_034671704.1|DSUB
OG0000865	LOC108007886|XP_016927144.1|DSUZ	LOC117900711|XP_034667062.1|DSUB
OG0000865	LOC108017484|XP_016940019.2|DSUZ	LOC117897304|XP_034661942.1|DSUB
OG0000866	LOC108021288|XP_016945417.1|DSUZ, LOC108020870|XP_016944758.1|DSUZ	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB
OG0000867	LOC108006241|XP_016925185.1|DSUZ	LOC117901840|XP_034668672.1|DSUB
OG0000868	LOC108004668|XP_016923133.1|DSUZ	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB
OG0000869	LOC108017099|XP_036674808.1|DSUZ	LOC117898684|XP_034664179.1|DSUB
OG0000870	LOC108017942|XP_016940660.1|DSUZ	LOC117892389|XP_034654496.1|DSUB
OG0000871	LOC108010130|XP_016930447.1|DSUZ	LOC117891499|XP_034652879.1|DSUB
OG0000872	LOC108008480|XP_016927825.1|DSUZ	LOC117889870|XP_034650269.1|DSUB
OG0000873	LOC118879235|XP_036678021.1|DSUZ, LOC108007427|XP_036671097.1|DSUZ	LOC117893456|XP_034655967.1|DSUB
OG0000874	LOC108016691|XP_016938903.1|DSUZ	LOC117891144|XP_034652283.1|DSUB
OG0000874	LOC108009898|XP_016930108.1|DSUZ	LOC117890626|XP_034651464.1|DSUB
OG0000875	LOC108005543|XP_036671350.1|DSUZ	LOC117894676|XP_034657745.1|DSUB
OG0000877	LOC108019343|XP_036672055.1|DSUZ	LOC117893832|XP_034656486.1|DSUB
OG0000877	LOC108016688|XP_016938900.1|DSUZ	LOC117903097|XP_034670800.1|DSUB
OG0000878	LOC108010326|XP_016930741.1|DSUZ	LOC117890964|XP_034651994.1|DSUB
OG0000879	LOC108018781|XP_016941855.1|DSUZ	LOC117890228|XP_034650857.1|DSUB
OG0000880	LOC108016701|XP_016938915.1|DSUZ	LOC117892046|XP_034653867.1|DSUB
OG0000880	LOC108012752|XP_016933675.1|DSUZ	LOC117893345|XP_034655826.1|DSUB
OG0000881	LOC108012678|XP_016933594.1|DSUZ, LOC108013631|XP_016935066.1|DSUZ, LOC118877361|XP_036671747.1|DSUZ	LOC117894174|XP_034656969.1|DSUB
OG0000882	LOC108005482|XP_036677101.1|DSUZ	LOC117903436|XP_034671351.1|DSUB
OG0000882	LOC108009728|XP_036676018.1|DSUZ	LOC117900113|XP_034666229.1|DSUB
OG0000883	LOC108006535|XP_016925549.1|DSUZ	LOC117902707|XP_034670157.1|DSUB
OG0000884	LOC108009339|XP_016929156.1|DSUZ	LOC117900769|XP_034667140.1|DSUB
OG0000884	LOC108004763|XP_016923293.2|DSUZ	LOC117903060|XP_034670698.1|DSUB
OG0000885	LOC118877565|XP_036672664.1|DSUZ	LOC117898445|XP_034663741.1|DSUB
OG0000886	LOC108020302|XP_016943921.1|DSUZ	LOC117896268|XP_034660351.1|DSUB
OG0000887	LOC108004667|XP_036676890.1|DSUZ	LOC117898452|XP_034663754.1|DSUB
OG0000888	LOC108012961|XP_016934001.1|DSUZ	LOC117893080|XP_034655387.1|DSUB
OG0000889	LOC118877330|XP_036671527.1|DSUZ	LOC117895618|XP_034659260.1|DSUB
OG0000890	LOC108010245|XP_016930588.1|DSUZ	LOC117890898|XP_034651883.1|DSUB
OG0000891	LOC108021473|XP_016945701.1|DSUZ	LOC117902390|XP_034669605.1|DSUB
OG0000892	LOC108015222|XP_016937053.2|DSUZ, LOC108013072|XP_016934182.2|DSUZ	LOC117894088|XP_034656848.1|DSUB
OG0000893	LOC108017812|XP_036675144.1|DSUZ	LOC117897888|XP_034662855.1|DSUB
OG0000894	LOC108017139|XP_016939607.2|DSUZ	LOC117897395|XP_034662104.1|DSUB
OG0000895	LOC108010285|XP_016930643.1|DSUZ	LOC117892392|XP_034654499.1|DSUB, LOC117892394|XP_034654500.1|DSUB
OG0000896	LOC108014988|XP_016936699.1|DSUZ	LOC117903862|XP_034672240.1|DSUB
OG0000897	LOC108014067|XP_016935575.2|DSUZ	LOC117898755|XP_034664272.1|DSUB
OG0000897	LOC108014068|XP_016935576.2|DSUZ	LOC117896945|XP_034661379.1|DSUB
OG0000898	LOC108017961|XP_016940720.1|DSUZ	LOC117890989|XP_034652031.1|DSUB
OG0000898	LOC108008556|XP_016927915.1|DSUZ	LOC117890750|XP_034651700.1|DSUB
OG0000899	LOC108006083|XP_016925018.2|DSUZ	LOC117897742|XP_034662673.1|DSUB
OG0000900	LOC108010234|XP_016930576.1|DSUZ	LOC117890668|XP_034651535.1|DSUB
OG0000900	LOC108008940|XP_016928340.1|DSUZ	LOC117889895|XP_034650297.1|DSUB
OG0000901	LOC108008273|XP_016927551.1|DSUZ	LOC117892613|XP_034654854.1|DSUB
OG0000901	LOC108008274|XP_016927553.1|DSUZ	LOC117890548|XP_034651365.1|DSUB
OG0000902	LOC108021807|XP_016946099.1|DSUZ	LOC117903816|XP_034672147.1|DSUB
OG0000902	LOC108021808|XP_016946100.1|DSUZ	LOC117903231|XP_034671022.1|DSUB
OG0000903	LOC108005915|XP_016924814.1|DSUZ	LOC117894641|XP_034657703.1|DSUB
OG0000903	LOC108005810|XP_016924628.1|DSUZ	LOC117894639|XP_034657701.1|DSUB
OG0000904	LOC108007168|XP_016926281.2|DSUZ	LOC117893007|XP_034655254.1|DSUB
OG0000904	LOC108007091|XP_036670522.1|DSUZ	LOC117893009|XP_034655256.1|DSUB
OG0000906	LOC118876978|XP_036669611.1|DSUZ, LOC108008897|XP_016928291.1|DSUZ	LOC117890797|XP_034651764.1|DSUB
OG0000907	LOC108010212|XP_016930545.1|DSUZ	LOC117891031|XP_034652088.1|DSUB
OG0000909	LOC108011893|XP_016932629.1|DSUZ	LOC117896456|XP_034660676.1|DSUB
OG0000910	LOC108018274|XP_036674308.1|DSUZ	LOC117903736|XP_034671985.1|DSUB
OG0000911	LOC108008428|XP_016927766.1|DSUZ	LOC117891698|XP_034653181.1|DSUB
OG0000912	LOC108017677|XP_016940274.1|DSUZ, LOC108017676|XP_016940272.1|DSUZ	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB
OG0000913	LOC108011731|XP_036670716.1|DSUZ	LOC117895191|XP_034658561.1|DSUB
OG0000914	LOC108008891|XP_016928284.1|DSUZ	LOC117890297|XP_034650956.1|DSUB
OG0000915	LOC108008813|XP_016928205.1|DSUZ	LOC117890118|XP_034650682.1|DSUB
OG0000916	LOC108019753|XP_016943191.1|DSUZ	LOC117902779|XP_034670266.1|DSUB
OG0000917	LOC108016593|XP_036676442.1|DSUZ	LOC117902191|XP_034669258.1|DSUB
OG0000918	LOC108019295|XP_036677308.1|DSUZ, LOC108015932|XP_016938004.1|DSUZ	LOC117902111|XP_034669113.1|DSUB
OG0000920	LOC108004558|XP_016922981.1|DSUZ	LOC117901383|XP_034668004.1|DSUB
OG0000921	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ	LOC117903531|XP_034671597.1|DSUB
OG0000922	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ	LOC117893161|XP_034655527.1|DSUB
OG0000923	LOC108019541|XP_036672273.1|DSUZ, LOC108007980|XP_016927249.2|DSUZ	LOC117897091|XP_034661626.1|DSUB
OG0000924	LOC108005463|XP_016924248.1|DSUZ	LOC117903123|XP_034670840.1|DSUB
OG0000925	LOC108008034|XP_016927306.2|DSUZ, LOC108008036|XP_016927308.1|DSUZ	LOC117898112|XP_034663189.1|DSUB
OG0000926	LOC108014248|XP_016935774.2|DSUZ	LOC117898103|XP_034663176.1|DSUB
OG0000926	LOC108007017|XP_016926112.1|DSUZ	LOC117896820|XP_034661214.1|DSUB
OG0000927	LOC108004996|XP_016923605.2|DSUZ	LOC117896959|XP_034661395.1|DSUB
OG0000927	LOC118878122|XP_036675478.1|DSUZ	LOC117896542|XP_034660816.1|DSUB
OG0000928	LOC108021158|XP_016945225.1|DSUZ	LOC117901170|XP_034667715.1|DSUB
OG0000928	LOC108021160|XP_016945228.1|DSUZ	LOC117901171|XP_034667716.1|DSUB
OG0000929	LOC108021548|XP_016945805.1|DSUZ	LOC117900788|XP_034667158.1|DSUB
OG0000929	LOC108021549|XP_016945806.1|DSUZ	LOC117900789|XP_034667159.1|DSUB
OG0000930	LOC108018658|XP_016941719.2|DSUZ, LOC108018655|XP_016941716.2|DSUZ	LOC117894755|XP_034657859.1|DSUB, LOC117894276|XP_034657122.1|DSUB
OG0000931	LOC108008714|XP_016928101.1|DSUZ	LOC117890246|XP_034650884.1|DSUB
OG0000931	LOC108010798|XP_016931221.1|DSUZ	LOC117900532|XP_034666823.1|DSUB
OG0000932	LOC108011438|XP_016932058.1|DSUZ	LOC117893524|XP_034656055.1|DSUB
OG0000932	LOC108006195|XP_036672056.1|DSUZ	LOC117894756|XP_034657864.1|DSUB
OG0000933	LOC108010263|XP_016930609.1|DSUZ	LOC117891266|XP_034652530.1|DSUB
OG0000933	LOC108010264|XP_016930610.1|DSUZ	LOC117891267|XP_034652532.1|DSUB
OG0000934	LOC108019676|XP_016943056.1|DSUZ, LOC108019678|XP_016943057.1|DSUZ	LOC117890392|XP_034651088.1|DSUB, LOC117890447|XP_034651169.1|DSUB
OG0000935	LOC108007309|XP_036673509.1|DSUZ	LOC117898689|XP_034664196.1|DSUB
OG0000936	LOC108011918|XP_016932655.1|DSUZ	LOC117896509|XP_034660754.1|DSUB
OG0000937	LOC108016137|XP_036675609.1|DSUZ	LOC117899350|XP_034665194.1|DSUB
OG0000938	LOC108005404|XP_016924157.1|DSUZ	LOC117903601|XP_034671733.1|DSUB
OG0000939	LOC108015247|XP_016937092.1|DSUZ, LOC108019046|XP_016942161.2|DSUZ	LOC117901599|XP_034668302.1|DSUB
OG0000940	LOC108012370|XP_016933214.1|DSUZ	LOC117895700|XP_034659439.1|DSUB
OG0000941	LOC108015009|XP_016936726.1|DSUZ	LOC117903840|XP_034672186.1|DSUB
OG0000942	LOC108013179|XP_016934367.1|DSUZ	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB
OG0000943	LOC108009222|XP_016928870.1|DSUZ	LOC117890702|XP_034651607.1|DSUB
OG0000944	LOC108006569|XP_016925593.1|DSUZ	LOC117890053|XP_034650579.1|DSUB
OG0000945	LOC108013017|XP_016934097.1|DSUZ	LOC117892913|XP_034655117.1|DSUB
