Orthogroup	DSUZ.longest_only	DNOV.longest_only
OG0001749	LOC108010127|XP_016930443.1|DSUZ	LOC115771122|XP_030572550.1|DNOV
OG0001750	LOC108010124|XP_016930441.1|DSUZ	LOC115771103|XP_030572526.1|DNOV
OG0001751	LOC108013130|XP_016934296.1|DSUZ	LOC115770986|XP_030572335.1|DNOV
OG0001752	LOC108011434|XP_036672107.1|DSUZ	LOC115769737|XP_030570536.1|DNOV
OG0001753	LOC108011862|XP_036670926.1|DSUZ	LOC115767135|XP_030567156.1|DNOV
OG0001754	LOC108019915|XP_016943508.1|DSUZ	LOC115760794|XP_030558149.1|DNOV
OG0001755	LOC108011801|XP_036671856.1|DSUZ	LOC115767174|XP_030567217.1|DNOV
OG0001756	LOC108009598|XP_016929562.1|DSUZ	LOC115760554|XP_030557810.1|DNOV
OG0001757	LOC108018221|XP_016941229.1|DSUZ	LOC115761094|XP_030558576.1|DNOV
OG0001758	LOC108012270|XP_036670351.1|DSUZ	LOC115770040|XP_030570970.1|DNOV, LOC115757656|XP_030554237.1|DNOV
OG0001759	LOC108009256|XP_016928928.1|DSUZ	LOC115760005|XP_030557027.1|DNOV
OG0001760	LOC108008644|XP_016928018.1|DSUZ	LOC115762069|XP_030560018.1|DNOV
OG0001761	LOC108009234|XP_016928888.1|DSUZ	LOC115771810|XP_030573551.1|DNOV
OG0001762	LOC108021586|XP_016945861.1|DSUZ	LOC115758847|XP_030555489.1|DNOV
OG0001763	LOC108021648|XP_016945949.1|DSUZ	LOC115760261|XP_030557385.1|DNOV, LOC115760262|XP_030557386.1|DNOV
OG0001764	LOC118877781|XP_036673738.1|DSUZ	LOC115761281|XP_030558861.1|DNOV
OG0001765	LOC108009122|XP_016928699.1|DSUZ	LOC115762159|XP_030560133.1|DNOV
OG0001766	LOC108016344|XP_016938469.1|DSUZ	LOC115760124|XP_030557182.1|DNOV
OG0001767	LOC108021684|XP_016945995.1|DSUZ	LOC115758735|XP_030555345.1|DNOV, LOC115758692|XP_030555297.1|DNOV
OG0001768	LOC108021011|XP_016944983.1|DSUZ	LOC115765893|XP_030565495.1|DNOV
OG0001769	LOC108013993|XP_036678661.1|DSUZ	LOC115759320|XP_030556090.1|DNOV
OG0001770	LOC108021310|XP_016945453.1|DSUZ	LOC115760045|XP_030557072.1|DNOV
OG0001771	LOC108006627|XP_016925648.1|DSUZ	LOC115758600|XP_030555183.1|DNOV, LOC115758555|XP_030555113.1|DNOV
OG0001772	LOC108021425|XP_016945626.1|DSUZ	LOC115763960|XP_030562618.1|DNOV
OG0001773	LOC108006782|XP_016925824.1|DSUZ	LOC115763441|XP_030561866.1|DNOV
OG0001774	LOC108010061|XP_016930363.1|DSUZ	LOC115762089|XP_030560044.1|DNOV
OG0001775	LOC108016784|XP_016939041.1|DSUZ	LOC115768166|XP_030568522.1|DNOV
OG0001776	LOC108021103|XP_016945121.1|DSUZ	LOC115763405|XP_030561816.1|DNOV
OG0001777	LOC108021606|XP_016945891.1|DSUZ	LOC115759805|XP_030556749.1|DNOV
OG0001778	LOC108019864|XP_036669390.1|DSUZ	LOC115759119|XP_030555822.1|DNOV
OG0001779	LOC108017914|XP_036670472.1|DSUZ	LOC115763358|XP_030561743.1|DNOV
OG0001780	LOC108005093|XP_016923757.1|DSUZ	LOC115762062|XP_030560008.1|DNOV
OG0001781	LOC108021335|XP_036675125.1|DSUZ	LOC115763435|XP_030561858.1|DNOV
OG0001782	LOC108007252|XP_036677252.1|DSUZ	LOC115769235|XP_030569808.1|DNOV
OG0001783	LOC108019145|XP_016942382.1|DSUZ	LOC115763051|XP_030561336.1|DNOV
OG0001784	LOC108019590|XP_016942922.1|DSUZ	LOC115758503|XP_030555050.1|DNOV
OG0001785	LOC108009072|XP_016928575.1|DSUZ	LOC115762228|XP_030560223.1|DNOV
OG0001786	LOC108020984|XP_016944929.1|DSUZ	LOC115760122|XP_030557179.1|DNOV
OG0001787	LOC108020904|XP_016944810.1|DSUZ	LOC115759854|XP_030556815.1|DNOV, LOC115759983|XP_030556997.1|DNOV
OG0001788	LOC108019620|XP_016942990.1|DSUZ	LOC115758091|XP_030554470.1|DNOV
OG0001789	LOC108018050|XP_016940931.2|DSUZ, LOC108008254|XP_036669321.1|DSUZ	LOC115766544|XP_030566377.1|DNOV
OG0001790	LOC108006522|XP_016925538.1|DSUZ	LOC115760171|XP_030557251.1|DNOV
OG0001791	LOC108008157|XP_036669663.1|DSUZ	LOC115770853|XP_030572184.1|DNOV
OG0001792	LOC108021709|XP_016946032.2|DSUZ	LOC115760120|XP_030557175.1|DNOV
OG0001793	LOC108009765|XP_016929881.1|DSUZ	LOC115758192|XP_030554598.1|DNOV
OG0001794	LOC108019860|XP_016943395.1|DSUZ	LOC115758830|XP_030555467.1|DNOV
OG0001795	LOC108015600|XP_016937582.1|DSUZ	LOC115760281|XP_030557410.1|DNOV
OG0001796	LOC108005307|XP_036677039.1|DSUZ	LOC115767199|XP_030567249.1|DNOV
OG0001797	LOC108020342|XP_036669948.1|DSUZ	LOC115766752|XP_030566590.1|DNOV
OG0001798	LOC108008726|XP_016928114.1|DSUZ	LOC115758715|XP_030555328.1|DNOV
OG0001799	LOC108014948|XP_036676690.1|DSUZ	LOC115765318|XP_030564678.1|DNOV
OG0001800	LOC108021502|XP_016945740.1|DSUZ	LOC115759785|XP_030556720.1|DNOV
OG0001801	LOC108013559|XP_016934963.1|DSUZ	LOC115769914|XP_030570797.1|DNOV
OG0001802	LOC108007983|XP_036673002.1|DSUZ	LOC115759552|XP_030556374.1|DNOV
OG0001803	LOC118877569|XP_036672685.1|DSUZ, LOC108014874|XP_016936579.1|DSUZ	LOC115763836|XP_030562455.1|DNOV
OG0001804	LOC108016277|XP_016938393.1|DSUZ	LOC115759416|XP_030556168.1|DNOV
OG0001805	LOC108013197|XP_016934395.1|DSUZ	LOC115770990|XP_030572342.1|DNOV
OG0001806	LOC108011514|XP_016932159.2|DSUZ	LOC115770844|XP_030572141.1|DNOV, LOC115770909|XP_030572213.1|DNOV
OG0001807	LOC108004928|XP_016923516.1|DSUZ	LOC115766065|XP_030565725.1|DNOV
OG0001808	LOC118877950|XP_036674587.1|DSUZ, LOC108010615|XP_036673627.1|DSUZ	LOC115767883|XP_030568106.1|DNOV
OG0001810	LOC108011015|XP_016931530.2|DSUZ	LOC115764652|XP_030563693.1|DNOV
OG0001811	LOC108019929|XP_036670061.1|DSUZ	LOC115759566|XP_030556395.1|DNOV
OG0001812	LOC108015188|XP_016936991.1|DSUZ	LOC115769132|XP_030569699.1|DNOV
OG0001813	LOC108014173|XP_036672659.1|DSUZ	LOC115759659|XP_030556513.1|DNOV
OG0001814	LOC108016093|XP_016938179.2|DSUZ	LOC115764616|XP_030563634.1|DNOV
OG0001815	LOC108006734|XP_016925767.1|DSUZ	LOC115763695|XP_030562242.1|DNOV
OG0001816	LOC108019626|XP_016942997.1|DSUZ	LOC115764576|XP_030563583.1|DNOV
OG0001817	LOC108009274|XP_016928978.1|DSUZ	LOC115763938|XP_030562592.1|DNOV
OG0001818	LOC108021792|XP_016946084.2|DSUZ	LOC115768188|XP_030568557.1|DNOV
OG0001819	LOC108009608|XP_016929583.1|DSUZ	LOC115765190|XP_030564481.1|DNOV
OG0001820	LOC108004696|XP_016923196.1|DSUZ	LOC115767226|XP_030567283.1|DNOV
OG0001821	LOC108008588|XP_016927956.1|DSUZ	LOC115761152|XP_030558683.1|DNOV
OG0001822	LOC108008449|XP_016927792.1|DSUZ	LOC115760908|XP_030558338.1|DNOV
OG0001823	LOC108013936|XP_016935435.1|DSUZ	LOC115766248|XP_030565971.1|DNOV
OG0001824	LOC108021789|XP_016946085.1|DSUZ	LOC115760255|XP_030557376.1|DNOV
OG0001825	LOC108009181|XP_036669128.1|DSUZ	LOC115767430|XP_030567569.1|DNOV
OG0001826	LOC108008401|XP_016927735.1|DSUZ	LOC115759727|XP_030556608.1|DNOV
OG0001827	LOC108009117|XP_016928680.1|DSUZ	LOC115758236|XP_030554648.1|DNOV
OG0001828	LOC108004678|XP_016923155.1|DSUZ	LOC115767872|XP_030568092.1|DNOV, LOC115769940|XP_030570844.1|DNOV
OG0001829	LOC108008506|XP_016927861.1|DSUZ	LOC115757828|XP_030554112.1|DNOV
OG0001830	LOC108008460|XP_016927803.1|DSUZ	LOC115757906|XP_030554217.1|DNOV
OG0001831	LOC108018642|XP_036671334.1|DSUZ	LOC115771387|XP_030572932.1|DNOV
OG0001832	LOC108021815|XP_016946107.1|DSUZ	LOC115767569|XP_030567714.1|DNOV, LOC115767568|XP_030567713.1|DNOV, LOC115764066|XP_030562774.1|DNOV
OG0001833	LOC108017805|XP_016940441.1|DSUZ	LOC115763798|XP_030562401.1|DNOV, LOC115761868|XP_030559731.1|DNOV
OG0001834	LOC108007646|XP_016926857.1|DSUZ	LOC115761629|XP_030559318.1|DNOV
OG0001837	LOC108012556|XP_016933458.1|DSUZ	LOC115769944|XP_030570848.1|DNOV
OG0001838	LOC108019930|XP_016943528.1|DSUZ	LOC115760883|XP_030558305.1|DNOV
OG0001839	LOC108020898|XP_016944842.1|DSUZ, LOC108008833|XP_016928229.1|DSUZ	LOC115761395|XP_030559016.1|DNOV
OG0001841	LOC108012880|XP_016933859.1|DSUZ, LOC108012879|XP_016933858.1|DSUZ	LOC115770178|XP_030571198.1|DNOV
OG0001842	LOC108012453|XP_036670805.1|DSUZ, LOC108009272|XP_016928979.1|DSUZ, LOC108009751|XP_016929852.1|DSUZ	LOC115768084|XP_030568419.1|DNOV
OG0001843	LOC118877231|XP_036670657.1|DSUZ, LOC108010652|XP_016931039.2|DSUZ, LOC108010651|XP_016931038.2|DSUZ, LOC108010667|XP_036670658.1|DSUZ	LOC115769341|XP_030569962.1|DNOV
OG0001844	LOC108018325|XP_016941355.2|DSUZ, LOC108012785|XP_016933708.2|DSUZ	LOC115770246|XP_030571314.1|DNOV
OG0001845	LOC108008756|XP_016928142.1|DSUZ	LOC115766547|XP_030566379.1|DNOV
OG0001846	LOC108020784|XP_036674514.1|DSUZ, LOC108020802|XP_036674523.1|DSUZ	LOC115771853|XP_030573595.1|DNOV
OG0001848	LOC108020211|XP_036677710.1|DSUZ, LOC108019457|XP_036677826.1|DSUZ, LOC108005580|XP_016924370.1|DSUZ	LOC115760422|XP_030557590.1|DNOV
OG0001849	LOC108017500|XP_016940045.2|DSUZ	LOC115761359|XP_030558965.1|DNOV
OG0001850	LOC108020388|XP_016944141.1|DSUZ	LOC115766803|XP_030566688.1|DNOV
OG0001851	LOC108020391|XP_016944144.1|DSUZ	LOC115766706|XP_030566484.1|DNOV
OG0001852	LOC108012801|XP_016933726.1|DSUZ	LOC115762768|XP_030560977.1|DNOV
OG0001853	LOC108010888|XP_036675307.1|DSUZ	LOC115764018|XP_030562707.1|DNOV
OG0001854	LOC108005336|XP_016924056.1|DSUZ	LOC115766463|XP_030566258.1|DNOV
OG0001855	LOC108008911|XP_016928307.1|DSUZ	LOC115764515|XP_030563472.1|DNOV
OG0001856	LOC108015025|XP_016936743.1|DSUZ	LOC115767288|XP_030567379.1|DNOV
OG0001857	LOC108015418|XP_016937337.1|DSUZ	LOC115764274|XP_030563059.1|DNOV
OG0001858	LOC108004837|XP_036675970.1|DSUZ	LOC115764273|XP_030563058.1|DNOV
OG0001859	LOC108013840|XP_016935316.1|DSUZ, LOC108011213|XP_036676055.1|DSUZ	LOC115767823|XP_030568024.1|DNOV
OG0001860	LOC108007545|XP_036671594.1|DSUZ	LOC115770400|XP_030571513.1|DNOV
OG0001861	LOC108005682|XP_016924497.1|DSUZ	LOC115757772|XP_030554057.1|DNOV
OG0001862	LOC108015168|XP_016936934.1|DSUZ	LOC115764693|XP_030563747.1|DNOV
OG0001863	LOC108015801|XP_016937850.2|DSUZ, LOC108013721|XP_016935150.1|DSUZ	LOC115765257|XP_030564596.1|DNOV
OG0001864	LOC108015610|XP_016937588.2|DSUZ, LOC108014530|XP_036673692.1|DSUZ	LOC115772134|XP_030573974.1|DNOV
OG0001865	LOC108005380|XP_016924129.1|DSUZ	LOC115766372|XP_030566132.1|DNOV
OG0001866	LOC108018462|XP_036673921.1|DSUZ	LOC115761422|XP_030559043.1|DNOV
OG0001867	LOC108004803|XP_036670484.1|DSUZ	LOC115771049|XP_030572457.1|DNOV
OG0001868	LOC108021718|XP_016946044.1|DSUZ	LOC115758670|XP_030555273.1|DNOV
OG0001869	LOC118877870|XP_036674088.1|DSUZ, LOC108017428|XP_016939946.2|DSUZ	LOC115761194|XP_030558727.1|DNOV
OG0001870	LOC108011136|XP_016931700.1|DSUZ	LOC115768684|XP_030569229.1|DNOV
OG0001871	LOC108016787|XP_016939043.1|DSUZ	LOC115768171|XP_030568529.1|DNOV
OG0001872	LOC108017240|XP_016939726.1|DSUZ	LOC115759595|XP_030556424.1|DNOV
OG0001873	LOC118877827|XP_036673890.1|DSUZ, LOC118878781|XP_036677674.1|DSUZ, LOC108011650|XP_016932331.1|DSUZ	LOC115764771|XP_030563870.1|DNOV
OG0001874	LOC108006605|XP_036673214.1|DSUZ	LOC115760351|XP_030557501.1|DNOV
OG0001875	LOC108012167|XP_016932952.2|DSUZ	LOC115771918|XP_030573670.1|DNOV, LOC115771673|XP_030573347.1|DNOV
OG0001876	LOC108018985|XP_016942081.1|DSUZ	LOC115760594|XP_030557887.1|DNOV
OG0001877	LOC108018954|XP_016942046.1|DSUZ	LOC115767797|XP_030567988.1|DNOV
OG0001878	LOC108018300|XP_016941323.1|DSUZ	LOC115761751|XP_030559512.1|DNOV
OG0001879	LOC108006626|XP_036673368.1|DSUZ	LOC115760404|XP_030557563.1|DNOV, LOC115760370|XP_030557523.1|DNOV, LOC115768249|XP_030568639.1|DNOV
OG0001880	LOC108014144|XP_016935664.1|DSUZ	LOC115770589|XP_030571778.1|DNOV
OG0001881	LOC118877567|XP_036672679.1|DSUZ, LOC108016062|XP_036675196.1|DSUZ	LOC115759502|XP_030556303.1|DNOV
OG0001882	LOC108016130|XP_036675262.1|DSUZ	LOC115772033|XP_030573823.1|DNOV
OG0001883	LOC108011026|XP_036674008.1|DSUZ	LOC115764818|XP_030563927.1|DNOV
OG0001884	LOC118877794|XP_036673771.1|DSUZ, LOC118878545|XP_036677454.1|DSUZ, LOC108019427|XP_036674074.1|DSUZ	LOC115757676|XP_030553867.1|DNOV
OG0001885	LOC108006966|XP_016926064.1|DSUZ	LOC115759111|XP_030555813.1|DNOV, LOC115760160|XP_030557232.1|DNOV
OG0001886	LOC108015849|XP_016937906.2|DSUZ	LOC115761938|XP_030559833.1|DNOV
OG0001887	LOC108010221|XP_016930554.1|DSUZ	LOC115758283|XP_030554707.1|DNOV
OG0001888	LOC118878055|XP_036675131.1|DSUZ	LOC115763663|XP_030562194.1|DNOV
OG0001889	LOC108015002|XP_016936717.1|DSUZ	LOC115767801|XP_030567992.1|DNOV
OG0001890	LOC108005798|XP_016924617.1|DSUZ	LOC115771531|XP_030573128.1|DNOV
OG0001891	LOC108018288|XP_036674176.1|DSUZ	LOC115771655|XP_030573320.1|DNOV
OG0001892	LOC108017050|XP_016939497.1|DSUZ	LOC115758508|XP_030555058.1|DNOV
OG0001893	LOC108020150|XP_016943740.1|DSUZ	LOC115764956|XP_030564138.1|DNOV
OG0001894	LOC108010228|XP_016930562.1|DSUZ	LOC115762066|XP_030560013.1|DNOV
OG0001895	LOC108020392|XP_016944150.1|DSUZ	LOC115766726|XP_030566542.1|DNOV
OG0001896	LOC118876784|XP_036677642.1|DSUZ	LOC115763931|XP_030562582.1|DNOV
OG0001897	LOC108013927|XP_036674047.1|DSUZ	LOC115771770|XP_030573484.1|DNOV
OG0001898	LOC108005362|XP_016924101.1|DSUZ	LOC115768031|XP_030568313.1|DNOV
OG0001899	LOC108014436|XP_036672903.1|DSUZ	LOC115764108|XP_030562823.1|DNOV
OG0001900	LOC108010668|XP_016931057.1|DSUZ	LOC115771504|XP_030573093.1|DNOV
OG0001901	LOC108017378|XP_036668794.1|DSUZ	LOC115759717|XP_030556584.1|DNOV
OG0001903	LOC108011656|XP_016932340.1|DSUZ	LOC115764070|XP_030562777.1|DNOV
OG0001904	LOC108017494|XP_016940034.2|DSUZ	LOC115761380|XP_030558991.1|DNOV
OG0001905	LOC108004570|XP_016922996.1|DSUZ	LOC115758229|XP_030554641.1|DNOV
OG0001906	LOC108018359|XP_036672811.1|DSUZ	LOC115761740|XP_030559487.1|DNOV
OG0001907	LOC108006341|XP_036676362.1|DSUZ	LOC115765120|XP_030564375.1|DNOV
OG0001908	LOC108013869|XP_016935361.2|DSUZ	LOC115764870|XP_030564008.1|DNOV
OG0001909	LOC108014973|XP_016936682.2|DSUZ	LOC115764258|XP_030563037.1|DNOV
OG0001910	LOC108013937|XP_016935436.1|DSUZ	LOC115761223|XP_030558772.1|DNOV
OG0001911	LOC108006994|XP_036673727.1|DSUZ	LOC115771744|XP_030573435.1|DNOV
OG0001912	LOC108008510|XP_016927866.1|DSUZ	LOC115764176|XP_030562926.1|DNOV
OG0001913	LOC108005994|XP_016924930.1|DSUZ	LOC115759034|XP_030555712.1|DNOV
OG0001914	LOC108020604|XP_036673392.1|DSUZ	LOC115765000|XP_030564202.1|DNOV
OG0001915	LOC108013597|XP_016935020.1|DSUZ	LOC115769764|XP_030570584.1|DNOV
OG0001916	LOC108018110|XP_016941025.1|DSUZ	LOC115760856|XP_030558267.1|DNOV
OG0001917	LOC108006811|XP_036672328.1|DSUZ	LOC115769493|XP_030570172.1|DNOV
OG0001918	LOC108020207|XP_036670773.1|DSUZ	LOC115769529|XP_030570231.1|DNOV
OG0001919	LOC108018227|XP_016941235.1|DSUZ	LOC115760024|XP_030557050.1|DNOV
OG0001920	LOC108013032|XP_036670242.1|DSUZ	LOC115770603|XP_030571800.1|DNOV
OG0001921	LOC108019635|XP_016943007.1|DSUZ	LOC115760460|XP_030557646.1|DNOV, LOC115760461|XP_030557647.1|DNOV, LOC115760458|XP_030557640.1|DNOV
OG0001922	LOC108008350|XP_016927668.1|DSUZ	LOC115762129|XP_030560094.1|DNOV
OG0001923	LOC108005854|XP_036670837.1|DSUZ	LOC115771012|XP_030572379.1|DNOV
OG0001924	LOC118878514|XP_036677409.1|DSUZ, LOC108011184|XP_016931763.2|DSUZ	LOC115760157|XP_030557229.1|DNOV
OG0001925	LOC108014464|XP_016936075.1|DSUZ	LOC115771261|XP_030572737.1|DNOV
OG0001926	LOC108012359|XP_036670724.1|DSUZ	LOC115767167|XP_030567210.1|DNOV
OG0001927	LOC108008314|XP_016927621.1|DSUZ	LOC115760492|XP_030557703.1|DNOV
OG0001928	LOC108012521|XP_016933422.1|DSUZ	LOC115770504|XP_030571658.1|DNOV
OG0001929	LOC108012261|XP_036671924.1|DSUZ	LOC115762803|XP_030561022.1|DNOV, LOC115770197|XP_030571221.1|DNOV
OG0001930	LOC108018076|XP_016940966.1|DSUZ	LOC115760569|XP_030557842.1|DNOV
OG0001931	LOC108020673|XP_016944530.2|DSUZ	LOC115769877|XP_030570739.1|DNOV
OG0001932	LOC108014095|XP_036672182.1|DSUZ	LOC115769874|XP_030570734.1|DNOV
OG0001933	LOC108009081|XP_016928622.1|DSUZ	LOC115760905|XP_030558336.1|DNOV
OG0001934	LOC108013494|XP_016934866.1|DSUZ	LOC115770460|XP_030571597.1|DNOV
OG0001935	LOC108007501|XP_016926673.2|DSUZ	LOC115762662|XP_030560830.1|DNOV
OG0001937	LOC108017937|XP_016940645.1|DSUZ	LOC115762183|XP_030560163.1|DNOV
OG0001938	LOC108009458|XP_016929317.1|DSUZ	LOC115762263|XP_030560284.1|DNOV
OG0001939	LOC118876777|XP_036669173.1|DSUZ	LOC115762272|XP_030560294.1|DNOV
OG0001940	LOC108009302|XP_016929038.1|DSUZ	LOC115760577|XP_030557855.1|DNOV
OG0001941	LOC108012412|XP_036670295.1|DSUZ	LOC115770706|XP_030571962.1|DNOV
OG0001942	LOC108018030|XP_016940888.1|DSUZ	LOC115762127|XP_030560092.1|DNOV
OG0001943	LOC108007495|XP_016926666.2|DSUZ	LOC115762841|XP_030561076.1|DNOV
OG0001944	LOC108013123|XP_016934288.1|DSUZ	LOC115762568|XP_030560712.1|DNOV
OG0001945	LOC108009537|XP_036669077.1|DSUZ	LOC115762425|XP_030560481.1|DNOV
OG0001946	LOC108018123|XP_016941051.1|DSUZ	LOC115760940|XP_030558380.1|DNOV
OG0001947	LOC108008222|XP_016927502.1|DSUZ	LOC115760661|XP_030557987.1|DNOV
OG0001948	LOC108010450|XP_016930802.1|DSUZ	LOC115771454|XP_030573029.1|DNOV
OG0001949	LOC108013300|XP_036670975.1|DSUZ	LOC115768647|XP_030569182.1|DNOV
OG0001950	LOC108016269|XP_036674885.1|DSUZ	LOC115759664|XP_030556520.1|DNOV
OG0001951	LOC108009248|XP_016928914.1|DSUZ	LOC115758745|XP_030555365.1|DNOV
OG0001952	LOC108011921|XP_036678285.1|DSUZ	LOC115762083|XP_030560039.1|DNOV
OG0001953	LOC108009891|XP_016930098.1|DSUZ	LOC115762097|XP_030560057.1|DNOV
OG0001954	LOC108009281|XP_036669371.1|DSUZ	LOC115763310|XP_030561671.1|DNOV
OG0001955	LOC108008289|XP_016927589.1|DSUZ	LOC115771765|XP_030573482.1|DNOV
OG0001956	LOC108013238|XP_016934463.1|DSUZ	LOC115766840|XP_030566748.1|DNOV
OG0001957	LOC108009131|XP_016928723.1|DSUZ	LOC115760596|XP_030557890.1|DNOV
OG0001958	LOC108018040|XP_016940916.1|DSUZ	LOC115760524|XP_030557758.1|DNOV
OG0001959	LOC108005800|XP_016924619.1|DSUZ	LOC115770115|XP_030571096.1|DNOV
OG0001960	LOC108012832|XP_016933786.1|DSUZ	LOC115765831|XP_030565415.1|DNOV
OG0001961	LOC108010279|XP_016930635.1|DSUZ	LOC115762179|XP_030560160.1|DNOV
OG0001962	LOC108010227|XP_016930561.1|DSUZ	LOC115762063|XP_030560010.1|DNOV
OG0001963	LOC108006680|XP_016925707.2|DSUZ	LOC115769800|XP_030570627.1|DNOV
OG0001964	LOC108005903|XP_016924794.2|DSUZ	LOC115771265|XP_030572741.1|DNOV
OG0001965	LOC108012295|XP_016933086.2|DSUZ	LOC115769589|XP_030570324.1|DNOV
OG0001966	LOC108017350|XP_016939872.2|DSUZ	LOC115771932|XP_030573692.1|DNOV
OG0001967	LOC108008516|XP_016927873.1|DSUZ	LOC115762391|XP_030560435.1|DNOV
OG0001968	LOC108012480|XP_036671849.1|DSUZ	LOC115762913|XP_030561152.1|DNOV
OG0001969	LOC108018128|XP_016941058.1|DSUZ	LOC115760761|XP_030558102.1|DNOV
OG0001970	LOC108009960|XP_016930209.1|DSUZ	LOC115768334|XP_030568796.1|DNOV
OG0001971	LOC108017902|XP_016940561.1|DSUZ	LOC115766604|XP_030566450.1|DNOV
OG0001972	LOC108017702|XP_016940300.1|DSUZ	LOC115760311|XP_030557462.1|DNOV
OG0001973	LOC108008207|XP_036669179.1|DSUZ	LOC115760699|XP_030558024.1|DNOV
OG0001974	LOC108009325|XP_016929084.1|DSUZ	LOC115762105|XP_030560067.1|DNOV
OG0001975	LOC108012728|XP_016933649.1|DSUZ	LOC115769364|XP_030570006.1|DNOV
OG0001976	LOC108008092|XP_016927370.2|DSUZ	LOC115761148|XP_030558677.1|DNOV
OG0001977	LOC108015108|XP_036678553.1|DSUZ	LOC115759789|XP_030556728.1|DNOV
OG0001978	LOC108021800|XP_016946095.1|DSUZ	LOC115760175|XP_030557259.1|DNOV
OG0001979	LOC108019065|XP_016942195.1|DSUZ	LOC115758658|XP_030555257.1|DNOV
OG0001980	LOC108004975|XP_016923579.1|DSUZ	LOC115765570|XP_030565077.1|DNOV
OG0001981	LOC108021532|XP_016945783.1|DSUZ	LOC115760038|XP_030557066.1|DNOV
OG0001982	LOC108020456|XP_036677972.1|DSUZ, LOC118879091|XP_036677968.1|DSUZ, LOC118879092|XP_036677969.1|DSUZ, LOC108012064|XP_016932832.2|DSUZ	LOC115758463|XP_030554995.1|DNOV
OG0001983	LOC108018563|XP_036678222.1|DSUZ	LOC115769289|XP_030569875.1|DNOV
OG0001984	LOC118878448|XP_036677331.1|DSUZ, LOC118878456|XP_036677343.1|DSUZ, LOC118878454|XP_036677340.1|DSUZ, LOC108011880|XP_036677330.1|DSUZ, LOC118878440|XP_036677318.1|DSUZ	LOC115758903|XP_030555560.1|DNOV
OG0001985	LOC108015201|XP_016937019.1|DSUZ	LOC115763598|XP_030562081.1|DNOV
OG0001986	LOC108010656|XP_016931047.2|DSUZ	LOC115759304|XP_030556069.1|DNOV
OG0001987	LOC108015132|XP_016936884.1|DSUZ	LOC115767543|XP_030567682.1|DNOV
OG0001988	LOC108009254|XP_036669689.1|DSUZ	LOC115769820|XP_030570684.1|DNOV
OG0001989	LOC108021350|XP_016945522.1|DSUZ	LOC115765971|XP_030565585.1|DNOV
OG0001990	LOC108007623|XP_036669657.1|DSUZ	LOC115763028|XP_030561294.1|DNOV
OG0001991	LOC108016516|XP_036677643.1|DSUZ	LOC115760287|XP_030557419.1|DNOV
OG0001992	LOC108019874|XP_036671647.1|DSUZ	LOC115759131|XP_030555836.1|DNOV, LOC115759133|XP_030555842.1|DNOV
OG0001993	LOC108021459|XP_016945679.1|DSUZ	LOC115763350|XP_030561728.1|DNOV
OG0001994	LOC108007811|XP_036674621.1|DSUZ	LOC115757745|XP_030553995.1|DNOV
OG0001995	LOC108021066|XP_016945067.1|DSUZ	LOC115769166|XP_030569725.1|DNOV
OG0001996	LOC108021379|XP_036676561.1|DSUZ	LOC115765912|XP_030565518.1|DNOV
OG0001997	LOC108009198|XP_016928845.1|DSUZ	LOC115762093|XP_030560054.1|DNOV
OG0001998	LOC108009194|XP_016928835.1|DSUZ	LOC115762091|XP_030560049.1|DNOV
OG0001999	LOC108009896|XP_016930103.1|DSUZ	LOC115763365|XP_030561756.1|DNOV
OG0002000	LOC108008228|XP_016927511.1|DSUZ	LOC115760004|XP_030557022.1|DNOV
OG0002001	LOC108016511|XP_016938677.1|DSUZ	LOC115759968|XP_030556976.1|DNOV
OG0002002	LOC108008411|XP_016927746.1|DSUZ	LOC115760494|XP_030557705.1|DNOV, LOC115760740|XP_030558077.1|DNOV
OG0002003	LOC108018956|XP_016942048.1|DSUZ	LOC115763218|XP_030561550.1|DNOV
OG0002004	LOC108021451|XP_016945666.1|DSUZ	LOC115759781|XP_030556709.1|DNOV
OG0002005	LOC108021005|XP_016944967.1|DSUZ	LOC115763578|XP_030562057.1|DNOV
OG0002006	LOC108017753|XP_016940358.1|DSUZ	LOC115760208|XP_030557302.1|DNOV
OG0002007	LOC108021314|XP_016945457.1|DSUZ	LOC115759324|XP_030556095.1|DNOV
OG0002008	LOC108020374|XP_016944099.1|DSUZ	LOC115766796|XP_030566679.1|DNOV
OG0002009	LOC108008515|XP_016927872.1|DSUZ	LOC115761031|XP_030558504.1|DNOV
OG0002010	LOC108018899|XP_036678591.1|DSUZ	LOC115763050|XP_030561335.1|DNOV
OG0002011	LOC108005823|XP_016924649.1|DSUZ	LOC115763011|XP_030561261.1|DNOV
OG0002012	LOC108014981|XP_016936694.1|DSUZ	LOC115759718|XP_030556585.1|DNOV
OG0002013	LOC108021672|XP_036678665.1|DSUZ	LOC115763443|XP_030561870.1|DNOV
OG0002014	LOC108008355|XP_016927675.1|DSUZ	LOC115759745|XP_030556648.1|DNOV
OG0002015	LOC108005933|XP_016924836.2|DSUZ	LOC115761514|XP_030559143.1|DNOV
OG0002016	LOC108018047|XP_016940926.1|DSUZ	LOC115760906|XP_030558333.1|DNOV
OG0002017	LOC108021112|XP_016945147.1|DSUZ	LOC115759752|XP_030556654.1|DNOV
OG0002018	LOC108019105|XP_016942305.1|DSUZ	LOC115763535|XP_030562011.1|DNOV
