Orthogroup	DSUZ.longest_only	DEUG.longest_only
OG0001201	LOC108012105|XP_016932872.2|DSUZ	LOC108113717|XP_017079887.1|DEUG
OG0001202	LOC108020469|XP_016944283.2|DSUZ	LOC108102421|XP_017062887.1|DEUG
OG0001203	LOC108020394|XP_016944154.1|DSUZ	LOC108102342|XP_017062667.1|DEUG
OG0001204	LOC108021556|XP_016945814.1|DSUZ	LOC108105878|XP_017068143.1|DEUG
OG0001205	LOC108016276|XP_016938392.2|DSUZ	LOC108115325|XP_017082222.1|DEUG
OG0001206	LOC108007806|XP_016927051.1|DSUZ	LOC108117134|XP_017084871.1|DEUG
OG0001207	LOC108005299|XP_016923999.1|DSUZ	LOC108103973|XP_017065239.1|DEUG
OG0001208	LOC108015177|XP_036676793.1|DSUZ	LOC108109684|XP_017073771.1|DEUG
OG0001209	LOC108005690|XP_036673901.1|DSUZ	LOC108112521|XP_017077960.1|DEUG
OG0001209	LOC118879033|XP_036677920.1|DSUZ	LOC108116950|XP_017084591.1|DEUG
OG0001210	LOC108006349|XP_016925354.1|DSUZ	LOC108102996|XP_017063800.1|DEUG
OG0001212	LOC108013741|XP_016935182.1|DSUZ	LOC108102904|XP_017063615.1|DEUG
OG0001213	LOC108012053|XP_036675497.1|DSUZ	LOC108111568|XP_017076579.1|DEUG
OG0001214	LOC118877638|XP_036673043.1|DSUZ	LOC108115699|XP_017082758.1|DEUG
OG0001215	LOC108014380|XP_016935970.1|DSUZ	LOC108115319|XP_017082212.1|DEUG
OG0001216	LOC108014617|XP_036674168.1|DSUZ, LOC108006766|XP_036675344.1|DSUZ	LOC108105231|XP_017067188.1|DEUG
OG0001217	LOC108013785|XP_016935242.2|DSUZ	LOC108118120|XP_017086156.1|DEUG
OG0001217	LOC108005942|XP_036678353.1|DSUZ	LOC108113253|XP_017079294.1|DEUG
OG0001218	LOC108014860|XP_036674271.1|DSUZ	LOC108108836|XP_017072532.1|DEUG
OG0001220	LOC108017825|XP_016940466.1|DSUZ	LOC108112213|XP_017077519.1|DEUG
OG0001221	LOC108010001|XP_016930277.1|DSUZ	LOC108109208|XP_017073139.1|DEUG
OG0001222	LOC108018345|XP_036673502.1|DSUZ	LOC108116068|XP_017083272.1|DEUG
OG0001223	LOC118878516|XP_036677413.1|DSUZ, LOC108011692|XP_016932390.2|DSUZ	LOC108113659|XP_017079820.1|DEUG, LOC108118064|XP_017086096.1|DEUG
OG0001224	LOC108008495|XP_016927849.1|DSUZ	LOC108112183|XP_017077481.1|DEUG
OG0001225	LOC108018129|XP_016941059.1|DSUZ	LOC108112620|XP_017078202.1|DEUG
OG0001226	LOC108010116|XP_016930429.1|DSUZ	LOC108106425|XP_017068943.1|DEUG
OG0001227	LOC108011348|XP_016931950.1|DSUZ	LOC108106906|XP_017069644.1|DEUG
OG0001228	LOC108019148|XP_016942386.1|DSUZ	LOC108110090|XP_017074471.1|DEUG
OG0001229	LOC108011044|XP_036677820.1|DSUZ	LOC108117581|XP_017085572.1|DEUG
OG0001229	LOC118879635|XP_036678423.1|DSUZ	LOC108118111|XP_017086150.1|DEUG
OG0001230	LOC108009710|XP_016929755.1|DSUZ	LOC108113038|XP_017078959.1|DEUG
OG0001231	LOC108014038|XP_016935544.1|DSUZ, LOC118878191|XP_036675910.1|DSUZ	LOC108117464|XP_017085375.1|DEUG
OG0001232	LOC108018947|XP_016942038.2|DSUZ	LOC108118322|XP_017086429.1|DEUG, LOC108106085|XP_017068433.1|DEUG, LOC108118323|XP_017086430.1|DEUG
OG0001233	LOC108008536|XP_016927899.1|DSUZ	LOC108107159|XP_017070058.1|DEUG
OG0001234	LOC108009206|XP_016928856.1|DSUZ	LOC108112788|XP_017078558.1|DEUG
OG0001235	LOC108021510|XP_016945753.1|DSUZ	LOC108110729|XP_017075409.1|DEUG
OG0001236	LOC108005889|XP_016924768.2|DSUZ	LOC108113933|XP_017080129.1|DEUG
OG0001236	LOC108005779|XP_016924598.1|DSUZ	LOC108114329|XP_017080739.1|DEUG
OG0001237	LOC108015585|XP_036672609.1|DSUZ	LOC108117102|XP_017084807.1|DEUG
OG0001238	LOC108015824|XP_036675315.1|DSUZ	LOC108113593|XP_017079727.1|DEUG
OG0001240	LOC108014060|XP_016935567.2|DSUZ	LOC108113540|XP_017079624.1|DEUG, LOC108109093|XP_017072966.1|DEUG
OG0001241	LOC108008890|XP_016928283.1|DSUZ	LOC108106310|XP_017068770.1|DEUG
OG0001242	LOC108020133|XP_016943724.1|DSUZ	LOC108114013|XP_017080249.1|DEUG
OG0001242	LOC108019116|XP_016942330.1|DSUZ	LOC108105099|XP_017067023.1|DEUG
OG0001243	LOC108010680|XP_036672277.1|DSUZ	LOC108108761|XP_017072415.1|DEUG
OG0001244	LOC108006763|XP_036675474.1|DSUZ, LOC108006790|XP_036674313.1|DSUZ	LOC108105226|XP_017067183.1|DEUG
OG0001245	LOC108018287|XP_036674689.1|DSUZ	LOC108117094|XP_017084782.1|DEUG
OG0001246	LOC108008562|XP_016927922.1|DSUZ	LOC108107415|XP_017070433.1|DEUG
OG0001247	LOC108019362|XP_036677485.1|DSUZ	LOC108111891|XP_017077014.1|DEUG
OG0001248	LOC108012868|XP_016933840.1|DSUZ	LOC108108323|XP_017071840.1|DEUG
OG0001249	LOC108011163|XP_016931740.1|DSUZ	LOC108103271|XP_017064172.1|DEUG
OG0001251	LOC108013946|XP_036675221.1|DSUZ	LOC108115115|XP_017081856.1|DEUG
OG0001251	LOC108013953|XP_016935451.2|DSUZ	LOC108115113|XP_017081854.1|DEUG
OG0001252	LOC108007600|XP_036673487.1|DSUZ, LOC108007300|XP_036673582.1|DSUZ	LOC108116002|XP_017083168.1|DEUG
OG0001253	LOC108008664|XP_016928044.1|DSUZ	LOC108106373|XP_017068853.1|DEUG
OG0001254	LOC108009002|XP_016928436.1|DSUZ	LOC108108982|XP_017072727.1|DEUG
OG0001255	LOC108017818|XP_016940457.1|DSUZ	LOC108113256|XP_017079293.1|DEUG
OG0001256	LOC108009030|XP_016928491.1|DSUZ	LOC108107247|XP_017070154.1|DEUG
OG0001257	LOC108020331|XP_036670564.1|DSUZ	LOC108102318|XP_017062581.1|DEUG, LOC108102319|XP_017062583.1|DEUG
OG0001258	LOC108006092|XP_036673073.1|DSUZ	LOC108109560|XP_017073621.1|DEUG
OG0001259	LOC108016966|XP_016939393.1|DSUZ	LOC108105520|XP_017067635.1|DEUG
OG0001260	LOC108013945|XP_016935445.2|DSUZ	LOC108108394|XP_017071937.1|DEUG
OG0001261	LOC108015335|XP_016937228.1|DSUZ, LOC108014604|XP_036677637.1|DSUZ	LOC108115596|XP_017082650.1|DEUG
OG0001262	LOC108013929|XP_016935427.2|DSUZ	LOC108114300|XP_017080694.1|DEUG
OG0001263	LOC108017321|XP_016939838.2|DSUZ	LOC108117538|XP_017085530.1|DEUG
OG0001264	LOC108021722|XP_016946047.1|DSUZ	LOC108111149|XP_017076006.1|DEUG
OG0001265	LOC108016967|XP_016939395.1|DSUZ	LOC108104412|XP_017065951.1|DEUG
OG0001266	LOC108010210|XP_016930543.1|DSUZ	LOC108113209|XP_017079232.1|DEUG
OG0001267	LOC108015694|XP_036673041.1|DSUZ	LOC108115712|XP_017082772.1|DEUG
OG0001268	LOC108020277|XP_016943893.2|DSUZ	LOC108116851|XP_017084394.1|DEUG
OG0001269	LOC108009224|XP_016928875.1|DSUZ	LOC108106338|XP_017068804.1|DEUG
OG0001270	LOC108016270|XP_016938384.1|DSUZ	LOC108115300|XP_017082184.1|DEUG
OG0001271	LOC108009966|XP_016930215.1|DSUZ	LOC108104861|XP_017066672.1|DEUG
OG0001272	LOC108013281|XP_016934543.1|DSUZ	LOC108114016|XP_017080255.1|DEUG
OG0001273	LOC118877927|XP_036674397.1|DSUZ	LOC108111583|XP_017076592.1|DEUG
OG0001274	LOC108005858|XP_016924723.1|DSUZ	LOC108108055|XP_017071419.1|DEUG
OG0001275	LOC108006565|XP_016925586.1|DSUZ	LOC108102964|XP_017063751.1|DEUG
OG0001276	LOC108011820|XP_036671385.1|DSUZ	LOC108108133|XP_017071543.1|DEUG
OG0001276	LOC108011824|XP_036671753.1|DSUZ	LOC108107584|XP_017070634.1|DEUG
OG0001277	LOC108012661|XP_016933576.2|DSUZ	LOC108107683|XP_017070761.1|DEUG
OG0001278	LOC108013093|XP_036672042.1|DSUZ	LOC108114314|XP_017080714.1|DEUG
OG0001279	LOC108012982|XP_016934037.1|DSUZ	LOC108117397|XP_017085292.1|DEUG
OG0001280	LOC108012931|XP_016933954.1|DSUZ	LOC108104650|XP_017066320.1|DEUG
OG0001281	LOC108013564|XP_016934971.1|DSUZ	LOC108114070|XP_017080316.1|DEUG
OG0001282	LOC108017683|XP_016940284.1|DSUZ	LOC108111183|XP_017076055.1|DEUG
OG0001283	LOC108009597|XP_016929559.1|DSUZ	LOC108112812|XP_017078599.1|DEUG
OG0001284	LOC108018771|XP_036677495.1|DSUZ	LOC108113475|XP_017079587.1|DEUG
OG0001285	LOC108013416|XP_016934763.1|DSUZ	LOC108104709|XP_017066417.1|DEUG
OG0001286	LOC108006453|XP_016925469.1|DSUZ	LOC108115541|XP_017082534.1|DEUG
OG0001287	LOC118877849|XP_036674010.1|DSUZ	LOC108103738|XP_017064832.1|DEUG
OG0001288	LOC108021348|XP_016945519.1|DSUZ	LOC108111144|XP_017076002.1|DEUG
OG0001289	LOC108021342|XP_016945509.1|DSUZ	LOC108115544|XP_017082536.1|DEUG
OG0001290	LOC108021033|XP_016945105.1|DSUZ	LOC108102515|XP_017063030.1|DEUG
OG0001291	LOC108017941|XP_016940659.1|DSUZ	LOC108107255|XP_017070173.1|DEUG
OG0001292	LOC108009386|XP_036668914.1|DSUZ	LOC108112554|XP_017077988.1|DEUG
OG0001293	LOC108017004|XP_016939445.1|DSUZ	LOC108103548|XP_017064565.1|DEUG
OG0001294	LOC108012656|XP_016933572.1|DSUZ	LOC108113971|XP_017080176.1|DEUG
OG0001294	LOC108017475|XP_016940008.1|DSUZ	LOC108109888|XP_017074183.1|DEUG
OG0001295	LOC108018906|XP_016941987.1|DSUZ	LOC108110058|XP_017074427.1|DEUG
OG0001296	LOC108018805|XP_036678012.1|DSUZ	LOC108117564|XP_017085561.1|DEUG
OG0001297	LOC108017308|XP_016939820.2|DSUZ	LOC108117532|XP_017085520.1|DEUG
OG0001298	LOC108013852|XP_016935329.2|DSUZ	LOC108110268|XP_017074747.1|DEUG
OG0001299	LOC108014457|XP_036671181.1|DSUZ	LOC108107756|XP_017070916.1|DEUG
OG0001300	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ	LOC108118313|XP_017086418.1|DEUG, LOC108116373|XP_017083702.1|DEUG
OG0001301	LOC108008444|XP_016927786.1|DSUZ	LOC108106892|XP_017069631.1|DEUG
OG0001302	LOC108018783|XP_016941857.1|DSUZ	LOC108109266|XP_017073239.1|DEUG
OG0001303	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ	LOC108117293|XP_017085138.1|DEUG
OG0001304	LOC108018096|XP_016940991.1|DSUZ	LOC108106633|XP_017069325.1|DEUG
OG0001305	LOC108016271|XP_036675020.1|DSUZ	LOC108115301|XP_017082185.1|DEUG
OG0001306	LOC108015679|XP_036673820.1|DSUZ	LOC108109605|XP_017073660.1|DEUG
OG0001307	LOC108011445|XP_016932070.1|DSUZ	LOC108107928|XP_017071241.1|DEUG
OG0001308	LOC108016952|XP_016939376.1|DSUZ	LOC108103305|XP_017064217.1|DEUG
OG0001309	LOC108004954|XP_036673733.1|DSUZ	LOC108111487|XP_017076463.1|DEUG
OG0001310	LOC108005481|XP_036675707.1|DSUZ	LOC108105058|XP_017066966.1|DEUG
OG0001311	LOC108010419|XP_036676021.1|DSUZ	LOC108109935|XP_017074226.1|DEUG
OG0001312	LOC108014597|XP_036670433.1|DSUZ	LOC108114608|XP_017081159.1|DEUG
OG0001313	LOC108010192|XP_016930523.1|DSUZ	LOC108106612|XP_017069301.1|DEUG
OG0001314	LOC108021557|XP_016945815.1|DSUZ	LOC108105879|XP_017068144.1|DEUG
OG0001315	LOC108016646|XP_016938842.1|DSUZ	LOC108104378|XP_017065884.1|DEUG
OG0001316	LOC108017821|XP_016940460.1|DSUZ	LOC108112980|XP_017078877.1|DEUG
OG0001316	LOC108008246|XP_016927526.1|DSUZ	LOC108112370|XP_017077688.1|DEUG
OG0001317	LOC108021232|XP_016945327.1|DSUZ	LOC108105172|XP_017067101.1|DEUG
OG0001318	LOC108010524|XP_016930892.2|DSUZ, LOC108017658|XP_016940262.1|DSUZ	LOC108111081|XP_017075905.1|DEUG
OG0001319	LOC108021544|XP_016945800.1|DSUZ	LOC108105885|XP_017068157.1|DEUG
OG0001320	LOC108008494|XP_016927844.1|DSUZ	LOC108106367|XP_017068837.1|DEUG
OG0001321	LOC108017828|XP_016940469.1|DSUZ	LOC108111906|XP_017077033.1|DEUG
OG0001322	LOC108011673|XP_036674460.1|DSUZ	LOC108116452|XP_017083855.1|DEUG
OG0001322	LOC108016250|XP_016938363.2|DSUZ	LOC108115248|XP_017082094.1|DEUG
OG0001323	LOC108012991|XP_016934055.1|DSUZ	LOC108110633|XP_017075222.1|DEUG
OG0001323	LOC108011088|XP_016931646.1|DSUZ	LOC108110609|XP_017075196.1|DEUG
OG0001324	LOC108010453|XP_016930812.1|DSUZ	LOC108118409|XP_017086573.1|DEUG
OG0001325	LOC108006483|XP_016925494.2|DSUZ, LOC108007057|XP_036672977.1|DSUZ	LOC108109428|XP_017073415.1|DEUG
OG0001325	LOC108006489|XP_016925502.2|DSUZ, LOC108007056|XP_036672976.1|DSUZ	LOC108109423|XP_017073410.1|DEUG
OG0001326	LOC108006514|XP_036675352.1|DSUZ	LOC108111440|XP_017076397.1|DEUG
OG0001328	LOC108018918|XP_016941999.1|DSUZ	LOC108115210|XP_017082041.1|DEUG
OG0001329	LOC108005460|XP_016924245.1|DSUZ	LOC108103968|XP_017065231.1|DEUG
OG0001330	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ	LOC108102994|XP_017063796.1|DEUG
OG0001331	LOC108016587|XP_016938761.1|DSUZ	LOC108102432|XP_017062899.1|DEUG
OG0001332	LOC108005396|XP_016924148.1|DSUZ	LOC108105370|XP_017067395.1|DEUG
OG0001333	LOC108006557|XP_016925580.1|DSUZ	LOC108111180|XP_017076051.1|DEUG
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC108111436|XP_017076392.1|DEUG
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC108111803|XP_017076884.1|DEUG
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC108103492|XP_017064489.1|DEUG
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC108112477|XP_017077823.1|DEUG
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC108106680|XP_017069400.1|DEUG
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC108117507|XP_017085484.1|DEUG
OG0001342	LOC118878124|XP_036675492.1|DSUZ	LOC108111430|XP_017076384.1|DEUG
OG0001343	LOC108016037|XP_016938120.2|DSUZ	LOC108115275|XP_017082123.1|DEUG
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC108104230|XP_017065669.1|DEUG
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC108108376|XP_017071913.1|DEUG
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC108112916|XP_017078795.1|DEUG
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC108112572|XP_017078070.1|DEUG
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC108103466|XP_017064450.1|DEUG
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC108109879|XP_017074164.1|DEUG
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC108114706|XP_017081293.1|DEUG
OG0001351	LOC108008529|XP_016927889.1|DSUZ	LOC108104825|XP_017066603.1|DEUG
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC108110349|XP_017074872.1|DEUG
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC108118223|XP_017086290.1|DEUG
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC108109203|XP_017073133.1|DEUG
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC108113190|XP_017079206.1|DEUG
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC108116506|XP_017083930.1|DEUG
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC108109814|XP_017074028.1|DEUG
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC108108491|XP_017072034.1|DEUG
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC108106931|XP_017069685.1|DEUG
OG0001360	LOC108009514|XP_016929422.2|DSUZ	LOC108104760|XP_017066484.1|DEUG
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC108114116|XP_017080377.1|DEUG
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC108114127|XP_017080388.1|DEUG
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC108117198|XP_017084992.1|DEUG
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC108106378|XP_017068856.1|DEUG
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC108109862|XP_017074134.1|DEUG
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC108109855|XP_017074121.1|DEUG
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC108112874|XP_017078697.1|DEUG
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC108104574|XP_017066216.1|DEUG
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC108118380|XP_017086544.1|DEUG
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC108109112|XP_017072992.1|DEUG
OG0001371	LOC108018763|XP_016941831.1|DSUZ	LOC108118393|XP_017086559.1|DEUG
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC108112515|XP_017077897.1|DEUG
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC108103378|XP_017064313.1|DEUG
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC108106450|XP_017068986.1|DEUG
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC108115026|XP_017081760.1|DEUG
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC108106799|XP_017069532.1|DEUG
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC108118327|XP_017086435.1|DEUG
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC108106862|XP_017069595.1|DEUG
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC108111141|XP_017075997.1|DEUG
OG0001380	LOC108007067|XP_016926160.1|DSUZ	LOC108103523|XP_017064523.1|DEUG
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC108112838|XP_017078634.1|DEUG
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC108110542|XP_017075113.1|DEUG
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC108104522|XP_017066141.1|DEUG
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC108106845|XP_017069575.1|DEUG
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC108110701|XP_017075332.1|DEUG
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC108107040|XP_017069889.1|DEUG
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC108110855|XP_017075591.1|DEUG
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC108116689|XP_017084192.1|DEUG
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC108102698|XP_017063333.1|DEUG
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC108106839|XP_017069566.1|DEUG
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC108104306|XP_017065773.1|DEUG
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC108107047|XP_017069897.1|DEUG
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC108110805|XP_017075524.1|DEUG
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC108103729|XP_017064817.1|DEUG
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC108103929|XP_017065169.1|DEUG
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC108116501|XP_017083923.1|DEUG
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC108110124|XP_017074519.1|DEUG
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC108118098|XP_017086140.1|DEUG, LOC108118277|XP_017086363.1|DEUG
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC108116812|XP_017084349.1|DEUG
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC108113973|XP_017080179.1|DEUG
OG0001402	LOC108013770|XP_016935219.2|DSUZ	LOC108117347|XP_017085209.1|DEUG
OG0001402	LOC108013768|XP_016935217.1|DSUZ	LOC108117342|XP_017085205.1|DEUG
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC108108676|XP_017072270.1|DEUG
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC108114906|XP_017081569.1|DEUG
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC108111905|XP_017077032.1|DEUG
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC108116955|XP_017084602.1|DEUG
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC108108521|XP_017072082.1|DEUG
OG0001408	LOC108017841|XP_016940485.1|DSUZ	LOC108112500|XP_017077868.1|DEUG
OG0001411	LOC108007268|XP_016926395.2|DSUZ	LOC108111690|XP_017076728.1|DEUG
OG0001412	LOC108020134|XP_036668758.1|DSUZ, LOC108014299|XP_016935855.1|DSUZ	LOC108118459|XP_017086667.1|DEUG
OG0001413	LOC108008227|XP_016927507.2|DSUZ	LOC108112310|XP_017077625.1|DEUG
OG0001413	LOC108008828|XP_016928225.1|DSUZ	LOC108112366|XP_017077685.1|DEUG
OG0001414	LOC108008191|XP_036668946.1|DSUZ	LOC108104765|XP_017066488.1|DEUG
OG0001415	LOC108009398|XP_016929207.1|DSUZ	LOC108106217|XP_017068631.1|DEUG
OG0001416	LOC108020957|XP_016944889.1|DSUZ	LOC108106893|XP_017069632.1|DEUG
OG0001416	LOC108012725|XP_016933646.1|DSUZ	LOC108102784|XP_017063434.1|DEUG
OG0001417	LOC108018856|XP_016941934.2|DSUZ	LOC108103435|XP_017064393.1|DEUG
OG0001418	LOC108012711|XP_016933629.1|DSUZ	LOC108108358|XP_017071888.1|DEUG
OG0001418	LOC108012563|XP_016933467.2|DSUZ	LOC108108357|XP_017071887.1|DEUG
OG0001419	LOC108011231|XP_016931827.1|DSUZ	LOC108106089|XP_017068438.1|DEUG
OG0001420	LOC108012195|XP_036673170.1|DSUZ	LOC108115710|XP_017082770.1|DEUG
OG0001421	LOC108016510|XP_016938673.2|DSUZ	LOC108116250|XP_017083529.1|DEUG
OG0001422	LOC108012658|XP_016933574.1|DSUZ	LOC108102782|XP_017063432.1|DEUG
OG0001422	LOC108013620|XP_016935053.1|DSUZ	LOC108102874|XP_017063571.1|DEUG
OG0001423	LOC108007000|XP_036673417.1|DSUZ	LOC108105546|XP_017067671.1|DEUG
OG0001424	LOC108010251|XP_016930593.1|DSUZ, LOC118877966|XP_036674694.1|DSUZ	LOC108116848|XP_017084392.1|DEUG, LOC108116852|XP_017084396.1|DEUG
OG0001424	LOC118877600|XP_036672805.1|DSUZ	LOC108107471|XP_017070507.1|DEUG
OG0001425	LOC108017833|XP_016940475.1|DSUZ	LOC108113231|XP_017079258.1|DEUG, LOC108113230|XP_017079256.1|DEUG
OG0001426	LOC108020917|XP_016944826.1|DSUZ	LOC108110790|XP_017075500.1|DEUG
OG0001426	LOC108018851|XP_016941929.1|DSUZ	LOC108110033|XP_017074372.1|DEUG
OG0001427	LOC108019770|XP_016943224.2|DSUZ	LOC108113482|XP_017079559.1|DEUG
OG0001427	LOC108009304|XP_016929047.1|DSUZ	LOC108105751|XP_017067959.1|DEUG
OG0001428	LOC108012751|XP_016933673.2|DSUZ	LOC108105954|XP_017068244.1|DEUG
OG0001428	LOC108010506|XP_016930870.2|DSUZ, LOC108010502|XP_016930864.1|DSUZ, LOC118877336|XP_036671562.1|DSUZ	LOC108108577|XP_017072159.1|DEUG
OG0001428	LOC108009412|XP_016929221.1|DSUZ	LOC108106468|XP_017069026.1|DEUG
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC108116795|XP_017084332.1|DEUG
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC108116891|XP_017084481.1|DEUG
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC108116948|XP_017084590.1|DEUG
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC108103424|XP_017064380.1|DEUG
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC108115728|XP_017082791.1|DEUG
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC108118294|XP_017086391.1|DEUG
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC108109001|XP_017072757.1|DEUG
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC108105511|XP_017067625.1|DEUG
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC108106071|XP_017068418.1|DEUG
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC108116022|XP_017083198.1|DEUG
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC108110247|XP_017074724.1|DEUG
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC108102934|XP_017063685.1|DEUG
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC108105102|XP_017067026.1|DEUG
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC108106983|XP_017069808.1|DEUG
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC108111370|XP_017076291.1|DEUG
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC108109557|XP_017073618.1|DEUG
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC108114976|XP_017081688.1|DEUG
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC108115682|XP_017082740.1|DEUG
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC108116454|XP_017083862.1|DEUG
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC108111429|XP_017076381.1|DEUG
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC108113217|XP_017079242.1|DEUG
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC108102502|XP_017063014.1|DEUG
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC108112442|XP_017077775.1|DEUG
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC108112134|XP_017077372.1|DEUG
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC108114562|XP_017081101.1|DEUG
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC108117252|XP_017085091.1|DEUG
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC108114442|XP_017080924.1|DEUG
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC108106523|XP_017069120.1|DEUG
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC108112558|XP_017077993.1|DEUG
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC108106271|XP_017068725.1|DEUG
