Orthogroup	DSUZ.longest_only	DSIM.longest_only
OG0000167	LOC108012603|XP_016933512.1|DSUZ	LOC6737343|XP_002084181.1|DSIM
OG0000167	LOC108012533|XP_016933435.1|DSUZ	LOC6737346|XP_002084184.1|DSIM
OG0000167	LOC108012674|XP_016933590.1|DSUZ	LOC6737344|XP_016031071.2|DSIM
OG0000168	LOC108009279|XP_016928987.1|DSUZ	LOC6733827|XP_016026811.1|DSIM
OG0000168	LOC108007612|XP_016926807.2|DSUZ	LOC6729947|XP_002105242.2|DSIM
OG0000168	LOC108014753|XP_016936425.2|DSUZ	LOC6729945|XP_002105240.2|DSIM
OG0000168	LOC108007613|XP_036673585.1|DSUZ	LOC6729944|XP_002105239.1|DSIM
OG0000169	LOC108015763|XP_016937791.1|DSUZ	LOC6729334|XP_002104651.1|DSIM
OG0000169	LOC108012719|XP_016933637.1|DSUZ	LOC27207558|XP_016031169.1|DSIM
OG0000169	LOC108014890|XP_016936597.1|DSUZ	LOC6728313|XP_002103662.1|DSIM
OG0000170	LOC108021529|XP_016945780.1|DSUZ	LOC6732657|XP_016025370.1|DSIM
OG0000170	LOC108021528|XP_016945779.1|DSUZ	LOC6732658|XP_002079775.1|DSIM
OG0000170	LOC108010998|XP_016931513.1|DSUZ	LOC6732656|XP_002079773.2|DSIM
OG0000171	LOC108018039|XP_036669567.1|DSUZ	LOC6732305|XP_039147991.1|DSIM
OG0000171	LOC108015077|XP_016936845.1|DSUZ	LOC6731680|XP_039154479.1|DSIM
OG0000171	LOC108015189|XP_016936992.1|DSUZ	LOC27208953|XP_039152349.1|DSIM
OG0000172	LOC108007174|XP_036671023.1|DSUZ	LOC6736567|XP_016030152.1|DSIM
OG0000173	LOC108008393|XP_016927726.1|DSUZ	LOC6735740|XP_016029110.1|DSIM
OG0000173	LOC108008692|XP_016928077.1|DSUZ	LOC6735737|XP_002082650.1|DSIM
OG0000174	LOC108017714|XP_016940312.1|DSUZ	LOC6733346|XP_002080403.2|DSIM
OG0000174	LOC108013104|XP_016934244.1|DSUZ	LOC6731603|XP_039153037.1|DSIM
OG0000174	LOC108019703|XP_016943087.1|DSUZ	LOC6734227|XP_002081256.1|DSIM
OG0000175	LOC108010642|XP_036674300.1|DSUZ	LOC6728524|XP_016035184.1|DSIM
OG0000175	LOC108016300|XP_036675386.1|DSUZ	LOC6729686|XP_016036350.1|DSIM
OG0000176	LOC108017326|XP_016939844.2|DSUZ	LOC27206250|XP_016030468.1|DSIM
OG0000176	LOC118877224|XP_036670540.1|DSUZ	LOC27206279|XP_039149189.1|DSIM
OG0000176	LOC118877291|XP_036671244.1|DSUZ	LOC27206281|XP_016030475.1|DSIM
OG0000176	LOC108007147|XP_016926238.1|DSUZ	LOC27206280|XP_016030473.1|DSIM
OG0000177	LOC108006325|XP_016925314.1|DSUZ	LOC6740497|XP_016039622.1|DSIM
OG0000177	LOC108014832|XP_036673503.1|DSUZ	LOC6729924|XP_002105226.1|DSIM
OG0000177	LOC108013115|XP_016934260.1|DSUZ	LOC27209289|XP_016031840.1|DSIM
OG0000178	LOC108015200|XP_016937015.1|DSUZ	LOC6740296|XP_002077172.2|DSIM
OG0000179	LOC108009732|XP_016929805.1|DSUZ	LOC6733762|XP_016026719.1|DSIM
OG0000179	LOC108009802|XP_016929963.1|DSUZ	LOC6734112|XP_016027125.2|DSIM
OG0000179	LOC108021460|XP_016945680.1|DSUZ	LOC6732371|XP_016025021.1|DSIM
OG0000180	LOC108017848|XP_016940491.1|DSUZ	LOC6735106|XP_002082083.1|DSIM
OG0000180	LOC108017850|XP_016940493.1|DSUZ	LOC6735110|XP_002082087.1|DSIM
OG0000180	LOC108017779|XP_016940393.1|DSUZ	LOC6735109|XP_002082086.1|DSIM
OG0000180	LOC108017780|XP_016940394.1|DSUZ	LOC6735108|XP_002082085.2|DSIM
OG0000181	LOC108011657|XP_016932341.1|DSUZ	LOC6726671|XP_002102082.2|DSIM
OG0000181	LOC108020161|XP_016943752.1|DSUZ	LOC27206427|XP_016036575.1|DSIM
OG0000181	LOC108006366|XP_016925376.2|DSUZ	LOC6729772|XP_016036457.1|DSIM
OG0000182	LOC108006732|XP_016925764.2|DSUZ	LOC120285037|XP_039151314.1|DSIM
OG0000182	LOC108006751|XP_016925792.1|DSUZ	LOC6726850|XP_002102252.1|DSIM
OG0000182	LOC108006750|XP_016925791.1|DSUZ	LOC27207083|XP_016033359.1|DSIM
OG0000183	LOC108014928|XP_016936637.2|DSUZ	LOC6724843|XP_016037625.1|DSIM
OG0000183	LOC108020151|XP_016943741.1|DSUZ	LOC6729990|XP_016036757.1|DSIM
OG0000183	LOC108012673|XP_016933588.1|DSUZ	LOC6737036|XP_002083883.1|DSIM
OG0000183	LOC108012363|XP_016933204.1|DSUZ	LOC6737416|XP_016031176.1|DSIM
OG0000184	LOC108015061|XP_016936793.1|DSUZ	LOC6731373|XP_002078527.1|DSIM
OG0000184	LOC108007776|XP_016927025.1|DSUZ	LOC6731374|XP_002078528.1|DSIM
OG0000185	LOC108011626|XP_016932307.1|DSUZ	LOC6730917|XP_039147417.1|DSIM, LOC27206151|XP_016026406.1|DSIM
OG0000185	LOC108007566|XP_016926748.1|DSUZ	LOC27206484|XP_039150846.1|DSIM
OG0000185	LOC108019843|XP_016943365.1|DSUZ	LOC27206152|XP_016026408.1|DSIM
OG0000186	LOC108021819|XP_016946112.1|DSUZ	LOC27209397|XP_039153485.1|DSIM
OG0000186	LOC108004679|XP_016923156.1|DSUZ	LOC27209302|XP_016038841.1|DSIM
OG0000187	LOC108021806|XP_016946098.1|DSUZ	LOC6725393|XP_016038445.1|DSIM
OG0000188	LOC108018276|XP_036674146.1|DSUZ	LOC6728604|XP_002103945.1|DSIM
OG0000188	LOC108006304|XP_016925280.1|DSUZ	LOC6740155|XP_002077035.1|DSIM
OG0000188	LOC108018996|XP_016942095.1|DSUZ	LOC6740153|XP_002077034.2|DSIM
OG0000189	LOC108019870|XP_036669590.1|DSUZ	LOC6730795|XP_039150946.1|DSIM
OG0000189	LOC108016814|XP_036676083.1|DSUZ	LOC27206375|XP_016037541.1|DSIM
OG0000189	LOC108005468|XP_016924255.1|DSUZ	LOC6725808|XP_039152905.1|DSIM
OG0000190	LOC108009243|XP_016928903.1|DSUZ	LOC6734837|XP_016028075.1|DSIM
OG0000190	LOC108005376|XP_036677251.1|DSUZ	LOC6725779|XP_039152424.1|DSIM
OG0000190	LOC108008360|XP_016927686.1|DSUZ	LOC6734836|XP_002081838.1|DSIM
OG0000191	LOC108018031|XP_016940891.1|DSUZ	LOC6733283|XP_039147301.1|DSIM
OG0000191	LOC108018034|XP_016940900.1|DSUZ	LOC6733284|XP_002080347.1|DSIM
OG0000191	LOC108009369|XP_016929162.1|DSUZ	LOC6735047|XP_002082028.1|DSIM
OG0000192	LOC108014716|XP_016936373.2|DSUZ	LOC6728478|XP_002103823.1|DSIM
OG0000192	LOC108006707|XP_016925735.2|DSUZ	LOC27209212|XP_016031686.1|DSIM
OG0000192	LOC108011267|XP_016931864.1|DSUZ	LOC6737916|XP_002084740.2|DSIM
OG0000193	LOC108021635|XP_016945931.2|DSUZ	LOC6730872|XP_002078036.1|DSIM
OG0000193	LOC108021636|XP_016945932.1|DSUZ	LOC6730871|XP_002078035.1|DSIM
OG0000193	LOC108012937|XP_016933961.1|DSUZ	LOC6736531|XP_016030115.1|DSIM
OG0000194	LOC108008137|XP_016927416.1|DSUZ	LOC6740556|XP_002077380.3|DSIM
OG0000194	LOC108008252|XP_016927531.1|DSUZ	LOC6735573|XP_016028935.1|DSIM
OG0000194	LOC108006995|XP_036668694.1|DSUZ, LOC108008139|XP_016927418.2|DSUZ	LOC6735574|XP_039148419.1|DSIM
OG0000194	LOC108009405|XP_016929214.1|DSUZ	LOC6735579|XP_016028941.2|DSIM
OG0000195	LOC108009906|XP_016930119.1|DSUZ	LOC6735878|XP_002082788.1|DSIM
OG0000195	LOC108008618|XP_016927988.1|DSUZ	LOC6734092|XP_016027086.1|DSIM
OG0000196	LOC108021589|XP_016945867.1|DSUZ	LOC27206561|XP_016025274.1|DSIM
OG0000196	LOC108021489|XP_016945721.1|DSUZ	LOC6732583|XP_016025268.1|DSIM
OG0000196	LOC108021623|XP_016945918.1|DSUZ	LOC6732595|XP_016025278.1|DSIM
OG0000197	LOC108005276|XP_016923954.1|DSUZ	LOC6725972|XP_039153181.1|DSIM
OG0000197	LOC108005103|XP_016923767.2|DSUZ	LOC120284207|XP_039153182.1|DSIM
OG0000197	LOC108005273|XP_016923951.1|DSUZ	LOC27206332|XP_016039327.1|DSIM
OG0000198	LOC108019561|XP_016942887.1|DSUZ, LOC118877076|XP_036669853.1|DSUZ	LOC6734267|XP_039148445.1|DSIM
OG0000198	LOC118876906|XP_036668966.1|DSUZ	LOC120284483|XP_039148824.1|DSIM
OG0000198	LOC108008992|XP_016928424.1|DSUZ	LOC6734577|XP_016027701.1|DSIM
OG0000198	LOC108017706|XP_016940303.1|DSUZ, LOC108017703|XP_016940301.1|DSUZ, LOC108017704|XP_016940302.2|DSUZ	LOC6733233|XP_016026112.1|DSIM
OG0000199	LOC118876973|XP_036669595.1|DSUZ	LOC6739461|XP_002076361.1|DSIM
OG0000199	LOC108008278|XP_016927557.2|DSUZ	LOC6734886|XP_002081883.2|DSIM
OG0000199	LOC108008277|XP_036669064.1|DSUZ	LOC6734883|XP_002081880.1|DSIM
OG0000199	LOC118876974|XP_036669597.1|DSUZ	LOC27206611|XP_016028135.1|DSIM
OG0000200	LOC108007195|XP_036674160.1|DSUZ	LOC6730036|XP_016036801.1|DSIM
OG0000200	LOC108007235|XP_016926361.2|DSUZ	LOC6730035|XP_039151497.1|DSIM, LOC6730034|XP_016036800.1|DSIM
OG0000200	LOC108020074|XP_036674161.1|DSUZ	LOC6730037|XP_016036802.1|DSIM
OG0000201	LOC108011010|XP_016931525.2|DSUZ	LOC6729184|XP_002104505.1|DSIM
OG0000201	LOC108005595|XP_016924385.1|DSUZ	LOC6729185|XP_016035832.1|DSIM
OG0000202	LOC108018603|XP_016941652.2|DSUZ	LOC6727595|XP_016034192.1|DSIM
OG0000202	LOC108006691|XP_016925719.1|DSUZ	LOC6737893|XP_002084721.2|DSIM
OG0000202	LOC108006704|XP_016925733.2|DSUZ	LOC6737892|XP_002084720.2|DSIM
OG0000203	LOC108010185|XP_016930517.1|DSUZ	LOC6734918|XP_002081915.1|DSIM
OG0000203	LOC108008429|XP_016927767.2|DSUZ	LOC6734915|XP_016028186.1|DSIM
OG0000203	LOC108010184|XP_016930516.1|DSUZ	LOC6734917|XP_016028188.1|DSIM
OG0000204	LOC108008995|XP_016928428.1|DSUZ	LOC6733983|XP_002081027.1|DSIM
OG0000204	LOC108012759|XP_016933681.1|DSUZ, LOC108012753|XP_016933676.1|DSUZ	LOC6737012|XP_002083859.1|DSIM, LOC6737013|XP_002083860.1|DSIM
OG0000204	LOC108012293|XP_016933084.2|DSUZ	LOC6737011|XP_002083858.1|DSIM
OG0000205	LOC108018727|XP_016941789.2|DSUZ	LOC6727949|XP_002103304.1|DSIM
OG0000205	LOC108020110|XP_036672751.1|DSUZ	LOC6727522|XP_002102902.1|DSIM
OG0000206	LOC108008674|XP_016928057.1|DSUZ	LOC6736172|XP_002083072.1|DSIM
OG0000206	LOC108007690|XP_016926907.1|DSUZ	LOC6732056|XP_002079188.1|DSIM
OG0000206	LOC108008612|XP_036669564.1|DSUZ	LOC6736171|XP_002083071.1|DSIM
OG0000207	LOC108011838|XP_036671726.1|DSUZ	LOC6736685|XP_002083541.1|DSIM
OG0000207	LOC108011813|XP_036671727.1|DSUZ	LOC6736686|XP_002083542.1|DSIM
OG0000207	LOC108011740|XP_036670949.1|DSUZ	LOC6737831|XP_016031606.1|DSIM
OG0000208	LOC108017933|XP_016940615.2|DSUZ	LOC27207055|XP_016027776.1|DSIM
OG0000208	LOC108017690|XP_016940288.1|DSUZ	LOC27209173|XP_016027774.1|DSIM
OG0000208	LOC108017688|XP_016940286.1|DSUZ	LOC6734623|XP_002081631.2|DSIM
OG0000208	LOC108017693|XP_016940291.2|DSUZ, LOC108017692|XP_016940290.1|DSUZ	LOC27207345|XP_016027777.2|DSIM, LOC6734624|XP_016027778.1|DSIM
OG0000208	LOC108017691|XP_016940289.1|DSUZ, LOC108017695|XP_016940292.2|DSUZ	LOC27208171|XP_016027775.1|DSIM
OG0000209	LOC108019000|XP_016942102.1|DSUZ	LOC6731411|XP_016024029.1|DSIM
OG0000209	LOC108006515|XP_016925566.2|DSUZ, LOC108019473|XP_016942793.1|DSUZ, LOC108019459|XP_016942785.2|DSUZ, LOC108019484|XP_036671096.1|DSUZ, LOC108006618|XP_036678692.1|DSUZ, LOC108021711|XP_016946036.2|DSUZ, LOC108021325|XP_016945480.1|DSUZ, LOC108021710|XP_016946035.2|DSUZ, LOC108021727|XP_016946053.2|DSUZ	LOC6731465|XP_002078616.1|DSIM, LOC6733007|XP_039147191.1|DSIM
OG0000209	LOC108009744|XP_016929828.1|DSUZ	LOC6731366|XP_016023970.1|DSIM
OG0000209	LOC108018035|XP_016940901.1|DSUZ	LOC6733286|XP_016026188.1|DSIM
OG0000210	LOC108010650|XP_016931075.2|DSUZ	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM
OG0000210	LOC108004653|XP_016923096.1|DSUZ	LOC6740015|XP_016038473.1|DSIM
OG0000211	LOC108018737|XP_016941800.2|DSUZ	LOC6737597|XP_002084429.1|DSIM
OG0000211	LOC108018676|XP_016941737.2|DSUZ	LOC6728348|XP_016034972.1|DSIM
OG0000212	LOC108020434|XP_016944246.1|DSUZ	LOC27206647|XP_016023995.1|DSIM
OG0000212	LOC108017530|XP_016940097.1|DSUZ	LOC6731375|XP_016023994.1|DSIM
OG0000212	LOC108012002|XP_016932801.1|DSUZ	LOC6732467|XP_002079587.1|DSIM
OG0000213	LOC108005868|XP_016924733.1|DSUZ	LOC6738736|XP_016032549.1|DSIM
OG0000213	LOC118878606|XP_036677546.1|DSUZ	LOC6739267|XP_016025993.2|DSIM
OG0000214	LOC108015366|XP_016937272.1|DSUZ	LOC27206589|XP_016038690.1|DSIM
OG0000214	LOC108017940|XP_016940658.1|DSUZ	LOC6734594|XP_002081602.1|DSIM
OG0000214	LOC108020309|XP_016931377.1|DSUZ	LOC6729740|XP_002105046.2|DSIM
OG0000215	LOC108007767|XP_016927011.2|DSUZ	LOC6739085|XP_002085878.2|DSIM
OG0000215	LOC108007762|XP_016927006.2|DSUZ	LOC6739086|XP_002085879.2|DSIM
OG0000215	LOC108007769|XP_016927015.2|DSUZ	LOC6739082|XP_039150241.1|DSIM
OG0000216	LOC108013096|XP_016934228.1|DSUZ	LOC6737470|XP_002084306.2|DSIM
OG0000216	LOC108006321|XP_016925312.1|DSUZ	LOC6726102|XP_002107083.1|DSIM
OG0000217	LOC108016982|XP_036676430.1|DSUZ	LOC6725120|XP_016038097.1|DSIM
OG0000217	LOC108016651|XP_016938848.1|DSUZ	LOC6725121|XP_002106147.1|DSIM
OG0000218	LOC108007911|XP_016927172.1|DSUZ	LOC6730849|XP_002078013.1|DSIM
OG0000218	LOC108020832|XP_016944708.1|DSUZ	LOC120284233|XP_039146944.1|DSIM
OG0000218	LOC108020816|XP_016944687.1|DSUZ	LOC6730850|XP_039146943.1|DSIM
OG0000219	LOC108017755|XP_016940356.1|DSUZ	LOC6733309|XP_002080368.1|DSIM
OG0000219	LOC108017756|XP_016940357.1|DSUZ	LOC6733306|XP_016026230.1|DSIM
OG0000219	LOC108017752|XP_016940354.1|DSUZ	LOC6733310|XP_016026232.1|DSIM
OG0000220	LOC108012668|XP_016933584.2|DSUZ	LOC6737374|XP_002084212.1|DSIM
OG0000220	LOC108012632|XP_016933544.1|DSUZ	LOC6737377|XP_002084215.1|DSIM
OG0000220	LOC108012637|XP_016933549.2|DSUZ	LOC6737376|XP_016031117.1|DSIM
OG0000221	LOC108019787|XP_016943270.1|DSUZ	LOC6734234|XP_002081263.1|DSIM
OG0000221	LOC108017216|XP_016939702.1|DSUZ	LOC6728131|XP_002103482.1|DSIM
OG0000221	LOC108019786|XP_016943267.1|DSUZ	LOC6734235|XP_016027282.1|DSIM
OG0000222	LOC108018421|XP_016941469.1|DSUZ	LOC6732286|XP_002079415.1|DSIM
OG0000222	LOC108017632|XP_016940258.2|DSUZ	LOC6732285|XP_002079414.1|DSIM
OG0000223	LOC108006870|XP_016925931.1|DSUZ	LOC6738418|XP_016032265.1|DSIM
OG0000223	LOC108005910|XP_016924809.1|DSUZ	LOC6737124|XP_016030751.1|DSIM
OG0000223	LOC118877249|XP_036670771.1|DSUZ	LOC6736797|XP_002083653.1|DSIM
OG0000224	LOC108017844|XP_016940488.1|DSUZ	LOC6735126|XP_016028410.1|DSIM
OG0000224	LOC108009197|XP_016928844.1|DSUZ	LOC6736126|XP_016029514.1|DSIM
OG0000225	LOC108005706|XP_016924522.2|DSUZ	LOC6729404|XP_016036050.2|DSIM
OG0000225	LOC108020651|XP_016944497.2|DSUZ	LOC27206725|XP_016036049.1|DSIM
OG0000225	LOC108020653|XP_016944499.2|DSUZ	LOC6729403|XP_002104718.1|DSIM
OG0000226	LOC108013218|XP_016934433.1|DSUZ	LOC6737490|XP_002084326.1|DSIM
OG0000226	LOC108013220|XP_016934436.1|DSUZ	LOC6737492|XP_002084328.1|DSIM
OG0000226	LOC108012946|XP_016933971.1|DSUZ	LOC6737496|XP_002084332.2|DSIM
OG0000227	LOC108007122|XP_036670457.1|DSUZ	LOC6736636|XP_002083492.1|DSIM
OG0000227	LOC108019726|XP_016943135.1|DSUZ, LOC118877365|XP_036671774.1|DSUZ	LOC6736633|XP_002083489.2|DSIM
OG0000227	LOC108007130|XP_016926222.2|DSUZ, LOC108019683|XP_016943064.1|DSUZ	LOC27206256|XP_016030223.1|DSIM
OG0000227	LOC108007123|XP_016926217.2|DSUZ	LOC6736624|XP_002083480.1|DSIM
OG0000227	LOC108007120|XP_016926213.2|DSUZ	LOC6736625|XP_002083481.1|DSIM
OG0000228	LOC108006945|XP_016926036.2|DSUZ	LOC6726788|XP_002102196.1|DSIM
OG0000228	LOC108015094|XP_016936825.2|DSUZ	LOC6740270|XP_002077149.1|DSIM
OG0000228	LOC108010213|XP_016930549.1|DSUZ	LOC27206558|XP_016025080.1|DSIM
OG0000229	LOC108020148|XP_036673516.1|DSUZ	LOC6739686|XP_016036577.2|DSIM
OG0000229	LOC108018365|XP_036672880.1|DSUZ	LOC6727253|XP_016033760.1|DSIM
OG0000230	LOC108008231|XP_036668929.1|DSUZ	LOC6734707|XP_016027916.1|DSIM, LOC6734706|XP_002081713.3|DSIM
OG0000231	LOC108011980|XP_016932731.1|DSUZ, LOC108011923|XP_016932661.1|DSUZ	LOC6732135|XP_002079267.2|DSIM, LOC6732134|XP_016024809.1|DSIM
OG0000231	LOC108011978|XP_036678689.1|DSUZ, LOC108011925|XP_016932663.1|DSUZ	LOC6732133|XP_002079265.1|DSIM
OG0000231	LOC108011924|XP_016932662.1|DSUZ, LOC108011938|XP_016932676.2|DSUZ	LOC6732136|XP_016024818.1|DSIM
OG0000232	LOC108007357|XP_016926497.2|DSUZ	LOC6727850|XP_002103205.1|DSIM
OG0000232	LOC108017880|XP_016940532.1|DSUZ	LOC6740758|XP_002077547.2|DSIM
OG0000232	LOC108017882|XP_016940534.1|DSUZ	LOC6733113|XP_002080190.1|DSIM
OG0000233	LOC108015510|XP_016937457.1|DSUZ	LOC6730111|XP_016036870.1|DSIM
OG0000233	LOC108010836|XP_016931293.2|DSUZ	LOC6730343|XP_039150901.1|DSIM
OG0000233	LOC108010841|XP_036675358.1|DSUZ	LOC6730344|XP_016037112.1|DSIM
OG0000234	LOC108008160|XP_016927438.1|DSUZ	LOC6734470|XP_016027594.1|DSIM
OG0000234	LOC108008979|XP_016928411.1|DSUZ	LOC27207761|XP_016027595.1|DSIM
OG0000235	LOC108005194|XP_016923868.2|DSUZ, LOC108005189|XP_016923862.2|DSUZ	LOC6730374|XP_002105656.1|DSIM
OG0000235	LOC108010869|XP_016931337.2|DSUZ	LOC6730373|XP_016037146.1|DSIM
OG0000235	LOC108010856|XP_036675655.1|DSUZ	LOC6730372|XP_016037143.1|DSIM
OG0000236	LOC108006847|XP_016925890.1|DSUZ	LOC6730488|XP_002077669.1|DSIM
OG0000236	LOC108007064|XP_016926161.1|DSUZ	LOC6731102|XP_016023635.1|DSIM
OG0000236	LOC108011204|XP_036676044.1|DSUZ, LOC108004746|XP_016923269.1|DSUZ	LOC6725646|XP_016038869.1|DSIM
OG0000237	LOC108018159|XP_016941119.1|DSUZ	LOC6733264|XP_039148508.1|DSIM
OG0000237	LOC108006856|XP_016925913.1|DSUZ	LOC27207965|XP_016030867.1|DSIM
OG0000237	LOC108007701|XP_016926933.1|DSUZ	LOC6730940|XP_002078103.2|DSIM
OG0000238	LOC108020523|XP_016944361.1|DSUZ	LOC6733005|XP_016025689.1|DSIM
OG0000238	LOC108020500|XP_036671102.1|DSUZ	LOC6733002|XP_016025688.1|DSIM
OG0000238	LOC108020548|XP_016944384.1|DSUZ	LOC6733004|XP_002080083.1|DSIM
OG0000239	LOC108012089|XP_036674188.1|DSUZ	LOC6728587|XP_002103928.2|DSIM
OG0000239	LOC108014112|XP_016935626.1|DSUZ	LOC6727027|XP_002102425.1|DSIM
OG0000240	LOC108019290|XP_016942596.2|DSUZ	LOC6728426|XP_016035014.1|DSIM
OG0000240	LOC108019247|XP_036673832.1|DSUZ	LOC6728421|XP_039150869.1|DSIM
OG0000240	LOC108016052|XP_016938134.1|DSUZ	LOC6726977|XP_016033484.1|DSIM
OG0000241	LOC108011377|XP_036670568.1|DSUZ	LOC6738161|XP_016031993.1|DSIM
OG0000243	LOC108016031|XP_016938115.2|DSUZ, LOC108016029|XP_016938113.1|DSUZ	LOC27208535|XP_016033456.1|DSIM
OG0000243	LOC108014017|XP_016935513.1|DSUZ	LOC6738234|XP_002085046.2|DSIM
OG0000244	LOC108017213|XP_016939700.2|DSUZ	LOC6728129|XP_002103480.1|DSIM
OG0000244	LOC108017210|XP_016939696.2|DSUZ	LOC6728130|XP_002103481.1|DSIM
OG0000244	LOC108017220|XP_016939705.2|DSUZ	LOC6728133|XP_002103484.2|DSIM
OG0000246	LOC108009340|XP_016929115.1|DSUZ	LOC6734862|XP_016028120.1|DSIM
OG0000247	LOC108013591|XP_016935008.2|DSUZ	LOC6737788|XP_002084616.1|DSIM
OG0000247	LOC108012386|XP_016933231.1|DSUZ	LOC6737787|XP_002084615.1|DSIM
OG0000248	LOC108015551|XP_016937520.2|DSUZ	LOC6738502|XP_016032346.1|DSIM
OG0000248	LOC108010494|XP_016930855.2|DSUZ	LOC6738501|XP_002085307.1|DSIM
OG0000248	LOC108008665|XP_016928045.1|DSUZ	LOC6734521|XP_002081530.2|DSIM
OG0000249	LOC108021585|XP_016945859.1|DSUZ	LOC6731458|XP_002078609.1|DSIM
OG0000249	LOC108021584|XP_016945858.1|DSUZ	LOC6731459|XP_002078610.1|DSIM
OG0000249	LOC108021583|XP_016945857.1|DSUZ	LOC6731460|XP_002078611.1|DSIM
OG0000250	LOC108011973|XP_016932724.1|DSUZ	LOC6732138|XP_039148170.1|DSIM
OG0000250	LOC108011975|XP_016932726.1|DSUZ	LOC6732141|XP_016024821.1|DSIM
OG0000250	LOC108011983|XP_016932740.1|DSUZ	LOC6732139|XP_016024820.1|DSIM
OG0000251	LOC108015119|XP_036676552.1|DSUZ	LOC6726451|XP_002107408.1|DSIM
OG0000251	LOC108008713|XP_016928100.1|DSUZ	LOC6736061|XP_002082962.2|DSIM
OG0000251	LOC108013233|XP_016934455.1|DSUZ	LOC6737348|XP_002084186.1|DSIM
OG0000252	LOC108008689|XP_016928071.1|DSUZ	LOC6735633|XP_002082553.1|DSIM
OG0000252	LOC118876995|XP_036669686.1|DSUZ, LOC108010237|XP_036669680.1|DSUZ	LOC6735630|XP_002082550.2|DSIM
OG0000252	LOC108008695|XP_016928080.1|DSUZ	LOC6735631|XP_002082551.1|DSIM
OG0000253	LOC108017861|XP_016940505.1|DSUZ	LOC6735105|XP_002082082.1|DSIM
OG0000253	LOC108018243|XP_016941258.1|DSUZ	LOC27207913|XP_016028370.1|DSIM
OG0000253	LOC108017832|XP_016940474.1|DSUZ	LOC6735103|XP_002082080.1|DSIM
OG0000253	LOC108017838|XP_016940480.1|DSUZ	LOC27208314|XP_016028369.1|DSIM
OG0000254	LOC108006444|XP_036672947.1|DSUZ	LOC6739757|XP_002076652.2|DSIM
OG0000254	LOC108008099|XP_016927377.1|DSUZ	LOC6733855|XP_002080899.1|DSIM
OG0000255	LOC108009232|XP_016928886.1|DSUZ	LOC6739414|XP_002076318.2|DSIM
OG0000255	LOC108009231|XP_016928882.1|DSUZ	LOC27206327|XP_016027103.1|DSIM
OG0000256	LOC108018120|XP_016941048.1|DSUZ	LOC6735180|XP_016028464.1|DSIM
OG0000256	LOC108018182|XP_016941171.1|DSUZ	LOC6739470|XP_016028466.1|DSIM
OG0000257	LOC108008450|XP_016927793.1|DSUZ	LOC6735945|XP_002082854.1|DSIM
OG0000258	LOC108018015|XP_016940862.1|DSUZ	LOC6733339|XP_002080396.1|DSIM
OG0000258	LOC108018014|XP_016940861.1|DSUZ	LOC6733340|XP_002080397.2|DSIM
OG0000258	LOC108018016|XP_016940863.1|DSUZ	LOC6733343|XP_002080400.2|DSIM
OG0000258	LOC108018017|XP_016940865.1|DSUZ	LOC27206149|XP_016026250.1|DSIM
OG0000259	LOC108011068|XP_036675046.1|DSUZ, LOC108014043|XP_016935548.2|DSUZ, LOC108014757|XP_016936430.2|DSUZ	LOC6729943|XP_016036704.1|DSIM
OG0000259	LOC108019126|XP_016942349.1|DSUZ	LOC6731586|XP_016024262.1|DSIM
OG0000259	LOC108015853|XP_036672115.1|DSUZ	LOC6731587|XP_002078728.1|DSIM
OG0000260	LOC108019768|XP_016943222.2|DSUZ	LOC6739345|XP_002076255.1|DSIM
OG0000260	LOC108020641|XP_016944485.1|DSUZ	LOC6729401|XP_002104716.1|DSIM
OG0000260	LOC108019764|XP_016943217.1|DSUZ	LOC27206906|XP_016026488.1|DSIM
OG0000261	LOC108014927|XP_016936640.1|DSUZ	LOC6731062|XP_002078221.2|DSIM
OG0000261	LOC108014959|XP_016936672.1|DSUZ	LOC120285323|XP_039153186.1|DSIM
OG0000261	LOC108014938|XP_016936651.1|DSUZ	LOC6731061|XP_016023581.2|DSIM
OG0000262	LOC108012292|XP_036672345.1|DSUZ	LOC6737006|XP_016030631.1|DSIM, LOC6737005|XP_002083852.2|DSIM
OG0000262	LOC108018179|XP_016941168.2|DSUZ, LOC108018174|XP_016941161.1|DSUZ	LOC6734246|XP_016027297.1|DSIM
OG0000263	LOC108009573|XP_016929529.1|DSUZ	LOC6734138|XP_016027148.1|DSIM
OG0000263	LOC108012440|XP_016933296.1|DSUZ	LOC27207930|XP_016030616.1|DSIM
OG0000264	LOC108011132|XP_016931693.1|DSUZ	LOC120285233|XP_039152311.1|DSIM
OG0000264	LOC118878367|XP_036676999.1|DSUZ	LOC6726146|XP_002107122.3|DSIM
OG0000264	LOC108012146|XP_036675535.1|DSUZ	LOC6730294|XP_016037052.1|DSIM
OG0000265	LOC108011082|XP_036670319.1|DSUZ	LOC6734418|XP_016029712.1|DSIM
OG0000265	LOC108008527|XP_016927885.2|DSUZ, LOC108008755|XP_036669614.1|DSUZ	LOC6734905|XP_039147542.1|DSIM, LOC27206740|XP_039147541.1|DSIM, LOC6734906|XP_039147545.1|DSIM
OG0000265	LOC118877398|XP_036671953.1|DSUZ	LOC6736897|XP_002083750.1|DSIM
