Orthogroup	DSUZ.longest_only	CPIP.longest_only
OG0000470	LOC108013619|XP_036671664.1|DSUZ	LOC120424591|XP_039444688.1|CPIP
OG0000471	LOC108012591|XP_016933499.1|DSUZ, LOC108013162|XP_016934348.1|DSUZ, LOC108009126|XP_016928709.1|DSUZ	LOC120414579|XP_039431749.1|CPIP
OG0000472	LOC108004665|XP_016923135.1|DSUZ	LOC120418064|XP_039436256.1|CPIP
OG0000473	LOC108014968|XP_016936678.2|DSUZ, LOC108016544|XP_036676746.1|DSUZ	LOC120422534|XP_039441930.1|CPIP
OG0000474	LOC108005377|XP_016924125.1|DSUZ, LOC108015900|XP_036671476.1|DSUZ	LOC120430806|XP_039451890.1|CPIP
OG0000475	LOC108020525|XP_036672950.1|DSUZ, LOC118877864|XP_036674078.1|DSUZ, LOC118877773|XP_036673696.1|DSUZ, LOC108020495|XP_016944315.2|DSUZ	LOC120424232|XP_039444225.1|CPIP
OG0000476	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ, LOC108016111|XP_016938201.1|DSUZ	LOC120428008|XP_039448912.1|CPIP
OG0000477	LOC108014382|XP_016935973.2|DSUZ, LOC108006246|XP_036673189.1|DSUZ	LOC120423579|XP_039443373.1|CPIP
OG0000478	LOC108004597|XP_016923025.2|DSUZ, LOC108014075|XP_016935585.1|DSUZ	LOC120429962|XP_039450993.1|CPIP, LOC120429967|XP_039451000.1|CPIP, LOC120429975|XP_039451005.1|CPIP, LOC120425699|XP_039446221.1|CPIP
OG0000479	LOC108006976|XP_016926072.2|DSUZ, LOC118877645|XP_036673110.1|DSUZ	LOC120414477|XP_039431605.1|CPIP, LOC120414434|XP_039431553.1|CPIP, LOC120414435|XP_039431554.1|CPIP
OG0000480	LOC108016562|XP_016938727.1|DSUZ, LOC108016583|XP_016938760.1|DSUZ	LOC120422963|XP_039442489.1|CPIP
OG0000481	LOC118878841|XP_036677762.1|DSUZ, LOC118879406|XP_036678164.1|DSUZ, LOC118877083|XP_036669891.1|DSUZ, LOC118879541|XP_036678291.1|DSUZ, LOC118879540|XP_036678288.1|DSUZ, LOC118878558|XP_036677470.1|DSUZ, LOC118878041|XP_036675073.1|DSUZ, LOC118879744|XP_036678563.1|DSUZ, LOC118877999|XP_036674897.1|DSUZ, LOC118878719|XP_036677633.1|DSUZ, LOC118878026|XP_036675044.1|DSUZ, LOC118879397|XP_036678159.1|DSUZ, LOC118879547|XP_036678317.1|DSUZ, LOC118878056|XP_036675132.1|DSUZ, LOC108012091|XP_036674635.1|DSUZ, LOC118878555|XP_036677463.1|DSUZ, LOC108005988|XP_036675148.1|DSUZ, LOC118876798|XP_036668601.1|DSUZ, LOC118878237|XP_036675982.1|DSUZ, LOC118876828|XP_036668785.1|DSUZ, LOC118877715|XP_036673500.1|DSUZ, LOC118878239|XP_036675986.1|DSUZ, LOC108004840|XP_036675938.1|DSUZ	LOC120422489|XP_039441880.1|CPIP, LOC120415357|XP_039432780.1|CPIP
OG0000482	LOC108015957|XP_016938028.2|DSUZ	LOC120424395|XP_039444427.1|CPIP, LOC120424394|XP_039444426.1|CPIP
OG0000483	LOC108005709|XP_016924526.2|DSUZ, LOC108005710|XP_016924527.2|DSUZ	LOC120425946|XP_039446517.1|CPIP, LOC120425945|XP_039446515.1|CPIP, LOC120425947|XP_039446518.1|CPIP
OG0000484	LOC108017569|XP_016940145.2|DSUZ, LOC108017567|XP_016940142.1|DSUZ	LOC120421837|XP_039441054.1|CPIP, LOC120421845|XP_039441068.1|CPIP
OG0000485	LOC118877427|XP_036672099.1|DSUZ, LOC108012216|XP_036672092.1|DSUZ	LOC120416669|XP_039434418.1|CPIP
OG0000486	LOC108009654|XP_016929661.1|DSUZ, LOC108009652|XP_016929658.1|DSUZ	LOC120419307|XP_039437909.1|CPIP
OG0000489	LOC108010818|XP_016931254.2|DSUZ, LOC108021797|XP_016946089.1|DSUZ	LOC120418130|XP_039436342.1|CPIP, LOC120418126|XP_039436337.1|CPIP
OG0000490	LOC108018890|XP_036675837.1|DSUZ	LOC120414538|XP_039431683.1|CPIP
OG0000490	LOC108011228|XP_016931816.1|DSUZ	LOC120420403|XP_039439346.1|CPIP
OG0000491	LOC108009360|XP_016929150.1|DSUZ, LOC108009361|XP_016929151.1|DSUZ, LOC108009359|XP_016929149.1|DSUZ	LOC120430223|XP_039451236.1|CPIP
OG0000492	LOC108011906|XP_016932648.1|DSUZ	LOC120412808|XP_039429343.1|CPIP
OG0000493	LOC108014841|XP_016936538.2|DSUZ, LOC108014842|XP_036673575.1|DSUZ	LOC120420047|XP_039438888.1|CPIP
OG0000496	LOC108021138|XP_016945185.1|DSUZ	LOC120417351|XP_039435289.1|CPIP
OG0000496	LOC108011947|XP_016932688.1|DSUZ	LOC120418242|XP_039436492.1|CPIP
OG0000497	LOC108007523|XP_016926701.1|DSUZ, LOC108021185|XP_016945258.1|DSUZ	LOC120429075|XP_039450164.1|CPIP
OG0000498	LOC108005704|XP_036673202.1|DSUZ, LOC108020620|XP_036673411.1|DSUZ	LOC120425951|XP_039446523.1|CPIP
OG0000499	LOC108017809|XP_016940446.1|DSUZ	LOC120429629|XP_039450596.1|CPIP, LOC120426655|XP_039447382.1|CPIP
OG0000499	LOC108016836|XP_016939147.1|DSUZ	LOC120427332|XP_039448115.1|CPIP
OG0000500	LOC108007747|XP_036672076.1|DSUZ, LOC108007757|XP_016927000.2|DSUZ	LOC120423742|XP_039443588.1|CPIP, LOC120425271|XP_039445651.1|CPIP
OG0000504	LOC108006687|XP_016925714.2|DSUZ	LOC120420034|XP_039438869.1|CPIP, LOC120420053|XP_039438899.1|CPIP, LOC120420033|XP_039438868.1|CPIP, LOC120420050|XP_039438896.1|CPIP, LOC120420032|XP_039438867.1|CPIP
OG0000505	LOC108018884|XP_036675752.1|DSUZ, LOC108019217|XP_016942501.1|DSUZ	LOC120420407|XP_039439358.1|CPIP, LOC120430294|XP_039451324.1|CPIP
OG0000506	LOC108005036|XP_036673419.1|DSUZ, LOC108005035|XP_016923661.2|DSUZ	LOC120415717|XP_039433250.1|CPIP, LOC120415729|XP_039433260.1|CPIP, LOC120426164|XP_039446822.1|CPIP, LOC120425474|XP_039445947.1|CPIP, LOC120423334|XP_039443038.1|CPIP
OG0000507	LOC108004663|XP_016923128.1|DSUZ	LOC120416489|XP_039434142.1|CPIP
OG0000507	LOC108004664|XP_016923129.1|DSUZ	LOC120431083|XP_039452173.1|CPIP
OG0000508	LOC108012744|XP_016933667.2|DSUZ, LOC108013204|XP_016934403.1|DSUZ	LOC120422027|XP_039441285.1|CPIP
OG0000509	LOC108009916|XP_016930130.1|DSUZ	LOC120412892|XP_039429456.1|CPIP
OG0000510	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ, LOC108010011|XP_016930292.1|DSUZ	LOC120430997|XP_039452090.1|CPIP
OG0000511	LOC108004657|XP_016923106.1|DSUZ, LOC108021478|XP_016945709.1|DSUZ	LOC120424968|XP_039445259.1|CPIP, LOC120424959|XP_039445246.1|CPIP
OG0000512	LOC108016168|XP_016938282.1|DSUZ, LOC108010686|XP_016931084.2|DSUZ	LOC120424352|XP_039444380.1|CPIP, LOC120424370|XP_039444400.1|CPIP
OG0000513	LOC108018186|XP_016941179.1|DSUZ, LOC108021195|XP_016945274.1|DSUZ	LOC120415521|XP_039433012.1|CPIP
OG0000514	LOC108014280|XP_016935813.1|DSUZ, LOC108014302|XP_016935858.1|DSUZ	LOC120427085|XP_039447860.1|CPIP
OG0000515	LOC108020422|XP_016944219.1|DSUZ, LOC108014633|XP_036672114.1|DSUZ	LOC120418437|XP_039436779.1|CPIP
OG0000516	LOC108005280|XP_016923959.1|DSUZ, LOC108005288|XP_016923973.1|DSUZ	LOC120425668|XP_039446186.1|CPIP, LOC120425662|XP_039446176.1|CPIP, LOC120425669|XP_039446187.1|CPIP
OG0000517	LOC118877282|XP_036671111.1|DSUZ, LOC108013769|XP_036671112.1|DSUZ	LOC120415407|XP_039432869.1|CPIP, LOC120415408|XP_039432870.1|CPIP
OG0000521	LOC108004832|XP_016923397.2|DSUZ, LOC108004831|XP_036676028.1|DSUZ	LOC120415088|XP_039432438.1|CPIP
OG0000522	LOC108011282|XP_016931877.2|DSUZ, LOC108006311|XP_036676167.1|DSUZ	LOC120431780|XP_039452835.1|CPIP, LOC120414515|XP_039431656.1|CPIP
OG0000523	LOC108015167|XP_016936933.1|DSUZ	LOC120414519|XP_039431662.1|CPIP
OG0000524	LOC108005987|XP_016924916.2|DSUZ, LOC118877643|XP_036673089.1|DSUZ, LOC108020562|XP_036673033.1|DSUZ	LOC120428395|XP_039449339.1|CPIP
OG0000525	LOC108009363|XP_016929153.1|DSUZ, LOC108009362|XP_016929152.1|DSUZ	LOC120430954|XP_039452016.1|CPIP, LOC120430952|XP_039452011.1|CPIP
OG0000526	LOC108009284|XP_016929006.1|DSUZ, LOC108018138|XP_016941084.1|DSUZ	LOC120422198|XP_039441514.1|CPIP
OG0000527	LOC108021217|XP_036668816.1|DSUZ, LOC108021083|XP_016945090.1|DSUZ	LOC120415668|XP_039433183.1|CPIP
OG0000528	LOC108019656|XP_016943037.1|DSUZ	LOC120413594|XP_039430436.1|CPIP, LOC120418630|XP_039437007.1|CPIP, LOC120418634|XP_039437013.1|CPIP, LOC120418635|XP_039437015.1|CPIP, LOC120418638|XP_039437017.1|CPIP
OG0000529	LOC108009810|XP_016929980.1|DSUZ, LOC108014970|XP_016936683.1|DSUZ	LOC120420612|XP_039439623.1|CPIP
OG0000530	LOC108018736|XP_016941799.2|DSUZ, LOC108012589|XP_016933496.1|DSUZ	LOC120420815|XP_039439870.1|CPIP
OG0000531	LOC118878486|XP_036677385.1|DSUZ, LOC108005650|XP_036677398.1|DSUZ, LOC108019142|XP_016942383.1|DSUZ	LOC120418596|XP_039436976.1|CPIP
OG0000532	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ, LOC108018295|XP_016941310.2|DSUZ	LOC120415086|XP_039432439.1|CPIP
OG0000533	LOC108015350|XP_016937250.1|DSUZ	LOC120427980|XP_039448871.1|CPIP
OG0000533	LOC108007862|XP_016927115.2|DSUZ, LOC108007957|XP_016927216.1|DSUZ	LOC120423795|XP_039443648.1|CPIP
OG0000535	LOC108009646|XP_016929639.1|DSUZ, LOC108019892|XP_016943460.1|DSUZ	LOC120419938|XP_039438736.1|CPIP
OG0000536	LOC108013610|XP_036671670.1|DSUZ	LOC120420853|XP_039439905.1|CPIP, LOC120429579|XP_039450557.1|CPIP, LOC120429576|XP_039450554.1|CPIP
OG0000537	LOC108017788|XP_016940419.1|DSUZ	LOC120412729|XP_039429253.1|CPIP
OG0000538	LOC108009193|XP_016928834.1|DSUZ, LOC108018106|XP_016941009.1|DSUZ	LOC120415393|XP_039432853.1|CPIP
OG0000539	LOC108016309|XP_016938432.1|DSUZ, LOC108014057|XP_016935564.1|DSUZ	LOC120423804|XP_039443655.1|CPIP
OG0000542	LOC108015729|XP_036674607.1|DSUZ, LOC108020426|XP_016944227.1|DSUZ	LOC120415062|XP_039432384.1|CPIP
OG0000543	LOC108007777|XP_016927022.2|DSUZ, LOC108019564|XP_016942891.1|DSUZ	LOC120414176|XP_039431183.1|CPIP, LOC120414177|XP_039431184.1|CPIP
OG0000544	LOC108013470|XP_016934841.1|DSUZ, LOC108011785|XP_016932511.1|DSUZ	LOC120413340|XP_039430050.1|CPIP
OG0000545	LOC108020783|XP_016944650.2|DSUZ, LOC108020785|XP_036674579.1|DSUZ	LOC120432499|XP_039453646.1|CPIP, LOC120430290|XP_039451318.1|CPIP
OG0000546	LOC108007653|XP_016926865.2|DSUZ, LOC108006568|XP_016925592.1|DSUZ	LOC120425411|XP_039445875.1|CPIP
OG0000547	LOC108004754|XP_016923280.1|DSUZ, LOC108019357|XP_016942667.1|DSUZ, LOC108010540|XP_016930908.2|DSUZ	LOC120429775|XP_039450766.1|CPIP
OG0000548	LOC108013099|XP_016934234.1|DSUZ, LOC108013301|XP_016934581.1|DSUZ	LOC120420653|XP_039439671.1|CPIP
OG0000549	LOC108010152|XP_016930476.1|DSUZ	LOC120429126|XP_039450252.1|CPIP, LOC120429130|XP_039450259.1|CPIP, LOC120429127|XP_039450254.1|CPIP
OG0000550	LOC108013050|XP_016934149.1|DSUZ, LOC108012932|XP_016933956.1|DSUZ	LOC120430650|XP_039451689.1|CPIP, LOC120425137|XP_039445498.1|CPIP
OG0000552	LOC108016487|XP_016938643.2|DSUZ, LOC108016486|XP_036675629.1|DSUZ	LOC120430491|XP_039451519.1|CPIP, LOC120417370|XP_039435317.1|CPIP
OG0000553	LOC108021070|XP_016945071.1|DSUZ	LOC120428198|XP_039449114.1|CPIP, LOC120428547|XP_039449516.1|CPIP, LOC120428493|XP_039449443.1|CPIP
OG0000554	LOC118877964|XP_036674650.1|DSUZ, LOC108007839|XP_036674679.1|DSUZ	LOC120420637|XP_039439649.1|CPIP
OG0000555	LOC108012627|XP_016933538.1|DSUZ, LOC108007179|XP_016926300.1|DSUZ	LOC120415906|XP_039433483.1|CPIP
OG0000556	LOC108005241|XP_016923923.1|DSUZ, LOC108014553|XP_016936186.1|DSUZ	LOC120417500|XP_039435511.1|CPIP
OG0000557	LOC108019244|XP_016942529.2|DSUZ, LOC108019281|XP_016942584.2|DSUZ	LOC120413021|XP_039429623.1|CPIP
OG0000558	LOC108014558|XP_016936194.1|DSUZ, LOC108004619|XP_016923048.1|DSUZ	LOC120427435|XP_039448225.1|CPIP
OG0000559	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ, LOC108008001|XP_016927270.2|DSUZ	LOC120426477|XP_039447174.1|CPIP
OG0000560	LOC108018218|XP_016941226.1|DSUZ, LOC108018217|XP_016941225.1|DSUZ	LOC120420416|XP_039439369.1|CPIP
OG0000561	LOC108013627|XP_016935060.1|DSUZ, LOC108012283|XP_036671710.1|DSUZ	LOC120429693|XP_039450666.1|CPIP
OG0000562	LOC108017382|XP_036670681.1|DSUZ, LOC108015911|XP_016937972.1|DSUZ	LOC120420548|XP_039439551.1|CPIP
OG0000566	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ, LOC108013263|XP_016934511.1|DSUZ	LOC120415037|XP_039432342.1|CPIP
OG0000567	LOC108011118|XP_016931679.1|DSUZ	LOC120432277|XP_039453398.1|CPIP
OG0000567	LOC108011116|XP_016931676.1|DSUZ	LOC120432280|XP_039453400.1|CPIP
OG0000568	LOC108019001|XP_016942104.1|DSUZ, LOC108011600|XP_016932258.2|DSUZ	LOC120430557|XP_039451606.1|CPIP, LOC120416898|XP_039434730.1|CPIP
OG0000569	LOC108017047|XP_016939493.2|DSUZ	LOC120428788|XP_039449810.1|CPIP
OG0000570	LOC108020633|XP_016944474.1|DSUZ, LOC108020629|XP_016944470.2|DSUZ	LOC120418345|XP_039436631.1|CPIP
OG0000571	LOC108014798|XP_036673543.1|DSUZ, LOC108014799|XP_036673519.1|DSUZ, LOC118878705|XP_036677613.1|DSUZ	LOC120422115|XP_039441417.1|CPIP
OG0000572	LOC108005692|XP_036673926.1|DSUZ, LOC108005702|XP_016924518.1|DSUZ	LOC120417835|XP_039435984.1|CPIP
OG0000573	LOC108013380|XP_016934693.1|DSUZ, LOC108009661|XP_016929672.1|DSUZ	LOC120416539|XP_039434194.1|CPIP
OG0000574	LOC108006668|XP_036671918.1|DSUZ, LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ	LOC120413383|XP_039430115.1|CPIP
OG0000575	LOC108007272|XP_036671843.1|DSUZ, LOC108007279|XP_036671959.1|DSUZ	LOC120426920|XP_039447658.1|CPIP
OG0000576	LOC108017112|XP_016939561.2|DSUZ, LOC108017098|XP_036675117.1|DSUZ	LOC120432079|XP_039453146.1|CPIP, LOC120418632|XP_039437011.1|CPIP
OG0000577	LOC108016302|XP_016938428.1|DSUZ	LOC120412653|XP_039429141.1|CPIP
OG0000578	LOC108020947|XP_016944875.1|DSUZ, LOC108008448|XP_016927789.1|DSUZ	LOC120420633|XP_039439643.1|CPIP
OG0000579	LOC108017214|XP_016938011.2|DSUZ, LOC108006714|XP_016925745.1|DSUZ	LOC120429903|XP_039450930.1|CPIP
OG0000580	LOC108012120|XP_036674774.1|DSUZ, LOC108012121|XP_016932896.2|DSUZ	LOC120413757|XP_039430626.1|CPIP
OG0000581	LOC108018390|XP_036672534.1|DSUZ	LOC120413933|XP_039430859.1|CPIP
OG0000582	LOC108014224|XP_016935746.2|DSUZ, LOC108009763|XP_016929875.1|DSUZ	LOC120424290|XP_039444311.1|CPIP
OG0000583	LOC108008792|XP_016928178.1|DSUZ, LOC108009036|XP_016928499.1|DSUZ	LOC120416812|XP_039434621.1|CPIP
OG0000589	LOC108016912|XP_016939319.1|DSUZ	LOC120426454|XP_039447150.1|CPIP
OG0000590	LOC108018907|XP_016941988.2|DSUZ, LOC108007736|XP_016926980.2|DSUZ	LOC120421456|XP_039440638.1|CPIP
OG0000592	LOC108009687|XP_016929723.1|DSUZ, LOC108008840|XP_016928234.1|DSUZ	LOC120413276|XP_039429940.1|CPIP
OG0000593	LOC108010733|XP_036674522.1|DSUZ, LOC108019192|XP_016942454.1|DSUZ	LOC120429571|XP_039450551.1|CPIP
OG0000594	LOC108014784|XP_016936466.1|DSUZ, LOC108017407|XP_016939922.2|DSUZ	LOC120416509|XP_039434164.1|CPIP
OG0000595	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ, LOC108014764|XP_016936445.2|DSUZ	LOC120422557|XP_039441970.1|CPIP
OG0000596	LOC108015398|XP_016937307.1|DSUZ, LOC108010921|XP_016931410.2|DSUZ	LOC120432526|XP_039453677.1|CPIP
OG0000597	LOC108011499|XP_016932138.2|DSUZ, LOC118878093|XP_036675289.1|DSUZ	LOC120420728|XP_039439757.1|CPIP
OG0000598	LOC108014127|XP_036673912.1|DSUZ	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP
OG0000599	LOC108011847|XP_016932575.2|DSUZ, LOC108012776|XP_016933699.1|DSUZ	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP
OG0000600	LOC108017829|XP_016940470.2|DSUZ, LOC108018240|XP_016941255.1|DSUZ	LOC120420913|XP_039439972.1|CPIP
OG0000601	LOC108008307|XP_016927616.1|DSUZ, LOC108021515|XP_016945761.1|DSUZ	LOC120417482|XP_039435492.1|CPIP
OG0000602	LOC108006804|XP_016925845.1|DSUZ, LOC108006573|XP_016925595.1|DSUZ	LOC120422812|XP_039442286.1|CPIP
OG0000603	LOC108020794|XP_036674619.1|DSUZ, LOC108009044|XP_016928539.2|DSUZ, LOC108009649|XP_016929655.1|DSUZ, LOC108017952|XP_016940696.1|DSUZ	LOC120413865|XP_039430763.1|CPIP
OG0000604	LOC108021516|XP_016945762.1|DSUZ, LOC108005530|XP_016924316.1|DSUZ	LOC120414592|XP_039431765.1|CPIP
OG0000605	LOC108008119|XP_016927401.1|DSUZ	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP
OG0000606	LOC108005609|XP_016924408.2|DSUZ	LOC120423379|XP_039443097.1|CPIP
OG0000607	LOC118877894|XP_036674225.1|DSUZ, LOC108018412|XP_016941457.2|DSUZ	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP
OG0000608	LOC108018420|XP_016941466.2|DSUZ, LOC108014070|XP_036675298.1|DSUZ	LOC120421236|XP_039440368.1|CPIP
OG0000609	LOC108009220|XP_016928872.1|DSUZ, LOC108016951|XP_016939373.1|DSUZ	LOC120413039|XP_039429662.1|CPIP
OG0000610	LOC108020719|XP_016944577.2|DSUZ, LOC108008858|XP_016928251.1|DSUZ	LOC120420855|XP_039439908.1|CPIP
OG0000611	LOC108009242|XP_016928900.1|DSUZ, LOC108010310|XP_016930690.1|DSUZ	LOC120418459|XP_039436820.1|CPIP
OG0000614	LOC108015285|XP_036676169.1|DSUZ	LOC120427646|XP_039448487.1|CPIP
OG0000615	LOC108010436|XP_016930785.1|DSUZ, LOC108010584|XP_016930957.1|DSUZ	LOC120420221|XP_039439143.1|CPIP
OG0000616	LOC108010470|XP_016930831.1|DSUZ, LOC108010426|XP_016930774.1|DSUZ	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP
OG0000617	LOC108019530|XP_016942858.2|DSUZ, LOC108018672|XP_016941731.1|DSUZ	LOC120423848|XP_039443730.1|CPIP
OG0000618	LOC108017633|XP_016940226.2|DSUZ	LOC120427285|XP_039448067.1|CPIP
OG0000619	LOC108018027|XP_016940881.1|DSUZ	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP
OG0000620	LOC108005232|XP_016923912.1|DSUZ, LOC108013064|XP_016934172.1|DSUZ	LOC120428697|XP_039449702.1|CPIP
OG0000621	LOC118877887|XP_036674180.1|DSUZ, LOC108018515|XP_036673475.1|DSUZ, LOC108016629|XP_016938814.1|DSUZ	LOC120417806|XP_039435939.1|CPIP
OG0000622	LOC108013538|XP_016934924.1|DSUZ, LOC108013611|XP_036671923.1|DSUZ	LOC120412871|XP_039429435.1|CPIP
OG0000624	LOC108018172|XP_016941158.1|DSUZ, LOC108018171|XP_016941157.1|DSUZ	LOC120412594|XP_039429062.1|CPIP
OG0000625	LOC108011446|XP_016932071.2|DSUZ, LOC108011419|XP_036672324.1|DSUZ	LOC120420027|XP_039438860.1|CPIP
OG0000627	LOC108004795|XP_016923336.2|DSUZ, LOC108016639|XP_016938825.1|DSUZ	LOC120427326|XP_039448110.1|CPIP
OG0000628	LOC108010589|XP_016930967.1|DSUZ, LOC108006874|XP_016925942.1|DSUZ	LOC120418965|XP_039437444.1|CPIP
OG0000629	LOC108006031|XP_036674700.1|DSUZ, LOC108017106|XP_016939557.1|DSUZ	LOC120419834|XP_039438602.1|CPIP
OG0000630	LOC108006259|XP_016925199.1|DSUZ, LOC108021631|XP_016945927.1|DSUZ	LOC120412813|XP_039429349.1|CPIP
OG0000631	LOC108021107|XP_016945127.1|DSUZ, LOC108021705|XP_016946025.1|DSUZ	LOC120416872|XP_039434701.1|CPIP
OG0000632	LOC108021698|XP_036677498.1|DSUZ, LOC108017219|XP_016939708.1|DSUZ	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP
OG0000635	LOC108018071|XP_016940959.1|DSUZ, LOC108019225|XP_016942510.1|DSUZ	LOC120417897|XP_039436052.1|CPIP
OG0000636	LOC108010283|XP_016930645.1|DSUZ, LOC108010486|XP_016930850.1|DSUZ	LOC120427318|XP_039448105.1|CPIP
OG0000637	LOC108015363|XP_016937267.1|DSUZ, LOC108014925|XP_036676091.1|DSUZ	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP
OG0000638	LOC108017469|XP_036674428.1|DSUZ, LOC108011119|XP_016931680.2|DSUZ	LOC120421466|XP_039440616.1|CPIP
OG0000639	LOC108006251|XP_036671034.1|DSUZ	LOC120429394|XP_039450481.1|CPIP
OG0000646	LOC108020590|XP_016944428.2|DSUZ, LOC108007294|XP_036673490.1|DSUZ	LOC120424024|XP_039443974.1|CPIP
OG0000647	LOC108016491|XP_036675160.1|DSUZ, LOC108018942|XP_016942029.1|DSUZ	LOC120417689|XP_039435759.1|CPIP
OG0000648	LOC108016692|XP_036676648.1|DSUZ	LOC120420178|XP_039439085.1|CPIP
OG0000649	LOC108010461|XP_016930818.1|DSUZ	LOC120429957|XP_039450983.1|CPIP
OG0000650	LOC108015762|XP_016937790.1|DSUZ	LOC120420233|XP_039439156.1|CPIP
OG0000651	LOC108006875|XP_016925939.1|DSUZ, LOC108011829|XP_016932554.2|DSUZ	LOC120425481|XP_039445952.1|CPIP
OG0000652	LOC108009069|XP_016928569.1|DSUZ, LOC108004555|XP_016922978.1|DSUZ	LOC120425999|XP_039446591.1|CPIP
OG0000653	LOC108018701|XP_036672588.1|DSUZ, LOC108006936|XP_036674914.1|DSUZ	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP
OG0000654	LOC108006828|XP_036671981.1|DSUZ	LOC120430316|XP_039451343.1|CPIP
OG0000655	LOC108019820|XP_016943325.1|DSUZ, LOC108015340|XP_016937238.1|DSUZ	LOC120418498|XP_039436869.1|CPIP
OG0000657	LOC108012723|XP_016933644.1|DSUZ, LOC108021618|XP_016945908.1|DSUZ	LOC120414701|XP_039431934.1|CPIP
OG0000658	LOC108005493|XP_016924286.1|DSUZ, LOC108007656|XP_016926868.1|DSUZ	LOC120421966|XP_039441212.1|CPIP
OG0000659	LOC108017674|XP_016940273.1|DSUZ, LOC108008281|XP_016927562.1|DSUZ	LOC120428322|XP_039449253.1|CPIP
OG0000660	LOC108021472|XP_016945700.1|DSUZ	LOC120432453|XP_039453605.1|CPIP
OG0000661	LOC108005872|XP_016924738.1|DSUZ, LOC108021452|XP_016945672.1|DSUZ	LOC120427094|XP_039447878.1|CPIP
OG0000663	LOC108008972|XP_016928404.1|DSUZ	LOC120412947|XP_039429520.1|CPIP
OG0000664	LOC108016920|XP_016939335.1|DSUZ	LOC120423934|XP_039443852.1|CPIP
OG0000665	LOC108007907|XP_016927165.2|DSUZ, LOC108007898|XP_016927156.1|DSUZ	LOC120426832|XP_039447553.1|CPIP
OG0000666	LOC108018206|XP_016941212.1|DSUZ, LOC108004735|XP_016923249.1|DSUZ	LOC120414520|XP_039431665.1|CPIP
OG0000667	LOC108019398|XP_036677781.1|DSUZ, LOC108015138|XP_016936894.2|DSUZ, LOC108012085|XP_016932851.1|DSUZ	LOC120424397|XP_039444429.1|CPIP
OG0000668	LOC108017048|XP_016939494.1|DSUZ, LOC108010986|XP_016931496.1|DSUZ, LOC118877972|XP_036674763.1|DSUZ	LOC120417871|XP_039436025.1|CPIP
OG0000669	LOC108005278|XP_016923957.1|DSUZ, LOC108005281|XP_016923960.1|DSUZ	LOC120425665|XP_039446184.1|CPIP
OG0000670	LOC108016547|XP_036676078.1|DSUZ, LOC108016631|XP_016938816.1|DSUZ	LOC120425162|XP_039445530.1|CPIP
OG0000671	LOC108017369|XP_016939879.2|DSUZ, LOC108014835|XP_036673541.1|DSUZ	LOC120432663|XP_039453843.1|CPIP
OG0000672	LOC108006285|XP_016925232.1|DSUZ, LOC108015146|XP_016936907.2|DSUZ	LOC120423756|XP_039443605.1|CPIP
OG0000673	LOC108005172|XP_016923835.1|DSUZ, LOC108014256|XP_016935783.1|DSUZ	LOC120428930|XP_039450008.1|CPIP
OG0000677	LOC108014658|XP_016936309.2|DSUZ, LOC108004752|XP_016923277.1|DSUZ	LOC120417794|XP_039435946.1|CPIP
OG0000678	LOC108020230|XP_036673758.1|DSUZ, LOC108020215|XP_036677513.1|DSUZ, LOC108021349|XP_016945521.1|DSUZ	LOC120413326|XP_039430034.1|CPIP
OG0000679	LOC108006281|XP_016925227.1|DSUZ	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP
OG0000680	LOC108015411|XP_016937325.1|DSUZ, LOC108015370|XP_016937277.1|DSUZ	LOC120425607|XP_039446150.1|CPIP
