Orthogroup	DSUZ.longest_only	AAEG.longest_only
OG0000862	LOC108009771|XP_016929889.1|DSUZ, LOC108021139|XP_016945188.1|DSUZ	LOC5578595|XP_021697871.1|AAEG
OG0000863	LOC108020482|XP_036673118.1|DSUZ	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG
OG0000864	LOC108011791|XP_016932522.1|DSUZ, LOC108005178|XP_016923845.1|DSUZ	LOC5574382|XP_021700100.1|AAEG
OG0000865	LOC108007886|XP_016927144.1|DSUZ, LOC108017484|XP_016940019.2|DSUZ	LOC110676550|XP_021700543.1|AAEG
OG0000866	LOC108021288|XP_016945417.1|DSUZ, LOC108020870|XP_016944758.1|DSUZ	LOC5565764|XP_021700881.1|AAEG
OG0000867	LOC108009123|XP_016928695.1|DSUZ, LOC108006241|XP_016925185.1|DSUZ	LOC5566526|XP_001650903.1|AAEG
OG0000868	LOC108004668|XP_016923133.1|DSUZ	LOC5575799|XP_001662225.1|AAEG
OG0000869	LOC108017099|XP_036674808.1|DSUZ	LOC110679428|XP_021709657.1|AAEG
OG0000871	LOC108010130|XP_016930447.1|DSUZ	LOC5563912|XP_021709764.1|AAEG
OG0000872	LOC108008480|XP_016927825.1|DSUZ	LOC5579795|XP_001648107.1|AAEG
OG0000873	LOC118879235|XP_036678021.1|DSUZ, LOC108007427|XP_036671097.1|DSUZ	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG
OG0000874	LOC108016691|XP_016938903.1|DSUZ, LOC108009898|XP_016930108.1|DSUZ	LOC5568583|XP_021711564.1|AAEG
OG0000875	LOC108005543|XP_036671350.1|DSUZ	LOC5569144|XP_021704184.1|AAEG
OG0000882	LOC108005482|XP_036677101.1|DSUZ, LOC108009728|XP_036676018.1|DSUZ	LOC5574255|XP_001661310.1|AAEG
OG0000883	LOC108006535|XP_016925549.1|DSUZ	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG
OG0000884	LOC108009339|XP_016929156.1|DSUZ, LOC108004763|XP_016923293.2|DSUZ	LOC5578384|XP_021707387.1|AAEG
OG0000885	LOC118877565|XP_036672664.1|DSUZ	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG
OG0000887	LOC108004667|XP_036676890.1|DSUZ	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG
OG0000888	LOC108012961|XP_016934001.1|DSUZ	LOC5577573|XP_021697247.1|AAEG
OG0000889	LOC118877330|XP_036671527.1|DSUZ	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG
OG0000890	LOC108010245|XP_016930588.1|DSUZ, LOC108020468|XP_016944282.1|DSUZ	LOC5572876|XP_001660628.1|AAEG
OG0000891	LOC108020996|XP_016944953.1|DSUZ, LOC108021473|XP_016945701.1|DSUZ	LOC5571677|XP_021701172.1|AAEG
OG0000892	LOC108015891|XP_036672276.1|DSUZ, LOC108015222|XP_016937053.2|DSUZ, LOC108013072|XP_016934182.2|DSUZ	LOC5573804|XP_001661052.1|AAEG
OG0000893	LOC108017812|XP_036675144.1|DSUZ	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG
OG0000894	LOC108015978|XP_036675129.1|DSUZ, LOC108017139|XP_016939607.2|DSUZ	LOC5572954|XP_001654283.2|AAEG
OG0000895	LOC108010285|XP_016930643.1|DSUZ	LOC5578431|XP_021704726.1|AAEG
OG0000907	LOC108010212|XP_016930545.1|DSUZ	LOC5569936|XP_001658828.2|AAEG
OG0000909	LOC108007299|XP_016926433.1|DSUZ, LOC108011893|XP_016932629.1|DSUZ	LOC5580100|XP_001654851.1|AAEG
OG0000910	LOC108018274|XP_036674308.1|DSUZ, LOC108005122|XP_036677107.1|DSUZ	LOC5570090|XP_021696583.1|AAEG
OG0000911	LOC108008428|XP_016927766.1|DSUZ	LOC5568878|XP_021698401.1|AAEG
OG0000912	LOC108017677|XP_016940274.1|DSUZ, LOC108017676|XP_016940272.1|DSUZ	LOC5569590|XP_001652874.1|AAEG
OG0000913	LOC108011731|XP_036670716.1|DSUZ	LOC5572905|XP_021699829.1|AAEG
OG0000914	LOC108008891|XP_016928284.1|DSUZ	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG
OG0000915	LOC108008813|XP_016928205.1|DSUZ, LOC108016694|XP_016938907.2|DSUZ	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG
OG0000916	LOC108019753|XP_016943191.1|DSUZ	LOC5563777|XP_021702027.1|AAEG
OG0000917	LOC108016593|XP_036676442.1|DSUZ	LOC5567991|XP_021703538.1|AAEG
OG0000918	LOC108019295|XP_036677308.1|DSUZ, LOC108015932|XP_016938004.1|DSUZ	LOC5565834|XP_021703643.1|AAEG
OG0000920	LOC108004558|XP_016922981.1|DSUZ	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG
OG0000921	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG
OG0000922	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ	LOC5573598|XP_001654732.1|AAEG
OG0000923	LOC108019541|XP_036672273.1|DSUZ, LOC108007980|XP_016927249.2|DSUZ	LOC5564768|XP_001649141.1|AAEG
OG0000924	LOC108005463|XP_016924248.1|DSUZ	LOC5574190|XP_021707483.1|AAEG
OG0000925	LOC108008034|XP_016927306.2|DSUZ, LOC108008036|XP_016927308.1|DSUZ	LOC5564141|XP_001648436.1|AAEG
OG0000935	LOC108007309|XP_036673509.1|DSUZ	LOC5570105|XP_021693271.1|AAEG
OG0000936	LOC108011918|XP_016932655.1|DSUZ, LOC108006552|XP_016925573.1|DSUZ	LOC5574975|XP_001655445.1|AAEG
OG0000937	LOC108016137|XP_036675609.1|DSUZ	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG
OG0000938	LOC108008831|XP_016928227.1|DSUZ, LOC108005404|XP_016924157.1|DSUZ	LOC23687618|XP_011493218.1|AAEG
OG0000939	LOC108015247|XP_016937092.1|DSUZ, LOC108019046|XP_016942161.2|DSUZ	LOC5575294|XP_001655660.2|AAEG
OG0000940	LOC108004600|XP_016923029.1|DSUZ, LOC108012370|XP_016933214.1|DSUZ	LOC5568539|XP_001652369.2|AAEG
OG0000941	LOC108015009|XP_016936726.1|DSUZ	LOC5568465|XP_001652294.1|AAEG
OG0000942	LOC108013179|XP_016934367.1|DSUZ	LOC5575951|XP_021697898.1|AAEG
OG0000944	LOC108006569|XP_016925593.1|DSUZ, LOC108010322|XP_016930736.1|DSUZ	LOC5564895|XP_021698610.1|AAEG
OG0000945	LOC108013017|XP_016934097.1|DSUZ, LOC108013016|XP_016934096.2|DSUZ	LOC5567118|XP_001651535.2|AAEG
OG0000946	LOC108018902|XP_036678608.1|DSUZ, LOC108019162|XP_016942403.1|DSUZ	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG
OG0000947	LOC108009139|XP_016928731.1|DSUZ	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG
OG0000948	LOC108011795|XP_036671205.1|DSUZ	LOC5570305|XP_001653129.2|AAEG
OG0000949	LOC108005293|XP_016923981.1|DSUZ	LOC5577433|XP_021706252.1|AAEG
OG0000950	LOC108015404|XP_036676764.1|DSUZ, LOC108019334|XP_016942644.2|DSUZ	LOC5570062|XP_021710514.1|AAEG
OG0000951	LOC108018673|XP_016941732.2|DSUZ	LOC5567383|XP_001651784.1|AAEG
OG0000963	LOC108010435|XP_016930784.1|DSUZ	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG
OG0000964	LOC108010465|XP_016930823.1|DSUZ, LOC108010278|XP_016930634.1|DSUZ	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG
OG0000965	LOC108015397|XP_016937305.1|DSUZ	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG
OG0000966	LOC108019750|XP_016943184.1|DSUZ, LOC108018267|XP_016941277.2|DSUZ	LOC5564065|XP_001648396.2|AAEG
OG0000968	LOC108019463|XP_036671203.1|DSUZ	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG
OG0000969	LOC108008552|XP_016927912.1|DSUZ, LOC108017086|XP_016939535.1|DSUZ	LOC5572867|XP_001660626.1|AAEG
OG0000970	LOC108012022|XP_016932789.1|DSUZ	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG
OG0000971	LOC108007879|XP_036676004.1|DSUZ, LOC108006004|XP_016924940.1|DSUZ	LOC5574512|XP_021701876.1|AAEG
OG0000972	LOC108013313|XP_016934594.2|DSUZ, LOC108017009|XP_016939453.1|DSUZ	LOC5570688|XP_001659285.2|AAEG
OG0000973	LOC108018876|XP_016941953.1|DSUZ	LOC5566318|XP_001650701.1|AAEG, LOC110677834|XP_021705147.1|AAEG, LOC5576015|XP_021712722.1|AAEG
OG0000974	LOC108011825|XP_036671173.1|DSUZ	LOC5563607|XP_021706393.1|AAEG, LOC5563653|XP_001647877.2|AAEG
OG0000975	LOC108010632|XP_036674727.1|DSUZ	LOC5567322|XP_021711286.1|AAEG
OG0000977	LOC108004923|XP_016923507.2|DSUZ	LOC5572481|XP_001660429.2|AAEG
OG0000978	LOC108009870|XP_016930062.1|DSUZ, LOC108006049|XP_036674322.1|DSUZ	LOC5570996|XP_001653423.1|AAEG
OG0000988	LOC108021368|XP_016945548.1|DSUZ	LOC5574742|XP_021708813.1|AAEG
OG0000990	LOC118877672|XP_036673199.1|DSUZ, LOC108014935|XP_036676765.1|DSUZ	LOC5573413|XP_001654587.1|AAEG
OG0000991	LOC108004688|XP_016923181.1|DSUZ	LOC110676690|XP_021701229.1|AAEG
OG0000992	LOC108009869|XP_016930060.1|DSUZ, LOC108014864|XP_016936569.2|DSUZ	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG
OG0000993	LOC108019302|XP_016942611.2|DSUZ, LOC118878107|XP_036675389.1|DSUZ	LOC5568340|XP_001657995.2|AAEG
OG0000994	LOC108004569|XP_016922995.1|DSUZ	LOC5565293|XP_021693612.1|AAEG
OG0000995	LOC108018994|XP_016942092.1|DSUZ, LOC108011944|XP_016932687.1|DSUZ	LOC5570516|XP_001659204.1|AAEG
OG0000996	LOC108010038|XP_016930333.1|DSUZ	LOC5570524|XP_001659180.1|AAEG
OG0000997	LOC108010246|XP_016930589.1|DSUZ	LOC5572107|XP_021699025.1|AAEG
OG0000998	LOC108013291|XP_016934553.1|DSUZ	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG
OG0000999	LOC108008691|XP_016928074.2|DSUZ, LOC108016554|XP_036676171.1|DSUZ	LOC5569582|XP_011492944.1|AAEG
OG0001000	LOC108007407|XP_036678333.1|DSUZ	LOC5565618|XP_021700536.1|AAEG
OG0001001	LOC108018098|XP_016940998.1|DSUZ	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG
OG0001002	LOC108004904|XP_016923481.1|DSUZ	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG
OG0001003	LOC108017659|XP_016940254.1|DSUZ, LOC108019802|XP_016943295.1|DSUZ	LOC5573879|XP_001654917.1|AAEG
OG0001004	LOC108004819|XP_016923378.2|DSUZ, LOC108017195|XP_016939679.1|DSUZ	LOC5577327|XP_001656404.1|AAEG
OG0001005	LOC108013806|XP_016935309.1|DSUZ, LOC108016750|XP_036676489.1|DSUZ	LOC5574438|XP_001661452.2|AAEG
OG0001006	LOC108014161|XP_016935684.1|DSUZ, LOC108018650|XP_016941711.1|DSUZ	LOC5577478|XP_001656504.1|AAEG
OG0001007	LOC108008485|XP_016927833.1|DSUZ, LOC108012898|XP_016933893.1|DSUZ	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG
OG0001008	LOC108014821|XP_036673576.1|DSUZ, LOC108006278|XP_016925223.1|DSUZ	LOC5569738|XP_001652964.1|AAEG
OG0001019	LOC108016124|XP_036675607.1|DSUZ	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG
OG0001020	LOC108015220|XP_016937050.1|DSUZ	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG
OG0001021	LOC108021378|XP_036675876.1|DSUZ	LOC5569206|XP_021698876.1|AAEG
OG0001022	LOC108013920|XP_016935414.1|DSUZ, LOC108019202|XP_016942483.1|DSUZ	LOC5564053|XP_001648383.1|AAEG
OG0001023	LOC118876816|XP_036668675.1|DSUZ	LOC110678149|XP_021706460.1|AAEG, LOC110674314|XP_021694293.1|AAEG
OG0001023	LOC118877761|XP_036673674.1|DSUZ, LOC108011884|XP_016932620.2|DSUZ	LOC110679679|XP_021710879.1|AAEG, LOC110675239|XP_021695381.1|AAEG, LOC110674329|XP_021694316.1|AAEG
OG0001024	LOC108016112|XP_036675595.1|DSUZ	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG
OG0001025	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ	LOC5566344|XP_021696749.1|AAEG
OG0001026	LOC108019784|XP_016943265.1|DSUZ	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG
OG0001027	LOC108015810|XP_016937862.1|DSUZ	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG
OG0001028	LOC108009872|XP_016930067.1|DSUZ	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG
OG0001029	LOC108009665|XP_016929684.1|DSUZ	LOC110675155|XP_021695234.1|AAEG, LOC110678123|XP_021706417.1|AAEG
OG0001031	LOC108005668|XP_036677536.1|DSUZ, LOC118878792|XP_036677707.1|DSUZ, LOC108014264|XP_036677680.1|DSUZ	LOC5564557|XP_021702651.1|AAEG
OG0001032	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ	LOC5568797|XP_021703170.1|AAEG
OG0001033	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ	LOC5572990|XP_021705665.1|AAEG
OG0001042	LOC108012166|XP_016932948.2|DSUZ	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG
OG0001043	LOC108005436|XP_016924211.1|DSUZ	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG
OG0001044	LOC108008431|XP_016927770.1|DSUZ	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG
OG0001045	LOC108008324|XP_016927632.1|DSUZ	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG
OG0001046	LOC108008518|XP_016927877.1|DSUZ, LOC108008517|XP_016927875.1|DSUZ	LOC5572371|XP_001660329.1|AAEG
OG0001047	LOC108019847|XP_016943372.1|DSUZ	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG
OG0001048	LOC108014225|XP_016935748.1|DSUZ, LOC118876992|XP_036669681.1|DSUZ, LOC118876994|XP_036669684.1|DSUZ, LOC118876993|XP_036669683.1|DSUZ, LOC108009650|XP_016929653.2|DSUZ	LOC5571275|XP_021695905.1|AAEG
OG0001049	LOC108005897|XP_036671321.1|DSUZ	LOC110675977|XP_021697855.1|AAEG
OG0001050	LOC108005619|XP_036672051.1|DSUZ	LOC5573704|XP_021698920.1|AAEG
OG0001051	LOC108013411|XP_016934761.1|DSUZ	LOC5573846|XP_001654884.2|AAEG
OG0001052	LOC108005803|XP_016924625.1|DSUZ	LOC5568617|XP_001652449.1|AAEG
OG0001053	LOC108017002|XP_016939443.1|DSUZ	LOC5571894|XP_001653808.2|AAEG
OG0001054	LOC108005966|XP_016924888.2|DSUZ, LOC108005967|XP_016924890.2|DSUZ	LOC5574413|XP_001655120.1|AAEG
OG0001055	LOC108014726|XP_036675265.1|DSUZ	LOC5567606|XP_001657583.2|AAEG
OG0001056	LOC108009782|XP_016929913.1|DSUZ, LOC108019191|XP_016942453.1|DSUZ	LOC5570986|XP_001659451.2|AAEG
OG0001057	LOC108019318|XP_016942631.1|DSUZ	LOC5571397|XP_001653648.2|AAEG
OG0001058	LOC108005502|XP_016924297.2|DSUZ	LOC5570053|XP_021707851.1|AAEG
OG0001059	LOC108017019|XP_036670525.1|DSUZ	LOC5577278|XP_021706770.1|AAEG, LOC5577282|XP_001663322.2|AAEG
OG0001072	LOC108016770|XP_016939024.1|DSUZ	LOC110674795|XP_021694845.1|AAEG
OG0001073	LOC108018759|XP_036675481.1|DSUZ	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG
OG0001074	LOC108019628|XP_016942999.1|DSUZ	LOC5568441|XP_001652273.1|AAEG
OG0001076	LOC118877228|XP_036670560.1|DSUZ	LOC110676868|XP_021702024.1|AAEG, LOC110675167|XP_021695246.1|AAEG, LOC110675148|XP_021695222.1|AAEG, LOC110676784|XP_021701631.1|AAEG, LOC5575444|XP_021700366.1|AAEG, LOC110674309|XP_021694287.1|AAEG, LOC110679183|XP_021708974.1|AAEG
OG0001077	LOC108007329|XP_016926468.1|DSUZ	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG
OG0001078	LOC108004830|XP_016923395.2|DSUZ	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG
OG0001079	LOC108020070|XP_036670532.1|DSUZ	LOC5575758|XP_001662179.2|AAEG
OG0001080	LOC108013271|XP_016934527.1|DSUZ	LOC5563731|XP_001648022.2|AAEG
OG0001081	LOC108015956|XP_016937579.2|DSUZ	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG
OG0001082	LOC108009852|XP_016930038.1|DSUZ	LOC5572898|XP_001654240.1|AAEG
OG0001083	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ	LOC5566297|XP_001650674.2|AAEG
OG0001084	LOC108017996|XP_016940833.1|DSUZ	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG
OG0001086	LOC118877872|XP_036674093.1|DSUZ, LOC108008586|XP_016927953.1|DSUZ	LOC5573548|XP_001654683.1|AAEG
OG0001087	LOC108021162|XP_016945230.1|DSUZ, LOC108019019|XP_036669631.1|DSUZ	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG
OG0001088	LOC108012600|XP_016933508.1|DSUZ	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG
OG0001089	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ	LOC5573682|XP_001661004.2|AAEG
OG0001090	LOC108011840|XP_036672006.1|DSUZ	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG
OG0001092	LOC108005781|XP_016924603.1|DSUZ	LOC5570895|XP_021700677.1|AAEG
OG0001093	LOC108007974|XP_016927239.1|DSUZ	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG
OG0001094	LOC108011254|XP_036674113.1|DSUZ	LOC5565811|XP_021695262.1|AAEG
OG0001095	LOC108009866|XP_016930057.1|DSUZ	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG
OG0001096	LOC108005228|XP_036677097.1|DSUZ, LOC108021505|XP_016945747.1|DSUZ	LOC5571654|XP_021701198.1|AAEG
OG0001097	LOC108011919|XP_036678282.1|DSUZ, LOC108018437|XP_016941485.1|DSUZ	LOC5570690|XP_001659280.2|AAEG
OG0001098	LOC108010709|XP_016931112.2|DSUZ	LOC5567389|XP_001651791.1|AAEG
OG0001099	LOC108012413|XP_016933263.1|DSUZ	LOC5579278|XP_001647586.2|AAEG
OG0001100	LOC108013974|XP_016935477.2|DSUZ	LOC5575334|XP_001655711.1|AAEG
OG0001101	LOC108009337|XP_016929104.1|DSUZ	LOC5578976|XP_021704495.1|AAEG
OG0001102	LOC108013488|XP_016934859.1|DSUZ	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG
OG0001103	LOC108004957|XP_016923550.2|DSUZ	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG
OG0001104	LOC108008464|XP_016927806.1|DSUZ	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG
OG0001105	LOC108014987|XP_016936698.1|DSUZ, LOC108008764|XP_016928151.1|DSUZ	LOC5566551|XP_001650928.1|AAEG
OG0001106	LOC108020361|XP_036676389.1|DSUZ	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG
OG0001118	LOC108019074|XP_016942216.1|DSUZ	LOC5576587|XP_001656164.1|AAEG
OG0001119	LOC108011176|XP_036677448.1|DSUZ	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG
OG0001120	LOC108011039|XP_016931580.2|DSUZ, LOC118877844|XP_036673973.1|DSUZ	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG
OG0001122	LOC108012389|XP_016933234.1|DSUZ	LOC5580002|XP_021696287.1|AAEG
OG0001124	LOC108020255|XP_036677515.1|DSUZ, LOC118877800|XP_036673818.1|DSUZ	LOC5566358|XP_011493024.2|AAEG
OG0001125	LOC108007802|XP_036674594.1|DSUZ, LOC118877710|XP_036673478.1|DSUZ	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG
OG0001128	LOC108010262|XP_016930607.1|DSUZ	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG
OG0001129	LOC108017525|XP_016940083.2|DSUZ	LOC5580253|XP_021700216.1|AAEG
OG0001130	LOC108006633|XP_016925660.1|DSUZ	LOC5565380|XP_001649719.1|AAEG
OG0001131	LOC108020377|XP_016944114.1|DSUZ	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG
OG0001133	LOC108019161|XP_016942424.1|DSUZ	LOC5567743|XP_021702162.1|AAEG
OG0001134	LOC108009884|XP_016930081.1|DSUZ	LOC5566394|XP_001650777.2|AAEG
OG0001135	LOC108006235|XP_036674573.1|DSUZ, LOC108020859|XP_036672718.1|DSUZ	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG
OG0001136	LOC108006962|XP_036673066.1|DSUZ	LOC5576263|XP_021705682.1|AAEG
OG0001137	LOC108006075|XP_016925010.1|DSUZ	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG
OG0001138	LOC108013272|XP_016934528.1|DSUZ	LOC5572135|XP_021705094.1|AAEG
OG0001139	LOC108006692|XP_036672005.1|DSUZ	LOC5574958|XP_021709947.1|AAEG
OG0001153	LOC108009886|XP_016930084.2|DSUZ	LOC110679098|XP_021708772.1|AAEG
OG0001154	LOC108021387|XP_016945573.1|DSUZ	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG
OG0001155	LOC108015303|XP_016937169.1|DSUZ	LOC5572551|XP_021698157.1|AAEG
OG0001157	LOC108018765|XP_036673707.1|DSUZ, LOC118878582|XP_036677503.1|DSUZ	LOC5575867|XP_021704769.1|AAEG
OG0001158	LOC108015462|XP_016937386.1|DSUZ	LOC5579227|XP_001664307.1|AAEG
OG0001159	LOC108010724|XP_036674711.1|DSUZ	LOC5577246|XP_021710377.1|AAEG
OG0001160	LOC108016365|XP_036675243.1|DSUZ, LOC118877558|XP_036672624.1|DSUZ	LOC5577411|XP_001656491.2|AAEG
OG0001161	LOC108015208|XP_016937026.1|DSUZ, LOC108020846|XP_036674569.1|DSUZ, LOC118877613|XP_036672859.1|DSUZ	LOC5566642|XP_021711748.1|AAEG
OG0001162	LOC108017505|XP_016940055.2|DSUZ	LOC5576344|XP_021693313.1|AAEG
OG0001164	LOC108006448|XP_016925462.1|DSUZ	LOC5575602|XP_001662091.2|AAEG
OG0001165	LOC118876982|XP_036669623.1|DSUZ, LOC108009034|XP_016928497.1|DSUZ, LOC118876981|XP_036669622.1|DSUZ, LOC108009033|XP_016928495.1|DSUZ	LOC5565600|XP_021693794.1|AAEG
OG0001167	LOC108008642|XP_016928013.1|DSUZ	LOC5577554|XP_021696671.1|AAEG
OG0001168	LOC108018149|XP_016941102.1|DSUZ	LOC5572693|XP_001660512.1|AAEG
OG0001169	LOC108004759|XP_016923285.1|DSUZ	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG
OG0001170	LOC108014863|XP_016936568.1|DSUZ	LOC5568877|XP_001652599.2|AAEG
OG0001171	LOC108013052|XP_016934151.1|DSUZ	LOC5572977|XP_021698415.1|AAEG
OG0001172	LOC108008295|XP_016927596.1|DSUZ	LOC5566033|XP_021698883.1|AAEG
OG0001173	LOC108010830|XP_016931285.2|DSUZ	LOC5576977|XP_001663072.2|AAEG
