Orthogroup	DSUZ.longest_only	DANA.longest_only
OG0002087	LOC108005788|XP_016924607.2|DSUZ	LOC6493708|XP_032309659.1|DANA
OG0002088	LOC108013145|XP_036672228.1|DSUZ	LOC6493222|XP_014764258.1|DANA
OG0002089	LOC108019811|XP_016943311.1|DSUZ	LOC6495229|XP_001958801.1|DANA
OG0002090	LOC108011264|XP_036670757.1|DSUZ	LOC6506664|XP_001957452.1|DANA
OG0002091	LOC108008851|XP_016928245.1|DSUZ	LOC6494250|XP_001960662.2|DANA
OG0002092	LOC108011317|XP_016931913.1|DSUZ	LOC6493085|XP_032310312.1|DANA
OG0002093	LOC108009084|XP_016928629.1|DSUZ	LOC6494454|XP_001960295.1|DANA
OG0002094	LOC108008761|XP_016928148.1|DSUZ	LOC6494916|XP_001959427.1|DANA
OG0002096	LOC108009643|XP_036668903.1|DSUZ	LOC6496348|XP_032306020.1|DANA
OG0002097	LOC108009142|XP_016928735.1|DSUZ	LOC6495342|XP_001958617.2|DANA
OG0002098	LOC108017600|XP_036671317.1|DSUZ	LOC6493565|XP_001958008.1|DANA
OG0002099	LOC108006495|XP_036672986.1|DSUZ	LOC6499460|XP_001954592.1|DANA
OG0002100	LOC108011362|XP_016931961.1|DSUZ	LOC6506344|XP_001958066.3|DANA
OG0002101	LOC108019767|XP_036670204.1|DSUZ	LOC6495204|XP_032306922.1|DANA
OG0002102	LOC108009428|XP_016929248.1|DSUZ	LOC6495113|XP_032307133.1|DANA
OG0002103	LOC108006105|XP_036673031.1|DSUZ	LOC6499463|XP_001954584.1|DANA
OG0002105	LOC108007460|XP_016926621.1|DSUZ	LOC6497555|XP_001961828.2|DANA
OG0002105	LOC118879061|XP_036677941.1|DSUZ	LOC116656551|XP_032312061.1|DANA
OG0002106	LOC118877647|XP_036673114.1|DSUZ, LOC108006503|XP_036672984.1|DSUZ	LOC6501669|XP_001955717.2|DANA
OG0002107	LOC108020886|XP_016944778.1|DSUZ	LOC6498629|XP_001963187.1|DANA
OG0002108	LOC118877945|XP_036674562.1|DSUZ	LOC6501385|XP_032305500.1|DANA
OG0002109	LOC108010803|XP_016931226.2|DSUZ, LOC108010768|XP_036675515.1|DSUZ	LOC6500560|XP_001953480.2|DANA
OG0002110	LOC108013364|XP_016935073.2|DSUZ	LOC26515051|XP_032311355.1|DANA
OG0002111	LOC108019237|XP_016942526.1|DSUZ	LOC6502465|XP_001962618.1|DANA
OG0002111	LOC108019032|XP_016942134.1|DSUZ	LOC6498357|XP_032311189.1|DANA
OG0002112	LOC108005139|XP_016923801.2|DSUZ, LOC118878425|XP_036677294.1|DSUZ, LOC108005254|XP_016923936.2|DSUZ	LOC6497431|XP_001962096.1|DANA
OG0002112	LOC108019138|XP_016942411.1|DSUZ, LOC108012997|XP_016934069.2|DSUZ, LOC108019213|XP_016942534.2|DSUZ	LOC116655164|XP_032308399.1|DANA
OG0002113	LOC108016107|XP_036673108.1|DSUZ	LOC116654587|XP_032305859.1|DANA
OG0002113	LOC108017328|XP_036673107.1|DSUZ	LOC6499207|XP_032305664.1|DANA
OG0002114	LOC108019304|XP_016942613.2|DSUZ	LOC6502728|XP_001964549.2|DANA
OG0002114	LOC108019303|XP_016942612.1|DSUZ	LOC6505885|XP_001964550.2|DANA
OG0002115	LOC108017947|XP_016940666.1|DSUZ	LOC6494731|XP_001959772.3|DANA
OG0002115	LOC108017948|XP_016940667.1|DSUZ	LOC26514127|XP_014763980.1|DANA
OG0002116	LOC108021130|XP_016945177.2|DSUZ	LOC6498266|XP_001962427.1|DANA
OG0002116	LOC108012638|XP_016933550.2|DSUZ	LOC6507391|XP_032310459.1|DANA
OG0002117	LOC108008965|XP_016928389.1|DSUZ	LOC6501885|XP_001966734.1|DANA
OG0002118	LOC108007317|XP_036677431.1|DSUZ	LOC26514480|XP_032309671.1|DANA
OG0002119	LOC108006607|XP_036673216.1|DSUZ	LOC6501444|XP_001955267.3|DANA
OG0002120	LOC108020428|XP_016944229.1|DSUZ	LOC6503319|XP_032311975.1|DANA
OG0002121	LOC108014782|XP_016936464.1|DSUZ	LOC6499404|XP_001954705.1|DANA
OG0002123	LOC108015212|XP_016937040.1|DSUZ	LOC6505490|XP_001964947.1|DANA
OG0002124	LOC108010417|XP_036675971.1|DSUZ	LOC6505168|XP_001965467.2|DANA
OG0002125	LOC108009618|XP_016929592.1|DSUZ	LOC6495159|XP_001958939.1|DANA
OG0002126	LOC108012475|XP_016933358.1|DSUZ	LOC6493231|XP_014764263.1|DANA
OG0002127	LOC108016907|XP_016939311.1|DSUZ	LOC6505265|XP_014760340.1|DANA
OG0002128	LOC108010448|XP_016930797.1|DSUZ	LOC6505191|XP_001965520.2|DANA
OG0002129	LOC108014440|XP_036672899.1|DSUZ	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA
OG0002130	LOC108016721|XP_016938938.1|DSUZ	LOC6504045|XP_001964076.2|DANA
OG0002131	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ	LOC6500901|XP_001954130.1|DANA
OG0002132	LOC108021285|XP_016945413.1|DSUZ	LOC6498554|XP_001963049.1|DANA
OG0002133	LOC108005407|XP_016924159.1|DSUZ	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA
OG0002134	LOC108016903|XP_016939308.1|DSUZ	LOC6503845|XP_001963707.1|DANA
OG0002135	LOC108019071|XP_036675855.1|DSUZ	LOC6503981|XP_032308588.1|DANA
OG0002136	LOC108015496|XP_036675292.1|DSUZ	LOC6499020|XP_001955502.1|DANA
OG0002137	LOC108007461|XP_016926617.1|DSUZ	LOC6499819|XP_001953848.1|DANA
OG0002138	LOC108016598|XP_016938775.1|DSUZ	LOC6502121|XP_001966168.1|DANA
OG0002139	LOC108019043|XP_016942156.1|DSUZ	LOC6504924|XP_014759857.1|DANA
OG0002140	LOC108016626|XP_036676458.1|DSUZ	LOC6501957|XP_001966761.1|DANA
OG0002141	LOC108011462|XP_016932097.1|DSUZ	LOC6503223|XP_001965861.1|DANA
OG0002142	LOC108011603|XP_016932262.1|DSUZ	LOC6499605|XP_001954310.1|DANA
OG0002143	LOC108021261|XP_016945372.1|DSUZ	LOC6497981|XP_001961836.1|DANA
OG0002144	LOC108020416|XP_016944208.1|DSUZ	LOC6506061|XP_001966649.1|DANA
OG0002145	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ	LOC6500422|XP_001953186.1|DANA
OG0002146	LOC108011640|XP_016932317.1|DSUZ	LOC6500992|XP_014766844.1|DANA
OG0002147	LOC108018857|XP_036675804.1|DSUZ	LOC6503525|XP_032308732.1|DANA
OG0002148	LOC108007073|XP_036671956.1|DSUZ	LOC6506547|XP_001957676.2|DANA
OG0002149	LOC108020406|XP_016944187.1|DSUZ	LOC6501773|XP_032308023.1|DANA
OG0002150	LOC108005403|XP_016924156.1|DSUZ	LOC6503908|XP_001963822.1|DANA
OG0002151	LOC108009147|XP_016928743.1|DSUZ, LOC108019297|XP_016942640.1|DSUZ	LOC6498598|XP_001963132.2|DANA
OG0002152	LOC108017514|XP_016940071.2|DSUZ	LOC6500888|XP_032307693.1|DANA
OG0002153	LOC108014308|XP_036674364.1|DSUZ	LOC6506003|XP_001964762.1|DANA
OG0002154	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ	LOC6503603|XP_001964075.2|DANA
OG0002155	LOC108018268|XP_016941278.2|DSUZ	LOC6505576|XP_001964670.1|DANA
OG0002156	LOC108007694|XP_016926918.1|DSUZ	LOC6493862|XP_001958580.2|DANA
OG0002157	LOC108018464|XP_036673902.1|DSUZ	LOC6500366|XP_001953059.2|DANA
OG0002158	LOC108018177|XP_016941165.1|DSUZ	LOC6494835|XP_001959575.1|DANA
OG0002159	LOC108009632|XP_016929611.1|DSUZ	LOC6494716|XP_014762929.1|DANA
OG0002160	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ	LOC6499210|XP_001955104.3|DANA
OG0002161	LOC108020118|XP_016943707.2|DSUZ	LOC6505656|XP_001964520.1|DANA
OG0002162	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ	LOC6500318|XP_014766498.1|DANA
OG0002163	LOC108011154|XP_016931729.1|DSUZ	LOC6504148|XP_001964272.1|DANA
OG0002164	LOC108012109|XP_036674464.1|DSUZ	LOC6500050|XP_001953316.1|DANA
OG0002165	LOC108013555|XP_016934959.1|DSUZ	LOC6500282|XP_001952880.2|DANA
OG0002166	LOC108011979|XP_016932729.1|DSUZ	LOC6498458|XP_001962863.1|DANA
OG0002167	LOC108017840|XP_016940483.1|DSUZ	LOC6494444|XP_001960307.1|DANA
OG0002168	LOC108009879|XP_016930075.1|DSUZ	LOC6495361|XP_001958663.3|DANA
OG0002169	LOC108013613|XP_016935043.1|DSUZ	LOC6507303|XP_001956283.1|DANA
OG0002170	LOC108020410|XP_016944195.1|DSUZ	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA
OG0002171	LOC108015777|XP_016937819.1|DSUZ	LOC6499821|XP_001953844.2|DANA
OG0002172	LOC108011013|XP_016931528.2|DSUZ	LOC6500808|XP_001953955.1|DANA
OG0002173	LOC108021060|XP_016945056.1|DSUZ	LOC6496885|XP_001963209.1|DANA
OG0002174	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ	LOC6500263|XP_001952914.1|DANA
OG0002175	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ	LOC6500294|XP_001952913.1|DANA
OG0002176	LOC108014140|XP_016935659.2|DSUZ	LOC6499215|XP_001955088.1|DANA
OG0002177	LOC108015681|XP_016937687.1|DSUZ	LOC6500716|XP_001953783.1|DANA
OG0002178	LOC108016153|XP_036675260.1|DSUZ	LOC6505595|XP_001964625.2|DANA
OG0002179	LOC108011004|XP_036673407.1|DSUZ	LOC6499882|XP_001953706.2|DANA
OG0002180	LOC118878777|XP_036677668.1|DSUZ, LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ	LOC6501599|XP_032312076.1|DANA
OG0002181	LOC108014992|XP_016936703.1|DSUZ	LOC6504465|XP_001966955.1|DANA
OG0002182	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ	LOC6500930|XP_014766804.1|DANA
OG0002183	LOC108008622|XP_016927992.1|DSUZ	LOC6496133|XP_001960301.1|DANA
OG0002184	LOC108015940|XP_016938012.2|DSUZ	LOC6499035|XP_001955468.1|DANA
OG0002185	LOC108006412|XP_036673302.1|DSUZ	LOC6505648|XP_032305512.1|DANA
OG0002186	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ	LOC6497113|XP_001962730.1|DANA
OG0002187	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ	LOC6498949|XP_001955621.1|DANA
OG0002188	LOC108010100|XP_016930410.1|DSUZ	LOC6494894|XP_014763061.1|DANA
OG0002189	LOC108007065|XP_016926158.1|DSUZ	LOC26514498|XP_014760180.1|DANA
OG0002190	LOC108012018|XP_036673217.1|DSUZ	LOC6500756|XP_001953856.1|DANA
OG0002191	LOC108012839|XP_016933795.1|DSUZ	LOC6506748|XP_001957313.1|DANA
OG0002192	LOC108007746|XP_016926990.1|DSUZ	LOC6506273|XP_001958219.1|DANA
OG0002193	LOC108020569|XP_016944421.1|DSUZ	LOC6500312|XP_001952947.1|DANA
OG0002194	LOC108019523|XP_036673412.1|DSUZ	LOC6501477|XP_001955327.1|DANA
OG0002195	LOC108015757|XP_016937783.2|DSUZ	LOC6501443|XP_001955265.1|DANA
OG0002196	LOC108010922|XP_016931411.2|DSUZ	LOC6500222|XP_014766422.1|DANA
OG0002197	LOC108013495|XP_016934867.1|DSUZ	LOC6507525|XP_001955855.1|DANA
OG0002198	LOC108016087|XP_036675064.1|DSUZ	LOC6499643|XP_032305863.1|DANA
OG0002199	LOC108006084|XP_016925019.2|DSUZ	LOC6505887|XP_001964553.1|DANA
OG0002200	LOC108019117|XP_016942331.1|DSUZ	LOC6502244|XP_001966073.1|DANA
OG0002202	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ	LOC6501388|XP_014767017.1|DANA
OG0002203	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ	LOC6500262|XP_001952915.3|DANA
OG0002204	LOC108006617|XP_036673212.1|DSUZ	LOC6499116|XP_001955268.1|DANA
OG0002205	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ	LOC6500179|XP_001953075.1|DANA
OG0002206	LOC108005979|XP_036673139.1|DSUZ	LOC6499793|XP_001953903.1|DANA
OG0002207	LOC108008083|XP_036673542.1|DSUZ	LOC6499233|XP_001955055.2|DANA
OG0002208	LOC108014756|XP_036673496.1|DSUZ	LOC6499235|XP_001955052.2|DANA
OG0002209	LOC108015323|XP_016937211.1|DSUZ	LOC6504925|XP_001966603.1|DANA
OG0002210	LOC108014357|XP_016935933.1|DSUZ	LOC6499157|XP_014765934.1|DANA
OG0002211	LOC108018303|XP_036674748.1|DSUZ	LOC6500379|XP_032312137.1|DANA
OG0002212	LOC108014139|XP_036672788.1|DSUZ	LOC6501365|XP_001955084.2|DANA
OG0002213	LOC108015981|XP_016938057.1|DSUZ	LOC6499970|XP_001953525.1|DANA
OG0002215	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ	LOC6500906|XP_014766785.2|DANA
OG0002216	LOC108014309|XP_036674153.1|DSUZ	LOC6505047|XP_001965567.1|DANA
OG0002217	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ	LOC6500235|XP_001952971.1|DANA
OG0002218	LOC108005363|XP_016924103.1|DSUZ	LOC6504576|XP_001966594.1|DANA
OG0002219	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ	LOC6500164|XP_001953104.1|DANA
OG0002220	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ	LOC6500385|XP_032305738.1|DANA
OG0002221	LOC108013479|XP_016934851.1|DSUZ	LOC6507769|XP_001956318.3|DANA
OG0002222	LOC108009535|XP_016929459.1|DSUZ	LOC6496467|XP_001960963.1|DANA
OG0002223	LOC108009094|XP_036668933.1|DSUZ	LOC6494133|XP_032306606.1|DANA
OG0002224	LOC108017926|XP_016940589.1|DSUZ	LOC6496030|XP_032307267.1|DANA
OG0002225	LOC108005912|XP_036671642.1|DSUZ	LOC6493196|XP_032310779.1|DANA
OG0002226	LOC108017794|XP_016940427.1|DSUZ	LOC6496638|XP_001961307.1|DANA
OG0002227	LOC108008193|XP_036669651.1|DSUZ	LOC6494985|XP_032306762.1|DANA
OG0002228	LOC108019568|XP_036669913.1|DSUZ	LOC6495198|XP_001958872.1|DANA
OG0002229	LOC108009266|XP_016928959.1|DSUZ	LOC6495839|XP_001959685.2|DANA
OG0002230	LOC108019819|XP_016943322.1|DSUZ	LOC6495938|XP_001959890.1|DANA
OG0002231	LOC108018146|XP_016941099.2|DSUZ	LOC6495090|XP_001959085.1|DANA
OG0002232	LOC108009591|XP_016929552.1|DSUZ	LOC6495833|XP_001959678.1|DANA
OG0002233	LOC108011746|XP_036670948.1|DSUZ	LOC6506651|XP_001957473.2|DANA
OG0002235	LOC108009391|XP_036669266.1|DSUZ	LOC6495867|XP_001959747.2|DANA
OG0002236	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ	LOC6494903|XP_001959458.1|DANA
OG0002237	LOC108010099|XP_016930409.1|DSUZ	LOC6495740|XP_014763471.1|DANA
OG0002238	LOC108018141|XP_016941088.1|DSUZ	LOC6493940|XP_032311467.1|DANA
OG0002239	LOC108019597|XP_016942928.1|DSUZ	LOC6496241|XP_001960520.1|DANA
OG0002240	LOC108009427|XP_016929246.1|DSUZ	LOC6495178|XP_001958906.1|DANA
OG0002241	LOC108012592|XP_016933500.1|DSUZ	LOC6507294|XP_001956297.2|DANA
OG0002242	LOC108012346|XP_016933184.1|DSUZ	LOC6507032|XP_001956788.1|DANA
OG0002242	LOC108017087|XP_036677787.1|DSUZ	LOC116655717|XP_032309472.1|DANA, LOC6507726|XP_001967682.1|DANA
OG0002243	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ	LOC26513687|XP_014760888.1|DANA
OG0002244	LOC108014096|XP_016935604.2|DSUZ	LOC6506525|XP_032310164.1|DANA
OG0002245	LOC108006862|XP_036670915.1|DSUZ	LOC6506784|XP_001957246.1|DANA
OG0002246	LOC108018144|XP_016941093.1|DSUZ	LOC6495987|XP_032306609.1|DANA
OG0002247	LOC108009881|XP_016930076.1|DSUZ	LOC26513899|XP_014763954.1|DANA
OG0002248	LOC108020054|XP_036671887.1|DSUZ	LOC6507687|XP_001956148.2|DANA
OG0002249	LOC108012727|XP_016933648.1|DSUZ	LOC6493159|XP_014764244.1|DANA
OG0002250	LOC108008188|XP_036669598.1|DSUZ	LOC6495062|XP_032306973.1|DANA
OG0002251	LOC108008500|XP_016927853.1|DSUZ	LOC6495584|XP_032306744.1|DANA
OG0002252	LOC108010077|XP_016930381.1|DSUZ	LOC6495593|XP_014763361.1|DANA
OG0002253	LOC108010133|XP_016930450.1|DSUZ	LOC26514309|XP_032306226.1|DANA
OG0002254	LOC108011530|XP_036673949.1|DSUZ	LOC6501541|XP_001955447.1|DANA
OG0002255	LOC108015186|XP_016936989.1|DSUZ	LOC6502905|XP_001963619.1|DANA
OG0002256	LOC108009651|XP_016929654.1|DSUZ	LOC6493955|XP_001961255.1|DANA
OG0002257	LOC108009456|XP_016929312.1|DSUZ	LOC6495269|XP_001958732.3|DANA
OG0002258	LOC108013284|XP_016934546.1|DSUZ	LOC6506197|XP_032309515.1|DANA
OG0002259	LOC108019131|XP_016942360.1|DSUZ	LOC6503209|XP_001963646.1|DANA
OG0002260	LOC108005865|XP_016924732.1|DSUZ	LOC6493717|XP_001958296.1|DANA
OG0002261	LOC108010659|XP_016931046.1|DSUZ	LOC6506353|XP_001958048.1|DANA
OG0002262	LOC108009754|XP_016929856.1|DSUZ	LOC6494347|XP_001960490.2|DANA
OG0002263	LOC108007488|XP_036671773.1|DSUZ	LOC6506791|XP_001957235.1|DANA
OG0002264	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ	LOC6494106|XP_001960964.3|DANA
OG0002265	LOC108012636|XP_036672098.1|DSUZ	LOC6493474|XP_001957830.1|DANA
OG0002266	LOC108005557|XP_016924341.1|DSUZ	LOC6493700|XP_001958263.1|DANA
OG0002267	LOC108013609|XP_016935040.1|DSUZ	LOC6493014|XP_001956854.1|DANA
OG0002268	LOC108013393|XP_016934733.1|DSUZ	LOC6506833|XP_001957149.1|DANA
OG0002269	LOC108017699|XP_036669849.1|DSUZ	LOC6494362|XP_001960463.1|DANA
OG0002270	LOC108009823|XP_016929996.1|DSUZ	LOC6494151|XP_001960862.1|DANA
OG0002271	LOC108013421|XP_016934773.1|DSUZ	LOC6507005|XP_001956842.1|DANA
OG0002272	LOC108013526|XP_016934911.1|DSUZ	LOC6507453|XP_001955982.1|DANA
OG0002273	LOC108011881|XP_036672208.1|DSUZ	LOC6493240|XP_032310651.1|DANA
OG0002274	LOC108017609|XP_036671388.1|DSUZ	LOC6493800|XP_032310517.1|DANA
OG0002275	LOC108013426|XP_016934780.1|DSUZ	LOC6507033|XP_001956786.1|DANA
OG0002276	LOC108012830|XP_016933779.2|DSUZ	LOC6507656|XP_014765388.1|DANA
OG0002277	LOC108012817|XP_016933745.1|DSUZ	LOC26515182|XP_032310620.1|DANA
OG0002278	LOC108012232|XP_036671952.1|DSUZ	LOC6493334|XP_032310304.1|DANA
OG0002279	LOC108012445|XP_016933304.1|DSUZ	LOC6493552|XP_001957983.2|DANA
OG0002280	LOC108006686|XP_036671917.1|DSUZ	LOC6506571|XP_001957621.2|DANA
OG0002281	LOC108006665|XP_036670808.1|DSUZ	LOC6493374|XP_001957630.1|DANA
OG0002282	LOC108007163|XP_016926270.1|DSUZ	LOC6493400|XP_001957672.1|DANA
OG0002283	LOC108008759|XP_016928146.1|DSUZ	LOC6494702|XP_001959827.1|DANA
OG0002284	LOC108019807|XP_016943304.1|DSUZ	LOC6494080|XP_001961016.1|DANA
OG0002285	LOC108021830|XP_016946124.1|DSUZ	LOC6503633|XP_001964032.1|DANA
OG0002286	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ	LOC6494167|XP_001960837.2|DANA
OG0002287	LOC108009969|XP_016930220.1|DSUZ	LOC6494152|XP_001960861.2|DANA
OG0002288	LOC108013055|XP_016934162.1|DSUZ	LOC6493007|XP_014764177.1|DANA
OG0002289	LOC108012912|XP_016933922.1|DSUZ	LOC6493032|XP_001956905.1|DANA
OG0002290	LOC108007729|XP_016926968.1|DSUZ	LOC6498208|XP_001962304.1|DANA
OG0002291	LOC108018041|XP_016940917.1|DSUZ	LOC6496515|XP_032306271.1|DANA
OG0002292	LOC108018152|XP_016941104.1|DSUZ	LOC6494627|XP_032306813.1|DANA
OG0002293	LOC108011186|XP_016931766.1|DSUZ	LOC116656506|XP_032312044.1|DANA
OG0002294	LOC108006488|XP_016925501.2|DSUZ	LOC6499467|XP_001954578.1|DANA
OG0002295	LOC108018762|XP_016941834.1|DSUZ	LOC6497762|XP_032307525.1|DANA
OG0002296	LOC108018708|XP_016941773.1|DSUZ	LOC6504632|XP_032310945.1|DANA
OG0002297	LOC108004908|XP_036674030.1|DSUZ	LOC6494642|XP_032312349.1|DANA
OG0002298	LOC108008387|XP_016927721.1|DSUZ	LOC6494228|XP_014762676.1|DANA
OG0002299	LOC108008634|XP_016928004.1|DSUZ	LOC6495295|XP_001958682.1|DANA
OG0002300	LOC108006324|XP_016925317.1|DSUZ	LOC6497139|XP_032311257.1|DANA
OG0002301	LOC108021186|XP_016945261.1|DSUZ	LOC6497250|XP_014761583.1|DANA
OG0002302	LOC108021114|XP_016945149.1|DSUZ	LOC6497245|XP_014761579.1|DANA
OG0002303	LOC108004661|XP_016923124.1|DSUZ	LOC6504026|XP_001964030.3|DANA
OG0002304	LOC108021639|XP_016945936.1|DSUZ	LOC6497814|XP_001961502.1|DANA
OG0002305	LOC108005905|XP_016924796.1|DSUZ	LOC6506774|XP_001957266.1|DANA
OG0002306	LOC108021405|XP_016945598.1|DSUZ	LOC6497199|XP_001962571.1|DANA
OG0002307	LOC108020973|XP_016944910.1|DSUZ	LOC6496839|XP_001963298.1|DANA
OG0002308	LOC108020882|XP_016944770.1|DSUZ	LOC6504621|XP_001964891.2|DANA
OG0002309	LOC108016498|XP_016938657.1|DSUZ	LOC6497214|XP_001962544.1|DANA
OG0002310	LOC108007289|XP_016926421.1|DSUZ	LOC6497964|XP_001961805.1|DANA
OG0002311	LOC108014712|XP_036672957.1|DSUZ	LOC6497253|XP_032307674.1|DANA
OG0002312	LOC108021538|XP_016945793.1|DSUZ	LOC6504345|XP_001965013.2|DANA
OG0002314	LOC108019657|XP_016943033.1|DSUZ	LOC6495425|XP_001958821.1|DANA
OG0002315	LOC108008404|XP_016927737.1|DSUZ	LOC6495496|XP_014763336.1|DANA
OG0002316	LOC108008930|XP_016928334.1|DSUZ	LOC6498439|XP_001962824.2|DANA
OG0002317	LOC108013361|XP_016934671.1|DSUZ	LOC6506324|XP_014764707.1|DANA
OG0002318	LOC108021504|XP_016945746.1|DSUZ	LOC6497895|XP_001961666.1|DANA
OG0002319	LOC108005771|XP_016924592.1|DSUZ	LOC6505710|XP_001964990.1|DANA
OG0002320	LOC108009382|XP_016929179.1|DSUZ	LOC6495577|XP_001959131.1|DANA
OG0002321	LOC108008443|XP_016927784.1|DSUZ	LOC6494935|XP_032305946.1|DANA
OG0002322	LOC108021683|XP_016945994.1|DSUZ	LOC6497156|XP_001962654.3|DANA
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC6497559|XP_001961819.1|DANA
OG0002324	LOC108011053|XP_036671185.1|DSUZ	LOC6493586|XP_014764453.1|DANA
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC6506450|XP_001957860.2|DANA
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC6493494|XP_001957861.1|DANA
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC6499531|XP_001954430.2|DANA
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC6497264|XP_032307707.1|DANA
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC6497554|XP_001961833.3|DANA
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC6502008|XP_014759698.1|DANA
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC6506889|XP_001957054.3|DANA
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC6494397|XP_001960404.2|DANA
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC6498390|XP_001962698.2|DANA
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC6495575|XP_001959125.2|DANA
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC6493655|XP_001958170.1|DANA
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC6495348|XP_014763269.1|DANA
OG0002338	LOC108020985|XP_016944932.1|DSUZ	LOC6507050|XP_001965300.1|DANA
OG0002339	LOC108020099|XP_016943692.1|DSUZ	LOC6503279|XP_001967587.2|DANA
OG0002340	LOC108019665|XP_016943082.2|DSUZ	LOC6504300|XP_001965064.2|DANA
OG0002341	LOC108008375|XP_016927704.1|DSUZ	LOC6495761|XP_001959517.1|DANA
OG0002342	LOC108018924|XP_036669333.1|DSUZ	LOC6498527|XP_001962998.2|DANA
OG0002343	LOC108019307|XP_016942620.2|DSUZ	LOC6496989|XP_014761464.1|DANA
OG0002344	LOC108006529|XP_036677565.1|DSUZ	LOC6496775|XP_014760193.1|DANA
OG0002345	LOC108019605|XP_016942972.1|DSUZ	LOC6494094|XP_001960990.1|DANA
OG0002346	LOC108021593|XP_016945872.1|DSUZ	LOC6497286|XP_001962389.1|DANA
OG0002347	LOC108010069|XP_016930372.1|DSUZ	LOC6495487|XP_001958955.1|DANA
OG0002348	LOC108020987|XP_016944934.1|DSUZ	LOC6498077|XP_014761964.1|DANA
OG0002349	LOC108019816|XP_016943319.1|DSUZ	LOC26515533|XP_014764135.1|DANA
OG0002350	LOC108019813|XP_016943313.1|DSUZ	LOC6496482|XP_001960989.1|DANA
OG0002351	LOC108009832|XP_016930011.1|DSUZ	LOC6495703|XP_001959405.1|DANA
OG0002352	LOC108018247|XP_016941263.1|DSUZ	LOC6495771|XP_001959542.1|DANA
OG0002353	LOC108014507|XP_016936135.1|DSUZ	LOC6505397|XP_001966897.2|DANA
OG0002354	LOC108019146|XP_016942384.1|DSUZ	LOC6497173|XP_032310998.1|DANA
OG0002355	LOC108008007|XP_016927277.1|DSUZ	LOC6505383|XP_032309133.1|DANA
OG0002356	LOC108021351|XP_016945523.1|DSUZ	LOC6496825|XP_001963325.2|DANA
OG0002357	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ	LOC6500256|XP_014766457.1|DANA
OG0002358	LOC108018085|XP_016940980.1|DSUZ	LOC6498559|XP_001963062.1|DANA
