Orthogroup	DSUZ.longest_only	DMAU.longest_only
OG0001280	LOC108012931|XP_016933954.1|DSUZ	LOC117141774|XP_033161295.1|DMAU
OG0001281	LOC108013564|XP_016934971.1|DSUZ	LOC117141245|XP_033160502.1|DMAU
OG0001282	LOC108017683|XP_016940284.1|DSUZ	LOC117136399|XP_033153189.1|DMAU
OG0001283	LOC108009597|XP_016929559.1|DSUZ	LOC117138593|XP_033156665.1|DMAU
OG0001284	LOC108018771|XP_036677495.1|DSUZ	LOC117137290|XP_033154555.1|DMAU
OG0001285	LOC108013416|XP_016934763.1|DSUZ	LOC117139924|XP_033158499.1|DMAU
OG0001286	LOC108006453|XP_016925469.1|DSUZ	LOC117144084|XP_033164993.1|DMAU
OG0001287	LOC118877849|XP_036674010.1|DSUZ	LOC117146100|XP_033167971.1|DMAU
OG0001288	LOC108021348|XP_016945519.1|DSUZ	LOC117150199|XP_033172880.1|DMAU
OG0001289	LOC108021342|XP_016945509.1|DSUZ	LOC117150534|XP_033173349.1|DMAU
OG0001290	LOC108021033|XP_016945105.1|DSUZ	LOC117150514|XP_033173321.1|DMAU
OG0001291	LOC108017941|XP_016940659.1|DSUZ	LOC117135519|XP_033151670.1|DMAU
OG0001292	LOC108009386|XP_036668914.1|DSUZ	LOC117138561|XP_033156611.1|DMAU
OG0001293	LOC108017004|XP_016939445.1|DSUZ	LOC117147210|XP_033169914.1|DMAU
OG0001294	LOC108017475|XP_016940008.1|DSUZ	LOC117144437|XP_033165475.1|DMAU
OG0001295	LOC108018906|XP_016941987.1|DSUZ	LOC117148713|XP_033172153.1|DMAU
OG0001296	LOC108018805|XP_036678012.1|DSUZ	LOC117136188|XP_033152825.1|DMAU
OG0001297	LOC108017308|XP_016939820.2|DSUZ	LOC117143113|XP_033163487.1|DMAU
OG0001298	LOC108013852|XP_016935329.2|DSUZ	LOC117145398|XP_033166926.1|DMAU
OG0001299	LOC108014457|XP_036671181.1|DSUZ	LOC117140247|XP_033158940.1|DMAU
OG0001300	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ	LOC117145814|XP_033167506.1|DMAU
OG0001301	LOC108008444|XP_016927786.1|DSUZ	LOC117150485|XP_033173275.1|DMAU
OG0001302	LOC108018783|XP_016941857.1|DSUZ	LOC117137477|XP_033154841.1|DMAU
OG0001303	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ	LOC117144495|XP_033165573.1|DMAU, LOC117143885|XP_033164674.1|DMAU
OG0001304	LOC108018096|XP_016940991.1|DSUZ	LOC117135821|XP_033152220.1|DMAU
OG0001305	LOC108016271|XP_036675020.1|DSUZ	LOC117145235|XP_033166701.1|DMAU
OG0001306	LOC108015679|XP_036673820.1|DSUZ	LOC117144423|XP_033165456.1|DMAU
OG0001307	LOC108011445|XP_016932070.1|DSUZ	LOC117139434|XP_033157621.1|DMAU
OG0001308	LOC108016952|XP_016939376.1|DSUZ	LOC117148458|XP_033171720.1|DMAU
OG0001309	LOC108004954|XP_036673733.1|DSUZ	LOC117146052|XP_033167882.1|DMAU
OG0001310	LOC108005481|XP_036675707.1|DSUZ	LOC117148031|XP_033171096.1|DMAU
OG0001311	LOC108010419|XP_036676021.1|DSUZ	LOC117148484|XP_033171755.1|DMAU
OG0001312	LOC108014597|XP_036670433.1|DSUZ	LOC117140140|XP_033158799.1|DMAU
OG0001313	LOC108010192|XP_016930523.1|DSUZ	LOC117136606|XP_033153482.1|DMAU
OG0001314	LOC108021557|XP_016945815.1|DSUZ	LOC117139781|XP_033158287.1|DMAU
OG0001315	LOC108016646|XP_016938842.1|DSUZ	LOC117146738|XP_033169078.1|DMAU
OG0001316	LOC108017821|XP_016940460.1|DSUZ	LOC117137824|XP_033155398.1|DMAU
OG0001317	LOC108021232|XP_016945327.1|DSUZ	LOC117141527|XP_033160910.1|DMAU
OG0001318	LOC108017658|XP_016940262.1|DSUZ	LOC117136371|XP_033153149.1|DMAU
OG0001319	LOC108021543|XP_016945798.1|DSUZ	LOC117148796|XP_033172303.1|DMAU
OG0001319	LOC108021544|XP_016945800.1|DSUZ	LOC117148787|XP_033172292.1|DMAU
OG0001320	LOC108008494|XP_016927844.1|DSUZ	LOC117137791|XP_033155338.1|DMAU
OG0001321	LOC108017828|XP_016940469.1|DSUZ	LOC117137495|XP_033154864.1|DMAU
OG0001322	LOC108011673|XP_036674460.1|DSUZ	LOC117143017|XP_033163285.1|DMAU
OG0001322	LOC108016250|XP_016938363.2|DSUZ	LOC117145129|XP_033166541.1|DMAU
OG0001323	LOC108012991|XP_016934055.1|DSUZ	LOC117150829|XP_033173787.1|DMAU
OG0001323	LOC108011088|XP_016931646.1|DSUZ	LOC117150828|XP_033173786.1|DMAU
OG0001324	LOC108010453|XP_016930812.1|DSUZ	LOC117143689|XP_033164371.1|DMAU
OG0001325	LOC108006483|XP_016925494.2|DSUZ, LOC108007057|XP_036672977.1|DSUZ	LOC117144357|XP_033165365.1|DMAU
OG0001325	LOC108006489|XP_016925502.2|DSUZ, LOC108007056|XP_036672976.1|DSUZ	LOC117144344|XP_033165347.1|DMAU
OG0001326	LOC108006514|XP_036675352.1|DSUZ	LOC117143150|XP_033163539.1|DMAU
OG0001328	LOC108018918|XP_016941999.1|DSUZ	LOC117147759|XP_033170669.1|DMAU
OG0001329	LOC108005460|XP_016924245.1|DSUZ	LOC117147856|XP_033170822.1|DMAU
OG0001330	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ	LOC117146784|XP_033169202.1|DMAU
OG0001331	LOC108016587|XP_016938761.1|DSUZ	LOC117148048|XP_033171124.1|DMAU
OG0001332	LOC108005396|XP_016924148.1|DSUZ	LOC117147795|XP_033170735.1|DMAU
OG0001333	LOC108006557|XP_016925580.1|DSUZ	LOC117150795|XP_033173740.1|DMAU
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC117144636|XP_033165822.1|DMAU
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC117144751|XP_033165998.1|DMAU
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC117146432|XP_033168530.1|DMAU
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC117138576|XP_033156639.1|DMAU
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC117138676|XP_033156818.1|DMAU
OG0001340	LOC108007415|XP_036677442.1|DSUZ	LOC117141377|XP_033160676.1|DMAU
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC117146020|XP_033167842.1|DMAU
OG0001342	LOC118878124|XP_036675492.1|DSUZ	LOC117145838|XP_033167533.1|DMAU
OG0001343	LOC108016037|XP_016938120.2|DSUZ	LOC117144524|XP_033165637.1|DMAU
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC117142321|XP_033162119.1|DMAU
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC117143223|XP_033163663.1|DMAU
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC117144484|XP_033165555.1|DMAU
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC117147918|XP_033170926.1|DMAU
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC117146570|XP_033168761.1|DMAU
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC117140871|XP_033159900.1|DMAU
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC117140188|XP_033158854.1|DMAU
OG0001351	LOC108008529|XP_016927889.1|DSUZ	LOC117135564|XP_033151762.1|DMAU
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC117138579|XP_033156643.1|DMAU
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC117140837|XP_033159836.1|DMAU
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC117135867|XP_033152289.1|DMAU
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC117136014|XP_033152522.1|DMAU
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC117144134|XP_033165050.1|DMAU
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC117140957|XP_033160069.1|DMAU
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC117139186|XP_033157244.1|DMAU
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC117146447|XP_033168562.1|DMAU
OG0001360	LOC108009514|XP_016929422.2|DSUZ	LOC117136868|XP_033153860.1|DMAU
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC117141023|XP_033160187.1|DMAU
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC117140656|XP_033159588.1|DMAU
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC117145131|XP_033166542.1|DMAU
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC117138487|XP_033156508.1|DMAU
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC117141158|XP_033160388.1|DMAU
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC117140586|XP_033159483.1|DMAU
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC117135976|XP_033152480.1|DMAU
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC117137825|XP_033155399.1|DMAU
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC117146403|XP_033168478.1|DMAU
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC117138553|XP_033156602.1|DMAU
OG0001371	LOC108018763|XP_016941831.1|DSUZ	LOC117137015|XP_033154098.1|DMAU
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC117136225|XP_033152894.1|DMAU
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC117150511|XP_033173309.1|DMAU
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC117138169|XP_033155941.1|DMAU
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC117145183|XP_033166629.1|DMAU
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC117137716|XP_033155180.1|DMAU
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC117150687|XP_033173624.1|DMAU
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC117150432|XP_033173201.1|DMAU
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC117142663|XP_033162691.1|DMAU
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC117138516|XP_033156540.1|DMAU
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC117135307|XP_033151386.1|DMAU
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC117135473|XP_033151580.1|DMAU
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC117150607|XP_033173457.1|DMAU
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC117150851|XP_033173819.1|DMAU
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC117141892|XP_033161484.1|DMAU
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC117138729|XP_033156854.1|DMAU
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC117145081|XP_033166489.1|DMAU
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC117142744|XP_033162820.1|DMAU
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC117142477|XP_033162388.1|DMAU
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC117148757|XP_033172242.1|DMAU
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC117139843|XP_033158384.1|DMAU
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC117137259|XP_033154515.1|DMAU
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC117143497|XP_033164105.1|DMAU
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC117147284|XP_033170019.1|DMAU
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC117145099|XP_033166509.1|DMAU
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC117147906|XP_033170906.1|DMAU
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC117137959|XP_033155613.1|DMAU
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC117143334|XP_033163886.1|DMAU
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC117140082|XP_033158726.1|DMAU
OG0001402	LOC108013768|XP_016935217.1|DSUZ	LOC117141036|XP_033160210.1|DMAU
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC117141310|XP_033160587.1|DMAU
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC117135629|XP_033151893.1|DMAU
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC117137727|XP_033155193.1|DMAU
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC117148322|XP_033171545.1|DMAU
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC117141445|XP_033160790.1|DMAU
OG0001408	LOC108017841|XP_016940485.1|DSUZ	LOC117135587|XP_033151812.1|DMAU
OG0001411	LOC108007268|XP_016926395.2|DSUZ	LOC117144749|XP_033165995.1|DMAU
OG0001412	LOC108020134|XP_036668758.1|DSUZ	LOC117141864|XP_033161479.1|DMAU
OG0001412	LOC108014299|XP_016935855.1|DSUZ	LOC117151093|XP_033174232.1|DMAU
OG0001413	LOC108008227|XP_016927507.2|DSUZ	LOC117136789|XP_033153736.1|DMAU
OG0001413	LOC108008828|XP_016928225.1|DSUZ	LOC117136980|XP_033154047.1|DMAU
OG0001414	LOC108008191|XP_036668946.1|DSUZ	LOC117137873|XP_033155490.1|DMAU, LOC117137877|XP_033155495.1|DMAU
OG0001415	LOC108009398|XP_016929207.1|DSUZ	LOC117137429|XP_033154751.1|DMAU
OG0001416	LOC108020957|XP_016944889.1|DSUZ	LOC117150803|XP_033173752.1|DMAU
OG0001416	LOC108012725|XP_016933646.1|DSUZ	LOC117140999|XP_033160141.1|DMAU
OG0001417	LOC108018856|XP_016941934.2|DSUZ	LOC117148170|XP_033171327.1|DMAU
OG0001418	LOC108012711|XP_016933629.1|DSUZ	LOC117140888|XP_033159931.1|DMAU
OG0001418	LOC108012563|XP_016933467.2|DSUZ	LOC117140047|XP_033158675.1|DMAU
OG0001419	LOC108011231|XP_016931827.1|DSUZ	LOC117147721|XP_033170615.1|DMAU
OG0001420	LOC108012195|XP_036673170.1|DSUZ	LOC117143144|XP_033163531.1|DMAU
OG0001421	LOC108016510|XP_016938673.2|DSUZ	LOC117145934|XP_033167701.1|DMAU
OG0001421	LOC108016905|XP_016939692.1|DSUZ, LOC108021141|XP_016945193.1|DSUZ	LOC117136447|XP_033153260.1|DMAU
OG0001422	LOC108012658|XP_016933574.1|DSUZ	LOC117140150|XP_033158812.1|DMAU
OG0001422	LOC108013620|XP_016935053.1|DSUZ	LOC117141292|XP_033160562.1|DMAU
OG0001423	LOC108007000|XP_036673417.1|DSUZ	LOC117143665|XP_033164337.1|DMAU
OG0001424	LOC118877966|XP_036674694.1|DSUZ	LOC117143134|XP_033163517.1|DMAU, LOC117144406|XP_033165435.1|DMAU
OG0001425	LOC108017833|XP_016940475.1|DSUZ, LOC108018242|XP_016941257.1|DSUZ	LOC117137868|XP_033155476.1|DMAU
OG0001426	LOC108020917|XP_016944826.1|DSUZ	LOC117141626|XP_033161050.1|DMAU
OG0001426	LOC108018851|XP_016941929.1|DSUZ	LOC117147162|XP_033169840.1|DMAU
OG0001427	LOC108019770|XP_016943224.2|DSUZ	LOC117138235|XP_033156074.1|DMAU
OG0001427	LOC108009304|XP_016929047.1|DSUZ	LOC117150909|XP_033173948.1|DMAU
OG0001428	LOC108012751|XP_016933673.2|DSUZ	LOC117140866|XP_033159895.1|DMAU
OG0001428	LOC108009412|XP_016929221.1|DSUZ	LOC117138347|XP_033156279.1|DMAU
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC117144830|XP_033166106.1|DMAU
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC117142909|XP_033163083.1|DMAU
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC117148150|XP_033171272.1|DMAU
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC117146362|XP_033168404.1|DMAU
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC117143605|XP_033164247.1|DMAU
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC117147034|XP_033169618.1|DMAU
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC117137989|XP_033155664.1|DMAU
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC117142713|XP_033162763.1|DMAU
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC117139720|XP_033158181.1|DMAU
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC117142579|XP_033162539.1|DMAU
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC117143432|XP_033164029.1|DMAU
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC117146806|XP_033169241.1|DMAU
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC117148575|XP_033171931.1|DMAU
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC117150471|XP_033173258.1|DMAU
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC117142292|XP_033162069.1|DMAU
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC117145257|XP_033166731.1|DMAU
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC117142599|XP_033162569.1|DMAU
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC117142264|XP_033162017.1|DMAU
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC117144578|XP_033165728.1|DMAU
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC117143152|XP_033163542.1|DMAU
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC117137234|XP_033154484.1|DMAU
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC117137220|XP_033154504.1|DMAU
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC117137378|XP_033154681.1|DMAU
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC117136147|XP_033152754.1|DMAU
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC117140609|XP_033159511.1|DMAU
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC117143413|XP_033163999.1|DMAU
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC117138998|XP_033156965.1|DMAU
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC117137785|XP_033155330.1|DMAU
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC117135759|XP_033152108.1|DMAU
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC117136426|XP_033153227.1|DMAU
OG0001459	LOC108012504|XP_036671988.1|DSUZ	LOC117140456|XP_033159278.1|DMAU
OG0001460	LOC108017918|XP_016940577.1|DSUZ	LOC117136647|XP_033153533.1|DMAU
OG0001461	LOC108015345|XP_016937242.1|DSUZ	LOC117148120|XP_033171233.1|DMAU
OG0001462	LOC108007143|XP_016926235.1|DSUZ	LOC117139476|XP_033157687.1|DMAU
OG0001463	LOC108012130|XP_036674286.1|DSUZ	LOC117143116|XP_033163493.1|DMAU
OG0001464	LOC108016783|XP_016939040.2|DSUZ	LOC117146624|XP_033168847.1|DMAU
OG0001465	LOC108008445|XP_016927785.1|DSUZ	LOC117137624|XP_033155046.1|DMAU
OG0001466	LOC108014293|XP_016935848.1|DSUZ	LOC117135138|XP_033151089.1|DMAU
OG0001467	LOC108013349|XP_016934654.1|DSUZ	LOC117141750|XP_033161266.1|DMAU
OG0001468	LOC108012424|XP_016933275.1|DSUZ	LOC117139887|XP_033158454.1|DMAU
OG0001469	LOC108009341|XP_016929116.1|DSUZ	LOC117138320|XP_033156242.1|DMAU, LOC117144179|XP_033165115.1|DMAU
OG0001470	LOC108018336|XP_036671749.1|DSUZ	LOC117139416|XP_033157584.1|DMAU
OG0001471	LOC108012893|XP_036670305.1|DSUZ	LOC117141247|XP_033160504.1|DMAU
OG0001472	LOC108005629|XP_016924428.1|DSUZ	LOC117141346|XP_033160641.1|DMAU
OG0001473	LOC108011617|XP_036673670.1|DSUZ	LOC117145356|XP_033166866.1|DMAU
OG0001474	LOC108004756|XP_016923282.1|DSUZ	LOC117147064|XP_033169714.1|DMAU
OG0001475	LOC108009554|XP_016929500.1|DSUZ	LOC117135827|XP_033152228.1|DMAU
OG0001476	LOC108010464|XP_016930822.1|DSUZ	LOC117148448|XP_033171713.1|DMAU
OG0001477	LOC118878112|XP_036675425.1|DSUZ	LOC117142305|XP_033162084.1|DMAU
OG0001478	LOC108020920|XP_016944834.1|DSUZ	LOC117150656|XP_033173534.1|DMAU
OG0001480	LOC108020889|XP_016944790.1|DSUZ	LOC117145932|XP_033167700.1|DMAU
OG0001481	LOC118879765|XP_036678618.1|DSUZ	LOC117150569|XP_033173411.1|DMAU
OG0001482	LOC108008991|XP_016928423.1|DSUZ	LOC117136671|XP_033153564.1|DMAU
OG0001483	LOC108010874|XP_016931345.1|DSUZ	LOC117135189|XP_033151147.1|DMAU
OG0001484	LOC108009156|XP_016928755.1|DSUZ	LOC117136792|XP_033153742.1|DMAU
OG0001485	LOC108020703|XP_016944560.2|DSUZ	LOC117139075|XP_033157077.1|DMAU
OG0001486	LOC108019208|XP_016942491.1|DSUZ	LOC117150206|XP_033172891.1|DMAU
OG0001487	LOC108013786|XP_036677298.1|DSUZ	LOC117135602|XP_033151842.1|DMAU
OG0001488	LOC108019645|XP_016943018.1|DSUZ	LOC117136831|XP_033153801.1|DMAU
OG0001489	LOC108016094|XP_016938184.1|DSUZ	LOC117147746|XP_033170645.1|DMAU
OG0001490	LOC108008423|XP_016927763.1|DSUZ	LOC117144902|XP_033166229.1|DMAU
OG0001491	LOC108015141|XP_016936904.1|DSUZ	LOC117151049|XP_033174155.1|DMAU
OG0001492	LOC108012831|XP_016933784.1|DSUZ	LOC117136191|XP_033152828.1|DMAU
OG0001493	LOC108015149|XP_016936911.1|DSUZ	LOC117148041|XP_033171110.1|DMAU
OG0001494	LOC108004627|XP_016923055.1|DSUZ	LOC117146976|XP_033169536.1|DMAU
OG0001495	LOC108019715|XP_016943103.1|DSUZ	LOC117137994|XP_033155672.1|DMAU
OG0001496	LOC108004706|XP_016923208.1|DSUZ	LOC117147816|XP_033170761.1|DMAU
OG0001497	LOC108008322|XP_016927630.1|DSUZ	LOC117137298|XP_033154566.1|DMAU
OG0001498	LOC108017094|XP_036675083.1|DSUZ	LOC117143311|XP_033163837.1|DMAU
OG0001500	LOC108018223|XP_016941231.1|DSUZ	LOC117138547|XP_033156594.1|DMAU
OG0001501	LOC108007333|XP_016926471.2|DSUZ	LOC117143328|XP_033163875.1|DMAU
OG0001502	LOC108009719|XP_016929771.1|DSUZ	LOC117135887|XP_033152325.1|DMAU
OG0001503	LOC108018189|XP_016941186.1|DSUZ	LOC117138384|XP_033156344.1|DMAU
OG0001504	LOC108016545|XP_036676686.1|DSUZ	LOC117148877|XP_033172440.1|DMAU
OG0001505	LOC108009037|XP_016928500.2|DSUZ	LOC117138355|XP_033156312.1|DMAU
OG0001506	LOC108019888|XP_016943455.1|DSUZ	LOC117136155|XP_033152766.1|DMAU
OG0001507	LOC108009587|XP_016929546.1|DSUZ	LOC117136144|XP_033152740.1|DMAU
OG0001508	LOC108018167|XP_016941148.1|DSUZ	LOC117138395|XP_033156359.1|DMAU
OG0001509	LOC108010331|XP_036669432.1|DSUZ	LOC117137599|XP_033155001.1|DMAU
OG0001510	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU
OG0001511	LOC108010164|XP_016930494.1|DSUZ	LOC117138689|XP_033156837.1|DMAU
OG0001512	LOC108005763|XP_016924580.2|DSUZ	LOC117139046|XP_033157040.1|DMAU
OG0001513	LOC118879038|XP_036677926.1|DSUZ, LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ	LOC117139000|XP_033156969.1|DMAU
OG0001515	LOC108015028|XP_016936747.1|DSUZ	LOC117146458|XP_033168578.1|DMAU
OG0001516	LOC108017233|XP_016939718.2|DSUZ	LOC117144995|XP_033166362.1|DMAU
OG0001516	LOC108017258|XP_016939756.2|DSUZ	LOC117144996|XP_033166366.1|DMAU
OG0001517	LOC108017101|XP_016939549.1|DSUZ	LOC117144862|XP_033166157.1|DMAU
OG0001517	LOC108013871|XP_016935366.2|DSUZ	LOC117143439|XP_033164037.1|DMAU
OG0001518	LOC108015402|XP_016937311.1|DSUZ	LOC117147886|XP_033170861.1|DMAU
OG0001519	LOC108007941|XP_036674904.1|DSUZ	LOC117144771|XP_033166026.1|DMAU
OG0001520	LOC108014368|XP_016935948.1|DSUZ	LOC117144042|XP_033164902.1|DMAU
OG0001520	LOC108014350|XP_016935923.2|DSUZ	LOC117142903|XP_033163076.1|DMAU
OG0001521	LOC108020376|XP_036668628.1|DSUZ	LOC117151033|XP_033174138.1|DMAU
OG0001522	LOC108010425|XP_016930773.1|DSUZ	LOC117140949|XP_033160062.1|DMAU
OG0001523	LOC108008797|XP_016928183.2|DSUZ	LOC117136971|XP_033154031.1|DMAU
OG0001523	LOC108008469|XP_016927813.1|DSUZ	LOC117138099|XP_033155847.1|DMAU
OG0001524	LOC108008978|XP_016928410.1|DSUZ	LOC117138599|XP_033156672.1|DMAU
OG0001525	LOC108011107|XP_016931668.1|DSUZ	LOC117146920|XP_033169439.1|DMAU
OG0001526	LOC108006296|XP_016925245.1|DSUZ	LOC117146665|XP_033168903.1|DMAU
OG0001526	LOC108006292|XP_016925241.1|DSUZ	LOC117146666|XP_033168904.1|DMAU
OG0001527	LOC108015082|XP_016936811.1|DSUZ	LOC117147319|XP_033170061.1|DMAU
OG0001528	LOC108020570|XP_016944422.2|DSUZ	LOC117144026|XP_033164875.1|DMAU
OG0001529	LOC108016719|XP_016938935.1|DSUZ	LOC117147946|XP_033170981.1|DMAU, LOC117148282|XP_033171487.1|DMAU, LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU
OG0001530	LOC108012692|XP_016933612.1|DSUZ	LOC117147370|XP_033170130.1|DMAU
OG0001531	LOC108017858|XP_016940501.1|DSUZ	LOC117138155|XP_033155923.1|DMAU
OG0001534	LOC108014978|XP_036676878.1|DSUZ	LOC117147129|XP_033169786.1|DMAU
OG0001535	LOC108015333|XP_016937224.2|DSUZ	LOC117146600|XP_033168815.1|DMAU
OG0001536	LOC108016802|XP_016939067.1|DSUZ	LOC117148108|XP_033171217.1|DMAU
OG0001537	LOC108005851|XP_016924712.1|DSUZ	LOC117150461|XP_033173246.1|DMAU
OG0001538	LOC108005350|XP_016924078.1|DSUZ	LOC117148951|XP_033172583.1|DMAU
OG0001539	LOC108009678|XP_016929703.1|DSUZ	LOC117135750|XP_033152096.1|DMAU
OG0001540	LOC108021496|XP_016945728.1|DSUZ	LOC117150337|XP_033173076.1|DMAU
OG0001541	LOC108007684|XP_016926896.1|DSUZ	LOC117140752|XP_033159725.1|DMAU
OG0001542	LOC108018279|XP_036674293.1|DSUZ	LOC117142454|XP_033162320.1|DMAU
OG0001543	LOC108005238|XP_016923920.2|DSUZ	LOC117147990|XP_033171032.1|DMAU
OG0001544	LOC108019196|XP_016942465.1|DSUZ	LOC117147793|XP_033170732.1|DMAU
