Orthogroup	DSUZ.longest_only	DMEL.longest_only
OG0000474	LOC108005377|XP_016924125.1|DSUZ	CG4880|NP_573177.1|DMEL
OG0000474	LOC108015900|XP_036671476.1|DSUZ	CG7557|NP_648464.1|DMEL
OG0000475	LOC108020525|XP_036672950.1|DSUZ	PyK|NP_524448.3|DMEL
OG0000475	LOC108020495|XP_016944315.2|DSUZ	CG7069|NP_651030.1|DMEL
OG0000476	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ	GstZ1|NP_649894.1|DMEL
OG0000476	LOC108016111|XP_016938201.1|DSUZ	GstZ2|NP_649895.1|DMEL
OG0000477	LOC108014382|XP_016935973.2|DSUZ	CG7910|NP_649765.1|DMEL
OG0000477	LOC108006246|XP_036673189.1|DSUZ	CG7900|NP_001097707.1|DMEL
OG0000478	LOC108004597|XP_016923025.2|DSUZ	CG32633|NP_572898.1|DMEL
OG0000478	LOC108014075|XP_016935585.1|DSUZ	CG31086|NP_733139.1|DMEL
OG0000479	LOC108006976|XP_016926072.2|DSUZ	CG16749|NP_649881.1|DMEL
OG0000479	LOC118877645|XP_036673110.1|DSUZ	CG12951|NP_649880.1|DMEL
OG0000480	LOC108016562|XP_016938727.1|DSUZ	Pgk|NP_476676.1|DMEL
OG0000480	LOC108016583|XP_016938760.1|DSUZ	CG9961|NP_608704.2|DMEL
OG0000482	LOC108017408|XP_016939923.2|DSUZ	CG4860|NP_650163.2|DMEL
OG0000482	LOC108015957|XP_016938028.2|DSUZ	Arc42|NP_650840.1|DMEL
OG0000483	LOC108005709|XP_016924526.2|DSUZ	CG33341|NP_996282.1|DMEL
OG0000483	LOC108005710|XP_016924527.2|DSUZ	CG13614|NP_651256.2|DMEL
OG0000484	LOC108017569|XP_016940145.2|DSUZ	CG18493|NP_650803.1|DMEL
OG0000484	LOC108017567|XP_016940142.1|DSUZ	CG3734|NP_650802.1|DMEL
OG0000485	LOC118877427|XP_036672099.1|DSUZ	CG32196|NP_730334.2|DMEL
OG0000485	LOC108012216|XP_036672092.1|DSUZ	CG4306|NP_649038.1|DMEL
OG0000486	LOC108009654|XP_016929661.1|DSUZ	Eglp4|NP_001261154.1|DMEL
OG0000486	LOC108009652|XP_016929658.1|DSUZ	Eglp2|NP_788433.2|DMEL
OG0000487	LOC108008683|XP_016928066.1|DSUZ	Arc2|NP_610956.1|DMEL
OG0000487	LOC108010089|XP_016930397.1|DSUZ	Arc1|NP_610955.1|DMEL
OG0000488	LOC108020884|XP_016944776.1|DSUZ	CG31921|NP_722627.1|DMEL
OG0000488	LOC108020896|XP_016944803.2|DSUZ	CG43755|NP_001259819.1|DMEL
OG0000488	LOC108009623|XP_016929603.1|DSUZ	CG31797|NP_724173.1|DMEL
OG0000489	LOC108010818|XP_016931254.2|DSUZ	Ir100a|NP_651898.2|DMEL
OG0000489	LOC108021797|XP_016946089.1|DSUZ	Ir10a|NP_001096949.1|DMEL
OG0000490	LOC108018890|XP_036675837.1|DSUZ	DIP-alpha|NP_726871.1|DMEL
OG0000490	LOC108011228|XP_016931816.1|DSUZ	DIP-beta|NP_001138225.1|DMEL
OG0000491	LOC108009360|XP_016929150.1|DSUZ	CG30037|NP_725097.2|DMEL
OG0000491	LOC108009361|XP_016929151.1|DSUZ	CG30036|NP_725096.2|DMEL
OG0000491	LOC108009359|XP_016929149.1|DSUZ	GalT1|NP_788328.1|DMEL
OG0000492	LOC108010329|XP_016930746.1|DSUZ	CG8800|NP_610483.1|DMEL
OG0000492	LOC108011906|XP_016932648.1|DSUZ	CG10839|NP_609776.1|DMEL
OG0000493	LOC108014842|XP_036673575.1|DSUZ	Mst98Cb|NP_524539.1|DMEL, Mst98Ca|NP_524899.1|DMEL
OG0000494	LOC108017664|XP_016940261.2|DSUZ	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL
OG0000494	LOC108018440|XP_016941491.1|DSUZ	vig|NP_523572.1|DMEL
OG0000495	LOC108016998|XP_016939433.1|DSUZ	CG4607|NP_572380.1|DMEL
OG0000495	LOC108017823|XP_016940462.1|DSUZ	CG8249|NP_611060.2|DMEL
OG0000496	LOC108021138|XP_016945185.1|DSUZ	CG9171|NP_723117.1|DMEL
OG0000496	LOC108011947|XP_016932688.1|DSUZ	CG15483|NP_609592.1|DMEL
OG0000497	LOC108007523|XP_016926701.1|DSUZ	Pvf2|NP_523499.2|DMEL
OG0000497	LOC108021185|XP_016945258.1|DSUZ	Pvf3|NP_001097107.1|DMEL
OG0000498	LOC108005704|XP_036673202.1|DSUZ	CG5768|NP_001369031.1|DMEL
OG0000498	LOC108020620|XP_036673411.1|DSUZ	CG13616|NP_651262.1|DMEL
OG0000499	LOC108017809|XP_016940446.1|DSUZ	Vha36-1|NP_651987.1|DMEL
OG0000499	LOC108016836|XP_016939147.1|DSUZ	Vha36-3|NP_570008.1|DMEL
OG0000500	LOC108007747|XP_036672076.1|DSUZ	AstC-R1|NP_649040.2|DMEL
OG0000500	LOC108007757|XP_016927000.2|DSUZ	AstC-R2|NP_001303398.1|DMEL
OG0000501	LOC108019588|XP_016942918.1|DSUZ	Cyp4e2|NP_477117.2|DMEL
OG0000501	LOC108019591|XP_016942919.1|DSUZ	Cyp4e1|NP_524771.1|DMEL
OG0000501	LOC108005397|XP_016924152.1|DSUZ	Cyp4e3|NP_523527.1|DMEL
OG0000502	LOC108009465|XP_016929333.1|DSUZ	CG15657|NP_611554.1|DMEL
OG0000503	LOC108008258|XP_016927536.1|DSUZ	Gr59b|NP_523818.2|DMEL
OG0000503	LOC108008257|XP_016927535.2|DSUZ	Gr59a|NP_726287.2|DMEL
OG0000504	LOC108006687|XP_016925714.2|DSUZ	CG9701|NP_648918.1|DMEL
OG0000505	LOC108018884|XP_036675752.1|DSUZ	kirre|NP_726844.1|DMEL
OG0000505	LOC108019217|XP_016942501.1|DSUZ	rst|NP_525058.2|DMEL
OG0000506	LOC108005036|XP_036673419.1|DSUZ	CG31106|NP_733086.2|DMEL
OG0000506	LOC108005035|XP_016923661.2|DSUZ	CG31103|NP_001097914.1|DMEL
OG0000507	LOC108004663|XP_016923128.1|DSUZ	Ant2|NP_511110.1|DMEL
OG0000507	LOC108004664|XP_016923129.1|DSUZ	sesB|NP_727448.1|DMEL
OG0000508	LOC108012744|XP_016933667.2|DSUZ	CG32320|NP_001097472.3|DMEL
OG0000508	LOC108013204|XP_016934403.1|DSUZ	CG6845|NP_612000.3|DMEL
OG0000509	LOC108009916|XP_016930130.1|DSUZ	Sema2a|NP_477507.1|DMEL
OG0000509	LOC108009621|XP_016929598.1|DSUZ	Sema2b|NP_001261024.1|DMEL
OG0000510	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ	CG8323|NP_610933.1|DMEL
OG0000510	LOC108010011|XP_016930292.1|DSUZ	CG18327|NP_610934.1|DMEL
OG0000511	LOC108004657|XP_016923106.1|DSUZ	Cyt-b5-r|NP_477154.1|DMEL
OG0000511	LOC108021478|XP_016945709.1|DSUZ	CG17928|NP_609810.1|DMEL
OG0000512	LOC108016168|XP_016938282.1|DSUZ	Gr32a|NP_523543.3|DMEL
OG0000512	LOC108010686|XP_016931084.2|DSUZ	Gr68a|NP_524027.2|DMEL
OG0000513	LOC108018186|XP_016941179.1|DSUZ	CG3270|NP_610228.1|DMEL
OG0000513	LOC108021195|XP_016945274.1|DSUZ	l_2_37Bb|NP_536791.1|DMEL
OG0000514	LOC108014280|XP_016935813.1|DSUZ	pdm2|NP_723763.1|DMEL
OG0000514	LOC108014302|XP_016935858.1|DSUZ	nub|NP_001097153.1|DMEL
OG0000515	LOC108020422|XP_016944219.1|DSUZ	ATPsynbeta|NP_001259081.1|DMEL
OG0000515	LOC108014633|XP_036672114.1|DSUZ	ATPsynbetaL|NP_648836.2|DMEL
OG0000516	LOC108005280|XP_016923959.1|DSUZ	CG9522|NP_644677.1|DMEL
OG0000516	LOC108005288|XP_016923973.1|DSUZ	CG12539|NP_572976.1|DMEL
OG0000517	LOC118877282|XP_036671111.1|DSUZ	CG17029|NP_648821.1|DMEL
OG0000517	LOC108013769|XP_036671112.1|DSUZ	CG17028|NP_648822.1|DMEL
OG0000518	LOC108013198|XP_016934396.1|DSUZ	CG7194|NP_648203.1|DMEL
OG0000519	LOC108006355|XP_016925365.1|DSUZ	Sgs7|NP_476718.1|DMEL, Sgs8|NP_476719.2|DMEL
OG0000521	LOC108004832|XP_016923397.2|DSUZ	CCKLR-17D3|NP_001097023.1|DMEL
OG0000521	LOC108004831|XP_036676028.1|DSUZ	CCKLR-17D1|NP_001097021.1|DMEL
OG0000522	LOC108011282|XP_016931877.2|DSUZ	CG10029|NP_649716.1|DMEL
OG0000522	LOC108006311|XP_036676167.1|DSUZ	CG9911|NP_573111.1|DMEL
OG0000523	LOC108005046|XP_016923673.2|DSUZ	Stt3B|NP_524494.1|DMEL
OG0000523	LOC108015167|XP_016936933.1|DSUZ	Stt3A|NP_608425.1|DMEL
OG0000524	LOC108005987|XP_016924916.2|DSUZ	Irp-1A|NP_477371.1|DMEL
OG0000524	LOC108020562|XP_036673033.1|DSUZ	Irp-1B|NP_524303.2|DMEL
OG0000525	LOC108009363|XP_016929153.1|DSUZ	CG30345|NP_724760.2|DMEL
OG0000525	LOC108009362|XP_016929152.1|DSUZ	CG30344|NP_724759.1|DMEL
OG0000526	LOC108009284|XP_016929006.1|DSUZ	PCNA2|NP_609994.1|DMEL
OG0000526	LOC108018138|XP_016941084.1|DSUZ	PCNA|NP_476905.1|DMEL
OG0000527	LOC108021217|XP_036668816.1|DSUZ	ed|NP_523469.2|DMEL
OG0000527	LOC108021083|XP_016945090.1|DSUZ	fred|NP_608812.3|DMEL
OG0000528	LOC108019656|XP_016943037.1|DSUZ	CG33281|NP_995620.1|DMEL
OG0000529	LOC108009810|XP_016929980.1|DSUZ	CG34447|NP_001097060.1|DMEL
OG0000529	LOC108014970|XP_016936683.1|DSUZ	CG14034|NP_001036339.1|DMEL
OG0000530	LOC108018736|XP_016941799.2|DSUZ	CG32079|NP_729645.3|DMEL
OG0000530	LOC108012589|XP_016933496.1|DSUZ	CG1139|NP_647686.1|DMEL
OG0000531	LOC118878486|XP_036677385.1|DSUZ, LOC108005650|XP_036677398.1|DSUZ	CG17493|NP_001260692.1|DMEL
OG0000531	LOC108019142|XP_016942383.1|DSUZ	CG31802|NP_724103.1|DMEL
OG0000532	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ	CG4367|NP_001287421.2|DMEL
OG0000532	LOC108018295|XP_016941310.2|DSUZ	CG4362|NP_650876.1|DMEL
OG0000533	LOC108015350|XP_016937250.1|DSUZ	SLIRP1|NP_001027083.1|DMEL
OG0000533	LOC108007957|XP_016927216.1|DSUZ	SLIRP2|NP_649808.1|DMEL
OG0000534	LOC108005347|XP_016924075.1|DSUZ	sno|NP_001096967.1|DMEL
OG0000534	LOC108020770|XP_016944641.1|DSUZ	CG3491|NP_609731.1|DMEL
OG0000535	LOC108009646|XP_016929639.1|DSUZ	CG12895|NP_001260868.1|DMEL
OG0000535	LOC108019892|XP_016943460.1|DSUZ	CG14757|NP_610363.1|DMEL
OG0000536	LOC108013610|XP_036671670.1|DSUZ	frm|NP_001137887.1|DMEL
OG0000537	LOC108017788|XP_016940419.1|DSUZ	Incenp|NP_523648.3|DMEL
OG0000538	LOC108009193|XP_016928834.1|DSUZ	CG43324|NP_001246399.1|DMEL
OG0000538	LOC108018106|XP_016941009.1|DSUZ	Ggamma1|NP_523662.1|DMEL
OG0000539	LOC108016309|XP_016938432.1|DSUZ	E_spl_mgamma-HLH|NP_524504.2|DMEL
OG0000539	LOC108014057|XP_016935564.1|DSUZ	E_spl_mbeta-HLH|NP_524505.2|DMEL
OG0000540	LOC108008250|XP_016927533.1|DSUZ	CG9338|NP_610071.1|DMEL
OG0000540	LOC108008299|XP_016927605.1|DSUZ	CG9336|NP_610069.2|DMEL
OG0000541	LOC108018163|XP_016941143.1|DSUZ	BomS4|NP_663309.1|DMEL
OG0000541	LOC108017718|XP_016940317.1|DSUZ, LOC108018164|XP_016941144.2|DSUZ	BomS1|NP_611319.1|DMEL
OG0000542	LOC108015729|XP_036674607.1|DSUZ	ND-49L|NP_651392.2|DMEL
OG0000542	LOC108020426|XP_016944227.1|DSUZ	ND-49|NP_651926.1|DMEL
OG0000543	LOC108007777|XP_016927022.2|DSUZ	CG4408|NP_651141.2|DMEL
OG0000543	LOC108019564|XP_016942891.1|DSUZ	CG2915|NP_610338.1|DMEL
OG0000544	LOC108013470|XP_016934841.1|DSUZ	Prat2|NP_523949.2|DMEL
OG0000544	LOC108011785|XP_016932511.1|DSUZ	Prat|NP_524271.2|DMEL
OG0000545	LOC108020783|XP_016944650.2|DSUZ	beat-IIb|NP_650613.2|DMEL
OG0000545	LOC108020785|XP_036674579.1|DSUZ	beat-IIa|NP_524384.3|DMEL
OG0000546	LOC108007653|XP_016926865.2|DSUZ	Nup93-2|NP_650404.1|DMEL
OG0000546	LOC108006568|XP_016925592.1|DSUZ	Nup93-1|NP_572929.1|DMEL
OG0000547	LOC108004754|XP_016923280.1|DSUZ	Ran|NP_651969.1|DMEL
OG0000547	LOC108019357|XP_016942667.1|DSUZ	Ran-like|NP_524082.1|DMEL
OG0000548	LOC108013099|XP_016934234.1|DSUZ	CG9389|NP_649295.1|DMEL
OG0000548	LOC108013301|XP_016934581.1|DSUZ	CG9391|NP_649294.1|DMEL
OG0000549	LOC108010152|XP_016930476.1|DSUZ	l_2_efl|NP_523827.1|DMEL
OG0000550	LOC108013050|XP_016934149.1|DSUZ	Kaz1-ORFB|NP_001027091.1|DMEL
OG0000550	LOC108012932|XP_016933956.1|DSUZ	CG34454|NP_001097457.1|DMEL
OG0000551	LOC108017782|XP_036669873.1|DSUZ	Strn-Mlck|NP_001261019.1|DMEL
OG0000552	LOC108016487|XP_016938643.2|DSUZ	CG31029|NP_733347.1|DMEL
OG0000552	LOC108016486|XP_036675629.1|DSUZ	Ppi1|NP_733345.2|DMEL
OG0000553	LOC108021070|XP_016945071.1|DSUZ	CG17633|NP_609310.2|DMEL
OG0000554	LOC118877964|XP_036674650.1|DSUZ	GILT3|NP_651165.1|DMEL
OG0000554	LOC108007839|XP_036674679.1|DSUZ	GILT2|NP_651166.1|DMEL
OG0000555	LOC108012627|XP_016933538.1|DSUZ	Ppm1|NP_612039.1|DMEL
OG0000555	LOC108007179|XP_016926300.1|DSUZ	CG17746|NP_647794.1|DMEL
OG0000556	LOC108005241|XP_016923923.1|DSUZ	Arpc3B|NP_573193.1|DMEL
OG0000556	LOC108014553|XP_016936186.1|DSUZ	Arpc3A|NP_650498.3|DMEL
OG0000557	LOC108019244|XP_016942529.2|DSUZ	CG12256|NP_650166.2|DMEL
OG0000557	LOC108019281|XP_016942584.2|DSUZ	CG17404|NP_650165.2|DMEL
OG0000558	LOC108014558|XP_016936194.1|DSUZ	blp|NP_524370.2|DMEL
OG0000558	LOC108004619|XP_016923048.1|DSUZ	CG1409|NP_572409.2|DMEL
OG0000559	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ	Best1|NP_001247018.1|DMEL
OG0000559	LOC108008001|XP_016927270.2|DSUZ	Best3|NP_730039.1|DMEL
OG0000560	LOC108018218|XP_016941226.1|DSUZ	CG30503|NP_001137612.1|DMEL
OG0000560	LOC108018217|XP_016941225.1|DSUZ	sPLA2|NP_724556.1|DMEL
OG0000561	LOC108013627|XP_016935060.1|DSUZ	eyg|NP_524042.2|DMEL
OG0000561	LOC108012283|XP_036671710.1|DSUZ	toe|NP_524041.2|DMEL
OG0000562	LOC108017382|XP_036670681.1|DSUZ	chrb|NP_648470.2|DMEL
OG0000562	LOC108015911|XP_016937972.1|DSUZ	scyl|NP_648456.2|DMEL
OG0000563	LOC108006384|XP_016925394.2|DSUZ	CG12520|NP_001097596.1|DMEL
OG0000564	LOC108012742|XP_016933665.1|DSUZ	Edg78E|NP_524198.1|DMEL
OG0000564	LOC108012709|XP_016933627.1|DSUZ	Cpr78Cc|NP_649300.1|DMEL
OG0000565	LOC108016055|XP_016938138.2|DSUZ, LOC108015060|XP_016936789.1|DSUZ	CG12112|NP_572489.2|DMEL
OG0000566	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ	AhcyL2|NP_996221.1|DMEL
OG0000566	LOC108013263|XP_016934511.1|DSUZ	AhcyL1|NP_647746.1|DMEL
OG0000567	LOC108011118|XP_016931679.1|DSUZ	CG4766|NP_572287.1|DMEL
OG0000567	LOC108011116|XP_016931676.1|DSUZ	mab-21|NP_651971.2|DMEL
OG0000568	LOC108019001|XP_016942104.1|DSUZ	CG16781|NP_001259211.1|DMEL
OG0000568	LOC108011600|XP_016932258.2|DSUZ	CG9855|NP_649463.2|DMEL
OG0000569	LOC118877958|XP_036674628.1|DSUZ	Snap24|NP_524298.1|DMEL
OG0000569	LOC108017047|XP_016939493.2|DSUZ	Snap25|NP_001036641.1|DMEL
OG0000570	LOC108020633|XP_016944474.1|DSUZ	Orct2|NP_651238.2|DMEL
OG0000570	LOC108020629|XP_016944470.2|DSUZ	Orct|NP_524479.1|DMEL
OG0000571	LOC108014798|XP_036673543.1|DSUZ	CG34354|NP_001097953.2|DMEL
OG0000571	LOC108014799|XP_036673519.1|DSUZ	trv|NP_001163754.3|DMEL
OG0000572	LOC108005692|XP_036673926.1|DSUZ	CG10126|NP_788664.2|DMEL
OG0000572	LOC108005702|XP_016924518.1|DSUZ	CG31345|NP_731744.1|DMEL
OG0000573	LOC108013380|XP_016934693.1|DSUZ	CG16758|NP_001261330.1|DMEL
OG0000573	LOC108009661|XP_016929672.1|DSUZ	CG18128|NP_611822.1|DMEL
OG0000574	LOC108006668|XP_036671918.1|DSUZ	Rh4|NP_476701.1|DMEL
OG0000574	LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ	Rh3|NP_524411.1|DMEL
OG0000575	LOC108007272|XP_036671843.1|DSUZ	caup|NP_524046.2|DMEL
OG0000575	LOC108007279|XP_036671959.1|DSUZ	ara|NP_524045.2|DMEL
OG0000576	LOC108017112|XP_016939561.2|DSUZ	CG14605|NP_731145.1|DMEL
OG0000576	LOC108017098|XP_036675117.1|DSUZ	CG14606|NP_001334690.1|DMEL
OG0000577	LOC108016329|XP_016938458.1|DSUZ	CG17597|NP_609912.1|DMEL
OG0000577	LOC108016302|XP_016938428.1|DSUZ	ScpX|NP_524715.2|DMEL
OG0000578	LOC108020947|XP_016944875.1|DSUZ	Fatp1|NP_001162940.3|DMEL
OG0000578	LOC108008448|XP_016927789.1|DSUZ	Fatp2|NP_995925.2|DMEL
OG0000579	LOC108017214|XP_016938011.2|DSUZ	CG9920|NP_650333.1|DMEL
OG0000579	LOC108006714|XP_016925745.1|DSUZ	CG11267|NP_648622.1|DMEL
OG0000580	LOC108012120|XP_036674774.1|DSUZ	CG14694|NP_650028.1|DMEL
OG0000580	LOC108012121|XP_016932896.2|DSUZ	CG6574|NP_650029.1|DMEL
OG0000581	LOC108018390|XP_036672534.1|DSUZ	AnxB9|NP_476603.1|DMEL
OG0000581	LOC108006332|XP_016925323.1|DSUZ	AnxB11|NP_727978.1|DMEL
OG0000582	LOC108014224|XP_016935746.2|DSUZ	SdhAL|NP_648523.1|DMEL
OG0000582	LOC108009763|XP_016929875.1|DSUZ	SdhA|NP_477210.1|DMEL
OG0000583	LOC108008792|XP_016928178.1|DSUZ	CG34423|NP_001163263.1|DMEL
OG0000583	LOC108009036|XP_016928499.1|DSUZ	CG13551|NP_652302.1|DMEL
OG0000584	LOC108011976|XP_016932730.1|DSUZ	CG13102|NP_609268.2|DMEL
OG0000584	LOC108011270|XP_016931870.1|DSUZ	CG9568|NP_609267.1|DMEL
OG0000585	LOC108018323|XP_016941352.1|DSUZ	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL
OG0000585	LOC118877359|XP_036671736.1|DSUZ	CG13678|NP_648193.1|DMEL
OG0000586	LOC108010239|XP_016930581.1|DSUZ	CG30285|NP_726103.1|DMEL
OG0000586	LOC108017815|XP_016940453.1|DSUZ	CG13749|NP_610428.2|DMEL
OG0000586	LOC108019921|XP_016943516.1|DSUZ	CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL
OG0000587	LOC108008749|XP_016928136.1|DSUZ	CG42694|NP_001188994.1|DMEL
OG0000587	LOC108008283|XP_016927560.2|DSUZ	CG43110|NP_001246396.1|DMEL
OG0000587	LOC108017921|XP_016940584.1|DSUZ	CG10764|NP_611213.2|DMEL
OG0000587	LOC108009666|XP_016929685.1|DSUZ	CG30187|NP_001246475.2|DMEL
OG0000589	LOC108016912|XP_016939319.1|DSUZ	Drak|NP_001162723.1|DMEL
OG0000590	LOC108011016|XP_036673990.1|DSUZ	VhaAC39-2|NP_651128.1|DMEL
OG0000590	LOC108007736|XP_016926980.2|DSUZ	VhaAC39-1|NP_570080.1|DMEL
OG0000592	LOC108009687|XP_016929723.1|DSUZ	cathD|NP_001334713.1|DMEL
OG0000592	LOC108008840|XP_016928234.1|DSUZ	CG10104|NP_610961.1|DMEL
OG0000593	LOC108010733|XP_036674522.1|DSUZ	ND-20L|NP_651698.1|DMEL
OG0000593	LOC108019192|XP_016942454.1|DSUZ	ND-20|NP_573097.1|DMEL
OG0000594	LOC108014784|XP_016936466.1|DSUZ	Pglym78|NP_524546.2|DMEL
OG0000594	LOC108017407|XP_016939922.2|DSUZ	Pglym87|NP_652041.2|DMEL
OG0000595	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ	Hrb87F|NP_476807.1|DMEL
OG0000595	LOC108014764|XP_016936445.2|DSUZ	Hrb98DE|NP_524543.1|DMEL
OG0000596	LOC108015398|XP_016937307.1|DSUZ	CG3690|NP_569876.3|DMEL
OG0000596	LOC108010921|XP_016931410.2|DSUZ	CG31272|NP_650013.3|DMEL
OG0000597	LOC108011499|XP_016932138.2|DSUZ	ppk22|NP_733051.2|DMEL
OG0000597	LOC118878093|XP_036675289.1|DSUZ	ppk24|NP_651860.2|DMEL
OG0000598	LOC108014127|XP_036673912.1|DSUZ	Cyp304a1|NP_731751.1|DMEL
OG0000599	LOC108011847|XP_016932575.2|DSUZ	Gr64a|NP_728920.1|DMEL
OG0000599	LOC108012776|XP_016933699.1|DSUZ	Gr61a|NP_523877.1|DMEL
OG0000600	LOC108017829|XP_016940470.2|DSUZ	CG13321|NP_610831.1|DMEL
OG0000600	LOC108018240|XP_016941255.1|DSUZ	CG44250|NP_001163133.1|DMEL
OG0000601	LOC108008307|XP_016927616.1|DSUZ	MME1|NP_609093.1|DMEL
OG0000601	LOC108021515|XP_016945761.1|DSUZ	colt|NP_477221.1|DMEL
OG0000602	LOC108006804|XP_016925845.1|DSUZ	CG5867|NP_609625.2|DMEL
OG0000602	LOC108006573|XP_016925595.1|DSUZ	CG5945|NP_609626.1|DMEL
OG0000603	LOC108020794|XP_036674619.1|DSUZ	CG31262|NP_732222.2|DMEL
OG0000603	LOC108009044|XP_016928539.2|DSUZ	CG33124|NP_001097056.3|DMEL
OG0000603	LOC108009649|XP_016929655.1|DSUZ	CG31668|NP_001097055.2|DMEL
OG0000603	LOC108017952|XP_016940696.1|DSUZ	SLC5A11|NP_609192.1|DMEL
OG0000604	LOC108021516|XP_016945762.1|DSUZ	Taf10|NP_477463.1|DMEL
OG0000604	LOC108005530|XP_016924316.1|DSUZ	Taf10b|NP_477418.1|DMEL
OG0000605	LOC108008119|XP_016927401.1|DSUZ	CG9259|NP_610084.1|DMEL
OG0000606	LOC108005609|XP_016924408.2|DSUZ	CG6660|NP_651104.1|DMEL
OG0000607	LOC118877894|XP_036674225.1|DSUZ	CG5220|NP_650590.1|DMEL
OG0000607	LOC108018412|XP_016941457.2|DSUZ	CG7009|NP_650947.1|DMEL
OG0000608	LOC108018420|XP_016941466.2|DSUZ	Ald2|NP_651476.1|DMEL
OG0000608	LOC108014070|XP_036675298.1|DSUZ	Ald1|NP_733140.2|DMEL
OG0000609	LOC108016951|XP_016939373.1|DSUZ	Cdlc2|NP_477408.1|DMEL
OG0000610	LOC108020719|XP_016944577.2|DSUZ	Grx1|NP_649065.1|DMEL
OG0000610	LOC108008858|XP_016928251.1|DSUZ	Grx1t|NP_611609.1|DMEL
OG0000611	LOC108009242|XP_016928900.1|DSUZ	Treh|NP_726025.1|DMEL
OG0000611	LOC108010310|XP_016930690.1|DSUZ	CG6262|NP_611123.2|DMEL
OG0000612	LOC108015797|XP_016937845.2|DSUZ	CG32201|NP_730346.2|DMEL
OG0000612	LOC108007759|XP_016927002.2|DSUZ	CG18231|NP_649045.2|DMEL
OG0000612	LOC108007758|XP_016927001.2|DSUZ	CG18233|NP_649044.3|DMEL
OG0000614	LOC108015475|XP_016937394.2|DSUZ	alpha-Man-Ic|NP_733331.1|DMEL
OG0000615	LOC108010436|XP_016930785.1|DSUZ	CG6470|NP_573304.1|DMEL
OG0000615	LOC108010584|XP_016930957.1|DSUZ	CG8478|NP_001163576.1|DMEL
OG0000616	LOC108010470|XP_016930831.1|DSUZ	Hayan|NP_001097020.1|DMEL
OG0000616	LOC108010426|XP_016930774.1|DSUZ	psh|NP_573297.1|DMEL
OG0000617	LOC108019530|XP_016942858.2|DSUZ	CG5611|NP_651574.1|DMEL
OG0000617	LOC108018672|XP_016941731.1|DSUZ	Srlp|NP_650199.1|DMEL
OG0000618	LOC108011352|XP_016931951.2|DSUZ	P5CDh2|NP_788705.1|DMEL
OG0000618	LOC108017633|XP_016940226.2|DSUZ	P5CDh1|NP_730695.1|DMEL
OG0000619	LOC108018027|XP_016940881.1|DSUZ	CG33998|NP_001033959.1|DMEL
OG0000620	LOC108005232|XP_016923912.1|DSUZ	CG17003|NP_608365.1|DMEL
OG0000620	LOC108013064|XP_016934172.1|DSUZ	Tat|NP_648310.1|DMEL
OG0000621	LOC118877887|XP_036674180.1|DSUZ, LOC108018515|XP_036673475.1|DSUZ	eIF3g2|NP_650887.1|DMEL
OG0000621	LOC108016629|XP_016938814.1|DSUZ	eIF3g1|NP_570011.1|DMEL
OG0000622	LOC108013538|XP_016934924.1|DSUZ	GluRIA|NP_476855.1|DMEL
OG0000622	LOC108013611|XP_036671923.1|DSUZ	GluRIB|NP_001261621.2|DMEL
OG0000623	LOC108012374|XP_016933218.1|DSUZ	Rac1|NP_476950.1|DMEL
OG0000623	LOC108005837|XP_016924668.1|DSUZ	Rac2|NP_648121.1|DMEL
OG0000624	LOC108018171|XP_016941157.1|DSUZ	CG5327|NP_725807.1|DMEL
OG0000625	LOC108011446|XP_016932071.2|DSUZ	CG33523|NP_001261457.1|DMEL
OG0000625	LOC108011419|XP_036672324.1|DSUZ	CG32407|NP_729113.1|DMEL
OG0000626	LOC108008778|XP_016928164.1|DSUZ	CG10459|NP_610513.2|DMEL
OG0000626	LOC108010159|XP_016930485.1|DSUZ	wmd|NP_001097436.1|DMEL
OG0000627	LOC108004795|XP_016923336.2|DSUZ	SecCl|NP_001261986.1|DMEL
OG0000627	LOC108016639|XP_016938825.1|DSUZ	CG6927|NP_572194.1|DMEL
OG0000628	LOC108010589|XP_016930967.1|DSUZ	Prosalpha6T|NP_609623.1|DMEL
OG0000628	LOC108006874|XP_016925942.1|DSUZ	Prosalpha6|NP_523532.1|DMEL
OG0000629	LOC108006031|XP_036674700.1|DSUZ	mAcon2|NP_650042.2|DMEL
OG0000629	LOC108017106|XP_016939557.1|DSUZ	mAcon1|NP_524708.1|DMEL
OG0000630	LOC108006259|XP_016925199.1|DSUZ	dnt|NP_477341.2|DMEL
OG0000630	LOC108021631|XP_016945927.1|DSUZ	drl|NP_001260566.1|DMEL
