Orthogroup	DSUZ.longest_only	DBIA.longest_only
OG0000141	LOC108012517|XP_016933416.1|DSUZ	LOC108035148|XP_016966080.1|DBIA
OG0000142	LOC108018807|XP_036673232.1|DSUZ	LOC108026100|XP_016952288.1|DBIA
OG0000142	LOC108015869|XP_036678422.1|DSUZ	LOC108032915|XP_016962471.1|DBIA
OG0000142	LOC108014398|XP_036677665.1|DSUZ	LOC108022038|XP_016946373.1|DBIA
OG0000142	LOC108018853|XP_036676512.1|DSUZ	LOC108033124|XP_016962829.1|DBIA
OG0000143	LOC108014745|XP_016936416.2|DSUZ	LOC108028495|XP_016955860.1|DBIA
OG0000143	LOC108014744|XP_016936415.2|DSUZ	LOC108028497|XP_016955861.1|DBIA
OG0000144	LOC108014158|XP_036673976.1|DSUZ	LOC108031834|XP_016961066.1|DBIA
OG0000144	LOC108006566|XP_016925590.1|DSUZ	LOC108025875|XP_016952038.1|DBIA
OG0000145	LOC108015400|XP_016937309.1|DSUZ	LOC108027597|XP_016954605.1|DBIA
OG0000145	LOC108020907|XP_016944815.1|DSUZ	LOC108034436|XP_016964813.1|DBIA
OG0000147	LOC108014298|XP_016935854.1|DSUZ	LOC108034317|XP_016964676.1|DBIA
OG0000147	LOC108016003|XP_036674909.1|DSUZ	LOC108027404|XP_016954331.1|DBIA
OG0000147	LOC108016028|XP_016938111.2|DSUZ	LOC108027405|XP_016954333.1|DBIA
OG0000148	LOC108006771|XP_016925814.1|DSUZ	LOC108028951|XP_016956479.1|DBIA
OG0000148	LOC108015949|XP_016938058.2|DSUZ	LOC108032365|XP_016961667.1|DBIA
OG0000149	LOC108017334|XP_016939856.1|DSUZ	LOC108032390|XP_016961701.1|DBIA
OG0000149	LOC108019118|XP_016942332.1|DSUZ	LOC108025773|XP_016951860.1|DBIA
OG0000150	LOC108013436|XP_016934799.1|DSUZ	LOC108027637|XP_016954643.1|DBIA
OG0000150	LOC108010554|XP_016930959.1|DSUZ	LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA
OG0000150	LOC108013588|XP_016935009.1|DSUZ	LOC108027744|XP_016954786.1|DBIA
OG0000150	LOC108013710|XP_016935134.1|DSUZ	LOC108027745|XP_016954787.1|DBIA
OG0000151	LOC108006214|XP_016925141.1|DSUZ	LOC108028150|XP_016955296.1|DBIA
OG0000151	LOC118877319|XP_036671428.1|DSUZ	LOC108027994|XP_016955110.1|DBIA
OG0000151	LOC118877367|XP_036671787.1|DSUZ	LOC108028166|XP_016955315.1|DBIA
OG0000151	LOC118877419|XP_036672057.1|DSUZ	LOC108035515|XP_016966667.1|DBIA
OG0000152	LOC108007217|XP_016926341.2|DSUZ	LOC108026369|XP_016952778.1|DBIA
OG0000152	LOC108011900|XP_016932639.2|DSUZ	LOC108024629|XP_016950158.1|DBIA
OG0000152	LOC108011677|XP_016932367.1|DSUZ	LOC108026368|XP_016952777.1|DBIA
OG0000152	LOC108007221|XP_036674693.1|DSUZ	LOC108026064|XP_016952248.1|DBIA
OG0000153	LOC108016406|XP_016938544.2|DSUZ	LOC108031875|XP_016961128.1|DBIA
OG0000153	LOC108016404|XP_036674566.1|DSUZ	LOC108032259|XP_016961614.1|DBIA
OG0000153	LOC108016418|XP_016938556.2|DSUZ	LOC108031874|XP_016961127.1|DBIA
OG0000154	LOC108005604|XP_016924396.2|DSUZ	LOC108031961|XP_016961239.1|DBIA
OG0000154	LOC118877636|XP_036673035.1|DSUZ	LOC108031960|XP_016961238.1|DBIA
OG0000154	LOC108012958|XP_036671692.1|DSUZ	LOC108034901|XP_016965616.1|DBIA
OG0000155	LOC108005827|XP_016924653.1|DSUZ	LOC108028198|XP_016955347.1|DBIA
OG0000155	LOC108005836|XP_016924667.1|DSUZ	LOC108028194|XP_016955343.1|DBIA
OG0000155	LOC108005764|XP_016924582.2|DSUZ	LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC108019660|XP_016943040.1|DSUZ	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA
OG0000157	LOC108019667|XP_016943045.1|DSUZ	LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC108018074|XP_016940965.2|DSUZ	LOC108029726|XP_016957696.1|DBIA
OG0000158	LOC108005818|XP_016924635.1|DSUZ	LOC108028216|XP_016955369.1|DBIA
OG0000158	LOC108005816|XP_016924633.2|DSUZ	LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC108008027|XP_036670592.1|DSUZ	LOC108028558|XP_016955951.1|DBIA
OG0000159	LOC108007996|XP_036671360.1|DSUZ	LOC108030648|XP_016959149.1|DBIA
OG0000160	LOC108014395|XP_036673181.1|DSUZ	LOC108031910|XP_016961167.1|DBIA
OG0000160	LOC108014396|XP_036673188.1|DSUZ	LOC108031925|XP_016961192.1|DBIA
OG0000161	LOC108005200|XP_016923874.2|DSUZ	LOC108028392|XP_016955736.1|DBIA
OG0000162	LOC108006700|XP_036672275.1|DSUZ	LOC108028096|XP_016955229.1|DBIA
OG0000162	LOC108012730|XP_016933650.1|DSUZ	LOC108034639|XP_016965066.1|DBIA
OG0000162	LOC108008952|XP_016928355.1|DSUZ	LOC108033386|XP_016963195.1|DBIA
OG0000162	LOC108019286|XP_016942594.1|DSUZ	LOC108027861|XP_016954951.1|DBIA
OG0000163	LOC108013614|XP_016935044.1|DSUZ	LOC108027951|XP_016955070.1|DBIA
OG0000163	LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ	LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA
OG0000164	LOC108018102|XP_016941005.1|DSUZ	LOC108030208|XP_016958457.1|DBIA
OG0000165	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ	LOC108033162|XP_016962883.1|DBIA
OG0000165	LOC108012734|XP_016933655.1|DSUZ	LOC108034398|XP_016964769.1|DBIA
OG0000166	LOC108009767|XP_016929885.1|DSUZ	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC108008564|XP_016927924.1|DSUZ	LOC108022183|XP_016946523.1|DBIA
OG0000166	LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ	LOC108022182|XP_016946522.1|DBIA
OG0000167	LOC108012244|XP_016933031.1|DSUZ	LOC108027716|XP_016954760.1|DBIA
OG0000167	LOC108012603|XP_016933512.1|DSUZ	LOC108028514|XP_016955888.1|DBIA
OG0000167	LOC108012533|XP_016933435.1|DSUZ	LOC108028386|XP_016955691.1|DBIA
OG0000167	LOC108012674|XP_016933590.1|DSUZ	LOC108027871|XP_016954979.1|DBIA
OG0000168	LOC108009279|XP_016928987.1|DSUZ	LOC108022335|XP_016946687.1|DBIA
OG0000168	LOC108007612|XP_016926807.2|DSUZ	LOC108024303|XP_016949694.1|DBIA, LOC108024430|XP_016949837.1|DBIA
OG0000168	LOC108014753|XP_016936425.2|DSUZ	LOC108024484|XP_016949894.1|DBIA
OG0000168	LOC108007613|XP_036673585.1|DSUZ	LOC108024304|XP_016949695.1|DBIA
OG0000169	LOC108015763|XP_016937791.1|DSUZ	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC108012719|XP_016933637.1|DSUZ	LOC108028466|XP_016955816.1|DBIA
OG0000169	LOC108014890|XP_016936597.1|DSUZ	LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC108021529|XP_016945780.1|DSUZ	LOC108034111|XP_016964378.1|DBIA
OG0000170	LOC108021528|XP_016945779.1|DSUZ	LOC108034110|XP_016964377.1|DBIA
OG0000170	LOC108010998|XP_016931513.1|DSUZ	LOC108033485|XP_016963313.1|DBIA
OG0000171	LOC108018039|XP_036669567.1|DSUZ	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC108015077|XP_016936845.1|DSUZ	LOC108032501|XP_016961815.1|DBIA
OG0000171	LOC108015189|XP_016936992.1|DSUZ	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC108012315|XP_016933104.2|DSUZ	LOC108034553|XP_016964970.1|DBIA
OG0000172	LOC108007174|XP_036671023.1|DSUZ	LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC108008393|XP_016927726.1|DSUZ	LOC108026728|XP_016953328.1|DBIA
OG0000173	LOC108008692|XP_016928077.1|DSUZ	LOC108026725|XP_016953325.1|DBIA
OG0000174	LOC108017714|XP_016940312.1|DSUZ	LOC108029878|XP_016957858.1|DBIA
OG0000174	LOC108013104|XP_016934244.1|DSUZ	LOC108032478|XP_016961789.1|DBIA
OG0000174	LOC108019703|XP_016943087.1|DSUZ	LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA
OG0000175	LOC108010642|XP_036674300.1|DSUZ	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC108016300|XP_036675386.1|DSUZ	LOC108025020|XP_016950765.1|DBIA
OG0000176	LOC108017326|XP_016939844.2|DSUZ	LOC108035047|XP_016965910.1|DBIA
OG0000176	LOC118877224|XP_036670540.1|DSUZ	LOC108035048|XP_016965911.1|DBIA
OG0000176	LOC118877291|XP_036671244.1|DSUZ	LOC108035191|XP_016966170.1|DBIA
OG0000176	LOC108007147|XP_016926238.1|DSUZ	LOC108035193|XP_016966172.1|DBIA
OG0000177	LOC108006325|XP_016925314.1|DSUZ	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC108014832|XP_036673503.1|DSUZ	LOC108024708|XP_016950288.1|DBIA
OG0000177	LOC108013115|XP_016934260.1|DSUZ	LOC108034960|XP_016965755.1|DBIA
OG0000178	LOC108015200|XP_016937015.1|DSUZ	LOC108024177|XP_016949490.1|DBIA
OG0000179	LOC108009732|XP_016929805.1|DSUZ	LOC108036576|XP_016968317.1|DBIA
OG0000179	LOC108009802|XP_016929963.1|DSUZ	LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC108021460|XP_016945680.1|DSUZ	LOC108029190|XP_016956852.1|DBIA
OG0000180	LOC108017848|XP_016940491.1|DSUZ	LOC108029913|XP_016957895.1|DBIA
OG0000180	LOC108017850|XP_016940493.1|DSUZ	LOC108030233|XP_016958513.1|DBIA
OG0000180	LOC108017779|XP_016940393.1|DSUZ	LOC108030234|XP_016958514.1|DBIA
OG0000180	LOC108017780|XP_016940394.1|DSUZ	LOC108030232|XP_016958512.1|DBIA
OG0000181	LOC108011657|XP_016932341.1|DSUZ	LOC108024973|XP_016950705.1|DBIA
OG0000181	LOC108020161|XP_016943752.1|DSUZ	LOC108024775|XP_016950377.1|DBIA
OG0000181	LOC108006366|XP_016925376.2|DSUZ	LOC108025102|XP_016950854.1|DBIA
OG0000182	LOC108006732|XP_016925764.2|DSUZ	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC108006751|XP_016925792.1|DSUZ	LOC108027221|XP_016954038.1|DBIA
OG0000182	LOC108006750|XP_016925791.1|DSUZ	LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC108014928|XP_016936637.2|DSUZ	LOC108024098|XP_016949362.1|DBIA
OG0000183	LOC108020151|XP_016943741.1|DSUZ	LOC108024392|XP_016949792.1|DBIA
OG0000183	LOC108012673|XP_016933588.1|DSUZ	LOC108028157|XP_016955305.1|DBIA
OG0000183	LOC108012363|XP_016933204.1|DSUZ	LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC108015061|XP_016936793.1|DSUZ	LOC108033641|XP_016963563.1|DBIA
OG0000184	LOC108007776|XP_016927025.1|DSUZ	LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC108011626|XP_016932307.1|DSUZ	LOC108029021|XP_016956556.1|DBIA
OG0000185	LOC108019844|XP_016943367.1|DSUZ	LOC108029530|XP_016957321.1|DBIA
OG0000185	LOC108007566|XP_016926748.1|DSUZ	LOC108026035|XP_016952216.1|DBIA
OG0000185	LOC108019843|XP_016943365.1|DSUZ	LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC108021819|XP_016946112.1|DSUZ	LOC108025899|XP_016952070.1|DBIA
OG0000186	LOC108004679|XP_016923156.1|DSUZ	LOC108025761|XP_016951845.1|DBIA
OG0000187	LOC108021806|XP_016946098.1|DSUZ	LOC108023791|XP_016948919.1|DBIA
OG0000188	LOC108018276|XP_036674146.1|DSUZ	LOC108031864|XP_016961107.1|DBIA
OG0000188	LOC108006304|XP_016925280.1|DSUZ	LOC108025728|XP_016951795.1|DBIA
OG0000188	LOC108018996|XP_016942095.1|DSUZ	LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC108019870|XP_036669590.1|DSUZ	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC108016814|XP_036676083.1|DSUZ	LOC108023377|XP_016948269.1|DBIA
OG0000189	LOC108005468|XP_016924255.1|DSUZ	LOC108033331|XP_016963150.1|DBIA
OG0000190	LOC108009243|XP_016928903.1|DSUZ	LOC108036401|XP_016968008.1|DBIA
OG0000190	LOC108005376|XP_036677251.1|DSUZ	LOC108024635|XP_016950169.1|DBIA
OG0000190	LOC108008360|XP_016927686.1|DSUZ	LOC108036653|XP_016968422.1|DBIA
OG0000191	LOC108018031|XP_016940891.1|DSUZ	LOC108030249|XP_016958550.1|DBIA
OG0000191	LOC108018034|XP_016940900.1|DSUZ	LOC108029951|XP_016957942.1|DBIA
OG0000191	LOC108009369|XP_016929162.1|DSUZ	LOC108022619|XP_016947149.1|DBIA
OG0000192	LOC108014716|XP_016936373.2|DSUZ	LOC108025181|XP_016950979.1|DBIA
OG0000192	LOC108006707|XP_016925735.2|DSUZ	LOC108028235|XP_016955389.1|DBIA
OG0000192	LOC108011267|XP_016931864.1|DSUZ	LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC108021635|XP_016945931.2|DSUZ	LOC108029279|XP_016956966.1|DBIA
OG0000193	LOC108021636|XP_016945932.1|DSUZ	LOC108028995|XP_016956526.1|DBIA
OG0000193	LOC108012937|XP_016933961.1|DSUZ	LOC108034791|XP_016965264.1|DBIA
OG0000194	LOC108008137|XP_016927416.1|DSUZ	LOC108036185|XP_016967665.1|DBIA, LOC108026496|XP_016952931.1|DBIA
OG0000194	LOC108008136|XP_016927415.2|DSUZ	LOC108026497|XP_016952932.1|DBIA
OG0000194	LOC118876908|XP_036668972.1|DSUZ, LOC108008134|XP_036669627.1|DSUZ	LOC108036900|XP_016968769.1|DBIA
OG0000194	LOC108008209|XP_036669287.1|DSUZ	LOC108022126|XP_016946455.1|DBIA
OG0000194	LOC108009405|XP_016929214.1|DSUZ	LOC108022127|XP_016946457.1|DBIA
OG0000195	LOC108009906|XP_016930119.1|DSUZ	LOC108022956|XP_016947662.1|DBIA
OG0000195	LOC108016820|XP_016939122.1|DSUZ	LOC108023462|XP_016948466.1|DBIA
OG0000195	LOC108008618|XP_016927988.1|DSUZ	LOC108029939|XP_016957924.1|DBIA
OG0000196	LOC108021589|XP_016945867.1|DSUZ	LOC108034102|XP_016964365.1|DBIA
OG0000196	LOC108021489|XP_016945721.1|DSUZ	LOC108034093|XP_016964349.1|DBIA
OG0000196	LOC108021623|XP_016945918.1|DSUZ	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC108005276|XP_016923954.1|DSUZ	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC108005103|XP_016923767.2|DSUZ	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC108005273|XP_016923951.1|DSUZ	LOC108025814|XP_016951955.1|DBIA
OG0000198	LOC108019561|XP_016942887.1|DSUZ	LOC108029335|XP_016957016.1|DBIA
OG0000198	LOC118877076|XP_036669853.1|DSUZ	LOC108029336|XP_016957017.1|DBIA
OG0000198	LOC108017703|XP_016940301.1|DSUZ	LOC108030007|XP_016958012.1|DBIA
OG0000198	LOC108017704|XP_016940302.2|DSUZ	LOC108029885|XP_016957865.1|DBIA
OG0000199	LOC118876973|XP_036669595.1|DSUZ	LOC108022244|XP_016946592.1|DBIA
OG0000199	LOC108008278|XP_016927557.2|DSUZ	LOC108022286|XP_016946633.1|DBIA
OG0000199	LOC108008277|XP_036669064.1|DSUZ	LOC108022340|XP_016946692.1|DBIA
OG0000199	LOC118876974|XP_036669597.1|DSUZ	LOC108022245|XP_016946593.1|DBIA
OG0000200	LOC108007234|XP_016926360.2|DSUZ	LOC108026352|XP_016952748.1|DBIA
OG0000200	LOC108007195|XP_036674160.1|DSUZ	LOC108026351|XP_016952746.1|DBIA
OG0000200	LOC108007196|XP_036674166.1|DSUZ	LOC108026236|XP_016952560.1|DBIA
OG0000200	LOC108007235|XP_016926361.2|DSUZ	LOC108026440|XP_016952866.1|DBIA
OG0000200	LOC108020074|XP_036674161.1|DSUZ	LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC108011010|XP_016931525.2|DSUZ	LOC108031002|XP_016959692.1|DBIA
OG0000201	LOC108005595|XP_016924385.1|DSUZ	LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC108018603|XP_016941652.2|DSUZ	LOC108025484|XP_016951491.1|DBIA
OG0000202	LOC108006691|XP_016925719.1|DSUZ	LOC108028145|XP_016955291.1|DBIA
OG0000202	LOC108006704|XP_016925733.2|DSUZ	LOC108028170|XP_016955320.1|DBIA
OG0000203	LOC108010185|XP_016930517.1|DSUZ	LOC108022280|XP_016946628.1|DBIA
OG0000203	LOC108008429|XP_016927767.2|DSUZ	LOC108022958|XP_016947664.1|DBIA
OG0000203	LOC108010184|XP_016930516.1|DSUZ	LOC108023024|XP_016947746.1|DBIA
OG0000204	LOC108008995|XP_016928428.1|DSUZ	LOC108022421|XP_016946796.1|DBIA
OG0000204	LOC108012759|XP_016933681.1|DSUZ	LOC108028189|XP_016955339.1|DBIA
OG0000204	LOC108012753|XP_016933676.1|DSUZ	LOC108028646|XP_016956060.1|DBIA
OG0000204	LOC108012293|XP_016933084.2|DSUZ	LOC108028220|XP_016955375.1|DBIA
OG0000205	LOC108018727|XP_016941789.2|DSUZ	LOC108026184|XP_016952462.1|DBIA
OG0000205	LOC108020110|XP_036672751.1|DSUZ	LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC108008674|XP_016928057.1|DSUZ	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC108007690|XP_016926907.1|DSUZ	LOC108034269|XP_016964617.1|DBIA
OG0000206	LOC108008612|XP_036669564.1|DSUZ	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC108011838|XP_036671726.1|DSUZ	LOC108034562|XP_016964980.1|DBIA
OG0000207	LOC108011813|XP_036671727.1|DSUZ	LOC108034527|XP_016964942.1|DBIA
OG0000207	LOC108011740|XP_036670949.1|DSUZ	LOC108030692|XP_016959216.1|DBIA
OG0000208	LOC108017933|XP_016940615.2|DSUZ	LOC108026618|XP_016953092.1|DBIA
OG0000208	LOC108017690|XP_016940288.1|DSUZ	LOC108026481|XP_016952919.1|DBIA
OG0000208	LOC108017688|XP_016940286.1|DSUZ	LOC108026482|XP_016952920.1|DBIA
OG0000208	LOC108017693|XP_016940291.2|DSUZ, LOC108017692|XP_016940290.1|DSUZ	LOC108030011|XP_016958014.1|DBIA
OG0000208	LOC108017691|XP_016940289.1|DSUZ, LOC108017695|XP_016940292.2|DSUZ	LOC108026480|XP_016952918.1|DBIA, LOC108029890|XP_016957869.1|DBIA
OG0000209	LOC108019000|XP_016942102.1|DSUZ	LOC108036709|XP_016968496.1|DBIA
OG0000209	LOC108006515|XP_016925566.2|DSUZ	LOC108036046|XP_016967476.1|DBIA
OG0000209	LOC108019473|XP_016942793.1|DSUZ, LOC108019459|XP_016942785.2|DSUZ, LOC108019484|XP_036671096.1|DSUZ, LOC108006618|XP_036678692.1|DSUZ, LOC108021711|XP_016946036.2|DSUZ, LOC108021325|XP_016945480.1|DSUZ, LOC108021710|XP_016946035.2|DSUZ, LOC108021727|XP_016946053.2|DSUZ	LOC108029191|XP_016956856.1|DBIA, LOC108036070|XP_016967504.1|DBIA, LOC108036078|XP_016967514.1|DBIA, LOC108036072|XP_016967508.1|DBIA, LOC108036073|XP_016967509.1|DBIA, LOC108036071|XP_016967506.1|DBIA
OG0000209	LOC108009744|XP_016929828.1|DSUZ	LOC108033409|XP_016963220.1|DBIA
OG0000209	LOC108018035|XP_016940901.1|DSUZ	LOC108029882|XP_016957861.1|DBIA
OG0000210	LOC108008369|XP_016927697.1|DSUZ	LOC108023033|XP_016947761.1|DBIA
OG0000210	LOC108010650|XP_016931075.2|DSUZ	LOC108032333|XP_016961633.1|DBIA
OG0000210	LOC108004653|XP_016923096.1|DSUZ	LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC108018737|XP_016941800.2|DSUZ	LOC108028727|XP_016956177.1|DBIA
OG0000211	LOC108018676|XP_016941737.2|DSUZ	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC108020434|XP_016944246.1|DSUZ	LOC108033998|XP_016964215.1|DBIA
OG0000212	LOC108017530|XP_016940097.1|DSUZ	LOC108033747|XP_016963800.1|DBIA
OG0000212	LOC108008270|XP_016927548.1|DSUZ	LOC108022675|XP_016947234.1|DBIA
OG0000212	LOC108012002|XP_016932801.1|DSUZ	LOC108032801|XP_016962296.1|DBIA
OG0000213	LOC108005868|XP_016924733.1|DSUZ	LOC108028462|XP_016955809.1|DBIA
OG0000213	LOC108020699|XP_036670238.1|DSUZ	LOC108021870|XP_016946151.1|DBIA
OG0000214	LOC108015366|XP_016937272.1|DSUZ	LOC108023573|XP_016948656.1|DBIA
OG0000214	LOC108017940|XP_016940658.1|DSUZ	LOC108026766|XP_016953398.1|DBIA
OG0000214	LOC108020309|XP_016931377.1|DSUZ	LOC108025095|XP_016950846.1|DBIA
OG0000215	LOC108007767|XP_016927011.2|DSUZ	LOC108030836|XP_016959450.1|DBIA
OG0000215	LOC108007762|XP_016927006.2|DSUZ	LOC108030904|XP_016959571.1|DBIA
OG0000215	LOC108007769|XP_016927015.2|DSUZ	LOC108030875|XP_016959519.1|DBIA
OG0000216	LOC108013096|XP_016934228.1|DSUZ	LOC108034933|XP_016965685.1|DBIA
OG0000216	LOC108006321|XP_016925312.1|DSUZ	LOC108025668|XP_016951695.1|DBIA
OG0000217	LOC108016982|XP_036676430.1|DSUZ	LOC108021968|XP_016946294.1|DBIA
OG0000217	LOC108008850|XP_016928248.1|DSUZ	LOC108033330|XP_016963105.1|DBIA
OG0000217	LOC108016651|XP_016938848.1|DSUZ	LOC108021963|XP_016946288.1|DBIA
OG0000218	LOC108007911|XP_016927172.1|DSUZ	LOC108034384|XP_016964758.1|DBIA
OG0000219	LOC108017755|XP_016940356.1|DSUZ	LOC108030252|XP_016958560.1|DBIA
OG0000219	LOC108017756|XP_016940357.1|DSUZ	LOC108030335|XP_016958687.1|DBIA
OG0000219	LOC108017752|XP_016940354.1|DSUZ	LOC108030251|XP_016958559.1|DBIA
OG0000220	LOC108012668|XP_016933584.2|DSUZ	LOC108028355|XP_016955607.1|DBIA
OG0000220	LOC108012632|XP_016933544.1|DSUZ	LOC108028243|XP_016955413.1|DBIA
OG0000220	LOC108012637|XP_016933549.2|DSUZ	LOC108031336|XP_016960090.1|DBIA
OG0000221	LOC108019787|XP_016943270.1|DSUZ	LOC108029490|XP_016957247.1|DBIA
OG0000221	LOC108017216|XP_016939702.1|DSUZ	LOC108030986|XP_016959675.1|DBIA
OG0000221	LOC108019786|XP_016943267.1|DSUZ	LOC108029488|XP_016957245.1|DBIA
OG0000222	LOC108018421|XP_016941469.1|DSUZ	LOC108033822|XP_016963936.1|DBIA
OG0000222	LOC108017632|XP_016940258.2|DSUZ	LOC108033819|XP_016963932.1|DBIA
OG0000223	LOC108006870|XP_016925931.1|DSUZ	LOC108034892|XP_016965592.1|DBIA
OG0000223	LOC108005910|XP_016924809.1|DSUZ	LOC108028732|XP_016956186.1|DBIA
OG0000223	LOC118877249|XP_036670771.1|DSUZ	LOC108035520|XP_016966671.1|DBIA
OG0000224	LOC108017844|XP_016940488.1|DSUZ	LOC108029907|XP_016957887.1|DBIA
OG0000224	LOC108009197|XP_016928844.1|DSUZ	LOC108022529|XP_016946995.1|DBIA
OG0000225	LOC108005706|XP_016924522.2|DSUZ	LOC108026127|XP_016952319.1|DBIA
OG0000225	LOC108020651|XP_016944497.2|DSUZ	LOC108026126|XP_016952318.1|DBIA
OG0000225	LOC108020653|XP_016944499.2|DSUZ	LOC108026129|XP_016952321.1|DBIA
OG0000226	LOC108013218|XP_016934433.1|DSUZ	LOC108035347|XP_016966427.1|DBIA
OG0000226	LOC108013220|XP_016934436.1|DSUZ	LOC108035350|XP_016966431.1|DBIA
OG0000226	LOC108012946|XP_016933971.1|DSUZ	LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA
OG0000227	LOC108007122|XP_036670457.1|DSUZ	LOC108034555|XP_016964972.1|DBIA
OG0000227	LOC108019726|XP_016943135.1|DSUZ, LOC118877365|XP_036671774.1|DSUZ	LOC108034715|XP_016965146.1|DBIA
OG0000227	LOC108007130|XP_016926222.2|DSUZ, LOC108019683|XP_016943064.1|DSUZ	LOC108034665|XP_016965093.1|DBIA
OG0000227	LOC108007123|XP_016926217.2|DSUZ	LOC108034587|XP_016965009.1|DBIA
OG0000227	LOC108007120|XP_016926213.2|DSUZ	LOC108034611|XP_016965035.1|DBIA
OG0000228	LOC108017579|XP_016940156.1|DSUZ	LOC108027957|XP_016955072.1|DBIA
OG0000228	LOC108006945|XP_016926036.2|DSUZ	LOC108032882|XP_016962394.1|DBIA
OG0000228	LOC108015094|XP_016936825.2|DSUZ	LOC108027508|XP_016954440.1|DBIA
OG0000228	LOC108010213|XP_016930549.1|DSUZ	LOC108028996|XP_016956528.1|DBIA
OG0000229	LOC108020148|XP_036673516.1|DSUZ	LOC108024347|XP_016949737.1|DBIA
OG0000229	LOC108018365|XP_036672880.1|DSUZ	LOC108027264|XP_016954123.1|DBIA
OG0000230	LOC108008231|XP_036668929.1|DSUZ	LOC108036219|XP_016967700.1|DBIA
OG0000231	LOC108011980|XP_016932731.1|DSUZ	LOC108036699|XP_016968477.1|DBIA
OG0000231	LOC108011923|XP_016932661.1|DSUZ	LOC108033301|XP_016963059.1|DBIA
OG0000231	LOC108011978|XP_036678689.1|DSUZ	LOC108034304|XP_016964659.1|DBIA
OG0000231	LOC108011925|XP_016932663.1|DSUZ	LOC108036810|XP_016968646.1|DBIA
OG0000231	LOC108011924|XP_016932662.1|DSUZ	LOC108025772|XP_016951862.1|DBIA
OG0000231	LOC108011938|XP_016932676.2|DSUZ	LOC108036701|XP_016968479.1|DBIA
OG0000232	LOC108017880|XP_016940532.1|DSUZ	LOC108030009|XP_016958013.1|DBIA
OG0000232	LOC108017882|XP_016940534.1|DSUZ	LOC108029997|XP_016958000.1|DBIA
OG0000233	LOC108015510|XP_016937457.1|DSUZ	LOC108025539|XP_016951556.1|DBIA
OG0000233	LOC108010836|XP_016931293.2|DSUZ	LOC108025726|XP_016951794.1|DBIA
OG0000233	LOC108010841|XP_036675358.1|DSUZ	LOC108023891|XP_016949066.1|DBIA
OG0000234	LOC108008160|XP_016927438.1|DSUZ	LOC108022415|XP_016946791.1|DBIA
OG0000234	LOC108008979|XP_016928411.1|DSUZ	LOC108022252|XP_016946599.1|DBIA
OG0000235	LOC108005194|XP_016923868.2|DSUZ, LOC108005189|XP_016923862.2|DSUZ	LOC108024812|XP_016950425.1|DBIA
OG0000235	LOC108010869|XP_016931337.2|DSUZ	LOC108023892|XP_016949067.1|DBIA
OG0000235	LOC108010856|XP_036675655.1|DSUZ	LOC108023868|XP_016949036.1|DBIA
OG0000236	LOC108006847|XP_016925890.1|DSUZ	LOC108028955|XP_016956482.1|DBIA
