Orthogroup	DSUZ.longest_only	DPSE.longest_only
OG0001299	LOC108014457|XP_036671181.1|DSUZ	LOC6900072|XP_033238675.1|DPSE
OG0001300	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ	LOC4803141|XP_001359932.1|DPSE
OG0001301	LOC108008444|XP_016927786.1|DSUZ	LOC4816254|XP_033236743.1|DPSE
OG0001302	LOC108018783|XP_016941857.1|DSUZ	LOC4804969|XP_015040336.2|DPSE
OG0001303	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ	LOC4802085|XP_001359073.1|DPSE
OG0001304	LOC108018096|XP_016940991.1|DSUZ	LOC4804875|XP_033233237.1|DPSE
OG0001305	LOC108016271|XP_036675020.1|DSUZ	LOC4802675|XP_003736787.1|DPSE
OG0001306	LOC108015679|XP_036673820.1|DSUZ	LOC4802072|XP_001359065.3|DPSE
OG0001307	LOC108011445|XP_016932070.1|DSUZ	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE
OG0001308	LOC108016952|XP_016939376.1|DSUZ	LOC4815983|XP_033240081.1|DPSE
OG0001309	LOC108004954|XP_036673733.1|DSUZ	LOC4802548|XP_001359446.4|DPSE
OG0001310	LOC108005481|XP_036675707.1|DSUZ	LOC4814497|XP_033240066.1|DPSE
OG0001311	LOC108010419|XP_036676021.1|DSUZ	LOC6901028|XP_033239697.1|DPSE
OG0001312	LOC108014597|XP_036670433.1|DSUZ	LOC6900500|XP_002134889.2|DPSE
OG0001313	LOC108010192|XP_016930523.1|DSUZ	LOC4803950|XP_001360588.3|DPSE
OG0001314	LOC108021557|XP_016945815.1|DSUZ	LOC6902715|XP_002133229.2|DPSE
OG0001315	LOC108016646|XP_016938842.1|DSUZ	LOC4815428|XP_033240821.1|DPSE
OG0001316	LOC108017821|XP_016940460.1|DSUZ	LOC4804779|XP_001361288.1|DPSE
OG0001317	LOC108021232|XP_016945327.1|DSUZ	LOC4816600|XP_015036643.2|DPSE
OG0001318	LOC108010524|XP_016930892.2|DSUZ, LOC108017658|XP_016940262.1|DSUZ	LOC6897705|XP_002137831.3|DPSE
OG0001319	LOC108021543|XP_016945798.1|DSUZ, LOC108021544|XP_016945800.1|DSUZ	LOC4816460|XP_001356208.4|DPSE
OG0001320	LOC108008494|XP_016927844.1|DSUZ	LOC6901565|XP_033238891.1|DPSE, LOC4803671|XP_001360352.4|DPSE, LOC6901820|XP_002134488.3|DPSE, LOC6897016|XP_002137201.3|DPSE
OG0001321	LOC108017828|XP_016940469.1|DSUZ	LOC6898160|XP_002138238.1|DPSE
OG0001322	LOC108011673|XP_036674460.1|DSUZ	LOC4802372|XP_003736722.2|DPSE
OG0001322	LOC108016250|XP_016938363.2|DSUZ	LOC6897613|XP_002137757.2|DPSE
OG0001323	LOC108012991|XP_016934055.1|DSUZ, LOC108011088|XP_016931646.1|DSUZ	LOC6902839|XP_002132575.2|DPSE
OG0001324	LOC108010453|XP_016930812.1|DSUZ	LOC4816360|XP_001355883.2|DPSE, LOC6900953|XP_002134654.2|DPSE, LOC117184874|XP_033239860.1|DPSE, LOC6900954|XP_002134655.2|DPSE
OG0001325	LOC108006483|XP_016925494.2|DSUZ, LOC108007057|XP_036672977.1|DSUZ, LOC108006489|XP_016925502.2|DSUZ, LOC108007056|XP_036672976.1|DSUZ	LOC4802643|XP_001359523.2|DPSE
OG0001326	LOC108006514|XP_036675352.1|DSUZ	LOC4800395|XP_015038520.2|DPSE
OG0001328	LOC108018918|XP_016941999.1|DSUZ	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE
OG0001329	LOC108005460|XP_016924245.1|DSUZ	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE
OG0001330	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ	LOC6901440|XP_015041691.2|DPSE
OG0001331	LOC108016587|XP_016938761.1|DSUZ	LOC4815539|XP_001355433.1|DPSE
OG0001333	LOC108006557|XP_016925580.1|DSUZ	LOC4816398|XP_001355929.3|DPSE
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC4800384|XP_001357669.3|DPSE
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC4802587|XP_001359480.4|DPSE
OG0001336	LOC118878470|XP_036677361.1|DSUZ, LOC108014610|XP_016936262.1|DSUZ, LOC118879467|XP_036678234.1|DSUZ, LOC108013970|XP_036677744.1|DSUZ, LOC108012434|XP_016933288.1|DSUZ	LOC6896860|XP_002137051.2|DPSE
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC4814195|XP_001354328.3|DPSE
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC4804098|XP_015039609.2|DPSE
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC4805092|XP_001361553.4|DPSE
OG0001340	LOC108007415|XP_036677442.1|DSUZ	LOC26532891|XP_033238369.1|DPSE
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC4800440|XP_001357716.2|DPSE
OG0001342	LOC118878124|XP_036675492.1|DSUZ	LOC6896715|XP_033235133.1|DPSE
OG0001343	LOC118877991|XP_036674824.1|DSUZ, LOC108016037|XP_016938120.2|DSUZ	LOC4801898|XP_001358919.4|DPSE
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC4800328|XP_001357582.3|DPSE
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC4800776|XP_001357991.3|DPSE
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC6901208|XP_002133909.1|DPSE
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC4813943|XP_033238542.1|DPSE
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC4813819|XP_001353919.4|DPSE
OG0001351	LOC108009403|XP_016929212.1|DSUZ, LOC108008529|XP_016927889.1|DSUZ	LOC4804081|XP_001360699.3|DPSE
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC6898659|XP_033234153.1|DPSE
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC4812831|XP_001353157.1|DPSE
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC4804539|XP_015039998.2|DPSE
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC4804222|XP_001360816.1|DPSE
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC6897925|XP_033239001.1|DPSE
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC4813405|XP_001353261.1|DPSE
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC4813256|XP_001353488.3|DPSE
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC4816205|XP_001355787.2|DPSE
OG0001360	LOC118879053|XP_036677930.1|DSUZ, LOC108017575|XP_036678168.1|DSUZ, LOC118878485|XP_036677383.1|DSUZ, LOC118876870|XP_036668839.1|DSUZ, LOC118879578|XP_036678373.1|DSUZ, LOC108018688|XP_016941751.2|DSUZ, LOC108009514|XP_016929422.2|DSUZ	LOC4804711|XP_001361229.2|DPSE
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC6900308|XP_002135629.2|DPSE
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC4812684|XP_001353067.1|DPSE
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC4803273|XP_001360041.1|DPSE
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC6899426|XP_033233715.1|DPSE
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC6901937|XP_002133471.1|DPSE, LOC6897710|XP_002137833.2|DPSE, LOC6900941|XP_002134642.1|DPSE
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC117183342|XP_033232838.1|DPSE, LOC4814116|XP_001354266.4|DPSE, LOC6897017|XP_033233187.1|DPSE
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC6898419|XP_015039708.1|DPSE
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC6898537|XP_015040035.2|DPSE
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC4815190|XP_001354724.3|DPSE
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC4804486|XP_015039979.2|DPSE
OG0001371	LOC118878801|XP_036677711.1|DSUZ, LOC108018763|XP_016941831.1|DSUZ	LOC6903318|XP_033235499.1|DPSE
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC15382872|XP_033233220.1|DPSE
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC6902589|XP_002133117.3|DPSE
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC4805487|XP_001361882.1|DPSE
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC4802527|XP_001359431.4|DPSE
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC4805015|XP_001361485.2|DPSE
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC4817376|XP_033235327.1|DPSE
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC6902363|XP_002133309.3|DPSE, LOC4818042|XP_015035490.2|DPSE
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC4817188|XP_015036107.1|DPSE
OG0001380	LOC108007067|XP_016926160.1|DSUZ	LOC6898672|XP_015040234.2|DPSE
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC4803820|XP_001360475.2|DPSE
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC117183986|XP_033235659.1|DPSE, LOC6903567|XP_015035556.2|DPSE
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC6903341|XP_002132222.1|DPSE, LOC4803354|XP_001360112.1|DPSE
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC117183959|XP_033235580.1|DPSE, LOC4816707|XP_001356285.1|DPSE
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC4817464|XP_033235365.1|DPSE
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC4818098|XP_033236808.1|DPSE
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC26533386|XP_033236160.1|DPSE
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC4800555|XP_033241836.1|DPSE
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC4817570|XP_015036346.1|DPSE
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC4811697|XP_001352279.2|DPSE
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC4814504|XP_001355029.4|DPSE
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC6901671|XP_002134340.1|DPSE, LOC6897229|XP_002137401.1|DPSE
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC6903314|XP_033236868.1|DPSE
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC4803088|XP_001359887.1|DPSE, LOC6897547|XP_002137693.4|DPSE
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC6902447|XP_002132992.2|DPSE, LOC6901333|XP_015041580.2|DPSE
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC4802822|XP_001359664.2|DPSE
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC4815444|XP_015041220.2|DPSE
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC26533571|XP_033234447.1|DPSE
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC6897176|XP_002137356.5|DPSE
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC117184478|XP_033238169.1|DPSE, LOC4813398|XP_001353301.2|DPSE
OG0001402	LOC108013768|XP_016935217.1|DSUZ	LOC6900298|XP_002135620.2|DPSE
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC4812519|XP_001352966.2|DPSE
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC4804384|XP_015039907.1|DPSE
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC4805705|XP_001362061.3|DPSE
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC6903006|XP_002132728.1|DPSE
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC6902488|XP_002133033.3|DPSE, LOC117183188|XP_033236176.1|DPSE, LOC6900695|XP_002135059.2|DPSE
OG0001408	LOC108017841|XP_016940485.1|DSUZ	LOC4805667|XP_001362028.2|DPSE
OG0001411	LOC108007268|XP_016926395.2|DSUZ	LOC4801581|XP_001358651.2|DPSE
OG0001412	LOC108020134|XP_036668758.1|DSUZ, LOC108014299|XP_016935855.1|DSUZ	LOC4817506|XP_001356924.4|DPSE
OG0001413	LOC108008227|XP_016927507.2|DSUZ, LOC108008828|XP_016928225.1|DSUZ	LOC4804109|XP_001360723.2|DPSE
OG0001414	LOC108008191|XP_036668946.1|DSUZ	LOC117183189|XP_033233985.1|DPSE, LOC6898405|XP_033233984.1|DPSE
OG0001415	LOC108009398|XP_016929207.1|DSUZ	LOC6898333|XP_002138388.2|DPSE
OG0001416	LOC108020957|XP_016944889.1|DSUZ	LOC4816135|XP_033236711.1|DPSE
OG0001417	LOC108018955|XP_016942047.1|DSUZ, LOC108018856|XP_016941934.2|DSUZ	LOC4815671|XP_015041028.2|DPSE
OG0001418	LOC108012711|XP_016933629.1|DSUZ, LOC108012563|XP_016933467.2|DSUZ	LOC4812707|XP_001353087.3|DPSE
OG0001420	LOC108012195|XP_036673170.1|DSUZ	LOC4800609|XP_001357854.4|DPSE
OG0001421	LOC108016905|XP_016939692.1|DSUZ, LOC108021141|XP_016945193.1|DSUZ	LOC6903325|XP_002132206.3|DPSE
OG0001422	LOC108012658|XP_016933574.1|DSUZ, LOC108013620|XP_016935053.1|DSUZ	LOC4812272|XP_001352461.2|DPSE
OG0001423	LOC108007000|XP_036673417.1|DSUZ	LOC6898003|XP_002138096.2|DPSE
OG0001424	LOC118877966|XP_036674694.1|DSUZ	LOC117184541|XP_033238611.1|DPSE
OG0001425	LOC108017833|XP_016940475.1|DSUZ, LOC108018242|XP_016941257.1|DSUZ	LOC6898657|XP_002138662.2|DPSE, LOC5495515|XP_001361311.1|DPSE
OG0001426	LOC108020917|XP_016944826.1|DSUZ	LOC6900227|XP_002135557.2|DPSE, LOC4816777|XP_001356646.1|DPSE
OG0001427	LOC108019770|XP_016943224.2|DSUZ, LOC108009304|XP_016929047.1|DSUZ	LOC4803590|XP_001360291.3|DPSE
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC6897285|XP_015037335.2|DPSE
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC4802004|XP_033235971.1|DPSE
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC4815815|XP_033239674.1|DPSE
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC4814404|XP_033239312.1|DPSE
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC6901708|XP_002134376.2|DPSE, LOC4800932|XP_001358119.3|DPSE
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC4814818|XP_033241176.1|DPSE
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC4804343|XP_001360918.3|DPSE, LOC6901740|XP_002134409.2|DPSE
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC6901855|XP_002133393.1|DPSE
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC4816856|XP_001356391.1|DPSE
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC6901931|XP_002133465.3|DPSE, LOC4800623|XP_001357865.2|DPSE
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC4801550|XP_001358622.2|DPSE
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC6901561|XP_002134235.3|DPSE
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC4815177|XP_001354939.2|DPSE
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC117184543|XP_033238623.1|DPSE, LOC4816112|XP_001355784.2|DPSE
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC4800405|XP_001357688.2|DPSE
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC4800958|XP_001358140.3|DPSE
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC26532481|XP_015039566.1|DPSE, LOC6897777|XP_003736809.3|DPSE
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC6896960|XP_033232426.1|DPSE
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC4802832|XP_015038128.2|DPSE
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC4800396|XP_001357681.2|DPSE
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC6898959|XP_002138919.1|DPSE
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC6903339|XP_033235136.1|DPSE
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC4803471|XP_033234372.1|DPSE
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC4804251|XP_015039767.2|DPSE
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC4813723|XP_001353213.1|DPSE
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC4802098|XP_033232956.1|DPSE
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC4812289|XP_015043887.2|DPSE
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC6898426|XP_033235039.1|DPSE
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC6898347|XP_002138400.2|DPSE
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC4803884|XP_015039408.1|DPSE
OG0001459	LOC108012504|XP_036671988.1|DSUZ	LOC6900728|XP_033239166.1|DPSE
OG0001460	LOC108017918|XP_016940577.1|DSUZ	LOC4804906|XP_001361391.4|DPSE
OG0001461	LOC108015345|XP_016937242.1|DSUZ	LOC4815237|XP_001355217.2|DPSE
OG0001462	LOC108007143|XP_016926235.1|DSUZ	LOC4813013|XP_001353471.1|DPSE
OG0001463	LOC108012130|XP_036674286.1|DSUZ	LOC4802674|XP_033240706.1|DPSE
OG0001464	LOC108016783|XP_016939040.2|DSUZ	LOC4815559|XP_001355245.2|DPSE
OG0001465	LOC108008445|XP_016927785.1|DSUZ	LOC4805316|XP_001361736.1|DPSE
OG0001466	LOC108014293|XP_016935848.1|DSUZ	LOC4816529|XP_001355889.3|DPSE, LOC6902457|XP_002133002.2|DPSE
OG0001467	LOC108013349|XP_016934654.1|DSUZ	LOC4817029|XP_001356804.1|DPSE
OG0001468	LOC108012424|XP_016933275.1|DSUZ	LOC6900906|XP_015042501.1|DPSE
OG0001469	LOC108009341|XP_016929116.1|DSUZ	LOC4805343|XP_001361758.3|DPSE
OG0001470	LOC108018336|XP_036671749.1|DSUZ	LOC4813699|XP_001353535.1|DPSE
OG0001471	LOC108012893|XP_036670305.1|DSUZ	LOC6900617|XP_033237620.1|DPSE
OG0001472	LOC108005629|XP_016924428.1|DSUZ	LOC4812557|XP_001352596.1|DPSE
OG0001473	LOC108011617|XP_036673670.1|DSUZ	LOC4802762|XP_033241710.1|DPSE
OG0001474	LOC108004756|XP_016923282.1|DSUZ	LOC4815065|XP_001355098.3|DPSE
OG0001475	LOC108009554|XP_016929500.1|DSUZ	LOC4804087|XP_001360705.3|DPSE, LOC117183749|XP_033234654.1|DPSE
OG0001476	LOC108010464|XP_016930822.1|DSUZ	LOC4811726|XP_033234912.1|DPSE
OG0001477	LOC118878112|XP_036675425.1|DSUZ	LOC4800999|XP_001358174.1|DPSE
OG0001478	LOC108020920|XP_016944834.1|DSUZ	LOC4817152|XP_015035818.2|DPSE
OG0001479	LOC108016619|XP_016938802.1|DSUZ	LOC6901137|XP_002134613.1|DPSE
OG0001480	LOC108020889|XP_016944790.1|DSUZ	LOC4816871|XP_001356440.2|DPSE
OG0001481	LOC108018385|XP_036678619.1|DSUZ, LOC118879765|XP_036678618.1|DSUZ	LOC4816575|XP_033235399.1|DPSE
OG0001482	LOC108008991|XP_016928423.1|DSUZ	LOC4803816|XP_001360473.2|DPSE
OG0001483	LOC108010874|XP_016931345.1|DSUZ	LOC6902747|XP_002133261.3|DPSE
OG0001484	LOC108009156|XP_016928755.1|DSUZ	LOC4817380|XP_001356763.3|DPSE
OG0001485	LOC108020703|XP_016944560.2|DSUZ	LOC4812899|XP_001353479.2|DPSE
OG0001486	LOC108011931|XP_036678620.1|DSUZ, LOC108019208|XP_016942491.1|DSUZ	LOC4816791|XP_001356878.2|DPSE
OG0001487	LOC108013786|XP_036677298.1|DSUZ	LOC26533936|XP_033235734.1|DPSE
OG0001488	LOC108019645|XP_016943018.1|DSUZ	LOC4803343|XP_001360123.1|DPSE
OG0001489	LOC108016094|XP_016938184.1|DSUZ	LOC6902623|XP_033236795.1|DPSE
OG0001490	LOC108008423|XP_016927763.1|DSUZ	LOC4816681|XP_001356160.2|DPSE
OG0001491	LOC108015141|XP_016936904.1|DSUZ	LOC4816854|XP_001356623.1|DPSE
OG0001492	LOC108012831|XP_016933784.1|DSUZ	LOC6903295|XP_015035664.2|DPSE
OG0001493	LOC108015149|XP_016936911.1|DSUZ	LOC6902134|XP_033239566.1|DPSE
OG0001494	LOC108004627|XP_016923055.1|DSUZ	LOC4815259|XP_001355149.2|DPSE
OG0001495	LOC108019715|XP_016943103.1|DSUZ	LOC26532043|XP_015039832.2|DPSE, LOC6900450|XP_002134843.2|DPSE
OG0001496	LOC108013323|XP_016934609.1|DSUZ	LOC6900610|XP_033240045.1|DPSE
OG0001496	LOC108004706|XP_016923208.1|DSUZ	LOC4814682|XP_001354531.1|DPSE
OG0001497	LOC108008322|XP_016927630.1|DSUZ	LOC4804501|XP_001361056.2|DPSE
OG0001498	LOC108017094|XP_036675083.1|DSUZ	LOC6897855|XP_003736867.2|DPSE
OG0001500	LOC108018223|XP_016941231.1|DSUZ	LOC6899126|XP_033233194.1|DPSE, LOC6899125|XP_015040870.2|DPSE, LOC4805743|XP_001362090.1|DPSE
OG0001501	LOC108007333|XP_016926471.2|DSUZ	LOC4802582|XP_001359476.3|DPSE
OG0001502	LOC108009719|XP_016929771.1|DSUZ	LOC4804017|XP_001360647.2|DPSE
OG0001503	LOC108018189|XP_016941186.1|DSUZ	LOC4803495|XP_033233832.1|DPSE
OG0001504	LOC108016545|XP_036676686.1|DSUZ	LOC6901832|XP_033237623.1|DPSE
OG0001505	LOC108009037|XP_016928500.2|DSUZ	LOC6899545|XP_033234818.1|DPSE
OG0001506	LOC108019888|XP_016943455.1|DSUZ	LOC4803384|XP_001357539.2|DPSE
OG0001507	LOC108009587|XP_016929546.1|DSUZ	LOC6898842|XP_015040510.2|DPSE
OG0001508	LOC108018167|XP_016941148.1|DSUZ	LOC4804500|XP_001361055.2|DPSE
OG0001509	LOC108010331|XP_036669432.1|DSUZ	LOC4803692|XP_015039277.2|DPSE
OG0001510	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ	LOC4818051|XP_001357203.1|DPSE
OG0001511	LOC108010164|XP_016930494.1|DSUZ	LOC4804620|XP_001361153.5|DPSE
OG0001512	LOC108005763|XP_016924580.2|DSUZ	LOC4813908|XP_001353240.2|DPSE
OG0001513	LOC118879038|XP_036677926.1|DSUZ, LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ	LOC4813557|XP_033237473.1|DPSE
OG0001515	LOC108021154|XP_016945217.1|DSUZ, LOC108015028|XP_016936747.1|DSUZ	LOC6901149|XP_002134625.1|DPSE, LOC6897372|XP_002137525.3|DPSE
OG0001516	LOC108017233|XP_016939718.2|DSUZ, LOC108017260|XP_016939758.2|DSUZ, LOC108017258|XP_016939756.2|DSUZ	LOC6896720|XP_033234943.1|DPSE, LOC6903737|XP_002136736.2|DPSE
OG0001517	LOC108013871|XP_016935366.2|DSUZ	LOC4800665|XP_001357897.3|DPSE
OG0001518	LOC108015402|XP_016937311.1|DSUZ	LOC4815243|XP_001355130.4|DPSE
OG0001519	LOC108007940|XP_036674906.1|DSUZ, LOC108007941|XP_036674904.1|DSUZ	LOC4802981|XP_001359790.3|DPSE
OG0001520	LOC108014368|XP_016935948.1|DSUZ, LOC108014350|XP_016935923.2|DSUZ	LOC4801929|XP_001358947.1|DPSE
OG0001521	LOC108020376|XP_036668628.1|DSUZ	LOC4817973|XP_001357298.2|DPSE
OG0001523	LOC108008797|XP_016928183.2|DSUZ, LOC108008469|XP_016927813.1|DSUZ	LOC4805224|XP_001361663.3|DPSE
OG0001524	LOC108008978|XP_016928410.1|DSUZ	LOC4805404|XP_033234435.1|DPSE
OG0001525	LOC108011107|XP_016931668.1|DSUZ	LOC6901466|XP_015041725.2|DPSE
OG0001526	LOC108006296|XP_016925245.1|DSUZ, LOC108006292|XP_016925241.1|DSUZ	LOC6901419|XP_002134105.2|DPSE
OG0001527	LOC108015082|XP_016936811.1|DSUZ	LOC6901066|XP_002134545.3|DPSE, LOC117184663|XP_033239147.1|DPSE
OG0001528	LOC108020570|XP_016944422.2|DSUZ	LOC117183192|XP_033240454.1|DPSE, LOC4801024|XP_001358194.5|DPSE
OG0001529	LOC108016719|XP_016938935.1|DSUZ	LOC26532027|XP_015042356.1|DPSE
OG0001530	LOC108012692|XP_016933612.1|DSUZ	LOC6902683|XP_002133199.3|DPSE
OG0001531	LOC108017858|XP_016940501.1|DSUZ	LOC6902091|XP_002133622.2|DPSE, LOC4804072|XP_001360690.3|DPSE, LOC6898572|XP_002138592.2|DPSE
OG0001534	LOC108014978|XP_036676878.1|DSUZ	LOC6902031|XP_033237898.1|DPSE
OG0001535	LOC108015333|XP_016937224.2|DSUZ	LOC4814357|XP_001354423.1|DPSE
OG0001536	LOC108016802|XP_016939067.1|DSUZ	LOC4814601|XP_001354832.2|DPSE
OG0001537	LOC108005851|XP_016924712.1|DSUZ	LOC6902813|XP_015035819.2|DPSE, LOC4817068|XP_001356428.1|DPSE
OG0001538	LOC108005350|XP_016924078.1|DSUZ	LOC6902153|XP_015041209.2|DPSE
OG0001539	LOC108009678|XP_016929703.1|DSUZ	LOC4803955|XP_001360593.2|DPSE
OG0001540	LOC108021496|XP_016945728.1|DSUZ	LOC6899940|XP_002135308.2|DPSE, LOC26532228|XP_015037482.2|DPSE, LOC4816801|XP_001356412.3|DPSE
OG0001541	LOC108007684|XP_016926896.1|DSUZ	LOC4812581|XP_001352392.3|DPSE
OG0001542	LOC108018279|XP_036674293.1|DSUZ	LOC4802105|XP_002137604.3|DPSE
OG0001543	LOC108005238|XP_016923920.2|DSUZ	LOC4814491|XP_001354698.2|DPSE
OG0001544	LOC108019196|XP_016942465.1|DSUZ	LOC6901826|XP_015042172.2|DPSE
OG0001545	LOC108011212|XP_016931794.2|DSUZ	LOC6901886|XP_033237687.1|DPSE
OG0001546	LOC108011227|XP_016931815.1|DSUZ	LOC4815501|XP_033237685.1|DPSE
OG0001547	LOC108018889|XP_036675711.1|DSUZ	LOC6901306|XP_033240413.1|DPSE
