Orthogroup	DSUZ.longest_only	DMIR.longest_only
OG0001016	LOC108012078|XP_036674337.1|DSUZ, LOC108012135|XP_016932915.2|DSUZ, LOC108004629|XP_016923059.1|DSUZ	LOC108150899|XP_017134701.1|DMIR
OG0001017	LOC108009298|XP_016929027.1|DSUZ	LOC108159558|XP_017148475.2|DMIR
OG0001017	LOC108018455|XP_016941501.1|DSUZ	LOC108159001|XP_017147354.1|DMIR, LOC117191611|XP_033252320.1|DMIR, LOC117187864|XP_033246636.1|DMIR
OG0001018	LOC108011894|XP_016932630.2|DSUZ	LOC108164980|XP_017156491.1|DMIR, LOC108157312|XP_017144806.1|DMIR
OG0001019	LOC108016124|XP_036675607.1|DSUZ	LOC108157038|XP_017144341.1|DMIR
OG0001020	LOC108015220|XP_016937050.1|DSUZ	LOC108164937|XP_017156415.1|DMIR
OG0001021	LOC108021378|XP_036675876.1|DSUZ	LOC108163627|XP_017154516.1|DMIR
OG0001022	LOC108019202|XP_016942483.1|DSUZ	LOC117186231|XP_033242563.1|DMIR
OG0001023	LOC118877761|XP_036673674.1|DSUZ, LOC108011884|XP_016932620.2|DSUZ	LOC108154054|XP_017139635.1|DMIR
OG0001024	LOC108016112|XP_036675595.1|DSUZ	LOC108156052|XP_017142814.1|DMIR
OG0001025	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ	LOC108151123|XP_017135032.1|DMIR
OG0001026	LOC108019784|XP_016943265.1|DSUZ	LOC108158200|XP_017145912.1|DMIR, LOC117191865|XP_033252522.1|DMIR
OG0001027	LOC108015810|XP_016937862.1|DSUZ	LOC108152654|XP_017137637.1|DMIR
OG0001028	LOC108009872|XP_016930067.1|DSUZ	LOC108164203|XP_017155322.1|DMIR
OG0001029	LOC108009665|XP_016929684.1|DSUZ	LOC117189624|XP_033250634.1|DMIR, LOC108158632|XP_017146601.1|DMIR
OG0001031	LOC108014264|XP_036677680.1|DSUZ	LOC108161349|XP_033249163.1|DMIR
OG0001032	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ	LOC108161911|XP_017151807.1|DMIR
OG0001033	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ	LOC108163110|XP_017153694.1|DMIR, LOC117188476|XP_033248288.1|DMIR, LOC108158001|XP_017145636.2|DMIR
OG0001034	LOC108013129|XP_036670527.1|DSUZ	LOC108153130|XP_017138408.1|DMIR
OG0001035	LOC108020480|XP_016944299.1|DSUZ	LOC108165133|XP_017156688.1|DMIR
OG0001035	LOC108020479|XP_016944298.1|DSUZ	LOC108165134|XP_017156689.1|DMIR
OG0001036	LOC108009490|XP_016929374.1|DSUZ	LOC108164602|XP_017155929.1|DMIR
OG0001036	LOC108018607|XP_016941657.2|DSUZ	LOC108154348|XP_017140103.1|DMIR
OG0001037	LOC108018742|XP_016941806.2|DSUZ, LOC108018738|XP_016941802.2|DSUZ, LOC108011689|XP_036671492.1|DSUZ	LOC108152121|XP_017136694.1|DMIR, LOC108161014|XP_017150812.1|DMIR, LOC117191553|XP_033252274.1|DMIR
OG0001038	LOC118876763|XP_036673251.1|DSUZ, LOC108005060|XP_036672797.1|DSUZ	LOC108157531|XP_017145123.1|DMIR
OG0001038	LOC118877597|XP_036672795.1|DSUZ, LOC118877674|XP_036673250.1|DSUZ	LOC108157530|XP_017145122.1|DMIR
OG0001039	LOC108013783|XP_016935238.2|DSUZ, LOC108007068|XP_036674315.1|DSUZ	LOC108154564|XP_017140355.2|DMIR, LOC108156153|XP_017142966.1|DMIR
OG0001041	LOC108018504|XP_036674058.1|DSUZ, LOC118877788|XP_036673759.1|DSUZ, LOC118877789|XP_036673760.1|DSUZ, LOC108018503|XP_016941549.1|DSUZ	LOC108154588|XP_017140381.1|DMIR
OG0001042	LOC108012166|XP_016932948.2|DSUZ	LOC108154264|XP_017139989.1|DMIR
OG0001043	LOC108005436|XP_016924211.1|DSUZ	LOC108164201|XP_017155320.1|DMIR
OG0001044	LOC108008431|XP_016927770.1|DSUZ	LOC108160001|XP_017149214.1|DMIR
OG0001045	LOC108008324|XP_016927632.1|DSUZ	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR
OG0001046	LOC108008518|XP_016927877.1|DSUZ, LOC108008517|XP_016927875.1|DSUZ	LOC108159806|XP_017148865.1|DMIR
OG0001047	LOC108019847|XP_016943372.1|DSUZ	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR
OG0001048	LOC108009650|XP_016929653.2|DSUZ	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR
OG0001049	LOC108005897|XP_036671321.1|DSUZ	LOC108152602|XP_017137549.1|DMIR
OG0001050	LOC108005619|XP_036672051.1|DSUZ	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR
OG0001051	LOC108013411|XP_016934761.1|DSUZ	LOC108162247|XP_017152383.1|DMIR
OG0001052	LOC108005803|XP_016924625.1|DSUZ	LOC108163367|XP_017154107.1|DMIR
OG0001053	LOC108017002|XP_016939443.1|DSUZ	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR
OG0001054	LOC108005966|XP_016924888.2|DSUZ	LOC108156657|XP_017143759.1|DMIR
OG0001054	LOC108005967|XP_016924890.2|DSUZ	LOC108156655|XP_017143758.1|DMIR
OG0001055	LOC108014726|XP_036675265.1|DSUZ	LOC108155222|XP_017141395.1|DMIR
OG0001056	LOC108009782|XP_016929913.1|DSUZ, LOC108019191|XP_016942453.1|DSUZ	LOC117186381|XP_033242994.1|DMIR
OG0001057	LOC108019318|XP_016942631.1|DSUZ	LOC108163578|XP_017154437.1|DMIR
OG0001058	LOC108005502|XP_016924297.2|DSUZ	LOC108153231|XP_017138555.1|DMIR
OG0001059	LOC108005787|XP_036670882.1|DSUZ	LOC108150981|XP_017134810.1|DMIR
OG0001060	LOC108015677|XP_016937679.2|DSUZ	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR, LOC108155144|XP_017141287.1|DMIR
OG0001061	LOC118877874|XP_036674107.1|DSUZ	LOC108154011|XP_017139593.1|DMIR
OG0001061	LOC108006662|XP_036674102.1|DSUZ	LOC108154012|XP_017139595.1|DMIR
OG0001062	LOC108013802|XP_036675039.1|DSUZ	LOC108157452|XP_017145002.1|DMIR
OG0001062	LOC108015979|XP_036675063.1|DSUZ	LOC108157451|XP_017145001.1|DMIR
OG0001063	LOC108005215|XP_016923893.2|DSUZ	LOC108153484|XP_017139012.1|DMIR
OG0001063	LOC108005237|XP_016923918.1|DSUZ	LOC108150825|XP_017134623.2|DMIR
OG0001064	LOC108005146|XP_016923809.1|DSUZ	LOC108165266|XP_017156790.1|DMIR
OG0001064	LOC108004648|XP_016923088.1|DSUZ	LOC108165195|XP_033242025.1|DMIR
OG0001065	LOC108006000|XP_036674334.1|DSUZ	LOC108159510|XP_017148358.1|DMIR, LOC117193331|XP_033253951.1|DMIR, LOC108165396|XP_033243112.1|DMIR
OG0001066	LOC108017736|XP_016940333.2|DSUZ, LOC118877050|XP_036669766.1|DSUZ, LOC118877251|XP_036670804.1|DSUZ, LOC108015143|XP_016936902.2|DSUZ	LOC108153469|XP_033250772.1|DMIR
OG0001067	LOC108021238|XP_016945336.1|DSUZ	LOC108163912|XP_017154929.1|DMIR
OG0001067	LOC108021240|XP_016945339.1|DSUZ	LOC108163915|XP_017154932.1|DMIR
OG0001068	LOC108012233|XP_016933019.1|DSUZ	LOC108165317|XP_033243806.1|DMIR
OG0001068	LOC108014647|XP_036670404.1|DSUZ	LOC108151010|XP_017134857.1|DMIR
OG0001069	LOC108008729|XP_016928118.1|DSUZ	LOC117193494|XP_033254136.1|DMIR, LOC117193490|XP_033254132.1|DMIR, LOC108158218|XP_017145932.1|DMIR
OG0001070	LOC108006740|XP_016925773.1|DSUZ	LOC108155992|XP_017142679.1|DMIR, LOC108154458|XP_017140219.1|DMIR
OG0001071	LOC108012512|XP_016933413.1|DSUZ, LOC108011845|XP_016932573.2|DSUZ, LOC108018409|XP_016941490.2|DSUZ	LOC108161151|XP_017150861.1|DMIR
OG0001072	LOC108007490|XP_036671994.1|DSUZ	LOC108153406|XP_017138889.1|DMIR
OG0001073	LOC108018759|XP_036675481.1|DSUZ	LOC108156263|XP_017143115.1|DMIR
OG0001074	LOC108019628|XP_016942999.1|DSUZ	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR
OG0001075	LOC108012964|XP_016934007.1|DSUZ	LOC108152005|XP_017136466.1|DMIR
OG0001077	LOC108007329|XP_016926468.1|DSUZ	LOC117187222|XP_033245320.1|DMIR
OG0001078	LOC108004830|XP_016923395.2|DSUZ	LOC108164673|XP_017156015.1|DMIR
OG0001079	LOC108020070|XP_036670532.1|DSUZ	LOC108151344|XP_017135388.1|DMIR
OG0001080	LOC108013271|XP_016934527.1|DSUZ	LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR
OG0001081	LOC108015956|XP_016937579.2|DSUZ	LOC108155179|XP_017141338.1|DMIR
OG0001082	LOC108009852|XP_016930038.1|DSUZ	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR
OG0001083	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ	LOC108152698|XP_017137699.1|DMIR
OG0001084	LOC108017996|XP_016940833.1|DSUZ	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR
OG0001086	LOC108008586|XP_016927953.1|DSUZ	LOC108159504|XP_017148350.1|DMIR
OG0001087	LOC108021162|XP_016945230.1|DSUZ, LOC108019019|XP_036669631.1|DSUZ	LOC108161856|XP_017151714.1|DMIR
OG0001088	LOC108012600|XP_016933508.1|DSUZ	LOC108151800|XP_017136140.1|DMIR
OG0001089	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ	LOC108151348|XP_017135391.1|DMIR
OG0001090	LOC108011840|XP_036672006.1|DSUZ	LOC108153504|XP_017139043.1|DMIR
OG0001092	LOC108005781|XP_016924603.1|DSUZ	LOC108163845|XP_017154851.1|DMIR
OG0001093	LOC108007974|XP_016927239.1|DSUZ	LOC108161684|XP_017151485.1|DMIR
OG0001094	LOC108011254|XP_036674113.1|DSUZ	LOC108164002|XP_033249294.1|DMIR
OG0001095	LOC108009866|XP_016930057.1|DSUZ	LOC117188910|XP_033249376.1|DMIR
OG0001096	LOC108005228|XP_036677097.1|DSUZ, LOC108021505|XP_016945747.1|DSUZ	LOC108163692|XP_017154613.1|DMIR
OG0001097	LOC108011919|XP_036678282.1|DSUZ, LOC108018437|XP_016941485.1|DSUZ	LOC108161606|XP_017151390.1|DMIR
OG0001098	LOC108010709|XP_016931112.2|DSUZ	LOC108152071|XP_017136583.1|DMIR
OG0001099	LOC108012413|XP_016933263.1|DSUZ	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR
OG0001100	LOC108013974|XP_016935477.2|DSUZ	LOC108157464|XP_017145030.1|DMIR
OG0001101	LOC108009337|XP_016929104.1|DSUZ	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR
OG0001102	LOC108013488|XP_016934859.1|DSUZ	LOC108152197|XP_017136844.1|DMIR
OG0001103	LOC108004957|XP_016923550.2|DSUZ	LOC108157734|XP_017145399.1|DMIR
OG0001104	LOC108008464|XP_016927806.1|DSUZ	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR
OG0001105	LOC108014987|XP_016936698.1|DSUZ, LOC108008764|XP_016928151.1|DSUZ	LOC108155303|XP_017141510.1|DMIR
OG0001106	LOC108020361|XP_036676389.1|DSUZ	LOC108164406|XP_033250268.1|DMIR
OG0001108	LOC108005705|XP_016924521.2|DSUZ	LOC108153902|XP_017139489.2|DMIR
OG0001108	LOC108020642|XP_036673321.1|DSUZ	LOC108156862|XP_017144079.1|DMIR
OG0001109	LOC108008161|XP_016927439.1|DSUZ	LOC117187712|XP_033246348.1|DMIR, LOC108158446|XP_017146218.2|DMIR
OG0001109	LOC108008602|XP_016927970.1|DSUZ	LOC108157977|XP_017145612.1|DMIR
OG0001110	LOC108007434|XP_016926580.1|DSUZ, LOC118878967|XP_036677829.1|DSUZ	LOC108150998|XP_033243709.1|DMIR
OG0001111	LOC108008123|XP_016927402.1|DSUZ, LOC108008122|XP_016927400.1|DSUZ	LOC108158214|XP_017145926.1|DMIR
OG0001112	LOC108008667|XP_016928048.1|DSUZ	LOC117191809|XP_033252463.1|DMIR, LOC117191808|XP_033252462.1|DMIR, LOC117191561|XP_033252281.1|DMIR, LOC117192047|XP_033252654.1|DMIR, LOC117191798|XP_033252449.1|DMIR, LOC117191562|XP_033252282.1|DMIR, LOC117191797|XP_033252448.1|DMIR, LOC117191563|XP_033252283.1|DMIR, LOC117191796|XP_033252447.1|DMIR, LOC117191806|XP_033252459.1|DMIR, LOC117191804|XP_033252456.1|DMIR, LOC117191803|XP_033252455.1|DMIR, LOC117191802|XP_033252454.1|DMIR, LOC117191801|XP_033252453.1|DMIR, LOC117191800|XP_033252452.1|DMIR, LOC117191805|XP_033252458.1|DMIR, LOC117191799|XP_033252451.1|DMIR, LOC117188033|XP_033247067.1|DMIR, LOC117188032|XP_033247066.1|DMIR, LOC108159181|XP_033247065.1|DMIR, LOC117188031|XP_033247064.1|DMIR, LOC117188034|XP_033247068.1|DMIR
OG0001113	LOC108021237|XP_016945335.1|DSUZ	LOC108163911|XP_017154928.1|DMIR
OG0001113	LOC108021239|XP_016945338.1|DSUZ	LOC108163913|XP_017154931.1|DMIR
OG0001114	LOC108011155|XP_016931732.1|DSUZ, LOC108010740|XP_016931159.1|DSUZ	LOC108163572|XP_017154428.1|DMIR
OG0001115	LOC108013959|XP_016935464.1|DSUZ, LOC108013940|XP_016935442.1|DSUZ, LOC108013950|XP_016935452.1|DSUZ	LOC108164296|XP_017155432.1|DMIR
OG0001116	LOC108009214|XP_016928863.1|DSUZ	LOC108159242|XP_017147855.2|DMIR
OG0001116	LOC108008097|XP_016927375.2|DSUZ	LOC117189434|XP_033250444.1|DMIR, LOC117188504|XP_033248376.1|DMIR
OG0001117	LOC108018643|XP_016941703.2|DSUZ, LOC108010511|XP_016930877.2|DSUZ	LOC108150790|XP_017134581.1|DMIR
OG0001118	LOC108019074|XP_016942216.1|DSUZ	LOC117186194|XP_033242377.1|DMIR
OG0001119	LOC108011176|XP_036677448.1|DSUZ	LOC108157273|XP_017144754.1|DMIR
OG0001120	LOC108011039|XP_016931580.2|DSUZ	LOC108154191|XP_017139892.1|DMIR
OG0001122	LOC108012389|XP_016933234.1|DSUZ	LOC108153592|XP_017139162.1|DMIR
OG0001124	LOC108020255|XP_036677515.1|DSUZ, LOC118877800|XP_036673818.1|DSUZ	LOC108156495|XP_017143476.1|DMIR
OG0001125	LOC108007802|XP_036674594.1|DSUZ, LOC118877710|XP_036673478.1|DSUZ	LOC108157632|XP_017145261.1|DMIR
OG0001126	LOC108011409|XP_036671040.1|DSUZ	LOC108151736|XP_033243648.1|DMIR
OG0001128	LOC108010262|XP_016930607.1|DSUZ	LOC108160905|XP_017150667.1|DMIR
OG0001129	LOC108017525|XP_016940083.2|DSUZ	LOC108163115|XP_017153705.1|DMIR
OG0001130	LOC108006633|XP_016925660.1|DSUZ	LOC108162050|XP_017152072.1|DMIR
OG0001131	LOC108020377|XP_016944114.1|DSUZ	LOC108164409|XP_017155564.1|DMIR
OG0001133	LOC108019161|XP_016942424.1|DSUZ	LOC108162431|XP_017152655.2|DMIR
OG0001134	LOC108009884|XP_016930081.1|DSUZ	LOC108159571|XP_017148502.1|DMIR
OG0001135	LOC108006235|XP_036674573.1|DSUZ, LOC108020859|XP_036672718.1|DSUZ	LOC108156925|XP_017144166.1|DMIR
OG0001136	LOC108006962|XP_036673066.1|DSUZ	LOC108154994|XP_017141026.1|DMIR
OG0001137	LOC108006075|XP_016925010.1|DSUZ	LOC108155810|XP_033245499.1|DMIR
OG0001138	LOC108013272|XP_016934528.1|DSUZ	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR
OG0001139	LOC108006692|XP_036672005.1|DSUZ	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR
OG0001140	LOC108016074|XP_016938157.1|DSUZ	LOC108155073|XP_017141153.1|DMIR
OG0001141	LOC118877859|XP_036674055.1|DSUZ, LOC108018498|XP_016941545.2|DSUZ, LOC108019434|XP_016942746.2|DSUZ, LOC108018502|XP_016941548.2|DSUZ	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR
OG0001142	LOC108011995|XP_036674676.1|DSUZ	LOC108155817|XP_017142393.1|DMIR
OG0001142	LOC108017078|XP_036674674.1|DSUZ	LOC108155818|XP_017142394.1|DMIR
OG0001143	LOC108015552|XP_016937524.1|DSUZ	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR
OG0001144	LOC108008767|XP_016928153.1|DSUZ	LOC108160531|XP_017150082.1|DMIR
OG0001145	LOC108009150|XP_016928744.1|DSUZ	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR
OG0001145	LOC108008435|XP_016927773.1|DSUZ	LOC108158813|XP_017146991.1|DMIR
OG0001146	LOC108007900|XP_016927161.1|DSUZ	LOC108164258|XP_017155387.1|DMIR
OG0001146	LOC108018992|XP_016942090.1|DSUZ	LOC108164850|XP_017156266.1|DMIR
OG0001147	LOC108010505|XP_016930869.2|DSUZ, LOC108010483|XP_016930843.2|DSUZ	LOC117193675|XP_033254302.1|DMIR, LOC117193421|XP_033254065.1|DMIR, LOC108160749|XP_017150430.1|DMIR
OG0001148	LOC108020966|XP_016944901.1|DSUZ, LOC108020968|XP_016944902.1|DSUZ, LOC108020965|XP_016944900.1|DSUZ	LOC108161502|XP_017151268.1|DMIR, LOC108163882|XP_017154886.1|DMIR
OG0001149	LOC108005765|XP_036671682.1|DSUZ	LOC108151606|XP_017135781.1|DMIR
OG0001150	LOC108006652|XP_016925679.1|DSUZ, LOC118878922|XP_036677801.1|DSUZ, LOC108008389|XP_016927723.1|DSUZ, LOC108008391|XP_016927725.1|DSUZ, LOC108008117|XP_036669487.1|DSUZ, LOC108008984|XP_016928415.1|DSUZ, LOC108008390|XP_016927724.2|DSUZ	LOC108160495|XP_033247060.1|DMIR
OG0001151	LOC118876769|XP_016935723.2|DSUZ, LOC108014197|XP_016935722.2|DSUZ, LOC108014199|XP_016935725.1|DSUZ	LOC108153847|XP_033245344.1|DMIR
OG0001152	LOC118878064|XP_036675147.1|DSUZ, LOC108017874|XP_016940524.1|DSUZ, LOC108016022|XP_016938106.2|DSUZ	LOC108157391|XP_017144921.1|DMIR
OG0001153	LOC108009886|XP_016930084.2|DSUZ	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR
OG0001154	LOC108021387|XP_016945573.1|DSUZ	LOC108163388|XP_017154132.1|DMIR
OG0001155	LOC108015303|XP_016937169.1|DSUZ	LOC108162857|XP_017153295.1|DMIR
OG0001157	LOC108018765|XP_036673707.1|DSUZ, LOC118878582|XP_036677503.1|DSUZ	LOC108156800|XP_017143970.1|DMIR
OG0001158	LOC108015462|XP_016937386.1|DSUZ	LOC108161836|XP_017151684.1|DMIR
OG0001159	LOC108010724|XP_036674711.1|DSUZ	LOC108155766|XP_017142301.1|DMIR
OG0001160	LOC108016365|XP_036675243.1|DSUZ, LOC118877558|XP_036672624.1|DSUZ	LOC108154723|XP_017140574.1|DMIR
OG0001161	LOC108020846|XP_036674569.1|DSUZ, LOC118877613|XP_036672859.1|DSUZ	LOC108154937|XP_017140915.2|DMIR
OG0001162	LOC108017505|XP_016940055.2|DSUZ	LOC108154099|XP_017139709.1|DMIR
OG0001163	LOC108017550|XP_036674354.1|DSUZ, LOC108010982|XP_036672666.1|DSUZ	LOC108155132|XP_017141268.1|DMIR
OG0001164	LOC108006448|XP_016925462.1|DSUZ	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR
OG0001165	LOC118876982|XP_036669623.1|DSUZ, LOC108009034|XP_016928497.1|DSUZ, LOC118876981|XP_036669622.1|DSUZ, LOC108009033|XP_016928495.1|DSUZ	LOC108160534|XP_033246198.1|DMIR
OG0001166	LOC108012451|XP_036670780.1|DSUZ	LOC108165524|XP_017157069.1|DMIR
OG0001167	LOC108008642|XP_016928013.1|DSUZ	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR
OG0001168	LOC108018149|XP_016941102.1|DSUZ	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR
OG0001169	LOC108004759|XP_016923285.1|DSUZ	LOC108164973|XP_017156477.1|DMIR
OG0001170	LOC108014863|XP_016936568.1|DSUZ	LOC108155887|XP_017142516.1|DMIR
OG0001171	LOC108013052|XP_016934151.1|DSUZ	LOC108152288|XP_017136995.1|DMIR
OG0001172	LOC108008295|XP_016927596.1|DSUZ	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR
OG0001173	LOC108010830|XP_016931285.2|DSUZ	LOC108154895|XP_033245245.1|DMIR
OG0001174	LOC108013237|XP_016934459.1|DSUZ	LOC108165485|XP_017157027.1|DMIR
OG0001175	LOC108008454|XP_016927796.1|DSUZ	LOC108159805|XP_017148863.1|DMIR
OG0001176	LOC108009125|XP_016928704.1|DSUZ	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR
OG0001177	LOC108020895|XP_016944798.1|DSUZ	LOC108162807|XP_033248563.1|DMIR
OG0001178	LOC108008908|XP_016928303.2|DSUZ	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR
OG0001179	LOC108009497|XP_016929380.1|DSUZ	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR
OG0001180	LOC108020343|XP_016943987.1|DSUZ	LOC108164427|XP_017155596.1|DMIR
OG0001181	LOC108014260|XP_016935788.2|DSUZ	LOC108151409|XP_017135485.1|DMIR
OG0001182	LOC108011101|XP_036674385.1|DSUZ	LOC117187217|XP_033245309.1|DMIR
OG0001183	LOC108011688|XP_036674260.1|DSUZ	LOC108156255|XP_033244626.1|DMIR
OG0001184	LOC108018587|XP_036673510.1|DSUZ	LOC108157195|XP_017144614.1|DMIR
OG0001185	LOC108011512|XP_036673974.1|DSUZ	LOC108155320|XP_017141530.1|DMIR
OG0001186	LOC108011786|XP_016932514.1|DSUZ	LOC108154853|XP_017140763.1|DMIR
OG0001187	LOC108009527|XP_016929450.1|DSUZ	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR
OG0001188	LOC108019924|XP_016943522.1|DSUZ	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR
OG0001189	LOC108010203|XP_016930535.2|DSUZ	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR
OG0001190	LOC108005659|XP_036675904.1|DSUZ	LOC108165140|XP_017156694.1|DMIR
OG0001191	LOC108007108|XP_016926202.1|DSUZ	LOC108163235|XP_017153882.1|DMIR
OG0001192	LOC108007170|XP_016926286.1|DSUZ	LOC108163206|XP_017153847.1|DMIR
OG0001192	LOC108007151|XP_016926273.1|DSUZ	LOC108164197|XP_017155309.1|DMIR
OG0001193	LOC108019433|XP_016942745.1|DSUZ	LOC108155671|XP_017142123.1|DMIR
OG0001194	LOC108016910|XP_016939316.1|DSUZ	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR
OG0001195	LOC108019652|XP_016943026.1|DSUZ	LOC108158185|XP_017145892.1|DMIR
OG0001196	LOC108008052|XP_016927323.2|DSUZ, LOC108019150|XP_016942388.1|DSUZ	LOC117186906|XP_033244119.1|DMIR, LOC117188728|XP_033248908.1|DMIR, LOC117188727|XP_033248904.1|DMIR, LOC108164657|XP_017155999.2|DMIR, LOC117188722|XP_033248891.1|DMIR, LOC117188205|XP_033247583.1|DMIR
OG0001197	LOC108015815|XP_036673431.1|DSUZ, LOC118877649|XP_036673131.1|DSUZ	LOC108157822|XP_017145511.1|DMIR, LOC108157683|XP_017145338.1|DMIR
