Orthogroup	DSUZ.longest_only	DELE.longest_only
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC108147524|XP_017129595.1|DELE
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC108146266|XP_017127694.1|DELE
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC108143395|XP_017123261.1|DELE
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC108136646|XP_017113458.1|DELE
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC108143578|XP_017123579.1|DELE
OG0001371	LOC108018763|XP_016941831.1|DSUZ	LOC108146572|XP_017128084.1|DELE
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC108144307|XP_017124488.1|DELE
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC108134951|XP_017110964.1|DELE
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC108149830|XP_017133193.1|DELE
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC108141205|XP_017119939.1|DELE
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC108144719|XP_017125304.1|DELE
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC108134751|XP_017110681.1|DELE
OG0001380	LOC108007067|XP_016926160.1|DSUZ	LOC108134993|XP_017111014.1|DELE
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC108141833|XP_017120904.1|DELE
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC108147296|XP_017129207.1|DELE
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC108138788|XP_017116753.1|DELE
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC108140758|XP_017119231.1|DELE
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC108137678|XP_017115023.1|DELE
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC108148498|XP_017131025.1|DELE
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC108013770|XP_016935219.2|DSUZ	LOC108142467|XP_017121837.1|DELE
OG0001402	LOC108013768|XP_016935217.1|DSUZ	LOC108142863|XP_017122425.1|DELE
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC108143719|XP_017123744.1|DELE
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC108135505|XP_017111738.1|DELE
OG0001408	LOC108017841|XP_016940485.1|DSUZ	LOC108141275|XP_017120030.1|DELE
OG0001411	LOC108007268|XP_016926395.2|DSUZ	LOC108139364|XP_017117579.1|DELE
OG0001412	LOC108020134|XP_036668758.1|DSUZ	LOC108150491|XP_017134189.1|DELE
OG0001412	LOC108014299|XP_016935855.1|DSUZ	LOC108138204|XP_017115812.1|DELE
OG0001413	LOC108008227|XP_016927507.2|DSUZ	LOC108144214|XP_017124377.1|DELE
OG0001413	LOC108008828|XP_016928225.1|DSUZ	LOC108144248|XP_017124416.1|DELE
OG0001414	LOC108008191|XP_036668946.1|DSUZ	LOC108147031|XP_017128777.1|DELE, LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE
OG0001415	LOC108009398|XP_016929207.1|DSUZ	LOC108144131|XP_017124264.1|DELE
OG0001416	LOC108020957|XP_016944889.1|DSUZ	LOC108135188|XP_017111298.1|DELE
OG0001416	LOC108012725|XP_016933646.1|DSUZ	LOC108145940|XP_017127137.1|DELE
OG0001417	LOC108018955|XP_016942047.1|DSUZ	LOC108136394|XP_017112993.1|DELE
OG0001417	LOC108018856|XP_016941934.2|DSUZ	LOC108136663|XP_017113476.1|DELE
OG0001418	LOC108012711|XP_016933629.1|DSUZ	LOC108150138|XP_017133595.1|DELE
OG0001418	LOC108012563|XP_016933467.2|DSUZ	LOC108150378|XP_017134006.1|DELE
OG0001419	LOC108011231|XP_016931827.1|DSUZ	LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE
OG0001420	LOC108012195|XP_036673170.1|DSUZ	LOC108148928|XP_017131733.1|DELE
OG0001421	LOC108016510|XP_016938673.2|DSUZ	LOC108140596|XP_017118992.1|DELE
OG0001421	LOC108016905|XP_016939692.1|DSUZ, LOC108021141|XP_016945193.1|DSUZ	LOC108148002|XP_017130319.1|DELE
OG0001422	LOC108012658|XP_016933574.1|DSUZ	LOC108145737|XP_017126788.1|DELE
OG0001422	LOC108013620|XP_016935053.1|DSUZ	LOC108146516|XP_017128041.1|DELE
OG0001423	LOC108007000|XP_036673417.1|DSUZ	LOC108140409|XP_017118614.1|DELE
OG0001424	LOC108010251|XP_016930593.1|DSUZ	LOC108147133|XP_017128916.1|DELE
OG0001424	LOC118877966|XP_036674694.1|DSUZ	LOC108144842|XP_017125471.1|DELE
OG0001424	LOC118877600|XP_036672805.1|DSUZ	LOC108147141|XP_017128923.1|DELE
OG0001425	LOC108017833|XP_016940475.1|DSUZ	LOC108139122|XP_017117227.1|DELE
OG0001426	LOC108020917|XP_016944826.1|DSUZ	LOC108148062|XP_017130404.1|DELE
OG0001426	LOC108018851|XP_016941929.1|DSUZ	LOC108136371|XP_017112973.1|DELE
OG0001427	LOC108019770|XP_016943224.2|DSUZ	LOC108145424|XP_017126322.1|DELE
OG0001427	LOC108009304|XP_016929047.1|DSUZ	LOC108138688|XP_017116524.1|DELE
OG0001428	LOC108012751|XP_016933673.2|DSUZ	LOC108143188|XP_017122927.1|DELE
OG0001428	LOC118876897|XP_036668891.1|DSUZ	LOC108150151|XP_017133607.1|DELE
OG0001428	LOC108010506|XP_016930870.2|DSUZ, LOC108010502|XP_016930864.1|DSUZ, LOC118877336|XP_036671562.1|DSUZ	LOC108135476|XP_017111707.1|DELE
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC108139299|XP_017117486.1|DELE
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC108139217|XP_017117358.1|DELE
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC108136385|XP_017112986.1|DELE
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC108136492|XP_017113199.1|DELE
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC108137400|XP_017114548.1|DELE
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC108135911|XP_017112323.1|DELE
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC108145440|XP_017126356.1|DELE
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC108137167|XP_017114227.1|DELE
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC108149529|XP_017132650.1|DELE
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC108148766|XP_017131458.1|DELE
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC108140772|XP_017119249.1|DELE
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC108137079|XP_017114093.1|DELE
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC108147737|XP_017129957.1|DELE
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC108135189|XP_017111299.1|DELE
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC108148654|XP_017131274.1|DELE
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC108143990|XP_017124094.1|DELE
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC108141231|XP_017119975.1|DELE
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC108148679|XP_017131310.1|DELE
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC108140665|XP_017119096.1|DELE
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC108148784|XP_017131488.1|DELE
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC108141512|XP_017120430.1|DELE
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC108141588|XP_017120525.1|DELE
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC108147343|XP_017129259.1|DELE
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC108145442|XP_017126359.1|DELE
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC108142749|XP_017122264.1|DELE
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC108148334|XP_017130825.1|DELE
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC108146754|XP_017128373.1|DELE
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC108135007|XP_017111030.1|DELE
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC108144984|XP_017125626.1|DELE
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC108149686|XP_017132940.1|DELE
OG0001459	LOC108012504|XP_036671988.1|DSUZ	LOC108142652|XP_017122142.1|DELE
OG0001460	LOC108017918|XP_016940577.1|DSUZ	LOC108149611|XP_017132809.1|DELE
OG0001461	LOC108015345|XP_016937242.1|DSUZ	LOC108134901|XP_017110896.1|DELE
OG0001462	LOC108007143|XP_016926235.1|DSUZ	LOC108146074|XP_017127379.1|DELE
OG0001463	LOC108012130|XP_036674286.1|DSUZ	LOC108148810|XP_017131532.1|DELE
OG0001464	LOC108016783|XP_016939040.2|DSUZ	LOC108136290|XP_017112865.1|DELE
OG0001465	LOC108008445|XP_016927785.1|DSUZ	LOC108143606|XP_017123618.1|DELE
OG0001466	LOC108014293|XP_016935848.1|DSUZ	LOC108138267|XP_017115907.1|DELE
OG0001467	LOC108013349|XP_016934654.1|DSUZ	LOC108134537|XP_017110373.1|DELE
OG0001468	LOC108012424|XP_016933275.1|DSUZ	LOC108142839|XP_017122394.1|DELE
OG0001469	LOC108009341|XP_016929116.1|DSUZ	LOC108149754|XP_017133054.1|DELE
OG0001470	LOC108018336|XP_036671749.1|DSUZ	LOC108142853|XP_017122410.1|DELE
OG0001471	LOC108012893|XP_036670305.1|DSUZ	LOC108145847|XP_017126955.1|DELE
OG0001472	LOC108005629|XP_016924428.1|DSUZ	LOC108146700|XP_017128253.1|DELE
OG0001473	LOC108011617|XP_036673670.1|DSUZ	LOC108141022|XP_017119592.1|DELE
OG0001474	LOC108004756|XP_016923282.1|DSUZ	LOC108141073|XP_017119727.1|DELE
OG0001475	LOC108009554|XP_016929500.1|DSUZ	LOC108141417|XP_017120278.1|DELE
OG0001476	LOC108010464|XP_016930822.1|DSUZ	LOC108136582|XP_017113383.1|DELE
OG0001477	LOC118878112|XP_036675425.1|DSUZ	LOC108148863|XP_017131652.1|DELE
OG0001478	LOC108020920|XP_016944834.1|DSUZ	LOC108137845|XP_017115259.1|DELE
OG0001479	LOC108016619|XP_016938802.1|DSUZ	LOC108137711|XP_017115083.1|DELE
OG0001480	LOC108020889|XP_016944790.1|DSUZ	LOC108137842|XP_017115257.1|DELE
OG0001481	LOC118879765|XP_036678618.1|DSUZ	LOC108141815|XP_017120880.1|DELE
OG0001482	LOC108008991|XP_016928423.1|DSUZ	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE
OG0001483	LOC108010874|XP_016931345.1|DSUZ	LOC108136485|XP_017113192.1|DELE
OG0001484	LOC108009156|XP_016928755.1|DSUZ	LOC108134680|XP_017110567.1|DELE
OG0001485	LOC108020703|XP_016944560.2|DSUZ	LOC108146389|XP_017127872.1|DELE
OG0001486	LOC108011931|XP_036678620.1|DSUZ	LOC108138611|XP_017116390.1|DELE
OG0001486	LOC108019208|XP_016942491.1|DSUZ	LOC108138913|XP_017116960.1|DELE
OG0001487	LOC108013786|XP_036677298.1|DSUZ	LOC108134647|XP_017110529.1|DELE
OG0001488	LOC108019645|XP_016943018.1|DSUZ	LOC108149044|XP_017131877.1|DELE
OG0001489	LOC108016094|XP_016938184.1|DSUZ	LOC108138728|XP_017116583.1|DELE
OG0001490	LOC108008423|XP_016927763.1|DSUZ	LOC108147826|XP_017130069.1|DELE
OG0001491	LOC108015141|XP_016936904.1|DSUZ	LOC108147914|XP_017130166.1|DELE
OG0001492	LOC108012831|XP_016933784.1|DSUZ	LOC108150693|XP_017134443.1|DELE
OG0001493	LOC108015149|XP_016936911.1|DSUZ	LOC108134915|XP_017110917.1|DELE
OG0001495	LOC108019715|XP_016943103.1|DSUZ	LOC108145466|XP_017126405.1|DELE
OG0001496	LOC108004706|XP_016923208.1|DSUZ	LOC108138531|XP_017116282.1|DELE
OG0001497	LOC108008322|XP_016927630.1|DSUZ	LOC108143591|XP_017123601.1|DELE
OG0001498	LOC108017094|XP_036675083.1|DSUZ	LOC108141201|XP_017119935.1|DELE
OG0001500	LOC108018223|XP_016941231.1|DSUZ	LOC108141596|XP_017120532.1|DELE
OG0001501	LOC108007333|XP_016926471.2|DSUZ	LOC108135095|XP_017111157.1|DELE
OG0001502	LOC108009719|XP_016929771.1|DSUZ	LOC108144564|XP_017125039.1|DELE
OG0001503	LOC108018189|XP_016941186.1|DSUZ	LOC108149657|XP_017132888.1|DELE
OG0001504	LOC108016545|XP_036676686.1|DSUZ	LOC108137576|XP_017114792.1|DELE
OG0001505	LOC108009037|XP_016928500.2|DSUZ	LOC108144159|XP_017124292.1|DELE
OG0001506	LOC108019888|XP_016943455.1|DSUZ	LOC108143448|XP_017123368.1|DELE
OG0001507	LOC108009587|XP_016929546.1|DSUZ	LOC108143675|XP_017123675.1|DELE
OG0001508	LOC108018167|XP_016941148.1|DSUZ	LOC108144979|XP_017125619.1|DELE
OG0001509	LOC108010331|XP_036669432.1|DSUZ	LOC108141664|XP_017120627.1|DELE
OG0001510	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ	LOC108148269|XP_017130716.1|DELE
OG0001511	LOC108010164|XP_016930494.1|DSUZ	LOC108141361|XP_017120171.1|DELE
OG0001512	LOC108005763|XP_016924580.2|DSUZ	LOC108142877|XP_017122440.1|DELE
OG0001513	LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ	LOC108134672|XP_017110558.1|DELE
OG0001515	LOC108021154|XP_016945217.1|DSUZ	LOC108138782|XP_017116746.1|DELE
OG0001515	LOC108015028|XP_016936747.1|DSUZ	LOC108137250|XP_017114322.1|DELE
OG0001516	LOC108017233|XP_016939718.2|DSUZ	LOC108148492|XP_017131016.1|DELE
OG0001516	LOC108017260|XP_016939758.2|DSUZ	LOC108148493|XP_017131017.1|DELE
OG0001517	LOC108013871|XP_016935366.2|DSUZ	LOC108147120|XP_017128901.1|DELE
OG0001518	LOC108015402|XP_016937311.1|DSUZ	LOC108136639|XP_017113447.1|DELE
OG0001519	LOC108007941|XP_036674904.1|DSUZ	LOC108141249|XP_017119994.1|DELE
OG0001520	LOC108014368|XP_016935948.1|DSUZ	LOC108148238|XP_017130643.1|DELE
OG0001520	LOC108014350|XP_016935923.2|DSUZ	LOC108148318|XP_017130797.1|DELE
OG0001521	LOC108020376|XP_036668628.1|DSUZ	LOC108138858|XP_017116867.1|DELE
OG0001522	LOC108010425|XP_016930773.1|DSUZ	LOC108150076|XP_017133527.1|DELE
OG0001523	LOC108008797|XP_016928183.2|DSUZ, LOC108008469|XP_016927813.1|DSUZ	LOC108149134|XP_017132029.1|DELE, LOC108149139|XP_017132034.1|DELE
OG0001524	LOC108008978|XP_016928410.1|DSUZ	LOC108144126|XP_017124258.1|DELE
OG0001525	LOC108011107|XP_016931668.1|DSUZ	LOC108141118|XP_017119825.1|DELE
OG0001526	LOC108006296|XP_016925245.1|DSUZ	LOC108148125|XP_017130464.1|DELE
OG0001526	LOC108006292|XP_016925241.1|DSUZ	LOC108148169|XP_017130558.1|DELE
OG0001527	LOC108015082|XP_016936811.1|DSUZ	LOC108137239|XP_017114308.1|DELE
OG0001529	LOC108016719|XP_016938935.1|DSUZ	LOC108149916|XP_017133318.1|DELE
OG0001530	LOC108012692|XP_016933612.1|DSUZ	LOC108141774|XP_017120765.1|DELE
OG0001531	LOC108017858|XP_016940501.1|DSUZ	LOC108150384|XP_017134011.1|DELE
OG0001534	LOC108014978|XP_036676878.1|DSUZ	LOC108138497|XP_017116191.1|DELE
OG0001535	LOC108015333|XP_016937224.2|DSUZ	LOC108144673|XP_017125224.1|DELE
OG0001536	LOC108016802|XP_016939067.1|DSUZ	LOC108142446|XP_017121799.1|DELE
OG0001537	LOC108005851|XP_016924712.1|DSUZ	LOC108137828|XP_017115242.1|DELE
OG0001538	LOC108005350|XP_016924078.1|DSUZ	LOC108136228|XP_017112739.1|DELE
OG0001539	LOC108009678|XP_016929703.1|DSUZ	LOC108143420|XP_017123313.1|DELE
OG0001540	LOC108021496|XP_016945728.1|DSUZ	LOC108134728|XP_017110621.1|DELE
OG0001541	LOC108007684|XP_016926896.1|DSUZ	LOC108143259|XP_017123059.1|DELE
OG0001542	LOC108018279|XP_036674293.1|DSUZ	LOC108148333|XP_017130819.1|DELE
OG0001543	LOC108005238|XP_016923920.2|DSUZ	LOC108147639|XP_017129783.1|DELE
OG0001544	LOC108019196|XP_016942465.1|DSUZ	LOC108136521|XP_017113275.1|DELE
OG0001545	LOC108011212|XP_016931794.2|DSUZ	LOC108140936|XP_017119493.1|DELE
OG0001546	LOC108011227|XP_016931815.1|DSUZ	LOC108140923|XP_017119475.1|DELE
OG0001547	LOC108018889|XP_036675711.1|DSUZ	LOC108135885|XP_017112279.1|DELE
OG0001548	LOC108011159|XP_016931735.1|DSUZ	LOC108137715|XP_017115087.1|DELE
OG0001549	LOC108014236|XP_036668807.1|DSUZ	LOC108150462|XP_017134133.1|DELE
OG0001550	LOC108006796|XP_016925833.1|DSUZ, LOC108012054|XP_016932823.1|DSUZ	LOC108140713|XP_017119164.1|DELE
OG0001551	LOC108005602|XP_036673034.1|DSUZ	LOC108148628|XP_017131229.1|DELE
OG0001552	LOC108006964|XP_036672958.1|DSUZ	LOC108143071|XP_017122773.1|DELE
OG0001553	LOC108018988|XP_016942083.1|DSUZ	LOC108135937|XP_017112374.1|DELE
OG0001554	LOC108018744|XP_036674381.1|DSUZ	LOC108135866|XP_017112257.1|DELE
OG0001555	LOC108005161|XP_016923827.1|DSUZ	LOC108139048|XP_017117155.1|DELE
OG0001556	LOC108018220|XP_016941228.1|DSUZ	LOC108137982|XP_017115442.1|DELE
OG0001557	LOC108005434|XP_016924207.1|DSUZ	LOC108137708|XP_017115077.1|DELE
OG0001558	LOC108019154|XP_016942392.1|DSUZ	LOC108134884|XP_017110870.1|DELE
OG0001559	LOC108020667|XP_036673347.1|DSUZ	LOC108136943|XP_017113910.1|DELE
OG0001560	LOC118876773|XP_036675224.1|DSUZ	LOC108141091|XP_017119779.1|DELE
OG0001561	LOC108020826|XP_016944698.1|DSUZ	LOC108140752|XP_017119219.1|DELE
OG0001562	LOC108009762|XP_016929879.1|DSUZ	LOC108135225|XP_017111343.1|DELE
OG0001563	LOC118879349|XP_036678094.1|DSUZ, LOC118879419|XP_036678185.1|DSUZ	LOC108146894|XP_017128626.1|DELE
OG0001564	LOC108016188|XP_036673148.1|DSUZ	LOC108143846|XP_017123887.1|DELE
OG0001565	LOC108018471|XP_036673194.1|DSUZ	LOC108143871|XP_017123927.1|DELE
OG0001566	LOC108020101|XP_016943690.2|DSUZ	LOC108140401|XP_017118599.1|DELE
OG0001567	LOC118876905|XP_036668954.1|DSUZ, LOC108008177|XP_016927457.2|DSUZ, LOC118876896|XP_036668889.1|DSUZ	LOC108144854|XP_017125490.1|DELE
OG0001568	LOC108010878|XP_036675480.1|DSUZ, LOC108017459|XP_036674133.1|DSUZ	LOC108139165|XP_017117269.1|DELE
OG0001569	LOC118877608|XP_036672835.1|DSUZ, LOC108015631|XP_036674698.1|DSUZ	LOC108139346|XP_017117559.1|DELE
OG0001570	LOC108018306|XP_016941333.2|DSUZ, LOC108018309|XP_016941336.2|DSUZ	LOC108135327|XP_017111508.1|DELE
OG0001571	LOC108021264|XP_016945378.1|DSUZ	LOC108141685|XP_017120653.1|DELE
OG0001572	LOC108006270|XP_016925208.1|DSUZ	LOC108141627|XP_017120585.1|DELE
OG0001573	LOC108010949|XP_036671242.1|DSUZ	LOC108145946|XP_017127143.1|DELE
OG0001574	LOC108016986|XP_016939422.1|DSUZ	LOC108137200|XP_017114278.1|DELE
OG0001575	LOC108004858|XP_036673398.1|DSUZ	LOC108136771|XP_017113621.1|DELE
OG0001576	LOC108006041|XP_016924974.2|DSUZ	LOC108137030|XP_017114019.1|DELE
OG0001577	LOC108015502|XP_016937447.2|DSUZ	LOC108148787|XP_017131492.1|DELE
OG0001578	LOC108018246|XP_016941262.1|DSUZ	LOC108139075|XP_017117191.1|DELE
OG0001579	LOC108013717|XP_036676727.1|DSUZ	LOC108137653|XP_017114973.1|DELE
OG0001580	LOC108009676|XP_016929700.1|DSUZ	LOC108143538|XP_017123523.1|DELE
OG0001581	LOC108015286|XP_016937148.1|DSUZ	LOC108137269|XP_017114352.1|DELE
OG0001581	LOC118876782|XP_036678628.1|DSUZ	LOC108137728|XP_017115115.1|DELE
OG0001582	LOC108008358|XP_016927680.1|DSUZ	LOC108144871|XP_017125511.1|DELE
OG0001583	LOC108009929|XP_016930159.1|DSUZ	LOC108149935|XP_017133340.1|DELE
OG0001584	LOC108012532|XP_016933434.1|DSUZ	LOC108146376|XP_017127855.1|DELE
OG0001585	LOC108005321|XP_016924024.1|DSUZ	LOC108137659|XP_017114982.1|DELE
OG0001586	LOC108005756|XP_036672068.1|DSUZ	LOC108142782|XP_017122316.1|DELE
OG0001587	LOC108005663|XP_016924473.1|DSUZ	LOC108137603|XP_017114863.1|DELE
OG0001588	LOC108018211|XP_016941218.1|DSUZ	LOC108149671|XP_017132906.1|DELE
OG0001589	LOC108017186|XP_016939668.2|DSUZ	LOC108134957|XP_017110968.1|DELE
OG0001589	LOC108019293|XP_036677307.1|DSUZ, LOC108019294|XP_016942599.1|DSUZ	LOC108138319|XP_017115972.1|DELE
OG0001590	LOC108009301|XP_016929037.1|DSUZ	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE
OG0001591	LOC108007242|XP_016926368.1|DSUZ	LOC108148910|XP_017131715.1|DELE
OG0001592	LOC108014269|XP_016935802.2|DSUZ	LOC108138098|XP_017115573.1|DELE
OG0001593	LOC108014304|XP_016935862.1|DSUZ	LOC108138125|XP_017115647.1|DELE
OG0001594	LOC108004729|XP_016923416.2|DSUZ	LOC108138629|XP_017116405.1|DELE
OG0001595	LOC108010101|XP_016930412.1|DSUZ	LOC108144692|XP_017125253.1|DELE
OG0001596	LOC108021128|XP_016945174.1|DSUZ	LOC108138922|XP_017116978.1|DELE
OG0001597	LOC108020597|XP_036677861.1|DSUZ, LOC108020596|XP_036677870.1|DSUZ	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE
OG0001598	LOC108021153|XP_016945214.1|DSUZ	LOC108138781|XP_017116741.1|DELE
OG0001599	LOC108020696|XP_016944556.1|DSUZ	LOC108150721|XP_017134507.1|DELE
OG0001600	LOC108020781|XP_016944652.1|DSUZ	LOC108138823|XP_017116811.1|DELE
OG0001601	LOC118878449|XP_036677333.1|DSUZ, LOC118878442|XP_036677322.1|DSUZ, LOC108011905|XP_016932645.1|DSUZ, LOC118878455|XP_036677341.1|DSUZ, LOC118878458|XP_036677347.1|DSUZ, LOC118878453|XP_036677336.1|DSUZ, LOC108015711|XP_036677344.1|DSUZ, LOC118878450|XP_036677334.1|DSUZ	LOC108148223|XP_017130631.1|DELE
OG0001602	LOC108006411|XP_016925425.1|DSUZ	LOC108142093|XP_017121277.1|DELE
OG0001603	LOC108007834|XP_016927090.1|DSUZ	LOC108141696|XP_017120668.1|DELE
OG0001604	LOC108015153|XP_036676507.1|DSUZ	LOC108141059|XP_017119702.1|DELE
OG0001605	LOC108019616|XP_016942985.1|DSUZ	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE
OG0001606	LOC108011185|XP_016931764.1|DSUZ	LOC108149206|XP_017132123.1|DELE
OG0001607	LOC108014699|XP_016936363.1|DSUZ	LOC108150427|XP_017134074.1|DELE
OG0001608	LOC108021228|XP_016945318.1|DSUZ	LOC108135282|XP_017111452.1|DELE
OG0001609	LOC108017686|XP_036670118.1|DSUZ	LOC108144230|XP_017124396.1|DELE
OG0001610	LOC108021336|XP_016945503.1|DSUZ	LOC108138978|XP_017117051.1|DELE
OG0001611	LOC108021298|XP_016945437.1|DSUZ	LOC108141918|XP_017121031.1|DELE
OG0001612	LOC108009894|XP_016930106.1|DSUZ	LOC108149243|XP_017132168.1|DELE
OG0001613	LOC108021832|XP_016946129.1|DSUZ	LOC108142070|XP_017121245.1|DELE
OG0001614	LOC108010281|XP_016930640.1|DSUZ	LOC108145527|XP_017126505.1|DELE
OG0001615	LOC108015917|XP_016937978.1|DSUZ	LOC108149200|XP_017132114.1|DELE
OG0001616	LOC108021246|XP_016945348.1|DSUZ	LOC108138291|XP_017115935.1|DELE
OG0001617	LOC108019495|XP_016942821.1|DSUZ	LOC108138813|XP_017116796.1|DELE
OG0001618	LOC108009790|XP_016929942.1|DSUZ	LOC108141749|XP_017120733.1|DELE
OG0001619	LOC108021157|XP_016945224.1|DSUZ	LOC108141933|XP_017121059.1|DELE
OG0001620	LOC108008313|XP_016927620.1|DSUZ	LOC108141529|XP_017120451.1|DELE
OG0001621	LOC108008774|XP_016928161.1|DSUZ	LOC108141299|XP_017120053.1|DELE
OG0001622	LOC108016877|XP_016939253.1|DSUZ	LOC108136455|XP_017113126.1|DELE
OG0001623	LOC108020749|XP_016944618.1|DSUZ	LOC108137838|XP_017115253.1|DELE
OG0001624	LOC108019112|XP_016942328.1|DSUZ	LOC108135299|XP_017111473.1|DELE
OG0001625	LOC108015497|XP_016937444.1|DSUZ	LOC108135244|XP_017111396.1|DELE
OG0001626	LOC108011934|XP_016932671.1|DSUZ	LOC108147811|XP_017130043.1|DELE
