Orthogroup	DSUZ.longest_only	AALB.longest_only
OG0001733	LOC108009239|XP_016928896.1|DSUZ	LOC118463168|XP_035785455.1|AALB
OG0001734	LOC108008459|XP_016927802.1|DSUZ	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB
OG0001735	LOC108013249|XP_016934485.1|DSUZ	LOC118464676|XP_035788087.1|AALB
OG0001736	LOC108017808|XP_016940444.1|DSUZ	LOC118464472|XP_035787774.1|AALB
OG0001737	LOC108009452|XP_016929309.1|DSUZ	LOC118467076|XP_035793005.1|AALB
OG0001738	LOC108012390|XP_016933237.1|DSUZ	LOC118467899|XP_035794711.1|AALB
OG0001739	LOC118879721|XP_036678521.1|DSUZ, LOC118879722|XP_036678522.1|DSUZ, LOC118879723|XP_036678523.1|DSUZ, LOC108007033|XP_016926128.2|DSUZ	LOC118467179|XP_035793255.1|AALB
OG0001740	LOC108009032|XP_016928494.1|DSUZ	LOC118467871|XP_035794672.1|AALB
OG0001742	LOC108010023|XP_016930311.1|DSUZ	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB
OG0001743	LOC108013539|XP_016934926.1|DSUZ, LOC108015084|XP_016936813.1|DSUZ	LOC118463291|XP_035785666.1|AALB
OG0001744	LOC108017976|XP_036670026.1|DSUZ	LOC118465954|XP_035790576.1|AALB
OG0001745	LOC108009425|XP_036669293.1|DSUZ	LOC118462653|XP_035784405.1|AALB
OG0001746	LOC108012488|XP_016933386.1|DSUZ	LOC118467234|XP_035793385.1|AALB
OG0001747	LOC108009648|XP_016929652.1|DSUZ	LOC118464679|XP_035788090.1|AALB
OG0001748	LOC108013546|XP_016934940.1|DSUZ	LOC118466182|XP_035791066.1|AALB
OG0001749	LOC108010127|XP_016930443.1|DSUZ	LOC118462693|XP_035784510.1|AALB
OG0001750	LOC108010124|XP_016930441.1|DSUZ	LOC118462689|XP_035784499.1|AALB
OG0001751	LOC108013130|XP_016934296.1|DSUZ	LOC118462534|XP_035784182.1|AALB
OG0001752	LOC108011434|XP_036672107.1|DSUZ	LOC118467358|XP_035793650.1|AALB
OG0001753	LOC108011862|XP_036670926.1|DSUZ	LOC118463634|XP_035786248.1|AALB
OG0001754	LOC108019915|XP_016943508.1|DSUZ	LOC118467596|XP_035794166.1|AALB
OG0001755	LOC108011801|XP_036671856.1|DSUZ	LOC118466400|XP_035791556.1|AALB
OG0001756	LOC108009598|XP_016929562.1|DSUZ	LOC118467243|XP_035793403.1|AALB
OG0001757	LOC108018221|XP_016941229.1|DSUZ	LOC118467289|XP_035793496.1|AALB
OG0001758	LOC108012270|XP_036670351.1|DSUZ	LOC118467787|XP_035794522.1|AALB
OG0001759	LOC108009256|XP_016928928.1|DSUZ	LOC118467683|XP_035794347.1|AALB
OG0001760	LOC108008644|XP_016928018.1|DSUZ	LOC118466140|XP_035790985.1|AALB
OG0001761	LOC108009234|XP_016928888.1|DSUZ	LOC118467356|XP_035793647.1|AALB
OG0001762	LOC108021586|XP_016945861.1|DSUZ	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB
OG0001763	LOC108021648|XP_016945949.1|DSUZ	LOC118458029|XP_035776031.1|AALB
OG0001764	LOC118877781|XP_036673738.1|DSUZ	LOC118458934|XP_035777805.1|AALB
OG0001765	LOC108009122|XP_016928699.1|DSUZ	LOC118459878|XP_035779561.1|AALB
OG0001766	LOC108016344|XP_016938469.1|DSUZ	LOC118458956|XP_035777830.1|AALB
OG0001767	LOC108021684|XP_016945995.1|DSUZ	LOC118461641|XP_035783104.1|AALB
OG0001768	LOC108021011|XP_016944983.1|DSUZ	LOC118461019|XP_035781762.1|AALB
OG0001769	LOC108013993|XP_036678661.1|DSUZ	LOC118458855|XP_035777669.1|AALB
OG0001770	LOC108021310|XP_016945453.1|DSUZ	LOC118460106|XP_035780034.1|AALB
OG0001771	LOC108006627|XP_016925648.1|DSUZ	LOC118460109|XP_035780037.1|AALB
OG0001772	LOC108021425|XP_016945626.1|DSUZ	LOC118457976|XP_035775917.1|AALB
OG0001774	LOC108010061|XP_016930363.1|DSUZ	LOC118467738|XP_035794441.1|AALB
OG0001776	LOC108021103|XP_016945121.1|DSUZ	LOC118456899|XP_035773916.1|AALB
OG0001777	LOC108021606|XP_016945891.1|DSUZ	LOC118461661|XP_035783137.1|AALB
OG0001778	LOC108019864|XP_036669390.1|DSUZ	LOC118467223|XP_035793371.1|AALB
OG0001779	LOC108017914|XP_036670472.1|DSUZ	LOC118467877|XP_035794685.1|AALB
OG0001780	LOC108005093|XP_016923757.1|DSUZ	LOC118457366|XP_035774776.1|AALB
OG0001781	LOC108021335|XP_036675125.1|DSUZ	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB
OG0001782	LOC108007252|XP_036677252.1|DSUZ	LOC118459318|XP_035778456.1|AALB
OG0001783	LOC108019145|XP_016942382.1|DSUZ	LOC118457468|XP_035774987.1|AALB
OG0001784	LOC108019590|XP_016942922.1|DSUZ	LOC118457600|XP_035775193.1|AALB
OG0001785	LOC108009072|XP_016928575.1|DSUZ	LOC118459198|XP_035778252.1|AALB
OG0001786	LOC108020984|XP_016944929.1|DSUZ	LOC118457687|XP_035775348.1|AALB
OG0001787	LOC108020904|XP_016944810.1|DSUZ	LOC118461166|XP_035782058.1|AALB
OG0001788	LOC108019620|XP_016942990.1|DSUZ	LOC118459773|XP_035779377.1|AALB
OG0001789	LOC108018050|XP_016940931.2|DSUZ, LOC108008254|XP_036669321.1|DSUZ	LOC118459174|XP_035778213.1|AALB
OG0001790	LOC108006522|XP_016925538.1|DSUZ	LOC118456504|XP_035773225.1|AALB
OG0001791	LOC108008157|XP_036669663.1|DSUZ	LOC118468460|XP_035795140.1|AALB
OG0001792	LOC108021709|XP_016946032.2|DSUZ	LOC118457359|XP_035774764.1|AALB
OG0001793	LOC108009765|XP_016929881.1|DSUZ	LOC118458657|XP_035777239.1|AALB
OG0001794	LOC108019860|XP_016943395.1|DSUZ	LOC118459760|XP_035779350.1|AALB
OG0001795	LOC108015600|XP_016937582.1|DSUZ	LOC118461128|XP_035781973.1|AALB
OG0001797	LOC108020342|XP_036669948.1|DSUZ	LOC118468780|XP_035795864.1|AALB
OG0001798	LOC108008726|XP_016928114.1|DSUZ	LOC118459945|XP_035779716.1|AALB
OG0001799	LOC108014948|XP_036676690.1|DSUZ	LOC118468611|XP_035795503.1|AALB
OG0001800	LOC108021502|XP_016945740.1|DSUZ	LOC118459578|XP_035778999.1|AALB
OG0001801	LOC108013559|XP_016934963.1|DSUZ	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB
OG0001802	LOC108007983|XP_036673002.1|DSUZ	LOC118461528|XP_035782853.1|AALB
OG0001803	LOC118877569|XP_036672685.1|DSUZ, LOC108014874|XP_016936579.1|DSUZ	LOC118457995|XP_035775959.1|AALB
OG0001804	LOC108016277|XP_016938393.1|DSUZ	LOC118469068|XP_035796443.1|AALB
OG0001805	LOC108013197|XP_016934395.1|DSUZ	LOC118459706|XP_035779245.1|AALB
OG0001806	LOC108011514|XP_016932159.2|DSUZ	LOC118459865|XP_035779533.1|AALB
OG0001808	LOC118877950|XP_036674587.1|DSUZ, LOC108010615|XP_036673627.1|DSUZ	LOC118458523|XP_035776993.1|AALB
OG0001809	LOC118878031|XP_036675053.1|DSUZ, LOC108014153|XP_036674969.1|DSUZ	LOC118468963|XP_035796220.1|AALB
OG0001810	LOC108011015|XP_016931530.2|DSUZ	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB
OG0001811	LOC108019929|XP_036670061.1|DSUZ	LOC118457890|XP_035775718.1|AALB
OG0001812	LOC108015188|XP_016936991.1|DSUZ	LOC118461261|XP_035782275.1|AALB
OG0001814	LOC108016093|XP_016938179.2|DSUZ	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB
OG0001815	LOC108006734|XP_016925767.1|DSUZ	LOC118456700|XP_035773600.1|AALB
OG0001816	LOC108019626|XP_016942997.1|DSUZ	LOC118466383|XP_035791508.1|AALB
OG0001817	LOC108009274|XP_016928978.1|DSUZ	LOC118467216|XP_035793353.1|AALB
OG0001818	LOC108021792|XP_016946084.2|DSUZ	LOC118464318|XP_035787507.1|AALB
OG0001819	LOC108009608|XP_016929583.1|DSUZ	LOC118462873|XP_035784827.1|AALB
OG0001820	LOC108004696|XP_016923196.1|DSUZ	LOC118465556|XP_035789793.1|AALB
OG0001821	LOC108008588|XP_016927956.1|DSUZ	LOC118465215|XP_035789099.1|AALB
OG0001822	LOC108008449|XP_016927792.1|DSUZ	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB
OG0001823	LOC108013936|XP_016935435.1|DSUZ	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB
OG0001824	LOC108021789|XP_016946085.1|DSUZ	LOC118464185|XP_035787228.1|AALB
OG0001825	LOC108009181|XP_036669128.1|DSUZ	LOC118463584|XP_035786117.1|AALB
OG0001826	LOC108008401|XP_016927735.1|DSUZ	LOC118464758|XP_035788270.1|AALB
OG0001827	LOC108009117|XP_016928680.1|DSUZ	LOC118467103|XP_035793050.1|AALB
OG0001828	LOC108004678|XP_016923155.1|DSUZ	LOC118467531|XP_035793992.1|AALB
OG0001829	LOC108008506|XP_016927861.1|DSUZ	LOC118463602|XP_035786157.1|AALB
OG0001830	LOC108008460|XP_016927803.1|DSUZ	LOC118465675|XP_035789998.1|AALB
OG0001831	LOC108018642|XP_036671334.1|DSUZ	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB
OG0001832	LOC108021815|XP_016946107.1|DSUZ	LOC118466066|XP_035790822.1|AALB
OG0001833	LOC108017805|XP_016940441.1|DSUZ	LOC118464943|XP_035788623.1|AALB
OG0001834	LOC108007646|XP_016926857.1|DSUZ	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB
OG0001848	LOC108020211|XP_036677710.1|DSUZ, LOC108019457|XP_036677826.1|DSUZ, LOC108005580|XP_016924370.1|DSUZ	LOC118465206|XP_035789090.1|AALB
OG0001849	LOC108017500|XP_016940045.2|DSUZ	LOC118459869|XP_035779547.1|AALB
OG0001850	LOC108020388|XP_016944141.1|DSUZ	LOC118469022|XP_035796362.1|AALB
OG0001851	LOC108020391|XP_016944144.1|DSUZ	LOC118465447|XP_035789644.1|AALB
OG0001852	LOC108012801|XP_016933726.1|DSUZ	LOC118457849|XP_035775633.1|AALB
OG0001853	LOC108010888|XP_036675307.1|DSUZ	LOC118457756|XP_035775472.1|AALB
OG0001854	LOC108005336|XP_016924056.1|DSUZ	LOC118461080|XP_035781865.1|AALB
OG0001855	LOC108008911|XP_016928307.1|DSUZ	LOC118460223|XP_035780285.1|AALB
OG0001856	LOC108015025|XP_016936743.1|DSUZ	LOC118458941|XP_035777816.1|AALB
OG0001857	LOC108015418|XP_016937337.1|DSUZ	LOC118466146|XP_035791000.1|AALB
OG0001858	LOC108004837|XP_036675970.1|DSUZ	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB
OG0001859	LOC108013840|XP_016935316.1|DSUZ, LOC108011213|XP_036676055.1|DSUZ	LOC118467497|XP_035793941.1|AALB
OG0001860	LOC108007545|XP_036671594.1|DSUZ	LOC118466780|XP_035792400.1|AALB
OG0001861	LOC108005682|XP_016924497.1|DSUZ	LOC118458106|XP_035776175.1|AALB
OG0001862	LOC108015168|XP_016936934.1|DSUZ	LOC118458712|XP_035777348.1|AALB
OG0001863	LOC108015801|XP_016937850.2|DSUZ, LOC108013721|XP_016935150.1|DSUZ	LOC118458321|XP_035776558.1|AALB
OG0001864	LOC108015610|XP_016937588.2|DSUZ, LOC108014530|XP_036673692.1|DSUZ	LOC118463422|XP_035785873.1|AALB
OG0001865	LOC108005380|XP_016924129.1|DSUZ	LOC118463551|XP_035786067.1|AALB
OG0001866	LOC108018462|XP_036673921.1|DSUZ	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB
OG0001867	LOC108004803|XP_036670484.1|DSUZ	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB
OG0001868	LOC108021718|XP_016946044.1|DSUZ	LOC118462697|XP_035784521.1|AALB
OG0001869	LOC118877870|XP_036674088.1|DSUZ, LOC108017428|XP_016939946.2|DSUZ	LOC118462647|XP_035784394.1|AALB
OG0001870	LOC108011136|XP_016931700.1|DSUZ	LOC118461327|XP_035782468.1|AALB
OG0001871	LOC108016787|XP_016939043.1|DSUZ	LOC118460099|XP_035780023.1|AALB
OG0001872	LOC108017240|XP_016939726.1|DSUZ	LOC118458559|XP_035777099.1|AALB
OG0001873	LOC118877827|XP_036673890.1|DSUZ, LOC118878781|XP_036677674.1|DSUZ, LOC108011650|XP_016932331.1|DSUZ	LOC118463298|XP_035785680.1|AALB
OG0001874	LOC108006605|XP_036673214.1|DSUZ	LOC118463238|XP_035785601.1|AALB
OG0001875	LOC108012167|XP_016932952.2|DSUZ	LOC118459269|XP_035778393.1|AALB
OG0001876	LOC108018985|XP_016942081.1|DSUZ	LOC118456712|XP_035773640.1|AALB
OG0001877	LOC108018954|XP_016942046.1|DSUZ	LOC118460019|XP_035779843.1|AALB
OG0001878	LOC108018300|XP_016941323.1|DSUZ	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB
OG0001879	LOC108006626|XP_036673368.1|DSUZ	LOC118461633|XP_035783092.1|AALB
OG0001880	LOC108014144|XP_016935664.1|DSUZ	LOC118459503|XP_035778821.1|AALB
OG0001881	LOC118877567|XP_036672679.1|DSUZ, LOC108016062|XP_036675196.1|DSUZ	LOC118458748|XP_035777419.1|AALB
OG0001882	LOC108016130|XP_036675262.1|DSUZ	LOC118460923|XP_035781570.1|AALB
OG0001883	LOC108011026|XP_036674008.1|DSUZ	LOC118458159|XP_035776249.1|AALB
OG0001884	LOC118877794|XP_036673771.1|DSUZ, LOC118878545|XP_036677454.1|DSUZ, LOC108019427|XP_036674074.1|DSUZ	LOC118457820|XP_035775588.1|AALB
OG0001885	LOC108006966|XP_016926064.1|DSUZ	LOC118466364|XP_035791443.1|AALB
OG0001886	LOC108015849|XP_016937906.2|DSUZ	LOC118462034|XP_035783901.1|AALB
OG0001887	LOC108010221|XP_016930554.1|DSUZ	LOC118460313|XP_035780415.1|AALB
OG0001888	LOC118878055|XP_036675131.1|DSUZ	LOC118457191|XP_035774433.1|AALB
OG0001889	LOC108015002|XP_016936717.1|DSUZ	LOC118460534|XP_035780813.1|AALB
OG0001890	LOC108005798|XP_016924617.1|DSUZ	LOC118461638|XP_035783101.1|AALB
OG0001891	LOC108018288|XP_036674176.1|DSUZ	LOC118461558|XP_035782905.1|AALB
OG0001892	LOC108017050|XP_016939497.1|DSUZ	LOC118458094|XP_035776149.1|AALB
OG0001893	LOC108020150|XP_016943740.1|DSUZ	LOC118457921|XP_035775815.1|AALB
OG0001894	LOC108010228|XP_016930562.1|DSUZ	LOC118457092|XP_035774273.1|AALB
OG0001895	LOC108020392|XP_016944150.1|DSUZ	LOC118460144|XP_035780126.1|AALB
OG0001896	LOC118876784|XP_036677642.1|DSUZ	LOC118468567|XP_035795386.1|AALB
OG0001897	LOC108013927|XP_036674047.1|DSUZ	LOC118461457|XP_035782679.1|AALB
OG0001898	LOC108005362|XP_016924101.1|DSUZ	LOC118459352|XP_035778529.1|AALB
OG0001899	LOC108014436|XP_036672903.1|DSUZ	LOC118457755|XP_035775464.1|AALB
OG0001900	LOC108010668|XP_016931057.1|DSUZ	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB
OG0001901	LOC108017378|XP_036668794.1|DSUZ	LOC118459615|XP_035779065.1|AALB
OG0001902	LOC108019962|XP_036678211.1|DSUZ	LOC118460310|XP_035780406.1|AALB
OG0001903	LOC108011656|XP_016932340.1|DSUZ	LOC118468926|XP_035796130.1|AALB
OG0001904	LOC108017494|XP_016940034.2|DSUZ	LOC118461183|XP_035782104.1|AALB
OG0001905	LOC108004570|XP_016922996.1|DSUZ	LOC118459505|XP_035778824.1|AALB
OG0001906	LOC108018359|XP_036672811.1|DSUZ	LOC118457003|XP_035774120.1|AALB
OG0001907	LOC108006341|XP_036676362.1|DSUZ	LOC118468772|XP_035795844.1|AALB
OG0001908	LOC108013869|XP_016935361.2|DSUZ	LOC118460422|XP_035780606.1|AALB
OG0001909	LOC108014973|XP_016936682.2|DSUZ	LOC118458057|XP_035776081.1|AALB
OG0001910	LOC108013937|XP_016935436.1|DSUZ	LOC118465922|XP_035790514.1|AALB
OG0001911	LOC108006994|XP_036673727.1|DSUZ	LOC118468826|XP_035795950.1|AALB
OG0001912	LOC108008510|XP_016927866.1|DSUZ	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB
OG0001913	LOC108005994|XP_016924930.1|DSUZ	LOC118464510|XP_035787839.1|AALB
OG0001914	LOC108020604|XP_036673392.1|DSUZ	LOC118458576|XP_035777117.1|AALB
OG0001915	LOC108013597|XP_016935020.1|DSUZ	LOC118466116|XP_035790946.1|AALB
OG0001916	LOC108018110|XP_016941025.1|DSUZ	LOC118464648|XP_035788005.1|AALB
OG0001917	LOC108006811|XP_036672328.1|DSUZ	LOC118465717|XP_035790046.1|AALB
OG0001918	LOC108020207|XP_036670773.1|DSUZ	LOC118462993|XP_035785112.1|AALB
OG0001919	LOC108018227|XP_016941235.1|DSUZ	LOC118466690|XP_035792213.1|AALB
OG0001920	LOC108013032|XP_036670242.1|DSUZ	LOC118466682|XP_035792196.1|AALB
OG0001921	LOC108019635|XP_016943007.1|DSUZ	LOC118462989|XP_035785095.1|AALB
OG0001922	LOC108008350|XP_016927668.1|DSUZ	LOC118465947|XP_035790567.1|AALB
OG0001924	LOC118878514|XP_036677409.1|DSUZ, LOC108011184|XP_016931763.2|DSUZ	LOC118463191|XP_035785514.1|AALB
OG0001926	LOC108012359|XP_036670724.1|DSUZ	LOC118463886|XP_035786703.1|AALB
OG0001927	LOC108008314|XP_016927621.1|DSUZ	LOC118462460|XP_035784026.1|AALB
OG0001928	LOC108012521|XP_016933422.1|DSUZ	LOC118466784|XP_035792413.1|AALB
OG0001929	LOC108012261|XP_036671924.1|DSUZ	LOC118465196|XP_035789058.1|AALB
OG0001930	LOC108018076|XP_016940966.1|DSUZ	LOC118466113|XP_035790939.1|AALB
OG0001932	LOC108014095|XP_036672182.1|DSUZ	LOC118465335|XP_035789373.1|AALB
OG0001933	LOC108009081|XP_016928622.1|DSUZ	LOC118463843|XP_035786640.1|AALB
OG0001934	LOC108013494|XP_016934866.1|DSUZ	LOC118462699|XP_035784520.1|AALB
OG0001935	LOC108007501|XP_016926673.2|DSUZ	LOC118465905|XP_035790462.1|AALB
OG0001937	LOC108017937|XP_016940645.1|DSUZ	LOC118463769|XP_035786477.1|AALB
OG0001938	LOC108009458|XP_016929317.1|DSUZ	LOC118463036|XP_035785174.1|AALB
OG0001939	LOC118876777|XP_036669173.1|DSUZ	LOC118467120|XP_035793082.1|AALB
OG0001940	LOC108009302|XP_016929038.1|DSUZ	LOC118465234|XP_035789133.1|AALB
OG0001941	LOC108012412|XP_036670295.1|DSUZ	LOC118464487|XP_035787805.1|AALB
OG0001942	LOC108018030|XP_016940888.1|DSUZ	LOC118462917|XP_035784915.1|AALB
OG0001943	LOC108007495|XP_016926666.2|DSUZ	LOC118467090|XP_035793028.1|AALB
OG0001944	LOC108013123|XP_016934288.1|DSUZ	LOC118464839|XP_035788413.1|AALB
OG0001945	LOC108009537|XP_036669077.1|DSUZ	LOC118467171|XP_035793233.1|AALB
OG0001946	LOC108018123|XP_016941051.1|DSUZ	LOC118467876|XP_035794681.1|AALB
OG0001947	LOC108008222|XP_016927502.1|DSUZ	LOC118465373|XP_035789461.1|AALB
OG0001948	LOC108010450|XP_016930802.1|DSUZ	LOC118466945|XP_035792739.1|AALB
OG0001949	LOC108013300|XP_036670975.1|DSUZ	LOC118464673|XP_035788080.1|AALB
OG0001950	LOC108016269|XP_036674885.1|DSUZ	LOC118464269|XP_035787406.1|AALB
OG0001951	LOC108009248|XP_016928914.1|DSUZ	LOC118465238|XP_035789144.1|AALB
OG0001952	LOC108011921|XP_036678285.1|DSUZ	LOC118464710|XP_035788134.1|AALB
OG0001953	LOC108009891|XP_016930098.1|DSUZ	LOC118465210|XP_035789095.1|AALB
OG0001954	LOC108009281|XP_036669371.1|DSUZ	LOC118465792|XP_035790223.1|AALB
OG0001955	LOC108008289|XP_016927589.1|DSUZ	LOC118466131|XP_035790974.1|AALB
OG0001956	LOC108013238|XP_016934463.1|DSUZ	LOC118467350|XP_035793626.1|AALB
OG0001957	LOC108009131|XP_016928723.1|DSUZ	LOC118462580|XP_035784281.1|AALB
OG0001958	LOC108018040|XP_016940916.1|DSUZ	LOC118467524|XP_035793979.1|AALB
OG0001959	LOC108005800|XP_016924619.1|DSUZ	LOC118464785|XP_035788309.1|AALB, LOC118465453|XP_035789620.1|AALB
OG0001960	LOC108012832|XP_016933786.1|DSUZ	LOC118462936|XP_035784947.1|AALB
OG0001961	LOC108010279|XP_016930635.1|DSUZ	LOC118463019|XP_035785144.1|AALB
OG0001962	LOC108010227|XP_016930561.1|DSUZ	LOC118462603|XP_035784325.1|AALB
OG0001963	LOC108006680|XP_016925707.2|DSUZ	LOC118466213|XP_035791129.1|AALB
OG0001964	LOC108005903|XP_016924794.2|DSUZ	LOC118463972|XP_035786867.1|AALB
OG0001966	LOC108017350|XP_016939872.2|DSUZ	LOC118462549|XP_035784208.1|AALB
OG0001967	LOC108008516|XP_016927873.1|DSUZ	LOC118465763|XP_035790164.1|AALB
OG0001968	LOC108012480|XP_036671849.1|DSUZ	LOC118467721|XP_035794416.1|AALB
OG0001970	LOC108009960|XP_016930209.1|DSUZ	LOC118466245|XP_035791190.1|AALB
OG0001971	LOC108017902|XP_016940561.1|DSUZ	LOC118466947|XP_035792741.1|AALB
OG0001972	LOC108017702|XP_016940300.1|DSUZ	LOC118466948|XP_035792742.1|AALB
OG0001973	LOC108008207|XP_036669179.1|DSUZ	LOC118463909|XP_035786739.1|AALB
OG0001974	LOC108009325|XP_016929084.1|DSUZ	LOC118464029|XP_035786981.1|AALB
OG0001975	LOC108012728|XP_016933649.1|DSUZ	LOC118464007|XP_035786948.1|AALB
OG0001976	LOC108008092|XP_016927370.2|DSUZ	LOC118465834|XP_035790321.1|AALB
OG0001978	LOC108021800|XP_016946095.1|DSUZ	LOC118460388|XP_035780554.1|AALB
OG0001979	LOC108019065|XP_016942195.1|DSUZ	LOC118457363|XP_035774773.1|AALB
OG0001980	LOC108004975|XP_016923579.1|DSUZ	LOC118459531|XP_035778883.1|AALB
OG0001981	LOC108021532|XP_016945783.1|DSUZ	LOC118458374|XP_035776666.1|AALB
OG0001982	LOC108020456|XP_036677972.1|DSUZ, LOC118879091|XP_036677968.1|DSUZ, LOC118879092|XP_036677969.1|DSUZ, LOC108012064|XP_016932832.2|DSUZ	LOC118458378|XP_035776677.1|AALB
OG0001983	LOC108018563|XP_036678222.1|DSUZ	LOC118456372|XP_035772949.1|AALB
OG0001984	LOC118878448|XP_036677331.1|DSUZ, LOC118878456|XP_036677343.1|DSUZ, LOC118878454|XP_036677340.1|DSUZ, LOC108011880|XP_036677330.1|DSUZ, LOC118878440|XP_036677318.1|DSUZ	LOC118456830|XP_035773819.1|AALB
OG0001985	LOC108015201|XP_016937019.1|DSUZ	LOC118460403|XP_035780575.1|AALB
OG0001986	LOC108010656|XP_016931047.2|DSUZ	LOC118457311|XP_035774690.1|AALB
OG0001987	LOC108015132|XP_016936884.1|DSUZ	LOC118464150|XP_035787163.1|AALB
OG0001988	LOC108009254|XP_036669689.1|DSUZ	LOC118461200|XP_035782144.1|AALB
OG0001989	LOC108021350|XP_016945522.1|DSUZ	LOC118457447|XP_035774934.1|AALB
OG0001990	LOC108007623|XP_036669657.1|DSUZ	LOC118468625|XP_035795533.1|AALB, LOC118468629|XP_035795536.1|AALB
OG0001991	LOC108016516|XP_036677643.1|DSUZ	LOC118457466|XP_035774979.1|AALB
OG0001992	LOC108019874|XP_036671647.1|DSUZ	LOC118457463|XP_035774972.1|AALB
OG0001993	LOC108021459|XP_016945679.1|DSUZ	LOC118458744|XP_035777414.1|AALB
OG0001994	LOC108007811|XP_036674621.1|DSUZ	LOC118456461|XP_035773130.1|AALB
OG0001995	LOC108021066|XP_016945067.1|DSUZ	LOC118457440|XP_035774923.1|AALB, LOC118457439|XP_035774922.1|AALB
OG0001996	LOC108021379|XP_036676561.1|DSUZ	LOC118457486|XP_035775006.1|AALB
OG0001997	LOC108009198|XP_016928845.1|DSUZ	LOC118468715|XP_035795739.1|AALB
OG0001998	LOC108009194|XP_016928835.1|DSUZ	LOC118467467|XP_035793878.1|AALB
OG0001999	LOC108009896|XP_016930103.1|DSUZ	LOC118456269|XP_035772762.1|AALB
OG0002000	LOC108008228|XP_016927511.1|DSUZ	LOC118458276|XP_035776489.1|AALB
OG0002001	LOC108016511|XP_016938677.1|DSUZ	LOC118460756|XP_035781243.1|AALB
OG0002002	LOC108008411|XP_016927746.1|DSUZ	LOC118457985|XP_035775940.1|AALB
OG0002003	LOC108018956|XP_016942048.1|DSUZ	LOC118456221|XP_035772698.1|AALB
OG0002004	LOC108021451|XP_016945666.1|DSUZ	LOC118459240|XP_035778334.1|AALB
OG0002005	LOC108021005|XP_016944967.1|DSUZ	LOC118460927|XP_035781580.1|AALB
OG0002006	LOC108017753|XP_016940358.1|DSUZ	LOC118457699|XP_035775369.1|AALB
OG0002008	LOC108020374|XP_016944099.1|DSUZ	LOC118458715|XP_035777351.1|AALB
OG0002009	LOC108008515|XP_016927872.1|DSUZ	LOC118459020|XP_035777917.1|AALB
OG0002010	LOC108018899|XP_036678591.1|DSUZ	LOC118461945|XP_035783720.1|AALB
OG0002011	LOC108005823|XP_016924649.1|DSUZ	LOC118459834|XP_035779492.1|AALB
OG0002012	LOC108014981|XP_016936694.1|DSUZ	LOC118458497|XP_035776943.1|AALB
OG0002013	LOC108021672|XP_036678665.1|DSUZ	LOC118457373|XP_035774795.1|AALB
OG0002014	LOC108008355|XP_016927675.1|DSUZ	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB
OG0002015	LOC108005933|XP_016924836.2|DSUZ	LOC118458177|XP_035776278.1|AALB
OG0002016	LOC108018047|XP_016940926.1|DSUZ	LOC118458665|XP_035777255.1|AALB
OG0002017	LOC108021112|XP_016945147.1|DSUZ	LOC118456466|XP_035773138.1|AALB
OG0002018	LOC108019105|XP_016942305.1|DSUZ	LOC118459393|XP_035778589.1|AALB
OG0002019	LOC108018691|XP_016941757.1|DSUZ	LOC118466846|XP_035792570.1|AALB
OG0002020	LOC108005077|XP_016923710.1|DSUZ	LOC118458077|XP_035776125.1|AALB
OG0002021	LOC108009285|XP_016929003.1|DSUZ	LOC118458073|XP_035776119.1|AALB
OG0002022	LOC108021030|XP_016945007.1|DSUZ	LOC118460165|XP_035780165.1|AALB
OG0002023	LOC108014135|XP_036673904.1|DSUZ	LOC118456887|XP_035773901.1|AALB
OG0002024	LOC108017977|XP_016940795.1|DSUZ	LOC118456171|XP_035772608.1|AALB
OG0002025	LOC108019008|XP_036677716.1|DSUZ	LOC118468434|XP_035795090.1|AALB
OG0002026	LOC108007455|XP_016926612.2|DSUZ	LOC118460286|XP_035780368.1|AALB
OG0002027	LOC108008116|XP_036669406.1|DSUZ	LOC118461419|XP_035782605.1|AALB
OG0002028	LOC108009466|XP_016929334.1|DSUZ	LOC118456713|XP_035773641.1|AALB
