Orthogroup	DSUZ.longest_only	DERE.longest_only
OG0002061	LOC108010123|XP_016930440.1|DSUZ	LOC6548115|XP_026836395.1|DERE
OG0002062	LOC108011222|XP_016931809.1|DSUZ	LOC6549952|XP_026837541.1|DERE
OG0002063	LOC108015304|XP_016937171.1|DSUZ	LOC6551594|XP_001978459.1|DERE
OG0002064	LOC108020048|XP_016943633.1|DSUZ	LOC6543638|XP_001971842.1|DERE
OG0002065	LOC108013246|XP_036670730.1|DSUZ	LOC6546286|XP_026832377.1|DERE
OG0002066	LOC108014539|XP_036673416.1|DSUZ	LOC6553151|XP_026831565.1|DERE
OG0002067	LOC108009467|XP_016929336.1|DSUZ	LOC6548010|XP_001976473.1|DERE
OG0002068	LOC108018176|XP_016941164.1|DSUZ	LOC6546635|XP_001974707.1|DERE
OG0002069	LOC118879104|XP_036677980.1|DSUZ, LOC108008004|XP_016927273.2|DSUZ, LOC118879107|XP_036677981.1|DSUZ, LOC118879102|XP_036677979.1|DSUZ	LOC26526230|XP_015015476.1|DERE
OG0002070	LOC108012088|XP_016932853.1|DSUZ	LOC6551927|XP_001980625.1|DERE
OG0002071	LOC108014563|XP_016936203.2|DSUZ	LOC6554142|XP_001981901.1|DERE
OG0002072	LOC108009204|XP_016928854.1|DSUZ	LOC6548778|XP_001975433.1|DERE
OG0002073	LOC108012955|XP_036671686.1|DSUZ	LOC6545900|XP_015013114.1|DERE
OG0002074	LOC108009400|XP_016929208.1|DSUZ	LOC6549033|XP_001975542.1|DERE
OG0002075	LOC108018938|XP_016942023.1|DSUZ	LOC26526052|XP_015015441.1|DERE
OG0002076	LOC108009721|XP_016929776.1|DSUZ	LOC6547356|XP_015012638.1|DERE
OG0002077	LOC108013015|XP_016934092.1|DSUZ	LOC6545496|XP_015013609.1|DERE
OG0002078	LOC108019856|XP_016943388.1|DSUZ	LOC6549270|XP_001975712.2|DERE
OG0002079	LOC108011424|XP_016932038.1|DSUZ	LOC6545790|XP_001973440.1|DERE
OG0002080	LOC108010215|XP_016930547.1|DSUZ	LOC6548274|XP_026837004.1|DERE
OG0002081	LOC108008412|XP_016927747.1|DSUZ	LOC6547775|XP_001976570.1|DERE
OG0002082	LOC108009295|XP_036669694.1|DSUZ	LOC6548500|XP_026835633.1|DERE
OG0002083	LOC108016542|XP_036676840.1|DSUZ	LOC6555599|XP_026838356.1|DERE
OG0002084	LOC108008319|XP_016927625.1|DSUZ	LOC6547763|XP_001976385.1|DERE
OG0002085	LOC108009593|XP_036669454.1|DSUZ	LOC6548244|XP_026835765.1|DERE
OG0002086	LOC108008354|XP_016927673.1|DSUZ	LOC6548200|XP_026837108.1|DERE
OG0002087	LOC108005788|XP_016924607.2|DSUZ	LOC26526062|XP_026833953.1|DERE
OG0002088	LOC108013145|XP_036672228.1|DSUZ	LOC6546054|XP_015014114.2|DERE
OG0002089	LOC108019811|XP_016943311.1|DSUZ	LOC6542321|XP_001970421.1|DERE
OG0002090	LOC108011264|XP_036670757.1|DSUZ	LOC6545372|XP_001972621.1|DERE
OG0002091	LOC108008851|XP_016928245.1|DSUZ	LOC6548291|XP_001976576.2|DERE
OG0002092	LOC108011317|XP_016931913.1|DSUZ	LOC6545401|XP_001973264.1|DERE
OG0002093	LOC108009084|XP_016928629.1|DSUZ	LOC6548174|XP_001975157.2|DERE
OG0002094	LOC108008761|XP_016928148.1|DSUZ	LOC6548207|XP_001976486.1|DERE
OG0002095	LOC108015024|XP_016936742.1|DSUZ	LOC6550416|XP_001977801.1|DERE
OG0002096	LOC108009643|XP_036668903.1|DSUZ	LOC6549535|XP_026837081.1|DERE
OG0002097	LOC108009142|XP_016928735.1|DSUZ	LOC6541760|XP_001969175.2|DERE
OG0002098	LOC108017600|XP_036671317.1|DSUZ	LOC6543924|XP_026833489.1|DERE
OG0002099	LOC108006495|XP_036672986.1|DSUZ	LOC6552909|XP_001980972.1|DERE
OG0002100	LOC108011362|XP_016931961.1|DSUZ	LOC6544345|XP_001973088.3|DERE
OG0002101	LOC108019767|XP_036670204.1|DSUZ	LOC6542090|XP_026834055.1|DERE
OG0002102	LOC108009428|XP_016929248.1|DSUZ	LOC6547599|XP_026836042.1|DERE
OG0002103	LOC108006105|XP_036673031.1|DSUZ	LOC6552917|XP_001980980.1|DERE
OG0002105	LOC108007460|XP_016926621.1|DSUZ	LOC6541001|XP_001968248.1|DERE
OG0002106	LOC118877647|XP_036673114.1|DSUZ, LOC108006503|XP_036672984.1|DSUZ	LOC6552965|XP_026838283.1|DERE
OG0002107	LOC108020886|XP_016944778.1|DSUZ	LOC6542678|XP_001969925.1|DERE
OG0002108	LOC118877945|XP_036674562.1|DSUZ	LOC6552347|XP_026831938.1|DERE
OG0002109	LOC108010803|XP_016931226.2|DSUZ	LOC26526583|XP_015009388.1|DERE
OG0002109	LOC108010768|XP_036675515.1|DSUZ	LOC26526382|XP_015009378.1|DERE
OG0002110	LOC108013364|XP_016935073.2|DSUZ	LOC6542923|XP_001969604.1|DERE
OG0002111	LOC108019237|XP_016942526.1|DSUZ	LOC6542690|XP_001969242.1|DERE
OG0002111	LOC108019032|XP_016942134.1|DSUZ	LOC6542605|XP_001969243.1|DERE
OG0002112	LOC108019138|XP_016942411.1|DSUZ, LOC108012997|XP_016934069.2|DSUZ, LOC108019213|XP_016942534.2|DSUZ	LOC6555987|XP_001982852.1|DERE
OG0002113	LOC108016107|XP_036673108.1|DSUZ	LOC6552227|XP_001979748.1|DERE
OG0002114	LOC108019304|XP_016942613.2|DSUZ	LOC6554366|XP_001981256.1|DERE
OG0002114	LOC108019303|XP_016942612.1|DSUZ	LOC6554367|XP_001981257.1|DERE
OG0002115	LOC108017947|XP_016940666.1|DSUZ	LOC6547077|XP_015012350.1|DERE
OG0002115	LOC108017948|XP_016940667.1|DSUZ	LOC6547079|XP_026836646.1|DERE
OG0002116	LOC108021130|XP_016945177.2|DSUZ	LOC6549114|XP_001974186.3|DERE
OG0002116	LOC108012638|XP_016933550.2|DSUZ	LOC6545908|XP_001971132.2|DERE
OG0002117	LOC108008965|XP_016928389.1|DSUZ	LOC6547657|XP_001974814.1|DERE
OG0002118	LOC108007317|XP_036677431.1|DSUZ	LOC26527012|XP_026833152.1|DERE
OG0002119	LOC108006607|XP_036673216.1|DSUZ	LOC6555447|XP_001981891.1|DERE
OG0002120	LOC108020428|XP_016944229.1|DSUZ	LOC6555887|XP_026839276.1|DERE
OG0002121	LOC108014782|XP_016936464.1|DSUZ	LOC6554872|XP_001981368.1|DERE
OG0002123	LOC108015212|XP_016937040.1|DSUZ	LOC6542814|XP_001970199.2|DERE
OG0002124	LOC108010417|XP_036675971.1|DSUZ	LOC6550132|XP_015010773.1|DERE
OG0002125	LOC108009618|XP_016929592.1|DSUZ	LOC6548973|XP_001975556.1|DERE
OG0002126	LOC108012475|XP_016933358.1|DSUZ	LOC6546122|XP_026833527.1|DERE
OG0002127	LOC108016907|XP_016939311.1|DSUZ	LOC6549841|XP_001977572.1|DERE
OG0002128	LOC108010448|XP_016930797.1|DSUZ	LOC6550252|XP_026838072.1|DERE
OG0002129	LOC108014440|XP_036672899.1|DSUZ	LOC6554092|XP_001979604.2|DERE
OG0002130	LOC108016721|XP_016938938.1|DSUZ	LOC6555639|XP_001982522.1|DERE
OG0002131	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ	LOC6551861|XP_001979658.3|DERE
OG0002132	LOC108021285|XP_016945413.1|DSUZ	LOC6542598|XP_001969408.1|DERE
OG0002133	LOC108005407|XP_016924159.1|DSUZ	LOC6551233|XP_001978345.1|DERE
OG0002134	LOC108016903|XP_016939308.1|DSUZ	LOC6549771|XP_001977591.1|DERE
OG0002135	LOC108019071|XP_036675855.1|DSUZ	LOC6551734|XP_026837371.1|DERE
OG0002136	LOC108015496|XP_036675292.1|DSUZ	LOC6554434|XP_001981285.2|DERE
OG0002137	LOC108007461|XP_016926617.1|DSUZ	LOC6555073|XP_015008887.1|DERE
OG0002138	LOC108016598|XP_016938775.1|DSUZ	LOC6550218|XP_001977613.1|DERE
OG0002139	LOC108019043|XP_016942156.1|DSUZ	LOC6550887|XP_026838017.1|DERE
OG0002140	LOC108016626|XP_036676458.1|DSUZ	LOC6549893|XP_026838523.1|DERE
OG0002141	LOC108011462|XP_016932097.1|DSUZ	LOC6544507|XP_001973791.1|DERE
OG0002142	LOC108011603|XP_016932262.1|DSUZ	LOC6552136|XP_001978818.1|DERE
OG0002143	LOC108021261|XP_016945372.1|DSUZ	LOC6543251|XP_026834047.1|DERE
OG0002145	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ	LOC6553995|XP_001979454.1|DERE
OG0002146	LOC108011640|XP_016932317.1|DSUZ	LOC6552147|XP_001978820.1|DERE
OG0002147	LOC108018857|XP_036675804.1|DSUZ	LOC6551402|XP_001977221.3|DERE
OG0002148	LOC108007073|XP_036671956.1|DSUZ	LOC6546049|XP_026833757.1|DERE
OG0002149	LOC108020406|XP_016944187.1|DSUZ	LOC6555834|XP_026839056.1|DERE
OG0002150	LOC108005403|XP_016924156.1|DSUZ	LOC6550705|XP_001978119.1|DERE
OG0002151	LOC108009147|XP_016928743.1|DSUZ, LOC108019297|XP_016942640.1|DSUZ	LOC6542949|XP_001969975.2|DERE
OG0002152	LOC108017514|XP_016940071.2|DSUZ	LOC6551844|XP_001979641.3|DERE
OG0002153	LOC108014308|XP_036674364.1|DSUZ	LOC6554595|XP_001981330.1|DERE
OG0002154	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ	LOC6555640|XP_015008794.1|DERE
OG0002155	LOC108018268|XP_016941278.2|DSUZ	LOC6555127|XP_001981146.2|DERE
OG0002156	LOC108007694|XP_016926918.1|DSUZ	LOC6544109|XP_001973764.1|DERE
OG0002157	LOC108018464|XP_036673902.1|DSUZ	LOC6553629|XP_001980312.1|DERE
OG0002158	LOC108018177|XP_016941165.1|DSUZ	LOC6546636|XP_001974708.1|DERE
OG0002159	LOC108009632|XP_016929611.1|DSUZ	LOC6547903|XP_001976397.1|DERE
OG0002160	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ	LOC6553400|XP_001979269.3|DERE
OG0002161	LOC108020118|XP_016943707.2|DSUZ	LOC6554071|XP_001979581.1|DERE
OG0002162	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ	LOC6552103|XP_015009956.1|DERE
OG0002163	LOC108011154|XP_016931729.1|DSUZ	LOC6550840|XP_026838584.1|DERE
OG0002164	LOC108012109|XP_036674464.1|DSUZ	LOC6554670|XP_026831531.1|DERE
OG0002165	LOC108013555|XP_016934959.1|DSUZ	LOC6549574|XP_026836335.1|DERE
OG0002166	LOC108011979|XP_016932729.1|DSUZ	LOC6541789|XP_001969694.1|DERE
OG0002167	LOC108017840|XP_016940483.1|DSUZ	LOC6547102|XP_001974782.1|DERE
OG0002168	LOC108009879|XP_016930075.1|DSUZ	LOC6548013|XP_026836903.1|DERE
OG0002169	LOC108013613|XP_016935043.1|DSUZ	LOC6543970|XP_001972220.1|DERE
OG0002170	LOC108020410|XP_016944195.1|DSUZ	LOC6555870|XP_026839059.1|DERE
OG0002171	LOC108015777|XP_016937819.1|DSUZ	LOC26526507|XP_026831785.1|DERE
OG0002172	LOC108011013|XP_016931528.2|DSUZ	LOC6554619|XP_001982177.1|DERE
OG0002173	LOC108021060|XP_016945056.1|DSUZ	LOC6543051|XP_001969904.1|DERE
OG0002174	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ	LOC6552138|XP_001979931.1|DERE
OG0002175	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ	LOC6552633|XP_001979930.1|DERE
OG0002176	LOC108014140|XP_016935659.2|DSUZ	LOC6553900|XP_001979573.1|DERE
OG0002177	LOC108015681|XP_016937687.1|DSUZ	LOC6552656|XP_001979855.1|DERE
OG0002178	LOC108016153|XP_036675260.1|DSUZ	LOC6554807|XP_001981585.1|DERE
OG0002179	LOC108011004|XP_036673407.1|DSUZ	LOC6555481|XP_015009274.2|DERE
OG0002180	LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ	LOC6555326|XP_001981213.2|DERE
OG0002181	LOC108014992|XP_016936703.1|DSUZ	LOC6549795|XP_001977318.1|DERE
OG0002182	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ	LOC6553577|XP_015009618.2|DERE
OG0002183	LOC108008622|XP_016927992.1|DSUZ	LOC6547203|XP_001974789.1|DERE
OG0002184	LOC108015940|XP_016938012.2|DSUZ	LOC6552608|XP_001979888.1|DERE
OG0002185	LOC108006412|XP_036673302.1|DSUZ	LOC6553094|XP_026833944.1|DERE
OG0002186	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ	LOC6543493|XP_001969511.1|DERE
OG0002187	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ	LOC6555168|XP_001982266.1|DERE
OG0002188	LOC108010100|XP_016930410.1|DSUZ	LOC6548119|XP_001976533.1|DERE
OG0002189	LOC108007065|XP_016926158.1|DSUZ	LOC26526499|XP_015014290.1|DERE
OG0002190	LOC108012018|XP_036673217.1|DSUZ	LOC6555203|XP_001982071.1|DERE
OG0002191	LOC108012839|XP_016933795.1|DSUZ	LOC6546301|XP_026833000.1|DERE
OG0002192	LOC108007746|XP_016926990.1|DSUZ	LOC6546319|XP_001972827.1|DERE
OG0002193	LOC108020569|XP_016944421.1|DSUZ	LOC6552034|XP_001980679.1|DERE
OG0002194	LOC108019523|XP_036673412.1|DSUZ	LOC6554357|XP_001981532.1|DERE
OG0002195	LOC108015757|XP_016937783.2|DSUZ	LOC6554348|XP_001982046.1|DERE
OG0002196	LOC108010922|XP_016931411.2|DSUZ	LOC6551765|XP_001980649.1|DERE
OG0002197	LOC108013495|XP_016934867.1|DSUZ	LOC6544639|XP_001970974.2|DERE
OG0002198	LOC108016087|XP_036675064.1|DSUZ	LOC6553605|XP_026839437.1|DERE
OG0002199	LOC108006084|XP_016925019.2|DSUZ	LOC6552924|XP_001980997.1|DERE
OG0002200	LOC108019117|XP_016942331.1|DSUZ	LOC6551457|XP_001977248.1|DERE
OG0002202	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ	LOC6553393|XP_026832119.1|DERE
OG0002203	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ	LOC6552139|XP_001979932.3|DERE
OG0002204	LOC108006617|XP_036673212.1|DSUZ	LOC6555448|XP_001981892.1|DERE
OG0002205	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ	LOC6553203|XP_001980296.1|DERE
OG0002206	LOC108005979|XP_036673139.1|DSUZ	LOC6554915|XP_001982237.1|DERE
OG0002207	LOC108008083|XP_036673542.1|DSUZ	LOC6555453|XP_001981453.3|DERE
OG0002208	LOC108014756|XP_036673496.1|DSUZ	LOC6555455|XP_001981455.1|DERE
OG0002209	LOC108015323|XP_016937211.1|DSUZ	LOC6551540|XP_001978452.1|DERE
OG0002210	LOC108014357|XP_016935933.1|DSUZ	LOC6552712|XP_026831603.1|DERE
OG0002211	LOC108018303|XP_036674748.1|DSUZ	LOC6552747|XP_026839373.1|DERE
OG0002212	LOC108014139|XP_036672788.1|DSUZ	LOC6554067|XP_001979577.1|DERE
OG0002213	LOC108015981|XP_016938057.1|DSUZ	LOC6553183|XP_001979102.1|DERE
OG0002215	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ	LOC6552819|XP_026831444.1|DERE
OG0002216	LOC108014309|XP_036674153.1|DSUZ	LOC6554599|XP_001981334.1|DERE
OG0002217	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ	LOC6552769|XP_001979954.1|DERE
OG0002218	LOC108005363|XP_016924103.1|DSUZ	LOC6550825|XP_001978083.1|DERE
OG0002219	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ	LOC6553475|XP_026831678.1|DERE
OG0002220	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ	LOC6553474|XP_001980268.2|DERE
OG0002221	LOC108013479|XP_016934851.1|DSUZ	LOC6545830|XP_026833942.1|DERE
OG0002222	LOC108009535|XP_016929459.1|DSUZ	LOC6548260|XP_001976625.2|DERE
OG0002223	LOC108009094|XP_036668933.1|DSUZ	LOC6548683|XP_026836616.1|DERE
OG0002224	LOC108017926|XP_016940589.1|DSUZ	LOC6541082|XP_026834935.1|DERE
OG0002225	LOC108005912|XP_036671642.1|DSUZ	LOC6544055|XP_026833391.1|DERE
OG0002226	LOC108017794|XP_016940427.1|DSUZ	LOC6541471|XP_001970746.1|DERE
OG0002227	LOC108008193|XP_036669651.1|DSUZ	LOC6542537|XP_026834120.1|DERE
OG0002228	LOC108019568|XP_036669913.1|DSUZ	LOC6541455|XP_001970492.1|DERE
OG0002229	LOC108009266|XP_016928959.1|DSUZ	LOC6548569|XP_001976641.2|DERE
OG0002230	LOC108019819|XP_016943322.1|DSUZ	LOC6546667|XP_001975860.1|DERE
OG0002231	LOC108018146|XP_016941099.2|DSUZ	LOC6542927|XP_001970649.1|DERE
OG0002232	LOC108009591|XP_016929552.1|DSUZ	LOC6547660|XP_001974987.1|DERE
OG0002233	LOC108011746|XP_036670948.1|DSUZ	LOC6545012|XP_001972539.2|DERE
OG0002234	LOC108008433|XP_016927771.1|DSUZ	LOC6547117|XP_001976108.1|DERE
OG0002235	LOC108009391|XP_036669266.1|DSUZ	LOC6548470|XP_026836561.1|DERE
OG0002236	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ	LOC6548056|XP_001976517.2|DERE
OG0002237	LOC108010099|XP_016930409.1|DSUZ	LOC6548400|XP_026836443.1|DERE
OG0002238	LOC108018141|XP_016941088.1|DSUZ	LOC6541031|XP_015014715.1|DERE
OG0002239	LOC108019597|XP_016942928.1|DSUZ	LOC6546726|XP_001975879.1|DERE
OG0002240	LOC108009427|XP_016929246.1|DSUZ	LOC6548078|XP_001975170.1|DERE
OG0002241	LOC108012592|XP_016933500.1|DSUZ	LOC6545820|XP_001972173.2|DERE
OG0002242	LOC108012346|XP_016933184.1|DSUZ	LOC6545674|XP_001971656.1|DERE
OG0002243	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ	LOC6553722|XP_001979433.1|DERE
OG0002244	LOC108014096|XP_016935604.2|DSUZ	LOC6544035|XP_001972338.1|DERE
OG0002245	LOC108006862|XP_036670915.1|DSUZ	LOC6543945|XP_001971402.3|DERE
OG0002246	LOC108018144|XP_016941093.1|DSUZ	LOC6543118|XP_026835007.1|DERE
OG0002247	LOC108009881|XP_016930076.1|DSUZ	LOC26527057|XP_015012905.1|DERE
OG0002248	LOC108020054|XP_036671887.1|DSUZ	LOC6543887|XP_026833911.1|DERE
OG0002249	LOC108012727|XP_016933648.1|DSUZ	LOC26527080|XP_015014393.1|DERE
OG0002250	LOC108008188|XP_036669598.1|DSUZ	LOC6547824|XP_001974972.1|DERE
OG0002251	LOC108008500|XP_016927853.1|DSUZ	LOC6547822|XP_026836725.1|DERE
OG0002252	LOC108010077|XP_016930381.1|DSUZ	LOC6547635|XP_026836719.1|DERE
OG0002253	LOC108010133|XP_016930450.1|DSUZ	LOC26526461|XP_015012805.1|DERE
OG0002254	LOC108011530|XP_036673949.1|DSUZ	LOC6554486|XP_001981931.1|DERE
OG0002255	LOC108015186|XP_016936989.1|DSUZ	LOC6550392|XP_001977774.1|DERE
OG0002256	LOC108009651|XP_016929654.1|DSUZ	LOC6547554|XP_026836187.1|DERE
OG0002257	LOC108009456|XP_016929312.1|DSUZ	LOC6547278|XP_026837132.1|DERE
OG0002258	LOC108013284|XP_016934546.1|DSUZ	LOC6544800|XP_001971519.1|DERE
OG0002259	LOC108019131|XP_016942360.1|DSUZ	LOC6550691|XP_026837358.1|DERE
OG0002260	LOC108005865|XP_016924732.1|DSUZ	LOC6545489|XP_026832831.1|DERE
OG0002261	LOC108010659|XP_016931046.1|DSUZ	LOC6545523|XP_001973364.1|DERE
OG0002262	LOC108009754|XP_016929856.1|DSUZ	LOC6542982|XP_026835098.1|DERE
OG0002263	LOC108007488|XP_036671773.1|DSUZ	LOC6544894|XP_001973182.1|DERE
OG0002264	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ	LOC6548639|XP_001976627.1|DERE
OG0002265	LOC108012636|XP_036672098.1|DSUZ	LOC6543584|XP_026832678.1|DERE
OG0002266	LOC108005557|XP_016924341.1|DSUZ	LOC6545781|XP_001973417.2|DERE
OG0002267	LOC108013609|XP_016935040.1|DSUZ	LOC6545154|XP_026833194.1|DERE
OG0002268	LOC108013393|XP_016934733.1|DSUZ	LOC6543620|XP_001973606.1|DERE
OG0002269	LOC108017699|XP_036669849.1|DSUZ	LOC6549006|XP_001975470.1|DERE
OG0002270	LOC108009823|XP_016929996.1|DSUZ	LOC6548773|XP_026836209.1|DERE
OG0002271	LOC108013421|XP_016934773.1|DSUZ	LOC6544975|XP_026833188.1|DERE
OG0002272	LOC108013526|XP_016934911.1|DSUZ	LOC6545965|XP_001971179.1|DERE
OG0002273	LOC108011881|XP_036672208.1|DSUZ	LOC6543796|XP_026832294.1|DERE
OG0002274	LOC108017609|XP_036671388.1|DSUZ	LOC6543690|XP_026833912.1|DERE
OG0002275	LOC108013426|XP_016934780.1|DSUZ	LOC6543668|XP_001972966.1|DERE
OG0002276	LOC108012830|XP_016933779.2|DSUZ	LOC6545670|XP_015013553.1|DERE
OG0002277	LOC108012817|XP_016933745.1|DSUZ	LOC6545915|XP_001971139.1|DERE
OG0002278	LOC108012232|XP_036671952.1|DSUZ	LOC6544336|XP_026832586.1|DERE
OG0002279	LOC108012445|XP_016933304.1|DSUZ	LOC6545586|XP_026832628.1|DERE
OG0002280	LOC108006686|XP_036671917.1|DSUZ	LOC6544150|XP_015013065.1|DERE
OG0002281	LOC108006665|XP_036670808.1|DSUZ	LOC6544014|XP_001973014.1|DERE
OG0002282	LOC108007163|XP_016926270.1|DSUZ	LOC26526608|XP_015014312.1|DERE
OG0002283	LOC108008759|XP_016928146.1|DSUZ	LOC6547804|XP_001976421.1|DERE
OG0002284	LOC108019807|XP_016943304.1|DSUZ	LOC6543327|XP_001970523.1|DERE
OG0002285	LOC108021830|XP_016946124.1|DSUZ	LOC6551713|XP_001978520.1|DERE
OG0002286	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ	LOC6547319|XP_001976343.2|DERE
OG0002287	LOC108009969|XP_016930220.1|DSUZ	LOC6548772|XP_026836429.1|DERE
OG0002288	LOC108013055|XP_016934162.1|DSUZ	LOC6544976|XP_026832209.1|DERE
OG0002289	LOC108012912|XP_016933922.1|DSUZ	LOC6545868|XP_001971637.1|DERE
OG0002290	LOC108007729|XP_016926968.1|DSUZ	LOC6541736|XP_026834749.1|DERE
OG0002291	LOC108018041|XP_016940917.1|DSUZ	LOC6541574|XP_026834469.1|DERE
OG0002292	LOC108018152|XP_016941104.1|DSUZ	LOC6542124|XP_026834964.1|DERE
OG0002293	LOC108011186|XP_016931766.1|DSUZ	LOC6543328|XP_001970842.3|DERE
OG0002294	LOC108006488|XP_016925501.2|DSUZ	LOC6552903|XP_001980986.1|DERE
OG0002295	LOC108018762|XP_016941834.1|DSUZ	LOC6541416|XP_026835233.1|DERE
OG0002296	LOC108018708|XP_016941773.1|DSUZ	LOC6541399|XP_026834512.1|DERE
OG0002297	LOC108004908|XP_036674030.1|DSUZ	LOC6553111|XP_001980017.3|DERE
OG0002298	LOC108008387|XP_016927721.1|DSUZ	LOC6548111|XP_026836377.1|DERE
OG0002299	LOC108008634|XP_016928004.1|DSUZ	LOC6547281|XP_001976148.1|DERE
OG0002300	LOC108006324|XP_016925317.1|DSUZ	LOC6543215|XP_001968829.2|DERE
OG0002301	LOC108021186|XP_016945261.1|DSUZ	LOC6548792|XP_015012013.1|DERE
OG0002302	LOC108021114|XP_016945149.1|DSUZ	LOC6548876|XP_001973972.2|DERE
OG0002303	LOC108004661|XP_016923124.1|DSUZ	LOC6555543|XP_001982412.1|DERE
OG0002304	LOC108021639|XP_016945936.1|DSUZ	LOC6541973|XP_026834909.1|DERE
OG0002305	LOC108005905|XP_016924796.1|DSUZ	LOC6545929|XP_001973481.1|DERE
OG0002306	LOC108021405|XP_016945598.1|DSUZ	LOC6542204|XP_001969203.1|DERE
OG0002307	LOC108020973|XP_016944910.1|DSUZ	LOC6542304|XP_026835130.1|DERE
OG0002308	LOC108020882|XP_016944770.1|DSUZ	LOC6541344|XP_001969318.1|DERE
OG0002309	LOC108016498|XP_016938657.1|DSUZ	LOC6540623|XP_026835562.1|DERE, LOC113564224|XP_026835610.1|DERE
OG0002310	LOC108007289|XP_016926421.1|DSUZ	LOC6548796|XP_026836918.1|DERE
OG0002311	LOC108014712|XP_036672957.1|DSUZ	LOC6548941|XP_026836853.1|DERE
OG0002312	LOC108021538|XP_016945793.1|DSUZ	LOC6542302|XP_026835107.1|DERE
OG0002314	LOC108019657|XP_016943033.1|DSUZ	LOC6542649|XP_001970443.1|DERE
OG0002315	LOC108008404|XP_016927737.1|DSUZ	LOC6546928|XP_001975999.1|DERE
OG0002316	LOC108008930|XP_016928334.1|DSUZ	LOC6542702|XP_001969880.1|DERE
OG0002317	LOC108013361|XP_016934671.1|DSUZ	LOC6545950|XP_001972797.2|DERE
OG0002318	LOC108021504|XP_016945746.1|DSUZ	LOC6549229|XP_001974354.1|DERE
OG0002319	LOC108005771|XP_016924592.1|DSUZ	LOC6542647|XP_001969664.1|DERE
OG0002320	LOC108009382|XP_016929179.1|DSUZ	LOC6547659|XP_001974986.1|DERE
OG0002321	LOC108008443|XP_016927784.1|DSUZ	LOC6546881|XP_001975964.2|DERE
OG0002322	LOC108021683|XP_016945994.1|DSUZ	LOC6548898|XP_001974037.1|DERE
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC6548788|XP_026836422.1|DERE
OG0002324	LOC108011053|XP_036671185.1|DSUZ	LOC6545526|XP_015012977.1|DERE
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC6544007|XP_026833175.1|DERE
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC6544008|XP_026832990.1|DERE
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC26527069|XP_015010551.1|DERE
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC6548944|XP_015011971.1|DERE
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC6543188|XP_001968250.1|DERE
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC6542510|XP_001968252.1|DERE
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC6550266|XP_001977717.1|DERE
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC6546366|XP_001971327.1|DERE
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC6548435|XP_026835749.1|DERE
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC6542912|XP_001968848.1|DERE
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC6540767|XP_001970392.2|DERE
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC6545356|XP_001973296.1|DERE
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC6543345|XP_001969185.2|DERE
