Orthogroup	DSUZ.longest_only	DPER.longest_only
OG0002145	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ	LOC6594203|XP_026850281.1|DPER
OG0002146	LOC108011640|XP_016932317.1|DSUZ	LOC6591595|XP_002017541.1|DPER
OG0002147	LOC108018857|XP_036675804.1|DSUZ	LOC6599202|XP_026848331.1|DPER, LOC6604100|XP_026848354.1|DPER, LOC6603975|XP_026848352.1|DPER, LOC113566520|XP_026848357.1|DPER, LOC113566519|XP_026848356.1|DPER
OG0002148	LOC108007073|XP_036671956.1|DSUZ	LOC6601681|XP_002026715.1|DPER
OG0002149	LOC108020406|XP_016944187.1|DSUZ	LOC6603492|XP_002028470.1|DPER
OG0002150	LOC108005403|XP_016924156.1|DSUZ	LOC6600394|XP_002025449.2|DPER
OG0002151	LOC108009147|XP_016928743.1|DSUZ, LOC108019297|XP_016942640.1|DSUZ	LOC6589012|XP_026844120.1|DPER
OG0002152	LOC108017514|XP_016940071.2|DSUZ	LOC6588199|XP_026847480.1|DPER
OG0002153	LOC108014308|XP_036674364.1|DSUZ	LOC6595127|XP_026850966.1|DPER
OG0002154	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ	LOC6596744|XP_002021927.2|DPER
OG0002155	LOC108018268|XP_016941278.2|DSUZ	LOC6595169|XP_002020424.1|DPER
OG0002156	LOC108007694|XP_016926918.1|DSUZ	LOC6596194|XP_002021123.1|DPER
OG0002157	LOC108018464|XP_036673902.1|DSUZ	LOC6587622|XP_026845744.1|DPER
OG0002158	LOC108018177|XP_016941165.1|DSUZ	LOC6592902|XP_002017944.1|DPER
OG0002159	LOC108009632|XP_016929611.1|DSUZ	LOC6593140|XP_002018172.1|DPER
OG0002160	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ	LOC6594856|XP_026850761.1|DPER
OG0002161	LOC108020118|XP_016943707.2|DSUZ	LOC6588110|XP_002013368.1|DPER
OG0002162	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ	LOC6588221|XP_026850058.1|DPER
OG0002163	LOC108011154|XP_016931729.1|DSUZ	LOC6596885|XP_002022100.1|DPER
OG0002164	LOC108012109|XP_036674464.1|DSUZ	LOC6591855|XP_026840446.1|DPER
OG0002165	LOC108013555|XP_016934959.1|DSUZ	LOC6588018|XP_002013205.1|DPER
OG0002166	LOC108011979|XP_016932729.1|DSUZ	LOC6602216|XP_002027293.1|DPER
OG0002167	LOC108017840|XP_016940483.1|DSUZ	LOC6592457|XP_002018307.1|DPER
OG0002168	LOC108009879|XP_016930075.1|DSUZ	LOC113565133|XP_026841819.1|DPER
OG0002169	LOC108013613|XP_016935043.1|DSUZ	LOC6587408|XP_026845548.1|DPER, LOC6602779|XP_026847821.1|DPER
OG0002170	LOC108020410|XP_016944195.1|DSUZ	LOC6602020|XP_002027034.1|DPER
OG0002171	LOC108015777|XP_016937819.1|DSUZ	LOC6587191|XP_026841209.1|DPER, LOC6588517|XP_002013466.1|DPER
OG0002172	LOC108011013|XP_016931528.2|DSUZ	LOC6587458|XP_002013047.1|DPER
OG0002173	LOC108021060|XP_016945056.1|DSUZ	LOC6589583|XP_026844375.1|DPER
OG0002174	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ	LOC6587963|XP_002012937.2|DPER
OG0002175	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ	LOC6587821|XP_002012936.1|DPER
OG0002176	LOC108014140|XP_016935659.2|DSUZ	LOC6594940|XP_002020309.1|DPER
OG0002177	LOC108015681|XP_016937687.1|DSUZ	LOC6598602|XP_026850791.1|DPER
OG0002178	LOC108016153|XP_036675260.1|DSUZ	LOC6587359|XP_026850629.1|DPER
OG0002179	LOC108011004|XP_036673407.1|DSUZ	LOC6591325|XP_026840117.1|DPER
OG0002180	LOC118878777|XP_036677668.1|DSUZ, LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ	LOC6595338|XP_026851020.1|DPER
OG0002181	LOC108014992|XP_016936703.1|DSUZ	LOC6597206|XP_002022614.1|DPER
OG0002182	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ	LOC6587183|XP_026850935.1|DPER
OG0002183	LOC108008622|XP_016927992.1|DSUZ	LOC6592536|XP_002018311.1|DPER
OG0002184	LOC108015940|XP_016938012.2|DSUZ	LOC6588534|XP_002013620.1|DPER
OG0002185	LOC108006412|XP_036673302.1|DSUZ	LOC6594815|XP_026843656.1|DPER
OG0002186	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ	LOC6589631|XP_026845016.1|DPER
OG0002187	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ	LOC6588538|XP_002013580.1|DPER
OG0002188	LOC108010100|XP_016930410.1|DSUZ	LOC6590017|XP_002016571.1|DPER
OG0002189	LOC108007065|XP_016926158.1|DSUZ	LOC113565688|XP_026844284.1|DPER
OG0002190	LOC108012018|XP_036673217.1|DSUZ	LOC6587354|XP_002013483.1|DPER
OG0002191	LOC108012839|XP_016933795.1|DSUZ	LOC6601833|XP_002026899.1|DPER
OG0002192	LOC108007746|XP_016926990.1|DSUZ	LOC6599050|XP_026849016.1|DPER
OG0002193	LOC108020569|XP_016944421.1|DSUZ	LOC113565246|XP_026842792.1|DPER, LOC6588219|XP_026851239.1|DPER
OG0002194	LOC108019523|XP_036673412.1|DSUZ	LOC6587515|XP_002013071.1|DPER
OG0002195	LOC108015757|XP_016937783.2|DSUZ	LOC6588179|XP_026850817.1|DPER
OG0002196	LOC108010922|XP_016931411.2|DSUZ	LOC6594677|XP_002019855.1|DPER
OG0002197	LOC108013495|XP_016934867.1|DSUZ	LOC6601052|XP_002026107.2|DPER
OG0002198	LOC108016087|XP_036675064.1|DSUZ	LOC6594710|XP_026850918.1|DPER
OG0002199	LOC108006084|XP_016925019.2|DSUZ	LOC6587200|XP_002013522.1|DPER
OG0002200	LOC108019117|XP_016942331.1|DSUZ	LOC6599928|XP_002025056.1|DPER
OG0002202	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ	LOC6587553|XP_026840474.1|DPER
OG0002203	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ	LOC6587461|XP_026849297.1|DPER
OG0002204	LOC108006617|XP_036673212.1|DSUZ	LOC6588085|XP_002013932.2|DPER
OG0002205	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ	LOC6587556|XP_002014033.1|DPER
OG0002206	LOC108005979|XP_036673139.1|DSUZ	LOC6587956|XP_002013721.1|DPER
OG0002207	LOC108008083|XP_036673542.1|DSUZ	LOC6587915|XP_026851117.1|DPER
OG0002208	LOC108014756|XP_036673496.1|DSUZ	LOC6587542|XP_002013999.1|DPER
OG0002209	LOC108015323|XP_016937211.1|DSUZ	LOC6596914|XP_002021844.1|DPER
OG0002210	LOC108014357|XP_016935933.1|DSUZ	LOC6587314|XP_026850986.1|DPER
OG0002211	LOC108018303|XP_036674748.1|DSUZ	LOC6587275|XP_026844959.1|DPER
OG0002212	LOC108014139|XP_036672788.1|DSUZ	LOC6594944|XP_002020313.1|DPER
OG0002213	LOC108015981|XP_016938057.1|DSUZ	LOC6591743|XP_002016981.1|DPER
OG0002215	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ	LOC6588325|XP_026849696.1|DPER
OG0002216	LOC108014309|XP_036674153.1|DSUZ	LOC6588701|XP_002014942.1|DPER
OG0002217	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ	LOC6588662|XP_002013942.1|DPER
OG0002218	LOC108005363|XP_016924103.1|DSUZ	LOC6600208|XP_002025308.1|DPER
OG0002219	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ	LOC6588596|XP_002013176.1|DPER
OG0002220	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ	LOC6587728|XP_026840282.1|DPER
OG0002221	LOC108013479|XP_016934851.1|DSUZ	LOC6602455|XP_026848810.1|DPER
OG0002222	LOC108009535|XP_016929459.1|DSUZ	LOC6600849|XP_026841479.1|DPER
OG0002223	LOC108009094|XP_036668933.1|DSUZ	LOC6590097|XP_026841067.1|DPER
OG0002224	LOC108017926|XP_016940589.1|DSUZ	LOC6602087|XP_026841697.1|DPER
OG0002225	LOC108005912|XP_036671642.1|DSUZ	LOC113566335|XP_026847377.1|DPER, LOC6599861|XP_026847296.1|DPER
OG0002226	LOC108017794|XP_016940427.1|DSUZ	LOC6591117|XP_002015498.1|DPER
OG0002227	LOC108008193|XP_036669651.1|DSUZ	LOC6591129|XP_026842707.1|DPER
OG0002228	LOC108019568|XP_036669913.1|DSUZ	LOC6591085|XP_002015705.1|DPER
OG0002229	LOC108009266|XP_016928959.1|DSUZ	LOC6600962|XP_002026000.2|DPER
OG0002230	LOC108019819|XP_016943322.1|DSUZ	LOC6593222|XP_026842436.1|DPER
OG0002231	LOC108018146|XP_016941099.2|DSUZ	LOC6591215|XP_026841926.1|DPER
OG0002232	LOC108009591|XP_016929552.1|DSUZ	LOC6600911|XP_002025920.2|DPER
OG0002233	LOC108011746|XP_036670948.1|DSUZ	LOC6596223|XP_026845508.1|DPER
OG0002235	LOC108009391|XP_036669266.1|DSUZ	LOC6593202|XP_026840927.1|DPER
OG0002236	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ	LOC6591044|XP_002016555.1|DPER
OG0002237	LOC108010099|XP_016930409.1|DSUZ	LOC6590016|XP_026842044.1|DPER
OG0002238	LOC108018141|XP_016941088.1|DSUZ	LOC6590056|XP_026841412.1|DPER
OG0002239	LOC108019597|XP_016942928.1|DSUZ	LOC6590391|XP_002015657.1|DPER
OG0002240	LOC108009427|XP_016929246.1|DSUZ	LOC6593173|XP_026842325.1|DPER
OG0002241	LOC108012592|XP_016933500.1|DSUZ	LOC6599773|XP_026847339.1|DPER
OG0002242	LOC108012346|XP_016933184.1|DSUZ	LOC6601222|XP_026848088.1|DPER
OG0002243	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ	LOC6587962|XP_002013339.2|DPER
OG0002244	LOC108014096|XP_016935604.2|DSUZ	LOC6601876|XP_026849339.1|DPER
OG0002245	LOC108006862|XP_036670915.1|DSUZ	LOC6599864|XP_026847376.1|DPER
OG0002246	LOC108018144|XP_016941093.1|DSUZ	LOC6590787|XP_026842432.1|DPER
OG0002247	LOC108009881|XP_016930076.1|DSUZ	LOC113565134|XP_026841820.1|DPER
OG0002248	LOC108020054|XP_036671887.1|DSUZ	LOC6599785|XP_026847279.1|DPER
OG0002249	LOC108012727|XP_016933648.1|DSUZ	LOC6601240|XP_002026298.1|DPER
OG0002250	LOC108008188|XP_036669598.1|DSUZ	LOC6593078|XP_002017891.2|DPER
OG0002251	LOC108008500|XP_016927853.1|DSUZ	LOC6593080|XP_026841871.1|DPER
OG0002252	LOC108010077|XP_016930381.1|DSUZ	LOC6593263|XP_026842481.1|DPER
OG0002253	LOC108010133|XP_016930450.1|DSUZ	LOC113565115|XP_026841668.1|DPER
OG0002254	LOC108011530|XP_036673949.1|DSUZ	LOC6595228|XP_026851275.1|DPER
OG0002255	LOC108015186|XP_016936989.1|DSUZ	LOC6595322|XP_002020449.1|DPER, LOC6597662|XP_002022839.1|DPER
OG0002256	LOC108009651|XP_016929654.1|DSUZ	LOC6592513|XP_026842691.1|DPER
OG0002257	LOC108009456|XP_016929312.1|DSUZ	LOC6593061|XP_002018473.1|DPER
OG0002258	LOC108013284|XP_016934546.1|DSUZ	LOC6603028|XP_002028010.1|DPER
OG0002259	LOC108019131|XP_016942360.1|DSUZ	LOC6603559|XP_026845768.1|DPER
OG0002260	LOC108005865|XP_016924732.1|DSUZ	LOC6602287|XP_026848557.1|DPER, LOC6591657|XP_002016852.1|DPER
OG0002261	LOC108010659|XP_016931046.1|DSUZ	LOC6594993|XP_002020159.1|DPER, LOC6602361|XP_002027440.1|DPER
OG0002262	LOC108009754|XP_016929856.1|DSUZ	LOC6593039|XP_002017716.2|DPER
OG0002263	LOC108007488|XP_036671773.1|DSUZ	LOC6599802|XP_002024972.1|DPER, LOC113566325|XP_026847289.1|DPER
OG0002264	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ	LOC6600851|XP_026841478.1|DPER
OG0002265	LOC108012636|XP_036672098.1|DSUZ	LOC6604026|XP_026847851.1|DPER
OG0002266	LOC108005557|XP_016924341.1|DSUZ	LOC6596960|XP_002022158.1|DPER
OG0002267	LOC108013609|XP_016935040.1|DSUZ	LOC6600580|XP_002025635.1|DPER
OG0002268	LOC108013393|XP_016934733.1|DSUZ	LOC6601150|XP_002026282.1|DPER
OG0002269	LOC108017699|XP_036669849.1|DSUZ	LOC6601553|XP_002026673.1|DPER
OG0002270	LOC108009823|XP_016929996.1|DSUZ	LOC6592294|XP_026842464.1|DPER
OG0002271	LOC108013421|XP_016934773.1|DSUZ	LOC6603023|XP_002028044.1|DPER
OG0002272	LOC108013526|XP_016934911.1|DSUZ	LOC6600273|XP_002025386.1|DPER
OG0002273	LOC108011881|XP_036672208.1|DSUZ	LOC6596041|XP_026845315.1|DPER
OG0002274	LOC108017609|XP_036671388.1|DSUZ, LOC108007761|XP_036678184.1|DSUZ	LOC6595841|XP_026845577.1|DPER
OG0002275	LOC108013426|XP_016934780.1|DSUZ	LOC6601224|XP_026848057.1|DPER, LOC6601225|XP_026848046.1|DPER
OG0002276	LOC108012830|XP_016933779.2|DSUZ	LOC6599596|XP_026849547.1|DPER
OG0002277	LOC108012817|XP_016933745.1|DSUZ	LOC6599522|XP_026849434.1|DPER
OG0002278	LOC108012232|XP_036671952.1|DSUZ	LOC6600295|XP_026849044.1|DPER
OG0002279	LOC108012445|XP_016933304.1|DSUZ	LOC113566754|XP_026849588.1|DPER
OG0002280	LOC108006686|XP_036671917.1|DSUZ	LOC6600552|XP_026847650.1|DPER
OG0002281	LOC108006665|XP_036670808.1|DSUZ	LOC6600621|XP_002025732.2|DPER
OG0002282	LOC108007163|XP_016926270.1|DSUZ	LOC6601066|XP_026847283.1|DPER
OG0002283	LOC108008759|XP_016928146.1|DSUZ	LOC6592404|XP_002018149.2|DPER
OG0002284	LOC108019807|XP_016943304.1|DSUZ	LOC6590713|XP_002016245.1|DPER
OG0002285	LOC108021830|XP_016946124.1|DSUZ	LOC6597532|XP_002022662.1|DPER
OG0002286	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ	LOC6590260|XP_002015890.1|DPER
OG0002287	LOC108009969|XP_016930220.1|DSUZ	LOC6593124|XP_026841043.1|DPER
OG0002288	LOC108013055|XP_016934162.1|DSUZ	LOC6603024|XP_026849489.1|DPER
OG0002289	LOC108012912|XP_016933922.1|DSUZ	LOC6602478|XP_002027508.1|DPER
OG0002290	LOC108007729|XP_016926968.1|DSUZ	LOC6589138|XP_026844126.1|DPER
OG0002291	LOC108018041|XP_016940917.1|DSUZ	LOC6602059|XP_026842277.1|DPER
OG0002292	LOC108018152|XP_016941104.1|DSUZ	LOC6590789|XP_026840971.1|DPER
OG0002293	LOC108011186|XP_016931766.1|DSUZ	LOC6590578|XP_002015383.2|DPER
OG0002294	LOC108006488|XP_016925501.2|DSUZ	LOC6604232|XP_002029153.1|DPER
OG0002295	LOC108018762|XP_016941834.1|DSUZ	LOC6593530|XP_026843685.1|DPER
OG0002296	LOC108018708|XP_016941773.1|DSUZ	LOC6589539|XP_026843886.1|DPER
OG0002297	LOC108004908|XP_036674030.1|DSUZ	LOC6594497|XP_026850320.1|DPER
OG0002298	LOC108008387|XP_016927721.1|DSUZ	LOC6590157|XP_002016579.1|DPER
OG0002299	LOC108008634|XP_016928004.1|DSUZ	LOC6597756|XP_002022887.1|DPER
OG0002300	LOC108006324|XP_016925317.1|DSUZ	LOC6596553|XP_002021690.1|DPER
OG0002301	LOC108021186|XP_016945261.1|DSUZ	LOC6593447|XP_002018729.2|DPER
OG0002302	LOC108021114|XP_016945149.1|DSUZ	LOC6593948|XP_026843102.1|DPER
OG0002303	LOC108004661|XP_016923124.1|DSUZ	LOC6597530|XP_002022660.1|DPER
OG0002304	LOC108021639|XP_016945936.1|DSUZ	LOC6593692|XP_026843243.1|DPER
OG0002305	LOC108005905|XP_016924796.1|DSUZ	LOC6603350|XP_002028331.1|DPER
OG0002306	LOC108021405|XP_016945598.1|DSUZ	LOC6593633|XP_002019099.2|DPER
OG0002307	LOC108020973|XP_016944910.1|DSUZ	LOC6589783|XP_026844609.1|DPER
OG0002308	LOC108020882|XP_016944770.1|DSUZ	LOC6589537|XP_002014503.1|DPER
OG0002309	LOC108016498|XP_016938657.1|DSUZ	LOC6588817|XP_002015178.1|DPER
OG0002310	LOC108007289|XP_016926421.1|DSUZ	LOC6593673|XP_026843492.1|DPER
OG0002311	LOC108014712|XP_036672957.1|DSUZ	LOC6593473|XP_026843994.1|DPER
OG0002312	LOC108021538|XP_016945793.1|DSUZ	LOC6593582|XP_002018873.1|DPER
OG0002314	LOC108019657|XP_016943033.1|DSUZ	LOC6591193|XP_002015442.1|DPER
OG0002315	LOC108008404|XP_016927737.1|DSUZ	LOC6590453|XP_002016379.1|DPER
OG0002316	LOC108008930|XP_016928334.1|DSUZ	LOC6589508|XP_002015104.1|DPER
OG0002317	LOC108013361|XP_016934671.1|DSUZ	LOC6596950|XP_026845329.1|DPER
OG0002318	LOC108021504|XP_016945746.1|DSUZ	LOC6595679|XP_002020739.1|DPER
OG0002319	LOC108005771|XP_016924592.1|DSUZ	LOC6596268|XP_002021794.1|DPER
OG0002320	LOC108009382|XP_016929179.1|DSUZ	LOC6600912|XP_026841450.1|DPER
OG0002321	LOC108008443|XP_016927784.1|DSUZ	LOC6590684|XP_026842858.1|DPER
OG0002322	LOC108021683|XP_016945994.1|DSUZ	LOC6596604|XP_026843227.1|DPER
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC6593393|XP_002018605.1|DPER
OG0002324	LOC108011053|XP_036671185.1|DSUZ	LOC6602392|XP_026848462.1|DPER
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC6602306|XP_026848490.1|DPER
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC6602305|XP_026848484.1|DPER
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC113567256|XP_026850294.1|DPER
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC6596469|XP_002021764.2|DPER
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC6595527|XP_002020662.1|DPER
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC6595530|XP_002020665.2|DPER
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC6603101|XP_026847091.1|DPER
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC6600470|XP_002025567.2|DPER
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC6592287|XP_002018406.2|DPER
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC6589290|XP_026844562.1|DPER
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC6593154|XP_026842269.1|DPER
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC6601499|XP_002026561.1|DPER
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC6592945|XP_026842727.1|DPER
OG0002338	LOC108020985|XP_016944932.1|DSUZ	LOC6595412|XP_026844508.1|DPER
OG0002339	LOC108020099|XP_016943692.1|DSUZ	LOC6596307|XP_026843431.1|DPER
OG0002340	LOC108019665|XP_016943082.2|DSUZ	LOC6588680|XP_026844907.1|DPER
OG0002341	LOC108008375|XP_016927704.1|DSUZ	LOC6590037|XP_002016311.1|DPER
OG0002342	LOC108018924|XP_036669333.1|DSUZ	LOC113565818|XP_026844841.1|DPER, LOC6589852|XP_002014712.2|DPER
OG0002343	LOC108019307|XP_016942620.2|DSUZ	LOC6596362|XP_026843831.1|DPER
OG0002344	LOC108006529|XP_036677565.1|DSUZ	LOC6603366|XP_026843449.1|DPER
OG0002345	LOC108019605|XP_016942972.1|DSUZ	LOC6590471|XP_002016657.1|DPER
OG0002346	LOC108021593|XP_016945872.1|DSUZ	LOC6593419|XP_002019125.1|DPER
OG0002347	LOC108010069|XP_016930372.1|DSUZ	LOC6603907|XP_026843387.1|DPER, LOC6604621|XP_002029505.2|DPER
OG0002348	LOC108020987|XP_016944934.1|DSUZ	LOC6589600|XP_026844433.1|DPER
OG0002349	LOC108019816|XP_016943319.1|DSUZ	LOC113565248|XP_026842822.1|DPER
OG0002350	LOC108019813|XP_016943313.1|DSUZ	LOC6590470|XP_026842819.1|DPER
OG0002351	LOC108009832|XP_016930011.1|DSUZ	LOC6590246|XP_002016538.1|DPER
OG0002352	LOC108018247|XP_016941263.1|DSUZ	LOC6592957|XP_002017959.1|DPER
OG0002353	LOC108014507|XP_016936135.1|DSUZ	LOC6593813|XP_026843325.1|DPER
OG0002354	LOC108019146|XP_016942384.1|DSUZ	LOC6593510|XP_002019151.1|DPER
OG0002355	LOC108008007|XP_016927277.1|DSUZ	LOC6597935|XP_026843004.1|DPER
OG0002356	LOC108021351|XP_016945523.1|DSUZ	LOC6589486|XP_026844010.1|DPER, LOC6589485|XP_026844154.1|DPER
OG0002357	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ	LOC6587429|XP_026840880.1|DPER
OG0002358	LOC108018085|XP_016940980.1|DSUZ	LOC6589675|XP_002014399.1|DPER
OG0002359	LOC108018892|XP_036675759.1|DSUZ	LOC6597780|XP_002022983.1|DPER
OG0002360	LOC108018331|XP_016941365.1|DSUZ	LOC6589491|XP_002015241.1|DPER
OG0002361	LOC108005562|XP_016924347.2|DSUZ	LOC6599074|XP_002024207.1|DPER
OG0002362	LOC108015014|XP_036678595.1|DSUZ	LOC6604486|XP_026844222.1|DPER
OG0002363	LOC108021462|XP_016945684.1|DSUZ	LOC6589635|XP_002014535.2|DPER, LOC113565896|XP_026845062.1|DPER
OG0002364	LOC108015745|XP_016937773.1|DSUZ	LOC6589634|XP_026844545.1|DPER
OG0002365	LOC108006227|XP_016925158.1|DSUZ	LOC6589632|XP_002014532.1|DPER
OG0002366	LOC108009436|XP_016929266.1|DSUZ	LOC6589168|XP_002015025.1|DPER
OG0002367	LOC108021432|XP_016945637.1|DSUZ	LOC6589374|XP_002014900.2|DPER
OG0002368	LOC108014608|XP_016936261.1|DSUZ	LOC113565870|XP_026845031.1|DPER, LOC6589704|XP_002014227.1|DPER
OG0002369	LOC108013727|XP_016935160.1|DSUZ	LOC6594007|XP_026850578.1|DPER, LOC6597310|XP_002022498.1|DPER
OG0002370	LOC108009163|XP_016928769.2|DSUZ	LOC6598096|XP_002023238.2|DPER
OG0002371	LOC108018683|XP_016941748.2|DSUZ	LOC6598011|XP_002023236.1|DPER
OG0002372	LOC108020739|XP_016944607.1|DSUZ	LOC6595592|XP_026844382.1|DPER
OG0002373	LOC108014671|XP_016936330.1|DSUZ	LOC6589079|XP_026844909.1|DPER
OG0002374	LOC108014579|XP_036673371.1|DSUZ	LOC6587816|XP_026839980.1|DPER
OG0002375	LOC108016095|XP_016938182.2|DSUZ	LOC6587771|XP_002013145.1|DPER
OG0002376	LOC108011706|XP_016932409.1|DSUZ	LOC6593430|XP_026843383.1|DPER
OG0002377	LOC108016265|XP_036675171.1|DSUZ	LOC6591400|XP_002017175.1|DPER
OG0002378	LOC108011266|XP_016931863.1|DSUZ	LOC6595809|XP_002021321.1|DPER
OG0002379	LOC108021687|XP_016946004.1|DSUZ	LOC6588865|XP_002015314.1|DPER
OG0002380	LOC108004565|XP_016922990.2|DSUZ	LOC6603079|XP_002028121.1|DPER
OG0002381	LOC108008470|XP_016927815.1|DSUZ	LOC6592298|XP_002017629.1|DPER
OG0002382	LOC108015274|XP_016937128.1|DSUZ	LOC6597498|XP_026849288.1|DPER
OG0002383	LOC108013450|XP_016934815.1|DSUZ	LOC6600505|XP_026847552.1|DPER
OG0002384	LOC108016748|XP_036676311.1|DSUZ	LOC6600767|XP_002025835.1|DPER
OG0002385	LOC108020387|XP_016944140.1|DSUZ	LOC6601998|XP_002027051.1|DPER
OG0002386	LOC108015569|XP_036672606.1|DSUZ	LOC6594524|XP_002019466.1|DPER
OG0002387	LOC108011028|XP_016931550.2|DSUZ	LOC6587925|XP_026841474.1|DPER
OG0002388	LOC108004924|XP_016923509.2|DSUZ	LOC6594500|XP_026850394.1|DPER
OG0002389	LOC108015832|XP_016937889.1|DSUZ	LOC113565959|XP_026845188.1|DPER, LOC6595224|XP_002020197.1|DPER
OG0002390	LOC108005986|XP_016924919.1|DSUZ	LOC6596646|XP_002021654.1|DPER
OG0002391	LOC108009821|XP_016929994.1|DSUZ	LOC6600920|XP_002026048.1|DPER
OG0002392	LOC108014455|XP_036671678.1|DSUZ	LOC6603960|XP_026847368.1|DPER
OG0002393	LOC108005643|XP_016924446.2|DSUZ	LOC6599766|XP_026847358.1|DPER, LOC6594560|XP_002019579.2|DPER
OG0002394	LOC108012108|XP_016932876.1|DSUZ	LOC6591854|XP_026850971.1|DPER
OG0002395	LOC108011178|XP_036674378.1|DSUZ	LOC6594072|XP_002019732.1|DPER
OG0002396	LOC108017980|XP_016940806.1|DSUZ	LOC6591255|XP_002015455.2|DPER
OG0002397	LOC108011935|XP_016932672.1|DSUZ	LOC6590761|XP_002015393.1|DPER
OG0002398	LOC108016760|XP_016939001.1|DSUZ	LOC6599958|XP_026849157.1|DPER
OG0002399	LOC108010973|XP_036669887.1|DSUZ	LOC6601643|XP_026841739.1|DPER
OG0002400	LOC108010325|XP_016930737.1|DSUZ	LOC6591310|XP_002016133.2|DPER
OG0002401	LOC108020365|XP_016944074.1|DSUZ	LOC6602528|XP_026846885.1|DPER
OG0002402	LOC108014840|XP_036673534.1|DSUZ	LOC6594172|XP_026840022.1|DPER
OG0002403	LOC108014805|XP_036673559.1|DSUZ	LOC6594171|XP_002019441.1|DPER
OG0002404	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ	LOC6594685|XP_026850451.1|DPER
OG0002405	LOC108011252|XP_036675168.1|DSUZ	LOC6591538|XP_002017182.2|DPER
OG0002406	LOC108014334|XP_016935900.2|DSUZ	LOC6599718|XP_002024903.1|DPER
OG0002407	LOC108010829|XP_016931281.2|DSUZ	LOC6588174|XP_002013182.1|DPER
OG0002408	LOC108016237|XP_036674870.1|DSUZ	LOC6591342|XP_002017169.1|DPER
OG0002409	LOC108013320|XP_016934601.1|DSUZ	LOC6601959|XP_002027009.2|DPER
OG0002410	LOC108015573|XP_036672695.1|DSUZ	LOC6594640|XP_002019933.1|DPER
OG0002411	LOC108011553|XP_016932208.1|DSUZ	LOC6594699|XP_002019626.1|DPER
OG0002412	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ	LOC113564953|XP_026840478.1|DPER
OG0002413	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ	LOC6599942|XP_026849127.1|DPER
OG0002414	LOC108013318|XP_016934599.1|DSUZ	LOC6601016|XP_002026138.1|DPER
OG0002415	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ	LOC6591585|XP_026849369.1|DPER
