Orthogroup	DSUZ.longest_only	SLEB.longest_only
OG0002426	LOC108012878|XP_016933857.1|DSUZ	LOC115623080|XP_030373139.1|SLEB
OG0002427	LOC108020431|XP_016944241.1|DSUZ	LOC115627865|XP_030379606.1|SLEB
OG0002428	LOC108015278|XP_016937135.1|DSUZ	LOC115627112|XP_030378538.1|SLEB
OG0002429	LOC108012968|XP_036672302.1|DSUZ	LOC115622869|XP_030372816.1|SLEB
OG0002430	LOC108018188|XP_016941182.1|DSUZ	LOC115629395|XP_030381709.1|SLEB
OG0002431	LOC108010256|XP_016930602.1|DSUZ	LOC115620073|XP_030369095.1|SLEB
OG0002432	LOC108016612|XP_016938792.1|DSUZ	LOC115627150|XP_030378588.1|SLEB
OG0002433	LOC108014146|XP_036672762.1|DSUZ	LOC115622016|XP_030371731.1|SLEB
OG0002434	LOC108017488|XP_016940024.1|DSUZ	LOC115628085|XP_030379922.1|SLEB
OG0002435	LOC108018860|XP_036675797.1|DSUZ	LOC115629480|XP_030381811.1|SLEB
OG0002436	LOC108018097|XP_016940996.1|DSUZ	LOC115620070|XP_030369086.1|SLEB
OG0002437	LOC108019824|XP_016943330.1|DSUZ	LOC115634559|XP_030388235.1|SLEB
OG0002438	LOC108016855|XP_016939208.1|DSUZ	LOC115627458|XP_030378988.1|SLEB
OG0002439	LOC108018579|XP_036678264.1|DSUZ, LOC108020538|XP_036678261.1|DSUZ	LOC115626255|XP_030377418.1|SLEB
OG0002440	LOC108010485|XP_036670590.1|DSUZ	LOC115632228|XP_030385148.1|SLEB
OG0002441	LOC108009739|XP_016929811.2|DSUZ	LOC115633933|XP_030387309.1|SLEB
OG0002442	LOC108009185|XP_016928826.1|DSUZ	LOC115624532|XP_030375116.1|SLEB
OG0002443	LOC108009451|XP_036668982.1|DSUZ	LOC115629147|XP_030381370.1|SLEB
OG0002444	LOC108009607|XP_016929579.1|DSUZ	LOC115624620|XP_030375230.1|SLEB
OG0002445	LOC108019775|XP_016943240.1|DSUZ	LOC115625329|XP_030376217.1|SLEB
OG0002446	LOC108009531|XP_016929456.1|DSUZ	LOC115631021|XP_030383500.1|SLEB
OG0002447	LOC108020273|XP_016943885.1|DSUZ	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB
OG0002448	LOC108008310|XP_016927617.1|DSUZ	LOC115621395|XP_030370900.1|SLEB
OG0002449	LOC108008519|XP_016927878.1|DSUZ	LOC115630118|XP_030382593.1|SLEB
OG0002450	LOC108018754|XP_016941820.2|DSUZ	LOC115624096|XP_030374545.1|SLEB
OG0002451	LOC108017954|XP_016940711.1|DSUZ	LOC115634330|XP_030387847.1|SLEB
OG0002452	LOC108008537|XP_016927896.1|DSUZ	LOC115634006|XP_030387392.1|SLEB
OG0002453	LOC108010041|XP_016930339.1|DSUZ	LOC115623695|XP_030374033.1|SLEB
OG0002454	LOC108013482|XP_016934854.1|DSUZ	LOC115622627|XP_030372494.1|SLEB
OG0002455	LOC108013481|XP_016934853.1|DSUZ	LOC115622475|XP_030372279.1|SLEB
OG0002456	LOC108008655|XP_016928029.1|DSUZ	LOC115624950|XP_030375661.1|SLEB
OG0002457	LOC108018007|XP_016940849.1|DSUZ	LOC115619962|XP_030368853.1|SLEB
OG0002458	LOC118878938|XP_036677812.1|DSUZ, LOC118878937|XP_036677811.1|DSUZ, LOC108005945|XP_016924860.1|DSUZ	LOC115624895|XP_030375607.1|SLEB
OG0002459	LOC108019739|XP_016943160.1|DSUZ	LOC115627098|XP_030378518.1|SLEB
OG0002460	LOC108008143|XP_036669438.1|DSUZ	LOC115624947|XP_030375658.1|SLEB
OG0002461	LOC108010235|XP_016930577.1|DSUZ	LOC115634616|XP_030388324.1|SLEB
OG0002462	LOC108017735|XP_036669759.1|DSUZ	LOC115634446|XP_030388029.1|SLEB
OG0002463	LOC108008308|XP_016927614.1|DSUZ	LOC115626822|XP_030378166.1|SLEB
OG0002464	LOC108009188|XP_016928828.1|DSUZ	LOC115624736|XP_030375421.1|SLEB
OG0002465	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ	LOC115624655|XP_030375296.1|SLEB
OG0002466	LOC108020398|XP_016944166.1|DSUZ	LOC115627784|XP_030379454.1|SLEB
OG0002467	LOC108016083|XP_036671795.1|DSUZ	LOC115622344|XP_030372116.1|SLEB
OG0002468	LOC108017370|XP_036671733.1|DSUZ	LOC115634111|XP_030387534.1|SLEB
OG0002469	LOC108011628|XP_036673643.1|DSUZ	LOC115621804|XP_030371447.1|SLEB
OG0002470	LOC108017820|XP_016940459.1|DSUZ	LOC115621985|XP_030371702.1|SLEB
OG0002471	LOC108008348|XP_016927666.1|DSUZ	LOC115634817|XP_030388595.1|SLEB
OG0002472	LOC108009800|XP_016929953.1|DSUZ	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB
OG0002473	LOC108010207|XP_016930540.1|DSUZ	LOC115624669|XP_030375322.1|SLEB
OG0002474	LOC108005671|XP_036670413.1|DSUZ	LOC115622898|XP_030372877.1|SLEB
OG0002475	LOC108016485|XP_016938639.1|DSUZ	LOC115621671|XP_030371242.1|SLEB
OG0002476	LOC108008498|XP_016927852.1|DSUZ	LOC115619978|XP_030368875.1|SLEB
OG0002477	LOC108017835|XP_016940477.1|DSUZ	LOC115632990|XP_030386173.1|SLEB
OG0002478	LOC108017849|XP_016940492.1|DSUZ	LOC115627076|XP_030378523.1|SLEB
OG0002479	LOC108010106|XP_016930416.1|DSUZ	LOC115624756|XP_030375448.1|SLEB
OG0002480	LOC108014330|XP_036678295.1|DSUZ	LOC115634254|XP_030387708.1|SLEB
OG0002481	LOC108016780|XP_016939036.1|DSUZ	LOC115629104|XP_030381286.1|SLEB
OG0002482	LOC108019690|XP_016943071.1|DSUZ	LOC115634245|XP_030387699.1|SLEB
OG0002483	LOC108010108|XP_016930418.1|DSUZ	LOC115624229|XP_030374709.1|SLEB
OG0002484	LOC108009080|XP_016928621.1|DSUZ	LOC115621714|XP_030371288.1|SLEB
OG0002485	LOC108019810|XP_016943308.1|DSUZ	LOC115630963|XP_030383401.1|SLEB
OG0002486	LOC108004815|XP_016923374.1|DSUZ	LOC115624749|XP_030375437.1|SLEB
OG0002487	LOC108005649|XP_016924449.1|DSUZ	LOC115625836|XP_030376895.1|SLEB
OG0002488	LOC108010132|XP_016930449.1|DSUZ	LOC115624607|XP_030375217.1|SLEB
OG0002489	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ	LOC115621007|XP_030370390.1|SLEB
OG0002490	LOC108018073|XP_016940962.1|DSUZ	LOC115634007|XP_030387393.1|SLEB
OG0002491	LOC108017620|XP_036670546.1|DSUZ	LOC115633101|XP_030386341.1|SLEB
OG0002492	LOC108006181|XP_036669046.1|DSUZ	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC108019718|XP_016943118.1|DSUZ	LOC115626982|XP_030378361.1|SLEB
OG0002494	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ	LOC115623923|XP_030374340.1|SLEB
OG0002495	LOC108010019|XP_016930303.1|DSUZ	LOC115622644|XP_030372550.1|SLEB
OG0002496	LOC108020691|XP_016944548.1|DSUZ	LOC115625351|XP_030376245.1|SLEB
OG0002497	LOC108019369|XP_016942680.2|DSUZ	LOC115633163|XP_030386434.1|SLEB
OG0002498	LOC108012547|XP_016933450.1|DSUZ	LOC115622424|XP_030372219.1|SLEB
OG0002499	LOC108013307|XP_036670269.1|DSUZ	LOC115622805|XP_030372733.1|SLEB
OG0002500	LOC108017467|XP_016939994.2|DSUZ	LOC115621795|XP_030371429.1|SLEB
OG0002501	LOC108010250|XP_016930596.1|DSUZ	LOC115630701|XP_030383213.1|SLEB
OG0002502	LOC108008825|XP_016928222.1|DSUZ	LOC115633537|XP_030386857.1|SLEB
OG0002503	LOC118878543|XP_036677446.1|DSUZ	LOC115628194|XP_030380047.1|SLEB
OG0002504	LOC108014514|XP_036671885.1|DSUZ	LOC115622209|XP_030371965.1|SLEB
OG0002505	LOC108009238|XP_016928895.1|DSUZ, LOC108009236|XP_016928894.1|DSUZ	LOC115627972|XP_030379727.1|SLEB
OG0002507	LOC108020981|XP_016945344.1|DSUZ	LOC115626341|XP_030377549.1|SLEB
OG0002508	LOC108004829|XP_036676017.1|DSUZ	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC108018198|XP_016941203.1|DSUZ	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC108007881|XP_016927138.1|DSUZ	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC108020357|XP_016944047.1|DSUZ	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC108006956|XP_036674626.1|DSUZ	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC108012361|XP_016933201.2|DSUZ	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC108018846|XP_036674598.1|DSUZ	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC108013673|XP_036676772.1|DSUZ	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC108020295|XP_016943911.1|DSUZ, LOC118877726|XP_036673566.1|DSUZ	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC108009241|XP_016928899.1|DSUZ	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC108011111|XP_016931672.1|DSUZ	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC108010457|XP_016930814.1|DSUZ	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC108010765|XP_036675451.1|DSUZ	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC108015307|XP_016937175.1|DSUZ	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC108014459|XP_036671659.1|DSUZ	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC108015730|XP_016937757.2|DSUZ, LOC108006435|XP_036673307.1|DSUZ	LOC115620424|XP_030369511.1|SLEB
OG0002527	LOC118877901|XP_036674310.1|DSUZ	LOC115620188|XP_030369178.1|SLEB
OG0002528	LOC108016844|XP_016939183.1|DSUZ	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC108005636|XP_016924441.1|DSUZ	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC108019502|XP_016942819.1|DSUZ	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC108013031|XP_016934111.1|DSUZ, LOC108007326|XP_016926461.1|DSUZ	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC108005085|XP_016923744.1|DSUZ	LOC115626735|XP_030378042.1|SLEB
OG0002534	LOC108008474|XP_016927818.1|DSUZ	LOC115629335|XP_030381645.1|SLEB
OG0002535	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ	LOC115633953|XP_030387333.1|SLEB
OG0002536	LOC108014316|XP_016935876.1|DSUZ	LOC115621066|XP_030370451.1|SLEB
OG0002537	LOC108009132|XP_016928725.1|DSUZ	LOC115634580|XP_030388273.1|SLEB
OG0002539	LOC108009729|XP_016929801.1|DSUZ	LOC115634715|XP_030388458.1|SLEB
OG0002540	LOC108006418|XP_016925432.2|DSUZ	LOC115621578|XP_030371128.1|SLEB
OG0002541	LOC108016520|XP_036676492.1|DSUZ	LOC115627779|XP_030379448.1|SLEB
OG0002542	LOC108015386|XP_016937293.1|DSUZ	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC108005124|XP_036677017.1|DSUZ	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC108020493|XP_016944313.1|DSUZ	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC108016622|XP_016938806.1|DSUZ	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC108021825|XP_016946118.1|DSUZ	LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC108006263|XP_036676529.1|DSUZ	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC108005393|XP_016924144.1|DSUZ	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC108013711|XP_016935135.1|DSUZ	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC108010819|XP_016931255.1|DSUZ	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC108009605|XP_016929582.1|DSUZ	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC108005092|XP_016923754.1|DSUZ	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC108019969|XP_016943541.2|DSUZ, LOC108015237|XP_016937072.1|DSUZ	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC108011170|XP_016931748.1|DSUZ	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC108020261|XP_016943873.1|DSUZ, LOC118879697|XP_036678487.1|DSUZ	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC108005402|XP_016924155.1|DSUZ	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC108007852|XP_016927104.2|DSUZ	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC108006921|XP_036678304.1|DSUZ	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC108020318|XP_016943939.1|DSUZ, LOC118877867|XP_036674085.1|DSUZ	LOC115620522|XP_030369648.1|SLEB
OG0002561	LOC108017562|XP_036672524.1|DSUZ	LOC115620350|XP_030369411.1|SLEB
OG0002562	LOC108016659|XP_016938857.1|DSUZ	LOC115627250|XP_030378736.1|SLEB
OG0002563	LOC108005441|XP_036677222.1|DSUZ	LOC115627248|XP_030378733.1|SLEB
OG0002564	LOC108017226|XP_016939712.2|DSUZ	LOC115620254|XP_030369264.1|SLEB
OG0002565	LOC108005727|XP_036673026.1|DSUZ	LOC115621236|XP_030370687.1|SLEB
OG0002566	LOC108020288|XP_036677886.1|DSUZ, LOC108018599|XP_036673514.1|DSUZ	LOC115620364|XP_030369429.1|SLEB
OG0002567	LOC108011165|XP_016931741.1|DSUZ	LOC115629877|XP_030382335.1|SLEB
OG0002568	LOC108007947|XP_016927206.2|DSUZ	LOC115626895|XP_030378265.1|SLEB
OG0002569	LOC108005796|XP_016924615.1|DSUZ	LOC115625221|XP_030376064.1|SLEB
OG0002570	LOC108015975|XP_036677896.1|DSUZ	LOC115621653|XP_030371216.1|SLEB
OG0002571	LOC108015972|XP_036677899.1|DSUZ	LOC115621675|XP_030371246.1|SLEB
OG0002572	LOC108018769|XP_016941838.1|DSUZ	LOC115634285|XP_030387798.1|SLEB
OG0002573	LOC108017515|XP_016940072.2|DSUZ	LOC115621416|XP_030370925.1|SLEB
OG0002574	LOC108017518|XP_036673568.1|DSUZ, LOC108020286|XP_036677904.1|DSUZ	LOC115620657|XP_030369867.1|SLEB
OG0002575	LOC108007364|XP_016926506.2|DSUZ	LOC115623620|XP_030373902.1|SLEB
OG0002576	LOC108005656|XP_016924460.1|DSUZ	LOC115627182|XP_030378643.1|SLEB
OG0002577	LOC108012579|XP_016933483.1|DSUZ	LOC115632339|XP_030385303.1|SLEB
OG0002578	LOC108021578|XP_016945850.1|DSUZ	LOC115630596|XP_030383075.1|SLEB
OG0002579	LOC108021450|XP_016945665.1|DSUZ	LOC115631872|XP_030384580.1|SLEB
OG0002580	LOC108019607|XP_016942974.1|DSUZ	LOC115633807|XP_030387151.1|SLEB
OG0002581	LOC108011899|XP_036674192.1|DSUZ	LOC115621016|XP_030370396.1|SLEB
OG0002582	LOC108010602|XP_016930981.1|DSUZ	LOC115628093|XP_030379930.1|SLEB
OG0002583	LOC108020545|XP_036673046.1|DSUZ	LOC115621615|XP_030371170.1|SLEB
OG0002584	LOC108020453|XP_016944264.1|DSUZ, LOC118877342|XP_036671616.1|DSUZ	LOC115633037|XP_030386245.1|SLEB
OG0002585	LOC118877343|XP_036671617.1|DSUZ, LOC108020454|XP_016944265.1|DSUZ	LOC115634021|XP_030387413.1|SLEB
OG0002586	LOC108020125|XP_016943715.2|DSUZ	LOC115620328|XP_030369382.1|SLEB
OG0002587	LOC108006108|XP_016925044.2|DSUZ	LOC115620684|XP_030369913.1|SLEB
OG0002588	LOC108010565|XP_016930932.2|DSUZ	LOC115620442|XP_030369530.1|SLEB
OG0002589	LOC108006374|XP_016925385.2|DSUZ	LOC115620623|XP_030369810.1|SLEB
OG0002590	LOC108011149|XP_016931724.1|DSUZ	LOC115627630|XP_030379226.1|SLEB
OG0002591	LOC108012158|XP_016932938.2|DSUZ	LOC115620668|XP_030369884.1|SLEB
OG0002592	LOC108006660|XP_036673403.1|DSUZ	LOC115621610|XP_030371163.1|SLEB
OG0002593	LOC108013863|XP_036673243.1|DSUZ	LOC115621178|XP_030370602.1|SLEB
OG0002594	LOC108015936|XP_036672729.1|DSUZ, LOC108015935|XP_036674215.1|DSUZ	LOC115620759|XP_030370016.1|SLEB
OG0002595	LOC108014138|XP_036672787.1|DSUZ	LOC115620212|XP_030369209.1|SLEB
OG0002596	LOC108014904|XP_036674436.1|DSUZ, LOC118877578|XP_036672727.1|DSUZ	LOC115621124|XP_030370530.1|SLEB
OG0002597	LOC108006767|XP_036675695.1|DSUZ, LOC118877974|XP_036674773.1|DSUZ	LOC115620726|XP_030369966.1|SLEB
OG0002598	LOC108005593|XP_036673027.1|DSUZ, LOC108005608|XP_036678016.1|DSUZ	LOC115620194|XP_030369185.1|SLEB
OG0002599	LOC108010603|XP_016930983.1|DSUZ	LOC115628083|XP_030379920.1|SLEB
OG0002600	LOC108009515|XP_016929423.1|DSUZ	LOC115620345|XP_030369409.1|SLEB
OG0002601	LOC108013845|XP_036672769.1|DSUZ, LOC118878049|XP_036675114.1|DSUZ	LOC115623876|XP_030374284.1|SLEB
OG0002602	LOC118876791|XP_036678217.1|DSUZ, LOC108007633|XP_016926832.1|DSUZ	LOC115621853|XP_030371525.1|SLEB
OG0002603	LOC108016473|XP_036675427.1|DSUZ	LOC115621625|XP_030371181.1|SLEB
OG0002604	LOC108019301|XP_016942610.2|DSUZ	LOC115621781|XP_030371396.1|SLEB
OG0002605	LOC118877583|XP_036672746.1|DSUZ	LOC115620690|XP_030369919.1|SLEB
OG0002606	LOC118877607|XP_036672832.1|DSUZ, LOC108017542|XP_036674701.1|DSUZ	LOC115621484|XP_030371005.1|SLEB
OG0002607	LOC118878083|XP_036675244.1|DSUZ, LOC108014879|XP_036672810.1|DSUZ	LOC115621488|XP_030371014.1|SLEB
OG0002608	LOC108014839|XP_016936534.2|DSUZ	LOC115625145|XP_030375926.1|SLEB
OG0002609	LOC108008420|XP_016927755.1|DSUZ	LOC115632020|XP_030384827.1|SLEB
OG0002610	LOC108014430|XP_036672841.1|DSUZ	LOC115623660|XP_030373978.1|SLEB
OG0002611	LOC108015857|XP_036673038.1|DSUZ	LOC115625517|XP_030376441.1|SLEB
OG0002612	LOC108018299|XP_016941321.2|DSUZ	LOC115620887|XP_030370229.1|SLEB
OG0002613	LOC108015766|XP_036673330.1|DSUZ	LOC115620505|XP_030369620.1|SLEB
OG0002614	LOC108010887|XP_036675697.1|DSUZ	LOC115621173|XP_030370597.1|SLEB
OG0002615	LOC108013211|XP_036670806.1|DSUZ	LOC115633443|XP_030386756.1|SLEB
OG0002616	LOC108017383|XP_036673227.1|DSUZ	LOC115620844|XP_030370143.1|SLEB
OG0002617	LOC108017487|XP_016940023.1|DSUZ	LOC115628078|XP_030379912.1|SLEB
OG0002618	LOC108011634|XP_016932312.1|DSUZ	LOC115621963|XP_030371671.1|SLEB
OG0002619	LOC108005581|XP_036674498.1|DSUZ	LOC115625432|XP_030376334.1|SLEB
OG0002620	LOC108011521|XP_036674022.1|DSUZ	LOC115625616|XP_030376613.1|SLEB
OG0002621	LOC108016081|XP_016938166.2|DSUZ	LOC115620703|XP_030369936.1|SLEB
OG0002622	LOC108007469|XP_016926641.2|DSUZ	LOC115632182|XP_030385076.1|SLEB
OG0002623	LOC108006970|XP_016926065.2|DSUZ	LOC115620823|XP_030370113.1|SLEB
OG0002624	LOC108016197|XP_016938313.1|DSUZ	LOC115621141|XP_030370558.1|SLEB
OG0002625	LOC108013746|XP_036673091.1|DSUZ	LOC115620732|XP_030369978.1|SLEB
OG0002626	LOC108021813|XP_016946104.1|DSUZ	LOC115626689|XP_030377977.1|SLEB
OG0002627	LOC108020507|XP_036673167.1|DSUZ	LOC115620261|XP_030369272.1|SLEB
OG0002628	LOC108014372|XP_036675036.1|DSUZ	LOC115621433|XP_030370945.1|SLEB
OG0002629	LOC108006002|XP_036674360.1|DSUZ	LOC115625375|XP_030376273.1|SLEB
OG0002630	LOC108014576|XP_036673461.1|DSUZ	LOC115623637|XP_030373939.1|SLEB
OG0002631	LOC108014811|XP_036673531.1|DSUZ	LOC115621075|XP_030370464.1|SLEB
OG0002632	LOC108015942|XP_036674521.1|DSUZ	LOC115621754|XP_030371348.1|SLEB
OG0002633	LOC108017513|XP_016940069.1|DSUZ	LOC115620221|XP_030369221.1|SLEB
OG0002634	LOC108007270|XP_036674126.1|DSUZ	LOC115629457|XP_030381783.1|SLEB
OG0002635	LOC108016215|XP_016938334.2|DSUZ	LOC115621387|XP_030370881.1|SLEB
OG0002636	LOC118877826|XP_036673887.1|DSUZ, LOC108011636|XP_016932314.2|DSUZ	LOC115620698|XP_030369929.1|SLEB
OG0002637	LOC108021120|XP_016945159.1|DSUZ	LOC115631430|XP_030384022.1|SLEB
OG0002638	LOC108015505|XP_016937452.2|DSUZ	LOC115622023|XP_030371742.1|SLEB
OG0002639	LOC108019488|XP_016942805.2|DSUZ	LOC115623360|XP_030373505.1|SLEB
OG0002640	LOC118877614|XP_036672897.1|DSUZ, LOC108015649|XP_036674761.1|DSUZ	LOC115622008|XP_030371723.1|SLEB
OG0002641	LOC108015639|XP_016937620.2|DSUZ, LOC108015645|XP_016937631.1|DSUZ	LOC115621212|XP_030370654.1|SLEB
OG0002642	LOC108015641|XP_016937622.2|DSUZ, LOC108015630|XP_016937611.2|DSUZ	LOC115621372|XP_030370859.1|SLEB
OG0002643	LOC108015633|XP_036674312.1|DSUZ, LOC118877563|XP_036672651.1|DSUZ	LOC115620654|XP_030369864.1|SLEB
OG0002644	LOC108015994|XP_016938076.2|DSUZ	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB
OG0002645	LOC108015991|XP_036675103.1|DSUZ	LOC115620851|XP_030370155.1|SLEB
OG0002646	LOC108006402|XP_036673361.1|DSUZ	LOC115625255|XP_030376110.1|SLEB
OG0002647	LOC108018473|XP_036673177.1|DSUZ	LOC115621276|XP_030370739.1|SLEB
OG0002648	LOC118876772|XP_036672709.1|DSUZ, LOC108006070|XP_036674983.1|DSUZ	LOC115625164|XP_030375956.1|SLEB
OG0002649	LOC118877662|XP_036673185.1|DSUZ, LOC108014389|XP_036673022.1|DSUZ	LOC115622809|XP_030372737.1|SLEB
OG0002650	LOC108018487|XP_016941535.2|DSUZ	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB
OG0002651	LOC118879005|XP_036677852.1|DSUZ, LOC108007378|XP_016926525.2|DSUZ	LOC115623690|XP_030374021.1|SLEB
OG0002652	LOC108018384|XP_016941419.2|DSUZ	LOC115621707|XP_030371274.1|SLEB
OG0002653	LOC108015689|XP_036673495.1|DSUZ	LOC115620270|XP_030369292.1|SLEB
OG0002654	LOC108015691|XP_036673498.1|DSUZ	LOC115622037|XP_030371764.1|SLEB
OG0002655	LOC108018297|XP_036674129.1|DSUZ	LOC115620640|XP_030369840.1|SLEB
OG0002656	LOC108018305|XP_016941328.2|DSUZ	LOC115620490|XP_030369590.1|SLEB
OG0002657	LOC108016203|XP_036674038.1|DSUZ	LOC115621418|XP_030370927.1|SLEB
OG0002658	LOC108010863|XP_016931329.2|DSUZ	LOC115620761|XP_030370021.1|SLEB
OG0002659	LOC108007313|XP_016926449.2|DSUZ	LOC115620541|XP_030369684.1|SLEB
OG0002660	LOC108013739|XP_016935179.1|DSUZ	LOC115627484|XP_030379023.1|SLEB
OG0002661	LOC108014795|XP_036673624.1|DSUZ	LOC115621606|XP_030371158.1|SLEB
OG0002662	LOC108009727|XP_016929798.1|DSUZ	LOC115634716|XP_030388459.1|SLEB
OG0002663	LOC108020606|XP_036673397.1|DSUZ	LOC115625051|XP_030375764.1|SLEB
OG0002664	LOC108004974|XP_016923577.1|DSUZ	LOC115631578|XP_030384232.1|SLEB
OG0002665	LOC108019747|XP_016943175.1|DSUZ	LOC115632028|XP_030384839.1|SLEB
OG0002666	LOC108019743|XP_016943167.1|DSUZ	LOC115634560|XP_030388236.1|SLEB
OG0002667	LOC108008471|XP_016927816.1|DSUZ	LOC115628039|XP_030379846.1|SLEB
OG0002668	LOC108013081|XP_016934191.1|DSUZ	LOC115628285|XP_030380182.1|SLEB
OG0002669	LOC108021382|XP_016945569.1|DSUZ	LOC115628488|XP_030380476.1|SLEB
OG0002670	LOC108006855|XP_016925912.1|DSUZ	LOC115632128|XP_030384994.1|SLEB
OG0002671	LOC108006812|XP_036672330.1|DSUZ	LOC115632211|XP_030385126.1|SLEB
OG0002672	LOC108009351|XP_036668885.1|DSUZ	LOC115634166|XP_030387607.1|SLEB
OG0002673	LOC108009138|XP_016928730.1|DSUZ	LOC115631702|XP_030384392.1|SLEB
OG0002674	LOC108009555|XP_016929501.1|DSUZ	LOC115628019|XP_030379810.1|SLEB
OG0002675	LOC108005900|XP_016924783.2|DSUZ	LOC115622346|XP_030372118.1|SLEB
OG0002676	LOC108009525|XP_016929445.1|DSUZ	LOC115628778|XP_030380852.1|SLEB
OG0002677	LOC108018248|XP_016941264.2|DSUZ	LOC115633609|XP_030386907.1|SLEB
OG0002678	LOC108009805|XP_016929968.1|DSUZ	LOC115630475|XP_030382913.1|SLEB
OG0002679	LOC108009162|XP_016928759.1|DSUZ	LOC115634105|XP_030387522.1|SLEB
OG0002680	LOC108004660|XP_016923123.1|DSUZ	LOC115629670|XP_030382048.1|SLEB
OG0002681	LOC108010031|XP_016930322.1|DSUZ	LOC115624631|XP_030375247.1|SLEB
OG0002682	LOC108007106|XP_016926197.2|DSUZ	LOC115623289|XP_030373433.1|SLEB
OG0002683	LOC108006486|XP_036673103.1|DSUZ	LOC115625319|XP_030376201.1|SLEB
OG0002684	LOC108006329|XP_016925320.1|DSUZ	LOC115627859|XP_030379580.1|SLEB
OG0002685	LOC108012333|XP_036670262.1|DSUZ	LOC115632638|XP_030385728.1|SLEB
OG0002686	LOC108013457|XP_016934822.1|DSUZ	LOC115632803|XP_030385914.1|SLEB
OG0002687	LOC108020444|XP_016944255.2|DSUZ, LOC108020446|XP_036671130.1|DSUZ	LOC115630263|XP_030382660.1|SLEB
OG0002688	LOC108012633|XP_016933545.1|DSUZ	LOC115623148|XP_030373217.1|SLEB
OG0002689	LOC108005209|XP_016923886.1|DSUZ, LOC108005075|XP_016923704.1|DSUZ	LOC115633271|XP_030386539.1|SLEB
OG0002690	LOC108015898|XP_036671734.1|DSUZ	LOC115628255|XP_030380137.1|SLEB
OG0002691	LOC108010181|XP_016930512.1|DSUZ	LOC115634307|XP_030387823.1|SLEB
OG0002692	LOC108008368|XP_016927695.1|DSUZ	LOC115626768|XP_030378089.1|SLEB
OG0002693	LOC108013355|XP_016934662.1|DSUZ	LOC115628385|XP_030380329.1|SLEB, LOC115628335|XP_030380259.1|SLEB
