Orthogroup	DSUZ.longest_only	BTRY.longest_only
OG0000333	LOC108007114|XP_036671129.1|DSUZ	LOC120776547|XP_039963229.1|BTRY
OG0000334	LOC108009068|XP_016928568.1|DSUZ, LOC108019188|XP_016942449.1|DSUZ	LOC120774998|XP_039960854.1|BTRY
OG0000334	LOC108010186|XP_016930518.1|DSUZ	LOC120771849|XP_039956026.1|BTRY, LOC120772789|XP_039957505.1|BTRY
OG0000335	LOC108012816|XP_016933748.1|DSUZ	LOC120767480|XP_039949505.1|BTRY
OG0000335	LOC108008189|XP_016927473.1|DSUZ	LOC120767479|XP_039949503.1|BTRY
OG0000336	LOC108011717|XP_016932427.2|DSUZ, LOC108007929|XP_036674186.1|DSUZ, LOC108007937|XP_036674185.1|DSUZ	LOC120769770|XP_039952889.1|BTRY
OG0000337	LOC108017024|XP_016939470.2|DSUZ, LOC108017025|XP_016939471.2|DSUZ, LOC108015135|XP_016936888.1|DSUZ, LOC108012266|XP_016933056.1|DSUZ	LOC120766375|XP_039947742.1|BTRY
OG0000338	LOC108012906|XP_016933912.1|DSUZ	LOC120777234|XP_039964352.1|BTRY
OG0000338	LOC108016705|XP_016938921.1|DSUZ, LOC108009952|XP_016930189.1|DSUZ	LOC120770461|XP_039953889.1|BTRY
OG0000339	LOC108019372|XP_016942683.1|DSUZ	LOC120778134|XP_039965792.1|BTRY
OG0000340	LOC108009487|XP_016929368.2|DSUZ	LOC120771806|XP_039955946.1|BTRY
OG0000342	LOC108006275|XP_016925218.1|DSUZ, LOC108010582|XP_016930955.2|DSUZ, LOC108008719|XP_016928108.1|DSUZ	LOC120774021|XP_039959243.1|BTRY
OG0000343	LOC108015850|XP_016937907.2|DSUZ	LOC120778308|XP_039966037.1|BTRY
OG0000344	LOC108010080|XP_016930385.1|DSUZ	LOC120771051|XP_039954788.1|BTRY
OG0000344	LOC108015514|XP_016937465.2|DSUZ	LOC120766693|XP_039948277.1|BTRY
OG0000345	LOC108009447|XP_016929290.1|DSUZ	LOC120773088|XP_039957990.1|BTRY
OG0000345	LOC108019754|XP_016943187.1|DSUZ	LOC120770320|XP_039953635.1|BTRY
OG0000346	LOC108018136|XP_016941080.2|DSUZ, LOC108017685|XP_036669909.1|DSUZ, LOC108008204|XP_016927484.1|DSUZ, LOC108008621|XP_016927991.1|DSUZ, LOC108017684|XP_036669817.1|DSUZ	LOC120771778|XP_039955902.1|BTRY
OG0000347	LOC108012743|XP_016933666.1|DSUZ, LOC108011420|XP_016932033.1|DSUZ	LOC120777530|XP_039964847.1|BTRY
OG0000347	LOC108021503|XP_016945741.1|DSUZ	LOC120767435|XP_039949430.1|BTRY
OG0000348	LOC108006336|XP_016925339.1|DSUZ	LOC120769393|XP_039952297.1|BTRY
OG0000348	LOC108009420|XP_016929281.2|DSUZ	LOC120767574|XP_039949645.1|BTRY
OG0000349	LOC108008902|XP_016928300.2|DSUZ, LOC108021713|XP_016946041.1|DSUZ	LOC120768895|XP_039951582.1|BTRY
OG0000350	LOC118877322|XP_036671481.1|DSUZ	LOC120776422|XP_039963001.1|BTRY
OG0000350	LOC118878120|XP_036675468.1|DSUZ	LOC120776439|XP_039963028.1|BTRY
OG0000351	LOC108008651|XP_016928026.1|DSUZ	LOC120771786|XP_039955914.1|BTRY
OG0000351	LOC108008560|XP_016927920.1|DSUZ	LOC120770740|XP_039954263.1|BTRY
OG0000353	LOC108006500|XP_016925512.2|DSUZ	LOC120776473|XP_039963083.1|BTRY
OG0000353	LOC108020252|XP_016943865.1|DSUZ	LOC120781466|XP_039969623.1|BTRY
OG0000354	LOC108012639|XP_016933554.1|DSUZ	LOC120767660|XP_039949767.1|BTRY
OG0000355	LOC108019894|XP_016943462.1|DSUZ	LOC120771205|XP_039955041.1|BTRY
OG0000355	LOC108010255|XP_016930601.1|DSUZ	LOC120770439|XP_039953843.1|BTRY
OG0000356	LOC108016313|XP_016938439.1|DSUZ, LOC108005197|XP_016923876.1|DSUZ	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY
OG0000357	LOC118878525|XP_036677421.1|DSUZ	LOC120774994|XP_039960847.1|BTRY, LOC120780003|XP_039968222.1|BTRY
OG0000358	LOC108018294|XP_016941309.1|DSUZ	LOC120777551|XP_039964877.1|BTRY
OG0000359	LOC108015702|XP_036671378.1|DSUZ, LOC108015707|XP_016937729.1|DSUZ, LOC108007539|XP_016926718.1|DSUZ, LOC108007536|XP_016926715.1|DSUZ	LOC120778373|XP_039966093.1|BTRY
OG0000361	LOC108020808|XP_036674716.1|DSUZ, LOC108016015|XP_016938097.2|DSUZ, LOC108011981|XP_016932738.1|DSUZ	LOC120768611|XP_039951311.1|BTRY
OG0000362	LOC108020346|XP_016944002.1|DSUZ	LOC120779094|XP_039967196.1|BTRY
OG0000362	LOC108007706|XP_016926938.1|DSUZ	LOC120778669|XP_039966535.1|BTRY
OG0000363	LOC108012077|XP_036674227.1|DSUZ	LOC120775658|XP_039961859.1|BTRY
OG0000363	LOC108013209|XP_016934414.1|DSUZ	LOC120779091|XP_039967181.1|BTRY
OG0000364	LOC118876793|XP_036670325.1|DSUZ	LOC120778786|XP_039966707.1|BTRY
OG0000364	LOC108012339|XP_036671083.1|DSUZ	LOC120778787|XP_039966716.1|BTRY
OG0000365	LOC108010078|XP_016930383.1|DSUZ	LOC120772169|XP_039956543.1|BTRY
OG0000365	LOC108021680|XP_016945986.1|DSUZ	LOC120768322|XP_039950894.1|BTRY
OG0000366	LOC108004719|XP_036676909.1|DSUZ	LOC120774263|XP_039959665.1|BTRY
OG0000366	LOC108015467|XP_036675257.1|DSUZ	LOC120780807|XP_039968989.1|BTRY
OG0000367	LOC108012989|XP_016934048.1|DSUZ	LOC120768508|XP_039951168.1|BTRY
OG0000367	LOC108009432|XP_016929256.1|DSUZ	LOC120770824|XP_039954338.1|BTRY
OG0000368	LOC108014502|XP_016936128.2|DSUZ	LOC120778882|XP_039966859.1|BTRY, LOC120778883|XP_039966860.1|BTRY
OG0000368	LOC108010716|XP_016931123.2|DSUZ	LOC120777794|XP_039965259.1|BTRY
OG0000370	LOC108012246|XP_016933034.1|DSUZ, LOC118877346|XP_036671625.1|DSUZ, LOC108020754|XP_016944620.1|DSUZ, LOC108008086|XP_016927365.1|DSUZ	LOC120774286|XP_039959713.1|BTRY
OG0000376	LOC108004563|XP_036677081.1|DSUZ, LOC108018733|XP_036677080.1|DSUZ	LOC120775818|XP_039962106.1|BTRY
OG0000377	LOC108005176|XP_016923841.1|DSUZ, LOC108015611|XP_016937589.2|DSUZ	LOC120772534|XP_039957145.1|BTRY, LOC120772535|XP_039957147.1|BTRY, LOC120774731|XP_039960417.1|BTRY, LOC120774730|XP_039960415.1|BTRY
OG0000378	LOC108009736|XP_016929809.1|DSUZ	LOC120776151|XP_039962629.1|BTRY
OG0000378	LOC108016987|XP_016939423.1|DSUZ	LOC120769436|XP_039952351.1|BTRY
OG0000379	LOC108008582|XP_016927947.1|DSUZ, LOC108008596|XP_016927963.1|DSUZ, LOC108009438|XP_016929267.1|DSUZ	LOC120772092|XP_039956430.1|BTRY
OG0000380	LOC108019670|XP_016943049.1|DSUZ	LOC120777433|XP_039964674.1|BTRY
OG0000380	LOC108012439|XP_016933295.1|DSUZ	LOC120777435|XP_039964675.1|BTRY
OG0000381	LOC108019165|XP_016942408.1|DSUZ	LOC120767468|XP_039949490.1|BTRY
OG0000382	LOC108014442|XP_036671525.1|DSUZ, LOC108007671|XP_016926881.2|DSUZ	LOC120775122|XP_039961078.1|BTRY
OG0000383	LOC108021575|XP_016945846.1|DSUZ	LOC120767904|XP_039950185.1|BTRY
OG0000383	LOC108019536|XP_016942866.1|DSUZ	LOC120767902|XP_039950182.1|BTRY
OG0000384	LOC108008549|XP_016927909.2|DSUZ	LOC120772420|XP_039956966.1|BTRY
OG0000384	LOC108008538|XP_036669460.1|DSUZ	LOC120770607|XP_039954144.1|BTRY
OG0000385	LOC108019194|XP_016942457.1|DSUZ	LOC120780127|XP_039968341.1|BTRY, LOC120774086|XP_039959352.1|BTRY
OG0000385	LOC108019173|XP_016942422.1|DSUZ	LOC120774085|XP_039959350.1|BTRY, LOC120774973|XP_039960799.1|BTRY
OG0000386	LOC108006929|XP_016926020.1|DSUZ, LOC108006928|XP_016926019.2|DSUZ, LOC108019458|XP_016942774.1|DSUZ	LOC120781604|XP_039969777.1|BTRY
OG0000389	LOC108013600|XP_016935026.1|DSUZ	LOC120771680|XP_039955737.1|BTRY
OG0000390	LOC108021469|XP_016945698.2|DSUZ, LOC108021436|XP_016945642.2|DSUZ	LOC120771071|XP_039954817.1|BTRY
OG0000391	LOC108018183|XP_016941173.2|DSUZ	LOC120771069|XP_039954812.1|BTRY
OG0000391	LOC108017731|XP_036669963.1|DSUZ	LOC120771124|XP_039954907.1|BTRY
OG0000392	LOC108005147|XP_016923847.2|DSUZ	LOC120769281|XP_039952131.1|BTRY
OG0000392	LOC108009595|XP_016929560.1|DSUZ	LOC120769186|XP_039952008.1|BTRY
OG0000393	LOC108014792|XP_016936477.1|DSUZ	LOC120767748|XP_039949897.1|BTRY
OG0000393	LOC108014867|XP_016936581.1|DSUZ	LOC120768428|XP_039951042.1|BTRY
OG0000394	LOC108004724|XP_016923235.1|DSUZ	LOC120773359|XP_039958117.1|BTRY
OG0000394	LOC108004723|XP_016923233.1|DSUZ	LOC120773360|XP_039958118.1|BTRY, LOC120773362|XP_039958122.1|BTRY, LOC120773361|XP_039958119.1|BTRY
OG0000395	LOC108014670|XP_016936325.2|DSUZ, LOC108014648|XP_016936299.2|DSUZ, LOC108014673|XP_016936328.1|DSUZ	LOC120778433|XP_039966149.1|BTRY
OG0000396	LOC108009024|XP_016928488.1|DSUZ, LOC108008654|XP_016928033.1|DSUZ, LOC108020462|XP_016944278.1|DSUZ, LOC108010579|XP_036675856.1|DSUZ, LOC108007590|XP_016926777.1|DSUZ, LOC108005430|XP_016924204.1|DSUZ	LOC120769341|XP_039952232.1|BTRY, LOC120767208|XP_039948951.1|BTRY
OG0000397	LOC108008102|XP_016927381.2|DSUZ, LOC108009153|XP_036668917.1|DSUZ	LOC120770499|XP_039953957.1|BTRY, LOC120770497|XP_039953954.1|BTRY
OG0000399	LOC108016136|XP_016938232.2|DSUZ	LOC120766843|XP_039948489.1|BTRY
OG0000399	LOC108008568|XP_016927927.1|DSUZ	LOC120766879|XP_039948547.1|BTRY
OG0000400	LOC108013681|XP_016935089.1|DSUZ	LOC120774408|XP_039959967.1|BTRY
OG0000400	LOC108014268|XP_016935800.2|DSUZ, LOC108013687|XP_016935094.1|DSUZ	LOC120774940|XP_039960753.1|BTRY, LOC120774941|XP_039960754.1|BTRY, LOC120774766|XP_039960460.1|BTRY
OG0000401	LOC108007285|XP_036672335.1|DSUZ, LOC108015293|XP_016937157.2|DSUZ	LOC120774242|XP_039959636.1|BTRY
OG0000402	LOC108010454|XP_016930809.2|DSUZ	LOC120776166|XP_039962707.1|BTRY
OG0000403	LOC108015517|XP_016937469.1|DSUZ	LOC120767034|XP_039948814.1|BTRY
OG0000403	LOC108009792|XP_016929941.1|DSUZ	LOC120770420|XP_039953799.1|BTRY
OG0000404	LOC108018436|XP_036675625.1|DSUZ	LOC120782378|XP_039970554.1|BTRY
OG0000405	LOC108019207|XP_016942489.1|DSUZ	LOC120775347|XP_039961428.1|BTRY
OG0000406	LOC108012463|XP_016933342.1|DSUZ	LOC120779166|XP_039967326.1|BTRY
OG0000406	LOC108008615|XP_016927985.1|DSUZ	LOC120771109|XP_039954892.1|BTRY
OG0000407	LOC108013043|XP_016934141.1|DSUZ	LOC120776370|XP_039962883.1|BTRY
OG0000408	LOC108018482|XP_016941528.1|DSUZ, LOC108021715|XP_016946040.1|DSUZ	LOC120769044|XP_039951824.1|BTRY
OG0000409	LOC108008656|XP_016928030.1|DSUZ, LOC108010150|XP_016930474.1|DSUZ	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY
OG0000411	LOC108007976|XP_016927240.1|DSUZ	LOC120777280|XP_039964424.1|BTRY
OG0000411	LOC108021717|XP_016946043.1|DSUZ	LOC120769527|XP_039952500.1|BTRY
OG0000412	LOC108012058|XP_016932826.1|DSUZ	LOC120772605|XP_039957253.1|BTRY
OG0000412	LOC108012372|XP_016933216.1|DSUZ	LOC120777580|XP_039964926.1|BTRY
OG0000413	LOC108007054|XP_016926149.2|DSUZ	LOC120766222|XP_039947531.1|BTRY
OG0000413	LOC108016241|XP_036674981.1|DSUZ	LOC120766492|XP_039947978.1|BTRY
OG0000414	LOC108004607|XP_016923036.1|DSUZ, LOC118876758|XP_036669984.1|DSUZ, LOC108010718|XP_016931127.2|DSUZ	LOC120772664|XP_039957331.1|BTRY
OG0000415	LOC108009799|XP_016929952.1|DSUZ	LOC120770881|XP_039954453.1|BTRY
OG0000415	LOC108010054|XP_016930355.1|DSUZ	LOC120772785|XP_039957502.1|BTRY
OG0000416	LOC108016931|XP_016939348.1|DSUZ	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY
OG0000416	LOC108016946|XP_016939368.2|DSUZ	LOC120774132|XP_039959448.1|BTRY
OG0000417	LOC108017293|XP_036673996.1|DSUZ	LOC120766838|XP_039948483.1|BTRY
OG0000417	LOC108017246|XP_016939737.2|DSUZ	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY
OG0000418	LOC108016681|XP_036676753.1|DSUZ	LOC120775998|XP_039962365.1|BTRY
OG0000418	LOC108010424|XP_016930772.1|DSUZ	LOC120775994|XP_039962360.1|BTRY
OG0000419	LOC108017993|XP_016940829.1|DSUZ	LOC120772990|XP_039957837.1|BTRY
OG0000421	LOC108020167|XP_016943760.1|DSUZ	LOC120768035|XP_039950462.1|BTRY
OG0000421	LOC108014991|XP_016936706.1|DSUZ	LOC120768668|XP_039951380.1|BTRY
OG0000422	LOC108019545|XP_016942872.2|DSUZ	LOC120780556|XP_039968747.1|BTRY
OG0000423	LOC108018126|XP_016941056.1|DSUZ	LOC120770394|XP_039953759.1|BTRY
OG0000423	LOC108018203|XP_016941208.1|DSUZ	LOC120770005|XP_039953031.1|BTRY
OG0000424	LOC108018062|XP_016940947.1|DSUZ, LOC108010867|XP_016931335.2|DSUZ	LOC120770993|XP_039954673.1|BTRY
OG0000424	LOC108018232|XP_016941243.1|DSUZ	LOC120770914|XP_039954538.1|BTRY
OG0000425	LOC108008739|XP_016928125.1|DSUZ	LOC120772681|XP_039957353.1|BTRY
OG0000425	LOC108008648|XP_016928023.1|DSUZ	LOC120770802|XP_039954315.1|BTRY
OG0000426	LOC108009868|XP_016930059.1|DSUZ, LOC108008524|XP_016927883.1|DSUZ, LOC108009867|XP_016930058.1|DSUZ	LOC120767283|XP_039949097.1|BTRY, LOC120769710|XP_039952783.1|BTRY, LOC120769049|XP_039951833.1|BTRY
OG0000428	LOC108013628|XP_016935061.1|DSUZ, LOC108013563|XP_036671745.1|DSUZ, LOC108013561|XP_016934966.1|DSUZ	LOC120772925|XP_039957759.1|BTRY
OG0000429	LOC108010272|XP_016930622.2|DSUZ	LOC120770795|XP_039954308.1|BTRY, LOC120771992|XP_039956282.1|BTRY
OG0000430	LOC108008042|XP_016927314.1|DSUZ, LOC108008043|XP_016927315.1|DSUZ, LOC108018589|XP_016941637.2|DSUZ	LOC120774784|XP_039960496.1|BTRY
OG0000433	LOC108016799|XP_016939062.1|DSUZ	LOC120774862|XP_039960624.1|BTRY
OG0000433	LOC108011433|XP_036672323.1|DSUZ	LOC120778215|XP_039965906.1|BTRY
OG0000434	LOC108013873|XP_036673401.1|DSUZ	LOC120772696|XP_039957370.1|BTRY, LOC120772247|XP_039956678.1|BTRY
OG0000434	LOC108019832|XP_016943340.1|DSUZ	LOC120771558|XP_039955554.1|BTRY, LOC120771322|XP_039955200.1|BTRY
OG0000435	LOC108015101|XP_016936834.1|DSUZ	LOC120774231|XP_039959624.1|BTRY
OG0000437	LOC108005108|XP_016923774.1|DSUZ	LOC120781389|XP_039969532.1|BTRY
OG0000437	LOC108005847|XP_016924699.1|DSUZ	LOC120769054|XP_039951837.1|BTRY
OG0000438	LOC108010648|XP_036670526.1|DSUZ, LOC118877223|XP_036670529.1|DSUZ, LOC108019453|XP_036675388.1|DSUZ	LOC120775835|XP_039962138.1|BTRY
OG0000439	LOC108018966|XP_036678170.1|DSUZ	LOC120767996|XP_039950349.1|BTRY
OG0000439	LOC108013344|XP_016934639.1|DSUZ	LOC120778369|XP_039966090.1|BTRY
OG0000440	LOC108008672|XP_016928055.1|DSUZ	LOC120771326|XP_039955205.1|BTRY
OG0000440	LOC108019879|XP_016943439.1|DSUZ	LOC120771453|XP_039955398.1|BTRY
OG0000441	LOC108008822|XP_016928217.1|DSUZ	LOC120770035|XP_039953084.1|BTRY, LOC120772426|XP_039956971.1|BTRY
OG0000441	LOC108008775|XP_016928162.1|DSUZ	LOC120772252|XP_039956689.1|BTRY
OG0000442	LOC108004733|XP_016923247.2|DSUZ	LOC120774330|XP_039959814.1|BTRY
OG0000443	LOC108013304|XP_016934583.1|DSUZ, LOC108012529|XP_016933432.1|DSUZ	LOC120767448|XP_039949449.1|BTRY
OG0000444	LOC108007875|XP_016927132.1|DSUZ	LOC120777609|XP_039964992.1|BTRY
OG0000444	LOC108007868|XP_016927122.1|DSUZ	LOC120777797|XP_039965263.1|BTRY
OG0000446	LOC108019010|XP_016942111.1|DSUZ, LOC108004749|XP_036677041.1|DSUZ	LOC120771905|XP_039956120.1|BTRY
OG0000448	LOC108017085|XP_016939533.2|DSUZ	LOC120782620|XP_039970921.1|BTRY
OG0000449	LOC108020868|XP_036671767.1|DSUZ	LOC120776397|XP_039962951.1|BTRY
OG0000449	LOC108021257|XP_016945368.1|DSUZ	LOC120767465|XP_039949487.1|BTRY
OG0000450	LOC108019075|XP_016942217.1|DSUZ	LOC120774365|XP_039959889.1|BTRY
OG0000450	LOC108016894|XP_036676322.1|DSUZ	LOC120774824|XP_039960565.1|BTRY
OG0000451	LOC108016591|XP_016938766.1|DSUZ	LOC120775737|XP_039961988.1|BTRY
OG0000451	LOC108016592|XP_036676188.1|DSUZ	LOC120775735|XP_039961987.1|BTRY, LOC120775418|XP_039961530.1|BTRY
OG0000453	LOC118877963|XP_036674647.1|DSUZ, LOC108020853|XP_036672809.1|DSUZ	LOC120766550|XP_039948067.1|BTRY
OG0000453	LOC108020851|XP_036672808.1|DSUZ, LOC118877962|XP_036674640.1|DSUZ	LOC120782890|XP_039971372.1|BTRY
OG0000454	LOC108015818|XP_016937871.2|DSUZ, LOC108013082|XP_016934196.1|DSUZ	LOC120771593|XP_039955599.1|BTRY, LOC120771036|XP_039954758.1|BTRY
OG0000455	LOC108019612|XP_036669799.1|DSUZ, LOC108019611|XP_016942981.1|DSUZ, LOC108019779|XP_036670236.1|DSUZ	LOC120771949|XP_039956193.1|BTRY
OG0000456	LOC108020414|XP_016944206.1|DSUZ	LOC120779448|XP_039967629.1|BTRY
OG0000456	LOC108020927|XP_036671536.1|DSUZ	LOC120768512|XP_039951171.1|BTRY
OG0000457	LOC108005323|XP_016924031.1|DSUZ	LOC120781641|XP_039969806.1|BTRY
OG0000457	LOC108019578|XP_016942904.2|DSUZ	LOC120768879|XP_039951566.1|BTRY
OG0000458	LOC108014288|XP_016935825.1|DSUZ	LOC120768030|XP_039950444.1|BTRY
OG0000460	LOC108007890|XP_016927151.1|DSUZ	LOC120768381|XP_039950981.1|BTRY
OG0000462	LOC108010752|XP_016931167.2|DSUZ, LOC108017564|XP_016940139.1|DSUZ, LOC108017565|XP_016940140.2|DSUZ	LOC120766648|XP_039948245.1|BTRY
OG0000463	LOC108007797|XP_016927042.2|DSUZ, LOC108011215|XP_016931797.1|DSUZ, LOC108007796|XP_016927041.2|DSUZ	LOC120772993|XP_039957840.1|BTRY
OG0000465	LOC108011527|XP_036673957.1|DSUZ	LOC120780110|XP_039968359.1|BTRY
OG0000465	LOC108011523|XP_036673955.1|DSUZ	LOC120772118|XP_039956467.1|BTRY
OG0000466	LOC108016918|XP_016939330.1|DSUZ	LOC120773729|XP_039958719.1|BTRY
OG0000466	LOC108013661|XP_016935075.1|DSUZ	LOC120768513|XP_039951175.1|BTRY
OG0000467	LOC108018020|XP_036670100.1|DSUZ	LOC120772136|XP_039956488.1|BTRY
OG0000467	LOC108017712|XP_036669874.1|DSUZ	LOC120772332|XP_039956808.1|BTRY
OG0000468	LOC108010784|XP_016931201.1|DSUZ	LOC120766448|XP_039947890.1|BTRY
OG0000468	LOC108009113|XP_016928673.1|DSUZ	LOC120772763|XP_039957470.1|BTRY
OG0000469	LOC108014052|XP_016935562.1|DSUZ	LOC120767613|XP_039949700.1|BTRY
OG0000470	LOC108017617|XP_036672103.1|DSUZ, LOC108020082|XP_036677850.1|DSUZ	LOC120778542|XP_039966325.1|BTRY
OG0000470	LOC108013619|XP_036671664.1|DSUZ	LOC120782030|XP_039970120.1|BTRY
OG0000471	LOC108012591|XP_016933499.1|DSUZ, LOC108013162|XP_016934348.1|DSUZ, LOC108009126|XP_016928709.1|DSUZ	LOC120767631|XP_039949725.1|BTRY, LOC120769192|XP_039952020.1|BTRY
OG0000473	LOC108014968|XP_016936678.2|DSUZ	LOC120775766|XP_039962033.1|BTRY
OG0000473	LOC108016544|XP_036676746.1|DSUZ	LOC120775662|XP_039961864.1|BTRY
OG0000474	LOC108005377|XP_016924125.1|DSUZ, LOC108015900|XP_036671476.1|DSUZ	LOC120775186|XP_039961175.1|BTRY
OG0000475	LOC108020525|XP_036672950.1|DSUZ	LOC120767162|XP_039948919.1|BTRY
OG0000475	LOC118877864|XP_036674078.1|DSUZ, LOC118877773|XP_036673696.1|DSUZ, LOC108020495|XP_016944315.2|DSUZ	LOC120770612|XP_039954148.1|BTRY
OG0000476	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ	LOC120766557|XP_039948077.1|BTRY
OG0000476	LOC108016111|XP_016938201.1|DSUZ	LOC120770518|XP_039953995.1|BTRY
OG0000477	LOC108014382|XP_016935973.2|DSUZ	LOC120775069|XP_039960995.1|BTRY
OG0000477	LOC108006246|XP_036673189.1|DSUZ	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY
OG0000478	LOC108004597|XP_016923025.2|DSUZ, LOC108014075|XP_016935585.1|DSUZ	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY
OG0000479	LOC108006976|XP_016926072.2|DSUZ, LOC118877645|XP_036673110.1|DSUZ	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY
OG0000480	LOC108016562|XP_016938727.1|DSUZ, LOC108016583|XP_016938760.1|DSUZ	LOC120768928|XP_039951642.1|BTRY
OG0000481	LOC118878841|XP_036677762.1|DSUZ, LOC118879406|XP_036678164.1|DSUZ	LOC120780528|XP_039968727.1|BTRY
OG0000481	LOC118877083|XP_036669891.1|DSUZ, LOC118879541|XP_036678291.1|DSUZ, LOC118879540|XP_036678288.1|DSUZ, LOC118878558|XP_036677470.1|DSUZ, LOC118878041|XP_036675073.1|DSUZ, LOC118879744|XP_036678563.1|DSUZ, LOC118877999|XP_036674897.1|DSUZ, LOC118878719|XP_036677633.1|DSUZ, LOC118878026|XP_036675044.1|DSUZ, LOC118879397|XP_036678159.1|DSUZ, LOC118879547|XP_036678317.1|DSUZ, LOC118878056|XP_036675132.1|DSUZ, LOC108012091|XP_036674635.1|DSUZ, LOC118878555|XP_036677463.1|DSUZ	LOC120780366|XP_039968591.1|BTRY, LOC120766910|XP_039948592.1|BTRY, LOC120781694|XP_039969845.1|BTRY
OG0000482	LOC108017408|XP_016939923.2|DSUZ	LOC120766731|XP_039948318.1|BTRY
OG0000483	LOC108005709|XP_016924526.2|DSUZ, LOC108005710|XP_016924527.2|DSUZ	LOC120766986|XP_039948724.1|BTRY
OG0000484	LOC108017569|XP_016940145.2|DSUZ	LOC120766420|XP_039947886.1|BTRY
OG0000484	LOC108017567|XP_016940142.1|DSUZ	LOC120766487|XP_039948012.1|BTRY
OG0000485	LOC118877427|XP_036672099.1|DSUZ	LOC120777647|XP_039965033.1|BTRY
OG0000486	LOC108009654|XP_016929661.1|DSUZ, LOC108009652|XP_016929658.1|DSUZ	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY
OG0000487	LOC108008683|XP_016928066.1|DSUZ	LOC120771254|XP_039955105.1|BTRY
OG0000487	LOC108010089|XP_016930397.1|DSUZ	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY
OG0000489	LOC108010818|XP_016931254.2|DSUZ	LOC120766213|XP_039947516.1|BTRY
OG0000489	LOC108021797|XP_016946089.1|DSUZ	LOC120769711|XP_039952787.1|BTRY
OG0000490	LOC108018890|XP_036675837.1|DSUZ	LOC120775304|XP_039961372.1|BTRY
OG0000490	LOC108011228|XP_016931816.1|DSUZ	LOC120776015|XP_039962394.1|BTRY
OG0000491	LOC108009360|XP_016929150.1|DSUZ, LOC108009361|XP_016929151.1|DSUZ, LOC108009359|XP_016929149.1|DSUZ	LOC120772631|XP_039957287.1|BTRY
OG0000492	LOC108010329|XP_016930746.1|DSUZ	LOC120772323|XP_039956787.1|BTRY
OG0000492	LOC108011906|XP_016932648.1|DSUZ	LOC120774473|XP_039960063.1|BTRY
OG0000493	LOC108014841|XP_016936538.2|DSUZ, LOC108014842|XP_036673575.1|DSUZ	LOC120768974|XP_039951710.1|BTRY
OG0000494	LOC108018440|XP_016941491.1|DSUZ	LOC120769283|XP_039952138.1|BTRY
OG0000495	LOC108016998|XP_016939433.1|DSUZ	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY
OG0000495	LOC108017823|XP_016940462.1|DSUZ	LOC120770492|XP_039953943.1|BTRY
OG0000496	LOC108021138|XP_016945185.1|DSUZ	LOC120768068|XP_039950524.1|BTRY
OG0000497	LOC108007523|XP_016926701.1|DSUZ	LOC120768950|XP_039951670.1|BTRY
OG0000497	LOC108021185|XP_016945258.1|DSUZ	LOC120769545|XP_039952523.1|BTRY
OG0000498	LOC108005704|XP_036673202.1|DSUZ	LOC120782315|XP_039970465.1|BTRY
OG0000498	LOC108020620|XP_036673411.1|DSUZ	LOC120768227|XP_039950745.1|BTRY
OG0000499	LOC108017809|XP_016940446.1|DSUZ	LOC120774341|XP_039959837.1|BTRY
OG0000499	LOC108016836|XP_016939147.1|DSUZ	LOC120766275|XP_039947611.1|BTRY
OG0000500	LOC108007747|XP_036672076.1|DSUZ	LOC120778821|XP_039966760.1|BTRY
OG0000500	LOC108007757|XP_016927000.2|DSUZ	LOC120778259|XP_039965970.1|BTRY
OG0000501	LOC108019588|XP_016942918.1|DSUZ, LOC108019591|XP_016942919.1|DSUZ, LOC108005397|XP_016924152.1|DSUZ	LOC120771118|XP_039954902.1|BTRY
OG0000504	LOC108006687|XP_016925714.2|DSUZ	LOC120776440|XP_039963029.1|BTRY, LOC120776441|XP_039963032.1|BTRY, LOC120778621|XP_039966438.1|BTRY, LOC120776645|XP_039963412.1|BTRY, LOC120777904|XP_039965419.1|BTRY
OG0000505	LOC108018884|XP_036675752.1|DSUZ	LOC120775324|XP_039961397.1|BTRY
OG0000505	LOC108019217|XP_016942501.1|DSUZ	LOC120774415|XP_039959976.1|BTRY
OG0000506	LOC108005036|XP_036673419.1|DSUZ	LOC120766859|XP_039948522.1|BTRY
OG0000506	LOC108005035|XP_016923661.2|DSUZ	LOC120782649|XP_039970957.1|BTRY
