Orthogroup	DSUZ.longest_only	DGUA.longest_only
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC117583203|XP_034127298.1|DGUA
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC117586637|XP_034132757.1|DGUA
OG0001336	LOC118878470|XP_036677361.1|DSUZ, LOC108014610|XP_016936262.1|DSUZ, LOC118879467|XP_036678234.1|DSUZ, LOC108013970|XP_036677744.1|DSUZ	LOC117591488|XP_034140667.1|DGUA
OG0001336	LOC108012434|XP_016933288.1|DSUZ	LOC117586170|XP_034131971.1|DGUA
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC117581407|XP_034124448.1|DGUA
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC117586287|XP_034132135.1|DGUA
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC117584604|XP_034129508.1|DGUA
OG0001340	LOC108007415|XP_036677442.1|DSUZ	LOC117590025|XP_034138212.1|DGUA
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC117583338|XP_034127492.1|DGUA
OG0001342	LOC118878124|XP_036675492.1|DSUZ	LOC117583120|XP_034127201.1|DGUA
OG0001343	LOC118877991|XP_036674824.1|DSUZ, LOC108016037|XP_016938120.2|DSUZ	LOC117583134|XP_034127215.1|DGUA
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC117583255|XP_034127370.1|DGUA
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC117583186|XP_034127278.1|DGUA
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC117583492|XP_034127722.1|DGUA
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC117578473|XP_034119897.1|DGUA, LOC117592311|XP_034141877.1|DGUA, LOC117581593|XP_034124840.1|DGUA
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC117590301|XP_034138679.1|DGUA
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC117586923|XP_034133169.1|DGUA
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC117579776|XP_034121724.1|DGUA
OG0001351	LOC108009403|XP_016929212.1|DSUZ, LOC108008529|XP_016927889.1|DSUZ	LOC117586432|XP_034132363.1|DGUA
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC117588489|XP_034135686.1|DGUA
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC117591231|XP_034140296.1|DGUA
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC117591979|XP_034141310.1|DGUA
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC117592081|XP_034141484.1|DGUA
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC117585160|XP_034130387.1|DGUA
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC117586861|XP_034133047.1|DGUA
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC117579307|XP_034121007.1|DGUA
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC117584301|XP_034129018.1|DGUA
OG0001360	LOC118879053|XP_036677930.1|DSUZ, LOC108017575|XP_036678168.1|DSUZ, LOC118878485|XP_036677383.1|DSUZ, LOC118876870|XP_036668839.1|DSUZ, LOC118879578|XP_036678373.1|DSUZ, LOC108018688|XP_016941751.2|DSUZ, LOC108009514|XP_016929422.2|DSUZ	LOC117585270|XP_034130584.1|DGUA
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC117580021|XP_034122134.1|DGUA
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC117585063|XP_034130215.1|DGUA, LOC117588428|XP_034135599.1|DGUA, LOC117591427|XP_034140578.1|DGUA, LOC117580036|XP_034122155.1|DGUA
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC117586369|XP_034132286.1|DGUA
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC117581078|XP_034123856.1|DGUA
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC117580943|XP_034123617.1|DGUA, LOC117589217|XP_034136853.1|DGUA
OG0001366	LOC108012846|XP_016933800.2|DSUZ	LOC117589305|XP_034136989.1|DGUA
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC117578793|XP_034120410.1|DGUA
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC117583754|XP_034128170.1|DGUA
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC117588517|XP_034135738.1|DGUA
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC117579596|XP_034121424.1|DGUA
OG0001371	LOC118878801|XP_036677711.1|DSUZ, LOC108018763|XP_016941831.1|DSUZ	LOC117584747|XP_034129726.1|DGUA
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC117588028|XP_034134965.1|DGUA
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC117587814|XP_034134661.1|DGUA
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC117592129|XP_034141565.1|DGUA
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC117586235|XP_034132062.1|DGUA
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC117589073|XP_034136602.1|DGUA
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC117582593|XP_034126342.1|DGUA
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC117583897|XP_034128458.1|DGUA, LOC117587865|XP_034134721.1|DGUA
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC117582119|XP_034125586.1|DGUA
OG0001380	LOC108007067|XP_016926160.1|DSUZ	LOC117586560|XP_034132615.1|DGUA
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC117588346|XP_034135451.1|DGUA
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC117584740|XP_034129705.1|DGUA
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC117588182|XP_034135192.1|DGUA, LOC117578415|XP_034119768.1|DGUA
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC117587866|XP_034134723.1|DGUA
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC117587709|XP_034134504.1|DGUA
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC117584388|XP_034129133.1|DGUA
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC117584735|XP_034129696.1|DGUA
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC117583401|XP_034127575.1|DGUA
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC117582316|XP_034125852.1|DGUA
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC117588000|XP_034134911.1|DGUA
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC117588580|XP_034135871.1|DGUA
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC117591429|XP_034140582.1|DGUA
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC117584605|XP_034129505.1|DGUA
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC117586668|XP_034132807.1|DGUA, LOC117586038|XP_034131775.1|DGUA
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC117584170|XP_034128826.1|DGUA, LOC117588645|XP_034135969.1|DGUA
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC117590007|XP_034138184.1|DGUA
OG0001398	LOC108004751|XP_016923276.1|DSUZ	LOC117581302|XP_034124234.1|DGUA
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC117591308|XP_034140403.1|DGUA
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC117589812|XP_034137931.1|DGUA
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC117587493|XP_034134156.1|DGUA
OG0001402	LOC108013768|XP_016935217.1|DSUZ	LOC117580260|XP_034122587.1|DGUA
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC117579752|XP_034121664.1|DGUA
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC117578743|XP_034120311.1|DGUA
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC117579070|XP_034120670.1|DGUA
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC117581824|XP_034125159.1|DGUA
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC117589407|XP_034137227.1|DGUA
OG0001408	LOC108017841|XP_016940485.1|DSUZ	LOC117592673|XP_034142524.1|DGUA
OG0001411	LOC108007268|XP_016926395.2|DSUZ	LOC117585782|XP_034131362.1|DGUA
OG0001412	LOC108020134|XP_036668758.1|DSUZ, LOC108014299|XP_016935855.1|DSUZ	LOC117582113|XP_034125577.1|DGUA
OG0001413	LOC108008227|XP_016927507.2|DSUZ, LOC108008828|XP_016928225.1|DSUZ	LOC117581287|XP_034124212.1|DGUA
OG0001414	LOC108008191|XP_036668946.1|DSUZ	LOC117592504|XP_034142240.1|DGUA
OG0001415	LOC108009398|XP_016929207.1|DSUZ	LOC117578670|XP_034120188.1|DGUA
OG0001416	LOC108020957|XP_016944889.1|DSUZ	LOC117583911|XP_034128480.1|DGUA
OG0001416	LOC108012725|XP_016933646.1|DSUZ	LOC117587278|XP_034133755.1|DGUA
OG0001417	LOC108018955|XP_016942047.1|DSUZ, LOC108018856|XP_016941934.2|DSUZ	LOC117580667|XP_034123170.1|DGUA
OG0001418	LOC108012711|XP_016933629.1|DSUZ, LOC108012563|XP_016933467.2|DSUZ	LOC117579806|XP_034121777.1|DGUA
OG0001420	LOC108012195|XP_036673170.1|DSUZ	LOC117583331|XP_034127482.1|DGUA
OG0001421	LOC108016510|XP_016938673.2|DSUZ	LOC117586510|XP_034132529.1|DGUA
OG0001421	LOC108016905|XP_016939692.1|DSUZ, LOC108021141|XP_016945193.1|DSUZ	LOC117587561|XP_034134270.1|DGUA
OG0001422	LOC108012658|XP_016933574.1|DSUZ, LOC108013620|XP_016935053.1|DSUZ	LOC117587047|XP_034133372.1|DGUA
OG0001423	LOC108007000|XP_036673417.1|DSUZ	LOC117584980|XP_034130076.1|DGUA
OG0001425	LOC108017833|XP_016940475.1|DSUZ, LOC108018242|XP_016941257.1|DSUZ	LOC117585930|XP_034131590.1|DGUA, LOC117585938|XP_034131602.1|DGUA
OG0001426	LOC108020917|XP_016944826.1|DSUZ	LOC117582527|XP_034126218.1|DGUA
OG0001427	LOC108019770|XP_016943224.2|DSUZ, LOC108009304|XP_016929047.1|DSUZ	LOC117578790|XP_034120402.1|DGUA
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC117589587|XP_034137542.1|DGUA
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC117589618|XP_034137592.1|DGUA
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC117590261|XP_034138639.1|DGUA
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC117590756|XP_034139585.1|DGUA
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC117590355|XP_034138782.1|DGUA, LOC117585631|XP_034131106.1|DGUA
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC117580966|XP_034123645.1|DGUA
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC117578847|XP_034120524.1|DGUA
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC117588529|XP_034135779.1|DGUA
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC117587621|XP_034134370.1|DGUA
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC117583458|XP_034127649.1|DGUA
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC117589744|XP_034137816.1|DGUA
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC117590264|XP_034138641.1|DGUA
OG0001441	LOC108018951|XP_016942042.1|DSUZ	LOC117581606|XP_034124858.1|DGUA
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC117584308|XP_034129024.1|DGUA
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC117591453|XP_034140613.1|DGUA
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC117585169|XP_034130401.1|DGUA
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC117589400|XP_034137214.1|DGUA, LOC117590024|XP_034138209.1|DGUA
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC117585852|XP_034131490.1|DGUA
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC117590162|XP_034138441.1|DGUA
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC117582751|XP_034126585.1|DGUA
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC117581769|XP_034125068.1|DGUA
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC117588179|XP_034135187.1|DGUA
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC117578487|XP_034119911.1|DGUA
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC117591977|XP_034141303.1|DGUA
OG0001453	LOC108012305|XP_036671537.1|DSUZ	LOC117580044|XP_034122172.1|DGUA
OG0001454	LOC108006457|XP_016925470.2|DSUZ	LOC117585064|XP_034130217.1|DGUA
OG0001455	LOC108006825|XP_036670547.1|DSUZ	LOC117587037|XP_034133357.1|DGUA, LOC117587154|XP_034133550.1|DGUA
OG0001456	LOC108009007|XP_036669008.1|DSUZ	LOC117592457|XP_034142128.1|DGUA
OG0001457	LOC108009050|XP_016928543.1|DSUZ	LOC117585617|XP_034131074.1|DGUA
OG0001458	LOC108008523|XP_016927882.1|DSUZ	LOC117581109|XP_034123907.1|DGUA
OG0001459	LOC108012504|XP_036671988.1|DSUZ	LOC117587422|XP_034133982.1|DGUA
OG0001460	LOC108017918|XP_016940577.1|DSUZ	LOC117590890|XP_034139817.1|DGUA
OG0001461	LOC108015345|XP_016937242.1|DSUZ	LOC117591326|XP_034140427.1|DGUA
OG0001462	LOC108007143|XP_016926235.1|DSUZ	LOC117579705|XP_034121587.1|DGUA
OG0001463	LOC108012130|XP_036674286.1|DSUZ	LOC117584902|XP_034129932.1|DGUA
OG0001464	LOC108016783|XP_016939040.2|DSUZ	LOC117581618|XP_034124871.1|DGUA
OG0001465	LOC108008445|XP_016927785.1|DSUZ	LOC117592691|XP_034142546.1|DGUA
OG0001466	LOC108014293|XP_016935848.1|DSUZ	LOC117583997|XP_034128616.1|DGUA
OG0001467	LOC108013349|XP_016934654.1|DSUZ	LOC117581946|XP_034125319.1|DGUA
OG0001468	LOC108012424|XP_016933275.1|DSUZ	LOC117587068|XP_034133402.1|DGUA
OG0001469	LOC108009341|XP_016929116.1|DSUZ	LOC117592548|XP_034142311.1|DGUA
OG0001470	LOC108018336|XP_036671749.1|DSUZ	LOC117579850|XP_034121839.1|DGUA
OG0001471	LOC108012893|XP_036670305.1|DSUZ	LOC117587190|XP_034133609.1|DGUA
OG0001472	LOC108005629|XP_016924428.1|DSUZ	LOC117589087|XP_034136616.1|DGUA
OG0001473	LOC108011617|XP_036673670.1|DSUZ	LOC117590176|XP_034138462.1|DGUA
OG0001474	LOC108004756|XP_016923282.1|DSUZ	LOC117588661|XP_034135995.1|DGUA
OG0001475	LOC108009554|XP_016929500.1|DSUZ	LOC117586172|XP_034131977.1|DGUA, LOC117586186|XP_034132003.1|DGUA
OG0001476	LOC108010464|XP_016930822.1|DSUZ	LOC117591332|XP_034140443.1|DGUA
OG0001477	LOC118878112|XP_036675425.1|DSUZ	LOC117585839|XP_034131471.1|DGUA
OG0001478	LOC108020920|XP_016944834.1|DSUZ	LOC117582637|XP_034126408.1|DGUA
OG0001479	LOC108016619|XP_016938802.1|DSUZ	LOC117590708|XP_034139497.1|DGUA
OG0001480	LOC108020889|XP_016944790.1|DSUZ	LOC117582634|XP_034126403.1|DGUA
OG0001481	LOC108018385|XP_036678619.1|DSUZ, LOC118879765|XP_036678618.1|DSUZ	LOC117584077|XP_034128714.1|DGUA
OG0001482	LOC108008991|XP_016928423.1|DSUZ	LOC117588384|XP_034135503.1|DGUA
OG0001483	LOC108010874|XP_016931345.1|DSUZ	LOC117587575|XP_034134293.1|DGUA
OG0001484	LOC108009156|XP_016928755.1|DSUZ	LOC117581869|XP_034125223.1|DGUA
OG0001485	LOC108020703|XP_016944560.2|DSUZ	LOC117579615|XP_034121441.1|DGUA
OG0001486	LOC108011931|XP_036678620.1|DSUZ, LOC108019208|XP_016942491.1|DSUZ	LOC117581711|XP_034124979.1|DGUA
OG0001487	LOC108013786|XP_036677298.1|DSUZ	LOC117588171|XP_034135173.1|DGUA
OG0001488	LOC108019645|XP_016943018.1|DSUZ	LOC117581975|XP_034125356.1|DGUA
OG0001489	LOC108016094|XP_016938184.1|DSUZ	LOC117587869|XP_034134727.1|DGUA
OG0001490	LOC108008423|XP_016927763.1|DSUZ	LOC117584591|XP_034129459.1|DGUA
OG0001491	LOC108015141|XP_016936904.1|DSUZ	LOC117582493|XP_034126156.1|DGUA
OG0001492	LOC108012831|XP_016933784.1|DSUZ	LOC117584185|XP_034128844.1|DGUA
OG0001493	LOC108015149|XP_016936911.1|DSUZ	LOC117590919|XP_034139841.1|DGUA
OG0001494	LOC108004627|XP_016923055.1|DSUZ	LOC117580881|XP_034123523.1|DGUA
OG0001495	LOC108019715|XP_016943103.1|DSUZ	LOC117578870|XP_034120555.1|DGUA
OG0001496	LOC108004706|XP_016923208.1|DSUZ	LOC117591191|XP_034140219.1|DGUA
OG0001497	LOC108008322|XP_016927630.1|DSUZ	LOC117588980|XP_034136463.1|DGUA
OG0001498	LOC108017094|XP_036675083.1|DSUZ	LOC117586107|XP_034131859.1|DGUA
OG0001500	LOC108018223|XP_016941231.1|DSUZ	LOC117592220|XP_034141738.1|DGUA, LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA, LOC117592034|XP_034141386.1|DGUA
OG0001501	LOC108007333|XP_016926471.2|DSUZ	LOC117586638|XP_034132759.1|DGUA
OG0001502	LOC108009719|XP_016929771.1|DSUZ	LOC117592141|XP_034141587.1|DGUA
OG0001503	LOC108018189|XP_016941186.1|DSUZ	LOC117585163|XP_034130397.1|DGUA
OG0001504	LOC108016545|XP_036676686.1|DSUZ	LOC117581167|XP_034124001.1|DGUA
OG0001505	LOC108009037|XP_016928500.2|DSUZ	LOC117580793|XP_034123384.1|DGUA
OG0001506	LOC108019888|XP_016943455.1|DSUZ	LOC117592622|XP_034142449.1|DGUA
OG0001507	LOC108009587|XP_016929546.1|DSUZ	LOC117580295|XP_034122670.1|DGUA
OG0001508	LOC108018167|XP_016941148.1|DSUZ	LOC117583291|XP_034127424.1|DGUA
OG0001509	LOC108010331|XP_036669432.1|DSUZ	LOC117592436|XP_034142084.1|DGUA
OG0001510	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA
OG0001511	LOC108010164|XP_016930494.1|DSUZ	LOC117584677|XP_034129601.1|DGUA
OG0001512	LOC108005763|XP_016924580.2|DSUZ	LOC117579925|XP_034121960.1|DGUA
OG0001513	LOC118879038|XP_036677926.1|DSUZ, LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ	LOC117588880|XP_034136297.1|DGUA
OG0001515	LOC108021154|XP_016945217.1|DSUZ, LOC108015028|XP_016936747.1|DSUZ	LOC117590750|XP_034139550.1|DGUA, LOC117583281|XP_034127405.1|DGUA
OG0001517	LOC108013871|XP_016935366.2|DSUZ	LOC117583268|XP_034127386.1|DGUA
OG0001518	LOC108015402|XP_016937311.1|DSUZ	LOC117590392|XP_034138874.1|DGUA
OG0001519	LOC108007940|XP_036674906.1|DSUZ, LOC108007941|XP_036674904.1|DSUZ	LOC117586329|XP_034132212.1|DGUA
OG0001520	LOC108014368|XP_016935948.1|DSUZ, LOC108014350|XP_016935923.2|DSUZ	LOC117583747|XP_034128156.1|DGUA
OG0001521	LOC108020376|XP_036668628.1|DSUZ	LOC117584620|XP_034129528.1|DGUA
OG0001522	LOC108010425|XP_016930773.1|DSUZ	LOC117587658|XP_034134440.1|DGUA
OG0001524	LOC108008978|XP_016928410.1|DSUZ	LOC117592163|XP_034141626.1|DGUA
OG0001525	LOC108011107|XP_016931668.1|DSUZ	LOC117580789|XP_034123376.1|DGUA
OG0001526	LOC108006296|XP_016925245.1|DSUZ, LOC108006292|XP_016925241.1|DSUZ	LOC117590403|XP_034138892.1|DGUA
OG0001527	LOC108015082|XP_016936811.1|DSUZ	LOC117581173|XP_034124007.1|DGUA, LOC117581174|XP_034124008.1|DGUA
OG0001528	LOC108020570|XP_016944422.2|DSUZ	LOC117589879|XP_034138040.1|DGUA
OG0001529	LOC108016719|XP_016938935.1|DSUZ	LOC117590692|XP_034139483.1|DGUA
OG0001530	LOC108012692|XP_016933612.1|DSUZ	LOC117587787|XP_034134623.1|DGUA
OG0001531	LOC108017858|XP_016940501.1|DSUZ	LOC117588626|XP_034135941.1|DGUA, LOC117578762|XP_034120357.1|DGUA
OG0001534	LOC108014978|XP_036676878.1|DSUZ	LOC117590834|XP_034139704.1|DGUA
OG0001535	LOC108015333|XP_016937224.2|DSUZ	LOC117581298|XP_034124229.1|DGUA
OG0001536	LOC108016802|XP_016939067.1|DSUZ	LOC117580690|XP_034123206.1|DGUA
OG0001537	LOC108005851|XP_016924712.1|DSUZ	LOC117581972|XP_034125349.1|DGUA
OG0001538	LOC108005350|XP_016924078.1|DSUZ	LOC117581639|XP_034124899.1|DGUA
OG0001539	LOC108009678|XP_016929703.1|DSUZ	LOC117578728|XP_034120278.1|DGUA
OG0001540	LOC108021496|XP_016945728.1|DSUZ	LOC117581851|XP_034125199.1|DGUA
OG0001541	LOC108007684|XP_016926896.1|DSUZ	LOC117580432|XP_034122878.1|DGUA
OG0001542	LOC108018279|XP_036674293.1|DSUZ	LOC117585256|XP_034130558.1|DGUA
OG0001543	LOC108005238|XP_016923920.2|DSUZ	LOC117588443|XP_034135617.1|DGUA
OG0001544	LOC108019196|XP_016942465.1|DSUZ	LOC117581212|XP_034124077.1|DGUA
OG0001545	LOC108011212|XP_016931794.2|DSUZ	LOC117581656|XP_034124926.1|DGUA
OG0001546	LOC108011227|XP_016931815.1|DSUZ	LOC117581655|XP_034124924.1|DGUA
OG0001547	LOC108018889|XP_036675711.1|DSUZ	LOC117581566|XP_034124789.1|DGUA
OG0001548	LOC108011159|XP_016931735.1|DSUZ	LOC117581327|XP_034124327.1|DGUA
OG0001549	LOC108014236|XP_036668807.1|DSUZ	LOC117584420|XP_034129195.1|DGUA
OG0001550	LOC108006796|XP_016925833.1|DSUZ, LOC108012054|XP_016932823.1|DSUZ	LOC117589685|XP_034137732.1|DGUA
OG0001551	LOC108005602|XP_036673034.1|DSUZ	LOC117584920|XP_034129957.1|DGUA
OG0001552	LOC108006964|XP_036672958.1|DSUZ	LOC117583494|XP_034127725.1|DGUA
OG0001553	LOC108018988|XP_016942083.1|DSUZ	LOC117580811|XP_034123417.1|DGUA
OG0001554	LOC108018744|XP_036674381.1|DSUZ	LOC117589662|XP_034137689.1|DGUA
OG0001555	LOC108005161|XP_016923827.1|DSUZ	LOC117582050|XP_034125484.1|DGUA
OG0001556	LOC108018220|XP_016941228.1|DSUZ	LOC117592180|XP_034141670.1|DGUA
OG0001557	LOC108005434|XP_016924207.1|DSUZ	LOC117581015|XP_034123728.1|DGUA
OG0001558	LOC108019154|XP_016942392.1|DSUZ	LOC117588768|XP_034136139.1|DGUA
OG0001559	LOC108020667|XP_036673347.1|DSUZ	LOC117585268|XP_034130578.1|DGUA
OG0001560	LOC118876773|XP_036675224.1|DSUZ	LOC117589956|XP_034138145.1|DGUA
OG0001561	LOC108020826|XP_016944698.1|DSUZ	LOC117583511|XP_034127745.1|DGUA
OG0001562	LOC108009762|XP_016929879.1|DSUZ	LOC117584307|XP_034129023.1|DGUA
OG0001563	LOC118879349|XP_036678094.1|DSUZ, LOC118879419|XP_036678185.1|DSUZ, LOC108004836|XP_036678024.1|DSUZ	LOC117590068|XP_034138289.1|DGUA
OG0001564	LOC108016188|XP_036673148.1|DSUZ	LOC117585388|XP_034130728.1|DGUA
OG0001565	LOC108018471|XP_036673194.1|DSUZ	LOC117589699|XP_034137751.1|DGUA
OG0001566	LOC108020101|XP_016943690.2|DSUZ	LOC117585764|XP_034131330.1|DGUA
OG0001567	LOC118876905|XP_036668954.1|DSUZ, LOC108008177|XP_016927457.2|DSUZ, LOC118876896|XP_036668889.1|DSUZ	LOC117590347|XP_034138769.1|DGUA
OG0001568	LOC108010878|XP_036675480.1|DSUZ, LOC108017459|XP_036674133.1|DSUZ	LOC117583802|XP_034128274.1|DGUA
OG0001569	LOC118877608|XP_036672835.1|DSUZ, LOC108015631|XP_036674698.1|DSUZ	LOC117583350|XP_034127510.1|DGUA
OG0001570	LOC108018306|XP_016941333.2|DSUZ, LOC108018309|XP_016941336.2|DSUZ	LOC117589887|XP_034138049.1|DGUA
OG0001571	LOC108021264|XP_016945378.1|DSUZ	LOC117584011|XP_034128632.1|DGUA
OG0001572	LOC108006270|XP_016925208.1|DSUZ	LOC117588412|XP_034135571.1|DGUA
OG0001573	LOC108010949|XP_036671242.1|DSUZ	LOC117579054|XP_034120644.1|DGUA
OG0001574	LOC108016986|XP_016939422.1|DSUZ	LOC117590503|XP_034139056.1|DGUA
OG0001575	LOC108004858|XP_036673398.1|DSUZ	LOC117585654|XP_034131131.1|DGUA
OG0001576	LOC108006041|XP_016924974.2|DSUZ	LOC117585132|XP_034130351.1|DGUA
OG0001577	LOC108015502|XP_016937447.2|DSUZ	LOC117582932|XP_034126924.1|DGUA, LOC117582743|XP_034126574.1|DGUA
OG0001578	LOC108018246|XP_016941262.1|DSUZ	LOC117587943|XP_034134835.1|DGUA
OG0001579	LOC108013717|XP_036676727.1|DSUZ	LOC117591408|XP_034140551.1|DGUA
OG0001580	LOC108009676|XP_016929700.1|DSUZ	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA
OG0001581	LOC108015286|XP_016937148.1|DSUZ, LOC118876782|XP_036678628.1|DSUZ	LOC117580747|XP_034123324.1|DGUA
OG0001582	LOC108008358|XP_016927680.1|DSUZ	LOC117592138|XP_034141578.1|DGUA
OG0001583	LOC108009929|XP_016930159.1|DSUZ	LOC117582100|XP_034125558.1|DGUA
OG0001584	LOC108012532|XP_016933434.1|DSUZ	LOC117587251|XP_034133715.1|DGUA, LOC117587250|XP_034133714.1|DGUA
OG0001585	LOC108005321|XP_016924024.1|DSUZ	LOC117588422|XP_034135590.1|DGUA
OG0001586	LOC108005756|XP_036672068.1|DSUZ	LOC117580112|XP_034122282.1|DGUA
OG0001587	LOC108005663|XP_016924473.1|DSUZ	LOC117588970|XP_034136452.1|DGUA
OG0001588	LOC108018211|XP_016941218.1|DSUZ	LOC117590665|XP_034139421.1|DGUA
OG0001589	LOC108017186|XP_016939668.2|DSUZ	LOC117587770|XP_034134597.1|DGUA
OG0001590	LOC108009301|XP_016929037.1|DSUZ	LOC117591600|XP_034140807.1|DGUA
OG0001591	LOC108007242|XP_016926368.1|DSUZ	LOC117585194|XP_034130435.1|DGUA
OG0001592	LOC108014269|XP_016935802.2|DSUZ	LOC117582373|XP_034125924.1|DGUA
OG0001593	LOC108014304|XP_016935862.1|DSUZ	LOC117582137|XP_034125610.1|DGUA
OG0001594	LOC108004729|XP_016923416.2|DSUZ	LOC117583889|XP_034128434.1|DGUA
OG0001595	LOC108010101|XP_016930412.1|DSUZ	LOC117587330|XP_034133857.1|DGUA
