Orthogroup	AEAL.longest_only	DPER.longest_only
OG0001755	LOC115266750|XP_029729153.1|AEAL, LOC109412528|XP_029735891.1|AEAL	LOC6601946|XP_026849618.1|DPER
OG0001756	LOC115266752|XP_029729169.1|AEAL, LOC109412544|XP_019541723.1|AEAL	LOC6601340|XP_026841944.1|DPER
OG0001757	LOC115270222|XP_029735342.1|AEAL, LOC109430681|XP_019562305.1|AEAL, LOC115270241|XP_029735368.1|AEAL, LOC115270217|XP_029735336.1|AEAL	LOC6592325|XP_002018559.1|DPER
OG0001758	LOC115270253|XP_029735380.1|AEAL, LOC109430620|XP_029735375.1|AEAL, LOC109423842|XP_029735350.1|AEAL	LOC6601524|XP_026848018.1|DPER
OG0001759	LOC109430608|XP_019562217.1|AEAL, LOC115270273|XP_029735411.1|AEAL, LOC109423798|XP_019554375.1|AEAL, LOC115270266|XP_029735396.1|AEAL	LOC6591087|XP_002016119.1|DPER
OG0001760	LOC109414249|XP_019543608.2|AEAL, LOC115269758|XP_029734442.1|AEAL	LOC6592995|XP_002017978.2|DPER
OG0001761	LOC109423726|XP_019554260.1|AEAL	LOC6590665|XP_026841038.1|DPER
OG0001762	LOC109418268|XP_029720593.1|AEAL, LOC109428047|XP_029720530.1|AEAL	LOC6593526|XP_026842962.1|DPER
OG0001763	LOC109411550|XP_019540631.1|AEAL	LOC6593730|XP_026843007.1|DPER
OG0001764	LOC109622266|XP_019932082.1|AEAL, LOC115253494|XP_029728278.1|AEAL, LOC109414458|XP_019543834.1|AEAL	LOC6591838|XP_002017206.2|DPER
OG0001765	LOC109621325|XP_029728293.1|AEAL, LOC115266290|XP_029728123.1|AEAL, LOC109414440|XP_029728122.1|AEAL, LOC115266301|XP_029728142.1|AEAL	LOC6590645|XP_026841367.1|DPER
OG0001766	LOC115269611|XP_029734294.1|AEAL, LOC109427871|XP_029715586.1|AEAL, LOC109428179|XP_029715335.1|AEAL	LOC6593984|XP_026843789.1|DPER
OG0001767	LOC109622889|XP_029714476.1|AEAL, LOC115258507|XP_029714492.1|AEAL, LOC115258528|XP_029714524.1|AEAL	LOC6596333|XP_002021471.2|DPER
OG0001768	LOC109412010|XP_029720125.1|AEAL, LOC115257759|XP_029713561.1|AEAL, LOC109407908|XP_019536638.1|AEAL, LOC115254092|XP_029720687.1|AEAL	LOC6589873|XP_002014586.1|DPER
OG0001769	LOC109400999|XP_029713222.1|AEAL, LOC109408306|XP_029713744.1|AEAL	LOC6588828|XP_026844680.1|DPER
OG0001770	LOC109433152|XP_029711023.1|AEAL	LOC6589581|XP_002014290.1|DPER
OG0001771	LOC109433086|XP_019565021.2|AEAL, LOC109420252|XP_029710396.1|AEAL	LOC6589744|XP_002014995.1|DPER
OG0001772	LOC109420799|XP_029724985.1|AEAL, LOC109621992|XP_019931749.1|AEAL	LOC6588723|XP_002014365.1|DPER
OG0001774	LOC109429413|XP_029724799.1|AEAL	LOC6592281|XP_002018422.2|DPER
OG0001776	LOC109419091|XP_029714808.1|AEAL, LOC115253815|XP_029725156.1|AEAL, LOC109409366|XP_029729394.1|AEAL	LOC6593772|XP_026843186.1|DPER
OG0001777	LOC109409271|XP_029715220.1|AEAL	LOC6593642|XP_002018693.2|DPER
OG0001778	LOC109429671|XP_029719856.1|AEAL, LOC109406524|XP_029720008.1|AEAL	LOC6595564|XP_002020912.1|DPER
OG0001779	LOC109418248|XP_029714609.1|AEAL	LOC6588968|XP_026844110.1|DPER
OG0001780	LOC115258855|XP_029715146.1|AEAL, LOC115258860|XP_029715153.1|AEAL, LOC115258473|XP_029714449.1|AEAL, LOC109398732|XP_029714927.1|AEAL	LOC6593130|XP_026842150.1|DPER
OG0001781	LOC109414315|XP_029714682.1|AEAL, LOC115258599|XP_029714740.1|AEAL, LOC109407247|XP_029714758.1|AEAL	LOC6596561|XP_026843231.1|DPER
OG0001782	LOC115258569|XP_029714614.1|AEAL, LOC109414353|XP_029715171.1|AEAL, LOC109424187|XP_029712157.1|AEAL, LOC115258463|XP_029714436.1|AEAL	LOC6593830|XP_002018909.2|DPER
OG0001783	LOC115258718|XP_029714930.1|AEAL, LOC109428988|XP_029724683.1|AEAL, LOC109421033|XP_029714987.1|AEAL	LOC6593490|XP_002019153.1|DPER
OG0001784	LOC115253792|XP_029715261.1|AEAL, LOC115258710|XP_029714925.1|AEAL, LOC109410184|XP_029715263.1|AEAL, LOC109416535|XP_019546158.2|AEAL	LOC6595673|XP_002020733.1|DPER
OG0001785	LOC109410228|XP_029729143.1|AEAL, LOC115266835|XP_029729293.1|AEAL	LOC6602050|XP_002027181.1|DPER
OG0001786	LOC109417548|XP_029729294.1|AEAL, LOC109410231|XP_019539306.2|AEAL	LOC6595413|XP_026844268.1|DPER
OG0001787	LOC109410234|XP_029709394.1|AEAL, LOC109417633|XP_029709391.1|AEAL	LOC113565627|XP_026843950.1|DPER, LOC6589637|XP_026845060.1|DPER
OG0001788	LOC115265624|XP_029727346.1|AEAL, LOC115265639|XP_029727372.1|AEAL, LOC109431001|XP_029727342.1|AEAL	LOC6592771|XP_026841221.1|DPER
OG0001789	LOC109421604|XP_029727121.1|AEAL, LOC115265852|XP_029727656.1|AEAL	LOC6590261|XP_002015891.1|DPER
OG0001790	LOC109409179|XP_019538145.2|AEAL	LOC113565392|XP_026843024.1|DPER
OG0001791	LOC109409116|XP_029727071.1|AEAL	LOC6590779|XP_026842657.1|DPER
OG0001792	LOC109402239|XP_029720061.1|AEAL, LOC109415858|XP_029717963.1|AEAL	LOC6589773|XP_026844070.1|DPER, LOC113565837|XP_026844968.1|DPER
OG0001793	LOC115262335|XP_029720594.1|AEAL, LOC115267562|XP_029730502.1|AEAL, LOC115267560|XP_029730500.1|AEAL, LOC109402335|XP_029720054.1|AEAL	LOC6590001|XP_002016051.2|DPER
OG0001794	LOC115254172|XP_029728604.1|AEAL, LOC109429544|XP_019561065.2|AEAL	LOC6595565|XP_002020913.1|DPER
OG0001795	LOC109411726|XP_029720217.1|AEAL	LOC6588877|XP_002015330.2|DPER, LOC6588880|XP_026844861.1|DPER
OG0001797	LOC115268734|XP_029732737.1|AEAL, LOC109428007|XP_029707546.1|AEAL, LOC115262291|XP_029720549.1|AEAL	LOC6602010|XP_002027038.2|DPER
OG0001798	LOC115262178|XP_029720357.1|AEAL, LOC109426199|XP_019557185.1|AEAL, LOC115254084|XP_029719437.1|AEAL	LOC6591093|XP_002016125.1|DPER
OG0001799	LOC109419237|XP_029723470.1|AEAL	LOC6597851|XP_026847040.1|DPER
OG0001800	LOC115264219|XP_029723586.1|AEAL, LOC109419246|XP_029713949.1|AEAL	LOC6593635|XP_002018688.2|DPER
OG0001801	LOC109415471|XP_019544893.2|AEAL, LOC109429474|XP_029724124.1|AEAL	LOC6602780|XP_002027837.1|DPER
OG0001802	LOC109401497|XP_019529619.2|AEAL, LOC109410425|XP_019539525.2|AEAL	LOC6594168|XP_002019577.1|DPER
OG0001803	LOC109427011|XP_029728214.1|AEAL	LOC6591456|XP_002017477.1|DPER, LOC6591455|XP_026845223.1|DPER
OG0001804	LOC109411686|XP_029729400.1|AEAL	LOC113567462|XP_026851229.1|DPER, LOC6592045|XP_026847867.1|DPER, LOC6592048|XP_026851200.1|DPER
OG0001805	LOC115269163|XP_029733431.1|AEAL, LOC109414666|XP_019544046.2|AEAL, LOC109423403|XP_029733429.1|AEAL, LOC115267953|XP_029731623.1|AEAL	LOC6599659|XP_002024581.2|DPER
OG0001806	LOC109416297|XP_019545884.2|AEAL	LOC6592136|XP_026840051.1|DPER
OG0001808	LOC109431862|XP_019563672.2|AEAL, LOC109422736|XP_029727927.1|AEAL	LOC6594588|XP_026850854.1|DPER
OG0001809	LOC109422636|XP_019553010.2|AEAL, LOC109402776|XP_019531027.2|AEAL	LOC6591982|XP_002017026.1|DPER
OG0001810	LOC109399628|XP_019527669.2|AEAL, LOC109429105|XP_019560491.2|AEAL	LOC6595148|XP_002020138.1|DPER
OG0001811	LOC115260364|XP_029717156.1|AEAL, LOC109427250|XP_019558322.2|AEAL, LOC109411618|XP_029718911.1|AEAL	LOC6590131|XP_002016242.2|DPER
OG0001812	LOC115254045|XP_029717196.1|AEAL, LOC109428126|XP_019559353.1|AEAL, LOC109411665|XP_019540772.1|AEAL	LOC6597684|XP_026848873.1|DPER
OG0001813	LOC115268965|XP_029733093.1|AEAL, LOC109406249|XP_029733062.1|AEAL, LOC115268966|XP_029733094.1|AEAL	LOC6594323|XP_026850424.1|DPER
OG0001814	LOC109411927|XP_019541118.2|AEAL, LOC109406265|XP_019534881.2|AEAL	LOC6594160|XP_026840495.1|DPER
OG0001815	LOC109406734|XP_029733033.1|AEAL	LOC6588159|XP_002014126.1|DPER
OG0001816	LOC109411983|XP_019541185.2|AEAL, LOC109424556|XP_019555284.2|AEAL	LOC6593101|XP_002017884.1|DPER
OG0001817	LOC109428793|XP_029733949.1|AEAL, LOC115269413|XP_029733984.1|AEAL, LOC109397766|XP_029712678.1|AEAL	LOC6600943|XP_002026014.1|DPER
OG0001818	LOC109405215|XP_029724201.1|AEAL, LOC109400336|XP_029724202.1|AEAL, LOC115264553|XP_029724210.1|AEAL	LOC6600734|XP_026848685.1|DPER
OG0001819	LOC115257598|XP_029713244.1|AEAL, LOC115257469|XP_029712942.1|AEAL, LOC109420372|XP_029713785.1|AEAL, LOC109401663|XP_029730474.1|AEAL	LOC6601637|XP_026841610.1|DPER
OG0001820	LOC115257375|XP_029712756.1|AEAL, LOC109402281|XP_029712737.1|AEAL	LOC6588871|XP_026844544.1|DPER, LOC6589366|XP_002015250.1|DPER, LOC6597648|XP_026849282.1|DPER
OG0001821	LOC109403400|XP_019531769.2|AEAL, LOC109416718|XP_019546317.2|AEAL	LOC6600971|XP_002026009.1|DPER
OG0001822	LOC115257411|XP_029712850.1|AEAL, LOC109400004|XP_029713728.1|AEAL	LOC6600876|XP_002025940.1|DPER
OG0001823	LOC109424401|XP_029707750.1|AEAL, LOC109422303|XP_029715437.1|AEAL	LOC6599000|XP_002024068.1|DPER
OG0001824	LOC109422321|XP_029708139.1|AEAL, LOC109422323|XP_019552557.2|AEAL	LOC6589638|XP_002015342.1|DPER
OG0001825	LOC109422356|XP_029716853.1|AEAL, LOC109424454|XP_029729597.1|AEAL, LOC115253932|XP_029708231.1|AEAL	LOC6590633|XP_026840998.1|DPER
OG0001826	LOC109418552|XP_019548303.2|AEAL, LOC109413115|XP_019542377.1|AEAL	LOC113565059|XP_026841086.1|DPER
OG0001827	LOC115270966|XP_029736200.1|AEAL, LOC109431039|XP_029721513.1|AEAL, LOC109431059|XP_029721511.1|AEAL	LOC6592403|XP_002018148.1|DPER
OG0001828	LOC115262623|XP_029720893.1|AEAL, LOC109408612|XP_029720923.1|AEAL	LOC6601763|XP_026846904.1|DPER
OG0001829	LOC109432645|XP_029731426.1|AEAL, LOC109432643|XP_029730715.1|AEAL	LOC6592196|XP_026841396.1|DPER
OG0001830	LOC109409849|XP_019538883.2|AEAL, LOC109397143|XP_019525028.2|AEAL	LOC6590194|XP_002015751.1|DPER
OG0001832	LOC109426386|XP_019557431.1|AEAL	LOC6603084|XP_026847088.1|DPER
OG0001833	LOC109433537|XP_019565520.2|AEAL, LOC109410618|XP_019539685.2|AEAL	LOC6589965|XP_002015640.2|DPER
OG0001834	LOC109427461|XP_029729550.1|AEAL, LOC109621246|XP_019933270.1|AEAL	LOC6588344|XP_002012924.1|DPER
OG0001848	LOC109402165|XP_029729861.1|AEAL	LOC113567473|XP_026851283.1|DPER
OG0001849	LOC115254180|XP_029729865.1|AEAL, LOC109413229|XP_019542501.1|AEAL, LOC109402168|XP_019530343.2|AEAL	LOC6587337|XP_026839907.1|DPER
OG0001850	LOC109424982|XP_029730262.1|AEAL, LOC115256417|XP_029710788.1|AEAL	LOC6603484|XP_026846785.1|DPER, LOC113566249|XP_026846835.1|DPER
OG0001851	LOC115256846|XP_029711724.1|AEAL, LOC109415375|XP_019544793.2|AEAL	LOC6602005|XP_026846814.1|DPER
OG0001852	LOC109415425|XP_019544842.2|AEAL, LOC115256958|XP_029712027.1|AEAL, LOC109431149|XP_019562899.2|AEAL	LOC6599575|XP_026849580.1|DPER
OG0001853	LOC109415434|XP_029710602.1|AEAL, LOC109431096|XP_029711858.1|AEAL, LOC115253608|XP_029712024.1|AEAL	LOC6587460|XP_026840018.1|DPER
OG0001854	LOC109431144|XP_019562885.2|AEAL, LOC115256550|XP_029711142.1|AEAL, LOC109415668|XP_019545133.2|AEAL, LOC115256346|XP_029710532.1|AEAL	LOC6597581|XP_026848880.1|DPER
OG0001855	LOC109415799|XP_029711289.1|AEAL, LOC109431186|XP_019562945.2|AEAL	LOC6601584|XP_002026605.1|DPER
OG0001856	LOC109405106|XP_029711085.1|AEAL, LOC115253933|XP_029708261.1|AEAL, LOC115254725|XP_029708270.1|AEAL	LOC6597296|XP_026846431.1|DPER
OG0001857	LOC115256654|XP_029711379.1|AEAL, LOC109415228|XP_029712291.1|AEAL, LOC109415232|XP_019544663.2|AEAL, LOC109428357|XP_019559620.2|AEAL	LOC6599378|XP_002024552.1|DPER
OG0001858	LOC109415216|XP_019544649.2|AEAL	LOC6601732|XP_026846948.1|DPER
OG0001859	LOC109428400|XP_019559669.2|AEAL	LOC6600108|XP_026846664.1|DPER
OG0001860	LOC109428442|XP_019559752.2|AEAL, LOC109398212|XP_029733532.1|AEAL, LOC109419713|XP_029709809.1|AEAL	LOC6598932|XP_026848991.1|DPER
OG0001861	LOC109406620|XP_019535252.2|AEAL	LOC6598662|XP_026840424.1|DPER
OG0001862	LOC109427518|XP_029724754.1|AEAL	LOC6597892|XP_026846993.1|DPER
OG0001863	LOC109427521|XP_019558620.2|AEAL	LOC6598518|XP_002023557.2|DPER
OG0001864	LOC115254223|XP_029733336.1|AEAL, LOC109432605|XP_029733213.1|AEAL, LOC109397194|XP_029733212.1|AEAL	LOC6588278|XP_026842314.1|DPER
OG0001865	LOC115256567|XP_029711183.1|AEAL, LOC109422009|XP_019552197.2|AEAL	LOC6602693|XP_002027720.1|DPER
OG0001866	LOC115253434|XP_029710773.1|AEAL, LOC109422004|XP_029710719.1|AEAL	LOC6587614|XP_026843046.1|DPER
OG0001867	LOC109398400|XP_029711747.1|AEAL, LOC109400382|XP_029711825.1|AEAL	LOC6603357|XP_026848217.1|DPER
OG0001868	LOC109400390|XP_029711140.1|AEAL, LOC109400389|XP_029711145.1|AEAL	LOC6596342|XP_002021698.2|DPER
OG0001869	LOC109398394|XP_019526285.2|AEAL	LOC6587932|XP_002013714.1|DPER
OG0001870	LOC109409419|XP_019538408.2|AEAL	LOC6599242|XP_026848264.1|DPER
OG0001871	LOC115269531|XP_029734178.1|AEAL, LOC109432952|XP_019564851.2|AEAL	LOC6599987|XP_002025145.1|DPER
OG0001872	LOC115256094|XP_029710212.1|AEAL, LOC109414074|XP_019543355.1|AEAL, LOC115256107|XP_029710225.1|AEAL, LOC115256114|XP_029710230.1|AEAL	LOC6594785|XP_026839931.1|DPER
OG0001873	LOC109423066|XP_029708369.1|AEAL, LOC109432367|XP_029717740.1|AEAL	LOC6594682|XP_026850438.1|DPER
OG0001874	LOC115260613|XP_029717505.1|AEAL, LOC109422822|XP_019553257.1|AEAL, LOC115269510|XP_029734156.1|AEAL, LOC109400926|XP_019528958.1|AEAL	LOC6591888|XP_002016782.2|DPER
OG0001875	LOC115253646|XP_029717688.1|AEAL, LOC109418647|XP_019548413.2|AEAL, LOC109424966|XP_019555707.2|AEAL	LOC6595066|XP_026851041.1|DPER
OG0001876	LOC109431404|XP_019563168.2|AEAL, LOC109427742|XP_019558881.2|AEAL	LOC6603543|XP_002028521.1|DPER
OG0001877	LOC109431400|XP_019563162.2|AEAL	LOC6598572|XP_002023635.1|DPER
OG0001878	LOC109427648|XP_019558761.1|AEAL, LOC109431461|XP_019563212.2|AEAL, LOC115260727|XP_029717840.1|AEAL	LOC6587785|XP_002014049.1|DPER
OG0001879	LOC109412137|XP_029718070.1|AEAL	LOC6591683|XP_026840156.1|DPER
OG0001880	LOC109423238|XP_029722766.1|AEAL, LOC115263687|XP_029722772.1|AEAL	LOC6594941|XP_002020310.1|DPER
OG0001881	LOC115259336|XP_029715725.1|AEAL, LOC109425431|XP_029722818.1|AEAL, LOC109432222|XP_019564090.1|AEAL	LOC6588499|XP_002013949.1|DPER
OG0001882	LOC109425436|XP_029713268.1|AEAL	LOC6587374|XP_026840072.1|DPER
OG0001883	LOC115254336|XP_029707620.1|AEAL, LOC109400018|XP_029707622.1|AEAL, LOC109621537|XP_029729840.1|AEAL	LOC6595152|XP_026840276.1|DPER
OG0001884	LOC109621577|XP_029707660.1|AEAL, LOC109400090|XP_029707704.1|AEAL	LOC6587693|XP_002013698.1|DPER
OG0001885	LOC109417009|XP_019546681.1|AEAL, LOC115268493|XP_029732375.1|AEAL, LOC109410420|XP_029732455.1|AEAL	LOC6595448|XP_026844142.1|DPER
OG0001886	LOC109621241|XP_019931226.2|AEAL, LOC115254326|XP_029707604.1|AEAL	LOC6594919|XP_002020127.1|DPER
OG0001887	LOC109621594|XP_029712567.1|AEAL, LOC109400116|XP_029707630.1|AEAL, LOC115254331|XP_029707615.1|AEAL	LOC6592264|XP_026842225.1|DPER
OG0001888	LOC109621572|XP_029707618.1|AEAL, LOC109400059|XP_029707624.1|AEAL	LOC6591810|XP_002017231.1|DPER
OG0001889	LOC115254338|XP_029707623.1|AEAL, LOC109621599|XP_019931227.2|AEAL	LOC6587617|XP_002013109.2|DPER, LOC6597372|XP_002022413.1|DPER
OG0001890	LOC109400055|XP_029707687.1|AEAL, LOC109621568|XP_019931180.1|AEAL	LOC6598547|XP_026846271.1|DPER, LOC6603342|XP_002028326.2|DPER
OG0001891	LOC115263765|XP_029722962.1|AEAL, LOC109408875|XP_029714159.1|AEAL	LOC6587658|XP_026846127.1|DPER
OG0001892	LOC109415405|XP_029713552.1|AEAL, LOC109430367|XP_029713471.1|AEAL	LOC6594402|XP_002019348.1|DPER
OG0001893	LOC109425394|XP_019556223.2|AEAL, LOC109403247|XP_019531575.2|AEAL	LOC6587733|XP_026850755.1|DPER
OG0001894	LOC109425384|XP_019556182.1|AEAL	LOC6592898|XP_002017940.1|DPER
OG0001895	LOC109425480|XP_029715881.1|AEAL, LOC115259479|XP_029715924.1|AEAL	LOC6603485|XP_026846884.1|DPER
OG0001896	LOC109417800|XP_019547520.2|AEAL	LOC6588722|XP_002014364.2|DPER
OG0001897	LOC109400400|XP_029715817.1|AEAL, LOC115259546|XP_029716087.1|AEAL	LOC6588372|XP_026840301.1|DPER
OG0001898	LOC109412726|XP_029716094.1|AEAL, LOC115259620|XP_029716232.1|AEAL	LOC6600209|XP_002025309.1|DPER
OG0001899	LOC115259724|XP_029716360.1|AEAL, LOC109425332|XP_029716066.1|AEAL, LOC109419787|XP_029716052.1|AEAL, LOC115259537|XP_029716057.1|AEAL	LOC6588187|XP_026841577.1|DPER
OG0001900	LOC109399427|XP_019527418.2|AEAL, LOC109401200|XP_029716045.1|AEAL	LOC6602356|XP_002027435.1|DPER
OG0001901	LOC115259753|XP_029716400.1|AEAL, LOC115259491|XP_029715955.1|AEAL, LOC109433664|XP_029715952.1|AEAL	LOC6593503|XP_002019144.2|DPER, LOC113565386|XP_026842983.1|DPER
OG0001902	LOC109623088|XP_029716374.1|AEAL, LOC109408327|XP_029716075.1|AEAL	LOC6591733|XP_026846694.1|DPER
OG0001903	LOC109416357|XP_029730197.1|AEAL, LOC109430031|XP_029730181.1|AEAL	LOC6603472|XP_002028451.2|DPER, LOC6594583|XP_002019288.2|DPER, LOC6603828|XP_002028787.2|DPER
OG0001904	LOC115267136|XP_029729837.1|AEAL, LOC115254184|XP_029730179.1|AEAL, LOC109416360|XP_029730196.1|AEAL	LOC6588501|XP_026846266.1|DPER
OG0001905	LOC109430002|XP_019561560.1|AEAL, LOC115254109|XP_029722555.1|AEAL, LOC109416397|XP_019545979.1|AEAL	LOC6594823|XP_002020018.1|DPER
OG0001906	LOC109415284|XP_029733766.1|AEAL	LOC6587917|XP_026850896.1|DPER
OG0001907	LOC109402413|XP_029717987.1|AEAL, LOC115260811|XP_029717990.1|AEAL, LOC115253590|XP_029732774.1|AEAL, LOC109405455|XP_029717118.1|AEAL	LOC6603109|XP_002028094.2|DPER
OG0001908	LOC109402383|XP_019530593.2|AEAL, LOC109405481|XP_019534114.2|AEAL	LOC6596496|XP_002021570.1|DPER, LOC6595183|XP_002020039.1|DPER
OG0001909	LOC115264185|XP_029723480.1|AEAL, LOC115264180|XP_029723474.1|AEAL	LOC6597244|XP_002022539.2|DPER, LOC6597260|XP_026846548.1|DPER
OG0001910	LOC115264208|XP_029723558.1|AEAL, LOC109424847|XP_019555590.2|AEAL, LOC109424846|XP_019555589.2|AEAL	LOC6598641|XP_002023822.1|DPER
OG0001911	LOC115264073|XP_029723238.1|AEAL, LOC115264215|XP_029723579.1|AEAL, LOC109404189|XP_029723593.1|AEAL	LOC6598604|XP_026850500.1|DPER
OG0001913	LOC109398444|XP_029716388.1|AEAL, LOC109412883|XP_019542083.2|AEAL, LOC109406187|XP_029712296.1|AEAL	LOC6596645|XP_002021653.1|DPER
OG0001914	LOC109403972|XP_029723600.1|AEAL, LOC109432032|XP_029723667.1|AEAL	LOC6588339|XP_026840521.1|DPER
OG0001915	LOC109401727|XP_019529866.2|AEAL, LOC115265368|XP_029725984.1|AEAL	LOC6601250|XP_026849953.1|DPER
OG0001916	LOC109406055|XP_019534675.2|AEAL	LOC6590072|XP_026840608.1|DPER
OG0001917	LOC109621842|XP_019931580.2|AEAL	LOC113566350|XP_026847428.1|DPER, LOC6599856|XP_026847378.1|DPER
OG0001918	LOC109621708|XP_019931404.2|AEAL, LOC109410373|XP_019539468.2|AEAL	LOC6602785|XP_026847793.1|DPER
OG0001919	LOC109622547|XP_019932500.2|AEAL, LOC109622551|XP_019932504.2|AEAL	LOC6602115|XP_002027129.1|DPER
OG0001920	LOC109409370|XP_029726254.1|AEAL	LOC6601100|XP_026847429.1|DPER
OG0001921	LOC109409346|XP_019538345.2|AEAL	LOC6592646|XP_002017867.1|DPER
OG0001922	LOC109423373|XP_029727575.1|AEAL	LOC6600842|XP_002025936.1|DPER
OG0001924	LOC109418091|XP_029726738.1|AEAL	LOC6597984|XP_002023080.1|DPER
OG0001925	LOC109418125|XP_019547870.2|AEAL	LOC6599495|XP_026849528.1|DPER
OG0001926	LOC109418925|XP_029726695.1|AEAL	LOC6601213|XP_026848118.1|DPER
OG0001927	LOC115255803|XP_029709804.1|AEAL, LOC109418995|XP_019548772.2|AEAL	LOC6590388|XP_002015654.1|DPER
OG0001928	LOC109419715|XP_019549530.1|AEAL, LOC115255816|XP_029709858.1|AEAL	LOC6587611|XP_002013901.1|DPER, LOC6601385|XP_026847755.1|DPER
OG0001929	LOC109419707|XP_029733516.1|AEAL, LOC109398542|XP_029709818.1|AEAL	LOC6603926|XP_026847898.1|DPER
OG0001930	LOC115269199|XP_029733510.1|AEAL, LOC109398290|XP_029709834.1|AEAL	LOC6592683|XP_026840840.1|DPER
OG0001932	LOC109420217|XP_029725826.1|AEAL	LOC6596047|XP_002021231.2|DPER, LOC6596979|XP_026845627.1|DPER
OG0001933	LOC115260243|XP_029717033.1|AEAL, LOC109420186|XP_019550057.1|AEAL	LOC6590636|XP_002016139.1|DPER
OG0001934	LOC115256192|XP_029710312.1|AEAL, LOC109397354|XP_029732959.1|AEAL, LOC115265331|XP_029725777.1|AEAL, LOC109420259|XP_019550143.2|AEAL	LOC6601369|XP_002026539.1|DPER
OG0001935	LOC109402593|XP_029725685.1|AEAL, LOC109416472|XP_019546090.2|AEAL	LOC6599706|XP_026847450.1|DPER
OG0001937	LOC115265680|XP_029727500.1|AEAL, LOC109426918|XP_029725651.1|AEAL, LOC115265295|XP_029725645.1|AEAL	LOC6591199|XP_026841865.1|DPER, LOC6591197|XP_002015446.1|DPER
OG0001938	LOC109406574|XP_029712396.1|AEAL, LOC109427172|XP_029725594.1|AEAL	LOC6593214|XP_002018474.1|DPER
OG0001939	LOC115265670|XP_029727485.1|AEAL, LOC109426632|XP_019557705.2|AEAL, LOC115267288|XP_029730062.1|AEAL, LOC109426633|XP_019557706.2|AEAL	LOC6592649|XP_002017985.1|DPER
OG0001940	LOC115262279|XP_029720540.1|AEAL, LOC109417793|XP_019547501.2|AEAL	LOC6590972|XP_002015777.2|DPER
OG0001941	LOC109417821|XP_019547543.1|AEAL	LOC6601103|XP_026847431.1|DPER
OG0001942	LOC109409388|XP_019538407.2|AEAL, LOC109426708|XP_029725442.1|AEAL	LOC6590790|XP_026841863.1|DPER
OG0001943	LOC109426738|XP_019557820.2|AEAL, LOC109417931|XP_019547621.2|AEAL, LOC115258083|XP_029713946.1|AEAL	LOC6599705|XP_026847451.1|DPER
OG0001944	LOC109407921|XP_029732346.1|AEAL, LOC109412279|XP_029723162.1|AEAL	LOC6601056|XP_026849764.1|DPER
OG0001945	LOC109403681|XP_029735161.1|AEAL, LOC109407968|XP_029735104.1|AEAL	LOC6591027|XP_026842602.1|DPER
OG0001946	LOC109407986|XP_029735117.1|AEAL, LOC115258365|XP_029714313.1|AEAL, LOC115270149|XP_029735148.1|AEAL	LOC6602070|XP_002027176.1|DPER
OG0001947	LOC109403625|XP_029735146.1|AEAL, LOC109408086|XP_019536850.2|AEAL	LOC6593051|XP_026842271.1|DPER
OG0001948	LOC109404954|XP_019533456.2|AEAL, LOC109400617|XP_019528652.2|AEAL	LOC6601753|XP_002026828.1|DPER
OG0001949	LOC109399436|XP_029734823.1|AEAL	LOC6601166|XP_026848178.1|DPER
OG0001950	LOC109400722|XP_029734811.1|AEAL, LOC109402722|XP_029715806.1|AEAL	LOC6591340|XP_026842042.1|DPER
OG0001951	LOC109415818|XP_029725138.1|AEAL, LOC115253838|XP_029734706.1|AEAL	LOC6591275|XP_026841879.1|DPER
OG0001952	LOC115269964|XP_029734662.1|AEAL, LOC109425698|XP_029734674.1|AEAL, LOC115269966|XP_029734671.1|AEAL	LOC6590634|XP_026842833.1|DPER
OG0001953	LOC115254608|XP_029708080.1|AEAL, LOC115260123|XP_029716886.1|AEAL, LOC109430555|XP_019562174.2|AEAL	LOC6593194|XP_002018117.1|DPER
OG0001954	LOC115256967|XP_029712039.1|AEAL, LOC109622630|XP_029712070.1|AEAL, LOC115263144|XP_029721928.1|AEAL	LOC6590610|XP_026842404.1|DPER, LOC113565028|XP_026840625.1|DPER
OG0001955	LOC109415865|XP_019545356.1|AEAL, LOC109622715|XP_029712059.1|AEAL, LOC115256975|XP_029712053.1|AEAL	LOC6592738|XP_002017646.1|DPER
OG0001956	LOC109415878|XP_029722428.1|AEAL, LOC109621282|XP_029722445.1|AEAL	LOC6599854|XP_026847302.1|DPER
OG0001957	LOC109621247|XP_019933513.2|AEAL, LOC109430239|XP_019561832.1|AEAL, LOC109428867|XP_019560249.2|AEAL	LOC6590557|XP_002015944.1|DPER
OG0001958	LOC115263373|XP_029722531.1|AEAL, LOC109416238|XP_029722308.1|AEAL, LOC115263375|XP_029722533.1|AEAL, LOC109407411|XP_029722231.1|AEAL	LOC6592261|XP_026840862.1|DPER
OG0001959	LOC109424175|XP_029722127.1|AEAL, LOC109413562|XP_029721402.1|AEAL, LOC115260112|XP_029716867.1|AEAL	LOC6595987|XP_026845412.1|DPER
OG0001960	LOC115263344|XP_029722501.1|AEAL, LOC115263179|XP_029721970.1|AEAL, LOC109430897|XP_029721968.1|AEAL	LOC6599595|XP_026849571.1|DPER
OG0001961	LOC115259287|XP_029715676.1|AEAL, LOC109430942|XP_029730376.1|AEAL, LOC109431686|XP_029715644.1|AEAL	LOC6592290|XP_026841476.1|DPER
