Orthogroup	AEAL.longest_only	DSUP.longest_only
OG0002082	LOC109418655|XP_029730659.1|AEAL, LOC109414790|XP_029719572.1|AEAL	LOC119552136|XP_037717854.1|DSUP
OG0002083	LOC109414805|XP_029719558.1|AEAL	LOC119556364|XP_037724457.1|DSUP, LOC119555919|XP_037723544.1|DSUP
OG0002084	LOC109418498|XP_019548245.1|AEAL	LOC119551524|XP_037716839.1|DSUP
OG0002085	LOC109401249|XP_029721272.1|AEAL, LOC109413613|XP_029721370.1|AEAL, LOC115253902|XP_029721375.1|AEAL	LOC119549225|XP_037713035.1|DSUP
OG0002086	LOC109623390|XP_019933492.1|AEAL, LOC115262587|XP_029720847.1|AEAL, LOC109426916|XP_019558018.1|AEAL	LOC119551655|XP_037717019.1|DSUP
OG0002087	LOC109408615|XP_029720918.1|AEAL, LOC109421903|XP_029720891.1|AEAL	LOC119554610|XP_037721530.1|DSUP
OG0002088	LOC109408746|XP_019537664.2|AEAL, LOC115267732|XP_029730787.1|AEAL	LOC119552491|XP_037718019.1|DSUP
OG0002089	LOC115267813|XP_029731053.1|AEAL, LOC109397100|XP_029730995.1|AEAL	LOC119549229|XP_037713041.1|DSUP, LOC119551960|XP_037717584.1|DSUP
OG0002090	LOC109409843|XP_019538871.2|AEAL	LOC119554062|XP_037720732.1|DSUP
OG0002091	LOC109399551|XP_019527547.2|AEAL	LOC119551235|XP_037716402.1|DSUP
OG0002092	LOC109431991|XP_019563837.1|AEAL, LOC109431287|XP_029724607.1|AEAL	LOC119553003|XP_037718952.1|DSUP
OG0002093	LOC115254199|XP_029731365.1|AEAL, LOC109426482|XP_029710081.1|AEAL	LOC119551088|XP_037716190.1|DSUP
OG0002094	LOC109403702|XP_029731427.1|AEAL, LOC115266893|XP_029729356.1|AEAL	LOC119551186|XP_037716315.1|DSUP
OG0002095	LOC109403422|XP_019531798.1|AEAL	LOC119556104|XP_037723901.1|DSUP
OG0002096	LOC109622238|XP_029731487.1|AEAL	LOC119549141|XP_037712844.1|DSUP
OG0002097	LOC109410744|XP_029731592.1|AEAL	LOC119551572|XP_037716900.1|DSUP
OG0002098	LOC115267972|XP_029731680.1|AEAL, LOC109433444|XP_029714386.1|AEAL, LOC109410678|XP_029731687.1|AEAL, LOC109415401|XP_029732102.1|AEAL	LOC119554939|XP_037721976.1|DSUP
OG0002099	LOC115270133|XP_029735089.1|AEAL, LOC109621473|XP_019931061.2|AEAL	LOC119560092|XP_037729339.1|DSUP, LOC119560497|XP_037729896.1|DSUP
OG0002100	LOC109426042|XP_019557027.1|AEAL	LOC119554600|XP_037721512.1|DSUP
OG0002101	LOC115254207|XP_029731958.1|AEAL, LOC109425935|XP_029731904.1|AEAL, LOC109407614|XP_029708345.1|AEAL	LOC119551803|XP_037717284.1|DSUP
OG0002102	LOC109407506|XP_019536102.2|AEAL, LOC115254090|XP_029720467.1|AEAL, LOC109425767|XP_029716782.1|AEAL	LOC119549246|XP_037713073.1|DSUP
OG0002103	LOC109412716|XP_019541874.2|AEAL, LOC109411868|XP_029728535.1|AEAL	LOC119560510|XP_037729912.1|DSUP
OG0002117	LOC115255629|XP_029709579.1|AEAL, LOC115255647|XP_029709607.1|AEAL, LOC109405365|XP_019533965.2|AEAL	LOC119551482|XP_037716773.1|DSUP
OG0002118	LOC115255620|XP_029709568.1|AEAL, LOC109405340|XP_029709584.1|AEAL	LOC119561878|XP_037731281.1|DSUP
OG0002119	LOC109424979|XP_029730264.1|AEAL, LOC109431117|XP_029711291.1|AEAL	LOC119562777|XP_037731892.1|DSUP
OG0002120	LOC109431090|XP_029712026.1|AEAL, LOC115256425|XP_029710822.1|AEAL, LOC109415389|XP_029711074.1|AEAL	LOC119554677|XP_037721644.1|DSUP
OG0002121	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL	LOC119548048|XP_037711059.1|DSUP
OG0002123	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL	LOC119548741|XP_037712183.1|DSUP
OG0002124	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL	LOC119557846|XP_037726757.1|DSUP
OG0002125	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL	LOC119549455|XP_037713480.1|DSUP
OG0002126	LOC109401919|XP_019530085.2|AEAL	LOC119555064|XP_037722195.1|DSUP
OG0002127	LOC109401891|XP_019530044.2|AEAL	LOC119556678|XP_037724971.1|DSUP
OG0002128	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL	LOC119557010|XP_037725470.1|DSUP
OG0002129	LOC109414676|XP_019544051.2|AEAL	LOC119561085|XP_037730884.1|DSUP
OG0002130	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL	LOC119557247|XP_037725861.1|DSUP
OG0002131	LOC109422131|XP_019552314.2|AEAL	LOC119563073|XP_037732216.1|DSUP
OG0002132	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL	LOC119547131|XP_037709772.1|DSUP
OG0002133	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL	LOC119555875|XP_037723457.1|DSUP
OG0002134	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL	LOC119556582|XP_037724810.1|DSUP
OG0002135	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL	LOC119558170|XP_037727363.1|DSUP
OG0002136	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL	LOC119546610|XP_037708978.1|DSUP
OG0002137	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL	LOC119549206|XP_037712978.1|DSUP
OG0002138	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL	LOC119557570|XP_037726293.1|DSUP
OG0002139	LOC109405079|XP_029710896.1|AEAL	LOC119557061|XP_037725541.1|DSUP
OG0002140	LOC109398423|XP_029710676.1|AEAL	LOC119557102|XP_037725607.1|DSUP
OG0002141	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL	LOC119553480|XP_037719817.1|DSUP
OG0002142	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL	LOC119560948|XP_037730614.1|DSUP
OG0002143	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL	LOC119547356|XP_037710099.1|DSUP
OG0002144	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL	LOC119556329|XP_037724388.1|DSUP
OG0002145	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL	LOC119560453|XP_037729830.1|DSUP
OG0002146	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL	LOC119559923|XP_037729054.1|DSUP
OG0002148	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL	LOC119553343|XP_037719607.1|DSUP
OG0002149	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL	LOC119563071|XP_037732255.1|DSUP
OG0002150	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL	LOC119556468|XP_037724644.1|DSUP
OG0002151	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL	LOC119548195|XP_037711253.1|DSUP
OG0002152	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL	LOC119549402|XP_037713388.1|DSUP
OG0002153	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL	LOC119558160|XP_037727344.1|DSUP
OG0002154	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL	LOC119557244|XP_037725857.1|DSUP
OG0002155	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL	LOC119562885|XP_037731929.1|DSUP
OG0002156	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL	LOC119555675|XP_037723222.1|DSUP
OG0002157	LOC109431463|XP_029717880.1|AEAL	LOC119547514|XP_037710339.1|DSUP
OG0002158	LOC109415571|XP_019545000.2|AEAL	LOC119551106|XP_037716212.1|DSUP
OG0002159	LOC109415590|XP_029717899.1|AEAL	LOC119549039|XP_037712654.1|DSUP
OG0002160	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL	LOC119560210|XP_037729496.1|DSUP
OG0002161	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL	LOC119560242|XP_037729533.1|DSUP
OG0002162	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL	LOC119555741|XP_037723349.1|DSUP
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC119558166|XP_037727357.1|DSUP
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC119563148|XP_037732334.1|DSUP
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC119546345|XP_037708483.1|DSUP
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC119548341|XP_037711476.1|DSUP
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC119551886|XP_037717411.1|DSUP
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC119551564|XP_037716890.1|DSUP
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC119553094|XP_037719177.1|DSUP
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC119551583|XP_037716952.1|DSUP
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC119547352|XP_037710098.1|DSUP
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC119552307|XP_037717997.1|DSUP
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC119546866|XP_037709398.1|DSUP
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC119546164|XP_037708215.1|DSUP
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC119546173|XP_037708227.1|DSUP
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC119560742|XP_037730284.1|DSUP
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC119555202|XP_037722389.1|DSUP
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC119549004|XP_037712547.1|DSUP
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC119551949|XP_037717570.1|DSUP
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC119545838|XP_037707724.1|DSUP
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC119557452|XP_037726145.1|DSUP
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC119559965|XP_037729126.1|DSUP
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC119550127|XP_037714551.1|DSUP
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC119560062|XP_037729296.1|DSUP
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC119556680|XP_037724982.1|DSUP
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC119561831|XP_037731236.1|DSUP, LOC119561832|XP_037731240.1|DSUP
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC119563104|XP_037732273.1|DSUP
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC119551051|XP_037716097.1|DSUP
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC119561793|XP_037731206.1|DSUP
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC119545847|XP_037707743.1|DSUP
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC119554057|XP_037720727.1|DSUP
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC119555022|XP_037722094.1|DSUP
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC119562384|XP_037731498.1|DSUP
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC119552527|XP_037718077.1|DSUP
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC119562614|XP_037731770.1|DSUP
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC119563034|XP_037732163.1|DSUP
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC119554917|XP_037721948.1|DSUP, LOC119555551|XP_037722924.1|DSUP
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC119560100|XP_037729360.1|DSUP
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC119560787|XP_037730344.1|DSUP
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC119557000|XP_037725459.1|DSUP
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC119559846|XP_037728873.1|DSUP
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC119546153|XP_037708193.1|DSUP
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC119561426|XP_037731012.1|DSUP
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC119562958|XP_037732061.1|DSUP
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC119551430|XP_037716704.1|DSUP
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC119559970|XP_037729138.1|DSUP
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC119563422|XP_037732723.1|DSUP
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC119557722|XP_037726531.1|DSUP
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC119560436|XP_037729805.1|DSUP
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC119551469|XP_037716757.1|DSUP
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC119560553|XP_037729993.1|DSUP
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC119560911|XP_037730540.1|DSUP
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC119559262|XP_037728261.1|DSUP, LOC119560388|XP_037729741.1|DSUP
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC119559976|XP_037729142.1|DSUP
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC119562382|XP_037731483.1|DSUP
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC119563007|XP_037732124.1|DSUP
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC119557455|XP_037726148.1|DSUP
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC119560645|XP_037730127.1|DSUP
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC119560251|XP_037729544.1|DSUP
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC119554527|XP_037721401.1|DSUP
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC119548985|XP_037712512.1|DSUP
OG0002223	LOC109409682|XP_029725971.1|AEAL, LOC109406052|XP_029726009.1|AEAL	LOC119550596|XP_037715332.1|DSUP
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC119549282|XP_037713143.1|DSUP
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC119553717|XP_037720226.1|DSUP
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC119551637|XP_037716995.1|DSUP
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC119549658|XP_037713771.1|DSUP
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC119550709|XP_037715516.1|DSUP
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC119552012|XP_037717670.1|DSUP
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC119551290|XP_037716492.1|DSUP
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC119550253|XP_037714758.1|DSUP
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC119549508|XP_037713548.1|DSUP
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC119554892|XP_037721922.1|DSUP
OG0002234	LOC109413996|XP_019543268.1|AEAL, LOC109418734|XP_019548509.2|AEAL, LOC109406485|XP_019535110.2|AEAL, LOC109418736|XP_019548511.2|AEAL, LOC109418733|XP_019548508.2|AEAL, LOC109413995|XP_019543267.1|AEAL	LOC119551386|XP_037716636.1|DSUP
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC119549040|XP_037712655.1|DSUP
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC119549046|XP_037712669.1|DSUP, LOC119549045|XP_037712668.1|DSUP
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC119551050|XP_037716094.1|DSUP
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC119550232|XP_037714727.1|DSUP
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC119550222|XP_037714714.1|DSUP
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC119549140|XP_037712842.1|DSUP
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC119552510|XP_037718056.1|DSUP
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC119545749|XP_037707511.1|DSUP
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC119555483|XP_037722817.1|DSUP
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC119552652|XP_037718277.1|DSUP
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC119550763|XP_037715615.1|DSUP
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC119551496|XP_037716790.1|DSUP
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC119552988|XP_037718933.1|DSUP
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC119553779|XP_037720314.1|DSUP
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC119550249|XP_037714752.1|DSUP
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC119550032|XP_037714387.1|DSUP
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC119550912|XP_037715832.1|DSUP
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC119550716|XP_037715539.1|DSUP
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC119550701|XP_037715508.1|DSUP
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC119557713|XP_037726523.1|DSUP
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC119549308|XP_037713193.1|DSUP
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC119551525|XP_037716840.1|DSUP
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC119553098|XP_037719183.1|DSUP
OG0002259	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC119557987|XP_037727006.1|DSUP
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC119552602|XP_037718193.1|DSUP
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC119555080|XP_037722221.1|DSUP
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC119554849|XP_037721857.1|DSUP
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC119548984|XP_037712510.1|DSUP
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC119553712|XP_037720220.1|DSUP
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC119553230|XP_037719427.1|DSUP
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC119553069|XP_037719122.1|DSUP
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC119553034|XP_037719024.1|DSUP
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC119549006|XP_037712567.1|DSUP
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC119550384|XP_037714961.1|DSUP
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC119553932|XP_037720549.1|DSUP
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC119554170|XP_037720888.1|DSUP
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC119555452|XP_037722756.1|DSUP
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC119553705|XP_037720194.1|DSUP
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC119553822|XP_037720380.1|DSUP
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC119553500|XP_037719839.1|DSUP
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC119554127|XP_037720827.1|DSUP
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC119552548|XP_037718095.1|DSUP
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC119554980|XP_037722040.1|DSUP
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC119552928|XP_037718799.1|DSUP
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC119552841|XP_037718631.1|DSUP
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC119555319|XP_037722572.1|DSUP
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC119549836|XP_037714043.1|DSUP
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC119549996|XP_037714337.1|DSUP
OG0002285	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL	LOC119557878|XP_037726807.1|DSUP
OG0002286	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL	LOC119550868|XP_037715775.1|DSUP
OG0002287	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL	LOC119550610|XP_037715362.1|DSUP
