Orthogroup	AEAL.longest_only	DNOV.longest_only
OG0001395	LOC109621259|XP_019931809.1|AEAL	LOC115766072|XP_030565737.1|DNOV
OG0001396	LOC109408447|XP_029716986.1|AEAL	LOC115769401|XP_030570064.1|DNOV, LOC115771318|XP_030572841.1|DNOV
OG0001397	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL	LOC115767915|XP_030568146.1|DNOV
OG0001399	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL	LOC115760497|XP_030557711.1|DNOV
OG0001400	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL	LOC115761670|XP_030559381.1|DNOV
OG0001401	LOC109403463|XP_029712834.1|AEAL	LOC115770313|XP_030571409.1|DNOV
OG0001402	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL	LOC115771496|XP_030573081.1|DNOV
OG0001403	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL	LOC115771549|XP_030573152.1|DNOV
OG0001404	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL	LOC115764476|XP_030563403.1|DNOV, LOC115760465|XP_030557649.1|DNOV, LOC115760468|XP_030557654.1|DNOV, LOC115760473|XP_030557663.1|DNOV, LOC115760466|XP_030557653.1|DNOV, LOC115760472|XP_030557661.1|DNOV, LOC115760457|XP_030557636.1|DNOV
OG0001405	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL	LOC115762656|XP_030560827.1|DNOV
OG0001406	LOC109622277|XP_029732223.1|AEAL	LOC115767092|XP_030567099.1|DNOV
OG0001407	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL	LOC115771100|XP_030572519.1|DNOV
OG0001408	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL	LOC115758197|XP_030554602.1|DNOV
OG0001429	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL	LOC115764834|XP_030563943.1|DNOV
OG0001430	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL	LOC115761688|XP_030559405.1|DNOV
OG0001431	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL	LOC115766452|XP_030566245.1|DNOV
OG0001432	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL	LOC115768574|XP_030569072.1|DNOV
OG0001433	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL	LOC115757687|XP_030553885.1|DNOV
OG0001434	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL	LOC115768354|XP_030568778.1|DNOV
OG0001435	LOC109416125|XP_029710971.1|AEAL	LOC115764995|XP_030564196.1|DNOV
OG0001436	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL	LOC115767549|XP_030567691.1|DNOV
OG0001437	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL	LOC115766219|XP_030565933.1|DNOV, LOC115759326|XP_030556098.1|DNOV
OG0001438	LOC109422027|XP_029711761.1|AEAL	LOC115771615|XP_030573249.1|DNOV
OG0001439	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL	LOC115772013|XP_030573803.1|DNOV
OG0001440	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL	LOC115767268|XP_030567353.1|DNOV
OG0001441	LOC115265321|XP_029725736.1|AEAL	LOC115768219|XP_030568602.1|DNOV
OG0001442	LOC109424859|XP_019555600.1|AEAL	LOC115759879|XP_030556851.1|DNOV, LOC115766301|XP_030566037.1|DNOV
OG0001443	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL, LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL	LOC115761516|XP_030559145.1|DNOV
OG0001444	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL	LOC115772044|XP_030573841.1|DNOV
OG0001445	LOC109411874|XP_019541044.2|AEAL	LOC115763999|XP_030562679.1|DNOV
OG0001446	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL	LOC115768632|XP_030569155.1|DNOV
OG0001447	LOC115255928|XP_029709994.1|AEAL	LOC115766026|XP_030565657.1|DNOV
OG0001447	LOC109421116|XP_019551143.2|AEAL	LOC115766058|XP_030565699.1|DNOV
OG0001448	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL	LOC115761780|XP_030559571.1|DNOV
OG0001449	LOC109423544|XP_019554076.2|AEAL	LOC115763961|XP_030562619.1|DNOV, LOC115769858|XP_030570705.1|DNOV
OG0001450	LOC109622496|XP_029726338.1|AEAL	LOC115771603|XP_030573225.1|DNOV, LOC115758421|XP_030554931.1|DNOV
OG0001451	LOC115265630|XP_029727357.1|AEAL, LOC109410479|XP_019539586.1|AEAL, LOC109622431|XP_019932313.1|AEAL	LOC115762356|XP_030560385.1|DNOV
OG0001452	LOC109423306|XP_029726453.1|AEAL	LOC115761103|XP_030558590.1|DNOV, LOC115760697|XP_030558022.1|DNOV
OG0001453	LOC109413963|XP_029726579.1|AEAL, LOC109413964|XP_029726580.1|AEAL	LOC115762715|XP_030560900.1|DNOV
OG0001454	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL, LOC109418111|XP_029726752.1|AEAL	LOC115764978|XP_030564165.1|DNOV
OG0001455	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL	LOC115769934|XP_030570835.1|DNOV, LOC115769490|XP_030570168.1|DNOV
OG0001456	LOC109398403|XP_029733496.1|AEAL	LOC115760414|XP_030557578.1|DNOV
OG0001457	LOC109419688|XP_019549483.2|AEAL	LOC115761109|XP_030558597.1|DNOV
OG0001458	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL, LOC109419645|XP_029725842.1|AEAL	LOC115759593|XP_030556426.1|DNOV
OG0001459	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL, LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL	LOC115767668|XP_030567816.1|DNOV
OG0001460	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL	LOC115759045|XP_030555732.1|DNOV
OG0001461	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL	LOC115768778|XP_030569331.1|DNOV
OG0001462	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL	LOC115769351|XP_030569980.1|DNOV
OG0001464	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL	LOC115768019|XP_030568292.1|DNOV
OG0001465	LOC109422596|XP_019552950.2|AEAL, LOC115261757|XP_029719503.1|AEAL	LOC115760872|XP_030558291.1|DNOV
OG0001466	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL	LOC115765535|XP_030565014.1|DNOV
OG0001467	LOC109418475|XP_029713246.1|AEAL, LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL	LOC115758856|XP_030555503.1|DNOV
OG0001468	LOC109430819|XP_019562448.2|AEAL, LOC115263200|XP_029722038.1|AEAL	LOC115769763|XP_030570578.1|DNOV
OG0001470	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL	LOC115770082|XP_030571051.1|DNOV
OG0001471	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL	LOC115770028|XP_030570950.1|DNOV
OG0001472	LOC109423871|XP_019554459.1|AEAL	LOC115765830|XP_030565414.1|DNOV
OG0001473	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL	LOC115764147|XP_030562883.1|DNOV
OG0001474	LOC109407040|XP_029729020.1|AEAL	LOC115768290|XP_030568695.1|DNOV, LOC115765286|XP_030564640.1|DNOV
OG0001475	LOC109403692|XP_029709907.1|AEAL	LOC115765491|XP_030564958.1|DNOV
OG0001476	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL	LOC115759466|XP_030556298.1|DNOV
OG0001477	LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL	LOC115765051|XP_030564285.1|DNOV
OG0001478	LOC109424450|XP_019555137.2|AEAL, LOC115258689|XP_029714876.1|AEAL, LOC109424474|XP_029715698.1|AEAL	LOC115765923|XP_030565530.1|DNOV
OG0001479	LOC115258549|XP_029714561.1|AEAL, LOC109622895|XP_019932909.1|AEAL	LOC115768232|XP_030568618.1|DNOV
OG0001480	LOC109412011|XP_019541200.1|AEAL, LOC109407916|XP_019536650.2|AEAL	LOC115765854|XP_030565443.1|DNOV
OG0001481	LOC109420446|XP_019550339.1|AEAL	LOC115760039|XP_030557067.1|DNOV
OG0001482	LOC109419041|XP_029729424.1|AEAL, LOC109408159|XP_019536937.2|AEAL	LOC115759361|XP_030556144.1|DNOV
OG0001483	LOC109409255|XP_019538216.2|AEAL	LOC115758822|XP_030555459.1|DNOV
OG0001484	LOC109407146|XP_019535690.2|AEAL, LOC109417136|XP_019546804.2|AEAL, LOC109417138|XP_029714454.1|AEAL, LOC115258522|XP_029714516.1|AEAL, LOC109417139|XP_019546808.2|AEAL, LOC115258481|XP_029714456.1|AEAL	LOC115758784|XP_030555415.1|DNOV
OG0001485	LOC115255446|XP_029709435.1|AEAL, LOC109420666|XP_029729847.1|AEAL, LOC115255102|XP_029708756.1|AEAL	LOC115771384|XP_030572928.1|DNOV
OG0001486	LOC109430162|XP_019561750.2|AEAL	LOC115759934|XP_030556933.1|DNOV
OG0001487	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL	LOC115760162|XP_030557236.1|DNOV
OG0001488	LOC109421621|XP_029727645.1|AEAL, LOC109409219|XP_019538188.2|AEAL, LOC115265844|XP_029727650.1|AEAL	LOC115760894|XP_030558320.1|DNOV
OG0001489	LOC109429600|XP_029720073.1|AEAL, LOC109408563|XP_029719959.1|AEAL	LOC115758851|XP_030555494.1|DNOV, LOC115758321|XP_030554748.1|DNOV
OG0001490	LOC109408543|XP_019537410.1|AEAL, LOC109429596|XP_019561131.1|AEAL, LOC109415098|XP_019544506.1|AEAL, LOC109403000|XP_019531258.1|AEAL, LOC115261832|XP_029719602.1|AEAL, LOC109415097|XP_019544504.1|AEAL	LOC115758449|XP_030554978.1|DNOV
OG0001491	LOC109429880|XP_019561410.1|AEAL	LOC115760230|XP_030557344.1|DNOV, LOC115760229|XP_030557342.1|DNOV
OG0001492	LOC109420451|XP_019550346.2|AEAL	LOC115765558|XP_030565055.1|DNOV
OG0001493	LOC109621647|XP_019931315.2|AEAL, LOC109426353|XP_019557359.1|AEAL	LOC115768738|XP_030569282.1|DNOV
OG0001494	LOC109428614|XP_019559985.2|AEAL, LOC109421685|XP_029732752.1|AEAL, LOC109428015|XP_029732731.1|AEAL	LOC115764386|XP_030563212.1|DNOV
OG0001495	LOC115271112|XP_029736458.1|AEAL, LOC109399701|XP_019527756.2|AEAL, LOC109402040|XP_029723010.1|AEAL, LOC115253647|XP_029723083.1|AEAL	LOC115765037|XP_030564268.1|DNOV
OG0001496	LOC109400853|XP_019528882.1|AEAL, LOC115267716|XP_029730745.1|AEAL	LOC115768143|XP_030568498.1|DNOV
OG0001497	LOC109401059|XP_019529088.2|AEAL, LOC115270287|XP_029735476.1|AEAL, LOC109408417|XP_019537279.2|AEAL, LOC115254248|XP_029735007.1|AEAL	LOC115758940|XP_030555603.1|DNOV
OG0001500	LOC109398955|XP_019526952.2|AEAL	LOC115764543|XP_030563516.1|DNOV
OG0001501	LOC109429204|XP_029718759.1|AEAL, LOC109398876|XP_029733854.1|AEAL	LOC115770905|XP_030572205.1|DNOV
OG0001502	LOC109427265|XP_029718947.1|AEAL, LOC109411631|XP_019540737.2|AEAL	LOC115768044|XP_030568371.1|DNOV
OG0001503	LOC109400635|XP_019528669.2|AEAL	LOC115759506|XP_030556311.1|DNOV
OG0001505	LOC115262395|XP_029720640.1|AEAL, LOC109422247|XP_029730047.1|AEAL	LOC115757914|XP_030554232.1|DNOV
OG0001506	LOC109422324|XP_019552558.1|AEAL	LOC115764536|XP_030563506.1|DNOV
OG0001507	LOC109418584|XP_029712914.1|AEAL, LOC109417164|XP_029713533.1|AEAL, LOC115253576|XP_029713071.1|AEAL, LOC109410103|XP_029731353.1|AEAL	LOC115762531|XP_030560672.1|DNOV
OG0001508	LOC109431051|XP_029721515.1|AEAL, LOC109411570|XP_029721518.1|AEAL	LOC115766575|XP_030566420.1|DNOV
OG0001509	LOC115262741|XP_029721376.1|AEAL, LOC115262720|XP_029721269.1|AEAL, LOC109413623|XP_029721350.1|AEAL, LOC109401297|XP_029721354.1|AEAL, LOC115262821|XP_029721574.1|AEAL	LOC115764571|XP_030563562.1|DNOV
OG0001510	LOC109424709|XP_019555409.1|AEAL	LOC115758814|XP_030555451.1|DNOV
OG0001511	LOC115258394|XP_029714347.1|AEAL, LOC109412053|XP_019541243.2|AEAL	LOC115764539|XP_030563512.1|DNOV
OG0001512	LOC109407671|XP_019536370.2|AEAL, LOC109425940|XP_019556891.1|AEAL	LOC115771208|XP_030572668.1|DNOV
OG0001513	LOC109425937|XP_029731885.1|AEAL, LOC109407616|XP_029731957.1|AEAL	LOC115771379|XP_030572924.1|DNOV
OG0001515	LOC109424072|XP_029736229.1|AEAL	LOC115767065|XP_030567065.1|DNOV
OG0001534	LOC109406973|XP_029711461.1|AEAL, LOC109397845|XP_029708045.1|AEAL	LOC115767615|XP_030567772.1|DNOV, LOC115767606|XP_030567761.1|DNOV, LOC115767554|XP_030567697.1|DNOV
OG0001535	LOC115262319|XP_029720579.1|AEAL	LOC115766316|XP_030566062.1|DNOV
OG0001536	LOC109427471|XP_029711546.1|AEAL, LOC115269370|XP_029733898.1|AEAL, LOC109427473|XP_029711002.1|AEAL, LOC115253659|XP_029710748.1|AEAL, LOC115253538|XP_029733910.1|AEAL, LOC109427541|XP_029711444.1|AEAL	LOC115766877|XP_030566803.1|DNOV
OG0001537	LOC109422124|XP_019552302.1|AEAL	LOC115765874|XP_030565473.1|DNOV
OG0001538	LOC109409457|XP_029713919.1|AEAL, LOC109415318|XP_029713921.1|AEAL, LOC115256851|XP_029711751.1|AEAL	LOC115768807|XP_030569363.1|DNOV
OG0001539	LOC115256829|XP_029711671.1|AEAL, LOC109409459|XP_019538447.2|AEAL	LOC115761061|XP_030558539.1|DNOV
OG0001541	LOC109432987|XP_029714335.1|AEAL	LOC115770324|XP_030571421.1|DNOV
OG0001542	LOC109432944|XP_029714329.1|AEAL, LOC115269571|XP_029734248.1|AEAL, LOC109397712|XP_029716564.1|AEAL	LOC115765076|XP_030564312.1|DNOV
OG0001545	LOC109427791|XP_029729833.1|AEAL, LOC109406902|XP_019535453.2|AEAL	LOC115769064|XP_030569637.1|DNOV
OG0001546	LOC115260715|XP_029717799.1|AEAL, LOC109427786|XP_029729830.1|AEAL, LOC115267137|XP_029729838.1|AEAL, LOC115267133|XP_029729831.1|AEAL	LOC115768573|XP_030569070.1|DNOV
OG0001547	LOC109427728|XP_029716999.1|AEAL, LOC109431385|XP_029717824.1|AEAL	LOC115768058|XP_030568359.1|DNOV
OG0001548	LOC109431598|XP_019563381.1|AEAL	LOC115765410|XP_030564814.1|DNOV
OG0001549	LOC109402113|XP_019530282.2|AEAL, LOC109430926|XP_019562584.2|AEAL, LOC109412105|XP_029733708.1|AEAL, LOC109429391|XP_029729535.1|AEAL	LOC115758391|XP_030554881.1|DNOV
OG0001551	LOC115263679|XP_029722750.1|AEAL, LOC109397268|XP_029722745.1|AEAL, LOC115263681|XP_029722757.1|AEAL, LOC109423221|XP_029712009.1|AEAL	LOC115768635|XP_030569163.1|DNOV
OG0001552	LOC109432145|XP_019563994.2|AEAL	LOC115764953|XP_030564134.1|DNOV, LOC115762355|XP_030560384.1|DNOV
OG0001553	LOC109404451|XP_029719047.1|AEAL, LOC109406334|XP_029719131.1|AEAL	LOC115768346|XP_030568770.1|DNOV
OG0001554	LOC109408861|XP_029708342.1|AEAL, LOC109430398|XP_029722982.1|AEAL, LOC115254802|XP_029708343.1|AEAL	LOC115761929|XP_030559820.1|DNOV
OG0001555	LOC109419749|XP_029708619.1|AEAL, LOC109410077|XP_029712726.1|AEAL, LOC109430219|XP_029712739.1|AEAL	LOC115759766|XP_030556685.1|DNOV
OG0001556	LOC109405167|XP_019533732.2|AEAL	LOC115760956|XP_030558404.1|DNOV
OG0001557	LOC109402353|XP_019530567.2|AEAL, LOC109416919|XP_029715829.1|AEAL, LOC109424039|XP_029733671.1|AEAL, LOC115253440|XP_029727687.1|AEAL, LOC115266033|XP_029727695.1|AEAL	LOC115768746|XP_030569293.1|DNOV
OG0001558	LOC109402361|XP_019530572.2|AEAL, LOC109416954|XP_029716316.1|AEAL	LOC115768107|XP_030568470.1|DNOV
OG0001559	LOC115254037|XP_029715998.1|AEAL, LOC115260406|XP_029717220.1|AEAL, LOC109425509|XP_029716263.1|AEAL, LOC115259442|XP_029715876.1|AEAL, LOC115259446|XP_029715880.1|AEAL	LOC115757659|XP_030553834.1|DNOV
OG0001560	LOC109425486|XP_029715755.1|AEAL, LOC109398989|XP_029732546.1|AEAL	LOC115763898|XP_030562537.1|DNOV
OG0001561	LOC109429292|XP_029716173.1|AEAL, LOC115259577|XP_029716152.1|AEAL, LOC109398222|XP_029716249.1|AEAL	LOC115771599|XP_030573214.1|DNOV
OG0001562	LOC115270143|XP_029735109.1|AEAL, LOC109408085|XP_019536849.2|AEAL	LOC115759794|XP_030556733.1|DNOV
OG0001564	LOC109414942|XP_029715984.1|AEAL	LOC115764608|XP_030563614.1|DNOV
OG0001565	LOC115267371|XP_029730218.1|AEAL, LOC115267361|XP_029730191.1|AEAL	LOC115771971|XP_030573750.1|DNOV
OG0001566	LOC115264136|XP_029723361.1|AEAL, LOC109398578|XP_019526511.1|AEAL	LOC115764658|XP_030563704.1|DNOV
OG0001567	LOC109402927|XP_019531211.2|AEAL, LOC109416104|XP_019545619.2|AEAL, LOC115264346|XP_029723871.1|AEAL	LOC115758205|XP_030554613.1|DNOV
OG0001568	LOC109415708|XP_029723856.1|AEAL, LOC109402915|XP_029722660.1|AEAL, LOC109416065|XP_029722659.1|AEAL	LOC115771699|XP_030573376.1|DNOV
OG0001569	LOC109416056|XP_019545562.2|AEAL	LOC115764096|XP_030562809.1|DNOV
OG0001571	LOC109419083|XP_029729401.1|AEAL	LOC115759716|XP_030556579.1|DNOV
OG0001572	LOC109622523|XP_019932450.2|AEAL, LOC109409029|XP_019537990.2|AEAL, LOC109622524|XP_029716654.1|AEAL, LOC109409041|XP_019538007.1|AEAL	LOC115766457|XP_030566249.1|DNOV
OG0001573	LOC115264451|XP_029724005.1|AEAL, LOC109399288|XP_019527271.2|AEAL, LOC115264447|XP_029723997.1|AEAL	LOC115766986|XP_030566945.1|DNOV
OG0001574	LOC109429069|XP_029726546.1|AEAL	LOC115771331|XP_030572857.1|DNOV
OG0001575	LOC109409967|XP_029725816.1|AEAL, LOC109420227|XP_029717036.1|AEAL	LOC115764114|XP_030562836.1|DNOV, LOC115764115|XP_030562837.1|DNOV
OG0001576	LOC115254213|XP_029732527.1|AEAL, LOC109426722|XP_019557810.2|AEAL, LOC109417979|XP_019547668.2|AEAL, LOC109398203|XP_029719587.1|AEAL	LOC115764807|XP_030563915.1|DNOV
OG0001577	LOC115253479|XP_029735167.1|AEAL, LOC109413467|XP_019542687.2|AEAL	LOC115763994|XP_030562671.1|DNOV
OG0001578	LOC109400664|XP_019528693.2|AEAL, LOC109399403|XP_019527386.2|AEAL	LOC115760526|XP_030557765.1|DNOV
OG0001579	LOC109400727|XP_019528768.2|AEAL, LOC115270004|XP_029734781.1|AEAL, LOC109402729|XP_029710412.1|AEAL	LOC115768755|XP_030569302.1|DNOV
OG0001580	LOC115253588|XP_029718179.1|AEAL, LOC109422538|XP_029734653.1|AEAL	LOC115760866|XP_030558280.1|DNOV
OG0001581	LOC109416404|XP_029722240.1|AEAL, LOC109407423|XP_029722334.1|AEAL	LOC115767827|XP_030568027.1|DNOV
OG0001582	LOC109430913|XP_019562562.2|AEAL, LOC115253853|XP_029721974.1|AEAL	LOC115762054|XP_030559994.1|DNOV
OG0001583	LOC115270462|XP_029736054.1|AEAL, LOC115254265|XP_029736053.1|AEAL, LOC109404342|XP_019532732.2|AEAL, LOC109399486|XP_029736051.1|AEAL	LOC115762427|XP_030560482.1|DNOV
OG0001584	LOC109424272|XP_019554908.2|AEAL, LOC109428708|XP_029735275.1|AEAL, LOC115270166|XP_029735261.1|AEAL	LOC115770097|XP_030571068.1|DNOV
OG0001586	LOC115270291|XP_029735498.1|AEAL, LOC109430628|XP_029735523.1|AEAL, LOC109423770|XP_019554322.2|AEAL	LOC115771266|XP_030572742.1|DNOV
OG0001587	LOC109414257|XP_029735555.1|AEAL, LOC109423750|XP_029735576.1|AEAL	LOC115762967|XP_030561208.1|DNOV
OG0001588	LOC109398173|XP_029728531.1|AEAL	LOC115761369|XP_030558981.1|DNOV
OG0001589	LOC109621778|XP_029732849.1|AEAL, LOC115268824|XP_029732851.1|AEAL	LOC115759817|XP_030556768.1|DNOV
OG0001591	LOC109621324|XP_029728256.1|AEAL	LOC115763985|XP_030562658.1|DNOV
OG0001592	LOC115258170|XP_029714081.1|AEAL	LOC115765565|XP_030565068.1|DNOV
OG0001593	LOC109622884|XP_019932896.2|AEAL, LOC115258143|XP_029714051.1|AEAL	LOC115765494|XP_030564962.1|DNOV
OG0001594	LOC109622862|XP_029713874.1|AEAL, LOC115257965|XP_029713789.1|AEAL, LOC115258452|XP_029714413.1|AEAL	LOC115763502|XP_030561959.1|DNOV
OG0001595	LOC109412019|XP_029713367.1|AEAL, LOC115253600|XP_029720691.1|AEAL	LOC115771472|XP_030573058.1|DNOV
OG0001596	LOC109401373|XP_019529448.2|AEAL	LOC115763414|XP_030561830.1|DNOV, LOC115763334|XP_030561700.1|DNOV
OG0001597	LOC109432887|XP_019564798.1|AEAL, LOC115257139|XP_029712384.1|AEAL, LOC109401424|XP_019529521.1|AEAL	LOC115758464|XP_030554996.1|DNOV
OG0001598	LOC109432877|XP_029712246.1|AEAL	LOC115769210|XP_030569778.1|DNOV, LOC115769181|XP_030569745.1|DNOV
OG0001599	LOC115256862|XP_029711787.1|AEAL, LOC109401377|XP_029712007.1|AEAL, LOC115256865|XP_029711804.1|AEAL, LOC109432892|XP_029709597.1|AEAL	LOC115759195|XP_030555935.1|DNOV
OG0001601	LOC109433084|XP_019565020.1|AEAL	LOC115758905|XP_030555562.1|DNOV
OG0001602	LOC109420147|XP_019550010.2|AEAL, LOC115261802|XP_029719550.1|AEAL	LOC115762996|XP_030561241.1|DNOV
OG0001603	LOC109414044|XP_019543328.2|AEAL, LOC109414021|XP_019543299.2|AEAL	LOC115763555|XP_030562034.1|DNOV
OG0001604	LOC109425135|XP_019555911.1|AEAL	LOC115766386|XP_030566151.1|DNOV, LOC115765744|XP_030565268.1|DNOV
OG0001605	LOC109425134|XP_019555908.2|AEAL	LOC115760957|XP_030558406.1|DNOV
OG0001606	LOC109429377|XP_019560821.1|AEAL	LOC115763012|XP_030561265.1|DNOV
OG0001607	LOC109419105|XP_019548872.1|AEAL, LOC109409321|XP_029714954.1|AEAL, LOC115258719|XP_029714931.1|AEAL	LOC115759012|XP_030555683.1|DNOV
OG0001608	LOC109419520|XP_019549278.2|AEAL, LOC109409303|XP_029718146.1|AEAL, LOC115258927|XP_029715300.1|AEAL	LOC115762973|XP_030561210.1|DNOV
OG0001609	LOC109398729|XP_029714920.1|AEAL, LOC109398673|XP_029714929.1|AEAL, LOC109404922|XP_029725170.1|AEAL	LOC115762353|XP_030560382.1|DNOV
OG0001610	LOC115258726|XP_029714948.1|AEAL, LOC109407249|XP_019535801.2|AEAL, LOC109414319|XP_029714568.1|AEAL	LOC115763409|XP_030561819.1|DNOV
OG0001611	LOC115258142|XP_029714046.1|AEAL, LOC109420908|XP_019550933.1|AEAL, LOC115257979|XP_029713809.1|AEAL, LOC109412694|XP_029714041.1|AEAL	LOC115768307|XP_030568715.1|DNOV, LOC115760302|XP_030557449.1|DNOV
OG0001612	LOC109428206|XP_019559821.2|AEAL, LOC109417730|XP_029709162.1|AEAL	LOC115759943|XP_030556943.1|DNOV
OG0001613	LOC109417765|XP_019547453.1|AEAL, LOC109420005|XP_019549839.2|AEAL	LOC115763189|XP_030561509.1|DNOV
OG0001614	LOC115255480|XP_029709465.1|AEAL, LOC115255482|XP_029709468.1|AEAL, LOC109419396|XP_029709464.1|AEAL, LOC115255255|XP_029709061.1|AEAL, LOC109419402|XP_029709066.1|AEAL, LOC115255253|XP_029709059.1|AEAL	LOC115760723|XP_030558055.1|DNOV
OG0001615	LOC109420624|XP_019550528.2|AEAL	LOC115758468|XP_030555001.1|DNOV
OG0001616	LOC109423882|XP_029727241.1|AEAL, LOC109404803|XP_029727277.1|AEAL	LOC115760296|XP_030557443.1|DNOV
OG0001617	LOC109421516|XP_019551572.2|AEAL	LOC115758348|XP_030554788.1|DNOV
OG0001618	LOC109421337|XP_029726923.1|AEAL, LOC109432435|XP_029727064.1|AEAL	LOC115766781|XP_030566653.1|DNOV
OG0001619	LOC115264711|XP_029724582.1|AEAL, LOC109621384|XP_029732568.1|AEAL, LOC115268607|XP_029732592.1|AEAL	LOC115763246|XP_030561584.1|DNOV
OG0001620	LOC109402269|XP_019530468.1|AEAL	LOC115769048|XP_030569618.1|DNOV, LOC115769051|XP_030569621.1|DNOV
OG0001621	LOC109415860|XP_019545354.2|AEAL	LOC115760663|XP_030557990.1|DNOV
OG0001622	LOC109416800|XP_029720044.1|AEAL, LOC109419134|XP_029722942.1|AEAL, LOC115263283|XP_029722278.1|AEAL	LOC115767260|XP_030567340.1|DNOV
OG0001623	LOC109429702|XP_029720029.1|AEAL, LOC109407011|XP_019535571.2|AEAL	LOC115765999|XP_030565627.1|DNOV
