Orthogroup	AEAL.longest_only	DSER.longest_only
OG0001997	LOC115255375|XP_029709277.1|AEAL, LOC115253948|XP_029709288.1|AEAL, LOC109417687|XP_019547293.2|AEAL	LOC110182069|XP_020805710.1|DSER, LOC110177802|XP_020800355.1|DSER
OG0001998	LOC115253946|XP_029709239.1|AEAL, LOC109416929|XP_029709253.1|AEAL, LOC109417691|XP_019547307.2|AEAL	LOC110191767|XP_020818372.1|DSER, LOC110182075|XP_020805721.1|DSER
OG0001999	LOC109417772|XP_029709100.1|AEAL	LOC110178274|XP_020801001.1|DSER
OG0002000	LOC109415253|XP_029709033.1|AEAL	LOC110176945|XP_020799105.1|DSER
OG0002001	LOC109419931|XP_029708900.1|AEAL, LOC115255157|XP_029708909.1|AEAL	LOC110187468|XP_020812514.1|DSER
OG0002002	LOC109419878|XP_019549708.2|AEAL, LOC109420708|XP_019550709.2|AEAL	LOC110178362|XP_020801156.1|DSER
OG0002003	LOC109414247|XP_029736327.1|AEAL, LOC115253939|XP_029708865.1|AEAL, LOC109420697|XP_019550692.1|AEAL	LOC110180601|XP_020803945.1|DSER, LOC110183012|XP_020806861.1|DSER, LOC110183033|XP_020806878.1|DSER
OG0002004	LOC109420660|XP_019550626.2|AEAL	LOC110187228|XP_020812284.1|DSER
OG0002005	LOC109420492|XP_029708637.1|AEAL, LOC109419733|XP_029708643.1|AEAL	LOC110185706|XP_020810336.1|DSER
OG0002006	LOC115269356|XP_029733865.1|AEAL, LOC109420302|XP_029732976.1|AEAL, LOC109419769|XP_029708609.1|AEAL, LOC115255044|XP_029708632.1|AEAL	LOC110182693|XP_020806446.1|DSER
OG0002007	LOC115261019|XP_029718245.1|AEAL, LOC109430154|XP_019561731.1|AEAL	LOC110176396|XP_020798387.1|DSER, LOC110183821|XP_020807832.1|DSER, LOC110181628|XP_020805095.1|DSER, LOC110181397|XP_020804790.1|DSER
OG0002008	LOC109430176|XP_029727434.1|AEAL	LOC110185394|XP_020809831.1|DSER
OG0002009	LOC109427576|XP_019558699.2|AEAL, LOC109432855|XP_019564749.2|AEAL, LOC115268908|XP_029732979.1|AEAL	LOC110179862|XP_020803123.1|DSER
OG0002010	LOC109427591|XP_029727422.1|AEAL, LOC109621901|XP_019931649.2|AEAL	LOC110180604|XP_020803948.1|DSER, LOC110183016|XP_020806863.1|DSER, LOC110183035|XP_020806880.1|DSER
OG0002011	LOC109431006|XP_019562675.2|AEAL, LOC115265222|XP_029725363.1|AEAL, LOC115266443|XP_029728532.1|AEAL, LOC109421438|XP_029727014.1|AEAL, LOC109432536|XP_019564411.2|AEAL	LOC110185601|XP_020810203.1|DSER
OG0002012	LOC109423927|XP_019554535.1|AEAL, LOC109404813|XP_019533310.1|AEAL	LOC110187401|XP_020812450.1|DSER
OG0002013	LOC109423906|XP_029727280.1|AEAL, LOC109404819|XP_029727242.1|AEAL	LOC110179874|XP_020803132.1|DSER, LOC110181451|XP_020804854.1|DSER
OG0002014	LOC109421536|XP_029727097.1|AEAL	LOC110179210|XP_020802302.1|DSER
OG0002015	LOC109421342|XP_019551395.1|AEAL, LOC109432570|XP_029726915.1|AEAL	LOC110177005|XP_020799174.1|DSER
OG0002016	LOC109415848|XP_029720051.1|AEAL	LOC110188951|XP_020814550.1|DSER, LOC110176377|XP_020798368.1|DSER
OG0002017	LOC109416795|XP_029720043.1|AEAL, LOC109402508|XP_029732812.1|AEAL	LOC110183462|XP_020807401.1|DSER
OG0002018	LOC109429591|XP_029719953.1|AEAL, LOC115254140|XP_029724789.1|AEAL	LOC110180580|XP_020803930.1|DSER
OG0002019	LOC109429555|XP_019561077.2|AEAL	LOC110183995|XP_020808011.1|DSER
OG0002020	LOC109415452|XP_019544873.2|AEAL	LOC110181362|XP_020804744.1|DSER, LOC110179511|XP_020802747.1|DSER
OG0002021	LOC109398549|XP_029720118.1|AEAL	LOC110181102|XP_020804432.1|DSER
OG0002022	LOC109398356|XP_029720147.1|AEAL, LOC109429827|XP_019561352.1|AEAL, LOC109401755|XP_029710059.1|AEAL, LOC109406163|XP_019534776.2|AEAL	LOC110179897|XP_020803152.1|DSER
OG0002023	LOC109429794|XP_029719779.1|AEAL, LOC109398275|XP_019526140.2|AEAL	LOC110187649|XP_020812716.1|DSER
OG0002024	LOC109411701|XP_019540819.1|AEAL	LOC110183352|XP_020807266.1|DSER
OG0002025	LOC109411738|XP_019540880.3|AEAL	LOC110184012|XP_020808037.1|DSER
OG0002026	LOC109414170|XP_019543498.2|AEAL	LOC110179811|XP_020803074.1|DSER
OG0002027	LOC115255674|XP_029709636.1|AEAL, LOC115254439|XP_029707790.1|AEAL, LOC109421746|XP_029709633.1|AEAL	LOC110180808|XP_020804147.1|DSER
OG0002028	LOC109421752|XP_029707787.1|AEAL	LOC110178205|XP_020800900.1|DSER, LOC110191504|XP_020818029.1|DSER
OG0002029	LOC109423263|XP_029709312.1|AEAL	LOC110176236|XP_020798194.1|DSER
OG0002030	LOC115262698|XP_029721219.1|AEAL, LOC109623315|XP_019933386.1|AEAL, LOC109401290|XP_019529329.1|AEAL	LOC110176804|XP_020798905.1|DSER
OG0002031	LOC109412046|XP_019541233.2|AEAL	LOC110189284|XP_020814967.1|DSER
OG0002032	LOC115263976|XP_029723139.1|AEAL, LOC109427293|XP_029721389.1|AEAL	LOC110187925|XP_020813095.1|DSER
OG0002033	LOC115263095|XP_029721873.1|AEAL, LOC115263947|XP_029723115.1|AEAL, LOC109426125|XP_029721558.1|AEAL, LOC109418409|XP_029723114.1|AEAL	LOC110181604|XP_020805062.1|DSER
OG0002034	LOC109426160|XP_029721705.1|AEAL, LOC109426156|XP_029721662.1|AEAL, LOC109418423|XP_029721956.1|AEAL	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER
OG0002035	LOC109426175|XP_029722195.1|AEAL, LOC109418446|XP_019548182.2|AEAL, LOC115263232|XP_029722087.1|AEAL	LOC110187929|XP_020813099.1|DSER
OG0002036	LOC115260472|XP_029717276.1|AEAL, LOC109407471|XP_029717229.1|AEAL, LOC109419243|XP_029723569.1|AEAL	LOC110188754|XP_020814255.1|DSER
OG0002037	LOC109410442|XP_029725870.1|AEAL, LOC115256317|XP_029710420.1|AEAL	LOC110183557|XP_020807517.1|DSER
OG0002038	LOC109410375|XP_019539473.2|AEAL	LOC110188051|XP_020813260.1|DSER
OG0002039	LOC109414398|XP_019543750.2|AEAL, LOC109415396|XP_019544808.2|AEAL	LOC110179905|XP_020803161.1|DSER
OG0002040	LOC109425025|XP_019555760.2|AEAL	LOC110187948|XP_020813122.1|DSER
OG0002041	LOC109410906|XP_029730035.1|AEAL, LOC109411113|XP_029730603.1|AEAL, LOC115253916|XP_029730013.1|AEAL	LOC110189738|XP_020815591.1|DSER
OG0002042	LOC109399298|XP_019527278.2|AEAL, LOC109433350|XP_019565322.2|AEAL	LOC110188523|XP_020813924.1|DSER
OG0002043	LOC109413928|XP_019543205.2|AEAL, LOC109621289|XP_019931854.2|AEAL, LOC115254236|XP_029734177.1|AEAL	LOC110187687|XP_020812778.1|DSER, LOC110180925|XP_020804260.1|DSER
OG0002044	LOC115269272|XP_029733687.1|AEAL, LOC109400364|XP_029733583.1|AEAL, LOC109432399|XP_029715538.1|AEAL	LOC110188662|XP_020814107.1|DSER
OG0002045	LOC109416442|XP_029729673.1|AEAL, LOC115261564|XP_029719318.1|AEAL, LOC109622373|XP_029719311.1|AEAL	LOC110187820|XP_020812956.1|DSER
OG0002046	LOC109416293|XP_029736172.1|AEAL	LOC110181701|XP_020805204.1|DSER
OG0002047	LOC109416414|XP_029707563.1|AEAL, LOC115253755|XP_029727739.1|AEAL, LOC115266053|XP_029727760.1|AEAL, LOC109424021|XP_029727708.1|AEAL	LOC110180145|XP_020803450.1|DSER
OG0002048	LOC109431922|XP_029727776.1|AEAL, LOC115266066|XP_029727788.1|AEAL	LOC110191771|XP_020818374.1|DSER
OG0002049	LOC109422734|XP_029728099.1|AEAL, LOC115254159|XP_029727908.1|AEAL, LOC109431860|XP_029727923.1|AEAL	LOC110186490|XP_020811336.1|DSER
OG0002050	LOC115264858|XP_029724751.1|AEAL, LOC109412333|XP_019541524.2|AEAL, LOC109422696|XP_029727884.1|AEAL	LOC110191844|XP_020818471.1|DSER
OG0002051	LOC109402833|XP_019531111.2|AEAL	LOC110179354|XP_020802525.1|DSER
OG0002052	LOC115257064|XP_029712215.1|AEAL	LOC110190750|XP_020817031.1|DSER
OG0002053	LOC109398800|XP_019526757.1|AEAL, LOC115261372|XP_029718786.1|AEAL	LOC110188293|XP_020813654.1|DSER
OG0002054	LOC109398827|XP_019526802.2|AEAL	LOC110187970|XP_020813149.1|DSER
OG0002055	LOC115261446|XP_029718976.1|AEAL, LOC109427230|XP_019558281.2|AEAL, LOC115261426|XP_029718935.1|AEAL	LOC110176651|XP_020798741.1|DSER
OG0002056	LOC115253572|XP_029718913.1|AEAL, LOC109411614|XP_029718965.1|AEAL, LOC109427247|XP_029715618.1|AEAL	LOC110190754|XP_020817036.1|DSER
OG0002057	LOC115261409|XP_029718888.1|AEAL, LOC115261440|XP_029718962.1|AEAL, LOC109411619|XP_019540720.2|AEAL, LOC109427253|XP_019558324.2|AEAL	LOC110183391|XP_020807317.1|DSER
OG0002058	LOC115254069|XP_029718910.1|AEAL, LOC109427254|XP_019558325.1|AEAL, LOC115261410|XP_029718889.1|AEAL, LOC109411620|XP_029718963.1|AEAL	LOC110178815|XP_020801736.1|DSER
OG0002059	LOC109427256|XP_019558330.1|AEAL, LOC115261411|XP_029718893.1|AEAL, LOC115261415|XP_029718907.1|AEAL, LOC109411623|XP_029717160.1|AEAL	LOC110186775|XP_020811704.1|DSER
OG0002060	LOC109427262|XP_029718897.1|AEAL, LOC109411628|XP_029717172.1|AEAL, LOC115261435|XP_029718951.1|AEAL	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER
OG0002061	LOC109427263|XP_029718950.1|AEAL, LOC109411629|XP_019540734.2|AEAL, LOC115261412|XP_029718895.1|AEAL	LOC110191547|XP_020818079.1|DSER
OG0002062	LOC109404968|XP_029719247.1|AEAL	LOC110181697|XP_020805199.1|DSER
OG0002063	LOC109404986|XP_019533517.2|AEAL, LOC109416162|XP_019545680.2|AEAL, LOC115254081|XP_029719239.1|AEAL	LOC110187153|XP_020812229.1|DSER
OG0002064	LOC115261573|XP_029719328.1|AEAL, LOC109416620|XP_019546229.1|AEAL, LOC115261546|XP_029719255.1|AEAL, LOC109432816|XP_029719329.1|AEAL	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER
OG0002065	LOC115261562|XP_029719310.1|AEAL, LOC109432817|XP_019564706.2|AEAL, LOC115261563|XP_029719313.1|AEAL	LOC110185341|XP_020809779.1|DSER
OG0002066	LOC109405099|XP_029716736.1|AEAL	LOC110191929|XP_020818590.1|DSER
OG0002067	LOC109416515|XP_019546132.2|AEAL	LOC110191510|XP_020818037.1|DSER
OG0002068	LOC109411939|XP_029733040.1|AEAL, LOC109406738|XP_029733024.1|AEAL	LOC110189567|XP_020815357.1|DSER
OG0002069	LOC115254161|XP_029728101.1|AEAL, LOC109405601|XP_019534210.2|AEAL	LOC110188779|XP_020814283.1|DSER
OG0002070	LOC109405911|XP_019534518.2|AEAL, LOC109405691|XP_019534300.2|AEAL, LOC109405647|XP_019534264.2|AEAL	LOC110188084|XP_020813296.1|DSER
OG0002071	LOC109407855|XP_029724224.1|AEAL	LOC110191193|XP_020817620.1|DSER
OG0002072	LOC109398924|XP_019526924.1|AEAL, LOC115264564|XP_029724249.1|AEAL	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER
OG0002073	LOC109401570|XP_029724505.1|AEAL, LOC109402877|XP_029724543.1|AEAL, LOC115264667|XP_029724487.1|AEAL	LOC110176210|XP_020798135.1|DSER
OG0002074	LOC109422260|XP_029724561.1|AEAL, LOC115259952|XP_029716608.1|AEAL	LOC110177740|XP_020800256.1|DSER
OG0002075	LOC109415838|XP_019545321.1|AEAL, LOC109418778|XP_019548552.1|AEAL, LOC115257589|XP_029713233.1|AEAL, LOC115254032|XP_029715751.1|AEAL	LOC110176907|XP_020799055.1|DSER
OG0002076	LOC109420404|XP_029729304.1|AEAL, LOC109402323|XP_029713604.1|AEAL	LOC110182887|XP_020806694.1|DSER
OG0002077	LOC109402320|XP_029713586.1|AEAL, LOC115253757|XP_029713723.1|AEAL	LOC110178659|XP_020801512.1|DSER
OG0002078	LOC115257894|XP_029713736.1|AEAL, LOC115257450|XP_029712906.1|AEAL, LOC109402270|XP_019530465.2|AEAL	LOC110189789|XP_020815681.1|DSER
OG0002079	LOC109433204|XP_019565150.1|AEAL	LOC110178549|XP_020801373.1|DSER
OG0002080	LOC109431533|XP_029719646.1|AEAL, LOC109422416|XP_029712778.1|AEAL	LOC110191440|XP_020817965.1|DSER
OG0002081	LOC109424407|XP_029707752.1|AEAL	LOC110177373|XP_020799733.1|DSER
OG0002082	LOC109418655|XP_029730659.1|AEAL, LOC109414790|XP_029719572.1|AEAL	LOC110182085|XP_020805729.1|DSER
OG0002083	LOC109414805|XP_029719558.1|AEAL	LOC110179593|XP_020802852.1|DSER, LOC110179425|XP_020802613.1|DSER
OG0002084	LOC109418498|XP_019548245.1|AEAL	LOC110177939|XP_020800579.1|DSER
OG0002085	LOC109401249|XP_029721272.1|AEAL, LOC109413613|XP_029721370.1|AEAL, LOC115253902|XP_029721375.1|AEAL	LOC110176480|XP_020798507.1|DSER
OG0002086	LOC109623390|XP_019933492.1|AEAL, LOC115262587|XP_029720847.1|AEAL, LOC109426916|XP_019558018.1|AEAL	LOC110177943|XP_020800584.1|DSER
OG0002087	LOC109408615|XP_029720918.1|AEAL, LOC109421903|XP_029720891.1|AEAL	LOC110178934|XP_020801886.1|DSER
OG0002088	LOC109408746|XP_019537664.2|AEAL, LOC115267732|XP_029730787.1|AEAL	LOC110184635|XP_020808892.1|DSER
OG0002089	LOC115267813|XP_029731053.1|AEAL, LOC109397100|XP_029730995.1|AEAL	LOC110189676|XP_020815493.1|DSER
OG0002090	LOC109409843|XP_019538871.2|AEAL	LOC110190964|XP_020817313.1|DSER
OG0002091	LOC109399551|XP_019527547.2|AEAL	LOC110181273|XP_020804647.1|DSER
OG0002092	LOC109431991|XP_019563837.1|AEAL, LOC109431287|XP_029724607.1|AEAL	LOC110188358|XP_020813725.1|DSER
OG0002093	LOC115254199|XP_029731365.1|AEAL, LOC109426482|XP_029710081.1|AEAL	LOC110177687|XP_020800168.1|DSER
OG0002094	LOC109403702|XP_029731427.1|AEAL, LOC115266893|XP_029729356.1|AEAL	LOC110191517|XP_020818044.1|DSER
OG0002095	LOC109403422|XP_019531798.1|AEAL	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER
OG0002096	LOC109622238|XP_029731487.1|AEAL	LOC110191278|XP_020817738.1|DSER
OG0002097	LOC109410744|XP_029731592.1|AEAL	LOC110191871|XP_020818517.1|DSER
OG0002098	LOC115267972|XP_029731680.1|AEAL, LOC109433444|XP_029714386.1|AEAL, LOC109410678|XP_029731687.1|AEAL, LOC109415401|XP_029732102.1|AEAL	LOC110189900|XP_020815820.1|DSER
OG0002099	LOC115270133|XP_029735089.1|AEAL, LOC109621473|XP_019931061.2|AEAL	LOC110186426|XP_020811267.1|DSER
OG0002100	LOC109426042|XP_019557027.1|AEAL	LOC110176207|XP_020798129.1|DSER
OG0002101	LOC115254207|XP_029731958.1|AEAL, LOC109425935|XP_029731904.1|AEAL, LOC109407614|XP_029708345.1|AEAL	LOC110177963|XP_020800617.1|DSER
OG0002102	LOC109407506|XP_019536102.2|AEAL, LOC115254090|XP_029720467.1|AEAL, LOC109425767|XP_029716782.1|AEAL	LOC110182878|XP_020806680.1|DSER
OG0002103	LOC109412716|XP_019541874.2|AEAL, LOC109411868|XP_029728535.1|AEAL	LOC110186718|XP_020811649.1|DSER
OG0002117	LOC115255629|XP_029709579.1|AEAL, LOC115255647|XP_029709607.1|AEAL, LOC109405365|XP_019533965.2|AEAL	LOC110181741|XP_020805259.1|DSER
OG0002118	LOC115255620|XP_029709568.1|AEAL, LOC109405340|XP_029709584.1|AEAL	LOC110187751|XP_020812869.1|DSER
OG0002119	LOC109424979|XP_029730264.1|AEAL, LOC109431117|XP_029711291.1|AEAL	LOC110189484|XP_020815235.1|DSER
OG0002120	LOC109431090|XP_029712026.1|AEAL, LOC115256425|XP_029710822.1|AEAL, LOC109415389|XP_029711074.1|AEAL	LOC110185469|XP_020809981.1|DSER
OG0002121	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL	LOC110186855|XP_020811800.1|DSER
OG0002123	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL	LOC110176917|XP_020799068.1|DSER
OG0002124	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL	LOC110175973|XP_020797827.1|DSER, LOC110176017|XP_020797885.1|DSER
OG0002125	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL	LOC110177753|XP_020800273.1|DSER
OG0002126	LOC109401919|XP_019530085.2|AEAL	LOC110176706|XP_020798803.1|DSER
OG0002127	LOC109401891|XP_019530044.2|AEAL	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER
OG0002128	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL	LOC110182636|XP_020806364.1|DSER
OG0002129	LOC109414676|XP_019544051.2|AEAL	LOC110186947|XP_020811941.1|DSER
OG0002130	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL	LOC110183549|XP_020807503.1|DSER, LOC110183491|XP_020807433.1|DSER
OG0002131	LOC109422131|XP_019552314.2|AEAL	LOC110188284|XP_020813640.1|DSER
OG0002132	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER
OG0002133	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL	LOC110180572|XP_020803925.1|DSER
OG0002134	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL	LOC110178203|XP_020800898.1|DSER
OG0002135	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL	LOC110182187|XP_020805851.1|DSER
OG0002136	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL	LOC110190092|XP_020816060.1|DSER
OG0002137	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL	LOC110191381|XP_020817894.1|DSER
OG0002138	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL	LOC110184289|XP_020808433.1|DSER
OG0002139	LOC109405079|XP_029710896.1|AEAL	LOC110184605|XP_020808857.1|DSER
OG0002140	LOC109398423|XP_029710676.1|AEAL	LOC110179088|XP_020802133.1|DSER
OG0002141	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL	LOC110179902|XP_020803158.1|DSER
OG0002142	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL	LOC110176470|XP_020798489.1|DSER
OG0002143	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL	LOC110186105|XP_020810809.1|DSER
OG0002144	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL	LOC110184524|XP_020808754.1|DSER
OG0002145	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL	LOC110187720|XP_020812823.1|DSER
OG0002146	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL	LOC110176430|XP_020798438.1|DSER
OG0002148	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL	LOC110187571|XP_020812620.1|DSER
OG0002149	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL	LOC110185441|XP_020809923.1|DSER
OG0002150	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL	LOC110187032|XP_020812054.1|DSER, LOC110185534|XP_020810100.1|DSER
OG0002151	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL	LOC110183366|XP_020807287.1|DSER
OG0002152	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER
OG0002153	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL	LOC110186478|XP_020811324.1|DSER
OG0002154	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER
OG0002155	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL	LOC110186839|XP_020811788.1|DSER
OG0002156	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL	LOC110190241|XP_020816264.1|DSER
OG0002157	LOC109431463|XP_029717880.1|AEAL	LOC110186435|XP_020811280.1|DSER
OG0002158	LOC109415571|XP_019545000.2|AEAL	LOC110189568|XP_020815358.1|DSER
OG0002159	LOC109415590|XP_029717899.1|AEAL	LOC110178448|XP_020801242.1|DSER
OG0002160	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL	LOC110188610|XP_020814033.1|DSER
OG0002161	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL	LOC110186666|XP_020811590.1|DSER
OG0002162	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL	LOC110186235|XP_020810961.1|DSER
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC110183064|XP_020806910.1|DSER
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC110191764|XP_020818362.1|DSER
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC110177853|XP_020800458.1|DSER
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC110191490|XP_020818014.1|DSER
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC110190516|XP_020816707.1|DSER
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC110185446|XP_020809933.1|DSER
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC110191309|XP_020817781.1|DSER
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC110191005|XP_020817382.1|DSER
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC110183452|XP_020807390.1|DSER
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC110176514|XP_020798550.1|DSER
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC110176516|XP_020798551.1|DSER
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC110191176|XP_020817600.1|DSER
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC110190696|XP_020816970.1|DSER
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC110186886|XP_020811845.1|DSER
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC110191387|XP_020817902.1|DSER
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC110186968|XP_020811973.1|DSER
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC110184372|XP_020808530.1|DSER
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC110188364|XP_020813737.1|DSER
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC110177867|XP_020800476.1|DSER
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC110186954|XP_020811948.1|DSER
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC110191873|XP_020818515.1|DSER
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC110185821|XP_020810487.1|DSER
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC110188250|XP_020813582.1|DSER
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC110191667|XP_020818227.1|DSER
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC110179405|XP_020802589.1|DSER
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC110188486|XP_020813878.1|DSER
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC110176701|XP_020798796.1|DSER
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC110185213|XP_020809602.1|DSER
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC110188622|XP_020814051.1|DSER
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC110177367|XP_020799718.1|DSER
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC110191068|XP_020817459.1|DSER
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC110176471|XP_020798490.1|DSER
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC110178823|XP_020801749.1|DSER
