Orthogroup	AEAL.longest_only	BTRY.longest_only
OG0000894	LOC109422727|XP_019553139.2|AEAL	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC109433433|XP_019565406.2|AEAL, LOC109403314|XP_019531667.2|AEAL	LOC120772037|XP_039956342.1|BTRY
OG0000907	LOC109427500|XP_019558595.2|AEAL	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC109397293|XP_019525165.1|AEAL, LOC109416831|XP_019546450.1|AEAL	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC109397646|XP_029709768.1|AEAL, LOC109418954|XP_029733589.1|AEAL	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC109403803|XP_029722364.1|AEAL	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC109407390|XP_019535943.1|AEAL, LOC109416014|XP_029722180.1|AEAL, LOC115263252|XP_029722175.1|AEAL	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC109414963|XP_029728930.1|AEAL, LOC109415153|XP_029729078.1|AEAL	LOC120777199|XP_039964302.1|BTRY
OG0000914	LOC109412349|XP_019541537.2|AEAL, LOC109416192|XP_019545725.2|AEAL, LOC109419851|XP_029708855.1|AEAL, LOC115255562|XP_029709541.1|AEAL, LOC109420602|XP_019550508.1|AEAL, LOC109419834|XP_019549667.1|AEAL, LOC109419835|XP_029709547.1|AEAL, LOC115255563|XP_029709542.1|AEAL	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC115258519|XP_029714503.1|AEAL, LOC109410253|XP_029721830.1|AEAL	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC109417728|XP_029709163.1|AEAL, LOC109415159|XP_029719636.1|AEAL	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC109402487|XP_029720072.1|AEAL	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC109429677|XP_019561229.2|AEAL	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC109432334|XP_019564219.2|AEAL, LOC109432255|XP_029732163.1|AEAL, LOC109432313|XP_019564197.2|AEAL, LOC109419378|XP_029735157.1|AEAL	LOC120774066|XP_039959306.1|BTRY
OG0000922	LOC109409026|XP_019537987.1|AEAL, LOC109429147|XP_029719389.1|AEAL	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC109417152|XP_019546823.1|AEAL	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC109622219|XP_019932015.2|AEAL, LOC115253634|XP_029731518.1|AEAL, LOC109431563|XP_019563336.2|AEAL	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC109407685|XP_019536382.1|AEAL, LOC109425930|XP_019556862.1|AEAL	LOC120781343|XP_039969481.1|BTRY
OG0000935	LOC115255738|XP_029709721.1|AEAL	LOC120776707|XP_039963540.1|BTRY
OG0000936	LOC109398378|XP_019526267.1|AEAL	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC115261123|XP_029718352.1|AEAL, LOC109433419|XP_019565395.2|AEAL, LOC109403292|XP_019531642.2|AEAL, LOC115260685|XP_029717733.1|AEAL, LOC109424625|XP_029717727.1|AEAL, LOC109412940|XP_029717671.1|AEAL, LOC109412941|XP_019542135.2|AEAL, LOC115253687|XP_029717721.1|AEAL, LOC109424643|XP_019555354.1|AEAL	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC115257155|XP_029712412.1|AEAL, LOC109427753|XP_029717813.1|AEAL, LOC109409289|XP_019538309.2|AEAL, LOC109431357|XP_019563123.1|AEAL	LOC120773905|XP_039959019.1|BTRY
OG0000940	LOC109405642|XP_019534258.2|AEAL	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC109621632|XP_019931274.1|AEAL, LOC109400128|XP_019528162.1|AEAL	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC109406109|XP_029722410.1|AEAL, LOC109403772|XP_029722401.1|AEAL	LOC120772195|XP_039956594.1|BTRY, LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC109430831|XP_019562464.1|AEAL, LOC115254104|XP_029722020.1|AEAL, LOC115263221|XP_029722072.1|AEAL	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC109399440|XP_019527427.2|AEAL, LOC109398068|XP_019525978.2|AEAL	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC115260918|XP_029718135.1|AEAL, LOC109409286|XP_019538266.2|AEAL, LOC109419566|XP_019549323.2|AEAL, LOC109409281|XP_029714428.1|AEAL, LOC115253445|XP_029718127.1|AEAL	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC109421462|XP_019551502.1|AEAL, LOC115261046|XP_029718267.1|AEAL, LOC109421452|XP_019551491.1|AEAL, LOC109432494|XP_019564371.2|AEAL, LOC109421386|XP_029718266.1|AEAL, LOC115262899|XP_029721647.1|AEAL	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC109414160|XP_019543485.2|AEAL, LOC115257199|XP_029712494.1|AEAL	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC115263953|XP_029723118.1|AEAL	LOC120775099|XP_039961043.1|BTRY
OG0000949	LOC109426084|XP_029721569.1|AEAL, LOC115253787|XP_029721893.1|AEAL, LOC115262578|XP_029720830.1|AEAL	LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC109429504|XP_019561020.2|AEAL	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC109400200|XP_019528224.1|AEAL, LOC109427110|XP_019558226.1|AEAL	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC109405736|XP_019534354.2|AEAL	LOC120767446|XP_039949443.1|BTRY
OG0000963	LOC109427046|XP_019558142.2|AEAL, LOC109623357|XP_019933460.1|AEAL, LOC115262669|XP_029721132.1|AEAL, LOC109424775|XP_019555505.2|AEAL, LOC115256573|XP_029711205.1|AEAL	LOC120775499|XP_039961640.1|BTRY, LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC109415209|XP_029710432.1|AEAL, LOC109423491|XP_019554003.2|AEAL	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC109433003|XP_029709754.1|AEAL, LOC109397576|XP_029734225.1|AEAL	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC109431398|XP_019563160.1|AEAL	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC109412121|XP_029732345.1|AEAL, LOC115253446|XP_029723160.1|AEAL, LOC109417626|XP_029727505.1|AEAL	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC115270221|XP_029735341.1|AEAL, LOC109430680|XP_019562304.1|AEAL, LOC115270242|XP_029735369.1|AEAL	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC115254074|XP_029718985.1|AEAL, LOC109427211|XP_019558262.2|AEAL, LOC115262420|XP_029720674.1|AEAL	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC115255419|XP_029709397.1|AEAL, LOC109417637|XP_029709415.1|AEAL	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC115266793|XP_029729236.1|AEAL, LOC109433592|XP_029729229.1|AEAL	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC109415133|XP_029728070.1|AEAL, LOC109414954|XP_029718762.1|AEAL, LOC115266231|XP_029728071.1|AEAL, LOC109415287|XP_029728077.1|AEAL, LOC109414965|XP_019544357.2|AEAL, LOC109416051|XP_019545558.2|AEAL	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC115265118|XP_029725210.1|AEAL, LOC109422629|XP_029725215.1|AEAL, LOC109402818|XP_029736442.1|AEAL, LOC115253468|XP_019552997.1|AEAL	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC109429101|XP_029719401.1|AEAL	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC115268914|XP_029732985.1|AEAL, LOC109411942|XP_029733037.1|AEAL	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC109418544|XP_029712891.1|AEAL	LOC120782225|XP_039970327.1|BTRY
OG0000988	LOC109397933|XP_029709610.1|AEAL	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC109401923|XP_029711018.1|AEAL, LOC115253970|XP_029710973.1|AEAL	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC109405326|XP_029717354.1|AEAL, LOC109422984|XP_029717370.1|AEAL	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC109423501|XP_029722788.1|AEAL	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC109430248|XP_019561844.1|AEAL	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC115264150|XP_029723388.1|AEAL, LOC109423637|XP_029719504.1|AEAL, LOC115264138|XP_029723372.1|AEAL	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC109418045|XP_019547754.2|AEAL	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC109413170|XP_029716557.1|AEAL, LOC109418102|XP_019547834.2|AEAL	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC109403065|XP_029710284.1|AEAL, LOC109623182|XP_029734570.1|AEAL, LOC115256166|XP_029710287.1|AEAL, LOC115269910|XP_029734571.1|AEAL	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC109622191|XP_029735847.1|AEAL, LOC109408655|XP_019537542.2|AEAL	LOC120777087|XP_039964154.1|BTRY, LOC120777460|XP_039964717.1|BTRY, LOC120777851|XP_039965320.1|BTRY, LOC120778808|XP_039966746.1|BTRY, LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC115266678|XP_029729061.1|AEAL, LOC109408226|XP_019537027.1|AEAL	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC115257630|XP_029713317.1|AEAL, LOC109408059|XP_029720699.1|AEAL	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC115258869|XP_029715165.1|AEAL, LOC115258862|XP_029715154.1|AEAL, LOC109398676|XP_029714592.1|AEAL, LOC109407264|XP_029715002.1|AEAL, LOC115258466|XP_029714442.1|AEAL, LOC115258469|XP_029714445.1|AEAL, LOC115258467|XP_029714443.1|AEAL, LOC109398727|XP_029714441.1|AEAL, LOC109407263|XP_029715150.1|AEAL	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC115255070|XP_029708692.1|AEAL, LOC109417021|XP_019546696.2|AEAL, LOC115255075|XP_029708701.1|AEAL, LOC115255433|XP_029709428.1|AEAL	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC109422594|XP_019552943.1|AEAL, LOC109402843|XP_019531124.1|AEAL	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC115269140|XP_029733401.1|AEAL, LOC115261448|XP_029718978.1|AEAL, LOC109427224|XP_029718936.1|AEAL	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC109416159|XP_019545676.1|AEAL, LOC109404974|XP_019533501.2|AEAL, LOC115261536|XP_029719233.1|AEAL	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC109411193|XP_019540233.1|AEAL	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC109399093|XP_019527067.1|AEAL	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC109410641|XP_019539710.1|AEAL	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC109404809|XP_019533303.1|AEAL	LOC120769372|XP_039952270.1|BTRY
OG0001019	LOC115267306|XP_029730087.1|AEAL, LOC115269151|XP_029733424.1|AEAL	LOC120767066|XP_039948855.1|BTRY
OG0001019	LOC109427444|XP_029710436.1|AEAL, LOC109410171|XP_029729551.1|AEAL, LOC115269118|XP_029733390.1|AEAL, LOC115256458|XP_029710945.1|AEAL, LOC109433640|XP_019565640.2|AEAL, LOC115269277|XP_029733714.1|AEAL	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC109428446|XP_019559756.2|AEAL, LOC109422153|XP_019552341.2|AEAL, LOC109428444|XP_029710681.1|AEAL	LOC120774455|XP_039960038.1|BTRY
OG0001022	LOC115260504|XP_029717288.1|AEAL, LOC109427745|XP_019558884.1|AEAL	LOC120773537|XP_039958428.1|BTRY
OG0001023	LOC115260807|XP_029717974.1|AEAL, LOC115254284|XP_029707544.1|AEAL, LOC115264906|XP_029724818.1|AEAL, LOC115270387|XP_029735805.1|AEAL, LOC115266904|XP_029729377.1|AEAL, LOC115266432|XP_029728525.1|AEAL, LOC115265138|XP_029725243.1|AEAL	LOC120766755|XP_039948362.1|BTRY
OG0001023	LOC115265197|XP_029725332.1|AEAL, LOC109406775|XP_019535355.2|AEAL, LOC109401070|XP_029734337.1|AEAL, LOC115270164|XP_029735252.1|AEAL, LOC109426503|XP_029715099.1|AEAL, LOC109407350|XP_019535897.1|AEAL, LOC109621527|XP_019931133.2|AEAL, LOC115268020|XP_029731773.1|AEAL	LOC120781313|XP_039969451.1|BTRY
OG0001024	LOC109400992|XP_019529005.2|AEAL, LOC109398248|XP_019526120.2|AEAL, LOC115255015|XP_029708580.1|AEAL	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC109411807|XP_029725877.1|AEAL, LOC109419671|XP_029725920.1|AEAL	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC115254755|XP_029708284.1|AEAL, LOC115256370|XP_029710595.1|AEAL, LOC109427470|XP_019558569.2|AEAL, LOC115254769|XP_029708296.1|AEAL	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC109430927|XP_019562583.1|AEAL, LOC109431669|XP_019563464.1|AEAL, LOC115259273|XP_029715663.1|AEAL, LOC109430982|XP_019562651.2|AEAL, LOC115267514|XP_029730464.1|AEAL, LOC109431720|XP_029714372.1|AEAL, LOC115259271|XP_029715661.1|AEAL, LOC115267493|XP_029730371.1|AEAL	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC115270178|XP_029735284.1|AEAL, LOC115269720|XP_029734404.1|AEAL, LOC109428739|XP_019560110.2|AEAL, LOC109424262|XP_029734403.1|AEAL, LOC115270179|XP_029735285.1|AEAL, LOC109428720|XP_019560089.1|AEAL, LOC115269722|XP_029734407.1|AEAL, LOC109426302|XP_019557307.2|AEAL	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC115262551|XP_029720817.1|AEAL, LOC109402256|XP_029732840.1|AEAL, LOC109417933|XP_029730316.1|AEAL, LOC115265333|XP_029725778.1|AEAL, LOC115267193|XP_029729925.1|AEAL	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC115255160|XP_029708926.1|AEAL, LOC109428100|XP_029708906.1|AEAL, LOC109427628|XP_029708460.1|AEAL	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC109421539|XP_019551606.2|AEAL	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC109412633|XP_029724452.1|AEAL, LOC109415901|XP_029724407.1|AEAL	LOC120776198|XP_039962758.1|BTRY
OG0001042	LOC109421990|XP_019552169.2|AEAL, LOC115256355|XP_029710555.1|AEAL, LOC109421988|XP_019552167.2|AEAL, LOC115256356|XP_029710556.1|AEAL, LOC115257006|XP_029712097.1|AEAL, LOC115256354|XP_029710554.1|AEAL, LOC109421989|XP_019552168.2|AEAL	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC109427671|XP_019558802.2|AEAL, LOC109427670|XP_019558801.2|AEAL, LOC109431443|XP_019563193.2|AEAL	LOC120773939|XP_039959085.1|BTRY, LOC120774272|XP_039959694.1|BTRY
OG0001045	LOC109416372|XP_019545957.2|AEAL, LOC115263417|XP_029722567.1|AEAL, LOC109430046|XP_019561618.2|AEAL, LOC115267355|XP_029730165.1|AEAL, LOC109416371|XP_019545956.2|AEAL, LOC115263411|XP_029722558.1|AEAL, LOC109416370|XP_019545955.1|AEAL, LOC109430045|XP_029730166.1|AEAL	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC115264336|XP_029723865.1|AEAL, LOC109414894|XP_019544283.1|AEAL	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC109409491|XP_019538493.2|AEAL	LOC120775588|XP_039961758.1|BTRY
OG0001049	LOC109400687|XP_029734861.1|AEAL, LOC109404591|XP_029734927.1|AEAL	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC109399473|XP_029735713.1|AEAL, LOC109398008|XP_029714089.1|AEAL	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC109428715|XP_029734497.1|AEAL, LOC109424267|XP_029735277.1|AEAL	LOC120768316|XP_039950890.1|BTRY
OG0001052	LOC115253443|XP_029727442.1|AEAL, LOC109430157|XP_029718246.1|AEAL	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC109426359|XP_019557368.2|AEAL, LOC109621627|XP_029707852.1|AEAL	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC109419219|XP_019548976.2|AEAL	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC115261503|XP_029719096.1|AEAL, LOC109404499|XP_019532938.1|AEAL	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC109404972|XP_029719253.1|AEAL, LOC109416171|XP_029719194.1|AEAL	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC109399531|XP_029724170.1|AEAL, LOC115254137|XP_029724585.1|AEAL	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC109426376|XP_019557394.2|AEAL	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC109405658|XP_019534272.1|AEAL	LOC120779355|XP_039967486.1|BTRY
OG0001072	LOC109415238|XP_019544670.2|AEAL	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC115267820|XP_029731081.1|AEAL, LOC109415486|XP_019544914.2|AEAL, LOC109402626|XP_029711922.1|AEAL, LOC109402627|XP_019530875.2|AEAL, LOC109415428|XP_029729800.1|AEAL, LOC115269640|XP_029734333.1|AEAL, LOC109402620|XP_029710631.1|AEAL, LOC109406617|XP_029708405.1|AEAL	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC109403697|XP_019532090.2|AEAL, LOC115267914|XP_029731428.1|AEAL	LOC120772719|XP_039957401.1|BTRY
OG0001076	LOC115257321|XP_029712638.1|AEAL, LOC115263788|XP_029723028.1|AEAL, LOC109622686|XP_029708424.1|AEAL, LOC115261432|XP_029718945.1|AEAL, LOC109429250|XP_019560708.2|AEAL, LOC109398328|XP_029720173.1|AEAL, LOC109409342|XP_029727105.1|AEAL, LOC109412639|XP_029725311.1|AEAL, LOC115268187|XP_029732098.1|AEAL, LOC115265348|XP_029725897.1|AEAL, LOC115261610|XP_029719369.1|AEAL, LOC115260461|XP_029717266.1|AEAL, LOC109409192|XP_029708294.1|AEAL, LOC115260707|XP_029717785.1|AEAL, LOC109398263|XP_019526131.2|AEAL, LOC115264313|XP_029723848.1|AEAL, LOC115269427|XP_029734022.1|AEAL, LOC115263689|XP_029722774.1|AEAL, LOC109424330|XP_029710409.1|AEAL, LOC109622513|XP_029709844.1|AEAL, LOC115271034|XP_029736321.1|AEAL, LOC109414040|XP_029729073.1|AEAL, LOC109401945|XP_029722784.1|AEAL, LOC115270278|XP_029735446.1|AEAL, LOC109414846|XP_029735448.1|AEAL, LOC109402257|XP_029729105.1|AEAL, LOC115265435|XP_029726406.1|AEAL, LOC115253764|XP_029730965.1|AEAL, LOC115265434|XP_029726402.1|AEAL	LOC120772846|XP_039957594.1|BTRY
OG0001078	LOC115264182|XP_029723477.1|AEAL, LOC109411507|XP_019540591.1|AEAL, LOC109400580|XP_019528610.2|AEAL, LOC109404918|XP_019533415.2|AEAL	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC109410372|XP_019539467.2|AEAL, LOC109621707|XP_029726178.1|AEAL	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC109622562|XP_029726246.1|AEAL, LOC109409585|XP_019538590.2|AEAL	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC109622423|XP_019932295.2|AEAL, LOC109419710|XP_019549526.2|AEAL, LOC109398194|XP_019526055.2|AEAL	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC109399245|XP_019527227.2|AEAL	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC109407765|XP_019536486.2|AEAL	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC109424102|XP_029736069.1|AEAL, LOC109397337|XP_029725752.1|AEAL, LOC109420256|XP_029725771.1|AEAL	LOC120770056|XP_039953109.1|BTRY, LOC120770057|XP_039953110.1|BTRY
OG0001085	LOC109414723|XP_029725648.1|AEAL	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC109408016|XP_019536778.2|AEAL, LOC109405149|XP_019533711.2|AEAL	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC115263103|XP_029721877.1|AEAL, LOC115263115|XP_029721895.1|AEAL, LOC115263109|XP_029721883.1|AEAL, LOC109407426|XP_029721882.1|AEAL, LOC115263134|XP_029721913.1|AEAL, LOC109416571|XP_029721896.1|AEAL, LOC109407455|XP_029721897.1|AEAL, LOC109416717|XP_019546318.2|AEAL	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC115260094|XP_029716823.1|AEAL, LOC115253512|XP_029721729.1|AEAL, LOC109422350|XP_019552623.1|AEAL	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC109417188|XP_029735699.1|AEAL, LOC109403072|XP_029735785.1|AEAL, LOC109417186|XP_019546855.1|AEAL, LOC109403060|XP_019531341.2|AEAL, LOC115270379|XP_029735783.1|AEAL	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC115269590|XP_029734270.1|AEAL, LOC109426259|XP_019557270.2|AEAL, LOC109426261|XP_019557272.2|AEAL, LOC109410290|XP_019539380.2|AEAL, LOC109426260|XP_019557271.2|AEAL, LOC109426253|XP_019557265.2|AEAL, LOC109426255|XP_019557267.2|AEAL	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC115256840|XP_029711720.1|AEAL, LOC109432899|XP_029711857.1|AEAL, LOC109401392|XP_029711689.1|AEAL	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC115255689|XP_029709649.1|AEAL, LOC115256844|XP_029711726.1|AEAL, LOC109401413|XP_019529510.2|AEAL, LOC109432909|XP_029711686.1|AEAL, LOC115255608|XP_029709560.1|AEAL, LOC109432911|XP_019564823.2|AEAL, LOC115255616|XP_029709563.1|AEAL, LOC109401418|XP_019529516.2|AEAL	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC109411260|XP_029715429.1|AEAL	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC109400349|XP_019528393.2|AEAL, LOC109425168|XP_019555961.2|AEAL, LOC109425169|XP_019555962.2|AEAL, LOC109400327|XP_029724842.1|AEAL	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC109419064|XP_029729383.1|AEAL	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC109430129|XP_019561705.2|AEAL	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC109418767|XP_019548542.2|AEAL	LOC120782082|XP_039970167.1|BTRY
OG0001099	LOC109410717|XP_019539784.2|AEAL, LOC109410888|XP_019539938.2|AEAL	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC115253514|XP_029713236.1|AEAL, LOC115253664|XP_029713173.1|AEAL, LOC115253516|XP_029713150.1|AEAL, LOC109403404|XP_019531773.1|AEAL	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC109413581|XP_029721348.1|AEAL, LOC109401225|XP_029721397.1|AEAL	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC115260338|XP_029717128.1|AEAL, LOC115262668|XP_029721131.1|AEAL, LOC115260337|XP_029717127.1|AEAL, LOC109427048|XP_029721143.1|AEAL, LOC109623359|XP_029721142.1|AEAL, LOC115254044|XP_029717123.1|AEAL	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC109400467|XP_019528553.2|AEAL, LOC109399676|XP_029709872.1|AEAL	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC109433502|XP_019565483.1|AEAL	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC115268047|XP_029731820.1|AEAL, LOC109426030|XP_019557013.2|AEAL	LOC120779428|XP_039967578.1|BTRY
OG0001107	LOC115261134|XP_029718359.1|AEAL	LOC120780409|XP_039968625.1|BTRY, LOC120781937|XP_039970040.1|BTRY, LOC120780445|XP_039968653.1|BTRY
OG0001118	LOC109405086|XP_019533629.2|AEAL	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC109432294|XP_029731051.1|AEAL, LOC115267805|XP_029730993.1|AEAL, LOC115257422|XP_029712864.1|AEAL, LOC109429947|XP_029712758.1|AEAL, LOC115257901|XP_029713739.1|AEAL, LOC115253994|XP_029713240.1|AEAL	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC109417417|XP_029720341.1|AEAL, LOC109417254|XP_019546912.2|AEAL	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC109413987|XP_029722586.1|AEAL, LOC109399190|XP_029726592.1|AEAL, LOC115263429|XP_029722579.1|AEAL	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC115265347|XP_029725891.1|AEAL, LOC109411808|XP_029725926.1|AEAL	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC109410772|XP_029735056.1|AEAL, LOC109413498|XP_029735037.1|AEAL, LOC109410773|XP_019539847.2|AEAL, LOC115270118|XP_029735038.1|AEAL	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC109621314|XP_029735060.1|AEAL	LOC120777456|XP_039964712.1|BTRY
OG0001127	LOC109621888|XP_019931640.2|AEAL, LOC115264385|XP_029723890.1|AEAL, LOC115268238|XP_029732151.1|AEAL	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC115266684|XP_029729067.1|AEAL, LOC109416688|XP_029729068.1|AEAL, LOC115266601|XP_029728908.1|AEAL, LOC109416502|XP_029728895.1|AEAL, LOC109397551|XP_029714755.1|AEAL, LOC109622814|XP_029714606.1|AEAL	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC109428271|XP_029728520.1|AEAL, LOC109427952|XP_029728323.1|AEAL	LOC120767218|XP_039948965.1|BTRY
OG0001131	LOC109429432|XP_029724808.1|AEAL, LOC109425149|XP_029724806.1|AEAL, LOC109425152|XP_019555932.2|AEAL	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC109397492|XP_029708982.1|AEAL, LOC115253723|XP_029708997.1|AEAL, LOC115255215|XP_029709017.1|AEAL, LOC109419916|XP_029708969.1|AEAL	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC109419129|XP_029722343.1|AEAL, LOC115259937|XP_029716596.1|AEAL	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC109399742|XP_019527803.2|AEAL, LOC109402037|XP_019530186.2|AEAL	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC109409584|XP_029732462.1|AEAL, LOC115268460|XP_029732317.1|AEAL, LOC115268457|XP_029732304.1|AEAL	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
