Orthogroup	AEAL.longest_only	CQUI.longest_only
OG0001128	LOC109397551|XP_029714755.1|AEAL, LOC109622814|XP_029714606.1|AEAL	LOC6040847|XP_038111443.1|CQUI
OG0001129	LOC109428271|XP_029728520.1|AEAL, LOC109427952|XP_029728323.1|AEAL	LOC6041308|XP_038109340.1|CQUI
OG0001131	LOC109429432|XP_029724808.1|AEAL	LOC6044602|XP_038107721.1|CQUI
OG0001131	LOC109425149|XP_029724806.1|AEAL	LOC6042975|XP_038110225.1|CQUI
OG0001131	LOC109425152|XP_019555932.2|AEAL	LOC6044604|XP_038107498.1|CQUI
OG0001132	LOC109397517|XP_029715294.1|AEAL, LOC109622828|XP_019932832.2|AEAL, LOC109622795|XP_029715296.1|AEAL, LOC109622827|XP_029715295.1|AEAL	LOC6050754|XP_001867308.2|CQUI, LOC6050752|XP_001867307.2|CQUI, LOC6050749|XP_038106694.1|CQUI, LOC6050753|XP_001867305.2|CQUI, LOC6050751|XP_038106696.1|CQUI
OG0001132	LOC109414064|XP_029723947.1|AEAL, LOC109414409|XP_019543763.2|AEAL, LOC109414419|XP_019543774.2|AEAL, LOC115255443|XP_029709434.1|AEAL, LOC115253506|XP_029708837.1|AEAL, LOC109414052|XP_019543334.2|AEAL, LOC115255118|XP_029708829.1|AEAL, LOC109622121|XP_019931895.2|AEAL	LOC6032665|XP_001843230.2|CQUI, LOC6035279|XP_001845500.2|CQUI
OG0001133	LOC109419916|XP_029708969.1|AEAL	LOC6043724|XP_038111216.1|CQUI
OG0001134	LOC109419129|XP_029722343.1|AEAL, LOC115259937|XP_029716596.1|AEAL	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI
OG0001135	LOC109399742|XP_019527803.2|AEAL, LOC109402037|XP_019530186.2|AEAL	LOC6039748|XP_001849295.2|CQUI
OG0001136	LOC109409584|XP_029732462.1|AEAL, LOC115268460|XP_029732317.1|AEAL, LOC115268457|XP_029732304.1|AEAL	LOC6050340|XP_038118633.1|CQUI
OG0001137	LOC109406162|XP_019534775.1|AEAL, LOC109401796|XP_019529955.1|AEAL	LOC6050281|XP_001866914.2|CQUI
OG0001138	LOC109397776|XP_029712084.1|AEAL	LOC6044622|XP_038109992.1|CQUI
OG0001139	LOC109412044|XP_019541231.2|AEAL	LOC6034191|XP_001844546.2|CQUI
OG0001153	LOC115256680|XP_029711441.1|AEAL, LOC115256405|XP_029710746.1|AEAL, LOC109427540|XP_019558650.2|AEAL	LOC6047706|XP_038117452.1|CQUI
OG0001154	LOC109407226|XP_029715238.1|AEAL	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI
OG0001155	LOC115268790|XP_029732823.1|AEAL, LOC109412929|XP_019542126.2|AEAL	LOC119767840|XP_038113429.1|CQUI
OG0001155	LOC115256383|XP_029710639.1|AEAL	LOC119771163|XP_038122554.1|CQUI
OG0001156	LOC109414069|XP_019543351.2|AEAL, LOC115256100|XP_029710219.1|AEAL, LOC115258016|XP_029713871.1|AEAL, LOC115256067|XP_029710171.1|AEAL, LOC115256101|XP_029710220.1|AEAL	LOC6045388|XP_001862766.2|CQUI
OG0001156	LOC109414068|XP_019543350.2|AEAL, LOC115256069|XP_029710172.1|AEAL, LOC115256099|XP_029710218.1|AEAL	LOC6045387|XP_001862765.1|CQUI
OG0001156	LOC115256102|XP_029710221.1|AEAL, LOC109414102|XP_019543396.2|AEAL, LOC115256072|XP_029710175.1|AEAL	LOC6045390|XP_038122722.1|CQUI
OG0001156	LOC109414100|XP_019543394.2|AEAL, LOC115258018|XP_029713873.1|AEAL, LOC115256070|XP_029710173.1|AEAL	LOC6045392|XP_001862770.2|CQUI
OG0001156	LOC115258017|XP_029713872.1|AEAL, LOC109414099|XP_019543393.2|AEAL	LOC6045385|XP_038122764.1|CQUI
OG0001157	LOC109403733|XP_029718533.1|AEAL	LOC6037551|XP_038117504.1|CQUI
OG0001157	LOC109431516|XP_029717886.1|AEAL	LOC6031419|XP_001842227.2|CQUI
OG0001158	LOC109412158|XP_019541347.1|AEAL, LOC115260870|XP_029718065.1|AEAL, LOC115260869|XP_029718064.1|AEAL	LOC119765570|XP_038105637.1|CQUI
OG0001158	LOC109423923|XP_029727260.1|AEAL, LOC109404799|XP_029727300.1|AEAL	LOC6038004|XP_001847851.2|CQUI
OG0001159	LOC115265659|XP_029727470.1|AEAL, LOC109431959|XP_029722842.1|AEAL, LOC109432221|XP_029722817.1|AEAL	LOC6050504|XP_038122553.1|CQUI
OG0001159	LOC109431943|XP_029712536.1|AEAL	LOC6047617|XP_038105916.1|CQUI
OG0001160	LOC109400071|XP_029707703.1|AEAL, LOC109621624|XP_029707671.1|AEAL	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI
OG0001161	LOC115254369|XP_029707719.1|AEAL, LOC115253583|XP_029707712.1|AEAL, LOC109400045|XP_029707645.1|AEAL	LOC6037368|XP_038104919.1|CQUI
OG0001162	LOC109623099|XP_029710000.1|AEAL, LOC115255934|XP_029710012.1|AEAL	LOC6037355|XP_038105872.1|CQUI
OG0001163	LOC109401653|XP_019529771.2|AEAL	LOC6040876|XP_038108802.1|CQUI
OG0001164	LOC115267183|XP_029729911.1|AEAL, LOC109405410|XP_029712594.1|AEAL	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI
OG0001165	LOC109405429|XP_019534039.2|AEAL	LOC6040940|XP_001850268.2|CQUI
OG0001166	LOC109414826|XP_029726650.1|AEAL	LOC6035310|XP_038120346.1|CQUI
OG0001167	LOC115255807|XP_029709842.1|AEAL, LOC109419700|XP_029733501.1|AEAL	LOC6053462|XP_038118279.1|CQUI
OG0001168	LOC109417813|XP_029725483.1|AEAL	LOC119769703|XP_038119060.1|CQUI
OG0001169	LOC109408420|XP_029732437.1|AEAL	LOC6050237|XP_038120378.1|CQUI
OG0001169	LOC109413933|XP_029711888.1|AEAL, LOC109622074|XP_019931859.2|AEAL	LOC6046275|XP_001863502.2|CQUI
OG0001171	LOC109407435|XP_029729637.1|AEAL, LOC115263136|XP_029721917.1|AEAL, LOC109416468|XP_029722351.1|AEAL, LOC115263279|XP_029722277.1|AEAL, LOC115263132|XP_029721911.1|AEAL	LOC6038611|XP_038115237.1|CQUI
OG0001172	LOC109399467|XP_019527449.2|AEAL, LOC109398011|XP_019525891.2|AEAL	LOC6040017|XP_038120821.1|CQUI
OG0001173	LOC109414269|XP_019543634.2|AEAL	LOC6039973|XP_038108775.1|CQUI
OG0001174	LOC115266579|XP_029728830.1|AEAL, LOC109411127|XP_019540126.1|AEAL	LOC6030890|XP_001841766.1|CQUI
OG0001175	LOC109421575|XP_029728219.1|AEAL, LOC109407055|XP_029728223.1|AEAL	LOC6041411|XP_001850674.1|CQUI
OG0001176	LOC109428218|XP_019559461.2|AEAL, LOC115263988|XP_029723149.1|AEAL, LOC115263993|XP_029723154.1|AEAL, LOC109427899|XP_019559052.2|AEAL	LOC6032450|XP_038112002.1|CQUI
OG0001177	LOC109411712|XP_029720229.1|AEAL	LOC6033652|XP_038114034.1|CQUI
OG0001177	LOC109420732|XP_019550742.2|AEAL	LOC6053562|XP_001869619.2|CQUI
OG0001178	LOC109421316|XP_019551368.2|AEAL, LOC109621800|XP_019931478.1|AEAL	LOC6034872|XP_001845141.1|CQUI
OG0001178	LOC109419741|XP_029708593.1|AEAL	LOC6033262|XP_038111957.1|CQUI
OG0001179	LOC109427566|XP_019558681.2|AEAL	LOC6036453|XP_038114387.1|CQUI
OG0001180	LOC115262179|XP_029720337.1|AEAL, LOC109411694|XP_029720243.1|AEAL	LOC6033626|XP_038112234.1|CQUI
OG0001181	LOC109414185|XP_019543512.1|AEAL	LOC6046070|XP_038119931.1|CQUI
OG0001182	LOC109401498|XP_029725010.1|AEAL, LOC109431750|XP_029724953.1|AEAL	LOC6051010|XP_038121521.1|CQUI
OG0001182	LOC109401450|XP_029725022.1|AEAL, LOC109431749|XP_029724962.1|AEAL	LOC6051011|XP_038115128.1|CQUI
OG0001183	LOC109405001|XP_029727177.1|AEAL	LOC6050625|XP_038121048.1|CQUI
OG0001184	LOC115261616|XP_029719382.1|AEAL, LOC115260271|XP_029717069.1|AEAL, LOC109622376|XP_029717062.1|AEAL	LOC119769600|XP_038118613.1|CQUI
OG0001185	LOC115253642|XP_029727783.1|AEAL, LOC109404402|XP_029727818.1|AEAL, LOC115266086|XP_029727861.1|AEAL, LOC109431900|XP_029727798.1|AEAL	LOC6047138|XP_038115095.1|CQUI
OG0001186	LOC109399376|XP_019527360.2|AEAL	LOC6041144|XP_001850444.1|CQUI
OG0001187	LOC115257587|XP_029713229.1|AEAL, LOC109433191|XP_019565143.2|AEAL, LOC115266883|XP_029729344.1|AEAL	LOC6033407|XP_038110520.1|CQUI
OG0001187	LOC109402294|XP_019530494.2|AEAL, LOC109433212|XP_019565161.2|AEAL, LOC115260075|XP_029716808.1|AEAL, LOC115257563|XP_029713195.1|AEAL	LOC6033409|XP_001843862.2|CQUI
OG0001188	LOC109424429|XP_019555078.2|AEAL	LOC6043678|XP_001861307.2|CQUI
OG0001188	LOC115264559|XP_029724238.1|AEAL	LOC6043677|XP_001861306.2|CQUI
OG0001189	LOC109418659|XP_019548423.2|AEAL	LOC6044185|XP_038112058.1|CQUI
OG0001189	LOC115267997|XP_029731736.1|AEAL, LOC115269466|XP_029734106.1|AEAL	LOC6032264|XP_038112626.1|CQUI
OG0001190	LOC109414799|XP_029719560.1|AEAL	LOC6035971|XP_001846078.2|CQUI
OG0001190	LOC109418646|XP_029719561.1|AEAL, LOC109414798|XP_029736448.1|AEAL	LOC6035970|XP_038112722.1|CQUI
OG0001191	LOC109418615|XP_019548365.1|AEAL, LOC109410097|XP_029713357.1|AEAL	LOC6040784|XP_038113888.1|CQUI
OG0001191	LOC109410100|XP_029733006.1|AEAL, LOC109418612|XP_029712964.1|AEAL, LOC115257655|XP_029713355.1|AEAL	LOC6054211|XP_038113931.1|CQUI
OG0001192	LOC115262769|XP_029721486.1|AEAL, LOC109431053|XP_029721481.1|AEAL	LOC6039652|XP_038112370.1|CQUI
OG0001193	LOC115254884|XP_029708431.1|AEAL, LOC109399105|XP_029731134.1|AEAL, LOC109399566|XP_029727176.1|AEAL	LOC6038340|XP_001848155.1|CQUI
OG0001194	LOC109399560|XP_029731199.1|AEAL	LOC6042351|XP_001851478.1|CQUI
OG0001195	LOC109421162|XP_019551201.2|AEAL, LOC109410562|XP_019539638.2|AEAL	LOC119767685|XP_038112768.1|CQUI
OG0001200	LOC109410346|XP_019539441.2|AEAL	LOC6049209|XP_038106404.1|CQUI
OG0001200	LOC109397816|XP_019525687.2|AEAL, LOC109405349|XP_019533947.2|AEAL	LOC6038199|XP_038117778.1|CQUI
OG0001201	LOC109413206|XP_029710459.1|AEAL, LOC109411468|XP_029729632.1|AEAL, LOC115266993|XP_029729612.1|AEAL	LOC6050447|XP_001867055.2|CQUI
OG0001202	LOC115256338|XP_029710513.1|AEAL, LOC115256337|XP_029710510.1|AEAL, LOC109424953|XP_019555691.2|AEAL	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	LOC109424988|XP_029711078.1|AEAL	LOC6038320|XP_038122940.1|CQUI
OG0001203	LOC115256418|XP_029710789.1|AEAL, LOC109431137|XP_019562876.2|AEAL	LOC6038329|XP_038110286.1|CQUI
OG0001204	LOC109408950|XP_019537895.2|AEAL	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI
OG0001205	LOC109415236|XP_019544668.2|AEAL, LOC109428353|XP_019559616.2|AEAL	LOC6047038|XP_001864146.2|CQUI
OG0001206	LOC109422192|XP_029710557.1|AEAL	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC109416871|XP_019546517.1|AEAL	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC109423265|XP_019553743.2|AEAL	LOC6043925|XP_038121909.1|CQUI
OG0001208	LOC109422014|XP_029711117.1|AEAL, LOC115256582|XP_029711220.1|AEAL	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC109427463|XP_029708095.1|AEAL, LOC109427451|XP_029710821.1|AEAL	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC109425391|XP_029717696.1|AEAL, LOC115261678|XP_029719427.1|AEAL, LOC109418683|XP_019548443.1|AEAL	LOC6052130|XP_038104165.1|CQUI
OG0001210	LOC109415912|XP_029717657.1|AEAL, LOC109412955|XP_029717701.1|AEAL, LOC115261681|XP_029719430.1|AEAL	LOC6050694|XP_038104085.1|CQUI
OG0001211	LOC109410067|XP_029712702.1|AEAL	LOC6034927|XP_001845192.2|CQUI
OG0001212	LOC109412731|XP_019541898.2|AEAL, LOC109411856|XP_019541019.2|AEAL, LOC115259469|XP_029715906.1|AEAL	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI
OG0001212	LOC109413157|XP_029711334.1|AEAL	LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC109429341|XP_029716203.1|AEAL, LOC109399009|XP_029716156.1|AEAL	LOC6039669|XP_001849233.2|CQUI
OG0001213	LOC115260114|XP_029716874.1|AEAL, LOC109429357|XP_029716187.1|AEAL, LOC109399008|XP_019526999.2|AEAL	LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC109623212|XP_019933252.2|AEAL, LOC109415280|XP_019544702.2|AEAL	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC109423631|XP_019554162.2|AEAL	LOC6045600|XP_038104162.1|CQUI
OG0001215	LOC115264127|XP_029723333.1|AEAL, LOC109423633|XP_029723345.1|AEAL, LOC109400263|XP_019528289.2|AEAL, LOC115264141|XP_029723378.1|AEAL	LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC109423629|XP_029723325.1|AEAL, LOC109400267|XP_029723331.1|AEAL	LOC6045604|XP_038104859.1|CQUI
OG0001216	LOC109423626|XP_029723323.1|AEAL, LOC115264295|XP_029723826.1|AEAL	LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC109405480|XP_029729887.1|AEAL, LOC109402376|XP_029712601.1|AEAL, LOC115267179|XP_029729888.1|AEAL	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC109403864|XP_029723879.1|AEAL	LOC6040898|XP_001850226.1|CQUI
OG0001219	LOC109409803|XP_019538852.2|AEAL, LOC109412814|XP_019541971.2|AEAL, LOC109409802|XP_019538851.2|AEAL, LOC109412819|XP_019541976.2|AEAL	LOC6032843|XP_038121808.1|CQUI
OG0001219	LOC109412824|XP_019541980.2|AEAL, LOC109409801|XP_019538850.2|AEAL	LOC6032842|XP_038119246.1|CQUI
OG0001219	LOC109409798|XP_019538846.2|AEAL	LOC6032841|XP_001843376.1|CQUI
OG0001219	LOC109409797|XP_019538845.2|AEAL	LOC6032838|XP_001843374.2|CQUI
OG0001219	LOC109409795|XP_029726059.1|AEAL, LOC109412825|XP_019541982.2|AEAL	LOC6032836|XP_001843373.1|CQUI
OG0001220	LOC115265440|XP_029726428.1|AEAL, LOC109423337|XP_019553825.2|AEAL	LOC6045532|XP_001862887.1|CQUI
OG0001220	LOC115261959|XP_029719743.1|AEAL, LOC109423338|XP_029726429.1|AEAL, LOC115261964|XP_029719751.1|AEAL	LOC119769797|XP_038119366.1|CQUI
OG0001221	LOC109429051|XP_029726541.1|AEAL	LOC6043322|XP_038116069.1|CQUI
OG0001222	LOC109405806|XP_019534410.1|AEAL	LOC6052140|XP_001868455.2|CQUI
OG0001223	LOC109415870|XP_019545361.3|AEAL, LOC109622717|XP_029712038.1|AEAL	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC109397980|XP_019525851.2|AEAL	LOC6035216|XP_038122987.1|CQUI
OG0001224	LOC115254269|XP_029736457.1|AEAL, LOC115260213|XP_029717005.1|AEAL, LOC109418651|XP_029730668.1|AEAL, LOC109414794|XP_029719570.1|AEAL	LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC109423814|XP_029735400.1|AEAL, LOC109430612|XP_029735415.1|AEAL	LOC6033514|XP_038117574.1|CQUI
OG0001225	LOC109423816|XP_019554406.2|AEAL, LOC109430634|XP_029735433.1|AEAL	LOC6033515|XP_001843955.2|CQUI
OG0001226	LOC109408176|XP_029728757.1|AEAL, LOC109411115|XP_029728702.1|AEAL, LOC115266551|XP_029728705.1|AEAL	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC109622030|XP_019931782.2|AEAL, LOC109622003|XP_029724995.1|AEAL	LOC6037379|XP_038112500.1|CQUI
OG0001228	LOC109397760|XP_019525619.2|AEAL, LOC109428818|XP_019560210.2|AEAL, LOC115269394|XP_029733932.1|AEAL, LOC115258127|XP_029714026.1|AEAL	LOC6050448|XP_001867052.2|CQUI
OG0001228	LOC109398533|XP_019526462.2|AEAL, LOC109416521|XP_019546135.2|AEAL	LOC6035237|XP_001845462.2|CQUI
OG0001229	LOC109417515|XP_029714500.1|AEAL, LOC109410204|XP_019539271.2|AEAL	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC115255374|XP_029709276.1|AEAL, LOC115255378|XP_029709286.1|AEAL, LOC109417688|XP_029709203.1|AEAL	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC109432481|XP_029726919.1|AEAL, LOC109421338|XP_029727063.1|AEAL	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC109402517|XP_019530753.2|AEAL	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC109411688|XP_019540801.2|AEAL, LOC115262177|XP_029720326.1|AEAL	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI
OG0001235	LOC109404615|XP_019533064.2|AEAL, LOC109411681|XP_029720322.1|AEAL	LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC109414181|XP_029712491.1|AEAL	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC109426266|XP_029707813.1|AEAL, LOC109421720|XP_029714000.1|AEAL	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC109413694|XP_029727320.1|AEAL	LOC6043265|XP_038121140.1|CQUI
OG0001238	LOC109408707|XP_029730847.1|AEAL, LOC115267745|XP_029730829.1|AEAL, LOC109428914|XP_029730848.1|AEAL	LOC6041661|XP_038108365.1|CQUI
OG0001239	LOC115264738|XP_029724628.1|AEAL, LOC109409112|XP_029730294.1|AEAL, LOC109401658|XP_019529779.2|AEAL, LOC109420361|XP_019550234.2|AEAL	LOC6052626|XP_038111282.1|CQUI
OG0001241	LOC109422597|XP_029712274.1|AEAL, LOC109402813|XP_029712227.1|AEAL	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC109403313|XP_029718610.1|AEAL, LOC109412243|XP_019541430.1|AEAL	LOC6032717|XP_001843269.1|CQUI
OG0001243	LOC109399481|XP_019527482.2|AEAL	LOC6041156|XP_001850455.2|CQUI
OG0001244	LOC115267025|XP_029729659.1|AEAL, LOC109432004|XP_029724278.1|AEAL, LOC115267091|XP_029729808.1|AEAL, LOC109399824|XP_029729811.1|AEAL	LOC6051908|XP_001868265.2|CQUI
OG0001245	LOC115262829|XP_029721582.1|AEAL	LOC6039632|XP_038111436.1|CQUI
OG0001245	LOC109425844|XP_029721583.1|AEAL, LOC115262612|XP_029720867.1|AEAL, LOC115262767|XP_029721474.1|AEAL	LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001246	LOC109426479|XP_019557543.2|AEAL	LOC6046496|XP_038112281.1|CQUI
OG0001246	LOC109426478|XP_019557542.2|AEAL, LOC109408978|XP_019537917.2|AEAL	LOC6046495|XP_001863681.2|CQUI
OG0001247	LOC109433490|XP_029710256.1|AEAL, LOC109410662|XP_029731649.1|AEAL	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC109425899|XP_019556819.2|AEAL	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC115270971|XP_029736208.1|AEAL, LOC109407549|XP_019536161.2|AEAL, LOC109425808|XP_029736205.1|AEAL	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC109424983|XP_029711672.1|AEAL, LOC109431126|XP_029730261.1|AEAL	LOC6038325|XP_038121277.1|CQUI
OG0001259	LOC109398767|XP_019526709.2|AEAL	LOC6052314|XP_001868608.2|CQUI
OG0001259	LOC109623360|XP_019933464.2|AEAL, LOC109401178|XP_019529200.2|AEAL	LOC119767551|XP_038112327.1|CQUI
OG0001260	LOC115256411|XP_029710765.1|AEAL, LOC109427544|XP_019558657.2|AEAL, LOC115256617|XP_029711299.1|AEAL	LOC6047698|XP_001864721.2|CQUI
OG0001260	LOC115256594|XP_029711260.1|AEAL, LOC115269374|XP_029733906.1|AEAL, LOC109427545|XP_019558658.1|AEAL	LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC109422119|XP_019552298.1|AEAL	LOC6036966|XP_038105068.1|CQUI
OG0001262	LOC109427412|XP_029711014.1|AEAL, LOC109410133|XP_029707928.1|AEAL	LOC6035103|XP_038107318.1|CQUI
OG0001262	LOC109432965|XP_029709757.1|AEAL, LOC115269554|XP_029734197.1|AEAL, LOC109397697|XP_019525542.2|AEAL	LOC6039049|XP_038111840.1|CQUI
OG0001263	LOC109415630|XP_029730267.1|AEAL	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC115266784|XP_029729217.1|AEAL, LOC109433564|XP_029729246.1|AEAL, LOC109430179|XP_029729242.1|AEAL	LOC6031873|XP_038111151.1|CQUI
OG0001265	LOC109431460|XP_019563208.2|AEAL	LOC6034456|XP_038105093.1|CQUI
OG0001266	LOC115263718|XP_029722829.1|AEAL, LOC109425434|XP_019556248.2|AEAL, LOC109432218|XP_029722814.1|AEAL	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC115263657|XP_029722722.1|AEAL, LOC109400103|XP_029722959.1|AEAL, LOC115253611|XP_029722954.1|AEAL, LOC109621581|XP_029730493.1|AEAL	LOC6051047|XP_038122925.1|CQUI
OG0001267	LOC109430341|XP_019561943.2|AEAL	LOC6044839|XP_038105651.1|CQUI
OG0001268	LOC109399939|XP_019527939.2|AEAL	LOC6052260|XP_038110792.1|CQUI
OG0001269	LOC109429328|XP_019560777.2|AEAL, LOC109401040|XP_019529067.2|AEAL	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC109424426|XP_019555076.2|AEAL	LOC119767815|XP_038113307.1|CQUI
OG0001270	LOC109426294|XP_029721529.1|AEAL, LOC115253683|XP_029714169.1|AEAL, LOC115269325|XP_029733802.1|AEAL, LOC109415279|XP_019544701.2|AEAL	LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC109423271|XP_019553748.2|AEAL	LOC6043921|XP_001861500.2|CQUI
OG0001271	LOC109423269|XP_019553746.2|AEAL	LOC6043922|XP_001861501.1|CQUI
OG0001272	LOC109402588|XP_019530832.2|AEAL	LOC6038800|XP_038115010.1|CQUI
OG0001273	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL	LOC6044636|XP_001862124.1|CQUI
OG0001273	LOC109415843|XP_019545328.2|AEAL, LOC109418743|XP_029715739.1|AEAL, LOC109415844|XP_019545329.1|AEAL	LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI
OG0001274	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL	LOC6048052|XP_038120536.1|CQUI
OG0001275	LOC109400612|XP_029734960.1|AEAL, LOC109404925|XP_029734969.1|AEAL	LOC6048048|XP_038116080.1|CQUI
OG0001275	LOC109402030|XP_029723016.1|AEAL	LOC6041797|XP_038116764.1|CQUI
OG0001276	LOC109425655|XP_029734743.1|AEAL	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL	LOC6052807|XP_001869012.2|CQUI
OG0001281	LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL	LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL	LOC6035619|XP_001845768.2|CQUI
OG0001282	LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL	LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC109405605|XP_019534212.2|AEAL	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC109407533|XP_019536144.2|AEAL	LOC6040540|XP_001849924.2|CQUI
OG0001285	LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL	LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC109417665|XP_029709322.1|AEAL	LOC6041527|XP_001850775.2|CQUI
OG0001288	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL	LOC6049426|XP_038107510.1|CQUI
OG0001288	LOC109621502|XP_029714521.1|AEAL, LOC109397574|XP_029714813.1|AEAL	LOC6038066|XP_038112031.1|CQUI
OG0001289	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL	LOC6049419|XP_001866187.2|CQUI
OG0001289	LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL	LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001291	LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL	LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL	LOC6040512|XP_001849898.1|CQUI
