Orthogroup	AEAL.longest_only	SLEB.longest_only
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC115627293|XP_030378785.1|SLEB
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC115623724|XP_030374065.1|SLEB
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC115621187|XP_030370623.1|SLEB, LOC115622402|XP_030372192.1|SLEB
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC115631635|XP_030384304.1|SLEB
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC115633048|XP_030386256.1|SLEB
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC115626523|XP_030377767.1|SLEB
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC115622527|XP_030372350.1|SLEB
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC115628020|XP_030379807.1|SLEB
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC115620219|XP_030369219.1|SLEB
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC115621399|XP_030370903.1|SLEB
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC115631462|XP_030384072.1|SLEB
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC115620241|XP_030369248.1|SLEB
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC115620242|XP_030369250.1|SLEB
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC115629527|XP_030381865.1|SLEB
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC115620809|XP_030370093.1|SLEB
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC115620788|XP_030370063.1|SLEB
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC115630554|XP_030383025.1|SLEB
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC115621505|XP_030371034.1|SLEB
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC115630083|XP_030382568.1|SLEB
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC115621485|XP_030371006.1|SLEB
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC115623509|XP_030373752.1|SLEB
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC115620372|XP_030369436.1|SLEB
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC115626433|XP_030377668.1|SLEB
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC115620645|XP_030369853.1|SLEB
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC115634041|XP_030387445.1|SLEB
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC115629970|XP_030382449.1|SLEB
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC115620341|XP_030369401.1|SLEB
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC115634376|XP_030387916.1|SLEB
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC115622715|XP_030372613.1|SLEB
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC115621536|XP_030371062.1|SLEB
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC115621452|XP_030370966.1|SLEB
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC115620502|XP_030369615.1|SLEB
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC115627300|XP_030378796.1|SLEB, LOC115629564|XP_030381916.1|SLEB
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC115624554|XP_030375141.1|SLEB
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC115623510|XP_030373749.1|SLEB
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC115620633|XP_030369823.1|SLEB
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC115620495|XP_030369601.1|SLEB
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC115625105|XP_030375868.1|SLEB
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC115620636|XP_030369833.1|SLEB
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC115621603|XP_030371156.1|SLEB
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC115620325|XP_030369379.1|SLEB
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC115620911|XP_030370263.1|SLEB
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC115628848|XP_030380957.1|SLEB
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC115625302|XP_030376180.1|SLEB
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC115620489|XP_030369587.1|SLEB
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC115621569|XP_030371116.1|SLEB
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC115621549|XP_030371077.1|SLEB
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC115620281|XP_030369315.1|SLEB
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC115631264|XP_030383835.1|SLEB
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC115625291|XP_030376164.1|SLEB
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC115627664|XP_030379266.1|SLEB
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC115620459|XP_030369550.1|SLEB
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC115620458|XP_030369549.1|SLEB
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC115632759|XP_030385868.1|SLEB
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC115630656|XP_030383161.1|SLEB
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC115620838|XP_030370135.1|SLEB
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC115632265|XP_030385202.1|SLEB
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC115633854|XP_030387206.1|SLEB
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC115634121|XP_030387544.1|SLEB
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC115621375|XP_030370866.1|SLEB
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC115626474|XP_030377722.1|SLEB
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC115625458|XP_030376369.1|SLEB
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC115633893|XP_030387258.1|SLEB
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC115629443|XP_030381761.1|SLEB
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC115632421|XP_030385422.1|SLEB
OG0002234	LOC109413996|XP_019543268.1|AEAL, LOC109418734|XP_019548509.2|AEAL, LOC109406485|XP_019535110.2|AEAL, LOC109418736|XP_019548511.2|AEAL, LOC109418733|XP_019548508.2|AEAL, LOC109413995|XP_019543267.1|AEAL	LOC115628565|XP_030380592.1|SLEB
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC115633399|XP_030386705.1|SLEB
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC115630431|XP_030382851.1|SLEB
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC115628574|XP_030380606.1|SLEB
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC115628347|XP_030380279.1|SLEB
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC115621487|XP_030371017.1|SLEB
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC115634354|XP_030387873.1|SLEB
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC115632775|XP_030385881.1|SLEB
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC115629850|XP_030382291.1|SLEB
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC115632735|XP_030385841.1|SLEB
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC115631968|XP_030384718.1|SLEB
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC115628972|XP_030381114.1|SLEB
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC115624989|XP_030375717.1|SLEB
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC115622515|XP_030372329.1|SLEB
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC115634673|XP_030388392.1|SLEB
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC115634674|XP_030388393.1|SLEB
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC115620012|XP_030368973.1|SLEB
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC115624581|XP_030375181.1|SLEB
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC115620972|XP_030370353.1|SLEB
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC115629150|XP_030381373.1|SLEB
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC115628490|XP_030380484.1|SLEB
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC115633350|XP_030386648.1|SLEB
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC115622305|XP_030372070.1|SLEB
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC115622216|XP_030371973.1|SLEB
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC115623553|XP_030373808.1|SLEB
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC115632436|XP_030385440.1|SLEB
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC115626809|XP_030378182.1|SLEB
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC115632858|XP_030385978.1|SLEB
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC115624816|XP_030375522.1|SLEB
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC115632152|XP_030385029.1|SLEB
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC115622653|XP_030372522.1|SLEB
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC115623638|XP_030373985.1|SLEB
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC115622630|XP_030372500.1|SLEB
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC115622444|XP_030372245.1|SLEB
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC115628439|XP_030380401.1|SLEB
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC115634139|XP_030387567.1|SLEB
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC115634574|XP_030388258.1|SLEB
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC115622664|XP_030372537.1|SLEB
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC115628348|XP_030380273.1|SLEB
OG0002277	LOC109430924|XP_029715693.1|AEAL	LOC115628432|XP_030380380.1|SLEB
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC115628281|XP_030380170.1|SLEB
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC115622351|XP_030372125.1|SLEB
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC115622725|XP_030372625.1|SLEB
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC115632369|XP_030385348.1|SLEB
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC115632826|XP_030385938.1|SLEB
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC115634640|XP_030388356.1|SLEB
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC115633750|XP_030387085.1|SLEB
OG0002285	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL	LOC115629673|XP_030382051.1|SLEB
OG0002286	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL	LOC115623804|XP_030374210.1|SLEB
OG0002287	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL	LOC115628409|XP_030380398.1|SLEB
OG0002288	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL	LOC115623246|XP_030373369.1|SLEB
OG0002289	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL	LOC115632534|XP_030385599.1|SLEB
OG0002290	LOC109430645|XP_019562284.2|AEAL, LOC109423806|XP_019554383.1|AEAL	LOC115626452|XP_030377688.1|SLEB
OG0002291	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL	LOC115632965|XP_030386129.1|SLEB
OG0002292	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL	LOC115633720|XP_030387044.1|SLEB
OG0002293	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL	LOC115633735|XP_030387066.1|SLEB
OG0002294	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL	LOC115625315|XP_030376196.1|SLEB
OG0002295	LOC109403746|XP_029709909.1|AEAL	LOC115629022|XP_030381178.1|SLEB
OG0002296	LOC109421801|XP_019551899.2|AEAL	LOC115625789|XP_030376821.1|SLEB
OG0002297	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL	LOC115628956|XP_030381092.1|SLEB
OG0002298	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL	LOC115626224|XP_030377386.1|SLEB
OG0002299	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL	LOC115620374|XP_030369480.1|SLEB
OG0002300	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL	LOC115628567|XP_030380590.1|SLEB
OG0002301	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL	LOC115628970|XP_030381106.1|SLEB
OG0002302	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL, LOC109427864|XP_029715428.1|AEAL	LOC115625861|XP_030376929.1|SLEB
OG0002303	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL	LOC115629702|XP_030382080.1|SLEB
OG0002304	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL	LOC115626371|XP_030377586.1|SLEB
OG0002305	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL	LOC115628170|XP_030380011.1|SLEB
OG0002306	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL	LOC115628522|XP_030380535.1|SLEB
OG0002307	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL	LOC115631633|XP_030384302.1|SLEB
OG0002308	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL	LOC115625673|XP_030376669.1|SLEB
OG0002309	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL	LOC115630618|XP_030383105.1|SLEB
OG0002310	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL	LOC115628525|XP_030380544.1|SLEB
OG0002311	LOC109425214|XP_029724846.1|AEAL	LOC115626183|XP_030377320.1|SLEB
OG0002313	LOC115253565|XP_029734367.1|AEAL, LOC109425089|XP_029725015.1|AEAL	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB
OG0002314	LOC115258458|XP_029714418.1|AEAL, LOC109429411|XP_019560907.2|AEAL	LOC115634610|XP_030388320.1|SLEB
OG0002315	LOC109419028|XP_019548792.1|AEAL	LOC115633643|XP_030386944.1|SLEB
OG0002316	LOC109425118|XP_019555857.2|AEAL, LOC115266964|XP_029729542.1|AEAL, LOC109429382|XP_019560837.2|AEAL	LOC115631649|XP_030384320.1|SLEB
OG0002317	LOC109413695|XP_029729448.1|AEAL	LOC115632585|XP_030385665.1|SLEB
OG0002318	LOC109419065|XP_029729417.1|AEAL, LOC109408111|XP_029729382.1|AEAL	LOC115630417|XP_030382812.1|SLEB
OG0002319	LOC109419070|XP_019548826.2|AEAL	LOC115626161|XP_030377296.1|SLEB
OG0002320	LOC109419100|XP_019548865.2|AEAL, LOC115262905|XP_029721655.1|AEAL, LOC109409325|XP_019538319.2|AEAL	LOC115630504|XP_030382960.1|SLEB
OG0002321	LOC115258589|XP_029714704.1|AEAL, LOC109409318|XP_029714773.1|AEAL, LOC109419106|XP_029721666.1|AEAL	LOC115628164|XP_030380004.1|SLEB
OG0002322	LOC115258593|XP_029714708.1|AEAL, LOC109409301|XP_029718139.1|AEAL, LOC115258648|XP_029714815.1|AEAL	LOC115625778|XP_030376809.1|SLEB
OG0002323	LOC109622810|XP_019932811.2|AEAL, LOC115258600|XP_029714742.1|AEAL, LOC109397528|XP_019525373.2|AEAL	LOC115628510|XP_030380514.1|SLEB
OG0002324	LOC109398624|XP_029715039.1|AEAL	LOC115626088|XP_030377201.1|SLEB, LOC115626669|XP_030377956.1|SLEB
OG0002325	LOC109398702|XP_029715228.1|AEAL, LOC115258909|XP_029715231.1|AEAL, LOC109404843|XP_029715250.1|AEAL	LOC115622713|XP_030372609.1|SLEB
OG0002326	LOC115258651|XP_029714818.1|AEAL, LOC115258916|XP_029715253.1|AEAL, LOC109404860|XP_029725189.1|AEAL	LOC115622125|XP_030371837.1|SLEB
OG0002327	LOC109398703|XP_029715053.1|AEAL, LOC109404878|XP_029725171.1|AEAL	LOC115623373|XP_030373524.1|SLEB
OG0002328	LOC109398714|XP_029708249.1|AEAL, LOC109406928|XP_029723176.1|AEAL	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB
OG0002329	LOC109407009|XP_029714678.1|AEAL	LOC115630683|XP_030383190.1|SLEB, LOC115630644|XP_030383144.1|SLEB
OG0002330	LOC109398728|XP_019526668.1|AEAL	LOC115630490|XP_030382936.1|SLEB
OG0002331	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL	LOC115628729|XP_030380793.1|SLEB
OG0002332	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL	LOC115622572|XP_030372411.1|SLEB
OG0002333	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL	LOC115619945|XP_030368836.1|SLEB
OG0002334	LOC109420994|XP_019551015.2|AEAL	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB
OG0002335	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL	LOC115624626|XP_030375244.1|SLEB
OG0002336	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL	LOC115628438|XP_030380399.1|SLEB
OG0002337	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL	LOC115627141|XP_030378582.1|SLEB
OG0002338	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL	LOC115631260|XP_030383831.1|SLEB
OG0002339	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL	LOC115628456|XP_030380433.1|SLEB
OG0002340	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL	LOC115631476|XP_030384090.1|SLEB
OG0002341	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL	LOC115628652|XP_030380683.1|SLEB
OG0002342	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB
OG0002343	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL	LOC115631017|XP_030383489.1|SLEB
OG0002344	LOC109417712|XP_029709187.1|AEAL	LOC115629841|XP_030382282.1|SLEB
OG0002345	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL	LOC115629649|XP_030382023.1|SLEB
OG0002346	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL	LOC115625888|XP_030376970.1|SLEB
OG0002347	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL	LOC115633688|XP_030387005.1|SLEB
OG0002348	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL	LOC115631387|XP_030383969.1|SLEB
OG0002349	LOC109419955|XP_019549788.2|AEAL	LOC115633919|XP_030387289.1|SLEB
OG0002350	LOC109417569|XP_019547188.2|AEAL	LOC115629611|XP_030381971.1|SLEB
