Orthogroup	AEAL.longest_only	AALB.longest_only
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC118459829|XP_035779485.1|AALB
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC118461266|XP_035782292.1|AALB
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC118456662|XP_035773509.1|AALB
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC118466705|XP_035792244.1|AALB
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC118458540|XP_035777015.1|AALB
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC118459559|XP_035778951.1|AALB
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC118456590|XP_035773381.1|AALB
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC118460354|XP_035780489.1|AALB
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC118466122|XP_035790961.1|AALB
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC118465306|XP_035789299.1|AALB
OG0002223	LOC109409682|XP_029725971.1|AEAL, LOC109406052|XP_029726009.1|AEAL	LOC118466451|XP_035791683.1|AALB
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC118466447|XP_035791661.1|AALB
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC118464801|XP_035788354.1|AALB
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC118464919|XP_035788585.1|AALB
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC118466510|XP_035791849.1|AALB
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC118466654|XP_035792134.1|AALB
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC118466657|XP_035792146.1|AALB
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC118466664|XP_035792156.1|AALB
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC118465942|XP_035790558.1|AALB
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC118464923|XP_035788589.1|AALB
OG0002234	LOC109413996|XP_019543268.1|AEAL, LOC109418734|XP_019548509.2|AEAL, LOC109406485|XP_019535110.2|AEAL, LOC109418736|XP_019548511.2|AEAL, LOC109418733|XP_019548508.2|AEAL, LOC109413995|XP_019543267.1|AEAL	LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC118467551|XP_035794042.1|AALB
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC118462990|XP_035785096.1|AALB
OG0002242	LOC115258232|XP_029714164.1|AEAL, LOC109409987|XP_029725833.1|AEAL	LOC118466544|XP_035791951.1|AALB
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC118465592|XP_035789851.1|AALB
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC118463220|XP_035785558.1|AALB
OG0002259	LOC109417936|XP_029732491.1|AEAL	LOC118464525|XP_035787855.1|AALB
OG0002259	LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC118463221|XP_035785559.1|AALB
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC118464846|XP_035788434.1|AALB
OG0002262	LOC109403665|XP_019532034.2|AEAL, LOC109407962|XP_019536712.2|AEAL	LOC118467717|XP_035794412.1|AALB
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC109430645|XP_019562284.2|AEAL, LOC109423806|XP_019554383.1|AEAL	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC109403746|XP_029709909.1|AEAL	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC109421801|XP_019551899.2|AEAL	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL, LOC109427864|XP_029715428.1|AEAL	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC109425214|XP_029724846.1|AEAL	LOC118468467|XP_035795154.1|AALB
OG0002313	LOC115253565|XP_029734367.1|AEAL, LOC109425089|XP_029725015.1|AEAL	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC115258458|XP_029714418.1|AEAL, LOC109429411|XP_019560907.2|AEAL	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC109419028|XP_019548792.1|AEAL	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC109425118|XP_019555857.2|AEAL, LOC115266964|XP_029729542.1|AEAL, LOC109429382|XP_019560837.2|AEAL	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC109413695|XP_029729448.1|AEAL	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC109419065|XP_029729417.1|AEAL, LOC109408111|XP_029729382.1|AEAL	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC109419070|XP_019548826.2|AEAL	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC109419100|XP_019548865.2|AEAL, LOC115262905|XP_029721655.1|AEAL, LOC109409325|XP_019538319.2|AEAL	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC115258589|XP_029714704.1|AEAL, LOC109409318|XP_029714773.1|AEAL, LOC109419106|XP_029721666.1|AEAL	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC115258593|XP_029714708.1|AEAL, LOC109409301|XP_029718139.1|AEAL, LOC115258648|XP_029714815.1|AEAL	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC109622810|XP_019932811.2|AEAL, LOC115258600|XP_029714742.1|AEAL, LOC109397528|XP_019525373.2|AEAL	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC109398624|XP_029715039.1|AEAL	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC109398702|XP_029715228.1|AEAL, LOC115258909|XP_029715231.1|AEAL, LOC109404843|XP_029715250.1|AEAL	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC115258651|XP_029714818.1|AEAL, LOC115258916|XP_029715253.1|AEAL, LOC109404860|XP_029725189.1|AEAL	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC109398703|XP_029715053.1|AEAL, LOC109404878|XP_029725171.1|AEAL	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC109398714|XP_029708249.1|AEAL, LOC109406928|XP_029723176.1|AEAL	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC109407009|XP_029714678.1|AEAL	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC109398728|XP_019526668.1|AEAL	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC109420994|XP_019551015.2|AEAL	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC109417712|XP_029709187.1|AEAL	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC109419955|XP_019549788.2|AEAL	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC109417569|XP_019547188.2|AEAL	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC109417181|XP_019546847.2|AEAL	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC109427854|XP_019558977.2|AEAL	LOC118466908|XP_035792668.1|AALB
OG0002358	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC109430174|XP_019561771.2|AEAL	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
OG0002370	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC109411674|XP_029720264.1|AEAL	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC109411739|XP_019540885.2|AEAL	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC109428058|XP_019559272.1|AEAL	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC109428069|XP_019559289.1|AEAL	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC109418403|XP_029721478.1|AEAL, LOC115253626|XP_029721792.1|AEAL	LOC118459894|XP_035779594.1|AALB
OG0002385	LOC109418420|XP_019548148.2|AEAL, LOC109426151|XP_019557126.2|AEAL	LOC118461031|XP_035781804.1|AALB
OG0002386	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC109405848|XP_019534454.1|AEAL	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC109412676|XP_029724256.1|AEAL, LOC109416234|XP_029727083.1|AEAL	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC109425047|XP_019555801.2|AEAL, LOC115260173|XP_029716943.1|AEAL, LOC109415684|XP_029727734.1|AEAL	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC109400194|XP_029728105.1|AEAL, LOC109427121|XP_019558233.2|AEAL	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC109400185|XP_019528200.2|AEAL, LOC109427099|XP_029728199.1|AEAL	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC109399785|XP_029736337.1|AEAL	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC109410898|XP_029715336.1|AEAL	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC109415339|XP_019544771.1|AEAL, LOC109423677|XP_019554220.1|AEAL	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC109425601|XP_019556392.2|AEAL	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC115267640|XP_029730644.1|AEAL, LOC109411809|XP_029729954.1|AEAL	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC109411141|XP_029730623.1|AEAL, LOC109410907|XP_029729981.1|AEAL	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC109400885|XP_029730870.1|AEAL, LOC109415489|XP_019544917.2|AEAL	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC115253790|XP_029732418.1|AEAL, LOC115268477|XP_029732351.1|AEAL, LOC109409579|XP_029732261.1|AEAL	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC109409580|XP_029729178.1|AEAL, LOC115268451|XP_029732267.1|AEAL, LOC115268504|XP_029732438.1|AEAL, LOC109430479|XP_029732348.1|AEAL	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC115268711|XP_029732679.1|AEAL, LOC115261450|XP_029718981.1|AEAL	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC115268976|XP_029733115.1|AEAL, LOC109433389|XP_029733114.1|AEAL, LOC109399318|XP_029733054.1|AEAL, LOC115253555|XP_029732899.1|AEAL	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC115268809|XP_029732843.1|AEAL, LOC109433361|XP_019565330.2|AEAL, LOC109399344|XP_029716623.1|AEAL	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC109430359|XP_029733786.1|AEAL	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC115271061|XP_029736358.1|AEAL, LOC115271075|XP_029736373.1|AEAL, LOC109423984|XP_029707561.1|AEAL	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC109424033|XP_019554634.1|AEAL	LOC118461853|XP_035783539.1|AALB
