Orthogroup	ASTE.longest_only	DANA.longest_only
OG0000802	LOC118507962|XP_035903182.1|ASTE	LOC6503018|XP_001963395.1|DANA, LOC6503019|XP_001963394.1|DANA
OG0000810	LOC118504299|XP_035894489.1|ASTE	LOC6495102|XP_001959067.1|DANA, LOC6495101|XP_001959068.1|DANA, LOC6495100|XP_001959069.2|DANA
OG0000811	LOC118511463|XP_035910457.1|ASTE	LOC6505734|XP_001964364.1|DANA, LOC6494132|XP_032306608.1|DANA
OG0000812	LOC118510520|XP_035908347.1|ASTE	LOC6502491|XP_001967493.1|DANA
OG0000814	LOC118512011|XP_035911674.1|ASTE	LOC6507586|XP_001965404.1|DANA
OG0000815	LOC118512513|XP_035912925.1|ASTE	LOC6498321|XP_001962541.1|DANA
OG0000816	LOC118513340|XP_035914856.1|ASTE	LOC6500086|XP_001953256.2|DANA
OG0000817	LOC118504936|XP_035895926.1|ASTE	LOC6503421|XP_001967459.1|DANA, LOC6502489|XP_001967458.1|DANA
OG0000818	LOC118504767|XP_035895590.1|ASTE	LOC6504771|XP_001966316.1|DANA, LOC26515142|XP_014762407.1|DANA
OG0000819	LOC118505231|XP_035896654.1|ASTE	LOC6502214|XP_001966019.1|DANA, LOC6502213|XP_001966020.3|DANA
OG0000820	LOC118503948|XP_035893722.1|ASTE	LOC6496613|XP_001961261.1|DANA
OG0000821	LOC118508179|XP_035903630.1|ASTE	LOC6499710|XP_001954083.1|DANA, LOC6494168|XP_001960835.1|DANA
OG0000822	LOC118510923|XP_035909226.1|ASTE	LOC6506953|XP_001956929.1|DANA, LOC6498041|XP_032307650.1|DANA
OG0000830	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE	LOC6503155|XP_014761319.1|DANA
OG0000831	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE	LOC6506230|XP_001958300.1|DANA
OG0000832	LOC118507813|XP_035902776.1|ASTE	LOC6496413|XP_001960866.1|DANA, LOC6506468|XP_001965183.1|DANA
OG0000833	LOC118509033|XP_035904964.1|ASTE	LOC6493665|XP_001958183.3|DANA
OG0000834	LOC118513021|XP_035914191.1|ASTE	LOC6498349|XP_032310990.1|DANA, LOC6501573|XP_001955498.1|DANA, LOC6501574|XP_001955499.2|DANA, LOC6497185|XP_001962598.1|DANA
OG0000836	LOC118512536|XP_035912997.1|ASTE	LOC6506414|XP_001965169.2|DANA, LOC6496927|XP_001963120.2|DANA
OG0000837	LOC118504361|XP_035894647.1|ASTE	LOC26515102|XP_014764091.1|DANA, LOC6503542|XP_001964185.1|DANA
OG0000838	LOC118507063|XP_035900934.1|ASTE	LOC26515305|XP_014762418.1|DANA, LOC26515372|XP_014762426.1|DANA
OG0000839	LOC118506969|XP_035900705.1|ASTE	LOC6499132|XP_001955238.1|DANA, LOC6500421|XP_032305494.1|DANA
OG0000840	LOC118514125|XP_035916603.1|ASTE	LOC6503473|XP_001964315.2|DANA, LOC6493916|XP_001961329.1|DANA, LOC6503715|XP_032308431.1|DANA
OG0000841	LOC118506289|XP_035899103.1|ASTE	LOC26514219|XP_014760911.1|DANA
OG0000842	LOC118503475|XP_035892667.1|ASTE	LOC6494090|XP_001961000.1|DANA, LOC6501106|XP_001954560.1|DANA
OG0000843	LOC118512372|XP_035912615.1|ASTE	LOC6495726|XP_001959446.1|DANA
OG0000844	LOC118503051|XP_035891779.1|ASTE	LOC6494232|XP_001960692.2|DANA, LOC6500108|XP_001953208.1|DANA
OG0000854	LOC118505768|XP_035897909.1|ASTE	LOC6503760|XP_001963792.1|DANA, LOC6503757|XP_001963795.3|DANA
OG0000855	LOC118506430|XP_035899436.1|ASTE	LOC6504679|XP_001966419.1|DANA, LOC6501112|XP_001954571.1|DANA
OG0000856	LOC118517387|XP_035919330.1|ASTE	LOC6493573|XP_001958023.2|DANA
OG0000857	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE	LOC6504381|XP_001967077.2|DANA
OG0000858	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE	LOC6500868|XP_001954071.1|DANA
OG0000860	LOC118510209|XP_035907640.1|ASTE	LOC6502837|XP_001957292.2|DANA, LOC6493095|XP_032309559.1|DANA
OG0000861	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE	LOC6495915|XP_032306078.1|DANA
OG0000862	LOC118510301|XP_035907820.1|ASTE	LOC6495830|XP_001959671.1|DANA, LOC6498387|XP_001962694.1|DANA
OG0000863	LOC118510334|XP_035907885.1|ASTE	LOC6501214|XP_032305550.1|DANA
OG0000864	LOC118505094|XP_035896286.1|ASTE	LOC6505883|XP_001965041.1|DANA, LOC6503576|XP_014760987.1|DANA
OG0000865	LOC118510634|XP_035908571.1|ASTE	LOC26513756|XP_014759879.2|DANA, LOC6501249|XP_001954848.2|DANA
OG0000866	LOC118512498|XP_035912899.1|ASTE	LOC6497985|XP_001961843.1|DANA, LOC6497986|XP_001961844.2|DANA
OG0000867	LOC118511650|XP_035910878.1|ASTE	LOC6497711|XP_001961511.1|DANA, LOC6496945|XP_001963082.1|DANA
OG0000868	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE	LOC6503001|XP_032308918.1|DANA
OG0000870	LOC118507300|XP_035901561.1|ASTE	LOC6495720|XP_032306845.1|DANA
OG0000871	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE	LOC6495143|XP_001958966.1|DANA
OG0000872	LOC118503950|XP_035893728.1|ASTE	LOC6501985|XP_001966816.1|DANA, LOC6496323|XP_001960703.1|DANA
OG0000873	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE	LOC6493814|XP_001958490.2|DANA
OG0000874	LOC118503109|XP_035891939.1|ASTE	LOC6503051|XP_001963335.1|DANA, LOC6507953|XP_014763742.1|DANA
OG0000875	LOC118508404|XP_035904058.1|ASTE	LOC6502911|XP_001963605.1|DANA, LOC6506253|XP_001958258.1|DANA
OG0000882	LOC118517489|XP_035919578.1|ASTE	LOC6504954|XP_032308008.1|DANA, LOC6497963|XP_001961804.1|DANA
OG0000883	LOC118504614|XP_035895188.1|ASTE, LOC118506063|XP_035898609.1|ASTE	LOC6505050|XP_001965561.1|DANA
OG0000884	LOC118506119|XP_035898727.1|ASTE	LOC6506564|XP_014760551.1|DANA, LOC6505236|XP_032307808.1|DANA
OG0000885	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE	LOC6505658|XP_014760744.1|DANA
OG0000887	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE	LOC6503004|XP_032308920.1|DANA
OG0000888	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE	LOC6507673|XP_032309489.1|DANA
OG0000889	LOC118512813|XP_035913661.1|ASTE	LOC6493858|XP_032310644.1|DANA
OG0000890	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE	LOC6494190|XP_001960789.1|DANA
OG0000891	LOC118513936|XP_035916207.1|ASTE	LOC26515004|XP_014760661.1|DANA, LOC6504382|XP_001964970.1|DANA, LOC26514487|XP_014760652.1|DANA, LOC6497237|XP_001962500.1|DANA
OG0000892	LOC118511588|XP_035910732.1|ASTE	LOC6507189|XP_032310344.1|DANA, LOC6493218|XP_014764257.1|DANA
OG0000893	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE	LOC6500458|XP_001953250.3|DANA
OG0000894	LOC118502648|XP_035890990.1|ASTE	LOC6500110|XP_001953204.1|DANA
OG0000895	LOC118504523|XP_035894958.1|ASTE	LOC6496425|XP_001960891.1|DANA, LOC6496427|XP_001960892.2|DANA
OG0000896	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE	LOC6494130|XP_001960906.3|DANA, LOC6502111|XP_001966190.1|DANA
OG0000907	LOC118511869|XP_035911366.1|ASTE	LOC6494907|XP_001959447.1|DANA
OG0000909	LOC118503116|XP_035891954.1|ASTE	LOC6501502|XP_001955381.1|DANA
OG0000910	LOC118514476|XP_035917293.1|ASTE	LOC6500683|XP_001953719.1|DANA, LOC6502257|XP_001966096.3|DANA
OG0000911	LOC118510415|XP_035908076.1|ASTE	LOC6496070|XP_001960155.1|DANA
OG0000912	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE	LOC6493242|XP_001957341.1|DANA
OG0000913	LOC118509679|XP_035906610.1|ASTE	LOC6507742|XP_014765443.1|DANA
OG0000914	LOC118513367|XP_035914891.1|ASTE	LOC6495705|XP_001959407.1|DANA
OG0000915	LOC118514577|XP_035917472.1|ASTE	LOC6494144|XP_001960878.2|DANA
OG0000916	LOC118509337|XP_035905708.1|ASTE	LOC6498084|XP_014761977.1|DANA, LOC6498083|XP_001962048.1|DANA
OG0000917	LOC118510102|XP_035907426.1|ASTE	LOC26514674|XP_032309481.1|DANA, LOC6498313|XP_032307478.1|DANA
OG0000918	LOC118512612|XP_035913178.1|ASTE	LOC26514318|XP_032309123.1|DANA
OG0000920	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE	LOC6505240|XP_001965605.1|DANA
OG0000921	LOC118503009|XP_035891716.1|ASTE	LOC6503498|XP_032308720.1|DANA, LOC6504143|XP_032308716.1|DANA
OG0000922	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA
OG0000923	LOC118504234|XP_035894347.1|ASTE	LOC6493691|XP_001958244.1|DANA, LOC6501226|XP_001954798.1|DANA
OG0000924	LOC118507197|XP_035901164.1|ASTE	LOC6504068|XP_001964112.1|DANA
OG0000925	LOC118504737|XP_035895507.1|ASTE	LOC6505954|XP_001964677.2|DANA
OG0000935	LOC118508431|XP_035904105.1|ASTE, LOC118507553|XP_035902028.1|ASTE	LOC6499809|XP_014766231.1|DANA
OG0000936	LOC118512980|XP_035914130.1|ASTE	LOC26515221|XP_014760188.1|DANA, LOC6501997|XP_001966843.1|DANA
OG0000938	LOC118508148|XP_035903581.1|ASTE	LOC6496164|XP_001960355.1|DANA, LOC6503743|XP_001963823.2|DANA
OG0000939	LOC118513339|XP_035914854.1|ASTE	LOC6504469|XP_001964948.1|DANA
OG0000940	LOC118504529|XP_035894966.1|ASTE	LOC6503820|XP_001963681.2|DANA, LOC6507654|XP_001956086.1|DANA
OG0000942	LOC118504770|XP_035895593.1|ASTE	LOC6493057|XP_001956963.2|DANA
OG0000943	LOC118512854|XP_035913820.1|ASTE	LOC6495957|XP_001959931.2|DANA, LOC6495958|XP_001959932.1|DANA
OG0000944	LOC118509354|XP_035905765.1|ASTE	LOC6501993|XP_032308203.1|DANA
OG0000945	LOC118509858|XP_035906959.1|ASTE	LOC26514192|XP_014765586.1|DANA, LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA
OG0000946	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE	LOC6498146|XP_001962174.2|DANA
OG0000947	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE	LOC6495738|XP_001959468.1|DANA
OG0000948	LOC118507585|XP_035902140.1|ASTE	LOC6506845|XP_001957130.1|DANA
OG0000949	LOC118504586|XP_035895128.1|ASTE, LOC118504585|XP_035895126.1|ASTE	LOC6502160|XP_032309338.1|DANA
OG0000950	LOC118505342|XP_035896892.1|ASTE	LOC6500463|XP_001953271.1|DANA
OG0000951	LOC118505491|XP_035897238.1|ASTE	LOC6500738|XP_001953820.1|DANA
OG0000952	LOC118514194|XP_035916776.1|ASTE	LOC26515556|XP_014759080.2|DANA, LOC116656451|XP_032311970.1|DANA, LOC26515013|XP_014760662.1|DANA, LOC116656485|XP_032312035.1|DANA
OG0000963	LOC118516900|XP_035918640.1|ASTE	LOC6505072|XP_001965516.1|DANA
OG0000964	LOC118508300|XP_035903846.1|ASTE	LOC6495506|XP_001958996.3|DANA
OG0000965	LOC118508969|XP_035904831.1|ASTE	LOC6501862|XP_001966782.1|DANA
OG0000966	LOC118516206|XP_035918003.1|ASTE	LOC6494018|XP_001961138.2|DANA, LOC6505573|XP_001964673.2|DANA
OG0000968	LOC118514249|XP_035916854.1|ASTE	LOC6493392|XP_001957661.1|DANA
OG0000969	LOC118511848|XP_035911286.1|ASTE	LOC6495068|XP_001959133.1|DANA
OG0000970	LOC118511626|XP_035910826.1|ASTE	LOC6499103|XP_001955292.1|DANA
OG0000971	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE	LOC6497363|XP_001962245.1|DANA
OG0000972	LOC118513280|XP_035914739.1|ASTE	LOC6493796|XP_001958452.1|DANA, LOC6504874|XP_001966502.1|DANA
OG0000974	LOC118508940|XP_035904742.1|ASTE	LOC6492961|XP_001956755.1|DANA
OG0000975	LOC118502571|XP_035890786.1|ASTE	LOC6499433|XP_001954649.2|DANA
OG0000977	LOC118510938|XP_035909267.1|ASTE	LOC116656597|XP_032312350.1|DANA, LOC6494263|XP_032312347.1|DANA
OG0000978	LOC118508060|XP_035903408.1|ASTE	LOC6500942|XP_001954219.1|DANA
OG0000988	LOC118511282|XP_035910069.1|ASTE	LOC6496155|XP_001960344.1|DANA, LOC6502745|XP_001966570.2|DANA, LOC6497575|XP_001961781.2|DANA
OG0000990	LOC118517440|XP_035919462.1|ASTE	LOC6499777|XP_001953940.2|DANA, LOC6503115|XP_001963452.1|DANA
OG0000991	LOC118512066|XP_035911834.1|ASTE	LOC6505034|XP_001965595.1|DANA
OG0000992	LOC118505427|XP_035897082.1|ASTE	LOC6494981|XP_001959285.1|DANA, LOC6499776|XP_032311388.1|DANA
OG0000994	LOC118504833|XP_035895730.1|ASTE	LOC6503026|XP_014761286.1|DANA
OG0000995	LOC118512963|XP_035914082.1|ASTE	LOC6504916|XP_001966586.1|DANA
OG0000996	LOC118512440|XP_035912794.1|ASTE	LOC6494660|XP_001959915.1|DANA
OG0000997	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE	LOC6494847|XP_001959560.1|DANA, LOC6495780|XP_014763490.2|DANA
OG0000998	LOC118511296|XP_035910096.1|ASTE	LOC6507504|XP_014765275.1|DANA
OG0000999	LOC118509774|XP_035906806.1|ASTE	LOC6496150|XP_001960336.1|DANA, LOC6504884|XP_001966529.1|DANA
OG0001000	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE	LOC26514490|XP_032311485.1|DANA
OG0001001	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE	LOC6495875|XP_032306453.1|DANA
OG0001002	LOC118514655|XP_035917581.1|ASTE	LOC6497872|XP_032307571.1|DANA
OG0001003	LOC118506710|XP_035900094.1|ASTE	LOC6505745|XP_001964346.1|DANA, LOC6501150|XP_001954645.1|DANA
OG0001004	LOC118503620|XP_035892998.1|ASTE	LOC6505811|XP_001964413.1|DANA
OG0001005	LOC118502561|XP_035890772.1|ASTE	LOC6504891|XP_014759849.1|DANA
OG0001006	LOC118517610|XP_035919799.1|ASTE	LOC6500613|XP_001953564.1|DANA, LOC6507142|XP_001956597.1|DANA
OG0001007	LOC118505393|XP_035896998.1|ASTE	LOC6494227|XP_001960699.1|DANA
OG0001008	LOC118504118|XP_035894102.1|ASTE	LOC6502409|XP_001962939.3|DANA, LOC6502386|XP_001967180.1|DANA
OG0001009	LOC118510858|XP_035909084.1|ASTE	LOC6500996|XP_001954320.1|DANA, LOC6500551|XP_001953439.1|DANA
OG0001019	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE	LOC6505912|XP_032305482.1|DANA
OG0001020	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE	LOC6498764|XP_001967253.1|DANA
OG0001022	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE	LOC6500200|XP_001966665.2|DANA
OG0001024	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE	LOC6505615|XP_014760728.1|DANA
OG0001025	LOC118512141|XP_035912055.1|ASTE	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA
OG0001026	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE	LOC6494089|XP_001961002.1|DANA
OG0001027	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE	LOC6493671|XP_001958201.1|DANA
OG0001028	LOC118509366|XP_035905783.1|ASTE	LOC6497353|XP_001962260.1|DANA
OG0001029	LOC118506615|XP_035899873.1|ASTE	LOC6496232|XP_001960505.1|DANA
OG0001031	LOC118513594|XP_035915474.1|ASTE	LOC6496735|XP_032309181.1|DANA
OG0001032	LOC118502553|XP_035890742.1|ASTE	LOC6498871|XP_014760129.1|DANA
OG0001033	LOC118507110|XP_035901005.1|ASTE	LOC26514184|XP_032311621.1|DANA, LOC6503028|XP_001963380.1|DANA
OG0001042	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE	LOC6505579|XP_001964663.1|DANA
OG0001043	LOC118505866|XP_035898174.1|ASTE	LOC6504581|XP_001966588.2|DANA
OG0001044	LOC118513170|XP_035914510.1|ASTE	LOC6494560|XP_001960100.1|DANA
OG0001045	LOC118507906|XP_035903057.1|ASTE	LOC6495482|XP_032306158.1|DANA
OG0001046	LOC118506997|XP_035900775.1|ASTE	LOC6494524|XP_001960176.1|DANA
OG0001047	LOC118513825|XP_035915954.1|ASTE	LOC6507963|XP_001961087.1|DANA
OG0001048	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE	LOC116654743|XP_032306916.1|DANA, LOC6494476|XP_001960257.1|DANA, LOC6494477|XP_001960256.1|DANA, LOC6494479|XP_001960254.1|DANA
OG0001049	LOC118510290|XP_035907799.1|ASTE	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA, LOC6507707|XP_001956182.1|DANA
OG0001050	LOC118514219|XP_035916809.1|ASTE	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA
OG0001051	LOC118510039|XP_035907319.1|ASTE	LOC6504548|XP_001964924.1|DANA
OG0001052	LOC118513249|XP_035914703.1|ASTE	LOC6498035|XP_001961941.1|DANA
OG0001053	LOC118506573|XP_035899808.1|ASTE	LOC6503484|XP_001964290.1|DANA
OG0001054	LOC118508364|XP_035903978.1|ASTE	LOC6501062|XP_001954486.1|DANA, LOC6501063|XP_001954487.2|DANA
OG0001055	LOC118502413|XP_035890530.1|ASTE	LOC116655767|XP_032309837.1|DANA, LOC6499419|XP_032309817.1|DANA
OG0001056	LOC118505006|XP_035896088.1|ASTE	LOC6503214|XP_032311844.1|DANA
OG0001057	LOC118507569|XP_035902085.1|ASTE	LOC6505382|XP_001964871.1|DANA
OG0001058	LOC118505311|XP_035896842.1|ASTE	LOC6504597|XP_001966557.1|DANA
OG0001072	LOC118517493|XP_035919583.1|ASTE	LOC6504838|XP_032309065.1|DANA
OG0001073	LOC118504199|XP_035894705.1|ASTE	LOC6499252|XP_001955021.1|DANA
OG0001074	LOC118503056|XP_035891814.1|ASTE	LOC6496521|XP_001961061.1|DANA
OG0001077	LOC118507855|XP_035902882.1|ASTE	LOC6502725|XP_001964343.1|DANA, LOC6502791|XP_032310000.1|DANA
OG0001078	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE	LOC6505060|XP_001965537.1|DANA
OG0001079	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE	LOC6493436|XP_001957746.1|DANA
OG0001080	LOC118512188|XP_035912172.1|ASTE	LOC6492944|XP_001956710.1|DANA
OG0001081	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE	LOC6500140|XP_032305745.1|DANA
OG0001082	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE	LOC6495595|XP_001959169.1|DANA
OG0001083	LOC118514263|XP_035916872.1|ASTE	LOC6492985|XP_001956794.2|DANA
OG0001084	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE	LOC6496634|XP_001961298.2|DANA
OG0001085	LOC118509491|XP_035906039.1|ASTE	LOC6493897|XP_001961372.2|DANA
OG0001086	LOC118512796|XP_035913612.1|ASTE	LOC6496322|XP_001960702.1|DANA
OG0001087	LOC118509622|XP_035906371.1|ASTE	LOC6497587|XP_032307769.1|DANA, LOC6497939|XP_001961759.2|DANA
OG0001088	LOC118509035|XP_035904967.1|ASTE	LOC6506999|XP_001956855.2|DANA
OG0001089	LOC118512918|XP_035913960.1|ASTE	LOC6507685|XP_001956146.1|DANA
OG0001090	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE	LOC6506861|XP_001957104.3|DANA
OG0001092	LOC118514559|XP_035917442.1|ASTE	LOC6498369|XP_001962641.1|DANA
OG0001093	LOC118513542|XP_035915309.1|ASTE	LOC6497317|XP_001962334.1|DANA
OG0001094	LOC118513664|XP_035915652.1|ASTE	LOC6497108|XP_014761518.2|DANA, LOC6497109|XP_001962739.1|DANA
OG0001095	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE	LOC6506293|XP_001958185.2|DANA
OG0001096	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE	LOC6497635|XP_001961667.1|DANA
OG0001097	LOC118513278|XP_035914737.1|ASTE	LOC26513851|XP_014760196.2|DANA, LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA
OG0001099	LOC118504634|XP_035895252.1|ASTE	LOC6506930|XP_001956969.1|DANA
OG0001100	LOC118503634|XP_035893024.1|ASTE	LOC26515027|XP_014760933.1|DANA
OG0001101	LOC118507368|XP_035901679.1|ASTE	LOC6496268|XP_032306371.1|DANA
OG0001102	LOC118504079|XP_035894038.1|ASTE	LOC6507232|XP_001956425.3|DANA
OG0001103	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE	LOC6500718|XP_001953787.1|DANA
OG0001104	LOC118504208|XP_035894289.1|ASTE	LOC6502561|XP_001959387.2|DANA
OG0001105	LOC118504854|XP_035895762.1|ASTE	LOC6503124|XP_001963467.1|DANA
OG0001106	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE	LOC6502092|XP_032311726.1|DANA
OG0001118	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE	LOC6502461|XP_001962445.1|DANA
OG0001119	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE	LOC6503261|XP_001965829.2|DANA
OG0001120	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE	LOC6501048|XP_014766872.1|DANA
OG0001121	LOC118512075|XP_035911900.1|ASTE, LOC118512052|XP_035911792.1|ASTE	LOC6496680|XP_032311515.1|DANA
OG0001122	LOC118510077|XP_035907374.1|ASTE	LOC6507065|XP_001956726.1|DANA
OG0001124	LOC118512134|XP_035912037.1|ASTE	LOC6499861|XP_001953751.1|DANA
OG0001125	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE	LOC6505849|XP_001964481.1|DANA
OG0001127	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE	LOC6507129|XP_001956620.2|DANA
OG0001128	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE	LOC6496056|XP_001960126.2|DANA
OG0001129	LOC118511039|XP_035909525.1|ASTE	LOC6498396|XP_014762113.1|DANA
OG0001130	LOC118511149|XP_035909769.1|ASTE	LOC6496979|XP_001963009.1|DANA, LOC6502599|XP_001967702.2|DANA
OG0001131	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE	LOC6501803|XP_032308074.1|DANA
OG0001133	LOC118513755|XP_035915813.1|ASTE	LOC6497357|XP_001962255.1|DANA
OG0001134	LOC118502438|XP_035890559.1|ASTE	LOC6496015|XP_032306105.1|DANA
OG0001135	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE	LOC6499029|XP_014765875.1|DANA
OG0001136	LOC118502679|XP_035891077.1|ASTE	LOC6501200|XP_014766930.1|DANA
OG0001137	LOC118507713|XP_035902501.1|ASTE	LOC6499465|XP_032307090.1|DANA
OG0001138	LOC118509208|XP_035905374.1|ASTE	LOC6507074|XP_001956711.1|DANA
OG0001139	LOC118512386|XP_035912651.1|ASTE	LOC6507258|XP_001956374.1|DANA
OG0001153	LOC118508003|XP_035903270.1|ASTE	LOC6495302|XP_001958665.1|DANA
OG0001154	LOC118512659|XP_035913299.1|ASTE	LOC6498541|XP_014762175.1|DANA
OG0001157	LOC118504721|XP_035895504.1|ASTE	LOC6500183|XP_032305917.1|DANA
OG0001158	LOC118509830|XP_035906897.1|ASTE	LOC6497957|XP_001961792.3|DANA
OG0001160	LOC118506788|XP_035900298.1|ASTE	LOC6499665|XP_001954191.1|DANA
OG0001162	LOC118505144|XP_035896396.1|ASTE	LOC6498852|XP_001955800.1|DANA
OG0001163	LOC118507505|XP_035901931.1|ASTE	LOC6500392|XP_014766526.1|DANA
OG0001164	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE	LOC6500846|XP_001954026.2|DANA
OG0001165	LOC118507467|XP_035901855.1|ASTE	LOC6494718|XP_001959800.1|DANA
