Orthogroup	ASTE.longest_only	DPSE.longest_only
OG0001296	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE	LOC6898026|XP_002138115.2|DPSE
OG0001297	LOC118505340|XP_035896889.1|ASTE	LOC6896748|XP_002136955.3|DPSE
OG0001298	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE	LOC4800861|XP_033240832.1|DPSE
OG0001299	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE	LOC6900072|XP_033238675.1|DPSE
OG0001300	LOC118505015|XP_035896097.1|ASTE	LOC4803141|XP_001359932.1|DPSE
OG0001301	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE	LOC4816254|XP_033236743.1|DPSE
OG0001302	LOC118506830|XP_035900433.1|ASTE	LOC4804969|XP_015040336.2|DPSE
OG0001303	LOC118517568|XP_035919706.1|ASTE	LOC4802085|XP_001359073.1|DPSE
OG0001304	LOC118502579|XP_035890806.1|ASTE	LOC4804875|XP_033233237.1|DPSE
OG0001305	LOC118508529|XP_035904296.1|ASTE	LOC4802675|XP_003736787.1|DPSE
OG0001306	LOC118507719|XP_035902560.1|ASTE	LOC4802072|XP_001359065.3|DPSE
OG0001307	LOC118502798|XP_035891298.1|ASTE	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE
OG0001308	LOC118506555|XP_035899757.1|ASTE	LOC4815983|XP_033240081.1|DPSE, LOC6900254|XP_015044028.2|DPSE
OG0001309	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE	LOC4802548|XP_001359446.4|DPSE
OG0001311	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE	LOC6901028|XP_033239697.1|DPSE, LOC6902855|XP_002132591.2|DPSE
OG0001312	LOC118503305|XP_035892318.1|ASTE	LOC6900500|XP_002134889.2|DPSE
OG0001313	LOC118507236|XP_035901379.1|ASTE	LOC4803950|XP_001360588.3|DPSE
OG0001314	LOC118512881|XP_035914293.1|ASTE	LOC6902715|XP_002133229.2|DPSE
OG0001315	LOC118506659|XP_035899970.1|ASTE	LOC4815428|XP_033240821.1|DPSE
OG0001326	LOC118508303|XP_035903851.1|ASTE	LOC4800395|XP_015038520.2|DPSE
OG0001328	LOC118503066|XP_035891829.1|ASTE	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE
OG0001329	LOC118509272|XP_035905520.1|ASTE	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE
OG0001330	LOC118517158|XP_035918929.1|ASTE	LOC6901440|XP_015041691.2|DPSE
OG0001331	LOC118512722|XP_035913464.1|ASTE	LOC4815539|XP_001355433.1|DPSE
OG0001333	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE	LOC4816398|XP_001355929.3|DPSE
OG0001334	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE	LOC4800384|XP_001357669.3|DPSE
OG0001335	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE	LOC4802587|XP_001359480.4|DPSE
OG0001337	LOC118511391|XP_035910312.1|ASTE	LOC4814195|XP_001354328.3|DPSE
OG0001338	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE	LOC4804098|XP_015039609.2|DPSE
OG0001339	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE	LOC4805092|XP_001361553.4|DPSE
OG0001340	LOC118506774|XP_035900262.1|ASTE	LOC26532891|XP_033238369.1|DPSE
OG0001341	LOC118507844|XP_035902868.1|ASTE	LOC4800440|XP_001357716.2|DPSE
OG0001343	LOC118502423|XP_035890543.1|ASTE	LOC4801898|XP_001358919.4|DPSE
OG0001344	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE	LOC4800328|XP_001357582.3|DPSE
OG0001345	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE	LOC4800776|XP_001357991.3|DPSE
OG0001346	LOC118505438|XP_035897125.1|ASTE	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE
OG0001347	LOC118508585|XP_035904383.1|ASTE	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE
OG0001348	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE	LOC6901208|XP_002133909.1|DPSE
OG0001349	LOC118510488|XP_035908267.1|ASTE	LOC4813943|XP_033238542.1|DPSE
OG0001350	LOC118512205|XP_035912208.1|ASTE	LOC4813819|XP_001353919.4|DPSE
OG0001351	LOC118512096|XP_035911955.1|ASTE	LOC4804081|XP_001360699.3|DPSE
OG0001352	LOC118509480|XP_035906015.1|ASTE	LOC6898659|XP_033234153.1|DPSE
OG0001353	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE	LOC4812831|XP_001353157.1|DPSE
OG0001354	LOC118511541|XP_035910637.1|ASTE	LOC4804539|XP_015039998.2|DPSE
OG0001355	LOC118511525|XP_035910607.1|ASTE	LOC4804222|XP_001360816.1|DPSE
OG0001356	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE	LOC6897925|XP_033239001.1|DPSE
OG0001357	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE	LOC4813405|XP_001353261.1|DPSE
OG0001358	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE	LOC4813256|XP_001353488.3|DPSE
OG0001359	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE	LOC4816205|XP_001355787.2|DPSE
OG0001360	LOC118514357|XP_035917072.1|ASTE	LOC4804711|XP_001361229.2|DPSE
OG0001361	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE	LOC6900308|XP_002135629.2|DPSE
OG0001362	LOC118512297|XP_035912420.1|ASTE	LOC4812684|XP_001353067.1|DPSE
OG0001363	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE	LOC4803273|XP_001360041.1|DPSE
OG0001364	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE	LOC6899426|XP_033233715.1|DPSE
OG0001365	LOC118513191|XP_035914572.1|ASTE	LOC6901937|XP_002133471.1|DPSE, LOC6897710|XP_002137833.2|DPSE, LOC6900941|XP_002134642.1|DPSE
OG0001367	LOC118509863|XP_035906966.1|ASTE	LOC6898419|XP_015039708.1|DPSE
OG0001368	LOC118513233|XP_035914671.1|ASTE	LOC6898537|XP_015040035.2|DPSE
OG0001369	LOC118514260|XP_035916869.1|ASTE	LOC4815190|XP_001354724.3|DPSE
OG0001370	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE	LOC4804486|XP_015039979.2|DPSE
OG0001371	LOC118509649|XP_035906463.1|ASTE	LOC6903318|XP_033235499.1|DPSE
OG0001372	LOC118512013|XP_035911681.1|ASTE	LOC15382872|XP_033233220.1|DPSE
OG0001373	LOC118511033|XP_035909507.1|ASTE	LOC6902589|XP_002133117.3|DPSE
OG0001374	LOC118513899|XP_035916109.1|ASTE	LOC6902435|XP_002132981.2|DPSE, LOC4805487|XP_001361882.1|DPSE
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	LOC4805015|XP_001361485.2|DPSE
OG0001377	LOC118513915|XP_035916158.1|ASTE	LOC4817376|XP_033235327.1|DPSE
OG0001378	LOC118512644|XP_035913253.1|ASTE	LOC6902363|XP_002133309.3|DPSE, LOC4818042|XP_015035490.2|DPSE
OG0001379	LOC118513885|XP_035916092.1|ASTE	LOC4817188|XP_015036107.1|DPSE
OG0001380	LOC118508988|XP_035904879.1|ASTE	LOC6898672|XP_015040234.2|DPSE
OG0001381	LOC118514539|XP_035917415.1|ASTE	LOC4803820|XP_001360475.2|DPSE
OG0001382	LOC118512516|XP_035912927.1|ASTE	LOC117183986|XP_033235659.1|DPSE, LOC6903567|XP_015035556.2|DPSE
OG0001383	LOC118511029|XP_035909502.1|ASTE	LOC6903341|XP_002132222.1|DPSE, LOC4803354|XP_001360112.1|DPSE
OG0001384	LOC118509868|XP_035906984.1|ASTE	LOC117183959|XP_033235580.1|DPSE, LOC4816707|XP_001356285.1|DPSE
OG0001385	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE	LOC4817464|XP_033235365.1|DPSE
OG0001387	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE	LOC4818098|XP_033236808.1|DPSE
OG0001388	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE	LOC26533386|XP_033236160.1|DPSE
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	LOC4800555|XP_033241836.1|DPSE
OG0001390	LOC118506752|XP_035900235.1|ASTE	LOC4817570|XP_015036346.1|DPSE
OG0001391	LOC118504503|XP_035894922.1|ASTE	LOC26533271|XP_033239487.1|DPSE, LOC6900533|XP_033237383.1|DPSE, LOC4811697|XP_001352279.2|DPSE
OG0001392	LOC118506657|XP_035899968.1|ASTE	LOC4814504|XP_001355029.4|DPSE
OG0001393	LOC118502606|XP_035890863.1|ASTE	LOC6901671|XP_002134340.1|DPSE, LOC6897229|XP_002137401.1|DPSE
OG0001394	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE	LOC6903314|XP_033236868.1|DPSE
OG0001395	LOC118505832|XP_035898080.1|ASTE	LOC4803088|XP_001359887.1|DPSE, LOC6897547|XP_002137693.4|DPSE
OG0001396	LOC118506543|XP_035899727.1|ASTE	LOC6902447|XP_002132992.2|DPSE, LOC6901333|XP_015041580.2|DPSE
OG0001397	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE	LOC4802822|XP_001359664.2|DPSE
OG0001399	LOC118512891|XP_035913888.1|ASTE	LOC26533571|XP_033234447.1|DPSE
OG0001400	LOC118503474|XP_035892665.1|ASTE	LOC6897176|XP_002137356.5|DPSE
OG0001401	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE	LOC117184478|XP_033238169.1|DPSE, LOC4813398|XP_001353301.2|DPSE
OG0001402	LOC118508085|XP_035903453.1|ASTE	LOC6900298|XP_002135620.2|DPSE
OG0001403	LOC118512335|XP_035912510.1|ASTE	LOC4812519|XP_001352966.2|DPSE
OG0001404	LOC118505990|XP_035898449.1|ASTE	LOC4804384|XP_015039907.1|DPSE
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	LOC4805705|XP_001362061.3|DPSE
OG0001406	LOC118506116|XP_035898717.1|ASTE	LOC6903006|XP_002132728.1|DPSE, LOC4814627|XP_001354880.2|DPSE
OG0001407	LOC118508052|XP_035903398.1|ASTE	LOC6902488|XP_002133033.3|DPSE, LOC117183188|XP_033236176.1|DPSE, LOC6900695|XP_002135059.2|DPSE
OG0001408	LOC118509985|XP_035907259.1|ASTE	LOC4805667|XP_001362028.2|DPSE
OG0001410	LOC118506989|XP_035900800.1|ASTE, LOC118507043|XP_035900935.1|ASTE, LOC118517067|XP_035918817.1|ASTE	LOC117184816|XP_033239653.1|DPSE
OG0001429	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE	LOC6897285|XP_015037335.2|DPSE
OG0001430	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE	LOC4802004|XP_033235971.1|DPSE
OG0001431	LOC118502803|XP_035891317.1|ASTE	LOC4815815|XP_033239674.1|DPSE
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	LOC4814404|XP_033239312.1|DPSE
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC6901708|XP_002134376.2|DPSE, LOC4800932|XP_001358119.3|DPSE
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC6896984|XP_002137170.2|DPSE, LOC4814818|XP_033241176.1|DPSE
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC4804343|XP_001360918.3|DPSE, LOC6901740|XP_002134409.2|DPSE
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC6901855|XP_002133393.1|DPSE
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC4816856|XP_001356391.1|DPSE
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC6901931|XP_002133465.3|DPSE, LOC4800623|XP_001357865.2|DPSE
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC4801550|XP_001358622.2|DPSE
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC6901561|XP_002134235.3|DPSE
OG0001442	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE	LOC117184543|XP_033238623.1|DPSE, LOC4816112|XP_001355784.2|DPSE
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	LOC4800405|XP_001357688.2|DPSE
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC4800958|XP_001358140.3|DPSE
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC26532481|XP_015039566.1|DPSE, LOC6897777|XP_003736809.3|DPSE
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC6896960|XP_033232426.1|DPSE
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC4802832|XP_015038128.2|DPSE
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC4800396|XP_001357681.2|DPSE
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC6898959|XP_002138919.1|DPSE
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC6903339|XP_033235136.1|DPSE
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC4803471|XP_033234372.1|DPSE
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC4804251|XP_015039767.2|DPSE
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	LOC4813723|XP_001353213.1|DPSE
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	LOC4802098|XP_033232956.1|DPSE
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC4812289|XP_015043887.2|DPSE
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC6898426|XP_033235039.1|DPSE
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC6898347|XP_002138400.2|DPSE
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	LOC4803884|XP_015039408.1|DPSE
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	LOC6900728|XP_033239166.1|DPSE
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC4804906|XP_001361391.4|DPSE
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC4815237|XP_001355217.2|DPSE, LOC6900775|XP_002135134.2|DPSE
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC4813013|XP_001353471.1|DPSE
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC4815559|XP_001355245.2|DPSE
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC4816529|XP_001355889.3|DPSE, LOC6902457|XP_002133002.2|DPSE
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	LOC4817029|XP_001356804.1|DPSE
OG0001468	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE	LOC6900906|XP_015042501.1|DPSE
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC4805343|XP_001361758.3|DPSE
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	LOC4813699|XP_001353535.1|DPSE
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC6900617|XP_033237620.1|DPSE
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC6900268|XP_002135596.2|DPSE, LOC4812557|XP_001352596.1|DPSE
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC4802762|XP_033241710.1|DPSE
OG0001474	LOC118511983|XP_035911615.1|ASTE	LOC4815065|XP_001355098.3|DPSE, LOC6898022|XP_002138111.1|DPSE
OG0001475	LOC118505830|XP_035898077.1|ASTE	LOC4804087|XP_001360705.3|DPSE, LOC117183749|XP_033234654.1|DPSE
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC4811726|XP_033234912.1|DPSE
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC4800999|XP_001358174.1|DPSE
OG0001478	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE	LOC4817152|XP_015035818.2|DPSE
OG0001479	LOC118513844|XP_035916015.1|ASTE	LOC6901137|XP_002134613.1|DPSE
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC26532259|XP_033239493.1|DPSE, LOC4816871|XP_001356440.2|DPSE
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC4816575|XP_033235399.1|DPSE
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC4803816|XP_001360473.2|DPSE
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC6902747|XP_002133261.3|DPSE
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC4817380|XP_001356763.3|DPSE
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC4812899|XP_001353479.2|DPSE
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC4816791|XP_001356878.2|DPSE
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC117184005|XP_033235746.1|DPSE, LOC26533936|XP_033235734.1|DPSE
OG0001488	LOC118509962|XP_035907234.1|ASTE	LOC4803343|XP_001360123.1|DPSE
OG0001489	LOC118510785|XP_035908963.1|ASTE	LOC6902623|XP_033236795.1|DPSE
OG0001490	LOC118510781|XP_035908959.1|ASTE	LOC4816681|XP_001356160.2|DPSE
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC4816854|XP_001356623.1|DPSE
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC6899617|XP_033237206.1|DPSE, LOC6903295|XP_015035664.2|DPSE
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC6897402|XP_002137554.1|DPSE, LOC6902134|XP_033239566.1|DPSE
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC4815259|XP_001355149.2|DPSE
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC26532043|XP_015039832.2|DPSE, LOC6900450|XP_002134843.2|DPSE
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC6900610|XP_033240045.1|DPSE, LOC4814682|XP_001354531.1|DPSE
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC4804501|XP_001361056.2|DPSE
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC6899126|XP_033233194.1|DPSE, LOC6899125|XP_015040870.2|DPSE, LOC4805743|XP_001362090.1|DPSE
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC4802582|XP_001359476.3|DPSE
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC4804017|XP_001360647.2|DPSE
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC4803495|XP_033233832.1|DPSE
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC6901832|XP_033237623.1|DPSE
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC4803384|XP_001357539.2|DPSE
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC6898842|XP_015040510.2|DPSE
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC4804500|XP_001361055.2|DPSE
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC4803692|XP_015039277.2|DPSE
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC4818051|XP_001357203.1|DPSE
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC4804620|XP_001361153.5|DPSE
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC4813908|XP_001353240.2|DPSE
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC4813557|XP_033237473.1|DPSE
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC6901149|XP_002134625.1|DPSE, LOC6897372|XP_002137525.3|DPSE
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC6902031|XP_033237898.1|DPSE
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC4814357|XP_001354423.1|DPSE
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC4814601|XP_001354832.2|DPSE
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC6902813|XP_015035819.2|DPSE, LOC4817068|XP_001356428.1|DPSE
OG0001538	LOC118503667|XP_035893096.1|ASTE	LOC6902153|XP_015041209.2|DPSE
OG0001539	LOC118517360|XP_035919269.1|ASTE	LOC4803955|XP_001360593.2|DPSE
OG0001540	LOC118511146|XP_035909770.1|ASTE	LOC6899940|XP_002135308.2|DPSE, LOC26532228|XP_015037482.2|DPSE, LOC4816801|XP_001356412.3|DPSE
OG0001541	LOC118517446|XP_035919481.1|ASTE	LOC4812581|XP_001352392.3|DPSE
OG0001542	LOC118502635|XP_035890979.1|ASTE	LOC4802105|XP_002137604.3|DPSE
OG0001545	LOC118506676|XP_035900013.1|ASTE	LOC6901886|XP_033237687.1|DPSE
OG0001546	LOC118508312|XP_035903877.1|ASTE	LOC4815501|XP_033237685.1|DPSE
OG0001547	LOC118506882|XP_035900543.1|ASTE	LOC6901306|XP_033240413.1|DPSE
OG0001548	LOC118517085|XP_035918834.1|ASTE	LOC6902854|XP_002132590.1|DPSE, LOC4814556|XP_015041555.1|DPSE
OG0001549	LOC118511070|XP_035909580.1|ASTE	LOC6902880|XP_015035927.2|DPSE
OG0001551	LOC118508471|XP_035904171.1|ASTE	LOC4800916|XP_015038617.2|DPSE
OG0001552	LOC118506807|XP_035900358.1|ASTE	LOC4800355|XP_001357559.1|DPSE
OG0001553	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE	LOC4814982|XP_033239500.1|DPSE
OG0001554	LOC118503590|XP_035892934.1|ASTE	LOC4801012|XP_015038636.2|DPSE
OG0001555	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE	LOC4817337|XP_001356893.1|DPSE
OG0001556	LOC118514356|XP_035917071.1|ASTE	LOC4804780|XP_001361289.1|DPSE
OG0001557	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE	LOC4815477|XP_015041023.2|DPSE
OG0001558	LOC118504481|XP_035894891.1|ASTE	LOC26532991|XP_015044202.2|DPSE, LOC4811768|XP_033238062.1|DPSE
OG0001559	LOC118502705|XP_035891142.1|ASTE	LOC4801718|XP_001358763.3|DPSE
OG0001560	LOC118506880|XP_035900522.1|ASTE	LOC4802017|XP_033235903.1|DPSE
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	LOC4801206|XP_015037090.2|DPSE
OG0001562	LOC118511566|XP_035910698.1|ASTE	LOC4816177|XP_001355789.3|DPSE
OG0001563	LOC118506798|XP_035900314.1|ASTE	LOC6899766|XP_033241743.1|DPSE
OG0001564	LOC118505168|XP_035896467.1|ASTE	LOC4800966|XP_033241641.1|DPSE
OG0001565	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE	LOC4801588|XP_001358657.4|DPSE
OG0001566	LOC118505781|XP_035897970.1|ASTE	LOC6901752|XP_002134421.1|DPSE, LOC6897361|XP_002137514.1|DPSE
OG0001567	LOC118511921|XP_035911452.1|ASTE	LOC4805109|XP_001361567.2|DPSE
OG0001568	LOC118511924|XP_035911466.1|ASTE	LOC4801949|XP_033232924.1|DPSE
OG0001569	LOC118511929|XP_035911502.1|ASTE	LOC6897137|XP_015037138.2|DPSE
OG0001570	LOC118504393|XP_035894692.1|ASTE	LOC4801271|XP_001358391.3|DPSE
OG0001571	LOC118511747|XP_035911102.1|ASTE	LOC4817717|XP_033236567.1|DPSE
OG0001572	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE	LOC4814552|XP_001355107.2|DPSE
OG0001573	LOC118512694|XP_035913394.1|ASTE	LOC6900063|XP_033238385.1|DPSE
OG0001574	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE	LOC4815338|XP_001354779.2|DPSE
OG0001575	LOC118511278|XP_035910063.1|ASTE	LOC4801789|XP_003736600.3|DPSE
OG0001576	LOC118512248|XP_035912283.1|ASTE	LOC4803146|XP_001359936.1|DPSE
OG0001577	LOC118508852|XP_035904498.1|ASTE	LOC6896899|XP_002137086.2|DPSE, LOC4800243|XP_001357649.2|DPSE
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	LOC4804822|XP_001361324.3|DPSE
OG0001579	LOC118509698|XP_035906659.1|ASTE	LOC6900668|XP_002135034.2|DPSE, LOC4814919|XP_001354901.1|DPSE, LOC117184821|XP_033239668.1|DPSE
OG0001580	LOC118511539|XP_035910626.1|ASTE	LOC6898870|XP_015040556.2|DPSE
OG0001581	LOC118512895|XP_035913900.1|ASTE	LOC6902224|XP_002133752.3|DPSE
OG0001582	LOC118514210|XP_035916796.1|ASTE	LOC4805467|XP_015040672.2|DPSE
OG0001583	LOC118509919|XP_035907122.1|ASTE	LOC4805009|XP_015040360.2|DPSE
OG0001584	LOC118509247|XP_035905474.1|ASTE	LOC4812842|XP_001353670.2|DPSE, LOC6900614|XP_002134987.2|DPSE
OG0001586	LOC118510349|XP_035907937.1|ASTE	LOC4813835|XP_001353232.1|DPSE
OG0001587	LOC118511335|XP_035910161.1|ASTE	LOC4803330|XP_033234042.1|DPSE
OG0001588	LOC118512235|XP_035912262.1|ASTE	LOC4804136|XP_001360742.2|DPSE
OG0001589	LOC118507578|XP_035902124.1|ASTE	LOC26534361|XP_015044423.1|DPSE
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC4803659|XP_015039247.2|DPSE
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC6896766|XP_033238911.1|DPSE
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC6902890|XP_033235165.1|DPSE, LOC6902891|XP_033235164.1|DPSE
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC6903256|XP_033236301.1|DPSE
