Orthogroup	ASTE.longest_only	BTRY.longest_only
OG0000699	LOC118509221|XP_035905398.1|ASTE	LOC120768226|XP_039950738.1|BTRY
OG0000700	LOC118513242|XP_035914691.1|ASTE	LOC120768126|XP_039950614.1|BTRY
OG0000701	LOC118513211|XP_035914617.1|ASTE	LOC120771893|XP_039956097.1|BTRY, LOC120776077|XP_039962480.1|BTRY
OG0000702	LOC118504572|XP_035895108.1|ASTE	LOC120781839|XP_039969995.1|BTRY
OG0000703	LOC118506324|XP_035899167.1|ASTE	LOC120770853|XP_039954392.1|BTRY
OG0000704	LOC118506332|XP_035899195.1|ASTE	LOC120775825|XP_039962115.1|BTRY
OG0000705	LOC118506683|XP_035900034.1|ASTE	LOC120776363|XP_039962873.1|BTRY
OG0000706	LOC118504359|XP_035894644.1|ASTE	LOC120773351|XP_039958105.1|BTRY
OG0000707	LOC118507672|XP_035902354.1|ASTE	LOC120774249|XP_039959648.1|BTRY
OG0000708	LOC118506391|XP_035899324.1|ASTE	LOC120773437|XP_039958254.1|BTRY
OG0000709	LOC118505365|XP_035896954.1|ASTE	LOC120774189|XP_039959550.1|BTRY
OG0000710	LOC118517718|XP_035920058.1|ASTE	LOC120772668|XP_039957337.1|BTRY
OG0000711	LOC118507227|XP_035901286.1|ASTE	LOC120774260|XP_039959660.1|BTRY
OG0000713	LOC118508307|XP_035903858.1|ASTE	LOC120771290|XP_039955155.1|BTRY
OG0000714	LOC118517663|XP_035919932.1|ASTE	LOC120776187|XP_039962745.1|BTRY
OG0000716	LOC118507309|XP_035901585.1|ASTE	LOC120778741|XP_039966644.1|BTRY
OG0000717	LOC118503816|XP_035893408.1|ASTE, LOC118506222|XP_035898952.1|ASTE, LOC118506238|XP_035898994.1|ASTE, LOC118503817|XP_035893410.1|ASTE, LOC118503814|XP_035893405.1|ASTE, LOC118506235|XP_035898977.1|ASTE, LOC118506234|XP_035898976.1|ASTE, LOC118506227|XP_035898958.1|ASTE, LOC118503805|XP_035893392.1|ASTE, LOC118503812|XP_035893403.1|ASTE, LOC118503819|XP_035893412.1|ASTE, LOC118503815|XP_035893407.1|ASTE, LOC118503811|XP_035893402.1|ASTE, LOC118506223|XP_035898953.1|ASTE, LOC118503808|XP_035893397.1|ASTE, LOC118503809|XP_035893400.1|ASTE, LOC118503810|XP_035893401.1|ASTE, LOC118503807|XP_035893396.1|ASTE, LOC118503813|XP_035893404.1|ASTE, LOC118503802|XP_035893389.1|ASTE	LOC120776443|XP_039963034.1|BTRY
OG0000724	LOC118510219|XP_035907676.1|ASTE	LOC120775707|XP_039961953.1|BTRY
OG0000726	LOC118502369|XP_035890481.1|ASTE	LOC120766296|XP_039947634.1|BTRY
OG0000727	LOC118502892|XP_035891505.1|ASTE, LOC118504672|XP_035895355.1|ASTE	LOC120774034|XP_039959268.1|BTRY
OG0000729	LOC118502976|XP_035891641.1|ASTE	LOC120766518|XP_039948019.1|BTRY
OG0000730	LOC118512111|XP_035911978.1|ASTE	LOC120776578|XP_039963276.1|BTRY
OG0000731	LOC118508872|XP_035904568.1|ASTE	LOC120772324|XP_039956789.1|BTRY
OG0000732	LOC118510311|XP_035907841.1|ASTE	LOC120776637|XP_039963390.1|BTRY
OG0000733	LOC118514240|XP_035916836.1|ASTE	LOC120778269|XP_039965982.1|BTRY
OG0000734	LOC118510367|XP_035907971.1|ASTE	LOC120777306|XP_039964465.1|BTRY
OG0000735	LOC118510613|XP_035908523.1|ASTE	LOC120775254|XP_039961269.1|BTRY
OG0000736	LOC118512534|XP_035912979.1|ASTE	LOC120768185|XP_039950687.1|BTRY
OG0000737	LOC118517299|XP_035919179.1|ASTE, LOC118506282|XP_035899091.1|ASTE	LOC120774544|XP_039960207.1|BTRY, LOC120774701|XP_039960364.1|BTRY, LOC120775550|XP_039961711.1|BTRY, LOC120782137|XP_039970209.1|BTRY, LOC120779664|XP_039967957.1|BTRY, LOC120781594|XP_039969762.1|BTRY, LOC120778330|XP_039966058.1|BTRY
OG0000737	LOC118505093|XP_035896285.1|ASTE	LOC120768225|XP_039950737.1|BTRY, LOC120780434|XP_039968645.1|BTRY, LOC120780907|XP_039969077.1|BTRY, LOC120782034|XP_039970125.1|BTRY, LOC120781532|XP_039969687.1|BTRY, LOC120769992|XP_039953012.1|BTRY
OG0000738	LOC118512619|XP_035913193.1|ASTE	LOC120774532|XP_039960179.1|BTRY, LOC120774465|XP_039960055.1|BTRY
OG0000739	LOC118510845|XP_035909065.1|ASTE	LOC120769188|XP_039952017.1|BTRY
OG0000740	LOC118508897|XP_035904628.1|ASTE	LOC120769587|XP_039952580.1|BTRY
OG0000740	LOC118502780|XP_035891270.1|ASTE	LOC120782338|XP_039970508.1|BTRY
OG0000741	LOC118502614|XP_035890878.1|ASTE	LOC120775681|XP_039961907.1|BTRY
OG0000742	LOC118505726|XP_035897798.1|ASTE	LOC120775564|XP_039961723.1|BTRY, LOC120773637|XP_039958580.1|BTRY
OG0000743	LOC118505694|XP_035897727.1|ASTE	LOC120777027|XP_039964073.1|BTRY
OG0000744	LOC118507220|XP_035901268.1|ASTE	LOC120771263|XP_039955114.1|BTRY
OG0000746	LOC118503396|XP_035892491.1|ASTE	LOC120770348|XP_039953684.1|BTRY
OG0000753	LOC118503883|XP_035893534.1|ASTE	LOC120782584|XP_039970866.1|BTRY
OG0000754	LOC118508359|XP_035903974.1|ASTE	LOC120774193|XP_039959555.1|BTRY, LOC120775796|XP_039962074.1|BTRY
OG0000755	LOC118505431|XP_035897100.1|ASTE	LOC120782748|XP_039971125.1|BTRY
OG0000756	LOC118516633|XP_035918505.1|ASTE, LOC118508314|XP_035903875.1|ASTE	LOC120781989|XP_039970090.1|BTRY
OG0000757	LOC118509782|XP_035906815.1|ASTE	LOC120777018|XP_039964065.1|BTRY
OG0000758	LOC118511395|XP_035910318.1|ASTE	LOC120777449|XP_039964700.1|BTRY, LOC120776692|XP_039963509.1|BTRY
OG0000759	LOC118511963|XP_035911580.1|ASTE	LOC120777578|XP_039964922.1|BTRY
OG0000760	LOC118513411|XP_035915010.1|ASTE	LOC120772186|XP_039956570.1|BTRY
OG0000761	LOC118509871|XP_035906989.1|ASTE	LOC120774206|XP_039959587.1|BTRY
OG0000762	LOC118508964|XP_035904800.1|ASTE	LOC120768246|XP_039950771.1|BTRY
OG0000764	LOC118506994|XP_035900771.1|ASTE, LOC118517555|XP_035919689.1|ASTE	LOC120774111|XP_039959405.1|BTRY
OG0000765	LOC118502717|XP_035891164.1|ASTE	LOC120774411|XP_039959970.1|BTRY
OG0000766	LOC118504471|XP_035894874.1|ASTE	LOC120775821|XP_039962110.1|BTRY
OG0000767	LOC118506406|XP_035899371.1|ASTE	LOC120777098|XP_039964166.1|BTRY
OG0000768	LOC118506386|XP_035899318.1|ASTE	LOC120779170|XP_039967338.1|BTRY
OG0000769	LOC118508062|XP_035903410.1|ASTE	LOC120775506|XP_039961648.1|BTRY
OG0000770	LOC118504847|XP_035895750.1|ASTE	LOC120770463|XP_039953893.1|BTRY, LOC120770468|XP_039953897.1|BTRY, LOC120770466|XP_039953895.1|BTRY, LOC120770464|XP_039953894.1|BTRY, LOC120770467|XP_039953896.1|BTRY
OG0000771	LOC118508053|XP_035903399.1|ASTE	LOC120777920|XP_039965438.1|BTRY, LOC120773931|XP_039959064.1|BTRY
OG0000778	LOC118502985|XP_035891673.1|ASTE	LOC120780464|XP_039968675.1|BTRY
OG0000779	LOC118510036|XP_035907320.1|ASTE, LOC118510076|XP_035907371.1|ASTE, LOC118514377|XP_035917175.1|ASTE, LOC118504315|XP_035894516.1|ASTE	LOC120774928|XP_039960739.1|BTRY
OG0000780	LOC118507912|XP_035903104.1|ASTE, LOC118507895|XP_035903042.1|ASTE	LOC120775929|XP_039962269.1|BTRY, LOC120775688|XP_039961921.1|BTRY, LOC120775424|XP_039961540.1|BTRY
OG0000781	LOC118516713|XP_035918561.1|ASTE	LOC120775995|XP_039962361.1|BTRY
OG0000782	LOC118506476|XP_035899547.1|ASTE	LOC120773929|XP_039959062.1|BTRY
OG0000783	LOC118506473|XP_035899542.1|ASTE	LOC120773742|XP_039958737.1|BTRY
OG0000784	LOC118504553|XP_035895058.1|ASTE	LOC120773701|XP_039958669.1|BTRY
OG0000785	LOC118506908|XP_035900594.1|ASTE	LOC120771505|XP_039955496.1|BTRY
OG0000786	LOC118504398|XP_035894700.1|ASTE	LOC120767026|XP_039948800.1|BTRY
OG0000787	LOC118512886|XP_035913880.1|ASTE	LOC120778601|XP_039966408.1|BTRY
OG0000788	LOC118513493|XP_035915210.1|ASTE	LOC120777933|XP_039965449.1|BTRY
OG0000789	LOC118513383|XP_035914940.1|ASTE	LOC120769350|XP_039952247.1|BTRY
OG0000790	LOC118508984|XP_035904869.1|ASTE	LOC120769474|XP_039952427.1|BTRY
OG0000791	LOC118513700|XP_035915717.1|ASTE	LOC120768708|XP_039951415.1|BTRY
OG0000792	LOC118508943|XP_035904744.1|ASTE	LOC120772029|XP_039956333.1|BTRY, LOC120769032|XP_039951810.1|BTRY, LOC120768955|XP_039951678.1|BTRY
OG0000793	LOC118505346|XP_035896898.1|ASTE	LOC120775479|XP_039961612.1|BTRY, LOC120782280|XP_039970415.1|BTRY
OG0000794	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE	LOC120773426|XP_039958236.1|BTRY
OG0000795	LOC118505016|XP_035896098.1|ASTE	LOC120774035|XP_039959269.1|BTRY
OG0000796	LOC118503583|XP_035892915.1|ASTE	LOC120775582|XP_039961751.1|BTRY
OG0000797	LOC118511901|XP_035911428.1|ASTE	LOC120778004|XP_039965605.1|BTRY, LOC120777994|XP_039965582.1|BTRY
OG0000798	LOC118507980|XP_035903226.1|ASTE	LOC120770192|XP_039953357.1|BTRY
OG0000799	LOC118503939|XP_035893704.1|ASTE	LOC120773065|XP_039957937.1|BTRY, LOC120773998|XP_039959208.1|BTRY
OG0000801	LOC118507171|XP_035901133.1|ASTE	LOC120772115|XP_039956460.1|BTRY
OG0000802	LOC118507962|XP_035903182.1|ASTE	LOC120778880|XP_039966857.1|BTRY, LOC120775075|XP_039961000.1|BTRY
OG0000810	LOC118504299|XP_035894489.1|ASTE	LOC120770073|XP_039953136.1|BTRY, LOC120772971|XP_039957812.1|BTRY, LOC120771755|XP_039955870.1|BTRY, LOC120778366|XP_039966087.1|BTRY
OG0000811	LOC118511463|XP_035910457.1|ASTE	LOC120771809|XP_039955948.1|BTRY
OG0000812	LOC118510520|XP_035908347.1|ASTE	LOC120775281|XP_039961314.1|BTRY
OG0000814	LOC118512011|XP_035911674.1|ASTE	LOC120767334|XP_039949212.1|BTRY
OG0000815	LOC118512513|XP_035912925.1|ASTE	LOC120768159|XP_039950654.1|BTRY, LOC120768954|XP_039951677.1|BTRY
OG0000816	LOC118513340|XP_035914856.1|ASTE	LOC120775669|XP_039961872.1|BTRY
OG0000818	LOC118504767|XP_035895590.1|ASTE	LOC120775462|XP_039961582.1|BTRY
OG0000819	LOC118505231|XP_035896654.1|ASTE	LOC120775543|XP_039961702.1|BTRY
OG0000820	LOC118503948|XP_035893722.1|ASTE	LOC120771555|XP_039955552.1|BTRY, LOC120772520|XP_039957109.1|BTRY
OG0000821	LOC118508179|XP_035903630.1|ASTE	LOC120772757|XP_039957459.1|BTRY
OG0000822	LOC118510923|XP_035909226.1|ASTE	LOC120775399|XP_039961495.1|BTRY
OG0000830	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE	LOC120774246|XP_039959645.1|BTRY, LOC120775157|XP_039961129.1|BTRY
OG0000831	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE	LOC120778940|XP_039966934.1|BTRY
OG0000832	LOC118507813|XP_035902776.1|ASTE	LOC120772198|XP_039956598.1|BTRY
OG0000833	LOC118509033|XP_035904964.1|ASTE	LOC120778042|XP_039965651.1|BTRY
OG0000834	LOC118513021|XP_035914191.1|ASTE	LOC120766868|XP_039948532.1|BTRY, LOC120780757|XP_039968946.1|BTRY, LOC120769278|XP_039952168.1|BTRY, LOC120769108|XP_039951937.1|BTRY, LOC120780576|XP_039968772.1|BTRY, LOC120780644|XP_039968843.1|BTRY
OG0000836	LOC118512536|XP_035912997.1|ASTE	LOC120781419|XP_039969566.1|BTRY
OG0000837	LOC118504361|XP_035894647.1|ASTE	LOC120773390|XP_039958158.1|BTRY
OG0000838	LOC118507063|XP_035900934.1|ASTE	LOC120769530|XP_039952503.1|BTRY, LOC120768167|XP_039950665.1|BTRY
OG0000839	LOC118506969|XP_035900705.1|ASTE	LOC120782411|XP_039970593.1|BTRY
OG0000840	LOC118514125|XP_035916603.1|ASTE	LOC120775062|XP_039960976.1|BTRY
OG0000842	LOC118503475|XP_035892667.1|ASTE	LOC120771230|XP_039955075.1|BTRY
OG0000843	LOC118512372|XP_035912615.1|ASTE	LOC120767219|XP_039948968.1|BTRY
OG0000844	LOC118503051|XP_035891779.1|ASTE	LOC120772952|XP_039957787.1|BTRY
OG0000853	LOC118507437|XP_035901843.1|ASTE, LOC118503408|XP_035892566.1|ASTE	LOC120772864|XP_039957627.1|BTRY
OG0000854	LOC118505768|XP_035897909.1|ASTE	LOC120775175|XP_039961162.1|BTRY
OG0000855	LOC118506430|XP_035899436.1|ASTE	LOC120773441|XP_039958257.1|BTRY
OG0000856	LOC118517387|XP_035919330.1|ASTE	LOC120777247|XP_039964372.1|BTRY
OG0000857	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE	LOC120775727|XP_039961977.1|BTRY, LOC120775728|XP_039961978.1|BTRY, LOC120775725|XP_039961975.1|BTRY
OG0000858	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE	LOC120766865|XP_039948533.1|BTRY, LOC120766875|XP_039948543.1|BTRY
OG0000860	LOC118510209|XP_035907640.1|ASTE	LOC120776818|XP_039963769.1|BTRY
OG0000861	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE	LOC120770507|XP_039953969.1|BTRY
OG0000862	LOC118510301|XP_035907820.1|ASTE	LOC120770600|XP_039954136.1|BTRY
OG0000863	LOC118510334|XP_035907885.1|ASTE	LOC120777304|XP_039964456.1|BTRY
OG0000864	LOC118505094|XP_035896286.1|ASTE	LOC120774119|XP_039959414.1|BTRY
OG0000865	LOC118510634|XP_035908571.1|ASTE	LOC120766549|XP_039948069.1|BTRY
OG0000866	LOC118512498|XP_035912899.1|ASTE	LOC120767427|XP_039949404.1|BTRY
OG0000867	LOC118511650|XP_035910878.1|ASTE	LOC120769201|XP_039952030.1|BTRY
OG0000868	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE	LOC120775630|XP_039961818.1|BTRY
OG0000870	LOC118507300|XP_035901561.1|ASTE	LOC120770900|XP_039954505.1|BTRY
OG0000871	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE	LOC120770580|XP_039954094.1|BTRY
OG0000872	LOC118503950|XP_035893728.1|ASTE	LOC120772394|XP_039956919.1|BTRY
OG0000873	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE	LOC120777986|XP_039965559.1|BTRY, LOC120776591|XP_039963293.1|BTRY
OG0000874	LOC118503109|XP_035891939.1|ASTE	LOC120770902|XP_039954507.1|BTRY
OG0000875	LOC118508404|XP_035904058.1|ASTE	LOC120770563|XP_039954079.1|BTRY, LOC120778610|XP_039966422.1|BTRY
OG0000882	LOC118517489|XP_035919578.1|ASTE	LOC120774291|XP_039959730.1|BTRY
OG0000883	LOC118504614|XP_035895188.1|ASTE, LOC118506063|XP_035898609.1|ASTE	LOC120776018|XP_039962396.1|BTRY
OG0000884	LOC118506119|XP_035898727.1|ASTE	LOC120775340|XP_039961418.1|BTRY
OG0000885	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE	LOC120774517|XP_039960149.1|BTRY
OG0000887	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE	LOC120773605|XP_039958539.1|BTRY
OG0000888	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY
OG0000889	LOC118512813|XP_035913661.1|ASTE	LOC120778820|XP_039966759.1|BTRY
OG0000890	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE	LOC120772751|XP_039957448.1|BTRY
OG0000891	LOC118513936|XP_035916207.1|ASTE	LOC120769734|XP_039952818.1|BTRY
OG0000892	LOC118511588|XP_035910732.1|ASTE	LOC120779101|XP_039967201.1|BTRY
OG0000893	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE	LOC120766495|XP_039947980.1|BTRY
OG0000894	LOC118502648|XP_035890990.1|ASTE	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC118504523|XP_035894958.1|ASTE	LOC120772037|XP_039956342.1|BTRY
OG0000896	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE	LOC120775239|XP_039961253.1|BTRY
OG0000907	LOC118511869|XP_035911366.1|ASTE	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC118503116|XP_035891954.1|ASTE	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC118514476|XP_035917293.1|ASTE	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC118510415|XP_035908076.1|ASTE	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC118509679|XP_035906610.1|ASTE	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC118513367|XP_035914891.1|ASTE	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC118514577|XP_035917472.1|ASTE	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC118509337|XP_035905708.1|ASTE	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC118510102|XP_035907426.1|ASTE	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC118512612|XP_035913178.1|ASTE	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC118503009|XP_035891716.1|ASTE	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC118504234|XP_035894347.1|ASTE	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC118507197|XP_035901164.1|ASTE	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC118504737|XP_035895507.1|ASTE	LOC120781343|XP_039969481.1|BTRY
OG0000936	LOC118512980|XP_035914130.1|ASTE	LOC120780309|XP_039968536.1|BTRY
OG0000938	LOC118508148|XP_035903581.1|ASTE	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC118513339|XP_035914854.1|ASTE	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC118504529|XP_035894966.1|ASTE	LOC120773988|XP_039959185.1|BTRY
OG0000943	LOC118512854|XP_035913820.1|ASTE	LOC120772195|XP_039956594.1|BTRY, LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC118509354|XP_035905765.1|ASTE	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC118509858|XP_035906959.1|ASTE	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC118507585|XP_035902140.1|ASTE	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC118504586|XP_035895128.1|ASTE	LOC120775099|XP_039961043.1|BTRY
OG0000949	LOC118504585|XP_035895126.1|ASTE	LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC118505342|XP_035896892.1|ASTE	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC118505491|XP_035897238.1|ASTE	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC118514194|XP_035916776.1|ASTE, LOC118508446|XP_035904135.1|ASTE	LOC120767446|XP_039949443.1|BTRY
OG0000953	LOC118516507|XP_035918330.1|ASTE, LOC118516503|XP_035918327.1|ASTE, LOC118516547|XP_035918386.1|ASTE	LOC120781147|XP_039969214.1|BTRY
OG0000953	LOC118511951|XP_035911559.1|ASTE	LOC120770144|XP_039953267.1|BTRY, LOC120780849|XP_039969022.1|BTRY
OG0000963	LOC118516900|XP_035918640.1|ASTE	LOC120775499|XP_039961640.1|BTRY, LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC118508300|XP_035903846.1|ASTE	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC118508969|XP_035904831.1|ASTE	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC118516206|XP_035918003.1|ASTE	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC118514249|XP_035916854.1|ASTE	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC118511848|XP_035911286.1|ASTE	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC118511626|XP_035910826.1|ASTE	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC118513280|XP_035914739.1|ASTE	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC118508940|XP_035904742.1|ASTE	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC118502571|XP_035890786.1|ASTE	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY
OG0000977	LOC118510938|XP_035909267.1|ASTE	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC118508060|XP_035903408.1|ASTE	LOC120782225|XP_039970327.1|BTRY
OG0000988	LOC118511282|XP_035910069.1|ASTE	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC118517440|XP_035919462.1|ASTE	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC118512066|XP_035911834.1|ASTE	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC118505427|XP_035897082.1|ASTE	LOC120766585|XP_039948118.1|BTRY
OG0000994	LOC118504833|XP_035895730.1|ASTE	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC118512963|XP_035914082.1|ASTE	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC118512440|XP_035912794.1|ASTE	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC118511296|XP_035910096.1|ASTE	LOC120777087|XP_039964154.1|BTRY, LOC120777460|XP_039964717.1|BTRY, LOC120777851|XP_039965320.1|BTRY, LOC120778808|XP_039966746.1|BTRY, LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC118509774|XP_035906806.1|ASTE	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC118514655|XP_035917581.1|ASTE	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC118506710|XP_035900094.1|ASTE	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC118503620|XP_035892998.1|ASTE	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC118502561|XP_035890772.1|ASTE	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC118517610|XP_035919799.1|ASTE	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC118505393|XP_035896998.1|ASTE	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC118504118|XP_035894102.1|ASTE	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC118510858|XP_035909084.1|ASTE	LOC120769372|XP_039952270.1|BTRY
OG0001019	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE	LOC120774455|XP_039960038.1|BTRY
OG0001022	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE	LOC120773537|XP_039958428.1|BTRY
OG0001023	LOC118511822|XP_035911260.1|ASTE, LOC118504240|XP_035894396.1|ASTE, LOC118504429|XP_035894761.1|ASTE	LOC120766755|XP_039948362.1|BTRY
OG0001023	LOC118506481|XP_035899555.1|ASTE	LOC120781313|XP_039969451.1|BTRY
OG0001024	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC118512141|XP_035912055.1|ASTE	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC118509366|XP_035905783.1|ASTE	LOC120768384|XP_039950984.1|BTRY
