Orthogroup	ASTE.longest_only	DFIC.longest_only
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC108091137|XP_017045661.1|DFIC
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC108102003|XP_017062090.1|DFIC
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC108097996|XP_017056122.1|DFIC
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC108100894|XP_017060492.1|DFIC, LOC108095005|XP_017051334.1|DFIC
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC108095467|XP_017052071.1|DFIC
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC108090879|XP_017045267.1|DFIC
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC108094287|XP_017050269.1|DFIC
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC108086897|XP_017039447.1|DFIC
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC108101527|XP_017061388.1|DFIC
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC108095208|XP_017051705.1|DFIC
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC108096832|XP_017054226.1|DFIC
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC108099905|XP_017059054.1|DFIC
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC108088878|XP_017042362.1|DFIC
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC108093946|XP_017049831.1|DFIC
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC108090755|XP_017045076.1|DFIC
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC108096327|XP_017053349.1|DFIC
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC108100165|XP_017059417.1|DFIC
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC108095456|XP_017052059.1|DFIC
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC108100264|XP_017059536.1|DFIC
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC108096826|XP_017054221.1|DFIC
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC108089016|XP_017042585.1|DFIC
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC108097967|XP_017056072.1|DFIC
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC108101644|XP_017061549.1|DFIC
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC108095338|XP_017051909.1|DFIC
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC108097759|XP_017055760.1|DFIC
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC108091120|XP_017045637.1|DFIC
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC108087131|XP_017040226.1|DFIC, LOC108100988|XP_017060639.1|DFIC
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC108095031|XP_017051392.1|DFIC
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC108098278|XP_017056569.1|DFIC
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC108088685|XP_017042115.1|DFIC
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC108092828|XP_017048121.1|DFIC
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC108092901|XP_017048238.1|DFIC
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC108101699|XP_017061625.1|DFIC
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC108093094|XP_017048520.1|DFIC
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC108101652|XP_017061559.1|DFIC, LOC108100818|XP_017060375.1|DFIC
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC108087163|XP_017039885.1|DFIC
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC108096949|XP_017054406.1|DFIC
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC108087183|XP_017039927.1|DFIC
OG0001697	LOC118517172|XP_035918969.1|ASTE	LOC108092850|XP_017048159.1|DFIC
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC108088619|XP_017042001.1|DFIC
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC108087072|XP_017039735.1|DFIC, LOC108098812|XP_017057451.1|DFIC
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC108098801|XP_017057432.1|DFIC
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC108091806|XP_017046660.1|DFIC
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC108089150|XP_017042761.1|DFIC
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC108091598|XP_017046361.1|DFIC
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC108091713|XP_017046543.1|DFIC
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC108088398|XP_017041636.1|DFIC
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC108095546|XP_017052168.1|DFIC
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC108091649|XP_017046442.1|DFIC
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC108092169|XP_017047181.1|DFIC
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC108100598|XP_017060069.1|DFIC
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC108099440|XP_017058466.1|DFIC
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC108099406|XP_017058408.1|DFIC
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC108087135|XP_017039822.1|DFIC
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC108092104|XP_017047087.1|DFIC
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC108090146|XP_017044185.1|DFIC
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC108098106|XP_017056309.1|DFIC
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC108098134|XP_017056346.1|DFIC
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC108088437|XP_017041699.1|DFIC
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC108095778|XP_017052517.1|DFIC
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC108091635|XP_017046421.1|DFIC
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC108098866|XP_017057538.1|DFIC
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC108097462|XP_017055225.1|DFIC
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC108089485|XP_017043252.1|DFIC
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC108098721|XP_017057332.1|DFIC
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC108101253|XP_017061000.1|DFIC
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC108093738|XP_017049485.1|DFIC
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC108088253|XP_017041459.1|DFIC
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC108099629|XP_017058747.1|DFIC
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC108093983|XP_017049881.1|DFIC
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC108090711|XP_017044993.1|DFIC
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC108093517|XP_017049098.1|DFIC
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC108093446|XP_017049001.1|DFIC
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC108087829|XP_017040889.1|DFIC
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC108090575|XP_017044809.1|DFIC
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC108093158|XP_017048594.1|DFIC
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC108087759|XP_017040778.1|DFIC, LOC108087874|XP_017040948.1|DFIC
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC108087678|XP_017040672.1|DFIC
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC108098982|XP_017057687.1|DFIC, LOC108099964|XP_017059140.1|DFIC
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC108094553|XP_017050649.1|DFIC, LOC108091127|XP_017045647.1|DFIC
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC108090692|XP_017044966.1|DFIC, LOC108101419|XP_017061234.1|DFIC
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC108096848|XP_017054251.1|DFIC
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC108100371|XP_017059704.1|DFIC
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC108094296|XP_017050290.1|DFIC
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC108096747|XP_017054089.1|DFIC
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC108089763|XP_017043643.1|DFIC
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC108093825|XP_017049630.1|DFIC
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC108093996|XP_017049910.1|DFIC
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC108101843|XP_017061851.1|DFIC
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC108101841|XP_017061844.1|DFIC
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC108099877|XP_017059017.1|DFIC
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC108093056|XP_017048453.1|DFIC
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC108099169|XP_017058014.1|DFIC
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC108096774|XP_017054139.1|DFIC
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC108099269|XP_017058139.1|DFIC
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC108093725|XP_017049424.1|DFIC
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC108086309|XP_017038699.1|DFIC
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC108095412|XP_017051986.1|DFIC
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC108094029|XP_017049949.1|DFIC
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC108090557|XP_017044788.1|DFIC
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC108087827|XP_017040887.1|DFIC
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC108093564|XP_017049150.1|DFIC, LOC108088221|XP_017041417.1|DFIC
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC108088213|XP_017041406.1|DFIC
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC108087031|XP_017039687.1|DFIC
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC108090798|XP_017045135.1|DFIC
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC108100980|XP_017060624.1|DFIC, LOC108096143|XP_017053018.1|DFIC
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC108092584|XP_017047718.1|DFIC
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC108091541|XP_017046295.1|DFIC
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC108088099|XP_017041242.1|DFIC
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC108100092|XP_017059323.1|DFIC
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC108092571|XP_017047700.1|DFIC
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC108089231|XP_017042877.1|DFIC
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC108090777|XP_017045110.1|DFIC
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC108094380|XP_017050430.1|DFIC
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC108100887|XP_017060486.1|DFIC
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC108098233|XP_017056504.1|DFIC
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC108089159|XP_017042772.1|DFIC
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC108094487|XP_017050565.1|DFIC
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC108098352|XP_017056684.1|DFIC
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC108092673|XP_017047843.1|DFIC
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC108098750|XP_017057373.1|DFIC
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC108094145|XP_017050072.1|DFIC
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC108090749|XP_017045068.1|DFIC
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC108093492|XP_017049073.1|DFIC
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC108093449|XP_017049012.1|DFIC
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC108094748|XP_017050991.1|DFIC
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC108096865|XP_017054279.1|DFIC
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC108100884|XP_017060482.1|DFIC
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC108086423|XP_017038813.1|DFIC
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC108086299|XP_017038683.1|DFIC, LOC108096073|XP_017052923.1|DFIC, LOC108094648|XP_017050887.1|DFIC
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC108101539|XP_017061410.1|DFIC
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC108098234|XP_017056506.1|DFIC
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC108098416|XP_017056799.1|DFIC
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC108093875|XP_017049706.1|DFIC
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC108097868|XP_017055893.1|DFIC
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC108087575|XP_017040495.1|DFIC
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC108099621|XP_017058733.1|DFIC
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC108098600|XP_017057150.1|DFIC
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC108090179|XP_017044251.1|DFIC
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC108089001|XP_017042561.1|DFIC
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC108092056|XP_017047003.1|DFIC
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC108102035|XP_017062144.1|DFIC
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC108091397|XP_017046070.1|DFIC
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC108091669|XP_017046471.1|DFIC
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC108101599|XP_017061501.1|DFIC
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC108097419|XP_017055172.1|DFIC
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC108098574|XP_017057097.1|DFIC
OG0001815	LOC118510989|XP_035909397.1|ASTE	LOC108090209|XP_017044290.1|DFIC
OG0001816	LOC118504272|XP_035894399.1|ASTE	LOC108094911|XP_017051246.1|DFIC
OG0001817	LOC118512394|XP_035912666.1|ASTE	LOC108090696|XP_017044968.1|DFIC
OG0001818	LOC118507139|XP_035901062.1|ASTE	LOC108091233|XP_017045828.1|DFIC
OG0001819	LOC118504802|XP_035895683.1|ASTE	LOC108090819|XP_017045168.1|DFIC
OG0001820	LOC118503962|XP_035893750.1|ASTE	LOC108095322|XP_017051890.1|DFIC
OG0001821	LOC118504871|XP_035895815.1|ASTE	LOC108101940|XP_017062013.1|DFIC
OG0001822	LOC118506228|XP_035898959.1|ASTE	LOC108096971|XP_017054438.1|DFIC
OG0001823	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE	LOC108099834|XP_017058955.1|DFIC
OG0001824	LOC118508277|XP_035903811.1|ASTE	LOC108094140|XP_017050061.1|DFIC
OG0001825	LOC118503934|XP_035893674.1|ASTE	LOC108094763|XP_017051010.1|DFIC
OG0001826	LOC118505312|XP_035896843.1|ASTE	LOC108096791|XP_017054159.1|DFIC
OG0001827	LOC118504777|XP_035895602.1|ASTE	LOC108093680|XP_017049346.1|DFIC
OG0001828	LOC118505912|XP_035898264.1|ASTE	LOC108088652|XP_017042068.1|DFIC
OG0001829	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE	LOC108087754|XP_017040771.1|DFIC
OG0001830	LOC118505776|XP_035897940.1|ASTE	LOC108096956|XP_017054413.1|DFIC
OG0001831	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE	LOC108099747|XP_017058861.1|DFIC
OG0001832	LOC118503535|XP_035892814.1|ASTE	LOC108097324|XP_017055034.1|DFIC
OG0001833	LOC118503397|XP_035892492.1|ASTE	LOC108090729|XP_017045032.1|DFIC
OG0001834	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE	LOC108098849|XP_017057500.1|DFIC
OG0001837	LOC118509598|XP_035906281.1|ASTE	LOC108099175|XP_017058029.1|DFIC
OG0001848	LOC118513372|XP_035914900.1|ASTE	LOC108098859|XP_017057519.1|DFIC, LOC108094954|XP_017051309.1|DFIC
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC108087271|XP_017040067.1|DFIC
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC108095032|XP_017051395.1|DFIC
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC108095012|XP_017051344.1|DFIC
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC108098984|XP_017057689.1|DFIC
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC108095764|XP_017052447.1|DFIC
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC108094722|XP_017050953.1|DFIC
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC108090281|XP_017044382.1|DFIC
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC108088710|XP_017042142.1|DFIC
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC108097484|XP_017055272.1|DFIC
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC108088631|XP_017042037.1|DFIC
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC108092794|XP_017048055.1|DFIC
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC108099847|XP_017058983.1|DFIC
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC108095797|XP_017052549.1|DFIC
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC108097958|XP_017056055.1|DFIC
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC108097559|XP_017055429.1|DFIC
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC108098808|XP_017057438.1|DFIC
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC108098063|XP_017056241.1|DFIC
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC108087065|XP_017039729.1|DFIC
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC108099839|XP_017058959.1|DFIC
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC108093425|XP_017048967.1|DFIC
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC108093362|XP_017048871.1|DFIC
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC108092888|XP_017048221.1|DFIC
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC108091125|XP_017045645.1|DFIC
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC108099605|XP_017058713.1|DFIC
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC108098601|XP_017057152.1|DFIC
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC108095829|XP_017052600.1|DFIC
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC108086828|XP_017039363.1|DFIC
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC108094646|XP_017050845.1|DFIC
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC108097201|XP_017054835.1|DFIC
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC108091582|XP_017046347.1|DFIC
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC108095783|XP_017052525.1|DFIC
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC108088007|XP_017041108.1|DFIC
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC108098489|XP_017056891.1|DFIC
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC108086529|XP_017038947.1|DFIC
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC108091638|XP_017046428.1|DFIC
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC108093323|XP_017048800.1|DFIC
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC108093513|XP_017049094.1|DFIC
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC108099347|XP_017058316.1|DFIC
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC108096702|XP_017054025.1|DFIC
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC108089800|XP_017043688.1|DFIC, LOC108090240|XP_017044326.1|DFIC
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC108088657|XP_017042072.1|DFIC
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC108100578|XP_017060046.1|DFIC
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC108093344|XP_017048841.1|DFIC
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC108093335|XP_017048863.1|DFIC
OG0001893	LOC118517612|XP_035919801.1|ASTE	LOC108088517|XP_017041845.1|DFIC
OG0001894	LOC118502737|XP_035891194.1|ASTE	LOC108101589|XP_017061490.1|DFIC
OG0001895	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE	LOC108095026|XP_017051383.1|DFIC
OG0001896	LOC118504211|XP_035894295.1|ASTE	LOC108102089|XP_017062231.1|DFIC
OG0001897	LOC118503289|XP_035892271.1|ASTE	LOC108098890|XP_017057568.1|DFIC
OG0001898	LOC118506902|XP_035900578.1|ASTE	LOC108094618|XP_017050789.1|DFIC
OG0001899	LOC118505189|XP_035896537.1|ASTE	LOC108088035|XP_017041154.1|DFIC
OG0001900	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE	LOC108088933|XP_017042446.1|DFIC
OG0001901	LOC118506440|XP_035899461.1|ASTE	LOC108088164|XP_017041319.1|DFIC
OG0001902	LOC118502669|XP_035891033.1|ASTE	LOC108094733|XP_017051008.1|DFIC, LOC108096982|XP_017054455.1|DFIC, LOC108101991|XP_017062076.1|DFIC
OG0001903	LOC118507507|XP_035901939.1|ASTE	LOC108098608|XP_017057160.1|DFIC
OG0001904	LOC118507779|XP_035902707.1|ASTE	LOC108088427|XP_017041682.1|DFIC
OG0001905	LOC118508456|XP_035904151.1|ASTE	LOC108091078|XP_017045570.1|DFIC
OG0001906	LOC118504404|XP_035894725.1|ASTE	LOC108098543|XP_017057020.1|DFIC
OG0001907	LOC118505220|XP_035896630.1|ASTE	LOC108102135|XP_017062294.1|DFIC
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC108095805|XP_017052563.1|DFIC
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC108088635|XP_017042042.1|DFIC
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC108098927|XP_017057619.1|DFIC
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC108087012|XP_017039650.1|DFIC
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC108101945|XP_017062019.1|DFIC
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC108092001|XP_017046916.1|DFIC
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC108100018|XP_017059217.1|DFIC
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC108095214|XP_017051714.1|DFIC
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC108096221|XP_017053095.1|DFIC
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC108096393|XP_017053449.1|DFIC
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC108101870|XP_017061895.1|DFIC
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC108086499|XP_017038952.1|DFIC, LOC108099137|XP_017057965.1|DFIC
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC108094962|XP_017051314.1|DFIC
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC108096820|XP_017054206.1|DFIC
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC108089047|XP_017042644.1|DFIC
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC108086697|XP_017039185.1|DFIC
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC108089741|XP_017043612.1|DFIC
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC108089717|XP_017043553.1|DFIC
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC108096611|XP_017053844.1|DFIC
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC108099851|XP_017058986.1|DFIC
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC108093992|XP_017049892.1|DFIC
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC108089760|XP_017043639.1|DFIC
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC108089571|XP_017043413.1|DFIC
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC108101861|XP_017061877.1|DFIC
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC108086433|XP_017038829.1|DFIC
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC108095200|XP_017051696.1|DFIC
