Orthogroup	ASTE.longest_only	BCOP.longest_only
OG0000363	LOC118505486|XP_035897205.1|ASTE	LOC119077736|XP_037040910.1|BCOP
OG0000363	LOC118516465|XP_035918259.1|ASTE, LOC118514267|XP_035916879.1|ASTE	LOC119081248|XP_037045869.1|BCOP
OG0000364	LOC118512126|XP_035911995.1|ASTE	LOC119073729|XP_037035242.1|BCOP
OG0000365	LOC118509730|XP_035906745.1|ASTE, LOC118509732|XP_035906749.1|ASTE	LOC119077426|XP_037040546.1|BCOP
OG0000365	LOC118517204|XP_035919058.1|ASTE, LOC118513954|XP_035916243.1|ASTE	LOC119076237|XP_037038792.1|BCOP
OG0000366	LOC118506408|XP_035899375.1|ASTE	LOC119068589|XP_037028130.1|BCOP
OG0000366	LOC118505495|XP_035897243.1|ASTE	LOC119084358|XP_037050199.1|BCOP
OG0000367	LOC118503926|XP_035893649.1|ASTE, LOC118503925|XP_035893648.1|ASTE, LOC118503922|XP_035893639.1|ASTE	LOC119083166|XP_037048708.1|BCOP
OG0000368	LOC118503778|XP_035893342.1|ASTE, LOC118503756|XP_035893301.1|ASTE, LOC118503770|XP_035893333.1|ASTE	LOC119077211|XP_037040291.1|BCOP
OG0000376	LOC118505175|XP_035896519.1|ASTE, LOC118502896|XP_035891510.1|ASTE	LOC119067548|XP_037026508.1|BCOP
OG0000377	LOC118513966|XP_035916281.1|ASTE, LOC118513967|XP_035916284.1|ASTE, LOC118505230|XP_035896653.1|ASTE, LOC118513549|XP_035915329.1|ASTE	LOC119068724|XP_037028311.1|BCOP, LOC119072152|XP_037033188.1|BCOP
OG0000378	LOC118503389|XP_035892483.1|ASTE, LOC118503390|XP_035892484.1|ASTE	LOC119075875|XP_037038334.1|BCOP, LOC119070094|XP_037030300.1|BCOP, LOC119079900|XP_037043884.1|BCOP
OG0000379	LOC118513082|XP_035914339.1|ASTE	LOC119079407|XP_037043192.1|BCOP
OG0000380	LOC118512268|XP_035912349.1|ASTE	LOC119077504|XP_037040628.1|BCOP
OG0000381	LOC118511804|XP_035911230.1|ASTE	LOC119070927|XP_037031365.1|BCOP
OG0000382	LOC118516621|XP_035918491.1|ASTE, LOC118506622|XP_035899884.1|ASTE, LOC118517514|XP_035919631.1|ASTE, LOC118517513|XP_035919630.1|ASTE	LOC119085521|XP_037051831.1|BCOP, LOC119075789|XP_037038247.1|BCOP, LOC119076298|XP_037038857.1|BCOP
OG0000383	LOC118512038|XP_035911729.1|ASTE, LOC118512580|XP_035913101.1|ASTE	LOC119078292|XP_037041681.1|BCOP, LOC119078293|XP_037041682.1|BCOP, LOC119075711|XP_037038129.1|BCOP, LOC119076382|XP_037038996.1|BCOP, LOC119073281|XP_037034560.1|BCOP, LOC119077405|XP_037040510.1|BCOP
OG0000384	LOC118513813|XP_035915934.1|ASTE	LOC119081632|XP_037046579.1|BCOP
OG0000384	LOC118513810|XP_035915931.1|ASTE	LOC119081631|XP_037046578.1|BCOP
OG0000385	LOC118504037|XP_035893918.1|ASTE	LOC119069487|XP_037029452.1|BCOP
OG0000385	LOC118506198|XP_035898898.1|ASTE	LOC119073148|XP_037034343.1|BCOP, LOC119073149|XP_037034345.1|BCOP
OG0000386	LOC118503986|XP_035893826.1|ASTE	LOC119076950|XP_037039898.1|BCOP
OG0000389	LOC118513407|XP_035915007.1|ASTE	LOC119068236|XP_037027651.1|BCOP
OG0000389	LOC118504070|XP_035894009.1|ASTE	LOC119080247|XP_037044392.1|BCOP
OG0000390	LOC118508212|XP_035903682.1|ASTE, LOC118510704|XP_035908796.1|ASTE	LOC119069527|XP_037029496.1|BCOP, LOC119072159|XP_037033211.1|BCOP, LOC119075143|XP_037037430.1|BCOP, LOC119068172|XP_037027552.1|BCOP
OG0000391	LOC118511366|XP_035910235.1|ASTE	LOC119083572|XP_037049213.1|BCOP
OG0000391	LOC118507349|XP_035901647.1|ASTE	LOC119082568|XP_037047991.1|BCOP
OG0000392	LOC118512507|XP_035912914.1|ASTE, LOC118512508|XP_035912916.1|ASTE, LOC118512509|XP_035912917.1|ASTE	LOC119076352|XP_037038944.1|BCOP, LOC119076375|XP_037038986.1|BCOP
OG0000393	LOC118509260|XP_035905488.1|ASTE	LOC119075844|XP_037038286.1|BCOP
OG0000394	LOC118505143|XP_035896397.1|ASTE	LOC119081515|XP_037046420.1|BCOP, LOC119081232|XP_037045853.1|BCOP
OG0000399	LOC118512672|XP_035913371.1|ASTE	LOC119069132|XP_037028932.1|BCOP
OG0000400	LOC118505958|XP_035898385.1|ASTE	LOC119068343|XP_037027794.1|BCOP, LOC119071263|XP_037032012.1|BCOP
OG0000401	LOC118517348|XP_035919241.1|ASTE	LOC119070397|XP_037030612.1|BCOP
OG0000402	LOC118505679|XP_035897704.1|ASTE, LOC118505680|XP_035897705.1|ASTE, LOC118505678|XP_035897703.1|ASTE, LOC118505677|XP_035897702.1|ASTE, LOC118505675|XP_035897700.1|ASTE	LOC119085779|XP_037052174.1|BCOP, LOC119085789|XP_037052185.1|BCOP, LOC119085815|XP_037052202.1|BCOP, LOC119074641|XP_037036812.1|BCOP, LOC119069172|XP_037028988.1|BCOP, LOC119085637|XP_037051976.1|BCOP, LOC119085750|XP_037052130.1|BCOP, LOC119085771|XP_037052162.1|BCOP, LOC119085617|XP_037051940.1|BCOP
OG0000403	LOC118506336|XP_035899212.1|ASTE	LOC119073963|XP_037035762.1|BCOP
OG0000404	LOC118502470|XP_035890595.1|ASTE	LOC119069038|XP_037028802.1|BCOP
OG0000405	LOC118506903|XP_035900579.1|ASTE	LOC119069670|XP_037029683.1|BCOP
OG0000406	LOC118511329|XP_035910149.1|ASTE, LOC118511325|XP_035910142.1|ASTE, LOC118511324|XP_035910141.1|ASTE, LOC118510574|XP_035908457.1|ASTE	LOC119081238|XP_037045860.1|BCOP
OG0000407	LOC118505532|XP_035897335.1|ASTE	LOC119075885|XP_037038349.1|BCOP, LOC119077364|XP_037040444.1|BCOP
OG0000407	LOC118512798|XP_035913616.1|ASTE	LOC119078083|XP_037041440.1|BCOP
OG0000408	LOC118511339|XP_035910175.1|ASTE	LOC119085892|XP_037052324.1|BCOP, LOC119085890|XP_037052322.1|BCOP, LOC119071801|XP_037032762.1|BCOP
OG0000409	LOC118509161|XP_035905302.1|ASTE	LOC119081920|XP_037047057.1|BCOP
OG0000410	LOC118512584|XP_035913107.1|ASTE	LOC119085985|XP_037052445.1|BCOP
OG0000411	LOC118502618|XP_035890884.1|ASTE	LOC119072768|XP_037033957.1|BCOP
OG0000411	LOC118510782|XP_035908961.1|ASTE	LOC119066259|XP_037024507.1|BCOP
OG0000412	LOC118504712|XP_035895440.1|ASTE, LOC118504711|XP_035895437.1|ASTE	LOC119072266|XP_037033352.1|BCOP, LOC119074392|XP_037036407.1|BCOP
OG0000413	LOC118508262|XP_035903785.1|ASTE	LOC119081075|XP_037045713.1|BCOP, LOC119083270|XP_037048851.1|BCOP
OG0000414	LOC118503670|XP_035893102.1|ASTE	LOC119071902|XP_037032907.1|BCOP, LOC119078540|XP_037042004.1|BCOP
OG0000415	LOC118508405|XP_035904060.1|ASTE	LOC119078879|XP_037042495.1|BCOP, LOC119072483|XP_037033610.1|BCOP
OG0000416	LOC118507749|XP_035902652.1|ASTE	LOC119068914|XP_037028672.1|BCOP
OG0000416	LOC118504808|XP_035895706.1|ASTE	LOC119070339|XP_037030522.1|BCOP
OG0000417	LOC118508484|XP_035904194.1|ASTE	LOC119067951|XP_037027166.1|BCOP
OG0000417	LOC118503054|XP_035891810.1|ASTE	LOC119072578|XP_037033722.1|BCOP, LOC119070102|XP_037030312.1|BCOP
OG0000418	LOC118511011|XP_035909425.1|ASTE	LOC119069913|XP_037030024.1|BCOP, LOC119077957|XP_037041226.1|BCOP, LOC119069912|XP_037030021.1|BCOP
OG0000419	LOC118509659|XP_035906513.1|ASTE	LOC119080011|XP_037044082.1|BCOP
OG0000420	LOC118510305|XP_035907827.1|ASTE, LOC118512846|XP_035913802.1|ASTE, LOC118512852|XP_035913815.1|ASTE	LOC119071642|XP_037032499.1|BCOP
OG0000421	LOC118509291|XP_035905600.1|ASTE	LOC119070896|XP_037031317.1|BCOP
OG0000421	LOC118514675|XP_035917611.1|ASTE	LOC119075312|XP_037037621.1|BCOP
OG0000422	LOC118514284|XP_035916919.1|ASTE, LOC118514285|XP_035916920.1|ASTE	LOC119082139|XP_037047413.1|BCOP, LOC119067832|XP_037026904.1|BCOP, LOC119066110|XP_037024282.1|BCOP, LOC119071053|XP_037031566.1|BCOP
OG0000422	LOC118506620|XP_035899881.1|ASTE	LOC119078059|XP_037041429.1|BCOP, LOC119077681|XP_037040878.1|BCOP, LOC119077605|XP_037040750.1|BCOP, LOC119078233|XP_037041633.1|BCOP
OG0000423	LOC118504619|XP_035895193.1|ASTE	LOC119071892|XP_037032887.1|BCOP
OG0000424	LOC118517218|XP_035919093.1|ASTE, LOC118505272|XP_035896721.1|ASTE	LOC119071386|XP_037032150.1|BCOP
OG0000425	LOC118517690|XP_035920002.1|ASTE	LOC119085394|XP_037051687.1|BCOP
OG0000425	LOC118517694|XP_035920010.1|ASTE	LOC119085445|XP_037051761.1|BCOP
OG0000433	LOC118505165|XP_035896463.1|ASTE	LOC119067715|XP_037026723.1|BCOP
OG0000433	LOC118512855|XP_035913824.1|ASTE	LOC119080957|XP_037045481.1|BCOP
OG0000434	LOC118517616|XP_035919805.1|ASTE	LOC119081547|XP_037046463.1|BCOP
OG0000434	LOC118517618|XP_035919808.1|ASTE	LOC119081557|XP_037046485.1|BCOP
OG0000435	LOC118507860|XP_035902949.1|ASTE	LOC119069656|XP_037029670.1|BCOP
OG0000437	LOC118508849|XP_035904493.1|ASTE, LOC118511583|XP_035910726.1|ASTE	LOC119082280|XP_037047651.1|BCOP
OG0000437	LOC118510312|XP_035907842.1|ASTE	LOC119084491|XP_037050396.1|BCOP
OG0000438	LOC118513845|XP_035916016.1|ASTE	LOC119081686|XP_037046672.1|BCOP
OG0000439	LOC118512646|XP_035913255.1|ASTE	LOC119072864|XP_037034066.1|BCOP
OG0000439	LOC118507322|XP_035901602.1|ASTE	LOC119066792|XP_037025350.1|BCOP
OG0000440	LOC118512560|XP_035913042.1|ASTE	LOC119081700|XP_037046700.1|BCOP
OG0000441	LOC118514050|XP_035919001.1|ASTE, LOC118513749|XP_035915802.1|ASTE	LOC119068102|XP_037027421.1|BCOP
OG0000444	LOC118507267|XP_035901459.1|ASTE, LOC118507257|XP_035901439.1|ASTE, LOC118504142|XP_035894133.1|ASTE	LOC119066750|XP_037025276.1|BCOP, LOC119082651|XP_037048128.1|BCOP
OG0000448	LOC118513273|XP_035914735.1|ASTE	LOC119068228|XP_037027631.1|BCOP, LOC119078003|XP_037041277.1|BCOP, LOC119085502|XP_037051813.1|BCOP, LOC119073203|XP_037034408.1|BCOP
OG0000449	LOC118517706|XP_035920035.1|ASTE	LOC119074382|XP_037036392.1|BCOP
OG0000450	LOC118517463|XP_035919517.1|ASTE	LOC119067806|XP_037026850.1|BCOP
OG0000450	LOC118517465|XP_035919527.1|ASTE	LOC119069185|XP_037029014.1|BCOP
OG0000451	LOC118511200|XP_035909872.1|ASTE, LOC118517335|XP_035919212.1|ASTE	LOC119083054|XP_037048572.1|BCOP
OG0000451	LOC118517725|XP_035920069.1|ASTE	LOC119083043|XP_037048564.1|BCOP
OG0000453	LOC118505626|XP_035897592.1|ASTE, LOC118505625|XP_035897590.1|ASTE	LOC119069044|XP_037028809.1|BCOP
OG0000454	LOC118514430|XP_035917226.1|ASTE	LOC119081428|XP_037046244.1|BCOP
OG0000455	LOC118509728|XP_035906743.1|ASTE	LOC119084471|XP_037050351.1|BCOP
OG0000456	LOC118513206|XP_035914598.1|ASTE	LOC119081862|XP_037046991.1|BCOP
OG0000456	LOC118514158|XP_035916683.1|ASTE	LOC119081940|XP_037047096.1|BCOP
OG0000457	LOC118513461|XP_035915122.1|ASTE	LOC119078469|XP_037041917.1|BCOP
OG0000457	LOC118512640|XP_035913235.1|ASTE	LOC119078454|XP_037041880.1|BCOP
OG0000458	LOC118512626|XP_035913215.1|ASTE, LOC118512628|XP_035913217.1|ASTE, LOC118512625|XP_035913213.1|ASTE, LOC118512627|XP_035913216.1|ASTE, LOC118512621|XP_035913194.1|ASTE	LOC119083128|XP_037048658.1|BCOP, LOC119075186|XP_037037472.1|BCOP
OG0000458	LOC118513387|XP_035914949.1|ASTE	LOC119079595|XP_037043484.1|BCOP, LOC119079594|XP_037043483.1|BCOP, LOC119084802|XP_037050764.1|BCOP, LOC119066719|XP_037025227.1|BCOP, LOC119076661|XP_037039440.1|BCOP
OG0000460	LOC118510053|XP_035907335.1|ASTE	LOC119078530|XP_037041991.1|BCOP
OG0000465	LOC118507839|XP_035902847.1|ASTE	LOC119067946|XP_037027159.1|BCOP, LOC119081205|XP_037045819.1|BCOP
OG0000466	LOC118502878|XP_035891488.1|ASTE	LOC119068775|XP_037028429.1|BCOP
OG0000466	LOC118508980|XP_035904859.1|ASTE	LOC119066267|XP_037024515.1|BCOP
OG0000467	LOC118508869|XP_035904551.1|ASTE	LOC119074151|XP_037036046.1|BCOP, LOC119083429|XP_037049047.1|BCOP
OG0000468	LOC118504246|XP_035894362.1|ASTE	LOC119075149|XP_037037437.1|BCOP
OG0000468	LOC118512945|XP_035914055.1|ASTE	LOC119081771|XP_037046868.1|BCOP
OG0000469	LOC118510739|XP_035908849.1|ASTE	LOC119079084|XP_037042789.1|BCOP, LOC119079053|XP_037042746.1|BCOP
OG0000470	LOC118508249|XP_035903756.1|ASTE	LOC119078216|XP_037041569.1|BCOP
OG0000470	LOC118507386|XP_035901732.1|ASTE	LOC119078221|XP_037041577.1|BCOP
OG0000471	LOC118512976|XP_035914102.1|ASTE	LOC119085140|XP_037051312.1|BCOP
OG0000474	LOC118513494|XP_035915262.1|ASTE	LOC119081379|XP_037046155.1|BCOP
OG0000475	LOC118507516|XP_035901965.1|ASTE	LOC119070442|XP_037030687.1|BCOP
OG0000476	LOC118507686|XP_035902381.1|ASTE	LOC119067456|XP_037026334.1|BCOP
OG0000477	LOC118502859|XP_035891460.1|ASTE, LOC118502860|XP_035891461.1|ASTE	LOC119081215|XP_037045836.1|BCOP
OG0000479	LOC118510580|XP_035908465.1|ASTE, LOC118511908|XP_035911436.1|ASTE	LOC119080776|XP_037045239.1|BCOP, LOC119069458|XP_037029404.1|BCOP
OG0000480	LOC118509317|XP_035905663.1|ASTE	LOC119085939|XP_037052387.1|BCOP
OG0000482	LOC118506564|XP_035899779.1|ASTE	LOC119068376|XP_037027843.1|BCOP
OG0000483	LOC118504510|XP_035894934.1|ASTE, LOC118504512|XP_035894937.1|ASTE	LOC119079738|XP_037043739.1|BCOP
OG0000484	LOC118508428|XP_035904098.1|ASTE	LOC119083522|XP_037049136.1|BCOP, LOC119069580|XP_037029560.1|BCOP, LOC119077684|XP_037040840.1|BCOP, LOC119080355|XP_037044551.1|BCOP
OG0000485	LOC118504882|XP_035895831.1|ASTE	LOC119076451|XP_037039113.1|BCOP, LOC119084291|XP_037050113.1|BCOP, LOC119084458|XP_037050335.1|BCOP
OG0000486	LOC118517681|XP_035919984.1|ASTE	LOC119080487|XP_037044773.1|BCOP, LOC119066531|XP_037024947.1|BCOP, LOC119082804|XP_037048345.1|BCOP
OG0000489	LOC118516505|XP_035918331.1|ASTE	LOC119070021|XP_037030197.1|BCOP
OG0000490	LOC118512589|XP_035913124.1|ASTE	LOC119068825|XP_037028492.1|BCOP
OG0000490	LOC118508284|XP_035903822.1|ASTE	LOC119078887|XP_037042505.1|BCOP
OG0000491	LOC118517081|XP_035918829.1|ASTE, LOC118504998|XP_035896068.1|ASTE	LOC119073534|XP_037034970.1|BCOP
OG0000492	LOC118503196|XP_035892071.1|ASTE	LOC119070141|XP_037030362.1|BCOP
OG0000492	LOC118511685|XP_035910960.1|ASTE	LOC119066042|XP_037024161.1|BCOP
OG0000494	LOC118506499|XP_035899590.1|ASTE	LOC119079908|XP_037043894.1|BCOP
OG0000495	LOC118510027|XP_035907307.1|ASTE, LOC118511763|XP_035911128.1|ASTE	LOC119083767|XP_037049445.1|BCOP, LOC119083917|XP_037049624.1|BCOP, LOC119072727|XP_037033896.1|BCOP
OG0000496	LOC118510796|XP_035908995.1|ASTE	LOC119066241|XP_037024453.1|BCOP
OG0000497	LOC118510659|XP_035908677.1|ASTE	LOC119078655|XP_037042147.1|BCOP
OG0000498	LOC118504511|XP_035894936.1|ASTE	LOC119074352|XP_037036389.1|BCOP, LOC119074439|XP_037036505.1|BCOP, LOC119077710|XP_037040884.1|BCOP
OG0000499	LOC118510945|XP_035909276.1|ASTE	LOC119081984|XP_037047200.1|BCOP
OG0000500	LOC118503087|XP_035891864.1|ASTE	LOC119071040|XP_037031535.1|BCOP
OG0000500	LOC118506001|XP_035898475.1|ASTE	LOC119071045|XP_037031542.1|BCOP
OG0000504	LOC118509587|XP_035906250.1|ASTE, LOC118509584|XP_035906247.1|ASTE, LOC118509583|XP_035906246.1|ASTE, LOC118509586|XP_035906249.1|ASTE, LOC118509585|XP_035906248.1|ASTE	LOC119077990|XP_037041265.1|BCOP
OG0000505	LOC118506652|XP_035899953.1|ASTE, LOC118506634|XP_035899902.1|ASTE	LOC119067672|XP_037026673.1|BCOP
OG0000506	LOC118507793|XP_035902736.1|ASTE, LOC118502973|XP_035891637.1|ASTE, LOC118502974|XP_035891639.1|ASTE	LOC119068467|XP_037027957.1|BCOP, LOC119079970|XP_037044004.1|BCOP
OG0000507	LOC118514453|XP_035917263.1|ASTE	LOC119081653|XP_037046630.1|BCOP
OG0000507	LOC118502886|XP_035891498.1|ASTE	LOC119068763|XP_037028394.1|BCOP
OG0000508	LOC118510073|XP_035907361.1|ASTE	LOC119081073|XP_037045709.1|BCOP
OG0000509	LOC118514336|XP_035917038.1|ASTE, LOC118515884|XP_035917966.1|ASTE, LOC118514333|XP_035917033.1|ASTE	LOC119073953|XP_037035734.1|BCOP
OG0000510	LOC118511976|XP_035911605.1|ASTE	LOC119081474|XP_037046366.1|BCOP
OG0000511	LOC118511104|XP_035909718.1|ASTE	LOC119078667|XP_037042216.1|BCOP
OG0000513	LOC118513330|XP_035914837.1|ASTE	LOC119071560|XP_037032382.1|BCOP
OG0000514	LOC118510714|XP_035908806.1|ASTE	LOC119066747|XP_037025267.1|BCOP
OG0000515	LOC118503970|XP_035893785.1|ASTE, LOC118503968|XP_035893780.1|ASTE	LOC119080178|XP_037044299.1|BCOP
OG0000516	LOC118502624|XP_035890896.1|ASTE, LOC118502623|XP_035890894.1|ASTE	LOC119074878|XP_037037111.1|BCOP
OG0000517	LOC118508089|XP_035903461.1|ASTE	LOC119078309|XP_037041708.1|BCOP
OG0000522	LOC118504331|XP_035894563.1|ASTE	LOC119067459|XP_037026337.1|BCOP
OG0000523	LOC118506898|XP_035900571.1|ASTE	LOC119067260|XP_037026032.1|BCOP
OG0000523	LOC118506073|XP_035898633.1|ASTE	LOC119068976|XP_037028740.1|BCOP
OG0000524	LOC118510198|XP_035907622.1|ASTE	LOC119067974|XP_037027215.1|BCOP
OG0000525	LOC118508949|XP_035904756.1|ASTE	LOC119081070|XP_037045687.1|BCOP
OG0000526	LOC118511037|XP_035909521.1|ASTE	LOC119078975|XP_037042621.1|BCOP
OG0000527	LOC118511075|XP_035909634.1|ASTE, LOC118511077|XP_035909640.1|ASTE	LOC119082764|XP_037048246.1|BCOP
OG0000528	LOC118513508|XP_035915251.1|ASTE	LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP
OG0000529	LOC118513864|XP_035916059.1|ASTE	LOC119073005|XP_037034225.1|BCOP
OG0000530	LOC118509091|XP_035905129.1|ASTE	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP
OG0000531	LOC118514636|XP_035917540.1|ASTE	LOC119085223|XP_037051430.1|BCOP
OG0000532	LOC118503682|XP_035893117.1|ASTE, LOC118517098|XP_035918848.1|ASTE	LOC119077975|XP_037041252.1|BCOP
OG0000534	LOC118508215|XP_035903689.1|ASTE	LOC119074865|XP_037037081.1|BCOP
OG0000535	LOC118504114|XP_035894098.1|ASTE	LOC119071812|XP_037032775.1|BCOP
OG0000536	LOC118504054|XP_035893978.1|ASTE	LOC119075495|XP_037037859.1|BCOP
OG0000536	LOC118503546|XP_035892838.1|ASTE, LOC118504104|XP_035894084.1|ASTE, LOC118504090|XP_035894057.1|ASTE	LOC119069281|XP_037029238.1|BCOP
OG0000537	LOC118505997|XP_035898468.1|ASTE	LOC119079032|XP_037042711.1|BCOP
OG0000538	LOC118506098|XP_035898675.1|ASTE	LOC119085377|XP_037051658.1|BCOP
OG0000539	LOC118508392|XP_035904035.1|ASTE	LOC119071307|XP_037032080.1|BCOP
OG0000542	LOC118515253|XP_035917832.1|ASTE, LOC118512691|XP_035913377.1|ASTE, LOC118507284|XP_035901526.1|ASTE	LOC119074089|XP_037035944.1|BCOP
OG0000543	LOC118503113|XP_035891949.1|ASTE, LOC118503120|XP_035891962.1|ASTE	LOC119068098|XP_037027417.1|BCOP
OG0000544	LOC118511902|XP_035911464.1|ASTE	LOC119068980|XP_037028746.1|BCOP
OG0000545	LOC118507911|XP_035903096.1|ASTE	LOC119069506|XP_037029478.1|BCOP
OG0000546	LOC118508578|XP_035904374.1|ASTE	LOC119068569|XP_037028107.1|BCOP
OG0000547	LOC118517015|XP_035918760.1|ASTE, LOC118508923|XP_035904699.1|ASTE	LOC119074047|XP_037035888.1|BCOP
OG0000548	LOC118514395|XP_035917169.1|ASTE	LOC119083707|XP_037049391.1|BCOP
OG0000549	LOC118512873|XP_035913859.1|ASTE, LOC118510278|XP_035907786.1|ASTE, LOC118514282|XP_035916917.1|ASTE	LOC119067694|XP_037026713.1|BCOP
OG0000550	LOC118513463|XP_035915131.1|ASTE	LOC119073291|XP_037034572.1|BCOP
OG0000551	LOC118504535|XP_035894986.1|ASTE	LOC119081597|XP_037046526.1|BCOP
OG0000552	LOC118506896|XP_035900569.1|ASTE	LOC119083277|XP_037048860.1|BCOP, LOC119083171|XP_037048726.1|BCOP
OG0000553	LOC118510605|XP_035908506.1|ASTE	LOC119082066|XP_037047300.1|BCOP
OG0000554	LOC118504452|XP_035894837.1|ASTE, LOC118502445|XP_035890567.1|ASTE	LOC119070470|XP_037030721.1|BCOP
OG0000555	LOC118506682|XP_035900029.1|ASTE	LOC119085881|XP_037052292.1|BCOP
OG0000556	LOC118505119|XP_035896326.1|ASTE	LOC119077410|XP_037040553.1|BCOP
OG0000557	LOC118507592|XP_035902152.1|ASTE	LOC119076133|XP_037038702.1|BCOP
OG0000558	LOC118507689|XP_035902384.1|ASTE	LOC119082201|XP_037047530.1|BCOP
OG0000559	LOC118505970|XP_035898407.1|ASTE	LOC119066909|XP_037025495.1|BCOP
OG0000560	LOC118507215|XP_035901208.1|ASTE	LOC119069268|XP_037029220.1|BCOP
OG0000561	LOC118507251|XP_035901427.1|ASTE	LOC119074217|XP_037036113.1|BCOP
OG0000562	LOC118507448|XP_035901825.1|ASTE	LOC119066879|XP_037025459.1|BCOP
OG0000566	LOC118507292|XP_035901548.1|ASTE	LOC119081012|XP_037045588.1|BCOP
OG0000567	LOC118503006|XP_035891713.1|ASTE	LOC119068523|XP_037028027.1|BCOP
OG0000568	LOC118504788|XP_035895651.1|ASTE	LOC119068289|XP_037027721.1|BCOP, LOC119080071|XP_037044182.1|BCOP
OG0000569	LOC118506489|XP_035899567.1|ASTE	LOC119084660|XP_037050628.1|BCOP, LOC119084581|XP_037050535.1|BCOP
OG0000570	LOC118504677|XP_035895376.1|ASTE, LOC118517181|XP_035918986.1|ASTE	LOC119069556|XP_037029532.1|BCOP
OG0000571	LOC118511968|XP_035911592.1|ASTE	LOC119069735|XP_037029761.1|BCOP
OG0000572	LOC118508887|XP_035904609.1|ASTE	LOC119084086|XP_037049819.1|BCOP, LOC119071786|XP_037032742.1|BCOP, LOC119084895|XP_037050940.1|BCOP
OG0000573	LOC118513083|XP_035914344.1|ASTE, LOC118513081|XP_035914337.1|ASTE	LOC119075079|XP_037037366.1|BCOP, LOC119071850|XP_037032806.1|BCOP
OG0000574	LOC118510308|XP_035907837.1|ASTE	LOC119081453|XP_037046287.1|BCOP
OG0000575	LOC118509655|XP_035906502.1|ASTE	LOC119080687|XP_037045018.1|BCOP
OG0000576	LOC118513944|XP_035916225.1|ASTE	LOC119076338|XP_037038925.1|BCOP
OG0000577	LOC118514080|XP_035916502.1|ASTE	LOC119082768|XP_037048257.1|BCOP
OG0000578	LOC118504462|XP_035894854.1|ASTE	LOC119072065|XP_037033095.1|BCOP
OG0000579	LOC118505261|XP_035896716.1|ASTE	LOC119084174|XP_037049928.1|BCOP
OG0000580	LOC118502357|XP_035890448.1|ASTE	LOC119076778|XP_037039633.1|BCOP, LOC119074749|XP_037036909.1|BCOP
OG0000581	LOC118502634|XP_035890961.1|ASTE	LOC119079094|XP_037042806.1|BCOP, LOC119083987|XP_037049730.1|BCOP
OG0000582	LOC118507364|XP_035901672.1|ASTE	LOC119071172|XP_037031830.1|BCOP
OG0000583	LOC118513513|XP_035915263.1|ASTE, LOC118503240|XP_035892142.1|ASTE	LOC119074106|XP_037035968.1|BCOP, LOC119082826|XP_037048373.1|BCOP
OG0000589	LOC118516222|XP_035918005.1|ASTE	LOC119068864|XP_037028596.1|BCOP
OG0000590	LOC118517509|XP_035919627.1|ASTE	LOC119071848|XP_037032802.1|BCOP
OG0000592	LOC118502774|XP_035891260.1|ASTE	LOC119084008|XP_037049716.1|BCOP
OG0000593	LOC118505795|XP_035898021.1|ASTE, LOC118511944|XP_035911545.1|ASTE	LOC119083155|XP_037048698.1|BCOP, LOC119083147|XP_037048689.1|BCOP
OG0000594	LOC118506452|XP_035899484.1|ASTE	LOC119067943|XP_037027155.1|BCOP
OG0000595	LOC118502880|XP_035891492.1|ASTE	LOC119070400|XP_037030619.1|BCOP
OG0000596	LOC118504366|XP_035894656.1|ASTE	LOC119069672|XP_037029687.1|BCOP
OG0000597	LOC118502491|XP_035890616.1|ASTE	LOC119067936|XP_037027146.1|BCOP
OG0000598	LOC118505440|XP_035897130.1|ASTE, LOC118505439|XP_035897129.1|ASTE, LOC118505441|XP_035897131.1|ASTE	LOC119072158|XP_037033214.1|BCOP, LOC119080438|XP_037044695.1|BCOP
OG0000599	LOC118506973|XP_035900724.1|ASTE	LOC119073532|XP_037034972.1|BCOP
OG0000600	LOC118514324|XP_035917002.1|ASTE, LOC118509562|XP_035906211.1|ASTE	LOC119077332|XP_037040413.1|BCOP
OG0000601	LOC118510451|XP_035908160.1|ASTE	LOC119067385|XP_037026205.1|BCOP
OG0000602	LOC118513667|XP_035915661.1|ASTE	LOC119072724|XP_037033894.1|BCOP
OG0000603	LOC118514035|XP_035916404.1|ASTE, LOC118514034|XP_035916403.1|ASTE	LOC119076325|XP_037038897.1|BCOP
OG0000604	LOC118512476|XP_035912857.1|ASTE	LOC119078486|XP_037041938.1|BCOP
OG0000605	LOC118514042|XP_035916420.1|ASTE, LOC118514044|XP_035916423.1|ASTE, LOC118502943|XP_035891587.1|ASTE, LOC118514046|XP_035916430.1|ASTE	LOC119078625|XP_037042117.1|BCOP
OG0000606	LOC118505294|XP_035896782.1|ASTE, LOC118517185|XP_035918998.1|ASTE	LOC119068548|XP_037028075.1|BCOP
OG0000606	LOC118505733|XP_035897814.1|ASTE, LOC118505731|XP_035897812.1|ASTE	LOC119080778|XP_037045242.1|BCOP, LOC119068353|XP_037027813.1|BCOP
