Orthogroup	ASTE.longest_only	DERE.longest_only
OG0002404	LOC118504591|XP_035895141.1|ASTE	LOC6552015|XP_001978780.1|DERE
OG0002405	LOC118508261|XP_035903780.1|ASTE	LOC6552398|XP_001978924.1|DERE
OG0002406	LOC118508271|XP_035903805.1|ASTE	LOC6545268|XP_001973266.1|DERE
OG0002408	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE	LOC6552206|XP_001978936.1|DERE
OG0002410	LOC118502983|XP_035891659.1|ASTE	LOC6554101|XP_026839706.1|DERE
OG0002411	LOC118517197|XP_035919040.1|ASTE, LOC118505133|XP_035896365.1|ASTE	LOC6552462|XP_001980880.1|DERE
OG0002412	LOC118517195|XP_035919039.1|ASTE, LOC118505128|XP_035896338.1|ASTE	LOC26526330|XP_015015490.1|DERE
OG0002413	LOC118506549|XP_035899738.1|ASTE	LOC6551529|XP_026837950.1|DERE
OG0002414	LOC118507621|XP_035902236.1|ASTE	LOC6545581|XP_001971115.1|DERE
OG0002415	LOC118507579|XP_035902126.1|ASTE	LOC6553795|XP_015010086.1|DERE
OG0002416	LOC118503623|XP_035893003.1|ASTE	LOC6555817|XP_026839129.1|DERE
OG0002417	LOC118506694|XP_035900068.1|ASTE	LOC6542741|XP_001968127.1|DERE
OG0002418	LOC118506702|XP_035900087.1|ASTE	LOC26527103|XP_026839306.1|DERE
OG0002419	LOC118506728|XP_035900158.1|ASTE, LOC118512421|XP_035912717.1|ASTE	LOC6551006|XP_001976874.1|DERE
OG0002420	LOC118506395|XP_035899337.1|ASTE	LOC6546047|XP_026833759.1|DERE
OG0002421	LOC118504513|XP_035894938.1|ASTE	LOC6554833|XP_001981989.1|DERE
OG0002422	LOC118502812|XP_035891345.1|ASTE	LOC6553461|XP_001979258.1|DERE
OG0002423	LOC118506401|XP_035899355.1|ASTE	LOC6543853|XP_026832673.1|DERE, LOC6543852|XP_001972353.2|DERE
OG0002424	LOC118504258|XP_035894380.1|ASTE	LOC6555878|XP_001982755.1|DERE
OG0002425	LOC118508523|XP_035904275.1|ASTE	LOC6550662|XP_001978070.1|DERE
OG0002426	LOC118504316|XP_035894517.1|ASTE	LOC6545122|XP_001971068.1|DERE
OG0002427	LOC118504325|XP_035894546.1|ASTE	LOC6555873|XP_001982750.1|DERE
OG0002428	LOC118504979|XP_035896015.1|ASTE	LOC6550421|XP_001977806.2|DERE
OG0002429	LOC118507080|XP_035900956.1|ASTE	LOC6546285|XP_015013471.1|DERE
OG0002430	LOC118504270|XP_035894395.1|ASTE	LOC6543222|XP_001970642.1|DERE
OG0002431	LOC118505814|XP_035898052.1|ASTE	LOC6547652|XP_001974810.1|DERE
OG0002432	LOC118510663|XP_035908693.1|ASTE	LOC6551281|XP_001976900.2|DERE
OG0002433	LOC118507973|XP_035903198.1|ASTE	LOC6553895|XP_001979568.1|DERE
OG0002434	LOC118507976|XP_035903216.1|ASTE	LOC6552125|XP_001980786.1|DERE
OG0002436	LOC118504101|XP_035894078.1|ASTE	LOC6549514|XP_001975696.1|DERE
OG0002437	LOC118507141|XP_035901068.1|ASTE, LOC118508118|XP_035903517.1|ASTE	LOC6549509|XP_001975731.3|DERE
OG0002438	LOC118508224|XP_035903708.1|ASTE	LOC6555719|XP_015008744.1|DERE
OG0002439	LOC118504329|XP_035894553.1|ASTE	LOC6543519|XP_026834752.1|DERE
OG0002440	LOC118505971|XP_035898413.1|ASTE	LOC6546357|XP_001972889.1|DERE
OG0002441	LOC118505273|XP_035896728.1|ASTE	LOC6541189|XP_026834348.1|DERE
OG0002442	LOC118503525|XP_035892803.1|ASTE	LOC6546742|XP_001974535.2|DERE
OG0002443	LOC118505846|XP_035898110.1|ASTE	LOC6547211|XP_015012542.1|DERE
OG0002444	LOC118504799|XP_035895670.1|ASTE	LOC6548327|XP_026835849.1|DERE
OG0002445	LOC118507410|XP_035901764.1|ASTE	LOC6549156|XP_001975716.1|DERE
OG0002446	LOC118504117|XP_035894101.1|ASTE	LOC6549074|XP_001975593.1|DERE
OG0002447	LOC118503398|XP_035892493.1|ASTE	LOC6545381|XP_001972588.2|DERE
OG0002448	LOC118507992|XP_035903254.1|ASTE	LOC6548185|XP_001975094.1|DERE
OG0002449	LOC118507984|XP_035903243.1|ASTE	LOC6548340|XP_001975296.1|DERE
OG0002450	LOC118502520|XP_035890674.1|ASTE	LOC6551972|XP_001980657.1|DERE
OG0002451	LOC118503703|XP_035893159.1|ASTE	LOC6542376|XP_001970402.1|DERE
OG0002452	LOC118503937|XP_035893700.1|ASTE	LOC6548473|XP_001975192.1|DERE
OG0002453	LOC118503924|XP_035893647.1|ASTE	LOC6548472|XP_001975191.1|DERE
OG0002454	LOC118506069|XP_035898623.1|ASTE, LOC118516511|XP_035918335.1|ASTE	LOC6545226|XP_015013606.1|DERE
OG0002455	LOC118516513|XP_035918337.1|ASTE, LOC118506067|XP_035898618.1|ASTE, LOC118516330|XP_035918024.1|ASTE	LOC6545200|XP_001971061.1|DERE
OG0002456	LOC118506036|XP_035898560.1|ASTE	LOC6547326|XP_026835943.1|DERE, LOC113564333|XP_026836793.1|DERE
OG0002457	LOC118507966|XP_035903188.1|ASTE	LOC6541573|XP_015014725.1|DERE
OG0002458	LOC118512529|XP_035912969.1|ASTE	LOC6541727|XP_001969985.1|DERE
OG0002459	LOC118507931|XP_035903127.1|ASTE	LOC6549546|XP_001975752.1|DERE
OG0002460	LOC118505945|XP_035898362.1|ASTE	LOC6547778|XP_001976573.1|DERE
OG0002461	LOC118507370|XP_035901705.1|ASTE	LOC6548231|XP_001975263.1|DERE
OG0002462	LOC118504057|XP_035893982.1|ASTE	LOC6547098|XP_015012166.1|DERE
OG0002463	LOC118510087|XP_035907391.1|ASTE	LOC6548399|XP_001976531.2|DERE
OG0002464	LOC118508142|XP_035903561.1|ASTE	LOC6546739|XP_001974532.1|DERE
OG0002465	LOC118508141|XP_035903560.1|ASTE	LOC6541971|XP_001970787.1|DERE
OG0002466	LOC118516529|XP_035918358.1|ASTE, LOC118506077|XP_035898639.1|ASTE	LOC6555860|XP_026839368.1|DERE, LOC113563688|XP_026839119.1|DERE
OG0002467	LOC118504083|XP_035894045.1|ASTE	LOC6544505|XP_001971993.1|DERE
OG0002468	LOC118504128|XP_035894108.1|ASTE	LOC6545285|XP_001972628.3|DERE
OG0002469	LOC118504140|XP_035894127.1|ASTE	LOC6552069|XP_026836099.1|DERE
OG0002470	LOC118504152|XP_035894174.1|ASTE	LOC6542926|XP_001970395.1|DERE
OG0002471	LOC118507191|XP_035901157.1|ASTE	LOC6541425|XP_015015027.1|DERE
OG0002472	LOC118507421|XP_035901780.1|ASTE	LOC6546849|XP_001975951.1|DERE
OG0002473	LOC118507427|XP_035901790.1|ASTE, LOC118517352|XP_035919245.1|ASTE	LOC6546959|XP_001976028.1|DERE
OG0002474	LOC118505863|XP_035898141.1|ASTE	LOC6544111|XP_015014038.1|DERE
OG0002475	LOC118506104|XP_035898683.1|ASTE	LOC6555466|XP_001981224.1|DERE
OG0002476	LOC118507335|XP_035901617.1|ASTE	LOC6546680|XP_001974507.1|DERE
OG0002477	LOC118507391|XP_035901738.1|ASTE, LOC118517306|XP_035919184.1|ASTE	LOC6547266|XP_001974872.1|DERE
OG0002478	LOC118507747|XP_035902643.1|ASTE, LOC118517292|XP_035919170.1|ASTE	LOC6547200|XP_001974786.3|DERE
OG0002479	LOC118504181|XP_035894233.1|ASTE	LOC6549369|XP_001975679.1|DERE
OG0002480	LOC118503899|XP_035893575.1|ASTE	LOC6541861|XP_026838602.1|DERE
OG0002481	LOC118507205|XP_035901181.1|ASTE	LOC6555710|XP_001982554.1|DERE
OG0002482	LOC118506103|XP_035898682.1|ASTE	LOC6549602|XP_001975735.3|DERE
OG0002483	LOC118503393|XP_035892488.1|ASTE	LOC6548206|XP_001976485.1|DERE
OG0002484	LOC118503400|XP_035892496.1|ASTE	LOC6546705|XP_001974521.1|DERE
OG0002485	LOC118504058|XP_035893984.1|ASTE	LOC6541017|XP_026835341.1|DERE
OG0002486	LOC118508093|XP_035903465.1|ASTE	LOC6545797|XP_001973425.1|DERE
OG0002487	LOC118516470|XP_035918267.1|ASTE, LOC118505890|XP_035898231.1|ASTE	LOC6548515|XP_026838654.1|DERE
OG0002488	LOC118503354|XP_035892434.1|ASTE	LOC6548107|XP_001975148.1|DERE
OG0002489	LOC118503094|XP_035891881.1|ASTE	LOC6545256|XP_015012998.1|DERE
OG0002490	LOC118508109|XP_035903496.1|ASTE	LOC6547269|XP_001974874.1|DERE
OG0002491	LOC118506139|XP_035898780.1|ASTE	LOC6543926|XP_001973661.1|DERE
OG0002492	LOC118503732|XP_035893240.1|ASTE	LOC6546999|XP_001974622.1|DERE
OG0002493	LOC118503735|XP_035893245.1|ASTE	LOC6542561|XP_001970411.3|DERE
OG0002495	LOC118508169|XP_035903611.1|ASTE	LOC6548993|XP_001975544.1|DERE
OG0002496	LOC118504264|XP_035894386.1|ASTE	LOC6554456|XP_001981715.1|DERE
OG0002498	LOC118514598|XP_035917488.1|ASTE	LOC6543728|XP_026832835.1|DERE
OG0002508	LOC118505390|XP_035896997.1|ASTE	LOC6550236|XP_001977687.1|DERE
OG0002509	LOC118503652|XP_035893069.1|ASTE	LOC6542249|XP_001970593.1|DERE
OG0002510	LOC118517388|XP_035919332.1|ASTE	LOC6549965|XP_001978738.1|DERE
OG0002511	LOC118510538|XP_035908393.1|ASTE	LOC6553614|XP_026831574.1|DERE
OG0002512	LOC118509606|XP_035906301.1|ASTE	LOC6555814|XP_026839048.1|DERE
OG0002513	LOC118509495|XP_035906047.1|ASTE	LOC6552278|XP_001980758.1|DERE
OG0002514	LOC118503848|XP_035893453.1|ASTE	LOC6545540|XP_001971105.1|DERE
OG0002516	LOC118508560|XP_035904354.1|ASTE	LOC6554573|XP_026834249.1|DERE
OG0002517	LOC118505244|XP_035896693.1|ASTE	LOC6551126|XP_015010664.2|DERE
OG0002518	LOC118517033|XP_035918814.1|ASTE	LOC6551860|XP_001979657.1|DERE
OG0002519	LOC118510575|XP_035908461.1|ASTE	LOC6547815|XP_001975002.1|DERE
OG0002520	LOC118510595|XP_035908495.1|ASTE	LOC6551193|XP_001977027.1|DERE
OG0002521	LOC118510758|XP_035908899.1|ASTE	LOC6550136|XP_001977665.2|DERE
OG0002522	LOC118503982|XP_035893819.1|ASTE	LOC6551854|XP_001979651.1|DERE
OG0002523	LOC118505575|XP_035897424.1|ASTE, LOC118516169|XP_035917999.1|ASTE	LOC6554855|XP_001981099.1|DERE
OG0002524	LOC118512350|XP_035912543.1|ASTE	LOC6550944|XP_001976964.2|DERE
OG0002525	LOC118507843|XP_035902867.1|ASTE	LOC6544278|XP_001971975.1|DERE
OG0002526	LOC118512989|XP_035914137.1|ASTE	LOC6553034|XP_001980039.1|DERE
OG0002528	LOC118503527|XP_035892808.1|ASTE	LOC6551687|XP_026838068.1|DERE
OG0002529	LOC118504189|XP_035894257.1|ASTE	LOC6552509|XP_001979817.2|DERE
OG0002530	LOC118517371|XP_035919283.1|ASTE, LOC118517364|XP_035919275.1|ASTE	LOC6549087|XP_001974226.1|DERE
OG0002531	LOC118504538|XP_035895001.1|ASTE	LOC6543453|XP_026834912.1|DERE
OG0002532	LOC118511886|XP_035911406.1|ASTE, LOC118516452|XP_035918241.1|ASTE	LOC6544879|XP_026833217.1|DERE
OG0002533	LOC118517363|XP_035919273.1|ASTE	LOC6549694|XP_026837634.1|DERE
OG0002534	LOC118517469|XP_035919535.1|ASTE	LOC6546939|XP_001976048.1|DERE
OG0002535	LOC118503150|XP_035892011.1|ASTE	LOC6545355|XP_001973295.1|DERE
OG0002536	LOC118512168|XP_035912146.1|ASTE, LOC118506053|XP_035898588.1|ASTE	LOC26526242|XP_015009370.1|DERE
OG0002537	LOC118513374|XP_035914903.1|ASTE	LOC6548412|XP_001976523.2|DERE
OG0002539	LOC118508638|XP_035904392.1|ASTE	LOC6548405|XP_001976671.1|DERE
OG0002540	LOC118512744|XP_035913527.1|ASTE, LOC118513058|XP_035914299.1|ASTE	LOC6553038|XP_001980043.1|DERE
OG0002541	LOC118512467|XP_035912840.1|ASTE, LOC118516402|XP_035918157.1|ASTE	LOC6550206|XP_001977562.1|DERE
OG0002542	LOC118517257|XP_035919127.1|ASTE, LOC118509608|XP_035906311.1|ASTE, LOC118517433|XP_035919447.1|ASTE	LOC6550462|XP_001977789.1|DERE
OG0002543	LOC118504388|XP_035894691.1|ASTE, LOC118517318|XP_035919190.1|ASTE, LOC118509376|XP_035905810.1|ASTE	LOC6551037|XP_001978304.1|DERE
OG0002544	LOC118512658|XP_035913287.1|ASTE, LOC118512903|XP_035913917.1|ASTE	LOC6555258|XP_001982299.3|DERE
OG0002545	LOC118506277|XP_035899087.1|ASTE	LOC6555636|XP_001982520.1|DERE
OG0002547	LOC118511076|XP_035909643.1|ASTE, LOC118506951|XP_035900663.1|ASTE	LOC6551329|XP_001978419.1|DERE
OG0002548	LOC118504305|XP_035894503.1|ASTE	LOC6551303|XP_001978402.1|DERE
OG0002549	LOC118511409|XP_035910362.1|ASTE	LOC6550051|XP_001977517.1|DERE
OG0002550	LOC118511019|XP_035909497.1|ASTE	LOC6550863|XP_026837480.1|DERE
OG0002551	LOC118513200|XP_035914630.1|ASTE	LOC6554201|XP_001981037.1|DERE
OG0002552	LOC118509143|XP_035905242.1|ASTE	LOC6548806|XP_001974086.1|DERE
OG0002553	LOC118502525|XP_035890682.1|ASTE, LOC118516396|XP_035918154.1|ASTE	LOC6549695|XP_026837631.1|DERE
OG0002554	LOC118511133|XP_035909760.1|ASTE	LOC6551247|XP_001978435.1|DERE
OG0002555	LOC118506047|XP_035898575.1|ASTE	LOC6550838|XP_001977003.1|DERE
OG0002556	LOC118508260|XP_035903781.1|ASTE	LOC6543472|XP_001969503.1|DERE
OG0002557	LOC118508144|XP_035903568.1|ASTE	LOC6550834|XP_001978276.1|DERE
OG0002558	LOC118504220|XP_035894320.1|ASTE, LOC118505771|XP_035897924.1|ASTE	LOC6554337|XP_001982101.1|DERE
OG0002559	LOC118512460|XP_035912827.1|ASTE, LOC118512932|XP_035913989.1|ASTE	LOC6541859|XP_015014681.1|DERE
OG0002560	LOC118517421|XP_035919423.1|ASTE	LOC6553463|XP_026839578.1|DERE
OG0002561	LOC118517424|XP_035919429.1|ASTE	LOC6553804|XP_001979561.3|DERE
OG0002562	LOC118504241|XP_035894360.1|ASTE	LOC6551366|XP_026838855.1|DERE
OG0002564	LOC118517597|XP_035919780.1|ASTE	LOC6555350|XP_001981200.1|DERE
OG0002565	LOC118515673|XP_035917938.1|ASTE	LOC6552416|XP_001980861.1|DERE
OG0002566	LOC118509714|XP_035906698.1|ASTE	LOC6551859|XP_001979656.3|DERE
OG0002567	LOC118506168|XP_035898835.1|ASTE	LOC6551194|XP_026838835.1|DERE
OG0002568	LOC118509567|XP_035906221.1|ASTE, LOC118509755|XP_035906782.1|ASTE	LOC6552676|XP_001980915.1|DERE
OG0002569	LOC118516414|XP_035918170.1|ASTE, LOC118509551|XP_035906195.1|ASTE	LOC6544549|XP_001973471.1|DERE
OG0002570	LOC118516453|XP_035918246.1|ASTE	LOC6551817|XP_001979624.1|DERE
OG0002571	LOC118510736|XP_035908841.1|ASTE	LOC6551819|XP_001979626.2|DERE
OG0002572	LOC118506200|XP_035898901.1|ASTE	LOC6547516|XP_001974853.1|DERE
OG0002573	LOC118509837|XP_035906926.1|ASTE	LOC6551842|XP_001979639.1|DERE
OG0002574	LOC118511632|XP_035910837.1|ASTE	LOC6551856|XP_001979653.1|DERE
OG0002575	LOC118517402|XP_035919360.1|ASTE	LOC6554052|XP_015010083.1|DERE
OG0002576	LOC118506845|XP_035900462.1|ASTE	LOC6549988|XP_026837806.1|DERE
OG0002577	LOC118508054|XP_035903400.1|ASTE	LOC6543616|XP_026832846.1|DERE
OG0002578	LOC118517481|XP_035919555.1|ASTE	LOC6540659|XP_001968676.1|DERE
OG0002579	LOC118511176|XP_035909823.1|ASTE	LOC6542315|XP_001969784.1|DERE
OG0002580	LOC118510246|XP_035907716.1|ASTE	LOC6546672|XP_001975865.1|DERE
OG0002581	LOC118516055|XP_035917986.1|ASTE	LOC6555309|XP_026831460.1|DERE
OG0002582	LOC118502663|XP_035891018.1|ASTE	LOC6552314|XP_001980767.2|DERE
OG0002583	LOC118508280|XP_035903814.1|ASTE	LOC6552041|XP_026831919.1|DERE
OG0002584	LOC118511926|XP_035911489.1|ASTE	LOC6543556|XP_015014079.1|DERE
OG0002586	LOC118516567|XP_035918426.1|ASTE, LOC118505597|XP_035897512.1|ASTE	LOC6554072|XP_001979582.2|DERE
OG0002587	LOC118516566|XP_035918422.1|ASTE, LOC118505596|XP_035897511.1|ASTE	LOC6552791|XP_001981002.2|DERE
OG0002588	LOC118507509|XP_035901942.1|ASTE	LOC6552274|XP_026831922.1|DERE
OG0002589	LOC118504558|XP_035895061.1|ASTE	LOC6555239|XP_001981646.2|DERE
OG0002590	LOC118516413|XP_035918168.1|ASTE, LOC118509550|XP_035906193.1|ASTE	LOC6549670|XP_001977456.1|DERE
OG0002591	LOC118507059|XP_035900918.1|ASTE	LOC6555141|XP_001981152.1|DERE
OG0002592	LOC118505582|XP_035897435.1|ASTE	LOC6554446|XP_026839740.1|DERE
OG0002593	LOC118505585|XP_035897442.1|ASTE	LOC6554451|XP_001981519.2|DERE
OG0002594	LOC118505591|XP_035897462.1|ASTE	LOC6552842|XP_026839669.1|DERE
OG0002595	LOC118505595|XP_035897510.1|ASTE, LOC118516564|XP_035918419.1|ASTE	LOC6554070|XP_001979580.1|DERE
OG0002596	LOC118506469|XP_035899537.1|ASTE	LOC6553535|XP_026837670.1|DERE
OG0002597	LOC118504487|XP_035894899.1|ASTE	LOC6552106|XP_001980700.1|DERE
OG0002598	LOC118508473|XP_035904176.1|ASTE	LOC6554896|XP_001982207.2|DERE
OG0002599	LOC118506374|XP_035899292.1|ASTE, LOC118516700|XP_035918540.1|ASTE	LOC6552315|XP_026839822.1|DERE
OG0002600	LOC118507557|XP_035902039.1|ASTE	LOC6541688|XP_001969121.1|DERE
OG0002601	LOC118507544|XP_035902017.1|ASTE	LOC6553626|XP_001979284.1|DERE
OG0002602	LOC118507535|XP_035902000.1|ASTE	LOC6555426|XP_001981441.1|DERE
OG0002603	LOC118504472|XP_035894878.1|ASTE	LOC6554225|XP_026832064.1|DERE
OG0002604	LOC118504474|XP_035894880.1|ASTE	LOC6554226|XP_001981243.1|DERE
OG0002605	LOC118502919|XP_035891547.1|ASTE	LOC6553640|XP_001980371.1|DERE
OG0002606	LOC118506777|XP_035900271.1|ASTE	LOC6553424|XP_026835953.1|DERE
OG0002607	LOC118506782|XP_035900288.1|ASTE	LOC6553575|XP_001979246.1|DERE
OG0002608	LOC118502567|XP_035890781.1|ASTE	LOC6553315|XP_001980159.1|DERE
OG0002609	LOC118513289|XP_035914754.1|ASTE	LOC6546778|XP_001976005.1|DERE
OG0002610	LOC118503564|XP_035892869.1|ASTE	LOC6553422|XP_001979320.1|DERE
OG0002611	LOC118508299|XP_035903845.1|ASTE	LOC6552305|XP_001980830.1|DERE
OG0002612	LOC118504475|XP_035894881.1|ASTE	LOC6553774|XP_001979441.1|DERE
OG0002613	LOC118504486|XP_035894898.1|ASTE	LOC6554350|XP_015009295.1|DERE
OG0002614	LOC118504479|XP_035894883.1|ASTE	LOC6554203|XP_001981668.2|DERE
OG0002615	LOC118502832|XP_035891400.1|ASTE	LOC6546291|XP_001971314.1|DERE
OG0002616	LOC118502678|XP_035891075.1|ASTE	LOC6554358|XP_001981533.1|DERE
OG0002617	LOC118506357|XP_035899262.1|ASTE	LOC6552126|XP_001980787.1|DERE
OG0002618	LOC118504683|XP_035895390.1|ASTE	LOC6552153|XP_001978826.1|DERE
OG0002619	LOC118507881|XP_035902985.1|ASTE	LOC6552233|XP_026831801.1|DERE
OG0002620	LOC118505548|XP_035897389.1|ASTE	LOC6554712|XP_026831503.1|DERE
OG0002621	LOC118503372|XP_035892459.1|ASTE	LOC6554917|XP_001982239.1|DERE
OG0002622	LOC118510556|XP_035908431.1|ASTE	LOC6544836|XP_001973196.1|DERE
OG0002623	LOC118503282|XP_035892262.1|ASTE	LOC6552415|XP_001980860.1|DERE
OG0002624	LOC118503286|XP_035892267.1|ASTE	LOC6555393|XP_001982349.1|DERE
OG0002625	LOC118503280|XP_035892251.1|ASTE	LOC6555421|XP_026839854.1|DERE
OG0002626	LOC118506151|XP_035898800.1|ASTE	LOC6551636|XP_001978584.1|DERE
OG0002627	LOC118506889|XP_035900550.1|ASTE	LOC6555171|XP_015008846.1|DERE
OG0002628	LOC118506909|XP_035900595.1|ASTE	LOC6552707|XP_026839464.1|DERE
OG0002629	LOC118506883|XP_035900538.1|ASTE	LOC6551804|XP_026831800.1|DERE
OG0002630	LOC118505873|XP_035898189.1|ASTE	LOC6553108|XP_001980103.1|DERE
OG0002631	LOC118507894|XP_035903037.1|ASTE	LOC6554145|XP_001981904.1|DERE
OG0002632	LOC118506445|XP_035899474.1|ASTE	LOC6552607|XP_001979887.1|DERE
OG0002633	LOC118505406|XP_035897047.1|ASTE	LOC26526922|XP_015010539.1|DERE
OG0002634	LOC118505401|XP_035897027.1|ASTE	LOC6552652|XP_026832124.1|DERE
OG0002635	LOC118502842|XP_035891424.1|ASTE	LOC6552262|XP_001980743.1|DERE
OG0002636	LOC118507863|XP_035902960.1|ASTE	LOC6552021|XP_001978786.1|DERE
OG0002637	LOC118507836|XP_035902833.1|ASTE	LOC6543010|XP_026835569.1|DERE
OG0002638	LOC118506923|XP_035900613.1|ASTE	LOC6554117|XP_001981272.2|DERE
OG0002639	LOC118504444|XP_035894822.1|ASTE	LOC6553990|XP_026832135.1|DERE
OG0002640	LOC118502399|XP_035890514.1|ASTE	LOC6553394|XP_001980219.1|DERE
OG0002641	LOC118508324|XP_035903887.1|ASTE, LOC118517056|XP_035918797.1|ASTE	LOC6553391|XP_001980216.1|DERE
OG0002642	LOC118505809|XP_035898044.1|ASTE	LOC6553380|XP_001980215.1|DERE
OG0002643	LOC118505808|XP_035898041.1|ASTE	LOC6553379|XP_026839782.1|DERE
OG0002644	LOC118502939|XP_035891583.1|ASTE	LOC6552955|XP_001979043.1|DERE
OG0002645	LOC118502932|XP_035891571.1|ASTE	LOC6552949|XP_015009571.1|DERE
OG0002646	LOC118506368|XP_035899284.1|ASTE, LOC118515296|XP_035917865.1|ASTE	LOC6554648|XP_001981972.2|DERE
OG0002647	LOC118515294|XP_035917864.1|ASTE, LOC118506370|XP_035899285.1|ASTE	LOC6552934|XP_001981011.1|DERE
OG0002648	LOC118504696|XP_035895416.1|ASTE	LOC6553574|XP_026839497.1|DERE
OG0002649	LOC118507512|XP_035901946.1|ASTE	LOC6552957|XP_026832129.1|DERE
OG0002650	LOC118507896|XP_035903044.1|ASTE	LOC6552935|XP_026832051.1|DERE
OG0002651	LOC118508441|XP_035904125.1|ASTE	LOC6553317|XP_026831528.1|DERE
OG0002652	LOC118504418|XP_035894745.1|ASTE	LOC6553511|XP_026836404.1|DERE
OG0002653	LOC118505142|XP_035896387.1|ASTE	LOC6555456|XP_001981456.1|DERE
OG0002654	LOC118505140|XP_035896385.1|ASTE	LOC6555459|XP_026839826.1|DERE
OG0002655	LOC118505780|XP_035897950.1|ASTE	LOC6553776|XP_026831923.1|DERE
OG0002656	LOC118505436|XP_035897111.1|ASTE	LOC6552748|XP_026839385.1|DERE
OG0002657	LOC118507840|XP_035902856.1|ASTE	LOC6552263|XP_001980744.1|DERE
OG0002658	LOC118503278|XP_035892249.1|ASTE	LOC6554863|XP_001981106.1|DERE
OG0002659	LOC118505691|XP_035897723.1|ASTE	LOC6555353|XP_001981432.1|DERE
OG0002660	LOC118511932|XP_035911506.1|ASTE	LOC6550956|XP_001978238.1|DERE
OG0002661	LOC118511936|XP_035911516.1|ASTE	LOC6554271|XP_015009209.1|DERE
OG0002662	LOC118513093|XP_035914387.1|ASTE	LOC6548407|XP_015011507.1|DERE
OG0002663	LOC118503591|XP_035892937.1|ASTE	LOC6554948|XP_001982018.1|DERE
OG0002664	LOC118503269|XP_035892222.1|ASTE	LOC6542930|XP_026835555.1|DERE
OG0002665	LOC118512094|XP_035911951.1|ASTE	LOC6543003|XP_001970502.1|DERE
OG0002666	LOC118508861|XP_035904512.1|ASTE	LOC6541811|XP_026835486.1|DERE
OG0002667	LOC118511456|XP_035910450.1|ASTE	LOC6543263|XP_001969102.1|DERE
OG0002668	LOC118510197|XP_035907613.1|ASTE	LOC6545847|XP_026833556.1|DERE
OG0002669	LOC118510199|XP_035907624.1|ASTE	LOC6542232|XP_001969212.1|DERE
OG0002670	LOC118513118|XP_035914410.1|ASTE	LOC6543832|XP_026833811.1|DERE
OG0002671	LOC118513129|XP_035914439.1|ASTE	LOC6543836|XP_015013719.1|DERE
OG0002672	LOC118512063|XP_035911819.1|ASTE	LOC6547671|XP_015012225.1|DERE
OG0002673	LOC118513613|XP_035915557.1|ASTE, LOC118517284|XP_035919150.1|ASTE	LOC6548394|XP_001976526.1|DERE
OG0002674	LOC118512202|XP_035912201.1|ASTE	LOC6541414|XP_026834448.1|DERE
OG0002675	LOC118512061|XP_035911814.1|ASTE	LOC6544488|XP_026833642.1|DERE
OG0002676	LOC118512069|XP_035911848.1|ASTE	LOC6548442|XP_026836006.1|DERE
OG0002677	LOC118512067|XP_035911844.1|ASTE	LOC6543346|XP_026834645.1|DERE
OG0002678	LOC118506129|XP_035898756.1|ASTE	LOC6547112|XP_026837133.1|DERE
OG0002679	LOC118509019|XP_035904931.1|ASTE	LOC6548410|XP_001976521.1|DERE
OG0002680	LOC118507658|XP_035902327.1|ASTE	LOC6555647|XP_001982411.2|DERE
OG0002681	LOC118509601|XP_035906286.1|ASTE, LOC118516337|XP_035918039.1|ASTE	LOC6547701|XP_015012219.1|DERE
OG0002682	LOC118509836|XP_035906922.1|ASTE	LOC6543948|XP_001971925.1|DERE
OG0002683	LOC118506407|XP_035899374.1|ASTE	LOC6552964|XP_001980965.2|DERE
OG0002684	LOC118510134|XP_035907504.1|ASTE, LOC118516924|XP_035918661.1|ASTE	LOC6550539|XP_001977964.1|DERE
OG0002685	LOC118513007|XP_035914164.1|ASTE	LOC6545059|XP_026833454.1|DERE
OG0002686	LOC118510251|XP_035907730.1|ASTE, LOC118517274|XP_035919141.1|ASTE	LOC6546521|XP_001971274.1|DERE
OG0002687	LOC118516849|XP_035918599.1|ASTE, LOC118510499|XP_035908292.1|ASTE	LOC6543561|XP_015012997.1|DERE
OG0002688	LOC118514455|XP_035917265.1|ASTE	LOC6543694|XP_001972968.1|DERE
OG0002689	LOC118512206|XP_035912212.1|ASTE	LOC6551300|XP_001978399.2|DERE
OG0002690	LOC118510501|XP_035908297.1|ASTE, LOC118516851|XP_035918603.1|ASTE	LOC6543810|XP_001972359.1|DERE
OG0002691	LOC118516852|XP_035918606.1|ASTE, LOC118510507|XP_035908309.1|ASTE	LOC6547372|XP_001976317.2|DERE
OG0002692	LOC118516856|XP_035918610.1|ASTE, LOC118510514|XP_035908319.1|ASTE	LOC6548114|XP_001976544.1|DERE
OG0002693	LOC118510523|XP_035908361.1|ASTE	LOC6545685|XP_026832391.1|DERE
OG0002694	LOC118517288|XP_035919157.1|ASTE, LOC118513605|XP_035915538.1|ASTE	LOC6542313|XP_026834214.1|DERE
OG0002695	LOC118511565|XP_035910697.1|ASTE	LOC6544693|XP_001972016.1|DERE
OG0002696	LOC118510455|XP_035908180.1|ASTE	LOC6544226|XP_001973042.1|DERE
OG0002697	LOC118509538|XP_035906158.1|ASTE	LOC6543942|XP_001971399.1|DERE
OG0002698	LOC118512738|XP_035913496.1|ASTE	LOC6546510|XP_026833886.1|DERE
