Orthogroup	ASTE.longest_only	DVIR.longest_only
OG0000882	LOC118517489|XP_035919578.1|ASTE	LOC26530844|XP_015026764.1|DVIR, LOC6628029|XP_002052906.1|DVIR
OG0000884	LOC118506119|XP_035898727.1|ASTE	LOC6631600|XP_002055717.2|DVIR
OG0000885	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE	LOC6630753|XP_015026921.1|DVIR
OG0000887	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE	LOC6634450|XP_032296288.1|DVIR
OG0000888	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE	LOC6636828|XP_002060318.2|DVIR, LOC116650251|XP_032289385.1|DVIR, LOC6631185|XP_002053240.1|DVIR
OG0000889	LOC118512813|XP_035913661.1|ASTE	LOC6622341|XP_002047922.1|DVIR
OG0000890	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE	LOC6625601|XP_002050261.2|DVIR
OG0000891	LOC118513936|XP_035916207.1|ASTE	LOC6628951|XP_002052354.1|DVIR
OG0000892	LOC118511588|XP_035910732.1|ASTE	LOC6624054|XP_015030510.1|DVIR
OG0000893	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE	LOC6632284|XP_002056422.2|DVIR
OG0000894	LOC118502648|XP_035890990.1|ASTE	LOC6633189|XP_015025780.1|DVIR, LOC6630703|XP_002054643.1|DVIR
OG0000895	LOC118504523|XP_035894958.1|ASTE	LOC6626507|XP_002050206.2|DVIR, LOC6637024|XP_002060449.3|DVIR, LOC6626508|XP_002050207.1|DVIR
OG0000896	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE	LOC6633307|XP_002057406.2|DVIR
OG0000907	LOC118511869|XP_035911366.1|ASTE	LOC6625441|XP_002049977.1|DVIR
OG0000909	LOC118503116|XP_035891954.1|ASTE	LOC6630227|XP_032295014.1|DVIR
OG0000910	LOC118514476|XP_035917293.1|ASTE	LOC6636138|XP_032296077.1|DVIR, LOC6633132|XP_015025958.1|DVIR
OG0000911	LOC118510415|XP_035908076.1|ASTE	LOC6625813|XP_002050595.1|DVIR
OG0000912	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE	LOC6622240|XP_002048678.1|DVIR
OG0000913	LOC118509679|XP_035906610.1|ASTE	LOC6622394|XP_015031465.1|DVIR, LOC116649768|XP_032294766.1|DVIR
OG0000914	LOC118513367|XP_035914891.1|ASTE	LOC6625634|XP_002050759.1|DVIR
OG0000915	LOC118514577|XP_035917472.1|ASTE	LOC6624907|XP_002050220.1|DVIR
OG0000916	LOC118509337|XP_035905708.1|ASTE	LOC6628383|XP_015028628.1|DVIR
OG0000917	LOC118510102|XP_035907426.1|ASTE	LOC116650092|XP_032289321.1|DVIR, LOC26531740|XP_032289056.1|DVIR, LOC6636301|XP_032289055.1|DVIR, LOC6628562|XP_032294275.1|DVIR
OG0000918	LOC118512612|XP_035913178.1|ASTE	LOC6633907|XP_002057600.2|DVIR
OG0000920	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE	LOC6631868|XP_002055729.1|DVIR
OG0000921	LOC118503009|XP_035891716.1|ASTE	LOC6633285|XP_032296543.1|DVIR
OG0000922	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE	LOC6624203|XP_002046311.1|DVIR
OG0000923	LOC118504234|XP_035894347.1|ASTE	LOC6633149|XP_032289546.1|DVIR
OG0000924	LOC118507197|XP_035901164.1|ASTE	LOC6634642|XP_032296402.1|DVIR
OG0000925	LOC118504737|XP_035895507.1|ASTE	LOC6629469|XP_002054084.1|DVIR, LOC6629470|XP_002054085.1|DVIR
OG0000935	LOC118508431|XP_035904105.1|ASTE, LOC118507553|XP_035902028.1|ASTE	LOC6629935|XP_032295282.1|DVIR
OG0000936	LOC118512980|XP_035914130.1|ASTE	LOC26531850|XP_015027951.1|DVIR
OG0000938	LOC118508148|XP_035903581.1|ASTE	LOC6634443|XP_002058058.2|DVIR
OG0000939	LOC118513339|XP_035914854.1|ASTE	LOC6628877|XP_002051657.1|DVIR
OG0000940	LOC118504529|XP_035894966.1|ASTE	LOC6631635|XP_032295957.1|DVIR, LOC6622897|XP_002046496.1|DVIR
OG0000942	LOC118504770|XP_035895593.1|ASTE	LOC6622183|XP_002048272.2|DVIR
OG0000943	LOC118512854|XP_035913820.1|ASTE	LOC6625103|XP_032291712.1|DVIR, LOC26531691|XP_032293157.1|DVIR
OG0000944	LOC118509354|XP_035905765.1|ASTE	LOC6631350|XP_002054991.1|DVIR, LOC6629350|XP_002053266.1|DVIR
OG0000945	LOC118509858|XP_035906959.1|ASTE	LOC116650756|XP_032291321.1|DVIR, LOC6622580|XP_002046437.1|DVIR
OG0000946	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE	LOC6628668|XP_002051824.1|DVIR
OG0000947	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE	LOC6625546|XP_002049981.1|DVIR
OG0000948	LOC118507585|XP_035902140.1|ASTE	LOC6623734|XP_002046831.1|DVIR, LOC6637061|XP_002060479.2|DVIR
OG0000949	LOC118504586|XP_035895128.1|ASTE	LOC6633358|XP_002056982.2|DVIR
OG0000949	LOC118504585|XP_035895126.1|ASTE	LOC6633356|XP_015025630.1|DVIR
OG0000950	LOC118505342|XP_035896892.1|ASTE	LOC116649735|XP_032296341.1|DVIR, LOC6634491|XP_002058229.2|DVIR, LOC6632489|XP_015026143.1|DVIR
OG0000951	LOC118505491|XP_035897238.1|ASTE	LOC6629850|XP_002054471.1|DVIR, LOC6633470|XP_002057061.1|DVIR
OG0000952	LOC118514194|XP_035916776.1|ASTE	LOC6628104|XP_002052009.2|DVIR
OG0000963	LOC118516900|XP_035918640.1|ASTE	LOC6635434|XP_002059070.1|DVIR
OG0000964	LOC118508300|XP_035903846.1|ASTE	LOC6625956|XP_002049587.1|DVIR
OG0000965	LOC118508969|XP_035904831.1|ASTE	LOC6636029|XP_002059634.1|DVIR
OG0000966	LOC118516206|XP_035918003.1|ASTE	LOC6624790|XP_002049341.2|DVIR
OG0000968	LOC118514249|XP_035916854.1|ASTE	LOC6623806|XP_002046259.1|DVIR, LOC116650601|XP_032290582.1|DVIR, LOC6623986|XP_002046258.1|DVIR
OG0000969	LOC118511848|XP_035911286.1|ASTE	LOC6626177|XP_002050162.1|DVIR
OG0000970	LOC118511626|XP_035910826.1|ASTE	LOC6633180|XP_002055968.1|DVIR
OG0000971	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE	LOC6629045|XP_002052191.2|DVIR
OG0000972	LOC118513280|XP_035914739.1|ASTE	LOC6624445|XP_002046535.1|DVIR
OG0000974	LOC118508940|XP_035904742.1|ASTE	LOC6623372|XP_002047777.1|DVIR
OG0000975	LOC118502571|XP_035890786.1|ASTE	LOC6632293|XP_002056735.3|DVIR
OG0000977	LOC118510938|XP_035909267.1|ASTE	LOC116651608|XP_032294243.1|DVIR, LOC6630275|XP_032294020.1|DVIR
OG0000978	LOC118508060|XP_035903408.1|ASTE	LOC6630415|XP_002053290.1|DVIR
OG0000988	LOC118511282|XP_035910069.1|ASTE	LOC6625619|XP_032293310.1|DVIR, LOC6633589|XP_015025696.1|DVIR, LOC6633210|XP_002055975.1|DVIR, LOC6627863|XP_015028725.1|DVIR
OG0000990	LOC118517440|XP_035919462.1|ASTE	LOC116652292|XP_032296491.1|DVIR, LOC6634419|XP_002058225.1|DVIR
OG0000991	LOC118512066|XP_035911834.1|ASTE	LOC6631787|XP_032295461.1|DVIR
OG0000992	LOC118505427|XP_035897082.1|ASTE	LOC6631174|XP_002054304.1|DVIR
OG0000994	LOC118504834|XP_035895732.1|ASTE	LOC6634086|XP_002057506.1|DVIR
OG0000994	LOC118504833|XP_035895730.1|ASTE	LOC6633639|XP_002056833.1|DVIR
OG0000995	LOC118512963|XP_035914082.1|ASTE	LOC116651825|XP_032294795.1|DVIR, LOC6631774|XP_002055182.1|DVIR
OG0000996	LOC118512440|XP_035912794.1|ASTE	LOC6635431|XP_002059067.1|DVIR, LOC6635959|XP_015024279.1|DVIR
OG0000997	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE	LOC6626261|XP_002048774.3|DVIR, LOC6626262|XP_032291610.1|DVIR
OG0000998	LOC118511296|XP_035910096.1|ASTE	LOC6624648|XP_032290195.1|DVIR
OG0000999	LOC118509774|XP_035906806.1|ASTE	LOC6636087|XP_002059618.1|DVIR
OG0001000	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE	LOC6625993|XP_002050016.2|DVIR
OG0001001	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE	LOC6636378|XP_002059907.1|DVIR
OG0001002	LOC118514655|XP_035917581.1|ASTE	LOC6628652|XP_015028543.1|DVIR
OG0001003	LOC118506710|XP_035900094.1|ASTE	LOC6629305|XP_032288771.1|DVIR
OG0001004	LOC118503620|XP_035892998.1|ASTE	LOC6630123|XP_002053394.1|DVIR
OG0001005	LOC118502561|XP_035890772.1|ASTE	LOC6633514|XP_015025685.1|DVIR
OG0001006	LOC118517610|XP_035919799.1|ASTE	LOC6624367|XP_002047642.1|DVIR
OG0001007	LOC118505393|XP_035896998.1|ASTE	LOC6636203|XP_002059693.1|DVIR, LOC6622784|XP_002046475.1|DVIR
OG0001008	LOC118504118|XP_035894102.1|ASTE	LOC6636669|XP_002060147.1|DVIR
OG0001009	LOC118510858|XP_035909084.1|ASTE	LOC6630937|XP_002053490.1|DVIR
OG0001019	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE	LOC6630451|XP_002053912.2|DVIR
OG0001020	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE	LOC6632054|XP_002055107.2|DVIR
OG0001021	LOC118504539|XP_035895002.1|ASTE	LOC6627907|XP_002051400.1|DVIR
OG0001022	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE	LOC6636715|XP_002060188.2|DVIR
OG0001024	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE	LOC6630574|XP_032294346.1|DVIR
OG0001025	LOC118512141|XP_035912055.1|ASTE	LOC6623286|XP_002046728.1|DVIR
OG0001026	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE	LOC6623761|XP_002047354.1|DVIR, LOC6625057|XP_002050591.2|DVIR
OG0001027	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE	LOC6622884|XP_015031437.1|DVIR
OG0001028	LOC118509366|XP_035905783.1|ASTE	LOC6627398|XP_002052150.1|DVIR
OG0001029	LOC118506615|XP_035899873.1|ASTE	LOC6635696|XP_002059269.1|DVIR
OG0001031	LOC118513594|XP_035915474.1|ASTE	LOC6627800|XP_032293533.1|DVIR
OG0001032	LOC118502553|XP_035890742.1|ASTE	LOC6629006|XP_015028159.1|DVIR
OG0001033	LOC118507110|XP_035901005.1|ASTE	LOC6626211|XP_032292001.1|DVIR, LOC6625177|XP_002049251.2|DVIR
OG0001042	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE	LOC6630467|XP_002054103.1|DVIR
OG0001043	LOC118505866|XP_035898174.1|ASTE	LOC116651817|XP_032294780.1|DVIR, LOC6631776|XP_002055184.1|DVIR, LOC6634126|XP_002057727.1|DVIR
OG0001044	LOC118513170|XP_035914510.1|ASTE	LOC6626377|XP_002050354.1|DVIR
OG0001045	LOC118507906|XP_035903057.1|ASTE	LOC6625875|XP_032292732.1|DVIR
OG0001046	LOC118506997|XP_035900775.1|ASTE	LOC6625276|XP_002049861.2|DVIR
OG0001047	LOC118513825|XP_035915954.1|ASTE	LOC6627141|XP_032293161.1|DVIR, LOC6635343|XP_002058870.1|DVIR
OG0001048	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE	LOC6627020|XP_002049730.2|DVIR
OG0001049	LOC118510290|XP_035907799.1|ASTE	LOC6628822|XP_002052587.3|DVIR, LOC6636597|XP_015023830.1|DVIR
OG0001050	LOC118514219|XP_035916809.1|ASTE	LOC6622895|XP_002046500.2|DVIR
OG0001051	LOC118510039|XP_035907319.1|ASTE	LOC116649777|XP_032293688.1|DVIR
OG0001052	LOC118513249|XP_035914703.1|ASTE	LOC6628907|XP_032293406.1|DVIR
OG0001053	LOC118506573|XP_035899808.1|ASTE	LOC6633376|XP_002057329.3|DVIR
OG0001054	LOC118508364|XP_035903978.1|ASTE	LOC6635135|XP_002058374.1|DVIR
OG0001055	LOC118502413|XP_035890530.1|ASTE	LOC116650339|XP_032289626.1|DVIR, LOC6632772|XP_032289625.1|DVIR
OG0001056	LOC118505006|XP_035896088.1|ASTE	LOC6634767|XP_002058006.2|DVIR
OG0001057	LOC118507569|XP_035902085.1|ASTE	LOC6634108|XP_002057876.1|DVIR
OG0001058	LOC118505311|XP_035896842.1|ASTE	LOC6633332|XP_032288937.1|DVIR
OG0001073	LOC118504199|XP_035894705.1|ASTE	LOC6631108|XP_032294775.1|DVIR
OG0001074	LOC118503056|XP_035891814.1|ASTE	LOC6625756|XP_002048722.1|DVIR
OG0001077	LOC118507855|XP_035902882.1|ASTE	LOC6636762|XP_002060214.1|DVIR
OG0001078	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE	LOC6631344|XP_002055781.1|DVIR
OG0001079	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE	LOC6623691|XP_002046332.3|DVIR
OG0001080	LOC118512188|XP_035912172.1|ASTE	LOC6622805|XP_002047052.1|DVIR
OG0001081	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE	LOC6626019|XP_002050434.1|DVIR, LOC6625716|XP_002051048.1|DVIR
OG0001082	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE	LOC6635821|XP_032292116.1|DVIR
OG0001083	LOC118514263|XP_035916872.1|ASTE	LOC6624556|XP_002046600.1|DVIR
OG0001084	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE	LOC6625770|XP_032291601.1|DVIR
OG0001085	LOC118509491|XP_035906039.1|ASTE	LOC6635877|XP_032292195.1|DVIR
OG0001086	LOC118512796|XP_035913612.1|ASTE	LOC6627259|XP_002049915.1|DVIR
OG0001087	LOC118509622|XP_035906371.1|ASTE	LOC6629230|XP_002051256.1|DVIR
OG0001088	LOC118509035|XP_035904967.1|ASTE	LOC6623616|XP_032290761.1|DVIR
OG0001089	LOC118512918|XP_035913960.1|ASTE	LOC6622218|XP_002046343.1|DVIR
OG0001090	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE	LOC6624624|XP_002046559.3|DVIR
OG0001091	LOC118513159|XP_035914499.1|ASTE, LOC118513162|XP_035914502.1|ASTE, LOC118514468|XP_035917286.1|ASTE, LOC118513160|XP_035914501.1|ASTE	LOC6623214|XP_002047769.1|DVIR
OG0001092	LOC118514559|XP_035917442.1|ASTE	LOC6628514|XP_002051500.1|DVIR
OG0001093	LOC118513542|XP_035915309.1|ASTE	LOC6634159|XP_002057526.2|DVIR
OG0001094	LOC118513664|XP_035915652.1|ASTE	LOC6634095|XP_032289030.1|DVIR, LOC6634092|XP_032289019.1|DVIR
OG0001095	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE	LOC6623490|XP_002047330.2|DVIR
OG0001096	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE	LOC6627902|XP_002051816.2|DVIR
OG0001097	LOC118513278|XP_035914737.1|ASTE	LOC6629055|XP_015028704.1|DVIR
OG0001099	LOC118504634|XP_035895252.1|ASTE	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR
OG0001100	LOC118503634|XP_035893024.1|ASTE	LOC6630927|XP_002054316.2|DVIR
OG0001101	LOC118507368|XP_035901679.1|ASTE	LOC6625384|XP_015029439.1|DVIR, LOC6635415|XP_032296144.1|DVIR
OG0001102	LOC118504079|XP_035894038.1|ASTE	LOC6624400|XP_002048390.2|DVIR
OG0001103	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE	LOC6629984|XP_002054342.1|DVIR
OG0001104	LOC118504208|XP_035894289.1|ASTE	LOC6633626|XP_032295684.1|DVIR, LOC6625667|XP_032293368.1|DVIR, LOC6625669|XP_002049369.2|DVIR
OG0001105	LOC118504854|XP_035895762.1|ASTE	LOC6634545|XP_002058289.1|DVIR
OG0001106	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE	LOC6636240|XP_032290058.1|DVIR, LOC116649906|XP_032289068.1|DVIR
OG0001118	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE	LOC6635300|XP_002058809.2|DVIR
OG0001119	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE	LOC6629705|XP_002052963.1|DVIR
OG0001120	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE	LOC6635158|XP_002058352.2|DVIR
OG0001121	LOC118512075|XP_035911900.1|ASTE, LOC118512052|XP_035911792.1|ASTE	LOC6625567|XP_015029296.1|DVIR
OG0001122	LOC118510077|XP_035907374.1|ASTE	LOC6623423|XP_015031044.1|DVIR
OG0001124	LOC118512134|XP_035912037.1|ASTE	LOC6632234|XP_002055818.1|DVIR
OG0001125	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE	LOC6630388|XP_002053996.1|DVIR
OG0001126	LOC118514360|XP_035917078.1|ASTE	LOC6624022|XP_032291223.1|DVIR
OG0001127	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE	LOC6624155|XP_002048332.1|DVIR
OG0001128	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE	LOC6625028|XP_002050451.2|DVIR
OG0001129	LOC118511039|XP_035909525.1|ASTE	LOC6629023|XP_015028172.1|DVIR
OG0001130	LOC118511149|XP_035909769.1|ASTE	LOC6629156|XP_002052450.2|DVIR
OG0001131	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE	LOC6636213|XP_032290165.1|DVIR
OG0001133	LOC118513755|XP_035915813.1|ASTE	LOC6627314|XP_032294185.1|DVIR
OG0001134	LOC118502438|XP_035890559.1|ASTE	LOC6625778|XP_002049128.3|DVIR
OG0001135	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE	LOC6635184|XP_002058383.1|DVIR
OG0001136	LOC118502679|XP_035891077.1|ASTE	LOC6632681|XP_032289553.1|DVIR
OG0001137	LOC118507713|XP_035902501.1|ASTE	LOC6631276|XP_032295423.1|DVIR
OG0001138	LOC118509208|XP_035905374.1|ASTE	LOC6622762|XP_032290633.1|DVIR
OG0001139	LOC118512386|XP_035912651.1|ASTE	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR
OG0001153	LOC118508003|XP_035903270.1|ASTE	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR
OG0001154	LOC118512659|XP_035913299.1|ASTE	LOC6634283|XP_032293417.1|DVIR
OG0001157	LOC118504721|XP_035895504.1|ASTE	LOC6632468|XP_002056169.1|DVIR
OG0001158	LOC118509830|XP_035906897.1|ASTE	LOC6628183|XP_002052917.1|DVIR
OG0001160	LOC118506788|XP_035900298.1|ASTE	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR
OG0001162	LOC118505144|XP_035896396.1|ASTE	LOC6633095|XP_002056278.3|DVIR, LOC116649781|XP_032288723.1|DVIR
OG0001163	LOC118507505|XP_035901931.1|ASTE	LOC6630587|XP_015027550.1|DVIR
OG0001164	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE	LOC6630965|XP_002053799.2|DVIR
OG0001165	LOC118507467|XP_035901855.1|ASTE	LOC6626035|XP_002050802.2|DVIR
OG0001166	LOC118510245|XP_035907708.1|ASTE	LOC6636811|XP_032291485.1|DVIR
OG0001167	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE	LOC6625750|XP_032292349.1|DVIR
OG0001168	LOC118509897|XP_035907038.1|ASTE	LOC6626351|XP_032292402.1|DVIR
OG0001169	LOC118509719|XP_035906701.1|ASTE	LOC6636152|XP_002059659.1|DVIR
OG0001170	LOC118507819|XP_035902790.1|ASTE	LOC6631179|XP_002054309.1|DVIR
OG0001171	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE	LOC6623527|XP_015031175.1|DVIR
OG0001172	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR
OG0001173	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE	LOC6629461|XP_002053878.1|DVIR
OG0001174	LOC118510344|XP_035907928.1|ASTE	LOC6623463|XP_002047307.1|DVIR
OG0001175	LOC118506996|XP_035900774.1|ASTE	LOC6625277|XP_002049862.1|DVIR, LOC6631655|XP_032295641.1|DVIR
OG0001176	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE	LOC6626930|XP_002050881.2|DVIR
OG0001177	LOC118510697|XP_035908780.1|ASTE	LOC26531015|XP_015024560.1|DVIR
OG0001178	LOC118511785|XP_035911195.1|ASTE	LOC6635894|XP_015024224.1|DVIR
OG0001179	LOC118512602|XP_035913151.1|ASTE	LOC6625391|XP_015029276.1|DVIR
OG0001180	LOC118510715|XP_035908811.1|ASTE	LOC6636188|XP_002059734.1|DVIR
OG0001181	LOC118505739|XP_035897822.1|ASTE	LOC6622988|XP_002048219.1|DVIR
OG0001182	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE	LOC6629550|XP_015027075.1|DVIR
OG0001183	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR, LOC6632439|XP_032288753.1|DVIR
OG0001185	LOC118507718|XP_035902509.1|ASTE	LOC6630099|XP_032293859.1|DVIR
OG0001186	LOC118506012|XP_035898491.1|ASTE	LOC6633820|XP_032296603.1|DVIR, LOC6626013|XP_002050237.1|DVIR
OG0001187	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE	LOC6625011|XP_002049761.1|DVIR
OG0001188	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE	LOC6625522|XP_032293332.1|DVIR
OG0001189	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE	LOC6626894|XP_002049428.2|DVIR
OG0001190	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE	LOC6633349|XP_015025540.1|DVIR
OG0001191	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE	LOC6627637|XP_002051111.2|DVIR
OG0001192	LOC118507442|XP_035901817.1|ASTE	LOC6627686|XP_002052505.2|DVIR, LOC6627688|XP_002052507.2|DVIR
OG0001193	LOC118506106|XP_035898685.1|ASTE	LOC6629742|XP_002054146.2|DVIR
OG0001194	LOC118505981|XP_035898435.1|ASTE	LOC6634400|XP_032296299.1|DVIR
OG0001195	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE	LOC6626150|XP_002049631.1|DVIR
OG0001201	LOC118507003|XP_035900789.1|ASTE	LOC6630485|XP_002053192.1|DVIR
OG0001202	LOC118517404|XP_035919371.1|ASTE	LOC6631858|XP_032295558.1|DVIR
OG0001203	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE	LOC6636200|XP_032290093.1|DVIR
OG0001204	LOC118516568|XP_035918429.1|ASTE	LOC6634342|XP_002057470.1|DVIR
OG0001205	LOC118517643|XP_035919856.1|ASTE	LOC6630761|XP_002054620.1|DVIR
OG0001206	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE	LOC6629898|XP_032292908.1|DVIR
OG0001207	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR
OG0001208	LOC118505348|XP_035897352.1|ASTE	LOC6631460|XP_032295580.1|DVIR
OG0001209	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE	LOC6632604|XP_002056216.1|DVIR
OG0001210	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE	LOC6631920|XP_002055747.1|DVIR
OG0001211	LOC118504432|XP_035894765.1|ASTE	LOC6635200|XP_032295397.1|DVIR
OG0001212	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE	LOC6632024|XP_002055239.1|DVIR
OG0001213	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE	LOC6632942|XP_002056765.2|DVIR
OG0001214	LOC118507998|XP_035903262.1|ASTE	LOC6632382|XP_002056005.1|DVIR
