Orthogroup	ASTE.longest_only	CPIP.longest_only
OG0001031	LOC118513594|XP_035915474.1|ASTE	LOC120422610|XP_039442034.1|CPIP
OG0001032	LOC118502553|XP_035890742.1|ASTE	LOC120420748|XP_039439778.1|CPIP
OG0001033	LOC118507110|XP_035901005.1|ASTE	LOC120412515|XP_039428945.1|CPIP
OG0001042	LOC118512102|XP_035911999.1|ASTE	LOC120415636|XP_039433169.1|CPIP
OG0001042	LOC118512341|XP_035912566.1|ASTE	LOC120415634|XP_039433167.1|CPIP
OG0001043	LOC118505866|XP_035898174.1|ASTE	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP
OG0001044	LOC118513170|XP_035914510.1|ASTE	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP
OG0001045	LOC118507906|XP_035903057.1|ASTE	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP
OG0001046	LOC118506997|XP_035900775.1|ASTE	LOC120414288|XP_039431353.1|CPIP
OG0001047	LOC118513825|XP_035915954.1|ASTE	LOC120419261|XP_039437850.1|CPIP
OG0001048	LOC118508135|XP_035903535.1|ASTE	LOC120415347|XP_039432770.1|CPIP
OG0001048	LOC118513731|XP_035915777.1|ASTE	LOC120415491|XP_039432993.1|CPIP
OG0001049	LOC118510290|XP_035907799.1|ASTE	LOC120418908|XP_039437369.1|CPIP
OG0001050	LOC118514219|XP_035916809.1|ASTE	LOC120424973|XP_039445263.1|CPIP
OG0001051	LOC118510039|XP_035907319.1|ASTE	LOC120428680|XP_039449673.1|CPIP
OG0001051	LOC118509235|XP_035905437.1|ASTE	LOC120427127|XP_039447913.1|CPIP
OG0001052	LOC118513249|XP_035914703.1|ASTE	LOC120423094|XP_039442705.1|CPIP
OG0001053	LOC118506573|XP_035899808.1|ASTE	LOC120414310|XP_039431383.1|CPIP
OG0001054	LOC118508364|XP_035903978.1|ASTE	LOC120426826|XP_039447547.1|CPIP
OG0001056	LOC118505006|XP_035896088.1|ASTE	LOC120418272|XP_039436525.1|CPIP
OG0001057	LOC118507569|XP_035902085.1|ASTE	LOC120430572|XP_039451611.1|CPIP
OG0001058	LOC118505311|XP_035896842.1|ASTE	LOC120416636|XP_039434382.1|CPIP
OG0001059	LOC118503881|XP_035893529.1|ASTE	LOC120415206|XP_039432595.1|CPIP
OG0001072	LOC118517493|XP_035919583.1|ASTE	LOC120432331|XP_039453453.1|CPIP
OG0001073	LOC118504199|XP_035894705.1|ASTE	LOC120431391|XP_039452478.1|CPIP
OG0001074	LOC118517447|XP_035919482.1|ASTE	LOC120427970|XP_039448860.1|CPIP
OG0001074	LOC118503056|XP_035891814.1|ASTE	LOC120414966|XP_039432232.1|CPIP
OG0001075	LOC118504760|XP_035895580.1|ASTE	LOC120427450|XP_039448252.1|CPIP
OG0001075	LOC118514265|XP_035916876.1|ASTE	LOC120424385|XP_039444419.1|CPIP
OG0001077	LOC118507855|XP_035902882.1|ASTE	LOC120425417|XP_039445881.1|CPIP
OG0001078	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE	LOC120418041|XP_039436223.1|CPIP
OG0001079	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE	LOC120413721|XP_039430582.1|CPIP
OG0001080	LOC118512188|XP_035912172.1|ASTE	LOC120424184|XP_039444173.1|CPIP
OG0001081	LOC118512185|XP_035912169.1|ASTE	LOC120424185|XP_039444176.1|CPIP
OG0001081	LOC118510555|XP_035908430.1|ASTE	LOC120422819|XP_039442287.1|CPIP
OG0001082	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE	LOC120422638|XP_039442070.1|CPIP
OG0001083	LOC118514263|XP_035916872.1|ASTE	LOC120424383|XP_039444416.1|CPIP
OG0001084	LOC118507701|XP_035902459.1|ASTE	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP
OG0001084	LOC118509434|XP_035905916.1|ASTE	LOC120415730|XP_039433256.1|CPIP
OG0001085	LOC118509491|XP_035906039.1|ASTE	LOC120429944|XP_039450976.1|CPIP
OG0001086	LOC118512796|XP_035913612.1|ASTE	LOC120420100|XP_039438981.1|CPIP
OG0001087	LOC118509622|XP_035906371.1|ASTE	LOC120412412|XP_039428808.1|CPIP
OG0001088	LOC118509035|XP_035904967.1|ASTE	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP
OG0001089	LOC118512918|XP_035913960.1|ASTE	LOC120424839|XP_039445003.1|CPIP
OG0001090	LOC118510579|XP_035908464.1|ASTE	LOC120423504|XP_039443279.1|CPIP
OG0001090	LOC118514620|XP_035917510.1|ASTE	LOC120423512|XP_039443287.1|CPIP
OG0001090	LOC118514621|XP_035917512.1|ASTE	LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP
OG0001091	LOC118513162|XP_035914502.1|ASTE, LOC118514468|XP_035917286.1|ASTE	LOC120421916|XP_039441151.1|CPIP, LOC120421906|XP_039441142.1|CPIP, LOC120421891|XP_039441118.1|CPIP
OG0001091	LOC118513160|XP_035914501.1|ASTE	LOC120421900|XP_039441132.1|CPIP
OG0001092	LOC118514559|XP_035917442.1|ASTE	LOC120413539|XP_039430351.1|CPIP
OG0001093	LOC118513542|XP_035915309.1|ASTE	LOC120413540|XP_039430353.1|CPIP
OG0001094	LOC118513664|XP_035915652.1|ASTE	LOC120413630|XP_039430474.1|CPIP
OG0001095	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE	LOC120417378|XP_039435329.1|CPIP
OG0001095	LOC118511711|XP_035911025.1|ASTE	LOC120417361|XP_039435306.1|CPIP
OG0001095	LOC118511710|XP_035911024.1|ASTE	LOC120417357|XP_039435303.1|CPIP
OG0001096	LOC118514009|XP_035916369.1|ASTE	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP
OG0001096	LOC118510061|XP_035907344.1|ASTE	LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP
OG0001097	LOC118513278|XP_035914737.1|ASTE	LOC120415700|XP_039433225.1|CPIP
OG0001099	LOC118504634|XP_035895252.1|ASTE	LOC120419084|XP_039437601.1|CPIP
OG0001100	LOC118503634|XP_035893024.1|ASTE	LOC120415264|XP_039432666.1|CPIP
OG0001101	LOC118507368|XP_035901679.1|ASTE	LOC120425311|XP_039445716.1|CPIP
OG0001102	LOC118504079|XP_035894038.1|ASTE	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP
OG0001103	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE	LOC120416829|XP_039434650.1|CPIP
OG0001104	LOC118504208|XP_035894289.1|ASTE	LOC120432582|XP_039453752.1|CPIP
OG0001105	LOC118504854|XP_035895762.1|ASTE	LOC120432555|XP_039453718.1|CPIP
OG0001106	LOC118503338|XP_035892396.1|ASTE	LOC120431888|XP_039452951.1|CPIP
OG0001106	LOC118503340|XP_035892398.1|ASTE	LOC120422223|XP_039441542.1|CPIP
OG0001107	LOC118516022|XP_035917982.1|ASTE, LOC118516808|XP_035918581.1|ASTE, LOC118515939|XP_035917973.1|ASTE, LOC118516142|XP_035917995.1|ASTE, LOC118516658|XP_035918515.1|ASTE, LOC118515700|XP_035917942.1|ASTE, LOC118516657|XP_035918513.1|ASTE, LOC118515737|XP_035917948.1|ASTE, LOC118516301|XP_035918017.1|ASTE, LOC118515355|XP_035917907.1|ASTE, LOC118516659|XP_035918516.1|ASTE, LOC118515887|XP_035917967.1|ASTE, LOC118516723|XP_035918562.1|ASTE, LOC118517309|XP_035919188.1|ASTE, LOC118515699|XP_035917941.1|ASTE, LOC118515725|XP_035917945.1|ASTE, LOC118516230|XP_035918006.1|ASTE, LOC118515754|XP_035917951.1|ASTE, LOC118515624|XP_035917934.1|ASTE, LOC118516791|XP_035918578.1|ASTE, LOC118507603|XP_035902169.1|ASTE, LOC118516787|XP_035918574.1|ASTE, LOC118516223|XP_035918004.1|ASTE, LOC118516170|XP_035917998.1|ASTE, LOC118507745|XP_035902640.1|ASTE	LOC120418615|XP_039436994.1|CPIP
OG0001118	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE	LOC120413330|XP_039430037.1|CPIP
OG0001119	LOC118508166|XP_035903605.1|ASTE	LOC120420344|XP_039439272.1|CPIP
OG0001119	LOC118502857|XP_035891459.1|ASTE	LOC120424039|XP_039443997.1|CPIP
OG0001120	LOC118502829|XP_035891396.1|ASTE	LOC120423577|XP_039443370.1|CPIP
OG0001120	LOC118502865|XP_035891466.1|ASTE	LOC120425386|XP_039445836.1|CPIP
OG0001121	LOC118512052|XP_035911792.1|ASTE	LOC120425861|XP_039446420.1|CPIP
OG0001121	LOC118517291|XP_035919169.1|ASTE	LOC120425839|XP_039446395.1|CPIP, LOC120417386|XP_039435339.1|CPIP
OG0001122	LOC118510077|XP_035907374.1|ASTE	LOC120412874|XP_039429439.1|CPIP
OG0001124	LOC118512134|XP_035912037.1|ASTE	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP
OG0001125	LOC118514381|XP_035917148.1|ASTE	LOC120413485|XP_039430269.1|CPIP
OG0001125	LOC118514384|XP_035917155.1|ASTE	LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP
OG0001126	LOC118514360|XP_035917078.1|ASTE	LOC120418013|XP_039436189.1|CPIP
OG0001127	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE	LOC120415811|XP_039433372.1|CPIP
OG0001127	LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE	LOC120429657|XP_039450624.1|CPIP
OG0001128	LOC118512546|XP_035913014.1|ASTE	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP
OG0001129	LOC118511039|XP_035909525.1|ASTE	LOC120422189|XP_039441499.1|CPIP
OG0001130	LOC118511149|XP_035909769.1|ASTE	LOC120424895|XP_039445117.1|CPIP
OG0001131	LOC118513997|XP_035916323.1|ASTE	LOC120419785|XP_039438552.1|CPIP
OG0001131	LOC118513994|XP_035916315.1|ASTE	LOC120429031|XP_039450101.1|CPIP
OG0001131	LOC118513993|XP_035916314.1|ASTE	LOC120419786|XP_039438553.1|CPIP
OG0001132	LOC118510318|XP_035907857.1|ASTE, LOC118510325|XP_035907868.1|ASTE, LOC118510331|XP_035907882.1|ASTE, LOC118513288|XP_035914753.1|ASTE	LOC120425149|XP_039445513.1|CPIP, LOC120425143|XP_039445502.1|CPIP, LOC120425147|XP_039445505.1|CPIP, LOC120425150|XP_039445514.1|CPIP, LOC120425145|XP_039445504.1|CPIP, LOC120425144|XP_039445503.1|CPIP, LOC120425151|XP_039445515.1|CPIP, LOC120425154|XP_039445517.1|CPIP, LOC120412433|XP_039428826.1|CPIP, LOC120418358|XP_039436648.1|CPIP, LOC120412819|XP_039429360.1|CPIP, LOC120412795|XP_039429320.1|CPIP
OG0001133	LOC118513755|XP_035915813.1|ASTE	LOC120416081|XP_039433692.1|CPIP
OG0001134	LOC118502438|XP_035890559.1|ASTE	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP
OG0001135	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE	LOC120414352|XP_039431447.1|CPIP
OG0001135	LOC118506668|XP_035899997.1|ASTE	LOC120422246|XP_039441573.1|CPIP
OG0001136	LOC118502679|XP_035891077.1|ASTE	LOC120417494|XP_039435503.1|CPIP
OG0001137	LOC118507713|XP_035902501.1|ASTE	LOC120418769|XP_039437179.1|CPIP
OG0001138	LOC118509208|XP_035905374.1|ASTE	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP
OG0001139	LOC118512386|XP_035912651.1|ASTE	LOC120415108|XP_039432461.1|CPIP
OG0001153	LOC118508003|XP_035903270.1|ASTE	LOC120420201|XP_039439120.1|CPIP
OG0001154	LOC118512659|XP_035913299.1|ASTE	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP
OG0001155	LOC118504144|XP_035894135.1|ASTE	LOC120428763|XP_039449780.1|CPIP
OG0001156	LOC118509746|XP_035906769.1|ASTE	LOC120416392|XP_039434063.1|CPIP
OG0001156	LOC118509743|XP_035906767.1|ASTE	LOC120416391|XP_039434062.1|CPIP
OG0001156	LOC118507462|XP_035901848.1|ASTE	LOC120416418|XP_039434103.1|CPIP
OG0001156	LOC118509745|XP_035906768.1|ASTE	LOC120416421|XP_039434105.1|CPIP, LOC120416420|XP_039434104.1|CPIP, LOC120416429|XP_039434116.1|CPIP, LOC120416434|XP_039434122.1|CPIP
OG0001157	LOC118506530|XP_035899687.1|ASTE	LOC120414010|XP_039430957.1|CPIP
OG0001157	LOC118504721|XP_035895504.1|ASTE	LOC120424145|XP_039444120.1|CPIP
OG0001158	LOC118508287|XP_035903820.1|ASTE	LOC120431385|XP_039452450.1|CPIP
OG0001158	LOC118509830|XP_035906897.1|ASTE	LOC120423984|XP_039443915.1|CPIP
OG0001159	LOC118504680|XP_035895379.1|ASTE	LOC120432507|XP_039453662.1|CPIP
OG0001160	LOC118506788|XP_035900298.1|ASTE	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP
OG0001161	LOC118506803|XP_035900336.1|ASTE	LOC120426255|XP_039446926.1|CPIP
OG0001162	LOC118505144|XP_035896396.1|ASTE	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP
OG0001163	LOC118507505|XP_035901931.1|ASTE	LOC120422549|XP_039441951.1|CPIP
OG0001164	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP
OG0001166	LOC118510245|XP_035907708.1|ASTE	LOC120426042|XP_039446656.1|CPIP, LOC120413442|XP_039430192.1|CPIP
OG0001167	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE	LOC120426173|XP_039446825.1|CPIP
OG0001169	LOC118509719|XP_035906701.1|ASTE	LOC120413210|XP_039429863.1|CPIP
OG0001170	LOC118507819|XP_035902790.1|ASTE	LOC120414137|XP_039431105.1|CPIP
OG0001171	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP
OG0001172	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE	LOC120422279|XP_039441597.1|CPIP
OG0001173	LOC118503022|XP_035891739.1|ASTE	LOC120424129|XP_039444102.1|CPIP
OG0001173	LOC118512345|XP_035912525.1|ASTE	LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	LOC118510344|XP_035907928.1|ASTE	LOC120418803|XP_039437221.1|CPIP
OG0001176	LOC118513904|XP_035916123.1|ASTE	LOC120414663|XP_039431867.1|CPIP
OG0001177	LOC118510697|XP_035908780.1|ASTE	LOC120419053|XP_039437553.1|CPIP
OG0001178	LOC118514302|XP_035916975.1|ASTE	LOC120426887|XP_039447626.1|CPIP
OG0001178	LOC118511785|XP_035911195.1|ASTE	LOC120416798|XP_039434608.1|CPIP
OG0001179	LOC118512602|XP_035913151.1|ASTE	LOC120415576|XP_039433089.1|CPIP
OG0001180	LOC118510715|XP_035908811.1|ASTE	LOC120427095|XP_039447881.1|CPIP
OG0001181	LOC118505739|XP_035897822.1|ASTE	LOC120423217|XP_039442860.1|CPIP
OG0001182	LOC118507133|XP_035901055.1|ASTE	LOC120417657|XP_039435713.1|CPIP
OG0001182	LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE	LOC120417666|XP_039435721.1|CPIP
OG0001183	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE	LOC120416960|XP_039434805.1|CPIP
OG0001184	LOC118506246|XP_035899010.1|ASTE	LOC120430628|XP_039451656.1|CPIP
OG0001185	LOC118507718|XP_035902509.1|ASTE	LOC120423279|XP_039442953.1|CPIP
OG0001186	LOC118506012|XP_035898491.1|ASTE	LOC120416650|XP_039434393.1|CPIP
OG0001187	LOC118504060|XP_035893987.1|ASTE	LOC120417575|XP_039435620.1|CPIP
OG0001187	LOC118504073|XP_035894019.1|ASTE	LOC120417596|XP_039435643.1|CPIP
OG0001188	LOC118507751|XP_035902650.1|ASTE	LOC120424646|XP_039444753.1|CPIP
OG0001188	LOC118503704|XP_035893160.1|ASTE	LOC120425447|XP_039445916.1|CPIP
OG0001189	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE	LOC120416208|XP_039433833.1|CPIP
OG0001189	LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE	LOC120421579|XP_039440745.1|CPIP
OG0001190	LOC118508563|XP_035904355.1|ASTE	LOC120421476|XP_039440627.1|CPIP
OG0001190	LOC118508561|XP_035904352.1|ASTE	LOC120421479|XP_039440630.1|CPIP
OG0001191	LOC118508197|XP_035903654.1|ASTE	LOC120423257|XP_039442920.1|CPIP
OG0001191	LOC118508190|XP_035903644.1|ASTE	LOC120423245|XP_039442896.1|CPIP
OG0001192	LOC118507442|XP_035901817.1|ASTE	LOC120427744|XP_039448583.1|CPIP
OG0001193	LOC118506106|XP_035898685.1|ASTE	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001194	LOC118505981|XP_035898435.1|ASTE	LOC120416843|XP_039434665.1|CPIP
OG0001195	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE	LOC120418583|XP_039436964.1|CPIP
OG0001200	LOC118502866|XP_035891470.1|ASTE	LOC120413364|XP_039430082.1|CPIP
OG0001201	LOC118507003|XP_035900789.1|ASTE	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	LOC118517404|XP_035919371.1|ASTE	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	LOC118509632|XP_035906421.1|ASTE	LOC120413295|XP_039429987.1|CPIP
OG0001204	LOC118516568|XP_035918429.1|ASTE	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	LOC118515886|XP_035917968.1|ASTE	LOC120432255|XP_039453369.1|CPIP
OG0001205	LOC118517643|XP_035919856.1|ASTE	LOC120431269|XP_039452337.1|CPIP
OG0001206	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE	LOC120432275|XP_039453392.1|CPIP
OG0001207	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE	LOC120422052|XP_039441319.1|CPIP
OG0001208	LOC118510473|XP_035908233.1|ASTE	LOC120419766|XP_039438528.1|CPIP
OG0001208	LOC118505348|XP_035897352.1|ASTE	LOC120424548|XP_039444645.1|CPIP
OG0001209	LOC118503498|XP_035892723.1|ASTE	LOC120428053|XP_039448988.1|CPIP
OG0001209	LOC118503492|XP_035892710.1|ASTE	LOC120424496|XP_039444616.1|CPIP
OG0001210	LOC118506747|XP_035900223.1|ASTE	LOC120416387|XP_039434100.1|CPIP
OG0001210	LOC118506743|XP_035900201.1|ASTE	LOC120414618|XP_039431815.1|CPIP
OG0001211	LOC118504432|XP_035894765.1|ASTE	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP
OG0001212	LOC118506149|XP_035898795.1|ASTE	LOC120416356|XP_039434027.1|CPIP
OG0001212	LOC118503033|XP_035891757.1|ASTE	LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC118505302|XP_035896814.1|ASTE	LOC120429287|XP_039450448.1|CPIP
OG0001213	LOC118505303|XP_035896816.1|ASTE	LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC118507998|XP_035903262.1|ASTE	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC118508007|XP_035903285.1|ASTE	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP
OG0001215	LOC118508004|XP_035903271.1|ASTE	LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC118507996|XP_035903258.1|ASTE	LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC118503463|XP_035892642.1|ASTE	LOC120423813|XP_039443667.1|CPIP
OG0001218	LOC118507811|XP_035902772.1|ASTE	LOC120422590|XP_039442016.1|CPIP
OG0001219	LOC118510176|XP_035907589.1|ASTE	LOC120427623|XP_039448438.1|CPIP
OG0001219	LOC118510175|XP_035907588.1|ASTE	LOC120427624|XP_039448440.1|CPIP
OG0001220	LOC118508888|XP_035904614.1|ASTE	LOC120419490|XP_039438112.1|CPIP
OG0001220	LOC118508889|XP_035904615.1|ASTE	LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE	LOC120422630|XP_039442062.1|CPIP
OG0001222	LOC118505963|XP_035898392.1|ASTE	LOC120422173|XP_039441483.1|CPIP
OG0001223	LOC118514347|XP_035917058.1|ASTE	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC118506033|XP_035898545.1|ASTE	LOC120420778|XP_039439824.1|CPIP, LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC118509675|XP_035906574.1|ASTE	LOC120417471|XP_039435475.1|CPIP
OG0001226	LOC118511394|XP_035910317.1|ASTE	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC118511067|XP_035909568.1|ASTE	LOC120420146|XP_039439038.1|CPIP
OG0001228	LOC118512395|XP_035912669.1|ASTE	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP
OG0001228	LOC118511013|XP_035909434.1|ASTE	LOC120427354|XP_039448142.1|CPIP
OG0001229	LOC118514527|XP_035917400.1|ASTE	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC118509042|XP_035905008.1|ASTE	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC118511796|XP_035911219.1|ASTE	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC118508945|XP_035904747.1|ASTE	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC118511242|XP_035909975.1|ASTE	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC118510723|XP_035908825.1|ASTE	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC118505735|XP_035897816.1|ASTE	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC118505306|XP_035896830.1|ASTE	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC118504642|XP_035895262.1|ASTE	LOC120426763|XP_039447471.1|CPIP
OG0001238	LOC118517680|XP_035919976.1|ASTE	LOC120419301|XP_039437901.1|CPIP
OG0001239	LOC118508095|XP_035903470.1|ASTE	LOC120431768|XP_039452820.1|CPIP
OG0001239	LOC118503658|XP_035893074.1|ASTE	LOC120432400|XP_039453530.1|CPIP
OG0001240	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE	LOC120421246|XP_039440381.1|CPIP
OG0001240	LOC118503513|XP_035892757.1|ASTE	LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001241	LOC118506705|XP_035900090.1|ASTE	LOC120417870|XP_039436024.1|CPIP
OG0001242	LOC118502640|XP_035890980.1|ASTE	LOC120425656|XP_039446171.1|CPIP
OG0001243	LOC118504878|XP_035895825.1|ASTE	LOC120416668|XP_039434415.1|CPIP
OG0001244	LOC118509322|XP_035905679.1|ASTE	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001246	LOC118504887|XP_035895838.1|ASTE	LOC120421869|XP_039441099.1|CPIP
OG0001246	LOC118504885|XP_035895835.1|ASTE	LOC120421861|XP_039441094.1|CPIP
OG0001246	LOC118504884|XP_035895834.1|ASTE	LOC120421865|XP_039441097.1|CPIP
OG0001247	LOC118508155|XP_035903585.1|ASTE	LOC120432576|XP_039453739.1|CPIP
OG0001249	LOC118508107|XP_035903494.1|ASTE	LOC120423895|XP_039443810.1|CPIP
OG0001257	LOC118509652|XP_035906493.1|ASTE	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC118505200|XP_035896573.1|ASTE	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC118517449|XP_035919488.1|ASTE	LOC120430956|XP_039452022.1|CPIP
OG0001259	LOC118506304|XP_035899145.1|ASTE	LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC118512715|XP_035913451.1|ASTE	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE	LOC120427227|XP_039448025.1|CPIP
OG0001262	LOC118504745|XP_035895531.1|ASTE	LOC120422057|XP_039441322.1|CPIP
OG0001263	LOC118508293|XP_035903835.1|ASTE	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC118509213|XP_035905380.1|ASTE	LOC120429252|XP_039450399.1|CPIP
OG0001264	LOC118517408|XP_035919375.1|ASTE	LOC120426464|XP_039447160.1|CPIP
OG0001266	LOC118507536|XP_035902006.1|ASTE	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC118502916|XP_035891542.1|ASTE	LOC120424506|XP_039444591.1|CPIP
OG0001267	LOC118502906|XP_035891520.1|ASTE	LOC120426739|XP_039447450.1|CPIP
OG0001268	LOC118510060|XP_035907343.1|ASTE	LOC120430995|XP_039452088.1|CPIP, LOC120415296|XP_039432699.1|CPIP
OG0001269	LOC118507188|XP_035901153.1|ASTE	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC118503699|XP_035893154.1|ASTE	LOC120425363|XP_039445806.1|CPIP
OG0001270	LOC118508000|XP_035903266.1|ASTE	LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC118511451|XP_035910444.1|ASTE	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP
OG0001271	LOC118508844|XP_035904487.1|ASTE	LOC120419744|XP_039438480.1|CPIP
