Orthogroup	ASTE.longest_only	DGUA.longest_only
OG0001362	LOC118512297|XP_035912420.1|ASTE	LOC117585063|XP_034130215.1|DGUA, LOC117588428|XP_034135599.1|DGUA, LOC117591427|XP_034140578.1|DGUA, LOC117580036|XP_034122155.1|DGUA
OG0001363	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE	LOC117586369|XP_034132286.1|DGUA
OG0001364	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE	LOC117581078|XP_034123856.1|DGUA
OG0001365	LOC118513191|XP_035914572.1|ASTE	LOC117580943|XP_034123617.1|DGUA, LOC117589217|XP_034136853.1|DGUA
OG0001367	LOC118509863|XP_035906966.1|ASTE	LOC117578793|XP_034120410.1|DGUA
OG0001368	LOC118513233|XP_035914671.1|ASTE	LOC117583754|XP_034128170.1|DGUA
OG0001369	LOC118514260|XP_035916869.1|ASTE	LOC117588517|XP_034135738.1|DGUA
OG0001370	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE	LOC117579596|XP_034121424.1|DGUA
OG0001371	LOC118509649|XP_035906463.1|ASTE	LOC117584747|XP_034129726.1|DGUA
OG0001372	LOC118512013|XP_035911681.1|ASTE	LOC117588028|XP_034134965.1|DGUA
OG0001373	LOC118511033|XP_035909507.1|ASTE	LOC117587814|XP_034134661.1|DGUA
OG0001374	LOC118513899|XP_035916109.1|ASTE	LOC117579745|XP_034121654.1|DGUA, LOC117592129|XP_034141565.1|DGUA
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	LOC117589073|XP_034136602.1|DGUA
OG0001377	LOC118513915|XP_035916158.1|ASTE	LOC117582593|XP_034126342.1|DGUA
OG0001378	LOC118512644|XP_035913253.1|ASTE	LOC117583897|XP_034128458.1|DGUA, LOC117587865|XP_034134721.1|DGUA
OG0001379	LOC118513885|XP_035916092.1|ASTE	LOC117582119|XP_034125586.1|DGUA
OG0001380	LOC118508988|XP_035904879.1|ASTE	LOC117586560|XP_034132615.1|DGUA
OG0001381	LOC118514539|XP_035917415.1|ASTE	LOC117588346|XP_034135451.1|DGUA
OG0001382	LOC118512516|XP_035912927.1|ASTE	LOC117584740|XP_034129705.1|DGUA
OG0001383	LOC118511029|XP_035909502.1|ASTE	LOC117588182|XP_034135192.1|DGUA, LOC117578415|XP_034119768.1|DGUA
OG0001384	LOC118509868|XP_035906984.1|ASTE	LOC117587866|XP_034134723.1|DGUA
OG0001385	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE	LOC117587709|XP_034134504.1|DGUA
OG0001387	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE	LOC117584388|XP_034129133.1|DGUA
OG0001388	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE	LOC117584735|XP_034129696.1|DGUA
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	LOC117583401|XP_034127575.1|DGUA
OG0001390	LOC118506752|XP_035900235.1|ASTE	LOC117582316|XP_034125852.1|DGUA
OG0001391	LOC118504503|XP_035894922.1|ASTE	LOC117579668|XP_034121540.1|DGUA, LOC117588000|XP_034134911.1|DGUA
OG0001392	LOC118506657|XP_035899968.1|ASTE	LOC117588580|XP_034135871.1|DGUA
OG0001393	LOC118502606|XP_035890863.1|ASTE	LOC117591429|XP_034140582.1|DGUA
OG0001394	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE	LOC117584605|XP_034129505.1|DGUA
OG0001395	LOC118505832|XP_035898080.1|ASTE	LOC117586668|XP_034132807.1|DGUA, LOC117586038|XP_034131775.1|DGUA
OG0001396	LOC118506543|XP_035899727.1|ASTE	LOC117584170|XP_034128826.1|DGUA, LOC117588645|XP_034135969.1|DGUA
OG0001397	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE	LOC117590007|XP_034138184.1|DGUA
OG0001399	LOC118512891|XP_035913888.1|ASTE	LOC117591308|XP_034140403.1|DGUA
OG0001400	LOC118503474|XP_035892665.1|ASTE	LOC117589812|XP_034137931.1|DGUA
OG0001401	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE	LOC117587493|XP_034134156.1|DGUA
OG0001402	LOC118508085|XP_035903453.1|ASTE	LOC117580260|XP_034122587.1|DGUA
OG0001403	LOC118512335|XP_035912510.1|ASTE	LOC117579752|XP_034121664.1|DGUA
OG0001404	LOC118505990|XP_035898449.1|ASTE	LOC117578743|XP_034120311.1|DGUA
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	LOC117579070|XP_034120670.1|DGUA
OG0001406	LOC118506116|XP_035898717.1|ASTE	LOC117581824|XP_034125159.1|DGUA, LOC117588304|XP_034135381.1|DGUA
OG0001407	LOC118508052|XP_035903398.1|ASTE	LOC117589407|XP_034137227.1|DGUA
OG0001408	LOC118509985|XP_035907259.1|ASTE	LOC117592673|XP_034142524.1|DGUA
OG0001429	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE	LOC117589587|XP_034137542.1|DGUA
OG0001430	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE	LOC117589618|XP_034137592.1|DGUA
OG0001431	LOC118502803|XP_035891317.1|ASTE	LOC117590261|XP_034138639.1|DGUA
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	LOC117590756|XP_034139585.1|DGUA
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC117590355|XP_034138782.1|DGUA, LOC117585631|XP_034131106.1|DGUA
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC117585718|XP_034131248.1|DGUA, LOC117580966|XP_034123645.1|DGUA
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC117578847|XP_034120524.1|DGUA
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC117588529|XP_034135779.1|DGUA
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC117587621|XP_034134370.1|DGUA
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC117583458|XP_034127649.1|DGUA
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC117589744|XP_034137816.1|DGUA
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC117590264|XP_034138641.1|DGUA
OG0001442	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE	LOC117584308|XP_034129024.1|DGUA
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	LOC117591453|XP_034140613.1|DGUA
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC117585169|XP_034130401.1|DGUA
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC117589400|XP_034137214.1|DGUA, LOC117590024|XP_034138209.1|DGUA
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC117585852|XP_034131490.1|DGUA
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC117590162|XP_034138441.1|DGUA
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC117582751|XP_034126585.1|DGUA
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC117581769|XP_034125068.1|DGUA
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC117588179|XP_034135187.1|DGUA
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC117578487|XP_034119911.1|DGUA
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC117591980|XP_034141309.1|DGUA, LOC117591977|XP_034141303.1|DGUA
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	LOC117580044|XP_034122172.1|DGUA
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	LOC117585064|XP_034130217.1|DGUA
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC117587037|XP_034133357.1|DGUA, LOC117587154|XP_034133550.1|DGUA
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC117592457|XP_034142128.1|DGUA
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC117585617|XP_034131074.1|DGUA
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	LOC117581109|XP_034123907.1|DGUA
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	LOC117587422|XP_034133982.1|DGUA
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC117590890|XP_034139817.1|DGUA
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC117591326|XP_034140427.1|DGUA, LOC117579208|XP_034120868.1|DGUA
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC117579705|XP_034121587.1|DGUA
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC117581618|XP_034124871.1|DGUA
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC117583997|XP_034128616.1|DGUA
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	LOC117581946|XP_034125319.1|DGUA
OG0001468	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE	LOC117587068|XP_034133402.1|DGUA
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC117592548|XP_034142311.1|DGUA
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	LOC117579850|XP_034121839.1|DGUA
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC117587190|XP_034133609.1|DGUA
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC117589087|XP_034136616.1|DGUA
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC117590176|XP_034138462.1|DGUA
OG0001474	LOC118511983|XP_035911615.1|ASTE	LOC117588661|XP_034135995.1|DGUA, LOC117591934|XP_034141234.1|DGUA
OG0001475	LOC118505830|XP_035898077.1|ASTE	LOC117586172|XP_034131977.1|DGUA, LOC117586186|XP_034132003.1|DGUA
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC117591332|XP_034140443.1|DGUA
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC117585839|XP_034131471.1|DGUA
OG0001478	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE	LOC117582637|XP_034126408.1|DGUA
OG0001479	LOC118513844|XP_035916015.1|ASTE	LOC117590708|XP_034139497.1|DGUA
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC117581380|XP_034124409.1|DGUA, LOC117582634|XP_034126403.1|DGUA
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC117584077|XP_034128714.1|DGUA
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC117588384|XP_034135503.1|DGUA
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC117587575|XP_034134293.1|DGUA
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC117581869|XP_034125223.1|DGUA
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC117579615|XP_034121441.1|DGUA
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC117581711|XP_034124979.1|DGUA
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC117588171|XP_034135173.1|DGUA
OG0001488	LOC118509962|XP_035907234.1|ASTE	LOC117581975|XP_034125356.1|DGUA
OG0001489	LOC118510785|XP_035908963.1|ASTE	LOC117587869|XP_034134727.1|DGUA
OG0001490	LOC118510781|XP_035908959.1|ASTE	LOC117584591|XP_034129459.1|DGUA
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC117582493|XP_034126156.1|DGUA
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC117584185|XP_034128844.1|DGUA
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC117583529|XP_034127769.1|DGUA, LOC117590919|XP_034139841.1|DGUA
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC117580881|XP_034123523.1|DGUA
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC117578870|XP_034120555.1|DGUA
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC117591191|XP_034140219.1|DGUA
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC117588980|XP_034136463.1|DGUA
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC117592220|XP_034141738.1|DGUA, LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA, LOC117592034|XP_034141386.1|DGUA
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC117586638|XP_034132759.1|DGUA
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC117592141|XP_034141587.1|DGUA
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC117585163|XP_034130397.1|DGUA
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC117582231|XP_034125733.1|DGUA, LOC117581167|XP_034124001.1|DGUA
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC117592622|XP_034142449.1|DGUA
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC117580295|XP_034122670.1|DGUA
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC117583291|XP_034127424.1|DGUA
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC117592436|XP_034142084.1|DGUA
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC117584677|XP_034129601.1|DGUA
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC117579925|XP_034121960.1|DGUA
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC117588880|XP_034136297.1|DGUA
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC117590750|XP_034139550.1|DGUA, LOC117583281|XP_034127405.1|DGUA
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC117590834|XP_034139704.1|DGUA
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC117581298|XP_034124229.1|DGUA
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC117580690|XP_034123206.1|DGUA
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC117581972|XP_034125349.1|DGUA
OG0001538	LOC118503667|XP_035893096.1|ASTE	LOC117581639|XP_034124899.1|DGUA
OG0001539	LOC118517360|XP_035919269.1|ASTE	LOC117578728|XP_034120278.1|DGUA
OG0001540	LOC118511146|XP_035909770.1|ASTE	LOC117581851|XP_034125199.1|DGUA
OG0001541	LOC118517446|XP_035919481.1|ASTE	LOC117580432|XP_034122878.1|DGUA
OG0001542	LOC118502635|XP_035890979.1|ASTE	LOC117585256|XP_034130558.1|DGUA
OG0001545	LOC118506676|XP_035900013.1|ASTE	LOC117581656|XP_034124926.1|DGUA
OG0001546	LOC118508312|XP_035903877.1|ASTE	LOC117581655|XP_034124924.1|DGUA
OG0001547	LOC118506882|XP_035900543.1|ASTE	LOC117581566|XP_034124789.1|DGUA
OG0001548	LOC118517085|XP_035918834.1|ASTE	LOC117581841|XP_034125187.1|DGUA, LOC117581327|XP_034124327.1|DGUA
OG0001549	LOC118511070|XP_035909580.1|ASTE	LOC117584420|XP_034129195.1|DGUA
OG0001551	LOC118508471|XP_035904171.1|ASTE	LOC117584920|XP_034129957.1|DGUA
OG0001552	LOC118506807|XP_035900358.1|ASTE	LOC117583494|XP_034127725.1|DGUA
OG0001553	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE	LOC117580811|XP_034123417.1|DGUA
OG0001554	LOC118503590|XP_035892934.1|ASTE	LOC117589662|XP_034137689.1|DGUA
OG0001555	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE	LOC117582050|XP_034125484.1|DGUA
OG0001556	LOC118514356|XP_035917071.1|ASTE	LOC117592180|XP_034141670.1|DGUA
OG0001557	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE	LOC117581015|XP_034123728.1|DGUA
OG0001558	LOC118504481|XP_035894891.1|ASTE	LOC117588768|XP_034136139.1|DGUA
OG0001559	LOC118502705|XP_035891142.1|ASTE	LOC117585268|XP_034130578.1|DGUA
OG0001560	LOC118506880|XP_035900522.1|ASTE	LOC117589956|XP_034138145.1|DGUA
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	LOC117583511|XP_034127745.1|DGUA
OG0001562	LOC118511566|XP_035910698.1|ASTE	LOC117584307|XP_034129023.1|DGUA
OG0001563	LOC118506798|XP_035900314.1|ASTE	LOC117590068|XP_034138289.1|DGUA
OG0001564	LOC118505168|XP_035896467.1|ASTE	LOC117585388|XP_034130728.1|DGUA
OG0001565	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE	LOC117589699|XP_034137751.1|DGUA
OG0001566	LOC118505781|XP_035897970.1|ASTE	LOC117581666|XP_034124940.1|DGUA, LOC117585764|XP_034131330.1|DGUA
OG0001567	LOC118511921|XP_035911452.1|ASTE	LOC117590347|XP_034138769.1|DGUA
OG0001568	LOC118511924|XP_035911466.1|ASTE	LOC117583802|XP_034128274.1|DGUA
OG0001569	LOC118511929|XP_035911502.1|ASTE	LOC117583350|XP_034127510.1|DGUA
OG0001570	LOC118504393|XP_035894692.1|ASTE	LOC117589887|XP_034138049.1|DGUA
OG0001571	LOC118511747|XP_035911102.1|ASTE	LOC117584011|XP_034128632.1|DGUA
OG0001572	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE	LOC117588412|XP_034135571.1|DGUA
OG0001573	LOC118512694|XP_035913394.1|ASTE	LOC117579054|XP_034120644.1|DGUA
OG0001574	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE	LOC117590503|XP_034139056.1|DGUA
OG0001575	LOC118511278|XP_035910063.1|ASTE	LOC117585654|XP_034131131.1|DGUA
OG0001576	LOC118512248|XP_035912283.1|ASTE	LOC117585132|XP_034130351.1|DGUA
OG0001577	LOC118508852|XP_035904498.1|ASTE	LOC117582932|XP_034126924.1|DGUA, LOC117582743|XP_034126574.1|DGUA
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	LOC117587943|XP_034134835.1|DGUA
OG0001579	LOC118509698|XP_035906659.1|ASTE	LOC117579491|XP_034121281.1|DGUA, LOC117591408|XP_034140551.1|DGUA
OG0001580	LOC118511539|XP_035910626.1|ASTE	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA
OG0001581	LOC118512895|XP_035913900.1|ASTE	LOC117580747|XP_034123324.1|DGUA
OG0001582	LOC118514210|XP_035916796.1|ASTE	LOC117592138|XP_034141578.1|DGUA
OG0001583	LOC118509919|XP_035907122.1|ASTE	LOC117582100|XP_034125558.1|DGUA
OG0001584	LOC118509247|XP_035905474.1|ASTE	LOC117587251|XP_034133715.1|DGUA, LOC117587250|XP_034133714.1|DGUA
OG0001585	LOC118506651|XP_035899948.1|ASTE	LOC117588430|XP_034135601.1|DGUA
OG0001586	LOC118510349|XP_035907937.1|ASTE	LOC117580112|XP_034122282.1|DGUA
OG0001587	LOC118511335|XP_035910161.1|ASTE	LOC117588970|XP_034136452.1|DGUA
OG0001588	LOC118512235|XP_035912262.1|ASTE	LOC117590665|XP_034139421.1|DGUA
OG0001589	LOC118507578|XP_035902124.1|ASTE	LOC117587770|XP_034134597.1|DGUA
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC117591600|XP_034140807.1|DGUA
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC117585194|XP_034130435.1|DGUA
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC117582137|XP_034125610.1|DGUA
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC117583889|XP_034128434.1|DGUA
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC117587330|XP_034133857.1|DGUA
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC117584621|XP_034129533.1|DGUA
OG0001597	LOC118509170|XP_035905323.1|ASTE	LOC117587606|XP_034134348.1|DGUA
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC117584830|XP_034129849.1|DGUA
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC117587664|XP_034134446.1|DGUA
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC117591343|XP_034140459.1|DGUA
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC117588103|XP_034135065.1|DGUA
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC117588008|XP_034134923.1|DGUA
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC117581022|XP_034123739.1|DGUA
OG0001606	LOC118511131|XP_035909758.1|ASTE	LOC117591303|XP_034140399.1|DGUA
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC117584051|XP_034128682.1|DGUA
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC117588153|XP_034135141.1|DGUA
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC117592175|XP_034141665.1|DGUA
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC117587904|XP_034134773.1|DGUA
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC117582651|XP_034126441.1|DGUA
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC117581789|XP_034125110.1|DGUA
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC117584513|XP_034129344.1|DGUA
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC117588893|XP_034136336.1|DGUA
OG0001615	LOC118510591|XP_035908485.1|ASTE	LOC117588084|XP_034135043.1|DGUA
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC117584255|XP_034128950.1|DGUA
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC117588210|XP_034135239.1|DGUA
OG0001618	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE	LOC117584508|XP_034129334.1|DGUA
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC117588216|XP_034135249.1|DGUA
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC117581391|XP_034124428.1|DGUA
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC117579213|XP_034120875.1|DGUA
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC117590256|XP_034138627.1|DGUA
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC117582069|XP_034125516.1|DGUA
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC117591561|XP_034140757.1|DGUA
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC117584761|XP_034129754.1|DGUA
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC117581866|XP_034125220.1|DGUA
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC117585983|XP_034131691.1|DGUA
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC117585416|XP_034130780.1|DGUA
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC117585651|XP_034131129.1|DGUA
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC117585890|XP_034131536.1|DGUA
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC117587767|XP_034134594.1|DGUA
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC117590009|XP_034138188.1|DGUA
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC117591101|XP_034140094.1|DGUA
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC117586373|XP_034132292.1|DGUA
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC117582735|XP_034126556.1|DGUA
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC117580743|XP_034123319.1|DGUA
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC117585172|XP_034130408.1|DGUA
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC117586412|XP_034132338.1|DGUA
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC117590019|XP_034138199.1|DGUA
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC117581925|XP_034125291.1|DGUA
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC117579426|XP_034121197.1|DGUA
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC117587802|XP_034134649.1|DGUA
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC117591963|XP_034141291.1|DGUA
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC117592618|XP_034142394.1|DGUA
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC117580345|XP_034122742.1|DGUA
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC117592128|XP_034141564.1|DGUA
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC117582790|XP_034126682.1|DGUA
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC117592082|XP_034141485.1|DGUA
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC117579190|XP_034120849.1|DGUA
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC117580235|XP_034122548.1|DGUA
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC117578837|XP_034120504.1|DGUA
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC117592021|XP_034141367.1|DGUA
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC117583974|XP_034128572.1|DGUA
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC117585207|XP_034130476.1|DGUA, LOC117591237|XP_034140302.1|DGUA
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC117580128|XP_034122313.1|DGUA
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC117580109|XP_034122276.1|DGUA
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC117579530|XP_034121337.1|DGUA
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC117584993|XP_034130113.1|DGUA
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC117589426|XP_034137252.1|DGUA
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC117580896|XP_034123547.1|DGUA
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC117581490|XP_034124628.1|DGUA
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA
