Orthogroup	ASTE.longest_only	DSUP.longest_only
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC119548384|XP_037711533.1|DSUP
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC119547200|XP_037709872.1|DSUP
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC119557372|XP_037726044.1|DSUP
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC119549245|XP_037713072.1|DSUP
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC119553385|XP_037719670.1|DSUP, LOC119557683|XP_037726482.1|DSUP
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC119551570|XP_037716898.1|DSUP
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC119549409|XP_037713399.1|DSUP
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC119552623|XP_037718222.1|DSUP
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC119549856|XP_037714080.1|DSUP
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC119549552|XP_037713630.1|DSUP
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC119558184|XP_037727379.1|DSUP
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC119550212|XP_037714695.1|DSUP
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC119549000|XP_037712535.1|DSUP
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC119550713|XP_037715520.1|DSUP
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC119550199|XP_037714671.1|DSUP
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC119562476|XP_037731599.1|DSUP
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC119551616|XP_037716957.1|DSUP
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC119553430|XP_037719741.1|DSUP
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC119552963|XP_037718876.1|DSUP
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC119546397|XP_037708573.1|DSUP, LOC119557919|XP_037726855.1|DSUP
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC119558159|XP_037727349.1|DSUP
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC119556008|XP_037723701.1|DSUP
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC119557785|XP_037726612.1|DSUP
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC119548457|XP_037711651.1|DSUP
OG0001538	LOC118503667|XP_035893096.1|ASTE	LOC119556416|XP_037724539.1|DSUP
OG0001539	LOC118517360|XP_035919269.1|ASTE	LOC119550793|XP_037715653.1|DSUP
OG0001540	LOC118511146|XP_035909770.1|ASTE	LOC119546071|XP_037708070.1|DSUP
OG0001541	LOC118517446|XP_035919481.1|ASTE	LOC119554256|XP_037721022.1|DSUP
OG0001542	LOC118502635|XP_035890979.1|ASTE	LOC119559282|XP_037728279.1|DSUP, LOC119558402|XP_037727864.1|DSUP
OG0001545	LOC118506676|XP_035900013.1|ASTE	LOC119556683|XP_037724983.1|DSUP
OG0001546	LOC118508312|XP_035903877.1|ASTE	LOC119556827|XP_037725211.1|DSUP
OG0001547	LOC118506882|XP_035900543.1|ASTE	LOC119556407|XP_037724520.1|DSUP
OG0001548	LOC118517085|XP_035918834.1|ASTE	LOC119556739|XP_037725076.1|DSUP
OG0001549	LOC118511070|XP_035909580.1|ASTE	LOC119546049|XP_037708026.1|DSUP
OG0001551	LOC118508471|XP_035904171.1|ASTE	LOC119550944|XP_037715900.1|DSUP
OG0001552	LOC118506807|XP_035900358.1|ASTE	LOC119555610|XP_037723041.1|DSUP
OG0001553	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE	LOC119557826|XP_037726712.1|DSUP
OG0001554	LOC118503590|XP_035892934.1|ASTE	LOC119553707|XP_037720216.1|DSUP
OG0001555	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE	LOC119546186|XP_037708240.1|DSUP
OG0001556	LOC118514356|XP_035917071.1|ASTE	LOC119551171|XP_037716297.1|DSUP
OG0001557	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE	LOC119556652|XP_037724915.1|DSUP
OG0001558	LOC118504481|XP_035894891.1|ASTE	LOC119556758|XP_037725107.1|DSUP
OG0001559	LOC118502705|XP_035891142.1|ASTE	LOC119562489|XP_037731625.1|DSUP
OG0001560	LOC118506880|XP_035900522.1|ASTE	LOC119560312|XP_037729614.1|DSUP
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	LOC119546430|XP_037708630.1|DSUP
OG0001562	LOC118511566|XP_035910698.1|ASTE	LOC119548055|XP_037711065.1|DSUP
OG0001563	LOC118506798|XP_035900314.1|ASTE	LOC119560136|XP_037729415.1|DSUP
OG0001564	LOC118505168|XP_035896467.1|ASTE	LOC119560709|XP_037730234.1|DSUP
OG0001565	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE	LOC119560023|XP_037729241.1|DSUP
OG0001566	LOC118505781|XP_035897970.1|ASTE	LOC119563053|XP_037732189.1|DSUP
OG0001567	LOC118511921|XP_035911452.1|ASTE	LOC119549912|XP_037714160.1|DSUP, LOC119552118|XP_037717832.1|DSUP
OG0001568	LOC118511924|XP_035911466.1|ASTE	LOC119545840|XP_037707730.1|DSUP
OG0001569	LOC118511929|XP_035911502.1|ASTE	LOC119560676|XP_037730176.1|DSUP
OG0001570	LOC118504393|XP_035894692.1|ASTE	LOC119551498|XP_037716795.1|DSUP, LOC119554596|XP_037721511.1|DSUP
OG0001571	LOC118511747|XP_035911102.1|ASTE	LOC119546662|XP_037709048.1|DSUP
OG0001572	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE	LOC119557746|XP_037726561.1|DSUP
OG0001573	LOC118512694|XP_035913394.1|ASTE	LOC119552851|XP_037718653.1|DSUP
OG0001574	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE	LOC119557457|XP_037726150.1|DSUP
OG0001575	LOC118511278|XP_035910063.1|ASTE	LOC119562867|XP_037731909.1|DSUP
OG0001576	LOC118512248|XP_035912283.1|ASTE	LOC119563371|XP_037732650.1|DSUP
OG0001577	LOC118508852|XP_035904498.1|ASTE	LOC119548644|XP_037711980.1|DSUP
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	LOC119550118|XP_037714528.1|DSUP
OG0001579	LOC118509698|XP_035906659.1|ASTE	LOC119558041|XP_037727116.1|DSUP
OG0001580	LOC118511539|XP_035910626.1|ASTE	LOC119549867|XP_037714091.1|DSUP
OG0001581	LOC118512895|XP_035913900.1|ASTE	LOC119558108|XP_037727261.1|DSUP, LOC119559340|XP_037728316.1|DSUP, LOC119546092|XP_037708100.1|DSUP
OG0001582	LOC118514210|XP_035916796.1|ASTE	LOC119551060|XP_037716109.1|DSUP, LOC119551255|XP_037716431.1|DSUP
OG0001583	LOC118509919|XP_035907122.1|ASTE	LOC119550251|XP_037714754.1|DSUP
OG0001584	LOC118509247|XP_035905474.1|ASTE	LOC119553345|XP_037719609.1|DSUP
OG0001586	LOC118510349|XP_035907937.1|ASTE	LOC119552878|XP_037718706.1|DSUP
OG0001587	LOC118511335|XP_035910161.1|ASTE	LOC119561865|XP_037731273.1|DSUP
OG0001588	LOC118512235|XP_035912262.1|ASTE	LOC119551562|XP_037716888.1|DSUP
OG0001589	LOC118507578|XP_035902124.1|ASTE	LOC119562466|XP_037731581.1|DSUP, LOC119562468|XP_037731589.1|DSUP
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC119551897|XP_037717437.1|DSUP
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC119561055|XP_037730821.1|DSUP
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC119548476|XP_037711672.1|DSUP
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC119546348|XP_037708487.1|DSUP
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC119550621|XP_037715379.1|DSUP
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC119546956|XP_037709529.1|DSUP
OG0001597	LOC118509170|XP_035905323.1|ASTE	LOC119562367|XP_037731459.1|DSUP
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC119546396|XP_037708569.1|DSUP
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC119546301|XP_037708420.1|DSUP
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC119547092|XP_037709719.1|DSUP
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC119562630|XP_037731785.1|DSUP
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC119547916|XP_037710884.1|DSUP
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC119556047|XP_037723768.1|DSUP
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	LOC119550882|XP_037715797.1|DSUP
OG0001606	LOC118511131|XP_035909758.1|ASTE	LOC119562732|XP_037731862.1|DSUP
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC119547350|XP_037710093.1|DSUP
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC119547001|XP_037709595.1|DSUP
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC119550665|XP_037715439.1|DSUP, LOC119550668|XP_037715441.1|DSUP, LOC119549602|XP_037713693.1|DSUP
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC119547635|XP_037710501.1|DSUP
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC119547077|XP_037709697.1|DSUP
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC119547263|XP_037709972.1|DSUP
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC119547340|XP_037710079.1|DSUP
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC119550819|XP_037715689.1|DSUP
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC119546403|XP_037708589.1|DSUP
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC119546042|XP_037707990.1|DSUP
OG0001618	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE	LOC119547284|XP_037709996.1|DSUP
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC119548510|XP_037711725.1|DSUP
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC119551598|XP_037716928.1|DSUP
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC119550978|XP_037715941.1|DSUP
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC119556117|XP_037723920.1|DSUP
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC119546563|XP_037708861.1|DSUP
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC119546154|XP_037708191.1|DSUP
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC119546437|XP_037708635.1|DSUP
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC119548356|XP_037711499.1|DSUP
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC119551705|XP_037717109.1|DSUP
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC119553927|XP_037720547.1|DSUP
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC119563069|XP_037732212.1|DSUP
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC119559927|XP_037729059.1|DSUP
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC119547856|XP_037710815.1|DSUP
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC119548253|XP_037711328.1|DSUP
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC119553322|XP_037719583.1|DSUP
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC119559951|XP_037729109.1|DSUP
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC119548411|XP_037711582.1|DSUP
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC119556278|XP_037724256.1|DSUP
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC119559407|XP_037728404.1|DSUP
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC119560088|XP_037729334.1|DSUP
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC119555584|XP_037722990.1|DSUP
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC119558273|XP_037727574.1|DSUP
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC119548432|XP_037711606.1|DSUP
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC119555107|XP_037722259.1|DSUP
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC119550463|XP_037715076.1|DSUP
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC119552188|XP_037717963.1|DSUP
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC119550551|XP_037715210.1|DSUP
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC119554758|XP_037721713.1|DSUP
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC119549800|XP_037713994.1|DSUP
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC119550313|XP_037714845.1|DSUP
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC119550210|XP_037714690.1|DSUP
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC119555519|XP_037722872.1|DSUP
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC119552993|XP_037718939.1|DSUP
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC119550233|XP_037714729.1|DSUP
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC119551574|XP_037716902.1|DSUP
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC119548305|XP_037711405.1|DSUP
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC119554770|XP_037721739.1|DSUP
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC119554092|XP_037720768.1|DSUP
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC119553117|XP_037719227.1|DSUP
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC119555184|XP_037722364.1|DSUP
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC119553240|XP_037719438.1|DSUP
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC119555920|XP_037723546.1|DSUP
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC119557428|XP_037726108.1|DSUP
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC119556628|XP_037724879.1|DSUP
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC119556546|XP_037724757.1|DSUP
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC119556526|XP_037724731.1|DSUP
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC119547693|XP_037710589.1|DSUP
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC119563147|XP_037732374.1|DSUP
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC119547107|XP_037709745.1|DSUP
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC119557139|XP_037725649.1|DSUP
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC119557302|XP_037725940.1|DSUP
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC119557396|XP_037726068.1|DSUP
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC119555866|XP_037723447.1|DSUP
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC119555090|XP_037722236.1|DSUP
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC119547299|XP_037710017.1|DSUP
OG0001692	LOC118515315|XP_035917900.1|ASTE	LOC119561065|XP_037730834.1|DSUP
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC119563294|XP_037732554.1|DSUP
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC119549491|XP_037713522.1|DSUP
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC119545814|XP_037707637.1|DSUP
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC119556003|XP_037723665.1|DSUP
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC119562407|XP_037731532.1|DSUP
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC119548716|XP_037712121.1|DSUP
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC119560486|XP_037729877.1|DSUP
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC119548141|XP_037711167.1|DSUP
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC119554970|XP_037722030.1|DSUP
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC119553572|XP_037719951.1|DSUP
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC119561105|XP_037730931.1|DSUP
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC119562209|XP_037731333.1|DSUP
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC119545771|XP_037707546.1|DSUP
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC119560679|XP_037730181.1|DSUP
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC119554541|XP_037721427.1|DSUP
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC119560683|XP_037730185.1|DSUP
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC119560973|XP_037730672.1|DSUP
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC119549228|XP_037713045.1|DSUP
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC119562032|XP_037731319.1|DSUP
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC119560966|XP_037730647.1|DSUP
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC119556064|XP_037723802.1|DSUP
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC119557777|XP_037726605.1|DSUP
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC119563428|XP_037732741.1|DSUP
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC119545836|XP_037707717.1|DSUP
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC119554866|XP_037721879.1|DSUP
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC119560706|XP_037730227.1|DSUP
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC119552857|XP_037718661.1|DSUP
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC119548992|XP_037712519.1|DSUP
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC119550401|XP_037714982.1|DSUP
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC119552584|XP_037718146.1|DSUP
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC119563111|XP_037732282.1|DSUP
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC119549196|XP_037712953.1|DSUP
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC119551450|XP_037716721.1|DSUP
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC119547038|XP_037709640.1|DSUP
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC119561855|XP_037731263.1|DSUP
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC119549988|XP_037714322.1|DSUP
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC119550634|XP_037715398.1|DSUP
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC119552904|XP_037718757.1|DSUP
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC119551747|XP_037717196.1|DSUP
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC119554971|XP_037722027.1|DSUP
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC119561846|XP_037731254.1|DSUP
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC119552170|XP_037717922.1|DSUP
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC119550885|XP_037715801.1|DSUP
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC119555242|XP_037722453.1|DSUP, LOC119553458|XP_037719788.1|DSUP, LOC119555523|XP_037722875.1|DSUP, LOC119557109|XP_037725616.1|DSUP
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC119551339|XP_037716569.1|DSUP
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC119549385|XP_037713353.1|DSUP
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC119553700|XP_037720188.1|DSUP
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC119549312|XP_037713215.1|DSUP
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC119553149|XP_037719292.1|DSUP
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC119548989|XP_037712517.1|DSUP
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC119548987|XP_037712515.1|DSUP
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC119555294|XP_037722538.1|DSUP
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC119553726|XP_037720240.1|DSUP
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC119552813|XP_037718583.1|DSUP
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC119549084|XP_037712728.1|DSUP
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC119554433|XP_037721255.1|DSUP
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC119552058|XP_037717747.1|DSUP
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC119551939|XP_037717527.1|DSUP
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC119553043|XP_037719036.1|DSUP
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC119552047|XP_037717718.1|DSUP
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC119550058|XP_037714445.1|DSUP
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC119549987|XP_037714318.1|DSUP
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC119547761|XP_037710695.1|DSUP
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC119546045|XP_037707997.1|DSUP
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC119555211|XP_037722403.1|DSUP
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC119550916|XP_037715858.1|DSUP
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC119546369|XP_037708525.1|DSUP
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC119548359|XP_037711502.1|DSUP
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC119548211|XP_037711273.1|DSUP
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC119547446|XP_037710234.1|DSUP
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC119547021|XP_037709619.1|DSUP
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC119548393|XP_037711547.1|DSUP
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC119547575|XP_037710404.1|DSUP
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC119550767|XP_037715621.1|DSUP
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC119548709|XP_037712102.1|DSUP
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC119548064|XP_037711078.1|DSUP
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC119548799|XP_037712305.1|DSUP
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC119548666|XP_037712023.1|DSUP
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC119559145|XP_037728141.1|DSUP
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC119547634|XP_037710499.1|DSUP
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC119546679|XP_037709071.1|DSUP
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC119548479|XP_037711678.1|DSUP
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC119545999|XP_037707925.1|DSUP
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC119549766|XP_037713950.1|DSUP
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC119546511|XP_037708762.1|DSUP
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC119546412|XP_037708599.1|DSUP
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC119559449|XP_037728480.1|DSUP
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC119550869|XP_037715777.1|DSUP
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC119548481|XP_037711682.1|DSUP
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC119552052|XP_037717723.1|DSUP
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC119546001|XP_037707929.1|DSUP
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC119549620|XP_037713721.1|DSUP
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC119548801|XP_037712306.1|DSUP
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC119546709|XP_037709118.1|DSUP
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC119558948|XP_037728075.1|DSUP
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC119550358|XP_037714910.1|DSUP
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC119556580|XP_037724807.1|DSUP
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC119546379|XP_037708541.1|DSUP
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC119553095|XP_037719179.1|DSUP
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC119560001|XP_037729201.1|DSUP
