Orthogroup	ASTE.longest_only	CCAP.longest_only
OG0001224	LOC118506033|XP_035898545.1|ASTE	CCAP1982_LOCUS20318|CAD7012220.1|CCAP
OG0001225	LOC118509675|XP_035906574.1|ASTE	CCAP1982_LOCUS21678|CAD7013628.1|CCAP
OG0001226	LOC118511394|XP_035910317.1|ASTE	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP
OG0001227	LOC118511067|XP_035909568.1|ASTE	CCAP1982_LOCUS8848|CAD7000368.1|CCAP, CCAP1982_LOCUS8849|CAD7000369.1|CCAP
OG0001229	LOC118514527|XP_035917400.1|ASTE	CCAP1982_LOCUS21558|CAD7013498.1|CCAP
OG0001230	LOC118509042|XP_035905008.1|ASTE	CCAP1982_LOCUS22839|CAD7014875.1|CCAP
OG0001231	LOC118511796|XP_035911219.1|ASTE	CCAP1982_LOCUS5440|CAD6996761.1|CCAP
OG0001233	LOC118508945|XP_035904747.1|ASTE	CCAP1982_LOCUS8292|CAD6999769.1|CCAP, CCAP1982_LOCUS8291|CAD6999768.1|CCAP
OG0001234	LOC118511242|XP_035909975.1|ASTE	CCAP1982_LOCUS19773|CAD7011689.1|CCAP
OG0001235	LOC118510723|XP_035908825.1|ASTE	CCAP1982_LOCUS7409|CAD6998860.1|CCAP
OG0001236	LOC118505735|XP_035897816.1|ASTE	CCAP1982_LOCUS14234|CAD7005894.1|CCAP
OG0001237	LOC118505306|XP_035896830.1|ASTE	CCAP1982_LOCUS96|CAD6991156.1|CCAP
OG0001238	LOC118504642|XP_035895262.1|ASTE	CCAP1982_LOCUS5052|CAD6996373.1|CCAP
OG0001240	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE	CCAP1982_LOCUS286|CAD6991356.1|CCAP
OG0001241	LOC118506705|XP_035900090.1|ASTE	CCAP1982_LOCUS4194|CAD6995478.1|CCAP
OG0001243	LOC118504878|XP_035895825.1|ASTE	CCAP1982_LOCUS13382|CAD7005007.1|CCAP
OG0001244	LOC118509322|XP_035905679.1|ASTE	CCAP1982_LOCUS2040|CAD6993221.1|CCAP
OG0001247	LOC118508155|XP_035903585.1|ASTE	CCAP1982_LOCUS21110|CAD7013024.1|CCAP
OG0001257	LOC118509652|XP_035906493.1|ASTE	CCAP1982_LOCUS10597|CAD7002109.1|CCAP, CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP
OG0001258	LOC118505200|XP_035896573.1|ASTE	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP
OG0001260	LOC118512715|XP_035913451.1|ASTE	CCAP1982_LOCUS3092|CAD6994336.1|CCAP
OG0001263	LOC118508293|XP_035903835.1|ASTE	CCAP1982_LOCUS1201|CAD6992337.1|CCAP, CCAP1982_LOCUS1202|CAD6992338.1|CCAP
OG0001264	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP
OG0001266	LOC118507536|XP_035902006.1|ASTE	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP
OG0001267	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE	CCAP1982_LOCUS3717|CAD6994986.1|CCAP
OG0001268	LOC118510060|XP_035907343.1|ASTE	CCAP1982_LOCUS2108|CAD6993292.1|CCAP
OG0001269	LOC118507188|XP_035901153.1|ASTE	CCAP1982_LOCUS20837|CAD7012733.1|CCAP
OG0001270	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE	CCAP1982_LOCUS1004|CAD6992122.1|CCAP
OG0001271	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE	CCAP1982_LOCUS22619|CAD7014628.1|CCAP
OG0001272	LOC118509409|XP_035905868.1|ASTE	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP
OG0001273	LOC118507925|XP_035903121.1|ASTE	CCAP1982_LOCUS3030|CAD6994269.1|CCAP
OG0001274	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE	CCAP1982_LOCUS14515|CAD7006186.1|CCAP
OG0001276	LOC118513068|XP_035914309.1|ASTE	CCAP1982_LOCUS11502|CAD7003039.1|CCAP
OG0001277	LOC118512920|XP_035913964.1|ASTE	CCAP1982_LOCUS13150|CAD7004758.1|CCAP
OG0001278	LOC118512294|XP_035912414.1|ASTE	CCAP1982_LOCUS11822|CAD7003363.1|CCAP, CCAP1982_LOCUS5248|CAD6996580.1|CCAP
OG0001279	LOC118512298|XP_035912422.1|ASTE	CCAP1982_LOCUS11832|CAD7003373.1|CCAP
OG0001280	LOC118514238|XP_035916834.1|ASTE	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP
OG0001281	LOC118512634|XP_035913223.1|ASTE	CCAP1982_LOCUS12999|CAD7004604.1|CCAP
OG0001282	LOC118514262|XP_035916871.1|ASTE	CCAP1982_LOCUS5546|CAD6996873.1|CCAP
OG0001283	LOC118511551|XP_035910663.1|ASTE	CCAP1982_LOCUS22647|CAD7014659.1|CCAP
OG0001284	LOC118513903|XP_035916119.1|ASTE	CCAP1982_LOCUS6493|CAD6997874.1|CCAP
OG0001285	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE	CCAP1982_LOCUS11810|CAD7003351.1|CCAP
OG0001286	LOC118512447|XP_035912804.1|ASTE	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP
OG0001287	LOC118512730|XP_035913483.1|ASTE	CCAP1982_LOCUS907|CAD6992023.1|CCAP
OG0001288	LOC118512489|XP_035912886.1|ASTE	CCAP1982_LOCUS6082|CAD6997436.1|CCAP
OG0001289	LOC118514047|XP_035916431.1|ASTE	CCAP1982_LOCUS7968|CAD6999444.1|CCAP
OG0001290	LOC118510651|XP_035908659.1|ASTE	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP, CCAP1982_LOCUS8374|CAD6999864.1|CCAP
OG0001291	LOC118506591|XP_035899841.1|ASTE	CCAP1982_LOCUS21121|CAD7013037.1|CCAP
OG0001294	LOC118504858|XP_035895786.1|ASTE	CCAP1982_LOCUS4430|CAD6995724.1|CCAP
OG0001295	LOC118505807|XP_035898040.1|ASTE	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP
OG0001296	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE	CCAP1982_LOCUS23289|CAD7015344.1|CCAP, CCAP1982_LOCUS2727|CAD6993942.1|CCAP
OG0001297	LOC118505340|XP_035896889.1|ASTE	CCAP1982_LOCUS856|CAD6991969.1|CCAP
OG0001298	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE	CCAP1982_LOCUS2803|CAD6994026.1|CCAP
OG0001299	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP
OG0001300	LOC118505015|XP_035896097.1|ASTE	CCAP1982_LOCUS4632|CAD6995930.1|CCAP
OG0001301	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE	CCAP1982_LOCUS19842|CAD7011729.1|CCAP
OG0001302	LOC118506830|XP_035900433.1|ASTE	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP
OG0001303	LOC118517568|XP_035919706.1|ASTE	CCAP1982_LOCUS3529|CAD6994798.1|CCAP
OG0001304	LOC118502579|XP_035890806.1|ASTE	CCAP1982_LOCUS20156|CAD7012054.1|CCAP
OG0001305	LOC118508529|XP_035904296.1|ASTE	CCAP1982_LOCUS228|CAD6991299.1|CCAP
OG0001306	LOC118507719|XP_035902560.1|ASTE	CCAP1982_LOCUS4381|CAD6995674.1|CCAP
OG0001307	LOC118502798|XP_035891298.1|ASTE	CCAP1982_LOCUS10909|CAD7002418.1|CCAP
OG0001309	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP
OG0001310	LOC118506859|XP_035900482.1|ASTE	CCAP1982_LOCUS8196|CAD6999666.1|CCAP
OG0001312	LOC118503305|XP_035892318.1|ASTE	CCAP1982_LOCUS12830|CAD7004421.1|CCAP
OG0001313	LOC118507236|XP_035901379.1|ASTE	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP
OG0001314	LOC118512881|XP_035914293.1|ASTE	CCAP1982_LOCUS5817|CAD6997175.1|CCAP
OG0001326	LOC118508303|XP_035903851.1|ASTE	CCAP1982_LOCUS1119|CAD6992249.1|CCAP
OG0001334	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP
OG0001335	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE	CCAP1982_LOCUS5161|CAD6996492.1|CCAP
OG0001338	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE	CCAP1982_LOCUS20121|CAD7012010.1|CCAP
OG0001339	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP
OG0001341	LOC118507844|XP_035902868.1|ASTE	CCAP1982_LOCUS9216|CAD7000743.1|CCAP, CCAP1982_LOCUS3260|CAD6994516.1|CCAP
OG0001342	LOC118517621|XP_035919810.1|ASTE	CCAP1982_LOCUS2025|CAD6993205.1|CCAP
OG0001344	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE	CCAP1982_LOCUS2156|CAD6993338.1|CCAP
OG0001345	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE	CCAP1982_LOCUS1741|CAD6992908.1|CCAP
OG0001348	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE	CCAP1982_LOCUS22946|CAD7014988.1|CCAP
OG0001349	LOC118510488|XP_035908267.1|ASTE	CCAP1982_LOCUS14892|CAD7006578.1|CCAP
OG0001351	LOC118512096|XP_035911955.1|ASTE	CCAP1982_LOCUS21830|CAD7013810.1|CCAP
OG0001352	LOC118509480|XP_035906015.1|ASTE	CCAP1982_LOCUS21313|CAD7013242.1|CCAP
OG0001354	LOC118511541|XP_035910637.1|ASTE	CCAP1982_LOCUS23423|CAD7015484.1|CCAP
OG0001355	LOC118511525|XP_035910607.1|ASTE	CCAP1982_LOCUS21737|CAD7013696.1|CCAP
OG0001356	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE	CCAP1982_LOCUS404|CAD6991479.1|CCAP
OG0001357	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE	CCAP1982_LOCUS12062|CAD7003622.1|CCAP
OG0001358	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE	CCAP1982_LOCUS14516|CAD7006187.1|CCAP
OG0001359	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP
OG0001360	LOC118514357|XP_035917072.1|ASTE	CCAP1982_LOCUS21902|CAD7013888.1|CCAP
OG0001361	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE	CCAP1982_LOCUS11412|CAD7002948.1|CCAP
OG0001362	LOC118512297|XP_035912420.1|ASTE	CCAP1982_LOCUS11823|CAD7003364.1|CCAP
OG0001363	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE	CCAP1982_LOCUS87|CAD6991145.1|CCAP
OG0001364	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE	CCAP1982_LOCUS21222|CAD7013151.1|CCAP
OG0001365	LOC118513191|XP_035914572.1|ASTE	CCAP1982_LOCUS11263|CAD7002793.1|CCAP
OG0001366	LOC118510332|XP_035907883.1|ASTE	CCAP1982_LOCUS12991|CAD7004596.1|CCAP
OG0001367	LOC118509863|XP_035906966.1|ASTE	CCAP1982_LOCUS23136|CAD7015185.1|CCAP
OG0001368	LOC118513233|XP_035914671.1|ASTE	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP, CCAP1982_LOCUS21726|CAD7013685.1|CCAP, CCAP1982_LOCUS21724|CAD7013683.1|CCAP
OG0001370	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE	CCAP1982_LOCUS22021|CAD7014015.1|CCAP
OG0001371	LOC118509649|XP_035906463.1|ASTE	CCAP1982_LOCUS5717|CAD6997064.1|CCAP
OG0001372	LOC118512013|XP_035911681.1|ASTE	CCAP1982_LOCUS21855|CAD7013835.1|CCAP
OG0001373	LOC118511033|XP_035909507.1|ASTE	CCAP1982_LOCUS7766|CAD6999234.1|CCAP, CCAP1982_LOCUS7769|CAD6999237.1|CCAP
OG0001374	LOC118513899|XP_035916109.1|ASTE	CCAP1982_LOCUS7146|CAD6998564.1|CCAP
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	CCAP1982_LOCUS22471|CAD7014475.1|CCAP
OG0001377	LOC118513915|XP_035916158.1|ASTE	CCAP1982_LOCUS6994|CAD6998394.1|CCAP, CCAP1982_LOCUS7001|CAD6998401.1|CCAP, CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP
OG0001378	LOC118512644|XP_035913253.1|ASTE	CCAP1982_LOCUS6408|CAD6997783.1|CCAP
OG0001379	LOC118513889|XP_035916095.1|ASTE	CCAP1982_LOCUS6691|CAD6998077.1|CCAP
OG0001379	LOC118513885|XP_035916092.1|ASTE	CCAP1982_LOCUS6710|CAD6998096.1|CCAP
OG0001380	LOC118508988|XP_035904879.1|ASTE	CCAP1982_LOCUS21334|CAD7013263.1|CCAP
OG0001381	LOC118514539|XP_035917415.1|ASTE	CCAP1982_LOCUS21553|CAD7013493.1|CCAP
OG0001382	LOC118512516|XP_035912927.1|ASTE	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP
OG0001384	LOC118509868|XP_035906984.1|ASTE	CCAP1982_LOCUS5835|CAD6997196.1|CCAP
OG0001385	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE	CCAP1982_LOCUS5650|CAD6996988.1|CCAP
OG0001386	LOC118510837|XP_035909057.1|ASTE	CCAP1982_LOCUS5862|CAD6997227.1|CCAP, CCAP1982_LOCUS5870|CAD6997236.1|CCAP
OG0001387	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE	CCAP1982_LOCUS8048|CAD6999526.1|CCAP
OG0001388	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE	CCAP1982_LOCUS9027|CAD7000551.1|CCAP
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	CCAP1982_LOCUS1903|CAD6993073.1|CCAP
OG0001390	LOC118506752|XP_035900235.1|ASTE	CCAP1982_LOCUS7880|CAD6999353.1|CCAP
OG0001391	LOC118504503|XP_035894922.1|ASTE	CCAP1982_LOCUS5828|CAD6997188.1|CCAP
OG0001392	LOC118506657|XP_035899968.1|ASTE	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP
OG0001394	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE	CCAP1982_LOCUS19538|CAD7011438.1|CCAP
OG0001395	LOC118505832|XP_035898080.1|ASTE	CCAP1982_LOCUS388|CAD6991463.1|CCAP
OG0001397	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE	CCAP1982_LOCUS4998|CAD6996319.1|CCAP
OG0001399	LOC118512891|XP_035913888.1|ASTE	CCAP1982_LOCUS21132|CAD7013050.1|CCAP
OG0001400	LOC118503474|XP_035892665.1|ASTE	CCAP1982_LOCUS6142|CAD6997503.1|CCAP
OG0001401	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE	CCAP1982_LOCUS13471|CAD7005109.1|CCAP
OG0001402	LOC118508085|XP_035903453.1|ASTE	CCAP1982_LOCUS14088|CAD7005737.1|CCAP
OG0001403	LOC118512335|XP_035912510.1|ASTE	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP
OG0001404	LOC118505990|XP_035898449.1|ASTE	CCAP1982_LOCUS20364|CAD7012268.1|CCAP, CCAP1982_LOCUS20365|CAD7012269.1|CCAP
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	CCAP1982_LOCUS20893|CAD7012792.1|CCAP
OG0001407	LOC118508052|XP_035903398.1|ASTE	CCAP1982_LOCUS12032|CAD7003583.1|CCAP
OG0001408	LOC118509985|XP_035907259.1|ASTE	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP
OG0001410	LOC118506989|XP_035900800.1|ASTE, LOC118507043|XP_035900935.1|ASTE, LOC118517067|XP_035918817.1|ASTE	CCAP1982_LOCUS9933|CAD7001436.1|CCAP
OG0001429	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE	CCAP1982_LOCUS1446|CAD6992597.1|CCAP
OG0001430	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE	CCAP1982_LOCUS1915|CAD6993088.1|CCAP
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	CCAP1982_LOCUS5220|CAD6996552.1|CCAP, CCAP1982_LOCUS5219|CAD6996551.1|CCAP
OG0001437	LOC118513084|XP_035914345.1|ASTE	CCAP1982_LOCUS1003|CAD6992121.1|CCAP
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	CCAP1982_LOCUS1198|CAD6992334.1|CCAP
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	CCAP1982_LOCUS2418|CAD6993608.1|CCAP
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	CCAP1982_LOCUS1087|CAD6992217.1|CCAP
OG0001444	LOC118502379|XP_035890493.1|ASTE	CCAP1982_LOCUS3898|CAD6995177.1|CCAP
OG0001445	LOC118503034|XP_035891758.1|ASTE	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP
OG0001446	LOC118505222|XP_035896639.1|ASTE	CCAP1982_LOCUS2757|CAD6993972.1|CCAP
OG0001447	LOC118504441|XP_035894794.1|ASTE	CCAP1982_LOCUS61|CAD6991115.1|CCAP
OG0001448	LOC118508304|XP_035903852.1|ASTE	CCAP1982_LOCUS1118|CAD6992248.1|CCAP
OG0001449	LOC118502961|XP_035891617.1|ASTE	CCAP1982_LOCUS12143|CAD7003706.1|CCAP
OG0001450	LOC118512095|XP_035911953.1|ASTE	CCAP1982_LOCUS1353|CAD6992503.1|CCAP
OG0001451	LOC118510862|XP_035909101.1|ASTE	CCAP1982_LOCUS21472|CAD7013410.1|CCAP
OG0001452	LOC118508899|XP_035904631.1|ASTE	CCAP1982_LOCUS22574|CAD7014575.1|CCAP, CCAP1982_LOCUS22575|CAD7014576.1|CCAP
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	CCAP1982_LOCUS12525|CAD7004102.1|CCAP
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	CCAP1982_LOCUS4208|CAD6995495.1|CCAP
OG0001455	LOC118512978|XP_035914115.1|ASTE	CCAP1982_LOCUS14934|CAD7006627.1|CCAP, CCAP1982_LOCUS14933|CAD7006626.1|CCAP
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP, CCAP1982_LOCUS23231|CAD7015284.1|CCAP
OG0001457	LOC118512050|XP_035911786.1|ASTE	CCAP1982_LOCUS23313|CAD7015368.1|CCAP
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	CCAP1982_LOCUS21991|CAD7013982.1|CCAP
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	CCAP1982_LOCUS12616|CAD7004197.1|CCAP
OG0001460	LOC118509617|XP_035906336.1|ASTE	CCAP1982_LOCUS22491|CAD7014489.1|CCAP, CCAP1982_LOCUS22493|CAD7014491.1|CCAP
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	CCAP1982_LOCUS12226|CAD7003792.1|CCAP
OG0001463	LOC118511239|XP_035909970.1|ASTE	CCAP1982_LOCUS4869|CAD6996177.1|CCAP
OG0001466	LOC118509517|XP_035906111.1|ASTE	CCAP1982_LOCUS8263|CAD6999737.1|CCAP
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	CCAP1982_LOCUS8527|CAD7000023.1|CCAP
OG0001468	LOC118517241|XP_035919108.1|ASTE	CCAP1982_LOCUS12076|CAD7003637.1|CCAP, CCAP1982_LOCUS1503|CAD6992658.1|CCAP
OG0001469	LOC118512310|XP_035912446.1|ASTE	CCAP1982_LOCUS21877|CAD7013858.1|CCAP
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	CCAP1982_LOCUS14046|CAD7005694.1|CCAP
OG0001471	LOC118509952|XP_035907180.1|ASTE	CCAP1982_LOCUS10998|CAD7002509.1|CCAP, CCAP1982_LOCUS10995|CAD7002506.1|CCAP, CCAP1982_LOCUS11000|CAD7002511.1|CCAP, CCAP1982_LOCUS10997|CAD7002508.1|CCAP
OG0001472	LOC118511819|XP_035911252.1|ASTE	CCAP1982_LOCUS12411|CAD7003989.1|CCAP
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	CCAP1982_LOCUS2309|CAD6993496.1|CCAP
OG0001474	LOC118511983|XP_035911615.1|ASTE	CCAP1982_LOCUS22192|CAD7014186.1|CCAP
OG0001475	LOC118505830|XP_035898077.1|ASTE	CCAP1982_LOCUS21622|CAD7013566.1|CCAP
OG0001476	LOC118510956|XP_035909305.1|ASTE	CCAP1982_LOCUS23003|CAD7015046.1|CCAP, CCAP1982_LOCUS23001|CAD7015044.1|CCAP
OG0001477	LOC118513902|XP_035916117.1|ASTE	CCAP1982_LOCUS9219|CAD7000746.1|CCAP
OG0001478	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE	CCAP1982_LOCUS6943|CAD6998341.1|CCAP
OG0001480	LOC118513940|XP_035916216.1|ASTE	CCAP1982_LOCUS7499|CAD6998952.1|CCAP
OG0001481	LOC118511126|XP_035909752.1|ASTE	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP
OG0001482	LOC118514014|XP_035916376.1|ASTE	CCAP1982_LOCUS22940|CAD7014980.1|CCAP
OG0001483	LOC118510033|XP_035907314.1|ASTE	CCAP1982_LOCUS5446|CAD6996770.1|CCAP
OG0001484	LOC118511672|XP_035910923.1|ASTE	CCAP1982_LOCUS2927|CAD6994161.1|CCAP
OG0001485	LOC118512587|XP_035913119.1|ASTE	CCAP1982_LOCUS13494|CAD7005132.1|CCAP
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	CCAP1982_LOCUS8832|CAD7000350.1|CCAP
OG0001487	LOC118511555|XP_035910677.1|ASTE	CCAP1982_LOCUS5886|CAD6997253.1|CCAP
OG0001488	LOC118509962|XP_035907234.1|ASTE	CCAP1982_LOCUS22518|CAD7014517.1|CCAP, CCAP1982_LOCUS22517|CAD7014516.1|CCAP
OG0001489	LOC118510785|XP_035908963.1|ASTE	CCAP1982_LOCUS6375|CAD6997743.1|CCAP, CCAP1982_LOCUS6361|CAD6997729.1|CCAP
OG0001490	LOC118510781|XP_035908959.1|ASTE	CCAP1982_LOCUS6385|CAD6997753.1|CCAP
OG0001491	LOC118514099|XP_035916532.1|ASTE	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP
OG0001495	LOC118506658|XP_035899969.1|ASTE	CCAP1982_LOCUS22388|CAD7014394.1|CCAP
OG0001497	LOC118502537|XP_035890702.1|ASTE	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP
OG0001498	LOC118505728|XP_035897806.1|ASTE	CCAP1982_LOCUS4401|CAD6995695.1|CCAP
OG0001500	LOC118505138|XP_035896380.1|ASTE	CCAP1982_LOCUS21162|CAD7013087.1|CCAP
OG0001502	LOC118504323|XP_035894545.1|ASTE	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP
