Orthogroup	ASTE.longest_only	DELE.longest_only
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC108143287|XP_017123091.1|DELE
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC108140140|XP_017118330.1|DELE, LOC108141107|XP_017119807.1|DELE
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC108136636|XP_017113444.1|DELE
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC108142867|XP_017122430.1|DELE
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC108136805|XP_017113690.1|DELE
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC108147376|XP_017129299.1|DELE, LOC108145645|XP_017126675.1|DELE
OG0001893	LOC118517612|XP_035919801.1|ASTE	LOC108147279|XP_017129184.1|DELE
OG0001894	LOC118502737|XP_035891194.1|ASTE	LOC108149633|XP_017132852.1|DELE
OG0001895	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE	LOC108145273|XP_017126052.1|DELE
OG0001896	LOC118504211|XP_035894295.1|ASTE	LOC108135457|XP_017111690.1|DELE
OG0001897	LOC118503289|XP_035892271.1|ASTE	LOC108135117|XP_017111197.1|DELE
OG0001898	LOC118506902|XP_035900578.1|ASTE	LOC108137738|XP_017115125.1|DELE
OG0001899	LOC118505189|XP_035896537.1|ASTE	LOC108135756|XP_017112087.1|DELE
OG0001900	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE	LOC108145680|XP_017126725.1|DELE
OG0001901	LOC118506440|XP_035899461.1|ASTE	LOC108135227|XP_017111345.1|DELE
OG0001902	LOC118502669|XP_035891033.1|ASTE	LOC108136797|XP_017113682.1|DELE
OG0001903	LOC118507507|XP_035901939.1|ASTE	LOC108141165|XP_017119882.1|DELE
OG0001904	LOC118507779|XP_035902707.1|ASTE	LOC108148647|XP_017131261.1|DELE
OG0001905	LOC118508456|XP_035904151.1|ASTE	LOC108142432|XP_017121781.1|DELE
OG0001906	LOC118504404|XP_035894725.1|ASTE	LOC108140551|XP_017118890.1|DELE
OG0001907	LOC118505220|XP_035896630.1|ASTE	LOC108141624|XP_017120580.1|DELE
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC108140388|XP_017118584.1|DELE
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC108136487|XP_017113190.1|DELE
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC108135131|XP_017111228.1|DELE
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC108135070|XP_017111117.1|DELE
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC108144902|XP_017125553.1|DELE
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC108136758|XP_017113597.1|DELE
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC108146363|XP_017127830.1|DELE
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC108145177|XP_017125902.1|DELE
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC108142211|XP_017121410.1|DELE
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC108146405|XP_017127895.1|DELE
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC108144685|XP_017125239.1|DELE
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC108146082|XP_017127390.1|DELE
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC108149144|XP_017132040.1|DELE
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC108149188|XP_017132097.1|DELE
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC108147485|XP_017129529.1|DELE
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC108137942|XP_017115389.1|DELE
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC108150264|XP_017133835.1|DELE
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC108150175|XP_017133636.1|DELE
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC108138668|XP_017116502.1|DELE
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC108150221|XP_017133753.1|DELE
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC108144405|XP_017124725.1|DELE
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC108150361|XP_017133984.1|DELE
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC108146318|XP_017127770.1|DELE
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC108144588|XP_017125073.1|DELE
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC108144373|XP_017124636.1|DELE
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC108145399|XP_017126287.1|DELE
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC108149603|XP_017132786.1|DELE
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC108146530|XP_017128057.1|DELE
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC108145114|XP_017125812.1|DELE
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC108145736|XP_017126787.1|DELE
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC108146091|XP_017127408.1|DELE
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC108135012|XP_017111035.1|DELE, LOC108149624|XP_017132843.1|DELE, LOC108149571|XP_017132695.1|DELE
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC108149636|XP_017132857.1|DELE
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC108136527|XP_017113290.1|DELE
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC108142573|XP_017122013.1|DELE
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC108137449|XP_017114627.1|DELE
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC108137524|XP_017114727.1|DELE
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC108146773|XP_017128405.1|DELE
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC108149123|XP_017132012.1|DELE
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC108135568|XP_017111816.1|DELE
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC108145221|XP_017125965.1|DELE
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC108138774|XP_017116727.1|DELE
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC108142222|XP_017121426.1|DELE
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC108145881|XP_017127016.1|DELE
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC108144723|XP_017125307.1|DELE
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC108149632|XP_017132851.1|DELE
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC108146878|XP_017128599.1|DELE
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC108142680|XP_017122173.1|DELE
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC108140680|XP_017119115.1|DELE
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC108150117|XP_017133570.1|DELE
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC108149640|XP_017132864.1|DELE
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC108136597|XP_017113405.1|DELE, LOC108137555|XP_017114770.1|DELE
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC108144959|XP_017125594.1|DELE
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC108149621|XP_017132842.1|DELE
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC108143461|XP_017123384.1|DELE
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC108143458|XP_017123381.1|DELE
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC108145710|XP_017126760.1|DELE
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC108144552|XP_017125015.1|DELE
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC108135219|XP_017111331.1|DELE
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC108149543|XP_017132669.1|DELE
OG0001979	LOC118511116|XP_035909734.1|ASTE	LOC108138155|XP_017115732.1|DELE
OG0001980	LOC118513565|XP_035915386.1|ASTE	LOC108147806|XP_017130040.1|DELE
OG0001982	LOC118509169|XP_035905321.1|ASTE	LOC108137058|XP_017114054.1|DELE
OG0001983	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE
OG0001984	LOC118511044|XP_035909534.1|ASTE	LOC108148215|XP_017130618.1|DELE
OG0001985	LOC118509326|XP_035905680.1|ASTE	LOC108141798|XP_017120845.1|DELE
OG0001986	LOC118512643|XP_035913247.1|ASTE	LOC108150697|XP_017134449.1|DELE
OG0001987	LOC118507975|XP_035903207.1|ASTE	LOC108136295|XP_017112869.1|DELE
OG0001988	LOC118513408|XP_035915005.1|ASTE	LOC108144453|XP_017124833.1|DELE
OG0001989	LOC118513235|XP_035914679.1|ASTE	LOC108149153|XP_017132044.1|DELE
OG0001990	LOC118512435|XP_035912789.1|ASTE	LOC108141989|XP_017121137.1|DELE
OG0001992	LOC118511266|XP_035910029.1|ASTE	LOC108138257|XP_017115890.1|DELE
OG0001993	LOC118512545|XP_035913013.1|ASTE	LOC108135279|XP_017111449.1|DELE
OG0001994	LOC118511659|XP_035910900.1|ASTE	LOC108136916|XP_017113871.1|DELE
OG0001995	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE	LOC108138944|XP_017117012.1|DELE
OG0001996	LOC118512512|XP_035912922.1|ASTE	LOC108149459|XP_017132546.1|DELE
OG0001997	LOC118513345|XP_035914866.1|ASTE	LOC108141369|XP_017120188.1|DELE
OG0001998	LOC118512548|XP_035913021.1|ASTE	LOC108141367|XP_017120180.1|DELE
OG0001999	LOC118508967|XP_035904805.1|ASTE	LOC108147060|XP_017128837.1|DELE, LOC108137930|XP_017115373.1|DELE
OG0002000	LOC118513738|XP_035915788.1|ASTE	LOC108149411|XP_017132455.1|DELE
OG0002001	LOC118514686|XP_035917625.1|ASTE	LOC108149391|XP_017132410.1|DELE
OG0002002	LOC118514563|XP_035917455.1|ASTE	LOC108137944|XP_017115391.1|DELE
OG0002003	LOC118511610|XP_035910791.1|ASTE	LOC108141811|XP_017120873.1|DELE
OG0002004	LOC118512585|XP_035913108.1|ASTE	LOC108138940|XP_017117007.1|DELE
OG0002005	LOC118511777|XP_035911165.1|ASTE	LOC108150488|XP_017134183.1|DELE
OG0002006	LOC118514508|XP_035917337.1|ASTE	LOC108138143|XP_017115696.1|DELE
OG0002008	LOC118512608|XP_035913173.1|ASTE	LOC108145297|XP_017126103.1|DELE
OG0002009	LOC118513696|XP_035915713.1|ASTE	LOC108138048|XP_017115516.1|DELE, LOC108149163|XP_017132051.1|DELE
OG0002010	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE	LOC108142057|XP_017121230.1|DELE
OG0002011	LOC118513808|XP_035915910.1|ASTE	LOC108138223|XP_017115831.1|DELE
OG0002012	LOC118510849|XP_035909072.1|ASTE	LOC108149346|XP_017132325.1|DELE
OG0002013	LOC118513328|XP_035914829.1|ASTE	LOC108138899|XP_017116930.1|DELE
OG0002014	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE	LOC108145539|XP_017126528.1|DELE
OG0002015	LOC118513006|XP_035914160.1|ASTE	LOC108138021|XP_017115480.1|DELE
OG0002016	LOC118513208|XP_035914607.1|ASTE	LOC108149757|XP_017133063.1|DELE
OG0002017	LOC118512972|XP_035914092.1|ASTE	LOC108135324|XP_017111500.1|DELE
OG0002018	LOC118510770|XP_035908923.1|ASTE	LOC108135278|XP_017111448.1|DELE
OG0002019	LOC118510741|XP_035908861.1|ASTE	LOC108138194|XP_017115795.1|DELE
OG0002020	LOC118509949|XP_035907173.1|ASTE	LOC108139032|XP_017117130.1|DELE
OG0002021	LOC118509945|XP_035907170.1|ASTE	LOC108145222|XP_017125966.1|DELE
OG0002022	LOC118506403|XP_035899361.1|ASTE	LOC108141691|XP_017120660.1|DELE
OG0002023	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE	LOC108135358|XP_017111542.1|DELE
OG0002024	LOC118510711|XP_035908803.1|ASTE	LOC108142034|XP_017121199.1|DELE
OG0002025	LOC118510667|XP_035908700.1|ASTE	LOC108134522|XP_017110349.1|DELE
OG0002026	LOC118505323|XP_035896859.1|ASTE	LOC108143250|XP_017123046.1|DELE
OG0002027	LOC118505612|XP_035897545.1|ASTE	LOC108134629|XP_017110503.1|DELE, LOC108137504|XP_017114708.1|DELE
OG0002028	LOC118505621|XP_035897576.1|ASTE	LOC108141463|XP_017120356.1|DELE
OG0002029	LOC118505201|XP_035896575.1|ASTE	LOC108147421|XP_017129367.1|DELE
OG0002030	LOC118511575|XP_035910713.1|ASTE	LOC108144212|XP_017124375.1|DELE
OG0002031	LOC118512378|XP_035912638.1|ASTE	LOC108147598|XP_017129727.1|DELE
OG0002032	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE	LOC108140469|XP_017118698.1|DELE
OG0002033	LOC118506726|XP_035900150.1|ASTE	LOC108144741|XP_017125365.1|DELE
OG0002034	LOC118502758|XP_035891223.1|ASTE	LOC108135920|XP_017112351.1|DELE
OG0002035	LOC118505534|XP_035897342.1|ASTE	LOC108143862|XP_017123916.1|DELE
OG0002036	LOC118506749|XP_035900224.1|ASTE	LOC108135028|XP_017111049.1|DELE
OG0002037	LOC118504715|XP_035895445.1|ASTE	LOC108145727|XP_017126779.1|DELE
OG0002038	LOC118504932|XP_035895918.1|ASTE	LOC108140022|XP_017118213.1|DELE, LOC108136830|XP_017113735.1|DELE
OG0002039	LOC118504935|XP_035895925.1|ASTE	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE
OG0002040	LOC118505123|XP_035896330.1|ASTE	LOC108141913|XP_017121026.1|DELE
OG0002041	LOC118507060|XP_035900921.1|ASTE	LOC108145451|XP_017126380.1|DELE
OG0002042	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE	LOC108141138|XP_017119851.1|DELE
OG0002043	LOC118504219|XP_035894318.1|ASTE	LOC108148355|XP_017130861.1|DELE
OG0002044	LOC118506888|XP_035900545.1|ASTE	LOC108148723|XP_017131382.1|DELE
OG0002045	LOC118506722|XP_035900142.1|ASTE	LOC108144055|XP_017124188.1|DELE
OG0002046	LOC118507696|XP_035902443.1|ASTE	LOC108140929|XP_017119482.1|DELE
OG0002047	LOC118506552|XP_035899749.1|ASTE	LOC108134853|XP_017110817.1|DELE
OG0002048	LOC118507584|XP_035902138.1|ASTE	LOC108141562|XP_017120496.1|DELE
OG0002049	LOC118507942|XP_035903153.1|ASTE	LOC108140500|XP_017118765.1|DELE
OG0002050	LOC118502660|XP_035891005.1|ASTE	LOC108140567|XP_017118916.1|DELE
OG0002051	LOC118502580|XP_035890812.1|ASTE	LOC108144624|XP_017125140.1|DELE
OG0002053	LOC118505802|XP_035898030.1|ASTE	LOC108143968|XP_017124056.1|DELE
OG0002054	LOC118503254|XP_035892186.1|ASTE	LOC108148291|XP_017130749.1|DELE
OG0002055	LOC118506162|XP_035898827.1|ASTE	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE
OG0002056	LOC118506167|XP_035898831.1|ASTE	LOC108146730|XP_017128319.1|DELE
OG0002057	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE	LOC108141845|XP_017120925.1|DELE
OG0002058	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE	LOC108146042|XP_017127327.1|DELE
OG0002059	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE	LOC108148791|XP_017131499.1|DELE
OG0002060	LOC118504319|XP_035894538.1|ASTE	LOC108149797|XP_017133152.1|DELE
OG0002061	LOC118504320|XP_035894539.1|ASTE	LOC108144791|XP_017125398.1|DELE
OG0002062	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE	LOC108140885|XP_017119406.1|DELE
OG0002063	LOC118502562|XP_035890777.1|ASTE	LOC108138599|XP_017116379.1|DELE
OG0002064	LOC118506846|XP_035900463.1|ASTE	LOC108146108|XP_017127428.1|DELE
OG0002065	LOC118505157|XP_035896444.1|ASTE	LOC108145889|XP_017127027.1|DELE
OG0002066	LOC118503644|XP_035893041.1|ASTE	LOC108140512|XP_017118792.1|DELE
OG0002067	LOC118505857|XP_035898130.1|ASTE	LOC108141545|XP_017120475.1|DELE
OG0002068	LOC118510936|XP_035909263.1|ASTE	LOC108139084|XP_017117201.1|DELE
OG0002069	LOC118506005|XP_035898483.1|ASTE	LOC108138485|XP_017116180.1|DELE, LOC108139286|XP_017117474.1|DELE
OG0002070	LOC118506014|XP_035898493.1|ASTE	LOC108139453|XP_017117665.1|DELE, LOC108140389|XP_017118586.1|DELE
OG0002071	LOC118507225|XP_035901278.1|ASTE	LOC108143857|XP_017123908.1|DELE
OG0002072	LOC118507929|XP_035903125.1|ASTE	LOC108141543|XP_017120472.1|DELE
OG0002073	LOC118503423|XP_035892555.1|ASTE	LOC108136059|XP_017112483.1|DELE
OG0002074	LOC118507274|XP_035901471.1|ASTE	LOC108144905|XP_017125556.1|DELE
OG0002075	LOC118508102|XP_035903478.1|ASTE	LOC108138276|XP_017115917.1|DELE
OG0002076	LOC118504187|XP_035894253.1|ASTE	LOC108149172|XP_017132060.1|DELE
OG0002077	LOC118512370|XP_035912613.1|ASTE	LOC108145936|XP_017127130.1|DELE
OG0002078	LOC118507408|XP_035901762.1|ASTE	LOC108147592|XP_017129721.1|DELE
OG0002079	LOC118505316|XP_035896853.1|ASTE	LOC108142454|XP_017121819.1|DELE
OG0002080	LOC118506143|XP_035898783.1|ASTE	LOC108144771|XP_017125370.1|DELE
OG0002081	LOC118503442|XP_035892599.1|ASTE	LOC108144880|XP_017125526.1|DELE
OG0002082	LOC118506034|XP_035898546.1|ASTE	LOC108144354|XP_017124592.1|DELE
OG0002083	LOC118509900|XP_035907048.1|ASTE	LOC108137138|XP_017114180.1|DELE
OG0002084	LOC118507329|XP_035901611.1|ASTE	LOC108141836|XP_017120909.1|DELE
OG0002086	LOC118507183|XP_035901148.1|ASTE	LOC108141804|XP_017120854.1|DELE
OG0002087	LOC118512331|XP_035912499.1|ASTE	LOC108142340|XP_017121585.1|DELE
OG0002088	LOC118505278|XP_035896740.1|ASTE	LOC108142597|XP_017122055.1|DELE
OG0002089	LOC118505914|XP_035898267.1|ASTE	LOC108145459|XP_017126394.1|DELE, LOC108136386|XP_017112987.1|DELE
OG0002090	LOC118505956|XP_035898382.1|ASTE	LOC108146747|XP_017128365.1|DELE
OG0002091	LOC118507396|XP_035901742.1|ASTE	LOC108144240|XP_017124408.1|DELE
OG0002092	LOC118504180|XP_035894225.1|ASTE	LOC108146027|XP_017127302.1|DELE
OG0002093	LOC118504179|XP_035894224.1|ASTE	LOC108143705|XP_017123726.1|DELE
OG0002094	LOC118503055|XP_035891813.1|ASTE	LOC108141304|XP_017120060.1|DELE
OG0002095	LOC118503944|XP_035893714.1|ASTE	LOC108134886|XP_017110876.1|DELE
OG0002096	LOC118503857|XP_035893462.1|ASTE	LOC108149786|XP_017133131.1|DELE
OG0002097	LOC118507103|XP_035900999.1|ASTE	LOC108141347|XP_017120152.1|DELE
OG0002098	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE	LOC108146968|XP_017128714.1|DELE
OG0002099	LOC118504082|XP_035894043.1|ASTE	LOC108144059|XP_017124193.1|DELE
OG0002100	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE	LOC108136134|XP_017112613.1|DELE
OG0002101	LOC118507399|XP_035901746.1|ASTE	LOC108145415|XP_017126309.1|DELE
OG0002102	LOC118503731|XP_035893238.1|ASTE	LOC108143503|XP_017123455.1|DELE
OG0002103	LOC118503304|XP_035892315.1|ASTE	LOC108144011|XP_017124123.1|DELE
OG0002117	LOC118505507|XP_035897285.1|ASTE	LOC108143601|XP_017123613.1|DELE
OG0002118	LOC118502971|XP_035891638.1|ASTE	LOC108147566|XP_017129640.1|DELE
OG0002119	LOC118503759|XP_035893315.1|ASTE	LOC108143841|XP_017123880.1|DELE
OG0002120	LOC118509540|XP_035906173.1|ASTE	LOC108148200|XP_017130595.1|DELE
OG0002121	LOC118503831|XP_035893435.1|ASTE	LOC108148805|XP_017131523.1|DELE
OG0002123	LOC118505667|XP_035897689.1|ASTE	LOC108138134|XP_017115667.1|DELE
OG0002124	LOC118510740|XP_035908865.1|ASTE	LOC108136604|XP_017113411.1|DELE
OG0002125	LOC118517608|XP_035919800.1|ASTE	LOC108144476|XP_017124878.1|DELE
OG0002126	LOC118506343|XP_035899224.1|ASTE	LOC108142199|XP_017121373.1|DELE, LOC108139628|XP_017117843.1|DELE
OG0002127	LOC118503477|XP_035892669.1|ASTE	LOC108136312|XP_017112897.1|DELE
OG0002128	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE	LOC108136425|XP_017113049.1|DELE
OG0002129	LOC118508956|XP_035904776.1|ASTE	LOC108135777|XP_017112126.1|DELE
OG0002130	LOC118508139|XP_035903554.1|ASTE	LOC108135899|XP_017112305.1|DELE
OG0002131	LOC118511581|XP_035910724.1|ASTE	LOC108136779|XP_017113630.1|DELE
OG0002132	LOC118513214|XP_035914621.1|ASTE	LOC108142001|XP_017121156.1|DELE
OG0002133	LOC118513258|XP_035914750.1|ASTE	LOC108137696|XP_017115059.1|DELE
OG0002134	LOC118502713|XP_035891161.1|ASTE	LOC108148168|XP_017130557.1|DELE
OG0002135	LOC118504575|XP_035895115.1|ASTE	LOC108136507|XP_017113247.1|DELE
OG0002136	LOC118517379|XP_035919295.1|ASTE	LOC108148692|XP_017131327.1|DELE
OG0002137	LOC118517358|XP_035919259.1|ASTE	LOC108136735|XP_017113563.1|DELE
OG0002138	LOC118508588|XP_035904388.1|ASTE	LOC108141381|XP_017120220.1|DELE
OG0002139	LOC118508612|XP_035904390.1|ASTE	LOC108136444|XP_017113096.1|DELE
OG0002140	LOC118513209|XP_035914618.1|ASTE	LOC108136456|XP_017113131.1|DELE
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	LOC108141759|XP_017120748.1|DELE
OG0002142	LOC118505402|XP_035897035.1|ASTE	LOC108141239|XP_017119984.1|DELE
OG0002143	LOC118510683|XP_035908745.1|ASTE	LOC108147961|XP_017130245.1|DELE
OG0002144	LOC118517416|XP_035919416.1|ASTE	LOC108134617|XP_017110490.1|DELE
OG0002145	LOC118517448|XP_035919487.1|ASTE	LOC108136971|XP_017113951.1|DELE
OG0002146	LOC118502808|XP_035891343.1|ASTE	LOC108141121|XP_017119824.1|DELE
OG0002147	LOC118517475|XP_035919553.1|ASTE	LOC108140902|XP_017119436.1|DELE
OG0002148	LOC118504345|XP_035894605.1|ASTE	LOC108145696|XP_017126743.1|DELE
OG0002149	LOC118517464|XP_035919525.1|ASTE	LOC108145299|XP_017126109.1|DELE
OG0002150	LOC118506059|XP_035898599.1|ASTE	LOC108137060|XP_017114056.1|DELE, LOC108140941|XP_017119500.1|DELE
OG0002151	LOC118511205|XP_035909879.1|ASTE	LOC108141990|XP_017121140.1|DELE
OG0002152	LOC118509815|XP_035906865.1|ASTE	LOC108136750|XP_017113589.1|DELE
OG0002153	LOC118506211|XP_035898925.1|ASTE	LOC108148517|XP_017131043.1|DELE
OG0002154	LOC118509923|XP_035907135.1|ASTE	LOC108135894|XP_017112300.1|DELE
OG0002155	LOC118506206|XP_035898911.1|ASTE	LOC108143778|XP_017123794.1|DELE
OG0002156	LOC118505756|XP_035897871.1|ASTE	LOC108138367|XP_017116029.1|DELE
OG0002157	LOC118508128|XP_035903529.1|ASTE	LOC108134607|XP_017110468.1|DELE
OG0002158	LOC118517370|XP_035919281.1|ASTE	LOC108139099|XP_017117205.1|DELE
OG0002159	LOC118504805|XP_035895693.1|ASTE	LOC108143508|XP_017123468.1|DELE
OG0002160	LOC118508129|XP_035907722.1|ASTE	LOC108141228|XP_017119973.1|DELE
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	LOC108135767|XP_017112106.1|DELE
OG0002162	LOC118502665|XP_035891021.1|ASTE	LOC108140594|XP_017118988.1|DELE
OG0002163	LOC118507651|XP_035902314.1|ASTE	LOC108149881|XP_017133264.1|DELE
OG0002164	LOC118504758|XP_035895577.1|ASTE	LOC108140181|XP_017118374.1|DELE, LOC108150573|XP_017134314.1|DELE, LOC108148981|XP_017131812.1|DELE
OG0002165	LOC118508279|XP_035903813.1|ASTE	LOC108150460|XP_017134124.1|DELE
OG0002166	LOC118514682|XP_035917661.1|ASTE	LOC108138308|XP_017115954.1|DELE
OG0002167	LOC118504438|XP_035894788.1|ASTE	LOC108143720|XP_017123745.1|DELE, LOC108136822|XP_017113720.1|DELE
OG0002168	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE	LOC108141485|XP_017120387.1|DELE
OG0002169	LOC118507241|XP_035901386.1|ASTE	LOC108150357|XP_017133980.1|DELE
OG0002170	LOC118505581|XP_035897431.1|ASTE	LOC108145295|XP_017126102.1|DELE
OG0002171	LOC118502730|XP_035891184.1|ASTE	LOC108136734|XP_017113561.1|DELE
OG0002172	LOC118506467|XP_035899535.1|ASTE	LOC108148866|XP_017131655.1|DELE
OG0002173	LOC118514148|XP_035916652.1|ASTE	LOC108134473|XP_017110275.1|DELE
OG0002174	LOC118508485|XP_035904196.1|ASTE	LOC108139120|XP_017117222.1|DELE
OG0002175	LOC118508486|XP_035904198.1|ASTE	LOC108139121|XP_017117223.1|DELE
OG0002176	LOC118508452|XP_035904147.1|ASTE	LOC108135822|XP_017112192.1|DELE
OG0002177	LOC118507790|XP_035902720.1|ASTE	LOC108135161|XP_017111272.1|DELE
OG0002178	LOC118507537|XP_035902007.1|ASTE	LOC108148684|XP_017131318.1|DELE
OG0002179	LOC118504989|XP_035896051.1|ASTE	LOC108143729|XP_017123751.1|DELE
OG0002180	LOC118505448|XP_035897140.1|ASTE	LOC108148616|XP_017131195.1|DELE
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	LOC108137299|XP_017114409.1|DELE
