Orthogroup	ASTE.longest_only	CQUI.longest_only
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC6042396|XP_038108468.1|CQUI
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC6032044|XP_038104689.1|CQUI
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC6033909|XP_001844298.2|CQUI
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC6033904|XP_001844293.2|CQUI
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC6032785|XP_038118978.1|CQUI
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC6032807|XP_038118971.1|CQUI
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC6032905|XP_038116382.1|CQUI
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC6041034|XP_001850345.2|CQUI
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC6053530|XP_038119323.1|CQUI
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC6031101|XP_001841948.2|CQUI
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI
OG0001923	LOC118509818|XP_035906863.1|ASTE	LOC6053082|XP_038116406.1|CQUI
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC6047853|XP_001864856.2|CQUI
OG0001925	LOC118513240|XP_035914688.1|ASTE	LOC6044576|XP_001862068.2|CQUI
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC6031058|XP_038117318.1|CQUI
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC6042822|XP_038119054.1|CQUI
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC6042827|XP_001870824.2|CQUI
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC6044582|XP_038117729.1|CQUI
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC6052394|XP_038121632.1|CQUI
OG0001931	LOC118514471|XP_035917290.1|ASTE	LOC6044951|XP_001862375.1|CQUI
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC6044950|XP_038115259.1|CQUI
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC6051407|XP_001867852.2|CQUI
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC6047375|XP_001864443.2|CQUI
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC6038818|XP_038120855.1|CQUI
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC6042011|XP_038115412.1|CQUI
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC6044645|XP_038115793.1|CQUI
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC6048509|XP_001865422.2|CQUI
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC6048947|XP_001865782.2|CQUI
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC6036592|XP_038117237.1|CQUI
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC119769729|XP_038119123.1|CQUI
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC6053439|XP_001869521.2|CQUI
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC6041342|XP_038121860.1|CQUI
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC6050479|XP_001867082.1|CQUI
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC6050483|XP_001867086.1|CQUI
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC6048050|XP_038116081.1|CQUI
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC6050155|XP_038115622.1|CQUI
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC6044944|XP_038114752.1|CQUI
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC6038589|XP_038122017.1|CQUI
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC6051573|XP_038119566.1|CQUI
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC6037139|XP_001847079.2|CQUI
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC6036398|XP_038119152.1|CQUI
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC6036401|XP_001846454.2|CQUI
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC6036547|XP_038117528.1|CQUI
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC6036275|XP_001846341.1|CQUI
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC6033549|XP_038117713.1|CQUI
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC6038392|XP_001848199.2|CQUI
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC6040613|XP_001849983.2|CQUI
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC6035473|XP_038120793.1|CQUI
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC6033576|XP_038116392.1|CQUI
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC119770350|XP_038120975.1|CQUI
OG0001965	LOC118512271|XP_035912353.1|ASTE	LOC6050296|XP_038119280.1|CQUI
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC6045542|XP_038120964.1|CQUI
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC6037159|XP_038116491.1|CQUI
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC119769837|XP_038119461.1|CQUI
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC6043784|XP_001861388.2|CQUI
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC6033499|XP_001843940.1|CQUI
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC119770383|XP_038121065.1|CQUI
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC6050813|XP_038115650.1|CQUI
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC6030808|XP_038115981.1|CQUI
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC6040965|XP_001850286.2|CQUI
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC6047202|XP_001864288.2|CQUI
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC6037093|XP_001847040.1|CQUI
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC119767020|XP_038110184.1|CQUI, LOC6032497|XP_001843086.1|CQUI
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC6034119|XP_038111127.1|CQUI
OG0001979	LOC118511116|XP_035909734.1|ASTE	LOC6046047|XP_001863303.1|CQUI
OG0001980	LOC118513565|XP_035915386.1|ASTE	LOC6048883|XP_001865727.2|CQUI
OG0001981	LOC118509162|XP_035905306.1|ASTE	LOC6041638|XP_038106774.1|CQUI
OG0001982	LOC118509169|XP_035905321.1|ASTE	LOC6046048|XP_001863304.2|CQUI
OG0001983	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE	LOC6037074|XP_038109968.1|CQUI
OG0001984	LOC118511044|XP_035909534.1|ASTE	LOC6043314|XP_038108458.1|CQUI
OG0001985	LOC118509326|XP_035905680.1|ASTE	LOC6041484|XP_038107733.1|CQUI
OG0001986	LOC118512643|XP_035913247.1|ASTE	LOC6039572|XP_038113369.1|CQUI
OG0001987	LOC118507975|XP_035903207.1|ASTE	LOC6033795|XP_038108902.1|CQUI
OG0001988	LOC118513408|XP_035915005.1|ASTE	LOC6031811|XP_038108479.1|CQUI
OG0001989	LOC118513235|XP_035914679.1|ASTE	LOC6038274|XP_001848097.2|CQUI
OG0001990	LOC118512435|XP_035912789.1|ASTE	LOC6038269|XP_038107998.1|CQUI
OG0001991	LOC118512974|XP_035914095.1|ASTE	LOC6045657|XP_038110933.1|CQUI
OG0001992	LOC118511266|XP_035910029.1|ASTE	LOC6048798|XP_038109494.1|CQUI
OG0001993	LOC118512545|XP_035913013.1|ASTE	LOC6040852|XP_001850184.1|CQUI
OG0001994	LOC118511659|XP_035910900.1|ASTE	LOC6031207|XP_001842041.2|CQUI
OG0001995	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE	LOC6033195|XP_001843675.2|CQUI
OG0001996	LOC118512512|XP_035912922.1|ASTE	LOC6031275|XP_038108642.1|CQUI
OG0001997	LOC118513345|XP_035914866.1|ASTE	LOC6042869|XP_001853641.1|CQUI
OG0001998	LOC118512548|XP_035913021.1|ASTE	LOC6052519|XP_038108714.1|CQUI
OG0001999	LOC118508967|XP_035904805.1|ASTE	LOC6049002|XP_038107788.1|CQUI
OG0002000	LOC118513738|XP_035915788.1|ASTE	LOC6054187|XP_038109989.1|CQUI
OG0002001	LOC118514686|XP_035917625.1|ASTE	LOC6033119|XP_038108756.1|CQUI
OG0002002	LOC118514563|XP_035917455.1|ASTE	LOC6042111|XP_001851261.2|CQUI
OG0002003	LOC118511610|XP_035910791.1|ASTE	LOC6044259|XP_001861798.1|CQUI
OG0002004	LOC118512585|XP_035913108.1|ASTE	LOC6036173|XP_038111988.1|CQUI
OG0002005	LOC118511777|XP_035911165.1|ASTE	LOC6033275|XP_038111843.1|CQUI
OG0002006	LOC118514508|XP_035917337.1|ASTE	LOC6033224|XP_038110957.1|CQUI
OG0002008	LOC118512608|XP_035913173.1|ASTE	LOC6036447|XP_038109172.1|CQUI
OG0002009	LOC118513696|XP_035915713.1|ASTE	LOC6036465|XP_038112709.1|CQUI
OG0002010	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE	LOC6036482|XP_001846532.2|CQUI
OG0002011	LOC118513808|XP_035915910.1|ASTE	LOC6034391|XP_001844709.2|CQUI
OG0002012	LOC118510849|XP_035909072.1|ASTE	LOC6036347|XP_038112714.1|CQUI
OG0002013	LOC118513328|XP_035914829.1|ASTE	LOC6046639|XP_038107918.1|CQUI
OG0002014	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE	LOC6035997|XP_038111448.1|CQUI
OG0002015	LOC118513006|XP_035914160.1|ASTE	LOC6034825|XP_001845096.2|CQUI
OG0002016	LOC118513208|XP_035914607.1|ASTE	LOC6050974|XP_038107602.1|CQUI
OG0002017	LOC118512972|XP_035914092.1|ASTE	LOC6054171|XP_038108914.1|CQUI
OG0002018	LOC118510770|XP_035908923.1|ASTE	LOC6032135|XP_001842789.2|CQUI
OG0002019	LOC118510741|XP_035908861.1|ASTE	LOC6046126|XP_038110758.1|CQUI
OG0002020	LOC118509949|XP_035907173.1|ASTE	LOC6038005|XP_038108837.1|CQUI
OG0002021	LOC118509945|XP_035907170.1|ASTE	LOC6037998|XP_001847845.2|CQUI
OG0002023	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE	LOC6036020|XP_038109557.1|CQUI
OG0002024	LOC118510711|XP_035908803.1|ASTE	LOC6033634|XP_001844061.1|CQUI
OG0002025	LOC118510667|XP_035908700.1|ASTE	LOC6048337|XP_038109427.1|CQUI
OG0002026	LOC118505323|XP_035896859.1|ASTE	LOC6046087|XP_038119029.1|CQUI
OG0002027	LOC118505612|XP_035897545.1|ASTE	LOC6038993|XP_038118649.1|CQUI
OG0002028	LOC118505621|XP_035897576.1|ASTE	LOC6038987|XP_038119452.1|CQUI
OG0002029	LOC118505201|XP_035896575.1|ASTE	LOC6044744|XP_038117028.1|CQUI
OG0002030	LOC118511575|XP_035910713.1|ASTE	LOC6036738|XP_001846737.1|CQUI
OG0002031	LOC118512378|XP_035912638.1|ASTE	LOC6034192|XP_001844547.2|CQUI
OG0002032	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE	LOC6047494|XP_001864549.2|CQUI
OG0002033	LOC118506726|XP_035900150.1|ASTE	LOC6033021|XP_038119287.1|CQUI
OG0002034	LOC118502758|XP_035891223.1|ASTE	LOC6033038|XP_038115410.1|CQUI
OG0002036	LOC118506749|XP_035900224.1|ASTE	LOC6050995|XP_038121187.1|CQUI
OG0002037	LOC118504715|XP_035895445.1|ASTE	LOC6046238|XP_001863465.1|CQUI
OG0002038	LOC118504932|XP_035895918.1|ASTE	LOC6048866|XP_001865713.1|CQUI
OG0002039	LOC118504935|XP_035895925.1|ASTE	LOC6041739|XP_001850959.1|CQUI
OG0002040	LOC118505123|XP_035896330.1|ASTE	LOC6049016|XP_038115728.1|CQUI
OG0002041	LOC118507060|XP_035900921.1|ASTE	LOC6053561|XP_038121322.1|CQUI
OG0002042	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE	LOC6042060|XP_001851213.1|CQUI
OG0002043	LOC118504219|XP_035894318.1|ASTE	LOC6046279|XP_001863506.2|CQUI
OG0002044	LOC118506888|XP_035900545.1|ASTE	LOC6049246|XP_038115174.1|CQUI
OG0002045	LOC118506722|XP_035900142.1|ASTE	LOC6046000|XP_038119279.1|CQUI
OG0002046	LOC118507696|XP_035902443.1|ASTE	LOC6044308|XP_038119321.1|CQUI
OG0002047	LOC118506552|XP_035899749.1|ASTE	LOC6050271|XP_038122220.1|CQUI
OG0002048	LOC118507584|XP_035902138.1|ASTE	LOC6042553|XP_038120962.1|CQUI
OG0002049	LOC118507942|XP_035903153.1|ASTE	LOC6039492|XP_038115951.1|CQUI
OG0002050	LOC118502660|XP_035891005.1|ASTE	LOC6043404|XP_038115088.1|CQUI
OG0002051	LOC118502580|XP_035890812.1|ASTE	LOC6051287|XP_038119820.1|CQUI
OG0002053	LOC118505802|XP_035898030.1|ASTE	LOC6040835|XP_038116346.1|CQUI
OG0002054	LOC118503254|XP_035892186.1|ASTE	LOC6035830|XP_001845950.2|CQUI
OG0002055	LOC118506162|XP_035898827.1|ASTE	LOC6038958|XP_038120809.1|CQUI
OG0002056	LOC118506167|XP_035898831.1|ASTE	LOC6038943|XP_038120800.1|CQUI
OG0002057	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE	LOC6034056|XP_038120930.1|CQUI
OG0002058	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE	LOC6033986|XP_001844369.2|CQUI
OG0002059	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE	LOC6033981|XP_038120952.1|CQUI
OG0002060	LOC118504319|XP_035894538.1|ASTE	LOC6033990|XP_038119391.1|CQUI
OG0002061	LOC118504320|XP_035894539.1|ASTE	LOC6033991|XP_001844379.1|CQUI
OG0002062	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE	LOC6037972|XP_038118109.1|CQUI
OG0002063	LOC118502562|XP_035890777.1|ASTE	LOC119769819|XP_038119432.1|CQUI
OG0002064	LOC118506846|XP_035900463.1|ASTE	LOC6047178|XP_038120724.1|CQUI
OG0002065	LOC118505157|XP_035896444.1|ASTE	LOC6046202|XP_038120624.1|CQUI
OG0002066	LOC118503644|XP_035893041.1|ASTE	LOC6039967|XP_038109379.1|CQUI
OG0002067	LOC118505857|XP_035898130.1|ASTE	LOC6044111|XP_038112191.1|CQUI
OG0002068	LOC118510936|XP_035909263.1|ASTE	LOC119766543|XP_038107216.1|CQUI
OG0002069	LOC118506005|XP_035898483.1|ASTE	LOC6041145|XP_001850445.2|CQUI
OG0002070	LOC118506014|XP_035898493.1|ASTE	LOC6041138|XP_001850438.2|CQUI
OG0002071	LOC118507225|XP_035901278.1|ASTE	LOC6036873|XP_038107719.1|CQUI
OG0002072	LOC118507929|XP_035903125.1|ASTE	LOC119767954|XP_038113954.1|CQUI, LOC119767948|XP_038113941.1|CQUI
OG0002073	LOC118503423|XP_035892555.1|ASTE	LOC6037933|XP_038116801.1|CQUI
OG0002074	LOC118507274|XP_035901471.1|ASTE	LOC6034286|XP_001844626.2|CQUI
OG0002075	LOC118508102|XP_035903478.1|ASTE	LOC6051422|XP_001867860.2|CQUI
OG0002076	LOC118504187|XP_035894253.1|ASTE	LOC6053604|XP_038109672.1|CQUI
OG0002077	LOC118512370|XP_035912613.1|ASTE	LOC6048428|XP_038107454.1|CQUI
OG0002078	LOC118507408|XP_035901762.1|ASTE	LOC6049195|XP_038108184.1|CQUI
OG0002079	LOC118505316|XP_035896853.1|ASTE	LOC6035445|XP_038113391.1|CQUI
OG0002080	LOC118506143|XP_035898783.1|ASTE	LOC6045702|XP_038109755.1|CQUI
OG0002081	LOC118503442|XP_035892599.1|ASTE	LOC6045982|XP_001863256.2|CQUI
OG0002082	LOC118506034|XP_035898546.1|ASTE	LOC6036748|XP_038113901.1|CQUI
OG0002083	LOC118509900|XP_035907048.1|ASTE	LOC6035972|XP_038107184.1|CQUI
OG0002084	LOC118507329|XP_035901611.1|ASTE	LOC6035707|XP_038108824.1|CQUI
OG0002086	LOC118507183|XP_035901148.1|ASTE	LOC6046954|XP_001864067.2|CQUI
OG0002087	LOC118512331|XP_035912499.1|ASTE	LOC6035876|XP_038112932.1|CQUI
OG0002088	LOC118505278|XP_035896740.1|ASTE	LOC6048576|XP_038109929.1|CQUI
OG0002090	LOC118505956|XP_035898382.1|ASTE	LOC6048571|XP_038112054.1|CQUI
OG0002091	LOC118507396|XP_035901742.1|ASTE	LOC6042356|XP_001851484.1|CQUI
OG0002092	LOC118504180|XP_035894225.1|ASTE	LOC6042361|XP_001851488.2|CQUI, LOC6036907|XP_038108108.1|CQUI
OG0002093	LOC118504179|XP_035894224.1|ASTE	LOC6046499|XP_038110633.1|CQUI
OG0002094	LOC118503055|XP_035891813.1|ASTE	LOC6040957|XP_038113605.1|CQUI
OG0002095	LOC118503944|XP_035893714.1|ASTE	LOC6036091|XP_001846184.1|CQUI
OG0002096	LOC118503857|XP_035893462.1|ASTE	LOC6047564|XP_038107160.1|CQUI
OG0002097	LOC118507103|XP_035900999.1|ASTE	LOC6032274|XP_038114310.1|CQUI
OG0002098	LOC118508223|XP_035903705.1|ASTE	LOC6054484|XP_038109600.1|CQUI
OG0002098	LOC118508221|XP_035903702.1|ASTE	LOC6050613|XP_038110230.1|CQUI
OG0002099	LOC118504082|XP_035894043.1|ASTE	LOC6052912|XP_038113126.1|CQUI
OG0002100	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE	LOC6037635|XP_001847522.2|CQUI, LOC6037636|XP_038113451.1|CQUI
OG0002101	LOC118507399|XP_035901746.1|ASTE	LOC6034560|XP_038108470.1|CQUI
OG0002102	LOC118503731|XP_035893238.1|ASTE	LOC6040553|XP_001849935.2|CQUI
OG0002103	LOC118503304|XP_035892315.1|ASTE	LOC6039927|XP_038104265.1|CQUI
OG0002104	LOC118507930|XP_035903126.1|ASTE	LOC119766395|XP_038106838.1|CQUI, LOC119766319|XP_038106723.1|CQUI, LOC119769497|XP_038118093.1|CQUI, LOC119766088|XP_038106408.1|CQUI, LOC119769343|XP_038117301.1|CQUI, LOC119769348|XP_038117310.1|CQUI, LOC119769032|XP_038116840.1|CQUI, LOC119768620|XP_038114737.1|CQUI, LOC119769496|XP_038118090.1|CQUI, LOC119770196|XP_038120573.1|CQUI, LOC119766257|XP_038106623.1|CQUI
OG0002104	LOC118509238|XP_035905439.1|ASTE	LOC119766516|XP_038107038.1|CQUI
OG0002117	LOC118505507|XP_035897285.1|ASTE	LOC6035092|XP_001845324.2|CQUI
OG0002118	LOC118502971|XP_035891638.1|ASTE	LOC6038196|XP_001848026.2|CQUI
OG0002119	LOC118503759|XP_035893315.1|ASTE	LOC6052831|XP_038104539.1|CQUI
OG0002120	LOC118509540|XP_035906173.1|ASTE	LOC6038312|XP_038104590.1|CQUI
OG0002121	LOC118503831|XP_035893435.1|ASTE	LOC6048963|XP_038111521.1|CQUI
OG0002123	LOC118505667|XP_035897689.1|ASTE	LOC6040410|XP_038105742.1|CQUI
OG0002124	LOC118510740|XP_035908865.1|ASTE	LOC119770815|XP_038122274.1|CQUI
OG0002125	LOC118517608|XP_035919800.1|ASTE	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI
OG0002126	LOC118506343|XP_035899224.1|ASTE	LOC6053690|XP_001869735.2|CQUI
OG0002127	LOC118503477|XP_035892669.1|ASTE	LOC6051305|XP_038105747.1|CQUI
OG0002128	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE	LOC6050201|XP_038114963.1|CQUI
OG0002129	LOC118508956|XP_035904776.1|ASTE	LOC6038188|XP_038108193.1|CQUI
OG0002130	LOC118508139|XP_035903554.1|ASTE	LOC6048461|XP_001865375.1|CQUI
OG0002131	LOC118511581|XP_035910724.1|ASTE	LOC6041291|XP_038105189.1|CQUI
OG0002132	LOC118513214|XP_035914621.1|ASTE	LOC6042241|XP_001851379.1|CQUI
OG0002133	LOC118513258|XP_035914750.1|ASTE	LOC6041277|XP_001850564.2|CQUI
OG0002134	LOC118502713|XP_035891161.1|ASTE	LOC6053321|XP_038104459.1|CQUI
OG0002135	LOC118504575|XP_035895115.1|ASTE	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI
OG0002136	LOC118517379|XP_035919295.1|ASTE	LOC6052854|XP_038114943.1|CQUI
OG0002137	LOC118517358|XP_035919259.1|ASTE	LOC6035107|XP_001845343.2|CQUI
OG0002138	LOC118508588|XP_035904388.1|ASTE	LOC6053774|XP_001869800.2|CQUI
OG0002139	LOC118508612|XP_035904390.1|ASTE	LOC6054308|XP_038112556.1|CQUI
OG0002140	LOC118513209|XP_035914618.1|ASTE	LOC6052944|XP_038122401.1|CQUI
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	LOC6052597|XP_001868840.1|CQUI
OG0002142	LOC118505402|XP_035897035.1|ASTE	LOC6044771|XP_001862230.2|CQUI
OG0002143	LOC118510683|XP_035908745.1|ASTE	LOC6049815|XP_001866521.2|CQUI
OG0002144	LOC118517416|XP_035919416.1|ASTE	LOC6045241|XP_001862632.1|CQUI
OG0002145	LOC118517448|XP_035919487.1|ASTE	LOC6054639|XP_038108283.1|CQUI
OG0002146	LOC118502808|XP_035891343.1|ASTE	LOC6036975|XP_038114349.1|CQUI
OG0002147	LOC118517475|XP_035919553.1|ASTE	LOC6050629|XP_038108543.1|CQUI
OG0002148	LOC118504345|XP_035894605.1|ASTE	LOC6049935|XP_038105474.1|CQUI
OG0002149	LOC118517464|XP_035919525.1|ASTE	LOC6049814|XP_038122450.1|CQUI
OG0002150	LOC118506059|XP_035898599.1|ASTE	LOC6042689|XP_038115140.1|CQUI
OG0002151	LOC118511205|XP_035909879.1|ASTE	LOC6042690|XP_001870711.1|CQUI
OG0002152	LOC118509815|XP_035906865.1|ASTE	LOC6043588|XP_038111921.1|CQUI
OG0002153	LOC118506211|XP_035898925.1|ASTE	LOC6051446|XP_038116744.1|CQUI
OG0002154	LOC118509923|XP_035907135.1|ASTE	LOC6038494|XP_038104249.1|CQUI
OG0002155	LOC118506206|XP_035898911.1|ASTE	LOC6045355|XP_001862743.2|CQUI
OG0002156	LOC118505756|XP_035897871.1|ASTE	LOC119765577|XP_038105669.1|CQUI
OG0002157	LOC118508128|XP_035903529.1|ASTE	LOC6031420|XP_038119185.1|CQUI
OG0002159	LOC118504805|XP_035895693.1|ASTE	LOC6042564|XP_001852253.1|CQUI
OG0002160	LOC118508129|XP_035907722.1|ASTE	LOC6053375|XP_038104218.1|CQUI
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	LOC6034721|XP_001845003.2|CQUI
OG0002162	LOC118502665|XP_035891021.1|ASTE	LOC6034725|XP_038105052.1|CQUI
OG0002164	LOC118504758|XP_035895577.1|ASTE	LOC6034761|XP_001845035.2|CQUI
OG0002165	LOC118508279|XP_035903813.1|ASTE	LOC6047876|XP_038113223.1|CQUI
OG0002166	LOC118514682|XP_035917661.1|ASTE	LOC6041913|XP_001851104.1|CQUI
OG0002167	LOC118504438|XP_035894788.1|ASTE	LOC6041910|XP_001851101.1|CQUI
OG0002168	LOC118507985|XP_035903245.1|ASTE	LOC6053108|XP_001869252.2|CQUI
OG0002169	LOC118507241|XP_035901386.1|ASTE	LOC119769928|XP_038119722.1|CQUI
OG0002170	LOC118505581|XP_035897431.1|ASTE	LOC6046470|XP_001863662.2|CQUI
OG0002171	LOC118502730|XP_035891184.1|ASTE	LOC6046764|XP_038105150.1|CQUI
OG0002172	LOC118506467|XP_035899535.1|ASTE	LOC6035363|XP_001845574.2|CQUI
OG0002173	LOC118514148|XP_035916652.1|ASTE	LOC6054518|XP_001870417.2|CQUI
OG0002174	LOC118508485|XP_035904196.1|ASTE	LOC6046593|XP_001863767.2|CQUI
OG0002175	LOC118508486|XP_035904198.1|ASTE	LOC6046591|XP_001863766.1|CQUI
OG0002176	LOC118508452|XP_035904147.1|ASTE	LOC6036519|XP_001846564.2|CQUI
OG0002177	LOC118507790|XP_035902720.1|ASTE	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI
OG0002178	LOC118507537|XP_035902007.1|ASTE	LOC6035645|XP_038111574.1|CQUI
OG0002179	LOC118504989|XP_035896051.1|ASTE	LOC6046335|XP_038104078.1|CQUI
OG0002180	LOC118505448|XP_035897140.1|ASTE	LOC6035429|XP_038104069.1|CQUI
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	LOC6052079|XP_001868406.1|CQUI
OG0002182	LOC118506784|XP_035900290.1|ASTE	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI
OG0002183	LOC118506792|XP_035900304.1|ASTE	LOC6053695|XP_001869737.2|CQUI
OG0002184	LOC118504901|XP_035895860.1|ASTE	LOC6039609|XP_001849183.1|CQUI
OG0002185	LOC118502908|XP_035891523.1|ASTE	LOC6044852|XP_038104985.1|CQUI
OG0002186	LOC118505240|XP_035896683.1|ASTE	LOC119765311|XP_038104858.1|CQUI
OG0002187	LOC118506381|XP_035899306.1|ASTE	LOC6035552|XP_001845710.1|CQUI
OG0002188	LOC118511393|XP_035910316.1|ASTE	LOC6035546|XP_038104743.1|CQUI
OG0002189	LOC118502867|XP_035891467.1|ASTE	LOC6048163|XP_001865121.2|CQUI
OG0002190	LOC118507907|XP_035903063.1|ASTE	LOC6047848|XP_038106127.1|CQUI
OG0002191	LOC118503569|XP_035892895.1|ASTE	LOC6054528|XP_001870428.2|CQUI
OG0002192	LOC118507169|XP_035901128.1|ASTE	LOC6046955|XP_038113556.1|CQUI
OG0002193	LOC118502697|XP_035891110.1|ASTE	LOC6032691|XP_038105765.1|CQUI
OG0002194	LOC118502888|XP_035891499.1|ASTE	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI
OG0002195	LOC118507796|XP_035902742.1|ASTE	LOC6031632|XP_038116823.1|CQUI
OG0002196	LOC118504279|XP_035894446.1|ASTE	LOC6039344|XP_001848971.2|CQUI
OG0002197	LOC118506443|XP_035899471.1|ASTE	LOC6046596|XP_038105222.1|CQUI
