Orthogroup	ASTE.longest_only	DBIA.longest_only
OG0002139	LOC118508612|XP_035904390.1|ASTE	LOC108033054|XP_016962670.1|DBIA
OG0002140	LOC118513209|XP_035914618.1|ASTE	LOC108023214|XP_016947973.1|DBIA
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	LOC108024077|XP_016949341.1|DBIA
OG0002142	LOC118505402|XP_035897035.1|ASTE	LOC108024995|XP_016950740.1|DBIA
OG0002143	LOC118510683|XP_035908745.1|ASTE	LOC108027786|XP_016954842.1|DBIA
OG0002144	LOC118517416|XP_035919416.1|ASTE	LOC108036687|XP_016968468.1|DBIA, LOC108033014|XP_016962633.1|DBIA
OG0002145	LOC118517448|XP_035919487.1|ASTE	LOC108031903|XP_016961159.1|DBIA
OG0002146	LOC118502808|XP_035891343.1|ASTE	LOC108024962|XP_016950689.1|DBIA
OG0002147	LOC118517475|XP_035919553.1|ASTE	LOC108025764|XP_016951847.1|DBIA
OG0002148	LOC118504345|XP_035894605.1|ASTE	LOC108034563|XP_016964981.1|DBIA
OG0002149	LOC118517464|XP_035919525.1|ASTE	LOC108036005|XP_016967390.1|DBIA
OG0002150	LOC118506059|XP_035898599.1|ASTE	LOC108026580|XP_016953026.1|DBIA
OG0002151	LOC118511205|XP_035909879.1|ASTE	LOC108033385|XP_016963193.1|DBIA
OG0002152	LOC118509815|XP_035906865.1|ASTE	LOC108025125|XP_016950885.1|DBIA
OG0002153	LOC118506211|XP_035898925.1|ASTE	LOC108026066|XP_016952250.1|DBIA
OG0002154	LOC118509923|XP_035907135.1|ASTE	LOC108023601|XP_016948698.1|DBIA
OG0002155	LOC118506206|XP_035898911.1|ASTE	LOC108025109|XP_016950863.1|DBIA
OG0002156	LOC118505756|XP_035897871.1|ASTE	LOC108030806|XP_016959390.1|DBIA
OG0002157	LOC118508128|XP_035903529.1|ASTE	LOC108024344|XP_016949738.1|DBIA
OG0002158	LOC118517370|XP_035919281.1|ASTE	LOC108030378|XP_016958737.1|DBIA
OG0002159	LOC118504805|XP_035895693.1|ASTE	LOC108022600|XP_016947123.1|DBIA
OG0002160	LOC118508129|XP_035907722.1|ASTE	LOC108031111|XP_016959811.1|DBIA
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	LOC108031804|XP_016961013.1|DBIA
OG0002162	LOC118502665|XP_035891021.1|ASTE	LOC108024705|XP_016950278.1|DBIA
OG0002163	LOC118507651|XP_035902314.1|ASTE	LOC108036566|XP_016968306.1|DBIA
OG0002164	LOC118504758|XP_035895577.1|ASTE	LOC108026438|XP_016952864.1|DBIA
OG0002165	LOC118508279|XP_035903813.1|ASTE	LOC108033622|XP_016963484.1|DBIA
OG0002166	LOC118514682|XP_035917661.1|ASTE	LOC108036799|XP_016968635.1|DBIA
OG0002167	LOC118504438|XP_035894788.1|ASTE	LOC108030451|XP_016958832.1|DBIA
OG0002168	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE	LOC108026917|XP_016953617.1|DBIA
OG0002169	LOC118507241|XP_035901386.1|ASTE	LOC108035317|XP_016966379.1|DBIA
OG0002170	LOC118505581|XP_035897431.1|ASTE	LOC108024903|XP_016950557.1|DBIA
OG0002171	LOC118502730|XP_035891184.1|ASTE	LOC108026205|XP_016952496.1|DBIA
OG0002172	LOC118506467|XP_035899535.1|ASTE	LOC108032234|XP_016961585.1|DBIA
OG0002173	LOC118514148|XP_035916652.1|ASTE	LOC108033327|XP_016963101.1|DBIA
OG0002174	LOC118508485|XP_035904196.1|ASTE	LOC108024757|XP_016950355.1|DBIA
OG0002175	LOC118508486|XP_035904198.1|ASTE	LOC108024758|XP_016950356.1|DBIA
OG0002176	LOC118508452|XP_035904147.1|ASTE	LOC108032126|XP_016961447.1|DBIA
OG0002177	LOC118507790|XP_035902720.1|ASTE	LOC108023355|XP_016948207.1|DBIA
OG0002178	LOC118507537|XP_035902007.1|ASTE	LOC108025240|XP_016951075.1|DBIA
OG0002179	LOC118504989|XP_035896051.1|ASTE	LOC108026414|XP_016952831.1|DBIA
OG0002180	LOC118505448|XP_035897140.1|ASTE	LOC108025207|XP_016951029.1|DBIA
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	LOC108023675|XP_016948785.1|DBIA
OG0002182	LOC118506784|XP_035900290.1|ASTE	LOC108031489|XP_016960466.1|DBIA
OG0002183	LOC118506792|XP_035900304.1|ASTE	LOC108036244|XP_016967741.1|DBIA
OG0002184	LOC118504901|XP_035895860.1|ASTE	LOC108031751|XP_016960944.1|DBIA
OG0002185	LOC118502908|XP_035891523.1|ASTE	LOC108023846|XP_016948980.1|DBIA, LOC108026323|XP_016952702.1|DBIA
OG0002186	LOC118505240|XP_035896683.1|ASTE	LOC108023829|XP_016948965.1|DBIA
OG0002187	LOC118506381|XP_035899306.1|ASTE	LOC108032093|XP_016961408.1|DBIA
OG0002188	LOC118511393|XP_035910316.1|ASTE	LOC108026653|XP_016953180.1|DBIA
OG0002189	LOC118502867|XP_035891467.1|ASTE	LOC108022847|XP_016947550.1|DBIA
OG0002190	LOC118507907|XP_035903063.1|ASTE	LOC108022500|XP_016946951.1|DBIA, LOC108026239|XP_016952563.1|DBIA
OG0002191	LOC118503569|XP_035892895.1|ASTE	LOC108028321|XP_016955543.1|DBIA
OG0002192	LOC118507169|XP_035901128.1|ASTE	LOC108028575|XP_016955969.1|DBIA
OG0002193	LOC118502697|XP_035891110.1|ASTE	LOC108031839|XP_016961078.1|DBIA
OG0002194	LOC118502888|XP_035891499.1|ASTE	LOC108024407|XP_016949809.1|DBIA
OG0002195	LOC118507796|XP_035902742.1|ASTE	LOC108026398|XP_016952810.1|DBIA
OG0002196	LOC118504279|XP_035894446.1|ASTE	LOC108031127|XP_016959830.1|DBIA
OG0002197	LOC118506443|XP_035899471.1|ASTE	LOC108030958|XP_016959650.1|DBIA
OG0002198	LOC118506179|XP_035898845.1|ASTE	LOC108027260|XP_016954111.1|DBIA
OG0002199	LOC118506450|XP_035899482.1|ASTE	LOC108031630|XP_016960724.1|DBIA
OG0002200	LOC118505414|XP_035897056.1|ASTE	LOC108025770|XP_016951856.1|DBIA
OG0002202	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE	LOC108031728|XP_016960889.1|DBIA
OG0002203	LOC118502929|XP_035891560.1|ASTE	LOC108024702|XP_016950272.1|DBIA
OG0002204	LOC118506367|XP_035899283.1|ASTE	LOC108026389|XP_016952800.1|DBIA
OG0002205	LOC118506796|XP_035900311.1|ASTE	LOC108023712|XP_016948835.1|DBIA
OG0002206	LOC118507999|XP_035903263.1|ASTE	LOC108031187|XP_016959895.1|DBIA
OG0002207	LOC118505211|XP_035896613.1|ASTE	LOC108024688|XP_016950253.1|DBIA
OG0002208	LOC118505185|XP_035896533.1|ASTE	LOC108024870|XP_016950503.1|DBIA
OG0002209	LOC118504832|XP_035895729.1|ASTE	LOC108023592|XP_016948685.1|DBIA
OG0002210	LOC118508005|XP_035903280.1|ASTE	LOC108027372|XP_016954286.1|DBIA
OG0002211	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE	LOC108031916|XP_016961175.1|DBIA
OG0002212	LOC118503193|XP_035892068.1|ASTE	LOC108031977|XP_016961260.1|DBIA
OG0002213	LOC118505443|XP_035897133.1|ASTE	LOC108027441|XP_016954379.1|DBIA
OG0002215	LOC118511933|XP_035911507.1|ASTE	LOC108031383|XP_016960231.1|DBIA
OG0002216	LOC118506810|XP_035900361.1|ASTE	LOC108026376|XP_016952786.1|DBIA
OG0002217	LOC118504422|XP_035894751.1|ASTE	LOC108024808|XP_016950419.1|DBIA
OG0002218	LOC118508587|XP_035904385.1|ASTE	LOC108026620|XP_016953106.1|DBIA
OG0002219	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE	LOC108032044|XP_016961345.1|DBIA
OG0002220	LOC118502954|XP_035891604.1|ASTE	LOC108030971|XP_016959659.1|DBIA
OG0002221	LOC118512120|XP_035911991.1|ASTE	LOC108035386|XP_016966482.1|DBIA
OG0002223	LOC118511466|XP_035910477.1|ASTE	LOC108036335|XP_016967864.1|DBIA
OG0002224	LOC118511464|XP_035910459.1|ASTE	LOC108030034|XP_016958083.1|DBIA
OG0002225	LOC118513122|XP_035914417.1|ASTE	LOC108028666|XP_016956087.1|DBIA
OG0002226	LOC118512964|XP_035914083.1|ASTE	LOC108030057|XP_016958130.1|DBIA
OG0002227	LOC118512046|XP_035911768.1|ASTE	LOC108022543|XP_016947010.1|DBIA
OG0002228	LOC118512073|XP_035911856.1|ASTE	LOC108029709|XP_016957673.1|DBIA
OG0002229	LOC118512084|XP_035911937.1|ASTE	LOC108022551|XP_016947028.1|DBIA
OG0002230	LOC118512100|XP_035911960.1|ASTE	LOC108029635|XP_016957523.1|DBIA
OG0002231	LOC118512056|XP_035911800.1|ASTE	LOC108030256|XP_016958565.1|DBIA
OG0002233	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE	LOC108030689|XP_016959212.1|DBIA
OG0002234	LOC118513338|XP_035914853.1|ASTE, LOC118513012|XP_035914179.1|ASTE	LOC108022163|XP_016946496.1|DBIA
OG0002235	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE	LOC108026632|XP_016953139.1|DBIA
OG0002236	LOC118513001|XP_035914151.1|ASTE	LOC108026688|XP_016953265.1|DBIA
OG0002237	LOC118512996|XP_035914146.1|ASTE	LOC108026650|XP_016953176.1|DBIA
OG0002238	LOC118514491|XP_035917307.1|ASTE	LOC108030221|XP_016958487.1|DBIA
OG0002239	LOC118510562|XP_035908439.1|ASTE	LOC108029733|XP_016957709.1|DBIA
OG0002240	LOC118508906|XP_035904657.1|ASTE	LOC108026702|XP_016953284.1|DBIA
OG0002241	LOC118512142|XP_035912062.1|ASTE	LOC108035287|XP_016966343.1|DBIA
OG0002243	LOC118509122|XP_035905202.1|ASTE	LOC108031643|XP_016960763.1|DBIA
OG0002244	LOC118509120|XP_035905197.1|ASTE	LOC108028313|XP_016955525.1|DBIA
OG0002245	LOC118512677|XP_035913349.1|ASTE	LOC108035055|XP_016965924.1|DBIA
OG0002246	LOC118512690|XP_035913373.1|ASTE	LOC108030324|XP_016958670.1|DBIA
OG0002247	LOC118513104|XP_035914398.1|ASTE	LOC108026897|XP_016953595.1|DBIA
OG0002248	LOC118509410|XP_035905873.1|ASTE	LOC108035357|XP_016966442.1|DBIA
OG0002249	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE	LOC108034754|XP_016965192.1|DBIA
OG0002250	LOC118509644|XP_035906444.1|ASTE	LOC108022882|XP_016947568.1|DBIA
OG0002251	LOC118509713|XP_035906691.1|ASTE	LOC108023070|XP_016947806.1|DBIA
OG0002252	LOC118511909|XP_035911437.1|ASTE	LOC108022983|XP_016947698.1|DBIA
OG0002253	LOC118509671|XP_035906564.1|ASTE	LOC108022755|XP_016947342.1|DBIA
OG0002254	LOC118510161|XP_035907562.1|ASTE	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC118511430|XP_035910414.1|ASTE	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC118511531|XP_035910613.1|ASTE	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC118509590|XP_035906256.1|ASTE	LOC108022698|XP_016947261.1|DBIA
OG0002258	LOC118510362|XP_035907963.1|ASTE	LOC108028518|XP_016955890.1|DBIA
OG0002259	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE	LOC108025803|XP_016951936.1|DBIA
OG0002260	LOC118510417|XP_035908079.1|ASTE	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC118510383|XP_035908022.1|ASTE	LOC108030802|XP_016959376.1|DBIA
OG0002263	LOC118511448|XP_035910442.1|ASTE	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC118509654|XP_035906501.1|ASTE	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC118512810|XP_035913655.1|ASTE	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC118510215|XP_035907667.1|ASTE	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC118514340|XP_035917050.1|ASTE	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC118514259|XP_035916868.1|ASTE	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC118510335|XP_035907886.1|ASTE	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC118510096|XP_035907414.1|ASTE	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC118510340|XP_035907904.1|ASTE	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC118514352|XP_035917067.1|ASTE	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC118512827|XP_035913708.1|ASTE	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC118511865|XP_035911340.1|ASTE	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC118514222|XP_035916813.1|ASTE	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC118514361|XP_035917082.1|ASTE	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC118509700|XP_035906664.1|ASTE	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC118509037|XP_035904970.1|ASTE	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC118510327|XP_035907865.1|ASTE	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC118510303|XP_035907825.1|ASTE	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC118514625|XP_035917516.1|ASTE	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC118508859|XP_035904510.1|ASTE	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC118509559|XP_035906207.1|ASTE	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC118514227|XP_035916819.1|ASTE	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC118511799|XP_035911222.1|ASTE	LOC108036564|XP_016968301.1|DBIA
OG0002288	LOC118511560|XP_035910685.1|ASTE	LOC108029736|XP_016957715.1|DBIA
OG0002289	LOC118514451|XP_035917261.1|ASTE	LOC108034882|XP_016965579.1|DBIA
OG0002290	LOC118511748|XP_035911105.1|ASTE	LOC108022489|XP_016946971.1|DBIA
OG0002291	LOC118509648|XP_035906462.1|ASTE	LOC108030129|XP_016958327.1|DBIA
OG0002292	LOC118510356|XP_035907950.1|ASTE	LOC108030207|XP_016958453.1|DBIA
OG0002293	LOC118511334|XP_035910160.1|ASTE	LOC108032781|XP_016962276.1|DBIA
OG0002294	LOC118511350|XP_035910202.1|ASTE	LOC108032002|XP_016961287.1|DBIA
OG0002295	LOC118505030|XP_035896139.1|ASTE	LOC108033695|XP_016963683.1|DBIA
OG0002296	LOC118504540|XP_035895003.1|ASTE	LOC108032590|XP_016961986.1|DBIA
OG0002297	LOC118507004|XP_035900791.1|ASTE	LOC108031415|XP_016960304.1|DBIA
OG0002298	LOC118511201|XP_035909873.1|ASTE	LOC108026529|XP_016952966.1|DBIA
OG0002299	LOC118511199|XP_035909871.1|ASTE	LOC108022229|XP_016946576.1|DBIA
OG0002300	LOC118511035|XP_035909515.1|ASTE	LOC108034325|XP_016964686.1|DBIA
OG0002301	LOC118513933|XP_035916197.1|ASTE	LOC108033974|XP_016964178.1|DBIA
OG0002302	LOC118511746|XP_035911098.1|ASTE	LOC108033761|XP_016963823.1|DBIA
OG0002303	LOC118507661|XP_035902331.1|ASTE	LOC108032156|XP_016961494.1|DBIA
OG0002304	LOC118512695|XP_035913396.1|ASTE	LOC108029171|XP_016956805.1|DBIA
OG0002305	LOC118513310|XP_035914786.1|ASTE	LOC108028581|XP_016955978.1|DBIA
OG0002306	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE	LOC108036114|XP_016967578.1|DBIA
OG0002307	LOC118511257|XP_035910014.1|ASTE	LOC108032575|XP_016961963.1|DBIA
OG0002308	LOC118513924|XP_035916185.1|ASTE	LOC108022273|XP_016946624.1|DBIA, LOC108032632|XP_016962062.1|DBIA
OG0002309	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE	LOC108029080|XP_016956654.1|DBIA
OG0002310	LOC118513511|XP_035915258.1|ASTE	LOC108034171|XP_016964469.1|DBIA
OG0002311	LOC118511175|XP_035909812.1|ASTE	LOC108032368|XP_016961670.1|DBIA
OG0002312	LOC118511173|XP_035909809.1|ASTE	LOC108032784|XP_016962274.1|DBIA
OG0002314	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE	LOC108029416|XP_016957141.1|DBIA
OG0002315	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE	LOC108030435|XP_016958810.1|DBIA
OG0002316	LOC118511127|XP_035909753.1|ASTE	LOC108033377|XP_016963185.1|DBIA
OG0002317	LOC118511641|XP_035910855.1|ASTE	LOC108035250|XP_016966275.1|DBIA
OG0002318	LOC118514012|XP_035916374.1|ASTE	LOC108034073|XP_016964321.1|DBIA
OG0002319	LOC118514001|XP_035916330.1|ASTE	LOC108032804|XP_016962300.1|DBIA
OG0002320	LOC118513420|XP_035915025.1|ASTE	LOC108022591|XP_016947107.1|DBIA
OG0002321	LOC118513236|XP_035914681.1|ASTE	LOC108023088|XP_016947832.1|DBIA
OG0002322	LOC118510602|XP_035908502.1|ASTE	LOC108034199|XP_016964518.1|DBIA
OG0002323	LOC118513423|XP_035915029.1|ASTE	LOC108034229|XP_016964564.1|DBIA
OG0002324	LOC118509076|XP_035905101.1|ASTE	LOC108030801|XP_016959373.1|DBIA
OG0002325	LOC118509087|XP_035905112.1|ASTE	LOC108028529|XP_016955910.1|DBIA
OG0002326	LOC118509088|XP_035905115.1|ASTE	LOC108028651|XP_016956064.1|DBIA
OG0002327	LOC118509089|XP_035905116.1|ASTE	LOC108024745|XP_016950334.1|DBIA
OG0002328	LOC118511755|XP_035911113.1|ASTE	LOC108032793|XP_016962286.1|DBIA
OG0002329	LOC118511606|XP_035910782.1|ASTE	LOC108027926|XP_016955039.1|DBIA
OG0002330	LOC118511682|XP_035910949.1|ASTE	LOC108027913|XP_016955023.1|DBIA
OG0002331	LOC118511660|XP_035910901.1|ASTE	LOC108035772|XP_016966967.1|DBIA
OG0002332	LOC118509846|XP_035906937.1|ASTE	LOC108027496|XP_016954432.1|DBIA, LOC108035554|XP_016966712.1|DBIA
OG0002333	LOC118508802|XP_035904414.1|ASTE	LOC108022607|XP_016947132.1|DBIA
OG0002334	LOC118513671|XP_035915667.1|ASTE	LOC108034141|XP_016964424.1|DBIA
OG0002335	LOC118511602|XP_035910777.1|ASTE	LOC108029708|XP_016957671.1|DBIA
OG0002336	LOC118509052|XP_035905054.1|ASTE	LOC108035916|XP_016967179.1|DBIA
OG0002337	LOC118514506|XP_035917335.1|ASTE	LOC108036330|XP_016967851.1|DBIA
OG0002338	LOC118512501|XP_035912903.1|ASTE	LOC108034180|XP_016964486.1|DBIA
OG0002339	LOC118512524|XP_035912959.1|ASTE	LOC108027830|XP_016954904.1|DBIA
OG0002340	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE	LOC108033967|XP_016964165.1|DBIA
OG0002341	LOC118512475|XP_035912856.1|ASTE	LOC108022165|XP_016946498.1|DBIA
OG0002342	LOC118512469|XP_035912844.1|ASTE	LOC108029107|XP_016956707.1|DBIA
OG0002343	LOC118512556|XP_035913035.1|ASTE	LOC108029043|XP_016956583.1|DBIA
OG0002344	LOC118512570|XP_035913078.1|ASTE	LOC108028907|XP_016956417.1|DBIA, LOC108023835|XP_016948968.1|DBIA
OG0002345	LOC118513768|XP_035915837.1|ASTE	LOC108029520|XP_016957308.1|DBIA
OG0002346	LOC118511769|XP_035911150.1|ASTE	LOC108034074|XP_016964323.1|DBIA
OG0002347	LOC118514162|XP_035916719.1|ASTE	LOC108030291|XP_016958611.1|DBIA
OG0002348	LOC118513743|XP_035915793.1|ASTE	LOC108036101|XP_016967555.1|DBIA
OG0002349	LOC118513770|XP_035915840.1|ASTE	LOC108029523|XP_016957312.1|DBIA
OG0002350	LOC118510057|XP_035907339.1|ASTE	LOC108029518|XP_016957305.1|DBIA
OG0002351	LOC118513362|XP_035914887.1|ASTE	LOC108023113|XP_016947868.1|DBIA
OG0002352	LOC118512531|XP_035912976.1|ASTE	LOC108030262|XP_016958574.1|DBIA
OG0002353	LOC118510590|XP_035908484.1|ASTE	LOC108031771|XP_016960971.1|DBIA
OG0002354	LOC118511776|XP_035911164.1|ASTE	LOC108036795|XP_016968631.1|DBIA
OG0002355	LOC118514537|XP_035917413.1|ASTE	LOC108026994|XP_016953680.1|DBIA
OG0002356	LOC118508982|XP_035904863.1|ASTE	LOC108034517|XP_016964933.1|DBIA
OG0002357	LOC118508981|XP_035904862.1|ASTE	LOC108024539|XP_016949996.1|DBIA
OG0002358	LOC118513283|XP_035914743.1|ASTE	LOC108034499|XP_016964898.1|DBIA
OG0002359	LOC118509223|XP_035905416.1|ASTE	LOC108025857|XP_016952013.1|DBIA
OG0002360	LOC118512597|XP_035913143.1|ASTE	LOC108033774|XP_016963861.1|DBIA
OG0002361	LOC118513702|XP_035915719.1|ASTE	LOC108028831|XP_016956308.1|DBIA
OG0002362	LOC118510846|XP_035909066.1|ASTE	LOC108033640|XP_016963548.1|DBIA
OG0002363	LOC118509832|XP_035906916.1|ASTE	LOC108034169|XP_016964465.1|DBIA
OG0002364	LOC118509831|XP_035906898.1|ASTE	LOC108033687|XP_016963645.1|DBIA
OG0002365	LOC118509113|XP_035905177.1|ASTE	LOC108034221|XP_016964552.1|DBIA
OG0002366	LOC118510543|XP_035908400.1|ASTE	LOC108027829|XP_016954902.1|DBIA
OG0002367	LOC118513811|XP_035915932.1|ASTE	LOC108036111|XP_016967576.1|DBIA
OG0002368	LOC118513828|XP_035915960.1|ASTE, LOC118517107|XP_035918864.1|ASTE	LOC108024075|XP_016949335.1|DBIA
OG0002369	LOC118514288|XP_035916930.1|ASTE	LOC108024006|XP_016949237.1|DBIA
OG0002370	LOC118508813|XP_035904447.1|ASTE	LOC108033398|XP_016963206.1|DBIA
OG0002371	LOC118508816|XP_035904450.1|ASTE	LOC108033800|XP_016963898.1|DBIA
OG0002372	LOC118514070|XP_035916489.1|ASTE	LOC108029074|XP_016956643.1|DBIA
OG0002373	LOC118510670|XP_035908710.1|ASTE	LOC108034343|XP_016964719.1|DBIA
OG0002374	LOC118510661|XP_035908685.1|ASTE	LOC108026467|XP_016952897.1|DBIA
OG0002375	LOC118503833|XP_035893433.1|ASTE	LOC108027223|XP_016954040.1|DBIA
OG0002376	LOC118506586|XP_035899833.1|ASTE	LOC108033775|XP_016963862.1|DBIA
OG0002377	LOC118506623|XP_035899885.1|ASTE	LOC108023822|XP_016948959.1|DBIA
OG0002378	LOC118507629|XP_035902247.1|ASTE	LOC108028825|XP_016956300.1|DBIA
OG0002379	LOC118506607|XP_035899867.1|ASTE	LOC108035062|XP_016965943.1|DBIA
OG0002380	LOC118505669|XP_035897688.1|ASTE	LOC108033001|XP_016962615.1|DBIA
OG0002381	LOC118505685|XP_035897713.1|ASTE	LOC108036227|XP_016967727.1|DBIA
OG0002382	LOC118505709|XP_035897769.1|ASTE, LOC118505699|XP_035897739.1|ASTE	LOC108024186|XP_016949515.1|DBIA
OG0002383	LOC118505703|XP_035897746.1|ASTE, LOC118505718|XP_035897788.1|ASTE	LOC108035447|XP_016966571.1|DBIA
OG0002384	LOC118508352|XP_035903943.1|ASTE	LOC108023494|XP_016948511.1|DBIA
OG0002386	LOC118506742|XP_035900194.1|ASTE	LOC108031348|XP_016960100.1|DBIA
OG0002387	LOC118507126|XP_035901026.1|ASTE	LOC108031206|XP_016959922.1|DBIA
OG0002388	LOC118504693|XP_035895406.1|ASTE	LOC108031687|XP_016960821.1|DBIA
OG0002389	LOC118506609|XP_035899869.1|ASTE	LOC108024679|XP_016950238.1|DBIA
OG0002390	LOC118517575|XP_035919722.1|ASTE	LOC108022295|XP_016946647.1|DBIA, LOC108034263|XP_016964610.1|DBIA
OG0002391	LOC118506518|XP_035899639.1|ASTE	LOC108022651|XP_016947197.1|DBIA
OG0002392	LOC118505514|XP_035897307.1|ASTE	LOC108035513|XP_016966665.1|DBIA
OG0002393	LOC118505499|XP_035897252.1|ASTE	LOC108035426|XP_016966546.1|DBIA
OG0002394	LOC118505483|XP_035897204.1|ASTE	LOC108026138|XP_016952351.1|DBIA
OG0002395	LOC118516845|XP_035918590.1|ASTE, LOC118503688|XP_035893123.1|ASTE, LOC118515252|XP_035917831.1|ASTE	LOC108024715|XP_016950296.1|DBIA
OG0002396	LOC118502575|XP_035890793.1|ASTE	LOC108026683|XP_016953259.1|DBIA
OG0002397	LOC118502605|XP_035890862.1|ASTE	LOC108036813|XP_016968652.1|DBIA
OG0002398	LOC118507045|XP_035900892.1|ASTE	LOC108023191|XP_016947929.1|DBIA
OG0002399	LOC118507048|XP_035900899.1|ASTE	LOC108035480|XP_016966623.1|DBIA
OG0002400	LOC118507056|XP_035900911.1|ASTE	LOC108023098|XP_016947848.1|DBIA
OG0002401	LOC118507678|XP_035902362.1|ASTE	LOC108024896|XP_016950529.1|DBIA
OG0002402	LOC118506828|XP_035900426.1|ASTE	LOC108024732|XP_016950318.1|DBIA
OG0002403	LOC118506829|XP_035900432.1|ASTE	LOC108024850|XP_016950479.1|DBIA
OG0002404	LOC118504591|XP_035895141.1|ASTE	LOC108024955|XP_016950677.1|DBIA
OG0002405	LOC118508261|XP_035903780.1|ASTE	LOC108023820|XP_016948956.1|DBIA
OG0002406	LOC118508271|XP_035903805.1|ASTE	LOC108035469|XP_016966606.1|DBIA
OG0002408	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE	LOC108023811|XP_016948944.1|DBIA
OG0002410	LOC118502983|XP_035891659.1|ASTE	LOC108031914|XP_016961171.1|DBIA
OG0002411	LOC118517197|XP_035919040.1|ASTE, LOC118505133|XP_035896365.1|ASTE	LOC108032115|XP_016961436.1|DBIA
OG0002412	LOC118517195|XP_035919039.1|ASTE, LOC118505128|XP_035896338.1|ASTE	LOC108032028|XP_016961330.1|DBIA
OG0002413	LOC118506549|XP_035899738.1|ASTE	LOC108023713|XP_016948832.1|DBIA
OG0002414	LOC118507621|XP_035902236.1|ASTE	LOC108029619|XP_016957498.1|DBIA, LOC108022868|XP_016947539.1|DBIA
OG0002415	LOC118507579|XP_035902126.1|ASTE	LOC108031654|XP_016960777.1|DBIA
OG0002416	LOC118503623|XP_035893003.1|ASTE	LOC108036009|XP_016967405.1|DBIA
OG0002417	LOC118506694|XP_035900068.1|ASTE	LOC108036857|XP_016968719.1|DBIA
OG0002418	LOC118506702|XP_035900087.1|ASTE	LOC108026830|XP_016953494.1|DBIA
OG0002419	LOC118506728|XP_035900158.1|ASTE, LOC118512421|XP_035912717.1|ASTE	LOC108021967|XP_016946292.1|DBIA
OG0002420	LOC118506395|XP_035899337.1|ASTE	LOC108035182|XP_016966142.1|DBIA
OG0002421	LOC118504513|XP_035894938.1|ASTE	LOC108026073|XP_016952261.1|DBIA
OG0002422	LOC118502812|XP_035891345.1|ASTE	LOC108031718|XP_016960876.1|DBIA
OG0002423	LOC118506401|XP_035899355.1|ASTE	LOC108028589|XP_016955991.1|DBIA
