Orthogroup	ASTE.longest_only	AALB.longest_only
OG0000346	LOC118509918|XP_035907120.1|ASTE, LOC118504668|XP_035895346.1|ASTE	LOC118459389|XP_035778583.1|AALB
OG0000347	LOC118511397|XP_035910324.1|ASTE	LOC118467059|XP_035792953.1|AALB
OG0000347	LOC118511012|XP_035909427.1|ASTE	LOC118468641|XP_035795556.1|AALB
OG0000348	LOC118514528|XP_035917402.1|ASTE	LOC118458674|XP_035777278.1|AALB
OG0000349	LOC118503550|XP_035892846.1|ASTE	LOC118466531|XP_035791930.1|AALB
OG0000351	LOC118511233|XP_035909963.1|ASTE	LOC118458102|XP_035776168.1|AALB
OG0000351	LOC118507479|XP_035901880.1|ASTE	LOC118460656|XP_035781014.1|AALB
OG0000352	LOC118502854|XP_035891452.1|ASTE	LOC118460535|XP_035780814.1|AALB
OG0000353	LOC118505419|XP_035897067.1|ASTE	LOC118461950|XP_035783738.1|AALB
OG0000353	LOC118513375|XP_035914904.1|ASTE	LOC118467264|XP_035793443.1|AALB
OG0000354	LOC118514268|XP_035916902.1|ASTE	LOC118463162|XP_035785441.1|AALB
OG0000355	LOC118511949|XP_035911551.1|ASTE	LOC118466904|XP_035792659.1|AALB
OG0000355	LOC118511957|XP_035911568.1|ASTE	LOC118466905|XP_035792661.1|AALB
OG0000356	LOC118514079|XP_035916500.1|ASTE	LOC118456892|XP_035773907.1|AALB
OG0000356	LOC118514082|XP_035916503.1|ASTE	LOC118456891|XP_035773905.1|AALB
OG0000361	LOC118513322|XP_035914823.1|ASTE	LOC118459243|XP_035778341.1|AALB
OG0000362	LOC118507649|XP_035902307.1|ASTE	LOC118461055|XP_035781838.1|AALB
OG0000362	LOC118503889|XP_035893547.1|ASTE	LOC118466029|XP_035790743.1|AALB
OG0000363	LOC118505486|XP_035897205.1|ASTE	LOC118469032|XP_035796381.1|AALB
OG0000363	LOC118516465|XP_035918259.1|ASTE, LOC118514267|XP_035916879.1|ASTE	LOC118466835|XP_035792526.1|AALB
OG0000364	LOC118512126|XP_035911995.1|ASTE	LOC118465291|XP_035789227.1|AALB
OG0000365	LOC118509730|XP_035906745.1|ASTE, LOC118509732|XP_035906749.1|ASTE	LOC118464997|XP_035788731.1|AALB
OG0000365	LOC118517204|XP_035919058.1|ASTE, LOC118513954|XP_035916243.1|ASTE	LOC118458156|XP_035776246.1|AALB
OG0000366	LOC118506408|XP_035899375.1|ASTE	LOC118461357|XP_035782477.1|AALB
OG0000366	LOC118511653|XP_035910884.1|ASTE	LOC118457874|XP_035775682.1|AALB
OG0000366	LOC118505495|XP_035897243.1|ASTE	LOC118460132|XP_035780078.1|AALB
OG0000367	LOC118503926|XP_035893649.1|ASTE	LOC118467162|XP_035793211.1|AALB
OG0000367	LOC118503925|XP_035893648.1|ASTE	LOC118467161|XP_035793209.1|AALB
OG0000367	LOC118503922|XP_035893639.1|ASTE	LOC118467160|XP_035793198.1|AALB
OG0000368	LOC118503778|XP_035893342.1|ASTE	LOC118465580|XP_035789842.1|AALB
OG0000368	LOC118503756|XP_035893301.1|ASTE	LOC118465440|XP_035789583.1|AALB
OG0000368	LOC118503770|XP_035893333.1|ASTE	LOC118465579|XP_035789841.1|AALB
OG0000376	LOC118505175|XP_035896519.1|ASTE, LOC118502896|XP_035891510.1|ASTE	LOC118456408|XP_035773014.1|AALB, LOC118464386|XP_035787628.1|AALB
OG0000377	LOC118513966|XP_035916281.1|ASTE, LOC118513967|XP_035916284.1|ASTE	LOC118458738|XP_035777401.1|AALB
OG0000377	LOC118505230|XP_035896653.1|ASTE	LOC118468843|XP_035795978.1|AALB
OG0000377	LOC118513549|XP_035915329.1|ASTE	LOC118456383|XP_035772966.1|AALB
OG0000378	LOC118503389|XP_035892483.1|ASTE	LOC118463946|XP_035786816.1|AALB
OG0000378	LOC118503390|XP_035892484.1|ASTE	LOC118463945|XP_035786815.1|AALB
OG0000379	LOC118513082|XP_035914339.1|ASTE	LOC118467087|XP_035793021.1|AALB
OG0000380	LOC118512268|XP_035912349.1|ASTE	LOC118467601|XP_035794186.1|AALB
OG0000381	LOC118511804|XP_035911230.1|ASTE	LOC118458112|XP_035776180.1|AALB
OG0000382	LOC118516621|XP_035918491.1|ASTE, LOC118506622|XP_035899884.1|ASTE, LOC118517514|XP_035919631.1|ASTE, LOC118517513|XP_035919630.1|ASTE	LOC118461039|XP_035781819.1|AALB
OG0000383	LOC118512038|XP_035911729.1|ASTE	LOC118457812|XP_035775565.1|AALB
OG0000383	LOC118512580|XP_035913101.1|ASTE	LOC118459647|XP_035779122.1|AALB
OG0000384	LOC118513813|XP_035915934.1|ASTE	LOC118458553|XP_035777083.1|AALB
OG0000384	LOC118513810|XP_035915931.1|ASTE	LOC118457748|XP_035775453.1|AALB
OG0000385	LOC118504037|XP_035893918.1|ASTE	LOC118462890|XP_035784867.1|AALB
OG0000385	LOC118506198|XP_035898898.1|ASTE	LOC118463567|XP_035786098.1|AALB
OG0000386	LOC118503986|XP_035893826.1|ASTE	LOC118465564|XP_035789816.1|AALB
OG0000389	LOC118513407|XP_035915007.1|ASTE	LOC118459226|XP_035778314.1|AALB
OG0000389	LOC118504067|XP_035894000.1|ASTE	LOC118465159|XP_035788998.1|AALB
OG0000389	LOC118504070|XP_035894009.1|ASTE	LOC118467689|XP_035794365.1|AALB
OG0000390	LOC118508212|XP_035903682.1|ASTE	LOC118467666|XP_035794313.1|AALB, LOC118465236|XP_035789141.1|AALB
OG0000390	LOC118510704|XP_035908796.1|ASTE	LOC118460007|XP_035779822.1|AALB
OG0000391	LOC118511366|XP_035910235.1|ASTE	LOC118463060|XP_035785206.1|AALB
OG0000391	LOC118507349|XP_035901647.1|ASTE	LOC118466441|XP_035791635.1|AALB
OG0000392	LOC118512507|XP_035912914.1|ASTE	LOC118458739|XP_035777402.1|AALB
OG0000392	LOC118512508|XP_035912916.1|ASTE	LOC118458866|XP_035777709.1|AALB
OG0000392	LOC118512509|XP_035912917.1|ASTE	LOC118458600|XP_035777168.1|AALB
OG0000393	LOC118509260|XP_035905488.1|ASTE	LOC118459443|XP_035778692.1|AALB
OG0000393	LOC118508954|XP_035904759.1|ASTE	LOC118461113|XP_035781925.1|AALB
OG0000394	LOC118505143|XP_035896397.1|ASTE	LOC118460130|XP_035780079.1|AALB
OG0000399	LOC118512672|XP_035913371.1|ASTE	LOC118463656|XP_035786299.1|AALB
OG0000400	LOC118505958|XP_035898385.1|ASTE	LOC118466541|XP_035791995.1|AALB
OG0000401	LOC118517348|XP_035919241.1|ASTE	LOC118464350|XP_035787563.1|AALB
OG0000402	LOC118505679|XP_035897704.1|ASTE, LOC118505680|XP_035897705.1|ASTE	LOC118460784|XP_035781282.1|AALB
OG0000402	LOC118505678|XP_035897703.1|ASTE	LOC118460782|XP_035781280.1|AALB
OG0000402	LOC118505677|XP_035897702.1|ASTE, LOC118505675|XP_035897700.1|ASTE	LOC118460780|XP_035781278.1|AALB
OG0000403	LOC118506336|XP_035899212.1|ASTE	LOC118459444|XP_035778700.1|AALB
OG0000404	LOC118502470|XP_035890595.1|ASTE	LOC118460856|XP_035781455.1|AALB
OG0000405	LOC118506903|XP_035900579.1|ASTE	LOC118457545|XP_035775093.1|AALB
OG0000406	LOC118511329|XP_035910149.1|ASTE	LOC118465398|XP_035789490.1|AALB
OG0000406	LOC118511325|XP_035910142.1|ASTE, LOC118511324|XP_035910141.1|ASTE	LOC118467937|XP_035794799.1|AALB
OG0000406	LOC118510574|XP_035908457.1|ASTE	LOC118465771|XP_035790180.1|AALB
OG0000407	LOC118505532|XP_035897335.1|ASTE	LOC118461228|XP_035782213.1|AALB
OG0000407	LOC118512798|XP_035913616.1|ASTE	LOC118466152|XP_035791018.1|AALB
OG0000408	LOC118511339|XP_035910175.1|ASTE	LOC118466946|XP_035792740.1|AALB
OG0000409	LOC118509161|XP_035905302.1|ASTE	LOC118458368|XP_035776653.1|AALB
OG0000410	LOC118512584|XP_035913107.1|ASTE	LOC118458150|XP_035776239.1|AALB
OG0000411	LOC118502618|XP_035890884.1|ASTE	LOC118459741|XP_035779311.1|AALB
OG0000411	LOC118510782|XP_035908961.1|ASTE	LOC118459403|XP_035778606.1|AALB
OG0000412	LOC118504712|XP_035895440.1|ASTE	LOC118461997|XP_035783825.1|AALB
OG0000412	LOC118504711|XP_035895437.1|ASTE	LOC118461995|XP_035783824.1|AALB
OG0000413	LOC118508262|XP_035903785.1|ASTE	LOC118458806|XP_035777568.1|AALB
OG0000414	LOC118503670|XP_035893102.1|ASTE	LOC118463693|XP_035786363.1|AALB, LOC118462511|XP_035784133.1|AALB, LOC118463987|XP_035786903.1|AALB
OG0000415	LOC118508405|XP_035904060.1|ASTE	LOC118466898|XP_035792648.1|AALB
OG0000416	LOC118507749|XP_035902652.1|ASTE	LOC118459603|XP_035779047.1|AALB
OG0000416	LOC118504808|XP_035895706.1|ASTE	LOC118468795|XP_035795900.1|AALB
OG0000417	LOC118508484|XP_035904194.1|ASTE	LOC118458973|XP_035777855.1|AALB
OG0000417	LOC118503054|XP_035891810.1|ASTE	LOC118464626|XP_035787965.1|AALB
OG0000418	LOC118511011|XP_035909425.1|ASTE	LOC118459139|XP_035778110.1|AALB
OG0000419	LOC118509659|XP_035906513.1|ASTE	LOC118467113|XP_035793065.1|AALB
OG0000420	LOC118510305|XP_035907827.1|ASTE	LOC118466268|XP_035791228.1|AALB
OG0000420	LOC118512846|XP_035913802.1|ASTE	LOC118467644|XP_035794270.1|AALB
OG0000421	LOC118509291|XP_035905600.1|ASTE	LOC118468328|XP_035794966.1|AALB
OG0000421	LOC118514675|XP_035917611.1|ASTE	LOC118461574|XP_035782957.1|AALB
OG0000422	LOC118514284|XP_035916919.1|ASTE, LOC118514285|XP_035916920.1|ASTE	LOC118457072|XP_035774236.1|AALB, LOC118457071|XP_035774234.1|AALB
OG0000422	LOC118506620|XP_035899881.1|ASTE	LOC118457251|XP_035774532.1|AALB
OG0000423	LOC118504619|XP_035895193.1|ASTE	LOC118457840|XP_035775613.1|AALB
OG0000424	LOC118517218|XP_035919093.1|ASTE, LOC118505272|XP_035896721.1|ASTE	LOC118466899|XP_035792650.1|AALB
OG0000425	LOC118517690|XP_035920002.1|ASTE	LOC118463347|XP_035785753.1|AALB
OG0000425	LOC118517694|XP_035920010.1|ASTE	LOC118465549|XP_035789768.1|AALB
OG0000426	LOC118507414|XP_035901770.1|ASTE	LOC118464358|XP_035787574.1|AALB
OG0000433	LOC118505165|XP_035896463.1|ASTE	LOC118466448|XP_035791718.1|AALB
OG0000433	LOC118512855|XP_035913824.1|ASTE	LOC118463182|XP_035785489.1|AALB
OG0000434	LOC118517616|XP_035919805.1|ASTE	LOC118457926|XP_035775829.1|AALB
OG0000434	LOC118517618|XP_035919808.1|ASTE	LOC118457928|XP_035775831.1|AALB
OG0000435	LOC118507860|XP_035902949.1|ASTE	LOC118456488|XP_035773208.1|AALB
OG0000436	LOC118503698|XP_035893152.1|ASTE, LOC118508386|XP_035904022.1|ASTE, LOC118507387|XP_035901733.1|ASTE, LOC118508240|XP_035903747.1|ASTE, LOC118507388|XP_035901735.1|ASTE, LOC118503380|XP_035892474.1|ASTE, LOC118503384|XP_035892478.1|ASTE, LOC118502479|XP_035890602.1|ASTE, LOC118508241|XP_035903748.1|ASTE, LOC118507671|XP_035902353.1|ASTE, LOC118507670|XP_035902352.1|ASTE	LOC118462551|XP_035784211.1|AALB, LOC118463959|XP_035786836.1|AALB
OG0000437	LOC118511583|XP_035910726.1|ASTE	LOC118466743|XP_035792325.1|AALB
OG0000437	LOC118510312|XP_035907842.1|ASTE	LOC118463664|XP_035786310.1|AALB
OG0000438	LOC118513845|XP_035916016.1|ASTE	LOC118466625|XP_035792104.1|AALB, LOC118468402|XP_035795059.1|AALB
OG0000439	LOC118512646|XP_035913255.1|ASTE	LOC118468378|XP_035795030.1|AALB
OG0000439	LOC118507322|XP_035901602.1|ASTE	LOC118464880|XP_035788516.1|AALB
OG0000440	LOC118512560|XP_035913042.1|ASTE	LOC118458547|XP_035777075.1|AALB
OG0000441	LOC118514050|XP_035919001.1|ASTE, LOC118513749|XP_035915802.1|ASTE	LOC118461581|XP_035782965.1|AALB
OG0000442	LOC118505464|XP_035897158.1|ASTE, LOC118505463|XP_035897157.1|ASTE	LOC118459006|XP_035777903.1|AALB
OG0000443	LOC118507285|XP_035901528.1|ASTE	LOC118466849|XP_035792569.1|AALB
OG0000444	LOC118507267|XP_035901459.1|ASTE	LOC118464884|XP_035788521.1|AALB
OG0000448	LOC118513273|XP_035914735.1|ASTE	LOC118465143|XP_035788980.1|AALB
OG0000449	LOC118517706|XP_035920035.1|ASTE	LOC118465875|XP_035790405.1|AALB
OG0000449	LOC118507943|XP_035903161.1|ASTE	LOC118468860|XP_035796015.1|AALB
OG0000450	LOC118517463|XP_035919517.1|ASTE	LOC118468652|XP_035795576.1|AALB
OG0000450	LOC118517465|XP_035919527.1|ASTE	LOC118464184|XP_035787232.1|AALB
OG0000451	LOC118511200|XP_035909872.1|ASTE, LOC118517335|XP_035919212.1|ASTE	LOC118457112|XP_035774304.1|AALB
OG0000451	LOC118517725|XP_035920069.1|ASTE	LOC118465876|XP_035790406.1|AALB
OG0000452	LOC118503141|XP_035892003.1|ASTE, LOC118507961|XP_035903181.1|ASTE, LOC118515201|XP_035917790.1|ASTE, LOC118512515|XP_035912931.1|ASTE, LOC118512146|XP_035912075.1|ASTE, LOC118512502|XP_035912909.1|ASTE, LOC118515198|XP_035917789.1|ASTE	LOC118456663|XP_035773514.1|AALB, LOC118468186|XP_035794899.1|AALB, LOC118468181|XP_035794893.1|AALB
OG0000453	LOC118505626|XP_035897592.1|ASTE	LOC118458770|XP_035777455.1|AALB
OG0000453	LOC118505625|XP_035897590.1|ASTE	LOC118458815|XP_035777578.1|AALB
OG0000454	LOC118514430|XP_035917226.1|ASTE	LOC118465813|XP_035790277.1|AALB
OG0000455	LOC118509728|XP_035906743.1|ASTE	LOC118463631|XP_035786245.1|AALB
OG0000456	LOC118513206|XP_035914598.1|ASTE	LOC118458660|XP_035777247.1|AALB
OG0000456	LOC118514158|XP_035916683.1|ASTE	LOC118457602|XP_035775201.1|AALB
OG0000457	LOC118513461|XP_035915122.1|ASTE	LOC118457563|XP_035775129.1|AALB
OG0000457	LOC118512640|XP_035913235.1|ASTE	LOC118457897|XP_035775767.1|AALB
OG0000458	LOC118512626|XP_035913215.1|ASTE	LOC118457431|XP_035774909.1|AALB
OG0000458	LOC118512628|XP_035913217.1|ASTE, LOC118512625|XP_035913213.1|ASTE	LOC118457430|XP_035774906.1|AALB
OG0000458	LOC118512621|XP_035913194.1|ASTE	LOC118458307|XP_035776534.1|AALB
OG0000458	LOC118513387|XP_035914949.1|ASTE	LOC118461892|XP_035783639.1|AALB
OG0000459	LOC118506317|XP_035899159.1|ASTE	LOC118462544|XP_035784204.1|AALB
OG0000459	LOC118507296|XP_035901553.1|ASTE	LOC118462545|XP_035784205.1|AALB
OG0000459	LOC118510791|XP_035908991.1|ASTE	LOC118461852|XP_035783537.1|AALB, LOC118469073|XP_035796447.1|AALB
OG0000459	LOC118509993|XP_035907269.1|ASTE, LOC118510805|XP_035909013.1|ASTE	LOC118460168|XP_035780166.1|AALB, LOC118459433|XP_035778671.1|AALB, LOC118459434|XP_035778673.1|AALB, LOC118459436|XP_035778677.1|AALB
OG0000459	LOC118513096|XP_035914390.1|ASTE	LOC118467477|XP_035793911.1|AALB
OG0000460	LOC118510053|XP_035907335.1|ASTE	LOC118457528|XP_035775067.1|AALB
OG0000465	LOC118507839|XP_035902847.1|ASTE	LOC118456410|XP_035773015.1|AALB
OG0000466	LOC118502878|XP_035891488.1|ASTE	LOC118460911|XP_035781556.1|AALB
OG0000466	LOC118508980|XP_035904859.1|ASTE	LOC118466949|XP_035792745.1|AALB
OG0000467	LOC118508869|XP_035904551.1|ASTE	LOC118467127|XP_035793110.1|AALB
OG0000468	LOC118504246|XP_035894362.1|ASTE	LOC118458755|XP_035777438.1|AALB
OG0000468	LOC118512945|XP_035914055.1|ASTE	LOC118467881|XP_035794686.1|AALB
OG0000469	LOC118510739|XP_035908849.1|ASTE	LOC118461268|XP_035782294.1|AALB
OG0000470	LOC118508249|XP_035903756.1|ASTE	LOC118464390|XP_035787629.1|AALB
OG0000470	LOC118507386|XP_035901732.1|ASTE	LOC118464250|XP_035787346.1|AALB
OG0000471	LOC118512976|XP_035914102.1|ASTE	LOC118458777|XP_035777493.1|AALB
OG0000474	LOC118513494|XP_035915262.1|ASTE	LOC118459736|XP_035779309.1|AALB
OG0000475	LOC118507516|XP_035901965.1|ASTE	LOC118462073|XP_035783973.1|AALB
OG0000476	LOC118507686|XP_035902381.1|ASTE	LOC118457122|XP_035774328.1|AALB
OG0000477	LOC118502859|XP_035891460.1|ASTE	LOC118458053|XP_035776071.1|AALB
OG0000477	LOC118502860|XP_035891461.1|ASTE	LOC118458157|XP_035776247.1|AALB
OG0000479	LOC118510580|XP_035908465.1|ASTE	LOC118465496|XP_035789694.1|AALB
OG0000479	LOC118511908|XP_035911436.1|ASTE	LOC118465360|XP_035789425.1|AALB
OG0000480	LOC118509317|XP_035905663.1|ASTE	LOC118461644|XP_035783112.1|AALB
OG0000482	LOC118506564|XP_035899779.1|ASTE	LOC118457534|XP_035775079.1|AALB
OG0000483	LOC118504510|XP_035894934.1|ASTE, LOC118504512|XP_035894937.1|ASTE	LOC118456311|XP_035772843.1|AALB
OG0000484	LOC118508428|XP_035904098.1|ASTE	LOC118457307|XP_035774683.1|AALB
OG0000485	LOC118504882|XP_035895831.1|ASTE	LOC118462932|XP_035784936.1|AALB
OG0000486	LOC118517681|XP_035919984.1|ASTE	LOC118467942|XP_035794804.1|AALB
OG0000489	LOC118516505|XP_035918331.1|ASTE	LOC118463309|XP_035785691.1|AALB
OG0000490	LOC118512589|XP_035913124.1|ASTE	LOC118468731|XP_035795767.1|AALB
OG0000490	LOC118508284|XP_035903822.1|ASTE	LOC118460006|XP_035779825.1|AALB
OG0000491	LOC118517081|XP_035918829.1|ASTE, LOC118504998|XP_035896068.1|ASTE	LOC118459356|XP_035778538.1|AALB
OG0000492	LOC118503196|XP_035892071.1|ASTE	LOC118459831|XP_035779487.1|AALB
OG0000492	LOC118511685|XP_035910960.1|ASTE	LOC118460752|XP_035781233.1|AALB
OG0000494	LOC118506499|XP_035899590.1|ASTE	LOC118456835|XP_035773824.1|AALB
OG0000495	LOC118510027|XP_035907307.1|ASTE	LOC118457677|XP_035775327.1|AALB
OG0000495	LOC118511763|XP_035911128.1|ASTE	LOC118458639|XP_035777221.1|AALB
OG0000496	LOC118510796|XP_035908995.1|ASTE	LOC118461862|XP_035783558.1|AALB
OG0000496	LOC118510797|XP_035909001.1|ASTE	LOC118461863|XP_035783564.1|AALB
OG0000497	LOC118510659|XP_035908677.1|ASTE	LOC118460514|XP_035780773.1|AALB
OG0000498	LOC118504511|XP_035894936.1|ASTE	LOC118456312|XP_035772844.1|AALB
OG0000499	LOC118510945|XP_035909276.1|ASTE	LOC118468938|XP_035796164.1|AALB
OG0000500	LOC118503087|XP_035891864.1|ASTE	LOC118465195|XP_035789056.1|AALB
OG0000500	LOC118506001|XP_035898475.1|ASTE	LOC118466561|XP_035791997.1|AALB
OG0000504	LOC118509587|XP_035906250.1|ASTE	LOC118467635|XP_035794252.1|AALB
OG0000504	LOC118509584|XP_035906247.1|ASTE	LOC118467632|XP_035794247.1|AALB
OG0000504	LOC118509583|XP_035906246.1|ASTE	LOC118467633|XP_035794248.1|AALB
OG0000504	LOC118509586|XP_035906249.1|ASTE	LOC118467634|XP_035794251.1|AALB
OG0000504	LOC118509585|XP_035906248.1|ASTE	LOC118467631|XP_035794245.1|AALB
OG0000505	LOC118506652|XP_035899953.1|ASTE	LOC118458049|XP_035776070.1|AALB
OG0000506	LOC118507793|XP_035902736.1|ASTE	LOC118457403|XP_035774860.1|AALB
OG0000506	LOC118502973|XP_035891637.1|ASTE, LOC118502974|XP_035891639.1|ASTE	LOC118458643|XP_035777225.1|AALB
OG0000507	LOC118514453|XP_035917263.1|ASTE	LOC118463549|XP_035786064.1|AALB
OG0000507	LOC118502886|XP_035891498.1|ASTE	LOC118460907|XP_035781550.1|AALB
OG0000508	LOC118510073|XP_035907361.1|ASTE	LOC118463026|XP_035785161.1|AALB
OG0000509	LOC118514336|XP_035917038.1|ASTE	LOC118467137|XP_035793145.1|AALB
OG0000509	LOC118515884|XP_035917966.1|ASTE, LOC118514333|XP_035917033.1|ASTE	LOC118464548|XP_035787879.1|AALB
OG0000510	LOC118511976|XP_035911605.1|ASTE	LOC118466910|XP_035792667.1|AALB
OG0000511	LOC118511104|XP_035909718.1|ASTE	LOC118461163|XP_035782053.1|AALB
OG0000512	LOC118513429|XP_035915048.1|ASTE	LOC118459691|XP_035779220.1|AALB
OG0000512	LOC118513428|XP_035915046.1|ASTE, LOC118513431|XP_035915052.1|ASTE	LOC118459687|XP_035779214.1|AALB
OG0000513	LOC118513330|XP_035914837.1|ASTE	LOC118460302|XP_035780398.1|AALB
OG0000514	LOC118510714|XP_035908806.1|ASTE	LOC118468899|XP_035796089.1|AALB
OG0000515	LOC118503970|XP_035893785.1|ASTE, LOC118503968|XP_035893780.1|ASTE	LOC118462668|XP_035784458.1|AALB, LOC118462669|XP_035784459.1|AALB
OG0000516	LOC118502624|XP_035890896.1|ASTE	LOC118457767|XP_035775484.1|AALB
OG0000516	LOC118502623|XP_035890894.1|ASTE	LOC118457766|XP_035775483.1|AALB
OG0000517	LOC118508089|XP_035903461.1|ASTE	LOC118462787|XP_035784671.1|AALB
OG0000522	LOC118504331|XP_035894563.1|ASTE	LOC118461899|XP_035783649.1|AALB
OG0000523	LOC118506898|XP_035900571.1|ASTE	LOC118457544|XP_035775092.1|AALB
OG0000523	LOC118506073|XP_035898633.1|ASTE	LOC118462262|XP_035784006.1|AALB
OG0000524	LOC118510198|XP_035907622.1|ASTE	LOC118462497|XP_035784108.1|AALB
OG0000525	LOC118508949|XP_035904756.1|ASTE	LOC118467117|XP_035793074.1|AALB
OG0000526	LOC118511037|XP_035909521.1|ASTE	LOC118457845|XP_035775623.1|AALB
OG0000527	LOC118511077|XP_035909640.1|ASTE	LOC118468585|XP_035795410.1|AALB
OG0000528	LOC118513942|XP_035916218.1|ASTE	LOC118461978|XP_035783799.1|AALB
OG0000528	LOC118513508|XP_035915251.1|ASTE	LOC118468633|XP_035795544.1|AALB
OG0000529	LOC118513864|XP_035916059.1|ASTE	LOC118468721|XP_035795744.1|AALB
OG0000530	LOC118509091|XP_035905129.1|ASTE	LOC118460710|XP_035781130.1|AALB
OG0000531	LOC118514636|XP_035917540.1|ASTE	LOC118459665|XP_035779162.1|AALB
OG0000532	LOC118503682|XP_035893117.1|ASTE, LOC118517098|XP_035918848.1|ASTE	LOC118460342|XP_035780461.1|AALB
OG0000533	LOC118517490|XP_035919581.1|ASTE	LOC118463254|XP_035785620.1|AALB
OG0000533	LOC118507960|XP_035903180.1|ASTE	LOC118458530|XP_035777001.1|AALB
OG0000534	LOC118508215|XP_035903689.1|ASTE	LOC118467664|XP_035794306.1|AALB
OG0000535	LOC118504114|XP_035894098.1|ASTE	LOC118463303|XP_035785682.1|AALB
OG0000536	LOC118504054|XP_035893978.1|ASTE	LOC118465091|XP_035788890.1|AALB
OG0000536	LOC118503546|XP_035892838.1|ASTE	LOC118465658|XP_035789965.1|AALB
OG0000536	LOC118504104|XP_035894084.1|ASTE	LOC118463306|XP_035785684.1|AALB
OG0000536	LOC118504090|XP_035894057.1|ASTE	LOC118463517|XP_035786012.1|AALB
OG0000537	LOC118505997|XP_035898468.1|ASTE	LOC118463772|XP_035786479.1|AALB
OG0000538	LOC118506098|XP_035898675.1|ASTE	LOC118467836|XP_035794621.1|AALB
OG0000539	LOC118508392|XP_035904035.1|ASTE	LOC118465211|XP_035789096.1|AALB
OG0000542	LOC118515253|XP_035917832.1|ASTE, LOC118512691|XP_035913377.1|ASTE, LOC118507284|XP_035901526.1|ASTE	LOC118456326|XP_035772875.1|AALB
OG0000543	LOC118503113|XP_035891949.1|ASTE	LOC118466100|XP_035790912.1|AALB
OG0000544	LOC118511902|XP_035911464.1|ASTE	LOC118463604|XP_035786169.1|AALB
OG0000545	LOC118507911|XP_035903096.1|ASTE	LOC118456289|XP_035772796.1|AALB
OG0000546	LOC118508578|XP_035904374.1|ASTE	LOC118456580|XP_035773364.1|AALB
OG0000547	LOC118517015|XP_035918760.1|ASTE, LOC118508923|XP_035904699.1|ASTE	LOC118463001|XP_035785122.1|AALB
OG0000548	LOC118514395|XP_035917169.1|ASTE	LOC118464674|XP_035788085.1|AALB
OG0000549	LOC118512873|XP_035913859.1|ASTE, LOC118510278|XP_035907786.1|ASTE, LOC118514282|XP_035916917.1|ASTE	LOC118463968|XP_035786863.1|AALB
OG0000550	LOC118513463|XP_035915131.1|ASTE	LOC118463476|XP_035785959.1|AALB
OG0000551	LOC118504535|XP_035894986.1|ASTE	LOC118460219|XP_035780227.1|AALB
OG0000551	LOC118502486|XP_035890611.1|ASTE	LOC118461306|XP_035782389.1|AALB
OG0000552	LOC118506896|XP_035900569.1|ASTE	LOC118457543|XP_035775089.1|AALB
OG0000553	LOC118510605|XP_035908506.1|ASTE	LOC118458233|XP_035776395.1|AALB
OG0000554	LOC118504452|XP_035894837.1|ASTE, LOC118502445|XP_035890567.1|ASTE	LOC118458180|XP_035776301.1|AALB
OG0000555	LOC118506682|XP_035900029.1|ASTE	LOC118457196|XP_035774440.1|AALB
OG0000556	LOC118505119|XP_035896326.1|ASTE	LOC118459673|XP_035779173.1|AALB
OG0000557	LOC118507592|XP_035902152.1|ASTE	LOC118456647|XP_035773478.1|AALB
OG0000558	LOC118507689|XP_035902384.1|ASTE	LOC118468293|XP_035794913.1|AALB
OG0000559	LOC118505970|XP_035898407.1|ASTE	LOC118464460|XP_035787744.1|AALB
OG0000560	LOC118507215|XP_035901208.1|ASTE	LOC118464725|XP_035788198.1|AALB
OG0000561	LOC118507251|XP_035901427.1|ASTE	LOC118465034|XP_035788791.1|AALB
OG0000562	LOC118507448|XP_035901825.1|ASTE	LOC118467143|XP_035793164.1|AALB
OG0000566	LOC118507292|XP_035901548.1|ASTE	LOC118456333|XP_035772887.1|AALB
OG0000567	LOC118503006|XP_035891713.1|ASTE	LOC118460369|XP_035780518.1|AALB
OG0000568	LOC118504788|XP_035895651.1|ASTE	LOC118459614|XP_035779070.1|AALB
OG0000569	LOC118506489|XP_035899567.1|ASTE	LOC118461433|XP_035782635.1|AALB
OG0000570	LOC118504677|XP_035895376.1|ASTE, LOC118517181|XP_035918986.1|ASTE	LOC118460155|XP_035780145.1|AALB
OG0000571	LOC118511968|XP_035911592.1|ASTE	LOC118466148|XP_035791004.1|AALB
OG0000572	LOC118508887|XP_035904609.1|ASTE	LOC118463820|XP_035786593.1|AALB
OG0000573	LOC118513083|XP_035914344.1|ASTE, LOC118513081|XP_035914337.1|ASTE	LOC118466093|XP_035790895.1|AALB
OG0000574	LOC118510308|XP_035907837.1|ASTE	LOC118466277|XP_035791247.1|AALB
OG0000575	LOC118509655|XP_035906502.1|ASTE	LOC118463679|XP_035786334.1|AALB
OG0000576	LOC118513944|XP_035916225.1|ASTE	LOC118468399|XP_035795056.1|AALB
OG0000577	LOC118514080|XP_035916502.1|ASTE	LOC118456890|XP_035773904.1|AALB
OG0000578	LOC118504462|XP_035894854.1|ASTE	LOC118456432|XP_035773082.1|AALB
OG0000579	LOC118505261|XP_035896716.1|ASTE	LOC118468848|XP_035795984.1|AALB
OG0000580	LOC118502357|XP_035890448.1|ASTE	LOC118460585|XP_035780898.1|AALB
OG0000581	LOC118502634|XP_035890961.1|ASTE	LOC118457211|XP_035774472.1|AALB
