Orthogroup	ASTE.longest_only	DSUZ.longest_only
OG0000362	LOC118507649|XP_035902307.1|ASTE	LOC108020346|XP_016944002.1|DSUZ
OG0000362	LOC118503889|XP_035893547.1|ASTE	LOC108007706|XP_016926938.1|DSUZ
OG0000363	LOC118505486|XP_035897205.1|ASTE	LOC108012077|XP_036674227.1|DSUZ
OG0000363	LOC118516465|XP_035918259.1|ASTE, LOC118514267|XP_035916879.1|ASTE	LOC108013209|XP_016934414.1|DSUZ
OG0000365	LOC118509730|XP_035906745.1|ASTE, LOC118509732|XP_035906749.1|ASTE	LOC108010078|XP_016930383.1|DSUZ
OG0000365	LOC118517204|XP_035919058.1|ASTE, LOC118513954|XP_035916243.1|ASTE	LOC108021680|XP_016945986.1|DSUZ
OG0000366	LOC118506408|XP_035899375.1|ASTE	LOC108004719|XP_036676909.1|DSUZ
OG0000366	LOC118505495|XP_035897243.1|ASTE	LOC108015467|XP_036675257.1|DSUZ
OG0000367	LOC118503926|XP_035893649.1|ASTE, LOC118503925|XP_035893648.1|ASTE, LOC118503922|XP_035893639.1|ASTE	LOC108012989|XP_016934048.1|DSUZ, LOC108009432|XP_016929256.1|DSUZ
OG0000368	LOC118503778|XP_035893342.1|ASTE, LOC118503756|XP_035893301.1|ASTE, LOC118503770|XP_035893333.1|ASTE	LOC108010716|XP_016931123.2|DSUZ
OG0000376	LOC118505175|XP_035896519.1|ASTE, LOC118502896|XP_035891510.1|ASTE	LOC108004563|XP_036677081.1|DSUZ, LOC108018733|XP_036677080.1|DSUZ
OG0000377	LOC118513966|XP_035916281.1|ASTE, LOC118513967|XP_035916284.1|ASTE, LOC118505230|XP_035896653.1|ASTE, LOC118513549|XP_035915329.1|ASTE	LOC108005176|XP_016923841.1|DSUZ, LOC108015611|XP_016937589.2|DSUZ
OG0000378	LOC118503389|XP_035892483.1|ASTE, LOC118503390|XP_035892484.1|ASTE	LOC108009736|XP_016929809.1|DSUZ
OG0000379	LOC118513082|XP_035914339.1|ASTE	LOC108008582|XP_016927947.1|DSUZ, LOC108008596|XP_016927963.1|DSUZ, LOC108009438|XP_016929267.1|DSUZ
OG0000380	LOC118512268|XP_035912349.1|ASTE	LOC108019670|XP_016943049.1|DSUZ, LOC108012439|XP_016933295.1|DSUZ
OG0000381	LOC118511804|XP_035911230.1|ASTE	LOC108021364|XP_016945542.1|DSUZ, LOC108019165|XP_016942408.1|DSUZ
OG0000382	LOC118516621|XP_035918491.1|ASTE, LOC118506622|XP_035899884.1|ASTE, LOC118517514|XP_035919631.1|ASTE, LOC118517513|XP_035919630.1|ASTE	LOC108014442|XP_036671525.1|DSUZ, LOC108007671|XP_016926881.2|DSUZ
OG0000383	LOC118512038|XP_035911729.1|ASTE, LOC118512580|XP_035913101.1|ASTE	LOC108021575|XP_016945846.1|DSUZ, LOC108019536|XP_016942866.1|DSUZ
OG0000384	LOC118513813|XP_035915934.1|ASTE	LOC108008549|XP_016927909.2|DSUZ
OG0000384	LOC118513810|XP_035915931.1|ASTE	LOC108008538|XP_036669460.1|DSUZ
OG0000385	LOC118504037|XP_035893918.1|ASTE	LOC108019194|XP_016942457.1|DSUZ
OG0000385	LOC118506198|XP_035898898.1|ASTE	LOC108019173|XP_016942422.1|DSUZ
OG0000386	LOC118503986|XP_035893826.1|ASTE	LOC108006929|XP_016926020.1|DSUZ, LOC108006928|XP_016926019.2|DSUZ, LOC108019458|XP_016942774.1|DSUZ
OG0000389	LOC118513407|XP_035915007.1|ASTE	LOC118879521|XP_036678273.1|DSUZ
OG0000389	LOC118504070|XP_035894009.1|ASTE	LOC108013600|XP_016935026.1|DSUZ
OG0000390	LOC118508212|XP_035903682.1|ASTE, LOC118510704|XP_035908796.1|ASTE	LOC108021469|XP_016945698.2|DSUZ, LOC108021436|XP_016945642.2|DSUZ
OG0000391	LOC118511366|XP_035910235.1|ASTE	LOC108018183|XP_016941173.2|DSUZ
OG0000391	LOC118507349|XP_035901647.1|ASTE	LOC108017731|XP_036669963.1|DSUZ
OG0000392	LOC118512507|XP_035912914.1|ASTE, LOC118512508|XP_035912916.1|ASTE, LOC118512509|XP_035912917.1|ASTE	LOC108005147|XP_016923847.2|DSUZ, LOC108009595|XP_016929560.1|DSUZ
OG0000393	LOC118509260|XP_035905488.1|ASTE	LOC108014792|XP_016936477.1|DSUZ
OG0000393	LOC118508954|XP_035904759.1|ASTE	LOC108014867|XP_016936581.1|DSUZ
OG0000394	LOC118505143|XP_035896397.1|ASTE	LOC108004724|XP_016923235.1|DSUZ, LOC108004723|XP_016923233.1|DSUZ
OG0000399	LOC118512672|XP_035913371.1|ASTE	LOC108016136|XP_016938232.2|DSUZ, LOC108008568|XP_016927927.1|DSUZ
OG0000400	LOC118505958|XP_035898385.1|ASTE	LOC108013681|XP_016935089.1|DSUZ, LOC108014268|XP_016935800.2|DSUZ, LOC108013687|XP_016935094.1|DSUZ
OG0000402	LOC118505679|XP_035897704.1|ASTE, LOC118505680|XP_035897705.1|ASTE, LOC118505678|XP_035897703.1|ASTE, LOC118505677|XP_035897702.1|ASTE, LOC118505675|XP_035897700.1|ASTE	LOC108010454|XP_016930809.2|DSUZ
OG0000404	LOC118502470|XP_035890595.1|ASTE	LOC108016451|XP_036675438.1|DSUZ, LOC108018436|XP_036675625.1|DSUZ, LOC108016466|XP_036677671.1|DSUZ
OG0000405	LOC118506903|XP_035900579.1|ASTE	LOC108019207|XP_016942489.1|DSUZ
OG0000406	LOC118511329|XP_035910149.1|ASTE, LOC118511325|XP_035910142.1|ASTE, LOC118511324|XP_035910141.1|ASTE, LOC118510574|XP_035908457.1|ASTE	LOC108012463|XP_016933342.1|DSUZ, LOC108008615|XP_016927985.1|DSUZ
OG0000407	LOC118505532|XP_035897335.1|ASTE	LOC108013044|XP_016934143.1|DSUZ
OG0000407	LOC118512798|XP_035913616.1|ASTE	LOC108013043|XP_016934141.1|DSUZ
OG0000408	LOC118511339|XP_035910175.1|ASTE	LOC108018482|XP_016941528.1|DSUZ, LOC108021715|XP_016946040.1|DSUZ
OG0000409	LOC118509161|XP_035905302.1|ASTE	LOC108008656|XP_016928030.1|DSUZ, LOC108010150|XP_016930474.1|DSUZ
OG0000410	LOC118512584|XP_035913107.1|ASTE	LOC108019214|XP_016942502.1|DSUZ, LOC108021733|XP_016946060.1|DSUZ, LOC108008493|XP_016927846.1|DSUZ
OG0000411	LOC118502618|XP_035890884.1|ASTE	LOC108007976|XP_016927240.1|DSUZ
OG0000411	LOC118510782|XP_035908961.1|ASTE	LOC108021717|XP_016946043.1|DSUZ
OG0000412	LOC118504712|XP_035895440.1|ASTE, LOC118504711|XP_035895437.1|ASTE	LOC108012058|XP_016932826.1|DSUZ, LOC108012372|XP_016933216.1|DSUZ
OG0000413	LOC118508262|XP_035903785.1|ASTE	LOC108007054|XP_016926149.2|DSUZ, LOC108016241|XP_036674981.1|DSUZ
OG0000414	LOC118503670|XP_035893102.1|ASTE	LOC108004607|XP_016923036.1|DSUZ, LOC118876758|XP_036669984.1|DSUZ, LOC108010718|XP_016931127.2|DSUZ
OG0000415	LOC118508405|XP_035904060.1|ASTE	LOC108009799|XP_016929952.1|DSUZ, LOC108010054|XP_016930355.1|DSUZ
OG0000416	LOC118507749|XP_035902652.1|ASTE	LOC108016931|XP_016939348.1|DSUZ
OG0000416	LOC118504808|XP_035895706.1|ASTE	LOC108016946|XP_016939368.2|DSUZ
OG0000417	LOC118508484|XP_035904194.1|ASTE	LOC108017293|XP_036673996.1|DSUZ
OG0000417	LOC118503054|XP_035891810.1|ASTE	LOC108017246|XP_016939737.2|DSUZ
OG0000418	LOC118511011|XP_035909425.1|ASTE	LOC108016681|XP_036676753.1|DSUZ, LOC108010424|XP_016930772.1|DSUZ
OG0000419	LOC118509659|XP_035906513.1|ASTE	LOC108017993|XP_016940829.1|DSUZ
OG0000421	LOC118509291|XP_035905600.1|ASTE	LOC108020167|XP_016943760.1|DSUZ
OG0000421	LOC118514675|XP_035917611.1|ASTE	LOC108014991|XP_016936706.1|DSUZ
OG0000422	LOC118514284|XP_035916919.1|ASTE, LOC118514285|XP_035916920.1|ASTE, LOC118506620|XP_035899881.1|ASTE	LOC108019545|XP_016942872.2|DSUZ
OG0000423	LOC118504619|XP_035895193.1|ASTE	LOC108018126|XP_016941056.1|DSUZ, LOC108018203|XP_016941208.1|DSUZ
OG0000424	LOC118517218|XP_035919093.1|ASTE, LOC118505272|XP_035896721.1|ASTE	LOC108018232|XP_016941243.1|DSUZ
OG0000425	LOC118517690|XP_035920002.1|ASTE	LOC108008739|XP_016928125.1|DSUZ
OG0000425	LOC118517694|XP_035920010.1|ASTE	LOC108008648|XP_016928023.1|DSUZ
OG0000426	LOC118507414|XP_035901770.1|ASTE	LOC108009868|XP_016930059.1|DSUZ, LOC108008524|XP_016927883.1|DSUZ, LOC108009867|XP_016930058.1|DSUZ
OG0000433	LOC118505165|XP_035896463.1|ASTE	LOC108016799|XP_016939062.1|DSUZ
OG0000433	LOC118512855|XP_035913824.1|ASTE	LOC108011433|XP_036672323.1|DSUZ
OG0000434	LOC118517616|XP_035919805.1|ASTE	LOC108013873|XP_036673401.1|DSUZ
OG0000434	LOC118517618|XP_035919808.1|ASTE	LOC108019832|XP_016943340.1|DSUZ
OG0000435	LOC118507860|XP_035902949.1|ASTE	LOC108015101|XP_016936834.1|DSUZ
OG0000437	LOC118508849|XP_035904493.1|ASTE, LOC118511583|XP_035910726.1|ASTE	LOC108005108|XP_016923774.1|DSUZ
OG0000437	LOC118510312|XP_035907842.1|ASTE	LOC108005847|XP_016924699.1|DSUZ
OG0000438	LOC118513845|XP_035916016.1|ASTE	LOC108010648|XP_036670526.1|DSUZ, LOC118877223|XP_036670529.1|DSUZ, LOC108019453|XP_036675388.1|DSUZ
OG0000439	LOC118512646|XP_035913255.1|ASTE	LOC108018966|XP_036678170.1|DSUZ
OG0000439	LOC118507322|XP_035901602.1|ASTE	LOC108013344|XP_016934639.1|DSUZ
OG0000440	LOC118512560|XP_035913042.1|ASTE	LOC108008672|XP_016928055.1|DSUZ, LOC108019879|XP_016943439.1|DSUZ
OG0000441	LOC118514050|XP_035919001.1|ASTE, LOC118513749|XP_035915802.1|ASTE	LOC108008822|XP_016928217.1|DSUZ, LOC108008775|XP_016928162.1|DSUZ
OG0000443	LOC118507285|XP_035901528.1|ASTE	LOC108013304|XP_016934583.1|DSUZ, LOC108012529|XP_016933432.1|DSUZ
OG0000444	LOC118507267|XP_035901459.1|ASTE, LOC118507257|XP_035901439.1|ASTE, LOC118504142|XP_035894133.1|ASTE	LOC108007875|XP_016927132.1|DSUZ, LOC108007868|XP_016927122.1|DSUZ
OG0000448	LOC118513273|XP_035914735.1|ASTE	LOC108017085|XP_016939533.2|DSUZ, LOC108014083|XP_016935592.2|DSUZ
OG0000449	LOC118517706|XP_035920035.1|ASTE	LOC108020868|XP_036671767.1|DSUZ
OG0000449	LOC118507943|XP_035903161.1|ASTE	LOC108021257|XP_016945368.1|DSUZ
OG0000450	LOC118517463|XP_035919517.1|ASTE	LOC108019075|XP_016942217.1|DSUZ
OG0000450	LOC118517465|XP_035919527.1|ASTE	LOC108016894|XP_036676322.1|DSUZ
OG0000451	LOC118511200|XP_035909872.1|ASTE, LOC118517335|XP_035919212.1|ASTE	LOC108016591|XP_016938766.1|DSUZ
OG0000451	LOC118517725|XP_035920069.1|ASTE	LOC108016592|XP_036676188.1|DSUZ
OG0000453	LOC118505626|XP_035897592.1|ASTE, LOC118505625|XP_035897590.1|ASTE	LOC108020851|XP_036672808.1|DSUZ, LOC118877962|XP_036674640.1|DSUZ
OG0000454	LOC118514430|XP_035917226.1|ASTE	LOC108015818|XP_016937871.2|DSUZ, LOC108013082|XP_016934196.1|DSUZ
OG0000456	LOC118513206|XP_035914598.1|ASTE	LOC108020414|XP_016944206.1|DSUZ
OG0000456	LOC118514158|XP_035916683.1|ASTE	LOC108020927|XP_036671536.1|DSUZ
OG0000457	LOC118513461|XP_035915122.1|ASTE	LOC108005323|XP_016924031.1|DSUZ
OG0000457	LOC118512640|XP_035913235.1|ASTE	LOC108019578|XP_016942904.2|DSUZ
OG0000458	LOC118512626|XP_035913215.1|ASTE, LOC118512628|XP_035913217.1|ASTE, LOC118512625|XP_035913213.1|ASTE, LOC118512627|XP_035913216.1|ASTE, LOC118512621|XP_035913194.1|ASTE, LOC118513387|XP_035914949.1|ASTE	LOC108014288|XP_016935825.1|DSUZ
OG0000460	LOC118510053|XP_035907335.1|ASTE	LOC108007890|XP_016927151.1|DSUZ
OG0000465	LOC118507839|XP_035902847.1|ASTE	LOC108011527|XP_036673957.1|DSUZ, LOC108011523|XP_036673955.1|DSUZ
OG0000466	LOC118502878|XP_035891488.1|ASTE	LOC108016918|XP_016939330.1|DSUZ
OG0000466	LOC118508980|XP_035904859.1|ASTE	LOC108013661|XP_016935075.1|DSUZ
OG0000467	LOC118508869|XP_035904551.1|ASTE	LOC108018020|XP_036670100.1|DSUZ, LOC108017712|XP_036669874.1|DSUZ
OG0000468	LOC118504246|XP_035894362.1|ASTE	LOC108010784|XP_016931201.1|DSUZ
OG0000468	LOC118512945|XP_035914055.1|ASTE	LOC108009113|XP_016928673.1|DSUZ
OG0000469	LOC118510739|XP_035908849.1|ASTE	LOC108014119|XP_036668774.1|DSUZ, LOC108014052|XP_016935562.1|DSUZ
OG0000470	LOC118508249|XP_035903756.1|ASTE	LOC108017617|XP_036672103.1|DSUZ, LOC108020082|XP_036677850.1|DSUZ
OG0000470	LOC118507386|XP_035901732.1|ASTE	LOC108013619|XP_036671664.1|DSUZ
OG0000471	LOC118512976|XP_035914102.1|ASTE	LOC108012591|XP_016933499.1|DSUZ, LOC108013162|XP_016934348.1|DSUZ, LOC108009126|XP_016928709.1|DSUZ
OG0000474	LOC118513494|XP_035915262.1|ASTE	LOC108005377|XP_016924125.1|DSUZ, LOC108015900|XP_036671476.1|DSUZ
OG0000475	LOC118507516|XP_035901965.1|ASTE	LOC108020525|XP_036672950.1|DSUZ, LOC118877864|XP_036674078.1|DSUZ, LOC118877773|XP_036673696.1|DSUZ, LOC108020495|XP_016944315.2|DSUZ
OG0000476	LOC118507686|XP_035902381.1|ASTE	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ, LOC108016111|XP_016938201.1|DSUZ
OG0000477	LOC118502859|XP_035891460.1|ASTE, LOC118502860|XP_035891461.1|ASTE	LOC108014382|XP_016935973.2|DSUZ, LOC108006246|XP_036673189.1|DSUZ
OG0000479	LOC118510580|XP_035908465.1|ASTE, LOC118511908|XP_035911436.1|ASTE	LOC108006976|XP_016926072.2|DSUZ, LOC118877645|XP_036673110.1|DSUZ
OG0000480	LOC118509317|XP_035905663.1|ASTE	LOC108016562|XP_016938727.1|DSUZ, LOC108016583|XP_016938760.1|DSUZ
OG0000482	LOC118506564|XP_035899779.1|ASTE	LOC108015957|XP_016938028.2|DSUZ
OG0000483	LOC118504510|XP_035894934.1|ASTE, LOC118504512|XP_035894937.1|ASTE	LOC108005709|XP_016924526.2|DSUZ, LOC108005710|XP_016924527.2|DSUZ
OG0000484	LOC118508428|XP_035904098.1|ASTE	LOC108017569|XP_016940145.2|DSUZ, LOC108017567|XP_016940142.1|DSUZ
OG0000485	LOC118504882|XP_035895831.1|ASTE	LOC118877427|XP_036672099.1|DSUZ, LOC108012216|XP_036672092.1|DSUZ
OG0000486	LOC118517681|XP_035919984.1|ASTE	LOC108009654|XP_016929661.1|DSUZ, LOC108009652|XP_016929658.1|DSUZ
OG0000489	LOC118516505|XP_035918331.1|ASTE	LOC108010818|XP_016931254.2|DSUZ, LOC108021797|XP_016946089.1|DSUZ
OG0000490	LOC118512589|XP_035913124.1|ASTE	LOC108018890|XP_036675837.1|DSUZ
OG0000490	LOC118508284|XP_035903822.1|ASTE	LOC108011228|XP_016931816.1|DSUZ
OG0000491	LOC118517081|XP_035918829.1|ASTE, LOC118504998|XP_035896068.1|ASTE	LOC108009360|XP_016929150.1|DSUZ, LOC108009361|XP_016929151.1|DSUZ, LOC108009359|XP_016929149.1|DSUZ
OG0000492	LOC118503196|XP_035892071.1|ASTE	LOC108010329|XP_016930746.1|DSUZ
OG0000492	LOC118511685|XP_035910960.1|ASTE	LOC108011906|XP_016932648.1|DSUZ
OG0000494	LOC118506499|XP_035899590.1|ASTE	LOC108018440|XP_016941491.1|DSUZ
OG0000495	LOC118510027|XP_035907307.1|ASTE, LOC118511763|XP_035911128.1|ASTE	LOC108016998|XP_016939433.1|DSUZ, LOC108017823|XP_016940462.1|DSUZ
OG0000496	LOC118510796|XP_035908995.1|ASTE	LOC108021138|XP_016945185.1|DSUZ
OG0000496	LOC118510797|XP_035909001.1|ASTE	LOC108011947|XP_016932688.1|DSUZ
OG0000497	LOC118510659|XP_035908677.1|ASTE	LOC108007523|XP_016926701.1|DSUZ
OG0000498	LOC118504511|XP_035894936.1|ASTE	LOC108005704|XP_036673202.1|DSUZ, LOC108020620|XP_036673411.1|DSUZ
OG0000499	LOC118510945|XP_035909276.1|ASTE	LOC108017809|XP_016940446.1|DSUZ
OG0000500	LOC118503087|XP_035891864.1|ASTE, LOC118506001|XP_035898475.1|ASTE	LOC108007747|XP_036672076.1|DSUZ, LOC108007757|XP_016927000.2|DSUZ
OG0000504	LOC118509587|XP_035906250.1|ASTE, LOC118509584|XP_035906247.1|ASTE, LOC118509583|XP_035906246.1|ASTE, LOC118509586|XP_035906249.1|ASTE, LOC118509585|XP_035906248.1|ASTE	LOC108006687|XP_016925714.2|DSUZ
OG0000505	LOC118506652|XP_035899953.1|ASTE, LOC118506634|XP_035899902.1|ASTE	LOC108018884|XP_036675752.1|DSUZ, LOC108019217|XP_016942501.1|DSUZ
OG0000506	LOC118507793|XP_035902736.1|ASTE, LOC118502973|XP_035891637.1|ASTE, LOC118502974|XP_035891639.1|ASTE	LOC108005036|XP_036673419.1|DSUZ, LOC108005035|XP_016923661.2|DSUZ
OG0000507	LOC118514453|XP_035917263.1|ASTE	LOC108004663|XP_016923128.1|DSUZ
OG0000507	LOC118502886|XP_035891498.1|ASTE	LOC108004664|XP_016923129.1|DSUZ
OG0000508	LOC118510073|XP_035907361.1|ASTE	LOC108012744|XP_016933667.2|DSUZ, LOC108013204|XP_016934403.1|DSUZ
OG0000509	LOC118514336|XP_035917038.1|ASTE	LOC108009916|XP_016930130.1|DSUZ
OG0000509	LOC118515884|XP_035917966.1|ASTE, LOC118514333|XP_035917033.1|ASTE	LOC108009621|XP_016929598.1|DSUZ
OG0000510	LOC118511976|XP_035911605.1|ASTE	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ, LOC108010011|XP_016930292.1|DSUZ
OG0000511	LOC118511104|XP_035909718.1|ASTE	LOC108004657|XP_016923106.1|DSUZ, LOC108021478|XP_016945709.1|DSUZ
OG0000512	LOC118513429|XP_035915048.1|ASTE, LOC118513428|XP_035915046.1|ASTE, LOC118513431|XP_035915052.1|ASTE	LOC108016168|XP_016938282.1|DSUZ, LOC108010686|XP_016931084.2|DSUZ
OG0000513	LOC118513330|XP_035914837.1|ASTE	LOC108018186|XP_016941179.1|DSUZ, LOC108021195|XP_016945274.1|DSUZ
OG0000514	LOC118510714|XP_035908806.1|ASTE	LOC108014280|XP_016935813.1|DSUZ, LOC108014302|XP_016935858.1|DSUZ
OG0000515	LOC118503970|XP_035893785.1|ASTE, LOC118503968|XP_035893780.1|ASTE	LOC108020422|XP_016944219.1|DSUZ, LOC108014633|XP_036672114.1|DSUZ
OG0000516	LOC118502624|XP_035890896.1|ASTE, LOC118502623|XP_035890894.1|ASTE	LOC108005280|XP_016923959.1|DSUZ, LOC108005288|XP_016923973.1|DSUZ
OG0000517	LOC118508089|XP_035903461.1|ASTE	LOC118877282|XP_036671111.1|DSUZ, LOC108013769|XP_036671112.1|DSUZ
OG0000520	LOC118513152|XP_035914492.1|ASTE, LOC118513157|XP_035914497.1|ASTE	LOC108012367|XP_016933210.1|DSUZ
OG0000522	LOC118504331|XP_035894563.1|ASTE	LOC108011282|XP_016931877.2|DSUZ, LOC108006311|XP_036676167.1|DSUZ
OG0000523	LOC118506898|XP_035900571.1|ASTE	LOC108005046|XP_016923673.2|DSUZ
OG0000523	LOC118506073|XP_035898633.1|ASTE	LOC108015167|XP_016936933.1|DSUZ
OG0000524	LOC118510198|XP_035907622.1|ASTE	LOC108005987|XP_016924916.2|DSUZ, LOC118877643|XP_036673089.1|DSUZ, LOC108020562|XP_036673033.1|DSUZ
OG0000525	LOC118508949|XP_035904756.1|ASTE	LOC108009363|XP_016929153.1|DSUZ, LOC108009362|XP_016929152.1|DSUZ
OG0000526	LOC118511037|XP_035909521.1|ASTE	LOC108009284|XP_016929006.1|DSUZ, LOC108018138|XP_016941084.1|DSUZ
OG0000527	LOC118511075|XP_035909634.1|ASTE, LOC118511077|XP_035909640.1|ASTE	LOC108021217|XP_036668816.1|DSUZ, LOC108021083|XP_016945090.1|DSUZ
OG0000528	LOC118513942|XP_035916218.1|ASTE, LOC118513508|XP_035915251.1|ASTE	LOC108019656|XP_016943037.1|DSUZ
OG0000529	LOC118513864|XP_035916059.1|ASTE	LOC108009810|XP_016929980.1|DSUZ, LOC108014970|XP_016936683.1|DSUZ
OG0000530	LOC118509091|XP_035905129.1|ASTE	LOC108018736|XP_016941799.2|DSUZ, LOC108012589|XP_016933496.1|DSUZ
OG0000531	LOC118514636|XP_035917540.1|ASTE	LOC118878486|XP_036677385.1|DSUZ, LOC108005650|XP_036677398.1|DSUZ, LOC108019142|XP_016942383.1|DSUZ
OG0000532	LOC118503682|XP_035893117.1|ASTE, LOC118517098|XP_035918848.1|ASTE	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ, LOC108018295|XP_016941310.2|DSUZ
OG0000533	LOC118517490|XP_035919581.1|ASTE	LOC108015350|XP_016937250.1|DSUZ
OG0000533	LOC118507960|XP_035903180.1|ASTE	LOC108007862|XP_016927115.2|DSUZ, LOC108007957|XP_016927216.1|DSUZ
OG0000535	LOC118504114|XP_035894098.1|ASTE	LOC108009646|XP_016929639.1|DSUZ, LOC108019892|XP_016943460.1|DSUZ
OG0000536	LOC118503546|XP_035892838.1|ASTE, LOC118504104|XP_035894084.1|ASTE, LOC118504090|XP_035894057.1|ASTE	LOC108013610|XP_036671670.1|DSUZ
OG0000537	LOC118505997|XP_035898468.1|ASTE	LOC108017788|XP_016940419.1|DSUZ
OG0000538	LOC118506098|XP_035898675.1|ASTE	LOC108009193|XP_016928834.1|DSUZ, LOC108018106|XP_016941009.1|DSUZ
OG0000539	LOC118508392|XP_035904035.1|ASTE	LOC108016309|XP_016938432.1|DSUZ, LOC108014057|XP_016935564.1|DSUZ
OG0000542	LOC118515253|XP_035917832.1|ASTE, LOC118512691|XP_035913377.1|ASTE, LOC118507284|XP_035901526.1|ASTE	LOC108015729|XP_036674607.1|DSUZ, LOC108020426|XP_016944227.1|DSUZ
OG0000543	LOC118503113|XP_035891949.1|ASTE, LOC118503120|XP_035891962.1|ASTE	LOC108007777|XP_016927022.2|DSUZ, LOC108019564|XP_016942891.1|DSUZ
OG0000544	LOC118511902|XP_035911464.1|ASTE	LOC108013470|XP_016934841.1|DSUZ, LOC108011785|XP_016932511.1|DSUZ
OG0000545	LOC118507911|XP_035903096.1|ASTE	LOC108020783|XP_016944650.2|DSUZ, LOC108020785|XP_036674579.1|DSUZ
OG0000546	LOC118508578|XP_035904374.1|ASTE	LOC108007653|XP_016926865.2|DSUZ, LOC108006568|XP_016925592.1|DSUZ
OG0000547	LOC118517015|XP_035918760.1|ASTE, LOC118508923|XP_035904699.1|ASTE	LOC108004754|XP_016923280.1|DSUZ, LOC108019357|XP_016942667.1|DSUZ, LOC108010540|XP_016930908.2|DSUZ
OG0000548	LOC118514395|XP_035917169.1|ASTE	LOC108013099|XP_016934234.1|DSUZ, LOC108013301|XP_016934581.1|DSUZ
OG0000549	LOC118512873|XP_035913859.1|ASTE, LOC118510278|XP_035907786.1|ASTE, LOC118514282|XP_035916917.1|ASTE	LOC108010152|XP_016930476.1|DSUZ
OG0000550	LOC118513463|XP_035915131.1|ASTE	LOC108013050|XP_016934149.1|DSUZ, LOC108012932|XP_016933956.1|DSUZ
OG0000551	LOC118502486|XP_035890611.1|ASTE	LOC108017782|XP_036669873.1|DSUZ
OG0000552	LOC118506896|XP_035900569.1|ASTE	LOC108016487|XP_016938643.2|DSUZ, LOC108016486|XP_036675629.1|DSUZ
OG0000553	LOC118510605|XP_035908506.1|ASTE	LOC108021070|XP_016945071.1|DSUZ
OG0000554	LOC118504452|XP_035894837.1|ASTE, LOC118502445|XP_035890567.1|ASTE	LOC118877964|XP_036674650.1|DSUZ, LOC108007839|XP_036674679.1|DSUZ
OG0000555	LOC118506682|XP_035900029.1|ASTE	LOC108012627|XP_016933538.1|DSUZ, LOC108007179|XP_016926300.1|DSUZ
OG0000556	LOC118505119|XP_035896326.1|ASTE	LOC108005241|XP_016923923.1|DSUZ, LOC108014553|XP_016936186.1|DSUZ
OG0000557	LOC118507592|XP_035902152.1|ASTE	LOC108019244|XP_016942529.2|DSUZ, LOC108019281|XP_016942584.2|DSUZ
OG0000558	LOC118507689|XP_035902384.1|ASTE	LOC108014558|XP_016936194.1|DSUZ, LOC108004619|XP_016923048.1|DSUZ
OG0000559	LOC118505970|XP_035898407.1|ASTE	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ, LOC108008001|XP_016927270.2|DSUZ
OG0000560	LOC118507215|XP_035901208.1|ASTE	LOC108018218|XP_016941226.1|DSUZ, LOC108018217|XP_016941225.1|DSUZ
OG0000561	LOC118507251|XP_035901427.1|ASTE	LOC108013627|XP_016935060.1|DSUZ, LOC108012283|XP_036671710.1|DSUZ
OG0000562	LOC118507448|XP_035901825.1|ASTE	LOC108017382|XP_036670681.1|DSUZ, LOC108015911|XP_016937972.1|DSUZ
OG0000566	LOC118507292|XP_035901548.1|ASTE	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ, LOC108013263|XP_016934511.1|DSUZ
OG0000567	LOC118503035|XP_035891764.1|ASTE	LOC108011118|XP_016931679.1|DSUZ
OG0000567	LOC118503006|XP_035891713.1|ASTE	LOC108011116|XP_016931676.1|DSUZ
OG0000568	LOC118504788|XP_035895651.1|ASTE	LOC108019001|XP_016942104.1|DSUZ, LOC108011600|XP_016932258.2|DSUZ
OG0000569	LOC118506489|XP_035899567.1|ASTE	LOC118877958|XP_036674628.1|DSUZ, LOC108017047|XP_016939493.2|DSUZ
OG0000570	LOC118504677|XP_035895376.1|ASTE, LOC118517181|XP_035918986.1|ASTE	LOC108020633|XP_016944474.1|DSUZ, LOC108020629|XP_016944470.2|DSUZ
OG0000571	LOC118511968|XP_035911592.1|ASTE	LOC108014798|XP_036673543.1|DSUZ, LOC108014799|XP_036673519.1|DSUZ, LOC118878705|XP_036677613.1|DSUZ
OG0000572	LOC118508887|XP_035904609.1|ASTE	LOC108005692|XP_036673926.1|DSUZ, LOC108005702|XP_016924518.1|DSUZ
OG0000573	LOC118513083|XP_035914344.1|ASTE, LOC118513081|XP_035914337.1|ASTE	LOC108013380|XP_016934693.1|DSUZ, LOC108009661|XP_016929672.1|DSUZ
OG0000574	LOC118510308|XP_035907837.1|ASTE	LOC108006668|XP_036671918.1|DSUZ, LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ
OG0000575	LOC118509655|XP_035906502.1|ASTE	LOC108007272|XP_036671843.1|DSUZ, LOC108007279|XP_036671959.1|DSUZ
