Orthogroup	ASTE.longest_only	DPER.longest_only
OG0002322	LOC118510602|XP_035908502.1|ASTE	LOC6596604|XP_026843227.1|DPER
OG0002323	LOC118513423|XP_035915029.1|ASTE	LOC6593393|XP_002018605.1|DPER
OG0002324	LOC118509076|XP_035905101.1|ASTE	LOC6602392|XP_026848462.1|DPER
OG0002325	LOC118509087|XP_035905112.1|ASTE	LOC6602306|XP_026848490.1|DPER
OG0002326	LOC118509088|XP_035905115.1|ASTE	LOC6602305|XP_026848484.1|DPER
OG0002327	LOC118509089|XP_035905116.1|ASTE	LOC113567256|XP_026850294.1|DPER
OG0002328	LOC118511755|XP_035911113.1|ASTE	LOC6596469|XP_002021764.2|DPER
OG0002329	LOC118511606|XP_035910782.1|ASTE	LOC6595527|XP_002020662.1|DPER
OG0002330	LOC118511682|XP_035910949.1|ASTE	LOC6595530|XP_002020665.2|DPER
OG0002331	LOC118511660|XP_035910901.1|ASTE	LOC6603101|XP_026847091.1|DPER
OG0002332	LOC118509846|XP_035906937.1|ASTE	LOC6600470|XP_002025567.2|DPER
OG0002333	LOC118508802|XP_035904414.1|ASTE	LOC6592287|XP_002018406.2|DPER
OG0002334	LOC118513671|XP_035915667.1|ASTE	LOC6589290|XP_026844562.1|DPER
OG0002335	LOC118511602|XP_035910777.1|ASTE	LOC6593154|XP_026842269.1|DPER
OG0002336	LOC118509052|XP_035905054.1|ASTE	LOC6601499|XP_002026561.1|DPER
OG0002337	LOC118514506|XP_035917335.1|ASTE	LOC6592945|XP_026842727.1|DPER
OG0002338	LOC118512501|XP_035912903.1|ASTE	LOC6595412|XP_026844508.1|DPER
OG0002339	LOC118512524|XP_035912959.1|ASTE	LOC6596307|XP_026843431.1|DPER
OG0002340	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE	LOC6588680|XP_026844907.1|DPER
OG0002341	LOC118512475|XP_035912856.1|ASTE	LOC6590037|XP_002016311.1|DPER
OG0002342	LOC118512469|XP_035912844.1|ASTE	LOC113565818|XP_026844841.1|DPER, LOC6589852|XP_002014712.2|DPER
OG0002343	LOC118512556|XP_035913035.1|ASTE	LOC6596362|XP_026843831.1|DPER
OG0002344	LOC118512570|XP_035913078.1|ASTE	LOC6603366|XP_026843449.1|DPER
OG0002345	LOC118513768|XP_035915837.1|ASTE	LOC6590471|XP_002016657.1|DPER
OG0002346	LOC118511769|XP_035911150.1|ASTE	LOC6593419|XP_002019125.1|DPER
OG0002347	LOC118514162|XP_035916719.1|ASTE	LOC6603907|XP_026843387.1|DPER, LOC6604621|XP_002029505.2|DPER
OG0002348	LOC118513743|XP_035915793.1|ASTE	LOC6589600|XP_026844433.1|DPER
OG0002349	LOC118513770|XP_035915840.1|ASTE	LOC113565248|XP_026842822.1|DPER
OG0002350	LOC118510057|XP_035907339.1|ASTE	LOC6590470|XP_026842819.1|DPER
OG0002351	LOC118513362|XP_035914887.1|ASTE	LOC6590246|XP_002016538.1|DPER
OG0002352	LOC118512531|XP_035912976.1|ASTE	LOC6592957|XP_002017959.1|DPER
OG0002353	LOC118510590|XP_035908484.1|ASTE	LOC6593813|XP_026843325.1|DPER
OG0002354	LOC118511776|XP_035911164.1|ASTE	LOC6593510|XP_002019151.1|DPER
OG0002355	LOC118514537|XP_035917413.1|ASTE	LOC6597935|XP_026843004.1|DPER
OG0002356	LOC118508982|XP_035904863.1|ASTE	LOC6589486|XP_026844010.1|DPER, LOC6589485|XP_026844154.1|DPER
OG0002357	LOC118508981|XP_035904862.1|ASTE	LOC6587429|XP_026840880.1|DPER
OG0002358	LOC118513283|XP_035914743.1|ASTE	LOC6589675|XP_002014399.1|DPER
OG0002359	LOC118509223|XP_035905416.1|ASTE	LOC6597780|XP_002022983.1|DPER
OG0002360	LOC118512597|XP_035913143.1|ASTE	LOC6589491|XP_002015241.1|DPER
OG0002361	LOC118513702|XP_035915719.1|ASTE	LOC6599074|XP_002024207.1|DPER
OG0002362	LOC118510846|XP_035909066.1|ASTE	LOC6604486|XP_026844222.1|DPER
OG0002363	LOC118509832|XP_035906916.1|ASTE	LOC6589635|XP_002014535.2|DPER, LOC113565896|XP_026845062.1|DPER
OG0002364	LOC118509831|XP_035906898.1|ASTE	LOC6589634|XP_026844545.1|DPER
OG0002365	LOC118509113|XP_035905177.1|ASTE	LOC6589632|XP_002014532.1|DPER
OG0002366	LOC118510543|XP_035908400.1|ASTE	LOC6589168|XP_002015025.1|DPER
OG0002367	LOC118513811|XP_035915932.1|ASTE	LOC6589374|XP_002014900.2|DPER
OG0002368	LOC118513828|XP_035915960.1|ASTE, LOC118517107|XP_035918864.1|ASTE	LOC113565870|XP_026845031.1|DPER, LOC6589704|XP_002014227.1|DPER
OG0002369	LOC118514288|XP_035916930.1|ASTE	LOC6594007|XP_026850578.1|DPER, LOC6597310|XP_002022498.1|DPER
OG0002370	LOC118508813|XP_035904447.1|ASTE	LOC6598096|XP_002023238.2|DPER
OG0002371	LOC118508816|XP_035904450.1|ASTE	LOC6598011|XP_002023236.1|DPER
OG0002372	LOC118514070|XP_035916489.1|ASTE	LOC6595592|XP_026844382.1|DPER
OG0002373	LOC118510670|XP_035908710.1|ASTE	LOC6589079|XP_026844909.1|DPER
OG0002374	LOC118510661|XP_035908685.1|ASTE	LOC6587816|XP_026839980.1|DPER
OG0002375	LOC118503833|XP_035893433.1|ASTE	LOC6587771|XP_002013145.1|DPER
OG0002376	LOC118506586|XP_035899833.1|ASTE	LOC6593430|XP_026843383.1|DPER
OG0002377	LOC118506623|XP_035899885.1|ASTE	LOC6591400|XP_002017175.1|DPER
OG0002378	LOC118507629|XP_035902247.1|ASTE	LOC6595809|XP_002021321.1|DPER
OG0002379	LOC118506607|XP_035899867.1|ASTE	LOC6588865|XP_002015314.1|DPER
OG0002380	LOC118505669|XP_035897688.1|ASTE	LOC6603079|XP_002028121.1|DPER
OG0002381	LOC118505685|XP_035897713.1|ASTE	LOC6592298|XP_002017629.1|DPER
OG0002382	LOC118505709|XP_035897769.1|ASTE, LOC118505699|XP_035897739.1|ASTE	LOC6597498|XP_026849288.1|DPER
OG0002383	LOC118505703|XP_035897746.1|ASTE, LOC118505718|XP_035897788.1|ASTE	LOC6600505|XP_026847552.1|DPER
OG0002384	LOC118508352|XP_035903943.1|ASTE	LOC6600767|XP_002025835.1|DPER
OG0002386	LOC118506742|XP_035900194.1|ASTE	LOC6594524|XP_002019466.1|DPER
OG0002387	LOC118507126|XP_035901026.1|ASTE	LOC6587925|XP_026841474.1|DPER
OG0002388	LOC118504693|XP_035895406.1|ASTE	LOC6594500|XP_026850394.1|DPER
OG0002389	LOC118506609|XP_035899869.1|ASTE	LOC113565959|XP_026845188.1|DPER, LOC6595224|XP_002020197.1|DPER
OG0002390	LOC118517575|XP_035919722.1|ASTE	LOC6596646|XP_002021654.1|DPER
OG0002391	LOC118506518|XP_035899639.1|ASTE	LOC6600920|XP_002026048.1|DPER
OG0002392	LOC118505514|XP_035897307.1|ASTE	LOC6603960|XP_026847368.1|DPER
OG0002393	LOC118505499|XP_035897252.1|ASTE	LOC6599766|XP_026847358.1|DPER, LOC6594560|XP_002019579.2|DPER
OG0002394	LOC118505483|XP_035897204.1|ASTE	LOC6591854|XP_026850971.1|DPER
OG0002395	LOC118516845|XP_035918590.1|ASTE, LOC118503688|XP_035893123.1|ASTE, LOC118515252|XP_035917831.1|ASTE	LOC6594072|XP_002019732.1|DPER
OG0002396	LOC118502575|XP_035890793.1|ASTE	LOC6591255|XP_002015455.2|DPER
OG0002397	LOC118502605|XP_035890862.1|ASTE	LOC6590761|XP_002015393.1|DPER
OG0002398	LOC118507045|XP_035900892.1|ASTE	LOC6599958|XP_026849157.1|DPER
OG0002399	LOC118507048|XP_035900899.1|ASTE	LOC6601643|XP_026841739.1|DPER
OG0002400	LOC118507056|XP_035900911.1|ASTE	LOC6591310|XP_002016133.2|DPER
OG0002401	LOC118507678|XP_035902362.1|ASTE	LOC6602528|XP_026846885.1|DPER
OG0002402	LOC118506828|XP_035900426.1|ASTE	LOC6594172|XP_026840022.1|DPER
OG0002403	LOC118506829|XP_035900432.1|ASTE	LOC6594171|XP_002019441.1|DPER
OG0002404	LOC118504591|XP_035895141.1|ASTE	LOC6594685|XP_026850451.1|DPER
OG0002405	LOC118508261|XP_035903780.1|ASTE	LOC6591538|XP_002017182.2|DPER
OG0002406	LOC118508271|XP_035903805.1|ASTE	LOC6599718|XP_002024903.1|DPER
OG0002408	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE	LOC6591342|XP_002017169.1|DPER
OG0002410	LOC118502983|XP_035891659.1|ASTE	LOC6594640|XP_002019933.1|DPER
OG0002411	LOC118517197|XP_035919040.1|ASTE, LOC118505133|XP_035896365.1|ASTE	LOC6594699|XP_002019626.1|DPER
OG0002412	LOC118517195|XP_035919039.1|ASTE, LOC118505128|XP_035896338.1|ASTE	LOC113564953|XP_026840478.1|DPER
OG0002413	LOC118506549|XP_035899738.1|ASTE	LOC6599942|XP_026849127.1|DPER
OG0002414	LOC118507621|XP_035902236.1|ASTE	LOC6601016|XP_002026138.1|DPER
OG0002415	LOC118507579|XP_035902126.1|ASTE	LOC6591585|XP_026849369.1|DPER
OG0002416	LOC118503623|XP_035893003.1|ASTE	LOC6602018|XP_002027046.1|DPER
OG0002417	LOC118506694|XP_035900068.1|ASTE	LOC6595596|XP_002020944.1|DPER
OG0002418	LOC118506702|XP_035900087.1|ASTE	LOC6594368|XP_002019336.2|DPER
OG0002419	LOC118506728|XP_035900158.1|ASTE, LOC118512421|XP_035912717.1|ASTE	LOC113565979|XP_026845307.1|DPER
OG0002420	LOC118506395|XP_035899337.1|ASTE	LOC6601068|XP_002026092.1|DPER
OG0002421	LOC118504513|XP_035894938.1|ASTE	LOC6592127|XP_002016834.1|DPER
OG0002422	LOC118502812|XP_035891345.1|ASTE	LOC6592015|XP_026850864.1|DPER
OG0002423	LOC118506401|XP_035899355.1|ASTE	LOC6598976|XP_002024064.1|DPER
OG0002424	LOC118504258|XP_035894380.1|ASTE	LOC6602537|XP_002027566.1|DPER
OG0002425	LOC118508523|XP_035904275.1|ASTE	LOC6597815|XP_002022947.1|DPER, LOC6597817|XP_002022949.1|DPER
OG0002426	LOC118504316|XP_035894517.1|ASTE	LOC6603285|XP_002028261.1|DPER
OG0002427	LOC118504325|XP_035894546.1|ASTE	LOC113566262|XP_026846901.1|DPER
OG0002428	LOC118504979|XP_035896015.1|ASTE	LOC6602876|XP_026849650.1|DPER
OG0002429	LOC118507080|XP_035900956.1|ASTE	LOC6602727|XP_026849481.1|DPER
OG0002430	LOC118504270|XP_035894395.1|ASTE	LOC6589992|XP_026841885.1|DPER
OG0002431	LOC118505814|XP_035898052.1|ASTE	LOC6592705|XP_002018508.1|DPER
OG0002432	LOC118510663|XP_035908693.1|ASTE	LOC6597551|XP_002022800.1|DPER
OG0002433	LOC118507973|XP_035903198.1|ASTE	LOC6588132|XP_002012842.1|DPER
OG0002434	LOC118507976|XP_035903216.1|ASTE	LOC6591819|XP_002016790.2|DPER
OG0002436	LOC118504101|XP_035894078.1|ASTE	LOC6602093|XP_002027138.1|DPER
OG0002437	LOC118507141|XP_035901068.1|ASTE, LOC118508118|XP_035903517.1|ASTE	LOC6592373|XP_026842448.1|DPER
OG0002438	LOC118508224|XP_035903708.1|ASTE	LOC6600700|XP_026845169.1|DPER
OG0002439	LOC118504329|XP_035894553.1|ASTE	LOC6589624|XP_026844910.1|DPER, LOC113565886|XP_026845050.1|DPER
OG0002440	LOC118505971|XP_035898413.1|ASTE	LOC6598892|XP_002024097.2|DPER
OG0002441	LOC118505273|XP_035896728.1|ASTE	LOC6593090|XP_026841256.1|DPER
OG0002442	LOC118503525|XP_035892803.1|ASTE	LOC6590029|XP_002016208.1|DPER
OG0002443	LOC118505846|XP_035898110.1|ASTE	LOC6602099|XP_026842816.1|DPER
OG0002444	LOC118504799|XP_035895670.1|ASTE	LOC6601638|XP_026841606.1|DPER
OG0002445	LOC118507410|XP_035901764.1|ASTE	LOC6592438|XP_002018011.2|DPER
OG0002446	LOC118504117|XP_035894101.1|ASTE	LOC6591202|XP_002016192.1|DPER
OG0002447	LOC118503398|XP_035892493.1|ASTE	LOC6599067|XP_026849027.1|DPER
OG0002448	LOC118507992|XP_035903254.1|ASTE	LOC6590358|XP_002015838.1|DPER
OG0002449	LOC118507984|XP_035903243.1|ASTE	LOC6590656|XP_002016414.1|DPER
OG0002450	LOC118502520|XP_035890674.1|ASTE	LOC6594067|XP_002019866.1|DPER
OG0002451	LOC118503703|XP_035893159.1|ASTE	LOC6590854|XP_026841333.1|DPER
OG0002452	LOC118503937|XP_035893700.1|ASTE	LOC6592630|XP_026841791.1|DPER
OG0002453	LOC118503924|XP_035893647.1|ASTE	LOC6592629|XP_002018128.2|DPER
OG0002454	LOC118506069|XP_035898623.1|ASTE, LOC118516511|XP_035918335.1|ASTE	LOC6602793|XP_002027844.1|DPER
OG0002455	LOC118516513|XP_035918337.1|ASTE, LOC118506067|XP_035898618.1|ASTE, LOC118516330|XP_035918024.1|ASTE	LOC6602792|XP_002027843.2|DPER
OG0002456	LOC118506036|XP_035898560.1|ASTE	LOC6590188|XP_002015745.2|DPER
OG0002457	LOC118507966|XP_035903188.1|ASTE	LOC6602061|XP_026841720.1|DPER
OG0002458	LOC118512529|XP_035912969.1|ASTE	LOC6588947|XP_002014200.2|DPER
OG0002459	LOC118507931|XP_035903127.1|ASTE	LOC6592756|XP_026841010.1|DPER
OG0002460	LOC118505945|XP_035898362.1|ASTE	LOC6601326|XP_026841901.1|DPER
OG0002461	LOC118507370|XP_035901705.1|ASTE	LOC6589974|XP_002016322.1|DPER
OG0002462	LOC118504057|XP_035893982.1|ASTE	LOC6592453|XP_026842201.1|DPER
OG0002463	LOC118510087|XP_035907391.1|ASTE	LOC6590015|XP_002016569.2|DPER
OG0002464	LOC118508142|XP_035903561.1|ASTE	LOC6590027|XP_002016206.1|DPER
OG0002465	LOC118508141|XP_035903560.1|ASTE	LOC6592905|XP_002018573.1|DPER
OG0002466	LOC118516529|XP_035918358.1|ASTE, LOC118506077|XP_035898639.1|ASTE	LOC6602003|XP_026846826.1|DPER
OG0002467	LOC118504083|XP_035894045.1|ASTE	LOC6600302|XP_002025356.2|DPER
OG0002468	LOC118504128|XP_035894108.1|ASTE	LOC6603687|XP_002028661.2|DPER
OG0002469	LOC118504140|XP_035894127.1|ASTE	LOC6594608|XP_002019311.1|DPER
OG0002470	LOC118504152|XP_035894174.1|ASTE	LOC6590690|XP_002016621.1|DPER
OG0002471	LOC118507191|XP_035901157.1|ASTE	LOC6590797|XP_002015421.1|DPER
OG0002472	LOC118507421|XP_035901780.1|ASTE	LOC6591110|XP_026841470.1|DPER
OG0002473	LOC118507427|XP_035901790.1|ASTE, LOC118517352|XP_035919245.1|ASTE	LOC6600930|XP_002026034.1|DPER
OG0002474	LOC118505863|XP_035898141.1|ASTE	LOC6597013|XP_026845537.1|DPER
OG0002475	LOC118506104|XP_035898683.1|ASTE	LOC113566942|XP_026849976.1|DPER, LOC6603702|XP_002028670.1|DPER, LOC6594726|XP_002020557.1|DPER, LOC6602735|XP_002027762.1|DPER
OG0002476	LOC118507335|XP_035901617.1|ASTE	LOC6590599|XP_002016468.1|DPER
OG0002477	LOC118507391|XP_035901738.1|ASTE, LOC118517306|XP_035919184.1|ASTE	LOC6590187|XP_026841538.1|DPER
OG0002478	LOC118507747|XP_035902643.1|ASTE, LOC118517292|XP_035919170.1|ASTE	LOC6592533|XP_026842141.1|DPER
OG0002479	LOC118504181|XP_035894233.1|ASTE	LOC6591248|XP_026841650.1|DPER
OG0002480	LOC118503899|XP_035893575.1|ASTE	LOC6602044|XP_026841520.1|DPER
OG0002481	LOC118507205|XP_035901181.1|ASTE	LOC6598372|XP_002023397.1|DPER
OG0002482	LOC118506103|XP_035898682.1|ASTE	LOC6592656|XP_002017992.1|DPER
OG0002483	LOC118503393|XP_035892488.1|ASTE	LOC6590374|XP_002015624.2|DPER
OG0002484	LOC118503400|XP_035892496.1|ASTE	LOC6590635|XP_002016138.1|DPER
OG0002485	LOC118504058|XP_035893984.1|ASTE	LOC6592477|XP_002017783.1|DPER
OG0002486	LOC118508093|XP_035903465.1|ASTE	LOC6603787|XP_026848089.1|DPER
OG0002487	LOC118516470|XP_035918267.1|ASTE, LOC118505890|XP_035898231.1|ASTE	LOC6597936|XP_026842972.1|DPER
OG0002488	LOC118503354|XP_035892434.1|ASTE	LOC6592224|XP_002018043.1|DPER
OG0002489	LOC118503094|XP_035891881.1|ASTE	LOC6593954|XP_002018640.1|DPER, LOC6602379|XP_026848533.1|DPER
OG0002490	LOC118508109|XP_035903496.1|ASTE	LOC6600976|XP_002025875.2|DPER
OG0002491	LOC118506139|XP_035898780.1|ASTE	LOC6595745|XP_026845326.1|DPER
OG0002492	LOC118503732|XP_035893240.1|ASTE	LOC6589903|XP_026840700.1|DPER
OG0002493	LOC118503735|XP_035893245.1|ASTE	LOC6592214|XP_026841533.1|DPER
OG0002495	LOC118508169|XP_035903611.1|ASTE	LOC6590542|XP_026842144.1|DPER, LOC113565161|XP_026842143.1|DPER
OG0002496	LOC118504264|XP_035894386.1|ASTE	LOC6591727|XP_002016904.1|DPER
OG0002498	LOC118514598|XP_035917488.1|ASTE	LOC6601231|XP_026848206.1|DPER, LOC6603075|XP_026847139.1|DPER, LOC6599454|XP_002024518.2|DPER
OG0002508	LOC118505390|XP_035896997.1|ASTE	LOC6601735|XP_026847024.1|DPER
OG0002509	LOC118503652|XP_035893069.1|ASTE	LOC6590809|XP_002016355.1|DPER
OG0002510	LOC118517388|XP_035919332.1|ASTE	LOC6597808|XP_026847048.1|DPER
OG0002511	LOC118510538|XP_035908393.1|ASTE	LOC6588616|XP_026840142.1|DPER
OG0002512	LOC118509606|XP_035906301.1|ASTE	LOC6601996|XP_026846822.1|DPER
OG0002513	LOC118509495|XP_035906047.1|ASTE	LOC6587855|XP_002013740.1|DPER
OG0002514	LOC118503848|XP_035893453.1|ASTE	LOC6601040|XP_026849685.1|DPER
OG0002516	LOC118508560|XP_035904354.1|ASTE	LOC6591929|XP_002017431.2|DPER
OG0002517	LOC118505244|XP_035896693.1|ASTE	LOC6598512|XP_026848648.1|DPER
OG0002518	LOC118517033|XP_035918814.1|ASTE	LOC6588329|XP_002013803.1|DPER
OG0002519	LOC118510575|XP_035908461.1|ASTE	LOC6600867|XP_002025902.1|DPER
OG0002520	LOC118510595|XP_035908495.1|ASTE	LOC6600377|XP_002025465.1|DPER
OG0002521	LOC118510758|XP_035908899.1|ASTE	LOC6601780|XP_026846915.1|DPER
OG0002522	LOC118503982|XP_035893819.1|ASTE	LOC6588383|XP_002013810.1|DPER
OG0002523	LOC118505575|XP_035897424.1|ASTE, LOC118516169|XP_035917999.1|ASTE	LOC6595026|XP_002019991.1|DPER
OG0002524	LOC118512350|XP_035912543.1|ASTE	LOC6597748|XP_002022968.2|DPER
OG0002525	LOC118507843|XP_035902867.1|ASTE	LOC6599500|XP_002024720.1|DPER
OG0002526	LOC118512989|XP_035914137.1|ASTE	LOC6588223|XP_002013729.1|DPER
OG0002528	LOC118503527|XP_035892808.1|ASTE	LOC6600013|XP_026849138.1|DPER
OG0002529	LOC118504189|XP_035894257.1|ASTE	LOC6587296|XP_002014184.2|DPER
OG0002530	LOC118517371|XP_035919283.1|ASTE, LOC118517364|XP_035919275.1|ASTE	LOC6593985|XP_002019027.1|DPER
OG0002531	LOC118504538|XP_035895001.1|ASTE	LOC113565880|XP_026845042.1|DPER, LOC6589699|XP_002014222.1|DPER
OG0002532	LOC118511886|XP_035911406.1|ASTE, LOC118516452|XP_035918241.1|ASTE	LOC6591844|XP_002016804.1|DPER
OG0002533	LOC118517363|XP_035919273.1|ASTE	LOC6600195|XP_026846724.1|DPER
OG0002534	LOC118517469|XP_035919535.1|ASTE	LOC6590784|XP_002016102.2|DPER
OG0002535	LOC118503150|XP_035892011.1|ASTE	LOC6601500|XP_002026562.1|DPER
OG0002536	LOC118512168|XP_035912146.1|ASTE, LOC118506053|XP_035898588.1|ASTE	LOC6595162|XP_002020289.1|DPER
OG0002537	LOC118513374|XP_035914903.1|ASTE	LOC6590997|XP_002016561.1|DPER
OG0002539	LOC118508638|XP_035904392.1|ASTE	LOC6592278|XP_026840815.1|DPER
OG0002540	LOC118512744|XP_035913527.1|ASTE, LOC118513058|XP_035914299.1|ASTE	LOC6594822|XP_002020017.1|DPER
OG0002541	LOC118512467|XP_035912840.1|ASTE, LOC118516402|XP_035918157.1|ASTE	LOC6598508|XP_002023596.2|DPER
OG0002542	LOC118517257|XP_035919127.1|ASTE, LOC118509608|XP_035906311.1|ASTE, LOC118517433|XP_035919447.1|ASTE	LOC6602907|XP_002027930.1|DPER
OG0002543	LOC118504388|XP_035894691.1|ASTE, LOC118517318|XP_035919190.1|ASTE, LOC118509376|XP_035905810.1|ASTE	LOC6599308|XP_002024429.1|DPER
OG0002544	LOC118512658|XP_035913287.1|ASTE, LOC118512903|XP_035913917.1|ASTE	LOC6587414|XP_002013494.1|DPER
OG0002545	LOC118506277|XP_035899087.1|ASTE	LOC6596747|XP_002021930.1|DPER
OG0002547	LOC118511076|XP_035909643.1|ASTE, LOC118506951|XP_035900663.1|ASTE	LOC6603083|XP_002028125.2|DPER
OG0002548	LOC118504305|XP_035894503.1|ASTE	LOC6599417|XP_026847116.1|DPER
OG0002549	LOC118511409|XP_035910362.1|ASTE	LOC6602669|XP_026845882.1|DPER
OG0002550	LOC118511019|XP_035909497.1|ASTE	LOC6598299|XP_026846173.1|DPER
OG0002551	LOC118513200|XP_035914630.1|ASTE	LOC6587624|XP_026850936.1|DPER
OG0002552	LOC118509143|XP_035905242.1|ASTE	LOC6588686|XP_002015214.1|DPER
OG0002553	LOC118502525|XP_035890682.1|ASTE, LOC118516396|XP_035918154.1|ASTE	LOC6600194|XP_002025325.2|DPER
OG0002554	LOC118511133|XP_035909760.1|ASTE	LOC6596862|XP_002022066.1|DPER
OG0002555	LOC118506047|XP_035898575.1|ASTE	LOC6596883|XP_026845847.1|DPER
OG0002556	LOC118508260|XP_035903781.1|ASTE	LOC6589702|XP_002014225.1|DPER, LOC113565873|XP_026845034.1|DPER
OG0002557	LOC118508144|XP_035903568.1|ASTE	LOC6600069|XP_002025193.1|DPER, LOC6588883|XP_002015336.1|DPER
OG0002558	LOC118504220|XP_035894320.1|ASTE, LOC118505771|XP_035897924.1|ASTE	LOC6587832|XP_002013695.1|DPER
OG0002559	LOC118512460|XP_035912827.1|ASTE, LOC118512932|XP_035913989.1|ASTE	LOC113567378|XP_026850830.1|DPER
OG0002560	LOC118517421|XP_035919423.1|ASTE	LOC6587752|XP_026844634.1|DPER
OG0002561	LOC118517424|XP_035919429.1|ASTE	LOC6588114|XP_026843303.1|DPER
OG0002562	LOC118504241|XP_035894360.1|ASTE	LOC6597781|XP_026847062.1|DPER
OG0002564	LOC118517597|XP_035919780.1|ASTE	LOC6594784|XP_002020538.1|DPER
OG0002565	LOC118515673|XP_035917938.1|ASTE	LOC6595287|XP_026846656.1|DPER
OG0002566	LOC118509714|XP_035906698.1|ASTE	LOC6588143|XP_026844107.1|DPER
OG0002567	LOC118506168|XP_035898835.1|ASTE	LOC113566540|XP_026848382.1|DPER, LOC6603777|XP_002028738.2|DPER, LOC6604291|XP_026848370.1|DPER
OG0002568	LOC118509567|XP_035906221.1|ASTE, LOC118509755|XP_035906782.1|ASTE	LOC6594340|XP_002019598.2|DPER
OG0002569	LOC118516414|XP_035918170.1|ASTE, LOC118509551|XP_035906195.1|ASTE	LOC6595986|XP_002021052.1|DPER
OG0002570	LOC118516453|XP_035918246.1|ASTE	LOC6587300|XP_026840374.1|DPER
OG0002571	LOC118510736|XP_035908841.1|ASTE	LOC6588592|XP_002013846.1|DPER
OG0002572	LOC118506200|XP_035898901.1|ASTE	LOC6590570|XP_026841515.1|DPER, LOC6590571|XP_026840712.1|DPER
OG0002573	LOC118509837|XP_035906926.1|ASTE	LOC6588405|XP_002013823.1|DPER
OG0002574	LOC118511632|XP_035910837.1|ASTE	LOC6588297|XP_026839985.1|DPER
OG0002575	LOC118517402|XP_035919360.1|ASTE	LOC6591688|XP_026843832.1|DPER
OG0002576	LOC118506845|XP_035900462.1|ASTE	LOC6600710|XP_026848664.1|DPER
OG0002577	LOC118508054|XP_035903400.1|ASTE	LOC6601395|XP_002026498.1|DPER
OG0002578	LOC118517481|XP_035919555.1|ASTE	LOC6595517|XP_002020622.2|DPER
OG0002579	LOC118511176|XP_035909823.1|ASTE	LOC6595440|XP_002020861.1|DPER
OG0002580	LOC118510246|XP_035907716.1|ASTE	LOC6592217|XP_002018487.1|DPER
OG0002581	LOC118516055|XP_035917986.1|ASTE	LOC6587195|XP_026840379.1|DPER
OG0002582	LOC118502663|XP_035891018.1|ASTE	LOC113565759|XP_026844651.1|DPER, LOC6591818|XP_026850767.1|DPER
OG0002583	LOC118508280|XP_035903814.1|ASTE	LOC6587836|XP_026846909.1|DPER
OG0002584	LOC118511926|XP_035911489.1|ASTE	LOC6602383|XP_002027387.1|DPER
OG0002586	LOC118516567|XP_035918426.1|ASTE, LOC118505597|XP_035897512.1|ASTE	LOC6588091|XP_002013369.2|DPER
OG0002587	LOC118516566|XP_035918422.1|ASTE, LOC118505596|XP_035897511.1|ASTE	LOC6587528|XP_002013670.1|DPER
OG0002588	LOC118507509|XP_035901942.1|ASTE	LOC6588155|XP_026844525.1|DPER
OG0002589	LOC118504558|XP_035895061.1|ASTE	LOC6588581|XP_026850857.1|DPER
OG0002590	LOC118516413|XP_035918168.1|ASTE, LOC118509550|XP_035906193.1|ASTE	LOC6598541|XP_002023737.2|DPER
OG0002591	LOC118507059|XP_035900918.1|ASTE	LOC6595175|XP_026840779.1|DPER
OG0002592	LOC118505582|XP_035897435.1|ASTE	LOC6595185|XP_026839913.1|DPER
OG0002593	LOC118505585|XP_035897442.1|ASTE	LOC6595191|XP_026840946.1|DPER
OG0002594	LOC118505591|XP_035897462.1|ASTE	LOC6588468|XP_026850790.1|DPER
OG0002595	LOC118505595|XP_035897510.1|ASTE, LOC118516564|XP_035918419.1|ASTE	LOC6588101|XP_026842739.1|DPER
OG0002596	LOC118506469|XP_035899537.1|ASTE	LOC6588626|XP_026850663.1|DPER
OG0002597	LOC118504487|XP_035894899.1|ASTE	LOC6587749|XP_002012898.1|DPER
OG0002598	LOC118508473|XP_035904176.1|ASTE	LOC6598835|XP_026840153.1|DPER
OG0002599	LOC118506374|XP_035899292.1|ASTE, LOC118516700|XP_035918540.1|ASTE	LOC6591694|XP_002016786.2|DPER
OG0002600	LOC118507557|XP_035902039.1|ASTE	LOC6592783|XP_026841080.1|DPER
OG0002601	LOC118507544|XP_035902017.1|ASTE	LOC6598816|XP_002023928.1|DPER
OG0002602	LOC118507535|XP_035902000.1|ASTE	LOC6594768|XP_002020082.1|DPER
OG0002603	LOC118504472|XP_035894878.1|ASTE	LOC6594903|XP_026842936.1|DPER
OG0002604	LOC118504474|XP_035894880.1|ASTE	LOC6594902|XP_002020502.1|DPER
OG0002605	LOC118502919|XP_035891547.1|ASTE	LOC113567439|XP_026851082.1|DPER, LOC6598826|XP_002023938.1|DPER
OG0002606	LOC118506777|XP_035900271.1|ASTE	LOC6587203|XP_026840350.1|DPER
OG0002607	LOC118506782|XP_035900288.1|ASTE	LOC6587221|XP_002014017.1|DPER
OG0002608	LOC118502567|XP_035890781.1|ASTE	LOC6594404|XP_026845490.1|DPER
OG0002609	LOC118513289|XP_035914754.1|ASTE	LOC6602081|XP_002027159.1|DPER
OG0002610	LOC118503564|XP_035892869.1|ASTE	LOC6598788|XP_002023899.1|DPER
