Orthogroup	ASTE.longest_only	DSIM.longest_only
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC6729158|XP_002104479.2|DSIM
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC6725034|XP_016037996.1|DSIM
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC6733493|XP_002080550.2|DSIM
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC6729826|XP_002105129.1|DSIM
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC6731490|XP_002078639.1|DSIM
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC6729959|XP_002105253.1|DSIM
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC6727276|XP_016033796.1|DSIM
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC27207629|XP_016039281.1|DSIM
OG0001442	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE	LOC27206519|XP_016023866.1|DSIM
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	LOC6730192|XP_002105483.1|DSIM
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC6728998|XP_016035661.1|DSIM
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC6726676|XP_016033171.1|DSIM
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC6729188|XP_016035835.1|DSIM
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC6728466|XP_016035095.1|DSIM
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC6730213|XP_016036969.1|DSIM
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC6734710|XP_002081717.1|DSIM
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC6731131|XP_002078289.1|DSIM
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC6733325|XP_016026241.1|DSIM
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC6735241|XP_039148107.1|DSIM
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	LOC6738939|XP_002085734.2|DSIM
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	LOC6727753|XP_002103115.3|DSIM
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC6738410|XP_016032257.1|DSIM
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC6733843|XP_039148468.1|DSIM
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC6734261|XP_002081290.2|DSIM
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	LOC6734478|XP_016027605.1|DSIM
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	LOC6736943|XP_016030590.1|DSIM
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC6733396|XP_016026317.1|DSIM
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC6726455|XP_016040034.1|DSIM
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC6736591|XP_016030187.1|DSIM
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC27209085|XP_016037727.1|DSIM
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC6732121|XP_002079253.1|DSIM
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	LOC6731971|XP_002079105.1|DSIM
OG0001468	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE	LOC6737395|XP_016031143.1|DSIM
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC6734441|XP_002081461.1|DSIM, LOC6729662|XP_002104968.3|DSIM
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	LOC6738791|XP_016032605.1|DSIM
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC6736277|XP_016029763.1|DSIM
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC6738358|XP_002085168.1|DSIM
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC6726659|XP_002102070.1|DSIM
OG0001474	LOC118511983|XP_035911615.1|ASTE	LOC6725269|XP_002106291.1|DSIM
OG0001475	LOC118505830|XP_035898077.1|ASTE	LOC6733814|XP_016026786.1|DSIM
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC6726358|XP_039152970.1|DSIM
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC6730094|XP_016036862.1|DSIM
OG0001478	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE	LOC6730461|XP_016022918.1|DSIM
OG0001479	LOC118513844|XP_035916015.1|ASTE	LOC27208456|XP_016024871.1|DSIM, LOC27206374|XP_016037566.1|DSIM
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC6730454|XP_002077635.1|DSIM
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC6732944|XP_039154422.1|DSIM
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC27206613|XP_016027953.1|DSIM
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC27206663|XP_016025893.1|DSIM
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC6739199|XP_039146934.1|DSIM
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC6738616|XP_016032460.1|DSIM
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC6731425|XP_002078577.2|DSIM
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC27209180|XP_016022805.1|DSIM
OG0001488	LOC118509962|XP_035907234.1|ASTE	LOC6734300|XP_016027360.1|DSIM
OG0001489	LOC118510785|XP_035908963.1|ASTE	LOC6732875|XP_016025597.1|DSIM
OG0001490	LOC118510781|XP_035908959.1|ASTE	LOC6730785|XP_016023198.1|DSIM
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC6730698|XP_016023129.1|DSIM
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC6734748|XP_016027955.1|DSIM
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC27209374|XP_016040058.1|DSIM
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC6725360|XP_002106377.1|DSIM
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC27206140|XP_016026457.1|DSIM
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC6725388|XP_002106405.1|DSIM
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC6733687|XP_016026656.1|DSIM
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC6735216|XP_016028496.1|DSIM
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC6728444|XP_002103789.2|DSIM
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC6734573|XP_016027692.1|DSIM
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC6733354|XP_016026269.1|DSIM
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC6725322|XP_039153644.1|DSIM
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC6734198|XP_016027229.1|DSIM
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC6735640|XP_016028997.1|DSIM
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC6735350|XP_016028683.1|DSIM
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC6735604|XP_016028965.1|DSIM
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC6731144|XP_002078302.1|DSIM
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC6736184|XP_002083079.3|DSIM
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC27208654|XP_016030773.1|DSIM
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC6739169|XP_016033032.1|DSIM
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC6740748|XP_016037607.1|DSIM
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC6725292|XP_039153486.1|DSIM
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC6726561|XP_002107515.1|DSIM
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC6726324|XP_016039880.1|DSIM
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC6730469|XP_016022927.1|DSIM
OG0001538	LOC118503667|XP_035893096.1|ASTE	LOC6725857|XP_039153816.1|DSIM
OG0001539	LOC118517360|XP_035919269.1|ASTE	LOC6735860|XP_039147823.1|DSIM
OG0001540	LOC118511146|XP_035909770.1|ASTE	LOC6740776|XP_016023292.1|DSIM
OG0001541	LOC118517446|XP_035919481.1|ASTE	LOC6739129|XP_002085922.2|DSIM
OG0001542	LOC118502635|XP_035890979.1|ASTE	LOC6728601|XP_016035231.1|DSIM
OG0001545	LOC118506676|XP_035900013.1|ASTE	LOC6726613|XP_039153154.1|DSIM, LOC120285318|XP_039153151.1|DSIM
OG0001546	LOC118508312|XP_035903877.1|ASTE	LOC6740416|XP_016040293.1|DSIM
OG0001547	LOC118506882|XP_035900543.1|ASTE	LOC6725013|XP_039153990.1|DSIM
OG0001548	LOC118517085|XP_035918834.1|ASTE	LOC6726145|XP_039154018.1|DSIM
OG0001549	LOC118511070|XP_035909580.1|ASTE	LOC6732556|XP_039147045.1|DSIM
OG0001551	LOC118508471|XP_035904171.1|ASTE	LOC6729170|XP_016035825.1|DSIM
OG0001552	LOC118506807|XP_035900358.1|ASTE	LOC6728818|XP_002104152.1|DSIM
OG0001553	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE	LOC6725030|XP_016037985.1|DSIM
OG0001554	LOC118503590|XP_035892934.1|ASTE	LOC6728630|XP_016035265.1|DSIM
OG0001555	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE	LOC6732735|XP_016025467.1|DSIM
OG0001556	LOC118514356|XP_035917071.1|ASTE	LOC6735067|XP_002082044.1|DSIM
OG0001557	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE	LOC6725701|XP_002106704.1|DSIM
OG0001558	LOC118504481|XP_035894891.1|ASTE	LOC6726081|XP_016039499.1|DSIM
OG0001559	LOC118502705|XP_035891142.1|ASTE	LOC6729382|XP_016036023.1|DSIM
OG0001560	LOC118506880|XP_035900522.1|ASTE	LOC6727147|XP_016033629.1|DSIM
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	LOC6727716|XP_016034291.1|DSIM
OG0001562	LOC118511566|XP_035910698.1|ASTE	LOC27206999|XP_016023789.1|DSIM
OG0001563	LOC118506798|XP_035900314.1|ASTE	LOC27206984|XP_016025855.1|DSIM
OG0001564	LOC118505168|XP_035896467.1|ASTE	LOC6729005|XP_039151349.1|DSIM
OG0001565	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE	LOC6728976|XP_039150804.1|DSIM
OG0001566	LOC118505781|XP_035897970.1|ASTE	LOC6728595|XP_016035226.1|DSIM
OG0001567	LOC118511921|XP_035911452.1|ASTE	LOC6739388|XP_002076290.1|DSIM
OG0001568	LOC118511924|XP_035911466.1|ASTE	LOC6728097|XP_016034710.1|DSIM
OG0001569	LOC118511929|XP_035911502.1|ASTE	LOC6728185|XP_002103534.1|DSIM
OG0001570	LOC118504393|XP_035894692.1|ASTE	LOC6728230|XP_002103579.3|DSIM
OG0001571	LOC118511747|XP_035911102.1|ASTE	LOC6731803|XP_016024487.1|DSIM
OG0001572	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE	LOC6726122|XP_016039623.1|DSIM
OG0001573	LOC118512694|XP_035913394.1|ASTE	LOC6736820|XP_016030472.1|DSIM
OG0001574	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE	LOC6724763|XP_016037512.1|DSIM
OG0001575	LOC118511278|XP_035910063.1|ASTE	LOC6729365|XP_016036001.1|DSIM
OG0001576	LOC118512248|XP_035912283.1|ASTE	LOC6728555|XP_016035191.1|DSIM
OG0001577	LOC118508852|XP_035904498.1|ASTE	LOC6730117|XP_016036878.1|DSIM
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	LOC6735123|XP_002082100.2|DSIM
OG0001579	LOC118509698|XP_035906659.1|ASTE	LOC27207981|XP_016040090.1|DSIM
OG0001580	LOC118511539|XP_035910626.1|ASTE	LOC6733904|XP_016026946.1|DSIM
OG0001581	LOC118512895|XP_035913900.1|ASTE	LOC6725549|XP_039153936.1|DSIM
OG0001582	LOC118514210|XP_035916796.1|ASTE	LOC6734175|XP_039147274.1|DSIM, LOC27207112|XP_039147277.1|DSIM
OG0001583	LOC118509919|XP_035907122.1|ASTE	LOC6733442|XP_039148744.1|DSIM
OG0001584	LOC118509247|XP_035905474.1|ASTE	LOC6736268|XP_002083152.1|DSIM
OG0001586	LOC118510349|XP_035907937.1|ASTE	LOC6737129|XP_016030762.1|DSIM
OG0001587	LOC118511335|XP_035910161.1|ASTE	LOC6733142|XP_002080219.1|DSIM
OG0001588	LOC118512235|XP_035912262.1|ASTE	LOC6733415|XP_002080472.1|DSIM
OG0001589	LOC118507578|XP_035902124.1|ASTE	LOC27207463|XP_016025926.1|DSIM
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC6735254|XP_016028585.1|DSIM
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC6726142|XP_016039669.1|DSIM, LOC6725765|XP_002106764.2|DSIM, LOC6730041|XP_016036813.1|DSIM
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC6732094|XP_016024767.1|DSIM
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC6730979|XP_039148785.1|DSIM
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC6734004|XP_039147438.1|DSIM
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC6732838|XP_002079951.2|DSIM
OG0001597	LOC118509170|XP_035905323.1|ASTE	LOC27207476|XP_016022815.2|DSIM
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC6732313|XP_016024974.1|DSIM
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC6731269|XP_002078427.1|DSIM
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC6732377|XP_016025029.1|DSIM
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC6731168|XP_002078326.1|DSIM
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC6731647|XP_016024331.1|DSIM
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC27206643|XP_039153757.1|DSIM
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	LOC6733562|XP_016026509.1|DSIM
OG0001606	LOC118511131|XP_035909758.1|ASTE	LOC27206808|XP_016025960.1|DSIM
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC6732548|XP_002079667.1|DSIM
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC27207160|XP_002080157.1|DSIM
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC6734607|XP_039147895.1|DSIM
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC27208850|XP_016025614.1|DSIM
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC6732994|XP_002080073.1|DSIM
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC6731466|XP_002078617.1|DSIM
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC27206551|XP_016024509.1|DSIM
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC6733633|XP_016026593.1|DSIM
OG0001615	LOC118510591|XP_035908485.1|ASTE	LOC27208639|XP_039148991.1|DSIM
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC6732038|XP_016024727.1|DSIM
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC6732865|XP_016025590.1|DSIM
OG0001618	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE	LOC6731795|XP_002078930.2|DSIM
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC6731594|XP_002078735.1|DSIM
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC6735939|XP_002082849.1|DSIM
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC6734696|XP_016027896.1|DSIM
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC6725502|XP_016038644.1|DSIM
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC6730466|XP_039146931.1|DSIM
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC6731220|XP_016023763.1|DSIM
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC6733091|XP_002080168.1|DSIM
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC27209178|XP_016024053.1|DSIM
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC6727997|XP_016034597.1|DSIM
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC6729734|XP_002105040.1|DSIM
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC6729364|XP_039151831.1|DSIM
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC6726713|XP_016033191.1|DSIM
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC6731690|XP_016024372.1|DSIM
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC6728508|XP_016035148.1|DSIM
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC6729689|XP_016036356.1|DSIM
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC27209087|XP_016033535.1|DSIM
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC6728803|XP_016035493.1|DSIM
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC6725147|XP_002106173.1|DSIM, LOC6724944|XP_002105981.1|DSIM
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC6733180|XP_002080256.1|DSIM
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC27206457|XP_016033523.1|DSIM
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC6728463|XP_016035085.1|DSIM
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC6725421|XP_002106437.2|DSIM
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC6731410|XP_002078562.1|DSIM
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC6737945|XP_002084764.1|DSIM
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC6735660|XP_002082578.1|DSIM
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC6734866|XP_016028127.1|DSIM
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC6733350|XP_039148143.1|DSIM
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC6738036|XP_016031855.1|DSIM
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC6734457|XP_016027579.1|DSIM
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC6735238|XP_016028560.1|DSIM
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC6735747|XP_016029114.1|DSIM
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC6738518|XP_002085324.2|DSIM
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC6739045|XP_002085839.1|DSIM
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC6734944|XP_016028252.1|DSIM
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC6733734|XP_002080780.1|DSIM
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC6730779|XP_016023194.1|DSIM
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC6738147|XP_002084960.1|DSIM
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC6737725|XP_002084554.1|DSIM
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC6737967|XP_016031712.1|DSIM
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC6739602|XP_002076492.1|DSIM
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC6728596|XP_016035227.1|DSIM
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC6737231|XP_002084071.2|DSIM
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC6726285|XP_016039786.1|DSIM
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC6725238|XP_002106260.1|DSIM
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC27209313|XP_016038432.1|DSIM
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC6740045|XP_039153259.1|DSIM
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC6726323|XP_016039879.1|DSIM
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC6731501|XP_016024177.1|DSIM
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC6739827|XP_016037276.1|DSIM
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC6732499|XP_002079619.1|DSIM
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC27207183|XP_039153699.1|DSIM, LOC6726378|XP_039153698.1|DSIM
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC27206376|XP_016037527.1|DSIM
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC6725232|XP_002106254.1|DSIM, LOC6725230|XP_039152811.1|DSIM
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC6725711|XP_039153549.1|DSIM
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC6739620|XP_016030577.1|DSIM
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC6731406|XP_002078559.1|DSIM
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC6727549|XP_016034123.1|DSIM
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC6735146|XP_002082123.1|DSIM
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC6728668|XP_016035326.1|DSIM
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC6726503|XP_039153526.1|DSIM
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC6728636|XP_002103977.1|DSIM
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC6728757|XP_016035430.1|DSIM
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC6726902|XP_039150462.1|DSIM
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC6731710|XP_002078845.1|DSIM
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC6729181|XP_016035827.1|DSIM
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC6729182|XP_016035829.1|DSIM
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC6730112|XP_016036871.1|DSIM
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC6733159|XP_016026032.1|DSIM
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC6729215|XP_016035868.1|DSIM
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC6728183|XP_039151564.1|DSIM
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC6736767|XP_016030391.1|DSIM
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC6729020|XP_016035682.1|DSIM
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC6729093|XP_016035745.1|DSIM
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC6729323|XP_016035959.1|DSIM
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC6728537|XP_002103882.1|DSIM
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC6726760|XP_016033245.1|DSIM
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC6726194|XP_039153193.1|DSIM
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC6725423|XP_002106439.2|DSIM
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC6730144|XP_016036910.1|DSIM
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC6729137|XP_039151090.1|DSIM
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC6729221|XP_016035872.1|DSIM
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC6728605|XP_016035239.1|DSIM
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC6728957|XP_016035637.1|DSIM
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC6738236|XP_016032085.1|DSIM
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC6733165|XP_016026040.1|DSIM
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC6735565|XP_039148415.1|DSIM
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC6733823|XP_016026803.1|DSIM
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC6738922|XP_016032750.1|DSIM
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC6729123|XP_002104444.1|DSIM
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC6734055|XP_002081091.1|DSIM
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC6736168|XP_039147471.1|DSIM
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC6732049|XP_016024732.1|DSIM
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC6731177|XP_002078336.1|DSIM
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC6735525|XP_039147347.1|DSIM
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC6733646|XP_016026610.1|DSIM
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC27206655|XP_016032825.1|DSIM
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC6735178|XP_016028461.1|DSIM
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC6735917|XP_016029272.1|DSIM
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC6738442|XP_016032279.1|DSIM
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC27208348|XP_016025988.1|DSIM
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC6735861|XP_016029226.1|DSIM
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC6733825|XP_002080869.2|DSIM
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC6736402|XP_002083274.2|DSIM
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC6733259|XP_039148793.1|DSIM
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC6735757|XP_016029126.1|DSIM
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC6737566|XP_002084399.1|DSIM
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC6735014|XP_016028287.2|DSIM
