Orthogroup	BTRY.longest_only	DMIR.longest_only
OG0000558	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY	LOC108155557|XP_017141937.1|DMIR, LOC108156833|XP_017144072.1|DMIR
OG0000559	LOC120782203|XP_039970326.1|BTRY	LOC108156838|XP_017144037.2|DMIR
OG0000559	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY	LOC108152749|XP_017137794.1|DMIR
OG0000560	LOC120771404|XP_039955313.1|BTRY	LOC117189550|XP_033250587.1|DMIR, LOC108159637|XP_017148589.1|DMIR, LOC117189549|XP_033250586.1|DMIR, LOC108159636|XP_017148588.1|DMIR
OG0000561	LOC120778148|XP_039965805.1|BTRY	LOC108153510|XP_017139055.1|DMIR
OG0000561	LOC120778579|XP_039966376.1|BTRY	LOC108153563|XP_017139127.1|DMIR
OG0000562	LOC120776985|XP_039964018.1|BTRY	LOC108152208|XP_017136857.1|DMIR
OG0000562	LOC120776671|XP_039963479.1|BTRY	LOC108153094|XP_017138364.1|DMIR
OG0000564	LOC120778345|XP_039966069.1|BTRY	LOC108152260|XP_017136957.1|DMIR
OG0000564	LOC120777865|XP_039965351.1|BTRY	LOC108152261|XP_017136958.1|DMIR, LOC108152262|XP_017136959.1|DMIR
OG0000565	LOC120779699|XP_039967999.1|BTRY, LOC120781603|XP_039969773.1|BTRY, LOC120781551|XP_039969718.1|BTRY, LOC120781492|XP_039969651.1|BTRY, LOC120780436|XP_039968646.1|BTRY, LOC120780867|XP_039969035.1|BTRY, LOC120773064|XP_039957936.1|BTRY	LOC117190411|XP_033251378.1|DMIR, LOC108163244|XP_033251756.1|DMIR, LOC117193151|XP_033253774.1|DMIR, LOC108155009|XP_017141049.1|DMIR, LOC108152423|XP_017137230.1|DMIR
OG0000566	LOC120780611|XP_039968803.1|BTRY	LOC108155717|XP_017142206.1|DMIR
OG0000566	LOC120778897|XP_039966879.1|BTRY	LOC108152669|XP_017137655.1|DMIR
OG0000567	LOC120775696|XP_039961941.1|BTRY	LOC108165046|XP_017156574.1|DMIR
OG0000567	LOC120774482|XP_039960077.1|BTRY	LOC108164926|XP_017156403.1|DMIR
OG0000568	LOC120782259|XP_039970358.1|BTRY	LOC117185798|XP_033249913.1|DMIR, LOC108157133|XP_017144521.1|DMIR
OG0000569	LOC120782617|XP_039970920.1|BTRY	LOC108155369|XP_017141622.1|DMIR
OG0000569	LOC120780914|XP_039969079.1|BTRY	LOC108156849|XP_017144061.1|DMIR
OG0000570	LOC120782352|XP_039970518.1|BTRY	LOC108156721|XP_017143860.1|DMIR
OG0000570	LOC120781684|XP_039969839.1|BTRY	LOC108156722|XP_017143861.1|DMIR
OG0000571	LOC120776321|XP_039962789.1|BTRY	LOC108157642|XP_017145276.1|DMIR
OG0000571	LOC120782759|XP_039971147.1|BTRY	LOC108157243|XP_033245175.1|DMIR
OG0000572	LOC120766363|XP_039947727.1|BTRY	LOC108154296|XP_017140036.1|DMIR
OG0000572	LOC120766624|XP_039948170.1|BTRY	LOC108157792|XP_017145472.1|DMIR
OG0000573	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY	LOC108153046|XP_017138299.1|DMIR, LOC117187830|XP_033246589.1|DMIR, LOC108160231|XP_017149574.2|DMIR
OG0000574	LOC120776636|XP_039963388.1|BTRY	LOC108157619|XP_017145244.1|DMIR
OG0000575	LOC120777122|XP_039964199.1|BTRY	LOC108153235|XP_017138561.1|DMIR
OG0000575	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY	LOC108153412|XP_017138896.1|DMIR
OG0000577	LOC120769242|XP_039952076.1|BTRY	LOC108161710|XP_017151518.1|DMIR, LOC108161705|XP_017151512.1|DMIR
OG0000578	LOC120768542|XP_039951215.1|BTRY	LOC108163271|XP_017153961.2|DMIR
OG0000578	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY	LOC108160551|XP_017150108.1|DMIR
OG0000579	LOC120771467|XP_039955413.1|BTRY	LOC108154369|XP_017140123.1|DMIR
OG0000579	LOC120778504|XP_039966267.1|BTRY	LOC108152574|XP_017137502.1|DMIR
OG0000580	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY	LOC108155607|XP_017142022.1|DMIR, LOC108155606|XP_033244068.1|DMIR
OG0000581	LOC120766216|XP_039947533.1|BTRY	LOC108156470|XP_017143427.1|DMIR
OG0000581	LOC120774791|XP_039960506.1|BTRY	LOC108164756|XP_017156146.1|DMIR
OG0000582	LOC120772613|XP_039957261.1|BTRY	LOC108152766|XP_017137830.1|DMIR
OG0000582	LOC120770442|XP_039953845.1|BTRY	LOC117188037|XP_033247081.1|DMIR, LOC108158599|XP_017146547.2|DMIR
OG0000583	LOC120772305|XP_039956751.1|BTRY	LOC108160536|XP_017150087.1|DMIR, LOC117192290|XP_033252840.1|DMIR
OG0000584	LOC120773787|XP_039958812.1|BTRY	LOC108163793|XP_017154769.1|DMIR, LOC108159566|XP_017148492.1|DMIR, LOC108163792|XP_017154768.1|DMIR
OG0000589	LOC120775967|XP_039962317.1|BTRY	LOC117194527|XP_033254969.1|DMIR, LOC108153560|XP_017139133.1|DMIR, LOC117194508|XP_033254951.1|DMIR, LOC117194550|XP_033254989.1|DMIR, LOC117194529|XP_033254970.1|DMIR, LOC117194517|XP_033254958.1|DMIR, LOC108151183|XP_033255728.1|DMIR, LOC117191258|XP_033252066.1|DMIR, LOC117189291|XP_033250344.1|DMIR, LOC117194511|XP_033254952.1|DMIR, LOC117194551|XP_033254990.1|DMIR, LOC117194552|XP_033254991.1|DMIR, LOC117194700|XP_033255101.1|DMIR, LOC117194699|XP_033255100.1|DMIR, LOC117194512|XP_033254953.1|DMIR, LOC117195127|XP_033255669.1|DMIR, LOC117195128|XP_033255670.1|DMIR, LOC117189292|XP_033250345.1|DMIR, LOC117194704|XP_033255104.1|DMIR, LOC117195130|XP_033255673.1|DMIR, LOC117194575|XP_033255008.1|DMIR, LOC117194565|XP_033255000.1|DMIR, LOC117195129|XP_033255672.1|DMIR, LOC117192159|XP_033252710.1|DMIR, LOC117194707|XP_033255107.1|DMIR, LOC117194518|XP_033254959.1|DMIR, LOC117189295|XP_033250346.1|DMIR, LOC117194708|XP_033255108.1|DMIR, LOC117195123|XP_033255666.1|DMIR, LOC117194713|XP_033255113.1|DMIR
OG0000590	LOC120774336|XP_039959829.1|BTRY	LOC108154319|XP_017140067.1|DMIR
OG0000592	LOC120772914|XP_039957748.1|BTRY	LOC117189441|XP_033250447.1|DMIR, LOC108158972|XP_017147299.1|DMIR, LOC108158243|XP_017145965.2|DMIR, LOC117191493|XP_033252236.1|DMIR, LOC117191867|XP_033252524.1|DMIR
OG0000593	LOC120774484|XP_039960081.1|BTRY	LOC108154409|XP_017140168.1|DMIR, LOC117186193|XP_033242375.1|DMIR
OG0000594	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY	LOC108154736|XP_017140593.1|DMIR, LOC108157725|XP_017145384.1|DMIR
OG0000595	LOC120778985|XP_039967021.1|BTRY	LOC108155130|XP_017141263.1|DMIR
OG0000595	LOC120773103|XP_039958013.1|BTRY	LOC108155106|XP_017141226.1|DMIR
OG0000596	LOC120775092|XP_039961027.1|BTRY	LOC108153523|XP_017139071.2|DMIR
OG0000596	LOC120778360|XP_039966084.1|BTRY	LOC108156919|XP_017144158.1|DMIR
OG0000597	LOC120766973|XP_039948698.1|BTRY	LOC108155164|XP_017141318.1|DMIR
OG0000598	LOC120766839|XP_039948484.1|BTRY, LOC120766841|XP_039948485.1|BTRY	LOC108157623|XP_017145248.1|DMIR
OG0000600	LOC120771549|XP_039955542.1|BTRY	LOC117191191|XP_033252023.1|DMIR, LOC108160709|XP_017150368.1|DMIR
OG0000601	LOC120769303|XP_039952170.1|BTRY	LOC108161425|XP_017151174.1|DMIR, LOC108162429|XP_033250092.1|DMIR
OG0000602	LOC120768420|XP_039951035.1|BTRY	LOC108163853|XP_017154856.1|DMIR
OG0000602	LOC120769465|XP_039952411.1|BTRY	LOC108164214|XP_017155336.1|DMIR
OG0000603	LOC120769731|XP_039952813.1|BTRY	LOC108163151|XP_017153756.1|DMIR
OG0000604	LOC120768047|XP_039950490.1|BTRY	LOC108163785|XP_017154757.2|DMIR
OG0000604	LOC120768046|XP_039950487.1|BTRY	LOC108161720|XP_017151529.1|DMIR
OG0000605	LOC120769679|XP_039952733.1|BTRY, LOC120768195|XP_039950700.1|BTRY	LOC108161799|XP_017151638.2|DMIR
OG0000606	LOC120776032|XP_039962410.1|BTRY	LOC108157126|XP_017144507.1|DMIR
OG0000607	LOC120775170|XP_039961159.1|BTRY	LOC108156929|XP_017144173.1|DMIR, LOC108155453|XP_017141758.1|DMIR
OG0000608	LOC120771362|XP_039955252.1|BTRY	LOC108157802|XP_017145483.1|DMIR
OG0000609	LOC120774369|XP_039959897.1|BTRY	LOC108160308|XP_017149717.1|DMIR
OG0000610	LOC120776826|XP_039963780.1|BTRY	LOC108151421|XP_033243666.1|DMIR, LOC117193535|XP_033254172.1|DMIR, LOC108159772|XP_017148820.1|DMIR
OG0000611	LOC120771420|XP_039955336.1|BTRY	LOC108159326|XP_033247539.1|DMIR, LOC117185872|XP_033252846.1|DMIR, LOC117188236|XP_033247646.1|DMIR, LOC108160713|XP_033252067.1|DMIR
OG0000614	LOC120776006|XP_039962372.1|BTRY	LOC108156941|XP_017144197.1|DMIR
OG0000615	LOC120766300|XP_039947638.1|BTRY	LOC108151619|XP_017135807.1|DMIR, LOC108155366|XP_017141619.1|DMIR, LOC117190155|XP_033251116.1|DMIR, LOC117190826|XP_033251755.1|DMIR, LOC117191438|XP_033252196.1|DMIR
OG0000616	LOC120775714|XP_039961960.1|BTRY, LOC120775702|XP_039961947.1|BTRY, LOC120775470|XP_039961596.1|BTRY, LOC120775611|XP_039961785.1|BTRY	LOC108164742|XP_017156126.1|DMIR
OG0000617	LOC120766658|XP_039948225.1|BTRY	LOC108156760|XP_017143912.1|DMIR
OG0000617	LOC120766225|XP_039947535.1|BTRY	LOC108155625|XP_017142046.1|DMIR
OG0000618	LOC120774191|XP_039959558.1|BTRY	LOC108156222|XP_017143048.1|DMIR
OG0000619	LOC120770241|XP_039953473.1|BTRY	LOC108160222|XP_033250850.1|DMIR, LOC117187680|XP_033246245.1|DMIR
OG0000620	LOC120770404|XP_039953772.1|BTRY	LOC108156830|XP_017144031.1|DMIR
OG0000621	LOC120775491|XP_039961630.1|BTRY	LOC108157069|XP_017144393.1|DMIR, LOC108155767|XP_017142306.1|DMIR
OG0000622	LOC120778660|XP_039966517.1|BTRY	LOC108153711|XP_017139328.1|DMIR, LOC108153565|XP_033243175.1|DMIR
OG0000623	LOC120776793|XP_039963713.1|BTRY	LOC108153146|XP_017138436.1|DMIR
OG0000623	LOC120776685|XP_039963497.1|BTRY	LOC108153015|XP_017138250.1|DMIR
OG0000624	LOC120770040|XP_039953089.1|BTRY	LOC117190718|XP_033251678.1|DMIR, LOC108158982|XP_017147316.1|DMIR, LOC117190717|XP_033251677.1|DMIR, LOC108158984|XP_017147318.1|DMIR
OG0000625	LOC120776452|XP_039963043.1|BTRY	LOC108152326|XP_017137061.1|DMIR, LOC108152328|XP_017137063.1|DMIR
OG0000626	LOC120771101|XP_039954876.1|BTRY	LOC108160119|XP_017149401.1|DMIR
OG0000627	LOC120776359|XP_039962868.1|BTRY	LOC108153612|XP_017139200.1|DMIR
OG0000627	LOC120774493|XP_039960098.1|BTRY	LOC108163931|XP_017154956.1|DMIR
OG0000628	LOC120768533|XP_039951203.1|BTRY	LOC108163852|XP_033249303.1|DMIR, LOC108162514|XP_017152784.1|DMIR
OG0000629	LOC120767240|XP_039949015.1|BTRY	LOC108157552|XP_017145145.1|DMIR, LOC108162750|XP_017153118.2|DMIR
OG0000630	LOC120768594|XP_039951291.1|BTRY	LOC108163434|XP_017154207.1|DMIR
OG0000630	LOC120768253|XP_039950781.1|BTRY	LOC108163399|XP_017154150.2|DMIR
OG0000631	LOC120769034|XP_039951813.1|BTRY	LOC108163704|XP_017154633.1|DMIR, LOC108163340|XP_017154066.1|DMIR
OG0000632	LOC120768631|XP_039951330.1|BTRY	LOC108161388|XP_017151126.1|DMIR, LOC108162597|XP_017152904.1|DMIR
OG0000635	LOC120771029|XP_039954743.1|BTRY	LOC108160100|XP_017149378.1|DMIR, LOC117186659|XP_033243588.1|DMIR, LOC117186670|XP_033243601.1|DMIR, LOC117186672|XP_033243602.1|DMIR
OG0000636	LOC120774407|XP_039959966.1|BTRY	LOC108164306|XP_017155444.1|DMIR, LOC108161460|XP_017151212.2|DMIR
OG0000637	LOC120774775|XP_039960480.1|BTRY	LOC108164885|XP_017156323.1|DMIR
OG0000637	LOC120775765|XP_039962032.1|BTRY	LOC108158187|XP_033248192.1|DMIR
OG0000638	LOC120776108|XP_039962534.1|BTRY	LOC108157309|XP_017144802.1|DMIR, LOC108161453|XP_017151208.1|DMIR, LOC108164927|XP_017156404.1|DMIR, LOC117186182|XP_033242334.1|DMIR, LOC108151268|XP_017135279.1|DMIR
OG0000639	LOC120776470|XP_039963074.1|BTRY	LOC108152078|XP_017136600.1|DMIR
OG0000640	LOC120781568|XP_039969740.1|BTRY, LOC120779804|XP_039968112.1|BTRY	LOC117193328|XP_033253947.1|DMIR
OG0000642	LOC120778716|XP_039966613.1|BTRY, LOC120778015|XP_039965615.1|BTRY	LOC108164517|XP_033250297.1|DMIR, LOC108163836|XP_017154837.1|DMIR, LOC108163837|XP_033249211.1|DMIR
OG0000643	LOC120778680|XP_039966551.1|BTRY, LOC120767030|XP_039948810.1|BTRY, LOC120766788|XP_039948419.1|BTRY	LOC108153972|XP_017139557.1|DMIR
OG0000644	LOC120768079|XP_039950543.1|BTRY	LOC108151253|XP_017135258.1|DMIR, LOC108152757|XP_017137809.1|DMIR
OG0000645	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY	LOC108163523|XP_033249621.1|DMIR, LOC108163524|XP_017154361.1|DMIR
OG0000646	LOC120766994|XP_039948732.1|BTRY	LOC108155918|XP_017142558.1|DMIR, LOC117186943|XP_033244239.1|DMIR
OG0000647	LOC120775839|XP_039962142.1|BTRY	LOC108154615|XP_017140421.2|DMIR, LOC108165081|XP_017156620.1|DMIR
OG0000648	LOC120775350|XP_039961442.1|BTRY	LOC108165076|XP_017156616.1|DMIR
OG0000649	LOC120773891|XP_039958997.1|BTRY	LOC117188655|XP_033248725.1|DMIR
OG0000650	LOC120773802|XP_039958844.1|BTRY, LOC120773804|XP_039958847.1|BTRY	LOC108154912|XP_033244844.1|DMIR
OG0000650	LOC120778312|XP_039966039.1|BTRY	LOC108164481|XP_017155727.1|DMIR
OG0000651	LOC120777253|XP_039964383.1|BTRY	LOC108151855|XP_017136229.1|DMIR, LOC108152898|XP_017138034.1|DMIR
OG0000652	LOC120772025|XP_039956326.1|BTRY	LOC117190768|XP_033251720.1|DMIR, LOC108159128|XP_017147609.1|DMIR, LOC108164552|XP_017155854.1|DMIR
OG0000653	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY	LOC108154827|XP_017140718.1|DMIR, LOC108156216|XP_017143045.1|DMIR
OG0000654	LOC120777165|XP_039964249.1|BTRY	LOC108152239|XP_017136921.1|DMIR
OG0000655	LOC120781232|XP_039969302.1|BTRY	LOC108159591|XP_017148531.1|DMIR, LOC117185817|XP_033254279.1|DMIR, LOC117188749|XP_033248941.1|DMIR
OG0000656	LOC120774595|XP_039960261.1|BTRY	LOC108154277|XP_017140015.2|DMIR, LOC108154278|XP_017140018.1|DMIR
OG0000657	LOC120768026|XP_039950434.1|BTRY	LOC108162797|XP_017153188.1|DMIR
OG0000658	LOC120775403|XP_039961500.1|BTRY	LOC108159010|XP_017147377.1|DMIR
OG0000659	LOC120782147|XP_039970218.1|BTRY	LOC108163177|XP_017153803.1|DMIR, LOC108163114|XP_017153704.2|DMIR, LOC117189162|XP_033250122.1|DMIR, LOC117189161|XP_033250120.1|DMIR
OG0000660	LOC120771061|XP_039954801.1|BTRY	LOC108161991|XP_017151948.1|DMIR, LOC108161990|XP_033249466.1|DMIR, LOC108161994|XP_017151951.1|DMIR
OG0000661	LOC120767720|XP_039949850.1|BTRY	LOC108151080|XP_017134951.1|DMIR, LOC108163656|XP_033248849.1|DMIR
OG0000662	LOC120777857|XP_039965335.1|BTRY	LOC108153236|XP_017138562.1|DMIR
OG0000662	LOC120777932|XP_039965448.1|BTRY	LOC108153761|XP_017139388.1|DMIR
OG0000663	LOC120781218|XP_039969275.1|BTRY	LOC117194726|XP_033255120.1|DMIR, LOC117195136|XP_033255679.1|DMIR, LOC117195145|XP_033255684.1|DMIR, LOC117194457|XP_033254915.1|DMIR, LOC117194386|XP_033254850.1|DMIR, LOC117194623|XP_033255041.1|DMIR, LOC117189282|XP_033250338.1|DMIR, LOC117194634|XP_033255044.1|DMIR, LOC117195141|XP_033255682.1|DMIR, LOC117194643|XP_033255051.1|DMIR, LOC117194446|XP_033254905.1|DMIR, LOC117190422|XP_033251390.1|DMIR, LOC117192051|XP_033252658.1|DMIR, LOC108158873|XP_033252391.1|DMIR, LOC117194415|XP_033254876.1|DMIR, LOC117191355|XP_033252139.1|DMIR, LOC117191356|XP_033252140.1|DMIR, LOC117189612|XP_033250624.1|DMIR, LOC117189610|XP_033250623.1|DMIR, LOC117194621|XP_033255039.1|DMIR, LOC117194668|XP_033255072.1|DMIR, LOC117188453|XP_033248243.1|DMIR
OG0000664	LOC120776183|XP_039962735.1|BTRY	LOC108162169|XP_017152252.1|DMIR
OG0000665	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY	LOC108157483|XP_017145061.1|DMIR
OG0000665	LOC120766254|XP_039947574.1|BTRY	LOC108157337|XP_017144844.1|DMIR
OG0000666	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY	LOC108160416|XP_017149901.1|DMIR
OG0000666	LOC120775238|XP_039961251.1|BTRY	LOC108151708|XP_017135967.1|DMIR
OG0000667	LOC120766741|XP_039948341.1|BTRY	LOC108153546|XP_017139105.1|DMIR, LOC108155610|XP_017142024.1|DMIR
OG0000668	LOC120780330|XP_039968558.1|BTRY	LOC108157091|XP_017144444.1|DMIR
OG0000669	LOC120774304|XP_039959769.1|BTRY	LOC108155826|XP_017142420.2|DMIR
OG0000669	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY	LOC108155815|XP_017142392.1|DMIR
OG0000670	LOC120775920|XP_039962256.1|BTRY	LOC108155223|XP_017141400.1|DMIR
OG0000671	LOC120782859|XP_039971325.1|BTRY	LOC108157100|XP_017144456.1|DMIR
OG0000671	LOC120779834|XP_039968135.1|BTRY	LOC108157073|XP_017144397.2|DMIR
OG0000672	LOC120778847|XP_039966808.1|BTRY	LOC108165115|XP_017156662.1|DMIR
OG0000673	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY	LOC108155609|XP_017142027.1|DMIR, LOC108153078|XP_017138350.1|DMIR
OG0000674	LOC120780317|XP_039968544.1|BTRY, LOC120780460|XP_039968665.1|BTRY, LOC120780463|XP_039968674.1|BTRY, LOC120781126|XP_039969194.1|BTRY, LOC120781573|XP_039969744.1|BTRY, LOC120778182|XP_039965853.1|BTRY, LOC120781605|XP_039969775.1|BTRY, LOC120780926|XP_039969085.1|BTRY, LOC120766728|XP_039948311.1|BTRY, LOC120780751|XP_039968940.1|BTRY, LOC120780870|XP_039969036.1|BTRY, LOC120772798|XP_039957515.1|BTRY, LOC120780663|XP_039968857.1|BTRY, LOC120780216|XP_039968404.1|BTRY, LOC120781636|XP_039969801.1|BTRY, LOC120779640|XP_039967926.1|BTRY, LOC120781692|XP_039969842.1|BTRY, LOC120775871|XP_039962176.1|BTRY, LOC120779895|XP_039968179.1|BTRY, LOC120781431|XP_039969586.1|BTRY, LOC120781298|XP_039969429.1|BTRY, LOC120780571|XP_039968766.1|BTRY	LOC117193298|XP_033253928.1|DMIR, LOC117189541|XP_033250572.1|DMIR, LOC117192949|XP_033253564.1|DMIR, LOC117192950|XP_033253566.1|DMIR, LOC117190563|XP_033251512.1|DMIR, LOC117189546|XP_033250582.1|DMIR, LOC117189539|XP_033250568.1|DMIR, LOC117189543|XP_033250576.1|DMIR, LOC117188059|XP_033247208.1|DMIR, LOC117193547|XP_033254183.1|DMIR, LOC117187086|XP_033244841.1|DMIR, LOC117189538|XP_033250566.1|DMIR, LOC117189536|XP_033250562.1|DMIR, LOC117189537|XP_033250564.1|DMIR, LOC117194886|XP_033255238.1|DMIR, LOC117187711|XP_033246347.1|DMIR, LOC117191050|XP_033251912.1|DMIR, LOC117189545|XP_033250581.1|DMIR, LOC108164764|XP_033246628.1|DMIR, LOC117189553|XP_033250590.1|DMIR, LOC117189542|XP_033250574.1|DMIR, LOC117186150|XP_033242223.1|DMIR, LOC117189544|XP_033250579.1|DMIR
OG0000675	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY	LOC108162717|XP_017153069.1|DMIR
OG0000677	LOC120774442|XP_039960017.1|BTRY	LOC117185886|XP_033243427.1|DMIR, LOC108152965|XP_033243032.1|DMIR, LOC108158926|XP_017147223.1|DMIR
OG0000678	LOC120780287|XP_039968489.1|BTRY	LOC108156434|XP_017143379.1|DMIR, LOC108163583|XP_017154444.1|DMIR
OG0000679	LOC120775899|XP_039962224.1|BTRY	LOC108164960|XP_017156457.1|DMIR
OG0000680	LOC120773876|XP_039958965.1|BTRY	LOC108164641|XP_033252348.1|DMIR
OG0000680	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY	LOC108164640|XP_017155975.1|DMIR
OG0000681	LOC120773430|XP_039958244.1|BTRY	LOC108156738|XP_017143886.1|DMIR, LOC108154583|XP_033248164.1|DMIR
OG0000683	LOC120766329|XP_039947691.1|BTRY	LOC108156369|XP_017143264.1|DMIR
OG0000684	LOC120782171|XP_039970241.1|BTRY	LOC108157745|XP_017145414.1|DMIR, LOC108155634|XP_017142060.1|DMIR
OG0000685	LOC120772951|XP_039957791.1|BTRY	LOC108156088|XP_017142865.1|DMIR
OG0000686	LOC120781242|XP_039969316.1|BTRY	LOC108160429|XP_017149921.2|DMIR, LOC117188095|XP_033247316.1|DMIR
OG0000686	LOC120773579|XP_039958500.1|BTRY	LOC108165130|XP_017156684.1|DMIR
OG0000687	LOC120776960|XP_039963984.1|BTRY	LOC108165535|XP_017157098.1|DMIR
OG0000688	LOC120772776|XP_039957486.1|BTRY	LOC117189311|XP_033250356.1|DMIR, LOC117192394|XP_033252962.1|DMIR, LOC117193867|XP_033254448.1|DMIR, LOC117193863|XP_033254447.1|DMIR, LOC117189317|XP_033250359.1|DMIR, LOC117193855|XP_033254444.1|DMIR, LOC117193859|XP_033254446.1|DMIR, LOC117189315|XP_033250358.1|DMIR, LOC117193871|XP_033254452.1|DMIR, LOC117194302|XP_033254768.1|DMIR, LOC117193870|XP_033254451.1|DMIR, LOC117193311|XP_033253936.1|DMIR, LOC117193313|XP_033253938.1|DMIR, LOC117193310|XP_033253935.1|DMIR, LOC117193312|XP_033253937.1|DMIR, LOC117194301|XP_033254767.1|DMIR, LOC117194884|XP_033255235.1|DMIR, LOC117193309|XP_033253934.1|DMIR, LOC117189309|XP_033250355.1|DMIR, LOC108159063|XP_017147493.1|DMIR
OG0000689	LOC120770031|XP_039953075.1|BTRY	LOC108158871|XP_017147100.1|DMIR, LOC117190752|XP_033251706.1|DMIR, LOC108157985|XP_033251705.1|DMIR
OG0000690	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY	LOC108153194|XP_017138504.1|DMIR
OG0000691	LOC120777191|XP_039964294.1|BTRY	LOC108163455|XP_017154233.1|DMIR, LOC108153043|XP_017138292.1|DMIR
OG0000692	LOC120779210|XP_039967421.1|BTRY	LOC108150859|XP_017134651.1|DMIR
OG0000692	LOC120778127|XP_039965765.1|BTRY	LOC108150954|XP_017134777.2|DMIR
OG0000693	LOC120771158|XP_039954971.1|BTRY	LOC108152152|XP_017136761.1|DMIR
OG0000693	LOC120782889|XP_039971371.1|BTRY	LOC108157534|XP_017145126.1|DMIR
OG0000694	LOC120774032|XP_039959264.1|BTRY	LOC108164638|XP_017155974.1|DMIR
OG0000695	LOC120767751|XP_039949899.1|BTRY	LOC108162129|XP_017152197.2|DMIR
OG0000695	LOC120781358|XP_039969503.1|BTRY	LOC108162126|XP_017152192.1|DMIR
OG0000696	LOC120768165|XP_039950663.1|BTRY	LOC108162702|XP_017153046.1|DMIR
OG0000697	LOC120781423|XP_039969578.1|BTRY	LOC108162960|XP_017153447.1|DMIR
OG0000698	LOC120768119|XP_039950603.1|BTRY	LOC108164055|XP_017155124.1|DMIR
OG0000698	LOC120769374|XP_039952275.1|BTRY	LOC108161709|XP_017151517.1|DMIR
OG0000699	LOC120768226|XP_039950738.1|BTRY	LOC108163515|XP_033249235.1|DMIR, LOC108153995|XP_017139578.1|DMIR
OG0000700	LOC120768126|XP_039950614.1|BTRY	LOC108164059|XP_017155132.1|DMIR, LOC108164146|XP_033249315.1|DMIR
OG0000701	LOC120771893|XP_039956097.1|BTRY	LOC108157945|XP_017145578.1|DMIR
OG0000701	LOC120776077|XP_039962480.1|BTRY	LOC108165313|XP_017156840.1|DMIR
OG0000702	LOC120781839|XP_039969995.1|BTRY	LOC108155972|XP_017142646.2|DMIR, LOC108155971|XP_017142638.1|DMIR
OG0000703	LOC120770853|XP_039954392.1|BTRY	LOC117185710|XP_033253958.1|DMIR, LOC108158883|XP_017147146.1|DMIR
OG0000704	LOC120775825|XP_039962115.1|BTRY	LOC108156039|XP_033247370.1|DMIR
OG0000705	LOC120776363|XP_039962873.1|BTRY	LOC108151646|XP_017135841.1|DMIR, LOC108153154|XP_017138446.1|DMIR, LOC108151645|XP_017135839.1|DMIR
OG0000706	LOC120773351|XP_039958105.1|BTRY	LOC108164196|XP_017155308.1|DMIR, LOC108152724|XP_017137753.1|DMIR
OG0000707	LOC120774249|XP_039959648.1|BTRY	LOC108156087|XP_017142868.1|DMIR
OG0000708	LOC120773437|XP_039958254.1|BTRY	LOC108160052|XP_017149328.1|DMIR, LOC108154386|XP_017140142.1|DMIR
OG0000709	LOC120774189|XP_039959550.1|BTRY	LOC108156029|XP_017142770.1|DMIR, LOC108152105|XP_017136649.1|DMIR
OG0000710	LOC120772668|XP_039957337.1|BTRY	LOC108157165|XP_017144565.1|DMIR, LOC117193603|XP_033254239.1|DMIR, LOC108159495|XP_017148327.1|DMIR
OG0000711	LOC120774260|XP_039959660.1|BTRY	LOC108153724|XP_017139341.1|DMIR, LOC108161471|XP_017151230.1|DMIR
OG0000712	LOC120766277|XP_039947612.1|BTRY	LOC108155533|XP_017141890.1|DMIR, LOC108156812|XP_017143995.1|DMIR
OG0000713	LOC120771290|XP_039955155.1|BTRY	LOC108158941|XP_017147250.1|DMIR, LOC117193359|XP_033253965.1|DMIR
OG0000714	LOC120776187|XP_039962745.1|BTRY	LOC108157368|XP_017144902.1|DMIR, LOC108152615|XP_017137575.1|DMIR
