Orthogroup	BTRY.longest_only	ASTE.longest_only
OG0001688	LOC120775415|XP_039961525.1|BTRY	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC120774050|XP_039959286.1|BTRY	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC120778546|XP_039966329.1|BTRY	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC120767694|XP_039949819.1|BTRY	LOC118511295|XP_035910098.1|ASTE
OG0001694	LOC120766963|XP_039948686.1|BTRY	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC120775207|XP_039961205.1|BTRY	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC120766771|XP_039948385.1|BTRY	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC120773831|XP_039958878.1|BTRY	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC120766782|XP_039948408.1|BTRY	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC120782051|XP_039970139.1|BTRY	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC120770465|XP_039953898.1|BTRY	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC120767466|XP_039949488.1|BTRY	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC120778914|XP_039966898.1|BTRY	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC120782453|XP_039970675.1|BTRY	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC120782483|XP_039970714.1|BTRY	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC120769700|XP_039952761.1|BTRY	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC120766391|XP_039947766.1|BTRY	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC120777881|XP_039965377.1|BTRY	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC120778146|XP_039965804.1|BTRY	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC120766504|XP_039947995.1|BTRY	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC120766563|XP_039948091.1|BTRY	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC120766578|XP_039948105.1|BTRY	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC120781943|XP_039970043.1|BTRY	LOC118506917|XP_035900606.1|ASTE
OG0001715	LOC120773976|XP_039959157.1|BTRY	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC120774900|XP_039960702.1|BTRY	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC120768973|XP_039951709.1|BTRY	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC120774975|XP_039960810.1|BTRY	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001720	LOC120780228|XP_039968413.1|BTRY, LOC120780383|XP_039968604.1|BTRY	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC120782003|XP_039970102.1|BTRY	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC120779073|XP_039967145.1|BTRY	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC120771972|XP_039956257.1|BTRY	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC120770913|XP_039954526.1|BTRY	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC120770296|XP_039953586.1|BTRY, LOC120771944|XP_039956185.1|BTRY	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC120778418|XP_039966135.1|BTRY	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC120766308|XP_039947658.1|BTRY	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC120770885|XP_039954461.1|BTRY	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC120770998|XP_039954688.1|BTRY	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC120769487|XP_039952451.1|BTRY, LOC120769486|XP_039952448.1|BTRY	LOC118510465|XP_035908214.1|ASTE
OG0001732	LOC120782146|XP_039970217.1|BTRY	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC120770114|XP_039953220.1|BTRY	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC120770997|XP_039954678.1|BTRY	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC120776488|XP_039963103.1|BTRY	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC120771460|XP_039955406.1|BTRY	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC120770561|XP_039954074.1|BTRY	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC120776367|XP_039962879.1|BTRY	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC120771361|XP_039955251.1|BTRY	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC120771162|XP_039954975.1|BTRY	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001742	LOC120772299|XP_039956742.1|BTRY	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC120777835|XP_039965306.1|BTRY	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC120770428|XP_039953815.1|BTRY	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC120773048|XP_039957913.1|BTRY	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC120778508|XP_039966274.1|BTRY	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC120770033|XP_039953077.1|BTRY	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC120777796|XP_039965262.1|BTRY	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC120771928|XP_039956159.1|BTRY	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC120772894|XP_039957700.1|BTRY	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC120776536|XP_039963204.1|BTRY	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC120777116|XP_039964188.1|BTRY, LOC120773153|XP_039958075.1|BTRY, LOC120777543|XP_039964865.1|BTRY, LOC120778192|XP_039965864.1|BTRY, LOC120777860|XP_039965340.1|BTRY	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC120778234|XP_039965926.1|BTRY	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC120771219|XP_039955060.1|BTRY	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC120778132|XP_039965777.1|BTRY	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC120781251|XP_039969333.1|BTRY	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC120772752|XP_039957449.1|BTRY	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC120776614|XP_039963338.1|BTRY	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC120772921|XP_039957754.1|BTRY, LOC120772922|XP_039957755.1|BTRY	LOC118511522|XP_035910603.1|ASTE
OG0001761	LOC120770593|XP_039954123.1|BTRY	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC120769031|XP_039951807.1|BTRY	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC120768518|XP_039951180.1|BTRY, LOC120768856|XP_039951546.1|BTRY	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC120769804|XP_039952937.1|BTRY, LOC120779183|XP_039967369.1|BTRY	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC120773539|XP_039958431.1|BTRY	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC120769442|XP_039952359.1|BTRY	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC120769265|XP_039952105.1|BTRY	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC120774275|XP_039959698.1|BTRY	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC120768870|XP_039951559.1|BTRY	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC120767908|XP_039950193.1|BTRY	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC120769517|XP_039952489.1|BTRY	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC120768053|XP_039950504.1|BTRY, LOC120768993|XP_039951761.1|BTRY	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC120770925|XP_039954562.1|BTRY	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001775	LOC120771054|XP_039954795.1|BTRY	LOC118513996|XP_035916319.1|ASTE
OG0001776	LOC120768559|XP_039951237.1|BTRY	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC120767835|XP_039950059.1|BTRY	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC120769453|XP_039952391.1|BTRY	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC120768553|XP_039951231.1|BTRY	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC120771973|XP_039956258.1|BTRY	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC120767984|XP_039950335.1|BTRY	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC120781633|XP_039969798.1|BTRY	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC120768122|XP_039950608.1|BTRY	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC120769571|XP_039952560.1|BTRY	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC120770903|XP_039954510.1|BTRY	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC120767277|XP_039949083.1|BTRY	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC120767664|XP_039949771.1|BTRY, LOC120767586|XP_039949667.1|BTRY	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC120776731|XP_039963592.1|BTRY	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC120767203|XP_039948941.1|BTRY, LOC120767200|XP_039948938.1|BTRY	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC120772783|XP_039957496.1|BTRY	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC120769232|XP_039952064.1|BTRY	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC120770991|XP_039954672.1|BTRY	LOC118513202|XP_035914586.1|ASTE
OG0001795	LOC120769557|XP_039952539.1|BTRY	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC120779744|XP_039968051.1|BTRY	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC120770413|XP_039953782.1|BTRY	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC120775892|XP_039962216.1|BTRY	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC120767428|XP_039949405.1|BTRY, LOC120769485|XP_039952446.1|BTRY	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC120777696|XP_039965104.1|BTRY	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC120782842|XP_039971305.1|BTRY	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC120777138|XP_039964221.1|BTRY	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC120769719|XP_039952796.1|BTRY	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC120766469|XP_039947942.1|BTRY, LOC120766467|XP_039947939.1|BTRY	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC120782562|XP_039970830.1|BTRY	LOC118506690|XP_035900055.1|ASTE
OG0001811	LOC120772219|XP_039956632.1|BTRY	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC120775050|XP_039960965.1|BTRY	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC120782813|XP_039971226.1|BTRY	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC120779203|XP_039967411.1|BTRY	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC120771566|XP_039955566.1|BTRY	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC120773083|XP_039957967.1|BTRY	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC120774509|XP_039960128.1|BTRY	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC120772593|XP_039957238.1|BTRY	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC120771633|XP_039955661.1|BTRY	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC120771343|XP_039955225.1|BTRY	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC120778288|XP_039966009.1|BTRY	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC120769449|XP_039952376.1|BTRY	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC120771104|XP_039954880.1|BTRY	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC120769304|XP_039952171.1|BTRY, LOC120772559|XP_039957177.1|BTRY	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC120772888|XP_039957673.1|BTRY	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC120776203|XP_039962772.1|BTRY	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC120772850|XP_039957599.1|BTRY	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC120770855|XP_039954402.1|BTRY	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC120778154|XP_039965813.1|BTRY	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC120772911|XP_039957739.1|BTRY	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC120772336|XP_039956814.1|BTRY	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC120766284|XP_039947620.1|BTRY	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001835	LOC120781811|XP_039969965.1|BTRY, LOC120778686|XP_039966556.1|BTRY	LOC118503716|XP_035893223.1|ASTE, LOC118503838|XP_035893477.1|ASTE
OG0001837	LOC120767873|XP_039950129.1|BTRY, LOC120770847|XP_039954383.1|BTRY	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC120780588|XP_039968782.1|BTRY, LOC120780518|XP_039968722.1|BTRY	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC120782296|XP_039970435.1|BTRY	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC120779509|XP_039967752.1|BTRY	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC120779787|XP_039968097.1|BTRY	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC120778071|XP_039965697.1|BTRY	LOC118509475|XP_035906008.1|ASTE
OG0001854	LOC120774412|XP_039959971.1|BTRY	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC120771857|XP_039956041.1|BTRY	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC120775680|XP_039961906.1|BTRY	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC120775040|XP_039960949.1|BTRY	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC120767271|XP_039949077.1|BTRY, LOC120773930|XP_039959063.1|BTRY	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC120773411|XP_039958214.1|BTRY	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC120778884|XP_039966861.1|BTRY	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC120782749|XP_039971127.1|BTRY	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC120775724|XP_039961974.1|BTRY	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC120773470|XP_039958319.1|BTRY	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC120767731|XP_039949893.1|BTRY	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC120775188|XP_039961176.1|BTRY	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC120766388|XP_039947760.1|BTRY	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC120777752|XP_039965180.1|BTRY	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC120768960|XP_039951687.1|BTRY	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC120782222|XP_039970318.1|BTRY	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC120775404|XP_039961501.1|BTRY	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC120774927|XP_039960738.1|BTRY	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC120766647|XP_039948205.1|BTRY	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC120780448|XP_039968656.1|BTRY	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC120772900|XP_039957718.1|BTRY, LOC120772920|XP_039957757.1|BTRY	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC120775823|XP_039962112.1|BTRY	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC120773951|XP_039959111.1|BTRY	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC120775772|XP_039962041.1|BTRY	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC120780516|XP_039968720.1|BTRY	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC120777795|XP_039965265.1|BTRY	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC120766621|XP_039948166.1|BTRY	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC120782670|XP_039970986.1|BTRY	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC120768979|XP_039951720.1|BTRY	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC120782023|XP_039970117.1|BTRY	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC120767336|XP_039949214.1|BTRY	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC120778300|XP_039966024.1|BTRY	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC120782509|XP_039970751.1|BTRY	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC120774217|XP_039959607.1|BTRY	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC120782726|XP_039971086.1|BTRY	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC120776499|XP_039963120.1|BTRY	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC120773445|XP_039958264.1|BTRY	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC120780842|XP_039969225.1|BTRY	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC120771323|XP_039955201.1|BTRY	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC120779488|XP_039967708.1|BTRY	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC120768001|XP_039950361.1|BTRY	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC120773741|XP_039958735.1|BTRY	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC120775806|XP_039962093.1|BTRY	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC120777251|XP_039964380.1|BTRY	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC120767988|XP_039950340.1|BTRY	LOC118506440|XP_035899461.1|ASTE
OG0001903	LOC120775305|XP_039961376.1|BTRY	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC120776156|XP_039963004.1|BTRY	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC120774756|XP_039960449.1|BTRY	LOC118508456|XP_035904151.1|ASTE
OG0001907	LOC120773870|XP_039958957.1|BTRY	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC120778174|XP_039965847.1|BTRY	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC120774269|XP_039959681.1|BTRY	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC120775975|XP_039962334.1|BTRY	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC120766736|XP_039948322.1|BTRY	LOC118502984|XP_035891662.1|ASTE
OG0001914	LOC120780923|XP_039969086.1|BTRY	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC120770934|XP_039954572.1|BTRY	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC120777371|XP_039964582.1|BTRY	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC120778807|XP_039966745.1|BTRY	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC120771790|XP_039955921.1|BTRY	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC120776391|XP_039962937.1|BTRY	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC120776541|XP_039963213.1|BTRY	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC120771975|XP_039956265.1|BTRY	LOC118512105|XP_035911969.1|ASTE
OG0001924	LOC120767888|XP_039950147.1|BTRY	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC120776505|XP_039963133.1|BTRY	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC120772111|XP_039956455.1|BTRY	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC120778640|XP_039966473.1|BTRY	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC120777589|XP_039964938.1|BTRY	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC120770289|XP_039953560.1|BTRY	LOC118508898|XP_035904629.1|ASTE
OG0001931	LOC120777194|XP_039964297.1|BTRY	LOC118514471|XP_035917290.1|ASTE
OG0001932	LOC120777356|XP_039964545.1|BTRY	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC120771690|XP_039955758.1|BTRY	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC120777393|XP_039964620.1|BTRY	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC120776510|XP_039963148.1|BTRY	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC120770953|XP_039954601.1|BTRY	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC120771881|XP_039956074.1|BTRY	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC120771918|XP_039956142.1|BTRY	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC120773102|XP_039958007.1|BTRY	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC120778078|XP_039965706.1|BTRY	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC120772531|XP_039957133.1|BTRY	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC120778575|XP_039966373.1|BTRY	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC120771554|XP_039955549.1|BTRY	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC120772230|XP_039956656.1|BTRY	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC120776857|XP_039963837.1|BTRY	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC120778048|XP_039965657.1|BTRY	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC120782371|XP_039970542.1|BTRY	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC120772577|XP_039957214.1|BTRY	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC120772022|XP_039956323.1|BTRY	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC120770100|XP_039953205.1|BTRY	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC120772766|XP_039957475.1|BTRY	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC120777376|XP_039964599.1|BTRY	LOC118510369|XP_035907982.1|ASTE, LOC118515261|XP_035917838.1|ASTE
OG0001957	LOC120772177|XP_039956559.1|BTRY	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC120770258|XP_039953498.1|BTRY	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC120778938|XP_039966929.1|BTRY	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC120776344|XP_039962830.1|BTRY	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC120770306|XP_039953608.1|BTRY	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC120772630|XP_039957286.1|BTRY	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC120777367|XP_039964570.1|BTRY	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC120782546|XP_039970810.1|BTRY	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC120771395|XP_039955295.1|BTRY	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC120778717|XP_039966614.1|BTRY	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC120770952|XP_039954600.1|BTRY	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC120772750|XP_039957446.1|BTRY	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC120768970|XP_039951699.1|BTRY	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC120771026|XP_039954736.1|BTRY	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC120771553|XP_039955548.1|BTRY	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC120770989|XP_039954670.1|BTRY	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC120778480|XP_039966230.1|BTRY	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY	LOC118503366|XP_035892456.1|ASTE
