Orthogroup	BTRY.longest_only	DALB.longest_only
OG0000869	LOC120782245|XP_039970346.1|BTRY	LOC117576005|XP_034116400.1|DALB, LOC117576003|XP_034116398.1|DALB, LOC117575920|XP_034116264.1|DALB
OG0000870	LOC120770900|XP_039954505.1|BTRY	LOC117567202|XP_034102922.1|DALB
OG0000871	LOC120770580|XP_039954094.1|BTRY	LOC117568338|XP_034104814.1|DALB
OG0000872	LOC120772394|XP_039956919.1|BTRY	LOC117569913|XP_034107147.1|DALB
OG0000873	LOC120776591|XP_039963293.1|BTRY	LOC117572458|XP_034111183.1|DALB
OG0000874	LOC120770902|XP_039954507.1|BTRY	LOC117577957|XP_034118893.1|DALB, LOC117567168|XP_034102873.1|DALB
OG0000875	LOC120770563|XP_039954079.1|BTRY	LOC117574384|XP_034114108.1|DALB, LOC117566684|XP_034102125.1|DALB, LOC117565912|XP_034101163.1|DALB
OG0000875	LOC120778610|XP_039966422.1|BTRY	LOC117569159|XP_034106114.1|DALB
OG0000877	LOC120775435|XP_039961555.1|BTRY	LOC117567651|XP_034103654.1|DALB, LOC117577654|XP_034118432.1|DALB
OG0000878	LOC120771758|XP_039955874.1|BTRY, LOC120770725|XP_039954238.1|BTRY, LOC120771640|XP_039955674.1|BTRY	LOC117569782|XP_034106974.1|DALB, LOC117565388|XP_034100359.1|DALB
OG0000879	LOC120771783|XP_039955910.1|BTRY	LOC117567924|XP_034104100.1|DALB
OG0000880	LOC120774827|XP_039960571.1|BTRY	LOC117578164|XP_034119332.1|DALB, LOC117571659|XP_034109788.1|DALB
OG0000882	LOC120774291|XP_039959730.1|BTRY	LOC117577749|XP_034118552.1|DALB
OG0000883	LOC120776018|XP_039962396.1|BTRY	LOC117566190|XP_034101600.1|DALB
OG0000884	LOC120775340|XP_039961418.1|BTRY	LOC117565015|XP_034099851.1|DALB, LOC117576785|XP_034117731.1|DALB
OG0000885	LOC120774517|XP_039960149.1|BTRY	LOC117574622|XP_034114401.1|DALB
OG0000886	LOC120766965|XP_039948689.1|BTRY	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB
OG0000887	LOC120773605|XP_039958539.1|BTRY	LOC117570999|XP_034108842.1|DALB
OG0000888	LOC120777068|XP_039964128.1|BTRY	LOC117572636|XP_034111489.1|DALB
OG0000889	LOC120778820|XP_039966759.1|BTRY	LOC117568569|XP_034105189.1|DALB
OG0000890	LOC120772751|XP_039957448.1|BTRY	LOC117569594|XP_034106716.1|DALB
OG0000891	LOC120769734|XP_039952818.1|BTRY	LOC117564662|XP_034099415.1|DALB
OG0000892	LOC120779101|XP_039967201.1|BTRY	LOC117568130|XP_034104428.1|DALB
OG0000893	LOC120766495|XP_039947980.1|BTRY	LOC117576917|XP_034117949.1|DALB
OG0000894	LOC120782827|XP_039971281.1|BTRY	LOC117575006|XP_034114974.1|DALB, LOC117573664|XP_034112883.1|DALB
OG0000895	LOC120772037|XP_039956342.1|BTRY	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB
OG0000896	LOC120775239|XP_039961253.1|BTRY	LOC117564767|XP_034099560.1|DALB
OG0000897	LOC120782199|XP_039970279.1|BTRY	LOC117574931|XP_034114871.1|DALB
OG0000897	LOC120782447|XP_039970667.1|BTRY	LOC117575471|XP_034115579.1|DALB
OG0000898	LOC120766530|XP_039948034.1|BTRY	LOC117563873|XP_034098322.1|DALB, LOC117567227|XP_034102949.1|DALB, LOC117570101|XP_034107448.1|DALB
OG0000899	LOC120766384|XP_039947752.1|BTRY	LOC117575903|XP_034116239.1|DALB
OG0000900	LOC120770022|XP_039953053.1|BTRY	LOC117566584|XP_034102017.1|DALB, LOC117569985|XP_034107255.1|DALB
OG0000901	LOC120770743|XP_039954265.1|BTRY, LOC120770660|XP_039954185.1|BTRY	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB
OG0000902	LOC120773593|XP_039958521.1|BTRY, LOC120777059|XP_039964106.1|BTRY, LOC120776197|XP_039962757.1|BTRY	LOC117569181|XP_034106144.1|DALB, LOC117578119|XP_034119194.1|DALB
OG0000903	LOC120778309|XP_039966035.1|BTRY, LOC120778307|XP_039966033.1|BTRY	LOC117572139|XP_034110669.1|DALB
OG0000904	LOC120778323|XP_039966053.1|BTRY, LOC120777903|XP_039965418.1|BTRY	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB
OG0000907	LOC120772753|XP_039957450.1|BTRY	LOC117567700|XP_034103722.1|DALB
OG0000909	LOC120766740|XP_039948340.1|BTRY	LOC117575793|XP_034116060.1|DALB
OG0000911	LOC120772726|XP_039957422.1|BTRY	LOC117569329|XP_034106350.1|DALB
OG0000912	LOC120776476|XP_039963086.1|BTRY	LOC117571931|XP_034110310.1|DALB
OG0000913	LOC120777199|XP_039964302.1|BTRY	LOC117567399|XP_034103249.1|DALB
OG0000913	LOC120777200|XP_039964303.1|BTRY	LOC117567402|XP_034103252.1|DALB
OG0000915	LOC120772008|XP_039956302.1|BTRY	LOC117568462|XP_034105030.1|DALB
OG0000916	LOC120767306|XP_039949146.1|BTRY	LOC117565140|XP_034100003.1|DALB
OG0000917	LOC120767326|XP_039949201.1|BTRY	LOC117573932|XP_034113348.1|DALB, LOC117566187|XP_034101596.1|DALB
OG0000918	LOC120769701|XP_039952763.1|BTRY	LOC117566068|XP_034101417.1|DALB
OG0000920	LOC120774066|XP_039959306.1|BTRY	LOC117578265|XP_034119578.1|DALB
OG0000922	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY	LOC117566841|XP_034102319.1|DALB, LOC117566840|XP_034102316.1|DALB, LOC117566844|XP_034102326.1|DALB, LOC117566846|XP_034102328.1|DALB, LOC117572120|XP_034110636.1|DALB, LOC117572126|XP_034110645.1|DALB, LOC117566843|XP_034102322.1|DALB
OG0000923	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY	LOC117574976|XP_034114933.1|DALB
OG0000924	LOC120774845|XP_039960596.1|BTRY	LOC117569933|XP_034107186.1|DALB
OG0000925	LOC120781343|XP_039969481.1|BTRY	LOC117576127|XP_034116577.1|DALB
OG0000926	LOC120767371|XP_039949286.1|BTRY	LOC117574374|XP_034114098.1|DALB, LOC117574600|XP_034114378.1|DALB
OG0000927	LOC120780354|XP_039968583.1|BTRY	LOC117573509|XP_034112629.1|DALB, LOC117573508|XP_034112628.1|DALB
OG0000928	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB
OG0000929	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY	LOC117563995|XP_034098476.1|DALB, LOC117563996|XP_034098477.1|DALB
OG0000930	LOC120778002|XP_039965599.1|BTRY	LOC117571734|XP_034109944.1|DALB
OG0000931	LOC120777343|XP_039964529.1|BTRY	LOC117571251|XP_034109196.1|DALB, LOC117563946|XP_034098408.1|DALB
OG0000932	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB
OG0000936	LOC120780309|XP_039968536.1|BTRY	LOC117575759|XP_034116013.1|DALB, LOC117570689|XP_034108386.1|DALB
OG0000938	LOC120773905|XP_039959019.1|BTRY	LOC117573958|XP_034113392.1|DALB
OG0000939	LOC120768922|XP_039951631.1|BTRY	LOC117564610|XP_034099357.1|DALB
OG0000940	LOC120773988|XP_039959185.1|BTRY	LOC117569688|XP_034106829.1|DALB
OG0000941	LOC120774258|XP_039959658.1|BTRY	LOC117577589|XP_034118324.1|DALB, LOC117563582|XP_034097860.1|DALB
OG0000943	LOC120772195|XP_039956594.1|BTRY	LOC117567542|XP_034103480.1|DALB
OG0000943	LOC120781099|XP_039969176.1|BTRY	LOC117568320|XP_034104787.1|DALB
OG0000944	LOC120774959|XP_039960779.1|BTRY	LOC117577556|XP_034118280.1|DALB
OG0000945	LOC120771938|XP_039956169.1|BTRY	LOC117567513|XP_034103449.1|DALB
OG0000946	LOC120776694|XP_039963513.1|BTRY	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	LOC120771371|XP_039955264.1|BTRY	LOC117571451|XP_034109489.1|DALB
OG0000948	LOC120777806|XP_039965274.1|BTRY	LOC117572178|XP_034110721.1|DALB
OG0000949	LOC120775099|XP_039961043.1|BTRY	LOC117565923|XP_034101190.1|DALB
OG0000949	LOC120775098|XP_039961039.1|BTRY	LOC117565933|XP_034101213.1|DALB
OG0000950	LOC120774043|XP_039959277.1|BTRY	LOC117578179|XP_034119384.1|DALB, LOC117576214|XP_034116710.1|DALB
OG0000951	LOC120766831|XP_039948476.1|BTRY	LOC117576018|XP_034116417.1|DALB
OG0000952	LOC120767446|XP_039949443.1|BTRY	LOC117563833|XP_034098252.1|DALB
OG0000954	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB
OG0000955	LOC120782758|XP_039971146.1|BTRY	LOC117574481|XP_034114209.1|DALB
OG0000956	LOC120766814|XP_039948458.1|BTRY	LOC117576792|XP_034117742.1|DALB, LOC117576100|XP_034116549.1|DALB
OG0000957	LOC120782518|XP_039970761.1|BTRY	LOC117566541|XP_034101973.1|DALB
OG0000958	LOC120766545|XP_039948059.1|BTRY	LOC117568423|XP_034104963.1|DALB
OG0000959	LOC120771314|XP_039955187.1|BTRY	LOC117565374|XP_034100334.1|DALB, LOC117574475|XP_034114204.1|DALB
OG0000960	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY	LOC117575827|XP_034116122.1|DALB, LOC117576993|XP_034118070.1|DALB, LOC117575902|XP_034116238.1|DALB, LOC117574508|XP_034114258.1|DALB, LOC117575901|XP_034116235.1|DALB, LOC117569004|XP_034105882.1|DALB, LOC117577091|XP_034118083.1|DALB
OG0000961	LOC120777076|XP_039964138.1|BTRY	LOC117571816|XP_034110078.1|DALB, LOC117571815|XP_034110076.1|DALB
OG0000963	LOC120775499|XP_039961640.1|BTRY	LOC117570202|XP_034107581.1|DALB
OG0000963	LOC120775027|XP_039960918.1|BTRY	LOC117577968|XP_034118914.1|DALB
OG0000964	LOC120772372|XP_039956892.1|BTRY	LOC117570877|XP_034108661.1|DALB
OG0000965	LOC120774944|XP_039960757.1|BTRY	LOC117576869|XP_034117866.1|DALB
OG0000966	LOC120780240|XP_039968432.1|BTRY	LOC117568065|XP_034104314.1|DALB
OG0000968	LOC120777684|XP_039965091.1|BTRY	LOC117572087|XP_034110574.1|DALB, LOC117572094|XP_034110590.1|DALB, LOC117568512|XP_034105105.1|DALB
OG0000969	LOC120772178|XP_039956560.1|BTRY	LOC117567320|XP_034103110.1|DALB
OG0000970	LOC120782451|XP_039970673.1|BTRY	LOC117573597|XP_034112782.1|DALB
OG0000971	LOC120767365|XP_039949272.1|BTRY	LOC117564194|XP_034098759.1|DALB
OG0000972	LOC120778464|XP_039966204.1|BTRY	LOC117567498|XP_034103419.1|DALB
OG0000974	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY	LOC117566391|XP_034101790.1|DALB
OG0000975	LOC120780233|XP_039968423.1|BTRY	LOC117573970|XP_034113401.1|DALB
OG0000976	LOC120766854|XP_039948515.1|BTRY	LOC117574839|XP_034114721.1|DALB
OG0000977	LOC120766485|XP_039947973.1|BTRY	LOC117573533|XP_034112674.1|DALB
OG0000978	LOC120782225|XP_039970327.1|BTRY	LOC117573698|XP_034112951.1|DALB
OG0000979	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY	LOC117572496|XP_034111238.1|DALB
OG0000980	LOC120775229|XP_039961240.1|BTRY	LOC117576728|XP_034117640.1|DALB
OG0000982	LOC120782846|XP_039971307.1|BTRY	LOC117575424|XP_034115515.1|DALB
OG0000984	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY	LOC117571238|XP_034109183.1|DALB, LOC117563897|XP_034098349.1|DALB
OG0000985	LOC120775965|XP_039962311.1|BTRY	LOC117567459|XP_034103365.1|DALB, LOC117568882|XP_034105673.1|DALB
OG0000986	LOC120775342|XP_039961421.1|BTRY	LOC117565557|XP_034100616.1|DALB
OG0000988	LOC120774608|XP_039960269.1|BTRY	LOC117565941|XP_034101218.1|DALB, LOC117573288|XP_034112282.1|DALB
OG0000990	LOC120775802|XP_039962082.1|BTRY	LOC117578241|XP_034119552.1|DALB
OG0000991	LOC120773913|XP_039959037.1|BTRY	LOC117577906|XP_034118798.1|DALB
OG0000992	LOC120766585|XP_039948118.1|BTRY	LOC117573420|XP_034112517.1|DALB
OG0000993	LOC120766443|XP_039947885.1|BTRY	LOC117575298|XP_034115339.1|DALB
OG0000994	LOC120774451|XP_039960033.1|BTRY	LOC117577746|XP_034118548.1|DALB
OG0000995	LOC120770927|XP_039954564.1|BTRY	LOC117567794|XP_034103912.1|DALB
OG0000996	LOC120772365|XP_039956867.1|BTRY	LOC117569493|XP_034106565.1|DALB
OG0000997	LOC120772829|XP_039957569.1|BTRY	LOC117570903|XP_034108698.1|DALB
OG0000998	LOC120776851|XP_039963827.1|BTRY	LOC117572254|XP_034110833.1|DALB
OG0000999	LOC120775153|XP_039961124.1|BTRY	LOC117565821|XP_034101016.1|DALB
OG0001000	LOC120771125|XP_039954911.1|BTRY	LOC117567199|XP_034102918.1|DALB
OG0001001	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY	LOC117569255|XP_034106219.1|DALB
OG0001002	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY	LOC117565196|XP_034100091.1|DALB
OG0001003	LOC120780628|XP_039968822.1|BTRY	LOC117575955|XP_034116324.1|DALB
OG0001004	LOC120768659|XP_039951375.1|BTRY	LOC117575813|XP_034116097.1|DALB
OG0001005	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY	LOC117570208|XP_034107592.1|DALB
OG0001006	LOC120778528|XP_039966304.1|BTRY	LOC117571697|XP_034109882.1|DALB
OG0001007	LOC120770143|XP_039953266.1|BTRY	LOC117573232|XP_034112174.1|DALB, LOC117568272|XP_034104654.1|DALB
OG0001008	LOC120773872|XP_039958959.1|BTRY	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB
OG0001009	LOC120769372|XP_039952270.1|BTRY	LOC117575770|XP_034116027.1|DALB
OG0001010	LOC120775679|XP_039961905.1|BTRY	LOC117565022|XP_034099858.1|DALB, LOC117564881|XP_034099721.1|DALB
OG0001011	LOC120773435|XP_039958250.1|BTRY	LOC117564539|XP_034099251.1|DALB
OG0001012	LOC120774884|XP_039960674.1|BTRY	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB
OG0001013	LOC120778431|XP_039966146.1|BTRY	LOC117572469|XP_034111207.1|DALB, LOC117568614|XP_034105266.1|DALB
OG0001020	LOC120774455|XP_039960038.1|BTRY	LOC117567376|XP_034103215.1|DALB
OG0001021	LOC120769340|XP_039952231.1|BTRY, LOC120772762|XP_039957468.1|BTRY	LOC117566208|XP_034101627.1|DALB
OG0001022	LOC120773537|XP_039958428.1|BTRY	LOC117564466|XP_034099149.1|DALB
OG0001025	LOC120777934|XP_039965452.1|BTRY	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB
OG0001026	LOC120772050|XP_039956356.1|BTRY	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB
OG0001027	LOC120776634|XP_039963386.1|BTRY	LOC117572768|XP_034111747.1|DALB
OG0001028	LOC120768384|XP_039950984.1|BTRY	LOC117563841|XP_034098261.1|DALB
OG0001029	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY	LOC117569349|XP_034106373.1|DALB
OG0001031	LOC120767909|XP_039950196.1|BTRY	LOC117565334|XP_034100274.1|DALB
OG0001032	LOC120769657|XP_039952697.1|BTRY	LOC117565668|XP_034100790.1|DALB
OG0001033	LOC120776198|XP_039962758.1|BTRY	LOC117569149|XP_034106100.1|DALB, LOC117566751|XP_034102186.1|DALB
OG0001034	LOC120776405|XP_039962960.1|BTRY	LOC117567281|XP_034103039.1|DALB
OG0001042	LOC120766294|XP_039947631.1|BTRY	LOC117575862|XP_034116174.1|DALB
OG0001043	LOC120773939|XP_039959085.1|BTRY	LOC117577741|XP_034118543.1|DALB
OG0001044	LOC120772078|XP_039956406.1|BTRY	LOC117571187|XP_034109115.1|DALB
OG0001045	LOC120771366|XP_039955259.1|BTRY	LOC117569790|XP_034106983.1|DALB
OG0001046	LOC120772292|XP_039956736.1|BTRY	LOC117572650|XP_034111520.1|DALB
OG0001047	LOC120775588|XP_039961758.1|BTRY	LOC117568166|XP_034104488.1|DALB
OG0001048	LOC120771827|XP_039955990.1|BTRY	LOC117570904|XP_034108700.1|DALB
OG0001049	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY	LOC117563877|XP_034098326.1|DALB, LOC117572710|XP_034111659.1|DALB
OG0001050	LOC120779126|XP_039967254.1|BTRY	LOC117572583|XP_034111358.1|DALB
OG0001051	LOC120768315|XP_039950889.1|BTRY	LOC117565410|XP_034100387.1|DALB
OG0001052	LOC120769148|XP_039951957.1|BTRY	LOC117563456|XP_034097699.1|DALB
OG0001053	LOC120775161|XP_039961142.1|BTRY	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB
OG0001054	LOC120766864|XP_039948529.1|BTRY	LOC117573519|XP_034112643.1|DALB
OG0001056	LOC120774352|XP_039959871.1|BTRY	LOC117573846|XP_034113209.1|DALB
OG0001057	LOC120771984|XP_039956272.1|BTRY	LOC117563256|XP_034097369.1|DALB, LOC117570954|XP_034108781.1|DALB
OG0001058	LOC120775740|XP_039961994.1|BTRY	LOC117575555|XP_034115710.1|DALB
OG0001059	LOC120776620|XP_039963350.1|BTRY	LOC117571789|XP_034110039.1|DALB
OG0001060	LOC120779355|XP_039967486.1|BTRY	LOC117575355|XP_034115412.1|DALB
OG0001061	LOC120770218|XP_039953435.1|BTRY	LOC117574437|XP_034114166.1|DALB
OG0001063	LOC120772484|XP_039957065.1|BTRY	LOC117574569|XP_034114339.1|DALB
OG0001064	LOC120773583|XP_039958504.1|BTRY	LOC117565914|XP_034101177.1|DALB, LOC117566413|XP_034101829.1|DALB
OG0001065	LOC120778421|XP_039966137.1|BTRY	LOC117566770|XP_034102204.1|DALB
OG0001072	LOC120774505|XP_039960119.1|BTRY	LOC117568336|XP_034104811.1|DALB
OG0001074	LOC120772719|XP_039957401.1|BTRY	LOC117567898|XP_034104063.1|DALB
OG0001075	LOC120777283|XP_039964426.1|BTRY	LOC117569508|XP_034106583.1|DALB
OG0001077	LOC120780641|XP_039968840.1|BTRY	LOC117569698|XP_034106852.1|DALB
OG0001078	LOC120775880|XP_039962191.1|BTRY	LOC117571270|XP_034109227.1|DALB
OG0001079	LOC120778543|XP_039966326.1|BTRY	LOC117571612|XP_034109723.1|DALB
OG0001080	LOC120777553|XP_039964875.1|BTRY	LOC117567041|XP_034102643.1|DALB
OG0001081	LOC120782278|XP_039970412.1|BTRY	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB
OG0001082	LOC120770577|XP_039954091.1|BTRY	LOC117568326|XP_034104798.1|DALB
OG0001083	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB
OG0001084	LOC120770056|XP_039953109.1|BTRY	LOC117567179|XP_034102892.1|DALB
OG0001085	LOC120771522|XP_039955514.1|BTRY	LOC117571066|XP_034108926.1|DALB
OG0001086	LOC120772561|XP_039957182.1|BTRY	LOC117572129|XP_034110654.1|DALB
OG0001088	LOC120776840|XP_039963800.1|BTRY	LOC117572629|XP_034111479.1|DALB
OG0001089	LOC120777019|XP_039964066.1|BTRY	LOC117567599|XP_034103575.1|DALB
OG0001090	LOC120777604|XP_039964976.1|BTRY	LOC117571369|XP_034109375.1|DALB
OG0001091	LOC120778588|XP_039966388.1|BTRY	LOC117568133|XP_034104432.1|DALB
OG0001092	LOC120769335|XP_039952226.1|BTRY	LOC117565305|XP_034100234.1|DALB
OG0001093	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY	LOC117563550|XP_034097820.1|DALB
OG0001094	LOC120767210|XP_039948952.1|BTRY	LOC117564619|XP_034099364.1|DALB
OG0001095	LOC120781862|XP_039970016.1|BTRY	LOC117567862|XP_034104015.1|DALB
OG0001096	LOC120768377|XP_039950977.1|BTRY	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB
OG0001097	LOC120780020|XP_039968237.1|BTRY	LOC117564048|XP_034098549.1|DALB
OG0001098	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY	LOC117570327|XP_034107764.1|DALB, LOC117567592|XP_034103566.1|DALB
OG0001099	LOC120778474|XP_039966223.1|BTRY	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB
OG0001100	LOC120771180|XP_039955008.1|BTRY	LOC117575479|XP_034115603.1|DALB
OG0001101	LOC120770016|XP_039953043.1|BTRY	LOC117566704|XP_034102141.1|DALB
OG0001102	LOC120778286|XP_039966007.1|BTRY	LOC117567506|XP_034103438.1|DALB
OG0001103	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY	LOC117574165|XP_034113745.1|DALB
OG0001105	LOC120774438|XP_039960012.1|BTRY	LOC117569145|XP_034106083.1|DALB
OG0001106	LOC120779428|XP_039967578.1|BTRY	LOC117573248|XP_034112198.1|DALB
OG0001107	LOC120780409|XP_039968625.1|BTRY, LOC120781937|XP_039970040.1|BTRY, LOC120780445|XP_039968653.1|BTRY	LOC117565098|XP_034099948.1|DALB
OG0001108	LOC120766988|XP_039948725.1|BTRY	LOC117573299|XP_034112294.1|DALB
OG0001111	LOC120772765|XP_039957473.1|BTRY	LOC117568157|XP_034104467.1|DALB, LOC117569127|XP_034106038.1|DALB
OG0001112	LOC120774904|XP_039960706.1|BTRY	LOC117568780|XP_034105509.1|DALB, LOC117568409|XP_034104940.1|DALB
OG0001118	LOC120774999|XP_039960855.1|BTRY	LOC117577856|XP_034118695.1|DALB
OG0001119	LOC120780333|XP_039968562.1|BTRY	LOC117575118|XP_034115107.1|DALB
OG0001120	LOC120775222|XP_039961227.1|BTRY	LOC117576088|XP_034116528.1|DALB
OG0001121	LOC120772138|XP_039956490.1|BTRY	LOC117571825|XP_034110086.1|DALB
OG0001122	LOC120777868|XP_039965354.1|BTRY	LOC117570724|XP_034108429.1|DALB
OG0001124	LOC120780361|XP_039968586.1|BTRY	LOC117575044|XP_034115018.1|DALB
OG0001125	LOC120777575|XP_039964914.1|BTRY	LOC117575376|XP_034115439.1|DALB
OG0001126	LOC120777456|XP_039964712.1|BTRY, LOC120777048|XP_039964093.1|BTRY	LOC117568394|XP_034104898.1|DALB
OG0001127	LOC120778434|XP_039966150.1|BTRY	LOC117569771|XP_034106959.1|DALB
OG0001128	LOC120771012|XP_039954722.1|BTRY	LOC117568896|XP_034105688.1|DALB
OG0001129	LOC120767218|XP_039948965.1|BTRY	LOC117563751|XP_034098123.1|DALB
OG0001130	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY	LOC117564994|XP_034099830.1|DALB
OG0001131	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY	LOC117573165|XP_034112021.1|DALB
OG0001133	LOC120768988|XP_039951754.1|BTRY	LOC117563361|XP_034097542.1|DALB
OG0001134	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY	LOC117568847|XP_034105615.1|DALB
OG0001135	LOC120766891|XP_039948575.1|BTRY	LOC117576431|XP_034117071.1|DALB
OG0001136	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY	LOC117573877|XP_034113245.1|DALB
OG0001137	LOC120766335|XP_039947694.1|BTRY	LOC117574951|XP_034114896.1|DALB
OG0001138	LOC120777554|XP_039964876.1|BTRY	LOC117567042|XP_034102644.1|DALB
OG0001139	LOC120778625|XP_039966443.1|BTRY	LOC117571325|XP_034109302.1|DALB
OG0001140	LOC120771154|XP_039954969.1|BTRY	LOC117573378|XP_034112407.1|DALB
OG0001143	LOC120769261|XP_039952099.1|BTRY	LOC117565782|XP_034100950.1|DALB
OG0001144	LOC120772233|XP_039956658.1|BTRY	LOC117567169|XP_034102875.1|DALB
OG0001145	LOC120771990|XP_039956280.1|BTRY	LOC117570046|XP_034107365.1|DALB, LOC117564647|XP_034099399.1|DALB
OG0001146	LOC120778757|XP_039966668.1|BTRY	LOC117577866|XP_034118712.1|DALB
OG0001153	LOC120771498|XP_039955480.1|BTRY	LOC117568314|XP_034104756.1|DALB
OG0001154	LOC120767238|XP_039949012.1|BTRY	LOC117564345|XP_034098948.1|DALB
OG0001157	LOC120771435|XP_039955370.1|BTRY	LOC117576483|XP_034117145.1|DALB
OG0001158	LOC120769740|XP_039952830.1|BTRY	LOC117565636|XP_034100736.1|DALB
OG0001159	LOC120766559|XP_039948079.1|BTRY	LOC117574869|XP_034114778.1|DALB
OG0001160	LOC120767938|XP_039950243.1|BTRY	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB
OG0001161	LOC120766888|XP_039948568.1|BTRY	LOC117576430|XP_034117067.1|DALB
OG0001162	LOC120766786|XP_039948421.1|BTRY	LOC117574552|XP_034114314.1|DALB
OG0001163	LOC120770850|XP_039954391.1|BTRY	LOC117575205|XP_034115216.1|DALB
OG0001164	LOC120778103|XP_039965743.1|BTRY	LOC117574790|XP_034114637.1|DALB
OG0001165	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY	LOC117569451|XP_034106506.1|DALB
OG0001166	LOC120776737|XP_039963598.1|BTRY	LOC117570607|XP_034108242.1|DALB
OG0001167	LOC120770455|XP_039953883.1|BTRY	LOC117569731|XP_034106896.1|DALB
OG0001168	LOC120771092|XP_039954853.1|BTRY	LOC117571849|XP_034110131.1|DALB
OG0001169	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY	LOC117572465|XP_034111204.1|DALB
