Orthogroup	BTRY.longest_only	DFIC.longest_only
OG0002002	LOC120771088|XP_039954848.1|BTRY	LOC108086747|XP_017039276.1|DFIC
OG0002003	LOC120768124|XP_039950610.1|BTRY	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC
OG0002004	LOC120768071|XP_039950531.1|BTRY	LOC108090620|XP_017044885.1|DFIC
OG0002005	LOC120768433|XP_039951049.1|BTRY	LOC108098252|XP_017056535.1|DFIC
OG0002006	LOC120768995|XP_039951762.1|BTRY	LOC108100863|XP_017060431.1|DFIC
OG0002007	LOC120768444|XP_039951068.1|BTRY	LOC108086321|XP_017038712.1|DFIC, LOC108100975|XP_017060617.1|DFIC
OG0002008	LOC120779457|XP_039967649.1|BTRY	LOC108095006|XP_017051335.1|DFIC
OG0002009	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY	LOC108096547|XP_017053724.1|DFIC
OG0002010	LOC120769613|XP_039952647.1|BTRY	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC
OG0002011	LOC120769493|XP_039952456.1|BTRY	LOC108098358|XP_017056692.1|DFIC
OG0002012	LOC120767387|XP_039949326.1|BTRY	LOC108089818|XP_017043709.1|DFIC
OG0002013	LOC120769127|XP_039951922.1|BTRY	LOC108101236|XP_017060975.1|DFIC
OG0002014	LOC120771209|XP_039955045.1|BTRY	LOC108095188|XP_017051670.1|DFIC
OG0002015	LOC120769638|XP_039952677.1|BTRY	LOC108100810|XP_017060366.1|DFIC
OG0002016	LOC120772236|XP_039956662.1|BTRY	LOC108090449|XP_017044621.1|DFIC
OG0002017	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY	LOC108100059|XP_017059281.1|DFIC
OG0002018	LOC120767880|XP_039950140.1|BTRY	LOC108094353|XP_017050382.1|DFIC
OG0002019	LOC120767713|XP_039949843.1|BTRY	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC
OG0002020	LOC120769272|XP_039952118.1|BTRY	LOC108094457|XP_017050524.1|DFIC
OG0002021	LOC120772968|XP_039957805.1|BTRY	LOC108087825|XP_017040883.1|DFIC
OG0002022	LOC120767733|XP_039949875.1|BTRY	LOC108089932|XP_017043908.1|DFIC
OG0002023	LOC120771303|XP_039955174.1|BTRY	LOC108087117|XP_017039786.1|DFIC
OG0002024	LOC120769476|XP_039952432.1|BTRY	LOC108089253|XP_017042908.1|DFIC
OG0002025	LOC120769378|XP_039952280.1|BTRY	LOC108098702|XP_017057304.1|DFIC
OG0002026	LOC120777293|XP_039964438.1|BTRY	LOC108093584|XP_017049198.1|DFIC
OG0002027	LOC120772974|XP_039957816.1|BTRY	LOC108096603|XP_017053790.1|DFIC
OG0002028	LOC120771529|XP_039955521.1|BTRY	LOC108090805|XP_017045148.1|DFIC
OG0002029	LOC120777455|XP_039964710.1|BTRY	LOC108089723|XP_017043591.1|DFIC
OG0002030	LOC120771727|XP_039955816.1|BTRY	LOC108101920|XP_017061987.1|DFIC
OG0002031	LOC120780129|XP_039968344.1|BTRY	LOC108096918|XP_017054358.1|DFIC
OG0002032	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY	LOC108098503|XP_017056920.1|DFIC
OG0002033	LOC120773383|XP_039958147.1|BTRY	LOC108091226|XP_017045820.1|DFIC
OG0002034	LOC120773477|XP_039958329.1|BTRY	LOC108097225|XP_017054873.1|DFIC
OG0002035	LOC120776579|XP_039963283.1|BTRY	LOC108099615|XP_017058727.1|DFIC
OG0002036	LOC120782530|XP_039970783.1|BTRY	LOC108098765|XP_017057386.1|DFIC
OG0002037	LOC120775610|XP_039961784.1|BTRY	LOC108100207|XP_017059470.1|DFIC
OG0002038	LOC120782344|XP_039970511.1|BTRY	LOC108093113|XP_017048547.1|DFIC, LOC108101118|XP_017060827.1|DFIC
OG0002039	LOC120781402|XP_039969547.1|BTRY	LOC108091718|XP_017046549.1|DFIC
OG0002040	LOC120780294|XP_039968512.1|BTRY	LOC108100432|XP_017059842.1|DFIC
OG0002041	LOC120770828|XP_039954348.1|BTRY	LOC108090432|XP_017044594.1|DFIC
OG0002042	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY	LOC108093543|XP_017049126.1|DFIC
OG0002043	LOC120782311|XP_039970461.1|BTRY	LOC108090217|XP_017044299.1|DFIC
OG0002044	LOC120767038|XP_039948817.1|BTRY	LOC108088454|XP_017041723.1|DFIC
OG0002045	LOC120766980|XP_039948710.1|BTRY	LOC108099658|XP_017058781.1|DFIC
OG0002046	LOC120774522|XP_039960152.1|BTRY	LOC108092801|XP_017048061.1|DFIC
OG0002048	LOC120766304|XP_039947653.1|BTRY	LOC108087914|XP_017040988.1|DFIC
OG0002049	LOC120766463|XP_039947926.1|BTRY	LOC108102032|XP_017062136.1|DFIC
OG0002050	LOC120771772|XP_039955899.1|BTRY	LOC108097145|XP_017054747.1|DFIC
OG0002051	LOC120772938|XP_039957776.1|BTRY	LOC108086407|XP_017038798.1|DFIC
OG0002052	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY	LOC108089347|XP_017043017.1|DFIC
OG0002053	LOC120782891|XP_039971374.1|BTRY	LOC108099557|XP_017058632.1|DFIC
OG0002054	LOC120766409|XP_039947794.1|BTRY	LOC108090130|XP_017044155.1|DFIC
OG0002055	LOC120767028|XP_039948808.1|BTRY	LOC108088037|XP_017041160.1|DFIC
OG0002056	LOC120776501|XP_039963129.1|BTRY	LOC108089435|XP_017043154.1|DFIC
OG0002057	LOC120769761|XP_039952858.1|BTRY	LOC108089142|XP_017042752.1|DFIC
OG0002058	LOC120782238|XP_039970339.1|BTRY	LOC108099146|XP_017057981.1|DFIC
OG0002059	LOC120767646|XP_039949754.1|BTRY	LOC108095851|XP_017052638.1|DFIC
OG0002060	LOC120770532|XP_039954018.1|BTRY	LOC108086738|XP_017039259.1|DFIC
OG0002061	LOC120770141|XP_039953262.1|BTRY	LOC108090902|XP_017045307.1|DFIC
OG0002062	LOC120774098|XP_039959381.1|BTRY	LOC108092779|XP_017048013.1|DFIC
OG0002063	LOC120773584|XP_039958505.1|BTRY	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC
OG0002064	LOC120774014|XP_039959228.1|BTRY	LOC108100466|XP_017059885.1|DFIC
OG0002065	LOC120776962|XP_039963987.1|BTRY	LOC108099106|XP_017057917.1|DFIC
OG0002066	LOC120782671|XP_039970987.1|BTRY	LOC108096604|XP_017053800.1|DFIC
OG0002067	LOC120772472|XP_039957045.1|BTRY	LOC108090806|XP_017045151.1|DFIC
OG0002068	LOC120770529|XP_039954012.1|BTRY	LOC108096882|XP_017054312.1|DFIC
OG0002069	LOC120774329|XP_039959813.1|BTRY	LOC108095714|XP_017052378.1|DFIC
OG0002070	LOC120766998|XP_039948742.1|BTRY	LOC108092146|XP_017047150.1|DFIC
OG0002071	LOC120767075|XP_039948871.1|BTRY	LOC108095773|XP_017052507.1|DFIC
OG0002072	LOC120772197|XP_039956596.1|BTRY	LOC108093922|XP_017049780.1|DFIC
OG0002074	LOC120770190|XP_039953355.1|BTRY	LOC108101925|XP_017061993.1|DFIC
OG0002075	LOC120778752|XP_039966662.1|BTRY	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC
OG0002076	LOC120772866|XP_039957631.1|BTRY	LOC108096691|XP_017053983.1|DFIC
OG0002077	LOC120772483|XP_039957062.1|BTRY	LOC108100294|XP_017059581.1|DFIC
OG0002078	LOC120778306|XP_039966032.1|BTRY, LOC120771839|XP_039956016.1|BTRY, LOC120776529|XP_039963196.1|BTRY	LOC108094753|XP_017050999.1|DFIC
OG0002079	LOC120776434|XP_039963022.1|BTRY, LOC120776433|XP_039963021.1|BTRY, LOC120776436|XP_039963023.1|BTRY	LOC108100380|XP_017059723.1|DFIC
OG0002080	LOC120771729|XP_039955819.1|BTRY	LOC108093803|XP_017049598.1|DFIC
OG0002081	LOC120772038|XP_039956343.1|BTRY	LOC108090855|XP_017045225.1|DFIC
OG0002082	LOC120770293|XP_039953572.1|BTRY	LOC108090419|XP_017044567.1|DFIC
OG0002084	LOC120770021|XP_039953052.1|BTRY	LOC108096922|XP_017054362.1|DFIC
OG0002085	LOC120771018|XP_039954727.1|BTRY	LOC108096706|XP_017054028.1|DFIC
OG0002086	LOC120772116|XP_039956461.1|BTRY	LOC108096941|XP_017054388.1|DFIC
OG0002087	LOC120776621|XP_039963352.1|BTRY	LOC108100270|XP_017059543.1|DFIC
OG0002088	LOC120776500|XP_039963124.1|BTRY	LOC108100427|XP_017059821.1|DFIC
OG0002089	LOC120771504|XP_039955492.1|BTRY	LOC108090405|XP_017044546.1|DFIC
OG0002090	LOC120778458|XP_039966190.1|BTRY	LOC108095443|XP_017052041.1|DFIC
OG0002091	LOC120772034|XP_039956339.1|BTRY	LOC108090675|XP_017044950.1|DFIC
OG0002092	LOC120776973|XP_039964000.1|BTRY	LOC108089469|XP_017043211.1|DFIC
OG0002093	LOC120772955|XP_039957792.1|BTRY	LOC108090763|XP_017045092.1|DFIC
OG0002094	LOC120782021|XP_039970113.1|BTRY, LOC120772120|XP_039956465.1|BTRY	LOC108090687|XP_017044962.1|DFIC
OG0002095	LOC120773387|XP_039958155.1|BTRY	LOC108097765|XP_017055776.1|DFIC
OG0002097	LOC120771345|XP_039955226.1|BTRY	LOC108090753|XP_017045074.1|DFIC
OG0002098	LOC120778313|XP_039966040.1|BTRY	LOC108088876|XP_017042359.1|DFIC
OG0002099	LOC120782448|XP_039970668.1|BTRY	LOC108097612|XP_017055510.1|DFIC
OG0002100	LOC120779044|XP_039967109.1|BTRY	LOC108096419|XP_017053489.1|DFIC
OG0002101	LOC120770414|XP_039953783.1|BTRY	LOC108090364|XP_017044482.1|DFIC
OG0002102	LOC120771001|XP_039954692.1|BTRY	LOC108094881|XP_017051201.1|DFIC
OG0002103	LOC120776466|XP_039963070.1|BTRY	LOC108097689|XP_017055646.1|DFIC
OG0002106	LOC120778715|XP_039966612.1|BTRY, LOC120775314|XP_039961388.1|BTRY	LOC108097718|XP_017055699.1|DFIC
OG0002107	LOC120768573|XP_039951255.1|BTRY	LOC108100064|XP_017059287.1|DFIC
OG0002108	LOC120766185|XP_039947475.1|BTRY	LOC108092220|XP_017047242.1|DFIC
OG0002109	LOC120771385|XP_039955326.1|BTRY	LOC108086798|XP_017039328.1|DFIC
OG0002117	LOC120775672|XP_039961884.1|BTRY	LOC108094936|XP_017051284.1|DFIC
OG0002119	LOC120782169|XP_039970240.1|BTRY	LOC108095813|XP_017052575.1|DFIC
OG0002120	LOC120779722|XP_039968021.1|BTRY	LOC108095035|XP_017051407.1|DFIC
OG0002121	LOC120770229|XP_039953448.1|BTRY	LOC108086560|XP_017039002.1|DFIC
OG0002123	LOC120767337|XP_039949215.1|BTRY	LOC108100797|XP_017060340.1|DFIC
OG0002124	LOC120775759|XP_039962026.1|BTRY	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC
OG0002125	LOC120771596|XP_039955601.1|BTRY	LOC108087657|XP_017040634.1|DFIC
OG0002126	LOC120779102|XP_039967204.1|BTRY	LOC108096461|XP_017053557.1|DFIC
OG0002127	LOC120774307|XP_039959772.1|BTRY	LOC108098082|XP_017056273.1|DFIC
OG0002128	LOC120773874|XP_039958962.1|BTRY	LOC108088610|XP_017041984.1|DFIC
OG0002129	LOC120769003|XP_039951780.1|BTRY	LOC108087986|XP_017041076.1|DFIC
OG0002130	LOC120775666|XP_039961869.1|BTRY	LOC108097058|XP_017054583.1|DFIC
OG0002131	LOC120766285|XP_039947621.1|BTRY	LOC108087342|XP_017040171.1|DFIC
OG0002132	LOC120768065|XP_039950519.1|BTRY	LOC108089239|XP_017042889.1|DFIC
OG0002133	LOC120775535|XP_039961691.1|BTRY	LOC108095573|XP_017052213.1|DFIC
OG0002134	LOC120774399|XP_039959952.1|BTRY	LOC108092787|XP_017048041.1|DFIC
OG0002135	LOC120774092|XP_039959360.1|BTRY, LOC120776012|XP_039962389.1|BTRY	LOC108097921|XP_017055959.1|DFIC
OG0002136	LOC120781308|XP_039969442.1|BTRY	LOC108088506|XP_017041826.1|DFIC
OG0002137	LOC120773714|XP_039958693.1|BTRY	LOC108087143|XP_017039843.1|DFIC
OG0002138	LOC120774425|XP_039959993.1|BTRY	LOC108091108|XP_017045620.1|DFIC
OG0002139	LOC120774492|XP_039960097.1|BTRY	LOC108091302|XP_017045914.1|DFIC
OG0002140	LOC120775870|XP_039962174.1|BTRY	LOC108088683|XP_017042113.1|DFIC
OG0002141	LOC120780589|XP_039968783.1|BTRY	LOC108094854|XP_017051154.1|DFIC
OG0002142	LOC120780614|XP_039968812.1|BTRY	LOC108098652|XP_017057217.1|DFIC
OG0002143	LOC120768579|XP_039951269.1|BTRY	LOC108101317|XP_017061109.1|DFIC
OG0002144	LOC120779093|XP_039967190.1|BTRY	LOC108101978|XP_017062062.1|DFIC, LOC108101977|XP_017062061.1|DFIC
OG0002145	LOC120779008|XP_039967065.1|BTRY	LOC108101124|XP_017060837.1|DFIC
OG0002146	LOC120777451|XP_039964709.1|BTRY	LOC108098557|XP_017057051.1|DFIC
OG0002147	LOC120775231|XP_039961238.1|BTRY	LOC108095545|XP_017052163.1|DFIC
OG0002148	LOC120776565|XP_039963261.1|BTRY, LOC120776564|XP_039963260.1|BTRY	LOC108099016|XP_017057739.1|DFIC
OG0002149	LOC120779909|XP_039968188.1|BTRY	LOC108095048|XP_017051439.1|DFIC
OG0002150	LOC120774658|XP_039960320.1|BTRY	LOC108094675|XP_017050880.1|DFIC
OG0002151	LOC120774426|XP_039959994.1|BTRY	LOC108089259|XP_017042916.1|DFIC
OG0002152	LOC120768670|XP_039951389.1|BTRY	LOC108087172|XP_017039904.1|DFIC
OG0002153	LOC120779000|XP_039967040.1|BTRY	LOC108088381|XP_017041618.1|DFIC
OG0002154	LOC120774004|XP_039959214.1|BTRY	LOC108097303|XP_017055007.1|DFIC
OG0002155	LOC120782501|XP_039970742.1|BTRY	LOC108086794|XP_017039322.1|DFIC
OG0002156	LOC120777357|XP_039964559.1|BTRY	LOC108088801|XP_017042259.1|DFIC
OG0002157	LOC120782568|XP_039970840.1|BTRY	LOC108087208|XP_017039962.1|DFIC
OG0002158	LOC120770530|XP_039954015.1|BTRY	LOC108096883|XP_017054313.1|DFIC
OG0002159	LOC120778695|XP_039966587.1|BTRY	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC
OG0002161	LOC120778165|XP_039965837.1|BTRY	LOC108088045|XP_017041169.1|DFIC
OG0002162	LOC120769743|XP_039952873.1|BTRY, LOC120777117|XP_039964189.1|BTRY	LOC108087319|XP_017040139.1|DFIC
OG0002163	LOC120775200|XP_039961197.1|BTRY	LOC108092988|XP_017048370.1|DFIC
OG0002164	LOC120777436|XP_039964677.1|BTRY	LOC108095978|XP_017052811.1|DFIC
OG0002165	LOC120777673|XP_039965076.1|BTRY	LOC108098216|XP_017056483.1|DFIC
OG0002166	LOC120769440|XP_039952357.1|BTRY	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC
OG0002167	LOC120771298|XP_039955167.1|BTRY, LOC120780128|XP_039968343.1|BTRY	LOC108095250|XP_017051767.1|DFIC
OG0002168	LOC120774016|XP_039959233.1|BTRY	LOC108090804|XP_017045147.1|DFIC
OG0002169	LOC120776572|XP_039963269.1|BTRY	LOC108087562|XP_017040478.1|DFIC
OG0002170	LOC120779906|XP_039968187.1|BTRY	LOC108098406|XP_017056778.1|DFIC
OG0002171	LOC120782875|XP_039971355.1|BTRY	LOC108087134|XP_017039821.1|DFIC
OG0002172	LOC120782385|XP_039970562.1|BTRY	LOC108091668|XP_017046470.1|DFIC
OG0002173	LOC120769489|XP_039952453.1|BTRY	LOC108100077|XP_017059306.1|DFIC
OG0002174	LOC120766345|XP_039947706.1|BTRY	LOC108092128|XP_017047121.1|DFIC
OG0002175	LOC120766346|XP_039947707.1|BTRY	LOC108092129|XP_017047122.1|DFIC
OG0002176	LOC120777817|XP_039965291.1|BTRY	LOC108088005|XP_017041106.1|DFIC
OG0002177	LOC120782633|XP_039970935.1|BTRY	LOC108087047|XP_017039714.1|DFIC
OG0002178	LOC120776177|XP_039962728.1|BTRY	LOC108086559|XP_017039001.1|DFIC
OG0002179	LOC120780756|XP_039968945.1|BTRY	LOC108095929|XP_017052754.1|DFIC
OG0002180	LOC120782301|XP_039970445.1|BTRY	LOC108099380|XP_017058362.1|DFIC
OG0002181	LOC120775451|XP_039961571.1|BTRY	LOC108097753|XP_017055753.1|DFIC
OG0002182	LOC120767932|XP_039950230.1|BTRY	LOC108098587|XP_017057116.1|DFIC
OG0002183	LOC120771506|XP_039955493.1|BTRY	LOC108095249|XP_017051766.1|DFIC
OG0002184	LOC120772371|XP_039956882.1|BTRY	LOC108092105|XP_017047088.1|DFIC
OG0002185	LOC120774548|XP_039960216.1|BTRY	LOC108097232|XP_017054891.1|DFIC
OG0002186	LOC120782727|XP_039971089.1|BTRY	LOC108088137|XP_017041290.1|DFIC
OG0002187	LOC120776616|XP_039963345.1|BTRY	LOC108099599|XP_017058704.1|DFIC
OG0002188	LOC120772246|XP_039956676.1|BTRY, LOC120780043|XP_039968250.1|BTRY	LOC108090744|XP_017045058.1|DFIC
OG0002189	LOC120780476|XP_039968686.1|BTRY	LOC108087726|XP_017040736.1|DFIC
OG0002190	LOC120772217|XP_039956633.1|BTRY	LOC108087229|XP_017040002.1|DFIC
OG0002191	LOC120777624|XP_039965011.1|BTRY	LOC108096280|XP_017053235.1|DFIC
OG0002192	LOC120778176|XP_039965845.1|BTRY	LOC108099957|XP_017059126.1|DFIC
OG0002193	LOC120782496|XP_039970734.1|BTRY	LOC108087263|XP_017040059.1|DFIC
OG0002194	LOC120766641|XP_039948194.1|BTRY	LOC108088373|XP_017041607.1|DFIC
OG0002195	LOC120782513|XP_039970755.1|BTRY	LOC108091954|XP_017046840.1|DFIC
OG0002196	LOC120782698|XP_039971032.1|BTRY	LOC108098770|XP_017057391.1|DFIC
OG0002197	LOC120782519|XP_039970762.1|BTRY	LOC108099055|XP_017057812.1|DFIC
OG0002198	LOC120766982|XP_039948711.1|BTRY	LOC108098571|XP_017057083.1|DFIC
OG0002199	LOC120782742|XP_039971109.1|BTRY	LOC108097649|XP_017055569.1|DFIC
OG0002200	LOC120780430|XP_039968640.1|BTRY	LOC108095608|XP_017052261.1|DFIC
OG0002202	LOC120769735|XP_039952825.1|BTRY	LOC108091962|XP_017046856.1|DFIC
OG0002203	LOC120768318|XP_039950895.1|BTRY	LOC108092093|XP_017047072.1|DFIC
OG0002204	LOC120774250|XP_039959651.1|BTRY	LOC108095814|XP_017052576.1|DFIC
OG0002205	LOC120766979|XP_039948709.1|BTRY	LOC108087106|XP_017039777.1|DFIC
OG0002206	LOC120766255|XP_039947575.1|BTRY	LOC108095727|XP_017052391.1|DFIC
OG0002207	LOC120782703|XP_039971043.1|BTRY	LOC108102300|XP_017062551.1|DFIC
OG0002208	LOC120766200|XP_039947494.1|BTRY	LOC108086288|XP_017038666.1|DFIC
OG0002209	LOC120772440|XP_039956991.1|BTRY	LOC108097301|XP_017055005.1|DFIC
OG0002210	LOC120782766|XP_039971161.1|BTRY	LOC108090205|XP_017044284.1|DFIC
OG0002211	LOC120772181|XP_039956567.1|BTRY	LOC108087311|XP_017040120.1|DFIC
OG0002212	LOC120766260|XP_039947580.1|BTRY	LOC108088006|XP_017041107.1|DFIC
OG0002213	LOC120771487|XP_039955464.1|BTRY	LOC108091823|XP_017046690.1|DFIC
OG0002214	LOC120766242|XP_039947559.1|BTRY	LOC108099299|XP_017058184.1|DFIC
OG0002215	LOC120773612|XP_039958583.1|BTRY	LOC108098822|XP_017057464.1|DFIC
OG0002216	LOC120771455|XP_039955400.1|BTRY	LOC108088458|XP_017041731.1|DFIC
OG0002217	LOC120782590|XP_039970875.1|BTRY	LOC108092209|XP_017047227.1|DFIC
OG0002218	LOC120773744|XP_039958739.1|BTRY	LOC108094621|XP_017050793.1|DFIC
OG0002219	LOC120782215|XP_039970309.1|BTRY	LOC108091699|XP_017046520.1|DFIC
OG0002220	LOC120778357|XP_039966078.1|BTRY	LOC108091581|XP_017046346.1|DFIC
OG0002221	LOC120777064|XP_039964122.1|BTRY, LOC120777060|XP_039964107.1|BTRY	LOC108087543|XP_017040441.1|DFIC
OG0002222	LOC120770939|XP_039954583.1|BTRY	LOC108101839|XP_017061841.1|DFIC
OG0002223	LOC120772878|XP_039957654.1|BTRY	LOC108090348|XP_017044458.1|DFIC
OG0002224	LOC120781272|XP_039969397.1|BTRY	LOC108093623|XP_017049250.1|DFIC
OG0002225	LOC120778238|XP_039965929.1|BTRY	LOC108086987|XP_017039606.1|DFIC
OG0002226	LOC120770385|XP_039953740.1|BTRY	LOC108094260|XP_017050214.1|DFIC
OG0002227	LOC120771486|XP_039955458.1|BTRY	LOC108096647|XP_017053900.1|DFIC
OG0002228	LOC120771656|XP_039955705.1|BTRY	LOC108101584|XP_017061485.1|DFIC
OG0002229	LOC120773050|XP_039957915.1|BTRY	LOC108101849|XP_017061857.1|DFIC
OG0002230	LOC120770234|XP_039953455.1|BTRY	LOC108096628|XP_017053863.1|DFIC
OG0002231	LOC120771227|XP_039955072.1|BTRY	LOC108094308|XP_017050318.1|DFIC
OG0002232	LOC120781262|XP_039969351.1|BTRY, LOC120781261|XP_039969349.1|BTRY, LOC120781255|XP_039969340.1|BTRY	LOC108095239|XP_017051756.1|DFIC
OG0002233	LOC120778278|XP_039965998.1|BTRY	LOC108089607|XP_017043457.1|DFIC
OG0002235	LOC120772533|XP_039957135.1|BTRY	LOC108096717|XP_017054041.1|DFIC
OG0002236	LOC120771370|XP_039955263.1|BTRY	LOC108090825|XP_017045174.1|DFIC
OG0002237	LOC120771521|XP_039955513.1|BTRY	LOC108090738|XP_017045050.1|DFIC
OG0002238	LOC120769974|XP_039952978.1|BTRY	LOC108094314|XP_017050331.1|DFIC
OG0002239	LOC120770376|XP_039953727.1|BTRY	LOC108096779|XP_017054143.1|DFIC
OG0002240	LOC120772781|XP_039957493.1|BTRY	LOC108096755|XP_017054103.1|DFIC
OG0002241	LOC120778384|XP_039966105.1|BTRY	LOC108087444|XP_017040286.1|DFIC
OG0002242	LOC120776862|XP_039963842.1|BTRY	LOC108089040|XP_017042634.1|DFIC
OG0002243	LOC120768263|XP_039950794.1|BTRY	LOC108093345|XP_017048842.1|DFIC
OG0002244	LOC120777793|XP_039965258.1|BTRY	LOC108099852|XP_017058987.1|DFIC
OG0002245	LOC120777233|XP_039964349.1|BTRY	LOC108096294|XP_017053256.1|DFIC
OG0002246	LOC120771006|XP_039954701.1|BTRY	LOC108094326|XP_017050358.1|DFIC
OG0002247	LOC120778552|XP_039966337.1|BTRY	LOC108096510|XP_017053608.1|DFIC, LOC108090808|XP_017045153.1|DFIC
OG0002248	LOC120778173|XP_039965843.1|BTRY, LOC120778810|XP_039966747.1|BTRY	LOC108100445|XP_017059859.1|DFIC
OG0002249	LOC120777043|XP_039964088.1|BTRY	LOC108089064|XP_017042662.1|DFIC
OG0002250	LOC120772826|XP_039957567.1|BTRY	LOC108095252|XP_017051769.1|DFIC
OG0002251	LOC120772890|XP_039957694.1|BTRY	LOC108095109|XP_017051536.1|DFIC
OG0002252	LOC120772168|XP_039956542.1|BTRY	LOC108095219|XP_017051724.1|DFIC
OG0002253	LOC120770911|XP_039954522.1|BTRY	LOC108101902|XP_017061960.1|DFIC
OG0002254	LOC120766760|XP_039948372.1|BTRY	LOC108099339|XP_017058304.1|DFIC
OG0002255	LOC120775528|XP_039961683.1|BTRY	LOC108097416|XP_017055170.1|DFIC
OG0002256	LOC120773042|XP_039957905.1|BTRY	LOC108096669|XP_017053930.1|DFIC
OG0002257	LOC120771877|XP_039956066.1|BTRY	LOC108086430|XP_017038825.1|DFIC
OG0002258	LOC120778840|XP_039966797.1|BTRY, LOC120777948|XP_039965494.1|BTRY	LOC108093143|XP_017048577.1|DFIC
OG0002259	LOC120773946|XP_039959096.1|BTRY	LOC108094641|XP_017050832.1|DFIC
OG0002260	LOC120778607|XP_039966417.1|BTRY	LOC108100465|XP_017059883.1|DFIC
OG0002261	LOC120777953|XP_039965500.1|BTRY	LOC108088901|XP_017042392.1|DFIC
OG0002262	LOC120780102|XP_039968319.1|BTRY	LOC108090839|XP_017045194.1|DFIC
OG0002263	LOC120777692|XP_039965099.1|BTRY	LOC108089629|XP_017043481.1|DFIC
OG0002264	LOC120770936|XP_039954578.1|BTRY	LOC108101837|XP_017061840.1|DFIC
OG0002265	LOC120778554|XP_039966339.1|BTRY	LOC108089699|XP_017043536.1|DFIC
OG0002266	LOC120778689|XP_039966568.1|BTRY	LOC108100154|XP_017059400.1|DFIC
OG0002267	LOC120776839|XP_039963799.1|BTRY	LOC108093872|XP_017049707.1|DFIC
OG0002268	LOC120777703|XP_039965117.1|BTRY	LOC108093177|XP_017048622.1|DFIC
OG0002269	LOC120771964|XP_039956233.1|BTRY	LOC108087664|XP_017040642.1|DFIC
OG0002270	LOC120771342|XP_039955222.1|BTRY	LOC108094001|XP_017049913.1|DFIC
OG0002271	LOC120777520|XP_039964823.1|BTRY	LOC108093744|XP_017049503.1|DFIC
OG0002272	LOC120776838|XP_039963798.1|BTRY	LOC108100399|XP_017059772.1|DFIC
OG0002273	LOC120779177|XP_039967349.1|BTRY	LOC108096319|XP_017053312.1|DFIC
OG0002274	LOC120779182|XP_039967360.1|BTRY	LOC108093572|XP_017049157.1|DFIC
OG0002275	LOC120777698|XP_039965106.1|BTRY	LOC108099913|XP_017059063.1|DFIC
OG0002276	LOC120776330|XP_039962794.1|BTRY	LOC108100334|XP_017059633.1|DFIC
OG0002277	LOC120776334|XP_039962802.1|BTRY	LOC108100628|XP_017060118.1|DFIC
OG0002278	LOC120776981|XP_039964014.1|BTRY, LOC120782013|XP_039970106.1|BTRY	LOC108088939|XP_017042451.1|DFIC
OG0002279	LOC120776414|XP_039962977.1|BTRY	LOC108096342|XP_017053378.1|DFIC
OG0002280	LOC120776635|XP_039963387.1|BTRY	LOC108089419|XP_017043112.1|DFIC
OG0002281	LOC120778106|XP_039965742.1|BTRY	LOC108089466|XP_017043206.1|DFIC
OG0002282	LOC120778021|XP_039965626.1|BTRY	LOC108099127|XP_017057953.1|DFIC
OG0002283	LOC120772928|XP_039957762.1|BTRY	LOC108087689|XP_017040685.1|DFIC
OG0002284	LOC120772674|XP_039957345.1|BTRY	LOC108101453|XP_017061284.1|DFIC
OG0002285	LOC120777223|XP_039964337.1|BTRY	LOC108095383|XP_017051951.1|DFIC
OG0002286	LOC120776729|XP_039963588.1|BTRY	LOC108096864|XP_017054278.1|DFIC
OG0002287	LOC120771279|XP_039955139.1|BTRY	LOC108093995|XP_017049905.1|DFIC
OG0002288	LOC120778775|XP_039966690.1|BTRY	LOC108093728|XP_017049463.1|DFIC
OG0002289	LOC120778582|XP_039966383.1|BTRY	LOC108088972|XP_017042493.1|DFIC
OG0002290	LOC120782139|XP_039970212.1|BTRY	LOC108093388|XP_017048895.1|DFIC
OG0002291	LOC120772918|XP_039957752.1|BTRY, LOC120771641|XP_039955675.1|BTRY	LOC108093817|XP_017049621.1|DFIC
OG0002292	LOC120770846|XP_039954380.1|BTRY	LOC108094312|XP_017050329.1|DFIC
OG0002293	LOC120771024|XP_039954734.1|BTRY	LOC108086317|XP_017038707.1|DFIC
