Orthogroup	BTRY.longest_only	DANA.longest_only
OG0001938	LOC120771881|XP_039956074.1|BTRY	LOC6495268|XP_001958733.1|DANA
OG0001939	LOC120771918|XP_039956142.1|BTRY	LOC6495581|XP_001959138.1|DANA
OG0001940	LOC120773102|XP_039958007.1|BTRY	LOC6494558|XP_032306917.1|DANA
OG0001941	LOC120778078|XP_039965706.1|BTRY	LOC6507676|XP_014765402.1|DANA
OG0001942	LOC120772531|XP_039957133.1|BTRY	LOC6494626|XP_032306812.1|DANA
OG0001943	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY	LOC6493184|XP_001957217.1|DANA
OG0001944	LOC120778575|XP_039966373.1|BTRY	LOC6507488|XP_001955902.1|DANA
OG0001945	LOC120771554|XP_039955549.1|BTRY	LOC6494097|XP_032306517.1|DANA
OG0001946	LOC120772230|XP_039956656.1|BTRY	LOC6496025|XP_001960070.1|DANA
OG0001947	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY	LOC6494536|XP_001960151.1|DANA
OG0001948	LOC120776857|XP_039963837.1|BTRY	LOC6505095|XP_001965475.2|DANA
OG0001949	LOC120778048|XP_039965657.1|BTRY	LOC6506936|XP_001956954.2|DANA
OG0001950	LOC120782371|XP_039970542.1|BTRY	LOC6500042|XP_032305691.1|DANA
OG0001951	LOC120772577|XP_039957214.1|BTRY	LOC6494193|XP_032307115.1|DANA
OG0001952	LOC120772022|XP_039956323.1|BTRY	LOC6496760|XP_001965809.2|DANA
OG0001953	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY	LOC6495171|XP_001958914.1|DANA
OG0001954	LOC120770100|XP_039953205.1|BTRY	LOC6494995|XP_001959255.1|DANA
OG0001955	LOC120772766|XP_039957475.1|BTRY	LOC6496603|XP_001961234.1|DANA
OG0001956	LOC120777376|XP_039964599.1|BTRY	LOC6506444|XP_001957869.3|DANA
OG0001957	LOC120772177|XP_039956559.1|BTRY	LOC6495655|XP_001959316.1|DANA
OG0001958	LOC120770258|XP_039953498.1|BTRY	LOC6495789|XP_032306308.1|DANA
OG0001959	LOC120778938|XP_039966929.1|BTRY	LOC6506779|XP_001957258.1|DANA
OG0001960	LOC120776344|XP_039962830.1|BTRY	LOC6507399|XP_001956088.1|DANA
OG0001961	LOC120770306|XP_039953608.1|BTRY	LOC6496185|XP_001960400.2|DANA
OG0001962	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY	LOC6496475|XP_032306524.1|DANA
OG0001963	LOC120772630|XP_039957286.1|BTRY	LOC6506568|XP_001957628.1|DANA
OG0001964	LOC120777367|XP_039964570.1|BTRY	LOC6493507|XP_001957892.1|DANA
OG0001965	LOC120778986|XP_039967018.1|BTRY	LOC6506177|XP_001958400.1|DANA
OG0001966	LOC120782546|XP_039970810.1|BTRY	LOC6499206|XP_001955113.3|DANA
OG0001967	LOC120771395|XP_039955295.1|BTRY	LOC6495648|XP_001959296.1|DANA
OG0001968	LOC120778717|XP_039966614.1|BTRY	LOC6506459|XP_001957836.1|DANA
OG0001969	LOC120770952|XP_039954600.1|BTRY	LOC6496507|XP_001961042.1|DANA
OG0001970	LOC120772750|XP_039957446.1|BTRY	LOC6496376|XP_001960788.1|DANA
OG0001971	LOC120768970|XP_039951699.1|BTRY	LOC6494607|XP_001960020.1|DANA
OG0001972	LOC120771026|XP_039954736.1|BTRY	LOC6502662|XP_001953810.1|DANA
OG0001973	LOC120771553|XP_039955548.1|BTRY	LOC6495901|XP_001959820.2|DANA
OG0001974	LOC120770989|XP_039954670.1|BTRY	LOC6495929|XP_032306339.1|DANA
OG0001975	LOC120778480|XP_039966230.1|BTRY	LOC6507536|XP_001955877.1|DANA
OG0001976	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY	LOC6495148|XP_001958958.1|DANA
OG0001977	LOC120767534|XP_039949559.1|BTRY	LOC6498248|XP_001962393.1|DANA
OG0001978	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY	LOC6506124|XP_032309509.1|DANA, LOC6497629|XP_001961675.1|DANA
OG0001979	LOC120767436|XP_039949433.1|BTRY	LOC6505489|XP_032311142.1|DANA
OG0001980	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY	LOC6497864|XP_001961593.1|DANA
OG0001981	LOC120768074|XP_039950537.1|BTRY	LOC6498322|XP_014762072.1|DANA
OG0001982	LOC120769190|XP_039952018.1|BTRY	LOC26515266|XP_014760161.1|DANA
OG0001983	LOC120773400|XP_039958190.1|BTRY	LOC6502733|XP_032309795.1|DANA
OG0001984	LOC120769382|XP_039952284.1|BTRY	LOC6498213|XP_001962313.1|DANA
OG0001985	LOC120780145|XP_039968365.1|BTRY	LOC6505437|XP_001964904.1|DANA
OG0001986	LOC120768862|XP_039951551.1|BTRY	LOC6497308|XP_001962350.1|DANA
OG0001987	LOC120774159|XP_039959505.1|BTRY	LOC6503656|XP_032308432.1|DANA
OG0001988	LOC120770037|XP_039953086.1|BTRY	LOC6494646|XP_001959942.1|DANA
OG0001989	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY	LOC6497848|XP_001961563.1|DANA
OG0001991	LOC120768755|XP_039951461.1|BTRY	LOC26514679|XP_032309416.1|DANA
OG0001992	LOC120768570|XP_039951253.1|BTRY	LOC6497017|XP_032311119.1|DANA
OG0001993	LOC120768392|XP_039950998.1|BTRY	LOC6498511|XP_001962973.1|DANA
OG0001994	LOC120773364|XP_039958128.1|BTRY	LOC6501109|XP_014766894.1|DANA
OG0001995	LOC120781538|XP_039969703.1|BTRY	LOC6498436|XP_001962816.1|DANA
OG0001996	LOC120767965|XP_039950302.1|BTRY	LOC6497215|XP_032307580.1|DANA
OG0001997	LOC120770842|XP_039954372.1|BTRY	LOC6494437|XP_001960315.1|DANA
OG0001998	LOC120770212|XP_039953400.1|BTRY	LOC6497309|XP_001962348.1|DANA
OG0001999	LOC120771449|XP_039955391.1|BTRY	LOC6494992|XP_032307087.1|DANA
OG0002000	LOC120769380|XP_039952283.1|BTRY	LOC6497459|XP_001962032.2|DANA
OG0002001	LOC120767679|XP_039949788.1|BTRY	LOC6497897|XP_001961669.3|DANA
OG0002002	LOC120771088|XP_039954848.1|BTRY	LOC6495712|XP_001959418.1|DANA
OG0002003	LOC120768124|XP_039950610.1|BTRY	LOC6498361|XP_001962622.1|DANA
OG0002004	LOC120768071|XP_039950531.1|BTRY	LOC6497911|XP_014761883.1|DANA
OG0002005	LOC120768433|XP_039951049.1|BTRY	LOC6497758|XP_032307328.1|DANA
OG0002006	LOC120768995|XP_039951762.1|BTRY	LOC6498667|XP_014762234.1|DANA
OG0002007	LOC120768444|XP_039951068.1|BTRY	LOC6498034|XP_001961940.2|DANA
OG0002008	LOC120779457|XP_039967649.1|BTRY	LOC6501774|XP_032308049.1|DANA
OG0002009	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY	LOC6496388|XP_001960803.1|DANA
OG0002010	LOC120769613|XP_039952647.1|BTRY	LOC6497174|XP_001962624.1|DANA
OG0002011	LOC120769493|XP_039952456.1|BTRY	LOC6498262|XP_001962421.1|DANA
OG0002012	LOC120767387|XP_039949326.1|BTRY	LOC6497209|XP_001962553.2|DANA
OG0002013	LOC120769127|XP_039951922.1|BTRY	LOC6498025|XP_014761934.1|DANA
OG0002014	LOC120771209|XP_039955045.1|BTRY	LOC6495826|XP_001959665.1|DANA
OG0002015	LOC120769638|XP_039952677.1|BTRY	LOC6498135|XP_001962151.1|DANA
OG0002016	LOC120772236|XP_039956662.1|BTRY	LOC6495076|XP_001959120.2|DANA
OG0002017	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY	LOC6496893|XP_001963196.1|DANA
OG0002018	LOC120767880|XP_039950140.1|BTRY	LOC6496993|XP_001962972.1|DANA
OG0002019	LOC120767713|XP_039949843.1|BTRY	LOC6498481|XP_032311103.1|DANA
OG0002020	LOC120769272|XP_039952118.1|BTRY	LOC6497063|XP_001962823.1|DANA, LOC6503474|XP_001964313.1|DANA
OG0002021	LOC120772968|XP_039957805.1|BTRY	LOC6495647|XP_001959295.1|DANA
OG0002022	LOC120767733|XP_039949875.1|BTRY	LOC6503752|XP_014760394.1|DANA
OG0002023	LOC120771303|XP_039955174.1|BTRY	LOC26515156|XP_032305400.1|DANA, LOC6507958|XP_001954064.1|DANA
OG0002024	LOC120769476|XP_039952432.1|BTRY	LOC6498568|XP_001963084.1|DANA
OG0002025	LOC120769378|XP_039952280.1|BTRY	LOC6497935|XP_001961749.2|DANA
OG0002026	LOC120777293|XP_039964438.1|BTRY	LOC6506135|XP_001958481.1|DANA
OG0002027	LOC120772974|XP_039957816.1|BTRY	LOC6495860|XP_001959724.2|DANA
OG0002028	LOC120771529|XP_039955521.1|BTRY	LOC6495360|XP_014763275.1|DANA
OG0002029	LOC120777455|XP_039964710.1|BTRY	LOC6493321|XP_001957522.1|DANA
OG0002030	LOC120771727|XP_039955816.1|BTRY	LOC6494102|XP_001960972.1|DANA
OG0002031	LOC120780129|XP_039968344.1|BTRY	LOC6494016|XP_014762540.1|DANA
OG0002032	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY	LOC6505713|XP_001964407.1|DANA
OG0002033	LOC120773383|XP_039958147.1|BTRY	LOC6502919|XP_032311836.1|DANA
OG0002034	LOC120773477|XP_039958329.1|BTRY	LOC6504843|XP_001966435.2|DANA
OG0002035	LOC120776579|XP_039963283.1|BTRY	LOC6499127|XP_001955248.2|DANA
OG0002036	LOC120782530|XP_039970783.1|BTRY	LOC6500631|XP_032305348.1|DANA
OG0002037	LOC120775610|XP_039961784.1|BTRY	LOC6502820|XP_001956140.1|DANA
OG0002038	LOC120782344|XP_039970511.1|BTRY	LOC6500121|XP_001953181.1|DANA
OG0002039	LOC120781402|XP_039969547.1|BTRY	LOC6505746|XP_001964344.1|DANA
OG0002040	LOC120780294|XP_039968512.1|BTRY	LOC26514305|XP_032305719.1|DANA
OG0002041	LOC120770828|XP_039954348.1|BTRY	LOC6495224|XP_014763193.1|DANA
OG0002042	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY	LOC6500096|XP_001953235.2|DANA
OG0002043	LOC120782311|XP_039970461.1|BTRY	LOC6501422|XP_001955221.1|DANA
OG0002044	LOC120767038|XP_039948817.1|BTRY	LOC6498938|XP_014765832.1|DANA
OG0002045	LOC120766980|XP_039948710.1|BTRY	LOC6501434|XP_001955243.3|DANA
OG0002046	LOC120774522|XP_039960152.1|BTRY	LOC6503616|XP_001964061.1|DANA
OG0002048	LOC120766304|XP_039947653.1|BTRY	LOC6500513|XP_001953371.2|DANA
OG0002049	LOC120766463|XP_039947926.1|BTRY	LOC6499438|XP_032305665.1|DANA
OG0002050	LOC120771772|XP_039955899.1|BTRY	LOC6501315|XP_032307349.1|DANA
OG0002051	LOC120772938|XP_039957776.1|BTRY	LOC26514905|XP_014764061.1|DANA
OG0002052	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY	LOC6506823|XP_001957174.1|DANA
OG0002053	LOC120782891|XP_039971374.1|BTRY	LOC6499631|XP_032312359.1|DANA
OG0002054	LOC120766409|XP_039947794.1|BTRY	LOC6500358|XP_001953046.1|DANA, LOC6500360|XP_001953050.1|DANA, LOC116655261|XP_032308699.1|DANA, LOC116655304|XP_032308841.1|DANA, LOC116655265|XP_032308728.1|DANA, LOC6500359|XP_001953048.1|DANA
OG0002055	LOC120767028|XP_039948808.1|BTRY	LOC6505834|XP_001964453.1|DANA
OG0002056	LOC120776501|XP_039963129.1|BTRY	LOC6506644|XP_001957482.1|DANA
OG0002057	LOC120769761|XP_039952858.1|BTRY	LOC6498603|XP_001963141.1|DANA
OG0002058	LOC120782238|XP_039970339.1|BTRY	LOC6493437|XP_001957748.1|DANA
OG0002059	LOC120767646|XP_039949754.1|BTRY	LOC6499727|XP_001954053.1|DANA
OG0002060	LOC120770532|XP_039954018.1|BTRY	LOC6496357|XP_001960758.1|DANA
OG0002061	LOC120770141|XP_039953262.1|BTRY	LOC6494231|XP_032307187.1|DANA
OG0002062	LOC120774098|XP_039959381.1|BTRY	LOC6503613|XP_032308368.1|DANA
OG0002063	LOC120773584|XP_039958505.1|BTRY	LOC6504932|XP_001966610.1|DANA
OG0002064	LOC120774014|XP_039959228.1|BTRY	LOC6502890|XP_001963654.1|DANA
OG0002065	LOC120776962|XP_039963987.1|BTRY	LOC6493114|XP_001957072.2|DANA
OG0002066	LOC120782671|XP_039970987.1|BTRY	LOC6501619|XP_032312100.1|DANA
OG0002067	LOC120772472|XP_039957045.1|BTRY	LOC6495305|XP_001958660.1|DANA
OG0002068	LOC120770529|XP_039954012.1|BTRY	LOC6495784|XP_001959574.1|DANA
OG0002069	LOC120774329|XP_039959813.1|BTRY	LOC26514887|XP_014760159.1|DANA
OG0002070	LOC120766998|XP_039948742.1|BTRY	LOC6498972|XP_001955581.1|DANA
OG0002071	LOC120767075|XP_039948871.1|BTRY	LOC6501448|XP_001955276.1|DANA
OG0002072	LOC120772197|XP_039956596.1|BTRY	LOC6494148|XP_001960867.1|DANA
OG0002074	LOC120770190|XP_039953355.1|BTRY	LOC6495165|XP_001958927.2|DANA
OG0002075	LOC120778752|XP_039966662.1|BTRY	LOC26513924|XP_014760630.1|DANA
OG0002076	LOC120772866|XP_039957631.1|BTRY	LOC6496395|XP_032305923.1|DANA
OG0002077	LOC120772483|XP_039957062.1|BTRY	LOC6507071|XP_032309528.1|DANA
OG0002078	LOC120778306|XP_039966032.1|BTRY, LOC120771839|XP_039956016.1|BTRY, LOC120776529|XP_039963196.1|BTRY	LOC6494022|XP_001961132.2|DANA
OG0002079	LOC120776434|XP_039963022.1|BTRY, LOC120776433|XP_039963021.1|BTRY, LOC120776436|XP_039963023.1|BTRY	LOC6507934|XP_001956640.1|DANA
OG0002080	LOC120771729|XP_039955819.1|BTRY	LOC6494302|XP_032306611.1|DANA
OG0002081	LOC120772038|XP_039956343.1|BTRY	LOC116654686|XP_032306102.1|DANA, LOC6494247|XP_032306101.1|DANA
OG0002082	LOC120770293|XP_039953572.1|BTRY	LOC6496289|XP_032306991.1|DANA
OG0002083	LOC120774705|XP_039960369.1|BTRY	LOC6504625|XP_032309251.1|DANA
OG0002084	LOC120770021|XP_039953052.1|BTRY	LOC6494498|XP_001960216.2|DANA
OG0002085	LOC120771018|XP_039954727.1|BTRY	LOC6494748|XP_032306356.1|DANA
OG0002086	LOC120772116|XP_039956461.1|BTRY	LOC6496098|XP_001960221.1|DANA
OG0002087	LOC120776621|XP_039963352.1|BTRY	LOC6493708|XP_032309659.1|DANA
OG0002088	LOC120776500|XP_039963124.1|BTRY	LOC6493222|XP_014764258.1|DANA
OG0002089	LOC120771504|XP_039955492.1|BTRY	LOC6495229|XP_001958801.1|DANA
OG0002090	LOC120778458|XP_039966190.1|BTRY	LOC6506664|XP_001957452.1|DANA
OG0002091	LOC120772034|XP_039956339.1|BTRY	LOC6494250|XP_001960662.2|DANA
OG0002092	LOC120776973|XP_039964000.1|BTRY	LOC6493085|XP_032310312.1|DANA
OG0002093	LOC120772955|XP_039957792.1|BTRY	LOC6494454|XP_001960295.1|DANA
OG0002094	LOC120782021|XP_039970113.1|BTRY, LOC120772120|XP_039956465.1|BTRY	LOC6494916|XP_001959427.1|DANA
OG0002095	LOC120773387|XP_039958155.1|BTRY	LOC6502986|XP_001963466.1|DANA
OG0002097	LOC120771345|XP_039955226.1|BTRY	LOC6495342|XP_001958617.2|DANA
OG0002098	LOC120778313|XP_039966040.1|BTRY	LOC6493565|XP_001958008.1|DANA
OG0002099	LOC120782448|XP_039970668.1|BTRY	LOC6499460|XP_001954592.1|DANA
OG0002100	LOC120779044|XP_039967109.1|BTRY	LOC6506344|XP_001958066.3|DANA
OG0002101	LOC120770414|XP_039953783.1|BTRY	LOC6495204|XP_032306922.1|DANA
OG0002102	LOC120771001|XP_039954692.1|BTRY	LOC6495113|XP_032307133.1|DANA
OG0002103	LOC120776466|XP_039963070.1|BTRY	LOC6499463|XP_001954584.1|DANA
OG0002106	LOC120778715|XP_039966612.1|BTRY, LOC120775314|XP_039961388.1|BTRY	LOC6501669|XP_001955717.2|DANA
OG0002107	LOC120768573|XP_039951255.1|BTRY	LOC6498629|XP_001963187.1|DANA
OG0002108	LOC120766185|XP_039947475.1|BTRY	LOC6501385|XP_032305500.1|DANA
OG0002109	LOC120771385|XP_039955326.1|BTRY	LOC6500560|XP_001953480.2|DANA
OG0002117	LOC120775672|XP_039961884.1|BTRY	LOC6501885|XP_001966734.1|DANA
OG0002119	LOC120782169|XP_039970240.1|BTRY	LOC6501444|XP_001955267.3|DANA
OG0002120	LOC120779722|XP_039968021.1|BTRY	LOC6503319|XP_032311975.1|DANA
OG0002121	LOC120770229|XP_039953448.1|BTRY	LOC6499404|XP_001954705.1|DANA
OG0002123	LOC120767337|XP_039949215.1|BTRY	LOC6505490|XP_001964947.1|DANA
OG0002124	LOC120775759|XP_039962026.1|BTRY	LOC6505168|XP_001965467.2|DANA
OG0002125	LOC120771596|XP_039955601.1|BTRY	LOC6495159|XP_001958939.1|DANA
OG0002126	LOC120779102|XP_039967204.1|BTRY	LOC6493231|XP_014764263.1|DANA
OG0002127	LOC120774307|XP_039959772.1|BTRY	LOC6505265|XP_014760340.1|DANA
OG0002128	LOC120773874|XP_039958962.1|BTRY	LOC6505191|XP_001965520.2|DANA
OG0002129	LOC120769003|XP_039951780.1|BTRY	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA
OG0002130	LOC120775666|XP_039961869.1|BTRY	LOC6504045|XP_001964076.2|DANA
OG0002131	LOC120766285|XP_039947621.1|BTRY	LOC6500901|XP_001954130.1|DANA
OG0002132	LOC120768065|XP_039950519.1|BTRY	LOC6498554|XP_001963049.1|DANA
OG0002133	LOC120775535|XP_039961691.1|BTRY	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA
OG0002134	LOC120774399|XP_039959952.1|BTRY	LOC6503845|XP_001963707.1|DANA
OG0002135	LOC120774092|XP_039959360.1|BTRY, LOC120776012|XP_039962389.1|BTRY	LOC6503981|XP_032308588.1|DANA
OG0002136	LOC120781308|XP_039969442.1|BTRY	LOC6499020|XP_001955502.1|DANA
OG0002137	LOC120773714|XP_039958693.1|BTRY	LOC6499819|XP_001953848.1|DANA
OG0002138	LOC120774425|XP_039959993.1|BTRY	LOC6502121|XP_001966168.1|DANA
OG0002139	LOC120774492|XP_039960097.1|BTRY	LOC6504924|XP_014759857.1|DANA
OG0002140	LOC120775870|XP_039962174.1|BTRY	LOC6501957|XP_001966761.1|DANA
OG0002141	LOC120780589|XP_039968783.1|BTRY	LOC6503223|XP_001965861.1|DANA
OG0002142	LOC120780614|XP_039968812.1|BTRY	LOC6499605|XP_001954310.1|DANA
OG0002143	LOC120768579|XP_039951269.1|BTRY	LOC6497981|XP_001961836.1|DANA
OG0002144	LOC120779093|XP_039967190.1|BTRY	LOC6506061|XP_001966649.1|DANA
OG0002145	LOC120779008|XP_039967065.1|BTRY	LOC6500422|XP_001953186.1|DANA
OG0002146	LOC120777451|XP_039964709.1|BTRY	LOC6500992|XP_014766844.1|DANA
OG0002147	LOC120775231|XP_039961238.1|BTRY	LOC6503525|XP_032308732.1|DANA
OG0002148	LOC120776565|XP_039963261.1|BTRY, LOC120776564|XP_039963260.1|BTRY	LOC6506547|XP_001957676.2|DANA
OG0002149	LOC120779909|XP_039968188.1|BTRY	LOC6501773|XP_032308023.1|DANA
OG0002150	LOC120774658|XP_039960320.1|BTRY	LOC6503908|XP_001963822.1|DANA
OG0002151	LOC120774426|XP_039959994.1|BTRY	LOC6498598|XP_001963132.2|DANA
OG0002152	LOC120768670|XP_039951389.1|BTRY	LOC6500888|XP_032307693.1|DANA
OG0002153	LOC120779000|XP_039967040.1|BTRY	LOC6506003|XP_001964762.1|DANA
OG0002154	LOC120774004|XP_039959214.1|BTRY	LOC6503603|XP_001964075.2|DANA
OG0002155	LOC120782501|XP_039970742.1|BTRY	LOC6505576|XP_001964670.1|DANA
OG0002156	LOC120777357|XP_039964559.1|BTRY	LOC6493862|XP_001958580.2|DANA
OG0002157	LOC120782568|XP_039970840.1|BTRY	LOC6500366|XP_001953059.2|DANA
OG0002158	LOC120770530|XP_039954015.1|BTRY	LOC6494835|XP_001959575.1|DANA
OG0002159	LOC120778695|XP_039966587.1|BTRY	LOC6494716|XP_014762929.1|DANA
OG0002161	LOC120778165|XP_039965837.1|BTRY	LOC6505656|XP_001964520.1|DANA
OG0002162	LOC120769743|XP_039952873.1|BTRY, LOC120777117|XP_039964189.1|BTRY	LOC6500318|XP_014766498.1|DANA
OG0002163	LOC120775200|XP_039961197.1|BTRY	LOC6504148|XP_001964272.1|DANA
OG0002164	LOC120777436|XP_039964677.1|BTRY	LOC6500050|XP_001953316.1|DANA
OG0002165	LOC120777673|XP_039965076.1|BTRY	LOC6500282|XP_001952880.2|DANA
OG0002166	LOC120769440|XP_039952357.1|BTRY	LOC6498458|XP_001962863.1|DANA
OG0002167	LOC120771298|XP_039955167.1|BTRY, LOC120780128|XP_039968343.1|BTRY	LOC6494444|XP_001960307.1|DANA
OG0002168	LOC120774016|XP_039959233.1|BTRY	LOC6495361|XP_001958663.3|DANA
OG0002169	LOC120776572|XP_039963269.1|BTRY	LOC6507303|XP_001956283.1|DANA
OG0002170	LOC120779906|XP_039968187.1|BTRY	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA
OG0002171	LOC120782875|XP_039971355.1|BTRY	LOC6499821|XP_001953844.2|DANA
OG0002172	LOC120782385|XP_039970562.1|BTRY	LOC6500808|XP_001953955.1|DANA
OG0002173	LOC120769489|XP_039952453.1|BTRY	LOC6496885|XP_001963209.1|DANA
OG0002174	LOC120766345|XP_039947706.1|BTRY	LOC6500263|XP_001952914.1|DANA
OG0002175	LOC120766346|XP_039947707.1|BTRY	LOC6500294|XP_001952913.1|DANA
OG0002176	LOC120777817|XP_039965291.1|BTRY	LOC6499215|XP_001955088.1|DANA
OG0002177	LOC120782633|XP_039970935.1|BTRY	LOC6500716|XP_001953783.1|DANA
OG0002178	LOC120776177|XP_039962728.1|BTRY	LOC6505595|XP_001964625.2|DANA
OG0002179	LOC120780756|XP_039968945.1|BTRY	LOC6499882|XP_001953706.2|DANA
OG0002180	LOC120782301|XP_039970445.1|BTRY	LOC6501599|XP_032312076.1|DANA
OG0002181	LOC120775451|XP_039961571.1|BTRY	LOC6504465|XP_001966955.1|DANA
OG0002182	LOC120767932|XP_039950230.1|BTRY	LOC6500930|XP_014766804.1|DANA
OG0002183	LOC120771506|XP_039955493.1|BTRY	LOC6496133|XP_001960301.1|DANA
OG0002184	LOC120772371|XP_039956882.1|BTRY	LOC6499035|XP_001955468.1|DANA
OG0002185	LOC120774548|XP_039960216.1|BTRY	LOC6505648|XP_032305512.1|DANA
OG0002186	LOC120782727|XP_039971089.1|BTRY	LOC6497113|XP_001962730.1|DANA
OG0002187	LOC120776616|XP_039963345.1|BTRY	LOC6498949|XP_001955621.1|DANA
OG0002188	LOC120772246|XP_039956676.1|BTRY, LOC120780043|XP_039968250.1|BTRY	LOC6494894|XP_014763061.1|DANA
OG0002189	LOC120780476|XP_039968686.1|BTRY	LOC26514498|XP_014760180.1|DANA
OG0002190	LOC120772217|XP_039956633.1|BTRY	LOC6500756|XP_001953856.1|DANA
OG0002191	LOC120777624|XP_039965011.1|BTRY	LOC6506748|XP_001957313.1|DANA
OG0002192	LOC120778176|XP_039965845.1|BTRY	LOC6506273|XP_001958219.1|DANA
OG0002193	LOC120782496|XP_039970734.1|BTRY	LOC6500312|XP_001952947.1|DANA
OG0002194	LOC120766641|XP_039948194.1|BTRY	LOC6501477|XP_001955327.1|DANA
OG0002195	LOC120782513|XP_039970755.1|BTRY	LOC6501443|XP_001955265.1|DANA
OG0002196	LOC120782698|XP_039971032.1|BTRY	LOC6500222|XP_014766422.1|DANA
OG0002197	LOC120782519|XP_039970762.1|BTRY	LOC6507525|XP_001955855.1|DANA
OG0002198	LOC120766982|XP_039948711.1|BTRY	LOC6499643|XP_032305863.1|DANA
OG0002199	LOC120782742|XP_039971109.1|BTRY	LOC6505887|XP_001964553.1|DANA
OG0002200	LOC120780430|XP_039968640.1|BTRY	LOC6502244|XP_001966073.1|DANA
OG0002202	LOC120769735|XP_039952825.1|BTRY	LOC6501388|XP_014767017.1|DANA
OG0002203	LOC120768318|XP_039950895.1|BTRY	LOC6500262|XP_001952915.3|DANA
OG0002204	LOC120774250|XP_039959651.1|BTRY	LOC6499116|XP_001955268.1|DANA
OG0002205	LOC120766979|XP_039948709.1|BTRY	LOC6500179|XP_001953075.1|DANA
OG0002206	LOC120766255|XP_039947575.1|BTRY	LOC6499793|XP_001953903.1|DANA
OG0002207	LOC120782703|XP_039971043.1|BTRY	LOC6499233|XP_001955055.2|DANA
OG0002208	LOC120766200|XP_039947494.1|BTRY	LOC6499235|XP_001955052.2|DANA
OG0002209	LOC120772440|XP_039956991.1|BTRY	LOC6504925|XP_001966603.1|DANA
OG0002210	LOC120782766|XP_039971161.1|BTRY	LOC6499157|XP_014765934.1|DANA
OG0002211	LOC120772181|XP_039956567.1|BTRY	LOC6500379|XP_032312137.1|DANA
OG0002212	LOC120766260|XP_039947580.1|BTRY	LOC6501365|XP_001955084.2|DANA
OG0002213	LOC120771487|XP_039955464.1|BTRY	LOC6499970|XP_001953525.1|DANA
OG0002214	LOC120766242|XP_039947559.1|BTRY	LOC6499760|XP_014766216.1|DANA
OG0002215	LOC120773612|XP_039958583.1|BTRY	LOC6500906|XP_014766785.2|DANA
OG0002216	LOC120771455|XP_039955400.1|BTRY	LOC6505047|XP_001965567.1|DANA
OG0002217	LOC120782590|XP_039970875.1|BTRY	LOC6500235|XP_001952971.1|DANA
OG0002218	LOC120773744|XP_039958739.1|BTRY	LOC6504576|XP_001966594.1|DANA
OG0002219	LOC120782215|XP_039970309.1|BTRY	LOC6500164|XP_001953104.1|DANA
OG0002220	LOC120778357|XP_039966078.1|BTRY	LOC6500385|XP_032305738.1|DANA
OG0002221	LOC120777064|XP_039964122.1|BTRY, LOC120777060|XP_039964107.1|BTRY	LOC6507769|XP_001956318.3|DANA
OG0002222	LOC120770939|XP_039954583.1|BTRY	LOC6496467|XP_001960963.1|DANA
OG0002223	LOC120772878|XP_039957654.1|BTRY	LOC6494133|XP_032306606.1|DANA
OG0002224	LOC120781272|XP_039969397.1|BTRY	LOC6496030|XP_032307267.1|DANA
OG0002225	LOC120778238|XP_039965929.1|BTRY	LOC6493196|XP_032310779.1|DANA
OG0002226	LOC120770385|XP_039953740.1|BTRY	LOC6496638|XP_001961307.1|DANA
OG0002227	LOC120771486|XP_039955458.1|BTRY	LOC6494985|XP_032306762.1|DANA
OG0002228	LOC120771656|XP_039955705.1|BTRY	LOC6495198|XP_001958872.1|DANA
OG0002229	LOC120773050|XP_039957915.1|BTRY	LOC6495839|XP_001959685.2|DANA
OG0002230	LOC120770234|XP_039953455.1|BTRY	LOC6495938|XP_001959890.1|DANA
OG0002231	LOC120771227|XP_039955072.1|BTRY	LOC6495090|XP_001959085.1|DANA
OG0002232	LOC120781262|XP_039969351.1|BTRY, LOC120781261|XP_039969349.1|BTRY, LOC120781255|XP_039969340.1|BTRY	LOC6495833|XP_001959678.1|DANA
OG0002233	LOC120778278|XP_039965998.1|BTRY	LOC6506651|XP_001957473.2|DANA
