Orthogroup	BTRY.longest_only	DSUP.longest_only
OG0000477	LOC120775069|XP_039960995.1|BTRY	LOC119560825|XP_037730399.1|DSUP
OG0000477	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY	LOC119560902|XP_037730528.1|DSUP
OG0000478	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY	LOC119558374|XP_037727818.1|DSUP, LOC119548777|XP_037712256.1|DSUP
OG0000479	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY	LOC119563043|XP_037732176.1|DSUP, LOC119551584|XP_037716916.1|DSUP
OG0000480	LOC120768928|XP_039951642.1|BTRY	LOC119547784|XP_037710722.1|DSUP, LOC119547155|XP_037709804.1|DSUP
OG0000481	LOC120779715|XP_039968014.1|BTRY	LOC119562485|XP_037731614.1|DSUP, LOC119550080|XP_037714482.1|DSUP, LOC119562492|XP_037731624.1|DSUP
OG0000482	LOC120766731|XP_039948318.1|BTRY	LOC119563408|XP_037732703.1|DSUP
OG0000483	LOC120766986|XP_039948724.1|BTRY	LOC119563480|XP_037732832.1|DSUP, LOC119563478|XP_037732830.1|DSUP
OG0000484	LOC120766420|XP_039947886.1|BTRY	LOC119559833|XP_037728856.1|DSUP
OG0000484	LOC120766487|XP_039948012.1|BTRY	LOC119559831|XP_037728852.1|DSUP
OG0000485	LOC120777647|XP_039965033.1|BTRY	LOC119555018|XP_037722089.1|DSUP
OG0000486	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY	LOC119550087|XP_037714492.1|DSUP, LOC119558810|XP_037728003.1|DSUP, LOC119558807|XP_037728000.1|DSUP, LOC119550085|XP_037714488.1|DSUP
OG0000487	LOC120771254|XP_039955105.1|BTRY	LOC119550372|XP_037714946.1|DSUP
OG0000487	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY	LOC119550950|XP_037715904.1|DSUP
OG0000489	LOC120766213|XP_039947516.1|BTRY	LOC119551509|XP_037716821.1|DSUP
OG0000489	LOC120769711|XP_039952787.1|BTRY	LOC119555836|XP_037723392.1|DSUP
OG0000490	LOC120775304|XP_039961372.1|BTRY	LOC119557601|XP_037726331.1|DSUP
OG0000490	LOC120776015|XP_039962394.1|BTRY	LOC119557466|XP_037726156.1|DSUP
OG0000491	LOC120772631|XP_039957287.1|BTRY	LOC119549546|XP_037713623.1|DSUP, LOC119549758|XP_037713930.1|DSUP, LOC119549545|XP_037713622.1|DSUP
OG0000492	LOC120772323|XP_039956787.1|BTRY	LOC119550103|XP_037714511.1|DSUP
OG0000492	LOC120774473|XP_039960063.1|BTRY	LOC119547796|XP_037710740.1|DSUP
OG0000493	LOC120768974|XP_039951710.1|BTRY	LOC119557094|XP_037725588.1|DSUP, LOC119558224|XP_037727474.1|DSUP
OG0000494	LOC120769283|XP_039952138.1|BTRY	LOC119546064|XP_037708061.1|DSUP
OG0000495	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY	LOC119556486|XP_037724669.1|DSUP
OG0000495	LOC120770492|XP_039953943.1|BTRY	LOC119551816|XP_037717304.1|DSUP
OG0000496	LOC120768068|XP_039950524.1|BTRY	LOC119546888|XP_037709433.1|DSUP
OG0000497	LOC120768950|XP_039951670.1|BTRY	LOC119548544|XP_037711767.1|DSUP
OG0000497	LOC120769545|XP_039952523.1|BTRY	LOC119547261|XP_037709967.1|DSUP
OG0000498	LOC120782315|XP_039970465.1|BTRY	LOC119562975|XP_037732079.1|DSUP
OG0000498	LOC120768227|XP_039950745.1|BTRY	LOC119563177|XP_037732377.1|DSUP
OG0000499	LOC120774341|XP_039959837.1|BTRY	LOC119550018|XP_037714370.1|DSUP
OG0000499	LOC120766275|XP_039947611.1|BTRY	LOC119555971|XP_037723626.1|DSUP
OG0000500	LOC120778821|XP_039966760.1|BTRY	LOC119553258|XP_037719474.1|DSUP
OG0000500	LOC120778259|XP_039965970.1|BTRY	LOC119554832|XP_037721834.1|DSUP
OG0000501	LOC120771118|XP_039954902.1|BTRY	LOC119551260|XP_037716445.1|DSUP, LOC119551758|XP_037717213.1|DSUP, LOC119546206|XP_037708270.1|DSUP
OG0000504	LOC120776440|XP_039963029.1|BTRY, LOC120776441|XP_039963032.1|BTRY, LOC120778621|XP_039966438.1|BTRY, LOC120776645|XP_039963412.1|BTRY, LOC120777904|XP_039965419.1|BTRY	LOC119552586|XP_037718148.1|DSUP
OG0000505	LOC120775324|XP_039961397.1|BTRY	LOC119556844|XP_037725243.1|DSUP
OG0000505	LOC120774415|XP_039959976.1|BTRY	LOC119557494|XP_037726193.1|DSUP
OG0000506	LOC120766859|XP_039948522.1|BTRY	LOC119555341|XP_037722609.1|DSUP
OG0000506	LOC120782649|XP_039970957.1|BTRY	LOC119552108|XP_037717825.1|DSUP
OG0000507	LOC120773974|XP_039959153.1|BTRY	LOC119556852|XP_037725251.1|DSUP
OG0000507	LOC120773975|XP_039959154.1|BTRY	LOC119556075|XP_037723826.1|DSUP
OG0000508	LOC120776949|XP_039963970.1|BTRY	LOC119553979|XP_037720614.1|DSUP, LOC119555548|XP_037722914.1|DSUP
OG0000509	LOC120772985|XP_039957831.1|BTRY	LOC119550700|XP_037715502.1|DSUP
OG0000509	LOC120772083|XP_039956414.1|BTRY	LOC119550270|XP_037714777.1|DSUP
OG0000510	LOC120772271|XP_039956709.1|BTRY	LOC119551511|XP_037716819.1|DSUP, LOC119551510|XP_037716818.1|DSUP
OG0000511	LOC120769370|XP_039952267.1|BTRY	LOC119548081|XP_037711094.1|DSUP
OG0000511	LOC120769224|XP_039952054.1|BTRY	LOC119548492|XP_037711695.1|DSUP
OG0000512	LOC120768852|XP_039951539.1|BTRY	LOC119547590|XP_037710438.1|DSUP
OG0000512	LOC120767602|XP_039949686.1|BTRY	LOC119554658|XP_037721587.1|DSUP
OG0000513	LOC120769179|XP_039951999.1|BTRY	LOC119551414|XP_037716682.1|DSUP
OG0000513	LOC120768966|XP_039951693.1|BTRY	LOC119548877|XP_037712436.1|DSUP
OG0000514	LOC120769684|XP_039952740.1|BTRY	LOC119547752|XP_037710680.1|DSUP
OG0000514	LOC120769689|XP_039952749.1|BTRY	LOC119548472|XP_037711668.1|DSUP
OG0000515	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY	LOC119555701|XP_037723330.1|DSUP
OG0000515	LOC120782348|XP_039970514.1|BTRY	LOC119553084|XP_037719161.1|DSUP
OG0000516	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY	LOC119558233|XP_037727481.1|DSUP, LOC119558230|XP_037727477.1|DSUP
OG0000517	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY	LOC119555469|XP_037722803.1|DSUP, LOC119555471|XP_037722805.1|DSUP
OG0000518	LOC120770868|XP_039954424.1|BTRY	LOC119555110|XP_037722261.1|DSUP, LOC119552830|XP_037718613.1|DSUP, LOC119553193|XP_037719371.1|DSUP
OG0000520	LOC120770483|XP_039953926.1|BTRY	LOC119553550|XP_037719918.1|DSUP
OG0000520	LOC120775303|XP_039961370.1|BTRY	LOC119555475|XP_037722811.1|DSUP
OG0000521	LOC120775638|XP_039961825.1|BTRY	LOC119556751|XP_037725100.1|DSUP, LOC119558358|XP_037727791.1|DSUP
OG0000522	LOC120774539|XP_039960199.1|BTRY	LOC119560425|XP_037729790.1|DSUP, LOC119557792|XP_037726623.1|DSUP
OG0000523	LOC120780298|XP_039968523.1|BTRY	LOC119563249|XP_037732490.1|DSUP
OG0000523	LOC120774979|XP_039960814.1|BTRY	LOC119557999|XP_037727029.1|DSUP
OG0000524	LOC120769532|XP_039952508.1|BTRY	LOC119561854|XP_037731265.1|DSUP, LOC119560389|XP_037729746.1|DSUP, LOC119560864|XP_037730465.1|DSUP
OG0000525	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY	LOC119552131|XP_037717847.1|DSUP, LOC119552130|XP_037717846.1|DSUP
OG0000526	LOC120780162|XP_039968375.1|BTRY	LOC119546880|XP_037709422.1|DSUP, LOC119550025|XP_037714376.1|DSUP
OG0000527	LOC120767406|XP_039949378.1|BTRY	LOC119546043|XP_037707992.1|DSUP
OG0000528	LOC120767683|XP_039949807.1|BTRY	LOC119548148|XP_037711176.1|DSUP
OG0000529	LOC120767635|XP_039949736.1|BTRY	LOC119547312|XP_037710037.1|DSUP
OG0000530	LOC120776537|XP_039963209.1|BTRY	LOC119554244|XP_037721007.1|DSUP
OG0000530	LOC120778816|XP_039966756.1|BTRY	LOC119553729|XP_037720245.1|DSUP
OG0000531	LOC120767638|XP_039949739.1|BTRY	LOC119559722|XP_037728712.1|DSUP, LOC119546234|XP_037708307.1|DSUP
OG0000532	LOC120766923|XP_039948602.1|BTRY	LOC119560247|XP_037729539.1|DSUP, LOC119560248|XP_037729540.1|DSUP, LOC119563214|XP_037732439.1|DSUP
OG0000533	LOC120775711|XP_039961956.1|BTRY	LOC119556958|XP_037725394.1|DSUP
OG0000533	LOC120776600|XP_039963320.1|BTRY	LOC119560535|XP_037729950.1|DSUP
OG0000534	LOC120774093|XP_039959362.1|BTRY	LOC119556759|XP_037725109.1|DSUP, LOC119547090|XP_037709717.1|DSUP
OG0000535	LOC120771683|XP_039955748.1|BTRY	LOC119549463|XP_037713493.1|DSUP, LOC119550511|XP_037715145.1|DSUP
OG0000536	LOC120778760|XP_039966672.1|BTRY	LOC119553534|XP_037719887.1|DSUP
OG0000537	LOC120772240|XP_039956668.1|BTRY	LOC119551656|XP_037717021.1|DSUP
OG0000538	LOC120771082|XP_039954840.1|BTRY	LOC119550241|XP_037714739.1|DSUP
OG0000538	LOC120769984|XP_039952994.1|BTRY	LOC119549074|XP_037712710.1|DSUP
OG0000539	LOC120782873|XP_039971349.1|BTRY	LOC119558272|XP_037727577.1|DSUP
OG0000539	LOC120766319|XP_039947675.1|BTRY	LOC119563390|XP_037732674.1|DSUP
OG0000540	LOC120769539|XP_039952518.1|BTRY, LOC120768273|XP_039950807.1|BTRY	LOC119548197|XP_037711254.1|DSUP, LOC119548537|XP_037711758.1|DSUP
OG0000542	LOC120770999|XP_039954690.1|BTRY	LOC119550102|XP_037714514.1|DSUP
OG0000542	LOC120768572|XP_039951254.1|BTRY	LOC119558078|XP_037727227.1|DSUP
OG0000543	LOC120775741|XP_039962000.1|BTRY	LOC119549645|XP_037713761.1|DSUP
OG0000543	LOC120781210|XP_039969264.1|BTRY	LOC119551229|XP_037716396.1|DSUP
OG0000544	LOC120778784|XP_039966705.1|BTRY	LOC119553676|XP_037720148.1|DSUP
OG0000544	LOC120782819|XP_039971267.1|BTRY	LOC119560045|XP_037729278.1|DSUP
OG0000545	LOC120779132|XP_039967273.1|BTRY	LOC119552575|XP_037718133.1|DSUP
OG0000545	LOC120777855|XP_039965332.1|BTRY	LOC119563262|XP_037732504.1|DSUP
OG0000546	LOC120774190|XP_039959553.1|BTRY	LOC119560671|XP_037730172.1|DSUP, LOC119556196|XP_037724072.1|DSUP
OG0000547	LOC120775742|XP_039962001.1|BTRY	LOC119556648|XP_037724908.1|DSUP, LOC119557051|XP_037725525.1|DSUP, LOC119556772|XP_037725125.1|DSUP, LOC119556640|XP_037724897.1|DSUP, LOC119558617|XP_037727956.1|DSUP
OG0000548	LOC120778152|XP_039965809.1|BTRY	LOC119555668|XP_037723203.1|DSUP, LOC119555109|XP_037722260.1|DSUP
OG0000549	LOC120770506|XP_039953967.1|BTRY	LOC119558815|XP_037728011.1|DSUP, LOC119551191|XP_037716321.1|DSUP
OG0000550	LOC120777862|XP_039965345.1|BTRY	LOC119552676|XP_037718313.1|DSUP
OG0000550	LOC120777763|XP_039965201.1|BTRY	LOC119554777|XP_037721748.1|DSUP
OG0000551	LOC120770108|XP_039953211.1|BTRY, LOC120770115|XP_039953222.1|BTRY	LOC119550040|XP_037714421.1|DSUP
OG0000552	LOC120766712|XP_039948292.1|BTRY	LOC119563510|XP_037732883.1|DSUP, LOC119554107|XP_037720794.1|DSUP, LOC119552699|XP_037718367.1|DSUP
OG0000553	LOC120768198|XP_039950704.1|BTRY, LOC120768197|XP_039950702.1|BTRY, LOC120769626|XP_039952665.1|BTRY	LOC119547272|XP_037709982.1|DSUP
OG0000554	LOC120775942|XP_039962289.1|BTRY	LOC119545854|XP_037707757.1|DSUP, LOC119555424|XP_037722723.1|DSUP
OG0000555	LOC120777453|XP_039964706.1|BTRY	LOC119555182|XP_037722362.1|DSUP, LOC119554855|XP_037721863.1|DSUP
OG0000556	LOC120766962|XP_039948685.1|BTRY	LOC119556933|XP_037725352.1|DSUP, LOC119563045|XP_037732178.1|DSUP
OG0000557	LOC120766756|XP_039948364.1|BTRY	LOC119551964|XP_037717597.1|DSUP
OG0000557	LOC120782350|XP_039970516.1|BTRY	LOC119557950|XP_037726913.1|DSUP
OG0000558	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY	LOC119554608|XP_037721532.1|DSUP, LOC119557290|XP_037725909.1|DSUP
OG0000559	LOC120782203|XP_039970326.1|BTRY	LOC119557176|XP_037725721.1|DSUP
OG0000559	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY	LOC119553494|XP_037719831.1|DSUP
OG0000560	LOC120771404|XP_039955313.1|BTRY	LOC119549305|XP_037713192.1|DSUP, LOC119549304|XP_037713191.1|DSUP
OG0000561	LOC120778148|XP_039965805.1|BTRY	LOC119555023|XP_037722096.1|DSUP
OG0000561	LOC120778579|XP_039966376.1|BTRY	LOC119555031|XP_037722104.1|DSUP
OG0000562	LOC120776985|XP_039964018.1|BTRY	LOC119552742|XP_037718435.1|DSUP
OG0000562	LOC120776671|XP_039963479.1|BTRY	LOC119553638|XP_037720040.1|DSUP
OG0000564	LOC120778345|XP_039966069.1|BTRY	LOC119554140|XP_037720846.1|DSUP
OG0000564	LOC120777865|XP_039965351.1|BTRY	LOC119553637|XP_037720039.1|DSUP
OG0000566	LOC120780611|XP_039968803.1|BTRY	LOC119563384|XP_037732664.1|DSUP
OG0000566	LOC120778897|XP_039966879.1|BTRY	LOC119553056|XP_037719100.1|DSUP
OG0000567	LOC120775696|XP_039961941.1|BTRY	LOC119557794|XP_037726625.1|DSUP
OG0000567	LOC120774482|XP_039960077.1|BTRY	LOC119557882|XP_037726810.1|DSUP
OG0000568	LOC120782259|XP_039970358.1|BTRY	LOC119556926|XP_037725342.1|DSUP, LOC119560858|XP_037730449.1|DSUP
OG0000569	LOC120782617|XP_039970920.1|BTRY	LOC119560297|XP_037729596.1|DSUP
OG0000569	LOC120780914|XP_039969079.1|BTRY	LOC119558776|XP_037727992.1|DSUP
OG0000570	LOC120782352|XP_039970518.1|BTRY	LOC119563330|XP_037732602.1|DSUP
OG0000570	LOC120781684|XP_039969839.1|BTRY	LOC119563105|XP_037732275.1|DSUP
OG0000571	LOC120776321|XP_039962789.1|BTRY	LOC119562897|XP_037731944.1|DSUP
OG0000571	LOC120782759|XP_039971147.1|BTRY	LOC119548884|XP_037712461.1|DSUP
OG0000572	LOC120766363|XP_039947727.1|BTRY	LOC119555588|XP_037723003.1|DSUP
OG0000572	LOC120766624|XP_039948170.1|BTRY	LOC119563091|XP_037732250.1|DSUP
OG0000573	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY	LOC119553735|XP_037720257.1|DSUP, LOC119552032|XP_037717699.1|DSUP
OG0000574	LOC120776636|XP_039963388.1|BTRY	LOC119560014|XP_037729226.1|DSUP
OG0000575	LOC120777122|XP_039964199.1|BTRY	LOC119554674|XP_037721604.1|DSUP
OG0000575	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY	LOC119553127|XP_037719247.1|DSUP
OG0000576	LOC120766766|XP_039948378.1|BTRY, LOC120766695|XP_039948274.1|BTRY, LOC120766780|XP_039948406.1|BTRY	LOC119548150|XP_037711178.1|DSUP
OG0000577	LOC120769242|XP_039952076.1|BTRY	LOC119546576|XP_037708900.1|DSUP, LOC119546139|XP_037708173.1|DSUP
OG0000578	LOC120768542|XP_039951215.1|BTRY	LOC119546980|XP_037709557.1|DSUP
OG0000578	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY	LOC119551660|XP_037717026.1|DSUP
OG0000579	LOC120771467|XP_039955413.1|BTRY	LOC119560442|XP_037729813.1|DSUP
OG0000579	LOC120778504|XP_039966267.1|BTRY	LOC119554913|XP_037721944.1|DSUP
OG0000580	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY	LOC119563049|XP_037732185.1|DSUP, LOC119563050|XP_037732186.1|DSUP
OG0000581	LOC120766216|XP_039947533.1|BTRY	LOC119559900|XP_037728991.1|DSUP
OG0000581	LOC120774791|XP_039960506.1|BTRY	LOC119557007|XP_037725465.1|DSUP
OG0000582	LOC120772613|XP_039957261.1|BTRY	LOC119552793|XP_037718553.1|DSUP
OG0000582	LOC120770442|XP_039953845.1|BTRY	LOC119549725|XP_037713891.1|DSUP
OG0000583	LOC120772305|XP_039956751.1|BTRY	LOC119550798|XP_037715658.1|DSUP
OG0000584	LOC120773787|XP_039958812.1|BTRY	LOC119547497|XP_037710317.1|DSUP, LOC119547602|XP_037710451.1|DSUP
OG0000589	LOC120775967|XP_039962317.1|BTRY	LOC119556116|XP_037723915.1|DSUP
OG0000590	LOC120774336|XP_039959829.1|BTRY	LOC119560881|XP_037730490.1|DSUP
OG0000592	LOC120772914|XP_039957748.1|BTRY	LOC119549721|XP_037713887.1|DSUP, LOC119550800|XP_037715661.1|DSUP
OG0000593	LOC120774484|XP_039960081.1|BTRY	LOC119561141|XP_037730971.1|DSUP, LOC119557143|XP_037725654.1|DSUP
OG0000594	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY	LOC119557200|XP_037725786.1|DSUP, LOC119555682|XP_037723237.1|DSUP
OG0000595	LOC120778985|XP_039967021.1|BTRY	LOC119560478|XP_037729865.1|DSUP
OG0000595	LOC120773103|XP_039958013.1|BTRY	LOC119556221|XP_037724137.1|DSUP
OG0000596	LOC120775092|XP_039961027.1|BTRY	LOC119557996|XP_037727027.1|DSUP
OG0000596	LOC120778360|XP_039966084.1|BTRY	LOC119563033|XP_037732162.1|DSUP
OG0000597	LOC120766973|XP_039948698.1|BTRY	LOC119551077|XP_037716164.1|DSUP
OG0000598	LOC120766839|XP_039948484.1|BTRY, LOC120766841|XP_039948485.1|BTRY	LOC119563508|XP_037732885.1|DSUP
OG0000599	LOC120777152|XP_039964231.1|BTRY	LOC119553487|XP_037719824.1|DSUP
OG0000600	LOC120771549|XP_039955542.1|BTRY	LOC119550130|XP_037714554.1|DSUP
OG0000601	LOC120769303|XP_039952170.1|BTRY	LOC119546803|XP_037709310.1|DSUP, LOC119547122|XP_037709760.1|DSUP
OG0000602	LOC120768420|XP_039951035.1|BTRY	LOC119547301|XP_037710021.1|DSUP
OG0000602	LOC120769465|XP_039952411.1|BTRY	LOC119547302|XP_037710022.1|DSUP
OG0000603	LOC120769731|XP_039952813.1|BTRY	LOC119553292|XP_037719539.1|DSUP, LOC119546907|XP_037709460.1|DSUP, LOC119548848|XP_037712397.1|DSUP
OG0000604	LOC120768047|XP_039950490.1|BTRY	LOC119547125|XP_037709763.1|DSUP
OG0000604	LOC120768046|XP_039950487.1|BTRY	LOC119548324|XP_037711433.1|DSUP
OG0000605	LOC120769679|XP_039952733.1|BTRY, LOC120768195|XP_039950700.1|BTRY	LOC119546270|XP_037708371.1|DSUP
OG0000606	LOC120776032|XP_039962410.1|BTRY	LOC119557328|XP_037725981.1|DSUP
OG0000607	LOC120775170|XP_039961159.1|BTRY	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP, LOC119559931|XP_037729066.1|DSUP
OG0000608	LOC120771362|XP_039955252.1|BTRY	LOC119555935|XP_037723569.1|DSUP
OG0000609	LOC120774369|XP_039959897.1|BTRY	LOC119556057|XP_037723790.1|DSUP, LOC119546810|XP_037709321.1|DSUP
OG0000610	LOC120776826|XP_039963780.1|BTRY	LOC119554927|XP_037721961.1|DSUP, LOC119550951|XP_037715905.1|DSUP
OG0000611	LOC120771420|XP_039955336.1|BTRY	LOC119551644|XP_037717003.1|DSUP, LOC119551866|XP_037717385.1|DSUP
OG0000614	LOC120776006|XP_039962372.1|BTRY	LOC119558379|XP_037727824.1|DSUP
OG0000615	LOC120766300|XP_039947638.1|BTRY	LOC119557045|XP_037725518.1|DSUP, LOC119560796|XP_037730356.1|DSUP
OG0000616	LOC120775714|XP_039961960.1|BTRY, LOC120775702|XP_039961947.1|BTRY, LOC120775470|XP_039961596.1|BTRY, LOC120775611|XP_039961785.1|BTRY	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP
OG0000617	LOC120766658|XP_039948225.1|BTRY	LOC119546006|XP_037707940.1|DSUP
OG0000617	LOC120766225|XP_039947535.1|BTRY	LOC119560427|XP_037729791.1|DSUP
OG0000618	LOC120774191|XP_039959558.1|BTRY	LOC119560682|XP_037730184.1|DSUP
OG0000619	LOC120770241|XP_039953473.1|BTRY	LOC119549093|XP_037712752.1|DSUP
OG0000620	LOC120770404|XP_039953772.1|BTRY	LOC119556992|XP_037725452.1|DSUP
OG0000621	LOC120775491|XP_039961630.1|BTRY	LOC119545750|XP_037707512.1|DSUP, LOC119556062|XP_037723798.1|DSUP
OG0000622	LOC120778660|XP_039966517.1|BTRY	LOC119554820|XP_037721822.1|DSUP, LOC119554213|XP_037720946.1|DSUP
OG0000623	LOC120776793|XP_039963713.1|BTRY	LOC119554687|XP_037721617.1|DSUP
OG0000623	LOC120776685|XP_039963497.1|BTRY	LOC119552919|XP_037718787.1|DSUP
OG0000624	LOC120770040|XP_039953089.1|BTRY	LOC119551109|XP_037716217.1|DSUP, LOC119551108|XP_037716216.1|DSUP
OG0000625	LOC120776452|XP_039963043.1|BTRY	LOC119555376|XP_037722647.1|DSUP, LOC119555378|XP_037722649.1|DSUP
OG0000626	LOC120771101|XP_039954876.1|BTRY	LOC119550825|XP_037715697.1|DSUP
OG0000627	LOC120776359|XP_039962868.1|BTRY	LOC119554654|XP_037721583.1|DSUP
OG0000627	LOC120774493|XP_039960098.1|BTRY	LOC119557968|XP_037726941.1|DSUP
OG0000628	LOC120768533|XP_039951203.1|BTRY	LOC119546971|XP_037709547.1|DSUP, LOC119546127|XP_037708151.1|DSUP
OG0000629	LOC120767240|XP_039949015.1|BTRY	LOC119555619|XP_037723070.1|DSUP, LOC119548807|XP_037712320.1|DSUP
OG0000630	LOC120768594|XP_039951291.1|BTRY	LOC119548358|XP_037711501.1|DSUP
OG0000630	LOC120768253|XP_039950781.1|BTRY	LOC119548258|XP_037711331.1|DSUP
OG0000631	LOC120769034|XP_039951813.1|BTRY	LOC119546519|XP_037708777.1|DSUP, LOC119548347|XP_037711490.1|DSUP
OG0000632	LOC120768631|XP_039951330.1|BTRY	LOC119548395|XP_037711549.1|DSUP, LOC119546376|XP_037708536.1|DSUP
OG0000635	LOC120771029|XP_039954743.1|BTRY	LOC119552173|XP_037717932.1|DSUP, LOC119557515|XP_037726216.1|DSUP
OG0000636	LOC120774407|XP_039959966.1|BTRY	LOC119547478|XP_037710290.1|DSUP, LOC119547486|XP_037710303.1|DSUP
OG0000637	LOC120774775|XP_039960480.1|BTRY	LOC119557510|XP_037726210.1|DSUP
OG0000637	LOC120775765|XP_039962032.1|BTRY	LOC119557508|XP_037726209.1|DSUP
OG0000638	LOC120776108|XP_039962534.1|BTRY	LOC119554816|XP_037721821.1|DSUP, LOC119557901|XP_037726835.1|DSUP
OG0000639	LOC120776470|XP_039963074.1|BTRY	LOC119555690|XP_037723269.1|DSUP
OG0000642	LOC120778716|XP_039966613.1|BTRY, LOC120778015|XP_039965615.1|BTRY	LOC119549827|XP_037714032.1|DSUP, LOC119547557|XP_037710385.1|DSUP
OG0000643	LOC120778680|XP_039966551.1|BTRY, LOC120767030|XP_039948810.1|BTRY, LOC120766788|XP_039948419.1|BTRY	LOC119561046|XP_037730808.1|DSUP, LOC119549155|XP_037712873.1|DSUP, LOC119552694|XP_037718352.1|DSUP, LOC119552675|XP_037718316.1|DSUP
OG0000644	LOC120768079|XP_039950543.1|BTRY	LOC119553941|XP_037720560.1|DSUP, LOC119553531|XP_037719885.1|DSUP, LOC119553532|XP_037719886.1|DSUP
OG0000645	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY	LOC119545964|XP_037707857.1|DSUP, LOC119550765|XP_037715618.1|DSUP
OG0000646	LOC120766994|XP_039948732.1|BTRY	LOC119556923|XP_037725341.1|DSUP, LOC119546358|XP_037708517.1|DSUP
OG0000647	LOC120775839|XP_039962142.1|BTRY	LOC119560456|XP_037729831.1|DSUP, LOC119557890|XP_037726819.1|DSUP
OG0000648	LOC120775350|XP_039961442.1|BTRY	LOC119556488|XP_037724673.1|DSUP
OG0000649	LOC120773891|XP_039958997.1|BTRY	LOC119556268|XP_037724246.1|DSUP
OG0000650	LOC120773802|XP_039958844.1|BTRY, LOC120773804|XP_039958847.1|BTRY	LOC119558876|XP_037728028.1|DSUP
OG0000650	LOC120778312|XP_039966039.1|BTRY	LOC119558700|XP_037727987.1|DSUP
OG0000651	LOC120777253|XP_039964383.1|BTRY	LOC119554191|XP_037720915.1|DSUP, LOC119555631|XP_037723078.1|DSUP
OG0000652	LOC120772025|XP_039956326.1|BTRY	LOC119549577|XP_037713662.1|DSUP, LOC119557194|XP_037725774.1|DSUP
OG0000653	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY	LOC119561053|XP_037730814.1|DSUP, LOC119560391|XP_037729745.1|DSUP
OG0000654	LOC120777165|XP_039964249.1|BTRY	LOC119555106|XP_037722253.1|DSUP
OG0000655	LOC120781232|XP_039969302.1|BTRY	LOC119551292|XP_037716498.1|DSUP, LOC119548308|XP_037711410.1|DSUP
OG0000656	LOC120767029|XP_039948809.1|BTRY	LOC119551546|XP_037716870.1|DSUP
OG0000656	LOC120774595|XP_039960261.1|BTRY	LOC119551567|XP_037716897.1|DSUP
OG0000657	LOC120768026|XP_039950434.1|BTRY	LOC119548214|XP_037711275.1|DSUP
OG0000658	LOC120775403|XP_039961500.1|BTRY	LOC119557221|XP_037725818.1|DSUP
OG0000659	LOC120782147|XP_039970218.1|BTRY	LOC119546362|XP_037708519.1|DSUP, LOC119546796|XP_037709298.1|DSUP
OG0000660	LOC120771061|XP_039954801.1|BTRY	LOC119548113|XP_037711135.1|DSUP
OG0000661	LOC120767720|XP_039949850.1|BTRY	LOC119553002|XP_037718950.1|DSUP, LOC119546097|XP_037708108.1|DSUP
OG0000662	LOC120777857|XP_039965335.1|BTRY	LOC119554314|XP_037721103.1|DSUP
OG0000662	LOC120777932|XP_039965448.1|BTRY	LOC119559921|XP_037729052.1|DSUP
OG0000663	LOC120781218|XP_039969275.1|BTRY	LOC119549412|XP_037713412.1|DSUP
OG0000664	LOC120776183|XP_039962735.1|BTRY	LOC119556153|XP_037723982.1|DSUP
OG0000665	LOC120766254|XP_039947574.1|BTRY	LOC119563213|XP_037732438.1|DSUP
OG0000666	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY	LOC119551146|XP_037716265.1|DSUP
