Orthogroup	BTRY.longest_only	DERE.longest_only
OG0000240	LOC120767708|XP_039949841.1|BTRY	LOC6553122|XP_026839625.1|DERE
OG0000241	LOC120776535|XP_039963203.1|BTRY	LOC6544528|XP_001973098.3|DERE
OG0000243	LOC120777870|XP_039965358.1|BTRY, LOC120782120|XP_039970196.1|BTRY, LOC120782121|XP_039970197.1|BTRY, LOC120767294|XP_039949112.1|BTRY	LOC26525982|XP_015010429.1|DERE, LOC6542643|XP_001969245.1|DERE
OG0000246	LOC120771164|XP_039954981.1|BTRY, LOC120772367|XP_039956870.1|BTRY	LOC6548230|XP_026835825.1|DERE
OG0000247	LOC120776691|XP_039963508.1|BTRY	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE
OG0000248	LOC120777084|XP_039964150.1|BTRY	LOC6546282|XP_026833059.1|DERE
OG0000248	LOC120777085|XP_039964152.1|BTRY	LOC6546283|XP_001972907.1|DERE, LOC6548819|XP_001975604.1|DERE
OG0000249	LOC120767842|XP_039950069.1|BTRY	LOC6541894|XP_001970259.1|DERE
OG0000249	LOC120767841|XP_039950068.1|BTRY	LOC6542688|XP_001970260.1|DERE, LOC6541935|XP_001970261.1|DERE
OG0000250	LOC120769438|XP_039952355.1|BTRY	LOC6541190|XP_001969696.1|DERE
OG0000250	LOC120767838|XP_039950063.1|BTRY	LOC6542152|XP_026834041.1|DERE
OG0000250	LOC120769437|XP_039952352.1|BTRY	LOC6542277|XP_001969695.1|DERE
OG0000251	LOC120774796|XP_039960519.1|BTRY	LOC6550350|XP_015010759.1|DERE, LOC6548093|XP_001976599.3|DERE, LOC26526064|XP_015014213.1|DERE
OG0000252	LOC120771831|XP_039956003.1|BTRY	LOC6548156|XP_001975119.1|DERE
OG0000252	LOC120771830|XP_039956002.1|BTRY	LOC6548154|XP_001975117.1|DERE
OG0000252	LOC120771832|XP_039956004.1|BTRY	LOC6548155|XP_001975118.1|DERE
OG0000255	LOC120772461|XP_039957022.1|BTRY	LOC6546886|XP_001975967.1|DERE
OG0000255	LOC120772459|XP_039957016.1|BTRY, LOC120772460|XP_039957017.1|BTRY, LOC120772462|XP_039957023.1|BTRY, LOC120772463|XP_039957024.1|BTRY, LOC120772455|XP_039957012.1|BTRY	LOC6546887|XP_001975968.2|DERE
OG0000256	LOC120771716|XP_039955804.1|BTRY	LOC6547191|XP_001974738.1|DERE
OG0000256	LOC120770923|XP_039954553.1|BTRY	LOC6547193|XP_001974740.2|DERE
OG0000257	LOC120772453|XP_039957010.1|BTRY	LOC6548009|XP_001976472.1|DERE
OG0000258	LOC120774772|XP_039960478.1|BTRY	LOC6542936|XP_001970658.1|DERE, LOC6542887|XP_001970657.1|DERE, LOC6542697|XP_026835074.1|DERE
OG0000258	LOC120775199|XP_039961195.1|BTRY	LOC6542771|XP_001970656.1|DERE
OG0000260	LOC120772651|XP_039957311.1|BTRY, LOC120772119|XP_039956464.1|BTRY, LOC120770425|XP_039953809.1|BTRY, LOC120772652|XP_039957313.1|BTRY, LOC120766992|XP_039948730.1|BTRY	LOC6541331|XP_001970473.1|DERE, LOC6554839|XP_001981995.1|DERE, LOC6543140|XP_026834057.1|DERE
OG0000261	LOC120767229|XP_039948989.1|BTRY	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE, LOC6540676|XP_001968785.2|DERE
OG0000262	LOC120776457|XP_039963055.1|BTRY	LOC6545073|XP_001972107.1|DERE, LOC6545072|XP_001972106.2|DERE
OG0000262	LOC120770297|XP_039953591.1|BTRY	LOC6546615|XP_001975831.1|DERE
OG0000263	LOC120771776|XP_039955901.1|BTRY	LOC6546686|XP_015011602.2|DERE
OG0000263	LOC120776891|XP_039963882.1|BTRY	LOC6544914|XP_001972091.1|DERE
OG0000264	LOC120775717|XP_039961963.1|BTRY	LOC6549668|XP_026837820.1|DERE
OG0000264	LOC120773582|XP_039958503.1|BTRY	LOC6549667|XP_026837591.1|DERE
OG0000264	LOC120766704|XP_039948285.1|BTRY	LOC6554921|XP_001981126.1|DERE
OG0000265	LOC120777120|XP_039964198.1|BTRY	LOC6545428|XP_026832183.1|DERE, LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE, LOC6544669|XP_001972006.2|DERE
OG0000267	LOC120766696|XP_039948278.1|BTRY	LOC6555286|XP_001981202.1|DERE
OG0000267	LOC120778819|XP_039966762.1|BTRY	LOC6555287|XP_001981203.1|DERE
OG0000268	LOC120772995|XP_039957844.1|BTRY	LOC6552701|XP_001979020.1|DERE, LOC6552700|XP_026839875.1|DERE
OG0000269	LOC120766524|XP_039948028.1|BTRY	LOC6554521|XP_001982158.1|DERE
OG0000269	LOC120766196|XP_039947490.1|BTRY	LOC6554845|XP_001982009.2|DERE
OG0000270	LOC120770505|XP_039953963.1|BTRY	LOC6547864|XP_001976443.3|DERE
OG0000271	LOC120781422|XP_039969577.1|BTRY	LOC6543518|XP_001969499.1|DERE
OG0000271	LOC120775334|XP_039961409.1|BTRY	LOC26526366|XP_026836936.1|DERE, LOC6546770|XP_001975527.1|DERE
OG0000272	LOC120779531|XP_039967811.1|BTRY	LOC6555876|XP_026838983.1|DERE
OG0000273	LOC120782144|XP_039970219.1|BTRY	LOC6553579|XP_001979250.1|DERE
OG0000274	LOC120782521|XP_039970764.1|BTRY, LOC120772279|XP_039956724.1|BTRY, LOC120771067|XP_039954808.1|BTRY, LOC120772768|XP_039957476.1|BTRY, LOC120772787|XP_039957503.1|BTRY	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE, LOC6549463|XP_001975770.2|DERE
OG0000277	LOC120775457|XP_039961619.1|BTRY	LOC6553996|XP_026839855.1|DERE, LOC6554391|XP_001982363.1|DERE
OG0000279	LOC120779005|XP_039967058.1|BTRY, LOC120777608|XP_039964991.1|BTRY	LOC6545735|XP_001971629.1|DERE, LOC6545734|XP_001971628.1|DERE
OG0000280	LOC120776799|XP_039963722.1|BTRY	LOC6545330|XP_001973338.2|DERE
OG0000280	LOC120776798|XP_039963721.1|BTRY	LOC6545500|XP_001973340.1|DERE
OG0000281	LOC120779054|XP_039967123.1|BTRY	LOC6545448|XP_001972131.1|DERE, LOC6550369|XP_001977866.1|DERE, LOC6550410|XP_026838119.1|DERE
OG0000282	LOC120778082|XP_039965713.1|BTRY, LOC120778087|XP_039965718.1|BTRY	LOC6543563|XP_001971823.1|DERE
OG0000282	LOC120778084|XP_039965716.1|BTRY, LOC120778083|XP_039965715.1|BTRY	LOC6550963|XP_001976992.2|DERE
OG0000282	LOC120778088|XP_039965719.1|BTRY	LOC6543562|XP_015013816.1|DERE
OG0000283	LOC120771747|XP_039955852.1|BTRY	LOC6546953|XP_001976022.1|DERE
OG0000283	LOC120767065|XP_039948854.1|BTRY	LOC6555061|XP_001981603.1|DERE
OG0000284	LOC120769808|XP_039952943.1|BTRY	LOC6543100|XP_026834275.1|DERE
OG0000284	LOC120769666|XP_039952714.1|BTRY	LOC6542591|XP_026835148.1|DERE
OG0000285	LOC120771730|XP_039955823.1|BTRY	LOC6547109|XP_001974750.1|DERE
OG0000285	LOC120770215|XP_039953419.1|BTRY, LOC120772745|XP_039957440.1|BTRY	LOC6547110|XP_001974751.1|DERE
OG0000286	LOC120768103|XP_039950583.1|BTRY	LOC6540743|XP_001969546.1|DERE
OG0000286	LOC120768105|XP_039950585.1|BTRY	LOC6540949|XP_001969549.1|DERE
OG0000286	LOC120768104|XP_039950584.1|BTRY	LOC6540770|XP_001969545.2|DERE
OG0000287	LOC120773940|XP_039959087.1|BTRY	LOC6550024|XP_001977490.2|DERE
OG0000287	LOC120773944|XP_039959094.1|BTRY, LOC120773943|XP_039959093.1|BTRY	LOC6550021|XP_001977487.1|DERE
OG0000287	LOC120773942|XP_039959092.1|BTRY	LOC6550022|XP_001977488.1|DERE
OG0000288	LOC120774584|XP_039960251.1|BTRY	LOC6542532|XP_001969605.1|DERE, LOC6542933|XP_001969603.2|DERE, LOC6541580|XP_001969606.1|DERE, LOC6541400|XP_001969607.1|DERE
OG0000289	LOC120776887|XP_039963879.1|BTRY, LOC120776886|XP_039963877.1|BTRY	LOC6543704|XP_026832685.1|DERE
OG0000289	LOC120776898|XP_039963894.1|BTRY	LOC6543739|XP_026833353.1|DERE
OG0000289	LOC120776870|XP_039963861.1|BTRY	LOC6543703|XP_026833505.1|DERE
OG0000292	LOC120776580|XP_039963280.1|BTRY	LOC6545379|XP_001972586.1|DERE
OG0000293	LOC120766258|XP_039947578.1|BTRY	LOC6554173|XP_001982115.1|DERE
OG0000293	LOC120766389|XP_039947764.1|BTRY	LOC113564847|XP_026839554.1|DERE
OG0000294	LOC120779893|XP_039968175.1|BTRY	LOC6543266|XP_026834080.1|DERE
OG0000294	LOC120776200|XP_039962765.1|BTRY	LOC6551177|XP_026838820.1|DERE
OG0000295	LOC120775150|XP_039961119.1|BTRY	LOC6549134|XP_026836175.1|DERE, LOC6554588|XP_001981544.3|DERE, LOC113564249|XP_026835841.1|DERE, LOC26526225|XP_015015474.1|DERE
OG0000296	LOC120774859|XP_039960620.1|BTRY	LOC6548586|XP_026838685.1|DERE, LOC6545137|XP_001971003.2|DERE, LOC6550768|XP_001976750.1|DERE
OG0000297	LOC120771123|XP_039954906.1|BTRY, LOC120771120|XP_039954904.1|BTRY, LOC120771121|XP_039954905.1|BTRY	LOC6543276|XP_001970468.1|DERE, LOC6542357|XP_001970467.1|DERE
OG0000298	LOC120775311|XP_039961380.1|BTRY	LOC6550760|XP_026837834.1|DERE, LOC6550759|XP_001976796.1|DERE, LOC6553083|XP_001979078.1|DERE
OG0000299	LOC120766924|XP_039948603.1|BTRY	LOC6552753|XP_026835061.1|DERE
OG0000299	LOC120777590|XP_039964988.1|BTRY	LOC6552755|XP_001980293.1|DERE
OG0000300	LOC120778403|XP_039966121.1|BTRY	LOC26526901|XP_015014358.1|DERE, LOC6546348|XP_015013996.1|DERE, LOC6546349|XP_001972896.2|DERE
OG0000301	LOC120779661|XP_039967950.1|BTRY	LOC6555853|XP_001982716.1|DERE
OG0000301	LOC120767206|XP_039948949.1|BTRY	LOC6541875|XP_001970181.1|DERE
OG0000302	LOC120778692|XP_039966580.1|BTRY, LOC120778344|XP_039966068.1|BTRY	LOC6543602|XP_026833828.1|DERE
OG0000302	LOC120777937|XP_039965464.1|BTRY	LOC6543619|XP_001973605.1|DERE
OG0000303	LOC120779740|XP_039968048.1|BTRY	LOC6544449|XP_001972435.1|DERE, LOC26526676|XP_015011471.1|DERE, LOC26526197|XP_015015466.1|DERE
OG0000304	LOC120776331|XP_039962801.1|BTRY	LOC6554737|XP_001981072.2|DERE, LOC6554739|XP_026831735.1|DERE, LOC6554738|XP_026831734.1|DERE
OG0000305	LOC120768131|XP_039950624.1|BTRY	LOC6544562|XP_001973096.1|DERE, LOC6544560|XP_001973094.1|DERE
OG0000305	LOC120778426|XP_039966142.1|BTRY	LOC6544559|XP_001973093.3|DERE
OG0000306	LOC120775066|XP_039960982.1|BTRY	LOC6547877|XP_001976353.1|DERE, LOC6547932|XP_001976357.1|DERE, LOC6551523|XP_001977166.2|DERE
OG0000307	LOC120782706|XP_039971045.1|BTRY	LOC6551965|XP_015010252.1|DERE
OG0000307	LOC120782833|XP_039971288.1|BTRY	LOC6554356|XP_026832001.1|DERE
OG0000308	LOC120774160|XP_039959511.1|BTRY	LOC6541893|XP_001969291.1|DERE, LOC6553745|XP_001980363.1|DERE, LOC6553743|XP_001980361.1|DERE, LOC26526555|XP_015015529.1|DERE
OG0000309	LOC120770969|XP_039954638.1|BTRY	LOC6551970|XP_001980655.2|DERE, LOC6551975|XP_001980660.1|DERE, LOC6551974|XP_001980659.1|DERE
OG0000310	LOC120774938|XP_039960752.1|BTRY	LOC6550871|XP_026837987.1|DERE
OG0000311	LOC120774311|XP_039959777.1|BTRY	LOC6554796|XP_001982227.2|DERE, LOC6553652|XP_001979386.3|DERE, LOC6549783|XP_026837464.1|DERE
OG0000312	LOC120768539|XP_039951210.1|BTRY	LOC6543375|XP_001969294.2|DERE
OG0000312	LOC120768898|XP_039951586.1|BTRY	LOC6542907|XP_026835001.1|DERE
OG0000313	LOC120767595|XP_039949678.1|BTRY	LOC6541763|XP_001969218.1|DERE
OG0000313	LOC120767596|XP_039949679.1|BTRY	LOC6540890|XP_001969558.1|DERE
OG0000314	LOC120768914|XP_039951615.1|BTRY, LOC120767869|XP_039950117.1|BTRY	LOC6540991|XP_026834226.1|DERE
OG0000315	LOC120767408|XP_039949384.1|BTRY	LOC6541717|XP_001968640.3|DERE, LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE
OG0000316	LOC120771614|XP_039955637.1|BTRY	LOC6547237|XP_001974755.1|DERE
OG0000317	LOC120767316|XP_039949186.1|BTRY	LOC6554238|XP_001982147.2|DERE, LOC26526820|XP_015009409.1|DERE
OG0000318	LOC120768912|XP_039951613.1|BTRY	LOC6554333|XP_001981297.2|DERE
OG0000318	LOC120775636|XP_039961823.1|BTRY	LOC113563713|XP_026831564.1|DERE
OG0000320	LOC120780262|XP_039968454.1|BTRY	LOC6551773|XP_001980642.2|DERE
OG0000320	LOC120775663|XP_039961866.1|BTRY	LOC6542388|XP_001968653.1|DERE, LOC6553384|XP_001980201.1|DERE
OG0000321	LOC120767653|XP_039949760.1|BTRY	LOC6542704|XP_001969804.1|DERE, LOC6540944|XP_001969805.1|DERE
OG0000322	LOC120773648|XP_039958591.1|BTRY	LOC6553127|XP_001980072.1|DERE, LOC6555729|XP_026838878.1|DERE, LOC6551711|XP_026837676.1|DERE
OG0000323	LOC120781479|XP_039969632.1|BTRY	LOC6543162|XP_001969586.2|DERE
OG0000323	LOC120768274|XP_039950811.1|BTRY	LOC6554971|XP_026839682.1|DERE
OG0000324	LOC120772196|XP_039956595.1|BTRY	LOC6549548|XP_001975754.1|DERE
OG0000325	LOC120780635|XP_039968827.1|BTRY, LOC120780634|XP_039968826.1|BTRY	LOC6544993|XP_001973285.1|DERE
OG0000325	LOC120779055|XP_039967124.1|BTRY	LOC6544995|XP_001973287.1|DERE
OG0000327	LOC120772284|XP_039956728.1|BTRY, LOC120772454|XP_039957011.1|BTRY, LOC120771900|XP_039956109.1|BTRY	LOC6541164|XP_001970615.2|DERE, LOC6541825|XP_001970616.1|DERE, LOC6541106|XP_001970617.1|DERE
OG0000328	LOC120777056|XP_039964104.1|BTRY	LOC6548254|XP_001976619.2|DERE, LOC6546183|XP_001972276.1|DERE, LOC6546182|XP_001972275.1|DERE
OG0000331	LOC120769238|XP_039952071.1|BTRY	LOC6541107|XP_026834568.1|DERE, LOC6542639|XP_026834567.1|DERE
OG0000332	LOC120766326|XP_039947684.1|BTRY	LOC6543380|XP_001969483.1|DERE
OG0000332	LOC120774932|XP_039960743.1|BTRY	LOC6550374|XP_001977855.1|DERE
OG0000333	LOC120776546|XP_039963228.1|BTRY, LOC120776544|XP_039963218.1|BTRY, LOC120776542|XP_039963214.1|BTRY	LOC6546503|XP_001972269.1|DERE
OG0000333	LOC120776547|XP_039963229.1|BTRY	LOC6546464|XP_001971336.1|DERE
OG0000334	LOC120774998|XP_039960854.1|BTRY	LOC6541852|XP_001970574.1|DERE, LOC6550690|XP_001978015.1|DERE
OG0000334	LOC120771849|XP_039956026.1|BTRY, LOC120772789|XP_039957505.1|BTRY	LOC6548002|XP_001975281.1|DERE
OG0000335	LOC120767480|XP_039949505.1|BTRY	LOC6549308|XP_001974230.1|DERE
OG0000335	LOC120767479|XP_039949503.1|BTRY	LOC6549307|XP_001974229.1|DERE
OG0000336	LOC120769770|XP_039952889.1|BTRY	LOC6554017|XP_026839688.1|DERE, LOC6554824|XP_001981805.1|DERE, LOC6554823|XP_001981804.2|DERE
OG0000337	LOC120766375|XP_039947742.1|BTRY	LOC6545329|XP_001973337.1|DERE, LOC6555516|XP_001982674.1|DERE, LOC6543656|XP_001972956.1|DERE
OG0000338	LOC120777234|XP_039964352.1|BTRY	LOC6545423|XP_026833396.1|DERE
OG0000338	LOC120770461|XP_039953889.1|BTRY	LOC6541880|XP_015015371.1|DERE
OG0000339	LOC120778134|XP_039965792.1|BTRY	LOC6544747|XP_001973209.1|DERE
OG0000340	LOC120771806|XP_039955946.1|BTRY	LOC6546748|XP_026836935.1|DERE
OG0000342	LOC120774021|XP_039959243.1|BTRY	LOC6550507|XP_001977972.1|DERE, LOC6553440|XP_001979390.1|DERE, LOC6548071|XP_026836299.1|DERE
OG0000343	LOC120778308|XP_039966037.1|BTRY	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE
OG0000344	LOC120771051|XP_039954788.1|BTRY	LOC6546557|XP_001974571.1|DERE
OG0000344	LOC120766693|XP_039948277.1|BTRY	LOC6554188|XP_026831512.1|DERE
OG0000345	LOC120773088|XP_039957990.1|BTRY	LOC6542450|XP_001970556.1|DERE
OG0000345	LOC120770320|XP_039953635.1|BTRY	LOC6549529|XP_015012480.2|DERE
OG0000346	LOC120771778|XP_039955902.1|BTRY	LOC6548932|XP_001975532.1|DERE, LOC6548931|XP_001975531.1|DERE
OG0000347	LOC120777530|XP_039964847.1|BTRY	LOC6544677|XP_001972013.1|DERE
OG0000347	LOC120767435|XP_039949430.1|BTRY	LOC6543128|XP_026834037.1|DERE
OG0000348	LOC120769393|XP_039952297.1|BTRY	LOC6542740|XP_001968431.1|DERE
OG0000348	LOC120767574|XP_039949645.1|BTRY	LOC6543484|XP_001968698.3|DERE
OG0000349	LOC120768895|XP_039951582.1|BTRY	LOC6549117|XP_001974189.1|DERE
OG0000350	LOC120776422|XP_039963001.1|BTRY	LOC6544378|XP_001972467.2|DERE, LOC6544377|XP_001972466.1|DERE
OG0000350	LOC120776439|XP_039963028.1|BTRY	LOC6555043|XP_026837186.1|DERE
OG0000351	LOC120771786|XP_039955914.1|BTRY	LOC6548288|XP_001975114.1|DERE
OG0000351	LOC120770740|XP_039954263.1|BTRY	LOC6548287|XP_001975113.1|DERE
OG0000353	LOC120776473|XP_039963083.1|BTRY	LOC6552898|XP_001980981.1|DERE
OG0000353	LOC120781466|XP_039969623.1|BTRY	LOC6540677|XP_001968873.2|DERE
OG0000354	LOC120767660|XP_039949767.1|BTRY	LOC6541026|XP_001968386.1|DERE
OG0000355	LOC120771205|XP_039955041.1|BTRY	LOC6542516|XP_001970521.1|DERE
OG0000355	LOC120770439|XP_039953843.1|BTRY	LOC6542864|XP_001970797.2|DERE
OG0000356	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY	LOC6549266|XP_026836544.1|DERE, LOC6549236|XP_001974343.2|DERE
OG0000358	LOC120777551|XP_039964877.1|BTRY	LOC6553771|XP_001979438.1|DERE
OG0000359	LOC120778373|XP_039966093.1|BTRY	LOC6544461|XP_001973115.2|DERE, LOC6544462|XP_026833054.1|DERE, LOC6544466|XP_001973120.3|DERE, LOC6544468|XP_001973122.1|DERE
OG0000361	LOC120768611|XP_039951311.1|BTRY	LOC6552329|XP_001979788.2|DERE, LOC6553077|XP_001979072.1|DERE, LOC113564062|XP_026834307.1|DERE, LOC6541092|XP_001969684.1|DERE
OG0000362	LOC120779094|XP_039967196.1|BTRY	LOC6555885|XP_001982687.1|DERE
OG0000362	LOC120778669|XP_039966535.1|BTRY	LOC6544260|XP_026832810.1|DERE
OG0000363	LOC120775658|XP_039961859.1|BTRY	LOC6554700|XP_015008975.1|DERE
OG0000363	LOC120779091|XP_039967181.1|BTRY	LOC6543693|XP_026832427.1|DERE
OG0000365	LOC120772169|XP_039956543.1|BTRY	LOC6547737|XP_001974951.1|DERE
OG0000365	LOC120768322|XP_039950894.1|BTRY	LOC6543411|XP_001969897.2|DERE
OG0000366	LOC120774263|XP_039959665.1|BTRY	LOC6551424|XP_026838791.1|DERE
OG0000366	LOC120780807|XP_039968989.1|BTRY	LOC6554311|XP_026831436.1|DERE
OG0000367	LOC120768508|XP_039951168.1|BTRY	LOC6546079|XP_026833637.1|DERE
OG0000367	LOC120770824|XP_039954338.1|BTRY	LOC6547428|XP_001974807.2|DERE
OG0000368	LOC120778882|XP_039966859.1|BTRY, LOC120778883|XP_039966860.1|BTRY	LOC6544726|XP_015013197.1|DERE
OG0000368	LOC120777794|XP_039965259.1|BTRY	LOC6544727|XP_001972411.1|DERE
OG0000370	LOC120774286|XP_039959713.1|BTRY	LOC6544981|XP_001971549.1|DERE, LOC6544994|XP_001973286.1|DERE, LOC113564307|XP_026836569.1|DERE
OG0000376	LOC120775818|XP_039962106.1|BTRY	LOC6551611|XP_026837375.1|DERE, LOC6551610|XP_001978590.1|DERE
OG0000377	LOC120772534|XP_039957145.1|BTRY, LOC120772535|XP_039957147.1|BTRY, LOC120774731|XP_039960417.1|BTRY, LOC120774730|XP_039960415.1|BTRY	LOC6551301|XP_001978400.3|DERE, LOC6552778|XP_001979963.1|DERE
OG0000378	LOC120776151|XP_039962629.1|BTRY	LOC6546662|XP_001974574.1|DERE
OG0000378	LOC120769436|XP_039952351.1|BTRY	LOC6551554|XP_001978502.1|DERE
OG0000379	LOC120772092|XP_039956430.1|BTRY	LOC6541593|XP_026834595.1|DERE, LOC6542039|XP_026834544.1|DERE, LOC6542428|XP_001970581.1|DERE
OG0000380	LOC120777433|XP_039964674.1|BTRY	LOC6549180|XP_001975741.1|DERE
OG0000380	LOC120777435|XP_039964675.1|BTRY	LOC6545076|XP_001972110.1|DERE
OG0000381	LOC120767468|XP_039949490.1|BTRY	LOC6542268|XP_026834987.1|DERE
OG0000382	LOC120775122|XP_039961078.1|BTRY	LOC6544104|XP_001973759.1|DERE
OG0000383	LOC120767904|XP_039950185.1|BTRY	LOC6541604|XP_026834924.1|DERE
OG0000383	LOC120767902|XP_039950182.1|BTRY	LOC6547628|XP_001976263.1|DERE
OG0000384	LOC120772420|XP_039956966.1|BTRY	LOC6546857|XP_001976053.1|DERE
OG0000384	LOC120770607|XP_039954144.1|BTRY	LOC113564313|XP_026836612.1|DERE
OG0000385	LOC120780127|XP_039968341.1|BTRY, LOC120774086|XP_039959352.1|BTRY	LOC6550911|XP_026838256.1|DERE
OG0000385	LOC120774085|XP_039959350.1|BTRY, LOC120774973|XP_039960799.1|BTRY	LOC6550912|XP_026838253.1|DERE
OG0000386	LOC120781604|XP_039969777.1|BTRY	LOC6544076|XP_026832742.1|DERE, LOC6544077|XP_001971934.1|DERE, LOC6554660|XP_001981340.1|DERE
OG0000389	LOC120771680|XP_039955737.1|BTRY	LOC6544985|XP_026833255.1|DERE
OG0000390	LOC120771071|XP_039954817.1|BTRY	LOC6543348|XP_001969885.1|DERE
OG0000391	LOC120771069|XP_039954812.1|BTRY	LOC6547289|XP_026836648.1|DERE
OG0000391	LOC120771124|XP_039954907.1|BTRY	LOC6547131|XP_001974765.3|DERE
OG0000392	LOC120769281|XP_039952131.1|BTRY	LOC6540637|XP_001968804.1|DERE
OG0000392	LOC120769186|XP_039952008.1|BTRY	LOC6540589|XP_001968801.1|DERE
OG0000393	LOC120767748|XP_039949897.1|BTRY	LOC6549281|XP_026836140.1|DERE
OG0000393	LOC120768428|XP_039951042.1|BTRY	LOC6549280|XP_026836151.1|DERE
OG0000394	LOC120773359|XP_039958117.1|BTRY	LOC6551519|XP_001977162.1|DERE
OG0000394	LOC120773360|XP_039958118.1|BTRY, LOC120773362|XP_039958122.1|BTRY, LOC120773361|XP_039958119.1|BTRY	LOC6551520|XP_026838743.1|DERE
OG0000395	LOC120778433|XP_039966149.1|BTRY	LOC6544683|XP_026833970.1|DERE, LOC6544381|XP_001972470.2|DERE, LOC26526589|XP_015014305.2|DERE
OG0000396	LOC120769341|XP_039952232.1|BTRY, LOC120767208|XP_039948951.1|BTRY	LOC6541162|XP_026835208.1|DERE, LOC6542607|XP_001970182.1|DERE
OG0000397	LOC120770499|XP_039953957.1|BTRY, LOC120770497|XP_039953954.1|BTRY	LOC113564052|XP_026834187.1|DERE, LOC6540615|XP_026834188.1|DERE, LOC6540629|XP_001970336.2|DERE
OG0000399	LOC120766843|XP_039948489.1|BTRY	LOC6555051|XP_001981621.1|DERE
OG0000399	LOC120766879|XP_039948547.1|BTRY	LOC6547358|XP_001976323.1|DERE
OG0000400	LOC120774408|XP_039959967.1|BTRY	LOC6551130|XP_001978244.1|DERE
OG0000400	LOC120774940|XP_039960753.1|BTRY, LOC120774941|XP_039960754.1|BTRY, LOC120774766|XP_039960460.1|BTRY	LOC6551129|XP_001978243.1|DERE
OG0000401	LOC120774242|XP_039959636.1|BTRY	LOC26526634|XP_015014319.2|DERE, LOC6550383|XP_026837698.1|DERE
OG0000402	LOC120776166|XP_039962707.1|BTRY	LOC6551087|XP_026838804.1|DERE
OG0000403	LOC120767034|XP_039948814.1|BTRY	LOC26526264|XP_015009371.1|DERE
OG0000403	LOC120770420|XP_039953799.1|BTRY	LOC6547884|XP_015012646.1|DERE
OG0000404	LOC120782378|XP_039970554.1|BTRY	LOC6555333|XP_001981218.2|DERE
OG0000405	LOC120775347|XP_039961428.1|BTRY	LOC6551105|XP_001976836.3|DERE
OG0000406	LOC120779166|XP_039967326.1|BTRY	LOC6543696|XP_026833799.1|DERE
OG0000406	LOC120771109|XP_039954892.1|BTRY	LOC6547116|XP_026836037.1|DERE
OG0000407	LOC120776370|XP_039962883.1|BTRY	LOC113563687|XP_026832871.1|DERE, LOC6545034|XP_026832873.1|DERE
OG0000408	LOC120769044|XP_039951824.1|BTRY	LOC6553628|XP_001980311.1|DERE, LOC6540836|XP_001968820.1|DERE
OG0000409	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY	LOC6549059|XP_001975581.1|DERE, LOC6541051|XP_026834686.1|DERE
OG0000411	LOC120777280|XP_039964424.1|BTRY	LOC6552440|XP_001980929.1|DERE
OG0000411	LOC120769527|XP_039952500.1|BTRY	LOC6542190|XP_001969288.1|DERE
OG0000412	LOC120772605|XP_039957253.1|BTRY	LOC6547625|XP_001974889.1|DERE
OG0000412	LOC120777580|XP_039964926.1|BTRY	LOC6545917|XP_026833108.1|DERE
OG0000413	LOC120766222|XP_039947531.1|BTRY	LOC6552757|XP_001980946.1|DERE
OG0000413	LOC120766492|XP_039947978.1|BTRY	LOC6552396|XP_001978922.1|DERE
OG0000414	LOC120772664|XP_039957331.1|BTRY	LOC6547062|XP_001976020.1|DERE, LOC6542755|XP_026834477.1|DERE
OG0000415	LOC120770881|XP_039954453.1|BTRY	LOC6548279|XP_026836073.1|DERE
OG0000415	LOC120772785|XP_039957502.1|BTRY	LOC6548304|XP_026836074.1|DERE
OG0000416	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY	LOC6555674|XP_001982391.1|DERE
OG0000416	LOC120774132|XP_039959448.1|BTRY	LOC6551373|XP_026838853.1|DERE
OG0000417	LOC120766838|XP_039948483.1|BTRY	LOC6554481|XP_026839776.1|DERE
OG0000417	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY	LOC6555221|XP_001981177.1|DERE
OG0000418	LOC120775998|XP_039962365.1|BTRY	LOC6548016|XP_001976479.1|DERE
OG0000418	LOC120775994|XP_039962360.1|BTRY	LOC6550250|XP_001977676.2|DERE
OG0000419	LOC120772990|XP_039957837.1|BTRY	LOC6548344|XP_026837074.1|DERE
OG0000421	LOC120768035|XP_039950462.1|BTRY	LOC6543016|XP_026835594.1|DERE
OG0000421	LOC120768668|XP_039951380.1|BTRY	LOC6541780|XP_026834981.1|DERE
OG0000422	LOC120780556|XP_039968747.1|BTRY	LOC6543504|XP_026839309.1|DERE
