Orthogroup	BTRY.longest_only	DMAU.longest_only
OG0001319	LOC120768591|XP_039951286.1|BTRY	LOC117148796|XP_033172303.1|DMAU, LOC117148787|XP_033172292.1|DMAU
OG0001320	LOC120772672|XP_039957341.1|BTRY	LOC117137791|XP_033155338.1|DMAU
OG0001326	LOC120782292|XP_039970429.1|BTRY	LOC117143150|XP_033163539.1|DMAU
OG0001328	LOC120775284|XP_039961330.1|BTRY	LOC117147759|XP_033170669.1|DMAU
OG0001329	LOC120773835|XP_039958891.1|BTRY	LOC117147856|XP_033170822.1|DMAU
OG0001330	LOC120773909|XP_039959027.1|BTRY	LOC117146784|XP_033169202.1|DMAU
OG0001331	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY	LOC117148048|XP_033171124.1|DMAU
OG0001332	LOC120774956|XP_039960775.1|BTRY	LOC117147795|XP_033170735.1|DMAU
OG0001333	LOC120775756|XP_039962023.1|BTRY	LOC117150795|XP_033173740.1|DMAU
OG0001334	LOC120778828|XP_039966775.1|BTRY	LOC117144636|XP_033165822.1|DMAU
OG0001335	LOC120773615|XP_039958551.1|BTRY	LOC117144751|XP_033165998.1|DMAU
OG0001337	LOC120773491|XP_039958367.1|BTRY	LOC117146432|XP_033168530.1|DMAU
OG0001338	LOC120771890|XP_039956093.1|BTRY	LOC117138576|XP_033156639.1|DMAU
OG0001339	LOC120773010|XP_039957866.1|BTRY	LOC117138676|XP_033156818.1|DMAU
OG0001340	LOC120775019|XP_039960904.1|BTRY	LOC117141377|XP_033160676.1|DMAU
OG0001341	LOC120767765|XP_039949941.1|BTRY	LOC117146020|XP_033167842.1|DMAU
OG0001342	LOC120770477|XP_039953919.1|BTRY	LOC117145838|XP_033167533.1|DMAU
OG0001343	LOC120766632|XP_039948183.1|BTRY	LOC117144524|XP_033165637.1|DMAU
OG0001344	LOC120782334|XP_039970496.1|BTRY	LOC117142321|XP_033162119.1|DMAU
OG0001345	LOC120773695|XP_039958702.1|BTRY	LOC117143223|XP_033163663.1|DMAU
OG0001346	LOC120776965|XP_039963995.1|BTRY	LOC117144484|XP_033165555.1|DMAU
OG0001347	LOC120773736|XP_039958726.1|BTRY	LOC117147918|XP_033170926.1|DMAU
OG0001348	LOC120770887|XP_039954463.1|BTRY	LOC117146570|XP_033168761.1|DMAU
OG0001349	LOC120776506|XP_039963135.1|BTRY	LOC117140871|XP_033159900.1|DMAU
OG0001350	LOC120775177|XP_039961165.1|BTRY	LOC117140188|XP_033158854.1|DMAU
OG0001351	LOC120772342|XP_039956839.1|BTRY	LOC117135564|XP_033151762.1|DMAU
OG0001352	LOC120770427|XP_039953812.1|BTRY	LOC117138579|XP_033156643.1|DMAU
OG0001353	LOC120775085|XP_039961016.1|BTRY	LOC117140837|XP_033159836.1|DMAU
OG0001354	LOC120771766|XP_039955884.1|BTRY	LOC117135867|XP_033152289.1|DMAU
OG0001355	LOC120781279|XP_039969408.1|BTRY	LOC117136014|XP_033152522.1|DMAU
OG0001356	LOC120766990|XP_039948727.1|BTRY	LOC117144134|XP_033165050.1|DMAU
OG0001357	LOC120777973|XP_039965545.1|BTRY	LOC117140957|XP_033160069.1|DMAU
OG0001358	LOC120778952|XP_039966955.1|BTRY	LOC117139186|XP_033157244.1|DMAU
OG0001359	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY	LOC117146447|XP_033168562.1|DMAU
OG0001360	LOC120770113|XP_039953218.1|BTRY	LOC117136868|XP_033153860.1|DMAU
OG0001361	LOC120778468|XP_039966214.1|BTRY	LOC117141023|XP_033160187.1|DMAU
OG0001362	LOC120779122|XP_039967249.1|BTRY	LOC117140656|XP_033159588.1|DMAU
OG0001363	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY	LOC117145131|XP_033166542.1|DMAU
OG0001364	LOC120771627|XP_039955651.1|BTRY	LOC117138487|XP_033156508.1|DMAU
OG0001365	LOC120777538|XP_039964860.1|BTRY	LOC117141158|XP_033160388.1|DMAU
OG0001366	LOC120777216|XP_039964327.1|BTRY	LOC117140586|XP_033159483.1|DMAU
OG0001367	LOC120771166|XP_039954983.1|BTRY	LOC117135976|XP_033152480.1|DMAU
OG0001368	LOC120773398|XP_039958182.1|BTRY	LOC117137825|XP_033155399.1|DMAU
OG0001369	LOC120773753|XP_039958753.1|BTRY	LOC117146403|XP_033168478.1|DMAU
OG0001370	LOC120770535|XP_039954023.1|BTRY	LOC117138553|XP_033156602.1|DMAU
OG0001371	LOC120769369|XP_039952266.1|BTRY	LOC117137015|XP_033154098.1|DMAU
OG0001372	LOC120770332|XP_039953661.1|BTRY	LOC117136225|XP_033152894.1|DMAU
OG0001373	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY	LOC117150511|XP_033173309.1|DMAU
OG0001374	LOC120772264|XP_039956701.1|BTRY	LOC117138169|XP_033155941.1|DMAU
OG0001375	LOC120782337|XP_039970502.1|BTRY	LOC117145183|XP_033166629.1|DMAU
OG0001376	LOC120770065|XP_039953119.1|BTRY	LOC117137716|XP_033155180.1|DMAU
OG0001378	LOC120769683|XP_039952738.1|BTRY	LOC117150432|XP_033173201.1|DMAU
OG0001379	LOC120768916|XP_039951622.1|BTRY	LOC117142663|XP_033162691.1|DMAU
OG0001380	LOC120771617|XP_039955641.1|BTRY	LOC117138187|XP_033155977.1|DMAU
OG0001381	LOC120772383|XP_039956907.1|BTRY	LOC117138516|XP_033156540.1|DMAU
OG0001382	LOC120768562|XP_039951243.1|BTRY	LOC117135307|XP_033151386.1|DMAU
OG0001383	LOC120772239|XP_039956667.1|BTRY	LOC117135473|XP_033151580.1|DMAU
OG0001384	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY	LOC117150607|XP_033173457.1|DMAU
OG0001385	LOC120781748|XP_039969914.1|BTRY	LOC117150851|XP_033173819.1|DMAU
OG0001387	LOC120769696|XP_039952757.1|BTRY	LOC117141892|XP_033161484.1|DMAU
OG0001388	LOC120769817|XP_039952959.1|BTRY	LOC117138729|XP_033156854.1|DMAU
OG0001389	LOC120782244|XP_039970345.1|BTRY	LOC117145081|XP_033166489.1|DMAU
OG0001390	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY	LOC117142744|XP_033162820.1|DMAU
OG0001391	LOC120768082|XP_039950545.1|BTRY	LOC117142477|XP_033162388.1|DMAU
OG0001392	LOC120774728|XP_039960413.1|BTRY	LOC117148757|XP_033172242.1|DMAU
OG0001393	LOC120774011|XP_039959224.1|BTRY	LOC117139843|XP_033158384.1|DMAU
OG0001394	LOC120779731|XP_039968036.1|BTRY	LOC117137259|XP_033154515.1|DMAU
OG0001395	LOC120771413|XP_039955330.1|BTRY	LOC117143497|XP_033164105.1|DMAU
OG0001396	LOC120774065|XP_039959304.1|BTRY	LOC117147284|XP_033170019.1|DMAU
OG0001397	LOC120782431|XP_039970648.1|BTRY	LOC117145099|XP_033166509.1|DMAU
OG0001398	LOC120773981|XP_039959171.1|BTRY	LOC117147906|XP_033170906.1|DMAU
OG0001399	LOC120772680|XP_039957352.1|BTRY	LOC117137959|XP_033155613.1|DMAU
OG0001400	LOC120766299|XP_039947637.1|BTRY	LOC117143334|XP_033163886.1|DMAU
OG0001401	LOC120778432|XP_039966148.1|BTRY	LOC117140082|XP_033158726.1|DMAU
OG0001402	LOC120777918|XP_039965436.1|BTRY	LOC117141036|XP_033160210.1|DMAU
OG0001403	LOC120777950|XP_039965495.1|BTRY	LOC117141310|XP_033160587.1|DMAU
OG0001404	LOC120780098|XP_039968315.1|BTRY	LOC117135629|XP_033151893.1|DMAU
OG0001405	LOC120772539|XP_039957154.1|BTRY	LOC117137727|XP_033155193.1|DMAU
OG0001406	LOC120776087|XP_039962499.1|BTRY	LOC117148322|XP_033171545.1|DMAU
OG0001407	LOC120778664|XP_039966523.1|BTRY	LOC117141445|XP_033160790.1|DMAU
OG0001408	LOC120771189|XP_039955019.1|BTRY	LOC117135587|XP_033151812.1|DMAU
OG0001411	LOC120771347|XP_039955232.1|BTRY	LOC117144749|XP_033165995.1|DMAU
OG0001412	LOC120769326|XP_039952214.1|BTRY	LOC117141864|XP_033161479.1|DMAU, LOC117151093|XP_033174232.1|DMAU
OG0001413	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY	LOC117136789|XP_033153736.1|DMAU, LOC117136980|XP_033154047.1|DMAU
OG0001414	LOC120770585|XP_039954101.1|BTRY	LOC117137873|XP_033155490.1|DMAU, LOC117137877|XP_033155495.1|DMAU
OG0001415	LOC120770770|XP_039954286.1|BTRY	LOC117137429|XP_033154751.1|DMAU, LOC117135885|XP_033152323.1|DMAU
OG0001416	LOC120772487|XP_039957067.1|BTRY	LOC117150803|XP_033173752.1|DMAU, LOC117140999|XP_033160141.1|DMAU
OG0001417	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY	LOC117148170|XP_033171327.1|DMAU
OG0001418	LOC120778054|XP_039965668.1|BTRY	LOC117140888|XP_033159931.1|DMAU, LOC117140047|XP_033158675.1|DMAU
OG0001419	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY	LOC117148521|XP_033171822.1|DMAU, LOC117147721|XP_033170615.1|DMAU
OG0001429	LOC120782830|XP_039971283.1|BTRY	LOC117144830|XP_033166106.1|DMAU
OG0001430	LOC120766978|XP_039948707.1|BTRY	LOC117142909|XP_033163083.1|DMAU
OG0001431	LOC120774499|XP_039960103.1|BTRY	LOC117148150|XP_033171272.1|DMAU
OG0001432	LOC120774090|XP_039959357.1|BTRY	LOC117146362|XP_033168404.1|DMAU
OG0001433	LOC120775203|XP_039961200.1|BTRY	LOC117143605|XP_033164247.1|DMAU
OG0001434	LOC120773915|XP_039959044.1|BTRY	LOC117147034|XP_033169618.1|DMAU
OG0001435	LOC120772309|XP_039956756.1|BTRY	LOC117137989|XP_033155664.1|DMAU
OG0001436	LOC120775484|XP_039961622.1|BTRY	LOC117142713|XP_033162763.1|DMAU
OG0001437	LOC120766433|XP_039947871.1|BTRY	LOC117139720|XP_033158181.1|DMAU
OG0001438	LOC120782733|XP_039971099.1|BTRY	LOC117142579|XP_033162539.1|DMAU
OG0001439	LOC120773869|XP_039958960.1|BTRY	LOC117143432|XP_033164029.1|DMAU
OG0001440	LOC120773373|XP_039958135.1|BTRY	LOC117146806|XP_033169241.1|DMAU
OG0001441	LOC120774491|XP_039960096.1|BTRY	LOC117148575|XP_033171931.1|DMAU
OG0001442	LOC120775633|XP_039961821.1|BTRY	LOC117150471|XP_033173258.1|DMAU
OG0001443	LOC120766472|XP_039947944.1|BTRY	LOC117142292|XP_033162069.1|DMAU
OG0001444	LOC120766241|XP_039947557.1|BTRY	LOC117145257|XP_033166731.1|DMAU
OG0001445	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY	LOC117142599|XP_033162569.1|DMAU
OG0001446	LOC120771368|XP_039955265.1|BTRY	LOC117142264|XP_033162017.1|DMAU
OG0001447	LOC120782492|XP_039970730.1|BTRY	LOC117144578|XP_033165728.1|DMAU
OG0001448	LOC120775555|XP_039961718.1|BTRY	LOC117143152|XP_033163542.1|DMAU
OG0001449	LOC120777333|XP_039964509.1|BTRY	LOC117137234|XP_033154484.1|DMAU
OG0001450	LOC120766855|XP_039948516.1|BTRY	LOC117137220|XP_033154504.1|DMAU
OG0001451	LOC120771731|XP_039955824.1|BTRY	LOC117137378|XP_033154681.1|DMAU
OG0001452	LOC120771041|XP_039954770.1|BTRY	LOC117136147|XP_033152754.1|DMAU
OG0001453	LOC120777772|XP_039965220.1|BTRY	LOC117140609|XP_033159511.1|DMAU
OG0001454	LOC120780351|XP_039968577.1|BTRY	LOC117143413|XP_033163999.1|DMAU
OG0001455	LOC120776551|XP_039963234.1|BTRY	LOC117138998|XP_033156965.1|DMAU
OG0001456	LOC120770451|XP_039953870.1|BTRY	LOC117137785|XP_033155330.1|DMAU
OG0001457	LOC120770960|XP_039954623.1|BTRY	LOC117135759|XP_033152108.1|DMAU
OG0001458	LOC120771956|XP_039956201.1|BTRY	LOC117136426|XP_033153227.1|DMAU
OG0001459	LOC120778806|XP_039966744.1|BTRY	LOC117140456|XP_033159278.1|DMAU
OG0001460	LOC120773018|XP_039957880.1|BTRY	LOC117136647|XP_033153533.1|DMAU
OG0001461	LOC120774970|XP_039960794.1|BTRY	LOC117148120|XP_033171233.1|DMAU
OG0001462	LOC120776832|XP_039963787.1|BTRY	LOC117139476|XP_033157687.1|DMAU
OG0001463	LOC120781706|XP_039969880.1|BTRY	LOC117143116|XP_033163493.1|DMAU
OG0001464	LOC120776193|XP_039962753.1|BTRY	LOC117146624|XP_033168847.1|DMAU
OG0001465	LOC120771390|XP_039955291.1|BTRY	LOC117137624|XP_033155046.1|DMAU
OG0001466	LOC120767954|XP_039950275.1|BTRY	LOC117135138|XP_033151089.1|DMAU
OG0001467	LOC120767261|XP_039949063.1|BTRY	LOC117141750|XP_033161266.1|DMAU
OG0001468	LOC120777662|XP_039965050.1|BTRY	LOC117139887|XP_033158454.1|DMAU
OG0001469	LOC120771471|XP_039955432.1|BTRY	LOC117138320|XP_033156242.1|DMAU, LOC117144179|XP_033165115.1|DMAU
OG0001470	LOC120778470|XP_039966215.1|BTRY	LOC117139416|XP_033157584.1|DMAU
OG0001471	LOC120779131|XP_039967269.1|BTRY	LOC117141247|XP_033160504.1|DMAU
OG0001472	LOC120778778|XP_039966696.1|BTRY	LOC117141346|XP_033160641.1|DMAU
OG0001473	LOC120766625|XP_039948173.1|BTRY	LOC117145356|XP_033166866.1|DMAU
OG0001474	LOC120772046|XP_039956353.1|BTRY	LOC117147064|XP_033169714.1|DMAU
OG0001475	LOC120772157|XP_039956527.1|BTRY	LOC117135827|XP_033152228.1|DMAU
OG0001476	LOC120770240|XP_039953472.1|BTRY	LOC117148448|XP_033171713.1|DMAU
OG0001477	LOC120775537|XP_039961693.1|BTRY	LOC117142305|XP_033162084.1|DMAU
OG0001478	LOC120767348|XP_039949242.1|BTRY	LOC117150656|XP_033173534.1|DMAU
OG0001479	LOC120775463|XP_039961584.1|BTRY	LOC117136269|XP_033152987.1|DMAU, LOC117148890|XP_033172485.1|DMAU
OG0001480	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY	LOC117145932|XP_033167700.1|DMAU
OG0001481	LOC120768585|XP_039951278.1|BTRY	LOC117150569|XP_033173411.1|DMAU
OG0001482	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY	LOC117136671|XP_033153564.1|DMAU
OG0001483	LOC120768403|XP_039951012.1|BTRY	LOC117135189|XP_033151147.1|DMAU
OG0001484	LOC120779760|XP_039968077.1|BTRY	LOC117136792|XP_033153742.1|DMAU
OG0001485	LOC120778497|XP_039966256.1|BTRY	LOC117139075|XP_033157077.1|DMAU
OG0001486	LOC120769218|XP_039952046.1|BTRY	LOC117150206|XP_033172891.1|DMAU
OG0001487	LOC120768652|XP_039951358.1|BTRY	LOC117135602|XP_033151842.1|DMAU
OG0001488	LOC120772670|XP_039957339.1|BTRY	LOC117136831|XP_033153801.1|DMAU
OG0001489	LOC120767342|XP_039949234.1|BTRY	LOC117147746|XP_033170645.1|DMAU
OG0001490	LOC120768019|XP_039950412.1|BTRY	LOC117144902|XP_033166229.1|DMAU
OG0001491	LOC120767808|XP_039950015.1|BTRY	LOC117151049|XP_033174155.1|DMAU
OG0001493	LOC120775542|XP_039961700.1|BTRY	LOC117148041|XP_033171110.1|DMAU
OG0001494	LOC120775051|XP_039960966.1|BTRY	LOC117146976|XP_033169536.1|DMAU
OG0001495	LOC120772349|XP_039956848.1|BTRY	LOC117137994|XP_033155672.1|DMAU
OG0001496	LOC120774130|XP_039959440.1|BTRY	LOC117147816|XP_033170761.1|DMAU
OG0001497	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY	LOC117137298|XP_033154566.1|DMAU
OG0001498	LOC120766179|XP_039947470.1|BTRY	LOC117143311|XP_033163837.1|DMAU
OG0001500	LOC120771482|XP_039955453.1|BTRY	LOC117138547|XP_033156594.1|DMAU
OG0001501	LOC120772387|XP_039956914.1|BTRY, LOC120782885|XP_039971368.1|BTRY	LOC117143328|XP_033163875.1|DMAU
OG0001502	LOC120770256|XP_039953493.1|BTRY	LOC117135887|XP_033152325.1|DMAU
OG0001503	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY	LOC117138384|XP_033156344.1|DMAU
OG0001504	LOC120774259|XP_039959659.1|BTRY	LOC117148877|XP_033172440.1|DMAU
OG0001505	LOC120770074|XP_039953137.1|BTRY	LOC117149104|XP_033172636.1|DMAU
OG0001506	LOC120773003|XP_039957855.1|BTRY	LOC117136155|XP_033152766.1|DMAU
OG0001507	LOC120770341|XP_039953673.1|BTRY	LOC117136144|XP_033152740.1|DMAU
OG0001508	LOC120772145|XP_039956512.1|BTRY	LOC117138395|XP_033156359.1|DMAU
OG0001509	LOC120771580|XP_039955582.1|BTRY	LOC117137599|XP_033155001.1|DMAU
OG0001510	LOC120781615|XP_039969785.1|BTRY	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU
OG0001512	LOC120777746|XP_039965173.1|BTRY	LOC117139046|XP_033157040.1|DMAU
OG0001513	LOC120778691|XP_039966570.1|BTRY	LOC117139000|XP_033156969.1|DMAU
OG0001515	LOC120775510|XP_039961653.1|BTRY	LOC117146458|XP_033168578.1|DMAU
OG0001517	LOC120782375|XP_039970550.1|BTRY	LOC117144862|XP_033166157.1|DMAU, LOC117143439|XP_033164037.1|DMAU
OG0001518	LOC120779306|XP_039967452.1|BTRY, LOC120766787|XP_039948417.1|BTRY, LOC120775873|XP_039962180.1|BTRY	LOC117147886|XP_033170861.1|DMAU
OG0001519	LOC120780565|XP_039968760.1|BTRY	LOC117144771|XP_033166026.1|DMAU
OG0001520	LOC120767096|XP_039948911.1|BTRY	LOC117144042|XP_033164902.1|DMAU, LOC117142903|XP_033163076.1|DMAU
OG0001521	LOC120767572|XP_039949643.1|BTRY	LOC117151033|XP_033174138.1|DMAU
OG0001522	LOC120767581|XP_039949660.1|BTRY	LOC117150591|XP_033173438.1|DMAU, LOC117140949|XP_033160062.1|DMAU
OG0001523	LOC120772775|XP_039957485.1|BTRY, LOC120772774|XP_039957484.1|BTRY, LOC120772773|XP_039957482.1|BTRY	LOC117136971|XP_033154031.1|DMAU, LOC117138099|XP_033155847.1|DMAU
OG0001524	LOC120769997|XP_039953020.1|BTRY	LOC117138599|XP_033156672.1|DMAU
OG0001525	LOC120775416|XP_039961527.1|BTRY	LOC117146920|XP_033169439.1|DMAU, LOC117146921|XP_033169440.1|DMAU
OG0001526	LOC120773750|XP_039958748.1|BTRY, LOC120775799|XP_039962077.1|BTRY	LOC117146665|XP_033168903.1|DMAU, LOC117146666|XP_033168904.1|DMAU
OG0001527	LOC120775205|XP_039961202.1|BTRY, LOC120775206|XP_039961204.1|BTRY	LOC117147319|XP_033170061.1|DMAU
OG0001528	LOC120777088|XP_039964156.1|BTRY	LOC117143926|XP_033164733.1|DMAU, LOC117144026|XP_033164875.1|DMAU
OG0001534	LOC120773392|XP_039958161.1|BTRY	LOC117147129|XP_033169786.1|DMAU
OG0001535	LOC120775729|XP_039961981.1|BTRY	LOC117146600|XP_033168815.1|DMAU
OG0001536	LOC120775631|XP_039961819.1|BTRY	LOC117148108|XP_033171217.1|DMAU
OG0001537	LOC120769213|XP_039952040.1|BTRY	LOC117150461|XP_033173246.1|DMAU
OG0001538	LOC120774223|XP_039959615.1|BTRY	LOC117148951|XP_033172583.1|DMAU
OG0001539	LOC120769993|XP_039953013.1|BTRY	LOC117135750|XP_033152096.1|DMAU
OG0001540	LOC120767701|XP_039949832.1|BTRY	LOC117150337|XP_033173076.1|DMAU
OG0001541	LOC120778886|XP_039966865.1|BTRY	LOC117140752|XP_033159725.1|DMAU
OG0001542	LOC120780966|XP_039969127.1|BTRY	LOC117142454|XP_033162320.1|DMAU
OG0001543	LOC120776148|XP_039962623.1|BTRY	LOC117147990|XP_033171032.1|DMAU
OG0001544	LOC120774774|XP_039960479.1|BTRY	LOC117147793|XP_033170732.1|DMAU
OG0001545	LOC120774829|XP_039960574.1|BTRY	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU
OG0001546	LOC120774220|XP_039959610.1|BTRY	LOC117147241|XP_033169946.1|DMAU
OG0001547	LOC120774592|XP_039960258.1|BTRY	LOC117148073|XP_033171162.1|DMAU
OG0001548	LOC120775951|XP_039962296.1|BTRY	LOC117147159|XP_033169833.1|DMAU
OG0001549	LOC120768282|XP_039950846.1|BTRY	LOC117135128|XP_033151068.1|DMAU
OG0001550	LOC120769353|XP_039952286.1|BTRY	LOC117144687|XP_033165902.1|DMAU
OG0001551	LOC120781953|XP_039970050.1|BTRY	LOC117144746|XP_033165991.1|DMAU
OG0001552	LOC120766190|XP_039947481.1|BTRY	LOC117144314|XP_033165316.1|DMAU
OG0001553	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY	LOC117148350|XP_033171579.1|DMAU
OG0001554	LOC120773438|XP_039958258.1|BTRY	LOC117144605|XP_033165787.1|DMAU
OG0001555	LOC120769338|XP_039952228.1|BTRY	LOC117135262|XP_033151303.1|DMAU
OG0001556	LOC120770110|XP_039953215.1|BTRY	LOC117135766|XP_033152122.1|DMAU
OG0001557	LOC120774237|XP_039959632.1|BTRY	LOC117148228|XP_033171408.1|DMAU
OG0001558	LOC120776051|XP_039962442.1|BTRY	LOC117147287|XP_033170022.1|DMAU
OG0001559	LOC120766322|XP_039947680.1|BTRY	LOC117144645|XP_033165832.1|DMAU
OG0001561	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY	LOC117144186|XP_033165124.1|DMAU
OG0001562	LOC120782857|XP_039971324.1|BTRY	LOC117146461|XP_033168587.1|DMAU
OG0001563	LOC120771274|XP_039955133.1|BTRY	LOC117141678|XP_033161165.1|DMAU
OG0001564	LOC120766484|XP_039947962.1|BTRY	LOC117146012|XP_033167822.1|DMAU
OG0001565	LOC120766874|XP_039948539.1|BTRY	LOC117144825|XP_033166100.1|DMAU
OG0001566	LOC120782328|XP_039970487.1|BTRY	LOC117144763|XP_033166012.1|DMAU
OG0001567	LOC120772164|XP_039956538.1|BTRY	LOC117137470|XP_033154808.1|DMAU
OG0001568	LOC120782686|XP_039971015.1|BTRY	LOC117145575|XP_033167172.1|DMAU
OG0001569	LOC120782487|XP_039970722.1|BTRY	LOC117142749|XP_033162821.1|DMAU
OG0001570	LOC120782368|XP_039970540.1|BTRY	LOC117143537|XP_033164161.1|DMAU
OG0001572	LOC120775782|XP_039962053.1|BTRY	LOC117146644|XP_033168869.1|DMAU
OG0001573	LOC120777157|XP_039964235.1|BTRY	LOC117138952|XP_033156883.1|DMAU
OG0001574	LOC120776055|XP_039962447.1|BTRY, LOC120781219|XP_039969282.1|BTRY	LOC117147709|XP_033170592.1|DMAU
OG0001575	LOC120780662|XP_039968858.1|BTRY	LOC117142946|XP_033163153.1|DMAU
OG0001576	LOC120766533|XP_039948038.1|BTRY	LOC117143450|XP_033164050.1|DMAU
OG0001577	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY	LOC117143344|XP_033163899.1|DMAU
OG0001578	LOC120772667|XP_039957335.1|BTRY	LOC117137458|XP_033154793.1|DMAU
OG0001579	LOC120774265|XP_039959669.1|BTRY	LOC117147572|XP_033170408.1|DMAU
OG0001580	LOC120770174|XP_039953322.1|BTRY	LOC117136051|XP_033152585.1|DMAU
OG0001581	LOC120773814|XP_039958855.1|BTRY	LOC117148699|XP_033172133.1|DMAU
OG0001582	LOC120770043|XP_039953092.1|BTRY	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU
OG0001583	LOC120771741|XP_039955847.1|BTRY	LOC117136342|XP_033153096.1|DMAU
OG0001584	LOC120777659|XP_039965046.1|BTRY	LOC117141130|XP_033160347.1|DMAU
OG0001585	LOC120775963|XP_039962308.1|BTRY	LOC117148861|XP_033172421.1|DMAU
OG0001586	LOC120777890|XP_039965386.1|BTRY	LOC117140350|XP_033159092.1|DMAU
OG0001587	LOC120771025|XP_039954735.1|BTRY	LOC117137487|XP_033154858.1|DMAU
OG0001588	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY	LOC117138208|XP_033156033.1|DMAU
OG0001589	LOC120767539|XP_039949577.1|BTRY	LOC117136090|XP_033152654.1|DMAU
OG0001591	LOC120774435|XP_039960013.1|BTRY	LOC117146523|XP_033168679.1|DMAU, LOC117148736|XP_033172197.1|DMAU, LOC117145380|XP_033166903.1|DMAU
OG0001592	LOC120768200|XP_039950706.1|BTRY	LOC117142934|XP_033163141.1|DMAU
OG0001593	LOC120768303|XP_039950867.1|BTRY	LOC117150632|XP_033173495.1|DMAU
OG0001594	LOC120769207|XP_039952035.1|BTRY	LOC117150272|XP_033172968.1|DMAU
OG0001595	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY	LOC117137055|XP_033154156.1|DMAU
OG0001596	LOC120767379|XP_039949302.1|BTRY	LOC117151034|XP_033174139.1|DMAU
OG0001597	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY	LOC117149328|XP_033172657.1|DMAU
OG0001599	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY	LOC117141141|XP_033160368.1|DMAU
OG0001600	LOC120769367|XP_039952262.1|BTRY	LOC117145130|XP_033166545.1|DMAU
OG0001601	LOC120769383|XP_039952285.1|BTRY	LOC117135165|XP_033151117.1|DMAU
OG0001602	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY	LOC117140893|XP_033159942.1|DMAU
OG0001603	LOC120781755|XP_039969921.1|BTRY	LOC117150475|XP_033173265.1|DMAU
OG0001604	LOC120775318|XP_039961389.1|BTRY	LOC117146888|XP_033169378.1|DMAU
OG0001605	LOC120771906|XP_039956122.1|BTRY	LOC117135893|XP_033152331.1|DMAU
OG0001606	LOC120771194|XP_039955024.1|BTRY	LOC117135420|XP_033151464.1|DMAU
OG0001607	LOC120768129|XP_039950617.1|BTRY	LOC117135203|XP_033151179.1|DMAU
OG0001608	LOC120767966|XP_039950303.1|BTRY	LOC117151028|XP_033174132.1|DMAU
OG0001609	LOC120771513|XP_039955502.1|BTRY	LOC117137214|XP_033154461.1|DMAU
OG0001610	LOC120768040|XP_039950474.1|BTRY	LOC117142175|XP_033161931.1|DMAU
OG0001611	LOC120767394|XP_039949347.1|BTRY	LOC117143255|XP_033163716.1|DMAU
OG0001612	LOC120769047|XP_039951829.1|BTRY	LOC117150833|XP_033173791.1|DMAU
OG0001613	LOC120781708|XP_039969874.1|BTRY	LOC117142352|XP_033162169.1|DMAU
OG0001614	LOC120770261|XP_039953505.1|BTRY	LOC117136293|XP_033153021.1|DMAU
