Orthogroup	BTRY.longest_only	DGUA.longest_only
OG0000200	LOC120779631|XP_039967916.1|BTRY	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA
OG0000201	LOC120776329|XP_039962793.1|BTRY, LOC120776328|XP_039962792.1|BTRY, LOC120766475|XP_039947951.1|BTRY	LOC117585855|XP_034131496.1|DGUA
OG0000201	LOC120782423|XP_039970609.1|BTRY	LOC117585853|XP_034131492.1|DGUA
OG0000202	LOC120778690|XP_039966574.1|BTRY	LOC117586090|XP_034131837.1|DGUA
OG0000202	LOC120769099|XP_039951893.1|BTRY	LOC117591304|XP_034140402.1|DGUA, LOC117579256|XP_034120934.1|DGUA, LOC117581481|XP_034124614.1|DGUA, LOC117588425|XP_034135596.1|DGUA
OG0000203	LOC120772587|XP_039957228.1|BTRY	LOC117592623|XP_034142448.1|DGUA, LOC117589329|XP_034137072.1|DGUA, LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA
OG0000204	LOC120781235|XP_039969307.1|BTRY	LOC117578498|XP_034119926.1|DGUA, LOC117584930|XP_034129981.1|DGUA, LOC117592392|XP_034141999.1|DGUA
OG0000205	LOC120782796|XP_039971206.1|BTRY	LOC117585075|XP_034130230.1|DGUA
OG0000205	LOC120774023|XP_039959249.1|BTRY	LOC117585020|XP_034130152.1|DGUA
OG0000206	LOC120771891|XP_039956094.1|BTRY	LOC117591994|XP_034141330.1|DGUA
OG0000206	LOC120769172|XP_039951989.1|BTRY	LOC117584715|XP_034129651.1|DGUA
OG0000206	LOC120772780|XP_039957492.1|BTRY	LOC117586721|XP_034132908.1|DGUA
OG0000208	LOC120769985|XP_039952999.1|BTRY	LOC117588079|XP_034135040.1|DGUA, LOC117592684|XP_034142536.1|DGUA
OG0000210	LOC120774794|XP_039960515.1|BTRY	LOC117581120|XP_034123935.1|DGUA
OG0000211	LOC120769697|XP_039952760.1|BTRY	LOC117583719|XP_034128118.1|DGUA
OG0000211	LOC120766505|XP_039947996.1|BTRY	LOC117583718|XP_034128116.1|DGUA
OG0000212	LOC120767923|XP_039950216.1|BTRY	LOC117581957|XP_034125330.1|DGUA
OG0000212	LOC120767979|XP_039950325.1|BTRY	LOC117582419|XP_034126011.1|DGUA
OG0000213	LOC120776613|XP_039963337.1|BTRY	LOC117580458|XP_034122921.1|DGUA
OG0000213	LOC120772140|XP_039956500.1|BTRY	LOC117592198|XP_034141698.1|DGUA
OG0000214	LOC120773826|XP_039958873.1|BTRY	LOC117580767|XP_034123352.1|DGUA
OG0000214	LOC120771411|XP_039955323.1|BTRY	LOC117592176|XP_034141667.1|DGUA
OG0000214	LOC120772748|XP_039957444.1|BTRY	LOC117585188|XP_034130427.1|DGUA
OG0000215	LOC120777620|XP_039965003.1|BTRY	LOC117579370|XP_034121128.1|DGUA, LOC117579368|XP_034121126.1|DGUA
OG0000215	LOC120779185|XP_039967381.1|BTRY, LOC120779184|XP_039967377.1|BTRY	LOC117579369|XP_034121127.1|DGUA
OG0000216	LOC120779121|XP_039967248.1|BTRY	LOC117588705|XP_034136044.1|DGUA, LOC117588708|XP_034136048.1|DGUA, LOC117588709|XP_034136049.1|DGUA, LOC117588706|XP_034136045.1|DGUA, LOC117588707|XP_034136047.1|DGUA, LOC117588710|XP_034136050.1|DGUA, LOC117580570|XP_034123064.1|DGUA, LOC117591010|XP_034139986.1|DGUA
OG0000217	LOC120774184|XP_039959539.1|BTRY	LOC117590794|XP_034139640.1|DGUA
OG0000217	LOC120774183|XP_039959537.1|BTRY	LOC117590793|XP_034139639.1|DGUA
OG0000219	LOC120771679|XP_039955736.1|BTRY	LOC117578470|XP_034119893.1|DGUA
OG0000219	LOC120770516|XP_039953988.1|BTRY	LOC117578472|XP_034119895.1|DGUA
OG0000219	LOC120770951|XP_039954598.1|BTRY	LOC117578468|XP_034119891.1|DGUA
OG0000220	LOC120777893|XP_039965397.1|BTRY	LOC117586871|XP_034133059.1|DGUA, LOC117587270|XP_034133741.1|DGUA
OG0000220	LOC120777745|XP_039965172.1|BTRY	LOC117587126|XP_034133516.1|DGUA
OG0000221	LOC120772685|XP_039957356.1|BTRY	LOC117578437|XP_034119832.1|DGUA
OG0000221	LOC120771418|XP_039955333.1|BTRY	LOC117589585|XP_034137540.1|DGUA, LOC117578434|XP_034119795.1|DGUA
OG0000222	LOC120768102|XP_039950581.1|BTRY	LOC117583988|XP_034128585.1|DGUA
OG0000223	LOC120778536|XP_039966311.1|BTRY	LOC117587254|XP_034133719.1|DGUA
OG0000223	LOC120776561|XP_039963252.1|BTRY	LOC117580214|XP_034122499.1|DGUA
OG0000224	LOC120772659|XP_039957324.1|BTRY	LOC117591817|XP_034141043.1|DGUA
OG0000224	LOC120770843|XP_039954373.1|BTRY	LOC117586682|XP_034132828.1|DGUA
OG0000225	LOC120766328|XP_039947686.1|BTRY	LOC117585453|XP_034130827.1|DGUA
OG0000225	LOC120766993|XP_039948731.1|BTRY	LOC117585417|XP_034130781.1|DGUA, LOC117585342|XP_034130674.1|DGUA
OG0000226	LOC120776785|XP_039963705.1|BTRY, LOC120769020|XP_039951796.1|BTRY, LOC120776783|XP_039963703.1|BTRY, LOC120769079|XP_039951872.1|BTRY, LOC120776784|XP_039963704.1|BTRY	LOC117589393|XP_034137200.1|DGUA
OG0000228	LOC120780327|XP_039968554.1|BTRY	LOC117590157|XP_034138434.1|DGUA
OG0000229	LOC120778329|XP_039966059.1|BTRY	LOC117583694|XP_034128063.1|DGUA
OG0000229	LOC120766410|XP_039947795.1|BTRY	LOC117583695|XP_034128064.1|DGUA
OG0000229	LOC120770932|XP_039954575.1|BTRY	LOC117585095|XP_034130254.1|DGUA
OG0000230	LOC120772379|XP_039956903.1|BTRY	LOC117578797|XP_034120414.1|DGUA
OG0000230	LOC120773112|XP_039958040.1|BTRY, LOC120773115|XP_039958041.1|BTRY, LOC120773111|XP_039958039.1|BTRY, LOC120772380|XP_039956905.1|BTRY, LOC120772381|XP_039956906.1|BTRY	LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA
OG0000232	LOC120780393|XP_039968613.1|BTRY	LOC117586758|XP_034132958.1|DGUA
OG0000233	LOC120782482|XP_039970713.1|BTRY, LOC120766915|XP_039948595.1|BTRY	LOC117591474|XP_034140648.1|DGUA
OG0000233	LOC120766893|XP_039948577.1|BTRY	LOC117583397|XP_034127572.1|DGUA, LOC117583402|XP_034127576.1|DGUA
OG0000234	LOC120771255|XP_039955106.1|BTRY	LOC117583611|XP_034127944.1|DGUA, LOC117583555|XP_034127812.1|DGUA
OG0000235	LOC120766205|XP_039947506.1|BTRY	LOC117584956|XP_034130044.1|DGUA, LOC117584955|XP_034130043.1|DGUA
OG0000236	LOC120779324|XP_039967460.1|BTRY	LOC117590934|XP_034139866.1|DGUA, LOC117582510|XP_034126196.1|DGUA, LOC117587857|XP_034134714.1|DGUA, LOC117591356|XP_034140480.1|DGUA
OG0000237	LOC120770026|XP_039953060.1|BTRY	LOC117578458|XP_034119873.1|DGUA, LOC117589894|XP_034138055.1|DGUA
OG0000238	LOC120767817|XP_039950032.1|BTRY, LOC120767816|XP_039950029.1|BTRY	LOC117581796|XP_034125127.1|DGUA
OG0000238	LOC120767818|XP_039950033.1|BTRY	LOC117582234|XP_034125736.1|DGUA
OG0000239	LOC120782210|XP_039970302.1|BTRY, LOC120782212|XP_039970305.1|BTRY	LOC117586408|XP_034132335.1|DGUA, LOC117585159|XP_034130386.1|DGUA
OG0000240	LOC120766348|XP_039947708.1|BTRY	LOC117586382|XP_034132303.1|DGUA
OG0000240	LOC120767708|XP_039949841.1|BTRY	LOC117586041|XP_034131777.1|DGUA
OG0000241	LOC120776535|XP_039963203.1|BTRY	LOC117591277|XP_034140368.1|DGUA, LOC117591768|XP_034140971.1|DGUA, LOC117589445|XP_034137280.1|DGUA
OG0000242	LOC120779602|XP_039967884.1|BTRY, LOC120781582|XP_039969749.1|BTRY	LOC117591314|XP_034140412.1|DGUA
OG0000243	LOC120777870|XP_039965358.1|BTRY, LOC120782120|XP_039970196.1|BTRY, LOC120782121|XP_039970197.1|BTRY, LOC120767294|XP_039949112.1|BTRY	LOC117579866|XP_034121869.1|DGUA, LOC117586263|XP_034132096.1|DGUA, LOC117591723|XP_034140930.1|DGUA, LOC117586324|XP_034132206.1|DGUA
OG0000246	LOC120771164|XP_039954981.1|BTRY, LOC120772367|XP_039956870.1|BTRY	LOC117586207|XP_034132039.1|DGUA
OG0000247	LOC120776691|XP_039963508.1|BTRY	LOC117580413|XP_034122852.1|DGUA, LOC117580414|XP_034122853.1|DGUA, LOC117580415|XP_034122854.1|DGUA
OG0000248	LOC120777084|XP_039964150.1|BTRY	LOC117587385|XP_034133929.1|DGUA
OG0000248	LOC120777085|XP_039964152.1|BTRY	LOC117587386|XP_034133931.1|DGUA, LOC117592005|XP_034141344.1|DGUA
OG0000249	LOC120767842|XP_039950069.1|BTRY	LOC117581786|XP_034125106.1|DGUA
OG0000249	LOC120767841|XP_039950068.1|BTRY	LOC117581784|XP_034125104.1|DGUA, LOC117581780|XP_034125094.1|DGUA
OG0000250	LOC120769438|XP_039952355.1|BTRY	LOC117583934|XP_034128507.1|DGUA
OG0000250	LOC120767838|XP_039950063.1|BTRY	LOC117584311|XP_034129028.1|DGUA
OG0000250	LOC120769437|XP_039952352.1|BTRY	LOC117583933|XP_034128506.1|DGUA
OG0000251	LOC120774796|XP_039960519.1|BTRY	LOC117591321|XP_034140419.1|DGUA, LOC117592040|XP_034141402.1|DGUA, LOC117579134|XP_034120766.1|DGUA
OG0000252	LOC120771831|XP_039956003.1|BTRY	LOC117580018|XP_034122133.1|DGUA
OG0000252	LOC120771830|XP_039956002.1|BTRY	LOC117580782|XP_034123372.1|DGUA
OG0000252	LOC120771832|XP_039956004.1|BTRY	LOC117591925|XP_034141209.1|DGUA
OG0000255	LOC120772461|XP_039957022.1|BTRY	LOC117578750|XP_034120327.1|DGUA
OG0000255	LOC120772459|XP_039957016.1|BTRY, LOC120772460|XP_039957017.1|BTRY, LOC120772462|XP_039957023.1|BTRY, LOC120772463|XP_039957024.1|BTRY, LOC120772455|XP_039957012.1|BTRY	LOC117578749|XP_034120326.1|DGUA
OG0000256	LOC120771716|XP_039955804.1|BTRY	LOC117580563|XP_034123060.1|DGUA
OG0000256	LOC120770923|XP_039954553.1|BTRY	LOC117592654|XP_034142489.1|DGUA
OG0000257	LOC120772453|XP_039957010.1|BTRY	LOC117591810|XP_034141011.1|DGUA
OG0000258	LOC120774772|XP_039960478.1|BTRY	LOC117591552|XP_034140738.1|DGUA
OG0000258	LOC120775199|XP_039961195.1|BTRY	LOC117579767|XP_034121712.1|DGUA
OG0000260	LOC120772651|XP_039957311.1|BTRY, LOC120772119|XP_039956464.1|BTRY, LOC120770425|XP_039953809.1|BTRY, LOC120772652|XP_039957313.1|BTRY, LOC120766992|XP_039948730.1|BTRY	LOC117585536|XP_034130946.1|DGUA, LOC117578791|XP_034120405.1|DGUA
OG0000261	LOC120767229|XP_039948989.1|BTRY	LOC117582585|XP_034126323.1|DGUA, LOC117582584|XP_034126322.1|DGUA
OG0000262	LOC120776457|XP_039963055.1|BTRY	LOC117587329|XP_034133852.1|DGUA, LOC117587328|XP_034133851.1|DGUA
OG0000262	LOC120770297|XP_039953591.1|BTRY	LOC117581991|XP_034125381.1|DGUA
OG0000263	LOC120771776|XP_039955901.1|BTRY	LOC117592602|XP_034142375.1|DGUA
OG0000263	LOC120776891|XP_039963882.1|BTRY	LOC117587350|XP_034133881.1|DGUA
OG0000264	LOC120775717|XP_039961963.1|BTRY	LOC117581321|XP_034124317.1|DGUA
OG0000264	LOC120766704|XP_039948285.1|BTRY	LOC117583538|XP_034127782.1|DGUA, LOC117581495|XP_034124635.1|DGUA
OG0000265	LOC120777120|XP_039964198.1|BTRY	LOC117587232|XP_034133692.1|DGUA
OG0000267	LOC120766696|XP_039948278.1|BTRY	LOC117583081|XP_034127149.1|DGUA
OG0000267	LOC120778819|XP_039966762.1|BTRY	LOC117583080|XP_034127148.1|DGUA
OG0000268	LOC120772995|XP_039957844.1|BTRY	LOC117582829|XP_034126772.1|DGUA, LOC117582830|XP_034126773.1|DGUA
OG0000269	LOC120766524|XP_039948028.1|BTRY	LOC117583063|XP_034127126.1|DGUA
OG0000269	LOC120766196|XP_039947490.1|BTRY	LOC117585344|XP_034130679.1|DGUA
OG0000270	LOC120770505|XP_039953963.1|BTRY	LOC117592070|XP_034141469.1|DGUA
OG0000271	LOC120781422|XP_039969577.1|BTRY	LOC117588096|XP_034135058.1|DGUA
OG0000271	LOC120775334|XP_039961409.1|BTRY	LOC117590211|XP_034138598.1|DGUA, LOC117592177|XP_034141668.1|DGUA
OG0000272	LOC120779531|XP_039967811.1|BTRY	LOC117590577|XP_034139209.1|DGUA
OG0000273	LOC120782144|XP_039970219.1|BTRY	LOC117590005|XP_034138182.1|DGUA
OG0000274	LOC120782521|XP_039970764.1|BTRY, LOC120772279|XP_039956724.1|BTRY, LOC120771067|XP_039954808.1|BTRY, LOC120772768|XP_039957476.1|BTRY, LOC120772787|XP_039957503.1|BTRY	LOC117589516|XP_034137395.1|DGUA, LOC117589517|XP_034137398.1|DGUA, LOC117589725|XP_034137788.1|DGUA, LOC117584522|XP_034129397.1|DGUA
OG0000276	LOC120770987|XP_039954666.1|BTRY, LOC120768923|XP_039951635.1|BTRY, LOC120778943|XP_039966938.1|BTRY, LOC120771629|XP_039955654.1|BTRY, LOC120770986|XP_039954662.1|BTRY, LOC120771816|XP_039955968.1|BTRY	LOC117585182|XP_034130420.1|DGUA
OG0000277	LOC120775457|XP_039961619.1|BTRY	LOC117585376|XP_034130715.1|DGUA, LOC117585395|XP_034130750.1|DGUA, LOC117585378|XP_034130717.1|DGUA
OG0000279	LOC120779005|XP_039967058.1|BTRY, LOC120777608|XP_039964991.1|BTRY	LOC117579983|XP_034122053.1|DGUA, LOC117579984|XP_034122054.1|DGUA
OG0000280	LOC120776799|XP_039963722.1|BTRY	LOC117579882|XP_034121909.1|DGUA
OG0000280	LOC120776798|XP_039963721.1|BTRY	LOC117579881|XP_034121908.1|DGUA
OG0000281	LOC120779054|XP_039967123.1|BTRY	LOC117589456|XP_034137299.1|DGUA, LOC117591618|XP_034140821.1|DGUA, LOC117580866|XP_034123506.1|DGUA, LOC117588506|XP_034135719.1|DGUA
OG0000282	LOC120778082|XP_039965713.1|BTRY, LOC120778087|XP_039965718.1|BTRY	LOC117587145|XP_034133543.1|DGUA
OG0000283	LOC120771747|XP_039955852.1|BTRY	LOC117592109|XP_034141521.1|DGUA
OG0000283	LOC120767065|XP_039948854.1|BTRY	LOC117583739|XP_034128146.1|DGUA
OG0000284	LOC120769808|XP_039952943.1|BTRY	LOC117584410|XP_034129165.1|DGUA
OG0000284	LOC120769666|XP_039952714.1|BTRY	LOC117584194|XP_034128853.1|DGUA
OG0000285	LOC120771730|XP_039955823.1|BTRY	LOC117578660|XP_034120591.1|DGUA
OG0000285	LOC120770215|XP_039953419.1|BTRY, LOC120772745|XP_039957440.1|BTRY	LOC117580252|XP_034122981.1|DGUA
OG0000286	LOC120768105|XP_039950585.1|BTRY	LOC117584327|XP_034129046.1|DGUA
OG0000286	LOC120768104|XP_039950584.1|BTRY	LOC117584329|XP_034129049.1|DGUA
OG0000287	LOC120773940|XP_039959087.1|BTRY	LOC117590945|XP_034139884.1|DGUA
OG0000287	LOC120773944|XP_039959094.1|BTRY, LOC120773943|XP_039959093.1|BTRY	LOC117590954|XP_034139894.1|DGUA
OG0000287	LOC120773942|XP_039959092.1|BTRY	LOC117591042|XP_034140028.1|DGUA
OG0000288	LOC120774584|XP_039960251.1|BTRY	LOC117587972|XP_034134872.1|DGUA, LOC117587974|XP_034134873.1|DGUA
OG0000289	LOC120776887|XP_039963879.1|BTRY, LOC120776886|XP_039963877.1|BTRY	LOC117579688|XP_034121568.1|DGUA
OG0000289	LOC120776898|XP_039963894.1|BTRY	LOC117580002|XP_034122094.1|DGUA
OG0000289	LOC120776870|XP_039963861.1|BTRY	LOC117579687|XP_034121565.1|DGUA
OG0000292	LOC120776580|XP_039963280.1|BTRY	LOC117580221|XP_034122517.1|DGUA
OG0000293	LOC120766258|XP_039947578.1|BTRY	LOC117583431|XP_034127621.1|DGUA
OG0000293	LOC120766389|XP_039947764.1|BTRY	LOC117583110|XP_034127182.1|DGUA
OG0000294	LOC120779893|XP_039968175.1|BTRY	LOC117583860|XP_034128371.1|DGUA
OG0000294	LOC120776200|XP_039962765.1|BTRY	LOC117590345|XP_034138735.1|DGUA
OG0000295	LOC120775150|XP_039961119.1|BTRY	LOC117578517|XP_034119953.1|DGUA, LOC117583161|XP_034127247.1|DGUA, LOC117578609|XP_034120094.1|DGUA
OG0000296	LOC120774859|XP_039960620.1|BTRY	LOC117591067|XP_034140059.1|DGUA, LOC117588996|XP_034136494.1|DGUA, LOC117588343|XP_034135444.1|DGUA
OG0000297	LOC120771123|XP_039954906.1|BTRY, LOC120771120|XP_039954904.1|BTRY, LOC120771121|XP_039954905.1|BTRY	LOC117591914|XP_034141195.1|DGUA, LOC117591915|XP_034141198.1|DGUA
OG0000298	LOC120775311|XP_039961380.1|BTRY	LOC117588355|XP_034135458.1|DGUA, LOC117588374|XP_034135483.1|DGUA, LOC117585525|XP_034130924.1|DGUA
OG0000299	LOC120766924|XP_039948603.1|BTRY	LOC117589561|XP_034137487.1|DGUA
OG0000299	LOC120777590|XP_039964988.1|BTRY	LOC117589589|XP_034137546.1|DGUA
OG0000300	LOC120778403|XP_039966121.1|BTRY	LOC117580494|XP_034122972.1|DGUA, LOC117580495|XP_034122974.1|DGUA, LOC117580493|XP_034122971.1|DGUA
OG0000301	LOC120779661|XP_039967950.1|BTRY	LOC117590674|XP_034139441.1|DGUA
OG0000301	LOC120767206|XP_039948949.1|BTRY	LOC117582104|XP_034125560.1|DGUA
OG0000302	LOC120778692|XP_039966580.1|BTRY, LOC120778344|XP_039966068.1|BTRY	LOC117587184|XP_034133594.1|DGUA
OG0000302	LOC120777937|XP_039965464.1|BTRY	LOC117587185|XP_034133595.1|DGUA
OG0000303	LOC120779740|XP_039968048.1|BTRY	LOC117579447|XP_034121227.1|DGUA, LOC117580841|XP_034123472.1|DGUA, LOC117581927|XP_034125296.1|DGUA
OG0000304	LOC120776331|XP_039962801.1|BTRY	LOC117583909|XP_034128478.1|DGUA, LOC117583711|XP_034128093.1|DGUA, LOC117583712|XP_034128094.1|DGUA
OG0000305	LOC120768131|XP_039950624.1|BTRY	LOC117591273|XP_034140361.1|DGUA, LOC117591271|XP_034140357.1|DGUA
OG0000305	LOC120778426|XP_039966142.1|BTRY	LOC117591284|XP_034140373.1|DGUA
OG0000306	LOC120775066|XP_039960982.1|BTRY	LOC117591916|XP_034141199.1|DGUA, LOC117590982|XP_034139948.1|DGUA
OG0000307	LOC120782706|XP_039971045.1|BTRY	LOC117585216|XP_034130494.1|DGUA
OG0000307	LOC120782833|XP_039971288.1|BTRY	LOC117583556|XP_034127810.1|DGUA
OG0000308	LOC120774160|XP_039959511.1|BTRY	LOC117587691|XP_034134477.1|DGUA, LOC117583585|XP_034127863.1|DGUA, LOC117587567|XP_034134282.1|DGUA
OG0000309	LOC120770969|XP_039954638.1|BTRY	LOC117586562|XP_034132613.1|DGUA
OG0000310	LOC120774938|XP_039960752.1|BTRY	LOC117578520|XP_034119955.1|DGUA, LOC117580838|XP_034123468.1|DGUA
OG0000311	LOC120774311|XP_039959777.1|BTRY	LOC117585640|XP_034131116.1|DGUA, LOC117584946|XP_034130029.1|DGUA, LOC117588268|XP_034135313.1|DGUA
OG0000312	LOC120768539|XP_039951210.1|BTRY	LOC117588226|XP_034135263.1|DGUA
OG0000312	LOC120768898|XP_039951586.1|BTRY	LOC117582061|XP_034125504.1|DGUA
OG0000313	LOC120767595|XP_039949678.1|BTRY	LOC117588087|XP_034135047.1|DGUA
OG0000313	LOC120767596|XP_039949679.1|BTRY	LOC117584344|XP_034129067.1|DGUA
OG0000314	LOC120768914|XP_039951615.1|BTRY	LOC117584076|XP_034128712.1|DGUA
OG0000315	LOC120767408|XP_039949384.1|BTRY	LOC117582545|XP_034126245.1|DGUA
OG0000316	LOC120771614|XP_039955637.1|BTRY	LOC117581318|XP_034124312.1|DGUA
OG0000317	LOC120767316|XP_039949186.1|BTRY	LOC117583332|XP_034127483.1|DGUA, LOC117583385|XP_034127561.1|DGUA, LOC117583223|XP_034127333.1|DGUA, LOC117583220|XP_034127329.1|DGUA, LOC117583224|XP_034127334.1|DGUA, LOC117583222|XP_034127331.1|DGUA, LOC117583221|XP_034127330.1|DGUA
OG0000318	LOC120779462|XP_039967658.1|BTRY	LOC117591352|XP_034140470.1|DGUA
OG0000318	LOC120780733|XP_039968925.1|BTRY, LOC120779790|XP_039968099.1|BTRY, LOC120780199|XP_039968398.1|BTRY, LOC120781790|XP_039969948.1|BTRY, LOC120780191|XP_039968395.1|BTRY, LOC120782060|XP_039970151.1|BTRY, LOC120780701|XP_039968895.1|BTRY, LOC120767757|XP_039949920.1|BTRY, LOC120766511|XP_039948008.1|BTRY, LOC120774631|XP_039960289.1|BTRY, LOC120781073|XP_039969154.1|BTRY, LOC120781185|XP_039969242.1|BTRY, LOC120775192|XP_039961181.1|BTRY	LOC117591565|XP_034140768.1|DGUA
OG0000320	LOC120780262|XP_039968454.1|BTRY	LOC117585436|XP_034130802.1|DGUA
OG0000320	LOC120775663|XP_039961866.1|BTRY	LOC117581947|XP_034125320.1|DGUA, LOC117589793|XP_034137884.1|DGUA
OG0000321	LOC120767653|XP_039949760.1|BTRY	LOC117582495|XP_034126166.1|DGUA
OG0000322	LOC120773648|XP_039958591.1|BTRY	LOC117588679|XP_034136018.1|DGUA, LOC117590981|XP_034139947.1|DGUA
OG0000323	LOC120781479|XP_039969632.1|BTRY	LOC117588174|XP_034135179.1|DGUA
OG0000323	LOC120768274|XP_039950811.1|BTRY	LOC117585153|XP_034130375.1|DGUA
OG0000324	LOC120772196|XP_039956595.1|BTRY	LOC117592513|XP_034142249.1|DGUA
OG0000325	LOC120780635|XP_039968827.1|BTRY, LOC120780634|XP_039968826.1|BTRY	LOC117579905|XP_034121932.1|DGUA
OG0000325	LOC120779055|XP_039967124.1|BTRY	LOC117579788|XP_034121740.1|DGUA
OG0000327	LOC120772284|XP_039956728.1|BTRY, LOC120772454|XP_039957011.1|BTRY, LOC120771900|XP_039956109.1|BTRY	LOC117578598|XP_034120078.1|DGUA, LOC117578597|XP_034120077.1|DGUA, LOC117578599|XP_034120080.1|DGUA
OG0000328	LOC120777056|XP_039964104.1|BTRY	LOC117592347|XP_034141931.1|DGUA
OG0000331	LOC120769238|XP_039952071.1|BTRY	LOC117584315|XP_034129035.1|DGUA, LOC117584065|XP_034128698.1|DGUA, LOC117584498|XP_034129320.1|DGUA, LOC117583950|XP_034128540.1|DGUA, LOC117584245|XP_034128937.1|DGUA
OG0000332	LOC120766326|XP_039947684.1|BTRY	LOC117581415|XP_034124460.1|DGUA, LOC117585527|XP_034130926.1|DGUA
OG0000332	LOC120774351|XP_039959870.1|BTRY, LOC120774932|XP_039960743.1|BTRY	LOC117581437|XP_034124527.1|DGUA
OG0000333	LOC120776546|XP_039963228.1|BTRY, LOC120776544|XP_039963218.1|BTRY, LOC120776542|XP_039963214.1|BTRY	LOC117579495|XP_034121288.1|DGUA
OG0000333	LOC120776547|XP_039963229.1|BTRY	LOC117589379|XP_034137184.1|DGUA
OG0000334	LOC120774998|XP_039960854.1|BTRY	LOC117588349|XP_034135452.1|DGUA
OG0000334	LOC120771849|XP_039956026.1|BTRY, LOC120772789|XP_039957505.1|BTRY	LOC117580604|XP_034123086.1|DGUA
OG0000335	LOC120767480|XP_039949505.1|BTRY	LOC117588064|XP_034135016.1|DGUA
OG0000335	LOC120767479|XP_039949503.1|BTRY	LOC117588062|XP_034135012.1|DGUA
OG0000336	LOC120769770|XP_039952889.1|BTRY	LOC117590082|XP_034138312.1|DGUA, LOC117586478|XP_034132463.1|DGUA, LOC117586477|XP_034132461.1|DGUA
OG0000337	LOC120766375|XP_039947742.1|BTRY	LOC117580514|XP_034122998.1|DGUA, LOC117579091|XP_034120699.1|DGUA, LOC117589023|XP_034136543.1|DGUA
OG0000338	LOC120777234|XP_039964352.1|BTRY	LOC117580169|XP_034122382.1|DGUA
OG0000338	LOC120770461|XP_039953889.1|BTRY	LOC117592472|XP_034142199.1|DGUA
OG0000339	LOC120778134|XP_039965792.1|BTRY	LOC117588962|XP_034136440.1|DGUA
OG0000340	LOC120771806|XP_039955946.1|BTRY	LOC117578841|XP_034120514.1|DGUA
OG0000342	LOC120774021|XP_039959243.1|BTRY	LOC117588413|XP_034135573.1|DGUA, LOC117581672|XP_034124941.1|DGUA
OG0000343	LOC120778308|XP_039966037.1|BTRY	LOC117583768|XP_034128212.1|DGUA
OG0000344	LOC120771051|XP_039954788.1|BTRY	LOC117587870|XP_034134736.1|DGUA
OG0000344	LOC120766693|XP_039948277.1|BTRY	LOC117583622|XP_034127961.1|DGUA
OG0000345	LOC120773088|XP_039957990.1|BTRY	LOC117590308|XP_034138690.1|DGUA
OG0000345	LOC120770320|XP_039953635.1|BTRY	LOC117585705|XP_034131227.1|DGUA
OG0000346	LOC120771778|XP_039955902.1|BTRY	LOC117592169|XP_034141654.1|DGUA
OG0000347	LOC120777530|XP_039964847.1|BTRY	LOC117579180|XP_034120839.1|DGUA
OG0000347	LOC120767435|XP_039949430.1|BTRY	LOC117581978|XP_034125357.1|DGUA
OG0000348	LOC120769393|XP_039952297.1|BTRY	LOC117584069|XP_034128704.1|DGUA
OG0000348	LOC120767574|XP_039949645.1|BTRY	LOC117582144|XP_034125620.1|DGUA
OG0000349	LOC120768895|XP_039951582.1|BTRY	LOC117587627|XP_034134378.1|DGUA
OG0000350	LOC120776422|XP_039963001.1|BTRY	LOC117587138|XP_034133536.1|DGUA
OG0000350	LOC120776439|XP_039963028.1|BTRY	LOC117583709|XP_034128091.1|DGUA
OG0000351	LOC120771786|XP_039955914.1|BTRY	LOC117589010|XP_034136525.1|DGUA
OG0000351	LOC120770740|XP_039954263.1|BTRY	LOC117589018|XP_034136537.1|DGUA
OG0000353	LOC120776473|XP_039963083.1|BTRY	LOC117585230|XP_034130515.1|DGUA
OG0000353	LOC120781466|XP_039969623.1|BTRY	LOC117588197|XP_034135217.1|DGUA
OG0000354	LOC120767660|XP_039949767.1|BTRY	LOC117581949|XP_034125323.1|DGUA
OG0000355	LOC120771205|XP_039955041.1|BTRY	LOC117578851|XP_034120529.1|DGUA
OG0000355	LOC120770439|XP_039953843.1|BTRY	LOC117592197|XP_034141697.1|DGUA
OG0000356	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY	LOC117582126|XP_034125599.1|DGUA, LOC117582128|XP_034125601.1|DGUA
OG0000358	LOC120777551|XP_039964877.1|BTRY	LOC117585038|XP_034130185.1|DGUA
OG0000359	LOC120778373|XP_039966093.1|BTRY	LOC117580475|XP_034122948.1|DGUA
OG0000361	LOC120768611|XP_039951311.1|BTRY	LOC117587583|XP_034134310.1|DGUA, LOC117584394|XP_034129142.1|DGUA
OG0000362	LOC120779094|XP_039967196.1|BTRY	LOC117590639|XP_034139360.1|DGUA
OG0000362	LOC120778669|XP_039966535.1|BTRY	LOC117589419|XP_034137241.1|DGUA
OG0000363	LOC120775658|XP_039961859.1|BTRY	LOC117585606|XP_034131044.1|DGUA
OG0000363	LOC120779091|XP_039967181.1|BTRY	LOC117587211|XP_034133651.1|DGUA
