Orthogroup	BTRY.longest_only	DHYD.longest_only
OG0000336	LOC120769770|XP_039952889.1|BTRY	LOC111592042|XP_023159806.2|DHYD, LOC111604870|XP_023178874.1|DHYD, LOC111604868|XP_023178871.2|DHYD
OG0000337	LOC120766375|XP_039947742.1|BTRY	LOC111605083|XP_023179187.2|DHYD, LOC111605075|XP_023179177.2|DHYD, LOC111595697|XP_023165310.1|DHYD
OG0000338	LOC120777234|XP_039964352.1|BTRY	LOC111595291|XP_023164714.1|DHYD
OG0000338	LOC120770461|XP_039953889.1|BTRY	LOC111599560|XP_023171035.1|DHYD
OG0000339	LOC120778134|XP_039965792.1|BTRY	LOC111604713|XP_023178653.2|DHYD
OG0000340	LOC120771806|XP_039955946.1|BTRY	LOC111597031|XP_023167314.2|DHYD
OG0000342	LOC120774021|XP_039959243.1|BTRY	LOC111598837|XP_023170043.1|DHYD, LOC111594655|XP_023163823.1|DHYD, LOC111594318|XP_023163329.1|DHYD
OG0000343	LOC120778308|XP_039966037.1|BTRY	LOC111595711|XP_030081562.1|DHYD, LOC111595720|XP_030081560.1|DHYD
OG0000344	LOC120771051|XP_039954788.1|BTRY	LOC111595618|XP_030081313.1|DHYD
OG0000344	LOC120766693|XP_039948277.1|BTRY	LOC111596415|XP_023166395.2|DHYD
OG0000345	LOC120773088|XP_039957990.1|BTRY	LOC111599885|XP_023171473.1|DHYD
OG0000345	LOC120770320|XP_039953635.1|BTRY	LOC111592178|XP_030081925.1|DHYD
OG0000346	LOC120771778|XP_039955902.1|BTRY	LOC111600912|XP_023173042.2|DHYD
OG0000347	LOC120777530|XP_039964847.1|BTRY	LOC111602051|XP_023174730.1|DHYD, LOC111597750|XP_023168367.1|DHYD
OG0000347	LOC120767435|XP_039949430.1|BTRY	LOC111595852|XP_023165532.1|DHYD
OG0000348	LOC120769393|XP_039952297.1|BTRY	LOC111596110|XP_023165941.2|DHYD
OG0000348	LOC120767574|XP_039949645.1|BTRY	LOC111596095|XP_030080399.1|DHYD
OG0000349	LOC120768895|XP_039951582.1|BTRY	LOC111596325|XP_023166258.1|DHYD
OG0000350	LOC120776422|XP_039963001.1|BTRY	LOC111599265|XP_030081622.1|DHYD, LOC111599232|XP_023170598.2|DHYD
OG0000350	LOC120776439|XP_039963028.1|BTRY	LOC111598919|XP_023170157.2|DHYD
OG0000351	LOC120771786|XP_039955914.1|BTRY	LOC111601216|XP_023173479.2|DHYD
OG0000351	LOC120770740|XP_039954263.1|BTRY	LOC111601213|XP_023173474.2|DHYD
OG0000353	LOC120776473|XP_039963083.1|BTRY	LOC111602736|XP_023175756.1|DHYD
OG0000353	LOC120781466|XP_039969623.1|BTRY	LOC111602343|XP_023175121.1|DHYD
OG0000354	LOC120767660|XP_039949767.1|BTRY	LOC111595578|XP_023165152.2|DHYD
OG0000355	LOC120771205|XP_039955041.1|BTRY	LOC111593307|XP_023161766.2|DHYD
OG0000355	LOC120770439|XP_039953843.1|BTRY	LOC111597722|XP_030080937.1|DHYD, LOC111597723|XP_023168332.2|DHYD
OG0000356	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY	LOC111605563|XP_023179903.2|DHYD, LOC111605585|XP_023179956.2|DHYD
OG0000358	LOC120777551|XP_039964877.1|BTRY	LOC111595980|XP_023165733.1|DHYD
OG0000359	LOC120778373|XP_039966093.1|BTRY	LOC111597305|XP_023167697.1|DHYD
OG0000361	LOC120768611|XP_039951311.1|BTRY	LOC111593143|XP_023161511.1|DHYD, LOC111593142|XP_023161509.2|DHYD
OG0000362	LOC120779094|XP_039967196.1|BTRY	LOC111595892|XP_023165594.1|DHYD
OG0000362	LOC120778669|XP_039966535.1|BTRY	LOC111592868|XP_023161082.1|DHYD
OG0000363	LOC120775658|XP_039961859.1|BTRY	LOC111602995|XP_023176163.1|DHYD
OG0000363	LOC120779091|XP_039967181.1|BTRY	LOC111602934|XP_023176052.2|DHYD
OG0000364	LOC120778786|XP_039966707.1|BTRY	LOC115483467|XP_030081409.1|DHYD
OG0000364	LOC120778787|XP_039966716.1|BTRY	LOC111596139|XP_023165990.2|DHYD
OG0000365	LOC120772169|XP_039956543.1|BTRY	LOC111602135|XP_030081067.1|DHYD
OG0000365	LOC120768322|XP_039950894.1|BTRY	LOC111595928|XP_023165654.2|DHYD
OG0000366	LOC120774263|XP_039959665.1|BTRY	LOC111600179|XP_030079361.1|DHYD
OG0000366	LOC120780807|XP_039968989.1|BTRY	LOC111604235|XP_023177980.1|DHYD
OG0000367	LOC120768508|XP_039951168.1|BTRY	LOC111598741|XP_023169904.1|DHYD
OG0000367	LOC120770824|XP_039954338.1|BTRY	LOC111600010|XP_023171681.1|DHYD
OG0000368	LOC120778882|XP_039966859.1|BTRY, LOC120778883|XP_039966860.1|BTRY	LOC111592768|XP_023160937.2|DHYD
OG0000368	LOC120777794|XP_039965259.1|BTRY	LOC111592790|XP_023160965.1|DHYD
OG0000370	LOC120774286|XP_039959713.1|BTRY	LOC111604375|XP_023178217.2|DHYD, LOC111603682|XP_023177133.2|DHYD
OG0000376	LOC120775818|XP_039962106.1|BTRY	LOC111594267|XP_023163262.1|DHYD, LOC111594319|XP_023163330.1|DHYD, LOC111602839|XP_023175919.1|DHYD
OG0000377	LOC120772534|XP_039957145.1|BTRY, LOC120772535|XP_039957147.1|BTRY, LOC120774731|XP_039960417.1|BTRY, LOC120774730|XP_039960415.1|BTRY	LOC111596775|XP_023166893.1|DHYD
OG0000378	LOC120776151|XP_039962629.1|BTRY	LOC111605353|XP_023179598.1|DHYD
OG0000378	LOC120769436|XP_039952351.1|BTRY	LOC111602421|XP_030079880.1|DHYD
OG0000379	LOC120772092|XP_039956430.1|BTRY	LOC111595315|XP_023164738.2|DHYD
OG0000380	LOC120777433|XP_039964674.1|BTRY	LOC111595459|XP_030078559.1|DHYD, LOC111595474|XP_023165008.2|DHYD
OG0000380	LOC120777435|XP_039964675.1|BTRY	LOC111592299|XP_023160171.1|DHYD
OG0000381	LOC120776789|XP_039963709.1|BTRY, LOC120774107|XP_039959444.1|BTRY	LOC111593660|XP_023162314.2|DHYD
OG0000381	LOC120767468|XP_039949490.1|BTRY	LOC111597214|XP_023167552.1|DHYD, LOC111597207|XP_023167542.2|DHYD
OG0000382	LOC120775122|XP_039961078.1|BTRY	LOC111599796|XP_023171340.2|DHYD
OG0000383	LOC120767904|XP_039950185.1|BTRY	LOC111595497|XP_023165035.1|DHYD
OG0000383	LOC120767902|XP_039950182.1|BTRY	LOC111601181|XP_023173427.2|DHYD
OG0000384	LOC120772420|XP_039956966.1|BTRY	LOC111605411|XP_023179682.2|DHYD
OG0000384	LOC120770607|XP_039954144.1|BTRY	LOC115483808|XP_030082003.1|DHYD
OG0000385	LOC120780127|XP_039968341.1|BTRY, LOC120774086|XP_039959352.1|BTRY	LOC111605364|XP_023179615.2|DHYD
OG0000385	LOC120774085|XP_039959350.1|BTRY, LOC120774973|XP_039960799.1|BTRY	LOC111605383|XP_023179644.2|DHYD
OG0000386	LOC120781604|XP_039969777.1|BTRY	LOC111599579|XP_030079646.1|DHYD, LOC111604264|XP_023178028.1|DHYD
OG0000389	LOC120781746|XP_039969909.1|BTRY	LOC111598512|XP_023169553.2|DHYD
OG0000389	LOC120771680|XP_039955737.1|BTRY	LOC111600463|XP_023172336.1|DHYD
OG0000390	LOC120771071|XP_039954817.1|BTRY	LOC111592645|XP_023160759.1|DHYD
OG0000391	LOC120771069|XP_039954812.1|BTRY	LOC111602348|XP_023175128.1|DHYD
OG0000391	LOC120771124|XP_039954907.1|BTRY	LOC111592405|XP_023160348.2|DHYD
OG0000392	LOC120769281|XP_039952131.1|BTRY	LOC111599085|XP_023170389.2|DHYD
OG0000392	LOC120769186|XP_039952008.1|BTRY	LOC111599109|XP_023170430.2|DHYD
OG0000393	LOC120767748|XP_039949897.1|BTRY	LOC111594226|XP_023163194.2|DHYD
OG0000393	LOC120768428|XP_039951042.1|BTRY	LOC111594195|XP_023163159.2|DHYD
OG0000394	LOC120773359|XP_039958117.1|BTRY	LOC111597264|XP_023167645.1|DHYD
OG0000394	LOC120773360|XP_039958118.1|BTRY, LOC120773362|XP_039958122.1|BTRY, LOC120773361|XP_039958119.1|BTRY	LOC111597352|XP_023167767.1|DHYD
OG0000395	LOC120778433|XP_039966149.1|BTRY	LOC111599225|XP_023170590.2|DHYD, LOC111599261|XP_023170628.2|DHYD
OG0000396	LOC120769341|XP_039952232.1|BTRY, LOC120767208|XP_039948951.1|BTRY	LOC111599139|XP_023170470.2|DHYD
OG0000397	LOC120770499|XP_039953957.1|BTRY, LOC120770497|XP_039953954.1|BTRY	LOC115483453|XP_030081365.1|DHYD, LOC111604161|XP_030081366.1|DHYD, LOC111595532|XP_023165082.2|DHYD, LOC111604142|XP_030081368.1|DHYD
OG0000399	LOC120766843|XP_039948489.1|BTRY	LOC111596181|XP_023166053.2|DHYD
OG0000399	LOC120766879|XP_039948547.1|BTRY	LOC111596173|XP_023166039.1|DHYD
OG0000400	LOC120774408|XP_039959967.1|BTRY	LOC111598815|XP_023170008.1|DHYD
OG0000401	LOC120774242|XP_039959636.1|BTRY	LOC111595351|XP_023164790.2|DHYD
OG0000403	LOC120767034|XP_039948814.1|BTRY	LOC111594818|XP_023164047.1|DHYD
OG0000403	LOC120770420|XP_039953799.1|BTRY	LOC111603800|XP_023177317.2|DHYD
OG0000404	LOC120782378|XP_039970554.1|BTRY	LOC111603266|XP_023176545.2|DHYD
OG0000405	LOC120775347|XP_039961428.1|BTRY	LOC111598152|XP_023169003.1|DHYD
OG0000406	LOC120779166|XP_039967326.1|BTRY	LOC111602933|XP_023176050.1|DHYD
OG0000406	LOC120771109|XP_039954892.1|BTRY	LOC111605231|XP_023179433.1|DHYD
OG0000407	LOC120776370|XP_039962883.1|BTRY	LOC111592949|XP_023161194.2|DHYD
OG0000408	LOC120769044|XP_039951824.1|BTRY	LOC111600399|XP_023172247.1|DHYD, LOC111600417|XP_023172265.1|DHYD, LOC111600418|XP_023172267.1|DHYD, LOC111602217|XP_023174961.2|DHYD
OG0000409	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY	LOC111600540|XP_023172448.2|DHYD, LOC111593093|XP_023161462.1|DHYD, LOC111595055|XP_023164375.1|DHYD, LOC111599936|XP_023171551.2|DHYD
OG0000411	LOC120777280|XP_039964424.1|BTRY	LOC111601476|XP_023173830.2|DHYD
OG0000411	LOC120769527|XP_039952500.1|BTRY	LOC111600445|XP_023172308.1|DHYD
OG0000412	LOC120772605|XP_039957253.1|BTRY	LOC111597002|XP_023167271.2|DHYD
OG0000412	LOC120777580|XP_039964926.1|BTRY	LOC111599776|XP_023171306.1|DHYD
OG0000413	LOC120766222|XP_039947531.1|BTRY	LOC111604879|XP_023178884.2|DHYD
OG0000413	LOC120766492|XP_039947978.1|BTRY	LOC111598617|XP_023169719.2|DHYD
OG0000414	LOC120772664|XP_039957331.1|BTRY	LOC111592103|XP_023159898.2|DHYD, LOC111592184|XP_023160017.2|DHYD, LOC111592102|XP_023159896.2|DHYD
OG0000415	LOC120770881|XP_039954453.1|BTRY	LOC111601221|XP_023173484.1|DHYD
OG0000415	LOC120772785|XP_039957502.1|BTRY	LOC111601251|XP_023173518.1|DHYD
OG0000416	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY	LOC111591973|XP_023159688.2|DHYD
OG0000416	LOC120774132|XP_039959448.1|BTRY	LOC111596632|XP_023166688.1|DHYD
OG0000417	LOC120766838|XP_039948483.1|BTRY	LOC111598521|XP_023169571.2|DHYD
OG0000417	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY	LOC111597394|XP_023167838.2|DHYD
OG0000418	LOC120775998|XP_039962365.1|BTRY	LOC111596736|XP_023166835.2|DHYD
OG0000418	LOC120775994|XP_039962360.1|BTRY	LOC111603112|XP_023176349.1|DHYD
OG0000419	LOC120772990|XP_039957837.1|BTRY	LOC111597727|XP_023168337.2|DHYD
OG0000421	LOC120768035|XP_039950462.1|BTRY	LOC115483291|XP_030080494.1|DHYD, LOC111598933|XP_023170175.1|DHYD
OG0000421	LOC120768668|XP_039951380.1|BTRY	LOC111595197|XP_030079195.1|DHYD
OG0000422	LOC120780556|XP_039968747.1|BTRY	LOC111598659|XP_030080615.1|DHYD
OG0000423	LOC120770394|XP_039953759.1|BTRY	LOC111594333|XP_023163346.1|DHYD
OG0000423	LOC120770005|XP_039953031.1|BTRY	LOC111594334|XP_023163347.2|DHYD
OG0000424	LOC120770993|XP_039954673.1|BTRY	LOC111594326|XP_023163337.2|DHYD
OG0000424	LOC120770914|XP_039954538.1|BTRY	LOC111594329|XP_023163340.2|DHYD
OG0000425	LOC120772681|XP_039957353.1|BTRY	LOC111594405|XP_023163450.2|DHYD
OG0000425	LOC120770802|XP_039954315.1|BTRY	LOC115483812|XP_030082012.1|DHYD, LOC111597041|XP_023167323.1|DHYD
OG0000426	LOC120767283|XP_039949097.1|BTRY, LOC120769710|XP_039952783.1|BTRY, LOC120769049|XP_039951833.1|BTRY	LOC111599243|XP_023170614.1|DHYD
OG0000428	LOC120772925|XP_039957759.1|BTRY	LOC111592976|XP_030079483.1|DHYD, LOC111592963|XP_023161221.2|DHYD
OG0000429	LOC120770795|XP_039954308.1|BTRY, LOC120771992|XP_039956282.1|BTRY	LOC111592139|XP_023159951.2|DHYD
OG0000429	LOC120771757|XP_039955873.1|BTRY, LOC120771336|XP_039955215.1|BTRY	LOC111592140|XP_023159954.2|DHYD
OG0000430	LOC120774784|XP_039960496.1|BTRY	LOC111602016|XP_023174681.2|DHYD, LOC111601327|XP_023173624.1|DHYD
OG0000433	LOC120774862|XP_039960624.1|BTRY	LOC111602397|XP_023175180.2|DHYD
OG0000433	LOC120778215|XP_039965906.1|BTRY	LOC111594844|XP_023164078.2|DHYD
OG0000434	LOC120772696|XP_039957370.1|BTRY, LOC120772247|XP_039956678.1|BTRY	LOC111593230|XP_023161649.2|DHYD
OG0000434	LOC120771558|XP_039955554.1|BTRY, LOC120771322|XP_039955200.1|BTRY	LOC111600885|XP_023172991.2|DHYD, LOC111600884|XP_023172990.2|DHYD
OG0000435	LOC120774231|XP_039959624.1|BTRY	LOC111596567|XP_030079553.1|DHYD
OG0000437	LOC120781389|XP_039969532.1|BTRY	LOC111592673|XP_023160808.1|DHYD
OG0000437	LOC120769054|XP_039951837.1|BTRY	LOC111600934|XP_023173074.1|DHYD
OG0000438	LOC120775835|XP_039962138.1|BTRY	LOC111594574|XP_023163700.1|DHYD
OG0000439	LOC120767996|XP_039950349.1|BTRY	LOC111600365|XP_023172210.2|DHYD
OG0000439	LOC120778369|XP_039966090.1|BTRY	LOC111600925|XP_023173057.2|DHYD
OG0000440	LOC120771326|XP_039955205.1|BTRY	LOC111595258|XP_023164672.2|DHYD, LOC111595260|XP_023164674.2|DHYD, LOC111597981|XP_023168725.2|DHYD
OG0000440	LOC120771453|XP_039955398.1|BTRY	LOC111593894|XP_023162730.1|DHYD
OG0000441	LOC120770035|XP_039953084.1|BTRY, LOC120772426|XP_039956971.1|BTRY	LOC111593558|XP_023162182.1|DHYD
OG0000441	LOC120772252|XP_039956689.1|BTRY	LOC111593559|XP_023162183.2|DHYD
OG0000443	LOC120767448|XP_039949449.1|BTRY	LOC111598768|XP_023169950.1|DHYD, LOC111598767|XP_023169949.2|DHYD
OG0000444	LOC120777609|XP_039964992.1|BTRY	LOC111599487|XP_023170922.2|DHYD
OG0000444	LOC120777797|XP_039965263.1|BTRY	LOC111599490|XP_023170924.2|DHYD
OG0000446	LOC120771905|XP_039956120.1|BTRY	LOC115482969|XP_030079380.1|DHYD, LOC111604590|XP_030078624.1|DHYD
OG0000448	LOC120782620|XP_039970921.1|BTRY	LOC111597881|XP_023168576.2|DHYD
OG0000449	LOC120776397|XP_039962951.1|BTRY	LOC111601066|XP_023173257.2|DHYD
OG0000449	LOC120767465|XP_039949487.1|BTRY	LOC111600523|XP_023172428.2|DHYD, LOC111598928|XP_023170171.2|DHYD
OG0000450	LOC120774365|XP_039959889.1|BTRY	LOC111595982|XP_030080038.1|DHYD
OG0000450	LOC120774824|XP_039960565.1|BTRY	LOC111596583|XP_023166624.1|DHYD
OG0000451	LOC120775737|XP_039961988.1|BTRY	LOC111600827|XP_023172938.1|DHYD
OG0000451	LOC120775735|XP_039961987.1|BTRY, LOC120775418|XP_039961530.1|BTRY	LOC111600661|XP_023172700.1|DHYD
OG0000453	LOC120766550|XP_039948067.1|BTRY	LOC111602749|XP_023175769.1|DHYD
OG0000453	LOC120782890|XP_039971372.1|BTRY	LOC111602787|XP_023175828.2|DHYD
OG0000454	LOC120771593|XP_039955599.1|BTRY, LOC120771036|XP_039954758.1|BTRY	LOC111592640|XP_023160753.2|DHYD
OG0000456	LOC120779448|XP_039967629.1|BTRY	LOC111595874|XP_023165565.2|DHYD
OG0000456	LOC120768512|XP_039951171.1|BTRY	LOC111600346|XP_023172181.2|DHYD
OG0000457	LOC120781641|XP_039969806.1|BTRY	LOC111593779|XP_023162564.2|DHYD
OG0000457	LOC120768879|XP_039951566.1|BTRY	LOC111602307|XP_030079070.1|DHYD
OG0000458	LOC120768030|XP_039950444.1|BTRY	LOC111595812|XP_023165471.2|DHYD
OG0000460	LOC120768381|XP_039950981.1|BTRY	LOC111595833|XP_023165509.1|DHYD
OG0000462	LOC120766648|XP_039948245.1|BTRY	LOC111596211|XP_023166092.1|DHYD, LOC111596209|XP_023166090.2|DHYD
OG0000463	LOC120772993|XP_039957840.1|BTRY	LOC111601429|XP_023173773.2|DHYD, LOC111605582|XP_023179954.2|DHYD
OG0000465	LOC120780110|XP_039968359.1|BTRY	LOC111593699|XP_023162412.2|DHYD
OG0000465	LOC120772118|XP_039956467.1|BTRY	LOC111593687|XP_023162351.2|DHYD
OG0000466	LOC120773729|XP_039958719.1|BTRY	LOC111601829|XP_023174424.1|DHYD
OG0000466	LOC120768513|XP_039951175.1|BTRY	LOC111595994|XP_023165759.1|DHYD
OG0000467	LOC120772136|XP_039956488.1|BTRY	LOC111593806|XP_023162599.2|DHYD
OG0000467	LOC120772332|XP_039956808.1|BTRY	LOC111593964|XP_023162823.1|DHYD, LOC111593807|XP_030078931.1|DHYD, LOC115483377|XP_030080957.1|DHYD
OG0000468	LOC120766448|XP_039947890.1|BTRY	LOC111594544|XP_023163664.1|DHYD
OG0000468	LOC120772763|XP_039957470.1|BTRY	LOC111603285|XP_023176571.1|DHYD
OG0000469	LOC120767613|XP_039949700.1|BTRY	LOC111594196|XP_023163161.2|DHYD
OG0000470	LOC120778542|XP_039966325.1|BTRY	LOC111597450|XP_023167940.2|DHYD
OG0000470	LOC120782030|XP_039970120.1|BTRY	LOC111605702|XP_023180148.2|DHYD
OG0000471	LOC120767631|XP_039949725.1|BTRY, LOC120769192|XP_039952020.1|BTRY	LOC111596972|XP_023167216.2|DHYD, LOC115483414|XP_030081135.1|DHYD, LOC111599379|XP_023170781.2|DHYD
OG0000473	LOC120775766|XP_039962033.1|BTRY	LOC111603131|XP_023176373.2|DHYD
OG0000473	LOC120775662|XP_039961864.1|BTRY	LOC111596836|XP_023166978.1|DHYD
OG0000474	LOC120775186|XP_039961175.1|BTRY	LOC111598285|XP_023169235.1|DHYD, LOC111593118|XP_023161487.1|DHYD
OG0000475	LOC120767162|XP_039948919.1|BTRY	LOC111603597|XP_023177023.1|DHYD
OG0000475	LOC120770612|XP_039954148.1|BTRY	LOC111603622|XP_023177060.1|DHYD
OG0000476	LOC120766557|XP_039948077.1|BTRY	LOC111593686|XP_023162350.2|DHYD
OG0000476	LOC120770518|XP_039953995.1|BTRY	LOC111593679|XP_023162339.2|DHYD
OG0000477	LOC120775069|XP_039960995.1|BTRY	LOC111605451|XP_023179735.2|DHYD
OG0000477	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY	LOC111605452|XP_023179737.2|DHYD
OG0000478	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY	LOC111597454|XP_023167974.2|DHYD, LOC111595621|XP_023165200.1|DHYD
OG0000479	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY	LOC111595696|XP_023165309.2|DHYD
OG0000480	LOC120768928|XP_039951642.1|BTRY	LOC111596053|XP_023165869.2|DHYD, LOC111596048|XP_023165854.2|DHYD
OG0000482	LOC120766731|XP_039948318.1|BTRY	LOC111604576|XP_023178447.2|DHYD
OG0000483	LOC120766986|XP_039948724.1|BTRY	LOC111593381|XP_023161868.2|DHYD, LOC111593380|XP_023161867.1|DHYD
OG0000484	LOC120766420|XP_039947886.1|BTRY	LOC111596206|XP_023166087.2|DHYD
OG0000484	LOC120766487|XP_039948012.1|BTRY	LOC111596207|XP_023166088.2|DHYD
OG0000485	LOC120777647|XP_039965033.1|BTRY	LOC111599248|XP_023170617.1|DHYD
OG0000486	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY	LOC111603844|XP_023177385.1|DHYD, LOC111603843|XP_023177381.2|DHYD
OG0000487	LOC120771254|XP_039955105.1|BTRY	LOC111593296|XP_023161744.1|DHYD
OG0000487	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY	LOC111593298|XP_023161748.2|DHYD, LOC111593297|XP_023161746.1|DHYD
OG0000489	LOC120766213|XP_039947516.1|BTRY	LOC111601480|XP_023173837.2|DHYD
OG0000489	LOC120769711|XP_039952787.1|BTRY	LOC111600206|XP_023171991.2|DHYD
OG0000490	LOC120775304|XP_039961372.1|BTRY	LOC111601842|XP_023174444.1|DHYD
OG0000490	LOC120776015|XP_039962394.1|BTRY	LOC111594278|XP_030078911.1|DHYD
OG0000491	LOC120772631|XP_039957287.1|BTRY	LOC111603099|XP_023176331.1|DHYD
OG0000492	LOC120772323|XP_039956787.1|BTRY	LOC111600144|XP_023171889.1|DHYD
OG0000492	LOC120774473|XP_039960063.1|BTRY	LOC111593668|XP_023162325.1|DHYD
OG0000493	LOC120768974|XP_039951710.1|BTRY	LOC115482941|XP_030079169.1|DHYD, LOC111603176|XP_023176429.1|DHYD
OG0000494	LOC120769283|XP_039952138.1|BTRY	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD
OG0000495	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY	LOC111592988|XP_023161258.2|DHYD
OG0000495	LOC120770492|XP_039953943.1|BTRY	LOC111593176|XP_023161550.1|DHYD
OG0000496	LOC120768068|XP_039950524.1|BTRY	LOC111602239|XP_023174993.2|DHYD
OG0000497	LOC120768950|XP_039951670.1|BTRY	LOC111591953|XP_023159655.2|DHYD
OG0000497	LOC120769545|XP_039952523.1|BTRY	LOC111591960|XP_023159668.2|DHYD
OG0000498	LOC120768227|XP_039950745.1|BTRY	LOC111593377|XP_023161864.2|DHYD
OG0000499	LOC120774341|XP_039959837.1|BTRY	LOC111600628|XP_023172599.1|DHYD
OG0000499	LOC120766275|XP_039947611.1|BTRY	LOC111605300|XP_023179522.1|DHYD
OG0000500	LOC120778821|XP_039966760.1|BTRY	LOC111603333|XP_023176637.2|DHYD
OG0000500	LOC120778259|XP_039965970.1|BTRY	LOC111599229|XP_023170595.2|DHYD
OG0000501	LOC120771118|XP_039954902.1|BTRY	LOC111596380|XP_023166354.2|DHYD
OG0000504	LOC120776440|XP_039963029.1|BTRY, LOC120776441|XP_039963032.1|BTRY, LOC120778621|XP_039966438.1|BTRY, LOC120776645|XP_039963412.1|BTRY, LOC120777904|XP_039965419.1|BTRY	LOC111605654|XP_023180083.2|DHYD
OG0000505	LOC120775324|XP_039961397.1|BTRY	LOC111601616|XP_023174050.2|DHYD
OG0000505	LOC120774415|XP_039959976.1|BTRY	LOC111601617|XP_030079936.1|DHYD
OG0000506	LOC120766859|XP_039948522.1|BTRY	LOC111601316|XP_030081592.1|DHYD
OG0000506	LOC120782649|XP_039970957.1|BTRY	LOC111601344|XP_023173644.2|DHYD
OG0000507	LOC120773974|XP_039959153.1|BTRY	LOC111593499|XP_030079940.1|DHYD
OG0000507	LOC120773975|XP_039959154.1|BTRY	LOC111593500|XP_023162035.1|DHYD
OG0000508	LOC120776949|XP_039963970.1|BTRY	LOC111596887|XP_023167105.2|DHYD, LOC111597412|XP_030079482.1|DHYD
OG0000509	LOC120772985|XP_039957831.1|BTRY	LOC111596627|XP_030081319.1|DHYD
OG0000509	LOC120772083|XP_039956414.1|BTRY	LOC111594118|XP_023163046.1|DHYD
OG0000510	LOC120772271|XP_039956709.1|BTRY	LOC111592519|XP_023160538.2|DHYD
OG0000511	LOC120769370|XP_039952267.1|BTRY	LOC111602504|XP_023175347.2|DHYD
OG0000511	LOC120769224|XP_039952054.1|BTRY	LOC111602452|XP_023175279.2|DHYD
OG0000512	LOC120767602|XP_039949686.1|BTRY	LOC111602494|XP_023175331.2|DHYD
OG0000513	LOC120769179|XP_039951999.1|BTRY	LOC111597638|XP_023168211.2|DHYD
OG0000513	LOC120768966|XP_039951693.1|BTRY	LOC111598968|XP_023170230.2|DHYD
OG0000514	LOC120769684|XP_039952740.1|BTRY	LOC111595808|XP_023165467.2|DHYD
OG0000514	LOC120769689|XP_039952749.1|BTRY	LOC111595862|XP_030079227.1|DHYD
OG0000515	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY	LOC111597674|XP_023168272.1|DHYD
OG0000515	LOC120782348|XP_039970514.1|BTRY	LOC111595057|XP_023164379.1|DHYD
OG0000516	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY	LOC111602030|XP_030079551.1|DHYD, LOC111602063|XP_023174745.2|DHYD
OG0000517	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY	LOC111598097|XP_023168915.1|DHYD, LOC111598096|XP_023168914.1|DHYD
OG0000518	LOC120770868|XP_039954424.1|BTRY	LOC111592833|XP_023161025.2|DHYD
OG0000521	LOC120775638|XP_039961825.1|BTRY	LOC111595958|XP_030080031.1|DHYD, LOC111596169|XP_030080029.1|DHYD
OG0000522	LOC120774539|XP_039960199.1|BTRY	LOC111602233|XP_023174988.2|DHYD, LOC111598827|XP_023170027.2|DHYD
OG0000523	LOC120780298|XP_039968523.1|BTRY	LOC111600814|XP_023172881.1|DHYD
OG0000523	LOC120774979|XP_039960814.1|BTRY	LOC111594079|XP_023162989.1|DHYD
OG0000524	LOC120769532|XP_039952508.1|BTRY	LOC111601791|XP_023174330.2|DHYD
OG0000525	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY	LOC111602095|XP_023174797.2|DHYD
OG0000526	LOC120780162|XP_039968375.1|BTRY	LOC111594352|XP_023163380.2|DHYD, LOC111593598|XP_023162226.1|DHYD
OG0000527	LOC120767406|XP_039949378.1|BTRY	LOC111602174|XP_023174903.1|DHYD
OG0000528	LOC120767683|XP_039949807.1|BTRY	LOC111596125|XP_023165963.2|DHYD
OG0000529	LOC120767635|XP_039949736.1|BTRY	LOC111599312|XP_023170690.2|DHYD
OG0000530	LOC120776537|XP_039963209.1|BTRY	LOC111597573|XP_023168140.2|DHYD
OG0000530	LOC120778816|XP_039966756.1|BTRY	LOC111603062|XP_023176287.1|DHYD
OG0000531	LOC120767638|XP_039949739.1|BTRY	LOC111592074|XP_023159857.1|DHYD, LOC111600560|XP_023172479.1|DHYD
